ko:K19744	paeu:BN889_04293
ko:K13063	paeu:BN889_07250
ko:K07566	paeu:BN889_00053
ko:K00228	paeu:BN889_00056
ko:K00014	paeu:BN889_00057
ko:K03321	paeu:BN889_00062
ko:K02002	paeu:BN889_00063
ko:K10253	paeu:BN889_00066
ko:K07690	paeu:BN889_00068
ko:K01695	paeu:BN889_00069
ko:K01696	paeu:BN889_00070
ko:K09165	paeu:BN889_00072
ko:K15125	paeu:BN889_00076
ko:K01953	paeu:BN889_00091
ko:K07559	paeu:BN889_00093
ko:K09983	paeu:BN889_00094
ko:K07396	paeu:BN889_00098
ko:K04063	paeu:BN889_00099
ko:K01091	paeu:BN889_00105
ko:K01414	paeu:BN889_00108
ko:K07070	paeu:BN889_00109
ko:K02004	paeu:BN889_00114
ko:K02003	paeu:BN889_00115
ko:K11890	paeu:BN889_00121
ko:K11891	paeu:BN889_00122
ko:K11892	paeu:BN889_00123
ko:K11893	paeu:BN889_00124
ko:K11906	paeu:BN889_00126
ko:K11902	paeu:BN889_00129
ko:K11901	paeu:BN889_00130
ko:K11900	paeu:BN889_00131
ko:K11903	paeu:BN889_00132
ko:K11898	paeu:BN889_00133
ko:K11897	paeu:BN889_00134
ko:K11896	paeu:BN889_00135
ko:K11895	paeu:BN889_00136
ko:K11907	paeu:BN889_00137
ko:K00647	paeu:BN889_00148
ko:K01673	paeu:BN889_00152
ko:K02275	paeu:BN889_00155
ko:K02274	paeu:BN889_00156
ko:K02258	paeu:BN889_00157
ko:K02276	paeu:BN889_00158
ko:K02259	paeu:BN889_00162
ko:K07152	paeu:BN889_00164
ko:K02348	paeu:BN889_00165
ko:K11103	paeu:BN889_00169
ko:K06193	paeu:BN889_00178
ko:K11735	paeu:BN889_00179
ko:K00140	paeu:BN889_00180
ko:K00822	paeu:BN889_00182
ko:K01487	paeu:BN889_00184
ko:K02056	paeu:BN889_00188
ko:K02057	paeu:BN889_00189
ko:K02057	paeu:BN889_00190
ko:K03386	paeu:BN889_00191
ko:K03387	paeu:BN889_00192
ko:K02058	paeu:BN889_00198
ko:K03088	paeu:BN889_00201
ko:K02623	paeu:BN889_00205
ko:K00449	paeu:BN889_00206
ko:K02624	paeu:BN889_00208
ko:K16345	paeu:BN889_00218
ko:K03412	paeu:BN889_00226
ko:K03411	paeu:BN889_00227
ko:K00575	paeu:BN889_00228
ko:K03406	paeu:BN889_00229
ko:K03408	paeu:BN889_00230
ko:K03407	paeu:BN889_00231
ko:K03413	paeu:BN889_00232
ko:K03406	paeu:BN889_00233
ko:K00059	paeu:BN889_00235
ko:K01130	paeu:BN889_00236
ko:K15555	paeu:BN889_00237
ko:K15554	paeu:BN889_00239
ko:K15553	paeu:BN889_00240
ko:K07088	paeu:BN889_00242
ko:K02014	paeu:BN889_00246
ko:K00324	paeu:BN889_00249
ko:K00324	paeu:BN889_00250
ko:K00325	paeu:BN889_00251
ko:K03832	paeu:BN889_00252
ko:K03561	paeu:BN889_00253
ko:K03560	paeu:BN889_00254
ko:K07002	paeu:BN889_00256
ko:K13929	paeu:BN889_00257
ko:K13931	paeu:BN889_00258
ko:K13932	paeu:BN889_00259
ko:K13933	paeu:BN889_00260
ko:K13934	paeu:BN889_00261
ko:K13935	paeu:BN889_00262
ko:K13928	paeu:BN889_00265
ko:K02055	paeu:BN889_00270
ko:K01714	paeu:BN889_00271
ko:K01628	paeu:BN889_00272
ko:K01039	paeu:BN889_00274
ko:K01040	paeu:BN889_00275
ko:K07823	paeu:BN889_00276
ko:K01857	paeu:BN889_00278
ko:K01055	paeu:BN889_00279
ko:K01607	paeu:BN889_00280
ko:K08195	paeu:BN889_00283
ko:K08191	paeu:BN889_00290
ko:K00457	paeu:BN889_00291
ko:K00014	paeu:BN889_00293
ko:K03786	paeu:BN889_00294
ko:K00481	paeu:BN889_00296
ko:K03827	paeu:BN889_00298
ko:K03182	paeu:BN889_00303
ko:K00135	paeu:BN889_00318
ko:K14268	paeu:BN889_00319
ko:K00375	paeu:BN889_00321
ko:K03449	paeu:BN889_00327
ko:K07090	paeu:BN889_00333
ko:K02045	paeu:BN889_00335
ko:K02047	paeu:BN889_00336
ko:K02046	paeu:BN889_00337
ko:K02048	paeu:BN889_00338
ko:K03307	paeu:BN889_00342
ko:K06998	paeu:BN889_04686
ko:K16088	paeu:BN889_04694
ko:K06147	paeu:BN889_04695
ko:K12243	paeu:BN889_04702
ko:K04782	paeu:BN889_04705
ko:K03701	paeu:BN889_04709
ko:K03594	paeu:BN889_04710
ko:K03781	paeu:BN889_04711
ko:K02879	paeu:BN889_04712
ko:K03040	paeu:BN889_04713
ko:K02986	paeu:BN889_04714
ko:K02952	paeu:BN889_04716
ko:K02919	paeu:BN889_04717
ko:K03076	paeu:BN889_04718
ko:K02876	paeu:BN889_04719
ko:K02907	paeu:BN889_04720
ko:K02988	paeu:BN889_04721
ko:K02881	paeu:BN889_04722
ko:K02933	paeu:BN889_04723
ko:K02994	paeu:BN889_04724
ko:K02954	paeu:BN889_04725
ko:K02931	paeu:BN889_04726
ko:K02895	paeu:BN889_04727
ko:K02874	paeu:BN889_04728
ko:K02961	paeu:BN889_04729
ko:K02904	paeu:BN889_04730
ko:K02878	paeu:BN889_04731
ko:K02982	paeu:BN889_04732
ko:K02890	paeu:BN889_04733
ko:K07010	paeu:BN889_00348
ko:K01915	paeu:BN889_00349
ko:K12256	paeu:BN889_00350
ko:K11073	paeu:BN889_00351
ko:K11073	paeu:BN889_00352
ko:K11076	paeu:BN889_00353
ko:K11075	paeu:BN889_00354
ko:K11074	paeu:BN889_00355
ko:K01434	paeu:BN889_00357
ko:K07394	paeu:BN889_00364
ko:K10009	paeu:BN889_00368
ko:K02424	paeu:BN889_00369
ko:K00058	paeu:BN889_00371
ko:K11069	paeu:BN889_00380
ko:K11070	paeu:BN889_00381
ko:K11071	paeu:BN889_00382
ko:K11071	paeu:BN889_00383
ko:K11072	paeu:BN889_00384
ko:K09946	paeu:BN889_00388
ko:K01807	paeu:BN889_00389
ko:K01754	paeu:BN889_00390
ko:K08311	paeu:BN889_00398
ko:K08484	paeu:BN889_00400
ko:K07090	paeu:BN889_00403
ko:K13292	paeu:BN889_00404
ko:K01126	paeu:BN889_00411
ko:K07095	paeu:BN889_00416
ko:K16345	paeu:BN889_00417
ko:K01687	paeu:BN889_00418
ko:K06969	paeu:BN889_00419
ko:K05520	paeu:BN889_00420
ko:K10563	paeu:BN889_00422
ko:K07126	paeu:BN889_00425
ko:K00954	paeu:BN889_00429
ko:K00154	paeu:BN889_00432
ko:K07019	paeu:BN889_00435
ko:K08316	paeu:BN889_00437
ko:K07263	paeu:BN889_00438
ko:K07263	paeu:BN889_00439
ko:K03110	paeu:BN889_00440
ko:K09812	paeu:BN889_00441
ko:K09811	paeu:BN889_00442
ko:K03089	paeu:BN889_00443
ko:K03814	paeu:BN889_00445
ko:K03154	paeu:BN889_00447
ko:K03149	paeu:BN889_00448
ko:K03439	paeu:BN889_00449
ko:K00641	paeu:BN889_00456
ko:K09131	paeu:BN889_00458
ko:K02221	paeu:BN889_00459
ko:K00286	paeu:BN889_00460
ko:K06997	paeu:BN889_00461
ko:K02669	paeu:BN889_00462
ko:K02670	paeu:BN889_00463
ko:K16264	paeu:BN889_00464
ko:K01697	paeu:BN889_00466
ko:K01758	paeu:BN889_00467
ko:K01465	paeu:BN889_00468
ko:K00609	paeu:BN889_00469
ko:K02825	paeu:BN889_00470
ko:K07447	paeu:BN889_00471
ko:K07735	paeu:BN889_00472
ko:K03832	paeu:BN889_00473
ko:K01920	paeu:BN889_00475
ko:K02657	paeu:BN889_00476
ko:K02658	paeu:BN889_00477
ko:K02659	paeu:BN889_00478
ko:K02660	paeu:BN889_00479
ko:K02487	paeu:BN889_00481
ko:K06596	paeu:BN889_00481
ko:K06597	paeu:BN889_00483
ko:K09761	paeu:BN889_00488
ko:K00833	paeu:BN889_00489
ko:K00274	paeu:BN889_00490
ko:K03585	paeu:BN889_00494
ko:K18139	paeu:BN889_00501
ko:K11927	paeu:BN889_00502
ko:K00297	paeu:BN889_00504
ko:K01251	paeu:BN889_00506
ko:K02014	paeu:BN889_00508
ko:K01485	paeu:BN889_00511
ko:K10974	paeu:BN889_00512
ko:K17723	paeu:BN889_00513
ko:K01464	paeu:BN889_00515
ko:K03457	paeu:BN889_00516
ko:K06016	paeu:BN889_00517
ko:K00252	paeu:BN889_00520
ko:K03306	paeu:BN889_00523
ko:K07403	paeu:BN889_00524
ko:K02030	paeu:BN889_00526
ko:K05591	paeu:BN889_00528
ko:K03704	paeu:BN889_00529
ko:K03696	paeu:BN889_00534
ko:K07663	paeu:BN889_00538
ko:K07641	paeu:BN889_00539
ko:K06143	paeu:BN889_00540
ko:K18235	paeu:BN889_00543
ko:K02014	paeu:BN889_00545
ko:K03088	paeu:BN889_00547
ko:K03457	paeu:BN889_00550
ko:K01055	paeu:BN889_00556
ko:K01638	paeu:BN889_00559
ko:K05786	paeu:BN889_00562
ko:K02019	paeu:BN889_00564
ko:K02019	paeu:BN889_00565
ko:K05811	paeu:BN889_00566
ko:K07160	paeu:BN889_00570
ko:K01961	paeu:BN889_00572
ko:K01012	paeu:BN889_00578
ko:K00652	paeu:BN889_00579
ko:K02170	paeu:BN889_00581
ko:K02169	paeu:BN889_00582
ko:K01935	paeu:BN889_00583
ko:K02303	paeu:BN889_00591
ko:K08738	paeu:BN889_00599
ko:K15864	paeu:BN889_00600
ko:K04748	paeu:BN889_00601
ko:K02164	paeu:BN889_00602
ko:K02305	paeu:BN889_00604
ko:K04561	paeu:BN889_00605
ko:K02448	paeu:BN889_00606
ko:K06872	paeu:BN889_00620
ko:K03744	paeu:BN889_00621
ko:K03611	paeu:BN889_00622
ko:K03932	paeu:BN889_00627
ko:K00789	paeu:BN889_00630
ko:K00615	paeu:BN889_00632
ko:K03472	paeu:BN889_00636
ko:K00927	paeu:BN889_00637
ko:K01624	paeu:BN889_00640
ko:K07007	paeu:BN889_00645
ko:K07043	paeu:BN889_00646
ko:K03086	paeu:BN889_00668
ko:K09117	paeu:BN889_00670
ko:K02970	paeu:BN889_00671
ko:K01409	paeu:BN889_00672
ko:K08591	paeu:BN889_00673
ko:K01633	paeu:BN889_00674
ko:K02205	paeu:BN889_05528
ko:K02030	paeu:BN889_05530
ko:K02055	paeu:BN889_05533
ko:K02527	paeu:BN889_05535
ko:K03272	paeu:BN889_05544
ko:K11085	paeu:BN889_05546
ko:K00612	paeu:BN889_05555
ko:K02848	paeu:BN889_05559
ko:K02844	paeu:BN889_05560
ko:K02841	paeu:BN889_05561
ko:K02843	paeu:BN889_05562
ko:K00826	paeu:BN889_05563
ko:K00982	paeu:BN889_05564
ko:K00163	paeu:BN889_05565
ko:K00627	paeu:BN889_05566
ko:K07304	paeu:BN889_05568
ko:K07115	paeu:BN889_05569
ko:K11105	paeu:BN889_05572
ko:K05802	paeu:BN889_05573
ko:K07090	paeu:BN889_05575
ko:K01740	paeu:BN889_05576
ko:K02461	paeu:BN889_06378
ko:K02462	paeu:BN889_06379
ko:K02453	paeu:BN889_06381
ko:K02454	paeu:BN889_06382
ko:K02455	paeu:BN889_06383
ko:K03561	paeu:BN889_06389
ko:K03559	paeu:BN889_06390
ko:K01426	paeu:BN889_06401
ko:K11530	paeu:BN889_06406
ko:K01759	paeu:BN889_06407
ko:K03824	paeu:BN889_06408
ko:K09982	paeu:BN889_06409
ko:K07733	paeu:BN889_06416
ko:K03799	paeu:BN889_07255
ko:K07491	paeu:BN889_07257
ko:K09815	paeu:BN889_07267
ko:K09817	paeu:BN889_07268
ko:K09816	paeu:BN889_07270
ko:K07032	paeu:BN889_07283
ko:K01581	paeu:BN889_07284
ko:K03406	paeu:BN889_07285
ko:K03807	paeu:BN889_07286
ko:K03806	paeu:BN889_07287
ko:K00767	paeu:BN889_07289
ko:K02652	paeu:BN889_07294
ko:K02653	paeu:BN889_07296
ko:K02654	paeu:BN889_07297
ko:K00859	paeu:BN889_07298
ko:K09862	paeu:BN889_07299
ko:K03885	paeu:BN889_07308
ko:K02668	paeu:BN889_05053
ko:K02667	paeu:BN889_05054
ko:K03153	paeu:BN889_05055
ko:K08084	paeu:BN889_05056
ko:K02671	paeu:BN889_05058
ko:K02672	paeu:BN889_05059
ko:K02673	paeu:BN889_05060
ko:K02674	paeu:BN889_05061
ko:K02655	paeu:BN889_05063
ko:K02655	paeu:BN889_05064
ko:K03527	paeu:BN889_05065
ko:K03527	paeu:BN889_05067
ko:K03774	paeu:BN889_05068
ko:K03101	paeu:BN889_05069
ko:K01870	paeu:BN889_05070
ko:K11753	paeu:BN889_05071
ko:K03980	paeu:BN889_05072
ko:K02968	paeu:BN889_05073
ko:K05805	paeu:BN889_05074
ko:K00931	paeu:BN889_05075
ko:K03979	paeu:BN889_05076
ko:K02899	paeu:BN889_05077
ko:K02888	paeu:BN889_05078
ko:K02523	paeu:BN889_05079
ko:K03773	paeu:BN889_05082
ko:K14414	paeu:BN889_05091
ko:K14415	paeu:BN889_05094
ko:K07074	paeu:BN889_05095
ko:K01974	paeu:BN889_05096
ko:K00428	paeu:BN889_05098
ko:K00262	paeu:BN889_05100
ko:K06076	paeu:BN889_05101
ko:K00822	paeu:BN889_05892
ko:K06995	paeu:BN889_05893
ko:K02913	paeu:BN889_05894
ko:K02902	paeu:BN889_05895
ko:K03630	paeu:BN889_05899
ko:K13038	paeu:BN889_05900
ko:K15778	paeu:BN889_05902
ko:K00930	paeu:BN889_05904
ko:K07107	paeu:BN889_05911
ko:K00762	paeu:BN889_05913
ko:K01142	paeu:BN889_05914
ko:K09940	paeu:BN889_05915
ko:K00989	paeu:BN889_05916
ko:K00942	paeu:BN889_05919
ko:K03060	paeu:BN889_05920
ko:K04761	paeu:BN889_05928
ko:K03655	paeu:BN889_05930
ko:K05787	paeu:BN889_05935
ko:K05297	paeu:BN889_05937
ko:K11477	paeu:BN889_05940
ko:K11473	paeu:BN889_05941
ko:K11472	paeu:BN889_05942
ko:K00104	paeu:BN889_05943
ko:K11474	paeu:BN889_05944
ko:K03181	paeu:BN889_05945
ko:K02965	paeu:BN889_04734
ko:K02886	paeu:BN889_04735
ko:K02892	paeu:BN889_04736
ko:K02926	paeu:BN889_04737
ko:K02906	paeu:BN889_04738
ko:K02946	paeu:BN889_04739
ko:K02355	paeu:BN889_04741
ko:K02992	paeu:BN889_04742
ko:K02950	paeu:BN889_04743
ko:K03046	paeu:BN889_04745
ko:K03043	paeu:BN889_04749
ko:K02935	paeu:BN889_04750
ko:K02864	paeu:BN889_04751
ko:K02863	paeu:BN889_04752
ko:K02867	paeu:BN889_04753
ko:K02601	paeu:BN889_04754
ko:K03525	paeu:BN889_04762
ko:K03524	paeu:BN889_04763
ko:K03547	paeu:BN889_04764
ko:K03581	paeu:BN889_04766
ko:K03582	paeu:BN889_04767
ko:K03583	paeu:BN889_04768
ko:K07240	paeu:BN889_04772
ko:K03406	paeu:BN889_04773
ko:K16322	paeu:BN889_04775
ko:K02278	paeu:BN889_04778
ko:K12511	paeu:BN889_04784
ko:K12510	paeu:BN889_04785
ko:K02283	paeu:BN889_04786
ko:K08224	paeu:BN889_05584
ko:K01599	paeu:BN889_05588
ko:K00266	paeu:BN889_05589
ko:K00265	paeu:BN889_05592
ko:K01735	paeu:BN889_05594
ko:K00891	paeu:BN889_05595
ko:K02666	paeu:BN889_05596
ko:K02665	paeu:BN889_05597
ko:K02662	paeu:BN889_05600
ko:K05366	paeu:BN889_05601
ko:K00029	paeu:BN889_05602
ko:K02909	paeu:BN889_05607
ko:K04066	paeu:BN889_05608
ko:K01887	paeu:BN889_05609
ko:K01419	paeu:BN889_05611
ko:K03667	paeu:BN889_05612
ko:K03821	paeu:BN889_05614
ko:K03821	paeu:BN889_05617
ko:K03183	paeu:BN889_05622
ko:K03690	paeu:BN889_05623
ko:K03688	paeu:BN889_05624
ko:K03688	paeu:BN889_05626
ko:K01496	paeu:BN889_05627
ko:K01523	paeu:BN889_05628
ko:K03116	paeu:BN889_05629
ko:K03657	paeu:BN889_06457
ko:K01534	paeu:BN889_06474
ko:K03101	paeu:BN889_06477
ko:K06916	paeu:BN889_07309
ko:K12055	paeu:BN889_07312
ko:K06899	paeu:BN889_07329
ko:K01154	paeu:BN889_07339
ko:K03427	paeu:BN889_07340
ko:K01338	paeu:BN889_07342
ko:K18289	paeu:BN889_00919
ko:K18304	paeu:BN889_01518
ko:K14219	paeu:BN889_00948
ko:K14219	paeu:BN889_00949
ko:K18295	paeu:BN889_05119
ko:K18294	paeu:BN889_05120
ko:K18298	paeu:BN889_04605
ko:K18300	paeu:BN889_04609
ko:K18099	paeu:BN889_03862
ko:K18305	paeu:BN889_04679
ko:K18306	paeu:BN889_04680
ko:K18307	paeu:BN889_04681
ko:K18308	paeu:BN889_04682
ko:K14224	paeu:BN889_03145
ko:K14224	paeu:BN889_03502
ko:K14224	paeu:BN889_03500
ko:K14221	paeu:BN889_03619
ko:K14221	paeu:BN889_01940
ko:K14218	paeu:BN889_03501
ko:K14218	paeu:BN889_03503
ko:K14218	paeu:BN889_00758
ko:K14218	paeu:BN889_06962
ko:K14220	paeu:BN889_05046
ko:K14220	paeu:BN889_06730
ko:K14219	paeu:BN889_05092
ko:K14234	paeu:BN889_06625
ko:K14232	paeu:BN889_05045
ko:K02487	paeu:BN889_07186
ko:K00820	paeu:BN889_00001
ko:K01879	paeu:BN889_00037
ko:K03500	paeu:BN889_00048
ko:K02338	paeu:BN889_00027
ko:K12538	paeu:BN889_01327
ko:K07092	paeu:BN889_05337
ko:K03596	paeu:BN889_00792
ko:K01895	paeu:BN889_00924
ko:K01895	paeu:BN889_00925
ko:K00673	paeu:BN889_00935
ko:K00673	paeu:BN889_00937
ko:K01872	paeu:BN889_00943
ko:K01872	paeu:BN889_00944
ko:K14205	paeu:BN889_00964
ko:K00974	paeu:BN889_00677
ko:K02528	paeu:BN889_00685
ko:K03771	paeu:BN889_00687
ko:K02055	paeu:BN889_00701
ko:K02055	paeu:BN889_00702
ko:K01657	paeu:BN889_00709
ko:K11928	paeu:BN889_00809
ko:K01114	paeu:BN889_00870
ko:K01754	paeu:BN889_00878
ko:K01679	paeu:BN889_00882
ko:K00832	paeu:BN889_00903
ko:K03721	paeu:BN889_00907
ko:K03721	paeu:BN889_00908
ko:K03721	paeu:BN889_00909
ko:K03321	paeu:BN889_00061
ko:K01133	paeu:BN889_00064
ko:K11893	paeu:BN889_00125
ko:K02014	paeu:BN889_00204
ko:K00448	paeu:BN889_00207
ko:K15554	paeu:BN889_00238
ko:K02014	paeu:BN889_00245
ko:K07387	paeu:BN889_00332
ko:K08484	paeu:BN889_00399
ko:K02428	paeu:BN889_00453
ko:K02487	paeu:BN889_00482
ko:K06596	paeu:BN889_00482
ko:K06598	paeu:BN889_00484
ko:K18138	paeu:BN889_00500
ko:K00252	paeu:BN889_00519
ko:K01638	paeu:BN889_00558
ko:K02650	paeu:BN889_07293
ko:K00652	paeu:BN889_00580
ko:K00249	paeu:BN889_00915
ko:K14219	paeu:BN889_00317
ko:K14225	paeu:BN889_02847
ko:K14225	paeu:BN889_03144
ko:K14225	paeu:BN889_03130
ko:K14220	paeu:BN889_06624
ko:K14220	paeu:BN889_06772
ko:K14225	paeu:BN889_06771
ko:K00675	paeu:BN889_05375
ko:K11960	paeu:BN889_05410
ko:K07267	paeu:BN889_07110
ko:K02510	paeu:BN889_04582
ko:K00381	paeu:BN889_04586
ko:K00404	paeu:BN889_04591
ko:K00164	paeu:BN889_07146
ko:K00658	paeu:BN889_07147
ko:K03808	paeu:BN889_07154
ko:K03672	paeu:BN889_07158
ko:K03657	paeu:BN889_07162
ko:K01626	paeu:BN889_07171
ko:K00666	paeu:BN889_04670
ko:K01011	paeu:BN889_05496
ko:K02622	paeu:BN889_05511
ko:K03406	paeu:BN889_07252
ko:K06078	paeu:BN889_07253
ko:K14228	paeu:BN889_04253
ko:K14228	paeu:BN889_05475
ko:K14228	paeu:BN889_05476
ko:K14222	paeu:BN889_02843
ko:K14225	paeu:BN889_04759
ko:K14233	paeu:BN889_02870
ko:K14233	paeu:BN889_03181
ko:K14232	paeu:BN889_03025
ko:K14232	paeu:BN889_03385
ko:K14237	paeu:BN889_03080
ko:K18292	paeu:BN889_00920
ko:K02948	paeu:BN889_04715
ko:K11085	paeu:BN889_05545
ko:K03559	paeu:BN889_06413
ko:K12055	paeu:BN889_06417
ko:K12055	paeu:BN889_06418
ko:K09816	paeu:BN889_07269
ko:K00004	paeu:BN889_07275
ko:K02652	paeu:BN889_07295
ko:K03046	paeu:BN889_04744
ko:K03043	paeu:BN889_04746
ko:K03043	paeu:BN889_04747
ko:K03043	paeu:BN889_04748
ko:K08224	paeu:BN889_05582
ko:K08224	paeu:BN889_05583
ko:K00266	paeu:BN889_05590
ko:K00265	paeu:BN889_05591
ko:K03821	paeu:BN889_05616
ko:K01338	paeu:BN889_07343
ko:K14237	paeu:BN889_03458
ko:K14237	paeu:BN889_06800
ko:K14237	paeu:BN889_03620
ko:K18291	paeu:BN889_00914
ko:K07165	paeu:BN889_01403
ko:K07165	paeu:BN889_02617
ko:K01273	paeu:BN889_02624
ko:K07165	paeu:BN889_02069
ko:K07165	paeu:BN889_03787
ko:K07165	paeu:BN889_04332
ko:K03406	paeu:BN889_04794
ko:K03670	paeu:BN889_05639
ko:K07126	paeu:BN889_05649
ko:K02002	paeu:BN889_05670
ko:K14393	paeu:BN889_06522
ko:K06207	paeu:BN889_05686
ko:K09798	paeu:BN889_05708
ko:K01153	paeu:BN889_06578
ko:K03070	paeu:BN889_04895
ko:K01921	paeu:BN889_04902
ko:K03588	paeu:BN889_04906
ko:K01610	paeu:BN889_05775
ko:K01297	paeu:BN889_05782
ko:K03427	paeu:BN889_06604
ko:K12368	paeu:BN889_06605
ko:K12368	paeu:BN889_06606
ko:K07483	paeu:BN889_06598
ko:K01791	paeu:BN889_03506
ko:K06192	paeu:BN889_05218
ko:K07165	paeu:BN889_05446
ko:K06192	paeu:BN889_07155
ko:K03306	paeu:BN889_05792
ko:K02011	paeu:BN889_05803
ko:K01915	paeu:BN889_06693
ko:K03592	paeu:BN889_05012
ko:K12368	paeu:BN889_05020
ko:K12371	paeu:BN889_05029
ko:K03695	paeu:BN889_05048
ko:K02498	paeu:BN889_05847
ko:K11903	paeu:BN889_05860
ko:K07391	paeu:BN889_05867
ko:K03579	paeu:BN889_04405
ko:K18301	paeu:BN889_04069
ko:K18303	paeu:BN889_04067
ko:K14219	paeu:BN889_01924
ko:K14235	paeu:BN889_04756
ko:K14234	paeu:BN889_04758
ko:K14234	paeu:BN889_07290
ko:K14234	paeu:BN889_05740
ko:K14236	paeu:BN889_04760
ko:K14227	paeu:BN889_00757
ko:K14229	paeu:BN889_01031
ko:K14229	paeu:BN889_05044
ko:K14223	paeu:BN889_05202
ko:K14230	paeu:BN889_06312
ko:K14230	paeu:BN889_05285
ko:K14230	paeu:BN889_00968
ko:K14230	paeu:BN889_00664
ko:K14238	paeu:BN889_05345
ko:K14231	paeu:BN889_05726
ko:K14225	paeu:BN889_06257
ko:K14233	paeu:BN889_00947
ko:K14233	paeu:BN889_01066
ko:K14226	paeu:BN889_01925
ko:K14226	paeu:BN889_01927
ko:K14228	paeu:BN889_01926
ko:K01980	paeu:BN889_00759
ko:K01977	paeu:BN889_00756
ko:K14219	paeu:BN889_03742
ko:K00138	paeu:BN889_02160
ko:K00138	paeu:BN889_07012
ko:K00138	paeu:BN889_06595
ko:K18296	paeu:BN889_05115
ko:K18296	paeu:BN889_05117
ko:K18296	paeu:BN889_05118
ko:K18299	paeu:BN889_04606
ko:K18299	paeu:BN889_04607
ko:K03580	paeu:BN889_03674
ko:K03274	paeu:BN889_03707
ko:K07001	paeu:BN889_03709
ko:K07090	paeu:BN889_03841
ko:K08369	paeu:BN889_03852
ko:K00027	paeu:BN889_03856
ko:K18101	paeu:BN889_03863
ko:K18101	paeu:BN889_03864
ko:K01874	paeu:BN889_03869
ko:K06940	paeu:BN889_04054
ko:K01766	paeu:BN889_04058
ko:K01595	paeu:BN889_04077
ko:K03579	paeu:BN889_04404
ko:K05515	paeu:BN889_04449
ko:K00783	paeu:BN889_04450
ko:K00760	paeu:BN889_05176
ko:K00600	paeu:BN889_06015
ko:K00036	paeu:BN889_06043
ko:K11903	paeu:BN889_06900
ko:K02011	paeu:BN889_05215
ko:K17103	paeu:BN889_05225
ko:K14261	paeu:BN889_05249
ko:K01894	paeu:BN889_05260
ko:K18118	paeu:BN889_06052
ko:K01626	paeu:BN889_06960
ko:K11903	paeu:BN889_06961
ko:K13063	paeu:BN889_06971
ko:K02519	paeu:BN889_05282
ko:K03798	paeu:BN889_05290
ko:K01465	paeu:BN889_06157
ko:K06998	paeu:BN889_06989
ko:K15727	paeu:BN889_07032
ko:K12253	paeu:BN889_05522
ko:K08721	paeu:BN889_05114
ko:K01465	paeu:BN889_03895
ko:K22589	paeu:BN889_02957
ko:K10814	paeu:BN889_02406
ko:K10816	paeu:BN889_02408
ko:K03551	paeu:BN889_01020
ko:K06182	paeu:BN889_01183
ko:K03215	paeu:BN889_00979
ko:K00951	paeu:BN889_00982
ko:K08196	paeu:BN889_01074
ko:K00128	paeu:BN889_01085
ko:K07116	paeu:BN889_01091
ko:K00563	paeu:BN889_01240
ko:K02225	paeu:BN889_01359
ko:K16090	paeu:BN889_01426
ko:K01754	paeu:BN889_01432
ko:K04750	paeu:BN889_01463
ko:K03327	paeu:BN889_01471
ko:K00059	paeu:BN889_01560
ko:K00382	paeu:BN889_01697
ko:K00647	paeu:BN889_01722
ko:K01782	paeu:BN889_01862
ko:K00100	paeu:BN889_01221
ko:K06077	paeu:BN889_01116
ko:K01995	paeu:BN889_01135
ko:K02396	paeu:BN889_01150
ko:K02397	paeu:BN889_01153
ko:K03543	paeu:BN889_01316
ko:K03307	paeu:BN889_01504
ko:K03307	paeu:BN889_01505
ko:K03529	paeu:BN889_01623
ko:K01972	paeu:BN889_01625
ko:K07667	paeu:BN889_01751
ko:K01425	paeu:BN889_01752
ko:K11896	paeu:BN889_01777
ko:K11906	paeu:BN889_01785
ko:K01682	paeu:BN889_01912
ko:K01338	paeu:BN889_01938
ko:K00208	paeu:BN889_01943
ko:K13896	paeu:BN889_01944
ko:K13894	paeu:BN889_01947
ko:K13894	paeu:BN889_01948
ko:K13893	paeu:BN889_01951
ko:K01434	paeu:BN889_02049
ko:K01907	paeu:BN889_02173
ko:K06151	paeu:BN889_02473
ko:K00101	paeu:BN889_02609
ko:K10531	paeu:BN889_02615
ko:K00836	paeu:BN889_02635
ko:K04057	paeu:BN889_01817
ko:K00406	paeu:BN889_01658
ko:K00406	paeu:BN889_01659
ko:K00404	paeu:BN889_01666
ko:K01247	paeu:BN889_01807
ko:K00797	paeu:BN889_01809
ko:K03314	paeu:BN889_01961
ko:K00381	paeu:BN889_01981
ko:K09781	paeu:BN889_02005
ko:K02018	paeu:BN889_02012
ko:K13766	paeu:BN889_02192
ko:K00012	paeu:BN889_02204
ko:K11073	paeu:BN889_02223
ko:K01915	paeu:BN889_02227
ko:K00703	paeu:BN889_02375
ko:K03710	paeu:BN889_02509
ko:K02049	paeu:BN889_02523
ko:K00600	paeu:BN889_02671
ko:K16165	paeu:BN889_02698
ko:K16165	paeu:BN889_02699
ko:K04084	paeu:BN889_02708
ko:K07278	paeu:BN889_02774
ko:K02040	paeu:BN889_02780
ko:K00626	paeu:BN889_02787
ko:K01895	paeu:BN889_02789
ko:K01990	paeu:BN889_03122
ko:K07787	paeu:BN889_03141
ko:K02230	paeu:BN889_03289
ko:K05936	paeu:BN889_03296
ko:K07114	paeu:BN889_03431
ko:K00114	paeu:BN889_02154
ko:K03088	paeu:BN889_02239
ko:K01673	paeu:BN889_02242
