ko:K07489	ypl:CH46_4177
ko:K03571	ypl:CH46_1462
ko:K06287	ypl:CH46_1463
ko:K08301	ypl:CH46_1464
ko:K03568	ypl:CH46_1467
ko:K11021	ypl:CH46_1468
ko:K11021	ypl:CH46_1469
ko:K15548	ypl:CH46_1480
ko:K03468	ypl:CH46_1481
ko:K00135	ypl:CH46_1482
ko:K03623	ypl:CH46_1485
ko:K09889	ypl:CH46_1486
ko:K03592	ypl:CH46_1487
ko:K15536	ypl:CH46_1489
ko:K06140	ypl:CH46_1490
ko:K05349	ypl:CH46_2301
ko:K07396	ypl:CH46_289
ko:K15549	ypl:CH46_299
ko:K15547	ypl:CH46_300
ko:K05349	ypl:CH46_302
ko:K02026	ypl:CH46_304
ko:K02025	ypl:CH46_305
ko:K02027	ypl:CH46_306
ko:K02529	ypl:CH46_307
ko:K10112	ypl:CH46_309
ko:K15125	ypl:CH46_317
ko:K15125	ypl:CH46_318
ko:K00219	ypl:CH46_327
ko:K07043	ypl:CH46_330
ko:K07862	ypl:CH46_332
ko:K07491	ypl:CH46_334
ko:K01685	ypl:CH46_336
ko:K00041	ypl:CH46_337
ko:K01812	ypl:CH46_338
ko:K08191	ypl:CH46_339
ko:K02057	ypl:CH46_1160
ko:K09897	ypl:CH46_1161
ko:K07391	ypl:CH46_1162
ko:K01652	ypl:CH46_1163
ko:K11258	ypl:CH46_1164
ko:K00826	ypl:CH46_1165
ko:K01687	ypl:CH46_1166
ko:K01754	ypl:CH46_1167
ko:K02521	ypl:CH46_1174
ko:K00053	ypl:CH46_1175
ko:K07347	ypl:CH46_1183
ko:K07346	ypl:CH46_1184
ko:K07345	ypl:CH46_1185
ko:K03769	ypl:CH46_1188
ko:K03656	ypl:CH46_1189
ko:K03732	ypl:CH46_1192
ko:K03671	ypl:CH46_1193
ko:K03628	ypl:CH46_1194
ko:K02851	ypl:CH46_1195
ko:K05790	ypl:CH46_1196
ko:K01791	ypl:CH46_1197
ko:K02472	ypl:CH46_1198
ko:K01710	ypl:CH46_1199
ko:K00973	ypl:CH46_1200
ko:K16704	ypl:CH46_1201
ko:K02805	ypl:CH46_1202
ko:K16693	ypl:CH46_1203
ko:K12582	ypl:CH46_1204
ko:K02853	ypl:CH46_1205
ko:K02852	ypl:CH46_1206
ko:K07491	ypl:CH46_1213
ko:K02498	ypl:CH46_1214
ko:K02496	ypl:CH46_1215
ko:K03768	ypl:CH46_2026
ko:K01883	ypl:CH46_2027
ko:K07491	ypl:CH46_2029
ko:K10763	ypl:CH46_2030
ko:K00537	ypl:CH46_2031
ko:K03548	ypl:CH46_2033
ko:K03564	ypl:CH46_2036
ko:K03567	ypl:CH46_2037
ko:K01714	ypl:CH46_2038
ko:K07287	ypl:CH46_2039
ko:K07491	ypl:CH46_2040
ko:K01923	ypl:CH46_2041
ko:K07054	ypl:CH46_2042
ko:K06957	ypl:CH46_2044
ko:K01439	ypl:CH46_2047
ko:K02012	ypl:CH46_2050
ko:K02011	ypl:CH46_2051
ko:K02010	ypl:CH46_2052
ko:K06871	ypl:CH46_2054
ko:K07038	ypl:CH46_2055
ko:K18324	ypl:CH46_2057
ko:K07685	ypl:CH46_2059
ko:K02572	ypl:CH46_2060
ko:K02570	ypl:CH46_2061
ko:K02567	ypl:CH46_2062
ko:K02568	ypl:CH46_2063
ko:K02569	ypl:CH46_2064
ko:K00029	ypl:CH46_2066
ko:K09768	ypl:CH46_2067
ko:K00228	ypl:CH46_2068
ko:K07223	ypl:CH46_2075
ko:K01639	ypl:CH46_2076
ko:K01788	ypl:CH46_2077
ko:K01497	ypl:CH46_2891
ko:K01681	ypl:CH46_2892
ko:K13634	ypl:CH46_2894
ko:K03168	ypl:CH46_2895
ko:K04774	ypl:CH46_2897
ko:K19221	ypl:CH46_2899
ko:K06178	ypl:CH46_2900
ko:K07053	ypl:CH46_2902
ko:K01657	ypl:CH46_2903
ko:K01658	ypl:CH46_2904
ko:K00766	ypl:CH46_2905
ko:K13498	ypl:CH46_2906
ko:K01696	ypl:CH46_2907
ko:K01695	ypl:CH46_2908
ko:K07275	ypl:CH46_2910
ko:K06190	ypl:CH46_2914
ko:K10806	ypl:CH46_2915
ko:K03832	ypl:CH46_2918
ko:K09780	ypl:CH46_2919
ko:K09981	ypl:CH46_2920
ko:K06131	ypl:CH46_2923
ko:K09901	ypl:CH46_2924
ko:K10823	ypl:CH46_2926
ko:K15583	ypl:CH46_2927
ko:K15582	ypl:CH46_2928
ko:K15581	ypl:CH46_2929
ko:K15580	ypl:CH46_2930
ko:K04072	ypl:CH46_2932
ko:K03746	ypl:CH46_2936
ko:K00012	ypl:CH46_2937
ko:K09858	ypl:CH46_2939
ko:K01433	ypl:CH46_2941
ko:K01142	ypl:CH46_2945
ko:K07478	ypl:CH46_3750
ko:K03634	ypl:CH46_3752
ko:K03466	ypl:CH46_3753
ko:K03719	ypl:CH46_3754
ko:K00384	ypl:CH46_3755
ko:K16013	ypl:CH46_3756
ko:K16012	ypl:CH46_3757
ko:K00684	ypl:CH46_3758
ko:K02518	ypl:CH46_3759
ko:K07491	ypl:CH46_3760
ko:K03694	ypl:CH46_3761
ko:K06891	ypl:CH46_3762
ko:K03704	ypl:CH46_3763
ko:K05685	ypl:CH46_3764
ko:K13888	ypl:CH46_3765
ko:K09824	ypl:CH46_3766
ko:K07459	ypl:CH46_3767
ko:K05601	ypl:CH46_3769
ko:K11933	ypl:CH46_3770
ko:K00156	ypl:CH46_3771
ko:K01620	ypl:CH46_3772
ko:K04093	ypl:CH46_3776
ko:K10000	ypl:CH46_3777
ko:K09997	ypl:CH46_3778
ko:K09999	ypl:CH46_3779
ko:K09998	ypl:CH46_3780
ko:K02013	ypl:CH46_3784
ko:K02015	ypl:CH46_3785
ko:K09996	ypl:CH46_3790
ko:K09996	ypl:CH46_3793
ko:K03212	ypl:CH46_3794
ko:K11074	ypl:CH46_3796
ko:K11075	ypl:CH46_3797
ko:K11076	ypl:CH46_3798
ko:K11073	ypl:CH46_3799
ko:K06887	ypl:CH46_2311
ko:K07724	ypl:CH46_2315
ko:K05367	ypl:CH46_2316
ko:K03475	ypl:CH46_2319
ko:K07095	ypl:CH46_2321
ko:K07071	ypl:CH46_2323
ko:K10017	ypl:CH46_2324
ko:K10015	ypl:CH46_2325
ko:K10016	ypl:CH46_2326
ko:K10014	ypl:CH46_2327
ko:K03186	ypl:CH46_2328
ko:K00764	ypl:CH46_2329
ko:K03558	ypl:CH46_2330
ko:K03749	ypl:CH46_2331
ko:K11754	ypl:CH46_2332
ko:K01963	ypl:CH46_2333
ko:K03975	ypl:CH46_2334
ko:K06173	ypl:CH46_2335
ko:K07491	ypl:CH46_2337
ko:K03473	ypl:CH46_2338
ko:K01779	ypl:CH46_2343
ko:K00647	ypl:CH46_2344
ko:K15461	ypl:CH46_2345
ko:K09906	ypl:CH46_2347
ko:K07090	ypl:CH46_2348
ko:K07261	ypl:CH46_2349
ko:K01736	ypl:CH46_2350
ko:K07320	ypl:CH46_2351
ko:K11937	ypl:CH46_3161
ko:K11936	ypl:CH46_3162
ko:K11931	ypl:CH46_3163
ko:K11935	ypl:CH46_3164
ko:K16868	ypl:CH46_3166
ko:K02003	ypl:CH46_3169
ko:K02004	ypl:CH46_3170
ko:K02004	ypl:CH46_3171
ko:K07230	ypl:CH46_3173
ko:K07243	ypl:CH46_3174
ko:K01425	ypl:CH46_3176
ko:K11738	ypl:CH46_3178
ko:K00350	ypl:CH46_3180
ko:K18292	ypl:CH46_3187
ko:K18290	ypl:CH46_3188
ko:K18288	ypl:CH46_3189
ko:K07688	ypl:CH46_3191
ko:K07345	ypl:CH46_3194
ko:K07347	ypl:CH46_3196
ko:K04781	ypl:CH46_3201
ko:K05373	ypl:CH46_3202
ko:K06147	ypl:CH46_3203
ko:K06147	ypl:CH46_3204
ko:K05372	ypl:CH46_3205
ko:K04784	ypl:CH46_3206
ko:K04786	ypl:CH46_3207
ko:K04785	ypl:CH46_3208
ko:K05374	ypl:CH46_3209
ko:K04783	ypl:CH46_3210
ko:K15721	ypl:CH46_3211
ko:K07733	ypl:CH46_3214
ko:K03560	ypl:CH46_4014
ko:K03562	ypl:CH46_4015
ko:K07107	ypl:CH46_4016
ko:K00426	ypl:CH46_4019
ko:K00425	ypl:CH46_4020
ko:K01902	ypl:CH46_4021
ko:K01903	ypl:CH46_4022
ko:K00658	ypl:CH46_4023
ko:K00164	ypl:CH46_4024
ko:K00240	ypl:CH46_4025
ko:K00239	ypl:CH46_4026
ko:K00242	ypl:CH46_4027
ko:K00241	ypl:CH46_4028
ko:K01647	ypl:CH46_4029
ko:K03687	ypl:CH46_4030
ko:K00858	ypl:CH46_4031
ko:K03631	ypl:CH46_4032
ko:K06186	ypl:CH46_4033
ko:K09801	ypl:CH46_4034
ko:K03664	ypl:CH46_4036
ko:K07491	ypl:CH46_4037
ko:K07733	ypl:CH46_4042
ko:K03457	ypl:CH46_4054
ko:K02342	ypl:CH46_4056
ko:K03469	ypl:CH46_4057
ko:K01069	ypl:CH46_4059
ko:K08307	ypl:CH46_4060
ko:K06222	ypl:CH46_4063
ko:K05794	ypl:CH46_614
ko:K05793	ypl:CH46_615
ko:K05792	ypl:CH46_616
ko:K05791	ypl:CH46_617
ko:K00297	ypl:CH46_624
ko:K07227	ypl:CH46_626
ko:K16087	ypl:CH46_629
ko:K07225	ypl:CH46_630
ko:K02016	ypl:CH46_631
ko:K02015	ypl:CH46_632
ko:K02013	ypl:CH46_633
ko:K01760	ypl:CH46_634
ko:K07112	ypl:CH46_638
ko:K03229	ypl:CH46_639
ko:K03228	ypl:CH46_640
ko:K03227	ypl:CH46_641
ko:K03226	ypl:CH46_642
ko:K03225	ypl:CH46_643
ko:K03224	ypl:CH46_646
ko:K03230	ypl:CH46_647
ko:K03222	ypl:CH46_650
ko:K03221	ypl:CH46_653
ko:K18984	ypl:CH46_655
ko:K03220	ypl:CH46_656
ko:K03219	ypl:CH46_657
ko:K14978	ypl:CH46_658
ko:K14979	ypl:CH46_659
ko:K11102	ypl:CH46_660
ko:K01895	ypl:CH46_661
ko:K14393	ypl:CH46_663
ko:K01226	ypl:CH46_1491
ko:K02818	ypl:CH46_1492
ko:K02819	ypl:CH46_1492
ko:K03485	ypl:CH46_1493
ko:K09022	ypl:CH46_1501
ko:K00610	ypl:CH46_1502
ko:K00609	ypl:CH46_1503
ko:K08485	ypl:CH46_1504
ko:K06958	ypl:CH46_1505
ko:K02806	ypl:CH46_1506
ko:K05808	ypl:CH46_1507
ko:K03092	ypl:CH46_1508
ko:K06861	ypl:CH46_1509
ko:K09774	ypl:CH46_1510
ko:K11719	ypl:CH46_1511
ko:K03270	ypl:CH46_1512
ko:K06041	ypl:CH46_1513
ko:K07301	ypl:CH46_1514
ko:K02065	ypl:CH46_1515
ko:K02066	ypl:CH46_1516
ko:K02067	ypl:CH46_1517
ko:K07323	ypl:CH46_1518
ko:K07122	ypl:CH46_1519
ko:K00790	ypl:CH46_1521
ko:K04691	ypl:CH46_1522
ko:K07491	ypl:CH46_1523
ko:K04772	ypl:CH46_1524
ko:K04771	ypl:CH46_1708
ko:K04055	ypl:CH46_4370
ko:K01139	ypl:CH46_876
ko:K19270	ypl:CH46_2554
ko:K19265	ypl:CH46_2127
ko:K00839	ypl:CH46_1853
ko:K07497	ypl:CH46_3246
ko:K07489	ypl:CH46_4181
ko:K03722	ypl:CH46_3039
ko:K07497	ypl:CH46_798
ko:K07497	ypl:CH46_4371
ko:K07497	ypl:CH46_4373
ko:K07497	ypl:CH46_4375
ko:K07497	ypl:CH46_4386
ko:K07497	ypl:CH46_958
ko:K07497	ypl:CH46_4399
ko:K07497	ypl:CH46_4400
ko:K07497	ypl:CH46_4407
ko:K07497	ypl:CH46_4416
ko:K07497	ypl:CH46_161
ko:K07497	ypl:CH46_1006
ko:K07497	ypl:CH46_1124
ko:K07497	ypl:CH46_525
ko:K07497	ypl:CH46_1383
ko:K07497	ypl:CH46_3230
ko:K07497	ypl:CH46_1599
ko:K07497	ypl:CH46_4148
ko:K07497	ypl:CH46_2471
ko:K01138	ypl:CH46_88
ko:K03722	ypl:CH46_3926
ko:K19267	ypl:CH46_3480
ko:K19337	ypl:CH46_3046
ko:K19304	ypl:CH46_3049
ko:K19334	ypl:CH46_1643
ko:K12341	ypl:CH46_4391
ko:K02464	ypl:CH46_110
ko:K02485	ypl:CH46_2938
ko:K01175	ypl:CH46_2473
ko:K19092	ypl:CH46_4410
ko:K19270	ypl:CH46_2661
ko:K19302	ypl:CH46_3805
ko:K19333	ypl:CH46_3409
ko:K00525	ypl:CH46_2461
ko:K02031	ypl:CH46_1638
ko:K02031	ypl:CH46_2447
ko:K06867	ypl:CH46_1757
ko:K06867	ypl:CH46_2398
ko:K06867	ypl:CH46_4143
ko:K19303	ypl:CH46_2722
ko:K01096	ypl:CH46_2890
ko:K01007	ypl:CH46_2696
ko:K19577	ypl:CH46_119
ko:K06415	ypl:CH46_2966
ko:K07486	ypl:CH46_4323
ko:K14237	ypl:CH46_2712
ko:K14237	ypl:CH46_2711
ko:K14237	ypl:CH46_2121
ko:K14237	ypl:CH46_2122
ko:K14232	ypl:CH46_3868
ko:K14228	ypl:CH46_489
ko:K14228	ypl:CH46_1211
ko:K14230	ypl:CH46_276
ko:K14233	ypl:CH46_3075
ko:K14233	ypl:CH46_3085
ko:K14233	ypl:CH46_3679
ko:K14233	ypl:CH46_3906
ko:K14219	ypl:CH46_1793
ko:K14219	ypl:CH46_1794
ko:K14219	ypl:CH46_1795
ko:K14218	ypl:CH46_2117
ko:K14218	ypl:CH46_2118
ko:K14227	ypl:CH46_1308
ko:K14227	ypl:CH46_1351
ko:K14227	ypl:CH46_1828
ko:K14228	ypl:CH46_1590
ko:K14228	ypl:CH46_1652
ko:K14228	ypl:CH46_2490
ko:K14233	ypl:CH46_1792
ko:K07489	ypl:CH46_4165
ko:K14238	ypl:CH46_1020
ko:K14228	ypl:CH46_3253
ko:K14230	ypl:CH46_2489
ko:K14230	ypl:CH46_2492
ko:K14219	ypl:CH46_2279
ko:K14219	ypl:CH46_1208
ko:K14219	ypl:CH46_2369
ko:K14218	ypl:CH46_1309
ko:K14218	ypl:CH46_1352
ko:K14218	ypl:CH46_1829
ko:K02796	ypl:CH46_3367
ko:K08566	ypl:CH46_4426
ko:K00525	ypl:CH46_3918
ko:K14226	ypl:CH46_1209
ko:K01985	ypl:CH46_1357
ko:K01985	ypl:CH46_1312
ko:K01985	ypl:CH46_1153
ko:K01985	ypl:CH46_1832
ko:K01985	ypl:CH46_1355
ko:K01985	ypl:CH46_903
ko:K01985	ypl:CH46_4065
ko:K14225	ypl:CH46_31
ko:K01977	ypl:CH46_1350
ko:K01977	ypl:CH46_1307
ko:K01977	ypl:CH46_1827
ko:K01977	ypl:CH46_1150
ko:K01977	ypl:CH46_906
ko:K01977	ypl:CH46_4068
ko:K01980	ypl:CH46_1152
ko:K01980	ypl:CH46_1830
ko:K01980	ypl:CH46_1311
ko:K01980	ypl:CH46_904
ko:K01980	ypl:CH46_1353
ko:K01980	ypl:CH46_4066
ko:K05875	ypl:CH46_989
ko:K19775	ypl:CH46_340
ko:K19745	ypl:CH46_1458
ko:K19778	ypl:CH46_2435
ko:K13060	ypl:CH46_2652
ko:K11009	ypl:CH46_4321
ko:K00799	ypl:CH46_3815
ko:K07147	ypl:CH46_1457
ko:K15777	ypl:CH46_259
ko:K07662	ypl:CH46_841
ko:K19802	ypl:CH46_2765
ko:K19803	ypl:CH46_3851
ko:K05874	ypl:CH46_3451
ko:K01138	ypl:CH46_2053
ko:K19804	ypl:CH46_2888
ko:K19810	ypl:CH46_562
ko:K15540	ypl:CH46_2161
ko:K00681	ypl:CH46_1906
ko:K07263	ypl:CH46_1066
ko:K05874	ypl:CH46_115
ko:K07274	ypl:CH46_2958
ko:K21636	ypl:CH46_1636
ko:K14224	ypl:CH46_1151
ko:K14224	ypl:CH46_905
ko:K14224	ypl:CH46_4067
ko:K14229	ypl:CH46_2123
ko:K14229	ypl:CH46_4009
ko:K14229	ypl:CH46_3263
ko:K14222	ypl:CH46_3254
ko:K14223	ypl:CH46_2491
ko:K14223	ypl:CH46_2493
ko:K07686	ypl:CH46_1042
ko:K20268	ypl:CH46_2584
ko:K14221	ypl:CH46_1154
ko:K14221	ypl:CH46_4064
ko:K20264	ypl:CH46_3549
ko:K14221	ypl:CH46_4055
ko:K14234	ypl:CH46_1319
ko:K14234	ypl:CH46_3905
ko:K14225	ypl:CH46_1321
ko:K00526	ypl:CH46_2462
ko:K19591	ypl:CH46_2015
ko:K22443	ypl:CH46_2619
ko:K22132	ypl:CH46_4119
ko:K14236	ypl:CH46_1320
ko:K14236	ypl:CH46_2943
ko:K14229	ypl:CH46_4008
ko:K02438	ypl:CH46_1117
ko:K20885	ypl:CH46_2636
ko:K14230	ypl:CH46_1591
ko:K14230	ypl:CH46_4121
ko:K14230	ypl:CH46_4122
ko:K14234	ypl:CH46_1322
ko:K14234	ypl:CH46_1356
ko:K20862	ypl:CH46_1224
ko:K14232	ypl:CH46_1050
ko:K14232	ypl:CH46_1212
ko:K14220	ypl:CH46_3199
ko:K14220	ypl:CH46_3391
ko:K14220	ypl:CH46_3550
ko:K21021	ypl:CH46_466
ko:K22025	ypl:CH46_2876
ko:K21086	ypl:CH46_1069
ko:K21087	ypl:CH46_1886
ko:K08968	ypl:CH46_3421
ko:K00821	ypl:CH46_743
ko:K20968	ypl:CH46_4358
ko:K00526	ypl:CH46_3919
ko:K02335	ypl:CH46_896
ko:K09882	ypl:CH46_4234
ko:K03676	ypl:CH46_848
ko:K01520	ypl:CH46_867
ko:K06919	ypl:CH46_38
ko:K03553	ypl:CH46_1788
ko:K00560	ypl:CH46_132
ko:K03546	ypl:CH46_1896
ko:K10954	ypl:CH46_2825
ko:K10954	ypl:CH46_2833
ko:K02316	ypl:CH46_274
ko:K00857	ypl:CH46_2935
ko:K00287	ypl:CH46_427
ko:K14744	ypl:CH46_3012
ko:K01185	ypl:CH46_3013
ko:K06223	ypl:CH46_3022
ko:K14059	ypl:CH46_3027
ko:K06217	ypl:CH46_3158
ko:K02314	ypl:CH46_595
ko:K17733	ypl:CH46_1471
ko:K06866	ypl:CH46_2401
ko:K06903	ypl:CH46_3240
ko:K06907	ypl:CH46_3244
ko:K06223	ypl:CH46_762
ko:K04068	ypl:CH46_1635
ko:K06191	ypl:CH46_2459
ko:K06217	ypl:CH46_2496
ko:K00050	ypl:CH46_2578
ko:K00108	ypl:CH46_3967
ko:K13695	ypl:CH46_2690
ko:K21470	ypl:CH46_3720
ko:K01420	ypl:CH46_2804
ko:K21698	ypl:CH46_1478
ko:K21695	ypl:CH46_1479
ko:K21936	ypl:CH46_625
ko:K21948	ypl:CH46_3895
ko:K13638	ypl:CH46_681
ko:K22015	ypl:CH46_571
ko:K22051	ypl:CH46_553
ko:K22130	ypl:CH46_3894
ko:K03595	ypl:CH46_2385
ko:K22105	ypl:CH46_1145
ko:K22131	ypl:CH46_3892
ko:K22110	ypl:CH46_1061
ko:K22110	ypl:CH46_3405
ko:K03079	ypl:CH46_1762
ko:K22444	ypl:CH46_2620
ko:K03077	ypl:CH46_1769
ko:K22278	ypl:CH46_3553
ko:K03077	ypl:CH46_2883
ko:K02257	ypl:CH46_1932
ko:K11391	ypl:CH46_328
ko:K00590	ypl:CH46_524
ko:K07319	ypl:CH46_4309
ko:K00424	ypl:CH46_4018
ko:K22601	ypl:CH46_1846
