ko:K02495	elu:UM146_19570
ko:K01222	elu:UM146_08480
ko:K03478	elu:UM146_08485
ko:K07772	elu:UM146_12635
ko:K06281	elu:UM146_12715
ko:K06282	elu:UM146_12720
ko:K11179	elu:UM146_12730
ko:K09909	elu:UM146_12755
ko:K07343	elu:UM146_12780
ko:K03286	elu:UM146_12790
ko:K07019	elu:UM146_16840
ko:K09898	elu:UM146_16845
ko:K10914	elu:UM146_16860
ko:K07048	elu:UM146_16950
ko:K00247	elu:UM146_21005
ko:K00245	elu:UM146_21015
ko:K00244	elu:UM146_21020
ko:K06889	elu:UM146_21190
ko:K03476	elu:UM146_21200
ko:K03475	elu:UM146_21205
ko:K02822	elu:UM146_21210
ko:K15773	elu:UM146_09425
ko:K02485	elu:UM146_10895
ko:K01834	elu:UM146_13880
ko:K00219	elu:UM146_00900
ko:K09251	elu:UM146_00940
ko:K03649	elu:UM146_00960
ko:K01409	elu:UM146_00980
ko:K00974	elu:UM146_01020
ko:K09806	elu:UM146_01060
ko:K02858	elu:UM146_01065
ko:K07114	elu:UM146_05450
ko:K00784	elu:UM146_05455
ko:K02348	elu:UM146_05460
ko:K02552	elu:UM146_05470
ko:K08680	elu:UM146_05480
ko:K02549	elu:UM146_05490
ko:K04063	elu:UM146_09620
ko:K00027	elu:UM146_09635
ko:K13953	elu:UM146_09640
ko:K08350	elu:UM146_09655
ko:K02014	elu:UM146_09775
ko:K03560	elu:UM146_13935
ko:K00241	elu:UM146_14015
ko:K07120	elu:UM146_14030
ko:K05522	elu:UM146_14035
ko:K03756	elu:UM146_14110
ko:K01835	elu:UM146_14115
ko:K03711	elu:UM146_14140
ko:K02798	elu:UM146_18140
ko:K02799	elu:UM146_18140
ko:K02800	elu:UM146_18140
ko:K00101	elu:UM146_18190
ko:K00639	elu:UM146_18250
ko:K02843	elu:UM146_18260
ko:K10563	elu:UM146_18330
ko:K03451	elu:UM146_22350
ko:K03316	elu:UM146_22535
ko:K01838	elu:UM146_10190
ko:K11008	elu:UM146_21825
ko:K01515	elu:UM146_01135
ko:K06282	elu:UM146_01370
ko:K02014	elu:UM146_01160
ko:K06281	elu:UM146_01385
ko:K06887	elu:UM146_01200
ko:K01760	elu:UM146_01330
ko:K01659	elu:UM146_15620
ko:K01270	elu:UM146_16030
ko:K00626	elu:UM146_05680
ko:K14062	elu:UM146_10035
ko:K14061	elu:UM146_10040
ko:K00567	elu:UM146_10100
ko:K06889	elu:UM146_10135
ko:K02564	elu:UM146_14215
ko:K02566	elu:UM146_14230
ko:K07258	elu:UM146_14355
ko:K07784	elu:UM146_18540
ko:K00389	elu:UM146_18585
ko:K03307	elu:UM146_18600
ko:K00564	elu:UM146_22605
ko:K01619	elu:UM146_22665
ko:K00758	elu:UM146_22670
ko:K03784	elu:UM146_22680
ko:K07186	elu:UM146_22695
ko:K00616	elu:UM146_22815
ko:K07034	elu:UM146_22825
ko:K01185	elu:UM146_11460
ko:K02824	elu:UM146_04240
ko:K03548	elu:UM146_04260
ko:K07054	elu:UM146_04290
ko:K01439	elu:UM146_04310
ko:K00616	elu:UM146_04355
ko:K07283	elu:UM146_08535
ko:K08997	elu:UM146_08620
ko:K06078	elu:UM146_08770
ko:K09476	elu:UM146_12900
ko:K11085	elu:UM146_12980
ko:K02238	elu:UM146_12985
ko:K06212	elu:UM146_13030
ko:K07308	elu:UM146_13055
ko:K07307	elu:UM146_13060
ko:K01974	elu:UM146_17155
ko:K02441	elu:UM146_17175
ko:K00700	elu:UM146_17265
ko:K02821	elu:UM146_21215
ko:K01119	elu:UM146_21350
ko:K01082	elu:UM146_21355
ko:K07304	elu:UM146_21375
ko:K01507	elu:UM146_21395
ko:K02056	elu:UM146_21405
ko:K01226	elu:UM146_21460
ko:K11209	elu:UM146_01410
ko:K00652	elu:UM146_01465
ko:K00666	elu:UM146_01485
ko:K02454	elu:UM146_01555
ko:K02574	elu:UM146_05785
ko:K02569	elu:UM146_05795
ko:K02193	elu:UM146_05800
ko:K02200	elu:UM146_05835
ko:K06183	elu:UM146_05875
ko:K00882	elu:UM146_05955
ko:K04844	elu:UM146_10195
ko:K02025	elu:UM146_10220
ko:K08992	elu:UM146_10375
ko:K04774	elu:UM146_10425
ko:K03326	elu:UM146_14405
ko:K05966	elu:UM146_14445
ko:K03386	elu:UM146_14475
ko:K07214	elu:UM146_18785
ko:K02755	elu:UM146_18800
ko:K02756	elu:UM146_18800
ko:K02757	elu:UM146_18800
ko:K03488	elu:UM146_18805
ko:K07491	elu:UM146_22945
ko:K08299	elu:UM146_22960
ko:K03855	elu:UM146_23000
ko:K01525	elu:UM146_23040
ko:K06177	elu:UM146_23075
ko:K00853	elu:UM146_23100
ko:K01185	elu:UM146_10650
ko:K07232	elu:UM146_10965
ko:K03289	elu:UM146_01690
ko:K01424	elu:UM146_01730
ko:K02428	elu:UM146_01745
ko:K01585	elu:UM146_01820
ko:K01480	elu:UM146_01830
ko:K02798	elu:UM146_01850
ko:K02799	elu:UM146_01855
ko:K02800	elu:UM146_01855
ko:K02173	elu:UM146_01880
ko:K06934	elu:UM146_01905
ko:K03442	elu:UM146_01925
ko:K10540	elu:UM146_06040
ko:K10541	elu:UM146_06050
ko:K03748	elu:UM146_06070
ko:K01489	elu:UM146_06075
ko:K03593	elu:UM146_06225
ko:K07665	elu:UM146_14660
ko:K03768	elu:UM146_14730
ko:K02381	elu:UM146_14770
ko:K01466	elu:UM146_14800
ko:K02004	elu:UM146_14845
ko:K02116	elu:UM146_18885
ko:K03718	elu:UM146_18905
ko:K10440	elu:UM146_18940
ko:K00852	elu:UM146_18950
ko:K03769	elu:UM146_19020
ko:K02851	elu:UM146_19060
ko:K00058	elu:UM146_01965
ko:K01934	elu:UM146_01970
ko:K01262	elu:UM146_01985
ko:K04763	elu:UM146_02050
ko:K01823	elu:UM146_02075
ko:K12943	elu:UM146_02195
ko:K00626	elu:UM146_02205
ko:K02100	elu:UM146_02220
ko:K02775	elu:UM146_06330
ko:K00094	elu:UM146_06335
ko:K02436	elu:UM146_06340
ko:K01104	elu:UM146_06485
ko:K03606	elu:UM146_06560
ko:K15582	elu:UM146_10845
ko:K00374	elu:UM146_10920
ko:K06039	elu:UM146_10960
ko:K11751	elu:UM146_14960
ko:K03455	elu:UM146_14970
ko:K00939	elu:UM146_14990
ko:K04067	elu:UM146_15025
ko:K02852	elu:UM146_19115
ko:K01719	elu:UM146_19145
ko:K00970	elu:UM146_23520
ko:K01243	elu:UM146_23610
ko:K15583	elu:UM146_10840
ko:K00073	elu:UM146_14775
ko:K12944	elu:UM146_05545
ko:K00058	elu:UM146_02375
ko:K12997	elu:UM146_06625
ko:K00033	elu:UM146_06650
ko:K07258	elu:UM146_06740
ko:K02014	elu:UM146_11105
ko:K01297	elu:UM146_11125
ko:K11105	elu:UM146_11130
ko:K07657	elu:UM146_15365
ko:K03498	elu:UM146_19500
ko:K00230	elu:UM146_19505
ko:K00674	elu:UM146_23635
ko:K10439	elu:UM146_00100
ko:K10440	elu:UM146_00110
ko:K01639	elu:UM146_00280
ko:K01788	elu:UM146_00290
ko:K08483	elu:UM146_04540
ko:K02784	elu:UM146_04545
ko:K01885	elu:UM146_04610
ko:K00845	elu:UM146_04660
ko:K01759	elu:UM146_08895
ko:K00799	elu:UM146_08975
ko:K03613	elu:UM146_08995
ko:K03612	elu:UM146_09000
ko:K03614	elu:UM146_09005
ko:K03615	elu:UM146_09010
ko:K03616	elu:UM146_09015
ko:K03617	elu:UM146_09020
ko:K01488	elu:UM146_09040
ko:K16013	elu:UM146_13100
ko:K16012	elu:UM146_13105
ko:K10000	elu:UM146_13330
ko:K09998	elu:UM146_13345
ko:K00851	elu:UM146_17285
ko:K03825	elu:UM146_17305
ko:K05816	elu:UM146_17340
ko:K05815	elu:UM146_17345
ko:K05814	elu:UM146_17350
ko:K00058	elu:UM146_17420
ko:K04085	elu:UM146_17475
ko:K09022	elu:UM146_21480
ko:K01478	elu:UM146_21520
ko:K00046	elu:UM146_21590
ko:K00851	elu:UM146_21600
ko:K01160	elu:UM146_11485
ko:K08172	elu:UM146_07230
ko:K08225	elu:UM146_14550
ko:K03972	elu:UM146_10235
ko:K16346	elu:UM146_02110
ko:K00884	elu:UM146_11725
ko:K02035	elu:UM146_01240
ko:K02035	elu:UM146_20610
ko:K02031	elu:UM146_20595
ko:K04765	elu:UM146_02665
ko:K00380	elu:UM146_02770
ko:K07048	elu:UM146_06950
ko:K01426	elu:UM146_07150
ko:K11604	elu:UM146_11305
ko:K11607	elu:UM146_11310
ko:K01077	elu:UM146_15450
ko:K00121	elu:UM146_15565
ko:K02056	elu:UM146_15670
ko:K00127	elu:UM146_19690
ko:K00124	elu:UM146_19695
ko:K01629	elu:UM146_19735
ko:K01813	elu:UM146_19740
ko:K02855	elu:UM146_19755
ko:K07640	elu:UM146_19790
ko:K13283	elu:UM146_19805
ko:K02446	elu:UM146_19855
ko:K11139	elu:UM146_11175
ko:K10551	elu:UM146_20670
ko:K03087	elu:UM146_02850
ko:K03299	elu:UM146_02865
ko:K04655	elu:UM146_02930
ko:K04652	elu:UM146_02945
ko:K02466	elu:UM146_03060
ko:K00068	elu:UM146_03065
ko:K06147	elu:UM146_07300
ko:K06147	elu:UM146_07305
ko:K09476	elu:UM146_07370
ko:K07729	elu:UM146_11540
ko:K07660	elu:UM146_11665
ko:K01258	elu:UM146_11680
ko:K08194	elu:UM146_18645
ko:K06887	elu:UM146_17310
ko:K03535	elu:UM146_02625
ko:K01069	elu:UM146_16265
ko:K01980	elu:UM146_r24019
ko:K01980	elu:UM146_r24029
ko:K01980	elu:UM146_r24023
ko:K01980	elu:UM146_r24025
ko:K01980	elu:UM146_r24027
ko:K01980	elu:UM146_r24021
ko:K07346	elu:UM146_12350
ko:K01048	elu:UM146_19260
ko:K00537	elu:UM146_17640
ko:K06858	elu:UM146_23605
ko:K08351	elu:UM146_17925
ko:K07749	elu:UM146_04730
ko:K11005	elu:UM146_21845
ko:K16324	elu:UM146_05975
ko:K16322	elu:UM146_01420
ko:K02052	elu:UM146_09820
ko:K02055	elu:UM146_09825
ko:K06221	elu:UM146_15830
ko:K01840	elu:UM146_06555
ko:K08348	elu:UM146_09665
ko:K01739	elu:UM146_19935
ko:K01271	elu:UM146_19490
ko:K07346	elu:UM146_22270
ko:K01139	elu:UM146_18405
ko:K06221	elu:UM146_01310
ko:K07684	elu:UM146_10950
ko:K07782	elu:UM146_07600
ko:K13053	elu:UM146_12785
ko:K03668	elu:UM146_10015
ko:K05874	elu:UM146_22510
ko:K10831	elu:UM146_15530
ko:K03079	elu:UM146_21225
ko:K08154	elu:UM146_18570
ko:K13479	elu:UM146_02185
ko:K15540	elu:UM146_23505
ko:K08279	elu:UM146_22955
ko:K07250	elu:UM146_03280
ko:K02769	elu:UM146_18460
ko:K11748	elu:UM146_16830
ko:K11747	elu:UM146_16825
ko:K11645	elu:UM146_06305
ko:K14219	elu:UM146_t23883
ko:K13244	elu:UM146_15725
ko:K09020	elu:UM146_12555
ko:K02533	elu:UM146_22780
ko:K03077	elu:UM146_21230
ko:K07812	elu:UM146_07795
ko:K04784	elu:UM146_07285
ko:K16370	elu:UM146_08530
ko:K02099	elu:UM146_23105
ko:K01630	elu:UM146_00720
ko:K16322	elu:UM146_17600
ko:K16371	elu:UM146_06315
ko:K08970	elu:UM146_06260
ko:K04753	elu:UM146_01255
ko:K16329	elu:UM146_05970
ko:K13381	elu:UM146_16600
ko:K05799	elu:UM146_23370
ko:K04015	elu:UM146_20560
ko:K16326	elu:UM146_05980
ko:K16328	elu:UM146_05965
ko:K04014	elu:UM146_20555
ko:K01160	elu:UM146_10690
ko:K03566	elu:UM146_02525
ko:K02062	elu:UM146_23125
ko:K10823	elu:UM146_10835
ko:K02464	elu:UM146_16585
ko:K04027	elu:UM146_04390
ko:K07714	elu:UM146_05700
ko:K00087	elu:UM146_02190
ko:K00879	elu:UM146_02550
ko:K01035	elu:UM146_05690
ko:K16263	elu:UM146_20945
ko:K16291	elu:UM146_07050
ko:K03445	elu:UM146_18520
ko:K16264	elu:UM146_13895
ko:K16328	elu:UM146_05990
ko:K10544	elu:UM146_18010
ko:K11391	elu:UM146_00895
ko:K01487	elu:UM146_02105
ko:K12518	elu:UM146_21675
ko:K12517	elu:UM146_21685
ko:K00537	elu:UM146_04250
ko:K07448	elu:UM146_22490
ko:K03772	elu:UM146_16805
ko:K03574	elu:UM146_23285
ko:K02058	elu:UM146_21400
ko:K09810	elu:UM146_11735
ko:K02768	elu:UM146_22315
ko:K08483	elu:UM146_22315
ko:K11183	elu:UM146_22315
ko:K07459	elu:UM146_13265
ko:K07214	elu:UM146_14585
ko:K01708	elu:UM146_00710
ko:K00932	elu:UM146_00755
ko:K14219	elu:UM146_t23885
ko:K14219	elu:UM146_t23895
ko:K14219	elu:UM146_t23919
ko:K16703	elu:UM146_06575
ko:K16704	elu:UM146_19090
ko:K12522	elu:UM146_21645
ko:K12521	elu:UM146_21650
ko:K12520	elu:UM146_21655
ko:K12523	elu:UM146_21660
ko:K12519	elu:UM146_21670
ko:K11894	elu:UM146_16190
ko:K03776	elu:UM146_00945
ko:K08234	elu:UM146_23740
ko:K00090	elu:UM146_17935
ko:K16692	elu:UM146_06490
ko:K16711	elu:UM146_06580
ko:K07662	elu:UM146_19795
ko:K16710	elu:UM146_06570
ko:K00065	elu:UM146_02215
ko:K02768	elu:UM146_18465
ko:K03605	elu:UM146_12705
ko:K14742	elu:UM146_08135
ko:K02778	elu:UM146_11820
ko:K02779	elu:UM146_11820
ko:K16695	elu:UM146_06565
ko:K01190	elu:UM146_15585
ko:K00042	elu:UM146_14810
ko:K02484	elu:UM146_07360
ko:K05812	elu:UM146_03800
ko:K07274	elu:UM146_08235
ko:K19230	elu:UM146_10290
ko:K01980	elu:UM146_r24031
ko:K07273	elu:UM146_06280
ko:K00042	elu:UM146_00725
ko:K00632	elu:UM146_05105
ko:K01002	elu:UM146_22550
ko:K01096	elu:UM146_10380
ko:K00821	elu:UM146_16875
ko:K01664	elu:UM146_16880
ko:K04772	elu:UM146_00240
ko:K02081	elu:UM146_00705
ko:K09017	elu:UM146_12545
ko:K03719	elu:UM146_13090
ko:K03973	elu:UM146_10245
ko:K05540	elu:UM146_00065
ko:K14761	elu:UM146_14715
ko:K04771	elu:UM146_23620
ko:K02849	elu:UM146_18315
ko:K15460	elu:UM146_03840
ko:K00557	elu:UM146_20100
ko:K04028	elu:UM146_04395
ko:K07091	elu:UM146_01455
ko:K16787	elu:UM146_01885
ko:K16786	elu:UM146_01890
ko:K16785	elu:UM146_01895
ko:K04781	elu:UM146_07315
ko:K01420	elu:UM146_10105
ko:K07358	elu:UM146_22255
ko:K01467	elu:UM146_21000
ko:K16923	elu:UM146_01900
ko:K09477	elu:UM146_14450
ko:K08302	elu:UM146_00095
ko:K03559	elu:UM146_01340
ko:K00040	elu:UM146_22300
ko:K08302	elu:UM146_00665
ko:K03779	elu:UM146_00995
ko:K00951	elu:UM146_02650
ko:K03604	elu:UM146_08855
ko:K00042	elu:UM146_22360
ko:K01485	elu:UM146_15600
ko:K00108	elu:UM146_15745
ko:K16868	elu:UM146_09865
ko:K02226	elu:UM146_14325
ko:K06970	elu:UM146_13610
ko:K04783	elu:UM146_07265
ko:K03417	elu:UM146_15625
ko:K06075	elu:UM146_08940
ko:K07245	elu:UM146_07960
ko:K08302	elu:UM146_06310
ko:K17466	elu:UM146_17410
ko:K17467	elu:UM146_17415
ko:K17195	elu:UM146_20655
ko:K00371	elu:UM146_09690
ko:K00374	elu:UM146_09700
ko:K00373	elu:UM146_09695
ko:K02503	elu:UM146_11810
ko:K19353	elu:UM146_20030
ko:K03526	elu:UM146_04130
ko:K17247	elu:UM146_07340
ko:K03292	elu:UM146_18480
ko:K12062	elu:UM146_24161
ko:K12064	elu:UM146_24191
ko:K11209	elu:UM146_05300
ko:K00370	elu:UM146_09685
ko:K03585	elu:UM146_15045
ko:K04091	elu:UM146_12870
ko:K10038	elu:UM146_13600
ko:K01582	elu:UM146_20895
ko:K01582	elu:UM146_23735
ko:K01897	elu:UM146_08145
ko:K00633	elu:UM146_15595
ko:K10439	elu:UM146_18945
ko:K04017	elu:UM146_20570
ko:K00265	elu:UM146_00310
ko:K08313	elu:UM146_13525
ko:K08316	elu:UM146_17450
ko:K17713	elu:UM146_04145
ko:K15555	elu:UM146_12880
ko:K14229	elu:UM146_t23845
ko:K14229	elu:UM146_t23903
ko:K17465	elu:UM146_17405
ko:K17464	elu:UM146_17400
ko:K01990	elu:UM146_23440
ko:K10112	elu:UM146_10185
ko:K01992	elu:UM146_23445
ko:K11070	elu:UM146_11700
ko:K00813	elu:UM146_12910
ko:K05601	elu:UM146_13285
ko:K17686	elu:UM146_14925
ko:K19789	elu:UM146_05870
ko:K02770	elu:UM146_18455
ko:K02058	elu:UM146_15675
ko:K06518	elu:UM146_06085
ko:K02477	elu:UM146_06165
ko:K01497	elu:UM146_10385
ko:K08485	elu:UM146_00350
ko:K06518	elu:UM146_20520
ko:K03767	elu:UM146_16900
ko:K17722	elu:UM146_06060
ko:K17723	elu:UM146_06055
ko:K13638	elu:UM146_16370
ko:K02477	elu:UM146_04695
ko:K14744	elu:UM146_03425
ko:K12246	elu:UM146_01640
ko:K12985	elu:UM146_18285
ko:K02058	elu:UM146_03980
ko:K02026	elu:UM146_10215
ko:K00661	elu:UM146_15065
ko:K01187	elu:UM146_15345
ko:K08173	elu:UM146_20370
ko:K01130	elu:UM146_19130
ko:K01791	elu:UM146_19070
ko:K06867	elu:UM146_15710
ko:K00632	elu:UM146_19480
ko:K02027	elu:UM146_10225
ko:K02483	elu:UM146_07355
ko:K01138	elu:UM146_09560
ko:K17758	elu:UM146_21070
ko:K17759	elu:UM146_21070
ko:K11928	elu:UM146_12530
ko:K00344	elu:UM146_20360
ko:K13695	elu:UM146_08610
ko:K01791	elu:UM146_01630
ko:K03276	elu:UM146_18295
ko:K02032	elu:UM146_20590
ko:K07483	elu:UM146_24496
ko:K07484	elu:UM146_24536
ko:K18141	elu:UM146_00040
ko:K07483	elu:UM146_22100
ko:K17938	elu:UM146_15490
ko:K07483	elu:UM146_21815
ko:K07483	elu:UM146_24541
ko:K07483	elu:UM146_21800
ko:K07483	elu:UM146_21890
ko:K01066	elu:UM146_14980
ko:K18148	elu:UM146_16040
ko:K03446	elu:UM146_10080
ko:K18142	elu:UM146_00035
ko:K17948	elu:UM146_22235
ko:K07483	elu:UM146_24631
ko:K22597	elu:UM146_10230
ko:K21430	elu:UM146_13465
ko:K01007	elu:UM146_08640
ko:K03605	elu:UM146_01390
ko:K08156	elu:UM146_15380
ko:K09016	elu:UM146_12580
ko:K03767	elu:UM146_16895
ko:K01939	elu:UM146_21120
ko:K07674	elu:UM146_04330
ko:K17247	elu:UM146_00140
ko:K00265	elu:UM146_00315
ko:K15540	elu:UM146_21740
ko:K10678	elu:UM146_13395
ko:K03275	elu:UM146_18300
ko:K08173	elu:UM146_09275
ko:K13636	elu:UM146_22005
ko:K02453	elu:UM146_09485
ko:K07559	elu:UM146_22420
ko:K11606	elu:UM146_10045
ko:K00652	elu:UM146_01470
ko:K07275	elu:UM146_10500
ko:K03208	elu:UM146_06545
ko:K06946	elu:UM146_06825
ko:K00031	elu:UM146_11290
ko:K09892	elu:UM146_19875
ko:K19164	elu:UM146_24456
ko:K04784	elu:UM146_07290
ko:K01258	elu:UM146_11685
ko:K03834	elu:UM146_07635
ko:K01085	elu:UM146_24646
ko:K01085	elu:UM146_24651
ko:K08307	elu:UM146_16270
ko:K15974	elu:UM146_12320
ko:K01708	elu:UM146_12380
ko:K01708	elu:UM146_12385
ko:K01708	elu:UM146_12390
ko:K08302	elu:UM146_12410
ko:K07056	elu:UM146_12435
ko:K18320	elu:UM146_24706
ko:K18324	elu:UM146_04320
ko:K18326	elu:UM146_06400
ko:K21637	elu:UM146_22310
ko:K04333	elu:UM146_12125
ko:K03293	elu:UM146_19120
ko:K11904	elu:UM146_02460
ko:K18471	elu:UM146_08290
ko:K18478	elu:UM146_19605
ko:K11904	elu:UM146_09745
ko:K11904	elu:UM146_16150
ko:K01671	elu:UM146_19615
ko:K18446	elu:UM146_01030
ko:K00681	elu:UM146_17325
ko:K00335	elu:UM146_05395
ko:K18691	elu:UM146_03930
ko:K18640	elu:UM146_24426
ko:K18697	elu:UM146_03920
ko:K18702	elu:UM146_04745
ko:K18765	elu:UM146_00150
ko:K18928	elu:UM146_15790
ko:K18850	elu:UM146_11675
ko:K18837	elu:UM146_06770
ko:K18837	elu:UM146_12180
ko:K18889	elu:UM146_15115
ko:K18895	elu:UM146_12300
ko:K18838	elu:UM146_22190
ko:K18838	elu:UM146_12185
ko:K18862	elu:UM146_10980
ko:K18862	elu:UM146_17850
ko:K18862	elu:UM146_17855
ko:K18862	elu:UM146_17860
ko:K07171	elu:UM146_02660
ko:K03630	elu:UM146_12200
ko:K07495	elu:UM146_10875
ko:K21645	elu:UM146_22390
ko:K18920	elu:UM146_17955
ko:K18921	elu:UM146_24266
ko:K11741	elu:UM146_20990
ko:K18899	elu:UM146_17725
ko:K20861	elu:UM146_13430
ko:K20866	elu:UM146_19640
ko:K20881	elu:UM146_17050
ko:K08968	elu:UM146_08005
ko:K20862	elu:UM146_19195
ko:K07319	elu:UM146_00055
ko:K18800	elu:UM146_01995
ko:K18778	elu:UM146_23295
ko:K18831	elu:UM146_03005
ko:K18657	elu:UM146_12845
ko:K18890	elu:UM146_15110
ko:K03630	elu:UM146_22180
ko:K03630	elu:UM146_06785
ko:K03553	elu:UM146_03095
ko:K18929	elu:UM146_15785
ko:K18898	elu:UM146_17720
ko:K07724	elu:UM146_00440
ko:K10748	elu:UM146_09105
ko:K03674	elu:UM146_13405
ko:K07389	elu:UM146_21850
ko:K08722	elu:UM146_05360
ko:K13654	elu:UM146_09780
ko:K03646	elu:UM146_13930
ko:K07810	elu:UM146_14650
ko:K07796	elu:UM146_14655
ko:K01355	elu:UM146_14685
ko:K03746	elu:UM146_10885
ko:K05839	elu:UM146_15060
ko:K03502	elu:UM146_11165
ko:K03503	elu:UM146_11170
ko:K05785	elu:UM146_19465
ko:K12056	elu:UM146_24086
ko:K12072	elu:UM146_24091
ko:K12057	elu:UM146_24121
ko:K12058	elu:UM146_24131
ko:K12059	elu:UM146_24136
ko:K12060	elu:UM146_24146
ko:K12060	elu:UM146_24151
ko:K12061	elu:UM146_24156
ko:K12063	elu:UM146_24166
ko:K12065	elu:UM146_24211
ko:K12066	elu:UM146_24216
ko:K12067	elu:UM146_24221
ko:K12068	elu:UM146_24226
ko:K03497	elu:UM146_24286
ko:K07480	elu:UM146_15920
ko:K12684	elu:UM146_15930
ko:K08323	elu:UM146_20060
ko:K03503	elu:UM146_24401
ko:K03502	elu:UM146_24416
ko:K03496	elu:UM146_24431
ko:K11685	elu:UM146_03245
ko:K07480	elu:UM146_12460
ko:K03169	elu:UM146_08330
ko:K07480	elu:UM146_21275
ko:K04565	elu:UM146_08920
ko:K22044	elu:UM146_13605
ko:K07497	elu:UM146_07065
ko:K18839	elu:UM146_20880
ko:K07483	elu:UM146_22115
ko:K07483	elu:UM146_24571
ko:K07483	elu:UM146_03750
ko:K18840	elu:UM146_20875
ko:K03976	elu:UM146_14945
ko:K19055	elu:UM146_08210
ko:K07497	elu:UM146_07075
ko:K18979	elu:UM146_21065
ko:K07484	elu:UM146_21795
ko:K18997	elu:UM146_12615
ko:K18988	elu:UM146_15495
ko:K18837	elu:UM146_22195
ko:K07484	elu:UM146_21790
ko:K19048	elu:UM146_22470
ko:K19000	elu:UM146_23750
ko:K19227	elu:UM146_10275
ko:K19229	elu:UM146_10285
ko:K19163	elu:UM146_23030
ko:K19129	elu:UM146_13125
ko:K19221	elu:UM146_10435
ko:K19222	elu:UM146_08725
ko:K19161	elu:UM146_16055
ko:K19226	elu:UM146_10270
ko:K19235	elu:UM146_13550
ko:K19236	elu:UM146_11755
ko:K02777	elu:UM146_04535
ko:K18922	elu:UM146_02785
ko:K19163	elu:UM146_24451
ko:K19163	elu:UM146_23035
ko:K19127	elu:UM146_13140
ko:K19158	elu:UM146_06710
ko:K19160	elu:UM146_16050
ko:K19238	elu:UM146_05500
ko:K01710	elu:UM146_19080
ko:K01710	elu:UM146_06590
ko:K07319	elu:UM146_10675
ko:K07012	elu:UM146_13145
ko:K19228	elu:UM146_10280
ko:K19130	elu:UM146_13120
ko:K19234	elu:UM146_08765
ko:K19159	elu:UM146_06705
ko:K19168	elu:UM146_02040
ko:K19164	elu:UM146_23025
ko:K00336	elu:UM146_05400
ko:K19270	elu:UM146_05350
ko:K01992	elu:UM146_13680
ko:K01992	elu:UM146_13685
ko:K01992	elu:UM146_17575
ko:K19265	elu:UM146_01355
ko:K01066	elu:UM146_19660
ko:K19416	elu:UM146_12725
ko:K03722	elu:UM146_13650
ko:K07497	elu:UM146_22095
ko:K19267	elu:UM146_21340
ko:K19337	elu:UM146_07885
ko:K19338	elu:UM146_07205
ko:K19304	elu:UM146_07870
ko:K19334	elu:UM146_21525
ko:K19302	elu:UM146_13445
ko:K19270	elu:UM146_08510
ko:K19354	elu:UM146_18240
ko:K19333	elu:UM146_08030
ko:K19303	elu:UM146_08875
ko:K19577	elu:UM146_08865
ko:K06884	elu:UM146_10485
ko:K02796	elu:UM146_08075
ko:K19611	elu:UM146_14590
ko:K02257	elu:UM146_15220
ko:K19709	elu:UM146_08680
ko:K19688	elu:UM146_13470
ko:K19775	elu:UM146_00845
ko:K19745	elu:UM146_00145
ko:K19777	elu:UM146_17705
ko:K19778	elu:UM146_17700
ko:K19776	elu:UM146_18665
ko:K00799	elu:UM146_13460
ko:K06131	elu:UM146_13700
ko:K00799	elu:UM146_05305
ko:K07497	elu:UM146_24546
ko:K07497	elu:UM146_24636
ko:K06132	elu:UM146_12095
ko:K07147	elu:UM146_07345
ko:K15777	elu:UM146_01100
ko:K19784	elu:UM146_18755
ko:K13069	elu:UM146_09310
ko:K19802	elu:UM146_10150
ko:K02538	elu:UM146_18470
ko:K07497	elu:UM146_21880
ko:K01023	elu:UM146_01115
ko:K07483	elu:UM146_03755
ko:K19803	elu:UM146_05920
ko:K21636	elu:UM146_21450
ko:K19804	elu:UM146_10370
ko:K00983	elu:UM146_01625
ko:K19810	elu:UM146_20970
ko:K19956	elu:UM146_20190
ko:K19956	elu:UM146_01860
ko:K20038	elu:UM146_22045
ko:K07484	elu:UM146_24511
ko:K07484	elu:UM146_24526
ko:K07484	elu:UM146_24531
ko:K20117	elu:UM146_19315
ko:K20118	elu:UM146_19315
ko:K20265	elu:UM146_09600
ko:K07686	elu:UM146_18555
ko:K19591	elu:UM146_14910
ko:K20542	elu:UM146_17810
ko:K01848	elu:UM146_01945
ko:K20543	elu:UM146_17805
ko:K20541	elu:UM146_17815
ko:K21394	elu:UM146_18060
ko:K22111	elu:UM146_22230
ko:K22132	elu:UM146_02505
ko:K02081	elu:UM146_12395
ko:K02081	elu:UM146_12400
ko:K07484	elu:UM146_21945
ko:K02438	elu:UM146_17260
ko:K02790	elu:UM146_02355
ko:K02791	elu:UM146_02355
ko:K02790	elu:UM146_09050
ko:K02791	elu:UM146_09050
ko:K21029	elu:UM146_13520
ko:K21084	elu:UM146_06445
ko:K03077	elu:UM146_23090
ko:K21085	elu:UM146_07410
ko:K21086	elu:UM146_17780
ko:K21087	elu:UM146_11115
ko:K21088	elu:UM146_10070
ko:K21089	elu:UM146_06155
ko:K21021	elu:UM146_03690
ko:K21028	elu:UM146_08355
ko:K21090	elu:UM146_08095
ko:K00525	elu:UM146_03205
ko:K00526	elu:UM146_03200
ko:K06191	elu:UM146_03215
ko:K14059	elu:UM146_03320
ko:K06952	elu:UM146_03330
ko:K02314	elu:UM146_20390
