ko:K02345	ypq:DJ40_564
ko:K07771	ypq:DJ40_1921
ko:K07643	ypq:DJ40_1922
ko:K03979	ypq:DJ40_1923
ko:K02899	ypq:DJ40_1939
ko:K02888	ypq:DJ40_1940
ko:K02523	ypq:DJ40_1941
ko:K10563	ypq:DJ40_2373
ko:K02913	ypq:DJ40_2374
ko:K02902	ypq:DJ40_2375
ko:K03630	ypq:DJ40_2376
ko:K13038	ypq:DJ40_2377
ko:K05501	ypq:DJ40_2379
ko:K00762	ypq:DJ40_2380
ko:K00989	ypq:DJ40_2381
ko:K01972	ypq:DJ40_2384
ko:K00942	ypq:DJ40_2385
ko:K03060	ypq:DJ40_2386
ko:K00556	ypq:DJ40_2388
ko:K03655	ypq:DJ40_2389
ko:K03312	ypq:DJ40_2390
ko:K16345	ypq:DJ40_2391
ko:K07560	ypq:DJ40_2394
ko:K07058	ypq:DJ40_2395
ko:K06207	ypq:DJ40_2397
ko:K01915	ypq:DJ40_2398
ko:K07708	ypq:DJ40_2399
ko:K07712	ypq:DJ40_2400
ko:K03704	ypq:DJ40_2828
ko:K01607	ypq:DJ40_2832
ko:K03557	ypq:DJ40_2836
ko:K05540	ypq:DJ40_2837
ko:K02687	ypq:DJ40_2838
ko:K14392	ypq:DJ40_2839
ko:K01961	ypq:DJ40_2842
ko:K02160	ypq:DJ40_2843
ko:K03786	ypq:DJ40_2844
ko:K17247	ypq:DJ40_2845
ko:K03569	ypq:DJ40_2849
ko:K03570	ypq:DJ40_2850
ko:K03571	ypq:DJ40_2851
ko:K06287	ypq:DJ40_2852
ko:K08301	ypq:DJ40_2853
ko:K03568	ypq:DJ40_2857
ko:K02428	ypq:DJ40_3294
ko:K09131	ypq:DJ40_3295
ko:K02221	ypq:DJ40_3296
ko:K00286	ypq:DJ40_3297
ko:K06997	ypq:DJ40_3298
ko:K02669	ypq:DJ40_3299
ko:K10536	ypq:DJ40_3300
ko:K12251	ypq:DJ40_3301
ko:K07447	ypq:DJ40_3302
ko:K07735	ypq:DJ40_3303
ko:K01920	ypq:DJ40_3304
ko:K09761	ypq:DJ40_3305
ko:K01150	ypq:DJ40_3306
ko:K02742	ypq:DJ40_3307
ko:K00789	ypq:DJ40_3308
ko:K01585	ypq:DJ40_3310
ko:K07387	ypq:DJ40_3312
ko:K00615	ypq:DJ40_3313
ko:K03472	ypq:DJ40_3314
ko:K00927	ypq:DJ40_3315
ko:K01624	ypq:DJ40_3316
ko:K03442	ypq:DJ40_3317
ko:K06895	ypq:DJ40_3318
ko:K02055	ypq:DJ40_3732
ko:K02054	ypq:DJ40_3733
ko:K02053	ypq:DJ40_3734
ko:K04046	ypq:DJ40_3736
ko:K06213	ypq:DJ40_3737
ko:K01524	ypq:DJ40_3738
ko:K00937	ypq:DJ40_3739
ko:K02037	ypq:DJ40_3740
ko:K02038	ypq:DJ40_3741
ko:K02036	ypq:DJ40_3742
ko:K18475	ypq:DJ40_3743
ko:K00657	ypq:DJ40_3744
ko:K11175	ypq:DJ40_3745
ko:K01933	ypq:DJ40_3746
ko:K00761	ypq:DJ40_3747
ko:K02824	ypq:DJ40_3748
ko:K10763	ypq:DJ40_3749
ko:K00537	ypq:DJ40_3750
ko:K03548	ypq:DJ40_3752
ko:K03564	ypq:DJ40_3755
ko:K03567	ypq:DJ40_3756
ko:K01714	ypq:DJ40_3757
ko:K07287	ypq:DJ40_3758
ko:K07347	ypq:DJ40_4185
ko:K07346	ypq:DJ40_4186
ko:K03808	ypq:DJ40_4191
ko:K03607	ypq:DJ40_4193
ko:K03797	ypq:DJ40_4194
ko:K07491	ypq:DJ40_4196
ko:K03799	ypq:DJ40_4198
ko:K07345	ypq:DJ40_4199
ko:K15540	ypq:DJ40_4200
ko:K07347	ypq:DJ40_4201
ko:K07345	ypq:DJ40_4202
ko:K07346	ypq:DJ40_4203
ko:K08169	ypq:DJ40_4204
ko:K01730	ypq:DJ40_4205
ko:K11066	ypq:DJ40_4207
ko:K06956	ypq:DJ40_4208
ko:K07038	ypq:DJ40_4209
ko:K10192	ypq:DJ40_4211
ko:K10195	ypq:DJ40_4212
ko:K02416	ypq:DJ40_525
ko:K02417	ypq:DJ40_526
ko:K02418	ypq:DJ40_527
ko:K02419	ypq:DJ40_528
ko:K02420	ypq:DJ40_529
ko:K02421	ypq:DJ40_530
ko:K02057	ypq:DJ40_534
ko:K02056	ypq:DJ40_535
ko:K02058	ypq:DJ40_536
ko:K02057	ypq:DJ40_537
ko:K02397	ypq:DJ40_540
ko:K02396	ypq:DJ40_541
ko:K02395	ypq:DJ40_542
ko:K02394	ypq:DJ40_543
ko:K02393	ypq:DJ40_544
ko:K02392	ypq:DJ40_545
ko:K02391	ypq:DJ40_546
ko:K02390	ypq:DJ40_547
ko:K02389	ypq:DJ40_548
ko:K02388	ypq:DJ40_549
ko:K02387	ypq:DJ40_550
ko:K02386	ypq:DJ40_551
ko:K02398	ypq:DJ40_552
ko:K02399	ypq:DJ40_553
ko:K03516	ypq:DJ40_555
ko:K02400	ypq:DJ40_556
ko:K02401	ypq:DJ40_557
ko:K07245	ypq:DJ40_561
ko:K07156	ypq:DJ40_562
ko:K02217	ypq:DJ40_563
ko:K01259	ypq:DJ40_565
ko:K01354	ypq:DJ40_567
ko:K09900	ypq:DJ40_569
ko:K09918	ypq:DJ40_570
ko:K05591	ypq:DJ40_571
ko:K08289	ypq:DJ40_572
ko:K09917	ypq:DJ40_573
ko:K01665	ypq:DJ40_574
ko:K01752	ypq:DJ40_576
ko:K00484	ypq:DJ40_577
ko:K00483	ypq:DJ40_578
ko:K03770	ypq:DJ40_1395
ko:K03530	ypq:DJ40_1396
ko:K01338	ypq:DJ40_1397
ko:K03544	ypq:DJ40_1398
ko:K01358	ypq:DJ40_1399
ko:K03545	ypq:DJ40_1400
ko:K05527	ypq:DJ40_1402
ko:K07286	ypq:DJ40_1403
ko:K08218	ypq:DJ40_1404
ko:K02297	ypq:DJ40_1406
ko:K02298	ypq:DJ40_1407
ko:K02299	ypq:DJ40_1408
ko:K02300	ypq:DJ40_1409
ko:K09767	ypq:DJ40_1412
ko:K00077	ypq:DJ40_1413
ko:K03152	ypq:DJ40_1414
ko:K03151	ypq:DJ40_1415
ko:K03602	ypq:DJ40_1416
ko:K00795	ypq:DJ40_1417
ko:K01662	ypq:DJ40_1418
ko:K01095	ypq:DJ40_1419
ko:K00946	ypq:DJ40_1420
ko:K03625	ypq:DJ40_1421
ko:K00794	ypq:DJ40_1422
ko:K11752	ypq:DJ40_1423
ko:K07738	ypq:DJ40_1424
ko:K07491	ypq:DJ40_1426
ko:K03074	ypq:DJ40_1427
ko:K03072	ypq:DJ40_1428
ko:K03210	ypq:DJ40_1429
ko:K02339	ypq:DJ40_1857
ko:K01873	ypq:DJ40_1858
ko:K03828	ypq:DJ40_1859
ko:K09893	ypq:DJ40_1860
ko:K00611	ypq:DJ40_1861
ko:K02035	ypq:DJ40_1863
ko:K02033	ypq:DJ40_1864
ko:K02034	ypq:DJ40_1865
ko:K02043	ypq:DJ40_1870
ko:K06166	ypq:DJ40_1871
ko:K06165	ypq:DJ40_1872
ko:K06164	ypq:DJ40_1873
ko:K06163	ypq:DJ40_1874
ko:K05781	ypq:DJ40_1875
ko:K05780	ypq:DJ40_1876
ko:K06162	ypq:DJ40_1877
ko:K05774	ypq:DJ40_1878
ko:K06167	ypq:DJ40_1879
ko:K09979	ypq:DJ40_1881
ko:K10112	ypq:DJ40_1883
ko:K02026	ypq:DJ40_1884
ko:K12525	ypq:DJ40_2318
ko:K01739	ypq:DJ40_2319
ko:K03764	ypq:DJ40_2320
ko:K02909	ypq:DJ40_2322
ko:K04066	ypq:DJ40_2323
ko:K05499	ypq:DJ40_2325
ko:K03591	ypq:DJ40_2326
ko:K01419	ypq:DJ40_2327
ko:K03667	ypq:DJ40_2328
ko:K02548	ypq:DJ40_2329
ko:K02553	ypq:DJ40_2330
ko:K13408	ypq:DJ40_2333
ko:K13409	ypq:DJ40_2334
ko:K09892	ypq:DJ40_2335
ko:K02440	ypq:DJ40_2336
ko:K00864	ypq:DJ40_2337
ko:K02446	ypq:DJ40_2338
ko:K00528	ypq:DJ40_2339
ko:K01803	ypq:DJ40_2342
ko:K16516	ypq:DJ40_2343
ko:K16515	ypq:DJ40_2344
ko:K10218	ypq:DJ40_2345
ko:K11906	ypq:DJ40_2774
ko:K11893	ypq:DJ40_2775
ko:K11892	ypq:DJ40_2776
ko:K11907	ypq:DJ40_2777
ko:K11910	ypq:DJ40_2780
ko:K11891	ypq:DJ40_2781
ko:K11911	ypq:DJ40_2782
ko:K11904	ypq:DJ40_2783
ko:K11904	ypq:DJ40_2791
ko:K11904	ypq:DJ40_3237
ko:K11901	ypq:DJ40_3247
ko:K11900	ypq:DJ40_3248
ko:K11893	ypq:DJ40_3249
ko:K11892	ypq:DJ40_3250
ko:K11903	ypq:DJ40_3252
ko:K11907	ypq:DJ40_3253
ko:K11891	ypq:DJ40_3260
ko:K11910	ypq:DJ40_3261
ko:K00600	ypq:DJ40_3676
ko:K05820	ypq:DJ40_3679
ko:K01092	ypq:DJ40_3682
ko:K15396	ypq:DJ40_3683
ko:K13643	ypq:DJ40_3684
ko:K04487	ypq:DJ40_3685
ko:K04488	ypq:DJ40_3686
ko:K13628	ypq:DJ40_3687
ko:K04082	ypq:DJ40_3688
ko:K04044	ypq:DJ40_3689
ko:K04755	ypq:DJ40_3690
ko:K07751	ypq:DJ40_3692
ko:K00940	ypq:DJ40_3697
ko:K06941	ypq:DJ40_3698
ko:K02656	ypq:DJ40_3699
ko:K15539	ypq:DJ40_3700
ko:K01892	ypq:DJ40_3702
ko:K17713	ypq:DJ40_3704
ko:K12149	ypq:DJ40_4136
ko:K00031	ypq:DJ40_4138
ko:K03776	ypq:DJ40_4141
ko:K01093	ypq:DJ40_4145
ko:K03719	ypq:DJ40_4148
ko:K01190	ypq:DJ40_4151
ko:K03704	ypq:DJ40_4152
ko:K05876	ypq:DJ40_4154
ko:K18697	ypq:DJ40_3662
ko:K18765	ypq:DJ40_2848
ko:K01985	ypq:DJ40_2746
ko:K01985	ypq:DJ40_2744
ko:K01985	ypq:DJ40_3514
ko:K01985	ypq:DJ40_2411
ko:K01985	ypq:DJ40_2292
ko:K01985	ypq:DJ40_1516
ko:K01985	ypq:DJ40_2145
ko:K01985	ypq:DJ40_2105
ko:K14218	ypq:DJ40_3828
ko:K14218	ypq:DJ40_3830
ko:K11741	ypq:DJ40_1998
ko:K18889	ypq:DJ40_1387
ko:K03630	ypq:DJ40_1240
ko:K18850	ypq:DJ40_1216
ko:K20881	ypq:DJ40_2636
ko:K18800	ypq:DJ40_3328
ko:K18657	ypq:DJ40_783
ko:K18778	ypq:DJ40_1670
ko:K18890	ypq:DJ40_1386
ko:K18843	ypq:DJ40_3846
ko:K07339	ypq:DJ40_4129
ko:K18843	ypq:DJ40_4130
ko:K18850	ypq:DJ40_4098
ko:K00632	ypq:DJ40_3907
ko:K03630	ypq:DJ40_3213
ko:K03553	ypq:DJ40_1550
ko:K01980	ypq:DJ40_2742
ko:K01980	ypq:DJ40_3513
ko:K01980	ypq:DJ40_2146
ko:K01980	ypq:DJ40_2412
ko:K01980	ypq:DJ40_2293
ko:K01980	ypq:DJ40_2106
ko:K01980	ypq:DJ40_1517
ko:K03668	ypq:DJ40_59
ko:K00335	ypq:DJ40_3960
ko:K12545	ypq:DJ40_2309
ko:K07497	ypq:DJ40_2104
ko:K18838	ypq:DJ40_1238
ko:K07497	ypq:DJ40_2103
ko:K03976	ypq:DJ40_1278
ko:K18988	ypq:DJ40_972
ko:K03526	ypq:DJ40_3701
ko:K14742	ypq:DJ40_252
ko:K07483	ypq:DJ40_3271
ko:K07724	ypq:DJ40_1943
ko:K03674	ypq:DJ40_870
ko:K05793	ypq:DJ40_2054
ko:K05792	ypq:DJ40_2055
ko:K05791	ypq:DJ40_2056
ko:K04565	ypq:DJ40_1617
ko:K07790	ypq:DJ40_107
ko:K10748	ypq:DJ40_120
ko:K08722	ypq:DJ40_3953
ko:K03746	ypq:DJ40_203
ko:K03169	ypq:DJ40_214
ko:K03646	ypq:DJ40_1089
ko:K05785	ypq:DJ40_2158
ko:K18320	ypq:DJ40_3060
ko:K07724	ypq:DJ40_1207
ko:K18320	ypq:DJ40_3120
ko:K03503	ypq:DJ40_3121
ko:K03502	ypq:DJ40_3122
ko:K03497	ypq:DJ40_3125
ko:K03496	ypq:DJ40_3126
ko:K18320	ypq:DJ40_3130
ko:K18320	ypq:DJ40_3133
ko:K03497	ypq:DJ40_3134
ko:K18320	ypq:DJ40_3140
ko:K03895	ypq:DJ40_3172
ko:K03896	ypq:DJ40_3173
ko:K03894	ypq:DJ40_3174
ko:K07480	ypq:DJ40_3196
ko:K05839	ypq:DJ40_1380
ko:K07480	ypq:DJ40_3202
ko:K03497	ypq:DJ40_3243
ko:K07473	ypq:DJ40_2812
ko:K18984	ypq:DJ40_2093
ko:K08961	ypq:DJ40_3406
ko:K05396	ypq:DJ40_505
ko:K18838	ypq:DJ40_3210
ko:K18837	ypq:DJ40_3211
ko:K19048	ypq:DJ40_2788
ko:K18837	ypq:DJ40_1237
ko:K07497	ypq:DJ40_1136
ko:K01185	ypq:DJ40_3626
ko:K19000	ypq:DJ40_3498
ko:K14221	ypq:DJ40_3524
ko:K14228	ypq:DJ40_2240
ko:K14228	ypq:DJ40_1803
ko:K14228	ypq:DJ40_1801
ko:K14228	ypq:DJ40_1802
ko:K03892	ypq:DJ40_1587
ko:K14226	ypq:DJ40_2242
ko:K11748	ypq:DJ40_2682
ko:K19129	ypq:DJ40_4036
ko:K19221	ypq:DJ40_169
ko:K19162	ypq:DJ40_1379
ko:K19222	ypq:DJ40_4270
ko:K14233	ypq:DJ40_758
ko:K14232	ypq:DJ40_935
ko:K02777	ypq:DJ40_3818
ko:K19226	ypq:DJ40_34
ko:K19236	ypq:DJ40_4277
ko:K01977	ypq:DJ40_2296
ko:K01977	ypq:DJ40_2740
ko:K01977	ypq:DJ40_2109
ko:K01977	ypq:DJ40_1519
ko:K01977	ypq:DJ40_3510
ko:K01977	ypq:DJ40_2149
ko:K01977	ypq:DJ40_2414
ko:K16078	ypq:DJ40_3677
ko:K14237	ypq:DJ40_3832
ko:K14237	ypq:DJ40_3833
ko:K14237	ypq:DJ40_3834
ko:K19127	ypq:DJ40_4034
ko:K01120	ypq:DJ40_3577
ko:K14233	ypq:DJ40_974
ko:K14219	ypq:DJ40_1543
ko:K14219	ypq:DJ40_1545
ko:K14219	ypq:DJ40_1544
ko:K01710	ypq:DJ40_2252
ko:K07319	ypq:DJ40_1333
ko:K14234	ypq:DJ40_2140
ko:K14234	ypq:DJ40_973
ko:K14224	ypq:DJ40_1518
ko:K14224	ypq:DJ40_2413
ko:K14224	ypq:DJ40_2741
ko:K14228	ypq:DJ40_1912
ko:K07012	ypq:DJ40_4033
ko:K19130	ypq:DJ40_4037
ko:K19228	ypq:DJ40_32
ko:K01406	ypq:DJ40_2581
ko:K19128	ypq:DJ40_4035
ko:K14222	ypq:DJ40_479
ko:K14238	ypq:DJ40_2520
ko:K04772	ypq:DJ40_2907
ko:K04771	ypq:DJ40_1623
ko:K01139	ypq:DJ40_2387
ko:K14219	ypq:DJ40_3893
ko:K19165	ypq:DJ40_3650
ko:K14218	ypq:DJ40_2107
ko:K14218	ypq:DJ40_2147
ko:K14218	ypq:DJ40_3512
ko:K14218	ypq:DJ40_2294
ko:K14237	ypq:DJ40_4282
ko:K14237	ypq:DJ40_4283
ko:K14237	ypq:DJ40_4280
ko:K14229	ypq:DJ40_1084
ko:K14229	ypq:DJ40_3835
ko:K14229	ypq:DJ40_1085
ko:K14229	ypq:DJ40_489
ko:K14223	ypq:DJ40_1158
ko:K14223	ypq:DJ40_1155
ko:K14230	ypq:DJ40_1153
ko:K14230	ypq:DJ40_1157
ko:K14230	ypq:DJ40_3005
ko:K14228	ypq:DJ40_1154
ko:K14228	ypq:DJ40_478
ko:K14225	ypq:DJ40_3348
ko:K14225	ypq:DJ40_2138
ko:K14228	ypq:DJ40_1853
ko:K00336	ypq:DJ40_3961
ko:K00557	ypq:DJ40_2299
ko:K19270	ypq:DJ40_3950
ko:K19265	ypq:DJ40_3839
ko:K00839	ypq:DJ40_1495
ko:K01992	ypq:DJ40_1031
ko:K01992	ypq:DJ40_1032
ko:K07489	ypq:DJ40_3201
ko:K00020	ypq:DJ40_2831
ko:K03722	ypq:DJ40_253
ko:K01138	ypq:DJ40_3405
ko:K03722	ypq:DJ40_993
ko:K07497	ypq:DJ40_409
ko:K11904	ypq:DJ40_722
ko:K19267	ypq:DJ40_4142
ko:K19337	ypq:DJ40_260
ko:K19334	ypq:DJ40_1862
ko:K02464	ypq:DJ40_3424
ko:K02485	ypq:DJ40_206
ko:K01175	ypq:DJ40_1138
ko:K19270	ypq:DJ40_4219
ko:K19302	ypq:DJ40_873
ko:K19304	ypq:DJ40_263
ko:K19333	ypq:DJ40_4206
ko:K00525	ypq:DJ40_3531
ko:K06867	ypq:DJ40_1580
ko:K06867	ypq:DJ40_3117
ko:K06867	ypq:DJ40_3590
ko:K02031	ypq:DJ40_1866
ko:K19303	ypq:DJ40_6
ko:K01096	ypq:DJ40_159
ko:K01007	ypq:DJ40_4267
ko:K19577	ypq:DJ40_3432
ko:K06415	ypq:DJ40_232
ko:K02483	ypq:DJ40_3816
ko:K19632	ypq:DJ40_1357
ko:K15669	ypq:DJ40_1346
ko:K02796	ypq:DJ40_591
ko:K00525	ypq:DJ40_985
ko:K05875	ypq:DJ40_2495
ko:K19775	ypq:DJ40_2940
ko:K19745	ypq:DJ40_2847
ko:K19778	ypq:DJ40_3554
ko:K13060	ypq:DJ40_4043
ko:K00799	ypq:DJ40_883
ko:K07147	ypq:DJ40_2846
ko:K15777	ypq:DJ40_3021
ko:K07662	ypq:DJ40_2353
ko:K19802	ypq:DJ40_46
ko:K19803	ypq:DJ40_919
ko:K01138	ypq:DJ40_3772
ko:K19804	ypq:DJ40_157
ko:K19810	ypq:DJ40_2000
ko:K02031	ypq:DJ40_3542
ko:K02032	ypq:DJ40_1867
ko:K15540	ypq:DJ40_3874
ko:K07263	ypq:DJ40_2563
ko:K07274	ypq:DJ40_224
ko:K21636	ypq:DJ40_1868
ko:K12132	ypq:DJ40_4120
ko:K20074	ypq:DJ40_4121
ko:K07686	ypq:DJ40_2544
ko:K20268	ypq:DJ40_3981
ko:K20264	ypq:DJ40_625
ko:K00526	ypq:DJ40_3530
ko:K20542	ypq:DJ40_2557
ko:K19591	ypq:DJ40_1275
ko:K22443	ypq:DJ40_4012
ko:K22132	ypq:DJ40_3460
ko:K14219	ypq:DJ40_1260
ko:K14220	ypq:DJ40_400
ko:K14220	ypq:DJ40_615
ko:K14220	ypq:DJ40_626
ko:K14236	ypq:DJ40_209
ko:K14236	ypq:DJ40_2139
ko:K14231	ypq:DJ40_2013
ko:K14231	ypq:DJ40_3277
ko:K14229	ypq:DJ40_1083
ko:K02438	ypq:DJ40_2609
ko:K14234	ypq:DJ40_2137
ko:K14234	ypq:DJ40_2745
ko:K20885	ypq:DJ40_4027
ko:K14230	ypq:DJ40_1911
ko:K14230	ypq:DJ40_3458
ko:K14230	ypq:DJ40_3457
ko:K14230	ypq:DJ40_3456
ko:K20862	ypq:DJ40_2227
ko:K14232	ypq:DJ40_2239
ko:K14232	ypq:DJ40_2548
ko:K14223	ypq:DJ40_1156
ko:K14225	ypq:DJ40_1985
ko:K14225	ypq:DJ40_1988
ko:K14225	ypq:DJ40_480
ko:K14225	ypq:DJ40_1987
ko:K14235	ypq:DJ40_2290
ko:K14219	ypq:DJ40_1542
ko:K21021	ypq:DJ40_1780
ko:K22025	ypq:DJ40_145
ko:K21086	ypq:DJ40_2566
ko:K21087	ypq:DJ40_1451
ko:K08968	ypq:DJ40_4192
ko:K00821	ypq:DJ40_2665
ko:K14059	ypq:DJ40_1491
ko:K17733	ypq:DJ40_2861
ko:K06223	ypq:DJ40_4227
ko:K06903	ypq:DJ40_4233
ko:K06905	ypq:DJ40_4235
ko:K06919	ypq:DJ40_3355
ko:K02314	ypq:DJ40_2034
ko:K00560	ypq:DJ40_3445
ko:K02316	ypq:DJ40_3007
ko:K00857	ypq:DJ40_202
ko:K06191	ypq:DJ40_3533
ko:K06217	ypq:DJ40_1161
ko:K06223	ypq:DJ40_2649
ko:K00287	ypq:DJ40_1740
ko:K06866	ypq:DJ40_3587
ko:K06217	ypq:DJ40_360
ko:K06903	ypq:DJ40_420
ko:K06907	ypq:DJ40_423
ko:K06908	ypq:DJ40_424
ko:K06906	ypq:DJ40_428
ko:K06905	ypq:DJ40_429
ko:K06223	ypq:DJ40_444
ko:K03791	ypq:DJ40_1330
ko:K00558	ypq:DJ40_1336
ko:K07474	ypq:DJ40_3628
ko:K09961	ypq:DJ40_3631
ko:K09960	ypq:DJ40_3633
ko:K06903	ypq:DJ40_466
ko:K06907	ypq:DJ40_471
ko:K06908	ypq:DJ40_472
ko:K06906	ypq:DJ40_475
ko:K06905	ypq:DJ40_476
ko:K07474	ypq:DJ40_1838
ko:K06919	ypq:DJ40_4118
ko:K14744	ypq:DJ40_4124
ko:K06919	ypq:DJ40_1842
ko:K04068	ypq:DJ40_1869
ko:K07474	ypq:DJ40_4128
ko:K09961	ypq:DJ40_4132
ko:K03676	ypq:DJ40_2360
ko:K03546	ypq:DJ40_3275
ko:K03546	ypq:DJ40_1443
ko:K07474	ypq:DJ40_1926
ko:K06919	ypq:DJ40_1929
ko:K01520	ypq:DJ40_2378
ko:K02335	ypq:DJ40_2404
ko:K00050	ypq:DJ40_3975
ko:K00108	ypq:DJ40_1046
ko:K13695	ypq:DJ40_4262
ko:K21405	ypq:DJ40_111
ko:K21470	ypq:DJ40_794
ko:K01420	ypq:DJ40_84
ko:K02015	ypq:DJ40_858
ko:K21698	ypq:DJ40_2867
ko:K21695	ypq:DJ40_2868
ko:K02334	ypq:DJ40_3613
ko:K21936	ypq:DJ40_2064
ko:K21948	ypq:DJ40_964
ko:K13638	ypq:DJ40_2726
ko:K22015	ypq:DJ40_2009
ko:K22051	ypq:DJ40_1992
ko:K22444	ypq:DJ40_4013
ko:K22130	ypq:DJ40_963
ko:K03595	ypq:DJ40_3603
ko:K22105	ypq:DJ40_2301
ko:K22131	ypq:DJ40_961
ko:K22110	ypq:DJ40_2559
ko:K22110	ypq:DJ40_4210
ko:K03079	ypq:DJ40_1575
ko:K03077	ypq:DJ40_1569
ko:K22278	ypq:DJ40_629
ko:K03077	ypq:DJ40_152
ko:K02257	ypq:DJ40_1410
ko:K11391	ypq:DJ40_2950
ko:K13566	ypq:DJ40_1493
ko:K00424	ypq:DJ40_1094
ko:K22601	ypq:DJ40_1502
