ko:K02495	seni:CY43_20935
ko:K16787	seni:CY43_16035
ko:K00615	seni:CY43_16040
ko:K07387	seni:CY43_16045
ko:K01480	seni:CY43_16050
ko:K02848	seni:CY43_19305
ko:K02844	seni:CY43_19310
ko:K02849	seni:CY43_19315
ko:K02527	seni:CY43_19325
ko:K00954	seni:CY43_19330
ko:K10563	seni:CY43_19335
ko:K02913	seni:CY43_19340
ko:K02902	seni:CY43_19345
ko:K03630	seni:CY43_19350
ko:K13038	seni:CY43_19355
ko:K05501	seni:CY43_19365
ko:K00762	seni:CY43_19370
ko:K00989	seni:CY43_19375
ko:K17837	seni:CY43_19390
ko:K01972	seni:CY43_19400
ko:K00942	seni:CY43_19405
ko:K03060	seni:CY43_19410
ko:K00556	seni:CY43_19420
ko:K03655	seni:CY43_19425
ko:K03312	seni:CY43_19435
ko:K16345	seni:CY43_19440
ko:K01811	seni:CY43_19450
ko:K03292	seni:CY43_19455
ko:K12678	seni:CY43_19490
ko:K07507	seni:CY43_19525
ko:K17463	seni:CY43_19540
ko:K17468	seni:CY43_19545
ko:K17467	seni:CY43_19550
ko:K17466	seni:CY43_19555
ko:K17465	seni:CY43_19560
ko:K17464	seni:CY43_19565
ko:K17473	seni:CY43_19570
ko:K01223	seni:CY43_19580
ko:K07804	seni:CY43_24005
ko:K01673	seni:CY43_24215
ko:K01438	seni:CY43_21535
ko:K00145	seni:CY43_21540
ko:K00930	seni:CY43_21545
ko:K01755	seni:CY43_21550
ko:K04761	seni:CY43_21555
ko:K00322	seni:CY43_21560
ko:K16092	seni:CY43_21580
ko:K01776	seni:CY43_21585
ko:K08968	seni:CY43_09425
ko:K20862	seni:CY43_20670
ko:K00425	seni:CY43_09155
ko:K00426	seni:CY43_09160
ko:K00261	seni:CY43_09170
ko:K01194	seni:CY43_09175
ko:K08308	seni:CY43_09190
ko:K01297	seni:CY43_09195
ko:K11105	seni:CY43_09200
ko:K01775	seni:CY43_09205
ko:K00285	seni:CY43_09210
ko:K03603	seni:CY43_09220
ko:K03314	seni:CY43_09225
ko:K03611	seni:CY43_09230
ko:K09160	seni:CY43_09250
ko:K09902	seni:CY43_09260
ko:K03610	seni:CY43_09265
ko:K03609	seni:CY43_09270
ko:K03608	seni:CY43_09275
ko:K03684	seni:CY43_09280
ko:K01897	seni:CY43_09285
ko:K07285	seni:CY43_09290
ko:K00941	seni:CY43_11550
ko:K00878	seni:CY43_11555
ko:K00995	seni:CY43_10250
ko:K03703	seni:CY43_10255
ko:K07689	seni:CY43_10260
ko:K07782	seni:CY43_10275
ko:K10009	seni:CY43_10285
ko:K02424	seni:CY43_10295
ko:K02425	seni:CY43_10300
ko:K02405	seni:CY43_10305
ko:K07491	seni:CY43_10310
ko:K18475	seni:CY43_10315
ko:K02406	seni:CY43_10320
ko:K02407	seni:CY43_10325
ko:K02422	seni:CY43_10330
ko:K02423	seni:CY43_10335
ko:K01176	seni:CY43_10340
ko:K03475	seni:CY43_12535
ko:K02822	seni:CY43_12540
ko:K02821	seni:CY43_12545
ko:K07095	seni:CY43_12565
ko:K07071	seni:CY43_12580
ko:K10017	seni:CY43_12585
ko:K10015	seni:CY43_12590
ko:K10016	seni:CY43_12595
ko:K10014	seni:CY43_12600
ko:K10013	seni:CY43_12605
ko:K03186	seni:CY43_12610
ko:K06714	seni:CY43_12635
ko:K00764	seni:CY43_12640
ko:K03558	seni:CY43_12645
ko:K03749	seni:CY43_12655
ko:K11754	seni:CY43_12660
ko:K01963	seni:CY43_12665
ko:K03975	seni:CY43_12670
ko:K06173	seni:CY43_12675
ko:K02467	seni:CY43_14830
ko:K12266	seni:CY43_14835
ko:K12264	seni:CY43_14840
ko:K12265	seni:CY43_14845
ko:K04656	seni:CY43_14850
ko:K05796	seni:CY43_14855
ko:K08315	seni:CY43_14865
ko:K15834	seni:CY43_14870
ko:K07347	seni:CY43_11570
ko:K03593	seni:CY43_11590
ko:K02477	seni:CY43_11615
ko:K02478	seni:CY43_11620
ko:K05846	seni:CY43_11635
ko:K05847	seni:CY43_11640
ko:K05846	seni:CY43_11645
ko:K05845	seni:CY43_11650
ko:K05349	seni:CY43_11655
ko:K03777	seni:CY43_11660
ko:K07262	seni:CY43_11665
ko:K01585	seni:CY43_16095
ko:K00789	seni:CY43_16110
ko:K08137	seni:CY43_16115
ko:K02742	seni:CY43_16120
ko:K01150	seni:CY43_16125
ko:K09761	seni:CY43_16130
ko:K01920	seni:CY43_16135
ko:K07735	seni:CY43_16140
ko:K07447	seni:CY43_16145
ko:K02669	seni:CY43_16155
ko:K06997	seni:CY43_16160
ko:K02221	seni:CY43_16165
ko:K09131	seni:CY43_16170
ko:K02428	seni:CY43_16175
ko:K01424	seni:CY43_16190
ko:K09923	seni:CY43_16200
ko:K03439	seni:CY43_16205
ko:K07726	seni:CY43_19595
ko:K11189	seni:CY43_19600
ko:K02775	seni:CY43_19615
ko:K02774	seni:CY43_19620
ko:K02773	seni:CY43_19625
ko:K07784	seni:CY43_19645
ko:K07783	seni:CY43_19650
ko:K07675	seni:CY43_19655
ko:K02429	seni:CY43_19670
ko:K00852	seni:CY43_19675
ko:K11534	seni:CY43_19680
ko:K01653	seni:CY43_19685
ko:K01652	seni:CY43_19690
ko:K08154	seni:CY43_19705
ko:K13636	seni:CY43_19715
ko:K13629	seni:CY43_19720
ko:K01753	seni:CY43_19725
ko:K06871	seni:CY43_19730
ko:K00389	seni:CY43_19740
ko:K07085	seni:CY43_19755
ko:K04081	seni:CY43_19760
ko:K04080	seni:CY43_19765
ko:K02200	seni:CY43_19785
ko:K02199	seni:CY43_19790
ko:K02197	seni:CY43_19800
ko:K02196	seni:CY43_19805
ko:K02195	seni:CY43_19810
ko:K02194	seni:CY43_19815
ko:K02193	seni:CY43_19820
ko:K00428	seni:CY43_19825
ko:K03533	seni:CY43_19830
ko:K07811	seni:CY43_19835
ko:K03532	seni:CY43_19840
ko:K07772	seni:CY43_19845
ko:K11930	seni:CY43_19850
ko:K07647	seni:CY43_19855
ko:K08194	seni:CY43_19860
ko:K01684	seni:CY43_19865
ko:K01631	seni:CY43_19870
ko:K00883	seni:CY43_19875
ko:K15832	seni:CY43_14875
ko:K15831	seni:CY43_14880
ko:K15830	seni:CY43_14885
ko:K15829	seni:CY43_14890
ko:K15827	seni:CY43_14900
ko:K15833	seni:CY43_14905
ko:K04651	seni:CY43_14910
ko:K04652	seni:CY43_14915
ko:K04653	seni:CY43_14920
ko:K04654	seni:CY43_14925
ko:K04655	seni:CY43_14930
ko:K15836	seni:CY43_14935
ko:K11604	seni:CY43_14945
ko:K11607	seni:CY43_14950
ko:K11605	seni:CY43_14955
ko:K11606	seni:CY43_14960
ko:K03835	seni:CY43_17075
ko:K05592	seni:CY43_17080
ko:K05803	seni:CY43_17085
ko:K00962	seni:CY43_17090
ko:K02956	seni:CY43_17095
ko:K03177	seni:CY43_17100
ko:K02834	seni:CY43_17105
ko:K02519	seni:CY43_17110
ko:K02600	seni:CY43_17115
ko:K09748	seni:CY43_17120
ko:K01940	seni:CY43_17130
ko:K03075	seni:CY43_17145
ko:K03431	seni:CY43_17150
ko:K00796	seni:CY43_17155
ko:K03798	seni:CY43_17160
ko:K02427	seni:CY43_17165
ko:K07574	seni:CY43_17170
ko:K03624	seni:CY43_17175
ko:K07259	seni:CY43_17185
ko:K03979	seni:CY43_17195
ko:K02899	seni:CY43_17205
ko:K02888	seni:CY43_17210
ko:K02523	seni:CY43_17215
ko:K00790	seni:CY43_17225
ko:K07122	seni:CY43_17235
ko:K07323	seni:CY43_17240
ko:K02067	seni:CY43_17245
ko:K02066	seni:CY43_17250
ko:K02065	seni:CY43_17255
ko:K07301	seni:CY43_17260
ko:K06041	seni:CY43_17265
ko:K03270	seni:CY43_17270
ko:K11719	seni:CY43_17275
ko:K09774	seni:CY43_17280
ko:K06861	seni:CY43_17285
ko:K03092	seni:CY43_17290
ko:K05808	seni:CY43_17295
ko:K02806	seni:CY43_17300
ko:K06958	seni:CY43_17305
ko:K08485	seni:CY43_17310
ko:K03814	seni:CY43_17320
ko:K07648	seni:CY43_17330
ko:K07139	seni:CY43_17335
ko:K00265	seni:CY43_17345
ko:K00266	seni:CY43_17350
ko:K00075	seni:CY43_21615
ko:K03524	seni:CY43_21620
ko:K00867	seni:CY43_21625
ko:K02358	seni:CY43_21650
ko:K03073	seni:CY43_21655
ko:K02601	seni:CY43_21660
ko:K02867	seni:CY43_21665
ko:K02863	seni:CY43_21670
ko:K02864	seni:CY43_21675
ko:K02935	seni:CY43_21680
ko:K03043	seni:CY43_21685
ko:K03046	seni:CY43_21690
ko:K03150	seni:CY43_21715
ko:K03149	seni:CY43_21720
ko:K03154	seni:CY43_21725
ko:K03148	seni:CY43_21730
ko:K00788	seni:CY43_21735
ko:K03147	seni:CY43_21740
ko:K07740	seni:CY43_21745
ko:K03426	seni:CY43_21750
ko:K01599	seni:CY43_21755
ko:K05982	seni:CY43_21760
ko:K09891	seni:CY43_21765
ko:K05787	seni:CY43_21770
ko:K07803	seni:CY43_21780
ko:K07709	seni:CY43_21785
ko:K01945	seni:CY43_21795
ko:K00602	seni:CY43_21800
ko:K03827	seni:CY43_21830
ko:K00651	seni:CY43_21835
ko:K01638	seni:CY43_21840
ko:K01637	seni:CY43_21845
ko:K00906	seni:CY43_21850
ko:K13641	seni:CY43_21860
ko:K00548	seni:CY43_21870
ko:K03324	seni:CY43_21875
ko:K05995	seni:CY43_21880
ko:K09912	seni:CY43_21885
ko:K06182	seni:CY43_21890
ko:K07319	seni:CY43_17630
ko:K12524	seni:CY43_00005
ko:K00872	seni:CY43_00010
ko:K01733	seni:CY43_00015
ko:K04043	seni:CY43_00055
ko:K09861	seni:CY43_00020
ko:K03310	seni:CY43_00025
ko:K00616	seni:CY43_00030
ko:K03831	seni:CY43_00035
ko:K07034	seni:CY43_00040
ko:K03686	seni:CY43_00060
ko:K18918	seni:CY43_23175
ko:K18890	seni:CY43_02645
ko:K07448	seni:CY43_23565
ko:K14237	seni:CY43_07240
ko:K06218	seni:CY43_07895
ko:K13450	seni:CY43_24165
ko:K00632	seni:CY43_12780
ko:K03553	seni:CY43_14785
ko:K01980	seni:CY43_01265
ko:K01980	seni:CY43_14150
ko:K01978	seni:CY43_23960
ko:K18974	seni:CY43_20120
ko:K00335	seni:CY43_12450
ko:K04028	seni:CY43_13175
ko:K03976	seni:CY43_02815
ko:K03668	seni:CY43_08415
ko:K01699	seni:CY43_11015
ko:K19055	seni:CY43_06525
ko:K18975	seni:CY43_20065
ko:K03526	seni:CY43_13465
ko:K14742	seni:CY43_09295
ko:K07483	seni:CY43_03060
ko:K07483	seni:CY43_14470
ko:K03646	seni:CY43_04035
ko:K03674	seni:CY43_04670
ko:K15367	seni:CY43_07110
ko:K00344	seni:CY43_22165
ko:K03761	seni:CY43_14135
ko:K04565	seni:CY43_05340
ko:K03169	seni:CY43_06610
ko:K05839	seni:CY43_02700
ko:K04565	seni:CY43_07330
ko:K10748	seni:CY43_07480
ko:K03746	seni:CY43_08945
ko:K18828	seni:CY43_15810
ko:K18829	seni:CY43_15815
ko:K03497	seni:CY43_24255
ko:K03502	seni:CY43_24260
ko:K03503	seni:CY43_24265
ko:K02345	seni:CY43_24315
ko:K03111	seni:CY43_24330
ko:K03497	seni:CY43_24335
ko:K12068	seni:CY43_24390
ko:K12067	seni:CY43_24395
ko:K12066	seni:CY43_24400
ko:K12065	seni:CY43_24405
ko:K12063	seni:CY43_24445
ko:K12062	seni:CY43_24450
ko:K12061	seni:CY43_24455
ko:K12060	seni:CY43_24460
ko:K12059	seni:CY43_24470
ko:K12058	seni:CY43_24480
ko:K12057	seni:CY43_24490
ko:K12072	seni:CY43_24505
ko:K12056	seni:CY43_24510
ko:K18828	seni:CY43_24530
ko:K18829	seni:CY43_24535
ko:K12058	seni:CY43_19960
ko:K12056	seni:CY43_19990
ko:K12072	seni:CY43_19995
ko:K18476	seni:CY43_20085
ko:K07790	seni:CY43_09510
ko:K03503	seni:CY43_11975
ko:K07724	seni:CY43_14365
ko:K05785	seni:CY43_20810
ko:K11685	seni:CY43_14635
ko:K08722	seni:CY43_12485
ko:K07724	seni:CY43_17220
ko:K08598	seni:CY43_14965
ko:K03502	seni:CY43_10505
ko:K03503	seni:CY43_10510
ko:K07473	seni:CY43_18280
ko:K12064	seni:CY43_24420
ko:K05396	seni:CY43_10290
ko:K18975	seni:CY43_20115
ko:K18979	seni:CY43_22710
ko:K18974	seni:CY43_20070
ko:K18988	seni:CY43_02195
ko:K18997	seni:CY43_05670
ko:K05799	seni:CY43_00755
ko:K04771	seni:CY43_01050
ko:K11645	seni:CY43_11525
ko:K19048	seni:CY43_23545
ko:K19046	seni:CY43_15350
ko:K19048	seni:CY43_01475
ko:K01185	seni:CY43_09730
ko:K01185	seni:CY43_01825
ko:K19000	seni:CY43_01190
ko:K07497	seni:CY43_14455
ko:K08970	seni:CY43_15765
ko:K19227	seni:CY43_08650
ko:K19229	seni:CY43_08660
ko:K07746	seni:CY43_15420
ko:K11748	seni:CY43_17985
ko:K19222	seni:CY43_06950
ko:K19166	seni:CY43_21065
ko:K19226	seni:CY43_08645
ko:K19123	seni:CY43_15355
ko:K19235	seni:CY43_04490
ko:K19236	seni:CY43_06195
ko:K15353	seni:CY43_12035
ko:K07448	seni:CY43_23380
ko:K03445	seni:CY43_19585
ko:K19163	seni:CY43_24100
ko:K13740	seni:CY43_15030
ko:K15366	seni:CY43_24170
ko:K15352	seni:CY43_14530
ko:K15351	seni:CY43_07150
ko:K16291	seni:CY43_10890
ko:K19238	seni:CY43_12345
ko:K19124	seni:CY43_15345
ko:K02777	seni:CY43_13020
ko:K01710	seni:CY43_11315
ko:K01710	seni:CY43_20535
ko:K11745	seni:CY43_00425
ko:K15354	seni:CY43_05385
ko:K15349	seni:CY43_08325
ko:K19125	seni:CY43_15340
ko:K19228	seni:CY43_08655
ko:K19126	seni:CY43_15335
ko:K19234	seni:CY43_06995
ko:K19162	seni:CY43_02705
ko:K07451	seni:CY43_10655
ko:K19168	seni:CY43_15880
ko:K04772	seni:CY43_17435
ko:K09951	seni:CY43_15325
ko:K00996	seni:CY43_11235
ko:K01980	seni:CY43_20395
ko:K00336	seni:CY43_12445
ko:K00557	seni:CY43_21575
ko:K19270	seni:CY43_12495
ko:K19265	seni:CY43_12875
ko:K01992	seni:CY43_04370
ko:K01992	seni:CY43_04375
ko:K01992	seni:CY43_18610
ko:K14221	seni:CY43_01275
ko:K14221	seni:CY43_20405
ko:K14221	seni:CY43_01330
ko:K14228	seni:CY43_17140
ko:K01066	seni:CY43_21070
ko:K08348	seni:CY43_08015
ko:K03722	seni:CY43_09300
ko:K19416	seni:CY43_05550
ko:K14219	seni:CY43_20580
ko:K14238	seni:CY43_19460
ko:K19335	seni:CY43_08555
ko:K03722	seni:CY43_04400
ko:K07497	seni:CY43_03055
ko:K07497	seni:CY43_01495
ko:K07497	seni:CY43_01500
ko:K07497	seni:CY43_13395
ko:K07497	seni:CY43_14445
ko:K01582	seni:CY43_01175
ko:K14219	seni:CY43_03050
ko:K14219	seni:CY43_06425
ko:K14219	seni:CY43_06350
ko:K19353	seni:CY43_21525
ko:K19267	seni:CY43_22935
ko:K19337	seni:CY43_09960
ko:K19304	seni:CY43_09975
ko:K19505	seni:CY43_23600
ko:K19334	seni:CY43_23270
ko:K19302	seni:CY43_04635
ko:K01175	seni:CY43_03770
ko:K19270	seni:CY43_06735
ko:K19354	seni:CY43_19235
ko:K19336	seni:CY43_08560
ko:K19333	seni:CY43_09400
ko:K21637	seni:CY43_16320
ko:K03293	seni:CY43_20575
ko:K07274	seni:CY43_06545
ko:K06884	seni:CY43_08830
ko:K06884	seni:CY43_07705
ko:K06884	seni:CY43_05715
ko:K02031	seni:CY43_06405
ko:K01785	seni:CY43_21010
ko:K01066	seni:CY43_02785
ko:K01980	seni:CY43_21815
ko:K14222	seni:CY43_10240
ko:K19303	seni:CY43_07290
ko:K01096	seni:CY43_08735
ko:K19510	seni:CY43_23630
ko:K19556	seni:CY43_24180
ko:K19507	seni:CY43_23610
ko:K00984	seni:CY43_06435
ko:K14218	seni:CY43_01260
ko:K14218	seni:CY43_21600
ko:K14218	seni:CY43_20870
ko:K14218	seni:CY43_12900
ko:K14218	seni:CY43_12905
ko:K14223	seni:CY43_03655
ko:K14223	seni:CY43_03660
ko:K14223	seni:CY43_03670
ko:K14223	seni:CY43_03675
ko:K14229	seni:CY43_04055
ko:K14229	seni:CY43_04065
ko:K14229	seni:CY43_04075
ko:K14229	seni:CY43_04070
ko:K14229	seni:CY43_12940
ko:K14227	seni:CY43_01255
ko:K14227	seni:CY43_21595
ko:K14227	seni:CY43_20865
ko:K11209	seni:CY43_12575
ko:K19506	seni:CY43_23605
ko:K19508	seni:CY43_23615
ko:K19509	seni:CY43_23620
ko:K19509	seni:CY43_03155
ko:K02257	seni:CY43_02535
ko:K18148	seni:CY43_01585
ko:K14234	seni:CY43_01635
ko:K14234	seni:CY43_17670
ko:K14234	seni:CY43_21630
ko:K14234	seni:CY43_21645
ko:K14230	seni:CY43_03665
ko:K14230	seni:CY43_03685
ko:K14230	seni:CY43_15590
ko:K14230	seni:CY43_17125
ko:K14230	seni:CY43_15595
ko:K14230	seni:CY43_16750
ko:K14228	seni:CY43_03680
ko:K14228	seni:CY43_20590
ko:K14228	seni:CY43_23695
ko:K14228	seni:CY43_23705
ko:K14228	seni:CY43_23700
ko:K14228	seni:CY43_23365
ko:K02796	seni:CY43_09350
ko:K19592	seni:CY43_02095
ko:K19594	seni:CY43_02080
ko:K00525	seni:CY43_12210
ko:K19709	seni:CY43_06910
ko:K19688	seni:CY43_04570
ko:K05875	seni:CY43_16765
ko:K05875	seni:CY43_10120
ko:K19745	seni:CY43_17580
ko:K19778	seni:CY43_07975
ko:K19780	seni:CY43_09870
ko:K14236	seni:CY43_08975
ko:K14236	seni:CY43_08980
ko:K14236	seni:CY43_21635
ko:K19776	seni:CY43_19880
ko:K00799	seni:CY43_04620
ko:K06131	seni:CY43_04355
ko:K00799	seni:CY43_12570
ko:K06132	seni:CY43_05855
ko:K07119	seni:CY43_08115
ko:K15777	seni:CY43_16620
ko:K07147	seni:CY43_17585
ko:K19784	seni:CY43_20180
ko:K19802	seni:CY43_08590
ko:K02032	seni:CY43_06410
ko:K19803	seni:CY43_11890
ko:K21636	seni:CY43_23190
ko:K19804	seni:CY43_08725
ko:K19810	seni:CY43_22600
ko:K07662	seni:CY43_21230
ko:K07453	seni:CY43_00800
ko:K07497	seni:CY43_01945
ko:K07497	seni:CY43_04855
ko:K07126	seni:CY43_02525
ko:K01185	seni:CY43_05255
ko:K07011	seni:CY43_03895
ko:K09709	seni:CY43_04590
ko:K02485	seni:CY43_08955
ko:K00249	seni:CY43_04595
ko:K00632	seni:CY43_20830
ko:K00042	seni:CY43_16920
ko:K01139	seni:CY43_19415
ko:K01582	seni:CY43_13655
ko:K00146	seni:CY43_16310
ko:K00713	seni:CY43_09565
ko:K01271	seni:CY43_20840
ko:K09017	seni:CY43_05720
ko:K03973	seni:CY43_08625
ko:K06148	seni:CY43_22245
ko:K05874	seni:CY43_23595
ko:K02483	seni:CY43_05600
ko:K20023	seni:CY43_19185
ko:K01980	seni:CY43_21605
ko:K20265	seni:CY43_12625
ko:K07686	seni:CY43_19660
ko:K20276	seni:CY43_14295
ko:K20117	seni:CY43_14410
ko:K20118	seni:CY43_14410
ko:K19591	seni:CY43_02835
ko:K01612	seni:CY43_15250
ko:K14225	seni:CY43_10245
ko:K14225	seni:CY43_22695
ko:K14225	seni:CY43_22705
ko:K14225	seni:CY43_22700
ko:K01236	seni:CY43_07965
ko:K20542	seni:CY43_18770
ko:K20534	seni:CY43_21955
ko:K20543	seni:CY43_18765
ko:K20534	seni:CY43_03075
ko:K20534	seni:CY43_01935
ko:K20541	seni:CY43_18775
ko:K14226	seni:CY43_20585
ko:K21394	seni:CY43_19055
ko:K22132	seni:CY43_15580
ko:K20609	seni:CY43_08230
ko:K14220	seni:CY43_10810
ko:K14220	seni:CY43_10875
ko:K14220	seni:CY43_10885
ko:K14220	seni:CY43_10825
ko:K14232	seni:CY43_11970
ko:K14232	seni:CY43_20595
ko:K01977	seni:CY43_14160
ko:K01977	seni:CY43_17690
ko:K01977	seni:CY43_20385
ko:K01977	seni:CY43_21805
ko:K14219	seni:CY43_14745
ko:K14219	seni:CY43_14755
ko:K14219	seni:CY43_14750
ko:K14219	seni:CY43_14760
ko:K14231	seni:CY43_16245
ko:K14231	seni:CY43_22540
ko:K01214	seni:CY43_07955
ko:K02438	seni:CY43_18375
ko:K14232	seni:CY43_18870
ko:K14224	seni:CY43_14155
ko:K14224	seni:CY43_21810
ko:K14224	seni:CY43_20390
ko:K14224	seni:CY43_17685
ko:K01980	seni:CY43_17680
ko:K21029	seni:CY43_04530
ko:K04333	seni:CY43_05830
ko:K21021	seni:CY43_14215
ko:K21023	seni:CY43_17640
ko:K21084	seni:CY43_11445
ko:K03077	seni:CY43_00495
ko:K21085	seni:CY43_10455
ko:K21086	seni:CY43_18740
ko:K21087	seni:CY43_09185
ko:K21089	seni:CY43_11625
ko:K00821	seni:CY43_18035
ko:K21090	seni:CY43_09330
ko:K00525	seni:CY43_14675
ko:K00526	seni:CY43_14680
ko:K06217	seni:CY43_03635
ko:K02335	seni:CY43_20915
ko:K14059	seni:CY43_08450
ko:K14059	seni:CY43_05140
ko:K06217	seni:CY43_05745
ko:K02314	seni:CY43_01765
ko:K03546	seni:CY43_02300
ko:K04068	seni:CY43_23185
ko:K00560	seni:CY43_15650
ko:K02315	seni:CY43_23645
ko:K00857	seni:CY43_08940
ko:K03676	seni:CY43_19210
ko:K06197	seni:CY43_09040
ko:K01520	seni:CY43_19360
ko:K01185	seni:CY43_24185
ko:K14744	seni:CY43_13930
ko:K03791	seni:CY43_13935
ko:K01160	seni:CY43_13970
ko:K06866	seni:CY43_14095
ko:K07313	seni:CY43_09455
ko:K03791	seni:CY43_09550
ko:K09960	seni:CY43_09695
ko:K09961	seni:CY43_09705
ko:K06909	seni:CY43_09710
ko:K14744	seni:CY43_09725
ko:K06904	seni:CY43_12005
ko:K06919	seni:CY43_14345
ko:K07455	seni:CY43_09845
ko:K02316	seni:CY43_16735
ko:K10906	seni:CY43_09840
ko:K06191	seni:CY43_14665
ko:K00558	seni:CY43_10480
ko:K06903	seni:CY43_21940
ko:K06905	seni:CY43_21970
ko:K06908	seni:CY43_22000
ko:K06907	seni:CY43_22005
ko:K02314	seni:CY43_22170
ko:K06904	seni:CY43_10630
ko:K03791	seni:CY43_10670
ko:K01160	seni:CY43_10700
ko:K06952	seni:CY43_10765
ko:K06223	seni:CY43_18115
ko:K11089	seni:CY43_18295
ko:K03292	seni:CY43_00745
ko:K05934	seni:CY43_10950
ko:K13695	seni:CY43_06835
ko:K21393	seni:CY43_19060
ko:K21395	seni:CY43_19065
ko:K21449	seni:CY43_19155
ko:K21470	seni:CY43_05085
ko:K01420	seni:CY43_08485
ko:K21602	seni:CY43_19035
ko:K21645	seni:CY43_04120
ko:K21739	seni:CY43_03105
ko:K21740	seni:CY43_03110
ko:K21741	seni:CY43_03115
ko:K21746	seni:CY43_03100
ko:K21698	seni:CY43_17535
ko:K21695	seni:CY43_17530
ko:K21759	seni:CY43_15255
ko:K21948	seni:CY43_15225
ko:K13638	seni:CY43_17760
ko:K21990	seni:CY43_12800
ko:K22041	seni:CY43_06185
ko:K22015	seni:CY43_22365
ko:K22015	seni:CY43_22360
ko:K22024	seni:CY43_00820
ko:K22044	seni:CY43_04425
ko:K22025	seni:CY43_15210
ko:K22051	seni:CY43_22670
ko:K08319	seni:CY43_15230
ko:K22131	seni:CY43_15215
ko:K14274	seni:CY43_14195
ko:K22130	seni:CY43_15220
ko:K22129	seni:CY43_00815
ko:K03595	seni:CY43_13755
ko:K22105	seni:CY43_21565
ko:K22104	seni:CY43_17395
ko:K22110	seni:CY43_21185
ko:K22110	seni:CY43_05770
ko:K22110	seni:CY43_20990
ko:K22270	seni:CY43_11700
ko:K03079	seni:CY43_19080
ko:K08994	seni:CY43_07780
ko:K03078	seni:CY43_19075
ko:K03077	seni:CY43_19085
ko:K15634	seni:CY43_23855
ko:K22397	seni:CY43_18350
ko:K22293	seni:CY43_07690
ko:K13566	seni:CY43_01555
ko:K11206	seni:CY43_03440
ko:K22488	seni:CY43_15010
ko:K22486	seni:CY43_15020
ko:K22489	seni:CY43_15240
ko:K07319	seni:CY43_24285
ko:K22487	seni:CY43_15000
ko:K22505	seni:CY43_14995
ko:K22512	seni:CY43_15115
ko:K22506	seni:CY43_15110
ko:K22504	seni:CY43_15130
ko:K22508	seni:CY43_15085
ko:K22509	seni:CY43_15080
ko:K22510	seni:CY43_15075
ko:K22511	seni:CY43_15125
ko:K22513	seni:CY43_15105
ko:K22514	seni:CY43_15100
