ko:K04112	rpt:Rpal_0724
ko:K14166	rpt:Rpal_3277
ko:K14221	rpt:Rpal_R0031
ko:K13628	rpt:Rpal_2748
ko:K03892	rpt:Rpal_4077
ko:K04110	rpt:Rpal_0728
ko:K04107	rpt:Rpal_0737
ko:K10221	rpt:Rpal_5181
ko:K14227	rpt:Rpal_R0048
ko:K14227	rpt:Rpal_R0055
ko:K06133	rpt:Rpal_3758
ko:K14261	rpt:Rpal_2782
ko:K09004	rpt:Rpal_4969
ko:K14233	rpt:Rpal_R0057
ko:K02074	rpt:Rpal_0926
ko:K14228	rpt:Rpal_R0033
ko:K01977	rpt:Rpal_R0056
ko:K01980	rpt:Rpal_R0053
ko:K01980	rpt:Rpal_R0046
ko:K07005	rpt:Rpal_1617
ko:K02005	rpt:Rpal_1839
ko:K07506	rpt:Rpal_1268
ko:K01607	rpt:Rpal_5222
ko:K07483	rpt:Rpal_1112
ko:K14987	rpt:Rpal_4727
ko:K02050	rpt:Rpal_3864
ko:K14475	rpt:Rpal_2464
ko:K01607	rpt:Rpal_1515
ko:K00020	rpt:Rpal_2732
ko:K00966	rpt:Rpal_4442
ko:K07165	rpt:Rpal_2623
ko:K03406	rpt:Rpal_4064
ko:K03296	rpt:Rpal_3305
ko:K12262	rpt:Rpal_2121
ko:K07003	rpt:Rpal_4254
ko:K01426	rpt:Rpal_3322
ko:K04771	rpt:Rpal_2140
ko:K14977	rpt:Rpal_0555
ko:K00059	rpt:Rpal_3838
ko:K02014	rpt:Rpal_0836
ko:K07497	rpt:Rpal_4596
ko:K00799	rpt:Rpal_4794
ko:K00799	rpt:Rpal_4810
ko:K15011	rpt:Rpal_0575
ko:K15726	rpt:Rpal_2346
ko:K15726	rpt:Rpal_2011
ko:K01426	rpt:Rpal_1934
ko:K15512	rpt:Rpal_0744
ko:K02428	rpt:Rpal_0331
ko:K15726	rpt:Rpal_2300
ko:K15513	rpt:Rpal_0743
ko:K15022	rpt:Rpal_0138
ko:K00015	rpt:Rpal_0426
ko:K00249	rpt:Rpal_0481
ko:K00249	rpt:Rpal_1187
ko:K02031	rpt:Rpal_1656
ko:K02032	rpt:Rpal_1656
ko:K02031	rpt:Rpal_2574
ko:K02032	rpt:Rpal_2574
ko:K02031	rpt:Rpal_2915
ko:K02032	rpt:Rpal_2915
ko:K00001	rpt:Rpal_3477
ko:K00666	rpt:Rpal_4178
ko:K00249	rpt:Rpal_5033
ko:K00249	rpt:Rpal_5079
ko:K11741	rpt:Rpal_0796
ko:K01941	rpt:Rpal_1588
ko:K01457	rpt:Rpal_1651
ko:K03328	rpt:Rpal_3770
ko:K07075	rpt:Rpal_0279
ko:K01969	rpt:Rpal_2808
ko:K00380	rpt:Rpal_4916
ko:K15012	rpt:Rpal_0574
ko:K15034	rpt:Rpal_4856
ko:K15725	rpt:Rpal_2298
ko:K15652	rpt:Rpal_2628
ko:K06177	rpt:Rpal_0208
ko:K15546	rpt:Rpal_5273
ko:K01092	rpt:Rpal_1347
ko:K15554	rpt:Rpal_2882
ko:K15633	rpt:Rpal_0343
ko:K15553	rpt:Rpal_2879
ko:K15553	rpt:Rpal_2889
ko:K15555	rpt:Rpal_2881
ko:K03929	rpt:Rpal_2898
ko:K15576	rpt:Rpal_2403
ko:K03929	rpt:Rpal_4416
ko:K00220	rpt:Rpal_4928
ko:K15553	rpt:Rpal_2884
ko:K15738	rpt:Rpal_2484
ko:K15555	rpt:Rpal_2893
ko:K15554	rpt:Rpal_2894
ko:K15553	rpt:Rpal_2895
ko:K15725	rpt:Rpal_2344
ko:K01692	rpt:Rpal_1431
ko:K15790	rpt:Rpal_5092
ko:K00410	rpt:Rpal_1385
ko:K11741	rpt:Rpal_2526
ko:K01692	rpt:Rpal_0717
ko:K01692	rpt:Rpal_2014
ko:K01692	rpt:Rpal_0387
ko:K01692	rpt:Rpal_3936
ko:K03286	rpt:Rpal_5270
ko:K15727	rpt:Rpal_2010
ko:K15727	rpt:Rpal_2299
ko:K15577	rpt:Rpal_2404
ko:K00459	rpt:Rpal_5189
ko:K04765	rpt:Rpal_3151
ko:K00459	rpt:Rpal_3522
ko:K15578	rpt:Rpal_2405
ko:K01082	rpt:Rpal_1815
ko:K15861	rpt:Rpal_4729
ko:K02594	rpt:Rpal_5088
ko:K15778	rpt:Rpal_3744
ko:K15268	rpt:Rpal_2245
ko:K15866	rpt:Rpal_1958
ko:K15866	rpt:Rpal_0485
ko:K18335	rpt:Rpal_3963
ko:K15977	rpt:Rpal_4607
ko:K15987	rpt:Rpal_3012
ko:K10716	rpt:Rpal_4712
ko:K16087	rpt:Rpal_2622
ko:K15984	rpt:Rpal_4001
ko:K12340	rpt:Rpal_2851
ko:K08679	rpt:Rpal_4503
ko:K00570	rpt:Rpal_0338
ko:K09969	rpt:Rpal_2899
ko:K16080	rpt:Rpal_0473
ko:K16092	rpt:Rpal_5290
ko:K16147	rpt:Rpal_4163
ko:K16090	rpt:Rpal_3969
ko:K15726	rpt:Rpal_4972
ko:K16137	rpt:Rpal_3941
ko:K03408	rpt:Rpal_1873
ko:K02358	rpt:Rpal_3703
ko:K16087	rpt:Rpal_3699
ko:K16087	rpt:Rpal_2415
ko:K00570	rpt:Rpal_1497
ko:K16080	rpt:Rpal_4249
ko:K16079	rpt:Rpal_0925
ko:K16079	rpt:Rpal_0873
ko:K16079	rpt:Rpal_1363
ko:K16079	rpt:Rpal_3155
ko:K16079	rpt:Rpal_3853
ko:K10716	rpt:Rpal_3161
ko:K16052	rpt:Rpal_4873
ko:K16074	rpt:Rpal_4248
ko:K02049	rpt:Rpal_0134
ko:K16264	rpt:Rpal_0219
ko:K16514	rpt:Rpal_5177
ko:K16566	rpt:Rpal_3779
ko:K15555	rpt:Rpal_2954
ko:K06909	rpt:Rpal_3056
ko:K10804	rpt:Rpal_0190
ko:K03699	rpt:Rpal_3152
ko:K16370	rpt:Rpal_0383
ko:K16165	rpt:Rpal_4515
ko:K16264	rpt:Rpal_2286
ko:K11959	rpt:Rpal_4191
ko:K11959	rpt:Rpal_1443
ko:K11960	rpt:Rpal_4190
ko:K11960	rpt:Rpal_1444
ko:K11961	rpt:Rpal_1445
ko:K01166	rpt:Rpal_4864
ko:K15555	rpt:Rpal_1573
ko:K15554	rpt:Rpal_1572
ko:K15553	rpt:Rpal_1571
ko:K02026	rpt:Rpal_0130
ko:K15035	rpt:Rpal_R0062
ko:K11962	rpt:Rpal_1446
ko:K11963	rpt:Rpal_4187
ko:K11963	rpt:Rpal_1447
ko:K09969	rpt:Rpal_5283
ko:K11962	rpt:Rpal_4188
ko:K01156	rpt:Rpal_3802
ko:K01533	rpt:Rpal_1042
ko:K17716	rpt:Rpal_4586
ko:K15555	rpt:Rpal_2904
ko:K02050	rpt:Rpal_2687
ko:K16872	rpt:Rpal_1489
ko:K02196	rpt:Rpal_0203
ko:K17226	rpt:Rpal_4960
ko:K17227	rpt:Rpal_4959
ko:K17227	rpt:Rpal_1575
ko:K17325	rpt:Rpal_4893
ko:K17322	rpt:Rpal_4892
ko:K17323	rpt:Rpal_4891
ko:K17321	rpt:Rpal_4889
ko:K01990	rpt:Rpal_0576
ko:K11209	rpt:Rpal_2476
ko:K02067	rpt:Rpal_4715
ko:K11532	rpt:Rpal_2784
ko:K17324	rpt:Rpal_4894
ko:K17224	rpt:Rpal_4958
ko:K17222	rpt:Rpal_4961
ko:K17223	rpt:Rpal_4962
ko:K17225	rpt:Rpal_4957
ko:K01990	rpt:Rpal_4024
ko:K01990	rpt:Rpal_4311
ko:K01992	rpt:Rpal_4025
ko:K10112	rpt:Rpal_0132
ko:K10112	rpt:Rpal_3961
ko:K17686	rpt:Rpal_1856
ko:K18828	rpt:Rpal_2204
ko:K17662	rpt:Rpal_3017
ko:K17686	rpt:Rpal_1072
ko:K17675	rpt:Rpal_0492
ko:K17836	rpt:Rpal_0366
ko:K02226	rpt:Rpal_1185
ko:K19745	rpt:Rpal_1248
ko:K19745	rpt:Rpal_5139
ko:K07263	rpt:Rpal_4858
ko:K07263	rpt:Rpal_4857
ko:K18098	rpt:Rpal_2330
ko:K12574	rpt:Rpal_3283
ko:K00254	rpt:Rpal_0865
ko:K17760	rpt:Rpal_3601
ko:K06281	rpt:Rpal_1153
ko:K14742	rpt:Rpal_0456
ko:K03520	rpt:Rpal_5148
ko:K06441	rpt:Rpal_0137
ko:K18009	rpt:Rpal_0113
ko:K18143	rpt:Rpal_2611
ko:K18144	rpt:Rpal_2612
ko:K21430	rpt:Rpal_4812
ko:K18096	rpt:Rpal_2331
ko:K18199	rpt:Rpal_2700
ko:K06410	rpt:Rpal_2637
ko:K18118	rpt:Rpal_0538
ko:K21678	rpt:Rpal_4263
ko:K01801	rpt:Rpal_5152
ko:K18138	rpt:Rpal_4426
ko:K00138	rpt:Rpal_1399
ko:K18307	rpt:Rpal_4296
ko:K18306	rpt:Rpal_4297
ko:K03446	rpt:Rpal_4060
ko:K15856	rpt:Rpal_4473
ko:K22622	rpt:Rpal_4956
ko:K18588	rpt:Rpal_2858
ko:K03574	rpt:Rpal_1197
ko:K09796	rpt:Rpal_3279
ko:K18661	rpt:Rpal_0220
ko:K18707	rpt:Rpal_0252
ko:K10747	rpt:Rpal_0870
ko:K18901	rpt:Rpal_3429
ko:K21677	rpt:Rpal_4262
ko:K21686	rpt:Rpal_2644
ko:K18902	rpt:Rpal_3428
ko:K05366	rpt:Rpal_0580
ko:K07171	rpt:Rpal_1011
ko:K07316	rpt:Rpal_3803
ko:K18954	rpt:Rpal_1200
ko:K01971	rpt:Rpal_4171
ko:K01971	rpt:Rpal_2316
ko:K16898	rpt:Rpal_0077
ko:K11991	rpt:Rpal_1355
ko:K18138	rpt:Rpal_1685
ko:K07497	rpt:Rpal_4597
ko:K03976	rpt:Rpal_4777
ko:K18979	rpt:Rpal_0043
ko:K03526	rpt:Rpal_0520
ko:K16899	rpt:Rpal_0078
ko:K00611	rpt:Rpal_5258
ko:K19092	rpt:Rpal_3002
ko:K19221	rpt:Rpal_0788
ko:K00798	rpt:Rpal_5233
ko:K08678	rpt:Rpal_0168
ko:K00571	rpt:Rpal_0701
ko:K07062	rpt:Rpal_2505
ko:K21498	rpt:Rpal_2524
ko:K07062	rpt:Rpal_4543
ko:K07334	rpt:Rpal_2525
ko:K07172	rpt:Rpal_3974
ko:K01992	rpt:Rpal_0750
ko:K01992	rpt:Rpal_4310
ko:K19342	rpt:Rpal_2355
ko:K00947	rpt:Rpal_1627
ko:K19302	rpt:Rpal_2826
ko:K04771	rpt:Rpal_5052
ko:K04771	rpt:Rpal_4002
ko:K19267	rpt:Rpal_2976
ko:K19294	rpt:Rpal_0267
ko:K00947	rpt:Rpal_1626
ko:K19300	rpt:Rpal_0195
ko:K19339	rpt:Rpal_2350
ko:K19338	rpt:Rpal_5176
ko:K19340	rpt:Rpal_2353
ko:K19341	rpt:Rpal_2354
ko:K19294	rpt:Rpal_2846
ko:K19641	rpt:Rpal_1171
ko:K19837	rpt:Rpal_1654
ko:K19661	rpt:Rpal_1172
ko:K00799	rpt:Rpal_3568
ko:K19713	rpt:Rpal_2214
ko:K19670	rpt:Rpal_4258
ko:K19686	rpt:Rpal_4620
ko:K19687	rpt:Rpal_4619
ko:K00992	rpt:Rpal_0079
ko:K03417	rpt:Rpal_2648
ko:K19784	rpt:Rpal_3211
ko:K08744	rpt:Rpal_3460
ko:K08744	rpt:Rpal_1361
ko:K19802	rpt:Rpal_4486
ko:K21679	rpt:Rpal_4264
ko:K21636	rpt:Rpal_2642
ko:K05770	rpt:Rpal_1722
ko:K20036	rpt:Rpal_1988
ko:K20270	rpt:Rpal_1847
ko:K20807	rpt:Rpal_3146
ko:K22553	rpt:Rpal_2077
ko:K11529	rpt:Rpal_2000
ko:K22131	rpt:Rpal_1953
ko:K01214	rpt:Rpal_3733
ko:K20866	rpt:Rpal_3244
ko:K01214	rpt:Rpal_4166
ko:K16554	rpt:Rpal_3777
ko:K21137	rpt:Rpal_2171
ko:K20940	rpt:Rpal_4108
ko:K01768	rpt:Rpal_1999
ko:K21029	rpt:Rpal_0089
ko:K21136	rpt:Rpal_2170
ko:K21134	rpt:Rpal_2172
ko:K09806	rpt:Rpal_4841
ko:K21310	rpt:Rpal_3176
ko:K03651	rpt:Rpal_0128
ko:K21405	rpt:Rpal_1400
ko:K21480	rpt:Rpal_1727
ko:K03651	rpt:Rpal_1667
ko:K21420	rpt:Rpal_2986
ko:K21470	rpt:Rpal_4668
ko:K21498	rpt:Rpal_3616
ko:K21498	rpt:Rpal_1484
ko:K07334	rpt:Rpal_3615
ko:K21600	rpt:Rpal_1857
ko:K10026	rpt:Rpal_1382
ko:K21700	rpt:Rpal_4658
ko:K21498	rpt:Rpal_4828
ko:K21694	rpt:Rpal_2449
ko:K07334	rpt:Rpal_4827
ko:K21564	rpt:Rpal_4621
ko:K21564	rpt:Rpal_0837
ko:K10914	rpt:Rpal_4520
ko:K21703	rpt:Rpal_1743
ko:K21883	rpt:Rpal_3964
ko:K21936	rpt:Rpal_2413
ko:K21929	rpt:Rpal_2002
ko:K21929	rpt:Rpal_2965
ko:K21929	rpt:Rpal_1228
ko:K22025	rpt:Rpal_3957
ko:K21990	rpt:Rpal_1645
ko:K03559	rpt:Rpal_1433
ko:K03559	rpt:Rpal_3696
ko:K22067	rpt:Rpal_4228
ko:K01687	rpt:Rpal_3962
ko:K22310	rpt:Rpal_0318
ko:K02257	rpt:Rpal_0901
ko:K07755	rpt:Rpal_4080
ko:K22348	rpt:Rpal_1091
ko:K11206	rpt:Rpal_0603
