ko:K19744	pap:PSPA7_1243
ko:K12410	pap:PSPA7_4181
ko:K00045	pap:PSPA7_2921
ko:K13053	pap:PSPA7_2151
ko:K03827	pap:PSPA7_0333
ko:K07027	pap:PSPA7_3152
ko:K01497	pap:PSPA7_1054
ko:K06889	pap:PSPA7_1443
ko:K06889	pap:PSPA7_3136
ko:K06889	pap:PSPA7_3592
ko:K12372	pap:PSPA7_5120
ko:K01150	pap:PSPA7_2493
ko:K11178	pap:PSPA7_3355
ko:K07215	pap:PSPA7_4838
ko:K08967	pap:PSPA7_3588
ko:K02459	pap:PSPA7_1410
ko:K02460	pap:PSPA7_1409
ko:K11747	pap:PSPA7_4171
ko:K12240	pap:PSPA7_0875
ko:K12238	pap:PSPA7_0872
ko:K01069	pap:PSPA7_3483
ko:K00748	pap:PSPA7_1496
ko:K05595	pap:PSPA7_5951
ko:K05595	pap:PSPA7_5577
ko:K07038	pap:PSPA7_5691
ko:K09017	pap:PSPA7_0247
ko:K09017	pap:PSPA7_0537
ko:K06889	pap:PSPA7_3071
ko:K01628	pap:PSPA7_0310
ko:K13292	pap:PSPA7_0434
ko:K02994	pap:PSPA7_0851
ko:K14055	pap:PSPA7_4897
ko:K12987	pap:PSPA7_4803
ko:K12988	pap:PSPA7_5735
ko:K12993	pap:PSPA7_6239
ko:K12994	pap:PSPA7_6238
ko:K12995	pap:PSPA7_6237
ko:K13014	pap:PSPA7_1590
ko:K12963	pap:PSPA7_1587
ko:K11897	pap:PSPA7_0159
ko:K00632	pap:PSPA7_2146
ko:K00626	pap:PSPA7_1553
ko:K00626	pap:PSPA7_2683
ko:K11073	pap:PSPA7_0391
ko:K00626	pap:PSPA7_5507
ko:K11901	pap:PSPA7_3615
ko:K00568	pap:PSPA7_1958
ko:K11071	pap:PSPA7_1533
ko:K11070	pap:PSPA7_1532
ko:K11069	pap:PSPA7_1531
ko:K11901	pap:PSPA7_0155
ko:K11914	pap:PSPA7_3609
ko:K11915	pap:PSPA7_3602
ko:K11919	pap:PSPA7_2893
ko:K11893	pap:PSPA7_3605
ko:K11893	pap:PSPA7_2899
ko:K11907	pap:PSPA7_3610
ko:K11907	pap:PSPA7_0162
ko:K11907	pap:PSPA7_2890
ko:K11075	pap:PSPA7_0394
ko:K11072	pap:PSPA7_1534
ko:K03496	pap:PSPA7_5765
ko:K11891	pap:PSPA7_0148
ko:K11905	pap:PSPA7_3613
ko:K11906	pap:PSPA7_0151
ko:K11752	pap:PSPA7_1045
ko:K11901	pap:PSPA7_2896
ko:K11902	pap:PSPA7_2902
ko:K11900	pap:PSPA7_2895
ko:K03417	pap:PSPA7_4722
ko:K11910	pap:PSPA7_3616
ko:K03524	pap:PSPA7_0816
ko:K02055	pap:PSPA7_0746
ko:K02052	pap:PSPA7_0747
ko:K02054	pap:PSPA7_0749
ko:K02053	pap:PSPA7_0750
ko:K11906	pap:PSPA7_3606
ko:K00466	pap:PSPA7_3191
ko:K11753	pap:PSPA7_5201
ko:K11903	pap:PSPA7_0157
ko:K11895	pap:PSPA7_2891
ko:K04487	pap:PSPA7_1299
ko:K11894	pap:PSPA7_3607
ko:K11895	pap:PSPA7_3611
ko:K11904	pap:PSPA7_3949
ko:K00059	pap:PSPA7_2194
ko:K11895	pap:PSPA7_0161
ko:K06168	pap:PSPA7_1128
ko:K01710	pap:PSPA7_5900
ko:K11893	pap:PSPA7_0150
ko:K09898	pap:PSPA7_1664
ko:K07264	pap:PSPA7_1589
ko:K03773	pap:PSPA7_1861
ko:K01501	pap:PSPA7_3027
ko:K03719	pap:PSPA7_1144
ko:K02303	pap:PSPA7_0611
ko:K01754	pap:PSPA7_4669
ko:K03458	pap:PSPA7_3824
ko:K03386	pap:PSPA7_1618
ko:K03386	pap:PSPA7_4672
ko:K03386	pap:PSPA7_0216
ko:K03472	pap:PSPA7_0654
ko:K11892	pap:PSPA7_0149
ko:K11921	pap:PSPA7_3234
ko:K11896	pap:PSPA7_2892
ko:K07214	pap:PSPA7_2799
ko:K02302	pap:PSPA7_2597
ko:K11719	pap:PSPA7_5032
ko:K01358	pap:PSPA7_3496
ko:K11900	pap:PSPA7_3614
ko:K00042	pap:PSPA7_3831
ko:K04091	pap:PSPA7_2906
ko:K04755	pap:PSPA7_1304
ko:K11912	pap:PSPA7_0145
ko:K11913	pap:PSPA7_0152
ko:K11916	pap:PSPA7_3601
ko:K11917	pap:PSPA7_2903
ko:K01766	pap:PSPA7_1472
ko:K03543	pap:PSPA7_2319
ko:K07787	pap:PSPA7_4015
ko:K03286	pap:PSPA7_3529
ko:K03168	pap:PSPA7_2998
ko:K00299	pap:PSPA7_2905
ko:K03119	pap:PSPA7_1172
ko:K07090	pap:PSPA7_2308
ko:K00130	pap:PSPA7_6158
ko:K07497	pap:PSPA7_4947
ko:K11720	pap:PSPA7_1284
ko:K01259	pap:PSPA7_5819
ko:K12262	pap:PSPA7_4593
ko:K00316	pap:PSPA7_1422
ko:K12252	pap:PSPA7_5709
ko:K06895	pap:PSPA7_4936
ko:K01784	pap:PSPA7_1033
ko:K02000	pap:PSPA7_5828
ko:K02000	pap:PSPA7_6161
ko:K11189	pap:PSPA7_5039
ko:K02503	pap:PSPA7_0797
ko:K18302	pap:PSPA7_1462
ko:K05685	pap:PSPA7_2870
ko:K13590	pap:PSPA7_6286
ko:K05520	pap:PSPA7_0922
ko:K00215	pap:PSPA7_5479
ko:K18979	pap:PSPA7_5679
ko:K00675	pap:PSPA7_5546
ko:K13038	pap:PSPA7_6096
ko:K13288	pap:PSPA7_5680
ko:K06940	pap:PSPA7_3749
ko:K13378	pap:PSPA7_2568
ko:K00297	pap:PSPA7_0530
ko:K00407	pap:PSPA7_3775
ko:K00407	pap:PSPA7_3779
ko:K13926	pap:PSPA7_5974
ko:K13766	pap:PSPA7_3276
ko:K07394	pap:PSPA7_0403
ko:K06867	pap:PSPA7_2741
ko:K02462	pap:PSPA7_4826
ko:K05343	pap:PSPA7_3154
ko:K02503	pap:PSPA7_1829
ko:K01534	pap:PSPA7_1448
ko:K13487	pap:PSPA7_1429
ko:K13482	pap:PSPA7_3810
ko:K13483	pap:PSPA7_3356
ko:K13491	pap:PSPA7_1435
ko:K01079	pap:PSPA7_5689
ko:K07783	pap:PSPA7_4233
ko:K10778	pap:PSPA7_1546
ko:K13788	pap:PSPA7_4685
ko:K01856	pap:PSPA7_2730
ko:K05789	pap:PSPA7_1969
ko:K09806	pap:PSPA7_6031
ko:K13061	pap:PSPA7_1650
ko:K00854	pap:PSPA7_2920
ko:K12371	pap:PSPA7_5119
ko:K09945	pap:PSPA7_1156
ko:K01555	pap:PSPA7_3281
ko:K12339	pap:PSPA7_4578
ko:K12510	pap:PSPA7_4868
ko:K12685	pap:PSPA7_1611
ko:K00557	pap:PSPA7_5436
ko:K13060	pap:PSPA7_3897
ko:K04085	pap:PSPA7_3766
ko:K00146	pap:PSPA7_1028
ko:K07397	pap:PSPA7_0794
ko:K00219	pap:PSPA7_2046
ko:K00219	pap:PSPA7_5533
ko:K00799	pap:PSPA7_3617
ko:K12573	pap:PSPA7_5664
ko:K12511	pap:PSPA7_4867
ko:K07017	pap:PSPA7_3965
ko:K01055	pap:PSPA7_0317
ko:K07114	pap:PSPA7_2067
ko:K07114	pap:PSPA7_2066
ko:K13930	pap:PSPA7_0293
ko:K13628	pap:PSPA7_1301
ko:K13934	pap:PSPA7_0297
ko:K13935	pap:PSPA7_0298
ko:K07221	pap:PSPA7_2553
ko:K07221	pap:PSPA7_1842
ko:K13821	pap:PSPA7_4737
ko:K07497	pap:PSPA7_2513
ko:K01960	pap:PSPA7_6223
ko:K07130	pap:PSPA7_3206
ko:K03406	pap:PSPA7_2546
ko:K03406	pap:PSPA7_2644
ko:K05834	pap:PSPA7_5994
ko:K03406	pap:PSPA7_2234
ko:K03406	pap:PSPA7_0260
ko:K03406	pap:PSPA7_0256
ko:K03406	pap:PSPA7_3666
ko:K03406	pap:PSPA7_2672
ko:K03406	pap:PSPA7_3916
ko:K03406	pap:PSPA7_4857
ko:K03406	pap:PSPA7_4874
ko:K03406	pap:PSPA7_4876
ko:K03406	pap:PSPA7_4877
ko:K03406	pap:PSPA7_3357
ko:K03406	pap:PSPA7_5279
ko:K03406	pap:PSPA7_5137
ko:K07090	pap:PSPA7_4728
ko:K01479	pap:PSPA7_5824
ko:K00055	pap:PSPA7_4414
ko:K15778	pap:PSPA7_6098
ko:K13933	pap:PSPA7_0296
ko:K13928	pap:PSPA7_0301
ko:K01992	pap:PSPA7_1468
ko:K13929	pap:PSPA7_0292
ko:K13932	pap:PSPA7_0295
ko:K01185	pap:PSPA7_0693
ko:K02057	pap:PSPA7_0215
ko:K14058	pap:PSPA7_4186
ko:K14052	pap:PSPA7_3246
ko:K13789	pap:PSPA7_1058
ko:K02004	pap:PSPA7_2296
ko:K02004	pap:PSPA7_0143
ko:K13953	pap:PSPA7_6215
ko:K01916	pap:PSPA7_5646
ko:K01825	pap:PSPA7_2145
ko:K01782	pap:PSPA7_3568
ko:K13888	pap:PSPA7_2871
ko:K12536	pap:PSPA7_1723
ko:K12537	pap:PSPA7_1724
ko:K12545	pap:PSPA7_1721
ko:K00455	pap:PSPA7_0968
ko:K05524	pap:PSPA7_3993
ko:K04691	pap:PSPA7_5018
ko:K13007	pap:PSPA7_1985
ko:K01479	pap:PSPA7_1954
ko:K07092	pap:PSPA7_5517
ko:K12368	pap:PSPA7_5110
ko:K12369	pap:PSPA7_5117
ko:K03574	pap:PSPA7_1950
ko:K09934	pap:PSPA7_5104
ko:K00799	pap:PSPA7_2104
ko:K06884	pap:PSPA7_3161
ko:K03457	pap:PSPA7_0546
ko:K03457	pap:PSPA7_0582
ko:K07823	pap:PSPA7_0314
ko:K06879	pap:PSPA7_2351
ko:K13895	pap:PSPA7_3488
ko:K00281	pap:PSPA7_2805
ko:K08305	pap:PSPA7_1108
ko:K01491	pap:PSPA7_3507
ko:K00281	pap:PSPA7_5958
ko:K01607	pap:PSPA7_0318
ko:K09982	pap:PSPA7_4799
ko:K00303	pap:PSPA7_6204
ko:K08365	pap:PSPA7_0101
ko:K08365	pap:PSPA7_0094
ko:K01077	pap:PSPA7_1828
ko:K02203	pap:PSPA7_3550
ko:K07679	pap:PSPA7_1162
ko:K07679	pap:PSPA7_1420
ko:K06518	pap:PSPA7_1694
ko:K05845	pap:PSPA7_1217
ko:K08305	pap:PSPA7_5017
ko:K00520	pap:PSPA7_0104
ko:K03791	pap:PSPA7_0773
ko:K03791	pap:PSPA7_2430
ko:K05921	pap:PSPA7_0971
ko:K19591	pap:PSPA7_5500
ko:K01130	pap:PSPA7_2624
ko:K01826	pap:PSPA7_0967
ko:K12686	pap:PSPA7_5845
ko:K05921	pap:PSPA7_0970
ko:K01934	pap:PSPA7_5971
ko:K06075	pap:PSPA7_1789
ko:K05812	pap:PSPA7_1535
ko:K12658	pap:PSPA7_4122
ko:K01800	pap:PSPA7_2765
ko:K03724	pap:PSPA7_4429
ko:K07729	pap:PSPA7_1025
ko:K03272	pap:PSPA7_5731
ko:K07397	pap:PSPA7_4175
ko:K19595	pap:PSPA7_1624
ko:K13979	pap:PSPA7_2965
ko:K00148	pap:PSPA7_6209
ko:K06147	pap:PSPA7_4256
ko:K00114	pap:PSPA7_3312
ko:K00121	pap:PSPA7_1510
ko:K05603	pap:PSPA7_5839
ko:K00955	pap:PSPA7_5014
ko:K13634	pap:PSPA7_3553
ko:K02004	pap:PSPA7_1037
ko:K01792	pap:PSPA7_6210
ko:K01273	pap:PSPA7_6182
ko:K01426	pap:PSPA7_0285
ko:K13778	pap:PSPA7_2266
ko:K13779	pap:PSPA7_2264
ko:K10778	pap:PSPA7_3190
ko:K05297	pap:PSPA7_6126
ko:K03297	pap:PSPA7_5725
ko:K08281	pap:PSPA7_5644
ko:K13488	pap:PSPA7_1430
ko:K13481	pap:PSPA7_3809
ko:K01560	pap:PSPA7_4708
ko:K13775	pap:PSPA7_2262
ko:K09925	pap:PSPA7_3797
ko:K13938	pap:PSPA7_1691
ko:K13490	pap:PSPA7_1433
ko:K13489	pap:PSPA7_1432
ko:K00020	pap:PSPA7_1575
ko:K01961	pap:PSPA7_0597
ko:K02004	pap:PSPA7_5233
ko:K02028	pap:PSPA7_5813
ko:K07346	pap:PSPA7_5300
ko:K02651	pap:PSPA7_4873
ko:K13931	pap:PSPA7_0294
ko:K02205	pap:PSPA7_5714
ko:K07491	pap:PSPA7_4226
ko:K13894	pap:PSPA7_3487
ko:K13896	pap:PSPA7_3489
ko:K07182	pap:PSPA7_1892
ko:K13639	pap:PSPA7_2967
ko:K13893	pap:PSPA7_3486
ko:K13893	pap:PSPA7_3485
ko:K01729	pap:PSPA7_1598
ko:K08978	pap:PSPA7_6234
ko:K14232	pap:PSPA7_2512
ko:K14232	pap:PSPA7_2126
ko:K14220	pap:PSPA7_1988
ko:K14220	pap:PSPA7_5180
ko:K03719	pap:PSPA7_5122
ko:K04750	pap:PSPA7_5290
ko:K03762	pap:PSPA7_3026
ko:K01434	pap:PSPA7_0396
ko:K00090	pap:PSPA7_1209
ko:K00020	pap:PSPA7_1807
ko:K02028	pap:PSPA7_5890
ko:K08194	pap:PSPA7_3079
ko:K08196	pap:PSPA7_4365
ko:K03311	pap:PSPA7_3684
ko:K01046	pap:PSPA7_2292
ko:K10023	pap:PSPA7_4624
ko:K10024	pap:PSPA7_4625
ko:K07165	pap:PSPA7_1205
ko:K01187	pap:PSPA7_3104
ko:K03566	pap:PSPA7_1265
ko:K06597	pap:PSPA7_0514
ko:K01003	pap:PSPA7_5594
ko:K03307	pap:PSPA7_0378
ko:K08642	pap:PSPA7_3417
ko:K02030	pap:PSPA7_5891
ko:K02487	pap:PSPA7_4470
ko:K07749	pap:PSPA7_1386
ko:K00355	pap:PSPA7_4162
ko:K02510	pap:PSPA7_3089
ko:K01607	pap:PSPA7_5100
ko:K03566	pap:PSPA7_4195
ko:K02055	pap:PSPA7_5719
ko:K02030	pap:PSPA7_4374
ko:K02028	pap:PSPA7_4371
ko:K08985	pap:PSPA7_4314
ko:K02030	pap:PSPA7_1077
ko:K07497	pap:PSPA7_4697
ko:K00799	pap:PSPA7_3860
ko:K00091	pap:PSPA7_5276
ko:K07346	pap:PSPA7_3022
ko:K07497	pap:PSPA7_4229
ko:K07497	pap:PSPA7_6036
ko:K08364	pap:PSPA7_0103
ko:K08995	pap:PSPA7_3178
ko:K01826	pap:PSPA7_3330
ko:K02030	pap:PSPA7_3086
ko:K07483	pap:PSPA7_6037
ko:K04065	pap:PSPA7_5456
ko:K07068	pap:PSPA7_4369
ko:K00131	pap:PSPA7_2936
ko:K02525	pap:PSPA7_2981
ko:K05799	pap:PSPA7_0195
ko:K07782	pap:PSPA7_3386
ko:K08365	pap:PSPA7_0115
ko:K02462	pap:PSPA7_1407
ko:K07483	pap:PSPA7_2389
ko:K07483	pap:PSPA7_4698
ko:K07497	pap:PSPA7_2390
ko:K08363	pap:PSPA7_0093
ko:K08364	pap:PSPA7_0113
ko:K06884	pap:PSPA7_3109
ko:K07213	pap:PSPA7_1627
ko:K14238	pap:PSPA7_5525
ko:K02055	pap:PSPA7_0748
ko:K14234	pap:PSPA7_5899
ko:K11689	pap:PSPA7_4629
ko:K14237	pap:PSPA7_1859
ko:K14237	pap:PSPA7_2039
ko:K01977	pap:PSPA7_0811
ko:K01977	pap:PSPA7_4846
ko:K01977	pap:PSPA7_5403
ko:K01977	pap:PSPA7_6153
ko:K00520	pap:PSPA7_0090
ko:K01505	pap:PSPA7_2048
ko:K05847	pap:PSPA7_1215
ko:K14229	pap:PSPA7_4531
ko:K14229	pap:PSPA7_5178
ko:K14228	pap:PSPA7_3504
ko:K01070	pap:PSPA7_1511
ko:K01969	pap:PSPA7_3275
ko:K13580	pap:PSPA7_2222
ko:K07677	pap:PSPA7_3017
ko:K07733	pap:PSPA7_5357
ko:K05520	pap:PSPA7_4906
ko:K07483	pap:PSPA7_0473
ko:K07483	pap:PSPA7_6035
ko:K13774	pap:PSPA7_2267
ko:K13776	pap:PSPA7_2261
ko:K13777	pap:PSPA7_2263
ko:K10531	pap:PSPA7_2874
ko:K03394	pap:PSPA7_2250
ko:K03932	pap:PSPA7_0646
ko:K13643	pap:PSPA7_1298
ko:K06714	pap:PSPA7_4182
ko:K00632	pap:PSPA7_1673
ko:K01011	pap:PSPA7_5685
ko:K01011	pap:PSPA7_4099
ko:K01133	pap:PSPA7_0032
ko:K14268	pap:PSPA7_0344
ko:K01434	pap:PSPA7_3392
ko:K01266	pap:PSPA7_3840
ko:K02057	pap:PSPA7_0214
ko:K15539	pap:PSPA7_1310
ko:K14335	pap:PSPA7_4878
ko:K02010	pap:PSPA7_1608
ko:K02055	pap:PSPA7_0308
ko:K14223	pap:PSPA7_5319
ko:K02029	pap:PSPA7_3087
ko:K02029	pap:PSPA7_3088
ko:K02029	pap:PSPA7_4372
ko:K02029	pap:PSPA7_4373
ko:K14287	pap:PSPA7_1317
ko:K14236	pap:PSPA7_0819
ko:K14347	pap:PSPA7_3262
ko:K00128	pap:PSPA7_5622
ko:K14228	pap:PSPA7_5466
ko:K14233	pap:PSPA7_2605
ko:K14227	pap:PSPA7_0812
ko:K14227	pap:PSPA7_4845
ko:K14227	pap:PSPA7_6152
ko:K14227	pap:PSPA7_5402
ko:K11072	pap:PSPA7_0289
ko:K01113	pap:PSPA7_1200
ko:K14221	pap:PSPA7_3492
ko:K14221	pap:PSPA7_1860
ko:K14221	pap:PSPA7_2040
ko:K14221	pap:PSPA7_2041
ko:K00128	pap:PSPA7_4356
ko:K00018	pap:PSPA7_5272
ko:K00249	pap:PSPA7_4192
ko:K00249	pap:PSPA7_4635
ko:K00248	pap:PSPA7_5757
ko:K01130	pap:PSPA7_0263
ko:K01239	pap:PSPA7_0220
ko:K01487	pap:PSPA7_0210
ko:K01271	pap:PSPA7_5112
ko:K06147	pap:PSPA7_0878
ko:K06148	pap:PSPA7_4659
ko:K10022	pap:PSPA7_4626
ko:K00355	pap:PSPA7_4164
ko:K03293	pap:PSPA7_4729
ko:K03307	pap:PSPA7_3921
ko:K03324	pap:PSPA7_5541
ko:K07168	pap:PSPA7_3439
ko:K07003	pap:PSPA7_2060
ko:K01139	pap:PSPA7_6114
ko:K13590	pap:PSPA7_1952
ko:K06867	pap:PSPA7_1831
ko:K06867	pap:PSPA7_5252
ko:K06992	pap:PSPA7_3545
ko:K14224	pap:PSPA7_1996
ko:K14224	pap:PSPA7_2336
ko:K14224	pap:PSPA7_1998
ko:K00433	pap:PSPA7_3995
ko:K14234	pap:PSPA7_0821
ko:K14228	pap:PSPA7_2647
ko:K07213	pap:PSPA7_1570
ko:K09935	pap:PSPA7_3050
ko:K09935	pap:PSPA7_5219
ko:K14230	pap:PSPA7_5361
ko:K00799	pap:PSPA7_2334
ko:K00459	pap:PSPA7_0896
ko:K07497	pap:PSPA7_3039
ko:K14393	pap:PSPA7_1891
ko:K14219	pap:PSPA7_0340
ko:K14225	pap:PSPA7_0820
ko:K14161	pap:PSPA7_4840
ko:K00941	pap:PSPA7_1133
ko:K14219	pap:PSPA7_1762
ko:K00508	pap:PSPA7_5610
ko:K14218	pap:PSPA7_1995
ko:K14218	pap:PSPA7_1997
ko:K14228	pap:PSPA7_5665
ko:K14228	pap:PSPA7_5666
ko:K15034	pap:PSPA7_4649
ko:K02358	pap:PSPA7_0835
ko:K02803	pap:PSPA7_1357
ko:K02804	pap:PSPA7_1357
ko:K14205	pap:PSPA7_4591
ko:K14415	pap:PSPA7_5225
ko:K07116	pap:PSPA7_2876
ko:K02442	pap:PSPA7_1558
ko:K07491	pap:PSPA7_2793
ko:K02056	pap:PSPA7_0213
ko:K02058	pap:PSPA7_0224
ko:K14744	pap:PSPA7_0692
ko:K14267	pap:PSPA7_1480
ko:K14231	pap:PSPA7_5887
ko:K14170	pap:PSPA7_1963
ko:K14218	pap:PSPA7_0813
ko:K14218	pap:PSPA7_6151
ko:K14218	pap:PSPA7_4844
ko:K14218	pap:PSPA7_5401
ko:K14260	pap:PSPA7_2327
ko:K14228	pap:PSPA7_1288
ko:K14225	pap:PSPA7_4794
ko:K14441	pap:PSPA7_4596
ko:K14225	pap:PSPA7_2337
ko:K14225	pap:PSPA7_2616
ko:K14225	pap:PSPA7_2338
ko:K01524	pap:PSPA7_5986
ko:K01173	pap:PSPA7_4063
ko:K22617	pap:PSPA7_4923
ko:K15125	pap:PSPA7_2777
ko:K01985	pap:PSPA7_0815
ko:K01985	pap:PSPA7_6149
ko:K01985	pap:PSPA7_4842
ko:K01985	pap:PSPA7_5399
ko:K00249	pap:PSPA7_5729
ko:K14233	pap:PSPA7_4383
ko:K14414	pap:PSPA7_5221
ko:K07474	pap:PSPA7_2403
ko:K06147	pap:PSPA7_4420
ko:K14235	pap:PSPA7_0823
ko:K00249	pap:PSPA7_2686
ko:K00249	pap:PSPA7_3798
ko:K14237	pap:PSPA7_2457
ko:K16238	pap:PSPA7_1083
ko:K15396	pap:PSPA7_1296
ko:K14219	pap:PSPA7_3506
ko:K03292	pap:PSPA7_2622
ko:K03182	pap:PSPA7_0338
ko:K07810	pap:PSPA7_4016
ko:K04750	pap:PSPA7_4030
ko:K14233	pap:PSPA7_2302
ko:K14230	pap:PSPA7_4588
ko:K14230	pap:PSPA7_5465
ko:K14261	pap:PSPA7_5431
ko:K05559	pap:PSPA7_4324
ko:K01980	pap:PSPA7_0814
ko:K01980	pap:PSPA7_4843
ko:K01980	pap:PSPA7_5400
ko:K01980	pap:PSPA7_6150
ko:K14226	pap:PSPA7_3503
ko:K14226	pap:PSPA7_3505
ko:K14162	pap:PSPA7_4841
ko:K14232	pap:PSPA7_5179
ko:K14219	pap:PSPA7_4607
ko:K14219	pap:PSPA7_4608
ko:K14229	pap:PSPA7_4436
ko:K09017	pap:PSPA7_3827
ko:K14475	pap:PSPA7_4741
ko:K00249	pap:PSPA7_5007
ko:K14742	pap:PSPA7_1453
ko:K07165	pap:PSPA7_2872
ko:K08191	pap:PSPA7_0325
ko:K18131	pap:PSPA7_0524
ko:K18130	pap:PSPA7_1400
ko:K14652	pap:PSPA7_1047
ko:K14977	pap:PSPA7_4237
ko:K19092	pap:PSPA7_5524
ko:K13409	pap:PSPA7_0946
ko:K13408	pap:PSPA7_0947
ko:K15011	pap:PSPA7_5108
ko:K06177	pap:PSPA7_3244
ko:K18129	pap:PSPA7_3268
ko:K03321	pap:PSPA7_0030
ko:K11939	pap:PSPA7_4022
ko:K15726	pap:PSPA7_2717
ko:K01758	pap:PSPA7_0500
ko:K14682	pap:PSPA7_5949
ko:K15012	pap:PSPA7_5107
ko:K11741	pap:PSPA7_1856
ko:K12536	pap:PSPA7_4146
ko:K12543	pap:PSPA7_3411
ko:K15257	pap:PSPA7_4745
ko:K15650	pap:PSPA7_2124
ko:K15256	pap:PSPA7_4744
ko:K06998	pap:PSPA7_0884
ko:K16081	pap:PSPA7_1601
ko:K12055	pap:PSPA7_4437
ko:K15553	pap:PSPA7_1678
ko:K15727	pap:PSPA7_2716
ko:K15784	pap:PSPA7_4379
ko:K15785	pap:PSPA7_4382
ko:K15786	pap:PSPA7_4381
ko:K15738	pap:PSPA7_2140
ko:K15554	pap:PSPA7_1684
ko:K15633	pap:PSPA7_5865
ko:K15551	pap:PSPA7_1169
ko:K10831	pap:PSPA7_1170
ko:K15553	pap:PSPA7_1682
ko:K03446	pap:PSPA7_2320
ko:K02050	pap:PSPA7_2932
ko:K15552	pap:PSPA7_1171
ko:K02428	pap:PSPA7_0486
ko:K15256	pap:PSPA7_3251
ko:K07116	pap:PSPA7_4349
ko:K15554	pap:PSPA7_1679
ko:K04765	pap:PSPA7_4575
ko:K15725	pap:PSPA7_2715
ko:K01692	pap:PSPA7_3475
ko:K15866	pap:PSPA7_5713
ko:K11741	pap:PSPA7_3404
ko:K01692	pap:PSPA7_3560
ko:K01692	pap:PSPA7_1700
ko:K01692	pap:PSPA7_4005
ko:K04093	pap:PSPA7_5928
ko:K16011	pap:PSPA7_1594
ko:K12340	pap:PSPA7_0945
ko:K12537	pap:PSPA7_4145
ko:K12538	pap:PSPA7_4144
ko:K21429	pap:PSPA7_0675
ko:K15461	pap:PSPA7_1671
ko:K00459	pap:PSPA7_0801
ko:K15782	pap:PSPA7_4380
ko:K01082	pap:PSPA7_5915
ko:K15724	pap:PSPA7_0806
ko:K00638	pap:PSPA7_4802
ko:K01713	pap:PSPA7_1651
ko:K15268	pap:PSPA7_5501
ko:K15783	pap:PSPA7_4378
ko:K12542	pap:PSPA7_3409
ko:K15977	pap:PSPA7_2290
ko:K07267	pap:PSPA7_0997
ko:K12541	pap:PSPA7_3410
ko:K10716	pap:PSPA7_3836
ko:K12960	pap:PSPA7_1959
ko:K15984	pap:PSPA7_1459
ko:K19593	pap:PSPA7_1626
ko:K02226	pap:PSPA7_4110
ko:K15977	pap:PSPA7_0991
ko:K18138	pap:PSPA7_0526
ko:K02014	pap:PSPA7_0271
ko:K16152	pap:PSPA7_1720
ko:K07165	pap:PSPA7_1718
ko:K10009	pap:PSPA7_0406
ko:K16092	pap:PSPA7_4119
ko:K16091	pap:PSPA7_1204
ko:K16091	pap:PSPA7_1853
ko:K16091	pap:PSPA7_3090
ko:K16090	pap:PSPA7_5128
ko:K16090	pap:PSPA7_4068
ko:K16088	pap:PSPA7_4418
ko:K16089	pap:PSPA7_3364
ko:K16088	pap:PSPA7_0879
ko:K16147	pap:PSPA7_3155
ko:K19611	pap:PSPA7_4579
ko:K16137	pap:PSPA7_3100
ko:K02029	pap:PSPA7_4135
ko:K02030	pap:PSPA7_4132
ko:K14744	pap:PSPA7_5064
ko:K01185	pap:PSPA7_5063
ko:K13063	pap:PSPA7_3381
ko:K01626	pap:PSPA7_3383
ko:K07483	pap:PSPA7_2526
ko:K07497	pap:PSPA7_2525
ko:K02014	pap:PSPA7_5381
ko:K02014	pap:PSPA7_4019
ko:K18135	pap:PSPA7_1569
ko:K02424	pap:PSPA7_0407
ko:K02028	pap:PSPA7_4136
ko:K16087	pap:PSPA7_5620
ko:K16087	pap:PSPA7_4089
ko:K02029	pap:PSPA7_4134
ko:K03320	pap:PSPA7_2100
ko:K07267	pap:PSPA7_2950
ko:K21430	pap:PSPA7_4259
ko:K16053	pap:PSPA7_1659
ko:K16087	pap:PSPA7_5426
ko:K02029	pap:PSPA7_5892
ko:K02029	pap:PSPA7_5893
ko:K10025	pap:PSPA7_4622
ko:K16074	pap:PSPA7_3533
ko:K11734	pap:PSPA7_4651
ko:K11071	pap:PSPA7_0288
ko:K16345	pap:PSPA7_0445
ko:K01800	pap:PSPA7_3282
ko:K00209	pap:PSPA7_2211
ko:K03294	pap:PSPA7_3476
ko:K03299	pap:PSPA7_4328
ko:K16345	pap:PSPA7_0246
ko:K11070	pap:PSPA7_0287
ko:K11069	pap:PSPA7_0286
ko:K11733	pap:PSPA7_5274
ko:K01183	pap:PSPA7_4057
ko:K15555	pap:PSPA7_0264
ko:K10022	pap:PSPA7_1240
ko:K18297	pap:PSPA7_2746
ko:K16322	pap:PSPA7_4859
ko:K16165	pap:PSPA7_2767
ko:K11734	pap:PSPA7_2159
ko:K16291	pap:PSPA7_2300
ko:K11735	pap:PSPA7_0205
ko:K16137	pap:PSPA7_4681
ko:K16264	pap:PSPA7_0497
ko:K11904	pap:PSPA7_0476
ko:K03321	pap:PSPA7_2669
ko:K11959	pap:PSPA7_5579
ko:K11960	pap:PSPA7_5580
ko:K11961	pap:PSPA7_5581
ko:K14222	pap:PSPA7_2631
ko:K15555	pap:PSPA7_1680
ko:K14233	pap:PSPA7_4609
ko:K15554	pap:PSPA7_0265
ko:K15553	pap:PSPA7_0267
ko:K07122	pap:PSPA7_5024
ko:K12368	pap:PSPA7_5116
