ko:K19168	ahj:V469_19090
ko:K09858	ahj:V469_12430
ko:K00111	ahj:V469_12435
ko:K00112	ahj:V469_12440
ko:K00113	ahj:V469_12445
ko:K03385	ahj:V469_12460
ko:K07483	ahj:V469_09165
ko:K07483	ahj:V469_13870
ko:K07483	ahj:V469_07895
ko:K19000	ahj:V469_22765
ko:K02663	ahj:V469_05490
ko:K05799	ahj:V469_02135
ko:K14225	ahj:V469_04190
ko:K14225	ahj:V469_06030
ko:K14225	ahj:V469_07775
ko:K14225	ahj:V469_04200
ko:K14225	ahj:V469_04195
ko:K00632	ahj:V469_22530
ko:K20801	ahj:V469_13360
ko:K14218	ahj:V469_00395
ko:K14218	ahj:V469_19285
ko:K14218	ahj:V469_01380
ko:K14218	ahj:V469_22855
ko:K14218	ahj:V469_01745
ko:K14218	ahj:V469_22485
ko:K14218	ahj:V469_18695
ko:K02664	ahj:V469_05495
ko:K07497	ahj:V469_09155
ko:K19227	ahj:V469_12945
ko:K19229	ahj:V469_12960
ko:K19230	ahj:V469_12965
ko:K02030	ahj:V469_20025
ko:K11748	ahj:V469_21505
ko:K02030	ahj:V469_03495
ko:K02030	ahj:V469_08020
ko:K19213	ahj:V469_22925
ko:K02257	ahj:V469_06830
ko:K01154	ahj:V469_15460
ko:K19226	ahj:V469_12940
ko:K19228	ahj:V469_12950
ko:K02777	ahj:V469_06305
ko:K22468	ahj:V469_17530
ko:K22468	ahj:V469_14055
ko:K01710	ahj:V469_07000
ko:K07319	ahj:V469_18190
ko:K10953	ahj:V469_15900
ko:K19235	ahj:V469_05070
ko:K19235	ahj:V469_03570
ko:K01978	ahj:V469_23070
ko:K19236	ahj:V469_16200
ko:K00557	ahj:V469_00670
ko:K00336	ahj:V469_13450
ko:K03973	ahj:V469_12920
ko:K19265	ahj:V469_00900
ko:K00020	ahj:V469_09980
ko:K01992	ahj:V469_03965
ko:K01992	ahj:V469_20670
ko:K01582	ahj:V469_16780
ko:K19337	ahj:V469_15945
ko:K03722	ahj:V469_10645
ko:K03722	ahj:V469_07570
ko:K08604	ahj:V469_18780
ko:K07497	ahj:V469_07900
ko:K00638	ahj:V469_00185
ko:K00638	ahj:V469_03245
ko:K19334	ahj:V469_03555
ko:K19270	ahj:V469_05285
ko:K02031	ahj:V469_06005
ko:K19302	ahj:V469_18610
ko:K19270	ahj:V469_10225
ko:K08646	ahj:V469_08205
ko:K19304	ahj:V469_02835
ko:K19416	ahj:V469_08420
ko:K02475	ahj:V469_12410
ko:K06867	ahj:V469_10975
ko:K02031	ahj:V469_04315
ko:K01096	ahj:V469_08370
ko:K02495	ahj:V469_21870
ko:K02030	ahj:V469_01660
ko:K19659	ahj:V469_12230
ko:K01980	ahj:V469_00400
ko:K01980	ahj:V469_01750
ko:K01980	ahj:V469_01385
ko:K01980	ahj:V469_22220
ko:K01980	ahj:V469_03925
ko:K01980	ahj:V469_22850
ko:K01980	ahj:V469_22480
ko:K01980	ahj:V469_21540
ko:K01980	ahj:V469_18690
ko:K01980	ahj:V469_19280
ko:K18446	ahj:V469_02615
ko:K07497	ahj:V469_18200
ko:K00525	ahj:V469_18675
ko:K10024	ahj:V469_13975
ko:K15852	ahj:V469_22900
ko:K00992	ahj:V469_18345
ko:K19694	ahj:V469_06025
ko:K01985	ahj:V469_22205
ko:K01985	ahj:V469_01755
ko:K01985	ahj:V469_01390
ko:K01985	ahj:V469_22475
ko:K01985	ahj:V469_00405
ko:K01985	ahj:V469_18685
ko:K01985	ahj:V469_22845
ko:K01985	ahj:V469_19275
ko:K01985	ahj:V469_22215
ko:K01985	ahj:V469_21535
ko:K01985	ahj:V469_03930
ko:K14231	ahj:V469_02235
ko:K14231	ahj:V469_04135
ko:K14231	ahj:V469_02245
ko:K14219	ahj:V469_00120
ko:K14219	ahj:V469_02920
ko:K14219	ahj:V469_02925
ko:K14219	ahj:V469_02935
ko:K14219	ahj:V469_02930
ko:K14219	ahj:V469_13070
ko:K14219	ahj:V469_17305
ko:K14226	ahj:V469_00125
ko:K14226	ahj:V469_13075
ko:K14224	ahj:V469_03920
ko:K14224	ahj:V469_21545
ko:K14224	ahj:V469_22225
ko:K14228	ahj:V469_00130
ko:K14228	ahj:V469_02425
ko:K14228	ahj:V469_02435
ko:K14228	ahj:V469_02440
ko:K14228	ahj:V469_02430
ko:K14228	ahj:V469_02420
ko:K14228	ahj:V469_02990
ko:K14228	ahj:V469_04925
ko:K14228	ahj:V469_05630
ko:K14228	ahj:V469_07785
ko:K14232	ahj:V469_00135
ko:K14232	ahj:V469_13065
ko:K14232	ahj:V469_00770
ko:K01977	ahj:V469_00385
ko:K01977	ahj:V469_21550
ko:K01977	ahj:V469_01735
ko:K01977	ahj:V469_22865
ko:K01977	ahj:V469_22495
ko:K01977	ahj:V469_03915
ko:K01977	ahj:V469_01370
ko:K01977	ahj:V469_18705
ko:K01977	ahj:V469_22230
ko:K01977	ahj:V469_19295
ko:K14232	ahj:V469_07420
ko:K14232	ahj:V469_08780
ko:K14221	ahj:V469_00410
ko:K14221	ahj:V469_19270
ko:K14221	ahj:V469_21530
ko:K14221	ahj:V469_01395
ko:K13060	ahj:V469_20325
ko:K07666	ahj:V469_05345
ko:K10913	ahj:V469_03755
ko:K00799	ahj:V469_16685
ko:K06132	ahj:V469_21385
ko:K15777	ahj:V469_06490
ko:K07119	ahj:V469_03435
ko:K00995	ahj:V469_07770
ko:K07147	ahj:V469_01165
ko:K19804	ahj:V469_13275
ko:K07497	ahj:V469_09175
ko:K12137	ahj:V469_09375
ko:K19803	ahj:V469_03880
ko:K14230	ahj:V469_05635
ko:K14230	ahj:V469_05665
ko:K14230	ahj:V469_05645
ko:K07662	ahj:V469_22270
ko:K07274	ahj:V469_14045
ko:K21636	ahj:V469_16605
ko:K08723	ahj:V469_12050
ko:K20038	ahj:V469_16045
ko:K09796	ahj:V469_03265
ko:K22302	ahj:V469_10915
ko:K07484	ahj:V469_07815
ko:K07686	ahj:V469_07515
ko:K02030	ahj:V469_08025
ko:K14233	ahj:V469_09110
ko:K14233	ahj:V469_13410
ko:K14233	ahj:V469_13210
ko:K14234	ahj:V469_02240
ko:K00507	ahj:V469_21380
ko:K14227	ahj:V469_00390
ko:K14227	ahj:V469_19290
ko:K14227	ahj:V469_01740
ko:K14227	ahj:V469_01375
ko:K14227	ahj:V469_22490
ko:K14227	ahj:V469_18700
ko:K14227	ahj:V469_22860
ko:K14236	ahj:V469_01255
ko:K14236	ahj:V469_14650
ko:K14236	ahj:V469_17690
ko:K14236	ahj:V469_17685
ko:K14236	ahj:V469_17680
ko:K14236	ahj:V469_14645
ko:K14220	ahj:V469_02250
ko:K14220	ahj:V469_09095
ko:K14220	ahj:V469_04130
ko:K14220	ahj:V469_12380
ko:K14233	ahj:V469_02915
ko:K14233	ahj:V469_08425
ko:K14233	ahj:V469_17170
ko:K14233	ahj:V469_16195
ko:K14229	ahj:V469_03355
ko:K14229	ahj:V469_03375
ko:K14229	ahj:V469_03365
ko:K14237	ahj:V469_03360
ko:K14237	ahj:V469_03380
ko:K14237	ahj:V469_03370
ko:K14237	ahj:V469_10180
ko:K14237	ahj:V469_10190
ko:K14237	ahj:V469_10195
ko:K14237	ahj:V469_10185
ko:K14237	ahj:V469_10200
ko:K14218	ahj:V469_04235
ko:K14218	ahj:V469_04245
ko:K14218	ahj:V469_04240
ko:K14218	ahj:V469_04250
ko:K14223	ahj:V469_05640
ko:K14223	ahj:V469_05655
ko:K14223	ahj:V469_05690
ko:K14223	ahj:V469_05660
ko:K14223	ahj:V469_05650
ko:K14222	ahj:V469_06035
ko:K14222	ahj:V469_07780
ko:K14225	ahj:V469_06370
ko:K14234	ahj:V469_15980
ko:K20534	ahj:V469_16665
ko:K14220	ahj:V469_09090
ko:K19591	ahj:V469_00520
ko:K07183	ahj:V469_04390
ko:K01046	ahj:V469_20540
ko:K02081	ahj:V469_18985
ko:K20755	ahj:V469_08330
ko:K01214	ahj:V469_03415
ko:K01214	ahj:V469_12080
ko:K02790	ahj:V469_15545
ko:K02791	ahj:V469_15545
ko:K02030	ahj:V469_07480
ko:K11751	ahj:V469_17750
ko:K01200	ahj:V469_19945
ko:K21029	ahj:V469_14415
ko:K21053	ahj:V469_08530
ko:K21021	ahj:V469_12880
ko:K00821	ahj:V469_05555
ko:K21028	ahj:V469_04100
ko:K08968	ahj:V469_11585
ko:K00632	ahj:V469_10400
ko:K21218	ahj:V469_08585
ko:K02335	ahj:V469_22240
ko:K00287	ahj:V469_04570
ko:K06217	ahj:V469_05245
ko:K14059	ahj:V469_09120
ko:K06223	ahj:V469_05525
ko:K07451	ahj:V469_18150
ko:K01185	ahj:V469_18165
ko:K06866	ahj:V469_05740
ko:K14059	ahj:V469_18320
ko:K03546	ahj:V469_06280
ko:K02316	ahj:V469_18880
ko:K03553	ahj:V469_02890
ko:K14059	ahj:V469_10840
ko:K10906	ahj:V469_10870
ko:K00857	ahj:V469_13225
ko:K04068	ahj:V469_16600
ko:K00560	ahj:V469_19705
ko:K06919	ahj:V469_07810
ko:K01520	ahj:V469_22425
ko:K02315	ahj:V469_03975
ko:K02314	ahj:V469_17730
ko:K01271	ahj:V469_22515
ko:K00525	ahj:V469_11790
ko:K11894	ahj:V469_13145
ko:K02483	ahj:V469_01620
ko:K02031	ahj:V469_09285
ko:K02032	ahj:V469_09290
ko:K01139	ahj:V469_00195
ko:K02482	ahj:V469_06125
ko:K11527	ahj:V469_21105
ko:K04772	ahj:V469_01915
ko:K02483	ahj:V469_01185
ko:K21217	ahj:V469_19780
ko:K00526	ahj:V469_11795
ko:K03892	ahj:V469_13700
ko:K21405	ahj:V469_16520
ko:K21420	ahj:V469_13035
ko:K13695	ahj:V469_14865
ko:K02483	ahj:V469_19255
ko:K21470	ahj:V469_16650
ko:K01420	ahj:V469_11635
ko:K21563	ahj:V469_17480
ko:K21606	ahj:V469_04260
ko:K00344	ahj:V469_19490
ko:K21712	ahj:V469_20040
ko:K21936	ahj:V469_09610
ko:K13638	ahj:V469_18835
ko:K21965	ahj:V469_00305
ko:K21966	ahj:V469_00300
ko:K21968	ahj:V469_00290
ko:K22015	ahj:V469_09400
ko:K22015	ahj:V469_09405
ko:K21964	ahj:V469_00310
ko:K21967	ahj:V469_00295
ko:K22051	ahj:V469_05430
ko:K22132	ahj:V469_00415
ko:K09022	ahj:V469_01325
ko:K03595	ahj:V469_19045
ko:K22105	ahj:V469_21375
ko:K10948	ahj:V469_14860
ko:K22042	ahj:V469_19685
ko:K22292	ahj:V469_11785
ko:K01505	ahj:V469_21290
ko:K11206	ahj:V469_21165
ko:K22491	ahj:V469_17250
ko:K00424	ahj:V469_14205
ko:K22452	ahj:V469_05770
ko:K00424	ahj:V469_03310
ko:K01007	ahj:V469_08310
