ko:K07713	sea:SeAg_B4418
ko:K08154	sea:SeAg_B4024
ko:K00694	sea:SeAg_B3827
ko:K01766	sea:SeAg_B3130
ko:K01185	sea:SeAg_B2861
ko:K11891	sea:SeAg_B1099
ko:K11905	sea:SeAg_B1109
ko:K11906	sea:SeAg_B1105
ko:K00965	sea:SeAg_B0811
ko:K11910	sea:SeAg_B1100
ko:K03417	sea:SeAg_B0402
ko:K12151	sea:SeAg_B1971
ko:K11928	sea:SeAg_B1085
ko:K11927	sea:SeAg_B0855
ko:K11903	sea:SeAg_B3302
ko:K11907	sea:SeAg_B1102
ko:K11904	sea:SeAg_B1114
ko:K00040	sea:SeAg_B1664
ko:K10026	sea:SeAg_B3084
ko:K00040	sea:SeAg_B3308
ko:K00134	sea:SeAg_B2131
ko:K10975	sea:SeAg_B0568
ko:K11933	sea:SeAg_B0936
ko:K11934	sea:SeAg_B0871
ko:K03768	sea:SeAg_B0582
ko:K03472	sea:SeAg_B3232
ko:K04487	sea:SeAg_B2698
ko:K11717	sea:SeAg_B1798
ko:K11719	sea:SeAg_B3507
ko:K11924	sea:SeAg_B0875
ko:K01785	sea:SeAg_B0809
ko:K03425	sea:SeAg_B0673
ko:K06168	sea:SeAg_B0715
ko:K11894	sea:SeAg_B1106
ko:K11895	sea:SeAg_B1107
ko:K08234	sea:SeAg_B0276
ko:K03524	sea:SeAg_B4381
ko:K00010	sea:SeAg_B4715
ko:K00010	sea:SeAg_B4707
ko:K00029	sea:SeAg_B2616
ko:K11744	sea:SeAg_B1693
ko:K01720	sea:SeAg_B0404
ko:K01358	sea:SeAg_B0488
ko:K01710	sea:SeAg_B4148
ko:K01710	sea:SeAg_B2222
ko:K11893	sea:SeAg_B1104
ko:K10038	sea:SeAg_B0864
ko:K11932	sea:SeAg_B0653
ko:K02001	sea:SeAg_B2927
ko:K02000	sea:SeAg_B2926
ko:K00647	sea:SeAg_B2518
ko:K01759	sea:SeAg_B1739
ko:K01119	sea:SeAg_B4681
ko:K01169	sea:SeAg_B0657
ko:K11890	sea:SeAg_B0315
ko:K01187	sea:SeAg_B0440
ko:K05799	sea:SeAg_B0173
ko:K00661	sea:SeAg_B0513
ko:K00024	sea:SeAg_B3550
ko:K10972	sea:SeAg_B0561
ko:K11900	sea:SeAg_B1110
ko:K00117	sea:SeAg_B0201
ko:K07214	sea:SeAg_B0625
ko:K01089	sea:SeAg_B2199
ko:K00853	sea:SeAg_B0114
ko:K01659	sea:SeAg_B0403
ko:K07126	sea:SeAg_B2107
ko:K07726	sea:SeAg_B3863
ko:K02302	sea:SeAg_B3675
ko:K08297	sea:SeAg_B0080
ko:K03762	sea:SeAg_B4552
ko:K02362	sea:SeAg_B0623
ko:K03855	sea:SeAg_B0087
ko:K10973	sea:SeAg_B0563
ko:K08279	sea:SeAg_B0076
ko:K11751	sea:SeAg_B0540
ko:K02099	sea:SeAg_B0115
ko:K00042	sea:SeAg_B0566
ko:K00042	sea:SeAg_B3438
ko:K11748	sea:SeAg_B3655
ko:K07757	sea:SeAg_B0883
ko:K07350	sea:SeAg_B0593
ko:K10036	sea:SeAg_B0866
ko:K10037	sea:SeAg_B0865
ko:K04755	sea:SeAg_B2693
ko:K07346	sea:SeAg_B0591
ko:K03386	sea:SeAg_B0647
ko:K03386	sea:SeAg_B0441
ko:K11940	sea:SeAg_B1037
ko:K01243	sea:SeAg_B0246
ko:K11082	sea:SeAg_B0465
ko:K11084	sea:SeAg_B0467
ko:K11081	sea:SeAg_B0468
ko:K03286	sea:SeAg_B1028
ko:K07347	sea:SeAg_B0207
ko:K01085	sea:SeAg_B1076
ko:K03767	sea:SeAg_B3669
ko:K02426	sea:SeAg_B3131
ko:K06884	sea:SeAg_B1418
ko:K06905	sea:SeAg_B4462
ko:K05887	sea:SeAg_B1813
ko:K00484	sea:SeAg_B1057
ko:K11720	sea:SeAg_B4765
ko:K08225	sea:SeAg_B0632
ko:K00137	sea:SeAg_B1563
ko:K06884	sea:SeAg_B1658
ko:K04063	sea:SeAg_B1602
ko:K08997	sea:SeAg_B1828
ko:K06159	sea:SeAg_B2399
ko:K11938	sea:SeAg_B0497
ko:K01092	sea:SeAg_B2701
ko:K12291	sea:SeAg_B3688
ko:K11743	sea:SeAg_B1691
ko:K02237	sea:SeAg_B0493
ko:K05984	sea:SeAg_B1863
ko:K08299	sea:SeAg_B0077
ko:K03668	sea:SeAg_B1508
ko:K08173	sea:SeAg_B1665
ko:K00602	sea:SeAg_B4420
ko:K00974	sea:SeAg_B3390
ko:K08368	sea:SeAg_B0088
ko:K11534	sea:SeAg_B0900
ko:K08195	sea:SeAg_B2325
ko:K11534	sea:SeAg_B4020
ko:K00065	sea:SeAg_B3168
ko:K01644	sea:SeAg_B0662
ko:K11606	sea:SeAg_B2986
ko:K01250	sea:SeAg_B0704
ko:K08351	sea:SeAg_B3858
ko:K06075	sea:SeAg_B1730
ko:K03280	sea:SeAg_B3932
ko:K01058	sea:SeAg_B4186
ko:K06895	sea:SeAg_B3228
ko:K05812	sea:SeAg_B2760
ko:K04720	sea:SeAg_B0687
ko:K01524	sea:SeAg_B4140
ko:K07397	sea:SeAg_B3662
ko:K00675	sea:SeAg_B1579
ko:K00956	sea:SeAg_B3059
ko:K01630	sea:SeAg_B3439
ko:K01708	sea:SeAg_B3442
ko:K13890	sea:SeAg_B0891
ko:K13892	sea:SeAg_B0889
ko:K05685	sea:SeAg_B0943
ko:K13889	sea:SeAg_B0890
ko:K13741	sea:SeAg_B1274
ko:K13637	sea:SeAg_B4837
ko:K12943	sea:SeAg_B3193
ko:K01424	sea:SeAg_B3804
ko:K01424	sea:SeAg_B3269
ko:K19124	sea:SeAg_B3069
ko:K00215	sea:SeAg_B0071
ko:K13256	sea:SeAg_B4483
ko:K03297	sea:SeAg_B1501
ko:K13255	sea:SeAg_B4871
ko:K06879	sea:SeAg_B3110
ko:K13283	sea:SeAg_B4307
ko:K13284	sea:SeAg_B3004
ko:K13378	sea:SeAg_B2465
ko:K08353	sea:SeAg_B2187
ko:K03973	sea:SeAg_B1462
ko:K02423	sea:SeAg_B1158
ko:K13287	sea:SeAg_B3005
ko:K00297	sea:SeAg_B4353
ko:K12972	sea:SeAg_B2056
ko:K12957	sea:SeAg_B4771
ko:K13926	sea:SeAg_B3788
ko:K01699	sea:SeAg_B2163
ko:K06887	sea:SeAg_B1097
ko:K13795	sea:SeAg_B0737
ko:K03288	sea:SeAg_B0736
ko:K13788	sea:SeAg_B2479
ko:K05939	sea:SeAg_B3157
ko:K01488	sea:SeAg_B1711
ko:K02508	sea:SeAg_B1067
ko:K07497	sea:SeAg_B4808
ko:K01002	sea:SeAg_B4862
ko:K07213	sea:SeAg_B0389
ko:K05349	sea:SeAg_B2311
ko:K07348	sea:SeAg_B0594
ko:K01066	sea:SeAg_B0536
ko:K08088	sea:SeAg_B0596
ko:K06714	sea:SeAg_B2503
ko:K02315	sea:SeAg_B4864
ko:K12368	sea:SeAg_B3842
ko:K12339	sea:SeAg_B2585
ko:K12371	sea:SeAg_B3839
ko:K02485	sea:SeAg_B1392
ko:K08318	sea:SeAg_B4255
ko:K02468	sea:SeAg_B2957
ko:K11089	sea:SeAg_B3721
ko:K02040	sea:SeAg_B3729
ko:K03406	sea:SeAg_B3779
ko:K06518	sea:SeAg_B4530
ko:K04016	sea:SeAg_B4540
ko:K09994	sea:SeAg_B4549
ko:K03079	sea:SeAg_B4665
ko:K08352	sea:SeAg_B2188
ko:K02414	sea:SeAg_B1145
ko:K06157	sea:SeAg_B4767
ko:K12686	sea:SeAg_B0616
ko:K05875	sea:SeAg_B1203
ko:K03321	sea:SeAg_B1356
ko:K00657	sea:SeAg_B1670
ko:K05845	sea:SeAg_B1679
ko:K05847	sea:SeAg_B1681
ko:K00557	sea:SeAg_B4370
ko:K01664	sea:SeAg_B3666
ko:K15548	sea:SeAg_B3556
ko:K13285	sea:SeAg_B3007
ko:K12573	sea:SeAg_B4646
ko:K07793	sea:SeAg_B2900
ko:K03817	sea:SeAg_B1550
ko:K07017	sea:SeAg_B2888
ko:K11382	sea:SeAg_B2540
ko:K03468	sea:SeAg_B3555
ko:K07314	sea:SeAg_B3027
ko:K03406	sea:SeAg_B3326
ko:K15830	sea:SeAg_B2970
ko:K05520	sea:SeAg_B3456
ko:K00885	sea:SeAg_B3527
ko:K09806	sea:SeAg_B3380
ko:K05845	sea:SeAg_B2310
ko:K05847	sea:SeAg_B2308
ko:K02850	sea:SeAg_B3934
ko:K11189	sea:SeAg_B4005
ko:K01048	sea:SeAg_B4190
ko:K01061	sea:SeAg_B4198
ko:K01271	sea:SeAg_B4214
ko:K00124	sea:SeAg_B4271
ko:K06148	sea:SeAg_B4521
ko:K07114	sea:SeAg_B2451
ko:K13629	sea:SeAg_B4026
ko:K14062	sea:SeAg_B1701
ko:K14055	sea:SeAg_B1490
ko:K13888	sea:SeAg_B0942
ko:K14061	sea:SeAg_B1502
ko:K02852	sea:SeAg_B4155
ko:K12582	sea:SeAg_B4153
ko:K03272	sea:SeAg_B3386
ko:K14054	sea:SeAg_B1470
ko:K03292	sea:SeAg_B4248
ko:K08323	sea:SeAg_B1541
ko:K14064	sea:SeAg_B1194
ko:K13922	sea:SeAg_B2174
ko:K06887	sea:SeAg_B4839
ko:K13921	sea:SeAg_B2175
ko:K01782	sea:SeAg_B2528
ko:K01825	sea:SeAg_B4213
ko:K14058	sea:SeAg_B1499
ko:K14051	sea:SeAg_B1447
ko:K06211	sea:SeAg_B4904
ko:K13628	sea:SeAg_B2696
ko:K13953	sea:SeAg_B1598
ko:K02224	sea:SeAg_B2157
ko:K13794	sea:SeAg_B0739
ko:K13796	sea:SeAg_B0738
ko:K13919	sea:SeAg_B2164
ko:K12507	sea:SeAg_B1822
ko:K07245	sea:SeAg_B1250
ko:K00455	sea:SeAg_B1062
ko:K02062	sea:SeAg_B0117
ko:K09982	sea:SeAg_B4829
ko:K03490	sea:SeAg_B1856
ko:K06956	sea:SeAg_B1851
ko:K12700	sea:SeAg_B0058
ko:K12524	sea:SeAg_B0002
ko:K02004	sea:SeAg_B0555
ko:K05789	sea:SeAg_B2204
ko:K12369	sea:SeAg_B3841
ko:K04691	sea:SeAg_B3540
ko:K06156	sea:SeAg_B3741
ko:K07038	sea:SeAg_B0586
ko:K07038	sea:SeAg_B1850
ko:K01297	sea:SeAg_B1333
ko:K01087	sea:SeAg_B1192
ko:K00854	sea:SeAg_B3874
ko:K02477	sea:SeAg_B2304
ko:K04072	sea:SeAg_B1396
ko:K00098	sea:SeAg_B1538
ko:K03446	sea:SeAg_B2932
ko:K00094	sea:SeAg_B3448
ko:K11104	sea:SeAg_B4563
ko:K01150	sea:SeAg_B3256
ko:K08970	sea:SeAg_B3177
ko:K01147	sea:SeAg_B1448
ko:K02069	sea:SeAg_B0550
ko:K08177	sea:SeAg_B2736
ko:K02255	sea:SeAg_B1189
ko:K04753	sea:SeAg_B3353
ko:K02226	sea:SeAg_B0686
ko:K07497	sea:SeAg_B4807
ko:K01156	sea:SeAg_B0393
ko:K02083	sea:SeAg_B0573
ko:K07274	sea:SeAg_B1889
ko:K02847	sea:SeAg_B3931
ko:K04028	sea:SeAg_B2609
ko:K04020	sea:SeAg_B2611
ko:K04030	sea:SeAg_B2613
ko:K08305	sea:SeAg_B2951
ko:K12973	sea:SeAg_B0669
ko:K01791	sea:SeAg_B4146
ko:K08087	sea:SeAg_B0599
ko:K00996	sea:SeAg_B2207
ko:K01826	sea:SeAg_B1063
ko:K05921	sea:SeAg_B1060
ko:K13040	sea:SeAg_B1785
ko:K00146	sea:SeAg_B3300
ko:K01479	sea:SeAg_B0824
ko:K05834	sea:SeAg_B4189
ko:K06006	sea:SeAg_B4306
ko:K12660	sea:SeAg_B2425
ko:K12661	sea:SeAg_B2427
ko:K09612	sea:SeAg_B3061
ko:K00879	sea:SeAg_B3122
ko:K08349	sea:SeAg_B1596
ko:K03971	sea:SeAg_B1463
ko:K03087	sea:SeAg_B3048
ko:K12945	sea:SeAg_B2621
ko:K02191	sea:SeAg_B2152
ko:K19595	sea:SeAg_B0385
ko:K03649	sea:SeAg_B3398
ko:K00121	sea:SeAg_B1530
ko:K01176	sea:SeAg_B3878
ko:K13652	sea:SeAg_B3356
ko:K07483	sea:SeAg_B1117
ko:K13631	sea:SeAg_B4524
ko:K13638	sea:SeAg_B3607
ko:K03782	sea:SeAg_B4354
ko:K01792	sea:SeAg_B1886
ko:K09476	sea:SeAg_B1006
ko:K13641	sea:SeAg_B4434
ko:K10778	sea:SeAg_B2401
ko:K13643	sea:SeAg_B2699
ko:K13634	sea:SeAg_B1434
ko:K01070	sea:SeAg_B2340
ko:K13694	sea:SeAg_B2363
ko:K01571	sea:SeAg_B3543
ko:K01571	sea:SeAg_B0062
ko:K13821	sea:SeAg_B1083
ko:K14218	sea:SeAg_B2554
ko:K14218	sea:SeAg_B2555
ko:K13918	sea:SeAg_B3102
ko:K03292	sea:SeAg_B3967
ko:K13695	sea:SeAg_B1830
ko:K13894	sea:SeAg_B2366
ko:K13896	sea:SeAg_B2368
ko:K13497	sea:SeAg_B1422
ko:K13639	sea:SeAg_B4525
ko:K13891	sea:SeAg_B0892
ko:K13893	sea:SeAg_B2365
ko:K13620	sea:SeAg_B2237
ko:K07126	sea:SeAg_B1116
ko:K07792	sea:SeAg_B3805
ko:K14220	sea:SeAg_B2067
ko:K14220	sea:SeAg_B2115
ko:K14220	sea:SeAg_B2117
ko:K14220	sea:SeAg_B2101
ko:K11734	sea:SeAg_B0171
ko:K03292	sea:SeAg_B4249
ko:K00971	sea:SeAg_B2209
ko:K00008	sea:SeAg_B4593
ko:K08598	sea:SeAg_B2987
ko:K03201	sea:SeAg_A0038
ko:K00344	sea:SeAg_B4502
ko:K14238	sea:SeAg_B3968
ko:K14237	sea:SeAg_B0788
ko:K14237	sea:SeAg_B2560
ko:K14237	sea:SeAg_B2559
ko:K14237	sea:SeAg_B2561
ko:K01977	sea:SeAg_B2770
ko:K01977	sea:SeAg_B4116
ko:K01977	sea:SeAg_B4218
ko:K01977	sea:SeAg_B4374
ko:K01977	sea:SeAg_B4422
ko:K01977	sea:SeAg_B3592
ko:K01977	sea:SeAg_B0291
ko:K00799	sea:SeAg_B4526
ko:K14232	sea:SeAg_B3847
ko:K01983	sea:SeAg_B0508
ko:K14221	sea:SeAg_B0298
ko:K14221	sea:SeAg_B4121
ko:K14221	sea:SeAg_B0309
ko:K14219	sea:SeAg_B0600
ko:K14229	sea:SeAg_B0787
ko:K14229	sea:SeAg_B0790
ko:K14229	sea:SeAg_B2562
ko:K14229	sea:SeAg_B0791
ko:K14229	sea:SeAg_B0789
ko:K14228	sea:SeAg_B4772
ko:K14233	sea:SeAg_B2944
ko:K14228	sea:SeAg_B3481
ko:K14228	sea:SeAg_B0723
ko:K13498	sea:SeAg_B1421
ko:K08281	sea:SeAg_B1882
ko:K13740	sea:SeAg_B3000
ko:K13630	sea:SeAg_B1652
ko:K13632	sea:SeAg_B1651
ko:K13636	sea:SeAg_B4025
ko:K13735	sea:SeAg_B2668
ko:K13684	sea:SeAg_B2238
ko:K03811	sea:SeAg_B4138
ko:K13683	sea:SeAg_B2236
ko:K13654	sea:SeAg_B1572
ko:K13771	sea:SeAg_B4645
ko:K02358	sea:SeAg_B4388
ko:K00941	sea:SeAg_B2289
ko:K14187	sea:SeAg_B2813
ko:K07250	sea:SeAg_B2905
ko:K14219	sea:SeAg_B1919
ko:K14219	sea:SeAg_B1935
ko:K14230	sea:SeAg_B0720
ko:K14230	sea:SeAg_B0724
ko:K14233	sea:SeAg_B2065
ko:K14392	sea:SeAg_B3573
ko:K14233	sea:SeAg_B1045
ko:K14236	sea:SeAg_B1385
ko:K14236	sea:SeAg_B1387
ko:K14236	sea:SeAg_B4384
ko:K14347	sea:SeAg_B2569
ko:K14228	sea:SeAg_B4159
ko:K14228	sea:SeAg_B4876
ko:K14228	sea:SeAg_B4874
ko:K14228	sea:SeAg_B4875
ko:K14260	sea:SeAg_B2471
ko:K01561	sea:SeAg_B0366
ko:K07791	sea:SeAg_B4603
ko:K14232	sea:SeAg_B2378
ko:K05499	sea:SeAg_B4340
ko:K02028	sea:SeAg_B1522
ko:K02509	sea:SeAg_B1064
ko:K07771	sea:SeAg_B4554
ko:K14234	sea:SeAg_B4387
ko:K14234	sea:SeAg_B3588
ko:K14224	sea:SeAg_B2769
ko:K14224	sea:SeAg_B4117
ko:K14224	sea:SeAg_B4423
ko:K14224	sea:SeAg_B3591
ko:K14228	sea:SeAg_B1178
ko:K14233	sea:SeAg_B0955
ko:K14233	sea:SeAg_B2057
ko:K14218	sea:SeAg_B0293
ko:K14218	sea:SeAg_B4220
ko:K14218	sea:SeAg_B4376
ko:K14348	sea:SeAg_B3910
ko:K14219	sea:SeAg_B4157
ko:K14225	sea:SeAg_B4386
ko:K14393	sea:SeAg_B4533
ko:K14223	sea:SeAg_B0721
ko:K14223	sea:SeAg_B0722
ko:K14287	sea:SeAg_B0642
ko:K15034	sea:SeAg_B0281
ko:K14225	sea:SeAg_B1176
ko:K14225	sea:SeAg_B4632
ko:K14225	sea:SeAg_B4630
ko:K14225	sea:SeAg_B4631
ko:K14415	sea:SeAg_B3720
ko:K01671	sea:SeAg_B4254
ko:K04085	sea:SeAg_B3780
ko:K01990	sea:SeAg_B0852
ko:K01985	sea:SeAg_B0297
ko:K01985	sea:SeAg_B2767
ko:K01985	sea:SeAg_B4120
ko:K01985	sea:SeAg_B4379
ko:K01985	sea:SeAg_B4223
ko:K01985	sea:SeAg_B3589
ko:K01985	sea:SeAg_B4426
ko:K01985	sea:SeAg_B3587
ko:K14235	sea:SeAg_B4122
ko:K14234	sea:SeAg_B4383
ko:K02030	sea:SeAg_B1524
ko:K02029	sea:SeAg_B1521
ko:K02029	sea:SeAg_B1523
ko:K03293	sea:SeAg_B4156
ko:K02510	sea:SeAg_B1065
ko:K14234	sea:SeAg_B0358
ko:K07308	sea:SeAg_B4570
ko:K15396	sea:SeAg_B2700
ko:K14231	sea:SeAg_B3281
ko:K14231	sea:SeAg_B4599
ko:K14441	sea:SeAg_B0894
ko:K14225	sea:SeAg_B3192
ko:K01524	sea:SeAg_B2650
ko:K01051	sea:SeAg_B0822
ko:K01173	sea:SeAg_B1841
ko:K07733	sea:SeAg_B2092
ko:K03605	sea:SeAg_B1635
ko:K15035	sea:SeAg_B2840
ko:K15035	sea:SeAg_B2839
ko:K14227	sea:SeAg_B0292
ko:K14227	sea:SeAg_B4375
ko:K14227	sea:SeAg_B4219
ko:K14414	sea:SeAg_B3723
ko:K14226	sea:SeAg_B4158
ko:K14155	sea:SeAg_B1710
ko:K01978	sea:SeAg_B3436
ko:K14237	sea:SeAg_B1750
ko:K14237	sea:SeAg_B1751
ko:K14230	sea:SeAg_B3399
ko:K14219	sea:SeAg_B2534
ko:K14223	sea:SeAg_B0718
ko:K14223	sea:SeAg_B0719
ko:K14222	sea:SeAg_B1177
ko:K14170	sea:SeAg_B2811
ko:K01980	sea:SeAg_B4118
ko:K01980	sea:SeAg_B4377
ko:K01980	sea:SeAg_B3590
ko:K01980	sea:SeAg_B4221
ko:K01980	sea:SeAg_B4424
ko:K01980	sea:SeAg_B0295
ko:K14261	sea:SeAg_B2545
ko:K14230	sea:SeAg_B3135
ko:K14230	sea:SeAg_B3136
ko:K14230	sea:SeAg_B3478
ko:K14232	sea:SeAg_B4160
ko:K14219	sea:SeAg_B2940
ko:K14219	sea:SeAg_B2941
ko:K14219	sea:SeAg_B2942
ko:K14219	sea:SeAg_B2943
ko:K14155	sea:SeAg_B1608
ko:K14978	sea:SeAg_B1779
ko:K14979	sea:SeAg_B1780
ko:K14588	sea:SeAg_B0200
ko:K14977	sea:SeAg_B0572
ko:K14682	sea:SeAg_B3138
ko:K14762	sea:SeAg_B3905
ko:K16013	sea:SeAg_B0962
ko:K01146	sea:SeAg_B3115
ko:K03087	sea:SeAg_B3045
ko:K14591	sea:SeAg_B0427
ko:K15351	sea:SeAg_B1768
ko:K15352	sea:SeAg_B2891
ko:K07497	sea:SeAg_B3979
ko:K00932	sea:SeAg_B3430
ko:K07733	sea:SeAg_B4777
ko:K03605	sea:SeAg_B1345
ko:K06919	sea:SeAg_B4783
ko:K14587	sea:SeAg_B1544
ko:K14742	sea:SeAg_B1311
ko:K14761	sea:SeAg_B0587
ko:K16012	sea:SeAg_B0961
ko:K15257	sea:SeAg_B1217
ko:K15256	sea:SeAg_B1218
ko:K15582	sea:SeAg_B1401
ko:K15353	sea:SeAg_B1257
ko:K15346	sea:SeAg_B1772
ko:K15347	sea:SeAg_B1960
ko:K15349	sea:SeAg_B1526
ko:K15350	sea:SeAg_B1769
ko:K15368	sea:SeAg_B1774
ko:K15344	sea:SeAg_B1775
ko:K15345	sea:SeAg_B1773
ko:K15580	sea:SeAg_B1399
ko:K15580	sea:SeAg_B1471
ko:K15545	sea:SeAg_B1684
ko:K15773	sea:SeAg_B4813
ko:K15738	sea:SeAg_B1020
ko:K15461	sea:SeAg_B2519
ko:K15540	sea:SeAg_B3975
ko:K15539	sea:SeAg_B2676
ko:K01082	sea:SeAg_B4683
ko:K15532	sea:SeAg_B1211
ko:K02428	sea:SeAg_B3266
ko:K03929	sea:SeAg_B1534
ko:K15633	sea:SeAg_B3922
ko:K15735	sea:SeAg_B2907
ko:K15724	sea:SeAg_B0242
ko:K15736	sea:SeAg_B2903
ko:K04765	sea:SeAg_B3087
ko:K15722	sea:SeAg_B1852
ko:K00254	sea:SeAg_B1016
ko:K18140	sea:SeAg_B3580
ko:K15723	sea:SeAg_B3109
ko:K15833	sea:SeAg_B2975
ko:K15827	sea:SeAg_B2973
ko:K15828	sea:SeAg_B2972
ko:K15583	sea:SeAg_B1402
ko:K16347	sea:SeAg_B4613
ko:K15836	sea:SeAg_B2981
ko:K15536	sea:SeAg_B4721
ko:K15342	sea:SeAg_B3066
ko:K15832	sea:SeAg_B2968
ko:K15834	sea:SeAg_B2967
ko:K15841	sea:SeAg_B2725
ko:K15831	sea:SeAg_B2969
ko:K15268	sea:SeAg_B1653
ko:K15829	sea:SeAg_B2971
ko:K04093	sea:SeAg_B1912
ko:K12541	sea:SeAg_B2837
ko:K03712	sea:SeAg_B1650
ko:K12542	sea:SeAg_B2838
ko:K10716	sea:SeAg_B1404
ko:K15984	sea:SeAg_B3796
ko:K15974	sea:SeAg_B2930
ko:K15977	sea:SeAg_B3420
ko:K18968	sea:SeAg_B0421
ko:K18984	sea:SeAg_B1776
ko:K15922	sea:SeAg_B4250
ko:K16092	sea:SeAg_B4372
ko:K07307	sea:SeAg_B1675
ko:K02198	sea:SeAg_B4042
ko:K02194	sea:SeAg_B4046
ko:K16088	sea:SeAg_B1981
ko:K16089	sea:SeAg_B2345
ko:K16345	sea:SeAg_B3964
ko:K19611	sea:SeAg_B2889
ko:K16137	sea:SeAg_B1737
ko:K07347	sea:SeAg_B3974
ko:K16052	sea:SeAg_B1488
ko:K12516	sea:SeAg_B3678
ko:K02495	sea:SeAg_B4236
ko:K19221	sea:SeAg_B1428
ko:K16053	sea:SeAg_B0614
ko:K07347	sea:SeAg_B2295
ko:K16076	sea:SeAg_B1589
ko:K10013	sea:SeAg_B2496
ko:K16066	sea:SeAg_B1660
ko:K16074	sea:SeAg_B1496
ko:K01801	sea:SeAg_B2322
ko:K16370	sea:SeAg_B1845
ko:K03299	sea:SeAg_B2638
ko:K16322	sea:SeAg_B3792
ko:K16371	sea:SeAg_B3444
ko:K16291	sea:SeAg_B2137
ko:K16165	sea:SeAg_B2323
ko:K01223	sea:SeAg_B4001
ko:K04014	sea:SeAg_B4538
ko:K04015	sea:SeAg_B4539
ko:K16263	sea:SeAg_B4606
ko:K16264	sea:SeAg_B0794
ko:K16693	sea:SeAg_B4152
ko:K16703	sea:SeAg_B2225
ko:K16704	sea:SeAg_B4150
ko:K16711	sea:SeAg_B2224
ko:K16692	sea:SeAg_B2241
ko:K16710	sea:SeAg_B2226
ko:K16695	sea:SeAg_B2227
ko:K19230	sea:SeAg_B1454
ko:K16651	sea:SeAg_B2181
ko:K18816	sea:SeAg_B1542
ko:K07012	sea:SeAg_B3072
ko:K16950	sea:SeAg_B2703
ko:K16951	sea:SeAg_B2704
ko:K16850	sea:SeAg_B0693
ko:K16787	sea:SeAg_B3237
ko:K16786	sea:SeAg_B3236
ko:K16785	sea:SeAg_B3235
ko:K16923	sea:SeAg_B3234
ko:K16849	sea:SeAg_B0692
ko:K16868	sea:SeAg_B1553
ko:K02195	sea:SeAg_B4045
ko:K02196	sea:SeAg_B2386
ko:K17467	sea:SeAg_B3994
ko:K17195	sea:SeAg_B4596
ko:K00371	sea:SeAg_B1583
ko:K00374	sea:SeAg_B1581
ko:K00373	sea:SeAg_B1582
ko:K02503	sea:SeAg_B1980
ko:K17247	sea:SeAg_B3569
ko:K19697	sea:SeAg_B2180
ko:K13923	sea:SeAg_B2170
ko:K11209	sea:SeAg_B2490
ko:K00370	sea:SeAg_B1584
ko:K03585	sea:SeAg_B0517
ko:K07307	sea:SeAg_B2681
ko:K12678	sea:SeAg_B3981
ko:K18139	sea:SeAg_B0383
ko:K15841	sea:SeAg_B2724
ko:K17713	sea:SeAg_B2671
ko:K17468	sea:SeAg_B3993
ko:K17463	sea:SeAg_B3992
ko:K17465	sea:SeAg_B3996
ko:K17464	sea:SeAg_B3997
ko:K17466	sea:SeAg_B3995
ko:K01990	sea:SeAg_B0204
ko:K17473	sea:SeAg_B3998
ko:K01992	sea:SeAg_B0205
ko:K05601	sea:SeAg_B0937
ko:K17686	sea:SeAg_B0545
ko:K19229	sea:SeAg_B1455
ko:K19789	sea:SeAg_B2372
ko:K17837	sea:SeAg_B3954
ko:K17722	sea:SeAg_B2332
ko:K17723	sea:SeAg_B2333
ko:K17758	sea:SeAg_B4633
ko:K17759	sea:SeAg_B4633
ko:K18015	sea:SeAg_B2423
ko:K03292	sea:SeAg_B4311
ko:K17938	sea:SeAg_B0412
ko:K18325	sea:SeAg_B0620
ko:K18895	sea:SeAg_B2886
ko:K18148	sea:SeAg_B0348
ko:K18141	sea:SeAg_B3582
ko:K00001	sea:SeAg_B4287
ko:K21430	sea:SeAg_B0897
ko:K21469	sea:SeAg_B2622
ko:K03605	sea:SeAg_B3319
ko:K08156	sea:SeAg_B0431
ko:K19597	sea:SeAg_B0387
ko:K18324	sea:SeAg_B2625
ko:K18326	sea:SeAg_B2259
ko:K18479	sea:SeAg_B4253
ko:K18478	sea:SeAg_B4257
ko:K18446	sea:SeAg_B3388
ko:K18475	sea:SeAg_B1163
ko:K18507	sea:SeAg_B3746
ko:K18522	sea:SeAg_B3158
ko:K18521	sea:SeAg_B3128
ko:K18518	sea:SeAg_B1809
ko:K18504	sea:SeAg_B3518
ko:K18505	sea:SeAg_B4162
ko:K18511	sea:SeAg_B2936
ko:K18512	sea:SeAg_B1504
ko:K18508	sea:SeAg_B0906
ko:K18513	sea:SeAg_B2404
ko:K18523	sea:SeAg_B3159
ko:K18506	sea:SeAg_B0123
ko:K18520	sea:SeAg_B2279
ko:K18502	sea:SeAg_B1134
ko:K18503	sea:SeAg_B0542
ko:K18509	sea:SeAg_B1518
ko:K18515	sea:SeAg_B3108
ko:K18516	sea:SeAg_B4234
ko:K18528	sea:SeAg_B4365
ko:K18527	sea:SeAg_B4232
ko:K18691	sea:SeAg_B2729
ko:K18697	sea:SeAg_B2731
ko:K18142	sea:SeAg_B3583
ko:K18765	sea:SeAg_B3566
ko:K08138	sea:SeAg_B4699
ko:K18828	sea:SeAg_B4731
ko:K18850	sea:SeAg_B1955
ko:K18889	sea:SeAg_B0500
ko:K18864	sea:SeAg_B2254
ko:K18868	sea:SeAg_B3385
ko:K21645	sea:SeAg_B4842
