ko:K02495	ese:ECSF_3720
ko:K03543	ese:ECSF_2481
ko:K03446	ese:ECSF_2482
ko:K07173	ese:ECSF_2485
ko:K01919	ese:ECSF_2486
ko:K03563	ese:ECSF_2489
ko:K01872	ese:ECSF_2490
ko:K03565	ese:ECSF_2491
ko:K02781	ese:ECSF_2498
ko:K07058	ese:ECSF_3350
ko:K07290	ese:ECSF_3352
ko:K00874	ese:ECSF_3354
ko:K11103	ese:ECSF_3356
ko:K00694	ese:ECSF_3361
ko:K07154	ese:ECSF_3371
ko:K07154	ese:ECSF_3372
ko:K12372	ese:ECSF_3374
ko:K12371	ese:ECSF_3375
ko:K12370	ese:ECSF_3376
ko:K12369	ese:ECSF_3377
ko:K12368	ese:ECSF_3379
ko:K12975	ese:ECSF_3381
ko:K08177	ese:ECSF_3382
ko:K01246	ese:ECSF_3384
ko:K03826	ese:ECSF_3385
ko:K07726	ese:ECSF_3390
ko:K03704	ese:ECSF_3391
ko:K01879	ese:ECSF_3393
ko:K01878	ese:ECSF_3394
ko:K01805	ese:ECSF_3400
ko:K10543	ese:ECSF_3401
ko:K10545	ese:ECSF_3402
ko:K10544	ese:ECSF_3403
ko:K02774	ese:ECSF_4237
ko:K09982	ese:ECSF_4242
ko:K07357	ese:ECSF_4253
ko:K07345	ese:ECSF_4255
ko:K07351	ese:ECSF_4256
ko:K07347	ese:ECSF_4258
ko:K07348	ese:ECSF_4259
ko:K07349	ese:ECSF_4260
ko:K07350	ese:ECSF_4261
ko:K16321	ese:ECSF_4262
ko:K01686	ese:ECSF_4263
ko:K01305	ese:ECSF_4271
ko:K07559	ese:ECSF_4274
ko:K09803	ese:ECSF_4284
ko:K16785	ese:ECSF_2722
ko:K02037	ese:ECSF_3575
ko:K02040	ese:ECSF_3576
ko:K00820	ese:ECSF_3577
ko:K04042	ese:ECSF_3578
ko:K02114	ese:ECSF_3579
ko:K02112	ese:ECSF_3580
ko:K02115	ese:ECSF_3581
ko:K02111	ese:ECSF_3582
ko:K02113	ese:ECSF_3583
ko:K02109	ese:ECSF_3584
ko:K02110	ese:ECSF_3585
ko:K02108	ese:ECSF_3586
ko:K03501	ese:ECSF_3588
ko:K03495	ese:ECSF_3589
ko:K06205	ese:ECSF_3590
ko:K01914	ese:ECSF_3592
ko:K03924	ese:ECSF_3594
ko:K03549	ese:ECSF_3595
ko:K06726	ese:ECSF_3596
ko:K10441	ese:ECSF_3597
ko:K02529	ese:ECSF_3601
ko:K09897	ese:ECSF_3605
ko:K07391	ese:ECSF_3606
ko:K01652	ese:ECSF_3609
ko:K11258	ese:ECSF_3610
ko:K00826	ese:ECSF_3611
ko:K01687	ese:ECSF_3612
ko:K01754	ese:ECSF_3613
ko:K02521	ese:ECSF_3614
ko:K00053	ese:ECSF_3615
ko:K03656	ese:ECSF_3617
ko:K01524	ese:ECSF_3618
ko:K03732	ese:ECSF_3619
ko:K03671	ese:ECSF_3620
ko:K03628	ese:ECSF_3622
ko:K05790	ese:ECSF_3625
ko:K03319	ese:ECSF_0696
ko:K01681	ese:ECSF_0697
ko:K01051	ese:ECSF_0698
ko:K00833	ese:ECSF_0700
ko:K01012	ese:ECSF_0701
ko:K02169	ese:ECSF_0703
ko:K01935	ese:ECSF_0704
ko:K03702	ese:ECSF_0705
ko:K03639	ese:ECSF_0707
ko:K03638	ese:ECSF_0708
ko:K03637	ese:ECSF_0709
ko:K03636	ese:ECSF_0710
ko:K06890	ese:ECSF_0712
ko:K06890	ese:ECSF_0713
ko:K01993	ese:ECSF_0721
ko:K11927	ese:ECSF_0723
ko:K13574	ese:ECSF_0727
ko:K16090	ese:ECSF_0731
ko:K13650	ese:ECSF_0732
ko:K10037	ese:ECSF_0736
ko:K10036	ese:ECSF_0737
ko:K04047	ese:ECSF_0738
ko:K11939	ese:ECSF_0739
ko:K11934	ese:ECSF_0740
ko:K11924	ese:ECSF_0742
ko:K00656	ese:ECSF_0747
ko:K04069	ese:ECSF_0748
ko:K05777	ese:ECSF_1615
ko:K05778	ese:ECSF_1616
ko:K05779	ese:ECSF_1617
ko:K08320	ese:ECSF_1620
ko:K00262	ese:ECSF_1622
ko:K01008	ese:ECSF_1624
ko:K04773	ese:ECSF_1626
ko:K08281	ese:ECSF_1629
ko:K08369	ese:ECSF_1630
ko:K08369	ese:ECSF_1636
ko:K09916	ese:ECSF_1638
ko:K00134	ese:ECSF_1640
ko:K01792	ese:ECSF_1641
ko:K07180	ese:ECSF_1644
ko:K09786	ese:ECSF_1645
ko:K03449	ese:ECSF_1652
ko:K09712	ese:ECSF_1654
ko:K13069	ese:ECSF_1655
ko:K11250	ese:ECSF_1659
ko:K03684	ese:ECSF_1660
ko:K07285	ese:ECSF_1662
ko:K09917	ese:ECSF_1667
ko:K01665	ese:ECSF_1668
ko:K02468	ese:ECSF_2501
ko:K02467	ese:ECSF_2502
ko:K12266	ese:ECSF_2503
ko:K12264	ese:ECSF_2504
ko:K12265	ese:ECSF_2505
ko:K04656	ese:ECSF_2506
ko:K05796	ese:ECSF_2507
ko:K08315	ese:ECSF_2510
ko:K15834	ese:ECSF_2511
ko:K15832	ese:ECSF_2512
ko:K15831	ese:ECSF_2513
ko:K15830	ese:ECSF_2514
ko:K15829	ese:ECSF_2515
ko:K15828	ese:ECSF_2516
ko:K15827	ese:ECSF_2517
ko:K15833	ese:ECSF_2518
ko:K04651	ese:ECSF_2519
ko:K04653	ese:ECSF_2521
ko:K04654	ese:ECSF_2522
ko:K15836	ese:ECSF_2524
ko:K03555	ese:ECSF_2527
ko:K07314	ese:ECSF_2528
ko:K06194	ese:ECSF_2538
ko:K00573	ese:ECSF_2539
ko:K03787	ese:ECSF_2540
ko:K06176	ese:ECSF_2541
ko:K01770	ese:ECSF_2542
ko:K00991	ese:ECSF_2543
ko:K05589	ese:ECSF_2544
ko:K00860	ese:ECSF_2546
ko:K00957	ese:ECSF_2548
ko:K09612	ese:ECSF_2549
ko:K00390	ese:ECSF_2551
ko:K00381	ese:ECSF_2552
ko:K01737	ese:ECSF_2554
ko:K00313	ese:ECSF_2555
ko:K02529	ese:ECSF_3404
ko:K00835	ese:ECSF_3407
ko:K08092	ese:ECSF_3410
ko:K00880	ese:ECSF_3416
ko:K09955	ese:ECSF_3422
ko:K00138	ese:ECSF_3423
ko:K13954	ese:ECSF_3425
ko:K03833	ese:ECSF_3426
ko:K01042	ese:ECSF_3427
ko:K00009	ese:ECSF_3432
ko:K02562	ese:ECSF_3433
ko:K14762	ese:ECSF_3435
ko:K00427	ese:ECSF_3439
ko:K14348	ese:ECSF_3440
ko:K03216	ese:ECSF_3442
ko:K00640	ese:ECSF_3443
ko:K00057	ese:ECSF_3444
ko:K03071	ese:ECSF_3445
ko:K15633	ese:ECSF_3448
ko:K09798	ese:ECSF_3450
ko:K00060	ese:ECSF_3452
ko:K03274	ese:ECSF_3454
ko:K02841	ese:ECSF_3456
ko:K02847	ese:ECSF_3457
ko:K02850	ese:ECSF_3460
ko:K02317	ese:ECSF_4296
ko:K13255	ese:ECSF_4301
ko:K02344	ese:ECSF_4304
ko:K03789	ese:ECSF_4305
ko:K08723	ese:ECSF_4306
ko:K02837	ese:ECSF_4307
ko:K03424	ese:ECSF_4311
ko:K01839	ese:ECSF_4316
ko:K03800	ese:ECSF_4319
ko:K01079	ese:ECSF_4321
ko:K04485	ese:ECSF_4322
ko:K06211	ese:ECSF_4323
ko:K08309	ese:ECSF_4327
ko:K03720	ese:ECSF_4328
ko:K05804	ese:ECSF_4331
ko:K05805	ese:ECSF_4332
ko:K07663	ese:ECSF_4333
ko:K07641	ese:ECSF_4334
ko:K06143	ese:ECSF_4335
ko:K07773	ese:ECSF_4336
ko:K03750	ese:ECSF_0751
ko:K13051	ese:ECSF_0752
ko:K13892	ese:ECSF_0753
ko:K13889	ese:ECSF_0754
ko:K13890	ese:ECSF_0755
ko:K13891	ese:ECSF_0756
ko:K14441	ese:ECSF_0760
ko:K11534	ese:ECSF_0765
ko:K08160	ese:ECSF_0767
ko:K07085	ese:ECSF_0772
ko:K11073	ese:ECSF_0779
ko:K11076	ese:ECSF_0780
ko:K11075	ese:ECSF_0781
ko:K11074	ese:ECSF_0782
ko:K03212	ese:ECSF_0784
ko:K09996	ese:ECSF_0785
ko:K09999	ese:ECSF_0787
ko:K09997	ese:ECSF_0788
ko:K11066	ese:ECSF_0792
ko:K01620	ese:ECSF_0795
ko:K00156	ese:ECSF_0796
ko:K11933	ese:ECSF_0797
ko:K06188	ese:ECSF_0800
ko:K09824	ese:ECSF_0802
ko:K13888	ese:ECSF_0803
ko:K05685	ese:ECSF_0804
ko:K03704	ese:ECSF_0805
ko:K01752	ese:ECSF_1670
ko:K00563	ese:ECSF_1678
ko:K03704	ese:ECSF_1679
ko:K08169	ese:ECSF_1685
ko:K03799	ese:ECSF_1686
ko:K03797	ese:ECSF_1687
ko:K03607	ese:ECSF_1688
ko:K03808	ese:ECSF_1690
ko:K07156	ese:ECSF_1699
ko:K10857	ese:ECSF_1702
ko:K01354	ese:ECSF_1703
ko:K09918	ese:ECSF_1706
ko:K08289	ese:ECSF_1707
ko:K01625	ese:ECSF_1708
ko:K01690	ese:ECSF_1709
ko:K00036	ese:ECSF_1710
ko:K00873	ese:ECSF_1712
ko:K02560	ese:ECSF_1713
ko:K09817	ese:ECSF_1716
ko:K09816	ese:ECSF_1717
ko:K03551	ese:ECSF_1720
ko:K03550	ese:ECSF_1721
ko:K01159	ese:ECSF_1723
ko:K08310	ese:ECSF_1725
ko:K01876	ese:ECSF_1726
ko:K00847	ese:ECSF_2565
ko:K16077	ese:ECSF_2566
ko:K01193	ese:ECSF_2568
ko:K03484	ese:ECSF_2569
ko:K10026	ese:ECSF_2570
ko:K06872	ese:ECSF_2571
ko:K01689	ese:ECSF_2572
ko:K01937	ese:ECSF_2573
ko:K03215	ese:ECSF_2576
ko:K07678	ese:ECSF_2577
ko:K01706	ese:ECSF_2578
ko:K13918	ese:ECSF_2579
ko:K06175	ese:ECSF_2582
ko:K15723	ese:ECSF_2584
ko:K06879	ese:ECSF_2585
ko:K06966	ese:ECSF_2586
ko:K03837	ese:ECSF_2587
ko:K01752	ese:ECSF_2588
ko:K01146	ese:ECSF_2589
ko:K00048	ese:ECSF_2590
ko:K01628	ese:ECSF_2591
ko:K02429	ese:ECSF_2592
ko:K01818	ese:ECSF_2593
ko:K02431	ese:ECSF_2595
ko:K02430	ese:ECSF_2596
ko:K06968	ese:ECSF_2597
ko:K01766	ese:ECSF_2601
ko:K02426	ese:ECSF_2602
ko:K08304	ese:ECSF_2604
ko:K11901	ese:ECSF_2605
ko:K11900	ese:ECSF_2606
ko:K11893	ese:ECSF_2607
ko:K11892	ese:ECSF_2608
ko:K11903	ese:ECSF_2610
ko:K11907	ese:ECSF_2611
ko:K02840	ese:ECSF_3463
ko:K02848	ese:ECSF_3465
ko:K02844	ese:ECSF_3466
ko:K02527	ese:ECSF_3469
ko:K00954	ese:ECSF_3470
ko:K02913	ese:ECSF_3472
ko:K02902	ese:ECSF_3473
ko:K03630	ese:ECSF_3474
ko:K13038	ese:ECSF_3475
ko:K05501	ese:ECSF_3477
ko:K00762	ese:ECSF_3478
ko:K00989	ese:ECSF_3479
ko:K01972	ese:ECSF_3482
ko:K00942	ese:ECSF_3484
ko:K03060	ese:ECSF_3485
ko:K00556	ese:ECSF_3487
ko:K03655	ese:ECSF_3488
ko:K03312	ese:ECSF_3489
ko:K16345	ese:ECSF_3490
ko:K09988	ese:ECSF_3492
ko:K00847	ese:ECSF_3493
ko:K01624	ese:ECSF_3494
ko:K01624	ese:ECSF_3495
ko:K01811	ese:ECSF_3500
ko:K02073	ese:ECSF_3505
ko:K07726	ese:ECSF_3509
ko:K06901	ese:ECSF_3511
ko:K01486	ese:ECSF_3512
ko:K07783	ese:ECSF_3514
ko:K07675	ese:ECSF_3515
ko:K00348	ese:ECSF_P1-0068
ko:K07243	ese:ECSF_P1-0069
ko:K07230	ese:ECSF_P1-0070
ko:K02003	ese:ECSF_P1-0074
ko:K06891	ese:ECSF_0806
ko:K03694	ese:ECSF_0807
ko:K02518	ese:ECSF_0808
ko:K00684	ese:ECSF_0809
ko:K00384	ese:ECSF_0812
ko:K03466	ese:ECSF_0814
ko:K03634	ese:ECSF_0815
ko:K07478	ese:ECSF_0816
ko:K01875	ese:ECSF_0817
ko:K07306	ese:ECSF_0818
ko:K08219	ese:ECSF_0822
ko:K04069	ese:ECSF_0823
ko:K00656	ese:ECSF_0824
ko:K09136	ese:ECSF_0826
ko:K00831	ese:ECSF_0828
ko:K00800	ese:ECSF_0829
ko:K07387	ese:ECSF_0830
ko:K00945	ese:ECSF_0831
ko:K02945	ese:ECSF_0832
ko:K05788	ese:ECSF_0833
ko:K00912	ese:ECSF_0836
ko:K09927	ese:ECSF_0837
ko:K09791	ese:ECSF_0838
ko:K00979	ese:ECSF_0839
ko:K06219	ese:ECSF_0842
ko:K03633	ese:ECSF_0843
ko:K03804	ese:ECSF_0844
ko:K03632	ese:ECSF_0845
ko:K01893	ese:ECSF_0851
ko:K00763	ese:ECSF_0852
ko:K01256	ese:ECSF_0853
ko:K15554	ese:ECSF_0855
ko:K15553	ese:ECSF_0857
ko:K00299	ese:ECSF_0858
ko:K07140	ese:ECSF_0861
ko:K12297	ese:ECSF_0862
ko:K07136	ese:ECSF_1729
ko:K15256	ese:ECSF_1730
ko:K15257	ese:ECSF_1731
ko:K07821	ese:ECSF_1733
ko:K09907	ese:ECSF_1735
ko:K01887	ese:ECSF_1736
ko:K03516	ese:ECSF_1737
ko:K02400	ese:ECSF_1738
ko:K02401	ese:ECSF_1739
ko:K03414	ese:ECSF_1740
ko:K03413	ese:ECSF_1741
ko:K03412	ese:ECSF_1742
ko:K03408	ese:ECSF_1745
ko:K03407	ese:ECSF_1746
ko:K02557	ese:ECSF_1747
ko:K02556	ese:ECSF_1748
ko:K02402	ese:ECSF_1749
ko:K02403	ese:ECSF_1750
ko:K14064	ese:ECSF_1751
ko:K00697	ese:ECSF_1752
ko:K01087	ese:ECSF_1753
ko:K10538	ese:ECSF_1754
ko:K10539	ese:ECSF_1755
ko:K10537	ese:ECSF_1756
ko:K02255	ese:ECSF_1757
ko:K02217	ese:ECSF_1760
ko:K03834	ese:ECSF_1762
ko:K07039	ese:ECSF_1763
ko:K00995	ese:ECSF_1764
ko:K03703	ese:ECSF_1765
ko:K07689	ese:ECSF_1766
ko:K10010	ese:ECSF_1769
ko:K10009	ese:ECSF_1770
ko:K02424	ese:ECSF_1772
ko:K02425	ese:ECSF_1773
ko:K02405	ese:ECSF_1774
ko:K02406	ese:ECSF_1776
ko:K02407	ese:ECSF_1777
ko:K02422	ese:ECSF_1778
ko:K02423	ese:ECSF_1779
ko:K11891	ese:ECSF_2619
ko:K11910	ese:ECSF_2620
ko:K11896	ese:ECSF_2622
ko:K11895	ese:ECSF_2623
ko:K11906	ese:ECSF_2624
ko:K11905	ese:ECSF_2625
ko:K11911	ese:ECSF_2626
ko:K14155	ese:ECSF_2629
ko:K01448	ese:ECSF_2632
ko:K14682	ese:ECSF_2633
ko:K03581	ese:ECSF_2634
ko:K03582	ese:ECSF_2635
ko:K01407	ese:ECSF_2636
ko:K03583	ese:ECSF_2637
ko:K02681	ese:ECSF_2638
ko:K02680	ese:ECSF_2640
ko:K02679	ese:ECSF_2641
ko:K13292	ese:ECSF_2643
ko:K08484	ese:ECSF_2644
ko:K08311	ese:ECSF_2645
ko:K03573	ese:ECSF_2646
ko:K08227	ese:ECSF_2650
ko:K05939	ese:ECSF_2651
ko:K02529	ese:ECSF_2652
ko:K01586	ese:ECSF_2653
ko:K01815	ese:ECSF_2658
ko:K13480	ese:ECSF_2664
ko:K01751	ese:ECSF_2667
ko:K01464	ese:ECSF_2669
ko:K00926	ese:ECSF_2670
ko:K01653	ese:ECSF_3518
ko:K01652	ese:ECSF_3519
ko:K08154	ese:ECSF_3521
ko:K06871	ese:ECSF_3522
ko:K07085	ese:ECSF_3528
ko:K04081	ese:ECSF_3530
ko:K04080	ese:ECSF_3531
ko:K01684	ese:ECSF_3536
ko:K01631	ese:ECSF_3537
ko:K00883	ese:ECSF_3538
ko:K02470	ese:ECSF_3543
ko:K03629	ese:ECSF_3544
ko:K02338	ese:ECSF_3545
ko:K02313	ese:ECSF_3546
ko:K02914	ese:ECSF_3548
ko:K03536	ese:ECSF_3549
ko:K03217	ese:ECSF_3550
ko:K03650	ese:ECSF_3551
ko:K01667	ese:ECSF_3553
ko:K03836	ese:ECSF_3554
ko:K08163	ese:ECSF_3555
ko:K06901	ese:ECSF_3559
ko:K09925	ese:ECSF_3565
ko:K10124	ese:ECSF_3568
ko:K01223	ese:ECSF_3569
ko:K02039	ese:ECSF_3572
ko:K02036	ese:ECSF_3573
ko:K02038	ese:ECSF_3574
ko:K03832	ese:ECSF_P1-0089
ko:K16087	ese:ECSF_P1-0090
ko:K01985	ese:ECSF_5SrRNA07
ko:K01985	ese:ECSF_5SrRNA06
ko:K01985	ese:ECSF_5SrRNA08
ko:K01985	ese:ECSF_5SrRNA02
ko:K01985	ese:ECSF_5SrRNA03
ko:K01985	ese:ECSF_5SrRNA05
ko:K01985	ese:ECSF_5SrRNA01
ko:K14230	ese:ECSF_tRNA78
ko:K14230	ese:ECSF_tRNA82
ko:K14226	ese:ECSF_tRNA33
ko:K02226	ese:ECSF_0578
ko:K01977	ese:ECSF_16SrRNA05
ko:K01977	ese:ECSF_16SrRNA01
ko:K01977	ese:ECSF_16SrRNA02
ko:K01977	ese:ECSF_16SrRNA06
ko:K01977	ese:ECSF_16SrRNA07
ko:K01977	ese:ECSF_16SrRNA03
ko:K01977	ese:ECSF_16SrRNA04
ko:K01980	ese:ECSF_23SrRNA01
ko:K01980	ese:ECSF_23SrRNA07
ko:K01980	ese:ECSF_23SrRNA02
ko:K01980	ese:ECSF_23SrRNA03
ko:K01980	ese:ECSF_23SrRNA06
ko:K01980	ese:ECSF_23SrRNA04
ko:K01980	ese:ECSF_23SrRNA05
ko:K14223	ese:ECSF_tRNA83
ko:K14223	ese:ECSF_tRNA84
ko:K14228	ese:ECSF_tRNA47
ko:K01985	ese:ECSF_5SrRNA04
ko:K01069	ese:ECSF_0222
ko:K03417	ese:ECSF_0307
ko:K06075	ese:ECSF_1505
ko:K07245	ese:ECSF_1698
ko:K08302	ese:ECSF_1978
ko:K01990	ese:ECSF_0140
ko:K17195	ese:ECSF_3966
ko:K00374	ese:ECSF_1381
ko:K00373	ese:ECSF_1382
ko:K17202	ese:ECSF_0518
ko:K19353	ese:ECSF_3816
ko:K03526	ese:ECSF_2359
ko:K17247	ese:ECSF_1821
ko:K14218	ese:ECSF_tRNA02
ko:K14218	ese:ECSF_tRNA38
ko:K14218	ese:ECSF_tRNA54
ko:K03292	ese:ECSF_3726
ko:K03292	ese:ECSF_3501
ko:K12062	ese:ECSF_P1-0027
ko:K12064	ese:ECSF_P1-0021
ko:K11209	ese:ECSF_2179
ko:K03585	ese:ECSF_0423
ko:K04091	ese:ECSF_0856
ko:K01664	ese:ECSF_3187
ko:K10038	ese:ECSF_0735
ko:K01582	ese:ECSF_4020
ko:K01582	ese:ECSF_0201
ko:K01897	ese:ECSF_1661
ko:K10439	ese:ECSF_3599
ko:K00073	ese:ECSF_0479
ko:K04017	ese:ECSF_3948
ko:K08313	ese:ECSF_0749
ko:K02484	ese:ECSF_1817
ko:K17713	ese:ECSF_2356
ko:K08316	ese:ECSF_3284
ko:K15555	ese:ECSF_0854
ko:K17203	ese:ECSF_0515
ko:K17204	ese:ECSF_0516
ko:K00956	ese:ECSF_2547
ko:K14219	ese:ECSF_tRNA06
ko:K14237	ese:ECSF_tRNA08
ko:K14237	ese:ECSF_tRNA21
ko:K14237	ese:ECSF_tRNA20
ko:K14237	ese:ECSF_tRNA10
ko:K14237	ese:ECSF_tRNA22
ko:K14233	ese:ECSF_tRNA75
ko:K14233	ese:ECSF_tRNA77
ko:K14233	ese:ECSF_tRNA76
ko:K14237	ese:ECSF_tRNA14
ko:K14237	ese:ECSF_tRNA15
ko:K14228	ese:ECSF_tRNA72
ko:K14222	ese:ECSF_tRNA71
ko:K14233	ese:ECSF_tRNA69
ko:K14224	ese:ECSF_tRNA29
ko:K14224	ese:ECSF_tRNA43
ko:K14224	ese:ECSF_tRNA64
ko:K14224	ese:ECSF_tRNA36
ko:K14219	ese:ECSF_tRNA60
ko:K14219	ese:ECSF_tRNA62
ko:K14219	ese:ECSF_tRNA63
ko:K14219	ese:ECSF_tRNA61
ko:K14233	ese:ECSF_tRNA59
ko:K14230	ese:ECSF_tRNA24
ko:K14230	ese:ECSF_tRNA57
ko:K14230	ese:ECSF_tRNA26
ko:K14230	ese:ECSF_tRNA25
ko:K14225	ese:ECSF_tRNA58
ko:K14234	ese:ECSF_tRNA55
ko:K14232	ese:ECSF_tRNA52
ko:K14219	ese:ECSF_tRNA32
ko:K14228	ese:ECSF_tRNA34
ko:K14228	ese:ECSF_tRNA50
ko:K14228	ese:ECSF_tRNA48
ko:K14228	ese:ECSF_tRNA49
ko:K01467	ese:ECSF_4040
ko:K10112	ese:ECSF_1299
ko:K01992	ese:ECSF_0141
ko:K01250	ese:ECSF_0589
ko:K11070	ese:ECSF_1024
ko:K00813	ese:ECSF_0849
ko:K05601	ese:ECSF_0798
ko:K01739	ese:ECSF_3799
ko:K17686	ese:ECSF_0447
ko:K00130	ese:ECSF_0290
ko:K19789	ese:ECSF_2066
ko:K03293	ese:ECSF_3636
ko:K02770	ese:ECSF_3496
ko:K03292	ese:ECSF_3727
ko:K01485	ese:ECSF_0312
ko:K07749	ese:ECSF_2244
ko:K06518	ese:ECSF_2023
ko:K02477	ese:ECSF_2007
ko:K02809	ese:ECSF_2567
ko:K02810	ese:ECSF_2567
ko:K00537	ese:ECSF_2336
ko:K01497	ese:ECSF_1259
ko:K00104	ese:ECSF_2803
ko:K08485	ese:ECSF_3038
ko:K01130	ese:ECSF_3638
ko:K01271	ese:ECSF_3704
ko:K17722	ese:ECSF_2028
ko:K01659	ese:ECSF_0308
ko:K06518	ese:ECSF_3938
ko:K11928	ese:ECSF_0922
ko:K17723	ese:ECSF_2029
ko:K05799	ese:ECSF_0126
ko:K13638	ese:ECSF_3117
ko:K07684	ese:ECSF_1198
ko:K01487	ese:ECSF_2679
ko:K02081	ese:ECSF_2967
ko:K00108	ese:ECSF_0289
ko:K00042	ese:ECSF_2961
ko:K01138	ese:ECSF_3525
ko:K00537	ese:ECSF_3321
ko:K03277	ese:ECSF_3458
ko:K12986	ese:ECSF_3464
ko:K00632	ese:ECSF_2218
ko:K08173	ese:ECSF_1438
ko:K02477	ese:ECSF_2251
ko:K02058	ese:ECSF_2386
ko:K01066	ese:ECSF_0436
ko:K09017	ese:ECSF_0919
ko:K02768	ese:ECSF_3498
ko:K02026	ese:ECSF_1293
ko:K00661	ese:ECSF_0419
ko:K03276	ese:ECSF_3461
ko:K11747	ese:ECSF_3177
ko:K05540	ese:ECSF_3092
ko:K03772	ese:ECSF_3173
ko:K03722	ese:ECSF_1664
ko:K01840	ese:ECSF_1937
ko:K00971	ese:ECSF_1938
ko:K01791	ese:ECSF_3626
ko:K07459	ese:ECSF_0801
ko:K14742	ese:ECSF_1663
ko:K03566	ese:ECSF_2599
ko:K00632	ese:ECSF_3702
ko:K02027	ese:ECSF_1291
ko:K01838	ese:ECSF_1298
ko:K02058	ese:ECSF_4117
ko:K08970	ese:ECSF_1988
ko:K02483	ese:ECSF_1818
ko:K01138	ese:ECSF_1405
ko:K17758	ese:ECSF_4052
ko:K17759	ese:ECSF_4052
ko:K00344	ese:ECSF_3905
ko:K01187	ese:ECSF_0363
ko:K00042	ese:ECSF_0472
ko:K13695	ese:ECSF_1569
ko:K02032	ese:ECSF_3953
ko:K07483	ese:ECSF_P1-0109
ko:K07484	ese:ECSF_P1-0102
ko:K07484	ese:ECSF_1093
ko:K07483	ese:ECSF_1868
ko:K07483	ese:ECSF_3561
ko:K07483	ese:ECSF_4191
ko:K17938	ese:ECSF_0338
ko:K07483	ese:ECSF_P1-0101
ko:K07483	ese:ECSF_1092
ko:K07483	ese:ECSF_4247
ko:K07483	ese:ECSF_P1-0047
ko:K07483	ese:ECSF_P1-0063
ko:K18148	ese:ECSF_0238
ko:K18141	ese:ECSF_3097
ko:K03446	ese:ECSF_1320
ko:K02769	ese:ECSF_3497
ko:K07812	ese:ECSF_1732
ko:K18142	ese:ECSF_3098
ko:K17948	ese:ECSF_4250
ko:K07483	ese:ECSF_P1-0081
ko:K02031	ese:ECSF_3954
ko:K22597	ese:ECSF_1290
ko:K21430	ese:ECSF_0762
ko:K01007	ese:ECSF_1562
ko:K07782	ese:ECSF_1768
ko:K03605	ese:ECSF_2824
ko:K07483	ese:ECSF_1177
ko:K08156	ese:ECSF_0356
ko:K03275	ese:ECSF_3462
ko:K07497	ese:ECSF_P1-0096
ko:K10678	ese:ECSF_0776
ko:K02617	ese:ECSF_1337
ko:K05876	ese:ECSF_1348
ko:K07310	ese:ECSF_1447
ko:K07310	ese:ECSF_1448
ko:K06946	ese:ECSF_1882
ko:K07347	ese:ECSF_4008
ko:K06975	ese:ECSF_4015
ko:K01628	ese:ECSF_4225
ko:K07345	ese:ECSF_0163
ko:K02688	ese:ECSF_0306
ko:K07126	ese:ECSF_0584
ko:K19164	ese:ECSF_P1-0117
ko:K18320	ese:ECSF_P1-0066
ko:K18324	ese:ECSF_2322
ko:K18326	ese:ECSF_1965
ko:K05874	ese:ECSF_4289
ko:K21637	ese:ECSF_4269
ko:K01085	ese:ECSF_P1-0077
ko:K01085	ese:ECSF_P1-0078
ko:K11904	ese:ECSF_2612
ko:K18471	ese:ECSF_1632
ko:K18479	ese:ECSF_3731
ko:K18478	ese:ECSF_3734
ko:K18446	ese:ECSF_2898
ko:K18531	ese:ECSF_3757
ko:K00681	ese:ECSF_3264
ko:K18530	ese:ECSF_3758
ko:K19591	ese:ECSF_0450
ko:K00335	ese:ECSF_2161
ko:K18691	ese:ECSF_2397
ko:K08968	ese:ECSF_1689
ko:K18640	ese:ECSF_P1-0122
ko:K18697	ese:ECSF_2399
ko:K18702	ese:ECSF_2241
ko:K18765	ese:ECSF_3076
ko:K18928	ese:ECSF_0280
ko:K13008	ese:ECSF_1924
ko:K18850	ese:ECSF_1028
ko:K18837	ese:ECSF_1893
ko:K18889	ese:ECSF_0409
ko:K18837	ese:ECSF_4212
ko:K18838	ese:ECSF_1892
ko:K18862	ese:ECSF_1192
ko:K18862	ese:ECSF_3367
ko:K18862	ese:ECSF_3368
ko:K18862	ese:ECSF_3369
ko:K18838	ese:ECSF_4211
ko:K03630	ese:ECSF_1890
ko:K07802	ese:ECSF_1243
ko:K07495	ese:ECSF_1220
ko:K21645	ese:ECSF_4270
ko:K18920	ese:ECSF_3392
ko:K11741	ese:ECSF_4038
ko:K01848	ese:ECSF_2710
ko:K18899	ese:ECSF_3342
ko:K20861	ese:ECSF_0769
ko:K20866	ese:ECSF_3736
ko:K20881	ese:ECSF_3220
ko:K20862	ese:ECSF_3651
ko:K07319	ese:ECSF_3094
ko:K18800	ese:ECSF_2700
ko:K18778	ese:ECSF_0111
ko:K18799	ese:ECSF_1926
ko:K18831	ese:ECSF_2509
ko:K18831	ese:ECSF_2925
ko:K18657	ese:ECSF_0860
ko:K18890	ese:ECSF_0410
ko:K18843	ese:ECSF_1362
ko:K03630	ese:ECSF_4209
ko:K03553	ese:ECSF_2492
ko:K18929	ese:ECSF_0281
ko:K18898	ese:ECSF_3341
ko:K03496	ese:ECSF_P1-0121
ko:K03502	ese:ECSF_P1-0124
ko:K03502	ese:ECSF_P1-0125
ko:K03503	ese:ECSF_P1-0126
ko:K03746	ese:ECSF_1218
ko:K03503	ese:ECSF_1128
