ko:K16238	kpv:KPNIH29_05445
ko:K09476	kpv:KPNIH29_09200
ko:K01893	kpv:KPNIH29_09205
ko:K01751	kpv:KPNIH29_09215
ko:K03837	kpv:KPNIH29_09220
ko:K00763	kpv:KPNIH29_09235
ko:K16092	kpv:KPNIH29_00525
ko:K01776	kpv:KPNIH29_00530
ko:K09897	kpv:KPNIH29_00575
ko:K07391	kpv:KPNIH29_00580
ko:K01652	kpv:KPNIH29_00590
ko:K11258	kpv:KPNIH29_00595
ko:K00826	kpv:KPNIH29_00600
ko:K01687	kpv:KPNIH29_00605
ko:K01754	kpv:KPNIH29_00610
ko:K02521	kpv:KPNIH29_00615
ko:K00053	kpv:KPNIH29_00620
ko:K03769	kpv:KPNIH29_00625
ko:K03769	kpv:KPNIH29_00630
ko:K03656	kpv:KPNIH29_00635
ko:K07150	kpv:KPNIH29_00640
ko:K01524	kpv:KPNIH29_00655
ko:K03732	kpv:KPNIH29_00660
ko:K03671	kpv:KPNIH29_00665
ko:K03628	kpv:KPNIH29_00670
ko:K02851	kpv:KPNIH29_00675
ko:K05790	kpv:KPNIH29_00680
ko:K01791	kpv:KPNIH29_00685
ko:K02472	kpv:KPNIH29_00690
ko:K00973	kpv:KPNIH29_00700
ko:K16704	kpv:KPNIH29_00705
ko:K02805	kpv:KPNIH29_00710
ko:K16693	kpv:KPNIH29_00715
ko:K12582	kpv:KPNIH29_00720
ko:K02853	kpv:KPNIH29_00725
ko:K02852	kpv:KPNIH29_00730
ko:K02498	kpv:KPNIH29_00765
ko:K02496	kpv:KPNIH29_00770
ko:K01719	kpv:KPNIH29_00775
ko:K01749	kpv:KPNIH29_00780
ko:K05851	kpv:KPNIH29_00790
ko:K06202	kpv:KPNIH29_00795
ko:K01881	kpv:KPNIH29_04910
ko:K06080	kpv:KPNIH29_04920
ko:K02073	kpv:KPNIH29_04925
ko:K02072	kpv:KPNIH29_04930
ko:K02071	kpv:KPNIH29_04935
ko:K03273	kpv:KPNIH29_04940
ko:K06222	kpv:KPNIH29_04975
ko:K08307	kpv:KPNIH29_05000
ko:K01069	kpv:KPNIH29_05005
ko:K03469	kpv:KPNIH29_05015
ko:K02342	kpv:KPNIH29_05020
ko:K11249	kpv:KPNIH29_05035
ko:K06445	kpv:KPNIH29_05045
ko:K03271	kpv:KPNIH29_05050
ko:K00346	kpv:KPNIH29_05070
ko:K00347	kpv:KPNIH29_05075
ko:K00348	kpv:KPNIH29_05080
ko:K00349	kpv:KPNIH29_05085
ko:K00350	kpv:KPNIH29_05090
ko:K00351	kpv:KPNIH29_05095
ko:K05952	kpv:KPNIH29_05100
ko:K02346	kpv:KPNIH29_05110
ko:K03830	kpv:KPNIH29_05115
ko:K01270	kpv:KPNIH29_05120
ko:K00769	kpv:KPNIH29_05125
ko:K11750	kpv:KPNIH29_05130
ko:K11926	kpv:KPNIH29_05135
ko:K15735	kpv:KPNIH29_05140
ko:K11735	kpv:KPNIH29_05145
ko:K07250	kpv:KPNIH29_05150
ko:K00135	kpv:KPNIH29_05155
ko:K15736	kpv:KPNIH29_05160
ko:K15737	kpv:KPNIH29_05165
ko:K09982	kpv:KPNIH29_05170
ko:K01256	kpv:KPNIH29_09245
ko:K15555	kpv:KPNIH29_09250
ko:K15554	kpv:KPNIH29_09255
ko:K04091	kpv:KPNIH29_09260
ko:K15553	kpv:KPNIH29_09265
ko:K00299	kpv:KPNIH29_09270
ko:K00254	kpv:KPNIH29_09275
ko:K18657	kpv:KPNIH29_09280
ko:K07140	kpv:KPNIH29_09285
ko:K12297	kpv:KPNIH29_09290
ko:K15738	kpv:KPNIH29_09295
ko:K03808	kpv:KPNIH29_09300
ko:K06192	kpv:KPNIH29_09305
ko:K09857	kpv:KPNIH29_09310
ko:K03812	kpv:KPNIH29_09315
ko:K01716	kpv:KPNIH29_09320
ko:K04770	kpv:KPNIH29_09325
ko:K09911	kpv:KPNIH29_09330
ko:K03286	kpv:KPNIH29_09335
ko:K13053	kpv:KPNIH29_09340
ko:K07343	kpv:KPNIH29_09345
ko:K03658	kpv:KPNIH29_09360
ko:K01734	kpv:KPNIH29_09365
ko:K06929	kpv:KPNIH29_09370
ko:K11940	kpv:KPNIH29_09375
ko:K06969	kpv:KPNIH29_09380
ko:K06910	kpv:KPNIH29_09385
ko:K01512	kpv:KPNIH29_09395
ko:K11179	kpv:KPNIH29_09400
ko:K15580	kpv:KPNIH29_09410
ko:K00135	kpv:KPNIH29_09440
ko:K03451	kpv:KPNIH29_09450
ko:K19166	kpv:KPNIH29_06955
ko:K01998	kpv:KPNIH29_16395
ko:K01997	kpv:KPNIH29_16400
ko:K01999	kpv:KPNIH29_16405
ko:K00656	kpv:KPNIH29_16415
ko:K00932	kpv:KPNIH29_16420
ko:K03838	kpv:KPNIH29_16425
ko:K01754	kpv:KPNIH29_16430
ko:K07592	kpv:KPNIH29_16435
ko:K07395	kpv:KPNIH29_16465
ko:K01194	kpv:KPNIH29_16485
ko:K02014	kpv:KPNIH29_16490
ko:K08308	kpv:KPNIH29_16495
ko:K01297	kpv:KPNIH29_16500
ko:K11105	kpv:KPNIH29_16505
ko:K01775	kpv:KPNIH29_16510
ko:K00285	kpv:KPNIH29_16515
ko:K03603	kpv:KPNIH29_16530
ko:K03314	kpv:KPNIH29_16535
ko:K03611	kpv:KPNIH29_16540
ko:K09160	kpv:KPNIH29_16550
ko:K09902	kpv:KPNIH29_16560
ko:K03610	kpv:KPNIH29_16570
ko:K03609	kpv:KPNIH29_16575
ko:K03608	kpv:KPNIH29_16580
ko:K03684	kpv:KPNIH29_16585
ko:K01897	kpv:KPNIH29_16590
ko:K07285	kpv:KPNIH29_16595
ko:K14742	kpv:KPNIH29_16600
ko:K01495	kpv:KPNIH29_18225
ko:K01070	kpv:KPNIH29_18230
ko:K16089	kpv:KPNIH29_18235
ko:K07483	kpv:KPNIH29_18245
ko:K11733	kpv:KPNIH29_18250
ko:K01151	kpv:KPNIH29_18270
ko:K02769	kpv:KPNIH29_18275
ko:K02770	kpv:KPNIH29_18275
ko:K00882	kpv:KPNIH29_18280
ko:K02768	kpv:KPNIH29_18285
ko:K11183	kpv:KPNIH29_18285
ko:K03291	kpv:KPNIH29_18290
ko:K06940	kpv:KPNIH29_18295
ko:K02356	kpv:KPNIH29_18300
ko:K01686	kpv:KPNIH29_18305
ko:K13694	kpv:KPNIH29_18325
ko:K13893	kpv:KPNIH29_18335
ko:K13894	kpv:KPNIH29_18340
ko:K13895	kpv:KPNIH29_18345
ko:K13896	kpv:KPNIH29_18350
ko:K07552	kpv:KPNIH29_18360
ko:K06183	kpv:KPNIH29_18365
ko:K02897	kpv:KPNIH29_18375
ko:K06899	kpv:KPNIH29_18400
ko:K09904	kpv:KPNIH29_18405
ko:K07014	kpv:KPNIH29_18410
ko:K08276	kpv:KPNIH29_18425
ko:K00116	kpv:KPNIH29_18430
ko:K03321	kpv:KPNIH29_18435
ko:K06213	kpv:KPNIH29_18440
ko:K06159	kpv:KPNIH29_18445
ko:K03919	kpv:KPNIH29_18450
ko:K10778	kpv:KPNIH29_18455
ko:K03734	kpv:KPNIH29_18460
ko:K09475	kpv:KPNIH29_18465
ko:K07480	kpv:KPNIH29_18470
ko:K07676	kpv:KPNIH29_18480
ko:K07687	kpv:KPNIH29_18485
ko:K07677	kpv:KPNIH29_18490
ko:K07347	kpv:KPNIH29_20365
ko:K07347	kpv:KPNIH29_20380
ko:K07345	kpv:KPNIH29_20390
ko:K00138	kpv:KPNIH29_20395
ko:K01118	kpv:KPNIH29_20410
ko:K11685	kpv:KPNIH29_20435
ko:K00375	kpv:KPNIH29_20460
ko:K03647	kpv:KPNIH29_20475
ko:K02000	kpv:KPNIH29_20490
ko:K02001	kpv:KPNIH29_20495
ko:K02002	kpv:KPNIH29_20500
ko:K15974	kpv:KPNIH29_20520
ko:K03543	kpv:KPNIH29_20530
ko:K03446	kpv:KPNIH29_20535
ko:K01649	kpv:KPNIH29_20540
ko:K07173	kpv:KPNIH29_20550
ko:K01919	kpv:KPNIH29_20555
ko:K03563	kpv:KPNIH29_20605
ko:K01872	kpv:KPNIH29_20610
ko:K03565	kpv:KPNIH29_20615
ko:K03743	kpv:KPNIH29_20625
ko:K02077	kpv:KPNIH29_20630
ko:K02075	kpv:KPNIH29_20635
ko:K07184	kpv:KPNIH29_22785
ko:K00974	kpv:KPNIH29_22790
ko:K06153	kpv:KPNIH29_22795
ko:K01633	kpv:KPNIH29_22800
ko:K08591	kpv:KPNIH29_22805
ko:K03190	kpv:KPNIH29_22820
ko:K01430	kpv:KPNIH29_22825
ko:K01429	kpv:KPNIH29_22830
ko:K01428	kpv:KPNIH29_22835
ko:K03187	kpv:KPNIH29_22840
ko:K03188	kpv:KPNIH29_22845
ko:K03189	kpv:KPNIH29_22850
ko:K01409	kpv:KPNIH29_22860
ko:K02970	kpv:KPNIH29_22865
ko:K03086	kpv:KPNIH29_22875
ko:K03649	kpv:KPNIH29_22880
ko:K07690	kpv:KPNIH29_22900
ko:K07679	kpv:KPNIH29_22905
ko:K02440	kpv:KPNIH29_22925
ko:K06122	kpv:KPNIH29_22935
ko:K06121	kpv:KPNIH29_22940
ko:K06120	kpv:KPNIH29_22945
ko:K05880	kpv:KPNIH29_22970
ko:K00005	kpv:KPNIH29_22975
ko:K05878	kpv:KPNIH29_22985
ko:K05879	kpv:KPNIH29_22990
ko:K05881	kpv:KPNIH29_22995
ko:K07229	kpv:KPNIH29_23005
ko:K09251	kpv:KPNIH29_23020
ko:K11530	kpv:KPNIH29_23025
ko:K08321	kpv:KPNIH29_23030
ko:K10555	kpv:KPNIH29_23035
ko:K10557	kpv:KPNIH29_23040
ko:K10556	kpv:KPNIH29_23045
ko:K10558	kpv:KPNIH29_23050
ko:K11531	kpv:KPNIH29_23055
ko:K02902	kpv:KPNIH29_25440
ko:K03630	kpv:KPNIH29_25445
ko:K13038	kpv:KPNIH29_25450
ko:K05501	kpv:KPNIH29_25460
ko:K01053	kpv:KPNIH29_25465
ko:K00762	kpv:KPNIH29_25470
ko:K00989	kpv:KPNIH29_25475
ko:K01993	kpv:KPNIH29_25500
ko:K07480	kpv:KPNIH29_25510
ko:K10778	kpv:KPNIH29_25535
ko:K01972	kpv:KPNIH29_25550
ko:K00942	kpv:KPNIH29_25555
ko:K03060	kpv:KPNIH29_25560
ko:K00556	kpv:KPNIH29_25570
ko:K03655	kpv:KPNIH29_25575
ko:K02446	kpv:KPNIH29_25580
ko:K00528	kpv:KPNIH29_25585
ko:K01803	kpv:KPNIH29_25600
ko:K01521	kpv:KPNIH29_25610
ko:K02048	kpv:KPNIH29_25615
ko:K09892	kpv:KPNIH29_25620
ko:K02440	kpv:KPNIH29_25625
ko:K00864	kpv:KPNIH29_25630
ko:K03312	kpv:KPNIH29_25635
ko:K16345	kpv:KPNIH29_25645
ko:K02749	kpv:KPNIH29_25655
ko:K02750	kpv:KPNIH29_25655
ko:K01222	kpv:KPNIH29_25660
ko:K01811	kpv:KPNIH29_25670
ko:K11937	kpv:KPNIH29_01925
ko:K11936	kpv:KPNIH29_01930
ko:K11931	kpv:KPNIH29_01935
ko:K11935	kpv:KPNIH29_01940
ko:K04084	kpv:KPNIH29_01985
ko:K03926	kpv:KPNIH29_01990
ko:K07791	kpv:KPNIH29_01995
ko:K01744	kpv:KPNIH29_02000
ko:K07113	kpv:KPNIH29_02010
ko:K16263	kpv:KPNIH29_02015
ko:K04078	kpv:KPNIH29_02025
ko:K04077	kpv:KPNIH29_02030
ko:K13409	kpv:KPNIH29_02055
ko:K13408	kpv:KPNIH29_02060
ko:K07347	kpv:KPNIH29_02080
ko:K02356	kpv:KPNIH29_02110
ko:K16347	kpv:KPNIH29_02115
ko:K16348	kpv:KPNIH29_02120
ko:K11741	kpv:KPNIH29_02125
ko:K03098	kpv:KPNIH29_02130
ko:K00247	kpv:KPNIH29_02135
ko:K00246	kpv:KPNIH29_02140
ko:K00245	kpv:KPNIH29_02145
ko:K00244	kpv:KPNIH29_02150
ko:K04568	kpv:KPNIH29_02155
ko:K01613	kpv:KPNIH29_02170
ko:K06949	kpv:KPNIH29_02175
ko:K13288	kpv:KPNIH29_02180
ko:K03976	kpv:KPNIH29_06250
ko:K09973	kpv:KPNIH29_06255
ko:K17686	kpv:KPNIH29_06260
ko:K07340	kpv:KPNIH29_06270
ko:K02068	kpv:KPNIH29_06280
ko:K02069	kpv:KPNIH29_06285
ko:K05838	kpv:KPNIH29_06290
ko:K10804	kpv:KPNIH29_06300
ko:K02003	kpv:KPNIH29_06305
ko:K02004	kpv:KPNIH29_06310
ko:K06917	kpv:KPNIH29_06325
ko:K01589	kpv:KPNIH29_06330
ko:K01588	kpv:KPNIH29_06335
ko:K03269	kpv:KPNIH29_06345
ko:K03768	kpv:KPNIH29_06350
ko:K01883	kpv:KPNIH29_06355
ko:K14761	kpv:KPNIH29_06360
ko:K01491	kpv:KPNIH29_06365
ko:K03497	kpv:KPNIH29_06445
ko:K02030	kpv:KPNIH29_11715
ko:K02028	kpv:KPNIH29_11725
ko:K02029	kpv:KPNIH29_11725
ko:K07222	kpv:KPNIH29_11735
ko:K01438	kpv:KPNIH29_11750
ko:K07246	kpv:KPNIH29_09455
ko:K16135	kpv:KPNIH29_09460
ko:K09471	kpv:KPNIH29_09465
ko:K09472	kpv:KPNIH29_09470
ko:K14056	kpv:KPNIH29_09475
ko:K09473	kpv:KPNIH29_09480
ko:K09470	kpv:KPNIH29_09485
ko:K14052	kpv:KPNIH29_09490
ko:K07124	kpv:KPNIH29_09505
ko:K01778	kpv:KPNIH29_00805
ko:K09921	kpv:KPNIH29_00810
ko:K03733	kpv:KPNIH29_00815
ko:K03657	kpv:KPNIH29_00825
ko:K03284	kpv:KPNIH29_00835
ko:K05786	kpv:KPNIH29_00840
ko:K01058	kpv:KPNIH29_00850
ko:K03654	kpv:KPNIH29_00855
ko:K05835	kpv:KPNIH29_00860
ko:K05834	kpv:KPNIH29_00870
ko:K01048	kpv:KPNIH29_00875
ko:K03576	kpv:KPNIH29_00890
ko:K00549	kpv:KPNIH29_00895
ko:K01061	kpv:KPNIH29_00900
ko:K00757	kpv:KPNIH29_00905
ko:K09760	kpv:KPNIH29_00910
ko:K03183	kpv:KPNIH29_00915
ko:K03690	kpv:KPNIH29_00920
ko:K03688	kpv:KPNIH29_00925
ko:K03116	kpv:KPNIH29_00930
ko:K03117	kpv:KPNIH29_00935
ko:K03118	kpv:KPNIH29_00940
ko:K03424	kpv:KPNIH29_00945
ko:K03182	kpv:KPNIH29_00960
ko:K05368	kpv:KPNIH29_00965
ko:K01825	kpv:KPNIH29_00975
ko:K03498	kpv:KPNIH29_00990
ko:K00230	kpv:KPNIH29_00995
ko:K00075	kpv:KPNIH29_01025
ko:K03524	kpv:KPNIH29_01030
ko:K00867	kpv:KPNIH29_01035
ko:K02358	kpv:KPNIH29_01060
ko:K03073	kpv:KPNIH29_01065
ko:K02601	kpv:KPNIH29_01070
ko:K02867	kpv:KPNIH29_01075
ko:K07347	kpv:KPNIH29_05215
ko:K00147	kpv:KPNIH29_05290
ko:K00931	kpv:KPNIH29_05295
ko:K11929	kpv:KPNIH29_05305
ko:K02042	kpv:KPNIH29_05330
ko:K02042	kpv:KPNIH29_05335
ko:K02044	kpv:KPNIH29_05340
ko:K02041	kpv:KPNIH29_05345
ko:K02029	kpv:KPNIH29_05380
ko:K02029	kpv:KPNIH29_05385
ko:K02028	kpv:KPNIH29_05390
ko:K02030	kpv:KPNIH29_05395
ko:K01996	kpv:KPNIH29_05405
ko:K01995	kpv:KPNIH29_05410
ko:K01998	kpv:KPNIH29_05415
ko:K01997	kpv:KPNIH29_05420
ko:K01999	kpv:KPNIH29_05425
ko:K03736	kpv:KPNIH29_05435
ko:K03735	kpv:KPNIH29_05440
ko:K01085	kpv:KPNIH29_09515
ko:K03809	kpv:KPNIH29_09525
ko:K09016	kpv:KPNIH29_09545
ko:K09024	kpv:KPNIH29_09550
ko:K09019	kpv:KPNIH29_09555
ko:K09023	kpv:KPNIH29_09560
ko:K09021	kpv:KPNIH29_09565
ko:K09020	kpv:KPNIH29_09570
ko:K09018	kpv:KPNIH29_09575
ko:K13821	kpv:KPNIH29_09590
ko:K11928	kpv:KPNIH29_09595
ko:K03317	kpv:KPNIH29_09605
ko:K07243	kpv:KPNIH29_09610
ko:K07224	kpv:KPNIH29_09615
ko:K16301	kpv:KPNIH29_09620
ko:K06911	kpv:KPNIH29_09640
ko:K12972	kpv:KPNIH29_09655
ko:K04477	kpv:KPNIH29_09660
ko:K11941	kpv:KPNIH29_09685
ko:K03670	kpv:KPNIH29_09690
ko:K03669	kpv:KPNIH29_09695
ko:K12147	kpv:KPNIH29_09705
ko:K02517	kpv:KPNIH29_09715
ko:K07146	kpv:KPNIH29_09725
ko:K02846	kpv:KPNIH29_09735
ko:K12148	kpv:KPNIH29_09740
ko:K12149	kpv:KPNIH29_09745
ko:K01465	kpv:KPNIH29_09750
ko:K08162	kpv:KPNIH29_09760
ko:K03790	kpv:KPNIH29_09765
ko:K09915	kpv:KPNIH29_09770
ko:K03810	kpv:KPNIH29_09775
ko:K03980	kpv:KPNIH29_09780
ko:K02863	kpv:KPNIH29_01080
ko:K02864	kpv:KPNIH29_01085
ko:K02935	kpv:KPNIH29_01090
ko:K03043	kpv:KPNIH29_01095
ko:K03046	kpv:KPNIH29_01100
ko:K07792	kpv:KPNIH29_01105
ko:K02759	kpv:KPNIH29_01110
ko:K02760	kpv:KPNIH29_01115
ko:K03150	kpv:KPNIH29_01130
ko:K03149	kpv:KPNIH29_01135
ko:K03154	kpv:KPNIH29_01140
ko:K03148	kpv:KPNIH29_01145
ko:K00788	kpv:KPNIH29_01150
ko:K03147	kpv:KPNIH29_01155
ko:K07740	kpv:KPNIH29_01160
ko:K03426	kpv:KPNIH29_01165
ko:K01599	kpv:KPNIH29_01170
ko:K05982	kpv:KPNIH29_01175
ko:K09891	kpv:KPNIH29_01180
ko:K05787	kpv:KPNIH29_01185
ko:K07803	kpv:KPNIH29_01195
ko:K07709	kpv:KPNIH29_01205
ko:K01945	kpv:KPNIH29_01215
ko:K00602	kpv:KPNIH29_01220
ko:K03827	kpv:KPNIH29_01250
ko:K00651	kpv:KPNIH29_01255
ko:K01638	kpv:KPNIH29_01260
ko:K01637	kpv:KPNIH29_01265
ko:K00906	kpv:KPNIH29_01270
ko:K13641	kpv:KPNIH29_01275
ko:K00548	kpv:KPNIH29_01280
ko:K03324	kpv:KPNIH29_01285
ko:K05995	kpv:KPNIH29_01290
ko:K06182	kpv:KPNIH29_01295
ko:K03453	kpv:KPNIH29_01305
ko:K00928	kpv:KPNIH29_01310
ko:K01810	kpv:KPNIH29_01315
ko:K09022	kpv:KPNIH29_01330
ko:K16235	kpv:KPNIH29_05455
ko:K00547	kpv:KPNIH29_05460
ko:K15551	kpv:KPNIH29_05465
ko:K10831	kpv:KPNIH29_05470
ko:K15552	kpv:KPNIH29_05475
ko:K03119	kpv:KPNIH29_05480
ko:K01698	kpv:KPNIH29_05490
ko:K18988	kpv:KPNIH29_05495
ko:K17938	kpv:KPNIH29_05505
ko:K01921	kpv:KPNIH29_05525
ko:K08161	kpv:KPNIH29_05535
ko:K01077	kpv:KPNIH29_05545
ko:K00286	kpv:KPNIH29_05555
ko:K09768	kpv:KPNIH29_05560
ko:K09945	kpv:KPNIH29_05565
ko:K00891	kpv:KPNIH29_05570
ko:K14591	kpv:KPNIH29_05580
ko:K09913	kpv:KPNIH29_05585
ko:K03554	kpv:KPNIH29_05590
ko:K00847	kpv:KPNIH29_05595
ko:K03547	kpv:KPNIH29_05605
ko:K07657	kpv:KPNIH29_05610
ko:K07636	kpv:KPNIH29_05615
ko:K03311	kpv:KPNIH29_05620
ko:K11736	kpv:KPNIH29_05625
ko:K01187	kpv:KPNIH29_05630
ko:K09932	kpv:KPNIH29_05645
ko:K01624	kpv:KPNIH29_05655
ko:K03475	kpv:KPNIH29_05665
ko:K02822	kpv:KPNIH29_05670
ko:K02821	kpv:KPNIH29_05675
ko:K03386	kpv:KPNIH29_05685
ko:K08682	kpv:KPNIH29_05690
ko:K07568	kpv:KPNIH29_05700
ko:K00773	kpv:KPNIH29_05705
ko:K03210	kpv:KPNIH29_05710
ko:K08300	kpv:KPNIH29_09795
ko:K06179	kpv:KPNIH29_09800
ko:K07040	kpv:KPNIH29_09810
ko:K02911	kpv:KPNIH29_09815
ko:K03621	kpv:KPNIH29_09820
ko:K00648	kpv:KPNIH29_09825
ko:K00645	kpv:KPNIH29_09830
ko:K00059	kpv:KPNIH29_09835
ko:K02078	kpv:KPNIH29_09840
ko:K09458	kpv:KPNIH29_09845
ko:K02619	kpv:KPNIH29_09850
ko:K07082	kpv:KPNIH29_09855
ko:K00943	kpv:KPNIH29_09860
ko:K02341	kpv:KPNIH29_09865
ko:K03424	kpv:KPNIH29_09870
ko:K02778	kpv:KPNIH29_09875
ko:K02779	kpv:KPNIH29_09875
ko:K02503	kpv:KPNIH29_09880
ko:K07337	kpv:KPNIH29_09890
ko:K07251	kpv:KPNIH29_09895
ko:K01207	kpv:KPNIH29_09900
ko:K07000	kpv:KPNIH29_09905
ko:K03885	kpv:KPNIH29_09910
ko:K02014	kpv:KPNIH29_09920
ko:K12151	kpv:KPNIH29_09940
ko:K03723	kpv:KPNIH29_09950
ko:K09808	kpv:KPNIH29_09960
ko:K09810	kpv:KPNIH29_09965
ko:K09808	kpv:KPNIH29_09970
ko:K00884	kpv:KPNIH29_09975
ko:K12410	kpv:KPNIH29_09980
ko:K01803	kpv:KPNIH29_09995
ko:K02526	kpv:KPNIH29_10010
ko:K02781	kpv:KPNIH29_10015
ko:K01808	kpv:KPNIH29_10020
ko:K00616	kpv:KPNIH29_10025
ko:K00615	kpv:KPNIH29_10030
ko:K11069	kpv:KPNIH29_10045
ko:K11070	kpv:KPNIH29_10050
ko:K03503	kpv:KPNIH29_10405
ko:K09984	kpv:KPNIH29_10435
ko:K19226	kpv:KPNIH29_11200
ko:K00276	kpv:KPNIH29_11765
ko:K02618	kpv:KPNIH29_11770
ko:K02609	kpv:KPNIH29_11775
ko:K02610	kpv:KPNIH29_11780
ko:K02611	kpv:KPNIH29_11785
ko:K02612	kpv:KPNIH29_11790
ko:K02613	kpv:KPNIH29_11795
ko:K01692	kpv:KPNIH29_11800
ko:K15866	kpv:KPNIH29_11805
ko:K00074	kpv:KPNIH29_11810
ko:K02614	kpv:KPNIH29_11815
ko:K02615	kpv:KPNIH29_11820
ko:K01912	kpv:KPNIH29_11825
ko:K02616	kpv:KPNIH29_11830
ko:K02617	kpv:KPNIH29_11835
ko:K01118	kpv:KPNIH29_11845
ko:K03578	kpv:KPNIH29_11850
ko:K06075	kpv:KPNIH29_11875
ko:K00261	kpv:KPNIH29_11890
ko:K00840	kpv:KPNIH29_11900
ko:K00673	kpv:KPNIH29_11905
ko:K06447	kpv:KPNIH29_11910
ko:K01484	kpv:KPNIH29_11915
ko:K05526	kpv:KPNIH29_11920
ko:K07248	kpv:KPNIH29_11945
ko:K00134	kpv:KPNIH29_11950
ko:K07112	kpv:KPNIH29_11970
ko:K08987	kpv:KPNIH29_11975
ko:K13929	kpv:KPNIH29_12530
ko:K11744	kpv:KPNIH29_12535
ko:K11743	kpv:KPNIH29_12540
ko:K11742	kpv:KPNIH29_12545
ko:K04775	kpv:KPNIH29_12555
ko:K01299	kpv:KPNIH29_12575
ko:K08224	kpv:KPNIH29_12580
ko:K15545	kpv:KPNIH29_12590
ko:K01935	kpv:KPNIH29_12595
ko:K03281	kpv:KPNIH29_12600
ko:K07312	kpv:KPNIH29_12610
ko:K07307	kpv:KPNIH29_12615
ko:K07309	kpv:KPNIH29_12620
ko:K00657	kpv:KPNIH29_12635
ko:K09771	kpv:KPNIH29_12645
ko:K00040	kpv:KPNIH29_12655
ko:K11932	kpv:KPNIH29_12660
ko:K16066	kpv:KPNIH29_12670
ko:K01284	kpv:KPNIH29_12675
ko:K04080	kpv:KPNIH29_12725
ko:K03299	kpv:KPNIH29_12750
ko:K02532	kpv:KPNIH29_12795
ko:K01190	kpv:KPNIH29_12800
ko:K02371	kpv:KPNIH29_13630
ko:K02083	kpv:KPNIH29_13635
ko:K02028	kpv:KPNIH29_13645
ko:K02029	kpv:KPNIH29_13650
ko:K02029	kpv:KPNIH29_13655
ko:K02030	kpv:KPNIH29_13660
ko:K00133	kpv:KPNIH29_13695
ko:K03543	kpv:KPNIH29_13710
ko:K09458	kpv:KPNIH29_13720
ko:K01951	kpv:KPNIH29_13750
ko:K07090	kpv:KPNIH29_13770
ko:K16842	kpv:KPNIH29_13775
ko:K16841	kpv:KPNIH29_13780
ko:K03457	kpv:KPNIH29_13790
ko:K01487	kpv:KPNIH29_13795
ko:K02529	kpv:KPNIH29_13805
ko:K03335	kpv:KPNIH29_13810
ko:K03707	kpv:KPNIH29_13830
ko:K15600	kpv:KPNIH29_13835
ko:K15599	kpv:KPNIH29_13840
ko:K15598	kpv:KPNIH29_13845
ko:K00836	kpv:KPNIH29_13850
ko:K13745	kpv:KPNIH29_13855
ko:K01273	kpv:KPNIH29_13885
ko:K06135	kpv:KPNIH29_13890
ko:K06136	kpv:KPNIH29_13895
ko:K01673	kpv:KPNIH29_15015
ko:K01759	kpv:KPNIH29_15030
ko:K02035	kpv:KPNIH29_15040
ko:K02033	kpv:KPNIH29_15045
ko:K02034	kpv:KPNIH29_15050
ko:K02051	kpv:KPNIH29_15100
ko:K01485	kpv:KPNIH29_15120
ko:K01470	kpv:KPNIH29_15130
ko:K02051	kpv:KPNIH29_15135
ko:K02049	kpv:KPNIH29_15140
ko:K02050	kpv:KPNIH29_15145
ko:K17737	kpv:KPNIH29_15175
ko:K01028	kpv:KPNIH29_15180
ko:K01029	kpv:KPNIH29_15185
ko:K00626	kpv:KPNIH29_15190
ko:K00074	kpv:KPNIH29_15195
ko:K00019	kpv:KPNIH29_15205
ko:K01575	kpv:KPNIH29_15215
ko:K01652	kpv:KPNIH29_15220
ko:K03366	kpv:KPNIH29_15225
ko:K07483	kpv:KPNIH29_15255
ko:K02200	kpv:KPNIH29_15270
ko:K09917	kpv:KPNIH29_16615
ko:K01665	kpv:KPNIH29_16620
ko:K01752	kpv:KPNIH29_16630
ko:K02793	kpv:KPNIH29_16650
ko:K02794	kpv:KPNIH29_16650
ko:K02795	kpv:KPNIH29_16655
ko:K00563	kpv:KPNIH29_16675
ko:K03587	kpv:KPNIH29_16680
ko:K03704	kpv:KPNIH29_16685
ko:K08169	kpv:KPNIH29_16715
ko:K03799	kpv:KPNIH29_16720
ko:K03797	kpv:KPNIH29_16725
ko:K03607	kpv:KPNIH29_16730
ko:K03808	kpv:KPNIH29_16740
ko:K11392	kpv:KPNIH29_16750
ko:K09824	kpv:KPNIH29_16770
ko:K07245	kpv:KPNIH29_16785
ko:K07156	kpv:KPNIH29_16790
ko:K02345	kpv:KPNIH29_16795
ko:K10857	kpv:KPNIH29_16800
ko:K01354	kpv:KPNIH29_16805
ko:K09918	kpv:KPNIH29_16815
ko:K08289	kpv:KPNIH29_16820
ko:K01625	kpv:KPNIH29_16825
ko:K01690	kpv:KPNIH29_16830
ko:K00036	kpv:KPNIH29_16835
ko:K00873	kpv:KPNIH29_16850
ko:K02560	kpv:KPNIH29_16855
ko:K09815	kpv:KPNIH29_16865
ko:K09817	kpv:KPNIH29_16870
ko:K02469	kpv:KPNIH29_18495
ko:K00568	kpv:KPNIH29_18500
ko:K11107	kpv:KPNIH29_18515
ko:K01126	kpv:KPNIH29_18525
ko:K02445	kpv:KPNIH29_18530
ko:K00111	kpv:KPNIH29_18535
ko:K00112	kpv:KPNIH29_18540
ko:K00113	kpv:KPNIH29_18545
ko:K12660	kpv:KPNIH29_18550
