ko:K19744	pfw:PF1751_v1c20450
ko:K01995	pfw:PF1751_v1c12940
ko:K01998	pfw:PF1751_v1c12950
ko:K01997	pfw:PF1751_v1c12960
ko:K01999	pfw:PF1751_v1c12970
ko:K06940	pfw:PF1751_v1c13010
ko:K03580	pfw:PF1751_v1c13030
ko:K03566	pfw:PF1751_v1c13070
ko:K16322	pfw:PF1751_v1c13100
ko:K02624	pfw:PF1751_v1c13120
ko:K08195	pfw:PF1751_v1c13130
ko:K01039	pfw:PF1751_v1c13140
ko:K01040	pfw:PF1751_v1c13150
ko:K07823	pfw:PF1751_v1c13160
ko:K00449	pfw:PF1751_v1c13170
ko:K00448	pfw:PF1751_v1c13180
ko:K01857	pfw:PF1751_v1c13200
ko:K01055	pfw:PF1751_v1c13210
ko:K01607	pfw:PF1751_v1c13220
ko:K18139	pfw:PF1751_v1c13260
ko:K18138	pfw:PF1751_v1c13270
ko:K03585	pfw:PF1751_v1c13280
ko:K03577	pfw:PF1751_v1c13290
ko:K02031	pfw:PF1751_v1c20910
ko:K02032	pfw:PF1751_v1c20910
ko:K00822	pfw:PF1751_v1c20950
ko:K00128	pfw:PF1751_v1c20960
ko:K16137	pfw:PF1751_v1c20980
ko:K10680	pfw:PF1751_v1c21000
ko:K15977	pfw:PF1751_v1c21040
ko:K13979	pfw:PF1751_v1c21080
ko:K03088	pfw:PF1751_v1c21110
ko:K02459	pfw:PF1751_v1c21130
ko:K02457	pfw:PF1751_v1c21140
ko:K02452	pfw:PF1751_v1c21150
ko:K02458	pfw:PF1751_v1c21160
ko:K02456	pfw:PF1751_v1c21170
ko:K02460	pfw:PF1751_v1c21180
ko:K02461	pfw:PF1751_v1c21190
ko:K02462	pfw:PF1751_v1c21200
ko:K02453	pfw:PF1751_v1c21210
ko:K02454	pfw:PF1751_v1c21220
ko:K02455	pfw:PF1751_v1c21230
ko:K05800	pfw:PF1751_v1c21290
ko:K03561	pfw:PF1751_v1c21320
ko:K03559	pfw:PF1751_v1c21330
ko:K18072	pfw:PF1751_v1c29120
ko:K18073	pfw:PF1751_v1c29130
ko:K06169	pfw:PF1751_v1c29150
ko:K06938	pfw:PF1751_v1c29170
ko:K01682	pfw:PF1751_v1c29180
ko:K03837	pfw:PF1751_v1c29190
ko:K16137	pfw:PF1751_v1c29230
ko:K00375	pfw:PF1751_v1c29290
ko:K01246	pfw:PF1751_v1c29310
ko:K11103	pfw:PF1751_v1c29320
ko:K15371	pfw:PF1751_v1c29360
ko:K03924	pfw:PF1751_v1c29380
ko:K07114	pfw:PF1751_v1c29410
ko:K07114	pfw:PF1751_v1c29420
ko:K03547	pfw:PF1751_v1c29440
ko:K07003	pfw:PF1751_v1c29520
ko:K01897	pfw:PF1751_v1c29550
ko:K00626	pfw:PF1751_v1c29560
ko:K00059	pfw:PF1751_v1c29580
ko:K06445	pfw:PF1751_v1c29590
ko:K06076	pfw:PF1751_v1c29600
ko:K03781	pfw:PF1751_v1c33330
ko:K03088	pfw:PF1751_v1c33340
ko:K07347	pfw:PF1751_v1c33370
ko:K07346	pfw:PF1751_v1c33380
ko:K06916	pfw:PF1751_v1c33430
ko:K03430	pfw:PF1751_v1c33490
ko:K05306	pfw:PF1751_v1c33500
ko:K12262	pfw:PF1751_v1c33510
ko:K00799	pfw:PF1751_v1c37380
ko:K05606	pfw:PF1751_v1c37390
ko:K06967	pfw:PF1751_v1c37510
ko:K01706	pfw:PF1751_v1c37540
ko:K02051	pfw:PF1751_v1c37550
ko:K01438	pfw:PF1751_v1c37570
ko:K02030	pfw:PF1751_v1c37600
ko:K02028	pfw:PF1751_v1c37620
ko:K02029	pfw:PF1751_v1c37620
ko:K03457	pfw:PF1751_v1c41500
ko:K01692	pfw:PF1751_v1c41640
ko:K00655	pfw:PF1751_v1c41650
ko:K03284	pfw:PF1751_v1c41660
ko:K01782	pfw:PF1751_v1c41680
ko:K00626	pfw:PF1751_v1c41690
ko:K06940	pfw:PF1751_v1c41780
ko:K03522	pfw:PF1751_v1c41840
ko:K03521	pfw:PF1751_v1c41850
ko:K04755	pfw:PF1751_v1c45480
ko:K09969	pfw:PF1751_v1c45770
ko:K00817	pfw:PF1751_v1c45810
ko:K02300	pfw:PF1751_v1c45830
ko:K02299	pfw:PF1751_v1c45840
ko:K02298	pfw:PF1751_v1c45850
ko:K02297	pfw:PF1751_v1c45860
ko:K03611	pfw:PF1751_v1c45870
ko:K05916	pfw:PF1751_v1c45880
ko:K12266	pfw:PF1751_v1c45890
ko:K07506	pfw:PF1751_v1c45910
ko:K07124	pfw:PF1751_v1c49770
ko:K02503	pfw:PF1751_v1c49780
ko:K06134	pfw:PF1751_v1c49790
ko:K07397	pfw:PF1751_v1c49800
ko:K10914	pfw:PF1751_v1c49810
ko:K01609	pfw:PF1751_v1c49830
ko:K00766	pfw:PF1751_v1c49840
ko:K01658	pfw:PF1751_v1c49850
ko:K01657	pfw:PF1751_v1c49860
ko:K01091	pfw:PF1751_v1c49870
ko:K01783	pfw:PF1751_v1c49880
ko:K02053	pfw:PF1751_v1c49900
ko:K02054	pfw:PF1751_v1c49910
ko:K02055	pfw:PF1751_v1c49920
ko:K02052	pfw:PF1751_v1c49930
ko:K05801	pfw:PF1751_v1c49970
ko:K07102	pfw:PF1751_v1c49990
ko:K04744	pfw:PF1751_v1c50000
ko:K01945	pfw:PF1751_v1c05730
ko:K00602	pfw:PF1751_v1c05740
ko:K03557	pfw:PF1751_v1c05750
ko:K05540	pfw:PF1751_v1c05760
ko:K02687	pfw:PF1751_v1c05780
ko:K01961	pfw:PF1751_v1c05790
ko:K02160	pfw:PF1751_v1c05800
ko:K03786	pfw:PF1751_v1c05810
ko:K03113	pfw:PF1751_v1c05860
ko:K01585	pfw:PF1751_v1c05870
ko:K03327	pfw:PF1751_v1c05880
ko:K06894	pfw:PF1751_v1c05890
ko:K05367	pfw:PF1751_v1c05910
ko:K06219	pfw:PF1751_v1c05930
ko:K02278	pfw:PF1751_v1c05990
ko:K12511	pfw:PF1751_v1c06030
ko:K12510	pfw:PF1751_v1c06040
ko:K02283	pfw:PF1751_v1c06050
ko:K02282	pfw:PF1751_v1c06060
ko:K02280	pfw:PF1751_v1c06070
ko:K02279	pfw:PF1751_v1c06080
ko:K02651	pfw:PF1751_v1c06090
ko:K00059	pfw:PF1751_v1c06150
ko:K00626	pfw:PF1751_v1c06160
ko:K07178	pfw:PF1751_v1c06170
ko:K17686	pfw:PF1751_v1c06190
ko:K07213	pfw:PF1751_v1c06210
ko:K07552	pfw:PF1751_v1c06220
ko:K07120	pfw:PF1751_v1c13840
ko:K07793	pfw:PF1751_v1c13850
ko:K07794	pfw:PF1751_v1c13860
ko:K07795	pfw:PF1751_v1c13870
ko:K07774	pfw:PF1751_v1c13890
ko:K07649	pfw:PF1751_v1c13900
ko:K06980	pfw:PF1751_v1c13920
ko:K09159	pfw:PF1751_v1c13930
ko:K19168	pfw:PF1751_v1c13940
ko:K00278	pfw:PF1751_v1c13950
ko:K03088	pfw:PF1751_v1c13960
ko:K03597	pfw:PF1751_v1c13970
ko:K03598	pfw:PF1751_v1c13980
ko:K03548	pfw:PF1751_v1c14020
ko:K03564	pfw:PF1751_v1c14030
ko:K03567	pfw:PF1751_v1c14040
ko:K01714	pfw:PF1751_v1c14050
ko:K07287	pfw:PF1751_v1c14060
ko:K01923	pfw:PF1751_v1c14080
ko:K01426	pfw:PF1751_v1c21960
ko:K16088	pfw:PF1751_v1c22030
ko:K06160	pfw:PF1751_v1c22040
ko:K01761	pfw:PF1751_v1c22100
ko:K02014	pfw:PF1751_v1c22130
ko:K03366	pfw:PF1751_v1c22140
ko:K00627	pfw:PF1751_v1c22180
ko:K01915	pfw:PF1751_v1c22200
ko:K11073	pfw:PF1751_v1c22210
ko:K00064	pfw:PF1751_v1c22240
ko:K07552	pfw:PF1751_v1c22300
ko:K00375	pfw:PF1751_v1c22310
ko:K03338	pfw:PF1751_v1c22330
ko:K03335	pfw:PF1751_v1c22340
ko:K03337	pfw:PF1751_v1c22350
ko:K06606	pfw:PF1751_v1c22360
ko:K03336	pfw:PF1751_v1c22370
ko:K00010	pfw:PF1751_v1c22380
ko:K17213	pfw:PF1751_v1c22410
ko:K17215	pfw:PF1751_v1c22420
ko:K06204	pfw:PF1751_v1c22440
ko:K03406	pfw:PF1751_v1c22450
ko:K02055	pfw:PF1751_v1c30120
ko:K13747	pfw:PF1751_v1c30140
ko:K02030	pfw:PF1751_v1c30170
ko:K02029	pfw:PF1751_v1c30180
ko:K02028	pfw:PF1751_v1c30190
ko:K01425	pfw:PF1751_v1c30220
ko:K01166	pfw:PF1751_v1c30270
ko:K09794	pfw:PF1751_v1c30330
ko:K00615	pfw:PF1751_v1c30340
ko:K03701	pfw:PF1751_v1c30350
ko:K14162	pfw:PF1751_v1c30370
ko:K14161	pfw:PF1751_v1c30380
ko:K01356	pfw:PF1751_v1c30400
ko:K06889	pfw:PF1751_v1c30460
ko:K00101	pfw:PF1751_v1c30470
ko:K05520	pfw:PF1751_v1c30520
ko:K03406	pfw:PF1751_v1c30570
ko:K03639	pfw:PF1751_v1c30610
ko:K01464	pfw:PF1751_v1c33780
ko:K17723	pfw:PF1751_v1c33800
ko:K03827	pfw:PF1751_v1c33820
ko:K07156	pfw:PF1751_v1c33830
ko:K07245	pfw:PF1751_v1c33840
ko:K18981	pfw:PF1751_v1c33860
ko:K16137	pfw:PF1751_v1c33940
ko:K07124	pfw:PF1751_v1c33950
ko:K06135	pfw:PF1751_v1c33990
ko:K00138	pfw:PF1751_v1c34000
ko:K17226	pfw:PF1751_v1c34030
ko:K00101	pfw:PF1751_v1c37980
ko:K07396	pfw:PF1751_v1c38030
ko:K07146	pfw:PF1751_v1c38040
ko:K11021	pfw:PF1751_v1c38080
ko:K11021	pfw:PF1751_v1c38090
ko:K05527	pfw:PF1751_v1c38100
ko:K09924	pfw:PF1751_v1c38110
ko:K01679	pfw:PF1751_v1c38120
ko:K15461	pfw:PF1751_v1c38170
ko:K02078	pfw:PF1751_v1c42120
ko:K00059	pfw:PF1751_v1c42130
ko:K00645	pfw:PF1751_v1c42140
ko:K03621	pfw:PF1751_v1c42150
ko:K02911	pfw:PF1751_v1c42160
ko:K07040	pfw:PF1751_v1c42170
ko:K04773	pfw:PF1751_v1c42190
ko:K01091	pfw:PF1751_v1c42200
ko:K06179	pfw:PF1751_v1c42210
ko:K08300	pfw:PF1751_v1c42220
ko:K07141	pfw:PF1751_v1c42230
ko:K07402	pfw:PF1751_v1c42240
ko:K11103	pfw:PF1751_v1c42250
ko:K07637	pfw:PF1751_v1c42270
ko:K07660	pfw:PF1751_v1c42280
ko:K02362	pfw:PF1751_v1c42300
ko:K07639	pfw:PF1751_v1c42310
ko:K07661	pfw:PF1751_v1c42320
ko:K02390	pfw:PF1751_v1c42350
ko:K02389	pfw:PF1751_v1c42360
ko:K06193	pfw:PF1751_v1c46220
ko:K03773	pfw:PF1751_v1c46240
ko:K03406	pfw:PF1751_v1c46250
ko:K06015	pfw:PF1751_v1c46270
ko:K03299	pfw:PF1751_v1c46290
ko:K03321	pfw:PF1751_v1c46310
ko:K03923	pfw:PF1751_v1c46340
ko:K07090	pfw:PF1751_v1c46350
ko:K01556	pfw:PF1751_v1c46380
ko:K03381	pfw:PF1751_v1c46400
ko:K03464	pfw:PF1751_v1c46410
ko:K01856	pfw:PF1751_v1c46420
ko:K06136	pfw:PF1751_v1c50260
ko:K06137	pfw:PF1751_v1c50270
ko:K06138	pfw:PF1751_v1c50280
ko:K02234	pfw:PF1751_v1c23340
ko:K02230	pfw:PF1751_v1c23350
ko:K03405	pfw:PF1751_v1c23360
ko:K13580	pfw:PF1751_v1c23370
ko:K09977	pfw:PF1751_v1c23380
ko:K00858	pfw:PF1751_v1c23390
ko:K02441	pfw:PF1751_v1c23410
ko:K09916	pfw:PF1751_v1c23420
ko:K01256	pfw:PF1751_v1c23440
ko:K01295	pfw:PF1751_v1c31180
ko:K18968	pfw:PF1751_v1c31190
ko:K04091	pfw:PF1751_v1c31250
ko:K15553	pfw:PF1751_v1c31300
ko:K03560	pfw:PF1751_v1c31340
ko:K03562	pfw:PF1751_v1c31350
ko:K01083	pfw:PF1751_v1c31360
ko:K09932	pfw:PF1751_v1c31430
ko:K18297	pfw:PF1751_v1c31440
ko:K06911	pfw:PF1751_v1c31490
ko:K02049	pfw:PF1751_v1c31510
ko:K02050	pfw:PF1751_v1c31520
ko:K02051	pfw:PF1751_v1c31530
ko:K15553	pfw:PF1751_v1c31550
ko:K15553	pfw:PF1751_v1c31560
ko:K06188	pfw:PF1751_v1c31580
ko:K08159	pfw:PF1751_v1c31590
ko:K14347	pfw:PF1751_v1c31610
ko:K10014	pfw:PF1751_v1c34310
ko:K10016	pfw:PF1751_v1c34320
ko:K10015	pfw:PF1751_v1c34330
ko:K10017	pfw:PF1751_v1c34340
ko:K10531	pfw:PF1751_v1c34380
ko:K03088	pfw:PF1751_v1c34390
ko:K13888	pfw:PF1751_v1c34400
ko:K05685	pfw:PF1751_v1c34410
ko:K01999	pfw:PF1751_v1c34450
ko:K01997	pfw:PF1751_v1c34460
ko:K01998	pfw:PF1751_v1c34470
ko:K01995	pfw:PF1751_v1c34480
ko:K01996	pfw:PF1751_v1c34490
ko:K06016	pfw:PF1751_v1c34500
ko:K02433	pfw:PF1751_v1c34510
ko:K02529	pfw:PF1751_v1c34530
ko:K03300	pfw:PF1751_v1c38460
ko:K00799	pfw:PF1751_v1c38480
ko:K06901	pfw:PF1751_v1c38510
ko:K07127	pfw:PF1751_v1c38540
ko:K01477	pfw:PF1751_v1c38570
ko:K01483	pfw:PF1751_v1c38580
ko:K07001	pfw:PF1751_v1c38630
ko:K02517	pfw:PF1751_v1c38640
ko:K03610	pfw:PF1751_v1c38650
ko:K03609	pfw:PF1751_v1c38660
ko:K03608	pfw:PF1751_v1c38670
ko:K06177	pfw:PF1751_v1c38680
ko:K01267	pfw:PF1751_v1c38690
ko:K06447	pfw:PF1751_v1c42590
ko:K00673	pfw:PF1751_v1c42600
ko:K00673	pfw:PF1751_v1c42610
ko:K10025	pfw:PF1751_v1c42650
ko:K06987	pfw:PF1751_v1c42660
ko:K10023	pfw:PF1751_v1c42670
ko:K10022	pfw:PF1751_v1c42690
ko:K01895	pfw:PF1751_v1c42700
ko:K01755	pfw:PF1751_v1c42750
ko:K02029	pfw:PF1751_v1c42760
ko:K02028	pfw:PF1751_v1c42770
ko:K02030	pfw:PF1751_v1c42780
ko:K01426	pfw:PF1751_v1c42820
ko:K17103	pfw:PF1751_v1c46680
ko:K00053	pfw:PF1751_v1c46690
ko:K01653	pfw:PF1751_v1c46700
ko:K01652	pfw:PF1751_v1c46710
ko:K05365	pfw:PF1751_v1c46740
ko:K07028	pfw:PF1751_v1c46750
ko:K02013	pfw:PF1751_v1c46780
ko:K02015	pfw:PF1751_v1c46790
ko:K02016	pfw:PF1751_v1c46800
ko:K06206	pfw:PF1751_v1c46820
ko:K06204	pfw:PF1751_v1c46840
ko:K01894	pfw:PF1751_v1c46850
ko:K00970	pfw:PF1751_v1c46900
ko:K00950	pfw:PF1751_v1c46910
ko:K00606	pfw:PF1751_v1c46920
ko:K01918	pfw:PF1751_v1c46930
ko:K01810	pfw:PF1751_v1c46940
ko:K01895	pfw:PF1751_v1c46950
ko:K00600	pfw:PF1751_v1c50800
ko:K01620	pfw:PF1751_v1c50820
ko:K00479	pfw:PF1751_v1c50850
ko:K03521	pfw:PF1751_v1c50860
ko:K03522	pfw:PF1751_v1c50870
ko:K01273	pfw:PF1751_v1c50910
ko:K17736	pfw:PF1751_v1c50950
ko:K02002	pfw:PF1751_v1c50960
ko:K17735	pfw:PF1751_v1c50980
ko:K07107	pfw:PF1751_v1c50990
ko:K00471	pfw:PF1751_v1c51000
ko:K01752	pfw:PF1751_v1c51030
ko:K02002	pfw:PF1751_v1c51040
ko:K02001	pfw:PF1751_v1c51050
ko:K02428	pfw:PF1751_v1c51880
ko:K03439	pfw:PF1751_v1c51910
ko:K03149	pfw:PF1751_v1c51920
ko:K03154	pfw:PF1751_v1c51930
ko:K03814	pfw:PF1751_v1c51950
ko:K03089	pfw:PF1751_v1c51960
ko:K09811	pfw:PF1751_v1c51970
ko:K09812	pfw:PF1751_v1c51980
ko:K03110	pfw:PF1751_v1c51990
ko:K07263	pfw:PF1751_v1c52000
ko:K07263	pfw:PF1751_v1c52010
ko:K08316	pfw:PF1751_v1c52020
ko:K07019	pfw:PF1751_v1c52030
ko:K01011	pfw:PF1751_v1c52040
ko:K00154	pfw:PF1751_v1c52060
ko:K00954	pfw:PF1751_v1c52090
ko:K10563	pfw:PF1751_v1c52110
ko:K06969	pfw:PF1751_v1c52130
ko:K06139	pfw:PF1751_v1c50290
ko:K01935	pfw:PF1751_v1c50380
ko:K02169	pfw:PF1751_v1c50390
ko:K02170	pfw:PF1751_v1c50400
ko:K00652	pfw:PF1751_v1c50410
ko:K01012	pfw:PF1751_v1c50420
ko:K02019	pfw:PF1751_v1c50440
ko:K07093	pfw:PF1751_v1c50450
ko:K05786	pfw:PF1751_v1c50470
ko:K01638	pfw:PF1751_v1c50490
ko:K02913	pfw:PF1751_v1c53920
ko:K02902	pfw:PF1751_v1c53930
ko:K02035	pfw:PF1751_v1c53940
ko:K03630	pfw:PF1751_v1c53950
ko:K13038	pfw:PF1751_v1c53960
ko:K15778	pfw:PF1751_v1c53990
ko:K00930	pfw:PF1751_v1c54000
ko:K00762	pfw:PF1751_v1c54010
ko:K01142	pfw:PF1751_v1c54020
ko:K09940	pfw:PF1751_v1c54030
ko:K00989	pfw:PF1751_v1c54040
ko:K00942	pfw:PF1751_v1c54060
ko:K03060	pfw:PF1751_v1c54070
ko:K03561	pfw:PF1751_v1c54120
ko:K03559	pfw:PF1751_v1c54130
ko:K03832	pfw:PF1751_v1c54140
ko:K04761	pfw:PF1751_v1c54150
ko:K03655	pfw:PF1751_v1c54160
ko:K00868	pfw:PF1751_v1c54940
ko:K06204	pfw:PF1751_v1c54990
ko:K01448	pfw:PF1751_v1c55010
ko:K09007	pfw:PF1751_v1c55020
ko:K02074	pfw:PF1751_v1c55030
ko:K02075	pfw:PF1751_v1c55040
ko:K02077	pfw:PF1751_v1c55050
ko:K01496	pfw:PF1751_v1c55060
ko:K01465	pfw:PF1751_v1c55080
ko:K06131	pfw:PF1751_v1c55100
ko:K00574	pfw:PF1751_v1c55110
ko:K09930	pfw:PF1751_v1c55130
ko:K04087	pfw:PF1751_v1c55170
ko:K02313	pfw:PF1751_v1c00010
ko:K02338	pfw:PF1751_v1c00020
ko:K03629	pfw:PF1751_v1c00030
ko:K02470	pfw:PF1751_v1c00040
ko:K00655	pfw:PF1751_v1c00080
ko:K03273	pfw:PF1751_v1c00090
ko:K01879	pfw:PF1751_v1c00100
ko:K01878	pfw:PF1751_v1c00110
ko:K03406	pfw:PF1751_v1c04220
ko:K13821	pfw:PF1751_v1c04260
ko:K11928	pfw:PF1751_v1c04270
ko:K11904	pfw:PF1751_v1c04280
ko:K07115	pfw:PF1751_v1c04300
ko:K07304	pfw:PF1751_v1c04310
ko:K00627	pfw:PF1751_v1c04330
ko:K00163	pfw:PF1751_v1c04340
ko:K00982	pfw:PF1751_v1c04350
ko:K02843	pfw:PF1751_v1c04360
ko:K05787	pfw:PF1751_v1c54430
ko:K05297	pfw:PF1751_v1c54440
ko:K03181	pfw:PF1751_v1c54460
ko:K03179	pfw:PF1751_v1c54470
ko:K07657	pfw:PF1751_v1c54490
ko:K07636	pfw:PF1751_v1c54500
ko:K02039	pfw:PF1751_v1c54540
ko:K02036	pfw:PF1751_v1c54550
ko:K02038	pfw:PF1751_v1c54560
ko:K02037	pfw:PF1751_v1c54570
ko:K02040	pfw:PF1751_v1c54580
ko:K10806	pfw:PF1751_v1c54600
ko:K01792	pfw:PF1751_v1c54610
ko:K09950	pfw:PF1751_v1c54620
ko:K01589	pfw:PF1751_v1c54640
ko:K01588	pfw:PF1751_v1c54650
ko:K03119	pfw:PF1751_v1c02210
ko:K15552	pfw:PF1751_v1c02220
ko:K10831	pfw:PF1751_v1c02230
ko:K15551	pfw:PF1751_v1c02240
ko:K01915	pfw:PF1751_v1c03210
ko:K03151	pfw:PF1751_v1c03220
ko:K06207	pfw:PF1751_v1c03240
ko:K06940	pfw:PF1751_v1c03250
ko:K00688	pfw:PF1751_v1c03260
ko:K03841	pfw:PF1751_v1c03290
ko:K03098	pfw:PF1751_v1c03310
ko:K05603	pfw:PF1751_v1c03320
ko:K05836	pfw:PF1751_v1c03330
ko:K09975	pfw:PF1751_v1c03340
ko:K01712	pfw:PF1751_v1c03350
ko:K03457	pfw:PF1751_v1c03360
ko:K02002	pfw:PF1751_v1c03370
ko:K02001	pfw:PF1751_v1c03380
ko:K02000	pfw:PF1751_v1c03390
ko:K01745	pfw:PF1751_v1c03400
ko:K01745	pfw:PF1751_v1c03410
ko:K16234	pfw:PF1751_v1c03420
ko:K01468	pfw:PF1751_v1c03430
ko:K01479	pfw:PF1751_v1c03440
ko:K02002	pfw:PF1751_v1c03450
ko:K01259	pfw:PF1751_v1c03470
ko:K07560	pfw:PF1751_v1c03480
ko:K03670	pfw:PF1751_v1c03490
ko:K03669	pfw:PF1751_v1c03500
ko:K02030	pfw:PF1751_v1c03510
ko:K02030	pfw:PF1751_v1c03520
ko:K02029	pfw:PF1751_v1c03530
ko:K02028	pfw:PF1751_v1c03540
ko:K03406	pfw:PF1751_v1c03550
ko:K03406	pfw:PF1751_v1c03560
ko:K03118	pfw:PF1751_v1c03580
ko:K03117	pfw:PF1751_v1c03590
ko:K03116	pfw:PF1751_v1c03600
ko:K01523	pfw:PF1751_v1c03610
ko:K01496	pfw:PF1751_v1c03620
ko:K03688	pfw:PF1751_v1c03630
ko:K03690	pfw:PF1751_v1c03640
ko:K03183	pfw:PF1751_v1c03650
ko:K03743	pfw:PF1751_v1c11380
ko:K03565	pfw:PF1751_v1c11400
ko:K06966	pfw:PF1751_v1c11410
ko:K05812	pfw:PF1751_v1c11430
ko:K00901	pfw:PF1751_v1c11450
ko:K00528	pfw:PF1751_v1c11470
ko:K06182	pfw:PF1751_v1c11500
ko:K03827	pfw:PF1751_v1c11510
ko:K14441	pfw:PF1751_v1c11520
ko:K03549	pfw:PF1751_v1c11530
ko:K07148	pfw:PF1751_v1c11550
ko:K00316	pfw:PF1751_v1c11590
ko:K00137	pfw:PF1751_v1c11600
ko:K02053	pfw:PF1751_v1c11610
ko:K02054	pfw:PF1751_v1c11620
ko:K02052	pfw:PF1751_v1c11630
ko:K02055	pfw:PF1751_v1c11640
ko:K00137	pfw:PF1751_v1c11650
ko:K13487	pfw:PF1751_v1c11680
ko:K13488	pfw:PF1751_v1c11690
ko:K13486	pfw:PF1751_v1c11700
ko:K13489	pfw:PF1751_v1c11710
ko:K13490	pfw:PF1751_v1c11720
ko:K13491	pfw:PF1751_v1c11730
ko:K11444	pfw:PF1751_v1c11740
ko:K02836	pfw:PF1751_v1c11750
ko:K04567	pfw:PF1751_v1c11760
ko:K01737	pfw:PF1751_v1c19380
ko:K03406	pfw:PF1751_v1c19440
ko:K07084	pfw:PF1751_v1c19450
ko:K11066	pfw:PF1751_v1c19460
ko:K03406	pfw:PF1751_v1c19470
ko:K08303	pfw:PF1751_v1c19480
ko:K00014	pfw:PF1751_v1c19560
ko:K09915	pfw:PF1751_v1c19570
ko:K09983	pfw:PF1751_v1c19580
ko:K07862	pfw:PF1751_v1c19590
ko:K03717	pfw:PF1751_v1c19610
ko:K01008	pfw:PF1751_v1c19640
ko:K06917	pfw:PF1751_v1c19650
ko:K07089	pfw:PF1751_v1c19660
ko:K01698	pfw:PF1751_v1c19700
ko:K00626	pfw:PF1751_v1c19750
ko:K01029	pfw:PF1751_v1c19760
ko:K01028	pfw:PF1751_v1c19770
ko:K17737	pfw:PF1751_v1c19780
ko:K03169	pfw:PF1751_v1c19820
ko:K01915	pfw:PF1751_v1c19880
ko:K03893	pfw:PF1751_v1c27640
ko:K11811	pfw:PF1751_v1c27660
ko:K01531	pfw:PF1751_v1c27700
ko:K02036	pfw:PF1751_v1c27810
ko:K02038	pfw:PF1751_v1c27820
ko:K02037	pfw:PF1751_v1c27830
ko:K02040	pfw:PF1751_v1c27840
ko:K12658	pfw:PF1751_v1c27910
ko:K03566	pfw:PF1751_v1c27970
ko:K07116	pfw:PF1751_v1c28040
ko:K15977	pfw:PF1751_v1c32640
ko:K07223	pfw:PF1751_v1c32660
ko:K00131	pfw:PF1751_v1c32670
ko:K02003	pfw:PF1751_v1c32700
ko:K02004	pfw:PF1751_v1c32710
ko:K01996	pfw:PF1751_v1c32750
ko:K01999	pfw:PF1751_v1c32760
ko:K10440	pfw:PF1751_v1c36650
ko:K10441	pfw:PF1751_v1c36660
ko:K10439	pfw:PF1751_v1c36670
ko:K05597	pfw:PF1751_v1c36680
ko:K01150	pfw:PF1751_v1c36700
ko:K03563	pfw:PF1751_v1c36720
ko:K07665	pfw:PF1751_v1c36780
ko:K07644	pfw:PF1751_v1c36790
ko:K01304	pfw:PF1751_v1c36810
ko:K09471	pfw:PF1751_v1c36860
ko:K10764	pfw:PF1751_v1c36880
ko:K00759	pfw:PF1751_v1c40830
ko:K06187	pfw:PF1751_v1c40850
ko:K09747	pfw:PF1751_v1c40870
ko:K02343	pfw:PF1751_v1c40880
ko:K01972	pfw:PF1751_v1c40970
ko:K03528	pfw:PF1751_v1c40980
ko:K03529	pfw:PF1751_v1c40990
ko:K02841	pfw:PF1751_v1c04370
ko:K02844	pfw:PF1751_v1c04380
ko:K02848	pfw:PF1751_v1c04390
ko:K02014	pfw:PF1751_v1c04430
ko:K00612	pfw:PF1751_v1c04450
ko:K12988	pfw:PF1751_v1c04490
ko:K11085	pfw:PF1751_v1c04510
ko:K03272	pfw:PF1751_v1c04520
ko:K01784	pfw:PF1751_v1c04530
ko:K03297	pfw:PF1751_v1c04570
ko:K02527	pfw:PF1751_v1c04590
ko:K12340	pfw:PF1751_v1c04600
ko:K03147	pfw:PF1751_v1c04610
ko:K01515	pfw:PF1751_v1c04640
ko:K09920	pfw:PF1751_v1c04650
ko:K03651	pfw:PF1751_v1c04660
ko:K07000	pfw:PF1751_v1c04670
ko:K02622	pfw:PF1751_v1c04680
ko:K02621	pfw:PF1751_v1c04700
ko:K09857	pfw:PF1751_v1c04710
ko:K03470	pfw:PF1751_v1c12310
ko:K02337	pfw:PF1751_v1c12320
ko:K01962	pfw:PF1751_v1c12330
ko:K04075	pfw:PF1751_v1c12340
ko:K01937	pfw:PF1751_v1c12350
ko:K01627	pfw:PF1751_v1c12360
ko:K01689	pfw:PF1751_v1c12370
ko:K05589	pfw:PF1751_v1c12380
ko:K00991	pfw:PF1751_v1c12390
ko:K00121	pfw:PF1751_v1c12410
ko:K01070	pfw:PF1751_v1c12420
ko:K01770	pfw:PF1751_v1c12430
ko:K06176	pfw:PF1751_v1c12440
ko:K03787	pfw:PF1751_v1c12450
ko:K00573	pfw:PF1751_v1c12460
ko:K06194	pfw:PF1751_v1c12470
ko:K03087	pfw:PF1751_v1c12480
ko:K03704	pfw:PF1751_v1c12490
ko:K01494	pfw:PF1751_v1c12500
ko:K03724	pfw:PF1751_v1c12530
ko:K10017	pfw:PF1751_v1c12540
ko:K06987	pfw:PF1751_v1c12550
ko:K10015	pfw:PF1751_v1c12560
ko:K10016	pfw:PF1751_v1c12570
ko:K10014	pfw:PF1751_v1c12580
ko:K07577	pfw:PF1751_v1c12600
ko:K07116	pfw:PF1751_v1c12610
ko:K02013	pfw:PF1751_v1c12630
ko:K02015	pfw:PF1751_v1c12640
ko:K02016	pfw:PF1751_v1c12650
ko:K16090	pfw:PF1751_v1c12670
ko:K09858	pfw:PF1751_v1c12720
