ko:K13060	yew:CH47_1045
ko:K11103	yew:CH47_3666
ko:K00874	yew:CH47_3668
ko:K01821	yew:CH47_3669
ko:K07290	yew:CH47_3671
ko:K01521	yew:CH47_3672
ko:K07058	yew:CH47_3673
ko:K00383	yew:CH47_3675
ko:K01187	yew:CH47_186
ko:K08191	yew:CH47_187
ko:K05516	yew:CH47_189
ko:K18997	yew:CH47_190
ko:K01673	yew:CH47_193
ko:K02452	yew:CH47_195
ko:K02453	yew:CH47_196
ko:K02454	yew:CH47_197
ko:K02455	yew:CH47_198
ko:K02456	yew:CH47_199
ko:K02458	yew:CH47_200
ko:K02459	yew:CH47_201
ko:K02460	yew:CH47_202
ko:K02461	yew:CH47_203
ko:K07396	yew:CH47_209
ko:K03322	yew:CH47_620
ko:K00845	yew:CH47_626
ko:K08177	yew:CH47_627
ko:K02477	yew:CH47_628
ko:K02478	yew:CH47_629
ko:K14261	yew:CH47_632
ko:K18843	yew:CH47_634
ko:K01223	yew:CH47_638
ko:K03329	yew:CH47_640
ko:K02010	yew:CH47_641
ko:K02011	yew:CH47_642
ko:K02012	yew:CH47_643
ko:K08305	yew:CH47_644
ko:K15977	yew:CH47_1057
ko:K02517	yew:CH47_1058
ko:K13041	yew:CH47_1059
ko:K13040	yew:CH47_1060
ko:K08358	yew:CH47_1061
ko:K08359	yew:CH47_1062
ko:K08357	yew:CH47_1063
ko:K07146	yew:CH47_1065
ko:K11744	yew:CH47_1066
ko:K02846	yew:CH47_1068
ko:K12148	yew:CH47_1069
ko:K12149	yew:CH47_1070
ko:K01465	yew:CH47_1071
ko:K08300	yew:CH47_1076
ko:K06179	yew:CH47_1077
ko:K07040	yew:CH47_1079
ko:K02911	yew:CH47_1080
ko:K03621	yew:CH47_1081
ko:K00648	yew:CH47_1082
ko:K00645	yew:CH47_1083
ko:K00059	yew:CH47_1084
ko:K02429	yew:CH47_1501
ko:K00852	yew:CH47_1502
ko:K01077	yew:CH47_1503
ko:K00059	yew:CH47_1504
ko:K07470	yew:CH47_1505
ko:K00567	yew:CH47_1508
ko:K14055	yew:CH47_1510
ko:K00325	yew:CH47_1511
ko:K00324	yew:CH47_1512
ko:K03758	yew:CH47_1514
ko:K07661	yew:CH47_1516
ko:K07639	yew:CH47_1517
ko:K01299	yew:CH47_1518
ko:K04775	yew:CH47_1520
ko:K03578	yew:CH47_1523
ko:K01118	yew:CH47_1525
ko:K09978	yew:CH47_1527
ko:K06970	yew:CH47_2201
ko:K06188	yew:CH47_2207
ko:K05846	yew:CH47_2215
ko:K05847	yew:CH47_2216
ko:K05846	yew:CH47_2217
ko:K05845	yew:CH47_2218
ko:K01011	yew:CH47_2221
ko:K11963	yew:CH47_2222
ko:K11962	yew:CH47_2223
ko:K11961	yew:CH47_2224
ko:K11960	yew:CH47_2225
ko:K11959	yew:CH47_2226
ko:K02042	yew:CH47_2228
ko:K02042	yew:CH47_2229
ko:K02044	yew:CH47_2230
ko:K02041	yew:CH47_2231
ko:K05873	yew:CH47_2235
ko:K03777	yew:CH47_2236
ko:K07262	yew:CH47_2237
ko:K07746	yew:CH47_4254
ko:K11748	yew:CH47_3791
ko:K19221	yew:CH47_1637
ko:K04050	yew:CH47_4271
ko:K19157	yew:CH47_1219
ko:K19162	yew:CH47_2489
ko:K19222	yew:CH47_1609
ko:K19236	yew:CH47_1602
ko:K11023	yew:CH47_1556
ko:K16078	yew:CH47_1252
ko:K19165	yew:CH47_1470
ko:K19226	yew:CH47_1557
ko:K19157	yew:CH47_2834
ko:K01120	yew:CH47_2317
ko:K09017	yew:CH47_1383
ko:K19157	yew:CH47_527
ko:K12341	yew:CH47_4246
ko:K19160	yew:CH47_1693
ko:K02777	yew:CH47_601
ko:K01710	yew:CH47_3312
ko:K19228	yew:CH47_1559
ko:K01406	yew:CH47_3679
ko:K15349	yew:CH47_4185
ko:K08599	yew:CH47_4220
ko:K12979	yew:CH47_1986
ko:K19159	yew:CH47_3152
ko:K19168	yew:CH47_166
ko:K04772	yew:CH47_4053
ko:K04771	yew:CH47_2744
ko:K04055	yew:CH47_4263
ko:K01139	yew:CH47_3463
ko:K00336	yew:CH47_767
ko:K00557	yew:CH47_3360
ko:K14235	yew:CH47_3351
ko:K19270	yew:CH47_756
ko:K07497	yew:CH47_1253
ko:K07497	yew:CH47_1256
ko:K07497	yew:CH47_2620
ko:K07497	yew:CH47_1353
ko:K07497	yew:CH47_1354
ko:K07497	yew:CH47_1971
ko:K07497	yew:CH47_1973
ko:K07497	yew:CH47_1975
ko:K07497	yew:CH47_1976
ko:K07497	yew:CH47_92
ko:K07497	yew:CH47_539
ko:K07497	yew:CH47_1073
ko:K07497	yew:CH47_4031
ko:K07497	yew:CH47_4222
ko:K07497	yew:CH47_1235
ko:K07497	yew:CH47_1242
ko:K07497	yew:CH47_1243
ko:K07497	yew:CH47_4225
ko:K07497	yew:CH47_4238
ko:K07497	yew:CH47_4245
ko:K07497	yew:CH47_4248
ko:K19265	yew:CH47_622
ko:K19265	yew:CH47_368
ko:K01992	yew:CH47_2247
ko:K01992	yew:CH47_2248
ko:K19268	yew:CH47_3689
ko:K03722	yew:CH47_1731
ko:K03722	yew:CH47_2208
ko:K19267	yew:CH47_1135
ko:K19298	yew:CH47_540
ko:K19337	yew:CH47_1737
ko:K19304	yew:CH47_1740
ko:K02031	yew:CH47_2988
ko:K00632	yew:CH47_693
ko:K01582	yew:CH47_276
ko:K19334	yew:CH47_2984
ko:K02464	yew:CH47_205
ko:K02485	yew:CH47_1672
ko:K01175	yew:CH47_2330
ko:K19270	yew:CH47_1324
ko:K19302	yew:CH47_894
ko:K19333	yew:CH47_1311
ko:K00525	yew:CH47_331
ko:K02031	yew:CH47_352
ko:K06867	yew:CH47_421
ko:K14231	yew:CH47_104
ko:K14231	yew:CH47_3129
ko:K19303	yew:CH47_1588
ko:K01096	yew:CH47_1404
ko:K01007	yew:CH47_1612
ko:K19577	yew:CH47_1823
ko:K19577	yew:CH47_213
ko:K06415	yew:CH47_1708
ko:K14237	yew:CH47_1597
ko:K14237	yew:CH47_1598
ko:K14237	yew:CH47_1599
ko:K14237	yew:CH47_615
ko:K14237	yew:CH47_616
ko:K14237	yew:CH47_617
ko:K14228	yew:CH47_2916
ko:K14228	yew:CH47_2917
ko:K14228	yew:CH47_3301
ko:K14230	yew:CH47_4115
ko:K14233	yew:CH47_1044
ko:K14233	yew:CH47_818
ko:K14219	yew:CH47_2650
ko:K14219	yew:CH47_2652
ko:K14219	yew:CH47_2651
ko:K14218	yew:CH47_612
ko:K14218	yew:CH47_613
ko:K02483	yew:CH47_599
ko:K12151	yew:CH47_1409
ko:K02032	yew:CH47_2989
ko:K01185	yew:CH47_1275
ko:K14227	yew:CH47_293
ko:K14227	yew:CH47_3211
ko:K14227	yew:CH47_3852
ko:K14227	yew:CH47_3356
ko:K14228	yew:CH47_3043
ko:K14228	yew:CH47_2347
ko:K14233	yew:CH47_2653
ko:K10775	yew:CH47_2390
ko:K14228	yew:CH47_1258
ko:K14230	yew:CH47_2346
ko:K14230	yew:CH47_2350
ko:K14219	yew:CH47_2421
ko:K14219	yew:CH47_3303
ko:K19611	yew:CH47_2781
ko:K14219	yew:CH47_677
ko:K14218	yew:CH47_294
ko:K14218	yew:CH47_3355
ko:K14218	yew:CH47_3210
ko:K14218	yew:CH47_3853
ko:K12545	yew:CH47_3373
ko:K20263	yew:CH47_2001
ko:K18828	yew:CH47_2670
ko:K07688	yew:CH47_32
ko:K07688	yew:CH47_55
ko:K02796	yew:CH47_1173
ko:K04055	yew:CH47_4232
ko:K07495	yew:CH47_2127
ko:K19697	yew:CH47_2096
ko:K01985	yew:CH47_3857
ko:K01985	yew:CH47_3855
ko:K01985	yew:CH47_296
ko:K01985	yew:CH47_3208
ko:K01985	yew:CH47_3169
ko:K01985	yew:CH47_3492
ko:K01985	yew:CH47_2624
ko:K01985	yew:CH47_3353
ko:K14225	yew:CH47_176
ko:K01977	yew:CH47_3495
ko:K01977	yew:CH47_3172
ko:K01977	yew:CH47_3212
ko:K01977	yew:CH47_3851
ko:K01977	yew:CH47_2627
ko:K01977	yew:CH47_292
ko:K01977	yew:CH47_3357
ko:K01980	yew:CH47_3854
ko:K05875	yew:CH47_3590
ko:K07497	yew:CH47_4257
ko:K19775	yew:CH47_4089
ko:K19745	yew:CH47_3985
ko:K19778	yew:CH47_1144
ko:K19778	yew:CH47_364
ko:K19784	yew:CH47_3539
ko:K00799	yew:CH47_1283
ko:K07147	yew:CH47_3984
ko:K00799	yew:CH47_880
ko:K07119	yew:CH47_1925
ko:K15777	yew:CH47_4131
ko:K02464	yew:CH47_36
ko:K13792	yew:CH47_1798
ko:K12137	yew:CH47_2150
ko:K07662	yew:CH47_3410
ko:K19802	yew:CH47_1542
ko:K19803	yew:CH47_852
ko:K07497	yew:CH47_2611
ko:K07497	yew:CH47_467
ko:K19813	yew:CH47_501
ko:K07497	yew:CH47_934
ko:K07497	yew:CH47_3168
ko:K07497	yew:CH47_2407
ko:K19804	yew:CH47_1406
ko:K19810	yew:CH47_3118
ko:K00854	yew:CH47_1947
ko:K02756	yew:CH47_833
ko:K02757	yew:CH47_833
ko:K15540	yew:CH47_2042
ko:K19956	yew:CH47_2677
ko:K07263	yew:CH47_3667
ko:K07274	yew:CH47_1697
ko:K21636	yew:CH47_2994
ko:K14224	yew:CH47_2626
ko:K14224	yew:CH47_3494
ko:K14224	yew:CH47_3171
ko:K01980	yew:CH47_3493
ko:K14229	yew:CH47_2285
ko:K14229	yew:CH47_618
ko:K14229	yew:CH47_2286
ko:K14229	yew:CH47_2287
ko:K14229	yew:CH47_1385
ko:K14233	yew:CH47_1775
ko:K14233	yew:CH47_1773
ko:K14222	yew:CH47_1259
ko:K14223	yew:CH47_2348
ko:K14223	yew:CH47_2351
ko:K14228	yew:CH47_2975
ko:K20265	yew:CH47_4107
ko:K07686	yew:CH47_3640
ko:K14221	yew:CH47_297
ko:K14221	yew:CH47_3352
ko:K20264	yew:CH47_2000
ko:K14221	yew:CH47_325
ko:K14226	yew:CH47_3302
ko:K14232	yew:CH47_836
ko:K14234	yew:CH47_3202
ko:K14234	yew:CH47_819
ko:K14234	yew:CH47_3199
ko:K14225	yew:CH47_3200
ko:K14230	yew:CH47_236
ko:K14230	yew:CH47_237
ko:K14230	yew:CH47_238
ko:K14230	yew:CH47_3042
ko:K14230	yew:CH47_239
ko:K20542	yew:CH47_3660
ko:K19591	yew:CH47_2436
ko:K20543	yew:CH47_3661
ko:K20541	yew:CH47_3659
ko:K22132	yew:CH47_241
ko:K01980	yew:CH47_295
ko:K01980	yew:CH47_3170
ko:K14234	yew:CH47_3856
ko:K14225	yew:CH47_1246
ko:K14225	yew:CH47_1260
ko:K14225	yew:CH47_3102
ko:K14225	yew:CH47_3104
ko:K14225	yew:CH47_3103
ko:K14220	yew:CH47_1955
ko:K14220	yew:CH47_2006
ko:K14220	yew:CH47_2014
ko:K02438	yew:CH47_3720
ko:K20881	yew:CH47_3748
ko:K20862	yew:CH47_3288
ko:K14229	yew:CH47_2288
ko:K01980	yew:CH47_2625
ko:K14223	yew:CH47_2349
ko:K14236	yew:CH47_1678
ko:K14236	yew:CH47_3201
ko:K14236	yew:CH47_1679
ko:K20866	yew:CH47_3478
ko:K01980	yew:CH47_3209
ko:K14234	yew:CH47_1245
ko:K02790	yew:CH47_1447
ko:K02791	yew:CH47_1447
ko:K22487	yew:CH47_63
ko:K21021	yew:CH47_2890
ko:K22025	yew:CH47_4183
ko:K21086	yew:CH47_3670
ko:K21087	yew:CH47_2565
ko:K21088	yew:CH47_183
ko:K21084	yew:CH47_533
ko:K08968	yew:CH47_1300
ko:K00821	yew:CH47_3775
ko:K20968	yew:CH47_4191
ko:K00526	yew:CH47_808
ko:K00526	yew:CH47_330
ko:K06919	yew:CH47_383
ko:K14744	yew:CH47_1250
ko:K03676	yew:CH47_3417
ko:K01520	yew:CH47_3435
ko:K06919	yew:CH47_3446
ko:K06866	yew:CH47_419
ko:K06217	yew:CH47_1826
ko:K03553	yew:CH47_2657
ko:K00558	yew:CH47_3558
ko:K06919	yew:CH47_3617
ko:K02335	yew:CH47_3486
ko:K06905	yew:CH47_1387
ko:K06907	yew:CH47_1388
ko:K00287	yew:CH47_2855
ko:K06223	yew:CH47_3760
ko:K04068	yew:CH47_2995
ko:K06952	yew:CH47_3887
ko:K01185	yew:CH47_3908
ko:K02314	yew:CH47_3948
ko:K00560	yew:CH47_225
ko:K06919	yew:CH47_672
ko:K06217	yew:CH47_2354
ko:K07313	yew:CH47_2384
ko:K02316	yew:CH47_4117
ko:K06191	yew:CH47_333
ko:K06905	yew:CH47_1199
ko:K06906	yew:CH47_1200
ko:K06908	yew:CH47_1204
ko:K06907	yew:CH47_1205
ko:K06903	yew:CH47_1213
ko:K01185	yew:CH47_1227
ko:K00857	yew:CH47_1669
ko:K14059	yew:CH47_1718
ko:K03546	yew:CH47_2552
ko:K00050	yew:CH47_783
ko:K00525	yew:CH47_809
ko:K09983	yew:CH47_4189
ko:K13695	yew:CH47_1620
ko:K21470	yew:CH47_1005
ko:K22589	yew:CH47_2578
ko:K01420	yew:CH47_1509
ko:K21698	yew:CH47_3996
ko:K21695	yew:CH47_3997
ko:K21712	yew:CH47_34
ko:K21829	yew:CH47_3557
ko:K21936	yew:CH47_3139
ko:K21948	yew:CH47_1850
ko:K13638	yew:CH47_3837
ko:K21990	yew:CH47_678
ko:K22015	yew:CH47_2161
ko:K22051	yew:CH47_3108
ko:K22131	yew:CH47_1848
ko:K22130	yew:CH47_1849
ko:K03595	yew:CH47_433
ko:K22105	yew:CH47_3362
ko:K22110	yew:CH47_3663
ko:K22110	yew:CH47_1315
ko:K22214	yew:CH47_1326
ko:K03077	yew:CH47_1413
ko:K02257	yew:CH47_2520
ko:K11391	yew:CH47_4100
ko:K22302	yew:CH47_3894
ko:K13566	yew:CH47_2603
ko:K22488	yew:CH47_65
ko:K00424	yew:CH47_2297
ko:K22505	yew:CH47_62
ko:K22504	yew:CH47_67
ko:K22506	yew:CH47_71
ko:K22507	yew:CH47_75
ko:K22508	yew:CH47_76
ko:K22509	yew:CH47_77
ko:K22510	yew:CH47_78
ko:K22511	yew:CH47_68
ko:K22512	yew:CH47_70
