ko:K18893	pfn:HZ99_25390
ko:K02437	pfn:HZ99_16415
ko:K00605	pfn:HZ99_16420
ko:K02011	pfn:HZ99_16425
ko:K02012	pfn:HZ99_16430
ko:K03185	pfn:HZ99_16445
ko:K01262	pfn:HZ99_16450
ko:K09895	pfn:HZ99_16455
ko:K09888	pfn:HZ99_16465
ko:K01934	pfn:HZ99_16470
ko:K01993	pfn:HZ99_16485
ko:K13926	pfn:HZ99_16490
ko:K02415	pfn:HZ99_16500
ko:K01430	pfn:HZ99_20960
ko:K03190	pfn:HZ99_20965
ko:K11963	pfn:HZ99_20970
ko:K11962	pfn:HZ99_20975
ko:K11961	pfn:HZ99_20980
ko:K11960	pfn:HZ99_20985
ko:K11959	pfn:HZ99_20990
ko:K02015	pfn:HZ99_20995
ko:K02016	pfn:HZ99_21000
ko:K02013	pfn:HZ99_21005
ko:K02014	pfn:HZ99_21020
ko:K05895	pfn:HZ99_21040
ko:K00595	pfn:HZ99_21045
ko:K02229	pfn:HZ99_21050
ko:K06042	pfn:HZ99_21055
ko:K03394	pfn:HZ99_21060
ko:K13541	pfn:HZ99_21065
ko:K05595	pfn:HZ99_21075
ko:K01945	pfn:HZ99_21085
ko:K00602	pfn:HZ99_21090
ko:K03557	pfn:HZ99_21095
ko:K05540	pfn:HZ99_21100
ko:K02687	pfn:HZ99_21110
ko:K01961	pfn:HZ99_21115
ko:K02160	pfn:HZ99_21120
ko:K03786	pfn:HZ99_21125
ko:K03113	pfn:HZ99_21150
ko:K01585	pfn:HZ99_21155
ko:K03327	pfn:HZ99_21160
ko:K06894	pfn:HZ99_21165
ko:K05367	pfn:HZ99_21175
ko:K06219	pfn:HZ99_21185
ko:K02278	pfn:HZ99_21215
ko:K02391	pfn:HZ99_25780
ko:K02392	pfn:HZ99_25785
ko:K02393	pfn:HZ99_25790
ko:K02394	pfn:HZ99_25795
ko:K02395	pfn:HZ99_25800
ko:K02396	pfn:HZ99_25805
ko:K02397	pfn:HZ99_25810
ko:K00648	pfn:HZ99_25815
ko:K02406	pfn:HZ99_25820
ko:K06603	pfn:HZ99_25825
ko:K02407	pfn:HZ99_25830
ko:K02422	pfn:HZ99_25835
ko:K10941	pfn:HZ99_25845
ko:K10942	pfn:HZ99_25850
ko:K10943	pfn:HZ99_25855
ko:K02408	pfn:HZ99_25860
ko:K02409	pfn:HZ99_25865
ko:K02410	pfn:HZ99_25870
ko:K02411	pfn:HZ99_25875
ko:K02412	pfn:HZ99_25880
ko:K02413	pfn:HZ99_25885
ko:K02414	pfn:HZ99_25905
ko:K02415	pfn:HZ99_25910
ko:K02416	pfn:HZ99_25915
ko:K02417	pfn:HZ99_25920
ko:K02418	pfn:HZ99_25925
ko:K02419	pfn:HZ99_25930
ko:K02420	pfn:HZ99_25935
ko:K02421	pfn:HZ99_25940
ko:K02401	pfn:HZ99_25945
ko:K02400	pfn:HZ99_25960
ko:K02404	pfn:HZ99_25965
ko:K04562	pfn:HZ99_25970
ko:K02405	pfn:HZ99_25975
ko:K03413	pfn:HZ99_25980
ko:K03414	pfn:HZ99_25985
ko:K03407	pfn:HZ99_25990
ko:K03412	pfn:HZ99_25995
ko:K02556	pfn:HZ99_26000
ko:K02557	pfn:HZ99_26005
ko:K03408	pfn:HZ99_26015
ko:K03408	pfn:HZ99_26020
ko:K04061	pfn:HZ99_26040
ko:K02193	pfn:HZ99_26050
ko:K02194	pfn:HZ99_26055
ko:K02195	pfn:HZ99_26060
ko:K02196	pfn:HZ99_26065
ko:K06999	pfn:HZ99_03245
ko:K15977	pfn:HZ99_03275
ko:K06988	pfn:HZ99_03280
ko:K01821	pfn:HZ99_03290
ko:K06446	pfn:HZ99_03300
ko:K00074	pfn:HZ99_03315
ko:K00626	pfn:HZ99_03320
ko:K03521	pfn:HZ99_03330
ko:K03522	pfn:HZ99_03335
ko:K01474	pfn:HZ99_03360
ko:K01473	pfn:HZ99_03365
ko:K15737	pfn:HZ99_03380
ko:K15736	pfn:HZ99_03385
ko:K16871	pfn:HZ99_03390
ko:K00135	pfn:HZ99_03395
ko:K01995	pfn:HZ99_03410
ko:K01996	pfn:HZ99_03415
ko:K03406	pfn:HZ99_03420
ko:K00480	pfn:HZ99_03455
ko:K05548	pfn:HZ99_03460
ko:K06212	pfn:HZ99_03490
ko:K03781	pfn:HZ99_03495
ko:K02510	pfn:HZ99_03500
ko:K16091	pfn:HZ99_03505
ko:K01586	pfn:HZ99_03530
ko:K00799	pfn:HZ99_03550
ko:K03327	pfn:HZ99_08195
ko:K04085	pfn:HZ99_08200
ko:K06968	pfn:HZ99_08205
ko:K01681	pfn:HZ99_08210
ko:K07052	pfn:HZ99_08215
ko:K02472	pfn:HZ99_08225
ko:K03776	pfn:HZ99_08250
ko:K11904	pfn:HZ99_08270
ko:K07020	pfn:HZ99_08275
ko:K00404	pfn:HZ99_08280
ko:K00405	pfn:HZ99_08285
ko:K00407	pfn:HZ99_08290
ko:K00406	pfn:HZ99_08295
ko:K01998	pfn:HZ99_24470
ko:K01997	pfn:HZ99_24475
ko:K01999	pfn:HZ99_24480
ko:K06940	pfn:HZ99_24500
ko:K03580	pfn:HZ99_24510
ko:K16322	pfn:HZ99_24530
ko:K02624	pfn:HZ99_24540
ko:K08195	pfn:HZ99_24545
ko:K01039	pfn:HZ99_24550
ko:K01040	pfn:HZ99_24555
ko:K07823	pfn:HZ99_24560
ko:K00449	pfn:HZ99_24565
ko:K00448	pfn:HZ99_24570
ko:K00404	pfn:HZ99_08300
ko:K00405	pfn:HZ99_08305
ko:K00407	pfn:HZ99_08310
ko:K00406	pfn:HZ99_08315
ko:K09926	pfn:HZ99_08325
ko:K01533	pfn:HZ99_08330
ko:K09792	pfn:HZ99_08340
ko:K00759	pfn:HZ99_08360
ko:K06187	pfn:HZ99_08370
ko:K09747	pfn:HZ99_08380
ko:K02343	pfn:HZ99_08385
ko:K03776	pfn:HZ99_08400
ko:K01972	pfn:HZ99_08415
ko:K03528	pfn:HZ99_08420
ko:K03529	pfn:HZ99_08425
ko:K13481	pfn:HZ99_08435
ko:K13482	pfn:HZ99_08440
ko:K07402	pfn:HZ99_08445
ko:K01487	pfn:HZ99_08450
ko:K05782	pfn:HZ99_08460
ko:K09923	pfn:HZ99_08465
ko:K07259	pfn:HZ99_08470
ko:K12297	pfn:HZ99_08480
ko:K03812	pfn:HZ99_08485
ko:K00254	pfn:HZ99_08490
ko:K03527	pfn:HZ99_12940
ko:K03774	pfn:HZ99_12945
ko:K03101	pfn:HZ99_12950
ko:K01870	pfn:HZ99_12955
ko:K11753	pfn:HZ99_12960
ko:K03980	pfn:HZ99_12965
ko:K02968	pfn:HZ99_12970
ko:K05805	pfn:HZ99_12975
ko:K00931	pfn:HZ99_12980
ko:K03979	pfn:HZ99_12985
ko:K02899	pfn:HZ99_12990
ko:K02888	pfn:HZ99_12995
ko:K02523	pfn:HZ99_13000
ko:K06193	pfn:HZ99_13005
ko:K03773	pfn:HZ99_13015
ko:K00262	pfn:HZ99_13060
ko:K00600	pfn:HZ99_13075
ko:K06200	pfn:HZ99_13090
ko:K04485	pfn:HZ99_13100
ko:K03781	pfn:HZ99_13110
ko:K03282	pfn:HZ99_13115
ko:K00528	pfn:HZ99_13120
ko:K07782	pfn:HZ99_13125
ko:K00426	pfn:HZ99_13140
ko:K00425	pfn:HZ99_13145
ko:K06901	pfn:HZ99_13160
ko:K16152	pfn:HZ99_13170
ko:K07165	pfn:HZ99_13175
ko:K03088	pfn:HZ99_13180
ko:K00014	pfn:HZ99_13190
ko:K00457	pfn:HZ99_13200
ko:K08191	pfn:HZ99_13205
ko:K07054	pfn:HZ99_13220
ko:K10805	pfn:HZ99_13235
ko:K00820	pfn:HZ99_17745
ko:K04042	pfn:HZ99_17755
ko:K02114	pfn:HZ99_17760
ko:K02112	pfn:HZ99_17765
ko:K02115	pfn:HZ99_17770
ko:K02111	pfn:HZ99_17775
ko:K02113	pfn:HZ99_17780
ko:K02109	pfn:HZ99_17785
ko:K02110	pfn:HZ99_17790
ko:K02108	pfn:HZ99_17795
ko:K02116	pfn:HZ99_17800
ko:K03501	pfn:HZ99_17815
ko:K03495	pfn:HZ99_17820
ko:K03650	pfn:HZ99_17825
ko:K03217	pfn:HZ99_17830
ko:K03536	pfn:HZ99_17835
ko:K02313	pfn:HZ99_17840
ko:K02338	pfn:HZ99_17845
ko:K03629	pfn:HZ99_17850
ko:K02470	pfn:HZ99_17855
ko:K00655	pfn:HZ99_17880
ko:K03273	pfn:HZ99_17885
ko:K01879	pfn:HZ99_17890
ko:K01878	pfn:HZ99_17895
ko:K01246	pfn:HZ99_17900
ko:K02517	pfn:HZ99_17905
ko:K03499	pfn:HZ99_17915
ko:K03500	pfn:HZ99_17920
ko:K00604	pfn:HZ99_17925
ko:K01462	pfn:HZ99_17930
ko:K04096	pfn:HZ99_17935
ko:K07566	pfn:HZ99_17940
ko:K00228	pfn:HZ99_17950
ko:K00014	pfn:HZ99_17955
ko:K03321	pfn:HZ99_17960
ko:K02002	pfn:HZ99_17965
ko:K01133	pfn:HZ99_17970
ko:K03789	pfn:HZ99_22505
ko:K01673	pfn:HZ99_22510
ko:K02106	pfn:HZ99_22525
ko:K16264	pfn:HZ99_22535
ko:K07665	pfn:HZ99_22540
ko:K15725	pfn:HZ99_22545
ko:K15727	pfn:HZ99_22550
ko:K15726	pfn:HZ99_22555
ko:K07644	pfn:HZ99_22560
ko:K07665	pfn:HZ99_22565
ko:K03406	pfn:HZ99_22585
ko:K03790	pfn:HZ99_22590
ko:K01921	pfn:HZ99_22600
ko:K00681	pfn:HZ99_22605
ko:K16089	pfn:HZ99_22610
ko:K08223	pfn:HZ99_22650
ko:K04058	pfn:HZ99_22660
ko:K03230	pfn:HZ99_22665
ko:K03220	pfn:HZ99_22670
ko:K03224	pfn:HZ99_22675
ko:K03225	pfn:HZ99_22690
ko:K03226	pfn:HZ99_22695
ko:K03227	pfn:HZ99_22700
ko:K03228	pfn:HZ99_22705
ko:K03229	pfn:HZ99_22710
ko:K03219	pfn:HZ99_22725
ko:K03223	pfn:HZ99_22740
ko:K03222	pfn:HZ99_22750
ko:K06942	pfn:HZ99_22765
ko:K01056	pfn:HZ99_22770
ko:K02897	pfn:HZ99_22775
ko:K00948	pfn:HZ99_22780
ko:K00919	pfn:HZ99_22790
ko:K02494	pfn:HZ99_22795
ko:K04760	pfn:HZ99_27320
ko:K02004	pfn:HZ99_27325
ko:K02003	pfn:HZ99_27330
ko:K10804	pfn:HZ99_27335
ko:K06975	pfn:HZ99_27355
ko:K01626	pfn:HZ99_27360
ko:K00077	pfn:HZ99_27370
ko:K01081	pfn:HZ99_27375
ko:K13634	pfn:HZ99_27385
ko:K02356	pfn:HZ99_27405
ko:K07090	pfn:HZ99_27425
ko:K09927	pfn:HZ99_27440
ko:K01626	pfn:HZ99_27445
ko:K05592	pfn:HZ99_27460
ko:K00569	pfn:HZ99_27470
ko:K03799	pfn:HZ99_27475
ko:K14260	pfn:HZ99_27480
ko:K07305	pfn:HZ99_27485
ko:K00432	pfn:HZ99_27490
ko:K06923	pfn:HZ99_27505
ko:K07679	pfn:HZ99_27515
ko:K07690	pfn:HZ99_27520
ko:K01129	pfn:HZ99_27530
ko:K03320	pfn:HZ99_27555
ko:K03455	pfn:HZ99_27560
ko:K06177	pfn:HZ99_27575
ko:K03752	pfn:HZ99_27585
ko:K03638	pfn:HZ99_27590
ko:K03116	pfn:HZ99_04820
ko:K03118	pfn:HZ99_04830
ko:K07787	pfn:HZ99_04945
ko:K07798	pfn:HZ99_04950
ko:K11891	pfn:HZ99_04990
ko:K11904	pfn:HZ99_05010
ko:K11910	pfn:HZ99_05015
ko:K11909	pfn:HZ99_05020
ko:K11901	pfn:HZ99_05025
ko:K11900	pfn:HZ99_05030
ko:K11905	pfn:HZ99_05035
ko:K11896	pfn:HZ99_05040
ko:K11895	pfn:HZ99_05045
ko:K11906	pfn:HZ99_05050
ko:K11893	pfn:HZ99_05055
ko:K11892	pfn:HZ99_05060
ko:K11903	pfn:HZ99_05065
ko:K02055	pfn:HZ99_05075
ko:K01438	pfn:HZ99_05095
ko:K07222	pfn:HZ99_05110
ko:K00995	pfn:HZ99_05125
ko:K03703	pfn:HZ99_05130
ko:K06213	pfn:HZ99_09840
ko:K03563	pfn:HZ99_09860
ko:K00928	pfn:HZ99_09865
ko:K01872	pfn:HZ99_09870
ko:K01620	pfn:HZ99_09875
ko:K00794	pfn:HZ99_09880
ko:K05526	pfn:HZ99_09885
ko:K01484	pfn:HZ99_09895
ko:K06447	pfn:HZ99_09900
ko:K00673	pfn:HZ99_09905
ko:K00673	pfn:HZ99_09910
ko:K10025	pfn:HZ99_09930
ko:K06987	pfn:HZ99_09935
ko:K10023	pfn:HZ99_09940
ko:K10022	pfn:HZ99_09950
ko:K01895	pfn:HZ99_09955
ko:K17315	pfn:HZ99_09980
ko:K02433	pfn:HZ99_10005
ko:K03406	pfn:HZ99_10025
ko:K01126	pfn:HZ99_10035
ko:K03406	pfn:HZ99_10045
ko:K02935	pfn:HZ99_14475
ko:K02864	pfn:HZ99_14480
ko:K02863	pfn:HZ99_14485
ko:K02867	pfn:HZ99_14490
ko:K02601	pfn:HZ99_14495
ko:K03073	pfn:HZ99_14500
ko:K03525	pfn:HZ99_14530
ko:K03524	pfn:HZ99_14535
ko:K01866	pfn:HZ99_14565
ko:K09001	pfn:HZ99_14575
ko:K15724	pfn:HZ99_14580
ko:K00145	pfn:HZ99_14585
ko:K08973	pfn:HZ99_14590
ko:K00459	pfn:HZ99_14595
ko:K07124	pfn:HZ99_14605
ko:K02503	pfn:HZ99_14610
ko:K06134	pfn:HZ99_14615
ko:K07397	pfn:HZ99_14620
ko:K10914	pfn:HZ99_14625
ko:K01609	pfn:HZ99_14635
ko:K00766	pfn:HZ99_14640
ko:K01658	pfn:HZ99_14645
ko:K12686	pfn:HZ99_14655
ko:K01657	pfn:HZ99_14660
ko:K01091	pfn:HZ99_14665
ko:K01783	pfn:HZ99_14670
ko:K02053	pfn:HZ99_14680
ko:K02054	pfn:HZ99_14685
ko:K02055	pfn:HZ99_14690
ko:K02052	pfn:HZ99_14695
ko:K05801	pfn:HZ99_14715
ko:K07102	pfn:HZ99_14725
ko:K04744	pfn:HZ99_14730
ko:K03771	pfn:HZ99_14735
ko:K00097	pfn:HZ99_14740
ko:K02528	pfn:HZ99_14745
ko:K04755	pfn:HZ99_19220
ko:K07213	pfn:HZ99_19230
ko:K10010	pfn:HZ99_19325
ko:K10009	pfn:HZ99_19330
ko:K02424	pfn:HZ99_19335
ko:K00640	pfn:HZ99_19345
ko:K02168	pfn:HZ99_19350
ko:K03119	pfn:HZ99_19355
ko:K15552	pfn:HZ99_19360
ko:K10831	pfn:HZ99_19365
ko:K15551	pfn:HZ99_19370
ko:K01919	pfn:HZ99_19375
ko:K06959	pfn:HZ99_19385
ko:K07659	pfn:HZ99_19390
ko:K07638	pfn:HZ99_19395
ko:K05844	pfn:HZ99_19400
ko:K04762	pfn:HZ99_19410
ko:K04083	pfn:HZ99_19420
ko:K01610	pfn:HZ99_19425
ko:K03654	pfn:HZ99_19445
ko:K07107	pfn:HZ99_19450
ko:K02379	pfn:HZ99_19465
ko:K08312	pfn:HZ99_19485
ko:K01082	pfn:HZ99_19490
ko:K15984	pfn:HZ99_24030
ko:K18301	pfn:HZ99_24035
ko:K18302	pfn:HZ99_24040
ko:K18303	pfn:HZ99_24045
ko:K09914	pfn:HZ99_24060
ko:K00631	pfn:HZ99_24065
ko:K03704	pfn:HZ99_24070
ko:K00563	pfn:HZ99_24080
ko:K01439	pfn:HZ99_24085
ko:K02426	pfn:HZ99_24100
ko:K01766	pfn:HZ99_24105
ko:K00674	pfn:HZ99_24110
ko:K03316	pfn:HZ99_24120
ko:K14267	pfn:HZ99_24130
ko:K00990	pfn:HZ99_24135
ko:K01265	pfn:HZ99_24140
ko:K02967	pfn:HZ99_24145
ko:K02357	pfn:HZ99_24150
ko:K09903	pfn:HZ99_24155
ko:K02838	pfn:HZ99_24160
ko:K00806	pfn:HZ99_24165
ko:K00981	pfn:HZ99_24170
ko:K00099	pfn:HZ99_24175
ko:K11749	pfn:HZ99_24180
ko:K07277	pfn:HZ99_24185
ko:K06142	pfn:HZ99_24190
ko:K02536	pfn:HZ99_24195
ko:K02372	pfn:HZ99_24200
ko:K00677	pfn:HZ99_24205
ko:K00748	pfn:HZ99_24210
ko:K03470	pfn:HZ99_24215
ko:K02337	pfn:HZ99_24220
ko:K01962	pfn:HZ99_24225
ko:K04075	pfn:HZ99_24230
ko:K01937	pfn:HZ99_24235
ko:K01627	pfn:HZ99_24240
ko:K01689	pfn:HZ99_24245
ko:K05589	pfn:HZ99_24250
ko:K00991	pfn:HZ99_24255
ko:K00121	pfn:HZ99_24265
ko:K01070	pfn:HZ99_24270
ko:K01770	pfn:HZ99_24275
ko:K06176	pfn:HZ99_24280
ko:K03787	pfn:HZ99_24285
ko:K14234	pfn:HZ99_19630
ko:K14219	pfn:HZ99_06170
ko:K14219	pfn:HZ99_09845
ko:K14219	pfn:HZ99_09850
ko:K14223	pfn:HZ99_22785
ko:K14233	pfn:HZ99_09855
ko:K14233	pfn:HZ99_08930
ko:K14229	pfn:HZ99_10560
ko:K14229	pfn:HZ99_12870
ko:K14230	pfn:HZ99_11065
ko:K14230	pfn:HZ99_11070
ko:K14230	pfn:HZ99_22240
ko:K01985	pfn:HZ99_00005
ko:K01985	pfn:HZ99_23440
ko:K01985	pfn:HZ99_18420
ko:K01985	pfn:HZ99_21425
ko:K01985	pfn:HZ99_14540
ko:K01985	pfn:HZ99_22465
ko:K01985	pfn:HZ99_18425
ko:K14237	pfn:HZ99_07475
ko:K14237	pfn:HZ99_07495
ko:K14237	pfn:HZ99_26600
ko:K14237	pfn:HZ99_26625
ko:K14235	pfn:HZ99_14505
ko:K14224	pfn:HZ99_07630
ko:K14224	pfn:HZ99_26440
ko:K14224	pfn:HZ99_26430
ko:K14224	pfn:HZ99_07640
ko:K14219	pfn:HZ99_09815
ko:K14222	pfn:HZ99_01235
ko:K18691	pfn:HZ99_23730
ko:K14333	pfn:HZ99_26470
ko:K14225	pfn:HZ99_14515
ko:K21645	pfn:HZ99_17185
ko:K14227	pfn:HZ99_14555
ko:K14227	pfn:HZ99_21410
ko:K14227	pfn:HZ99_27875
ko:K14227	pfn:HZ99_18405
ko:K14227	pfn:HZ99_22450
ko:K14227	pfn:HZ99_23425
ko:K18800	pfn:HZ99_16435
ko:K03328	pfn:HZ99_27140
ko:K20862	pfn:HZ99_16760
ko:K09892	pfn:HZ99_16460
ko:K18954	pfn:HZ99_25190
ko:K18850	pfn:HZ99_05755
ko:K18930	pfn:HZ99_22115
ko:K18916	pfn:HZ99_13350
ko:K02663	pfn:HZ99_20165
ko:K00335	pfn:HZ99_05800
ko:K07497	pfn:HZ99_21685
ko:K03976	pfn:HZ99_11380
ko:K18073	pfn:HZ99_01205
ko:K18072	pfn:HZ99_01210
ko:K18304	pfn:HZ99_23350
ko:K07063	pfn:HZ99_22020
ko:K01872	pfn:HZ99_08630
ko:K00130	pfn:HZ99_15515
ko:K07215	pfn:HZ99_10895
ko:K07481	pfn:HZ99_09645
ko:K03526	pfn:HZ99_23590
ko:K14742	pfn:HZ99_24005
ko:K07483	pfn:HZ99_21590
ko:K07483	pfn:HZ99_13890
ko:K07483	pfn:HZ99_14265
ko:K07481	pfn:HZ99_22075
ko:K07481	pfn:HZ99_17735
ko:K07481	pfn:HZ99_13330
ko:K03761	pfn:HZ99_10825
ko:K04343	pfn:HZ99_05440
ko:K11811	pfn:HZ99_15050
ko:K03646	pfn:HZ99_10590
ko:K03496	pfn:HZ99_20325
ko:K03169	pfn:HZ99_06465
ko:K03496	pfn:HZ99_26010
ko:K17850	pfn:HZ99_02025
ko:K03503	pfn:HZ99_21560
ko:K03502	pfn:HZ99_21565
ko:K08363	pfn:HZ99_21640
ko:K08364	pfn:HZ99_21645
ko:K00520	pfn:HZ99_21655
ko:K07473	pfn:HZ99_21895
ko:K11811	pfn:HZ99_17670
ko:K03497	pfn:HZ99_17805
ko:K03496	pfn:HZ99_17810
ko:K08365	pfn:HZ99_21635
ko:K05799	pfn:HZ99_22125
ko:K14060	pfn:HZ99_03710
ko:K07790	pfn:HZ99_08610
ko:K13060	pfn:HZ99_23355
ko:K03496	pfn:HZ99_19120
ko:K03205	pfn:HZ99_19250
ko:K07497	pfn:HZ99_13895
ko:K07497	pfn:HZ99_14270
ko:K07497	pfn:HZ99_21585
ko:K00336	pfn:HZ99_05805
ko:K07481	pfn:HZ99_02050
ko:K07481	pfn:HZ99_05550
ko:K07481	pfn:HZ99_05715
ko:K07481	pfn:HZ99_09660
ko:K07481	pfn:HZ99_09965
ko:K07481	pfn:HZ99_10670
ko:K07481	pfn:HZ99_13390
ko:K07481	pfn:HZ99_13840
ko:K07481	pfn:HZ99_17065
ko:K07481	pfn:HZ99_19550
ko:K07481	pfn:HZ99_21490
ko:K07481	pfn:HZ99_21845
ko:K07481	pfn:HZ99_21990
ko:K07481	pfn:HZ99_24670
ko:K07481	pfn:HZ99_24685
ko:K07481	pfn:HZ99_27310
ko:K00632	pfn:HZ99_08150
ko:K09472	pfn:HZ99_05090
ko:K06600	pfn:HZ99_02175
ko:K05396	pfn:HZ99_19340
ko:K02664	pfn:HZ99_20170
ko:K19000	pfn:HZ99_07710
ko:K00986	pfn:HZ99_06150
ko:K00148	pfn:HZ99_15355
ko:K03668	pfn:HZ99_09265
ko:K07326	pfn:HZ99_18620
ko:K07326	pfn:HZ99_18645
ko:K19157	pfn:HZ99_21890
ko:K16011	pfn:HZ99_11970
ko:K19166	pfn:HZ99_21575
ko:K11383	pfn:HZ99_18260
ko:K06992	pfn:HZ99_04095
ko:K03458	pfn:HZ99_26770
ko:K12979	pfn:HZ99_25335
ko:K09017	pfn:HZ99_06240
ko:K19057	pfn:HZ99_21660
ko:K19059	pfn:HZ99_21665
ko:K12976	pfn:HZ99_22830
ko:K03293	pfn:HZ99_11540
ko:K19058	pfn:HZ99_21650
ko:K16291	pfn:HZ99_27345
ko:K01505	pfn:HZ99_06070
ko:K00632	pfn:HZ99_26985
ko:K07749	pfn:HZ99_23900
ko:K01239	pfn:HZ99_07345
ko:K19147	pfn:HZ99_18705
ko:K05799	pfn:HZ99_01105
ko:K09017	pfn:HZ99_26160
ko:K00249	pfn:HZ99_08365
ko:K09017	pfn:HZ99_21380
ko:K00108	pfn:HZ99_06455
ko:K01710	pfn:HZ99_19520
ko:K00525	pfn:HZ99_09350
ko:K06858	pfn:HZ99_14120
ko:K19113	pfn:HZ99_20950
ko:K02030	pfn:HZ99_19745
ko:K00344	pfn:HZ99_16505
ko:K01406	pfn:HZ99_03015
ko:K03446	pfn:HZ99_18520
ko:K12979	pfn:HZ99_02735
ko:K19168	pfn:HZ99_24975
ko:K16638	pfn:HZ99_15690
ko:K19221	pfn:HZ99_25605
ko:K00557	pfn:HZ99_13165
ko:K06867	pfn:HZ99_26910
ko:K03574	pfn:HZ99_05345
ko:K01066	pfn:HZ99_00230
ko:K19290	pfn:HZ99_11920
ko:K01992	pfn:HZ99_16495
ko:K00020	pfn:HZ99_21470
ko:K04771	pfn:HZ99_25000
ko:K10024	pfn:HZ99_09945
ko:K19293	pfn:HZ99_11945
ko:K19294	pfn:HZ99_11955
ko:K19295	pfn:HZ99_11960
ko:K03722	pfn:HZ99_24370
ko:K19353	pfn:HZ99_04150
ko:K00249	pfn:HZ99_12580
ko:K17214	pfn:HZ99_00450
ko:K01795	pfn:HZ99_11940
ko:K19337	pfn:HZ99_17270
ko:K19337	pfn:HZ99_10260
ko:K19416	pfn:HZ99_05600
ko:K06867	pfn:HZ99_13105
ko:K19291	pfn:HZ99_11925
ko:K19292	pfn:HZ99_11930
ko:K00897	pfn:HZ99_01720
ko:K19302	pfn:HZ99_13615
ko:K02650	pfn:HZ99_12810
ko:K21699	pfn:HZ99_21390
ko:K19610	pfn:HZ99_00675
ko:K19609	pfn:HZ99_00670
ko:K11209	pfn:HZ99_06525
ko:K16238	pfn:HZ99_27210
ko:K19640	pfn:HZ99_04935
ko:K07344	pfn:HZ99_19290
ko:K19591	pfn:HZ99_21310
ko:K19577	pfn:HZ99_24630
ko:K03446	pfn:HZ99_00190
ko:K19594	pfn:HZ99_19175
ko:K14228	pfn:HZ99_20705
ko:K14233	pfn:HZ99_05595
ko:K19713	pfn:HZ99_23295
ko:K19713	pfn:HZ99_02280
ko:K19707	pfn:HZ99_00865
ko:K07165	pfn:HZ99_00785
ko:K14220	pfn:HZ99_07810
ko:K14225	pfn:HZ99_26435
ko:K14225	pfn:HZ99_05120
ko:K14225	pfn:HZ99_26445
ko:K14234	pfn:HZ99_12800
ko:K14230	pfn:HZ99_14825
ko:K14225	pfn:HZ99_24850
ko:K00992	pfn:HZ99_14720
ko:K12960	pfn:HZ99_27055
ko:K14233	pfn:HZ99_25045
ko:K14218	pfn:HZ99_14550
ko:K14218	pfn:HZ99_18410
ko:K14218	pfn:HZ99_23430
ko:K14218	pfn:HZ99_22455
ko:K14218	pfn:HZ99_27880
ko:K14218	pfn:HZ99_21415
ko:K14218	pfn:HZ99_07635
ko:K14218	pfn:HZ99_07645
ko:K14231	pfn:HZ99_19695
ko:K14219	pfn:HZ99_18760
ko:K14236	pfn:HZ99_14520
ko:K14226	pfn:HZ99_06155
ko:K14226	pfn:HZ99_06165
ko:K14228	pfn:HZ99_01745
ko:K07315	pfn:HZ99_00860
ko:K18300	pfn:HZ99_02800
ko:K07666	pfn:HZ99_02850
ko:K14234	pfn:HZ99_14510
ko:K14228	pfn:HZ99_06160
ko:K07645	pfn:HZ99_02845
ko:K00505	pfn:HZ99_00695
ko:K06132	pfn:HZ99_16905
ko:K00799	pfn:HZ99_00825
ko:K00799	pfn:HZ99_26555
ko:K19784	pfn:HZ99_04320
ko:K07119	pfn:HZ99_26405
ko:K07119	pfn:HZ99_08375
ko:K07119	pfn:HZ99_13875
ko:K07147	pfn:HZ99_22435
ko:K15777	pfn:HZ99_27465
ko:K15777	pfn:HZ99_03250
ko:K17722	pfn:HZ99_06230
ko:K19803	pfn:HZ99_19415
ko:K19954	pfn:HZ99_14675
ko:K02033	pfn:HZ99_23460
ko:K21636	pfn:HZ99_04445
ko:K01457	pfn:HZ99_24870
ko:K09796	pfn:HZ99_21030
ko:K09796	pfn:HZ99_00915
ko:K09471	pfn:HZ99_16890
ko:K20971	pfn:HZ99_13455
ko:K20266	pfn:HZ99_19280
ko:K13061	pfn:HZ99_01160
ko:K20332	pfn:HZ99_23365
ko:K19176	pfn:HZ99_04870
ko:K20455	pfn:HZ99_08650
ko:K20527	pfn:HZ99_19260
ko:K20531	pfn:HZ99_19295
ko:K20532	pfn:HZ99_19300
ko:K20533	pfn:HZ99_19305
ko:K09788	pfn:HZ99_08645
ko:K20534	pfn:HZ99_02830
ko:K20528	pfn:HZ99_19265
ko:K20529	pfn:HZ99_19270
ko:K20530	pfn:HZ99_19275
ko:K20972	pfn:HZ99_21080
ko:K01214	pfn:HZ99_03780
ko:K11529	pfn:HZ99_26130
ko:K20881	pfn:HZ99_19480
ko:K20987	pfn:HZ99_00110
ko:K16011	pfn:HZ99_00120
ko:K20997	pfn:HZ99_00125
ko:K20998	pfn:HZ99_00105
ko:K20999	pfn:HZ99_00100
ko:K21000	pfn:HZ99_00095
ko:K21001	pfn:HZ99_00090
ko:K21002	pfn:HZ99_00085
ko:K21003	pfn:HZ99_00080
ko:K21004	pfn:HZ99_00070
ko:K21062	pfn:HZ99_05400
ko:K13877	pfn:HZ99_05405
ko:K20938	pfn:HZ99_19005
ko:K21135	pfn:HZ99_12050
ko:K21137	pfn:HZ99_18975
