ko:K01212	ppo:PPM_0699
ko:K13276	ppo:PPM_3742
ko:K08153	ppo:PPM_3747
ko:K02338	ppo:PPM_p0204
ko:K06284	ppo:PPM_p0229
ko:K06284	ppo:PPM_p0230
ko:K02338	ppo:PPM_2789
ko:K12257	ppo:PPM_3854
ko:K03693	ppo:PPM_3086
ko:K02346	ppo:PPM_3087
ko:K02346	ppo:PPM_3114
ko:K00971	ppo:PPM_3935
ko:K07776	ppo:PPM_3936
ko:K06284	ppo:PPM_4699
ko:K11189	ppo:PPM_3156
ko:K00362	ppo:PPM_3191
ko:K07718	ppo:PPM_3203
ko:K00568	ppo:PPM_3969
ko:K03406	ppo:PPM_3976
ko:K06295	ppo:PPM_4727
ko:K06284	ppo:PPM_4731
ko:K06284	ppo:PPM_4740
ko:K14228	ppo:PPM_t081
ko:K14221	ppo:PPM_t090
ko:K14221	ppo:PPM_t073
ko:K14226	ppo:PPM_t085
ko:K11782	ppo:PPM_2937
ko:K14228	ppo:PPM_t065
ko:K18285	ppo:PPM_4103
ko:K14223	ppo:PPM_t102
ko:K14223	ppo:PPM_t084
ko:K14232	ppo:PPM_t097
ko:K14232	ppo:PPM_t068
ko:K14228	ppo:PPM_t069
ko:K14229	ppo:PPM_t101
ko:K14229	ppo:PPM_t072
ko:K14237	ppo:PPM_t075
ko:K14237	ppo:PPM_t092
ko:K14237	ppo:PPM_t103
ko:K14220	ppo:PPM_t106
ko:K14220	ppo:PPM_t095
ko:K14220	ppo:PPM_t078
ko:K14225	ppo:PPM_t099
ko:K14225	ppo:PPM_t071
ko:K14225	ppo:PPM_t083
ko:K14234	ppo:PPM_t105
ko:K14219	ppo:PPM_t079
ko:K14219	ppo:PPM_t080
ko:K14222	ppo:PPM_t082
ko:K11785	ppo:PPM_4093
ko:K11783	ppo:PPM_4092
ko:K11784	ppo:PPM_1378
ko:K22579	ppo:PPM_2454
ko:K14236	ppo:PPM_t087
ko:K03742	ppo:PPM_1961
ko:K02001	ppo:PPM_1178
ko:K02002	ppo:PPM_1178
ko:K01621	ppo:PPM_0243
ko:K02477	ppo:PPM_3779
ko:K02031	ppo:PPM_5049
ko:K02032	ppo:PPM_2105
ko:K02032	ppo:PPM_5048
ko:K02078	ppo:PPM_3998
ko:K06426	ppo:PPM_4182
ko:K06976	ppo:PPM_3650
ko:K18581	ppo:PPM_2109
ko:K05521	ppo:PPM_3580
ko:K04749	ppo:PPM_4231
ko:K06384	ppo:PPM_4415
ko:K06384	ppo:PPM_3002
ko:K06380	ppo:PPM_3890
ko:K18554	ppo:PPM_2004
ko:K18707	ppo:PPM_3422
ko:K18672	ppo:PPM_4410
ko:K02476	ppo:PPM_0807
ko:K18654	ppo:PPM_0954
ko:K03332	ppo:PPM_2439
ko:K00702	ppo:PPM_2272
ko:K00702	ppo:PPM_2273
ko:K12555	ppo:PPM_2808
ko:K18640	ppo:PPM_p0118
ko:K06896	ppo:PPM_0288
ko:K18682	ppo:PPM_1964
ko:K01971	ppo:PPM_1132
ko:K18924	ppo:PPM_4648
ko:K18925	ppo:PPM_2702
ko:K18908	ppo:PPM_0903
ko:K14233	ppo:PPM_t110
ko:K18785	ppo:PPM_4802
ko:K03790	ppo:PPM_4066
ko:K03790	ppo:PPM_4975
ko:K06147	ppo:PPM_4398
ko:K03790	ppo:PPM_0692
ko:K18828	ppo:PPM_0210
ko:K03496	ppo:PPM_0225
ko:K07171	ppo:PPM_1198
ko:K01612	ppo:PPM_0383
ko:K05593	ppo:PPM_1056
ko:K03169	ppo:PPM_0779
ko:K05793	ppo:PPM_0922
ko:K05792	ppo:PPM_0926
ko:K08151	ppo:PPM_1771
ko:K13611	ppo:PPM_3218
ko:K10747	ppo:PPM_2737
ko:K10747	ppo:PPM_p0233
ko:K09693	ppo:PPM_4507
ko:K08168	ppo:PPM_2127
ko:K05593	ppo:PPM_2150
ko:K03169	ppo:PPM_2591
ko:K01262	ppo:PPM_3048
ko:K18967	ppo:PPM_4728
ko:K18967	ppo:PPM_4769
ko:K03790	ppo:PPM_1315
ko:K18924	ppo:PPM_2701
ko:K18925	ppo:PPM_4649
ko:K06147	ppo:PPM_0117
ko:K18929	ppo:PPM_2164
ko:K18928	ppo:PPM_2163
ko:K00662	ppo:PPM_4069
ko:K08168	ppo:PPM_3487
ko:K03111	ppo:PPM_5054
ko:K03497	ppo:PPM_5062
ko:K03496	ppo:PPM_5063
ko:K03497	ppo:PPM_5064
ko:K03169	ppo:PPM_p0073
ko:K01233	ppo:PPM_3647
ko:K03111	ppo:PPM_p0185
ko:K03502	ppo:PPM_p0291
ko:K03497	ppo:PPM_2797
ko:K07816	ppo:PPM_0546
ko:K03741	ppo:PPM_3095
ko:K09145	ppo:PPM_2807
ko:K01872	ppo:PPM_4368
ko:K07029	ppo:PPM_0837
ko:K03526	ppo:PPM_3908
ko:K14742	ppo:PPM_1149
ko:K18981	ppo:PPM_3475
ko:K18979	ppo:PPM_0734
ko:K13052	ppo:PPM_0047
ko:K06309	ppo:PPM_4712
ko:K01820	ppo:PPM_2160
ko:K07816	ppo:PPM_4063
ko:K06595	ppo:PPM_1401
ko:K03892	ppo:PPM_3097
ko:K11624	ppo:PPM_4384
ko:K03429	ppo:PPM_1330
ko:K03429	ppo:PPM_2450
ko:K03429	ppo:PPM_2448
ko:K00354	ppo:PPM_3727
ko:K19169	ppo:PPM_3101
ko:K07448	ppo:PPM_1460
ko:K06320	ppo:PPM_4036
ko:K06320	ppo:PPM_4037
ko:K07448	ppo:PPM_3515
ko:K07448	ppo:PPM_p0244
ko:K00798	ppo:PPM_1368
ko:K01710	ppo:PPM_4497
ko:K00571	ppo:PPM_p0131
ko:K02777	ppo:PPM_0103
ko:K06893	ppo:PPM_2215
ko:K01239	ppo:PPM_0983
ko:K06308	ppo:PPM_2411
ko:K01239	ppo:PPM_4764
ko:K11615	ppo:PPM_4922
ko:K11615	ppo:PPM_3430
ko:K01239	ppo:PPM_4748
ko:K01066	ppo:PPM_0357
ko:K19267	ppo:PPM_0273
ko:K19265	ppo:PPM_2318
ko:K19302	ppo:PPM_4224
ko:K01785	ppo:PPM_2520
ko:K01992	ppo:PPM_1126
ko:K19285	ppo:PPM_0422
ko:K03722	ppo:PPM_2112
ko:K19265	ppo:PPM_3806
ko:K19431	ppo:PPM_4304
ko:K03722	ppo:PPM_2899
ko:K01785	ppo:PPM_4130
ko:K01218	ppo:PPM_0557
ko:K01990	ppo:PPM_2845
ko:K01992	ppo:PPM_4863
ko:K01567	ppo:PPM_0434
ko:K07496	ppo:PPM_p0178
ko:K07496	ppo:PPM_p0293
ko:K07496	ppo:PPM_p0295
ko:K01992	ppo:PPM_1177
ko:K00020	ppo:PPM_1242
ko:K19310	ppo:PPM_4862
ko:K01990	ppo:PPM_1125
ko:K01990	ppo:PPM_1185
ko:K01990	ppo:PPM_2080
ko:K19267	ppo:PPM_4967
ko:K01218	ppo:PPM_4528
ko:K04771	ppo:PPM_5030
ko:K04771	ppo:PPM_4514
ko:K19405	ppo:PPM_4485
ko:K19302	ppo:PPM_2194
ko:K02100	ppo:PPM_0976
ko:K07149	ppo:PPM_2336
ko:K19411	ppo:PPM_4486
ko:K00525	ppo:PPM_0477
ko:K19350	ppo:PPM_2727
ko:K19302	ppo:PPM_2195
ko:K19302	ppo:PPM_1331
ko:K13614	ppo:PPM_3215
ko:K13614	ppo:PPM_3217
ko:K18567	ppo:PPM_4800
ko:K13613	ppo:PPM_3216
ko:K06338	ppo:PPM_4050
ko:K16960	ppo:PPM_4899
ko:K06884	ppo:PPM_4853
ko:K06884	ppo:PPM_3811
ko:K04061	ppo:PPM_1869
ko:K19548	ppo:PPM_0548
ko:K06881	ppo:PPM_1934
ko:K19510	ppo:PPM_0495
ko:K19577	ppo:PPM_0878
ko:K00887	ppo:PPM_3400
ko:K06440	ppo:PPM_4945
ko:K15856	ppo:PPM_4031
ko:K08164	ppo:PPM_3651
ko:K02796	ppo:PPM_0446
ko:K07315	ppo:PPM_4235
ko:K19707	ppo:PPM_3606
ko:K19689	ppo:PPM_3157
ko:K19689	ppo:PPM_2283
ko:K19689	ppo:PPM_2523
ko:K01258	ppo:PPM_3005
ko:K19668	ppo:PPM_0982
ko:K20484	ppo:PPM_1421
ko:K20483	ppo:PPM_1424
ko:K21755	ppo:PPM_0381
ko:K15777	ppo:PPM_3066
ko:K00547	ppo:PPM_3138
ko:K00297	ppo:PPM_3138
ko:K15777	ppo:PPM_0825
ko:K02538	ppo:PPM_4973
ko:K03686	ppo:PPM_3773
ko:K19955	ppo:PPM_3801
ko:K13075	ppo:PPM_3486
ko:K21636	ppo:PPM_4732
ko:K03407	ppo:PPM_0515
ko:K13075	ppo:PPM_2544
ko:K18889	ppo:PPM_1980
ko:K11751	ppo:PPM_1052
ko:K12132	ppo:PPM_3126
ko:K07005	ppo:PPM_0671
ko:K01448	ppo:PPM_1742
ko:K20074	ppo:PPM_3127
ko:K20107	ppo:PPM_0287
ko:K20108	ppo:PPM_0287
ko:K20116	ppo:PPM_3172
ko:K20117	ppo:PPM_3172
ko:K20118	ppo:PPM_3172
ko:K01400	ppo:PPM_4046
ko:K20074	ppo:PPM_3770
ko:K20116	ppo:PPM_3797
ko:K20117	ppo:PPM_3797
ko:K20118	ppo:PPM_3797
ko:K20201	ppo:PPM_4632
ko:K01993	ppo:PPM_4084
ko:K20491	ppo:PPM_2485
ko:K20492	ppo:PPM_2486
ko:K20461	ppo:PPM_0452
ko:K20459	ppo:PPM_0450
ko:K20460	ppo:PPM_0451
ko:K20488	ppo:PPM_2487
ko:K20461	ppo:PPM_1420
ko:K20460	ppo:PPM_1419
ko:K20459	ppo:PPM_1418
ko:K06138	ppo:PPM_0216
ko:K20485	ppo:PPM_0342
ko:K20484	ppo:PPM_1422
ko:K00526	ppo:PPM_0476
ko:K20444	ppo:PPM_4504
ko:K20485	ppo:PPM_1425
ko:K20487	ppo:PPM_2488
ko:K20490	ppo:PPM_2484
ko:K20534	ppo:PPM_0351
ko:K18890	ppo:PPM_1979
ko:K20534	ppo:PPM_4542
ko:K06147	ppo:PPM_2851
ko:K20628	ppo:PPM_3470
ko:K01179	ppo:PPM_5029
ko:K01212	ppo:PPM_0970
ko:K22103	ppo:PPM_1202
ko:K07183	ppo:PPM_3188
ko:K01179	ppo:PPM_3722
ko:K01179	ppo:PPM_3757
ko:K01200	ppo:PPM_3784
ko:K01208	ppo:PPM_0447
ko:K21029	ppo:PPM_3616
ko:K00525	ppo:PPM_1773
ko:K08968	ppo:PPM_0690
ko:K21064	ppo:PPM_4118
ko:K00821	ppo:PPM_4547
ko:K21142	ppo:PPM_3502
ko:K00526	ppo:PPM_1772
ko:K07474	ppo:PPM_2770
ko:K06919	ppo:PPM_0207
ko:K01185	ppo:PPM_0599
ko:K01520	ppo:PPM_1941
ko:K03553	ppo:PPM_1962
ko:K09935	ppo:PPM_2503
ko:K00287	ppo:PPM_2593
ko:K00560	ppo:PPM_2594
ko:K01286	ppo:PPM_2422
ko:K02314	ppo:PPM_2662
ko:K07455	ppo:PPM_2664
ko:K02314	ppo:PPM_3310
ko:K07455	ppo:PPM_3312
ko:K02316	ppo:PPM_3394
ko:K06217	ppo:PPM_3403
ko:K03546	ppo:PPM_3415
ko:K01493	ppo:PPM_3448
ko:K02314	ppo:PPM_5040
ko:K06223	ppo:PPM_p0011
ko:K01286	ppo:PPM_4404
ko:K01286	ppo:PPM_3686
ko:K04068	ppo:PPM_p0160
ko:K00558	ppo:PPM_p0169
ko:K00558	ppo:PPM_p0197
ko:K00558	ppo:PPM_p0201
ko:K00857	ppo:PPM_3012
ko:K04068	ppo:PPM_4733
ko:K07258	ppo:PPM_2975
ko:K21298	ppo:PPM_0333
ko:K02335	ppo:PPM_1584
ko:K00435	ppo:PPM_4082
ko:K02031	ppo:PPM_2104
ko:K02031	ppo:PPM_0390
ko:K02031	ppo:PPM_4908
ko:K05592	ppo:PPM_4990
ko:K03293	ppo:PPM_0850
ko:K03293	ppo:PPM_3659
ko:K02483	ppo:PPM_0353
ko:K21464	ppo:PPM_0113
ko:K21471	ppo:PPM_4533
ko:K21479	ppo:PPM_4709
ko:K21468	ppo:PPM_3815
ko:K22044	ppo:PPM_5059
ko:K21567	ppo:PPM_1294
ko:K21562	ppo:PPM_4845
ko:K21493	ppo:PPM_1479
ko:K21493	ppo:PPM_1505
ko:K21701	ppo:PPM_0607
ko:K21567	ppo:PPM_4087
ko:K21600	ppo:PPM_0419
ko:K00863	ppo:PPM_3759
ko:K01176	ppo:PPM_2305
ko:K21701	ppo:PPM_1192
ko:K21902	ppo:PPM_0675
ko:K11923	ppo:PPM_1716
ko:K21929	ppo:PPM_5010
ko:K21959	ppo:PPM_0258
ko:K21960	ppo:PPM_1606
ko:K00680	ppo:PPM_2279
ko:K22015	ppo:PPM_2863
ko:K03741	ppo:PPM_4371
ko:K21960	ppo:PPM_4929
ko:K21903	ppo:PPM_4284
ko:K21993	ppo:PPM_4665
ko:K22136	ppo:PPM_3367
ko:K01463	ppo:PPM_2907
ko:K00754	ppo:PPM_2906
ko:K14274	ppo:PPM_4551
ko:K03595	ppo:PPM_3399
ko:K22132	ppo:PPM_3842
ko:K22103	ppo:PPM_2401
ko:K07456	ppo:PPM_2538
ko:K02078	ppo:PPM_3995
ko:K22230	ppo:PPM_0866
ko:K03077	ppo:PPM_5002
ko:K22278	ppo:PPM_2966
ko:K22268	ppo:PPM_4859
ko:K22278	ppo:PPM_1167
ko:K22278	ppo:PPM_2575
ko:K01585	ppo:PPM_3180
ko:K02257	ppo:PPM_4125
ko:K22299	ppo:PPM_1054
ko:K07755	ppo:PPM_3099
ko:K22441	ppo:PPM_2338
