ko:K02495	seb:STM474_4182
ko:K07491	seb:STM474_2574
ko:K07491	seb:STM474_1988
ko:K07491	seb:STM474_1839
ko:K07491	seb:STM474_1225
ko:K02199	seb:STM474_3990
ko:K02198	seb:STM474_3991
ko:K02196	seb:STM474_3993
ko:K02195	seb:STM474_3994
ko:K02194	seb:STM474_3995
ko:K02775	seb:STM474_3417
ko:K00094	seb:STM474_3418
ko:K02436	seb:STM474_3419
ko:K12961	seb:STM474_3423
ko:K03177	seb:STM474_3442
ko:K02427	seb:STM474_3456
ko:K13283	seb:STM474_4243
ko:K11530	seb:STM474_4261
ko:K02446	seb:STM474_4267
ko:K02014	seb:STM474_0200
ko:K13921	seb:STM474_2137
ko:K07258	seb:STM474_2147
ko:K08352	seb:STM474_2150
ko:K00033	seb:STM474_2166
ko:K12992	seb:STM474_2170
ko:K03606	seb:STM474_2188
ko:K01104	seb:STM474_2202
ko:K03743	seb:STM474_2968
ko:K08305	seb:STM474_2969
ko:K02783	seb:STM474_2970
ko:K02782	seb:STM474_2971
ko:K02783	seb:STM474_2971
ko:K00068	seb:STM474_2973
ko:K02466	seb:STM474_2974
ko:K04652	seb:STM474_2994
ko:K04655	seb:STM474_2997
ko:K11604	seb:STM474_3000
ko:K11607	seb:STM474_3001
ko:K03830	seb:STM474_3825
ko:K02067	seb:STM474_3471
ko:K02806	seb:STM474_3482
ko:K01788	seb:STM474_3497
ko:K01639	seb:STM474_3499
ko:K01572	seb:STM474_3511
ko:K08314	seb:STM474_4294
ko:K00867	seb:STM474_4323
ko:K03148	seb:STM474_4348
ko:K05875	seb:STM474_1952
ko:K14061	seb:STM474_1664
ko:K00567	seb:STM474_1672
ko:K08992	seb:STM474_1724
ko:K04774	seb:STM474_1733
ko:K15582	seb:STM474_1762
ko:K07126	seb:STM474_1776
ko:K03593	seb:STM474_2241
ko:K01489	seb:STM474_2272
ko:K03748	seb:STM474_2273
ko:K10541	seb:STM474_2277
ko:K10540	seb:STM474_2279
ko:K14221	seb:STM474_t0265
ko:K14221	seb:STM474_t4073
ko:K14221	seb:STM474_t0276
ko:K00374	seb:STM474_1778
ko:K06039	seb:STM474_1786
ko:K06282	seb:STM474_1806
ko:K06281	seb:STM474_1807
ko:K14219	seb:STM474_t1245
ko:K14744	seb:STM474_2059
ko:K00526	seb:STM474_2374
ko:K00287	seb:STM474_0091
ko:K10716	seb:STM474_4569
ko:K16052	seb:STM474_1676
ko:K14228	seb:STM474_t4685
ko:K14237	seb:STM474_t0777
ko:K14237	seb:STM474_t2517
ko:K14237	seb:STM474_t2518
ko:K14237	seb:STM474_t2519
ko:K14228	seb:STM474_t1974
ko:K14227	seb:STM474_t0260
ko:K14227	seb:STM474_t4316
ko:K14227	seb:STM474_t4167
ko:K14229	seb:STM474_t0776
ko:K14229	seb:STM474_t0779
ko:K14229	seb:STM474_t2520
ko:K14229	seb:STM474_t0780
ko:K14229	seb:STM474_t0778
ko:K14238	seb:STM474_t3925
ko:K14234	seb:STM474_t4326
ko:K03767	seb:STM474_3639
ko:K07666	seb:STM474_3330
ko:K14225	seb:STM474_t4329
ko:K14237	seb:STM474_t1430
ko:K14222	seb:STM474_t1975
ko:K14225	seb:STM474_t1976
ko:K14225	seb:STM474_t4549
ko:K14225	seb:STM474_t4550
ko:K14225	seb:STM474_t4551
ko:K14233	seb:STM474_t0936
ko:K14233	seb:STM474_t1128
ko:K14230	seb:STM474_t0696
ko:K14230	seb:STM474_t0700
ko:K14223	seb:STM474_t0694
ko:K14223	seb:STM474_t0695
ko:K14234	seb:STM474_t0339
ko:K14218	seb:STM474_t0261
ko:K14218	seb:STM474_t4168
ko:K14218	seb:STM474_t4317
ko:K12516	seb:STM474_3645
ko:K19221	seb:STM474_1735
ko:K00484	seb:STM474_1090
ko:K07645	seb:STM474_3331
ko:K04065	seb:STM474_4766
ko:K10108	seb:STM474_4423
ko:K10109	seb:STM474_4422
ko:K03111	seb:STM474_p228
ko:K10110	seb:STM474_4421
ko:K16053	seb:STM474_0589
ko:K14223	seb:STM474_t0697
ko:K14223	seb:STM474_t0698
ko:K14228	seb:STM474_t4111
ko:K14228	seb:STM474_t4757
ko:K14228	seb:STM474_t4759
ko:K14228	seb:STM474_t4758
ko:K07347	seb:STM474_2237
ko:K14232	seb:STM474_t4112
ko:K16076	seb:STM474_1585
ko:K10013	seb:STM474_2452
ko:K16066	seb:STM474_1522
ko:K16074	seb:STM474_1669
ko:K14235	seb:STM474_t4074
ko:K01801	seb:STM474_2265
ko:K00956	seb:STM474_3074
ko:K11929	seb:STM474_0335
ko:K00568	seb:STM474_2372
ko:K07346	seb:STM474_0566
ko:K07771	seb:STM474_4488
ko:K07675	seb:STM474_3963
ko:K13654	seb:STM474_1601
ko:K02485	seb:STM474_1770
ko:K01671	seb:STM474_4199
ko:K13740	seb:STM474_3017
ko:K13085	seb:STM474_1083
ko:K01270	seb:STM474_0331
ko:K08344	seb:STM474_1107
ko:K00884	seb:STM474_1217
ko:K15583	seb:STM474_1761
ko:K00073	seb:STM474_0549
ko:K12944	seb:STM474_2391
ko:K08225	seb:STM474_0613
ko:K03972	seb:STM474_1699
ko:K02035	seb:STM474_1255
ko:K02031	seb:STM474_1258
ko:K01250	seb:STM474_0682
ko:K08194	seb:STM474_4004
ko:K08477	seb:STM474_2494
ko:K01980	seb:STM474_r3559
ko:K01980	seb:STM474_r4070
ko:K01980	seb:STM474_r4366
ko:K01980	seb:STM474_r4169
ko:K01980	seb:STM474_r4318
ko:K01980	seb:STM474_r0262
ko:K01980	seb:STM474_r2770
ko:K03535	seb:STM474_3107
ko:K01069	seb:STM474_0272
ko:K01048	seb:STM474_4139
ko:K06858	seb:STM474_0215
ko:K08351	seb:STM474_3816
ko:K01545	seb:STM474_0729
ko:K01840	seb:STM474_2168
ko:K01840	seb:STM474_2189
ko:K08348	seb:STM474_1583
ko:K01739	seb:STM474_4284
ko:K01659	seb:STM474_0384
ko:K01271	seb:STM474_4162
ko:K01139	seb:STM474_3916
ko:K12981	seb:STM474_3888
ko:K06221	seb:STM474_3316
ko:K07684	seb:STM474_1784
ko:K07782	seb:STM474_1981
ko:K13053	seb:STM474_1063
ko:K13284	seb:STM474_3021
ko:K13286	seb:STM474_3023
ko:K03668	seb:STM474_1660
ko:K05874	seb:STM474_4737
ko:K01977	seb:STM474_r2772
ko:K01977	seb:STM474_r4166
ko:K01977	seb:STM474_r4068
ko:K01977	seb:STM474_r4315
ko:K01977	seb:STM474_r3562
ko:K01977	seb:STM474_r4364
ko:K01977	seb:STM474_r0259
ko:K01175	seb:STM474_0717
ko:K03079	seb:STM474_4584
ko:K08154	seb:STM474_3973
ko:K08279	seb:STM474_0072
ko:K07250	seb:STM474_2927
ko:K11748	seb:STM474_3624
ko:K11747	seb:STM474_3623
ko:K01619	seb:STM474_4772
ko:K00758	seb:STM474_4773
ko:K03784	seb:STM474_4775
ko:K07186	seb:STM474_4782
ko:K11645	seb:STM474_2228
ko:K07491	seb:STM474_p1081
ko:K02533	seb:STM474_4806
ko:K03077	seb:STM474_4585
ko:K16370	seb:STM474_1331
ko:K07713	seb:STM474_4360
ko:K02099	seb:STM474_0107
ko:K01630	seb:STM474_3406
ko:K16322	seb:STM474_3757
ko:K16371	seb:STM474_3414
ko:K16291	seb:STM474_2100
ko:K16165	seb:STM474_2266
ko:K08970	seb:STM474_3171
ko:K01223	seb:STM474_3949
ko:K01834	seb:STM474_0797
ko:K04753	seb:STM474_3325
ko:K10673	seb:STM474_p311
ko:K05799	seb:STM474_0159
ko:K08353	seb:STM474_2149
ko:K04015	seb:STM474_4476
ko:K04014	seb:STM474_4475
ko:K12262	seb:STM474_1651
ko:K03566	seb:STM474_3128
ko:K02062	seb:STM474_0109
ko:K10823	seb:STM474_1760
ko:K04027	seb:STM474_2568
ko:K00879	seb:STM474_3123
ko:K16263	seb:STM474_4525
ko:K16264	seb:STM474_0783
ko:K11391	seb:STM474_3374
ko:K12455	seb:STM474_2174
ko:K00537	seb:STM474_2598
ko:K16693	seb:STM474_4104
ko:K03772	seb:STM474_3619
ko:K00090	seb:STM474_3818
ko:K07459	seb:STM474_0926
ko:K07214	seb:STM474_0606
ko:K01708	seb:STM474_3407
ko:K12211	seb:STM474_p259
ko:K12227	seb:STM474_p263
ko:K00932	seb:STM474_3396
ko:K12205	seb:STM474_p268
ko:K16703	seb:STM474_2185
ko:K16704	seb:STM474_4102
ko:K08598	seb:STM474_3004
ko:K03776	seb:STM474_3371
ko:K08234	seb:STM474_0244
ko:K12228	seb:STM474_p243
ko:K12218	seb:STM474_p244
ko:K12222	seb:STM474_p265
ko:K12209	seb:STM474_p260
ko:K16711	seb:STM474_2184
ko:K07662	seb:STM474_4241
ko:K00065	seb:STM474_3164
ko:K16692	seb:STM474_2201
ko:K16710	seb:STM474_2186
ko:K03605	seb:STM474_1809
ko:K14742	seb:STM474_1842
ko:K02778	seb:STM474_1200
ko:K02779	seb:STM474_1200
ko:K16695	seb:STM474_2187
ko:K00042	seb:STM474_0540
ko:K02484	seb:STM474_1087
ko:K05812	seb:STM474_2763
ko:K01985	seb:STM474_r0264
ko:K01985	seb:STM474_r4320
ko:K01985	seb:STM474_r2769
ko:K01985	seb:STM474_r4171
ko:K01985	seb:STM474_r4072
ko:K01985	seb:STM474_r3556
ko:K01985	seb:STM474_r3558
ko:K01985	seb:STM474_r4368
ko:K00483	seb:STM474_1091
ko:K19230	seb:STM474_1709
ko:K16651	seb:STM474_2143
ko:K10111	seb:STM474_4424
ko:K18828	seb:STM474_3180
ko:K18828	seb:STM474_p1006
ko:K00042	seb:STM474_3405
ko:K00632	seb:STM474_2488
ko:K01002	seb:STM474_4745
ko:K01096	seb:STM474_1725
ko:K00821	seb:STM474_3635
ko:K01664	seb:STM474_3636
ko:K04772	seb:STM474_3508
ko:K05499	seb:STM474_4277
ko:K09017	seb:STM474_1116
ko:K03719	seb:STM474_0946
ko:K03973	seb:STM474_1701
ko:K05540	seb:STM474_3546
ko:K14761	seb:STM474_0562
ko:K18816	seb:STM474_1631
ko:K04771	seb:STM474_0218
ko:K07012	seb:STM474_3085
ko:K02849	seb:STM474_3896
ko:K15460	seb:STM474_2755
ko:K00557	seb:STM474_4312
ko:K04028	seb:STM474_2567
ko:K16950	seb:STM474_2652
ko:K02030	seb:STM474_1645
ko:K16951	seb:STM474_2653
ko:K08088	seb:STM474_0571
ko:K13041	seb:STM474_1392
ko:K02006	seb:STM474_2105
ko:K16850	seb:STM474_0671
ko:K16787	seb:STM474_3222
ko:K16786	seb:STM474_3221
ko:K16785	seb:STM474_3220
ko:K09810	seb:STM474_1215
ko:K13739	seb:STM474_3087
ko:K16923	seb:STM474_3219
ko:K09477	seb:STM474_0639
ko:K01420	seb:STM474_1673
ko:K03559	seb:STM474_3309
ko:K00040	seb:STM474_1519
ko:K00040	seb:STM474_3286
ko:K00151	seb:STM474_1094
ko:K00265	seb:STM474_3490
ko:K03779	seb:STM474_3515
ko:K00951	seb:STM474_3101
ko:K03604	seb:STM474_1436
ko:K07794	seb:STM474_2921
ko:K16849	seb:STM474_0670
ko:K15368	seb:STM474_1405
ko:K01485	seb:STM474_3494
ko:K16370	seb:STM474_3411
ko:K16868	seb:STM474_1620
ko:K15353	seb:STM474_2336
ko:K15367	seb:STM474_1403
ko:K07805	seb:STM474_1242
ko:K15352	seb:STM474_2914
ko:K15347	seb:STM474_1221
ko:K15351	seb:STM474_1411
ko:K02008	seb:STM474_2106
ko:K03278	seb:STM474_3891
ko:K08087	seb:STM474_0573
ko:K13005	seb:STM474_2172
ko:K03280	seb:STM474_3887
ko:K15350	seb:STM474_1410
ko:K15344	seb:STM474_1404
ko:K06970	seb:STM474_0851
ko:K09471	seb:STM474_3277
ko:K15346	seb:STM474_1407
ko:K15345	seb:STM474_1406
ko:K11382	seb:STM474_2498
ko:K18140	seb:STM474_3551
ko:K07274	seb:STM474_1290
ko:K03417	seb:STM474_0383
ko:K06075	seb:STM474_1451
ko:K07245	seb:STM474_1906
ko:K08302	seb:STM474_3410
ko:K17467	seb:STM474_3943
ko:K00371	seb:STM474_1591
ko:K00374	seb:STM474_1593
ko:K00373	seb:STM474_1592
ko:K02028	seb:STM474_1647
ko:K02503	seb:STM474_1202
ko:K17247	seb:STM474_3540
ko:K03292	seb:STM474_4194
ko:K03292	seb:STM474_3924
ko:K19697	seb:STM474_2142
ko:K03293	seb:STM474_4108
ko:K12062	seb:STM474_p1022
ko:K12064	seb:STM474_p1027
ko:K13450	seb:STM474_p1078
ko:K15354	seb:STM474_1043
ko:K13923	seb:STM474_2132
ko:K11209	seb:STM474_2446
ko:K15366	seb:STM474_p1077
ko:K00370	seb:STM474_1590
ko:K03585	seb:STM474_0496
ko:K07307	seb:STM474_2631
ko:K10038	seb:STM474_0853
ko:K00146	seb:STM474_3278
ko:K09953	seb:STM474_1333
ko:K01582	seb:STM474_2664
ko:K12678	seb:STM474_3931
ko:K01897	seb:STM474_1840
ko:K18139	seb:STM474_0364
ko:K10439	seb:STM474_4063
ko:K06218	seb:STM474_4646
ko:K15349	seb:STM474_1643
ko:K17713	seb:STM474_2622
ko:K08316	seb:STM474_3739
ko:K01582	seb:STM474_0243
ko:K17468	seb:STM474_3942
ko:K17463	seb:STM474_3941
ko:K17465	seb:STM474_3945
ko:K17464	seb:STM474_3946
ko:K17466	seb:STM474_3944
ko:K01990	seb:STM474_0181
ko:K17473	seb:STM474_3947
ko:K01992	seb:STM474_0182
ko:K11070	seb:STM474_1220
ko:K00813	seb:STM474_0984
ko:K05601	seb:STM474_0924
ko:K17686	seb:STM474_0519
ko:K19789	seb:STM474_2316
ko:K03292	seb:STM474_4195
ko:K17837	seb:STM474_3911
ko:K00971	seb:STM474_2169
ko:K01497	seb:STM474_1726
ko:K17722	seb:STM474_2275
ko:K17723	seb:STM474_2276
ko:K02477	seb:STM474_2246
ko:K00661	seb:STM474_0492
ko:K01187	seb:STM474_0420
ko:K06518	seb:STM474_4467
ko:K00632	seb:STM474_4160
ko:K01130	seb:STM474_3271
ko:K08485	seb:STM474_3484
ko:K01791	seb:STM474_4098
ko:K06518	seb:STM474_2270
ko:K02483	seb:STM474_1088
ko:K02809	seb:STM474_2675
ko:K02810	seb:STM474_2675
ko:K17758	seb:STM474_4553
ko:K17759	seb:STM474_4553
ko:K11928	seb:STM474_1119
ko:K00344	seb:STM474_4439
ko:K13638	seb:STM474_3577
ko:K13695	seb:STM474_1347
ko:K18015	seb:STM474_2383
ko:K12979	seb:STM474_4482
ko:K07494	seb:STM474_p1070
ko:K03292	seb:STM474_4247
ko:K17938	seb:STM474_0391
ko:K00996	seb:STM474_2167
ko:K18325	seb:STM474_0601
ko:K07483	seb:STM474_2903
ko:K18895	seb:STM474_2909
ko:K03605	seb:STM474_1546
ko:K01066	seb:STM474_0511
ko:K04343	seb:STM474_p310
ko:K00249	seb:STM474_0883
ko:K04103	seb:STM474_2506
ko:K18141	seb:STM474_3553
ko:K00001	seb:STM474_4224
ko:K17948	seb:STM474_1124
ko:K02794	seb:STM474_0596
ko:K02783	seb:STM474_2885
ko:K05396	seb:STM474_1984
ko:K01007	seb:STM474_1354
ko:K21469	seb:STM474_2581
ko:K03605	seb:STM474_3296
ko:K00523	seb:STM474_2178
ko:K18292	seb:STM474_3269
ko:K18288	seb:STM474_3267
ko:K08156	seb:STM474_0411
ko:K21905	seb:STM474_p1110
ko:K21430	seb:STM474_0887
ko:K07307	seb:STM474_1507
ko:K22486	seb:STM474_3015
ko:K19597	seb:STM474_0367
ko:K02197	seb:STM474_3992
ko:K03811	seb:STM474_4089
ko:K01521	seb:STM474_4252
ko:K01571	seb:STM474_3512
ko:K07804	seb:STM474_p1109
ko:K07005	seb:STM474_0720
ko:K19164	seb:STM474_p1094
ko:K01185	seb:STM474_2838
ko:K18290	seb:STM474_3268
ko:K05875	seb:STM474_3370
ko:K18324	seb:STM474_2584
ko:K18326	seb:STM474_2216
ko:K21637	seb:STM474_3279
ko:K00984	seb:STM474_1265
ko:K01023	seb:STM474_3346
ko:K11904	seb:STM474_0301
ko:K18479	seb:STM474_4198
ko:K18478	seb:STM474_4201
ko:K18446	seb:STM474_3356
ko:K18475	seb:STM474_1989
ko:K00681	seb:STM474_3718
ko:K00335	seb:STM474_2421
ko:K18691	seb:STM474_2672
ko:K18640	seb:STM474_p218
ko:K03791	seb:STM474_1901
ko:K18697	seb:STM474_2674
ko:K18142	seb:STM474_3554
ko:K18765	seb:STM474_3537
ko:K01185	seb:STM474_2721
ko:K18850	seb:STM474_1227
ko:K18889	seb:STM474_0481
ko:K18862	seb:STM474_0431
ko:K18862	seb:STM474_3794
ko:K21645	seb:STM474_4713
ko:K18920	seb:STM474_p246
ko:K11741	seb:STM474_4535
ko:K09691	seb:STM474_0746
ko:K20861	seb:STM474_0893
ko:K18829	seb:STM474_p1005
ko:K20866	seb:STM474_4203
ko:K20881	seb:STM474_3663
ko:K08968	seb:STM474_1870
ko:K20862	seb:STM474_4127
ko:K07319	seb:STM474_3548
ko:K18800	seb:STM474_3203
ko:K18778	seb:STM474_0146
ko:K18829	seb:STM474_3181
ko:K18831	seb:STM474_4207
ko:K18657	seb:STM474_1051
ko:K18890	seb:STM474_0482
ko:K07448	seb:STM474_4731
ko:K18824	seb:STM474_p301
ko:K06218	seb:STM474_1561
ko:K03553	seb:STM474_2967
ko:K18918	seb:STM474_4645
ko:K05839	seb:STM474_0493
ko:K03646	seb:STM474_0772
ko:K03674	seb:STM474_0898
ko:K04565	seb:STM474_1035
ko:K03169	seb:STM474_1302
ko:K04565	seb:STM474_1447
ko:K10748	seb:STM474_1477
ko:K03746	seb:STM474_1768
ko:K07790	seb:STM474_1888
ko:K03502	seb:STM474_2029
ko:K03503	seb:STM474_2030
ko:K08722	seb:STM474_2429
ko:K07724	seb:STM474_2884
ko:K07473	seb:STM474_3685
ko:K11685	seb:STM474_2935
ko:K05785	seb:STM474_4156
ko:K07724	seb:STM474_3466
ko:K12056	seb:STM474_p1010
ko:K12072	seb:STM474_p1011
ko:K12057	seb:STM474_p1014
ko:K12058	seb:STM474_p1016
ko:K12059	seb:STM474_p1018
ko:K12060	seb:STM474_p1020
ko:K12061	seb:STM474_p1021
ko:K12063	seb:STM474_p1023
ko:K12065	seb:STM474_p1030
ko:K12066	seb:STM474_p1031
ko:K12067	seb:STM474_p1032
ko:K12068	seb:STM474_p1033
ko:K03497	seb:STM474_p1041
ko:K02345	seb:STM474_p1044
ko:K03503	seb:STM474_p1053
ko:K03502	seb:STM474_p1054
ko:K03497	seb:STM474_p1055
ko:K03496	seb:STM474_p216
ko:K12217	seb:STM474_p242
ko:K12206	seb:STM474_p254
ko:K12213	seb:STM474_p261
ko:K12214	seb:STM474_p262
ko:K12203	seb:STM474_p266
ko:K12204	seb:STM474_p267
ko:K03761	seb:STM474_2767
ko:K03976	seb:STM474_0516
ko:K01699	seb:STM474_2125
ko:K19055	seb:STM474_1285
ko:K03526	seb:STM474_2625
ko:K18979	seb:STM474_4552
ko:K18997	seb:STM474_1104
ko:K18988	seb:STM474_0390
ko:K19048	seb:STM474_0307
ko:K19048	seb:STM474_4727
ko:K19048	seb:STM474_0309
ko:K19046	seb:STM474_3083
ko:K19000	seb:STM474_0246
ko:K07497	seb:STM474_2900
ko:K19227	seb:STM474_1706
ko:K19229	seb:STM474_1708
ko:K07746	seb:STM474_3100
ko:K19157	seb:STM474_3684
ko:K19222	seb:STM474_1370
ko:K19165	seb:STM474_3726
ko:K19166	seb:STM474_4208
ko:K19226	seb:STM474_1705
ko:K19123	seb:STM474_3084
ko:K19235	seb:STM474_0862
ko:K19236	seb:STM474_1212
ko:K07801	seb:STM474_2693
ko:K07448	seb:STM474_4688
ko:K19163	seb:STM474_p1093
ko:K19238	seb:STM474_2400
ko:K19124	seb:STM474_3082
ko:K01710	seb:STM474_2182
ko:K01710	seb:STM474_4100
ko:K02777	seb:STM474_2536
ko:K07319	seb:STM474_p1050
ko:K22044	seb:STM474_0852
ko:K19125	seb:STM474_3081
ko:K19228	seb:STM474_1707
ko:K19126	seb:STM474_3080
ko:K19234	seb:STM474_1379
ko:K19162	seb:STM474_0494
ko:K07451	seb:STM474_2057
ko:K19168	seb:STM474_3193
ko:K09951	seb:STM474_3078
ko:K00336	seb:STM474_2420
ko:K19270	seb:STM474_2431
ko:K19265	seb:STM474_2507
ko:K01992	seb:STM474_0841
ko:K01992	seb:STM474_0842
ko:K01992	seb:STM474_3752
ko:K01066	seb:STM474_4209
ko:K03722	seb:STM474_1843
ko:K19416	seb:STM474_1077
ko:K07801	seb:STM474_1894
ko:K03722	seb:STM474_0847
ko:K07496	seb:STM474_2708
ko:K07497	seb:STM474_0310
ko:K07497	seb:STM474_0311
ko:K07497	seb:STM474_2610
ko:K07497	seb:STM474_2899
ko:K19335	seb:STM474_1687
ko:K19353	seb:STM474_4302
ko:K19267	seb:STM474_4598
ko:K19337	seb:STM474_1919
ko:K19304	seb:STM474_1922
ko:K19505	seb:STM474_4738
ko:K19334	seb:STM474_4665
ko:K19302	seb:STM474_0891
ko:K19270	seb:STM474_1327
ko:K19354	seb:STM474_3880
ko:K01785	seb:STM474_4197
ko:K19336	seb:STM474_1688
ko:K19333	seb:STM474_1865
ko:K06884	seb:STM474_1745
ko:K06884	seb:STM474_1524
ko:K06884	seb:STM474_1114
ko:K19303	seb:STM474_1438
ko:K19510	seb:STM474_4744
ko:K19556	seb:STM474_p1075
ko:K19507	seb:STM474_4740
ko:K19509	seb:STM474_0594
ko:K19611	seb:STM474_0605
ko:K02796	seb:STM474_1854
ko:K19506	seb:STM474_4739
ko:K19508	seb:STM474_4741
ko:K19509	seb:STM474_4742
ko:K02257	seb:STM474_0459
ko:K00525	seb:STM474_2373
ko:K19592	seb:STM474_0368
ko:K19594	seb:STM474_0365
ko:K19709	seb:STM474_1362
ko:K19688	seb:STM474_0879
ko:K19745	seb:STM474_3538
ko:K19778	seb:STM474_1574
ko:K19776	seb:STM474_4008
ko:K00799	seb:STM474_0888
ko:K07119	seb:STM474_1602
ko:K06131	seb:STM474_0837
ko:K00799	seb:STM474_2445
ko:K06132	seb:STM474_1143
ko:K07147	seb:STM474_3539
ko:K15777	seb:STM474_3343
ko:K19784	seb:STM474_4029
ko:K19802	seb:STM474_1694
ko:K01185	seb:STM474_1019
ko:K19803	seb:STM474_2306
ko:K21636	seb:STM474_4648
ko:K19804	seb:STM474_1723
ko:K19810	seb:STM474_4530
ko:K07453	seb:STM474_0168
ko:K07497	seb:STM474_0340
ko:K07497	seb:STM474_0934
ko:K07126	seb:STM474_0458
ko:K07126	seb:STM474_0457
ko:K07011	seb:STM474_0743
ko:K21638	seb:STM474_1102
ko:K20023	seb:STM474_3870
ko:K20265	seb:STM474_2457
ko:K07686	seb:STM474_3964
ko:K20276	seb:STM474_2812
ko:K20117	seb:STM474_2893
ko:K20118	seb:STM474_2893
ko:K19591	seb:STM474_0520
ko:K01612	seb:STM474_3062
ko:K01236	seb:STM474_1572
ko:K20542	seb:STM474_3786
ko:K20534	seb:STM474_4397
ko:K20543	seb:STM474_3785
ko:K20534	seb:STM474_0577
ko:K20541	seb:STM474_3787
ko:K21394	seb:STM474_3843
ko:K22132	seb:STM474_3133
ko:K20609	seb:STM474_1624
ko:K01214	seb:STM474_1570
ko:K02438	seb:STM474_3704
ko:K04333	seb:STM474_1137
ko:K21029	seb:STM474_0870
ko:K21021	seb:STM474_2785
ko:K21023	seb:STM474_3550
ko:K21084	seb:STM474_2209
ko:K03077	seb:STM474_0104
ko:K21085	seb:STM474_2018
ko:K21086	seb:STM474_3780
ko:K21087	seb:STM474_1819
ko:K21089	seb:STM474_2248
ko:K21090	seb:STM474_1849
ko:K00525	seb:STM474_2945
ko:K00526	seb:STM474_2946
ko:K06217	seb:STM474_1120
ko:K06905	seb:STM474_2818
ko:K06906	seb:STM474_2819
ko:K06908	seb:STM474_2823
ko:K06907	seb:STM474_2824
ko:K06903	seb:STM474_2831
ko:K06223	seb:STM474_3651
ko:K11089	seb:STM474_3688
ko:K00558	seb:STM474_2023
ko:K06904	seb:STM474_2052
ko:K03791	seb:STM474_2060
ko:K06223	seb:STM474_2855
ko:K06919	seb:STM474_2873
ko:K06919	seb:STM474_2880
ko:K06952	seb:STM474_2075
ko:K06191	seb:STM474_2943
ko:K03546	seb:STM474_0412
ko:K03676	seb:STM474_3875
ko:K01520	seb:STM474_3904
ko:K00560	seb:STM474_3147
ko:K06904	seb:STM474_2330
ko:K06217	seb:STM474_0690
ko:K02316	seb:STM474_3364
ko:K02315	seb:STM474_4747
ko:K01185	seb:STM474_p1074
ko:K06903	seb:STM474_4394
ko:K06905	seb:STM474_4400
ko:K06908	seb:STM474_4406
ko:K06907	seb:STM474_4407
ko:K02314	seb:STM474_4440
ko:K00857	seb:STM474_1767
ko:K06197	seb:STM474_1787
ko:K04068	seb:STM474_4647
ko:K14744	seb:STM474_1020
ko:K07313	seb:STM474_1876
ko:K14744	seb:STM474_2720
ko:K06866	seb:STM474_2759
ko:K06906	seb:STM474_2795
ko:K06905	seb:STM474_2796
ko:K03292	seb:STM474_0157
ko:K05934	seb:STM474_2112
ko:K02335	seb:STM474_4178
ko:K21393	seb:STM474_3844
ko:K21395	seb:STM474_3845
ko:K21449	seb:STM474_3863
ko:K21470	seb:STM474_0981
ko:K21602	seb:STM474_3839
ko:K21645	seb:STM474_0789
ko:K21739	seb:STM474_0584
ko:K21740	seb:STM474_0585
ko:K21741	seb:STM474_0586
ko:K21746	seb:STM474_0583
ko:K21698	seb:STM474_3528
ko:K21695	seb:STM474_3526
ko:K21759	seb:STM474_3063
ko:K21948	seb:STM474_3057
ko:K21990	seb:STM474_2492
ko:K22041	seb:STM474_1210
ko:K22015	seb:STM474_4481
ko:K22024	seb:STM474_0172
ko:K22025	seb:STM474_3054
ko:K22051	seb:STM474_4544
ko:K08319	seb:STM474_3058
ko:K22131	seb:STM474_3055
ko:K01816	seb:STM474_0539
ko:K14274	seb:STM474_2781
ko:K22130	seb:STM474_3056
ko:K03595	seb:STM474_2685
ko:K22129	seb:STM474_0171
ko:K22105	seb:STM474_4310
ko:K22104	seb:STM474_3500
ko:K22110	seb:STM474_4233
ko:K22110	seb:STM474_1125
ko:K22110	seb:STM474_4193
ko:K22270	seb:STM474_2264
ko:K03079	seb:STM474_3848
ko:K08994	seb:STM474_1538
ko:K03078	seb:STM474_3847
ko:K03077	seb:STM474_3849
ko:K15634	seb:STM474_4791
ko:K22397	seb:STM474_3699
ko:K22293	seb:STM474_1521
ko:K13566	seb:STM474_0323
ko:K11206	seb:STM474_0652
ko:K22488	seb:STM474_3013
ko:K22489	seb:STM474_3060
ko:K07319	seb:STM474_p221
ko:K22501	seb:STM474_1814
ko:K00424	seb:STM474_0767
ko:K22487	seb:STM474_3011
ko:K22505	seb:STM474_3010
ko:K22512	seb:STM474_3035
ko:K22506	seb:STM474_3034
ko:K22504	seb:STM474_3038
ko:K22508	seb:STM474_3028
ko:K22509	seb:STM474_3027
ko:K22510	seb:STM474_3026
ko:K22511	seb:STM474_3037
ko:K22513	seb:STM474_3033
ko:K22514	seb:STM474_3032
