ko:K02495	senj:CFSAN001992_13695
ko:K14234	senj:CFSAN001992t22448
ko:K14232	senj:CFSAN001992t22444
ko:K14238	senj:CFSAN001992t22442
ko:K14235	senj:CFSAN001992t22436
ko:K14226	senj:CFSAN001992t22432
ko:K14232	senj:CFSAN001992t22428
ko:K14220	senj:CFSAN001992t22324
ko:K14220	senj:CFSAN001992t22326
ko:K14220	senj:CFSAN001992t22328
ko:K14220	senj:CFSAN001992t22330
ko:K14225	senj:CFSAN001992t22334
ko:K14225	senj:CFSAN001992t22404
ko:K14225	senj:CFSAN001992t22406
ko:K14225	senj:CFSAN001992t22402
ko:K14219	senj:CFSAN001992t22348
ko:K14219	senj:CFSAN001992t22350
ko:K14228	senj:CFSAN001992t22370
ko:K14219	senj:CFSAN001992t22382
ko:K14221	senj:CFSAN001992t22386
ko:K14221	senj:CFSAN001992t22388
ko:K14221	senj:CFSAN001992t22438
ko:K01985	senj:CFSAN001992r22490
ko:K01985	senj:CFSAN001992r22500
ko:K01985	senj:CFSAN001992r22504
ko:K01985	senj:CFSAN001992r22492
ko:K01985	senj:CFSAN001992r22498
ko:K01985	senj:CFSAN001992r22496
ko:K01985	senj:CFSAN001992r22494
ko:K01985	senj:CFSAN001992r22502
ko:K01980	senj:CFSAN001992r22520
ko:K01980	senj:CFSAN001992r22528
ko:K01980	senj:CFSAN001992r22526
ko:K01980	senj:CFSAN001992r22522
ko:K01980	senj:CFSAN001992r22530
ko:K01980	senj:CFSAN001992r22524
ko:K14227	senj:CFSAN001992t22392
ko:K14227	senj:CFSAN001992t22422
ko:K14227	senj:CFSAN001992t22426
ko:K14224	senj:CFSAN001992t22410
ko:K14224	senj:CFSAN001992t22440
ko:K14224	senj:CFSAN001992t22446
ko:K14224	senj:CFSAN001992t22474
ko:K14230	senj:CFSAN001992t22452
ko:K14230	senj:CFSAN001992t22460
ko:K14230	senj:CFSAN001992t22462
ko:K14219	senj:CFSAN001992t22488
ko:K16692	senj:CFSAN001992_00840
ko:K03819	senj:CFSAN001992_00850
ko:K13684	senj:CFSAN001992_00855
ko:K13620	senj:CFSAN001992_00860
ko:K13683	senj:CFSAN001992_00865
ko:K03818	senj:CFSAN001992_00870
ko:K01711	senj:CFSAN001992_00875
ko:K02377	senj:CFSAN001992_00880
ko:K03207	senj:CFSAN001992_00885
ko:K03208	senj:CFSAN001992_00890
ko:K16695	senj:CFSAN001992_00915
ko:K16710	senj:CFSAN001992_00920
ko:K16703	senj:CFSAN001992_00925
ko:K00963	senj:CFSAN001992_00935
ko:K00067	senj:CFSAN001992_00945
ko:K00973	senj:CFSAN001992_00950
ko:K01790	senj:CFSAN001992_00955
ko:K00978	senj:CFSAN001992_00965
ko:K01709	senj:CFSAN001992_00970
ko:K12452	senj:CFSAN001992_00975
ko:K12454	senj:CFSAN001992_00985
ko:K00012	senj:CFSAN001992_01030
ko:K05789	senj:CFSAN001992_01035
ko:K11755	senj:CFSAN001992_01040
ko:K02500	senj:CFSAN001992_01045
ko:K01814	senj:CFSAN001992_01050
ko:K02501	senj:CFSAN001992_01055
ko:K01089	senj:CFSAN001992_01060
ko:K00817	senj:CFSAN001992_01065
ko:K00013	senj:CFSAN001992_01070
ko:K05887	senj:CFSAN001992_04800
ko:K03785	senj:CFSAN001992_04805
ko:K00313	senj:CFSAN001992_04835
ko:K12507	senj:CFSAN001992_04845
ko:K09773	senj:CFSAN001992_04860
ko:K01626	senj:CFSAN001992_04865
ko:K06074	senj:CFSAN001992_04890
ko:K00432	senj:CFSAN001992_04895
ko:K06073	senj:CFSAN001992_04900
ko:K04764	senj:CFSAN001992_04905
ko:K01890	senj:CFSAN001992_04910
ko:K01889	senj:CFSAN001992_04915
ko:K02887	senj:CFSAN001992_04920
ko:K02916	senj:CFSAN001992_04925
ko:K02520	senj:CFSAN001992_04930
ko:K01868	senj:CFSAN001992_04935
ko:K01173	senj:CFSAN001992_04945
ko:K07038	senj:CFSAN001992_04990
ko:K06956	senj:CFSAN001992_04995
ko:K15722	senj:CFSAN001992_05000
ko:K03781	senj:CFSAN001992_05005
ko:K03490	senj:CFSAN001992_05020
ko:K02759	senj:CFSAN001992_05025
ko:K03269	senj:CFSAN001992_08610
ko:K01588	senj:CFSAN001992_08615
ko:K01589	senj:CFSAN001992_08620
ko:K06917	senj:CFSAN001992_08625
ko:K02072	senj:CFSAN001992_08630
ko:K02071	senj:CFSAN001992_08635
ko:K02073	senj:CFSAN001992_08640
ko:K02003	senj:CFSAN001992_08655
ko:K10804	senj:CFSAN001992_08660
ko:K05838	senj:CFSAN001992_08670
ko:K02069	senj:CFSAN001992_08675
ko:K02068	senj:CFSAN001992_08680
ko:K07340	senj:CFSAN001992_08690
ko:K09973	senj:CFSAN001992_08715
ko:K08223	senj:CFSAN001992_08730
ko:K00892	senj:CFSAN001992_08745
ko:K01772	senj:CFSAN001992_08755
ko:K04079	senj:CFSAN001992_08770
ko:K06187	senj:CFSAN001992_08775
ko:K09747	senj:CFSAN001992_08780
ko:K02343	senj:CFSAN001992_08785
ko:K00759	senj:CFSAN001992_08790
ko:K09790	senj:CFSAN001992_08795
ko:K05802	senj:CFSAN001992_08815
ko:K03577	senj:CFSAN001992_08820
ko:K03762	senj:CFSAN001992_12420
ko:K06193	senj:CFSAN001992_12425
ko:K09994	senj:CFSAN001992_12435
ko:K11102	senj:CFSAN001992_12460
ko:K04016	senj:CFSAN001992_12475
ko:K04014	senj:CFSAN001992_12485
ko:K04013	senj:CFSAN001992_12490
ko:K03385	senj:CFSAN001992_12495
ko:K01895	senj:CFSAN001992_12500
ko:K14393	senj:CFSAN001992_12510
ko:K06901	senj:CFSAN001992_12540
ko:K13639	senj:CFSAN001992_12550
ko:K13631	senj:CFSAN001992_12555
ko:K03701	senj:CFSAN001992_12610
ko:K03788	senj:CFSAN001992_12635
ko:K00832	senj:CFSAN001992_12640
ko:K01775	senj:CFSAN001992_12645
ko:K07397	senj:CFSAN001992_16250
ko:K00855	senj:CFSAN001992_16255
ko:K06158	senj:CFSAN001992_16280
ko:K07070	senj:CFSAN001992_16295
ko:K03775	senj:CFSAN001992_16300
ko:K03745	senj:CFSAN001992_16305
ko:K07235	senj:CFSAN001992_16320
ko:K07236	senj:CFSAN001992_16325
ko:K07237	senj:CFSAN001992_16330
ko:K02950	senj:CFSAN001992_16335
ko:K02992	senj:CFSAN001992_16340
ko:K02355	senj:CFSAN001992_16345
ko:K02358	senj:CFSAN001992_16350
ko:K02192	senj:CFSAN001992_16355
ko:K03594	senj:CFSAN001992_16360
ko:K02946	senj:CFSAN001992_16370
ko:K02906	senj:CFSAN001992_16375
ko:K02926	senj:CFSAN001992_16380
ko:K02892	senj:CFSAN001992_16385
ko:K02886	senj:CFSAN001992_16390
ko:K02965	senj:CFSAN001992_16395
ko:K02890	senj:CFSAN001992_16400
ko:K02982	senj:CFSAN001992_16405
ko:K02878	senj:CFSAN001992_16410
ko:K02904	senj:CFSAN001992_16415
ko:K02961	senj:CFSAN001992_16420
ko:K02874	senj:CFSAN001992_16425
ko:K02895	senj:CFSAN001992_16430
ko:K02931	senj:CFSAN001992_16435
ko:K02954	senj:CFSAN001992_16440
ko:K02994	senj:CFSAN001992_16445
ko:K02933	senj:CFSAN001992_16450
ko:K02881	senj:CFSAN001992_16455
ko:K02988	senj:CFSAN001992_16460
ko:K02907	senj:CFSAN001992_16465
ko:K02876	senj:CFSAN001992_16470
ko:K03076	senj:CFSAN001992_16475
ko:K02919	senj:CFSAN001992_16480
ko:K01626	senj:CFSAN001992_20325
ko:K14187	senj:CFSAN001992_20330
ko:K14170	senj:CFSAN001992_20340
ko:K05809	senj:CFSAN001992_20345
ko:K05807	senj:CFSAN001992_20350
ko:K06180	senj:CFSAN001992_20355
ko:K05810	senj:CFSAN001992_20360
ko:K11216	senj:CFSAN001992_13330
ko:K00847	senj:CFSAN001992_13355
ko:K01521	senj:CFSAN001992_13365
ko:K02048	senj:CFSAN001992_13370
ko:K00850	senj:CFSAN001992_13375
ko:K06006	senj:CFSAN001992_13385
ko:K04564	senj:CFSAN001992_13410
ko:K02856	senj:CFSAN001992_13445
ko:K02854	senj:CFSAN001992_13450
ko:K00848	senj:CFSAN001992_13460
ko:K03534	senj:CFSAN001992_13480
ko:K02379	senj:CFSAN001992_13505
ko:K00123	senj:CFSAN001992_13515
ko:K02380	senj:CFSAN001992_13530
ko:K07560	senj:CFSAN001992_13570
ko:K09979	senj:CFSAN001992_17180
ko:K05520	senj:CFSAN001992_17185
ko:K07460	senj:CFSAN001992_17205
ko:K07121	senj:CFSAN001992_17210
ko:K07056	senj:CFSAN001992_17215
ko:K02774	senj:CFSAN001992_17240
ko:K02773	senj:CFSAN001992_17245
ko:K16371	senj:CFSAN001992_17250
ko:K02769	senj:CFSAN001992_17260
ko:K02770	senj:CFSAN001992_17260
ko:K00865	senj:CFSAN001992_17300
ko:K07592	senj:CFSAN001992_17310
ko:K01754	senj:CFSAN001992_17315
ko:K03838	senj:CFSAN001992_17320
ko:K00656	senj:CFSAN001992_17330
ko:K01752	senj:CFSAN001992_17335
ko:K06911	senj:CFSAN001992_17355
ko:K15977	senj:CFSAN001992_17375
ko:K07862	senj:CFSAN001992_17410
ko:K00865	senj:CFSAN001992_21120
ko:K03564	senj:CFSAN001992_21125
ko:K03567	senj:CFSAN001992_21130
ko:K01714	senj:CFSAN001992_21135
ko:K07287	senj:CFSAN001992_21140
ko:K01923	senj:CFSAN001992_21145
ko:K06957	senj:CFSAN001992_21160
ko:K07674	senj:CFSAN001992_21185
ko:K12945	senj:CFSAN001992_21200
ko:K00615	senj:CFSAN001992_21215
ko:K00029	senj:CFSAN001992_21225
ko:K04031	senj:CFSAN001992_21230
ko:K04029	senj:CFSAN001992_21235
ko:K04030	senj:CFSAN001992_21240
ko:K04032	senj:CFSAN001992_21245
ko:K04020	senj:CFSAN001992_21250
ko:K04027	senj:CFSAN001992_21255
ko:K04021	senj:CFSAN001992_21265
ko:K04024	senj:CFSAN001992_21270
ko:K04022	senj:CFSAN001992_21275
ko:K04023	senj:CFSAN001992_21280
ko:K04019	senj:CFSAN001992_21285
ko:K03735	senj:CFSAN001992_21290
ko:K03736	senj:CFSAN001992_21295
ko:K04026	senj:CFSAN001992_21300
ko:K04025	senj:CFSAN001992_21305
ko:K04033	senj:CFSAN001992_21310
ko:K00228	senj:CFSAN001992_21315
ko:K01448	senj:CFSAN001992_21320
ko:K07223	senj:CFSAN001992_21340
ko:K02048	senj:CFSAN001992_21350
ko:K02046	senj:CFSAN001992_21355
ko:K02047	senj:CFSAN001992_21360
ko:K02226	senj:CFSAN001992_08110
ko:K12453	senj:CFSAN001992_00980
ko:K08477	senj:CFSAN001992_21615
ko:K08087	senj:CFSAN001992_08525
ko:K01840	senj:CFSAN001992_00900
ko:K01840	senj:CFSAN001992_01015
ko:K00971	senj:CFSAN001992_00895
ko:K00971	senj:CFSAN001992_01010
ko:K02809	senj:CFSAN001992_20690
ko:K02810	senj:CFSAN001992_20690
ko:K01069	senj:CFSAN001992_09700
ko:K00042	senj:CFSAN001992_17295
ko:K07250	senj:CFSAN001992_19560
ko:K01659	senj:CFSAN001992_09350
ko:K00956	senj:CFSAN001992_18870
ko:K01739	senj:CFSAN001992_13190
ko:K00632	senj:CFSAN001992_21640
ko:K01139	senj:CFSAN001992_14935
ko:K01485	senj:CFSAN001992_16880
ko:K01801	senj:CFSAN001992_00480
ko:K03278	senj:CFSAN001992_15060
ko:K01664	senj:CFSAN001992_16230
ko:K02484	senj:CFSAN001992_06170
ko:K14742	senj:CFSAN001992_02370
ko:K01271	senj:CFSAN001992_13765
ko:K03566	senj:CFSAN001992_18655
ko:K05799	senj:CFSAN001992_10240
ko:K09017	senj:CFSAN001992_06040
ko:K03719	senj:CFSAN001992_06855
ko:K07274	senj:CFSAN001992_05170
ko:K03417	senj:CFSAN001992_09355
ko:K06075	senj:CFSAN001992_04370
ko:K07245	senj:CFSAN001992_02065
ko:K08302	senj:CFSAN001992_17270
ko:K13005	senj:CFSAN001992_00995
ko:K17467	senj:CFSAN001992_14800
ko:K00371	senj:CFSAN001992_03645
ko:K00374	senj:CFSAN001992_03635
ko:K00373	senj:CFSAN001992_03640
ko:K02028	senj:CFSAN001992_03365
ko:K02503	senj:CFSAN001992_05585
ko:K02851	senj:CFSAN001992_14070
ko:K03769	senj:CFSAN001992_14115
ko:K00852	senj:CFSAN001992_14210
ko:K10440	senj:CFSAN001992_14220
ko:K07772	senj:CFSAN001992_14505
ko:K02193	senj:CFSAN001992_14530
ko:K02200	senj:CFSAN001992_14565
ko:K00389	senj:CFSAN001992_14605
ko:K13636	senj:CFSAN001992_14630
ko:K00852	senj:CFSAN001992_14670
ko:K07784	senj:CFSAN001992_14700
ko:K02775	senj:CFSAN001992_14725
ko:K17247	senj:CFSAN001992_16660
ko:K05540	senj:CFSAN001992_16630
ko:K02533	senj:CFSAN001992_11040
ko:K15460	senj:CFSAN001992_20435
ko:K03767	senj:CFSAN001992_16215
ko:K03772	senj:CFSAN001992_16310
ko:K06148	senj:CFSAN001992_12570
ko:K02031	senj:CFSAN001992_05300
ko:K08173	senj:CFSAN001992_04045
ko:K11747	senj:CFSAN001992_16290
ko:K08970	senj:CFSAN001992_18450
ko:K07684	senj:CFSAN001992_02640
ko:K05874	senj:CFSAN001992_11320
ko:K05875	senj:CFSAN001992_17455
ko:K02483	senj:CFSAN001992_06165
ko:K15351	senj:CFSAN001992_04565
ko:K15352	senj:CFSAN001992_19630
ko:K13739	senj:CFSAN001992_18850
ko:K00537	senj:CFSAN001992_21095
ko:K15367	senj:CFSAN001992_04605
ko:K07459	senj:CFSAN001992_06930
ko:K07497	senj:CFSAN001992_14870
ko:K03292	senj:CFSAN001992_13625
ko:K03292	senj:CFSAN001992_13630
ko:K01478	senj:CFSAN001992_11635
ko:K09022	senj:CFSAN001992_11680
ko:K01226	senj:CFSAN001992_11705
ko:K01507	senj:CFSAN001992_11805
ko:K00244	senj:CFSAN001992_12140
ko:K00245	senj:CFSAN001992_12145
ko:K00247	senj:CFSAN001992_12155
ko:K07308	senj:CFSAN001992_12330
ko:K07307	senj:CFSAN001992_12335
ko:K07792	senj:CFSAN001992_12360
ko:K11104	senj:CFSAN001992_12370
ko:K04750	senj:CFSAN001992_12430
ko:K07126	senj:CFSAN001992_12455
ko:K04018	senj:CFSAN001992_12465
ko:K04015	senj:CFSAN001992_12480
ko:K03292	senj:CFSAN001992_14900
ko:K03293	senj:CFSAN001992_14010
ko:K08161	senj:CFSAN001992_09285
ko:K02014	senj:CFSAN001992_09375
ko:K01156	senj:CFSAN001992_09400
ko:K07316	senj:CFSAN001992_09405
ko:K08178	senj:CFSAN001992_09410
ko:K07213	senj:CFSAN001992_09415
ko:K08234	senj:CFSAN001992_09800
ko:K00674	senj:CFSAN001992_09915
ko:K01243	senj:CFSAN001992_09955
ko:K06858	senj:CFSAN001992_09960
ko:K02014	senj:CFSAN001992_10000
ko:K00970	senj:CFSAN001992_10040
ko:K03855	senj:CFSAN001992_10635
ko:K08299	senj:CFSAN001992_10675
ko:K05966	senj:CFSAN001992_10715
ko:K01571	senj:CFSAN001992_10755
ko:K01572	senj:CFSAN001992_10760
ko:K00548	senj:CFSAN001992_12840
ko:K13641	senj:CFSAN001992_12845
ko:K07709	senj:CFSAN001992_12895
ko:K08314	senj:CFSAN001992_13140
ko:K05499	senj:CFSAN001992_13220
ko:K02446	senj:CFSAN001992_13265
ko:K11530	senj:CFSAN001992_13295
ko:K13923	senj:CFSAN001992_01200
ko:K11209	senj:CFSAN001992_21835
ko:K00370	senj:CFSAN001992_03650
ko:K02099	senj:CFSAN001992_10490
ko:K05806	senj:CFSAN001992_10435
ko:K00853	senj:CFSAN001992_10495
ko:K07491	senj:CFSAN001992_10525
ko:K06177	senj:CFSAN001992_10545
ko:K01525	senj:CFSAN001992_10585
ko:K07034	senj:CFSAN001992_10995
ko:K00616	senj:CFSAN001992_11005
ko:K07186	senj:CFSAN001992_11150
ko:K03784	senj:CFSAN001992_11185
ko:K00758	senj:CFSAN001992_11195
ko:K01619	senj:CFSAN001992_11200
ko:K00564	senj:CFSAN001992_11255
ko:K01002	senj:CFSAN001992_11315
ko:K00135	senj:CFSAN001992_11360
ko:K06887	senj:CFSAN001992_11415
ko:K13637	senj:CFSAN001992_11425
ko:K00851	senj:CFSAN001992_11545
ko:K00046	senj:CFSAN001992_11555
ko:K07304	senj:CFSAN001992_11840
ko:K01082	senj:CFSAN001992_11860
ko:K01119	senj:CFSAN001992_11865
ko:K03079	senj:CFSAN001992_11945
ko:K02821	senj:CFSAN001992_11955
ko:K02822	senj:CFSAN001992_11960
ko:K03475	senj:CFSAN001992_11965
ko:K03476	senj:CFSAN001992_11970
ko:K06889	senj:CFSAN001992_11980
ko:K07307	senj:CFSAN001992_20905
ko:K08225	senj:CFSAN001992_08365
ko:K07214	senj:CFSAN001992_08405
ko:K07346	senj:CFSAN001992_08560
ko:K14761	senj:CFSAN001992_08580
ko:K03768	senj:CFSAN001992_08605
ko:K02004	senj:CFSAN001992_08650
ko:K11751	senj:CFSAN001992_08725
ko:K03455	senj:CFSAN001992_08740
ko:K00939	senj:CFSAN001992_08760
ko:K04067	senj:CFSAN001992_08800
ko:K03386	senj:CFSAN001992_09175
ko:K07657	senj:CFSAN001992_09200
ko:K13741	senj:CFSAN001992_09525
ko:K00769	senj:CFSAN001992_09605
ko:K01270	senj:CFSAN001992_09610
ko:K06445	senj:CFSAN001992_09645
ko:K02342	senj:CFSAN001992_09685
ko:K03469	senj:CFSAN001992_09690
ko:K00230	senj:CFSAN001992_13750
ko:K03498	senj:CFSAN001992_13755
ko:K03316	senj:CFSAN001992_12530
ko:K00799	senj:CFSAN001992_12545
ko:K03148	senj:CFSAN001992_12950
ko:K00867	senj:CFSAN001992_13025
ko:K13283	senj:CFSAN001992_13380
ko:K07640	senj:CFSAN001992_13395
ko:K02855	senj:CFSAN001992_13455
ko:K01813	senj:CFSAN001992_13465
ko:K01629	senj:CFSAN001992_13470
ko:K00124	senj:CFSAN001992_13520
ko:K00127	senj:CFSAN001992_13525
ko:K03574	senj:CFSAN001992_10320
ko:K10038	senj:CFSAN001992_07300
ko:K09953	senj:CFSAN001992_04955
ko:K01582	senj:CFSAN001992_20740
ko:K12678	senj:CFSAN001992_14860
ko:K01897	senj:CFSAN001992_02380
ko:K18139	senj:CFSAN001992_09440
ko:K10439	senj:CFSAN001992_14215
ko:K06218	senj:CFSAN001992_11720
ko:K11023	senj:CFSAN001992_05400
ko:K13740	senj:CFSAN001992_19135
ko:K15347	senj:CFSAN001992_05485
ko:K15349	senj:CFSAN001992_03385
ko:K03559	senj:CFSAN001992_17755
ko:K17713	senj:CFSAN001992_20950
ko:K08316	senj:CFSAN001992_15780
ko:K00265	senj:CFSAN001992_16900
ko:K00040	senj:CFSAN001992_04040
ko:K01582	senj:CFSAN001992_09805
ko:K17468	senj:CFSAN001992_14805
ko:K17463	senj:CFSAN001992_14810
ko:K17465	senj:CFSAN001992_14790
ko:K17464	senj:CFSAN001992_14785
ko:K17466	senj:CFSAN001992_14795
ko:K07308	senj:CFSAN001992_20910
ko:K00088	senj:CFSAN001992_20995
ko:K02824	senj:CFSAN001992_21085
ko:K03548	senj:CFSAN001992_21105
ko:K03299	senj:CFSAN001992_21115
ko:K02414	senj:CFSAN001992_01585
ko:K01176	senj:CFSAN001992_01640
ko:K13741	senj:CFSAN001992_02195
ko:K11392	senj:CFSAN001992_02220
ko:K02795	senj:CFSAN001992_02320
ko:K02793	senj:CFSAN001992_02325
ko:K02794	senj:CFSAN001992_02325
ko:K15582	senj:CFSAN001992_02735
ko:K15583	senj:CFSAN001992_02740
ko:K10823	senj:CFSAN001992_02745
ko:K04774	senj:CFSAN001992_02895
ko:K08992	senj:CFSAN001992_02940
ko:K00784	senj:CFSAN001992_22010
ko:K02348	senj:CFSAN001992_22015
ko:K02552	senj:CFSAN001992_22025
ko:K08680	senj:CFSAN001992_22035
ko:K02549	senj:CFSAN001992_22045
ko:K12944	senj:CFSAN001992_22105
ko:K01990	senj:CFSAN001992_10135
ko:K01048	senj:CFSAN001992_13880
ko:K01719	senj:CFSAN001992_13995
ko:K02852	senj:CFSAN001992_14015
ko:K03718	senj:CFSAN001992_14255
ko:K02116	senj:CFSAN001992_14275
ko:K11189	senj:CFSAN001992_14740
ko:K10563	senj:CFSAN001992_15020
ko:K02849	senj:CFSAN001992_15035
ko:K03279	senj:CFSAN001992_15065
ko:K12981	senj:CFSAN001992_15075
ko:K03280	senj:CFSAN001992_15080
ko:K02843	senj:CFSAN001992_15095
ko:K00639	senj:CFSAN001992_15105
ko:K00101	senj:CFSAN001992_15165
ko:K02798	senj:CFSAN001992_15215
ko:K02799	senj:CFSAN001992_15215
ko:K02800	senj:CFSAN001992_15215
ko:K07792	senj:CFSAN001992_15645
ko:K01424	senj:CFSAN001992_15650
ko:K00383	senj:CFSAN001992_15655
ko:K06149	senj:CFSAN001992_15685
ko:K00700	senj:CFSAN001992_15940
ko:K02441	senj:CFSAN001992_15995
ko:K02775	senj:CFSAN001992_03465
ko:K02014	senj:CFSAN001992_03600
ko:K08167	senj:CFSAN001992_03665
ko:K16076	senj:CFSAN001992_03675
ko:K11105	senj:CFSAN001992_02465
ko:K01297	senj:CFSAN001992_02470
ko:K06281	senj:CFSAN001992_02535
ko:K06282	senj:CFSAN001992_02540
ko:K06039	senj:CFSAN001992_02630
ko:K00374	senj:CFSAN001992_02670
ko:K03972	senj:CFSAN001992_03090
ko:K00567	senj:CFSAN001992_03225
ko:K14061	senj:CFSAN001992_03275
ko:K00121	senj:CFSAN001992_03400
ko:K03929	senj:CFSAN001992_03420
ko:K14587	senj:CFSAN001992_03450
ko:K06971	senj:CFSAN001992_03460
ko:K05595	senj:CFSAN001992_03975
ko:K00657	senj:CFSAN001992_04070
ko:K07312	senj:CFSAN001992_04100
ko:K08350	senj:CFSAN001992_03700
ko:K13953	senj:CFSAN001992_03705
ko:K00027	senj:CFSAN001992_03710
ko:K04063	senj:CFSAN001992_03725
ko:K07491	senj:CFSAN001992_03800
ko:K02371	senj:CFSAN001992_03805
ko:K06282	senj:CFSAN001992_03890
ko:K06281	senj:CFSAN001992_03895
ko:K14062	senj:CFSAN001992_04215
ko:K01679	senj:CFSAN001992_04235
ko:K01488	senj:CFSAN001992_04270
ko:K03617	senj:CFSAN001992_04295
ko:K03616	senj:CFSAN001992_04300
ko:K03615	senj:CFSAN001992_04305
ko:K03614	senj:CFSAN001992_04310
ko:K03612	senj:CFSAN001992_04315
ko:K03613	senj:CFSAN001992_04320
ko:K00799	senj:CFSAN001992_04335
ko:K01759	senj:CFSAN001992_04415
ko:K03227	senj:CFSAN001992_04490
ko:K15350	senj:CFSAN001992_04570
ko:K15346	senj:CFSAN001992_04585
ko:K15345	senj:CFSAN001992_04590
ko:K15368	senj:CFSAN001992_04595
ko:K15344	senj:CFSAN001992_04600
ko:K14978	senj:CFSAN001992_04630
ko:K14979	senj:CFSAN001992_04635
ko:K13041	senj:CFSAN001992_04655
ko:K13040	senj:CFSAN001992_04660
ko:K08358	senj:CFSAN001992_04670
ko:K08359	senj:CFSAN001992_04675
ko:K08357	senj:CFSAN001992_04680
ko:K01259	senj:CFSAN001992_04695
ko:K06078	senj:CFSAN001992_04710
ko:K06078	senj:CFSAN001992_04715
ko:K06078	senj:CFSAN001992_04720
ko:K08997	senj:CFSAN001992_04875
ko:K01424	senj:CFSAN001992_05125
ko:K07305	senj:CFSAN001992_05140
ko:K04093	senj:CFSAN001992_05255
ko:K02033	senj:CFSAN001992_05310
ko:K02035	senj:CFSAN001992_05315
ko:K01176	senj:CFSAN001992_15325
ko:K03796	senj:CFSAN001992_15330
ko:K00854	senj:CFSAN001992_15345
ko:K00090	senj:CFSAN001992_15425
ko:K04085	senj:CFSAN001992_15750
ko:K03406	senj:CFSAN001992_15755
ko:K05814	senj:CFSAN001992_15850
ko:K05815	senj:CFSAN001992_15855
ko:K05816	senj:CFSAN001992_15860
ko:K07048	senj:CFSAN001992_15880
ko:K03825	senj:CFSAN001992_15905
ko:K00851	senj:CFSAN001992_15925
ko:K10914	senj:CFSAN001992_16245
ko:K09898	senj:CFSAN001992_16260
ko:K07019	senj:CFSAN001992_16265
ko:K02506	senj:CFSAN001992_16365
ko:K03499	senj:CFSAN001992_16530
ko:K03747	senj:CFSAN001992_16555
ko:K01788	senj:CFSAN001992_16865
ko:K02806	senj:CFSAN001992_16945
ko:K02067	senj:CFSAN001992_17000
ko:K02427	senj:CFSAN001992_17070
ko:K00932	senj:CFSAN001992_17325
ko:K07393	senj:CFSAN001992_17370
ko:K00219	senj:CFSAN001992_17440
ko:K09251	senj:CFSAN001992_17445
ko:K03776	senj:CFSAN001992_17450
ko:K03649	senj:CFSAN001992_17470
ko:K01409	senj:CFSAN001992_17490
ko:K00974	senj:CFSAN001992_17515
ko:K01571	senj:CFSAN001992_16790
ko:K01639	senj:CFSAN001992_16855
ko:K03177	senj:CFSAN001992_17120
ko:K12961	senj:CFSAN001992_17200
ko:K02436	senj:CFSAN001992_17225
ko:K00094	senj:CFSAN001992_17230
ko:K02775	senj:CFSAN001992_17235
ko:K11189	senj:CFSAN001992_17255
ko:K16370	senj:CFSAN001992_17265
ko:K01708	senj:CFSAN001992_17285
ko:K01630	senj:CFSAN001992_17290
ko:K09806	senj:CFSAN001992_17555
ko:K02858	senj:CFSAN001992_17560
ko:K01515	senj:CFSAN001992_17610
ko:K07666	senj:CFSAN001992_17650
ko:K06221	senj:CFSAN001992_17720
ko:K01760	senj:CFSAN001992_17740
ko:K03406	senj:CFSAN001992_17785
ko:K06282	senj:CFSAN001992_17795
ko:K06281	senj:CFSAN001992_17810
ko:K11209	senj:CFSAN001992_17845
ko:K09471	senj:CFSAN001992_17935
ko:K03289	senj:CFSAN001992_18010
ko:K01262	senj:CFSAN001992_18275
ko:K04763	senj:CFSAN001992_18350
ko:K01823	senj:CFSAN001992_18380
ko:K12943	senj:CFSAN001992_18385
ko:K00626	senj:CFSAN001992_18475
ko:K00065	senj:CFSAN001992_18485
ko:K02100	senj:CFSAN001992_18490
ko:K03535	senj:CFSAN001992_18755
ko:K04765	senj:CFSAN001992_18805
ko:K06897	senj:CFSAN001992_18825
ko:K00380	senj:CFSAN001992_18835
ko:K03087	senj:CFSAN001992_18920
ko:K07283	senj:CFSAN001992_04960
ko:K16370	senj:CFSAN001992_04965
ko:K03478	senj:CFSAN001992_05010
ko:K01222	senj:CFSAN001992_05015
ko:K01916	senj:CFSAN001992_05045
ko:K07660	senj:CFSAN001992_05450
ko:K01258	senj:CFSAN001992_05470
ko:K11072	senj:CFSAN001992_05475
ko:K11071	senj:CFSAN001992_05480
ko:K11069	senj:CFSAN001992_05495
ko:K02619	senj:CFSAN001992_05620
ko:K00059	senj:CFSAN001992_05665
ko:K06179	senj:CFSAN001992_05710
ko:K03810	senj:CFSAN001992_05795
ko:K08161	senj:CFSAN001992_05870
ko:K04477	senj:CFSAN001992_05965
ko:K01788	senj:CFSAN001992_06000
ko:K03307	senj:CFSAN001992_06005
ko:K11179	senj:CFSAN001992_06510
ko:K06910	senj:CFSAN001992_06525
ko:K00568	senj:CFSAN001992_22175
ko:K02574	senj:CFSAN001992_22270
ko:K02569	senj:CFSAN001992_22280
ko:K02193	senj:CFSAN001992_22285
ko:K13085	senj:CFSAN001992_06185
ko:K09909	senj:CFSAN001992_06545
ko:K07343	senj:CFSAN001992_06570
ko:K03286	senj:CFSAN001992_06580
ko:K09476	senj:CFSAN001992_06660
ko:K11085	senj:CFSAN001992_06735
ko:K02238	senj:CFSAN001992_06740
ko:K06212	senj:CFSAN001992_06785
ko:K07308	senj:CFSAN001992_06820
