ko:K18137	abaj:BJAB0868_02239
ko:K00558	abaj:BJAB0868_00939
ko:K02315	abaj:BJAB0868_00949
ko:K06223	abaj:BJAB0868_01012
ko:K02314	abaj:BJAB0868_01163
ko:K07474	abaj:BJAB0868_01177
ko:K06904	abaj:BJAB0868_01181
ko:K06889	abaj:BJAB0868_01969
ko:K02335	abaj:BJAB0868_00669
ko:K01139	abaj:BJAB0868_03421
ko:K20938	abaj:BJAB0868_01593
ko:K00526	abaj:BJAB0868_00760
ko:K21416	abaj:BJAB0868_01858
ko:K21417	abaj:BJAB0868_01859
ko:K21472	abaj:BJAB0868_03680
ko:K21420	abaj:BJAB0868_00882
ko:K22589	abaj:BJAB0868_02632
ko:K21699	abaj:BJAB0868_02479
ko:K10914	abaj:BJAB0868_01635
ko:K21747	abaj:BJAB0868_01787
ko:K21756	abaj:BJAB0868_02094
ko:K21757	abaj:BJAB0868_01311
ko:K21758	abaj:BJAB0868_01304
ko:K19591	abaj:BJAB0868_01314
ko:K21990	abaj:BJAB0868_03672
ko:K22025	abaj:BJAB0868_02021
ko:K22027	abaj:BJAB0868_02114
ko:K22025	abaj:BJAB0868_02020
ko:K22105	abaj:BJAB0868_02705
ko:K22067	abaj:BJAB0868_02268
ko:K01816	abaj:BJAB0868_00627
ko:K13874	abaj:BJAB0868_02040
ko:K03595	abaj:BJAB0868_02764
ko:K07183	abaj:BJAB0868_02267
ko:K22132	abaj:BJAB0868_00614
ko:K08994	abaj:BJAB0868_01864
ko:K08994	abaj:BJAB0868_03214
ko:K22186	abaj:BJAB0868_02024
ko:K13875	abaj:BJAB0868_02091
ko:K22292	abaj:BJAB0868_00072
ko:K02257	abaj:BJAB0868_02412
ko:K01505	abaj:BJAB0868_00789
ko:K00611	abaj:BJAB0868_02240
ko:K13061	abaj:BJAB0868_00152
ko:K00590	abaj:BJAB0868_00940
ko:K00590	abaj:BJAB0868_00947
ko:K22550	abaj:BJAB0868_01442
ko:K22589	abaj:BJAB0868_02631
ko:K22549	abaj:BJAB0868_01443
