ko:K10747	pstt:CH92_14500
ko:K18954	pstt:CH92_12790
ko:K18954	pstt:CH92_11260
ko:K18850	pstt:CH92_09155
ko:K01985	pstt:CH92_02980
ko:K01985	pstt:CH92_16635
ko:K01985	pstt:CH92_03160
ko:K01985	pstt:CH92_12300
ko:K18930	pstt:CH92_04540
ko:K01971	pstt:CH92_11295
ko:K14221	pstt:CH92_07510
ko:K14221	pstt:CH92_13340
ko:K14228	pstt:CH92_11715
ko:K00335	pstt:CH92_13190
ko:K03976	pstt:CH92_15610
ko:K02661	pstt:CH92_19720
ko:K09472	pstt:CH92_04415
ko:K00130	pstt:CH92_03615
ko:K03526	pstt:CH92_15390
ko:K14742	pstt:CH92_15090
ko:K07483	pstt:CH92_12295
ko:K03496	pstt:CH92_14150
ko:K09797	pstt:CH92_15670
ko:K07810	pstt:CH92_17355
ko:K03646	pstt:CH92_07160
ko:K03496	pstt:CH92_01720
ko:K11811	pstt:CH92_11015
ko:K05785	pstt:CH92_13505
ko:K03169	pstt:CH92_05925
ko:K05785	pstt:CH92_06030
ko:K03502	pstt:CH92_12835
ko:K04565	pstt:CH92_14210
ko:K04099	pstt:CH92_18130
ko:K03497	pstt:CH92_21885
ko:K03496	pstt:CH92_21890
ko:K02663	pstt:CH92_02490
ko:K18981	pstt:CH92_11110
ko:K05799	pstt:CH92_04555
ko:K00632	pstt:CH92_13765
ko:K05396	pstt:CH92_10090
ko:K02664	pstt:CH92_02495
ko:K02030	pstt:CH92_20395
ko:K00148	pstt:CH92_03730
ko:K00148	pstt:CH92_04355
ko:K02030	pstt:CH92_20550
ko:K03668	pstt:CH92_07605
ko:K02030	pstt:CH92_01425
ko:K02030	pstt:CH92_01120
ko:K02030	pstt:CH92_01905
ko:K16011	pstt:CH92_05170
ko:K10844	pstt:CH92_11195
ko:K00433	pstt:CH92_10190
ko:K11383	pstt:CH92_20230
ko:K03458	pstt:CH92_16140
ko:K12976	pstt:CH92_16415
ko:K01046	pstt:CH92_08975
ko:K16291	pstt:CH92_09010
ko:K01505	pstt:CH92_13290
ko:K00632	pstt:CH92_08140
ko:K01802	pstt:CH92_09770
ko:K11615	pstt:CH92_01340
ko:K09017	pstt:CH92_16175
ko:K09017	pstt:CH92_13580
ko:K01710	pstt:CH92_21040
ko:K22468	pstt:CH92_15010
ko:K06858	pstt:CH92_18280
ko:K02030	pstt:CH92_20390
ko:K00344	pstt:CH92_20350
ko:K19168	pstt:CH92_05520
ko:K07448	pstt:CH92_14615
ko:K19221	pstt:CH92_07705
ko:K00336	pstt:CH92_13195
ko:K00557	pstt:CH92_03535
ko:K06867	pstt:CH92_15655
ko:K01785	pstt:CH92_11180
ko:K00020	pstt:CH92_10770
ko:K00020	pstt:CH92_15980
ko:K04771	pstt:CH92_09740
ko:K03722	pstt:CH92_06280
ko:K19335	pstt:CH92_10040
ko:K05568	pstt:CH92_01560
ko:K00249	pstt:CH92_08210
ko:K00800	pstt:CH92_08385
ko:K04771	pstt:CH92_05550
ko:K19337	pstt:CH92_00990
ko:K19337	pstt:CH92_12380
ko:K19336	pstt:CH92_10465
ko:K19416	pstt:CH92_09285
ko:K06867	pstt:CH92_17430
ko:K19302	pstt:CH92_18810
ko:K06884	pstt:CH92_09310
ko:K19610	pstt:CH92_14815
ko:K19609	pstt:CH92_14820
ko:K06884	pstt:CH92_05765
ko:K16880	pstt:CH92_11550
ko:K19591	pstt:CH92_17720
ko:K19577	pstt:CH92_15665
ko:K00992	pstt:CH92_02810
ko:K12960	pstt:CH92_12325
ko:K19696	pstt:CH92_13710
ko:K07165	pstt:CH92_19470
ko:K18300	pstt:CH92_11480
ko:K01003	pstt:CH92_18585
ko:K00799	pstt:CH92_10850
ko:K06132	pstt:CH92_02105
ko:K06131	pstt:CH92_11390
ko:K07119	pstt:CH92_09905
ko:K07119	pstt:CH92_14315
ko:K00995	pstt:CH92_11040
ko:K07147	pstt:CH92_16665
ko:K07497	pstt:CH92_08075
ko:K07497	pstt:CH92_12355
ko:K14596	pstt:CH92_19220
ko:K17760	pstt:CH92_09640
ko:K20035	pstt:CH92_21295
ko:K20034	pstt:CH92_10755
ko:K09796	pstt:CH92_11230
ko:K20023	pstt:CH92_11125
ko:K16878	pstt:CH92_11535
ko:K16879	pstt:CH92_11540
ko:K20023	pstt:CH92_11115
ko:K09471	pstt:CH92_02110
ko:K12132	pstt:CH92_21755
ko:K20971	pstt:CH92_18640
ko:K11915	pstt:CH92_03035
ko:K01139	pstt:CH92_02005
ko:K00525	pstt:CH92_00650
ko:K09788	pstt:CH92_09090
ko:K20455	pstt:CH92_09085
ko:K16874	pstt:CH92_11600
ko:K20972	pstt:CH92_16805
ko:K22003	pstt:CH92_01405
ko:K00130	pstt:CH92_13675
ko:K01179	pstt:CH92_06115
ko:K01179	pstt:CH92_10825
ko:K01179	pstt:CH92_12725
ko:K01179	pstt:CH92_06090
ko:K01179	pstt:CH92_15920
ko:K01214	pstt:CH92_11350
ko:K11529	pstt:CH92_05795
ko:K20881	pstt:CH92_20585
ko:K20920	pstt:CH92_06035
ko:K20988	pstt:CH92_06040
ko:K16554	pstt:CH92_06045
ko:K20966	pstt:CH92_01470
ko:K20998	pstt:CH92_20765
ko:K20997	pstt:CH92_12710
ko:K13877	pstt:CH92_12560
ko:K21060	pstt:CH92_09950
ko:K21135	pstt:CH92_01845
ko:K21019	pstt:CH92_05075
ko:K21061	pstt:CH92_01070
ko:K01768	pstt:CH92_12530
ko:K21062	pstt:CH92_01020
ko:K20976	pstt:CH92_14260
ko:K20977	pstt:CH92_14265
ko:K20978	pstt:CH92_14270
ko:K07689	pstt:CH92_11030
ko:K21053	pstt:CH92_17685
ko:K21020	pstt:CH92_03785
ko:K01768	pstt:CH92_01995
ko:K00840	pstt:CH92_13795
ko:K21024	pstt:CH92_16180
ko:K21029	pstt:CH92_16425
ko:K21025	pstt:CH92_18890
ko:K21023	pstt:CH92_09855
ko:K09017	pstt:CH92_21410
ko:K13609	pstt:CH92_01000
ko:K21133	pstt:CH92_01850
ko:K21218	pstt:CH92_05425
ko:K03553	pstt:CH92_06210
ko:K07336	pstt:CH92_17315
ko:K02314	pstt:CH92_17955
ko:K00287	pstt:CH92_20030
ko:K03676	pstt:CH92_20360
ko:K01520	pstt:CH92_02060
ko:K00560	pstt:CH92_01715
ko:K02316	pstt:CH92_02720
ko:K03546	pstt:CH92_17405
ko:K06217	pstt:CH92_18685
ko:K03892	pstt:CH92_11020
ko:K00525	pstt:CH92_14595
ko:K02335	pstt:CH92_00675
ko:K00108	pstt:CH92_03610
ko:K05799	pstt:CH92_10870
ko:K00108	pstt:CH92_13670
ko:K19577	pstt:CH92_16510
ko:K02030	pstt:CH92_14355
ko:K00526	pstt:CH92_14600
ko:K03862	pstt:CH92_04375
ko:K11690	pstt:CH92_21335
ko:K21393	pstt:CH92_12250
ko:K21405	pstt:CH92_11770
ko:K21405	pstt:CH92_09630
ko:K21395	pstt:CH92_12245
ko:K21420	pstt:CH92_09210
ko:K11690	pstt:CH92_21080
ko:K21470	pstt:CH92_20900
ko:K21395	pstt:CH92_04395
ko:K01420	pstt:CH92_08570
ko:K21711	pstt:CH92_01085
ko:K00344	pstt:CH92_00170
ko:K21833	pstt:CH92_03690
ko:K21834	pstt:CH92_03685
ko:K21826	pstt:CH92_03660
ko:K21832	pstt:CH92_03765
ko:K21929	pstt:CH92_19790
ko:K01816	pstt:CH92_05805
ko:K01816	pstt:CH92_15975
ko:K22132	pstt:CH92_06975
ko:K22067	pstt:CH92_13095
ko:K03595	pstt:CH92_05575
ko:K00302	pstt:CH92_03745
ko:K00304	pstt:CH92_03750
ko:K07183	pstt:CH92_13100
ko:K22187	pstt:CH92_11155
ko:K22187	pstt:CH92_04475
ko:K13875	pstt:CH92_12545
ko:K03392	pstt:CH92_04315
ko:K22292	pstt:CH92_12335
ko:K22252	pstt:CH92_12755
ko:K02257	pstt:CH92_00550
ko:K11391	pstt:CH92_03585
ko:K11206	pstt:CH92_17185
ko:K13566	pstt:CH92_15360
ko:K22491	pstt:CH92_10930
ko:K22452	pstt:CH92_08945
ko:K22549	pstt:CH92_01060
ko:K22550	pstt:CH92_01065
ko:K09123	pstt:CH92_01045
ko:K22548	pstt:CH92_01025
