ko:K22350	pput:L483_17555
ko:K01959	pput:L483_31870
ko:K03455	pput:L483_31910
ko:K00564	pput:L483_03865
ko:K00666	pput:L483_03875
ko:K03406	pput:L483_03935
ko:K00882	pput:L483_03990
ko:K07665	pput:L483_04030
ko:K01426	pput:L483_12885
ko:K11209	pput:L483_12890
ko:K06889	pput:L483_17670
ko:K02014	pput:L483_17690
ko:K03606	pput:L483_17755
ko:K08738	pput:L483_22025
ko:K02014	pput:L483_22175
ko:K03498	pput:L483_22195
ko:K01607	pput:L483_26555
ko:K03406	pput:L483_26610
ko:K14335	pput:L483_26615
ko:K06986	pput:L483_26620
ko:K02428	pput:L483_30645
ko:K07019	pput:L483_30730
ko:K01011	pput:L483_30735
ko:K10563	pput:L483_30760
ko:K02010	pput:L483_30820
ko:K01533	pput:L483_23630
ko:K18139	pput:L483_26535
ko:K09472	pput:L483_10470
ko:K17723	pput:L483_22585
ko:K01069	pput:L483_23065
ko:K00128	pput:L483_31450
ko:K00537	pput:L483_05800
ko:K05799	pput:L483_28240
ko:K00108	pput:L483_30460
ko:K03892	pput:L483_15955
ko:K01130	pput:L483_21980
ko:K01130	pput:L483_20025
ko:K17758	pput:L483_29645
ko:K11928	pput:L483_29870
ko:K03767	pput:L483_24795
ko:K03892	pput:L483_11175
ko:K05540	pput:L483_29235
ko:K03566	pput:L483_17750
ko:K03566	pput:L483_26490
ko:K06518	pput:L483_27580
ko:K07263	pput:L483_30705
ko:K07263	pput:L483_30710
ko:K01467	pput:L483_12565
ko:K17752	pput:L483_11090
ko:K01658	pput:L483_02135
ko:K00042	pput:L483_23810
ko:K17763	pput:L483_11080
ko:K17762	pput:L483_11085
ko:K08194	pput:L483_18730
ko:K00537	pput:L483_05510
ko:K08194	pput:L483_14355
ko:K10673	pput:L483_16470
ko:K00248	pput:L483_29890
ko:K00632	pput:L483_07925
ko:K00135	pput:L483_19505
ko:K00344	pput:L483_00005
ko:K00018	pput:L483_03870
ko:K00138	pput:L483_10860
ko:K00661	pput:L483_30950
ko:K17735	pput:L483_01535
ko:K00135	pput:L483_00800
ko:K01497	pput:L483_02745
ko:K02614	pput:L483_17260
ko:K17737	pput:L483_17870
ko:K17736	pput:L483_01550
ko:K01487	pput:L483_23720
ko:K03719	pput:L483_31515
ko:K16300	pput:L483_06540
ko:K00249	pput:L483_19940
ko:K07068	pput:L483_14225
ko:K07003	pput:L483_07430
ko:K07003	pput:L483_14300
ko:K16299	pput:L483_06535
ko:K02614	pput:L483_00960
ko:K01485	pput:L483_17530
ko:K12253	pput:L483_19375
ko:K01758	pput:L483_25075
ko:K01659	pput:L483_09435
ko:K02031	pput:L483_13640
ko:K02032	pput:L483_13640
ko:K01007	pput:L483_07655
ko:K00146	pput:L483_10965
ko:K00146	pput:L483_18165
ko:K06148	pput:L483_06325
ko:K07003	pput:L483_09135
ko:K00104	pput:L483_19595
ko:K12976	pput:L483_03740
ko:K18028	pput:L483_21715
ko:K13995	pput:L483_21695
ko:K18030	pput:L483_21730
ko:K04343	pput:L483_16475
ko:K00114	pput:L483_10830
ko:K01729	pput:L483_27270
ko:K01133	pput:L483_00030
ko:K17989	pput:L483_12875
ko:K07506	pput:L483_27365
ko:K13053	pput:L483_07950
ko:K00130	pput:L483_03615
ko:K18138	pput:L483_26810
ko:K03719	pput:L483_28990
ko:K00004	pput:L483_02890
ko:K14742	pput:L483_05400
ko:K18093	pput:L483_25395
ko:K01046	pput:L483_29420
ko:K09017	pput:L483_03105
ko:K18029	pput:L483_21725
ko:K00114	pput:L483_10855
ko:K03585	pput:L483_26805
ko:K11917	pput:L483_10180
ko:K21430	pput:L483_08785
ko:K16011	pput:L483_27290
ko:K00557	pput:L483_27765
ko:K11441	pput:L483_13860
ko:K07222	pput:L483_18710
ko:K07222	pput:L483_15945
ko:K07782	pput:L483_27730
ko:K03566	pput:L483_08635
ko:K00523	pput:L483_31230
ko:K01267	pput:L483_06180
ko:K11747	pput:L483_31405
ko:K02768	pput:L483_03985
ko:K08483	pput:L483_03985
ko:K11183	pput:L483_03985
ko:K18118	pput:L483_00420
ko:K18277	pput:L483_19090
ko:K18298	pput:L483_13495
ko:K18299	pput:L483_13490
ko:K18300	pput:L483_13485
ko:K18306	pput:L483_07570
ko:K18307	pput:L483_07575
ko:K02487	pput:L483_11935
ko:K18366	pput:L483_14060
ko:K06884	pput:L483_11650
ko:K07344	pput:L483_20740
ko:K06884	pput:L483_11755
ko:K06884	pput:L483_17335
ko:K06884	pput:L483_17430
ko:K22349	pput:L483_18290
ko:K14055	pput:L483_17685
ko:K03566	pput:L483_27640
ko:K00128	pput:L483_19360
ko:K18138	pput:L483_18130
ko:K18383	pput:L483_20055
ko:K07165	pput:L483_11600
ko:K07165	pput:L483_25165
ko:K07165	pput:L483_16555
ko:K07165	pput:L483_07620
ko:K07165	pput:L483_03585
ko:K07165	pput:L483_22170
ko:K07165	pput:L483_08755
ko:K07165	pput:L483_04385
ko:K07165	pput:L483_13505
ko:K03769	pput:L483_18265
ko:K07165	pput:L483_04885
ko:K07165	pput:L483_27375
ko:K07165	pput:L483_27405
ko:K09932	pput:L483_31430
ko:K07165	pput:L483_18625
ko:K18093	pput:L483_09835
ko:K16088	pput:L483_01105
ko:K07165	pput:L483_10200
ko:K07165	pput:L483_10220
ko:K07165	pput:L483_01795
ko:K07165	pput:L483_10605
ko:K14238	pput:L483_02605
ko:K18364	pput:L483_14065
ko:K18365	pput:L483_14055
ko:K11073	pput:L483_19350
ko:K03457	pput:L483_10975
ko:K18301	pput:L483_05435
ko:K18303	pput:L483_05445
ko:K00138	pput:L483_02855
ko:K18383	pput:L483_17020
ko:K01810	pput:L483_06590
ko:K03576	pput:L483_11190
ko:K03549	pput:L483_11370
ko:K03535	pput:L483_11400
ko:K06145	pput:L483_11415
ko:K17686	pput:L483_15760
ko:K07213	pput:L483_15765
ko:K02387	pput:L483_15770
ko:K02742	pput:L483_16200
ko:K06204	pput:L483_16215
ko:K03554	pput:L483_16230
ko:K03088	pput:L483_16560
ko:K02303	pput:L483_07695
ko:K00135	pput:L483_12015
ko:K02200	pput:L483_16645
ko:K00627	pput:L483_16700
ko:K01673	pput:L483_16750
ko:K02168	pput:L483_03390
ko:K12508	pput:L483_17010
ko:K14652	pput:L483_17050
ko:K06938	pput:L483_17130
ko:K03683	pput:L483_26035
ko:K17103	pput:L483_03710
ko:K02035	pput:L483_21770
ko:K15034	pput:L483_21840
ko:K02623	pput:L483_21855
ko:K11075	pput:L483_21935
ko:K03704	pput:L483_17610
ko:K11073	pput:L483_17730
ko:K12055	pput:L483_22065
ko:K07263	pput:L483_30720
ko:K07263	pput:L483_30725
ko:K12256	pput:L483_08655
ko:K11073	pput:L483_08770
ko:K07690	pput:L483_13595
ko:K07391	pput:L483_31375
ko:K09972	pput:L483_13930
ko:K01266	pput:L483_13970
ko:K02278	pput:L483_27470
ko:K03522	pput:L483_14040
ko:K03521	pput:L483_14045
ko:K11073	pput:L483_27655
ko:K01069	pput:L483_14385
ko:K00281	pput:L483_14460
ko:K00605	pput:L483_14465
ko:K03644	pput:L483_14470
ko:K03311	pput:L483_14480
ko:K10531	pput:L483_23425
ko:K16088	pput:L483_23435
ko:K01919	pput:L483_14740
ko:K01069	pput:L483_14775
ko:K00241	pput:L483_14840
ko:K03719	pput:L483_23855
ko:K03808	pput:L483_10310
ko:K01972	pput:L483_15105
ko:K03286	pput:L483_15140
ko:K03563	pput:L483_28535
ko:K02454	pput:L483_15205
ko:K06077	pput:L483_15260
ko:K03655	pput:L483_15265
ko:K03655	pput:L483_15270
ko:K11735	pput:L483_28885
ko:K11737	pput:L483_10985
ko:K02437	pput:L483_10995
ko:K00600	pput:L483_11005
ko:K03644	pput:L483_11010
ko:K13483	pput:L483_11135
ko:K07665	pput:L483_15740
ko:K01139	pput:L483_31650
ko:K09017	pput:L483_10670
ko:K00108	pput:L483_10980
ko:K16234	pput:L483_30315
ko:K11904	pput:L483_12800
ko:K18480	pput:L483_00345
ko:K11904	pput:L483_13810
ko:K00681	pput:L483_18525
ko:K00681	pput:L483_27790
ko:K07794	pput:L483_26355
ko:K02650	pput:L483_03325
ko:K18687	pput:L483_14110
ko:K18691	pput:L483_05025
ko:K18650	pput:L483_21750
ko:K21645	pput:L483_31820
ko:K09690	pput:L483_06415
ko:K12994	pput:L483_06560
ko:K18800	pput:L483_31155
ko:K18893	pput:L483_24800
ko:K12995	pput:L483_06565
ko:K20862	pput:L483_31335
ko:K18893	pput:L483_10565
ko:K01971	pput:L483_11550
ko:K09892	pput:L483_31180
ko:K18954	pput:L483_18540
ko:K18954	pput:L483_17930
ko:K12066	pput:L483_15155
ko:K18850	pput:L483_22495
ko:K18930	pput:L483_28255
ko:K01971	pput:L483_17380
ko:K03496	pput:L483_09810
ko:K01856	pput:L483_19285
ko:K03497	pput:L483_32245
ko:K03496	pput:L483_32250
ko:K08364	pput:L483_14940
ko:K08363	pput:L483_14945
ko:K12061	pput:L483_15075
ko:K12060	pput:L483_15080
ko:K12059	pput:L483_15085
ko:K12068	pput:L483_15145
ko:K03496	pput:L483_23990
ko:K05793	pput:L483_28525
ko:K12067	pput:L483_15150
ko:K12065	pput:L483_15160
ko:K12063	pput:L483_15170
ko:K12062	pput:L483_15180
ko:K12057	pput:L483_15185
ko:K12072	pput:L483_15190
ko:K12056	pput:L483_15195
ko:K12058	pput:L483_15255
ko:K03169	pput:L483_15310
ko:K03497	pput:L483_15345
ko:K12218	pput:L483_28790
ko:K12203	pput:L483_28800
ko:K12204	pput:L483_28805
ko:K12217	pput:L483_28825
ko:K12206	pput:L483_28830
ko:K12209	pput:L483_28855
ko:K12213	pput:L483_28860
ko:K12214	pput:L483_28865
ko:K04099	pput:L483_20160
ko:K03503	pput:L483_20240
ko:K11811	pput:L483_11165
ko:K11811	pput:L483_15970
ko:K03111	pput:L483_20560
ko:K03205	pput:L483_20775
ko:K03169	pput:L483_11955
ko:K03111	pput:L483_11970
ko:K03496	pput:L483_20875
ko:K03497	pput:L483_20915
ko:K03646	pput:L483_25320
ko:K03502	pput:L483_12475
ko:K03502	pput:L483_21540
ko:K03503	pput:L483_21545
ko:K03496	pput:L483_30495
ko:K04100	pput:L483_17500
ko:K05797	pput:L483_22020
ko:K03111	pput:L483_22095
ko:K03169	pput:L483_22110
ko:K03169	pput:L483_22505
ko:K12069	pput:L483_15165
ko:K07665	pput:L483_08035
ko:K03761	pput:L483_26450
ko:K07215	pput:L483_10345
ko:K03976	pput:L483_26080
ko:K19055	pput:L483_00695
ko:K07483	pput:L483_16845
ko:K07483	pput:L483_12490
ko:K07063	pput:L483_14900
ko:K00335	pput:L483_22960
ko:K07481	pput:L483_14565
ko:K07481	pput:L483_15590
ko:K18981	pput:L483_21795
ko:K18981	pput:L483_19520
ko:K03526	pput:L483_04315
ko:K07481	pput:L483_12040
ko:K07481	pput:L483_16745
ko:K07481	pput:L483_16820
ko:K07481	pput:L483_14625
ko:K07481	pput:L483_14825
ko:K08365	pput:L483_14950
ko:K07497	pput:L483_12485
ko:K07481	pput:L483_16735
ko:K18979	pput:L483_29650
ko:K18997	pput:L483_29385
ko:K07486	pput:L483_30490
ko:K02663	pput:L483_30555
ko:K03668	pput:L483_05810
ko:K05375	pput:L483_19850
ko:K09483	pput:L483_24900
ko:K00148	pput:L483_01670
ko:K19156	pput:L483_11385
ko:K19058	pput:L483_14935
ko:K03458	pput:L483_23765
ko:K12979	pput:L483_24945
ko:K09017	pput:L483_22590
ko:K12976	pput:L483_28440
ko:K12976	pput:L483_17695
ko:K03293	pput:L483_26170
ko:K12212	pput:L483_28835
ko:K06992	pput:L483_12185
ko:K01239	pput:L483_21210
ko:K16291	pput:L483_09365
ko:K01505	pput:L483_07380
ko:K07749	pput:L483_05255
ko:K22444	pput:L483_19330
ko:K05799	pput:L483_09215
ko:K09017	pput:L483_23790
ko:K01710	pput:L483_06475
ko:K00108	pput:L483_32335
ko:K06858	pput:L483_02755
ko:K19059	pput:L483_14915
ko:K19057	pput:L483_14920
ko:K00344	pput:L483_31220
ko:K05898	pput:L483_14095
ko:K03446	pput:L483_27315
ko:K12979	pput:L483_09885
ko:K19168	pput:L483_26315
ko:K07451	pput:L483_16130
ko:K07451	pput:L483_28410
ko:K19221	pput:L483_05915
ko:K00336	pput:L483_22965
ko:K07497	pput:L483_16850
ko:K07497	pput:L483_17200
ko:K06867	pput:L483_06700
ko:K01066	pput:L483_23440
ko:K00020	pput:L483_25730
ko:K19265	pput:L483_13695
ko:K19290	pput:L483_27240
ko:K01992	pput:L483_31210
ko:K04771	pput:L483_26290
ko:K19293	pput:L483_27265
ko:K19294	pput:L483_27275
ko:K19295	pput:L483_27280
ko:K03722	pput:L483_25810
ko:K00059	pput:L483_06785
ko:K03457	pput:L483_17070
ko:K01795	pput:L483_27260
ko:K04771	pput:L483_27515
ko:K19337	pput:L483_31880
ko:K19337	pput:L483_04955
ko:K01785	pput:L483_11435
ko:K19416	pput:L483_22365
ko:K01785	pput:L483_25580
ko:K06867	pput:L483_18530
ko:K03574	pput:L483_17340
ko:K19353	pput:L483_10330
ko:K19291	pput:L483_27245
ko:K19292	pput:L483_27250
ko:K19302	pput:L483_29200
ko:K21699	pput:L483_03110
ko:K19610	pput:L483_05830
ko:K19609	pput:L483_05835
ko:K11209	pput:L483_22865
ko:K11209	pput:L483_16620
ko:K19610	pput:L483_02800
ko:K10024	pput:L483_24500
ko:K19577	pput:L483_13910
ko:K19577	pput:L483_19990
ko:K03446	pput:L483_07585
ko:K00799	pput:L483_26920
ko:K19591	pput:L483_03060
ko:K19713	pput:L483_21430
ko:K07165	pput:L483_09900
ko:K00992	pput:L483_02070
ko:K07165	pput:L483_18750
ko:K07666	pput:L483_11290
ko:K07645	pput:L483_11295
ko:K01003	pput:L483_26510
ko:K07119	pput:L483_06615
ko:K06132	pput:L483_31540
ko:K00799	pput:L483_06985
ko:K19784	pput:L483_23035
ko:K06131	pput:L483_17360
ko:K06131	pput:L483_11575
ko:K07147	pput:L483_27930
ko:K15777	pput:L483_06860
ko:K17722	pput:L483_22580
ko:K19803	pput:L483_00995
ko:K00380	pput:L483_06075
ko:K19954	pput:L483_14610
ko:K09796	pput:L483_29330
ko:K00632	pput:L483_17265
ko:K22443	pput:L483_19325
ko:K09471	pput:L483_31525
ko:K20074	pput:L483_15550
ko:K20971	pput:L483_29050
ko:K20200	pput:L483_22010
ko:K20266	pput:L483_20750
ko:K20276	pput:L483_04075
ko:K20199	pput:L483_22005
ko:K20444	pput:L483_24145
ko:K20444	pput:L483_06515
ko:K06147	pput:L483_10095
ko:K20455	pput:L483_09440
ko:K20531	pput:L483_20735
ko:K20532	pput:L483_20730
ko:K20534	pput:L483_06440
ko:K20533	pput:L483_20725
ko:K09788	pput:L483_09445
ko:K20528	pput:L483_20765
ko:K20534	pput:L483_16055
ko:K20529	pput:L483_20760
ko:K20530	pput:L483_20755
ko:K00302	pput:L483_16975
ko:K00304	pput:L483_19875
ko:K20972	pput:L483_29255
ko:K01214	pput:L483_22645
ko:K11529	pput:L483_23815
ko:K20881	pput:L483_01035
ko:K22081	pput:L483_16940
ko:K01023	pput:L483_00795
ko:K16011	pput:L483_06405
ko:K21001	pput:L483_07865
ko:K21062	pput:L483_25130
ko:K13877	pput:L483_25135
ko:K13877	pput:L483_18875
ko:K21062	pput:L483_24385
ko:K21135	pput:L483_04040
ko:K21137	pput:L483_31040
ko:K00821	pput:L483_01900
ko:K21021	pput:L483_27875
ko:K20973	pput:L483_06890
ko:K20974	pput:L483_23200
ko:K00840	pput:L483_24480
ko:K20975	pput:L483_10780
ko:K20976	pput:L483_24090
ko:K20977	pput:L483_24095
ko:K20978	pput:L483_24100
ko:K07689	pput:L483_22840
ko:K21053	pput:L483_03090
ko:K13877	pput:L483_10450
ko:K21024	pput:L483_26765
ko:K21029	pput:L483_03730
ko:K21023	pput:L483_18775
ko:K13075	pput:L483_14615
ko:K21060	pput:L483_25140
ko:K08968	pput:L483_06900
ko:K21136	pput:L483_31045
ko:K21133	pput:L483_04035
ko:K21134	pput:L483_31035
ko:K00249	pput:L483_09075
ko:K21218	pput:L483_26025
ko:K07451	pput:L483_15810
ko:K01160	pput:L483_20430
ko:K06217	pput:L483_29080
ko:K03546	pput:L483_02520
ko:K00558	pput:L483_16235
ko:K07313	pput:L483_20630
ko:K02314	pput:L483_29535
ko:K03546	pput:L483_07455
ko:K00558	pput:L483_08145
ko:K02315	pput:L483_08215
ko:K07474	pput:L483_08275
ko:K03676	pput:L483_30415
ko:K01185	pput:L483_08410
ko:K06919	pput:L483_08535
ko:K14059	pput:L483_12910
ko:K00287	pput:L483_30795
ko:K00560	pput:L483_30840
ko:K14059	pput:L483_13335
ko:K07336	pput:L483_04360
ko:K07313	pput:L483_18060
ko:K01520	pput:L483_31585
ko:K06905	pput:L483_01240
ko:K06906	pput:L483_01245
ko:K03553	pput:L483_05720
ko:K06904	pput:L483_28380
ko:K06908	pput:L483_01265
ko:K06907	pput:L483_01270
ko:K06903	pput:L483_01300
ko:K02314	pput:L483_28460
ko:K02315	pput:L483_28465
ko:K14059	pput:L483_28570
ko:K09882	pput:L483_15285
ko:K18640	pput:L483_15430
ko:K02316	pput:L483_01980
ko:K02314	pput:L483_15660
ko:K02314	pput:L483_15665
ko:K02483	pput:L483_09745
ko:K00525	pput:L483_25530
ko:K02335	pput:L483_00255
ko:K22468	pput:L483_03635
ko:K01802	pput:L483_23880
ko:K20938	pput:L483_18485
ko:K00526	pput:L483_25540
ko:K03862	pput:L483_19445
ko:K20938	pput:L483_00845
ko:K12205	pput:L483_28810
ko:K00146	pput:L483_17040
ko:K02483	pput:L483_12720
ko:K02483	pput:L483_18120
ko:K02483	pput:L483_13995
ko:K02483	pput:L483_01100
ko:K21416	pput:L483_02905
ko:K21394	pput:L483_21275
ko:K21417	pput:L483_02900
ko:K21395	pput:L483_21285
ko:K21393	pput:L483_21280
ko:K21405	pput:L483_18190
ko:K21405	pput:L483_02860
ko:K21420	pput:L483_22440
ko:K21405	pput:L483_02915
ko:K22044	pput:L483_06170
ko:K01451	pput:L483_17950
ko:K00344	pput:L483_09085
ko:K01420	pput:L483_11235
ko:K01420	pput:L483_23650
ko:K21711	pput:L483_31875
ko:K22081	pput:L483_19185
ko:K08685	pput:L483_18160
ko:K21757	pput:L483_19290
ko:K21802	pput:L483_20050
ko:K21825	pput:L483_24485
ko:K21826	pput:L483_01520
ko:K21829	pput:L483_17515
ko:K21802	pput:L483_17015
ko:K21833	pput:L483_01570
ko:K21834	pput:L483_01575
ko:K21830	pput:L483_30785
ko:K21826	pput:L483_21920
ko:K21826	pput:L483_21955
ko:K21826	pput:L483_19235
ko:K21883	pput:L483_18725
ko:K21832	pput:L483_01605
ko:K21990	pput:L483_25655
ko:K05802	pput:L483_03605
ko:K03741	pput:L483_11170
ko:K22044	pput:L483_23840
ko:K00043	pput:L483_10705
ko:K03741	pput:L483_15960
ko:K22083	pput:L483_16930
ko:K01816	pput:L483_23805
ko:K22132	pput:L483_05490
ko:K22294	pput:L483_21735
ko:K22082	pput:L483_19180
ko:K22083	pput:L483_19175
ko:K13874	pput:L483_21800
ko:K03595	pput:L483_26270
ko:K07183	pput:L483_07710
ko:K22082	pput:L483_16935
ko:K00302	pput:L483_01655
ko:K00304	pput:L483_01650
ko:K00304	pput:L483_16970
ko:K00302	pput:L483_19880
ko:K22110	pput:L483_21790
ko:K22187	pput:L483_14535
ko:K22187	pput:L483_10940
ko:K08994	pput:L483_25095
ko:K08994	pput:L483_04190
ko:K22252	pput:L483_06555
ko:K16048	pput:L483_14075
ko:K22292	pput:L483_06345
ko:K22250	pput:L483_30175
ko:K22296	pput:L483_21720
ko:K22345	pput:L483_03945
ko:K22303	pput:L483_00780
ko:K02257	pput:L483_00190
ko:K02257	pput:L483_04115
ko:K11391	pput:L483_27735
ko:K01593	pput:L483_10035
ko:K11206	pput:L483_04570
ko:K22424	pput:L483_03700
ko:K13566	pput:L483_04345
ko:K22424	pput:L483_03695
ko:K22491	pput:L483_11365
ko:K22491	pput:L483_27605
ko:K22491	pput:L483_03755
ko:K22468	pput:L483_01445
ko:K22551	pput:L483_28630
