ko:K19296	ppuh:B479_22200
ko:K02055	ppuh:B479_02540
ko:K10914	ppuh:B479_02600
ko:K02052	ppuh:B479_06610
ko:K02055	ppuh:B479_06630
ko:K06177	ppuh:B479_06655
ko:K09898	ppuh:B479_06735
ko:K01679	ppuh:B479_06770
ko:K00568	ppuh:B479_06820
ko:K01081	ppuh:B479_10770
ko:K00799	ppuh:B479_10795
ko:K00598	ppuh:B479_10880
ko:K03615	ppuh:B479_15125
ko:K00666	ppuh:B479_15160
ko:K03406	ppuh:B479_15180
ko:K11312	ppuh:B479_15235
ko:K02014	ppuh:B479_15270
ko:K01835	ppuh:B479_15285
ko:K05595	ppuh:B479_23570
ko:K00595	ppuh:B479_23605
ko:K02014	ppuh:B479_23645
ko:K03499	ppuh:B479_00655
ko:K04063	ppuh:B479_00775
ko:K02274	ppuh:B479_00845
ko:K02258	ppuh:B479_00850
ko:K00380	ppuh:B479_04800
ko:K07126	ppuh:B479_04815
ko:K01607	ppuh:B479_04950
ko:K02433	ppuh:B479_04970
ko:K00127	ppuh:B479_08860
ko:K00124	ppuh:B479_08865
ko:K02014	ppuh:B479_08910
ko:K01480	ppuh:B479_08925
ko:K07027	ppuh:B479_13220
ko:K01243	ppuh:B479_13275
ko:K02014	ppuh:B479_17600
ko:K02342	ppuh:B479_17620
ko:K03469	ppuh:B479_17625
ko:K01545	ppuh:B479_17735
ko:K07338	ppuh:B479_21740
ko:K03442	ppuh:B479_21830
ko:K05713	ppuh:B479_25885
ko:K10440	ppuh:B479_09990
ko:K00852	ppuh:B479_10000
ko:K03406	ppuh:B479_14330
ko:K00851	ppuh:B479_14340
ko:K03299	ppuh:B479_14345
ko:K04750	ppuh:B479_14475
ko:K02414	ppuh:B479_18665
ko:K10943	ppuh:B479_18715
ko:K10942	ppuh:B479_18720
ko:K06603	ppuh:B479_18745
ko:K07028	ppuh:B479_22755
ko:K00970	ppuh:B479_22825
ko:K03177	ppuh:B479_22890
ko:K02427	ppuh:B479_22940
ko:K09471	ppuh:B479_09955
ko:K00666	ppuh:B479_12660
ko:K00567	ppuh:B479_12665
ko:K03769	ppuh:B479_12705
ko:K01907	ppuh:B479_12710
ko:K03769	ppuh:B479_12755
ko:K06910	ppuh:B479_12765
ko:K11179	ppuh:B479_16945
ko:K07393	ppuh:B479_16955
ko:K01692	ppuh:B479_17090
ko:K00784	ppuh:B479_17115
ko:K00033	ppuh:B479_17165
ko:K07793	ppuh:B479_21220
ko:K07120	ppuh:B479_21225
ko:K06183	ppuh:B479_21250
ko:K02454	ppuh:B479_25485
ko:K01262	ppuh:B479_25535
ko:K01934	ppuh:B479_25555
ko:K07232	ppuh:B479_25600
ko:K02014	ppuh:B479_01140
ko:K02051	ppuh:B479_01195
ko:K02049	ppuh:B479_01200
ko:K02050	ppuh:B479_01205
ko:K00799	ppuh:B479_01295
ko:K01719	ppuh:B479_01315
ko:K00845	ppuh:B479_05335
ko:K00088	ppuh:B479_05435
ko:K02454	ppuh:B479_05525
ko:K02004	ppuh:B479_09400
ko:K14162	ppuh:B479_13705
ko:K00666	ppuh:B479_13900
ko:K02030	ppuh:B479_18205
ko:K00090	ppuh:B479_22275
ko:K02014	ppuh:B479_22295
ko:K00626	ppuh:B479_22460
ko:K03455	ppuh:B479_26510
ko:K00124	ppuh:B479_02940
ko:K00127	ppuh:B479_02945
ko:K13016	ppuh:B479_06900
ko:K03406	ppuh:B479_07055
ko:K00799	ppuh:B479_07065
ko:K06889	ppuh:B479_07105
ko:K02055	ppuh:B479_11190
ko:K03535	ppuh:B479_15385
ko:K01708	ppuh:B479_15390
ko:K02050	ppuh:B479_15545
ko:K02051	ppuh:B479_15550
ko:K02049	ppuh:B479_15555
ko:K01826	ppuh:B479_19650
ko:K03498	ppuh:B479_19760
ko:K01916	ppuh:B479_23795
ko:K01011	ppuh:B479_24000
ko:K03153	ppuh:B479_03585
ko:K02653	ppuh:B479_03655
ko:K08086	ppuh:B479_07640
ko:K00219	ppuh:B479_07715
ko:K02441	ppuh:B479_07745
ko:K07114	ppuh:B479_07835
ko:K07114	ppuh:B479_07840
ko:K02014	ppuh:B479_11795
ko:K10531	ppuh:B479_16160
ko:K09815	ppuh:B479_16185
ko:K02055	ppuh:B479_16285
ko:K02052	ppuh:B479_16300
ko:K05794	ppuh:B479_16310
ko:K07660	ppuh:B479_20450
ko:K00799	ppuh:B479_20525
ko:K01424	ppuh:B479_20540
ko:K03406	ppuh:B479_24560
ko:K02824	ppuh:B479_04220
ko:K06177	ppuh:B479_08170
ko:K03776	ppuh:B479_08175
ko:K04085	ppuh:B479_08200
ko:K06147	ppuh:B479_08215
ko:K03406	ppuh:B479_08220
ko:K06149	ppuh:B479_08290
ko:K03405	ppuh:B479_12460
ko:K11209	ppuh:B479_12480
ko:K03386	ppuh:B479_20905
ko:K02010	ppuh:B479_20940
ko:K02014	ppuh:B479_21065
ko:K07665	ppuh:B479_21105
ko:K10563	ppuh:B479_25095
ko:K02010	ppuh:B479_25170
ko:K00058	ppuh:B479_25260
ko:K03406	ppuh:B479_24565
ko:K01259	ppuh:B479_24600
ko:K01479	ppuh:B479_24610
ko:K11105	ppuh:B479_24800
ko:K04091	ppuh:B479_01625
ko:K19611	ppuh:B479_09170
ko:K09815	ppuh:B479_00930
ko:K13590	ppuh:B479_00975
ko:K02067	ppuh:B479_01035
ko:K01679	ppuh:B479_05035
ko:K11189	ppuh:B479_05045
ko:K02806	ppuh:B479_05055
ko:K02067	ppuh:B479_05105
ko:K01478	ppuh:B479_05285
ko:K00626	ppuh:B479_09025
ko:K01692	ppuh:B479_09035
ko:K01262	ppuh:B479_09145
ko:K03406	ppuh:B479_09205
ko:K03776	ppuh:B479_09240
ko:K02014	ppuh:B479_13505
ko:K03606	ppuh:B479_13580
ko:K01784	ppuh:B479_13645
ko:K02051	ppuh:B479_01435
ko:K02050	ppuh:B479_01440
ko:K02049	ppuh:B479_01445
ko:K02014	ppuh:B479_01485
ko:K10831	ppuh:B479_01595
ko:K02463	ppuh:B479_05565
ko:K04763	ppuh:B479_05660
ko:K02052	ppuh:B479_05730
ko:K02055	ppuh:B479_05735
ko:K06889	ppuh:B479_05810
ko:K07346	ppuh:B479_09615
ko:K00548	ppuh:B479_09710
ko:K01426	ppuh:B479_14005
ko:K02200	ppuh:B479_18455
ko:K02200	ppuh:B479_18460
ko:K02193	ppuh:B479_18495
ko:K07054	ppuh:B479_22565
ko:K03406	ppuh:B479_22570
ko:K01424	ppuh:B479_02965
ko:K01784	ppuh:B479_02995
ko:K02116	ppuh:B479_00200
ko:K00564	ppuh:B479_04300
ko:K00666	ppuh:B479_04310
ko:K03406	ppuh:B479_04385
ko:K00882	ppuh:B479_04445
ko:K07665	ppuh:B479_04485
ko:K02028	ppuh:B479_01835
ko:K02052	ppuh:B479_02535
ko:K02028	ppuh:B479_04005
ko:K03457	ppuh:B479_15575
ko:K03457	ppuh:B479_18410
ko:K17060	ppuh:B479_20995
ko:K17061	ppuh:B479_21000
ko:K03574	ppuh:B479_21855
ko:K17324	ppuh:B479_09265
ko:K17247	ppuh:B479_22710
ko:K06218	ppuh:B479_10835
ko:K03457	ppuh:B479_19275
ko:K03457	ppuh:B479_15645
ko:K17103	ppuh:B479_22720
ko:K05603	ppuh:B479_24645
ko:K17218	ppuh:B479_00595
ko:K00951	ppuh:B479_06320
ko:K17713	ppuh:B479_04775
ko:K02484	ppuh:B479_14515
ko:K01897	ppuh:B479_19345
ko:K01897	ppuh:B479_19350
ko:K15555	ppuh:B479_01635
ko:K02028	ppuh:B479_17310
ko:K17228	ppuh:B479_08850
ko:K10112	ppuh:B479_05370
ko:K10439	ppuh:B479_09980
ko:K14224	ppuh:B479_t26695
ko:K14224	ppuh:B479_t26691
ko:K14224	ppuh:B479_t26681
ko:K14220	ppuh:B479_t26687
ko:K02029	ppuh:B479_24575
ko:K01990	ppuh:B479_07380
ko:K01990	ppuh:B479_11490
ko:K07576	ppuh:B479_06880
ko:K01992	ppuh:B479_18065
ko:K01992	ppuh:B479_07385
ko:K01992	ppuh:B479_11485
ko:K07576	ppuh:B479_11980
ko:K17686	ppuh:B479_03440
ko:K00130	ppuh:B479_24790
ko:K17686	ppuh:B479_00385
ko:K01533	ppuh:B479_18160
ko:K18139	ppuh:B479_21465
ko:K09472	ppuh:B479_00045
ko:K01791	ppuh:B479_07010
ko:K17723	ppuh:B479_17145
ko:K01069	ppuh:B479_17635
ko:K00537	ppuh:B479_06270
ko:K05799	ppuh:B479_23020
ko:K00108	ppuh:B479_24795
ko:K03892	ppuh:B479_11720
ko:K17758	ppuh:B479_23960
ko:K11928	ppuh:B479_24175
ko:K03566	ppuh:B479_21420
ko:K03566	ppuh:B479_13575
ko:K06518	ppuh:B479_22390
ko:K05540	ppuh:B479_23545
ko:K03566	ppuh:B479_03755
ko:K19746	ppuh:B479_09190
ko:K03767	ppuh:B479_19305
ko:K01791	ppuh:B479_06965
ko:K07263	ppuh:B479_25030
ko:K07263	ppuh:B479_25035
ko:K00042	ppuh:B479_18360
ko:K01658	ppuh:B479_02580
ko:K00537	ppuh:B479_05980
ko:K01739	ppuh:B479_03745
ko:K07577	ppuh:B479_20795
ko:K00632	ppuh:B479_08305
ko:K00344	ppuh:B479_00690
ko:K00018	ppuh:B479_04305
ko:K10673	ppuh:B479_26879
ko:K00138	ppuh:B479_11550
ko:K00661	ppuh:B479_25300
ko:K17735	ppuh:B479_01940
ko:K00135	ppuh:B479_01495
ko:K00248	ppuh:B479_24200
ko:K01497	ppuh:B479_03100
ko:K02614	ppuh:B479_13115
ko:K17737	ppuh:B479_13695
ko:K17736	ppuh:B479_01955
ko:K01487	ppuh:B479_18270
ko:K18139	ppuh:B479_25820
ko:K03719	ppuh:B479_23280
ko:K03719	ppuh:B479_26100
ko:K00249	ppuh:B479_16315
ko:K07003	ppuh:B479_07770
ko:K07003	ppuh:B479_12650
ko:K01485	ppuh:B479_07545
ko:K01485	ppuh:B479_13355
ko:K00897	ppuh:B479_26894
ko:K01659	ppuh:B479_09490
ko:K02614	ppuh:B479_01655
ko:K01007	ppuh:B479_08025
ko:K00146	ppuh:B479_14565
ko:K06148	ppuh:B479_06795
ko:K07003	ppuh:B479_12085
ko:K07823	ppuh:B479_13025
ko:K03719	ppuh:B479_18405
ko:K04343	ppuh:B479_26874
ko:K01133	ppuh:B479_00715
ko:K17989	ppuh:B479_14840
ko:K07506	ppuh:B479_22290
ko:K13053	ppuh:B479_08325
ko:K00130	ppuh:B479_03980
ko:K18138	ppuh:B479_21755
ko:K00128	ppuh:B479_15820
ko:K05799	ppuh:B479_17330
ko:K03719	ppuh:B479_23330
ko:K00091	ppuh:B479_05245
ko:K00004	ppuh:B479_03270
ko:K01758	ppuh:B479_19660
ko:K14742	ppuh:B479_05845
ko:K01247	ppuh:B479_14270
ko:K18093	ppuh:B479_20360
ko:K01046	ppuh:B479_23725
ko:K09017	ppuh:B479_03485
ko:K03585	ppuh:B479_21750
ko:K21430	ppuh:B479_08935
ko:K00557	ppuh:B479_22550
ko:K07003	ppuh:B479_13815
ko:K07222	ppuh:B479_15260
ko:K07782	ppuh:B479_22515
ko:K00520	ppuh:B479_00005
ko:K11747	ppuh:B479_25975
ko:K03566	ppuh:B479_16555
ko:K01267	ppuh:B479_06650
ko:K15359	ppuh:B479_02405
ko:K02768	ppuh:B479_04440
ko:K08483	ppuh:B479_04440
ko:K11183	ppuh:B479_04440
ko:K18118	ppuh:B479_01105
ko:K00523	ppuh:B479_25605
ko:K03585	ppuh:B479_25830
ko:K18296	ppuh:B479_13785
ko:K18295	ppuh:B479_13790
ko:K18294	ppuh:B479_13775
ko:K18298	ppuh:B479_14385
ko:K18299	ppuh:B479_14390
ko:K18300	ppuh:B479_14395
ko:K18306	ppuh:B479_07980
ko:K18307	ppuh:B479_07985
ko:K22349	ppuh:B479_14740
ko:K22003	ppuh:B479_13045
ko:K04065	ppuh:B479_22875
ko:K05800	ppuh:B479_12935
ko:K11103	ppuh:B479_13070
ko:K07552	ppuh:B479_17280
ko:K11893	ppuh:B479_17375
ko:K18138	ppuh:B479_25825
ko:K03577	ppuh:B479_25840
ko:K01652	ppuh:B479_25845
ko:K11073	ppuh:B479_08920
ko:K07391	ppuh:B479_25940
ko:K11073	ppuh:B479_13550
ko:K03732	ppuh:B479_22120
ko:K11903	ppuh:B479_22650
ko:K09914	ppuh:B479_05925
ko:K07690	ppuh:B479_14320
ko:K10764	ppuh:B479_18525
ko:K06214	ppuh:B479_14630
ko:K06214	ppuh:B479_14640
ko:K03566	ppuh:B479_18935
ko:K11735	ppuh:B479_23215
ko:K06940	ppuh:B479_10535
ko:K03614	ppuh:B479_15130
ko:K02358	ppuh:B479_02680
ko:K02358	ppuh:B479_02685
ko:K11903	ppuh:B479_23875
ko:K11903	ppuh:B479_23895
ko:K12256	ppuh:B479_11390
ko:K03563	ppuh:B479_19880
ko:K11891	ppuh:B479_15905
ko:K03563	ppuh:B479_20160
ko:K00019	ppuh:B479_12065
ko:K07263	ppuh:B479_25045
ko:K07263	ppuh:B479_25050
ko:K04023	ppuh:B479_00030
ko:K11903	ppuh:B479_04150
ko:K01207	ppuh:B479_08350
ko:K11102	ppuh:B479_12555
ko:K04064	ppuh:B479_12570
ko:K11735	ppuh:B479_00100
ko:K18138	ppuh:B479_14530
ko:K18320	ppuh:B479_26889
ko:K01414	ppuh:B479_00820
ko:K07165	ppuh:B479_04830
ko:K07165	ppuh:B479_08905
ko:K07165	ppuh:B479_22300
ko:K16088	ppuh:B479_01795
ko:K18093	ppuh:B479_09900
ko:K03769	ppuh:B479_14715
ko:K07165	ppuh:B479_02235
ko:K07165	ppuh:B479_15170
ko:K07165	ppuh:B479_15275
ko:K15540	ppuh:B479_07350
ko:K14055	ppuh:B479_11975
ko:K07165	ppuh:B479_03945
ko:K09458	ppuh:B479_12045
ko:K09458	ppuh:B479_12050
ko:K03579	ppuh:B479_23310
ko:K11073	ppuh:B479_15810
ko:K11747	ppuh:B479_04070
ko:K18301	ppuh:B479_05885
ko:K18303	ppuh:B479_05905
ko:K00138	ppuh:B479_03230
ko:K18297	ppuh:B479_25815
ko:K18294	ppuh:B479_13795
ko:K18297	ppuh:B479_15740
ko:K00984	ppuh:B479_26984
ko:K07459	ppuh:B479_13740
ko:K12538	ppuh:B479_10945
ko:K01139	ppuh:B479_26245
ko:K18476	ppuh:B479_26849
ko:K16234	ppuh:B479_24620
ko:K11904	ppuh:B479_14065
ko:K11904	ppuh:B479_11260
ko:K18480	ppuh:B479_01030
ko:K00681	ppuh:B479_22575
ko:K00681	ppuh:B479_15055
ko:K18540	ppuh:B479_12805
ko:K05521	ppuh:B479_05450
ko:K02650	ppuh:B479_03660
ko:K18691	ppuh:B479_05470
ko:K18828	ppuh:B479_27069
ko:K21645	ppuh:B479_26420
ko:K18841	ppuh:B479_04345
ko:K18800	ppuh:B479_25520
ko:K18893	ppuh:B479_19310
ko:K18831	ppuh:B479_00570
ko:K20862	ppuh:B479_25700
ko:K18893	ppuh:B479_11230
ko:K01971	ppuh:B479_13240
ko:K00632	ppuh:B479_13120
ko:K09892	ppuh:B479_25545
ko:K18781	ppuh:B479_26994
ko:K18974	ppuh:B479_26829
ko:K03297	ppuh:B479_27259
ko:K18824	ppuh:B479_26869
ko:K18954	ppuh:B479_15070
ko:K18850	ppuh:B479_17050
ko:K18930	ppuh:B479_23035
ko:K03169	ppuh:B479_17060
ko:K10221	ppuh:B479_13055
ko:K10676	ppuh:B479_25850
ko:K03497	ppuh:B479_13940
ko:K15269	ppuh:B479_26859
ko:K18320	ppuh:B479_26899
ko:K03496	ppuh:B479_09885
ko:K03496	ppuh:B479_18570
ko:K08363	ppuh:B479_27199
ko:K08364	ppuh:B479_27204
ko:K01856	ppuh:B479_15785
ko:K11811	ppuh:B479_11710
ko:K03646	ppuh:B479_20285
ko:K03496	ppuh:B479_24820
ko:K08364	ppuh:B479_00010
ko:K08363	ppuh:B479_00015
ko:K03497	ppuh:B479_00205
ko:K03496	ppuh:B479_00210
ko:K18974	ppuh:B479_26969
ko:K07665	ppuh:B479_08415
ko:K03761	ppuh:B479_21380
ko:K07497	ppuh:B479_26954
ko:K03976	ppuh:B479_20945
ko:K19055	ppuh:B479_01380
ko:K00335	ppuh:B479_17530
ko:K18975	ppuh:B479_26974
ko:K03526	ppuh:B479_04760
ko:K08365	ppuh:B479_27194
ko:K21405	ppuh:B479_09260
ko:K18997	ppuh:B479_23690
ko:K02663	ppuh:B479_24880
ko:K00148	ppuh:B479_02095
ko:K19166	ppuh:B479_00575
ko:K03668	ppuh:B479_06280
ko:K19057	ppuh:B479_27214
ko:K19059	ppuh:B479_27219
ko:K03458	ppuh:B479_18320
ko:K12979	ppuh:B479_19525
ko:K19057	ppuh:B479_26615
ko:K19059	ppuh:B479_26610
ko:K09017	ppuh:B479_17150
ko:K12976	ppuh:B479_13510
ko:K12976	ppuh:B479_20075
ko:K03293	ppuh:B479_21035
ko:K06992	ppuh:B479_12200
ko:K01239	ppuh:B479_10010
ko:K16291	ppuh:B479_09420
ko:K01505	ppuh:B479_07720
ko:K07749	ppuh:B479_05695
ko:K07497	ppuh:B479_00275
ko:K01710	ppuh:B479_06995
ko:K05799	ppuh:B479_09230
ko:K09017	ppuh:B479_18340
ko:K00108	ppuh:B479_00610
ko:K22468	ppuh:B479_04065
ko:K06858	ppuh:B479_03110
ko:K00336	ppuh:B479_17535
ko:K19068	ppuh:B479_06960
ko:K00344	ppuh:B479_25595
ko:K03446	ppuh:B479_22235
ko:K12979	ppuh:B479_16400
ko:K19168	ppuh:B479_21175
ko:K19221	ppuh:B479_06395
ko:K06867	ppuh:B479_07125
ko:K00020	ppuh:B479_20645
ko:K01066	ppuh:B479_17985
ko:K19290	ppuh:B479_22155
ko:K01992	ppuh:B479_25580
ko:K04771	ppuh:B479_21150
ko:K19293	ppuh:B479_22180
ko:K19294	ppuh:B479_22190
ko:K03722	ppuh:B479_20725
ko:K19295	ppuh:B479_22195
ko:K00059	ppuh:B479_07205
ko:K03574	ppuh:B479_13190
ko:K03574	ppuh:B479_12910
ko:K07497	ppuh:B479_25930
ko:K19338	ppuh:B479_07905
ko:K19278	ppuh:B479_26989
ko:K01795	ppuh:B479_22175
ko:K19337	ppuh:B479_26480
ko:K19337	ppuh:B479_05385
ko:K19416	ppuh:B479_16920
ko:K19338	ppuh:B479_13075
ko:K06867	ppuh:B479_15060
ko:K19353	ppuh:B479_11085
ko:K19291	ppuh:B479_22160
ko:K19292	ppuh:B479_22165
ko:K19302	ppuh:B479_23510
ko:K21699	ppuh:B479_03490
ko:K19610	ppuh:B479_06300
ko:K19609	ppuh:B479_06305
ko:K11209	ppuh:B479_17440
ko:K06884	ppuh:B479_13180
ko:K06884	ppuh:B479_13300
ko:K19577	ppuh:B479_10790
ko:K19577	ppuh:B479_12785
ko:K10024	ppuh:B479_19035
ko:K17881	ppuh:B479_27254
ko:K00799	ppuh:B479_21860
ko:K19591	ppuh:B479_03435
ko:K19713	ppuh:B479_16450
ko:K00992	ppuh:B479_02510
ko:K07666	ppuh:B479_11035
ko:K07645	ppuh:B479_11040
ko:K01003	ppuh:B479_21440
ko:K06132	ppuh:B479_26130
ko:K00799	ppuh:B479_07375
ko:K19784	ppuh:B479_17605
ko:K06131	ppuh:B479_13215
ko:K00505	ppuh:B479_12930
ko:K00995	ppuh:B479_17405
ko:K07147	ppuh:B479_22715
ko:K15777	ppuh:B479_07280
ko:K07119	ppuh:B479_07040
ko:K17722	ppuh:B479_17140
ko:K19803	ppuh:B479_01690
ko:K00380	ppuh:B479_06545
ko:K09796	ppuh:B479_23635
ko:K09796	ppuh:B479_09735
ko:K09471	ppuh:B479_26110
ko:K01777	ppuh:B479_19750
ko:K20074	ppuh:B479_03710
ko:K20971	ppuh:B479_23355
ko:K20268	ppuh:B479_10730
ko:K20276	ppuh:B479_12545
ko:K20444	ppuh:B479_18760
ko:K20444	ppuh:B479_18795
ko:K20455	ppuh:B479_09495
ko:K09788	ppuh:B479_09500
ko:K20534	ppuh:B479_00490
ko:K20972	ppuh:B479_23565
ko:K01214	ppuh:B479_17200
ko:K11529	ppuh:B479_18365
ko:K20881	ppuh:B479_01730
ko:K01023	ppuh:B479_01490
ko:K21001	ppuh:B479_08245
ko:K21062	ppuh:B479_19710
ko:K13877	ppuh:B479_19715
ko:K13877	ppuh:B479_10680
ko:K13877	ppuh:B479_15395
ko:K00821	ppuh:B479_02340
ko:K21135	ppuh:B479_04495
ko:K21137	ppuh:B479_25395
ko:K21021	ppuh:B479_22685
ko:K20973	ppuh:B479_07310
ko:K20974	ppuh:B479_17785
ko:K00840	ppuh:B479_19015
ko:K20975	ppuh:B479_11470
ko:K20976	ppuh:B479_18670
ko:K20977	ppuh:B479_18675
ko:K20978	ppuh:B479_18680
ko:K07689	ppuh:B479_17415
ko:K21053	ppuh:B479_03470
ko:K21024	ppuh:B479_21725
ko:K21029	ppuh:B479_04170
ko:K21023	ppuh:B479_15300
ko:K21060	ppuh:B479_19720
ko:K08968	ppuh:B479_07320
ko:K21136	ppuh:B479_25400
ko:K21133	ppuh:B479_04490
ko:K21134	ppuh:B479_25390
ko:K00249	ppuh:B479_13910
ko:K21218	ppuh:B479_20890
ko:K07313	ppuh:B479_12685
ko:K00558	ppuh:B479_08490
ko:K02314	ppuh:B479_08585
ko:K14744	ppuh:B479_08635
ko:K07474	ppuh:B479_08645
ko:K07336	ppuh:B479_04810
ko:K01520	ppuh:B479_26175
ko:K03553	ppuh:B479_06190
ko:K07313	ppuh:B479_10085
ko:K00558	ppuh:B479_10125
ko:K10906	ppuh:B479_10160
ko:K02314	ppuh:B479_10265
ko:K02316	ppuh:B479_02420
ko:K00558	ppuh:B479_10615
ko:K06217	ppuh:B479_23385
ko:K02314	ppuh:B479_23815
ko:K07313	ppuh:B479_19900
ko:K14059	ppuh:B479_19905
ko:K06904	ppuh:B479_20025
ko:K07474	ppuh:B479_20040
ko:K02314	ppuh:B479_20095
ko:K02315	ppuh:B479_20100
ko:K03676	ppuh:B479_11650
ko:K00558	ppuh:B479_03675
ko:K03546	ppuh:B479_07790
ko:K03676	ppuh:B479_24745
ko:K06903	ppuh:B479_16785
ko:K06907	ppuh:B479_16810
ko:K06908	ppuh:B479_16815
ko:K06906	ppuh:B479_16835
ko:K06905	ppuh:B479_16840
ko:K14059	ppuh:B479_16915
ko:K00287	ppuh:B479_25140
ko:K00560	ppuh:B479_25190
ko:K02483	ppuh:B479_09830
ko:K00525	ppuh:B479_20480
ko:K02335	ppuh:B479_00945
ko:K20938	ppuh:B479_15035
ko:K02482	ppuh:B479_12525
ko:K05375	ppuh:B479_16220
ko:K21196	ppuh:B479_25155
ko:K00526	ppuh:B479_20485
ko:K20938	ppuh:B479_01540
ko:K02483	ppuh:B479_09655
ko:K02483	ppuh:B479_01790
ko:K02483	ppuh:B479_14520
ko:K02483	ppuh:B479_14940
ko:K21416	ppuh:B479_03285
ko:K21417	ppuh:B479_03280
ko:K21405	ppuh:B479_14590
ko:K21405	ppuh:B479_03235
ko:K21420	ppuh:B479_16995
ko:K21405	ppuh:B479_03295
ko:K22044	ppuh:B479_06640
ko:K01451	ppuh:B479_14015
ko:K00344	ppuh:B479_12590
ko:K01420	ppuh:B479_18180
ko:K01420	ppuh:B479_11955
ko:K01420	ppuh:B479_12000
ko:K21711	ppuh:B479_26475
ko:K22081	ppuh:B479_15665
ko:K08685	ppuh:B479_14560
ko:K21757	ppuh:B479_15790
ko:K21825	ppuh:B479_19020
ko:K21826	ppuh:B479_01925
ko:K21833	ppuh:B479_02000
ko:K21834	ppuh:B479_02005
ko:K21830	ppuh:B479_25130
ko:K21826	ppuh:B479_11655
ko:K21826	ppuh:B479_11670
ko:K07140	ppuh:B479_00040
ko:K21832	ppuh:B479_02030
ko:K21990	ppuh:B479_20560
ko:K05802	ppuh:B479_03970
ko:K01816	ppuh:B479_18355
ko:K22132	ppuh:B479_05960
ko:K22067	ppuh:B479_08085
ko:K22082	ppuh:B479_15660
ko:K22083	ppuh:B479_15655
ko:K03595	ppuh:B479_21125
ko:K14274	ppuh:B479_13390
ko:K07183	ppuh:B479_08080
ko:K00302	ppuh:B479_02075
ko:K00304	ppuh:B479_02070
ko:K00304	ppuh:B479_16245
ko:K00302	ppuh:B479_16250
ko:K08994	ppuh:B479_19680
ko:K08994	ppuh:B479_04625
ko:K13875	ppuh:B479_10665
ko:K22292	ppuh:B479_06815
ko:K22250	ppuh:B479_24485
ko:K22345	ppuh:B479_04405
ko:K22303	ppuh:B479_01475
ko:K02257	ppuh:B479_00880
ko:K02257	ppuh:B479_04550
ko:K11391	ppuh:B479_22520
ko:K01593	ppuh:B479_10915
ko:K11206	ppuh:B479_05010
ko:K13566	ppuh:B479_04795
ko:K22491	ppuh:B479_11455
ko:K22491	ppuh:B479_22415
ko:K22491	ppuh:B479_04195
ko:K22468	ppuh:B479_01850
ko:K00275	ppuh:B479_16565
