ko:K19744	psg:G655_05385
ko:K01419	psg:G655_26615
ko:K03667	psg:G655_26620
ko:K06131	psg:G655_28370
ko:K09958	psg:G655_28375
ko:K01273	psg:G655_28380
ko:K03522	psg:G655_28400
ko:K03521	psg:G655_28405
ko:K07727	psg:G655_28415
ko:K00479	psg:G655_28455
ko:K01620	psg:G655_28470
ko:K00600	psg:G655_28480
ko:K00303	psg:G655_28485
ko:K00305	psg:G655_28500
ko:K01433	psg:G655_28505
ko:K01792	psg:G655_28515
ko:K09950	psg:G655_28520
ko:K17315	psg:G655_08895
ko:K08194	psg:G655_14100
ko:K17218	psg:G655_23735
ko:K11209	psg:G655_17095
ko:K19609	psg:G655_11545
ko:K04091	psg:G655_07495
ko:K11209	psg:G655_20120
ko:K08738	psg:G655_02615
ko:K12255	psg:G655_18110
ko:K02028	psg:G655_18890
ko:K02028	psg:G655_27120
ko:K02052	psg:G655_03050
ko:K10954	psg:G655_21745
ko:K17060	psg:G655_18485
ko:K17061	psg:G655_18490
ko:K17247	psg:G655_24735
ko:K17716	psg:G655_09065
ko:K03457	psg:G655_02250
ko:K03457	psg:G655_02415
ko:K03457	psg:G655_26845
ko:K17103	psg:G655_24745
ko:K05603	psg:G655_26880
ko:K17218	psg:G655_13325
ko:K17218	psg:G655_12180
ko:K01800	psg:G655_12665
ko:K01800	psg:G655_15070
ko:K18456	psg:G655_00715
ko:K01897	psg:G655_08275
ko:K01897	psg:G655_08280
ko:K00951	psg:G655_20685
ko:K17713	psg:G655_05705
ko:K04091	psg:G655_13270
ko:K15555	psg:G655_07505
ko:K14233	psg:G655_t29314
ko:K14228	psg:G655_t29332
ko:K14233	psg:G655_t29354
ko:K14234	psg:G655_t29364
ko:K14219	psg:G655_t29372
ko:K01992	psg:G655_06440
ko:K17228	psg:G655_04910
ko:K14475	psg:G655_21475
ko:K17317	psg:G655_08905
ko:K01980	psg:G655_r29418
ko:K01980	psg:G655_r29422
ko:K01980	psg:G655_r29420
ko:K01980	psg:G655_r29416
ko:K10112	psg:G655_08910
ko:K10439	psg:G655_15380
ko:K14224	psg:G655_t29300
ko:K14224	psg:G655_t29304
ko:K14224	psg:G655_t29316
ko:K14230	psg:G655_t29274
ko:K14220	psg:G655_t29296
ko:K14220	psg:G655_t29370
ko:K14225	psg:G655_t29358
ko:K14232	psg:G655_t29324
ko:K14218	psg:G655_t29298
ko:K14218	psg:G655_t29302
ko:K14228	psg:G655_t29288
ko:K14228	psg:G655_t29388
ko:K14228	psg:G655_t29390
ko:K14234	psg:G655_t29394
ko:K02029	psg:G655_26725
ko:K01011	psg:G655_26125
ko:K01515	psg:G655_26200
ko:K02055	psg:G655_26275
ko:K11085	psg:G655_26335
ko:K02843	psg:G655_26410
ko:K07304	psg:G655_26440
ko:K11105	psg:G655_26455
ko:K02665	psg:G655_26555
ko:K01990	psg:G655_10810
ko:K01496	psg:G655_26680
ko:K01523	psg:G655_26685
ko:K03406	psg:G655_26710
ko:K01259	psg:G655_26750
ko:K07126	psg:G655_26790
ko:K01479	psg:G655_26805
ko:K01759	psg:G655_26905
ko:K07052	psg:G655_27010
ko:K02030	psg:G655_27125
ko:K01399	psg:G655_06175
ko:K11688	psg:G655_27195
ko:K11689	psg:G655_27200
ko:K01478	psg:G655_27215
ko:K01082	psg:G655_27245
ko:K04093	psg:G655_27295
ko:K05844	psg:G655_27360
ko:K01297	psg:G655_27365
ko:K05595	psg:G655_27400
ko:K02454	psg:G655_27425
ko:K01262	psg:G655_27495
ko:K01934	psg:G655_27515
ko:K01719	psg:G655_27680
ko:K09806	psg:G655_27845
ko:K02035	psg:G655_27985
ko:K02116	psg:G655_29220
ko:K10111	psg:G655_13345
ko:K07657	psg:G655_28200
ko:K03406	psg:G655_25915
ko:K01916	psg:G655_25940
ko:K12943	psg:G655_25960
ko:K03442	psg:G655_25965
ko:K05350	psg:G655_25990
ko:K13953	psg:G655_28540
ko:K01959	psg:G655_28585
ko:K08978	psg:G655_28635
ko:K13590	psg:G655_28845
ko:K09815	psg:G655_28900
ko:K03455	psg:G655_29005
ko:K00059	psg:G655_29035
ko:K03455	psg:G655_29060
ko:K01992	psg:G655_07720
ko:K01992	psg:G655_10815
ko:K07215	psg:G655_22000
ko:K07576	psg:G655_06725
ko:K17686	psg:G655_05080
ko:K00130	psg:G655_28265
ko:K01990	psg:G655_06435
ko:K01990	psg:G655_04495
ko:K01533	psg:G655_17475
ko:K18139	psg:G655_02175
ko:K09472	psg:G655_03735
ko:K09472	psg:G655_01080
ko:K09788	psg:G655_21390
ko:K17723	psg:G655_02235
ko:K01069	psg:G655_16090
ko:K00128	psg:G655_20150
ko:K00128	psg:G655_25835
ko:K05799	psg:G655_25125
ko:K00108	psg:G655_28260
ko:K03892	psg:G655_13655
ko:K00042	psg:G655_17715
ko:K00632	psg:G655_09720
ko:K11928	psg:G655_21450
ko:K07684	psg:G655_05310
ko:K03566	psg:G655_05470
ko:K06518	psg:G655_07555
ko:K03574	psg:G655_11045
ko:K03566	psg:G655_19325
ko:K05540	psg:G655_25590
ko:K19746	psg:G655_05380
ko:K03767	psg:G655_08665
ko:K07263	psg:G655_01895
ko:K07263	psg:G655_01890
ko:K12538	psg:G655_07700
ko:K12538	psg:G655_18930
ko:K01658	psg:G655_03200
ko:K01658	psg:G655_20290
ko:K15856	psg:G655_28685
ko:K17758	psg:G655_26090
ko:K17759	psg:G655_26090
ko:K08483	psg:G655_06990
ko:K02768	psg:G655_06990
ko:K11183	psg:G655_06990
ko:K00344	psg:G655_00115
ko:K00248	psg:G655_26450
ko:K00018	psg:G655_24400
ko:K01130	psg:G655_00925
ko:K00138	psg:G655_15185
ko:K01485	psg:G655_02225
ko:K17735	psg:G655_28330
ko:K00135	psg:G655_01335
ko:K01791	psg:G655_09075
ko:K01497	psg:G655_04445
ko:K17737	psg:G655_15115
ko:K17736	psg:G655_28345
ko:K01487	psg:G655_00680
ko:K01487	psg:G655_17615
ko:K02661	psg:G655_02100
ko:K00104	psg:G655_28175
ko:K03719	psg:G655_25205
ko:K00249	psg:G655_12265
ko:K07003	psg:G655_13940
ko:K02058	psg:G655_00740
ko:K12253	psg:G655_26230
ko:K18001	psg:G655_20315
ko:K16636	psg:G655_00230
ko:K11913	psg:G655_00415
ko:K01758	psg:G655_02040
ko:K18000	psg:G655_20320
ko:K18002	psg:G655_20310
ko:K18003	psg:G655_20305
ko:K18004	psg:G655_03730
ko:K01007	psg:G655_16315
ko:K00020	psg:G655_06950
ko:K02614	psg:G655_27385
ko:K06148	psg:G655_21055
ko:K07068	psg:G655_20220
ko:K03719	psg:G655_04855
ko:K03719	psg:G655_12120
ko:K03719	psg:G655_27940
ko:K17940	psg:G655_12065
ko:K00004	psg:G655_04195
ko:K05599	psg:G655_12465
ko:K11311	psg:G655_12455
ko:K01267	psg:G655_08565
ko:K12976	psg:G655_24585
ko:K00114	psg:G655_15195
ko:K07483	psg:G655_11285
ko:K01729	psg:G655_07065
ko:K07003	psg:G655_09400
ko:K06998	psg:G655_15595
ko:K01133	psg:G655_00155
ko:K01139	psg:G655_28090
ko:K00249	psg:G655_20955
ko:K07506	psg:G655_05205
ko:K13053	psg:G655_09745
ko:K18148	psg:G655_28770
ko:K18138	psg:G655_22500
ko:K10014	psg:G655_10190
ko:K00004	psg:G655_03935
ko:K09017	psg:G655_00845
ko:K00108	psg:G655_14510
ko:K09017	psg:G655_15820
ko:K22589	psg:G655_11575
ko:K14742	psg:G655_06370
ko:K18093	psg:G655_20555
ko:K03719	psg:G655_23175
ko:K01046	psg:G655_10495
ko:K00632	psg:G655_07445
ko:K18029	psg:G655_17200
ko:K03585	psg:G655_22495
ko:K11917	psg:G655_13255
ko:K16011	psg:G655_07045
ko:K00249	psg:G655_17545
ko:K05600	psg:G655_12460
ko:K00557	psg:G655_24880
ko:K18073	psg:G655_16160
ko:K18072	psg:G655_16165
ko:K07814	psg:G655_25190
ko:K07222	psg:G655_28365
ko:K17850	psg:G655_04155
ko:K04343	psg:G655_15850
ko:K07782	psg:G655_15625
ko:K04096	psg:G655_00105
ko:K11747	psg:G655_19160
ko:K18100	psg:G655_07320
ko:K18101	psg:G655_07325
ko:K18099	psg:G655_07330
ko:K00249	psg:G655_26320
ko:K18118	psg:G655_28640
ko:K11894	psg:G655_16860
ko:K00523	psg:G655_27560
ko:K18235	psg:G655_02375
ko:K18304	psg:G655_18065
ko:K18296	psg:G655_24230
ko:K18295	psg:G655_24235
ko:K18294	psg:G655_24240
ko:K18298	psg:G655_12565
ko:K18299	psg:G655_12560
ko:K18300	psg:G655_12555
ko:K18305	psg:G655_03680
ko:K18306	psg:G655_03675
ko:K18307	psg:G655_03670
ko:K18308	psg:G655_03665
ko:K07566	psg:G655_00110
ko:K02487	psg:G655_23475
ko:K00228	psg:G655_00120
ko:K00014	psg:G655_00125
ko:K03321	psg:G655_00145
ko:K07690	psg:G655_00175
ko:K01695	psg:G655_00180
ko:K02002	psg:G655_00150
ko:K10253	psg:G655_00165
ko:K09165	psg:G655_00195
ko:K02650	psg:G655_23260
ko:K07092	psg:G655_25260
ko:K11688	psg:G655_24325
ko:K12368	psg:G655_23120
ko:K06899	psg:G655_23405
ko:K11073	psg:G655_01485
ko:K11073	psg:G655_19060
ko:K07165	psg:G655_05195
ko:K07165	psg:G655_07675
ko:K07165	psg:G655_11380
ko:K18291	psg:G655_20960
ko:K07165	psg:G655_15555
ko:K07165	psg:G655_13105
ko:K07165	psg:G655_18660
ko:K07165	psg:G655_25815
ko:K07497	psg:G655_23850
ko:K18292	psg:G655_20935
ko:K18301	psg:G655_06405
ko:K18303	psg:G655_06415
ko:K00138	psg:G655_04570
ko:K20258	psg:G655_12155
ko:K08721	psg:G655_24225
ko:K04057	psg:G655_16705
ko:K10814	psg:G655_14185
ko:K10816	psg:G655_14175
ko:K00100	psg:G655_19510
ko:K18473	psg:G655_27235
ko:K16234	psg:G655_26835
ko:K11904	psg:G655_17665
ko:K11904	psg:G655_16915
ko:K11914	psg:G655_16870
ko:K11904	psg:G655_11555
ko:K11904	psg:G655_00490
ko:K11904	psg:G655_00465
ko:K07645	psg:G655_25165
ko:K11904	psg:G655_13180
ko:K11916	psg:G655_16830
ko:K18459	psg:G655_01450
ko:K11904	psg:G655_08305
ko:K18480	psg:G655_08765
ko:K11912	psg:G655_00380
ko:K11904	psg:G655_18255
ko:K11904	psg:G655_26800
ko:K11904	psg:G655_27720
ko:K00681	psg:G655_00830
ko:K00681	psg:G655_01835
ko:K00681	psg:G655_18475
ko:K19296	psg:G655_07050
ko:K18540	psg:G655_06805
ko:K04065	psg:G655_24975
ko:K02664	psg:G655_26560
ko:K02663	psg:G655_26565
ko:K07794	psg:G655_21605
ko:K00249	psg:G655_19310
ko:K18691	psg:G655_05965
ko:K01953	psg:G655_00270
ko:K21645	psg:G655_28545
ko:K09690	psg:G655_11600
ko:K12994	psg:G655_28655
ko:K09690	psg:G655_28670
ko:K18800	psg:G655_27480
ko:K18893	psg:G655_08660
ko:K20862	psg:G655_27800
ko:K09892	psg:G655_27505
ko:K18954	psg:G655_01230
ko:K07483	psg:G655_15430
ko:K18850	psg:G655_11850
ko:K18930	psg:G655_25140
ko:K01971	psg:G655_14430
ko:K07810	psg:G655_03795
ko:K03496	psg:G655_26490
ko:K03496	psg:G655_17905
ko:K13060	psg:G655_18055
ko:K03502	psg:G655_18320
ko:K01856	psg:G655_12485
ko:K03646	psg:G655_20490
ko:K11811	psg:G655_13640
ko:K04054	psg:G655_16555
ko:K04053	psg:G655_16565
ko:K04056	psg:G655_16700
ko:K03497	psg:G655_29225
ko:K03496	psg:G655_29230
ko:K03502	psg:G655_23615
ko:K03503	psg:G655_23620
ko:K03111	psg:G655_23450
ko:K07665	psg:G655_10825
ko:K19055	psg:G655_15940
ko:K03761	psg:G655_29065
ko:K07497	psg:G655_23845
ko:K04052	psg:G655_16570
ko:K04051	psg:G655_16575
ko:K04049	psg:G655_16600
ko:K04060	psg:G655_16670
ko:K07483	psg:G655_23790
ko:K07483	psg:G655_25305
ko:K03976	psg:G655_06895
ko:K12545	psg:G655_07685
ko:K12987	psg:G655_21830
ko:K03526	psg:G655_05690
ko:K08642	psg:G655_15780
ko:K12241	psg:G655_03585
ko:K12240	psg:G655_03580
ko:K08085	psg:G655_23985
ko:K02675	psg:G655_24010
ko:K06599	psg:G655_02120
ko:K00335	psg:G655_11790
ko:K00336	psg:G655_11785
ko:K00433	psg:G655_11400
ko:K18991	psg:G655_02850
ko:K06600	psg:G655_02125
ko:K12238	psg:G655_03565
ko:K19048	psg:G655_11325
ko:K12993	psg:G655_28660
ko:K19000	psg:G655_20655
ko:K11020	psg:G655_19500
ko:K02030	psg:G655_27040
ko:K07746	psg:G655_20420
ko:K07746	psg:G655_23780
ko:K00148	psg:G655_28510
ko:K06992	psg:G655_16360
ko:K07326	psg:G655_12715
ko:K11383	psg:G655_28830
ko:K06893	psg:G655_16070
ko:K03458	psg:G655_17680
ko:K12988	psg:G655_26350
ko:K12979	psg:G655_20675
ko:K07326	psg:G655_00205
ko:K05913	psg:G655_04205
ko:K12239	psg:G655_03575
ko:K09017	psg:G655_02220
ko:K00091	psg:G655_24425
ko:K01802	psg:G655_21870
ko:K03293	psg:G655_21410
ko:K03668	psg:G655_20730
ko:K06858	psg:G655_04455
ko:K06867	psg:G655_12540
ko:K06992	psg:G655_15345
ko:K16291	psg:G655_10535
ko:K01239	psg:G655_00720
ko:K04050	psg:G655_16585
ko:K11918	psg:G655_13230
ko:K11919	psg:G655_13210
ko:K00344	psg:G655_11590
ko:K01505	psg:G655_09345
ko:K07749	psg:G655_06130
ko:K06893	psg:G655_08100
ko:K16638	psg:G655_20365
ko:K01710	psg:G655_27165
ko:K05799	psg:G655_00610
ko:K09017	psg:G655_17695
ko:K00108	psg:G655_06245
ko:K01271	psg:G655_23125
ko:K00525	psg:G655_19470
ko:K00525	psg:G655_28895
ko:K22468	psg:G655_12905
ko:K19092	psg:G655_23785
ko:K19068	psg:G655_09070
ko:K02030	psg:G655_27035
ko:K00344	psg:G655_27550
ko:K01406	psg:G655_18925
ko:K12979	psg:G655_23195
ko:K19168	psg:G655_21565
ko:K06884	psg:G655_14385
ko:K07216	psg:G655_16820
ko:K19092	psg:G655_20425
ko:K19221	psg:G655_18805
ko:K12349	psg:G655_21130
ko:K00020	psg:G655_08200
ko:K19246	psg:G655_19405
ko:K19344	psg:G655_02610
ko:K01066	psg:G655_28320
ko:K19290	psg:G655_07095
ko:K01992	psg:G655_07725
ko:K01992	psg:G655_27530
ko:K04771	psg:G655_21535
ko:K19293	psg:G655_07070
ko:K19294	psg:G655_07060
ko:K19295	psg:G655_07055
ko:K03722	psg:G655_20060
ko:K19302	psg:G655_04625
ko:K19342	psg:G655_07745
ko:K19345	psg:G655_02605
ko:K19353	psg:G655_23220
ko:K07497	psg:G655_20370
ko:K07497	psg:G655_11270
ko:K07497	psg:G655_11280
ko:K07497	psg:G655_25310
ko:K07497	psg:G655_25320
ko:K00249	psg:G655_22805
ko:K01795	psg:G655_07075
ko:K19337	psg:G655_28600
ko:K19337	psg:G655_08925
ko:K06867	psg:G655_08350
ko:K19300	psg:G655_04105
ko:K19339	psg:G655_07770
ko:K19416	psg:G655_11980
ko:K19340	psg:G655_07755
ko:K06867	psg:G655_24305
ko:K19341	psg:G655_07750
ko:K19291	psg:G655_07090
ko:K19292	psg:G655_07085
ko:K19577	psg:G655_22395
ko:K18567	psg:G655_08260
ko:K18567	psg:G655_14640
ko:K21699	psg:G655_00675
ko:K07344	psg:G655_05890
ko:K19610	psg:G655_20710
ko:K19609	psg:G655_20705
ko:K19610	psg:G655_11550
ko:K19611	psg:G655_11540
ko:K03446	psg:G655_18995
ko:K10024	psg:G655_20905
ko:K00799	psg:G655_22635
ko:K20261	psg:G655_03640
ko:K20257	psg:G655_20300
ko:K19594	psg:G655_07190
ko:K19713	psg:G655_12625
ko:K07165	psg:G655_14845
ko:K19713	psg:G655_24090
ko:K00992	psg:G655_03020
ko:K19711	psg:G655_21655
ko:K19696	psg:G655_09765
ko:K07666	psg:G655_23820
ko:K07666	psg:G655_25160
ko:K07645	psg:G655_23825
ko:K01003	psg:G655_25700
ko:K20260	psg:G655_15620
ko:K20260	psg:G655_03650
ko:K08305	psg:G655_04715
ko:K19784	psg:G655_19175
ko:K00799	psg:G655_10805
ko:K06131	psg:G655_14340
ko:K06132	psg:G655_27950
ko:K00995	psg:G655_12080
ko:K07147	psg:G655_24740
ko:K13877	psg:G655_18905
ko:K15777	psg:G655_10610
ko:K07119	psg:G655_14165
ko:K07119	psg:G655_16965
ko:K17722	psg:G655_02240
ko:K13775	psg:G655_10345
ko:K19803	psg:G655_27345
ko:K21636	psg:G655_15505
ko:K09796	psg:G655_05780
ko:K09471	psg:G655_27945
ko:K20971	psg:G655_04805
ko:K11915	psg:G655_00385
ko:K20260	psg:G655_15615
ko:K20266	psg:G655_05900
ko:K20265	psg:G655_25340
ko:K20277	psg:G655_07955
ko:K20260	psg:G655_03655
ko:K13061	psg:G655_07335
ko:K20261	psg:G655_15605
ko:K20262	psg:G655_15590
ko:K20262	psg:G655_03625
ko:K20320	psg:G655_04150
ko:K20259	psg:G655_12160
ko:K20455	psg:G655_21385
ko:K20429	psg:G655_19840
ko:K20444	psg:G655_19800
ko:K20534	psg:G655_25420
ko:K20972	psg:G655_25610
ko:K07076	psg:G655_18185
ko:K01214	psg:G655_14315
ko:K11529	psg:G655_17720
ko:K20881	psg:G655_27255
ko:K01046	psg:G655_25390
ko:K20987	psg:G655_13875
ko:K21008	psg:G655_09475
ko:K21006	psg:G655_09465
ko:K21007	psg:G655_09470
ko:K21010	psg:G655_09485
ko:K21011	psg:G655_09490
ko:K16011	psg:G655_13885
ko:K16011	psg:G655_28675
ko:K20997	psg:G655_13890
ko:K20998	psg:G655_13870
ko:K20999	psg:G655_13865
ko:K21000	psg:G655_13860
ko:K21001	psg:G655_13855
ko:K21002	psg:G655_13850
ko:K21003	psg:G655_13845
ko:K21004	psg:G655_13840
ko:K21005	psg:G655_13835
ko:K20940	psg:G655_03620
ko:K00821	psg:G655_02685
ko:K21135	psg:G655_18040
ko:K21137	psg:G655_00800
ko:K21061	psg:G655_18830
ko:K21021	psg:G655_19640
ko:K21019	psg:G655_22280
ko:K01768	psg:G655_08745
ko:K20973	psg:G655_10685
ko:K20974	psg:G655_17155
ko:K20975	psg:G655_15230
ko:K00840	psg:G655_20875
ko:K21062	psg:G655_18900
ko:K20976	psg:G655_08035
ko:K20977	psg:G655_08030
ko:K20978	psg:G655_08025
ko:K07689	psg:G655_12070
ko:K21053	psg:G655_00750
ko:K21020	psg:G655_00855
ko:K21103	psg:G655_03660
ko:K13877	psg:G655_14065
ko:K21022	psg:G655_19715
ko:K21023	psg:G655_16540
ko:K21024	psg:G655_22460
ko:K21029	psg:G655_24595
ko:K21025	psg:G655_26140
ko:K21009	psg:G655_09480
ko:K08968	psg:G655_10695
ko:K21136	psg:G655_00795
ko:K13609	psg:G655_18910
ko:K21133	psg:G655_18035
ko:K20968	psg:G655_16610
ko:K21134	psg:G655_00805
ko:K21012	psg:G655_09495
ko:K00249	psg:G655_14030
ko:K00632	psg:G655_10095
ko:K21218	psg:G655_07170
ko:K03546	psg:G655_22025
ko:K09935	psg:G655_24135
ko:K07336	psg:G655_23210
ko:K01520	psg:G655_28005
ko:K02314	psg:G655_23375
ko:K03676	psg:G655_26995
ko:K04068	psg:G655_11340
ko:K02314	psg:G655_26000
ko:K06906	psg:G655_03170
ko:K06905	psg:G655_03180
ko:K03791	psg:G655_03185
ko:K06217	psg:G655_04770
ko:K03553	psg:G655_06710
ko:K00558	psg:G655_01280
ko:K00560	psg:G655_01735
ko:K00287	psg:G655_01775
ko:K06903	psg:G655_03120
ko:K06907	psg:G655_03145
ko:K06908	psg:G655_03150
ko:K02316	psg:G655_02920
ko:K02335	psg:G655_28875
ko:K03863	psg:G655_25865
ko:K20938	psg:G655_13310
ko:K20938	psg:G655_13420
ko:K02482	psg:G655_12150
ko:K16637	psg:G655_14190
ko:K21253	psg:G655_19595
ko:K05375	psg:G655_12990
ko:K00526	psg:G655_19475
ko:K03862	psg:G655_25860
ko:K21416	psg:G655_03950
ko:K21417	psg:G655_03945
ko:K11690	psg:G655_27205
ko:K21405	psg:G655_03965
ko:K21420	psg:G655_11910
ko:K21472	psg:G655_29170
ko:K11690	psg:G655_20920
ko:K22044	psg:G655_26955
ko:K21405	psg:G655_04575
ko:K01451	psg:G655_10195
ko:K01420	psg:G655_17500
ko:K07334	psg:G655_24655
ko:K01451	psg:G655_22340
ko:K21711	psg:G655_28590
ko:K10914	psg:G655_01385
ko:K21563	psg:G655_02660
ko:K21498	psg:G655_24650
ko:K21700	psg:G655_00665
ko:K21757	psg:G655_12480
ko:K21825	psg:G655_20885
ko:K21829	psg:G655_05375
ko:K21826	psg:G655_28300
ko:K21831	psg:G655_25945
ko:K21833	psg:G655_28390
ko:K21834	psg:G655_28395
ko:K21830	psg:G655_27860
ko:K21832	psg:G655_28460
ko:K21990	psg:G655_10995
ko:K05802	psg:G655_18175
ko:K03741	psg:G655_13645
ko:K01816	psg:G655_17710
ko:K22131	psg:G655_02785
ko:K22132	psg:G655_19430
ko:K22067	psg:G655_16235
ko:K03595	psg:G655_21510
ko:K07183	psg:G655_16240
ko:K00304	psg:G655_28490
ko:K00302	psg:G655_28495
ko:K03892	psg:G655_01275
ko:K22209	psg:G655_04475
ko:K12242	psg:G655_03560
ko:K22292	psg:G655_08985
ko:K22250	psg:G655_26635
ko:K22296	psg:G655_17195
ko:K01337	psg:G655_03830
ko:K22345	psg:G655_21110
ko:K22303	psg:G655_00970
ko:K02257	psg:G655_00575
ko:K02257	psg:G655_18560
ko:K11391	psg:G655_24330
ko:K13566	psg:G655_05720
ko:K11206	psg:G655_23010
ko:K22491	psg:G655_24575
ko:K22491	psg:G655_23915
ko:K22452	psg:G655_10440
ko:K22468	psg:G655_00710
ko:K22549	psg:G655_18840
ko:K22550	psg:G655_18835
ko:K09123	psg:G655_18875
ko:K22548	psg:G655_18895
