ko:K01006	lmx:LMOSLCC2372_1933
ko:K21467	lmx:LMOSLCC2372_0445
ko:K21471	lmx:LMOSLCC2372_2566
ko:K21471	lmx:LMOSLCC2372_2567
ko:K18704	lmx:LMOSLCC2372_1099
ko:K21567	lmx:LMOSLCC2372_2454
ko:K21567	lmx:LMOSLCC2372_2027
ko:K21600	lmx:LMOSLCC2372_1920
ko:K21560	lmx:LMOSLCC2372_0201
ko:K18704	lmx:LMOSLCC2372_1091
ko:K00680	lmx:LMOSLCC2372_2412
ko:K21993	lmx:LMOSLCC2372_0925
ko:K22043	lmx:LMOSLCC2372_2555
ko:K00936	lmx:LMOSLCC2372_1170
ko:K21960	lmx:LMOSLCC2372_2414
ko:K21903	lmx:LMOSLCC2372_p0029
ko:K03547	lmx:LMOSLCC2372_2290
ko:K03595	lmx:LMOSLCC2372_1524
ko:K01537	lmx:LMOSLCC2372_0851
ko:K22251	lmx:LMOSLCC2372_0345
ko:K22278	lmx:LMOSLCC2372_0418
ko:K17758	lmx:LMOSLCC2372_1687
ko:K02257	lmx:LMOSLCC2372_2123
ko:K05592	lmx:LMOSLCC2372_1304
ko:K13566	lmx:LMOSLCC2372_0283
ko:K22441	lmx:LMOSLCC2372_0826
