ko:K19272	kpc:KPNIH10_26765
ko:K12064	kpc:KPNIH10_28295
ko:K12063	kpc:KPNIH10_28330
ko:K12062	kpc:KPNIH10_28335
ko:K12061	kpc:KPNIH10_28340
ko:K12060	kpc:KPNIH10_28350
ko:K12059	kpc:KPNIH10_28355
ko:K12058	kpc:KPNIH10_28360
ko:K12057	kpc:KPNIH10_28380
ko:K12072	kpc:KPNIH10_28400
ko:K12056	kpc:KPNIH10_28405
ko:K07165	kpc:KPNIH10_26575
ko:K06205	kpc:KPNIH10_00005
ko:K03718	kpc:KPNIH10_00010
ko:K01914	kpc:KPNIH10_00015
ko:K03924	kpc:KPNIH10_00025
ko:K03549	kpc:KPNIH10_00030
ko:K06726	kpc:KPNIH10_00035
ko:K10441	kpc:KPNIH10_00040
ko:K10440	kpc:KPNIH10_00045
ko:K10439	kpc:KPNIH10_00050
ko:K00852	kpc:KPNIH10_00055
ko:K02529	kpc:KPNIH10_00060
ko:K03753	kpc:KPNIH10_00095
ko:K03752	kpc:KPNIH10_00100
ko:K09896	kpc:KPNIH10_00105
ko:K03673	kpc:KPNIH10_00115
ko:K03978	kpc:KPNIH10_00130
ko:K09894	kpc:KPNIH10_00135
ko:K07712	kpc:KPNIH10_00145
ko:K07708	kpc:KPNIH10_00150
ko:K01915	kpc:KPNIH10_00155
ko:K06207	kpc:KPNIH10_00160
ko:K07058	kpc:KPNIH10_00170
ko:K07560	kpc:KPNIH10_00175
ko:K02380	kpc:KPNIH10_00200
ko:K00127	kpc:KPNIH10_00205
ko:K00124	kpc:KPNIH10_00210
ko:K00123	kpc:KPNIH10_00215
ko:K00123	kpc:KPNIH10_00220
ko:K02379	kpc:KPNIH10_00225
ko:K00850	kpc:KPNIH10_00235
ko:K02822	kpc:KPNIH10_00240
ko:K03475	kpc:KPNIH10_00245
ko:K01749	kpc:KPNIH10_00805
ko:K05851	kpc:KPNIH10_00810
ko:K06202	kpc:KPNIH10_00815
ko:K01778	kpc:KPNIH10_00825
ko:K09921	kpc:KPNIH10_00830
ko:K03733	kpc:KPNIH10_00835
ko:K03657	kpc:KPNIH10_00845
ko:K03284	kpc:KPNIH10_00850
ko:K05786	kpc:KPNIH10_00855
ko:K01058	kpc:KPNIH10_00865
ko:K03654	kpc:KPNIH10_00870
ko:K05835	kpc:KPNIH10_00875
ko:K05834	kpc:KPNIH10_00885
ko:K01048	kpc:KPNIH10_00890
ko:K03576	kpc:KPNIH10_00905
ko:K00549	kpc:KPNIH10_00910
ko:K01061	kpc:KPNIH10_00915
ko:K00757	kpc:KPNIH10_00920
ko:K09760	kpc:KPNIH10_00925
ko:K03183	kpc:KPNIH10_00930
ko:K03690	kpc:KPNIH10_00935
ko:K03688	kpc:KPNIH10_00940
ko:K03116	kpc:KPNIH10_00945
ko:K03117	kpc:KPNIH10_00950
ko:K03118	kpc:KPNIH10_00955
ko:K03424	kpc:KPNIH10_00960
ko:K05785	kpc:KPNIH10_00965
ko:K03182	kpc:KPNIH10_00970
ko:K05368	kpc:KPNIH10_00975
ko:K01825	kpc:KPNIH10_00985
ko:K03498	kpc:KPNIH10_01000
ko:K00230	kpc:KPNIH10_01005
ko:K00075	kpc:KPNIH10_01035
ko:K03524	kpc:KPNIH10_01040
ko:K00867	kpc:KPNIH10_01045
ko:K02358	kpc:KPNIH10_01070
ko:K03073	kpc:KPNIH10_01075
ko:K06901	kpc:KPNIH10_01615
ko:K03316	kpc:KPNIH10_01620
ko:K06518	kpc:KPNIH10_01630
ko:K07347	kpc:KPNIH10_01650
ko:K14393	kpc:KPNIH10_01665
ko:K01895	kpc:KPNIH10_01675
ko:K11102	kpc:KPNIH10_01680
ko:K07126	kpc:KPNIH10_01685
ko:K10439	kpc:KPNIH10_01715
ko:K10440	kpc:KPNIH10_01720
ko:K10441	kpc:KPNIH10_01725
ko:K06167	kpc:KPNIH10_01740
ko:K05774	kpc:KPNIH10_01745
ko:K06162	kpc:KPNIH10_01750
ko:K05780	kpc:KPNIH10_01755
ko:K05781	kpc:KPNIH10_01760
ko:K06163	kpc:KPNIH10_01765
ko:K06164	kpc:KPNIH10_01770
ko:K06165	kpc:KPNIH10_01775
ko:K06166	kpc:KPNIH10_01780
ko:K02043	kpc:KPNIH10_01785
ko:K04750	kpc:KPNIH10_01790
ko:K06193	kpc:KPNIH10_01795
ko:K03762	kpc:KPNIH10_01805
ko:K07406	kpc:KPNIH10_01815
ko:K11104	kpc:KPNIH10_01820
ko:K07483	kpc:KPNIH10_01840
ko:K18997	kpc:KPNIH10_01845
ko:K05516	kpc:KPNIH10_01850
ko:K11937	kpc:KPNIH10_01865
ko:K11936	kpc:KPNIH10_01870
ko:K11931	kpc:KPNIH10_01875
ko:K11935	kpc:KPNIH10_01880
ko:K01977	kpc:KPNIH10_24040
ko:K01977	kpc:KPNIH10_01010
ko:K01977	kpc:KPNIH10_19735
ko:K01977	kpc:KPNIH10_00075
ko:K01977	kpc:KPNIH10_00565
ko:K01980	kpc:KPNIH10_04740
ko:K01980	kpc:KPNIH10_03025
ko:K01985	kpc:KPNIH10_00090
ko:K01985	kpc:KPNIH10_24030
ko:K01985	kpc:KPNIH10_01030
ko:K01985	kpc:KPNIH10_19720
ko:K01985	kpc:KPNIH10_01240
ko:K01985	kpc:KPNIH10_00585
ko:K01985	kpc:KPNIH10_04745
ko:K01985	kpc:KPNIH10_03030
ko:K01985	kpc:KPNIH10_24020
ko:K14233	kpc:KPNIH10_09425
ko:K14233	kpc:KPNIH10_16930
ko:K14236	kpc:KPNIH10_01055
ko:K14236	kpc:KPNIH10_15775
ko:K14236	kpc:KPNIH10_15770
ko:K14232	kpc:KPNIH10_18020
ko:K14232	kpc:KPNIH10_25180
ko:K14224	kpc:KPNIH10_00080
ko:K14224	kpc:KPNIH10_03020
ko:K14224	kpc:KPNIH10_01230
ko:K14224	kpc:KPNIH10_19730
ko:K06957	kpc:KPNIH10_18930
ko:K07054	kpc:KPNIH10_18935
ko:K01923	kpc:KPNIH10_18940
ko:K07287	kpc:KPNIH10_18945
ko:K01714	kpc:KPNIH10_18950
ko:K03567	kpc:KPNIH10_18955
ko:K03564	kpc:KPNIH10_18960
ko:K03548	kpc:KPNIH10_18965
ko:K00537	kpc:KPNIH10_18975
ko:K10763	kpc:KPNIH10_18985
ko:K02824	kpc:KPNIH10_18990
ko:K00761	kpc:KPNIH10_18995
ko:K01223	kpc:KPNIH10_19000
ko:K18673	kpc:KPNIH10_19005
ko:K01933	kpc:KPNIH10_19010
ko:K11175	kpc:KPNIH10_19015
ko:K00937	kpc:KPNIH10_19020
ko:K01524	kpc:KPNIH10_19025
ko:K06871	kpc:KPNIH10_19050
ko:K01977	kpc:KPNIH10_03015
ko:K01977	kpc:KPNIH10_01225
ko:K14228	kpc:KPNIH10_23505
ko:K14221	kpc:KPNIH10_00590
ko:K14221	kpc:KPNIH10_04810
ko:K14221	kpc:KPNIH10_04750
ko:K13926	kpc:KPNIH10_03045
ko:K01993	kpc:KPNIH10_03050
ko:K01867	kpc:KPNIH10_03055
ko:K02058	kpc:KPNIH10_03060
ko:K02056	kpc:KPNIH10_03065
ko:K02057	kpc:KPNIH10_03070
ko:K02057	kpc:KPNIH10_03075
ko:K00355	kpc:KPNIH10_03080
ko:K00135	kpc:KPNIH10_03165
ko:K00484	kpc:KPNIH10_03200
ko:K00483	kpc:KPNIH10_03205
ko:K02508	kpc:KPNIH10_03210
ko:K02511	kpc:KPNIH10_03215
ko:K02510	kpc:KPNIH10_03220
ko:K02509	kpc:KPNIH10_03225
ko:K01826	kpc:KPNIH10_03230
ko:K00455	kpc:KPNIH10_03235
ko:K00151	kpc:KPNIH10_03240
ko:K05921	kpc:KPNIH10_03245
ko:K05921	kpc:KPNIH10_03250
ko:K06015	kpc:KPNIH10_03280
ko:K03307	kpc:KPNIH10_03290
ko:K06195	kpc:KPNIH10_03855
ko:K02528	kpc:KPNIH10_03860
ko:K00097	kpc:KPNIH10_03865
ko:K03771	kpc:KPNIH10_03870
ko:K04744	kpc:KPNIH10_03875
ko:K05801	kpc:KPNIH10_03880
ko:K07702	kpc:KPNIH10_03885
ko:K07700	kpc:KPNIH10_03890
ko:K05964	kpc:KPNIH10_03905
ko:K06177	kpc:KPNIH10_03910
ko:K03580	kpc:KPNIH10_03915
ko:K02336	kpc:KPNIH10_03920
ko:K01804	kpc:KPNIH10_03930
ko:K00853	kpc:KPNIH10_03935
ko:K02099	kpc:KPNIH10_03940
ko:K02062	kpc:KPNIH10_03950
ko:K02063	kpc:KPNIH10_03955
ko:K02064	kpc:KPNIH10_03960
ko:K11925	kpc:KPNIH10_03965
ko:K03291	kpc:KPNIH10_03975
ko:K08194	kpc:KPNIH10_03980
ko:K03785	kpc:KPNIH10_03990
ko:K00014	kpc:KPNIH10_04000
ko:K01704	kpc:KPNIH10_04010
ko:K01703	kpc:KPNIH10_04015
ko:K00052	kpc:KPNIH10_04020
ko:K01649	kpc:KPNIH10_04025
ko:K05798	kpc:KPNIH10_04030
ko:K01652	kpc:KPNIH10_04035
ko:K01653	kpc:KPNIH10_04040
ko:K03435	kpc:KPNIH10_04045
ko:K03925	kpc:KPNIH10_04050
ko:K03438	kpc:KPNIH10_04055
ko:K03586	kpc:KPNIH10_04060
ko:K03587	kpc:KPNIH10_04065
ko:K01928	kpc:KPNIH10_04070
ko:K01929	kpc:KPNIH10_04075
ko:K01000	kpc:KPNIH10_04080
ko:K01925	kpc:KPNIH10_04085
ko:K03588	kpc:KPNIH10_04090
ko:K02563	kpc:KPNIH10_04095
ko:K01924	kpc:KPNIH10_04100
ko:K01921	kpc:KPNIH10_04105
ko:K03589	kpc:KPNIH10_04110
ko:K03590	kpc:KPNIH10_04115
ko:K08234	kpc:KPNIH10_04650
ko:K04075	kpc:KPNIH10_04655
ko:K19000	kpc:KPNIH10_04660
ko:K15034	kpc:KPNIH10_04675
ko:K06079	kpc:KPNIH10_04680
ko:K01881	kpc:KPNIH10_04690
ko:K06080	kpc:KPNIH10_04700
ko:K02073	kpc:KPNIH10_04705
ko:K02072	kpc:KPNIH10_04710
ko:K02071	kpc:KPNIH10_04715
ko:K03273	kpc:KPNIH10_04720
ko:K06222	kpc:KPNIH10_04760
ko:K08307	kpc:KPNIH10_04785
ko:K01069	kpc:KPNIH10_04790
ko:K03469	kpc:KPNIH10_04800
ko:K02342	kpc:KPNIH10_04805
ko:K11249	kpc:KPNIH10_04820
ko:K06445	kpc:KPNIH10_04830
ko:K03271	kpc:KPNIH10_04835
ko:K00346	kpc:KPNIH10_04850
ko:K00347	kpc:KPNIH10_04855
ko:K00348	kpc:KPNIH10_04860
ko:K00349	kpc:KPNIH10_04865
ko:K00350	kpc:KPNIH10_04870
ko:K00351	kpc:KPNIH10_04875
ko:K05952	kpc:KPNIH10_04880
ko:K02346	kpc:KPNIH10_04890
ko:K03830	kpc:KPNIH10_04895
ko:K01270	kpc:KPNIH10_04900
ko:K00769	kpc:KPNIH10_04905
ko:K11750	kpc:KPNIH10_04910
ko:K11926	kpc:KPNIH10_04915
ko:K02822	kpc:KPNIH10_05470
ko:K02821	kpc:KPNIH10_05475
ko:K03386	kpc:KPNIH10_05485
ko:K08682	kpc:KPNIH10_05490
ko:K07568	kpc:KPNIH10_05495
ko:K00773	kpc:KPNIH10_05500
ko:K03210	kpc:KPNIH10_05505
ko:K03072	kpc:KPNIH10_05510
ko:K03074	kpc:KPNIH10_05515
ko:K06996	kpc:KPNIH10_05520
ko:K05517	kpc:KPNIH10_05530
ko:K07738	kpc:KPNIH10_05540
ko:K11752	kpc:KPNIH10_05545
ko:K00794	kpc:KPNIH10_05550
ko:K03625	kpc:KPNIH10_05555
ko:K00946	kpc:KPNIH10_05560
ko:K01095	kpc:KPNIH10_05565
ko:K01662	kpc:KPNIH10_05575
ko:K00795	kpc:KPNIH10_05580
ko:K03602	kpc:KPNIH10_05585
ko:K03151	kpc:KPNIH10_05590
ko:K03152	kpc:KPNIH10_05600
ko:K00077	kpc:KPNIH10_05605
ko:K09767	kpc:KPNIH10_05610
ko:K08195	kpc:KPNIH10_05625
ko:K00014	kpc:KPNIH10_05650
ko:K02624	kpc:KPNIH10_05655
ko:K02300	kpc:KPNIH10_05670
ko:K02299	kpc:KPNIH10_05675
ko:K02298	kpc:KPNIH10_05680
ko:K02297	kpc:KPNIH10_05685
ko:K08218	kpc:KPNIH10_05690
ko:K07286	kpc:KPNIH10_05695
ko:K05527	kpc:KPNIH10_05700
ko:K03545	kpc:KPNIH10_05710
ko:K01358	kpc:KPNIH10_05715
ko:K03544	kpc:KPNIH10_05720
ko:K01338	kpc:KPNIH10_05725
ko:K03530	kpc:KPNIH10_05730
ko:K03770	kpc:KPNIH10_05735
ko:K03503	kpc:KPNIH10_06500
ko:K07127	kpc:KPNIH10_06510
ko:K01647	kpc:KPNIH10_06520
ko:K07345	kpc:KPNIH10_06535
ko:K02517	kpc:KPNIH10_06560
ko:K03765	kpc:KPNIH10_06570
ko:K03757	kpc:KPNIH10_06575
ko:K03305	kpc:KPNIH10_06585
ko:K04567	kpc:KPNIH10_06590
ko:K03335	kpc:KPNIH10_06600
ko:K00010	kpc:KPNIH10_06615
ko:K02529	kpc:KPNIH10_06620
ko:K17213	kpc:KPNIH10_06625
ko:K17215	kpc:KPNIH10_06630
ko:K02015	kpc:KPNIH10_07200
ko:K08225	kpc:KPNIH10_07205
ko:K02016	kpc:KPNIH10_07210
ko:K02361	kpc:KPNIH10_07215
ko:K02363	kpc:KPNIH10_07220
ko:K01252	kpc:KPNIH10_07225
ko:K00216	kpc:KPNIH10_07230
ko:K06200	kpc:KPNIH10_07240
ko:K08317	kpc:KPNIH10_07265
ko:K02056	kpc:KPNIH10_07275
ko:K02057	kpc:KPNIH10_07280
ko:K02058	kpc:KPNIH10_07285
ko:K00899	kpc:KPNIH10_07295
ko:K08963	kpc:KPNIH10_07300
ko:K01093	kpc:KPNIH10_07305
ko:K07783	kpc:KPNIH10_07310
ko:K01092	kpc:KPNIH10_07315
ko:K01485	kpc:KPNIH10_07325
ko:K10974	kpc:KPNIH10_07335
ko:K08964	kpc:KPNIH10_07340
ko:K00058	kpc:KPNIH10_07350
ko:K10440	kpc:KPNIH10_07360
ko:K10440	kpc:KPNIH10_07365
ko:K10441	kpc:KPNIH10_07370
ko:K10439	kpc:KPNIH10_07375
ko:K08351	kpc:KPNIH10_07380
ko:K08967	kpc:KPNIH10_07385
ko:K09880	kpc:KPNIH10_07390
ko:K14287	kpc:KPNIH10_07395
ko:K03805	kpc:KPNIH10_07415
ko:K03386	kpc:KPNIH10_07420
ko:K03387	kpc:KPNIH10_07425
ko:K11932	kpc:KPNIH10_07430
ko:K06140	kpc:KPNIH10_07435
ko:K01169	kpc:KPNIH10_07440
ko:K03326	kpc:KPNIH10_07445
ko:K12973	kpc:KPNIH10_07450
ko:K03704	kpc:KPNIH10_07455
ko:K06199	kpc:KPNIH10_07460
ko:K03425	kpc:KPNIH10_07470
ko:K05776	kpc:KPNIH10_08015
ko:K02019	kpc:KPNIH10_08020
ko:K02020	kpc:KPNIH10_08030
ko:K02018	kpc:KPNIH10_08035
ko:K02017	kpc:KPNIH10_08040
ko:K07404	kpc:KPNIH10_08055
ko:K01051	kpc:KPNIH10_08110
ko:K01468	kpc:KPNIH10_08115
ko:K01479	kpc:KPNIH10_08120
ko:K05836	kpc:KPNIH10_08125
ko:K01712	kpc:KPNIH10_08130
ko:K01745	kpc:KPNIH10_08135
ko:K16234	kpc:KPNIH10_08140
ko:K06910	kpc:KPNIH10_08145
ko:K00833	kpc:KPNIH10_08150
ko:K01012	kpc:KPNIH10_08155
ko:K00652	kpc:KPNIH10_08160
ko:K02169	kpc:KPNIH10_08165
ko:K01935	kpc:KPNIH10_08170
ko:K03702	kpc:KPNIH10_08185
ko:K07643	kpc:KPNIH10_08195
ko:K07771	kpc:KPNIH10_08200
ko:K03760	kpc:KPNIH10_08205
ko:K03639	kpc:KPNIH10_08215
ko:K03638	kpc:KPNIH10_08220
ko:K03637	kpc:KPNIH10_08225
ko:K03636	kpc:KPNIH10_08230
ko:K03635	kpc:KPNIH10_08235
ko:K06890	kpc:KPNIH10_08240
ko:K07027	kpc:KPNIH10_08245
ko:K01993	kpc:KPNIH10_08280
ko:K06219	kpc:KPNIH10_09175
ko:K03633	kpc:KPNIH10_09180
ko:K03804	kpc:KPNIH10_09185
ko:K03632	kpc:KPNIH10_09190
ko:K00813	kpc:KPNIH10_09210
ko:K09476	kpc:KPNIH10_09215
ko:K01893	kpc:KPNIH10_09220
ko:K01751	kpc:KPNIH10_09230
ko:K03837	kpc:KPNIH10_09235
ko:K06016	kpc:KPNIH10_09240
ko:K00763	kpc:KPNIH10_09250
ko:K01256	kpc:KPNIH10_09255
ko:K15555	kpc:KPNIH10_09260
ko:K01624	kpc:KPNIH10_00250
ko:K02821	kpc:KPNIH10_00260
ko:K02529	kpc:KPNIH10_00285
ko:K07407	kpc:KPNIH10_00290
ko:K02532	kpc:KPNIH10_00295
ko:K03534	kpc:KPNIH10_00300
ko:K10561	kpc:KPNIH10_00310
ko:K10560	kpc:KPNIH10_00315
ko:K10562	kpc:KPNIH10_00320
ko:K10559	kpc:KPNIH10_00325
ko:K01629	kpc:KPNIH10_00330
ko:K01813	kpc:KPNIH10_00335
ko:K00848	kpc:KPNIH10_00340
ko:K02855	kpc:KPNIH10_00345
ko:K02854	kpc:KPNIH10_00350
ko:K02856	kpc:KPNIH10_00355
ko:K04564	kpc:KPNIH10_00360
ko:K07640	kpc:KPNIH10_00370
ko:K06006	kpc:KPNIH10_00380
ko:K13283	kpc:KPNIH10_00385
ko:K00850	kpc:KPNIH10_00390
ko:K02553	kpc:KPNIH10_00395
ko:K02548	kpc:KPNIH10_00400
ko:K03667	kpc:KPNIH10_00405
ko:K01419	kpc:KPNIH10_00410
ko:K03591	kpc:KPNIH10_00415
ko:K05499	kpc:KPNIH10_00420
ko:K15554	kpc:KPNIH10_09265
ko:K04091	kpc:KPNIH10_09270
ko:K15553	kpc:KPNIH10_09275
ko:K00299	kpc:KPNIH10_09280
ko:K00254	kpc:KPNIH10_09285
ko:K18657	kpc:KPNIH10_09290
ko:K07140	kpc:KPNIH10_09295
ko:K12297	kpc:KPNIH10_09300
ko:K15738	kpc:KPNIH10_09305
ko:K03808	kpc:KPNIH10_09310
ko:K06192	kpc:KPNIH10_09315
ko:K09857	kpc:KPNIH10_09320
ko:K03812	kpc:KPNIH10_09325
ko:K01716	kpc:KPNIH10_09330
ko:K04770	kpc:KPNIH10_09335
ko:K09911	kpc:KPNIH10_09340
ko:K03286	kpc:KPNIH10_09345
ko:K13053	kpc:KPNIH10_09350
ko:K07343	kpc:KPNIH10_09355
ko:K03658	kpc:KPNIH10_09370
ko:K01734	kpc:KPNIH10_09375
ko:K06929	kpc:KPNIH10_09380
ko:K11940	kpc:KPNIH10_09385
ko:K06969	kpc:KPNIH10_09390
ko:K06910	kpc:KPNIH10_09395
ko:K01512	kpc:KPNIH10_09405
ko:K11179	kpc:KPNIH10_09410
ko:K15580	kpc:KPNIH10_09420
ko:K02051	kpc:KPNIH10_14890
ko:K01485	kpc:KPNIH10_14910
ko:K01470	kpc:KPNIH10_14920
ko:K02051	kpc:KPNIH10_14925
ko:K02049	kpc:KPNIH10_14930
ko:K02050	kpc:KPNIH10_14935
ko:K17737	kpc:KPNIH10_14965
ko:K01028	kpc:KPNIH10_14970
ko:K01029	kpc:KPNIH10_14975
ko:K00626	kpc:KPNIH10_14980
ko:K00074	kpc:KPNIH10_14985
ko:K00019	kpc:KPNIH10_14995
ko:K01575	kpc:KPNIH10_15005
ko:K01652	kpc:KPNIH10_15010
ko:K03366	kpc:KPNIH10_15015
ko:K18146	kpc:KPNIH10_15030
ko:K07481	kpc:KPNIH10_15040
ko:K18144	kpc:KPNIH10_15045
ko:K18143	kpc:KPNIH10_15050
ko:K03832	kpc:KPNIH10_15065
ko:K02200	kpc:KPNIH10_15085
ko:K02199	kpc:KPNIH10_15090
ko:K02198	kpc:KPNIH10_15095
ko:K02197	kpc:KPNIH10_15100
ko:K02196	kpc:KPNIH10_15105
ko:K02195	kpc:KPNIH10_15110
ko:K02194	kpc:KPNIH10_15115
ko:K06078	kpc:KPNIH10_15385
ko:K19234	kpc:KPNIH10_15390
ko:K02426	kpc:KPNIH10_15395
ko:K11717	kpc:KPNIH10_15400
ko:K09015	kpc:KPNIH10_15405
ko:K09013	kpc:KPNIH10_15410
ko:K09014	kpc:KPNIH10_15415
ko:K05997	kpc:KPNIH10_15420
ko:K00101	kpc:KPNIH10_15440
ko:K02016	kpc:KPNIH10_15470
ko:K02015	kpc:KPNIH10_15475
ko:K02013	kpc:KPNIH10_15480
ko:K00549	kpc:KPNIH10_15490
ko:K19222	kpc:KPNIH10_15515
ko:K09773	kpc:KPNIH10_15540
ko:K01626	kpc:KPNIH10_15545
ko:K08997	kpc:KPNIH10_15555
ko:K06074	kpc:KPNIH10_15565
ko:K00432	kpc:KPNIH10_15570
ko:K02073	kpc:KPNIH10_15575
ko:K06073	kpc:KPNIH10_15580
ko:K00285	kpc:KPNIH10_15595
ko:K04764	kpc:KPNIH10_15605
ko:K01890	kpc:KPNIH10_15610
ko:K01889	kpc:KPNIH10_15615
ko:K02887	kpc:KPNIH10_15620
ko:K02916	kpc:KPNIH10_15625
ko:K02520	kpc:KPNIH10_15630
ko:K01868	kpc:KPNIH10_15635
ko:K07283	kpc:KPNIH10_15645
ko:K16370	kpc:KPNIH10_15650
ko:K03321	kpc:KPNIH10_15930
ko:K01056	kpc:KPNIH10_15945
ko:K06942	kpc:KPNIH10_15950
ko:K17213	kpc:KPNIH10_15960
ko:K11911	kpc:KPNIH10_15965
ko:K11905	kpc:KPNIH10_15970
ko:K11906	kpc:KPNIH10_15975
ko:K11895	kpc:KPNIH10_15980
ko:K11896	kpc:KPNIH10_15985
ko:K11891	kpc:KPNIH10_15990
ko:K07481	kpc:KPNIH10_16005
ko:K11904	kpc:KPNIH10_16090
ko:K11904	kpc:KPNIH10_16095
ko:K11892	kpc:KPNIH10_16110
ko:K11893	kpc:KPNIH10_16115
ko:K09912	kpc:KPNIH10_16135
ko:K06177	kpc:KPNIH10_16140
ko:K03288	kpc:KPNIH10_16160
ko:K01610	kpc:KPNIH10_16175
ko:K01996	kpc:KPNIH10_16185
ko:K01995	kpc:KPNIH10_16190
ko:K01998	kpc:KPNIH10_16195
ko:K01997	kpc:KPNIH10_16200
ko:K01999	kpc:KPNIH10_16205
ko:K03799	kpc:KPNIH10_16490
ko:K03797	kpc:KPNIH10_16495
ko:K03607	kpc:KPNIH10_16500
ko:K03808	kpc:KPNIH10_16510
ko:K11392	kpc:KPNIH10_16520
ko:K09824	kpc:KPNIH10_16540
ko:K07245	kpc:KPNIH10_16555
ko:K07156	kpc:KPNIH10_16560
ko:K02345	kpc:KPNIH10_16565
ko:K10857	kpc:KPNIH10_16570
ko:K01354	kpc:KPNIH10_16575
ko:K09918	kpc:KPNIH10_16585
ko:K08289	kpc:KPNIH10_16590
ko:K01625	kpc:KPNIH10_16595
ko:K01690	kpc:KPNIH10_16600
ko:K00036	kpc:KPNIH10_16605
ko:K00873	kpc:KPNIH10_16615
ko:K02560	kpc:KPNIH10_16620
ko:K09815	kpc:KPNIH10_16630
ko:K09817	kpc:KPNIH10_16635
ko:K09816	kpc:KPNIH10_16640
ko:K03551	kpc:KPNIH10_16645
ko:K03550	kpc:KPNIH10_16650
ko:K01159	kpc:KPNIH10_16655
ko:K08310	kpc:KPNIH10_16665
ko:K01876	kpc:KPNIH10_16670
ko:K07136	kpc:KPNIH10_16685
ko:K15256	kpc:KPNIH10_16690
ko:K15257	kpc:KPNIH10_16695
ko:K06201	kpc:KPNIH10_16700
ko:K09907	kpc:KPNIH10_16705
ko:K01887	kpc:KPNIH10_16710
ko:K15532	kpc:KPNIH10_16715
ko:K16210	kpc:KPNIH10_16720
ko:K14064	kpc:KPNIH10_16725
ko:K00697	kpc:KPNIH10_16730
ko:K01087	kpc:KPNIH10_16735
ko:K10538	kpc:KPNIH10_16740
ko:K10539	kpc:KPNIH10_16745
ko:K10537	kpc:KPNIH10_16750
ko:K02255	kpc:KPNIH10_16755
ko:K16210	kpc:KPNIH10_16760
ko:K02217	kpc:KPNIH10_16780
ko:K03834	kpc:KPNIH10_16790
ko:K07039	kpc:KPNIH10_16795
ko:K01714	kpc:KPNIH10_16800
ko:K00995	kpc:KPNIH10_16820
ko:K03703	kpc:KPNIH10_16825
ko:K07689	kpc:KPNIH10_16830
ko:K07782	kpc:KPNIH10_16840
ko:K10010	kpc:KPNIH10_16845
ko:K10009	kpc:KPNIH10_16850
ko:K05396	kpc:KPNIH10_16855
ko:K02424	kpc:KPNIH10_16860
ko:K01176	kpc:KPNIH10_16865
ko:K07781	kpc:KPNIH10_16875
ko:K09781	kpc:KPNIH10_16895
ko:K07458	kpc:KPNIH10_16905
ko:K06950	kpc:KPNIH10_16915
ko:K09933	kpc:KPNIH10_16935
ko:K16291	kpc:KPNIH10_16960
ko:K13635	kpc:KPNIH10_16965
ko:K03316	kpc:KPNIH10_16980
ko:K16137	kpc:KPNIH10_16985
ko:K19238	kpc:KPNIH10_17005
ko:K01241	kpc:KPNIH10_17010
ko:K00013	kpc:KPNIH10_17320
ko:K00817	kpc:KPNIH10_17325
ko:K01089	kpc:KPNIH10_17330
ko:K02501	kpc:KPNIH10_17335
ko:K01814	kpc:KPNIH10_17340
ko:K02500	kpc:KPNIH10_17345
ko:K11755	kpc:KPNIH10_17350
ko:K07481	kpc:KPNIH10_17355
ko:K08679	kpc:KPNIH10_17365
ko:K08679	kpc:KPNIH10_17385
ko:K00012	kpc:KPNIH10_17390
ko:K01790	kpc:KPNIH10_17395
ko:K00067	kpc:KPNIH10_17400
ko:K00973	kpc:KPNIH10_17405
ko:K01710	kpc:KPNIH10_17410
ko:K00033	kpc:KPNIH10_17415
ko:K12990	kpc:KPNIH10_17425
ko:K12992	kpc:KPNIH10_17430
ko:K16692	kpc:KPNIH10_17435
ko:K01991	kpc:KPNIH10_17440
ko:K00963	kpc:KPNIH10_17455
ko:K07289	kpc:KPNIH10_17470
ko:K01494	kpc:KPNIH10_17475
ko:K00876	kpc:KPNIH10_17480
ko:K01247	kpc:KPNIH10_17485
ko:K04046	kpc:KPNIH10_17490
ko:K07660	kpc:KPNIH10_17500
ko:K07799	kpc:KPNIH10_17515
ko:K07788	kpc:KPNIH10_17520
ko:K07789	kpc:KPNIH10_17525
ko:K18326	kpc:KPNIH10_17530
ko:K07642	kpc:KPNIH10_17535
ko:K07664	kpc:KPNIH10_17540
ko:K08303	kpc:KPNIH10_17545
ko:K02034	kpc:KPNIH10_17565
ko:K02033	kpc:KPNIH10_17570
ko:K04066	kpc:KPNIH10_00425
ko:K02909	kpc:KPNIH10_00430
ko:K03764	kpc:KPNIH10_00435
ko:K01739	kpc:KPNIH10_00440
ko:K12525	kpc:KPNIH10_00445
ko:K01607	kpc:KPNIH10_00460
ko:K00297	kpc:KPNIH10_00470
ko:K00005	kpc:KPNIH10_00480
ko:K08314	kpc:KPNIH10_00485
ko:K01595	kpc:KPNIH10_00500
ko:K01438	kpc:KPNIH10_00505
ko:K00145	kpc:KPNIH10_00510
ko:K00930	kpc:KPNIH10_00515
ko:K02601	kpc:KPNIH10_01080
ko:K02867	kpc:KPNIH10_01085
ko:K02863	kpc:KPNIH10_01090
ko:K02864	kpc:KPNIH10_01095
ko:K02935	kpc:KPNIH10_01100
ko:K03043	kpc:KPNIH10_01105
ko:K03046	kpc:KPNIH10_01110
ko:K07792	kpc:KPNIH10_01115
ko:K02759	kpc:KPNIH10_01120
ko:K02760	kpc:KPNIH10_01125
ko:K03150	kpc:KPNIH10_01135
