ko:K10440	smk:Sinme_5390
ko:K02380	smk:Sinme_5502
ko:K00820	smk:Sinme_6315
ko:K09695	smk:Sinme_6327
ko:K09694	smk:Sinme_6328
ko:K00955	smk:Sinme_6330
ko:K02585	smk:Sinme_6359
ko:K02053	smk:Sinme_6367
ko:K00406	smk:Sinme_6387
ko:K00407	smk:Sinme_6388
ko:K00405	smk:Sinme_6389
ko:K00404	smk:Sinme_6390
ko:K15861	smk:Sinme_6391
ko:K01921	smk:Sinme_6429
ko:K00286	smk:Sinme_6446
ko:K02182	smk:Sinme_6447
ko:K06987	smk:Sinme_6453
ko:K00262	smk:Sinme_6487
ko:K00928	smk:Sinme_6488
ko:K01714	smk:Sinme_6499
ko:K00868	smk:Sinme_6504
ko:K00479	smk:Sinme_6509
ko:K03704	smk:Sinme_6520
ko:K03088	smk:Sinme_6555
ko:K09930	smk:Sinme_6557
ko:K15977	smk:Sinme_6559
ko:K15975	smk:Sinme_2543
ko:K03088	smk:Sinme_5424
ko:K10255	smk:Sinme_5432
ko:K03704	smk:Sinme_5434
ko:K04078	smk:Sinme_5435
ko:K04077	smk:Sinme_5436
ko:K00375	smk:Sinme_6258
ko:K00384	smk:Sinme_6264
ko:K03313	smk:Sinme_6279
ko:K02596	smk:Sinme_6348
ko:K02586	smk:Sinme_6351
ko:K02588	smk:Sinme_6352
ko:K03521	smk:Sinme_6354
ko:K03522	smk:Sinme_6355
ko:K00313	smk:Sinme_6356
ko:K02584	smk:Sinme_6358
ko:K02593	smk:Sinme_6361
ko:K03809	smk:Sinme_6292
ko:K16563	smk:Sinme_4641
ko:K16562	smk:Sinme_4640
ko:K16553	smk:Sinme_4639
ko:K16561	smk:Sinme_4638
ko:K16560	smk:Sinme_4636
ko:K16559	smk:Sinme_4635
ko:K16558	smk:Sinme_4634
ko:K16557	smk:Sinme_4633
ko:K15975	smk:Sinme_4839
ko:K19733	smk:Sinme_1744
ko:K16552	smk:Sinme_4954
ko:K16556	smk:Sinme_4632
ko:K16555	smk:Sinme_4631
ko:K16568	smk:Sinme_4647
ko:K16567	smk:Sinme_4646
ko:K16552	smk:Sinme_4645
ko:K16566	smk:Sinme_4644
ko:K16565	smk:Sinme_4643
ko:K16564	smk:Sinme_4642
ko:K08679	smk:Sinme_0877
ko:K00570	smk:Sinme_3664
ko:K00064	smk:Sinme_3350
ko:K00064	smk:Sinme_5959
ko:K16091	smk:Sinme_2427
ko:K13060	smk:Sinme_1745
ko:K13060	smk:Sinme_5835
ko:K04078	smk:Sinme_6770
ko:K04078	smk:Sinme_6535
ko:K02358	smk:Sinme_1147
ko:K00957	smk:Sinme_6331
ko:K02033	smk:Sinme_5827
ko:K07039	smk:Sinme_6459
ko:K07039	smk:Sinme_5745
ko:K07305	smk:Sinme_6266
ko:K00133	smk:Sinme_6489
ko:K00479	smk:Sinme_6764
ko:K03704	smk:Sinme_6775
ko:K06720	smk:Sinme_6723
ko:K02032	smk:Sinme_3022
ko:K02029	smk:Sinme_3908
ko:K02030	smk:Sinme_3910
ko:K01978	smk:Sinme_R0036
ko:K01985	smk:Sinme_R0039
ko:K01985	smk:Sinme_R0061
ko:K01985	smk:Sinme_R0049
ko:K01980	smk:Sinme_R0040
ko:K01980	smk:Sinme_R0050
ko:K01980	smk:Sinme_R0060
ko:K01977	smk:Sinme_R0053
ko:K01977	smk:Sinme_R0057
ko:K01977	smk:Sinme_R0043
ko:K14237	smk:Sinme_R0069
ko:K01983	smk:Sinme_R0064
ko:K02014	smk:Sinme_2249
ko:K02014	smk:Sinme_6869
ko:K00130	smk:Sinme_0658
ko:K00130	smk:Sinme_6150
ko:K07782	smk:Sinme_2870
ko:K02424	smk:Sinme_3270
ko:K16087	smk:Sinme_2009
ko:K02029	smk:Sinme_3909
ko:K16079	smk:Sinme_1591
ko:K16079	smk:Sinme_0970
ko:K18552	smk:Sinme_2683
ko:K19164	smk:Sinme_3598
ko:K10716	smk:Sinme_3817
ko:K16087	smk:Sinme_2435
ko:K21449	smk:Sinme_0095
ko:K00104	smk:Sinme_0486
ko:K16074	smk:Sinme_0581
ko:K00529	smk:Sinme_0500
ko:K00529	smk:Sinme_5131
ko:K03321	smk:Sinme_4098
ko:K11069	smk:Sinme_2224
ko:K10710	smk:Sinme_3010
ko:K12262	smk:Sinme_1237
ko:K00087	smk:Sinme_4035
ko:K02055	smk:Sinme_2197
ko:K07165	smk:Sinme_2008
ko:K01048	smk:Sinme_2877
ko:K03699	smk:Sinme_1569
ko:K05351	smk:Sinme_2575
ko:K02052	smk:Sinme_2245
ko:K11069	smk:Sinme_0567
ko:K03202	smk:Sinme_5901
ko:K09386	smk:Sinme_0021
ko:K07346	smk:Sinme_6067
ko:K07782	smk:Sinme_3274
ko:K16514	smk:Sinme_1674
ko:K00253	smk:Sinme_5000
ko:K01069	smk:Sinme_2719
ko:K16515	smk:Sinme_1668
ko:K07482	smk:Sinme_5846
ko:K07482	smk:Sinme_6799
ko:K00355	smk:Sinme_2970
ko:K02529	smk:Sinme_6801
ko:K10804	smk:Sinme_3216
ko:K21430	smk:Sinme_3871
ko:K11072	smk:Sinme_2223
ko:K11070	smk:Sinme_2226
ko:K02054	smk:Sinme_2246
ko:K02054	smk:Sinme_6166
ko:K02054	smk:Sinme_4927
ko:K02054	smk:Sinme_6368
ko:K16165	smk:Sinme_1881
ko:K02035	smk:Sinme_5452
ko:K02031	smk:Sinme_5449
ko:K02054	smk:Sinme_2198
ko:K16329	smk:Sinme_1706
ko:K10673	smk:Sinme_2431
ko:K12252	smk:Sinme_0209
ko:K16171	smk:Sinme_2994
ko:K05799	smk:Sinme_0483
ko:K02035	smk:Sinme_5946
ko:K02062	smk:Sinme_3251
ko:K01487	smk:Sinme_4576
ko:K04782	smk:Sinme_0200
ko:K03321	smk:Sinme_6552
ko:K08369	smk:Sinme_2054
ko:K03885	smk:Sinme_2056
ko:K05800	smk:Sinme_2057
ko:K01779	smk:Sinme_2058
ko:K10544	smk:Sinme_4519
ko:K11959	smk:Sinme_4226
ko:K11960	smk:Sinme_4227
ko:K10237	smk:Sinme_3853
ko:K10236	smk:Sinme_3854
ko:K10190	smk:Sinme_4170
ko:K05350	smk:Sinme_2945
ko:K17213	smk:Sinme_4316
ko:K10238	smk:Sinme_3852
ko:K16783	smk:Sinme_0596
ko:K10119	smk:Sinme_3115
ko:K10117	smk:Sinme_3117
ko:K10118	smk:Sinme_3116
ko:K10440	smk:Sinme_4155
ko:K01166	smk:Sinme_0972
ko:K01166	smk:Sinme_2182
ko:K15555	smk:Sinme_4261
ko:K15553	smk:Sinme_2623
ko:K00065	smk:Sinme_4784
ko:K10118	smk:Sinme_3524
ko:K00042	smk:Sinme_4349
ko:K00042	smk:Sinme_5367
ko:K10440	smk:Sinme_4154
ko:K15035	smk:Sinme_R0035
ko:K02031	smk:Sinme_6091
ko:K02033	smk:Sinme_6093
ko:K16784	smk:Sinme_0597
ko:K16238	smk:Sinme_3424
ko:K15583	smk:Sinme_4842
ko:K10823	smk:Sinme_4842
ko:K11962	smk:Sinme_4229
ko:K18829	smk:Sinme_2464
ko:K10119	smk:Sinme_3523
ko:K11963	smk:Sinme_4230
ko:K18828	smk:Sinme_2741
ko:K13015	smk:Sinme_4943
ko:K18981	smk:Sinme_3438
ko:K02031	smk:Sinme_4181
ko:K02032	smk:Sinme_4181
ko:K10188	smk:Sinme_4172
ko:K00336	smk:Sinme_1069
ko:K10236	smk:Sinme_4443
ko:K13786	smk:Sinme_1657
ko:K14660	smk:Sinme_6334
ko:K02029	smk:Sinme_6657
ko:K02030	smk:Sinme_3017
ko:K02030	smk:Sinme_0206
ko:K02030	smk:Sinme_4323
ko:K02030	smk:Sinme_4614
ko:K02030	smk:Sinme_4986
ko:K02030	smk:Sinme_5020
ko:K02030	smk:Sinme_5462
ko:K02030	smk:Sinme_6656
ko:K01239	smk:Sinme_0048
ko:K14998	smk:Sinme_4414
ko:K00128	smk:Sinme_3282
ko:K00128	smk:Sinme_6222
ko:K01834	smk:Sinme_3492
ko:K00956	smk:Sinme_0652
ko:K06016	smk:Sinme_2501
ko:K14666	smk:Sinme_6326
ko:K10565	smk:Sinme_0370
ko:K02030	smk:Sinme_3244
ko:K02030	smk:Sinme_0168
ko:K02030	smk:Sinme_1774
ko:K02030	smk:Sinme_3752
ko:K14658	smk:Sinme_6324
ko:K02028	smk:Sinme_5461
ko:K00895	smk:Sinme_2170
ko:K03559	smk:Sinme_1314
ko:K06075	smk:Sinme_0928
ko:K10561	smk:Sinme_0325
ko:K00265	smk:Sinme_2866
ko:K14998	smk:Sinme_0619
ko:K01426	smk:Sinme_5525
ko:K01487	smk:Sinme_4908
ko:K01485	smk:Sinme_5521
ko:K00108	smk:Sinme_0657
ko:K16871	smk:Sinme_3799
ko:K02303	smk:Sinme_1917
ko:K09810	smk:Sinme_3808
ko:K09810	smk:Sinme_1084
ko:K14661	smk:Sinme_6335
ko:K14659	smk:Sinme_6325
ko:K02196	smk:Sinme_3230
ko:K16841	smk:Sinme_6095
ko:K14657	smk:Sinme_6323
ko:K07481	smk:Sinme_6538
ko:K08365	smk:Sinme_5343
ko:K02058	smk:Sinme_5470
ko:K17226	smk:Sinme_3999
ko:K10439	smk:Sinme_5387
ko:K10439	smk:Sinme_5972
ko:K08316	smk:Sinme_0511
ko:K02029	smk:Sinme_4615
ko:K10440	smk:Sinme_4660
ko:K10439	smk:Sinme_4658
ko:K10440	smk:Sinme_2580
ko:K10439	smk:Sinme_3192
ko:K10440	smk:Sinme_3193
ko:K17316	smk:Sinme_1899
ko:K17315	smk:Sinme_1900
ko:K17317	smk:Sinme_1898
ko:K17227	smk:Sinme_6256
ko:K17317	smk:Sinme_3291
ko:K17316	smk:Sinme_3292
ko:K17325	smk:Sinme_3070
ko:K17322	smk:Sinme_3071
ko:K17323	smk:Sinme_3072
ko:K17321	smk:Sinme_3074
ko:K10439	smk:Sinme_2595
ko:K02488	smk:Sinme_1090
ko:K02058	smk:Sinme_5378
ko:K10439	smk:Sinme_2582
ko:K02010	smk:Sinme_4011
ko:K02057	smk:Sinme_5469
ko:K17202	smk:Sinme_3829
ko:K17214	smk:Sinme_4314
ko:K10440	smk:Sinme_5389
ko:K10441	smk:Sinme_5388
ko:K02028	smk:Sinme_5021
ko:K17103	smk:Sinme_6915
ko:K02058	smk:Sinme_1571
ko:K11209	smk:Sinme_0760
ko:K11209	smk:Sinme_0499
ko:K02028	smk:Sinme_3907
ko:K02028	smk:Sinme_3753
ko:K02028	smk:Sinme_4983
ko:K09972	smk:Sinme_3013
ko:K00480	smk:Sinme_1283
ko:K10441	smk:Sinme_5970
ko:K03457	smk:Sinme_0493
ko:K17324	smk:Sinme_3069
ko:K17247	smk:Sinme_1175
ko:K00040	smk:Sinme_4293
ko:K10112	smk:Sinme_3290
ko:K10440	smk:Sinme_5969
ko:K10439	smk:Sinme_4096
ko:K17315	smk:Sinme_3293
ko:K10112	smk:Sinme_1897
ko:K17203	smk:Sinme_3826
ko:K17204	smk:Sinme_3827
ko:K17226	smk:Sinme_6257
ko:K02028	smk:Sinme_0207
ko:K19092	smk:Sinme_4105
ko:K00681	smk:Sinme_4244
ko:K02027	smk:Sinme_4619
ko:K03574	smk:Sinme_2678
ko:K17215	smk:Sinme_4315
ko:K01990	smk:Sinme_1793
ko:K01990	smk:Sinme_3981
ko:K01990	smk:Sinme_4834
ko:K11069	smk:Sinme_3888
ko:K10112	smk:Sinme_5013
ko:K02027	smk:Sinme_4197
ko:K01992	smk:Sinme_1792
ko:K01992	smk:Sinme_3980
ko:K01897	smk:Sinme_0122
ko:K15554	smk:Sinme_4259
ko:K11071	smk:Sinme_3889
ko:K11070	smk:Sinme_3890
ko:K10112	smk:Sinme_2217
ko:K10112	smk:Sinme_2216
ko:K10112	smk:Sinme_5756
ko:K10112	smk:Sinme_2563
ko:K10112	smk:Sinme_4367
ko:K02027	smk:Sinme_5919
ko:K02027	smk:Sinme_2560
ko:K02027	smk:Sinme_4887
ko:K10111	smk:Sinme_5551
ko:K10112	smk:Sinme_3114
ko:K10191	smk:Sinme_4666
ko:K10112	smk:Sinme_5924
ko:K10112	smk:Sinme_4680
ko:K10111	smk:Sinme_4886
ko:K10191	smk:Sinme_4201
ko:K10111	smk:Sinme_4444
ko:K02026	smk:Sinme_4199
ko:K01533	smk:Sinme_5876
ko:K01739	smk:Sinme_3407
ko:K10111	smk:Sinme_4618
ko:K02054	smk:Sinme_2546
ko:K10111	smk:Sinme_3443
ko:K02026	smk:Sinme_5921
ko:K10111	smk:Sinme_3521
ko:K10111	smk:Sinme_3851
ko:K17662	smk:Sinme_1017
ko:K01533	smk:Sinme_6240
ko:K17675	smk:Sinme_3257
ko:K00102	smk:Sinme_2116
ko:K02058	smk:Sinme_3707
ko:K17723	smk:Sinme_2496
ko:K17836	smk:Sinme_6301
ko:K01130	smk:Sinme_1549
ko:K01130	smk:Sinme_6114
ko:K17836	smk:Sinme_0690
ko:K02026	smk:Sinme_2218
ko:K02026	smk:Sinme_5552
ko:K02026	smk:Sinme_5935
ko:K02026	smk:Sinme_2562
ko:K02026	smk:Sinme_3446
ko:K02026	smk:Sinme_4977
ko:K02026	smk:Sinme_3940
ko:K02026	smk:Sinme_4669
ko:K02026	smk:Sinme_4679
ko:K02026	smk:Sinme_4621
ko:K02026	smk:Sinme_4888
ko:K02026	smk:Sinme_5014
ko:K02027	smk:Sinme_2220
ko:K02027	smk:Sinme_3942
ko:K02027	smk:Sinme_5937
ko:K02058	smk:Sinme_4685
ko:K03566	smk:Sinme_5565
ko:K03566	smk:Sinme_2550
ko:K00881	smk:Sinme_3196
ko:K07684	smk:Sinme_4090
ko:K03566	smk:Sinme_4578
ko:K03566	smk:Sinme_5278
ko:K03566	smk:Sinme_5402
ko:K00537	smk:Sinme_0869
ko:K02027	smk:Sinme_3448
ko:K17836	smk:Sinme_2587
ko:K00135	smk:Sinme_3346
ko:K01843	smk:Sinme_3605
ko:K01843	smk:Sinme_6425
ko:K00661	smk:Sinme_6385
ko:K17836	smk:Sinme_6300
ko:K00128	smk:Sinme_6371
ko:K00128	smk:Sinme_2553
ko:K00884	smk:Sinme_3532
ko:K00128	smk:Sinme_5516
ko:K12574	smk:Sinme_1078
ko:K02618	smk:Sinme_4190
ko:K00254	smk:Sinme_0192
ko:K07577	smk:Sinme_2961
ko:K02027	smk:Sinme_5027
ko:K02027	smk:Sinme_4667
ko:K02027	smk:Sinme_4677
ko:K02027	smk:Sinme_5235
ko:K01187	smk:Sinme_0392
ko:K01187	smk:Sinme_2454
ko:K17735	smk:Sinme_2230
ko:K16844	smk:Sinme_5990
ko:K02031	smk:Sinme_5060
ko:K02032	smk:Sinme_5060
ko:K00663	smk:Sinme_4720
ko:K07493	smk:Sinme_3033
ko:K03520	smk:Sinme_3045
ko:K14742	smk:Sinme_0035
ko:K07483	smk:Sinme_5102
ko:K07483	smk:Sinme_5748
ko:K07483	smk:Sinme_6462
ko:K07064	smk:Sinme_3642
ko:K02031	smk:Sinme_1920
ko:K02032	smk:Sinme_1920
ko:K02031	smk:Sinme_2237
ko:K02032	smk:Sinme_2237
ko:K02031	smk:Sinme_2874
ko:K02032	smk:Sinme_2874
ko:K02031	smk:Sinme_4026
ko:K02032	smk:Sinme_4026
ko:K02031	smk:Sinme_5283
ko:K02032	smk:Sinme_5283
ko:K02031	smk:Sinme_4056
ko:K02032	smk:Sinme_4056
ko:K02031	smk:Sinme_5976
ko:K02032	smk:Sinme_5976
ko:K02031	smk:Sinme_6234
ko:K02032	smk:Sinme_6234
ko:K02031	smk:Sinme_6665
ko:K02032	smk:Sinme_6665
ko:K02031	smk:Sinme_4940
ko:K02032	smk:Sinme_4940
ko:K07506	smk:Sinme_4565
ko:K07506	smk:Sinme_4795
ko:K07506	smk:Sinme_6608
ko:K05973	smk:Sinme_3355
ko:K07506	smk:Sinme_6792
ko:K17938	smk:Sinme_4593
ko:K00433	smk:Sinme_5312
ko:K18009	smk:Sinme_6602
ko:K11747	smk:Sinme_4717
ko:K06998	smk:Sinme_2823
ko:K17947	smk:Sinme_3928
ko:K01432	smk:Sinme_5356
ko:K01133	smk:Sinme_0659
ko:K00433	smk:Sinme_4119
ko:K12540	smk:Sinme_4439
ko:K02058	smk:Sinme_3863
ko:K02058	smk:Sinme_4210
ko:K01139	smk:Sinme_0859
ko:K01286	smk:Sinme_1210
ko:K06148	smk:Sinme_3002
ko:K00108	smk:Sinme_5271
ko:K06148	smk:Sinme_4815
ko:K04771	smk:Sinme_0734
ko:K00663	smk:Sinme_3388
ko:K00663	smk:Sinme_5240
ko:K15270	smk:Sinme_3014
ko:K03719	smk:Sinme_5643
ko:K03719	smk:Sinme_2746
ko:K19270	smk:Sinme_4826
ko:K00317	smk:Sinme_5357
ko:K00329	smk:Sinme_3660
ko:K00356	smk:Sinme_3660
ko:K00001	smk:Sinme_0680
ko:K00001	smk:Sinme_2905
ko:K07222	smk:Sinme_4064
ko:K01286	smk:Sinme_2744
ko:K02058	smk:Sinme_4040
ko:K17850	smk:Sinme_5562
ko:K00008	smk:Sinme_4571
ko:K01473	smk:Sinme_6451
ko:K04343	smk:Sinme_1458
ko:K01768	smk:Sinme_2913
ko:K01768	smk:Sinme_4322
ko:K01768	smk:Sinme_4942
ko:K18277	smk:Sinme_3434
ko:K18234	smk:Sinme_1034
ko:K12539	smk:Sinme_4438
ko:K21686	smk:Sinme_4288
ko:K02031	smk:Sinme_5825
ko:K02032	smk:Sinme_5825
ko:K07304	smk:Sinme_5769
ko:K03566	smk:Sinme_5758
ko:K03522	smk:Sinme_5954
ko:K00330	smk:Sinme_6029
ko:K03671	smk:Sinme_6313
ko:K00405	smk:Sinme_6245
ko:K04077	smk:Sinme_6248
ko:K01921	smk:Sinme_6427
ko:K02078	smk:Sinme_6532
ko:K04077	smk:Sinme_6536
ko:K01921	smk:Sinme_6709
ko:K01915	smk:Sinme_6715
ko:K01799	smk:Sinme_6720
ko:K00928	smk:Sinme_6730
ko:K00265	smk:Sinme_6733
ko:K01915	smk:Sinme_6734
ko:K00639	smk:Sinme_6744
ko:K02033	smk:Sinme_6909
ko:K02034	smk:Sinme_6910
ko:K00604	smk:Sinme_6914
ko:K07726	smk:Sinme_6932
ko:K02052	smk:Sinme_6456
ko:K00600	smk:Sinme_6631
ko:K01921	smk:Sinme_6632
ko:K01586	smk:Sinme_6637
ko:K01533	smk:Sinme_6386
ko:K00384	smk:Sinme_6416
ko:K00858	smk:Sinme_6417
ko:K00262	smk:Sinme_6418
ko:K00858	smk:Sinme_6486
ko:K15861	smk:Sinme_6493
ko:K03521	smk:Sinme_6497
ko:K09972	smk:Sinme_6659
ko:K00600	smk:Sinme_6660
ko:K02055	smk:Sinme_6691
ko:K07266	smk:Sinme_5085
ko:K02078	smk:Sinme_5036
ko:K02338	smk:Sinme_0236
ko:K03671	smk:Sinme_0291
ko:K13583	smk:Sinme_2338
ko:K13583	smk:Sinme_0798
ko:K04077	smk:Sinme_0993
ko:K07266	smk:Sinme_1379
ko:K07088	smk:Sinme_1102
ko:K03671	smk:Sinme_1819
ko:K16841	smk:Sinme_2653
ko:K04077	smk:Sinme_5607
ko:K02078	smk:Sinme_5610
ko:K03671	smk:Sinme_5655
ko:K03704	smk:Sinme_5590
ko:K06140	smk:Sinme_5371
ko:K01816	smk:Sinme_4348
ko:K21430	smk:Sinme_2373
ko:K18138	smk:Sinme_3519
ko:K00138	smk:Sinme_2396
ko:K03446	smk:Sinme_2952
ko:K18457	smk:Sinme_2869
ko:K18480	smk:Sinme_1736
ko:K21395	smk:Sinme_3804
ko:K18588	smk:Sinme_1255
ko:K00862	smk:Sinme_2215
ko:K05606	smk:Sinme_5086
ko:K02477	smk:Sinme_4726
ko:K07794	smk:Sinme_4302
ko:K18554	smk:Sinme_1962
ko:K18661	smk:Sinme_5419
ko:K18676	smk:Sinme_3527
ko:K18707	smk:Sinme_3235
ko:K05366	smk:Sinme_3508
ko:K18828	smk:Sinme_3305
ko:K18829	smk:Sinme_3306
ko:K10747	smk:Sinme_2962
ko:K03789	smk:Sinme_2430
ko:K21620	smk:Sinme_2489
ko:K18901	smk:Sinme_0058
ko:K18910	smk:Sinme_5929
ko:K18829	smk:Sinme_2742
ko:K18831	smk:Sinme_0477
ko:K18902	smk:Sinme_0057
ko:K18831	smk:Sinme_5847
ko:K18910	smk:Sinme_3703
ko:K07473	smk:Sinme_5593
ko:K01971	smk:Sinme_2798
ko:K03196	smk:Sinme_5897
ko:K03204	smk:Sinme_5899
ko:K03203	smk:Sinme_5900
ko:K03201	smk:Sinme_5902
ko:K03194	smk:Sinme_5908
ko:K03496	smk:Sinme_5696
ko:K03205	smk:Sinme_5808
ko:K18829	smk:Sinme_5850
ko:K18828	smk:Sinme_2465
ko:K14657	smk:Sinme_6344
ko:K03496	smk:Sinme_6934
ko:K14657	smk:Sinme_6409
ko:K03111	smk:Sinme_0239
ko:K11811	smk:Sinme_0868
ko:K04565	smk:Sinme_0891
ko:K03111	smk:Sinme_1453
ko:K03497	smk:Sinme_3325
ko:K03496	smk:Sinme_3326
ko:K04940	smk:Sinme_3886
ko:K03497	smk:Sinme_4125
ko:K03497	smk:Sinme_5508
ko:K03196	smk:Sinme_5706
ko:K03204	smk:Sinme_5708
ko:K03203	smk:Sinme_5709
ko:K03201	smk:Sinme_5710
ko:K03205	smk:Sinme_5705
ko:K03496	smk:Sinme_2190
ko:K01971	smk:Sinme_5055
ko:K00662	smk:Sinme_2270
ko:K18893	smk:Sinme_1726
ko:K03497	smk:Sinme_4232
ko:K03496	smk:Sinme_6884
ko:K16898	smk:Sinme_3365
ko:K07484	smk:Sinme_6124
ko:K07484	smk:Sinme_6679
ko:K19055	smk:Sinme_3179
ko:K19055	smk:Sinme_0098
ko:K03976	smk:Sinme_3634
ko:K00335	smk:Sinme_1067
ko:K00335	smk:Sinme_6024
ko:K07495	smk:Sinme_2440
ko:K07495	smk:Sinme_2706
ko:K07495	smk:Sinme_3363
ko:K07495	smk:Sinme_3477
ko:K07495	smk:Sinme_5129
ko:K00334	smk:Sinme_1068
ko:K07050	smk:Sinme_1521
ko:K07484	smk:Sinme_5101
ko:K07484	smk:Sinme_5747
ko:K07484	smk:Sinme_6461
ko:K18979	smk:Sinme_3656
ko:K03526	smk:Sinme_3267
ko:K07481	smk:Sinme_2984
ko:K07481	smk:Sinme_4474
ko:K07481	smk:Sinme_6068
ko:K16899	smk:Sinme_3366
ko:K03497	smk:Sinme_6883
ko:K03496	smk:Sinme_4233
ko:K07483	smk:Sinme_5637
ko:K07483	smk:Sinme_6340
ko:K07483	smk:Sinme_6565
ko:K07483	smk:Sinme_6712
ko:K07483	smk:Sinme_6457
ko:K07483	smk:Sinme_6472
ko:K07483	smk:Sinme_6401
ko:K07483	smk:Sinme_6692
ko:K03496	smk:Sinme_4124
ko:K07483	smk:Sinme_5140
ko:K07483	smk:Sinme_5035
ko:K07483	smk:Sinme_6305
ko:K07483	smk:Sinme_6322
ko:K07481	smk:Sinme_5251
ko:K07481	smk:Sinme_5603
ko:K07481	smk:Sinme_6083
ko:K07481	smk:Sinme_6830
ko:K07481	smk:Sinme_6381
ko:K07481	smk:Sinme_6756
ko:K07481	smk:Sinme_6759
ko:K07481	smk:Sinme_6708
ko:K07481	smk:Sinme_2656
ko:K01820	smk:Sinme_0319
ko:K02483	smk:Sinme_0735
ko:K18991	smk:Sinme_6572
ko:K00611	smk:Sinme_0162
ko:K18996	smk:Sinme_5509
ko:K18996	smk:Sinme_4126
ko:K18996	smk:Sinme_6882
ko:K18997	smk:Sinme_5441
ko:K02032	smk:Sinme_2650
ko:K07746	smk:Sinme_1939
ko:K07746	smk:Sinme_2735
ko:K07746	smk:Sinme_4106
ko:K07746	smk:Sinme_5965
ko:K07746	smk:Sinme_6569
ko:K07746	smk:Sinme_6958
ko:K19191	smk:Sinme_2254
ko:K19092	smk:Sinme_2734
ko:K00433	smk:Sinme_2527
ko:K19221	smk:Sinme_1928
ko:K01406	smk:Sinme_5486
ko:K13581	smk:Sinme_0634
ko:K12448	smk:Sinme_3725
ko:K07746	smk:Sinme_5547
ko:K00336	smk:Sinme_6023
ko:K00433	smk:Sinme_6203
ko:K00798	smk:Sinme_2696
ko:K19166	smk:Sinme_0476
ko:K01710	smk:Sinme_4805
ko:K01710	smk:Sinme_5151
ko:K19181	smk:Sinme_3297
ko:K06893	smk:Sinme_5537
ko:K22468	smk:Sinme_0152
ko:K22468	smk:Sinme_5407
ko:K21498	smk:Sinme_0845
ko:K07493	smk:Sinme_0840
ko:K19191	smk:Sinme_4737
ko:K01621	smk:Sinme_3437
ko:K08678	smk:Sinme_3726
ko:K08678	smk:Sinme_3934
ko:K01066	smk:Sinme_2242
ko:K19265	smk:Sinme_1893
ko:K01785	smk:Sinme_5466
ko:K07497	smk:Sinme_5646
ko:K07497	smk:Sinme_5647
ko:K07497	smk:Sinme_5686
ko:K07497	smk:Sinme_6343
ko:K07497	smk:Sinme_6364
ko:K07497	smk:Sinme_6435
ko:K07497	smk:Sinme_6584
ko:K07497	smk:Sinme_6479
ko:K01992	smk:Sinme_4835
ko:K01992	smk:Sinme_4836
ko:K07497	smk:Sinme_6058
ko:K07497	smk:Sinme_6126
ko:K00020	smk:Sinme_1781
ko:K00020	smk:Sinme_4291
ko:K04771	smk:Sinme_2099
ko:K00035	smk:Sinme_0954
ko:K19267	smk:Sinme_2060
ko:K06867	smk:Sinme_3692
ko:K07100	smk:Sinme_2124
ko:K07493	smk:Sinme_2204
ko:K02031	smk:Sinme_2457
ko:K02031	smk:Sinme_6814
ko:K19300	smk:Sinme_3053
ko:K19510	smk:Sinme_3009
ko:K00984	smk:Sinme_5549
ko:K19577	smk:Sinme_0123
ko:K00799	smk:Sinme_3262
ko:K17686	smk:Sinme_4694
ko:K07064	smk:Sinme_3767
ko:K19687	smk:Sinme_0411
ko:K00992	smk:Sinme_3367
ko:K07102	smk:Sinme_3368
ko:K19670	smk:Sinme_4733
ko:K19686	smk:Sinme_0513
ko:K19687	smk:Sinme_0514
ko:K19689	smk:Sinme_3631
ko:K19687	smk:Sinme_6618
ko:K19686	smk:Sinme_0412
ko:K19687	smk:Sinme_2424
ko:K19686	smk:Sinme_2423
ko:K19687	smk:Sinme_2934
ko:K19687	smk:Sinme_4202
ko:K19713	smk:Sinme_6253
ko:K19686	smk:Sinme_6617
ko:K19686	smk:Sinme_2933
ko:K20431	smk:Sinme_5975
ko:K17722	smk:Sinme_2495
ko:K06132	smk:Sinme_1051
ko:K07147	smk:Sinme_1176
ko:K08744	smk:Sinme_0967
ko:K19802	smk:Sinme_1740
ko:K00863	smk:Sinme_4276
ko:K09796	smk:Sinme_5872
ko:K07484	smk:Sinme_6321
ko:K07484	smk:Sinme_6484
ko:K02022	smk:Sinme_2012
ko:K19733	smk:Sinme_5833
ko:K20807	smk:Sinme_2083
ko:K21395	smk:Sinme_1605
ko:K00525	smk:Sinme_1450
ko:K20444	smk:Sinme_5181
ko:K01236	smk:Sinme_4456
ko:K03200	smk:Sinme_5904
ko:K03198	smk:Sinme_5906
ko:K03197	smk:Sinme_5907
ko:K03198	smk:Sinme_5715
ko:K03197	smk:Sinme_5716
ko:K22549	smk:Sinme_5950
ko:K00304	smk:Sinme_3415
ko:K00302	smk:Sinme_3414
ko:K22131	smk:Sinme_4359
ko:K21394	smk:Sinme_5362
ko:K03199	smk:Sinme_5905
ko:K03199	smk:Sinme_5714
ko:K03195	smk:Sinme_5707
ko:K03195	smk:Sinme_5898
ko:K02056	smk:Sinme_2581
ko:K02021	smk:Sinme_4932
ko:K02032	smk:Sinme_2456
ko:K03296	smk:Sinme_2118
ko:K19244	smk:Sinme_6237
ko:K11529	smk:Sinme_4350
ko:K11529	smk:Sinme_3286
