ko:K19272	kpne:KU54_00025
ko:K02753	kpne:KU54_005830
ko:K03487	kpne:KU54_005840
ko:K05796	kpne:KU54_005845
ko:K04656	kpne:KU54_005850
ko:K07241	kpne:KU54_005855
ko:K12265	kpne:KU54_005860
ko:K12264	kpne:KU54_005865
ko:K12266	kpne:KU54_005875
ko:K02467	kpne:KU54_005880
ko:K02468	kpne:KU54_005885
ko:K02466	kpne:KU54_005890
ko:K00068	kpne:KU54_005895
ko:K02781	kpne:KU54_005900
ko:K02782	kpne:KU54_005905
ko:K02783	kpne:KU54_005905
ko:K02783	kpne:KU54_005910
ko:K08305	kpne:KU54_005915
ko:K02074	kpne:KU54_005920
ko:K02075	kpne:KU54_005925
ko:K02077	kpne:KU54_005930
ko:K03743	kpne:KU54_005935
ko:K03565	kpne:KU54_005945
ko:K01872	kpne:KU54_005950
ko:K03563	kpne:KU54_005955
ko:K01919	kpne:KU54_006005
ko:K03321	kpne:KU54_010165
ko:K00948	kpne:KU54_010170
ko:K00919	kpne:KU54_010175
ko:K02494	kpne:KU54_010180
ko:K02492	kpne:KU54_010185
ko:K02835	kpne:KU54_010190
ko:K02493	kpne:KU54_010195
ko:K01627	kpne:KU54_010210
ko:K07300	kpne:KU54_010215
ko:K07232	kpne:KU54_010225
ko:K06039	kpne:KU54_010235
ko:K15577	kpne:KU54_010255
ko:K15578	kpne:KU54_010260
ko:K00362	kpne:KU54_010265
ko:K00372	kpne:KU54_010270
ko:K07684	kpne:KU54_010280
ko:K07673	kpne:KU54_010285
ko:K02575	kpne:KU54_010290
ko:K00370	kpne:KU54_010300
ko:K00371	kpne:KU54_010305
ko:K00373	kpne:KU54_010310
ko:K00374	kpne:KU54_010315
ko:K03719	kpne:KU54_010325
ko:K01433	kpne:KU54_010340
ko:K09858	kpne:KU54_010345
ko:K07001	kpne:KU54_010350
ko:K00963	kpne:KU54_010360
ko:K03746	kpne:KU54_010365
ko:K04072	kpne:KU54_010380
ko:K15580	kpne:KU54_010400
ko:K15581	kpne:KU54_010405
ko:K15582	kpne:KU54_010410
ko:K15583	kpne:KU54_010415
ko:K10823	kpne:KU54_010420
ko:K10716	kpne:KU54_010425
ko:K03785	kpne:KU54_022540
ko:K08194	kpne:KU54_022550
ko:K03291	kpne:KU54_022555
ko:K11925	kpne:KU54_022570
ko:K02064	kpne:KU54_022575
ko:K02063	kpne:KU54_022580
ko:K02062	kpne:KU54_022585
ko:K02099	kpne:KU54_022595
ko:K00853	kpne:KU54_022605
ko:K01804	kpne:KU54_022610
ko:K02336	kpne:KU54_022620
ko:K03580	kpne:KU54_022625
ko:K06177	kpne:KU54_022630
ko:K05964	kpne:KU54_022635
ko:K07700	kpne:KU54_022650
ko:K07702	kpne:KU54_022655
ko:K05801	kpne:KU54_022660
ko:K04744	kpne:KU54_022665
ko:K03771	kpne:KU54_022670
ko:K02558	kpne:KU54_024180
ko:K03841	kpne:KU54_024185
ko:K02057	kpne:KU54_024190
ko:K02057	kpne:KU54_024195
ko:K02056	kpne:KU54_024200
ko:K02058	kpne:KU54_024210
ko:K01507	kpne:KU54_024215
ko:K09800	kpne:KU54_024235
ko:K07304	kpne:KU54_024245
ko:K07109	kpne:KU54_024260
ko:K01082	kpne:KU54_024265
ko:K01119	kpne:KU54_024270
ko:K07322	kpne:KU54_024295
ko:K11737	kpne:KU54_024300
ko:K03773	kpne:KU54_024305
ko:K07269	kpne:KU54_024310
ko:K02939	kpne:KU54_024315
ko:K02963	kpne:KU54_024320
ko:K02686	kpne:KU54_024325
ko:K02990	kpne:KU54_024330
ko:K03077	kpne:KU54_024345
ko:K03079	kpne:KU54_024350
ko:K03078	kpne:KU54_024355
ko:K02821	kpne:KU54_024360
ko:K02822	kpne:KU54_024365
ko:K03475	kpne:KU54_024370
ko:K03476	kpne:KU54_024375
ko:K03477	kpne:KU54_024380
ko:K06889	kpne:KU54_024385
ko:K09456	kpne:KU54_024400
ko:K03218	kpne:KU54_024405
ko:K12573	kpne:KU54_024410
ko:K13771	kpne:KU54_024415
ko:K01939	kpne:KU54_024420
ko:K09937	kpne:KU54_024425
ko:K18975	kpne:KU54_01520
ko:K18974	kpne:KU54_01525
ko:K07240	kpne:KU54_01535
ko:K19048	kpne:KU54_003950
ko:K07724	kpne:KU54_003995
ko:K07724	kpne:KU54_004010
ko:K07262	kpne:KU54_008230
ko:K03823	kpne:KU54_008235
ko:K03777	kpne:KU54_008240
ko:K05349	kpne:KU54_008245
ko:K05845	kpne:KU54_008250
ko:K05846	kpne:KU54_008255
ko:K05847	kpne:KU54_008260
ko:K05846	kpne:KU54_008265
ko:K02478	kpne:KU54_008275
ko:K02477	kpne:KU54_008280
ko:K01874	kpne:KU54_008290
ko:K03593	kpne:KU54_008295
ko:K06901	kpne:KU54_008315
ko:K01486	kpne:KU54_008320
ko:K00878	kpne:KU54_008340
ko:K00941	kpne:KU54_008345
ko:K00039	kpne:KU54_008365
ko:K03435	kpne:KU54_008370
ko:K00007	kpne:KU54_008380
ko:K00854	kpne:KU54_008385
ko:K02035	kpne:KU54_008405
ko:K02033	kpne:KU54_008410
ko:K02034	kpne:KU54_008415
ko:K08303	kpne:KU54_008435
ko:K07664	kpne:KU54_008440
ko:K07642	kpne:KU54_008445
ko:K18326	kpne:KU54_008450
ko:K07789	kpne:KU54_008455
ko:K07788	kpne:KU54_008460
ko:K07799	kpne:KU54_008465
ko:K02030	kpne:KU54_012690
ko:K02029	kpne:KU54_012695
ko:K02029	kpne:KU54_012700
ko:K02028	kpne:KU54_012705
ko:K02083	kpne:KU54_012715
ko:K02371	kpne:KU54_012720
ko:K08178	kpne:KU54_012745
ko:K02821	kpne:KU54_012790
ko:K02822	kpne:KU54_012795
ko:K03475	kpne:KU54_012800
ko:K17195	kpne:KU54_012805
ko:K02768	kpne:KU54_012810
ko:K02769	kpne:KU54_012820
ko:K02770	kpne:KU54_012825
ko:K03646	kpne:KU54_012855
ko:K01439	kpne:KU54_012860
ko:K07048	kpne:KU54_012870
ko:K02057	kpne:KU54_012875
ko:K02056	kpne:KU54_012880
ko:K02529	kpne:KU54_012885
ko:K10439	kpne:KU54_012895
ko:K00852	kpne:KU54_012900
ko:K06971	kpne:KU54_012905
ko:K03707	kpne:KU54_012910
ko:K11382	kpne:KU54_012925
ko:K08478	kpne:KU54_012930
ko:K09857	kpne:KU54_017095
ko:K06192	kpne:KU54_017100
ko:K03808	kpne:KU54_017105
ko:K15738	kpne:KU54_017110
ko:K12297	kpne:KU54_017115
ko:K07140	kpne:KU54_017120
ko:K18657	kpne:KU54_017125
ko:K00254	kpne:KU54_017130
ko:K00299	kpne:KU54_017135
ko:K15553	kpne:KU54_017140
ko:K04091	kpne:KU54_017145
ko:K15554	kpne:KU54_017150
ko:K15555	kpne:KU54_017155
ko:K01256	kpne:KU54_017160
ko:K00763	kpne:KU54_017170
ko:K06016	kpne:KU54_017180
ko:K03837	kpne:KU54_017185
ko:K01751	kpne:KU54_017190
ko:K01893	kpne:KU54_017200
ko:K09476	kpne:KU54_017205
ko:K00813	kpne:KU54_017210
ko:K03632	kpne:KU54_017230
ko:K03804	kpne:KU54_017235
ko:K03633	kpne:KU54_017240
ko:K06219	kpne:KU54_017245
ko:K00979	kpne:KU54_017260
ko:K09791	kpne:KU54_017265
ko:K09927	kpne:KU54_017270
ko:K00912	kpne:KU54_017275
ko:K11085	kpne:KU54_017280
ko:K02238	kpne:KU54_017285
ko:K05788	kpne:KU54_017290
ko:K02945	kpne:KU54_017295
ko:K00945	kpne:KU54_017300
ko:K00800	kpne:KU54_017305
ko:K00831	kpne:KU54_017310
ko:K09136	kpne:KU54_017320
ko:K06212	kpne:KU54_017325
ko:K00656	kpne:KU54_017330
ko:K04069	kpne:KU54_017335
ko:K08219	kpne:KU54_017340
ko:K07308	kpne:KU54_017350
ko:K09901	kpne:KU54_010430
ko:K06131	kpne:KU54_010435
ko:K11891	kpne:KU54_014605
ko:K11904	kpne:KU54_014655
ko:K11907	kpne:KU54_014660
ko:K11903	kpne:KU54_014665
ko:K11892	kpne:KU54_014675
ko:K11893	kpne:KU54_014680
ko:K11900	kpne:KU54_014685
ko:K11901	kpne:KU54_014690
ko:K07483	kpne:KU54_014810
ko:K06199	kpne:KU54_018985
ko:K03704	kpne:KU54_018990
ko:K12973	kpne:KU54_018995
ko:K03326	kpne:KU54_019000
ko:K01169	kpne:KU54_019005
ko:K06140	kpne:KU54_019010
ko:K11932	kpne:KU54_019015
ko:K03387	kpne:KU54_019020
ko:K03386	kpne:KU54_019025
ko:K03805	kpne:KU54_019030
ko:K14287	kpne:KU54_019050
ko:K09880	kpne:KU54_019055
ko:K08967	kpne:KU54_019060
ko:K08351	kpne:KU54_019065
ko:K10439	kpne:KU54_019070
ko:K10441	kpne:KU54_019075
ko:K10440	kpne:KU54_019080
ko:K10440	kpne:KU54_019085
ko:K00058	kpne:KU54_019095
ko:K08964	kpne:KU54_019105
ko:K10974	kpne:KU54_019110
ko:K01485	kpne:KU54_019120
ko:K01092	kpne:KU54_019130
ko:K07783	kpne:KU54_019135
ko:K01093	kpne:KU54_019140
ko:K08963	kpne:KU54_019145
ko:K00899	kpne:KU54_019150
ko:K02058	kpne:KU54_019160
ko:K02057	kpne:KU54_019165
ko:K02056	kpne:KU54_019170
ko:K06200	kpne:KU54_019200
ko:K00216	kpne:KU54_019210
ko:K01252	kpne:KU54_019215
ko:K02363	kpne:KU54_019220
ko:K02361	kpne:KU54_019225
ko:K02016	kpne:KU54_019230
ko:K08225	kpne:KU54_019235
ko:K02015	kpne:KU54_019240
ko:K02015	kpne:KU54_019245
ko:K02013	kpne:KU54_019250
ko:K02364	kpne:KU54_019255
ko:K01491	kpne:KU54_020320
ko:K14761	kpne:KU54_020325
ko:K01883	kpne:KU54_020330
ko:K03768	kpne:KU54_020335
ko:K03269	kpne:KU54_020340
ko:K01588	kpne:KU54_020350
ko:K01589	kpne:KU54_020355
ko:K06917	kpne:KU54_020360
ko:K02004	kpne:KU54_020375
ko:K02003	kpne:KU54_020380
ko:K10804	kpne:KU54_020385
ko:K07738	kpne:KU54_020940
ko:K05517	kpne:KU54_020950
ko:K06996	kpne:KU54_020960
ko:K03074	kpne:KU54_020965
ko:K03072	kpne:KU54_020970
ko:K03210	kpne:KU54_020975
ko:K00773	kpne:KU54_020980
ko:K07568	kpne:KU54_020985
ko:K08682	kpne:KU54_020995
ko:K03386	kpne:KU54_021000
ko:K02821	kpne:KU54_021010
ko:K02822	kpne:KU54_021015
ko:K03475	kpne:KU54_021020
ko:K01624	kpne:KU54_021030
ko:K09932	kpne:KU54_021040
ko:K01187	kpne:KU54_021055
ko:K11736	kpne:KU54_021060
ko:K03311	kpne:KU54_021065
ko:K07636	kpne:KU54_021070
ko:K07657	kpne:KU54_021075
ko:K03547	kpne:KU54_021080
ko:K00847	kpne:KU54_021090
ko:K03554	kpne:KU54_021095
ko:K09913	kpne:KU54_021100
ko:K14591	kpne:KU54_021105
ko:K00891	kpne:KU54_021115
ko:K09945	kpne:KU54_021120
ko:K09768	kpne:KU54_021125
ko:K00286	kpne:KU54_021130
ko:K01077	kpne:KU54_021140
ko:K08161	kpne:KU54_021150
ko:K01921	kpne:KU54_021160
ko:K17938	kpne:KU54_021180
ko:K18988	kpne:KU54_021190
ko:K01698	kpne:KU54_021195
ko:K03119	kpne:KU54_021205
ko:K03111	kpne:KU54_025170
ko:K03701	kpne:KU54_025175
ko:K03788	kpne:KU54_025190
ko:K00832	kpne:KU54_025195
ko:K01775	kpne:KU54_025200
ko:K05539	kpne:KU54_025220
ko:K09823	kpne:KU54_025235
ko:K03327	kpne:KU54_025250
ko:K01356	kpne:KU54_025255
ko:K00901	kpne:KU54_025260
ko:K00631	kpne:KU54_025265
ko:K03179	kpne:KU54_025270
ko:K03181	kpne:KU54_025275
ko:K05775	kpne:KU54_025280
ko:K02024	kpne:KU54_025285
ko:K10111	kpne:KU54_025290
ko:K10108	kpne:KU54_025295
ko:K10109	kpne:KU54_025300
ko:K10110	kpne:KU54_025305
ko:K13256	kpne:KU54_025310
ko:K09022	kpne:KU54_025335
ko:K01810	kpne:KU54_025350
ko:K00928	kpne:KU54_025355
ko:K03453	kpne:KU54_025360
ko:K00097	kpne:KU54_022675
ko:K02528	kpne:KU54_022680
ko:K06195	kpne:KU54_022685
ko:K01525	kpne:KU54_022690
ko:K11746	kpne:KU54_022705
ko:K01955	kpne:KU54_022715
ko:K01956	kpne:KU54_022720
ko:K00215	kpne:KU54_022735
ko:K05966	kpne:KU54_022740
ko:K01643	kpne:KU54_022745
ko:K01644	kpne:KU54_022750
ko:K01646	kpne:KU54_022755
ko:K01910	kpne:KU54_022760
ko:K01573	kpne:KU54_022770
ko:K01571	kpne:KU54_022775
ko:K01572	kpne:KU54_022780
ko:K07700	kpne:KU54_022785
ko:K07702	kpne:KU54_022790
ko:K06205	kpne:KU54_026790
ko:K03495	kpne:KU54_026795
ko:K03501	kpne:KU54_026800
ko:K02116	kpne:KU54_026805
ko:K02108	kpne:KU54_026810
ko:K02110	kpne:KU54_026815
ko:K02109	kpne:KU54_026820
ko:K02113	kpne:KU54_026825
ko:K02111	kpne:KU54_026830
ko:K02115	kpne:KU54_026835
ko:K02112	kpne:KU54_026840
ko:K02114	kpne:KU54_026845
ko:K04042	kpne:KU54_026865
ko:K00820	kpne:KU54_026870
ko:K02040	kpne:KU54_026875
ko:K02037	kpne:KU54_026880
ko:K02038	kpne:KU54_026885
ko:K02036	kpne:KU54_026890
ko:K02039	kpne:KU54_026895
ko:K10124	kpne:KU54_026905
ko:K07214	kpne:KU54_026910
ko:K06901	kpne:KU54_026930
ko:K08163	kpne:KU54_026950
ko:K03650	kpne:KU54_026960
ko:K03217	kpne:KU54_026965
ko:K08998	kpne:KU54_026970
ko:K02914	kpne:KU54_026980
ko:K06979	kpne:KU54_00015
ko:K18320	kpne:KU54_00020
ko:K18320	kpne:KU54_00040
ko:K02041	kpne:KU54_00050
ko:K02044	kpne:KU54_00055
ko:K02042	kpne:KU54_00060
ko:K18916	kpne:KU54_00065
ko:K07481	kpne:KU54_00075
ko:K01998	kpne:KU54_001525
ko:K01995	kpne:KU54_001530
ko:K01996	kpne:KU54_001535
ko:K19165	kpne:KU54_001540
ko:K07341	kpne:KU54_001545
ko:K05813	kpne:KU54_001550
ko:K05814	kpne:KU54_001555
ko:K05815	kpne:KU54_001560
ko:K05816	kpne:KU54_001565
ko:K01126	kpne:KU54_001570
ko:K00681	kpne:KU54_001580
ko:K03825	kpne:KU54_001585
ko:K06911	kpne:KU54_001600
ko:K06145	kpne:KU54_001605
ko:K00851	kpne:KU54_001610
ko:K06156	kpne:KU54_001615
ko:K00133	kpne:KU54_001625
ko:K00700	kpne:KU54_001630
ko:K00975	kpne:KU54_001640
ko:K00703	kpne:KU54_001645
ko:K00688	kpne:KU54_001650
ko:K00111	kpne:KU54_001665
ko:K02439	kpne:KU54_001670
ko:K02441	kpne:KU54_001675
ko:K02444	kpne:KU54_001680
ko:K03556	kpne:KU54_001685
ko:K00688	kpne:KU54_001690
ko:K00705	kpne:KU54_001695
ko:K06155	kpne:KU54_001700
ko:K07400	kpne:KU54_001705
ko:K02170	kpne:KU54_001715
ko:K07490	kpne:KU54_001725
ko:K04758	kpne:KU54_001735
ko:K06959	kpne:KU54_001740
ko:K04760	kpne:KU54_001745
ko:K07659	kpne:KU54_001750
ko:K07638	kpne:KU54_001755
ko:K01610	kpne:KU54_001760
ko:K04083	kpne:KU54_001770
ko:K04762	kpne:KU54_001775
ko:K08312	kpne:KU54_001790
ko:K07173	kpne:KU54_006010
ko:K01649	kpne:KU54_006020
ko:K03446	kpne:KU54_006025
ko:K03543	kpne:KU54_006030
ko:K15974	kpne:KU54_006040
ko:K02002	kpne:KU54_006060
ko:K02001	kpne:KU54_006065
ko:K02000	kpne:KU54_006070
ko:K03647	kpne:KU54_006085
ko:K00375	kpne:KU54_006100
ko:K11685	kpne:KU54_006125
ko:K04087	kpne:KU54_024440
ko:K04088	kpne:KU54_024445
ko:K03665	kpne:KU54_024450
ko:K03666	kpne:KU54_024455
ko:K00791	kpne:KU54_024460
ko:K03572	kpne:KU54_024465
ko:K01448	kpne:KU54_024470
ko:K06925	kpne:KU54_024475
ko:K17758	kpne:KU54_024480
ko:K17759	kpne:KU54_024480
ko:K18979	kpne:KU54_024485
ko:K09996	kpne:KU54_024510
ko:K13288	kpne:KU54_024515
ko:K06949	kpne:KU54_024520
ko:K01613	kpne:KU54_024525
ko:K04568	kpne:KU54_024540
ko:K00244	kpne:KU54_024545
ko:K00245	kpne:KU54_024550
ko:K00246	kpne:KU54_024555
ko:K00247	kpne:KU54_024560
ko:K03098	kpne:KU54_024565
ko:K11741	kpne:KU54_024570
ko:K16348	kpne:KU54_024575
ko:K16347	kpne:KU54_024580
ko:K02356	kpne:KU54_024585
ko:K06182	kpne:KU54_025370
ko:K00068	kpne:KU54_025380
ko:K02812	kpne:KU54_025385
ko:K02813	kpne:KU54_025390
ko:K02814	kpne:KU54_025395
ko:K02815	kpne:KU54_025400
ko:K00014	kpne:KU54_025410
ko:K03324	kpne:KU54_025415
ko:K00548	kpne:KU54_025420
ko:K13641	kpne:KU54_025425
ko:K07150	kpne:KU54_004080
ko:K01581	kpne:KU54_004085
ko:K03289	kpne:KU54_004090
ko:K08306	kpne:KU54_004095
ko:K03575	kpne:KU54_004105
ko:K03439	kpne:KU54_004110
ko:K09923	kpne:KU54_004115
ko:K02428	kpne:KU54_004130
ko:K09131	kpne:KU54_004135
ko:K02221	kpne:KU54_004140
ko:K06997	kpne:KU54_004145
ko:K02669	kpne:KU54_004150
ko:K07447	kpne:KU54_004165
ko:K07735	kpne:KU54_004170
ko:K01920	kpne:KU54_004175
ko:K09761	kpne:KU54_004180
ko:K01150	kpne:KU54_004185
ko:K02742	kpne:KU54_004190
ko:K08137	kpne:KU54_004195
ko:K00789	kpne:KU54_004200
ko:K01585	kpne:KU54_004210
ko:K01480	kpne:KU54_004215
ko:K06989	kpne:KU54_004280
ko:K01652	kpne:KU54_004290
ko:K07387	kpne:KU54_004300
ko:K00615	kpne:KU54_004305
ko:K03472	kpne:KU54_004310
ko:K00927	kpne:KU54_004315
ko:K01624	kpne:KU54_004320
ko:K03442	kpne:KU54_004325
ko:K06895	kpne:KU54_004335
ko:K09807	kpne:KU54_004340
ko:K05596	kpne:KU54_004345
ko:K07660	kpne:KU54_008485
ko:K04046	kpne:KU54_008495
ko:K01247	kpne:KU54_008500
ko:K00876	kpne:KU54_008505
ko:K01494	kpne:KU54_008510
ko:K07289	kpne:KU54_008515
ko:K00963	kpne:KU54_008525
ko:K07481	kpne:KU54_008535
ko:K01991	kpne:KU54_008550
ko:K01104	kpne:KU54_008555
ko:K16692	kpne:KU54_008560
ko:K07480	kpne:KU54_008585
ko:K07483	kpne:KU54_008590
ko:K16695	kpne:KU54_008610
ko:K03606	kpne:KU54_008620
ko:K00033	kpne:KU54_008625
ko:K00012	kpne:KU54_008630
ko:K08679	kpne:KU54_008645
ko:K01854	kpne:KU54_008665
ko:K11755	kpne:KU54_008700
ko:K02500	kpne:KU54_008705
ko:K01814	kpne:KU54_008710
ko:K02501	kpne:KU54_008715
ko:K01089	kpne:KU54_008720
ko:K00817	kpne:KU54_008725
ko:K00013	kpne:KU54_008730
ko:K00765	kpne:KU54_008735
ko:K08475	kpne:KU54_012935
ko:K08476	kpne:KU54_012940
ko:K02352	kpne:KU54_012965
ko:K00134	kpne:KU54_012995
ko:K06889	kpne:KU54_013010
ko:K03436	kpne:KU54_013025
ko:K01619	kpne:KU54_013035
ko:K02430	kpne:KU54_013040
ko:K17195	kpne:KU54_013045
ko:K02429	kpne:KU54_013055
ko:K01759	kpne:KU54_013060
ko:K01026	kpne:KU54_013070
ko:K00059	kpne:KU54_013075
ko:K00626	kpne:KU54_013080
ko:K07090	kpne:KU54_013120
ko:K03482	kpne:KU54_013125
ko:K02749	kpne:KU54_013130
ko:K02750	kpne:KU54_013130
ko:K01232	kpne:KU54_013135
ko:K07017	kpne:KU54_013165
ko:K01265	kpne:KU54_013185
ko:K07154	kpne:KU54_013220
ko:K07307	kpne:KU54_017355
ko:K01875	kpne:KU54_017365
ko:K07478	kpne:KU54_017370
ko:K03634	kpne:KU54_017375
ko:K03466	kpne:KU54_017380
ko:K03719	kpne:KU54_017385
ko:K00384	kpne:KU54_017395
ko:K16013	kpne:KU54_017400
ko:K16012	kpne:KU54_017405
ko:K00684	kpne:KU54_017410
ko:K02518	kpne:KU54_017415
ko:K03694	kpne:KU54_017420
ko:K06891	kpne:KU54_017425
ko:K03704	kpne:KU54_017430
ko:K05685	kpne:KU54_017435
ko:K13888	kpne:KU54_017440
ko:K07459	kpne:KU54_017445
ko:K06188	kpne:KU54_017450
ko:K05601	kpne:KU54_017460
ko:K11933	kpne:KU54_017465
ko:K15977	kpne:KU54_017470
ko:K00156	kpne:KU54_017475
ko:K01620	kpne:KU54_017480
ko:K11066	kpne:KU54_017495
ko:K10000	kpne:KU54_017510
ko:K09997	kpne:KU54_017515
ko:K09999	kpne:KU54_017520
ko:K09998	kpne:KU54_017525
ko:K09996	kpne:KU54_017530
ko:K03212	kpne:KU54_017545
ko:K11074	kpne:KU54_017555
ko:K11075	kpne:KU54_017560
ko:K11076	kpne:KU54_017565
ko:K11073	kpne:KU54_017570
ko:K05844	kpne:KU54_017580
ko:K03674	kpne:KU54_017605
ko:K07085	kpne:KU54_017615
ko:K01118	kpne:KU54_006150
ko:K00138	kpne:KU54_006165
ko:K07345	kpne:KU54_006170
ko:K07347	kpne:KU54_006180
ko:K07347	kpne:KU54_006195
ko:K07345	kpne:KU54_006205
ko:K01713	kpne:KU54_006215
ko:K12972	kpne:KU54_006230
ko:K02028	kpne:KU54_006240
ko:K02029	kpne:KU54_006240
ko:K02030	kpne:KU54_006245
ko:K12255	kpne:KU54_006260
ko:K09780	kpne:KU54_010455
ko:K03832	kpne:KU54_010460
ko:K16370	kpne:KU54_010475
ko:K07283	kpne:KU54_010480
ko:K01868	kpne:KU54_010490
ko:K02520	kpne:KU54_010495
ko:K02916	kpne:KU54_010500
ko:K02887	kpne:KU54_010505
ko:K01889	kpne:KU54_010510
ko:K01890	kpne:KU54_010515
ko:K04764	kpne:KU54_010520
ko:K00285	kpne:KU54_010530
ko:K06073	kpne:KU54_010545
ko:K02073	kpne:KU54_010550
ko:K00432	kpne:KU54_010555
ko:K06074	kpne:KU54_010560
ko:K08997	kpne:KU54_010570
ko:K01626	kpne:KU54_010580
ko:K09773	kpne:KU54_010585
ko:K19222	kpne:KU54_010610
ko:K00549	kpne:KU54_010635
ko:K02013	kpne:KU54_010645
ko:K02015	kpne:KU54_010650
ko:K02016	kpne:KU54_010655
ko:K00101	kpne:KU54_010685
ko:K05997	kpne:KU54_010710
ko:K05520	kpne:KU54_015030
ko:K06885	kpne:KU54_015035
ko:K04757	kpne:KU54_015050
ko:K06889	kpne:KU54_015070
ko:K15580	kpne:KU54_015090
ko:K14054	kpne:KU54_015100
ko:K11065	kpne:KU54_015110
ko:K07120	kpne:KU54_015115
ko:K03721	kpne:KU54_015120
ko:K01222	kpne:KU54_015125
ko:K13636	kpne:KU54_015130
ko:K08990	kpne:KU54_015135
ko:K06918	kpne:KU54_015140
ko:K03971	kpne:KU54_015145
ko:K03970	kpne:KU54_015155
ko:K03969	kpne:KU54_015160
ko:K07214	kpne:KU54_019265
ko:K02362	kpne:KU54_019275
ko:K00615	kpne:KU54_019280
ko:K00615	kpne:KU54_019285
ko:K00864	kpne:KU54_019295
ko:K17202	kpne:KU54_019300
ko:K17204	kpne:KU54_019310
ko:K17203	kpne:KU54_019315
ko:K03566	kpne:KU54_019340
ko:K16053	kpne:KU54_019345
ko:K02168	kpne:KU54_019355
ko:K02167	kpne:KU54_019360
ko:K02035	kpne:KU54_019380
ko:K02033	kpne:KU54_019385
ko:K02034	kpne:KU54_019390
ko:K15372	kpne:KU54_019410
ko:K15373	kpne:KU54_019415
ko:K02028	kpne:KU54_019420
ko:K02029	kpne:KU54_019425
ko:K02029	kpne:KU54_019430
ko:K02030	kpne:KU54_019435
ko:K00375	kpne:KU54_019440
ko:K06048	kpne:KU54_019455
ko:K07483	kpne:KU54_019470
ko:K18325	kpne:KU54_019500
ko:K10679	kpne:KU54_019520
ko:K02793	kpne:KU54_019525
ko:K02794	kpne:KU54_019530
ko:K02795	kpne:KU54_019535
ko:K05838	kpne:KU54_020395
ko:K02069	kpne:KU54_020400
ko:K02068	kpne:KU54_020405
ko:K07340	kpne:KU54_020415
ko:K17686	kpne:KU54_020425
ko:K09973	kpne:KU54_020430
ko:K03976	kpne:KU54_020435
ko:K11751	kpne:KU54_020440
ko:K08223	kpne:KU54_020445
ko:K03455	kpne:KU54_020460
ko:K00892	kpne:KU54_020465
ko:K01772	kpne:KU54_020470
ko:K00939	kpne:KU54_020475
ko:K04079	kpne:KU54_020480
ko:K06187	kpne:KU54_020485
ko:K09747	kpne:KU54_020490
ko:K02343	kpne:KU54_020495
ko:K00759	kpne:KU54_020500
ko:K09790	kpne:KU54_020505
ko:K15552	kpne:KU54_021210
ko:K10831	kpne:KU54_021215
ko:K15551	kpne:KU54_021220
ko:K00547	kpne:KU54_021225
ko:K16235	kpne:KU54_021230
ko:K03735	kpne:KU54_021245
ko:K03736	kpne:KU54_021250
ko:K01999	kpne:KU54_021260
ko:K01997	kpne:KU54_021265
ko:K01998	kpne:KU54_021270
ko:K01995	kpne:KU54_021275
ko:K01996	kpne:KU54_021280
ko:K02030	kpne:KU54_021290
ko:K02028	kpne:KU54_021295
ko:K02029	kpne:KU54_021300
ko:K02029	kpne:KU54_021305
ko:K02041	kpne:KU54_021340
ko:K02044	kpne:KU54_021345
ko:K02042	kpne:KU54_021350
ko:K02042	kpne:KU54_021355
ko:K11929	kpne:KU54_021380
ko:K00931	kpne:KU54_021390
ko:K00147	kpne:KU54_021395
ko:K03496	kpne:KU54_021410
ko:K07733	kpne:KU54_021440
ko:K03556	kpne:KU54_021475
ko:K12700	kpne:KU54_022810
ko:K03527	kpne:KU54_022815
ko:K03774	kpne:KU54_022820
ko:K03101	kpne:KU54_022825
ko:K01870	kpne:KU54_022830
ko:K11753	kpne:KU54_022835
ko:K02968	kpne:KU54_022840
ko:K03717	kpne:KU54_022850
ko:K03313	kpne:KU54_022855
ko:K03686	kpne:KU54_022860
ko:K04043	kpne:KU54_022865
ko:K07034	kpne:KU54_022880
ko:K03831	kpne:KU54_022890
ko:K00616	kpne:KU54_022895
ko:K03310	kpne:KU54_022900
ko:K09861	kpne:KU54_022905
ko:K01733	kpne:KU54_022915
ko:K00872	kpne:KU54_022920
ko:K12524	kpne:KU54_022925
ko:K02533	kpne:KU54_022935
ko:K07773	kpne:KU54_022940
ko:K06143	kpne:KU54_022945
ko:K07641	kpne:KU54_022950
ko:K07663	kpne:KU54_022955
ko:K05805	kpne:KU54_022960
ko:K03720	kpne:KU54_022980
ko:K08309	kpne:KU54_022985
ko:K06211	kpne:KU54_022995
ko:K04485	kpne:KU54_023000
ko:K01079	kpne:KU54_023005
ko:K07186	kpne:KU54_023010
ko:K03800	kpne:KU54_023015
ko:K03784	kpne:KU54_023020
ko:K01839	kpne:KU54_023025
ko:K00758	kpne:KU54_023030
ko:K01619	kpne:KU54_023035
ko:K03317	kpne:KU54_023040
ko:K03424	kpne:KU54_023045
ko:K04065	kpne:KU54_023060
ko:K02837	kpne:KU54_023065
ko:K02904	kpne:KU54_002085
ko:K02961	kpne:KU54_002090
ko:K02874	kpne:KU54_002095
ko:K02895	kpne:KU54_002100
ko:K02931	kpne:KU54_002105
ko:K02954	kpne:KU54_002110
ko:K02994	kpne:KU54_002115
ko:K02933	kpne:KU54_002120
