ko:K02495	sene:IA1_19455
ko:K01581	sene:IA1_03635
ko:K07667	sene:IA1_03645
ko:K07646	sene:IA1_03650
ko:K01548	sene:IA1_03655
ko:K01547	sene:IA1_03660
ko:K01546	sene:IA1_03665
ko:K01545	sene:IA1_03670
ko:K01669	sene:IA1_03680
ko:K03305	sene:IA1_03685
ko:K07160	sene:IA1_03705
ko:K05522	sene:IA1_03710
ko:K07120	sene:IA1_03715
ko:K01647	sene:IA1_03720
ko:K00241	sene:IA1_03725
ko:K00242	sene:IA1_03730
ko:K00239	sene:IA1_03735
ko:K00240	sene:IA1_03740
ko:K00164	sene:IA1_03745
ko:K00658	sene:IA1_03750
ko:K01903	sene:IA1_03755
ko:K01902	sene:IA1_03760
ko:K00425	sene:IA1_03770
ko:K00426	sene:IA1_03775
ko:K07107	sene:IA1_03790
ko:K03562	sene:IA1_03795
ko:K03560	sene:IA1_03800
ko:K03641	sene:IA1_03810
ko:K03640	sene:IA1_03815
ko:K03517	sene:IA1_03850
ko:K03811	sene:IA1_03855
ko:K16264	sene:IA1_03860
ko:K09978	sene:IA1_08150
ko:K03778	sene:IA1_08165
ko:K03737	sene:IA1_08180
ko:K14061	sene:IA1_08185
ko:K14058	sene:IA1_08200
ko:K05591	sene:IA1_08205
ko:K16074	sene:IA1_08210
ko:K00567	sene:IA1_08225
ko:K14055	sene:IA1_08235
ko:K16052	sene:IA1_08245
ko:K15580	sene:IA1_08325
ko:K14054	sene:IA1_08330
ko:K11065	sene:IA1_08340
ko:K03721	sene:IA1_08345
ko:K08990	sene:IA1_08350
ko:K06918	sene:IA1_08355
ko:K03972	sene:IA1_08360
ko:K03971	sene:IA1_08365
ko:K03970	sene:IA1_08375
ko:K03969	sene:IA1_08380
ko:K03974	sene:IA1_08385
ko:K00208	sene:IA1_08425
ko:K06941	sene:IA1_12615
ko:K00940	sene:IA1_12620
ko:K07308	sene:IA1_12630
ko:K07307	sene:IA1_12635
ko:K07306	sene:IA1_12640
ko:K05367	sene:IA1_12645
ko:K06894	sene:IA1_12650
ko:K01011	sene:IA1_12660
ko:K07751	sene:IA1_12680
ko:K04755	sene:IA1_12690
ko:K04044	sene:IA1_12695
ko:K04082	sene:IA1_12700
ko:K13628	sene:IA1_12705
ko:K04488	sene:IA1_12710
ko:K04487	sene:IA1_12715
ko:K13643	sene:IA1_12720
ko:K15396	sene:IA1_12725
ko:K01092	sene:IA1_12730
ko:K06889	sene:IA1_12735
ko:K16950	sene:IA1_12740
ko:K16951	sene:IA1_12745
ko:K00385	sene:IA1_12750
ko:K05820	sene:IA1_12770
ko:K00600	sene:IA1_12775
ko:K05916	sene:IA1_12780
ko:K03765	sene:IA1_12785
ko:K03757	sene:IA1_12790
ko:K03305	sene:IA1_12800
ko:K04751	sene:IA1_12805
ko:K07715	sene:IA1_12810
ko:K07711	sene:IA1_12820
ko:K01952	sene:IA1_12825
ko:K11991	sene:IA1_12835
ko:K07106	sene:IA1_12850
ko:K00077	sene:IA1_12860
ko:K08177	sene:IA1_12865
ko:K00997	sene:IA1_12880
ko:K03474	sene:IA1_12885
ko:K02439	sene:IA1_17090
ko:K00111	sene:IA1_17095
ko:K02040	sene:IA1_17105
ko:K00005	sene:IA1_17110
ko:K01687	sene:IA1_17120
ko:K00688	sene:IA1_17135
ko:K00703	sene:IA1_17140
ko:K00975	sene:IA1_17145
ko:K00700	sene:IA1_17155
ko:K00133	sene:IA1_17160
ko:K06156	sene:IA1_17165
ko:K00851	sene:IA1_17170
ko:K06145	sene:IA1_17175
ko:K06911	sene:IA1_17180
ko:K03825	sene:IA1_17195
ko:K09936	sene:IA1_17215
ko:K07048	sene:IA1_17220
ko:K01126	sene:IA1_17235
ko:K05816	sene:IA1_17240
ko:K05815	sene:IA1_17245
ko:K05814	sene:IA1_17250
ko:K05813	sene:IA1_17255
ko:K07341	sene:IA1_17260
ko:K01996	sene:IA1_17270
ko:K01995	sene:IA1_17275
ko:K01998	sene:IA1_17280
ko:K01997	sene:IA1_17285
ko:K01999	sene:IA1_17290
ko:K01999	sene:IA1_17300
ko:K03089	sene:IA1_17305
ko:K09811	sene:IA1_17310
ko:K09812	sene:IA1_17315
ko:K03110	sene:IA1_17320
ko:K08993	sene:IA1_17330
ko:K01534	sene:IA1_17345
ko:K03406	sene:IA1_17350
ko:K00010	sene:IA1_21575
ko:K01201	sene:IA1_21580
ko:K06606	sene:IA1_21585
ko:K03338	sene:IA1_21595
ko:K03336	sene:IA1_21605
ko:K00010	sene:IA1_21610
ko:K06606	sene:IA1_21620
ko:K06605	sene:IA1_21625
ko:K09889	sene:IA1_21630
ko:K03592	sene:IA1_21635
ko:K15536	sene:IA1_21640
ko:K01465	sene:IA1_21670
ko:K01042	sene:IA1_21675
ko:K01226	sene:IA1_21710
ko:K02818	sene:IA1_21715
ko:K02819	sene:IA1_21715
ko:K03485	sene:IA1_21720
ko:K01531	sene:IA1_21725
ko:K09022	sene:IA1_21730
ko:K00610	sene:IA1_21735
ko:K00609	sene:IA1_21740
ko:K00611	sene:IA1_21760
ko:K00926	sene:IA1_21765
ko:K01478	sene:IA1_21770
ko:K00611	sene:IA1_21780
ko:K09893	sene:IA1_21785
ko:K03828	sene:IA1_21800
ko:K01873	sene:IA1_21810
ko:K02339	sene:IA1_21815
ko:K07091	sene:IA1_21825
ko:K11720	sene:IA1_21830
ko:K06146	sene:IA1_21835
ko:K06157	sene:IA1_21840
ko:K00046	sene:IA1_21845
ko:K00098	sene:IA1_21850
ko:K01255	sene:IA1_21820
ko:K19229	sene:IA1_08405
ko:K19789	sene:IA1_11120
ko:K03292	sene:IA1_19520
ko:K00483	sene:IA1_05410
ko:K01096	sene:IA1_08480
ko:K01069	sene:IA1_01395
ko:K01659	sene:IA1_01980
ko:K17837	sene:IA1_18170
ko:K14218	sene:IA1_01345
ko:K14218	sene:IA1_20115
ko:K14218	sene:IA1_19390
ko:K14218	sene:IA1_12035
ko:K14218	sene:IA1_12040
ko:K01985	sene:IA1_01355
ko:K14234	sene:IA1_20145
ko:K14230	sene:IA1_15540
ko:K14228	sene:IA1_19120
ko:K14228	sene:IA1_22240
ko:K14228	sene:IA1_22250
ko:K14228	sene:IA1_22245
ko:K14233	sene:IA1_04625
ko:K14233	sene:IA1_05580
ko:K14233	sene:IA1_05350
ko:K01840	sene:IA1_10460
ko:K00971	sene:IA1_10405
ko:K00042	sene:IA1_02745
ko:K00537	sene:IA1_12470
ko:K01497	sene:IA1_08485
ko:K01840	sene:IA1_10400
ko:K17722	sene:IA1_10935
ko:K02226	sene:IA1_03370
ko:K17723	sene:IA1_10940
ko:K01977	sene:IA1_18915
ko:K01977	sene:IA1_20105
ko:K13638	sene:IA1_16545
ko:K07684	sene:IA1_08770
ko:K00042	sene:IA1_15715
ko:K05799	sene:IA1_00770
ko:K03566	sene:IA1_14350
ko:K08194	sene:IA1_18615
ko:K06518	sene:IA1_20795
ko:K14234	sene:IA1_16455
ko:K14234	sene:IA1_20160
ko:K14219	sene:IA1_02910
ko:K14219	sene:IA1_06150
ko:K14219	sene:IA1_11945
ko:K14219	sene:IA1_13480
ko:K14219	sene:IA1_13495
ko:K14219	sene:IA1_13485
ko:K14219	sene:IA1_13490
ko:K02477	sene:IA1_10795
ko:K00661	sene:IA1_02505
ko:K01187	sene:IA1_02150
ko:K03772	sene:IA1_16745
ko:K00146	sene:IA1_15105
ko:K14219	sene:IA1_06225
ko:K14219	sene:IA1_19110
ko:K01485	sene:IA1_16150
ko:K05540	sene:IA1_16405
ko:K04771	sene:IA1_01135
ko:K04772	sene:IA1_16220
ko:K03292	sene:IA1_18230
ko:K03292	sene:IA1_19515
ko:K00632	sene:IA1_19350
ko:K11747	sene:IA1_16765
ko:K01130	sene:IA1_15070
ko:K00971	sene:IA1_10465
ko:K14059	sene:IA1_04900
ko:K14234	sene:IA1_01755
ko:K14226	sene:IA1_19115
ko:K08485	sene:IA1_16095
ko:K01739	sene:IA1_19950
ko:K01977	sene:IA1_13025
ko:K01977	sene:IA1_16475
ko:K01977	sene:IA1_19380
ko:K01977	sene:IA1_20315
ko:K01980	sene:IA1_20325
ko:K01980	sene:IA1_13015
ko:K01980	sene:IA1_16465
ko:K01980	sene:IA1_20120
ko:K14228	sene:IA1_21865
ko:K14229	sene:IA1_03825
ko:K14229	sene:IA1_03840
ko:K14229	sene:IA1_03845
ko:K14229	sene:IA1_03835
ko:K14229	sene:IA1_12075
ko:K14237	sene:IA1_07020
ko:K14237	sene:IA1_03830
ko:K14237	sene:IA1_12060
ko:K14237	sene:IA1_12070
ko:K14237	sene:IA1_12065
ko:K14237	sene:IA1_07025
ko:K14233	sene:IA1_09925
ko:K14233	sene:IA1_13500
ko:K14236	sene:IA1_08720
ko:K14236	sene:IA1_08725
ko:K14236	sene:IA1_20150
ko:K14222	sene:IA1_09655
ko:K14225	sene:IA1_09660
ko:K14225	sene:IA1_21220
ko:K14225	sene:IA1_21215
ko:K14225	sene:IA1_20155
ko:K14220	sene:IA1_09935
ko:K14220	sene:IA1_09950
ko:K14220	sene:IA1_10020
ko:K14220	sene:IA1_10010
ko:K14232	sene:IA1_11150
ko:K14232	sene:IA1_17635
ko:K14232	sene:IA1_19125
ko:K14224	sene:IA1_13020
ko:K14224	sene:IA1_20320
ko:K14224	sene:IA1_18920
ko:K14224	sene:IA1_16470
ko:K14231	sene:IA1_15040
ko:K14231	sene:IA1_21060
ko:K14238	sene:IA1_18235
ko:K14235	sene:IA1_18940
ko:K07459	sene:IA1_04590
ko:K14742	sene:IA1_09040
ko:K00884	sene:IA1_06015
ko:K03767	sene:IA1_16840
ko:K01271	sene:IA1_19360
ko:K06518	sene:IA1_10910
ko:K02483	sene:IA1_05395
ko:K02809	sene:IA1_12845
ko:K02810	sene:IA1_12845
ko:K17758	sene:IA1_21230
ko:K17759	sene:IA1_21230
ko:K11928	sene:IA1_05530
ko:K00344	sene:IA1_20665
ko:K13695	sene:IA1_06620
ko:K01980	sene:IA1_01350
ko:K01980	sene:IA1_18925
ko:K01980	sene:IA1_19395
ko:K01985	sene:IA1_18930
ko:K01985	sene:IA1_19400
ko:K01985	sene:IA1_16460
ko:K01985	sene:IA1_20125
ko:K01985	sene:IA1_20330
ko:K01985	sene:IA1_13010
ko:K01985	sene:IA1_16450
ko:K14221	sene:IA1_01360
ko:K14221	sene:IA1_18935
ko:K14221	sene:IA1_01415
ko:K14223	sene:IA1_03515
ko:K14223	sene:IA1_03520
ko:K14230	sene:IA1_03525
ko:K14230	sene:IA1_14385
ko:K14230	sene:IA1_15920
ko:K14230	sene:IA1_14390
ko:K14228	sene:IA1_09650
ko:K14228	sene:IA1_15930
ko:K08173	sene:IA1_07455
ko:K00956	sene:IA1_14060
ko:K18140	sene:IA1_16430
ko:K03585	sene:IA1_02525
ko:K00879	sene:IA1_14325
ko:K03973	sene:IA1_08370
ko:K08351	sene:IA1_17690
ko:K18015	sene:IA1_11390
ko:K07645	sene:IA1_15360
ko:K12979	sene:IA1_20875
ko:K03292	sene:IA1_19780
ko:K17938	sene:IA1_02015
ko:K18325	sene:IA1_03050
ko:K07483	sene:IA1_01765
ko:K03605	sene:IA1_08880
ko:K03719	sene:IA1_04670
ko:K11645	sene:IA1_10705
ko:K03445	sene:IA1_18340
ko:K18895	sene:IA1_13240
ko:K01582	sene:IA1_12795
ko:K10038	sene:IA1_04205
ko:K01066	sene:IA1_02595
ko:K03668	sene:IA1_08170
ko:K05396	sene:IA1_09705
ko:K00249	sene:IA1_04365
ko:K00557	sene:IA1_20090
ko:K13053	sene:IA1_05270
ko:K10014	sene:IA1_11735
ko:K04103	sene:IA1_12005
ko:K18148	sene:IA1_01710
ko:K18141	sene:IA1_16435
ko:K00001	sene:IA1_19670
ko:K11745	sene:IA1_00435
ko:K01582	sene:IA1_01260
ko:K01801	sene:IA1_10885
ko:K17948	sene:IA1_05560
ko:K15347	sene:IA1_06040
ko:K09017	sene:IA1_05515
ko:K02032	sene:IA1_06210
ko:K02031	sene:IA1_06205
ko:K13739	sene:IA1_14115
ko:K01007	sene:IA1_06655
ko:K21469	sene:IA1_12370
ko:K03605	sene:IA1_15195
ko:K07782	sene:IA1_09690
ko:K03605	sene:IA1_07600
ko:K05875	sene:IA1_09545
ko:K05874	sene:IA1_22140
ko:K18288	sene:IA1_15050
ko:K18292	sene:IA1_15060
ko:K08156	sene:IA1_02110
ko:K10678	sene:IA1_04455
ko:K04753	sene:IA1_15330
ko:K07713	sene:IA1_20300
ko:K19597	sene:IA1_01910
ko:K07005	sene:IA1_03625
ko:K01175	sene:IA1_03610
ko:K18290	sene:IA1_15055
ko:K05875	sene:IA1_15555
ko:K09709	sene:IA1_04360
ko:K18324	sene:IA1_12390
ko:K18326	sene:IA1_10585
ko:K00123	sene:IA1_19630
ko:K01521	sene:IA1_19805
ko:K06078	sene:IA1_06785
ko:K02358	sene:IA1_20165
ko:K07757	sene:IA1_04275
ko:K06897	sene:IA1_14145
ko:K00984	sene:IA1_06235
ko:K01023	sene:IA1_15430
ko:K11904	sene:IA1_01535
ko:K18479	sene:IA1_19540
ko:K18478	sene:IA1_19555
ko:K18446	sene:IA1_15480
ko:K18475	sene:IA1_09725
ko:K00681	sene:IA1_17225
ko:K00335	sene:IA1_11580
ko:K08087	sene:IA1_02905
ko:K07794	sene:IA1_13300
ko:K18691	sene:IA1_12830
ko:K18697	sene:IA1_12840
ko:K18142	sene:IA1_16440
ko:K18765	sene:IA1_16360
ko:K08138	sene:IA1_21540
ko:K06218	sene:IA1_21695
ko:K18850	sene:IA1_06065
ko:K18889	sene:IA1_02450
ko:K18862	sene:IA1_02205
ko:K18862	sene:IA1_17590
ko:K21645	sene:IA1_22035
ko:K11741	sene:IA1_21145
ko:K20861	sene:IA1_04420
ko:K18829	sene:IA1_14615
ko:K20866	sene:IA1_19565
ko:K20881	sene:IA1_16955
ko:K20862	sene:IA1_19190
ko:K07319	sene:IA1_16415
ko:K18800	sene:IA1_14735
ko:K18778	sene:IA1_00710
ko:K18831	sene:IA1_19585
ko:K18657	sene:IA1_05215
ko:K18890	sene:IA1_02455
ko:K06218	sene:IA1_07670
ko:K03553	sene:IA1_13520
ko:K18918	sene:IA1_21690
ko:K03169	sene:IA1_06405
ko:K03502	sene:IA1_11160
ko:K05839	sene:IA1_02510
ko:K04565	sene:IA1_07105
ko:K10748	sene:IA1_07265
ko:K08722	sene:IA1_11620
ko:K07724	sene:IA1_16005
ko:K03646	sene:IA1_03805
ko:K03746	sene:IA1_08690
ko:K11685	sene:IA1_13370
ko:K03674	sene:IA1_04445
ko:K07790	sene:IA1_09250
ko:K08598	sene:IA1_13700
ko:K03502	sene:IA1_09915
ko:K03503	sene:IA1_09920
ko:K05785	sene:IA1_19330
ko:K03761	sene:IA1_13000
ko:K03976	sene:IA1_02625
ko:K01699	sene:IA1_10180
ko:K19055	sene:IA1_06320
ko:K04028	sene:IA1_12305
ko:K03526	sene:IA1_12605
ko:K15367	sene:IA1_06890
ko:K18979	sene:IA1_21225
ko:K18988	sene:IA1_02010
ko:K18997	sene:IA1_05465
ko:K19048	sene:IA1_01595
ko:K19048	sene:IA1_22100
ko:K19048	sene:IA1_01570
ko:K19046	sene:IA1_14100
ko:K19000	sene:IA1_01275
ko:K08970	sene:IA1_14565
ko:K19227	sene:IA1_08395
ko:K07746	sene:IA1_14220
ko:K11748	sene:IA1_16770
ko:K19222	sene:IA1_06735
ko:K02777	sene:IA1_12155
ko:K19165	sene:IA1_17265
ko:K19166	sene:IA1_19590
ko:K19226	sene:IA1_08390
ko:K19123	sene:IA1_14105
ko:K19236	sene:IA1_05990
ko:K13740	sene:IA1_13765
ko:K01154	sene:IA1_22105
ko:K15352	sene:IA1_13260
ko:K15351	sene:IA1_06930
ko:K16291	sene:IA1_10055
ko:K19238	sene:IA1_11475
ko:K01710	sene:IA1_19065
ko:K19148	sene:IA1_18460
ko:K22044	sene:IA1_04195
ko:K15349	sene:IA1_08080
ko:K19125	sene:IA1_14090
ko:K19228	sene:IA1_08400
ko:K19126	sene:IA1_14085
ko:K15353	sene:IA1_11165
ko:K19234	sene:IA1_06780
ko:K19235	sene:IA1_04260
ko:K19162	sene:IA1_02515
ko:K19168	sene:IA1_14680
ko:K09951	sene:IA1_14075
ko:K00336	sene:IA1_11575
ko:K19270	sene:IA1_11630
ko:K19265	sene:IA1_12010
ko:K01992	sene:IA1_04140
ko:K01992	sene:IA1_04145
ko:K01992	sene:IA1_17390
ko:K01066	sene:IA1_19595
ko:K08348	sene:IA1_07770
ko:K03722	sene:IA1_09045
ko:K19416	sene:IA1_05340
ko:K03722	sene:IA1_04170
ko:K07497	sene:IA1_01615
ko:K07497	sene:IA1_01620
ko:K07497	sene:IA1_01760
ko:K07497	sene:IA1_12530
ko:K19335	sene:IA1_08300
ko:K19353	sene:IA1_20040
ko:K19267	sene:IA1_21450
ko:K19337	sene:IA1_09385
ko:K19304	sene:IA1_09400
ko:K19505	sene:IA1_22145
ko:K19334	sene:IA1_21775
ko:K19302	sene:IA1_04410
ko:K19270	sene:IA1_06525
ko:K19354	sene:IA1_18020
ko:K19336	sene:IA1_08305
ko:K19333	sene:IA1_09145
ko:K21637	sene:IA1_15115
ko:K01785	sene:IA1_19535
ko:K03293	sene:IA1_19105
ko:K06884	sene:IA1_08575
ko:K06884	sene:IA1_07485
ko:K06884	sene:IA1_05510
ko:K19303	sene:IA1_07070
ko:K19510	sene:IA1_22175
ko:K19507	sene:IA1_22155
ko:K19611	sene:IA1_03070
ko:K11209	sene:IA1_11710
ko:K19506	sene:IA1_22150
ko:K02257	sene:IA1_02345
ko:K19508	sene:IA1_22160
ko:K19509	sene:IA1_22165
ko:K02796	sene:IA1_09095
ko:K19592	sene:IA1_01915
ko:K19594	sene:IA1_01900
ko:K19709	sene:IA1_06695
ko:K19688	sene:IA1_04340
ko:K19745	sene:IA1_16365
ko:K19778	sene:IA1_07730
ko:K19776	sene:IA1_18635
ko:K07119	sene:IA1_07870
ko:K00799	sene:IA1_04395
ko:K06131	sene:IA1_04125
ko:K00799	sene:IA1_11705
ko:K06132	sene:IA1_05655
ko:K15777	sene:IA1_15415
ko:K07147	sene:IA1_16370
ko:K19784	sene:IA1_18710
ko:K19802	sene:IA1_08335
ko:K07126	sene:IA1_02340
ko:K19803	sene:IA1_11070
ko:K19804	sene:IA1_08470
ko:K19810	sene:IA1_21120
ko:K07662	sene:IA1_19750
ko:K07126	sene:IA1_02335
ko:K01185	sene:IA1_05040
ko:K02485	sene:IA1_08700
ko:K21636	sene:IA1_21705
ko:K20023	sene:IA1_17970
ko:K20265	sene:IA1_11765
ko:K07686	sene:IA1_18425
ko:K20276	sene:IA1_13160
ko:K19591	sene:IA1_02645
ko:K01612	sene:IA1_14000
ko:K01236	sene:IA1_07720
ko:K20542	sene:IA1_17550
ko:K20534	sene:IA1_20455
ko:K20543	sene:IA1_17545
ko:K20534	sene:IA1_02970
ko:K20534	sene:IA1_02935
ko:K20541	sene:IA1_17555
ko:K21394	sene:IA1_17830
ko:K22132	sene:IA1_14375
ko:K20609	sene:IA1_07985
ko:K01214	sene:IA1_07710
ko:K02438	sene:IA1_17150
ko:K02790	sene:IA1_07235
ko:K02791	sene:IA1_07235
ko:K04333	sene:IA1_05625
ko:K21029	sene:IA1_04300
ko:K21021	sene:IA1_13080
ko:K21084	sene:IA1_10555
ko:K21085	sene:IA1_09865
ko:K21086	sene:IA1_17520
ko:K21087	sene:IA1_08925
ko:K21089	sene:IA1_10805
ko:K08968	sene:IA1_09170
ko:K00821	sene:IA1_16820
ko:K21090	sene:IA1_09075
ko:K00525	sene:IA1_11340
ko:K00525	sene:IA1_13410
ko:K00526	sene:IA1_13415
ko:K04068	sene:IA1_21700
ko:K02315	sene:IA1_22190
ko:K14744	sene:IA1_05045
ko:K06217	sene:IA1_05540
ko:K00857	sene:IA1_08685
ko:K06197	sene:IA1_08785
ko:K07313	sene:IA1_09200
ko:K00558	sene:IA1_09890
ko:K16711	sene:IA1_10435
ko:K06919	sene:IA1_13205
ko:K06866	sene:IA1_12960
ko:K06191	sene:IA1_13400
ko:K00560	sene:IA1_14450
ko:K02316	sene:IA1_15525
ko:K06223	sene:IA1_16895
ko:K01520	sene:IA1_18140
ko:K11089	sene:IA1_17070
ko:K03676	sene:IA1_17995
ko:K06903	sene:IA1_20440
ko:K06905	sene:IA1_20470
ko:K06908	sene:IA1_20500
ko:K06907	sene:IA1_20505
ko:K02314	sene:IA1_20670
ko:K03546	sene:IA1_02115
ko:K06217	sene:IA1_03500
ko:K03292	sene:IA1_00760
ko:K05934	sene:IA1_10115
ko:K02335	sene:IA1_19435
ko:K03892	sene:IA1_10050
ko:K21393	sene:IA1_17835
ko:K21395	sene:IA1_17840
ko:K21470	sene:IA1_04845
ko:K21430	sene:IA1_04390
ko:K01420	sene:IA1_08230
ko:K21602	sene:IA1_17810
ko:K21645	sene:IA1_03890
ko:K21739	sene:IA1_03000
ko:K21740	sene:IA1_03005
ko:K21741	sene:IA1_03010
ko:K21746	sene:IA1_02995
ko:K21698	sene:IA1_16320
ko:K21695	sene:IA1_16315
ko:K21759	sene:IA1_14005
ko:K21948	sene:IA1_13975
ko:K21990	sene:IA1_11940
ko:K22041	sene:IA1_05980
ko:K22015	sene:IA1_20870
ko:K22015	sene:IA1_20865
ko:K22024	sene:IA1_00870
ko:K22025	sene:IA1_13960
ko:K22051	sene:IA1_21190
ko:K03741	sene:IA1_10045
ko:K08319	sene:IA1_13980
ko:K22131	sene:IA1_13965
ko:K01816	sene:IA1_02740
ko:K14274	sene:IA1_13060
ko:K22130	sene:IA1_13970
ko:K03595	sene:IA1_12895
ko:K22129	sene:IA1_00865
ko:K22105	sene:IA1_20080
ko:K22104	sene:IA1_16180
ko:K22110	sene:IA1_19710
ko:K22110	sene:IA1_05565
ko:K22110	sene:IA1_19510
ko:K22270	sene:IA1_10880
ko:K03079	sene:IA1_17855
ko:K08994	sene:IA1_07560
ko:K03078	sene:IA1_17850
ko:K03077	sene:IA1_17860
ko:K03077	sene:IA1_00505
ko:K15634	sene:IA1_22400
ko:K22397	sene:IA1_17125
ko:K22293	sene:IA1_07470
ko:K13566	sene:IA1_01680
ko:K11206	sene:IA1_03305
ko:K22488	sene:IA1_13745
ko:K22486	sene:IA1_13755
ko:K22489	sene:IA1_13990
ko:K22501	sene:IA1_08905
ko:K00424	sene:IA1_03780
ko:K22487	sene:IA1_13735
ko:K22505	sene:IA1_13730
ko:K22512	sene:IA1_13850
ko:K22504	sene:IA1_13865
ko:K22506	sene:IA1_13845
ko:K22507	sene:IA1_13825
ko:K22508	sene:IA1_13820
ko:K22509	sene:IA1_13815
ko:K22510	sene:IA1_13810
ko:K22511	sene:IA1_13860
ko:K22513	sene:IA1_13840
ko:K22514	sene:IA1_13835
