ko:K19744	paes:SCV20265_1135
ko:K02448	paes:SCV20265_0552
ko:K13487	paes:SCV20265_1301
ko:K13488	paes:SCV20265_1302
ko:K13486	paes:SCV20265_1303
ko:K13489	paes:SCV20265_1304
ko:K13490	paes:SCV20265_1305
ko:K18148	paes:SCV20265_6204
ko:K18138	paes:SCV20265_4949
ko:K13491	paes:SCV20265_1306
ko:K11444	paes:SCV20265_1307
ko:K02836	paes:SCV20265_1308
ko:K04567	paes:SCV20265_1310
ko:K06889	paes:SCV20265_1315
ko:K01534	paes:SCV20265_1320
ko:K01595	paes:SCV20265_1323
ko:K00939	paes:SCV20265_1324
ko:K15984	paes:SCV20265_1330
ko:K09914	paes:SCV20265_1336
ko:K00631	paes:SCV20265_1337
ko:K01990	paes:SCV20265_1338
ko:K01992	paes:SCV20265_1339
ko:K02426	paes:SCV20265_1342
ko:K01766	paes:SCV20265_1343
ko:K00674	paes:SCV20265_1344
ko:K00645	paes:SCV20265_2082
ko:K00059	paes:SCV20265_2083
ko:K02078	paes:SCV20265_2084
ko:K09458	paes:SCV20265_2086
ko:K02619	paes:SCV20265_2087
ko:K07082	paes:SCV20265_2088
ko:K00943	paes:SCV20265_2089
ko:K02341	paes:SCV20265_2090
ko:K02676	paes:SCV20265_2091
ko:K03424	paes:SCV20265_2092
ko:K09986	paes:SCV20265_2097
ko:K00311	paes:SCV20265_2098
ko:K03521	paes:SCV20265_2099
ko:K03522	paes:SCV20265_2100
ko:K03630	paes:SCV20265_2106
ko:K00537	paes:SCV20265_2108
ko:K03325	paes:SCV20265_2109
ko:K01551	paes:SCV20265_2110
ko:K07089	paes:SCV20265_2132
ko:K15342	paes:SCV20265_2893
ko:K06911	paes:SCV20265_2900
ko:K01194	paes:SCV20265_2902
ko:K00836	paes:SCV20265_2905
ko:K09816	paes:SCV20265_2909
ko:K09817	paes:SCV20265_2910
ko:K09815	paes:SCV20265_2911
ko:K16088	paes:SCV20265_2919
ko:K06160	paes:SCV20265_2920
ko:K05685	paes:SCV20265_2927
ko:K13888	paes:SCV20265_2928
ko:K03088	paes:SCV20265_2931
ko:K10531	paes:SCV20265_2932
ko:K07116	paes:SCV20265_2933
ko:K03221	paes:SCV20265_3691
ko:K03220	paes:SCV20265_3692
ko:K03219	paes:SCV20265_3693
ko:K03230	paes:SCV20265_3707
ko:K04058	paes:SCV20265_3712
ko:K03224	paes:SCV20265_3713
ko:K03225	paes:SCV20265_3716
ko:K03226	paes:SCV20265_3717
ko:K03227	paes:SCV20265_3718
ko:K03228	paes:SCV20265_3719
ko:K03229	paes:SCV20265_3720
ko:K00797	paes:SCV20265_3723
ko:K01247	paes:SCV20265_3724
ko:K09880	paes:SCV20265_3726
ko:K08967	paes:SCV20265_3727
ko:K08964	paes:SCV20265_3728
ko:K05820	paes:SCV20265_3729
ko:K01736	paes:SCV20265_3730
ko:K06889	paes:SCV20265_3731
ko:K07320	paes:SCV20265_3733
ko:K03168	paes:SCV20265_4477
ko:K02669	paes:SCV20265_4489
ko:K14414	paes:SCV20265_5209
ko:K14415	paes:SCV20265_5212
ko:K07074	paes:SCV20265_5213
ko:K01974	paes:SCV20265_5214
ko:K00428	paes:SCV20265_5216
ko:K00262	paes:SCV20265_5217
ko:K06076	paes:SCV20265_5219
ko:K02004	paes:SCV20265_5224
ko:K02003	paes:SCV20265_5225
ko:K00600	paes:SCV20265_5234
ko:K06200	paes:SCV20265_5238
ko:K04485	paes:SCV20265_5241
ko:K09794	paes:SCV20265_5243
ko:K03781	paes:SCV20265_5245
ko:K03282	paes:SCV20265_5247
ko:K00528	paes:SCV20265_5248
ko:K07141	paes:SCV20265_5252
ko:K07402	paes:SCV20265_5253
ko:K08082	paes:SCV20265_5986
ko:K01755	paes:SCV20265_5987
ko:K11903	paes:SCV20265_5991
ko:K03284	paes:SCV20265_5992
ko:K02030	paes:SCV20265_5994
ko:K05851	paes:SCV20265_5996
ko:K06140	paes:SCV20265_5998
ko:K06202	paes:SCV20265_6000
ko:K01586	paes:SCV20265_6002
ko:K01778	paes:SCV20265_6003
ko:K09921	paes:SCV20265_6004
ko:K03733	paes:SCV20265_6005
ko:K03320	paes:SCV20265_6013
ko:K04752	paes:SCV20265_6014
ko:K09806	paes:SCV20265_6015
ko:K07391	paes:SCV20265_6016
ko:K02168	paes:SCV20265_6017
ko:K03656	paes:SCV20265_6021
ko:K00156	paes:SCV20265_6022
ko:K03816	paes:SCV20265_6023
ko:K01775	paes:SCV20265_6027
ko:K00285	paes:SCV20265_6029
ko:K09978	paes:SCV20265_6030
ko:K14228	paes:SCV20265_6376
ko:K14232	paes:SCV20265_6365
ko:K14221	paes:SCV20265_6326
ko:K14221	paes:SCV20265_6333
ko:K14221	paes:SCV20265_6334
ko:K14221	paes:SCV20265_6346
ko:K06872	paes:SCV20265_0565
ko:K03744	paes:SCV20265_0566
ko:K03611	paes:SCV20265_0567
ko:K03932	paes:SCV20265_0572
ko:K00789	paes:SCV20265_0575
ko:K00615	paes:SCV20265_0577
ko:K03472	paes:SCV20265_0580
ko:K00927	paes:SCV20265_0581
ko:K01624	paes:SCV20265_0584
ko:K07007	paes:SCV20265_0588
ko:K07043	paes:SCV20265_0589
ko:K03086	paes:SCV20265_0606
ko:K09117	paes:SCV20265_0609
ko:K02970	paes:SCV20265_0610
ko:K06940	paes:SCV20265_1392
ko:K03316	paes:SCV20265_1395
ko:K14267	paes:SCV20265_1396
ko:K00990	paes:SCV20265_1397
ko:K01265	paes:SCV20265_1398
ko:K02967	paes:SCV20265_1399
ko:K02357	paes:SCV20265_1400
ko:K09903	paes:SCV20265_1401
ko:K02838	paes:SCV20265_1402
ko:K00209	paes:SCV20265_2152
ko:K05936	paes:SCV20265_2154
ko:K02189	paes:SCV20265_2155
ko:K02234	paes:SCV20265_2159
ko:K02230	paes:SCV20265_2160
ko:K01626	paes:SCV20265_2161
ko:K03405	paes:SCV20265_2163
ko:K13580	paes:SCV20265_2164
ko:K10680	paes:SCV20265_2173
ko:K10017	paes:SCV20265_2180
ko:K10015	paes:SCV20265_2181
ko:K10016	paes:SCV20265_2182
ko:K00101	paes:SCV20265_2936
ko:K07302	paes:SCV20265_2939
ko:K07303	paes:SCV20265_2940
ko:K11907	paes:SCV20265_2947
ko:K11895	paes:SCV20265_2948
ko:K11896	paes:SCV20265_2949
ko:K11903	paes:SCV20265_2951
ko:K11900	paes:SCV20265_2952
ko:K11901	paes:SCV20265_2953
ko:K11893	paes:SCV20265_2956
ko:K11892	paes:SCV20265_2957
ko:K11891	paes:SCV20265_2958
ko:K11902	paes:SCV20265_2959
ko:K00299	paes:SCV20265_2962
ko:K04091	paes:SCV20265_2963
ko:K06916	paes:SCV20265_2966
ko:K01126	paes:SCV20265_2967
ko:K02072	paes:SCV20265_2968
ko:K02071	paes:SCV20265_2969
ko:K02073	paes:SCV20265_2970
ko:K17218	paes:SCV20265_2975
ko:K00847	paes:SCV20265_2976
ko:K00854	paes:SCV20265_2977
ko:K00045	paes:SCV20265_2978
ko:K10111	paes:SCV20265_2979
ko:K10229	paes:SCV20265_2980
ko:K10228	paes:SCV20265_2981
ko:K10227	paes:SCV20265_2982
ko:K01495	paes:SCV20265_3737
ko:K06996	paes:SCV20265_3739
ko:K11915	paes:SCV20265_3741
ko:K11891	paes:SCV20265_3742
ko:K11892	paes:SCV20265_3743
ko:K11893	paes:SCV20265_3744
ko:K11906	paes:SCV20265_3745
ko:K11907	paes:SCV20265_3749
ko:K11895	paes:SCV20265_3750
ko:K11896	paes:SCV20265_3751
ko:K11905	paes:SCV20265_3752
ko:K11900	paes:SCV20265_3753
ko:K11901	paes:SCV20265_3754
ko:K11910	paes:SCV20265_3755
ko:K00799	paes:SCV20265_3756
ko:K05782	paes:SCV20265_3760
ko:K03453	paes:SCV20265_3761
ko:K03406	paes:SCV20265_3765
ko:K06917	paes:SCV20265_3769
ko:K01008	paes:SCV20265_3770
ko:K07001	paes:SCV20265_3772
ko:K01425	paes:SCV20265_3774
ko:K07667	paes:SCV20265_3775
ko:K07646	paes:SCV20265_3776
ko:K01548	paes:SCV20265_3777
ko:K01547	paes:SCV20265_3778
ko:K01546	paes:SCV20265_3779
ko:K01545	paes:SCV20265_3780
ko:K06446	paes:SCV20265_3781
ko:K06920	paes:SCV20265_4544
ko:K10026	paes:SCV20265_4545
ko:K03640	paes:SCV20265_4547
ko:K03641	paes:SCV20265_4548
ko:K03560	paes:SCV20265_4550
ko:K03562	paes:SCV20265_4551
ko:K01075	paes:SCV20265_4552
ko:K03551	paes:SCV20265_4553
ko:K03550	paes:SCV20265_4554
ko:K01159	paes:SCV20265_4555
ko:K01876	paes:SCV20265_4557
ko:K04047	paes:SCV20265_4558
ko:K03704	paes:SCV20265_4559
ko:K03745	paes:SCV20265_4560
ko:K01881	paes:SCV20265_4564
ko:K01512	paes:SCV20265_4566
ko:K07058	paes:SCV20265_4570
ko:K00537	paes:SCV20265_4571
ko:K03809	paes:SCV20265_4572
ko:K10763	paes:SCV20265_4574
ko:K09938	paes:SCV20265_4575
ko:K01933	paes:SCV20265_4577
ko:K00018	paes:SCV20265_5262
ko:K00564	paes:SCV20265_5263
ko:K11733	paes:SCV20265_5264
ko:K03406	paes:SCV20265_5269
ko:K07507	paes:SCV20265_5271
ko:K07286	paes:SCV20265_5277
ko:K00116	paes:SCV20265_5278
ko:K04750	paes:SCV20265_5279
ko:K00760	paes:SCV20265_5283
ko:K00761	paes:SCV20265_5284
ko:K02824	paes:SCV20265_5285
ko:K07346	paes:SCV20265_5289
ko:K07347	paes:SCV20265_5290
ko:K01772	paes:SCV20265_5293
ko:K07071	paes:SCV20265_5294
ko:K06955	paes:SCV20265_5295
ko:K01669	paes:SCV20265_5298
ko:K01776	paes:SCV20265_5300
ko:K02493	paes:SCV20265_5302
ko:K02835	paes:SCV20265_5303
ko:K02492	paes:SCV20265_5304
ko:K12254	paes:SCV20265_6037
ko:K00822	paes:SCV20265_6039
ko:K06995	paes:SCV20265_6040
ko:K02913	paes:SCV20265_6041
ko:K02902	paes:SCV20265_6042
ko:K02035	paes:SCV20265_6043
ko:K03630	paes:SCV20265_6045
ko:K13038	paes:SCV20265_6046
ko:K15778	paes:SCV20265_6048
ko:K00930	paes:SCV20265_6049
ko:K07107	paes:SCV20265_6055
ko:K00762	paes:SCV20265_6057
ko:K01142	paes:SCV20265_6058
ko:K09940	paes:SCV20265_6059
ko:K00989	paes:SCV20265_6060
ko:K00942	paes:SCV20265_6062
ko:K03060	paes:SCV20265_6063
ko:K04761	paes:SCV20265_6071
ko:K03655	paes:SCV20265_6072
ko:K05787	paes:SCV20265_6075
ko:K05297	paes:SCV20265_6077
ko:K11477	paes:SCV20265_6080
ko:K11473	paes:SCV20265_6081
ko:K11472	paes:SCV20265_6082
ko:K11474	paes:SCV20265_6084
ko:K01409	paes:SCV20265_0611
ko:K08591	paes:SCV20265_0612
ko:K01633	paes:SCV20265_0613
ko:K00950	paes:SCV20265_0614
ko:K00974	paes:SCV20265_0615
ko:K09786	paes:SCV20265_0618
ko:K07180	paes:SCV20265_0619
ko:K02439	paes:SCV20265_0620
ko:K01525	paes:SCV20265_0621
ko:K06195	paes:SCV20265_0622
ko:K02528	paes:SCV20265_0623
ko:K00097	paes:SCV20265_0624
ko:K03771	paes:SCV20265_0625
ko:K04744	paes:SCV20265_0626
ko:K07102	paes:SCV20265_0627
ko:K05801	paes:SCV20265_0629
ko:K02055	paes:SCV20265_0633
ko:K02052	paes:SCV20265_0634
ko:K02055	paes:SCV20265_0635
ko:K02054	paes:SCV20265_0636
ko:K02053	paes:SCV20265_0637
ko:K01783	paes:SCV20265_0638
ko:K01091	paes:SCV20265_0639
ko:K01657	paes:SCV20265_0640
ko:K01658	paes:SCV20265_0661
ko:K00806	paes:SCV20265_1403
ko:K00981	paes:SCV20265_1404
ko:K00099	paes:SCV20265_1405
ko:K11749	paes:SCV20265_1406
ko:K07277	paes:SCV20265_1407
ko:K06142	paes:SCV20265_1408
ko:K02536	paes:SCV20265_1409
ko:K02372	paes:SCV20265_1410
ko:K00677	paes:SCV20265_1411
ko:K00748	paes:SCV20265_1412
ko:K03470	paes:SCV20265_1413
ko:K03310	paes:SCV20265_1414
ko:K02337	paes:SCV20265_1415
ko:K01962	paes:SCV20265_1416
ko:K04075	paes:SCV20265_1417
ko:K01937	paes:SCV20265_1418
ko:K01627	paes:SCV20265_1419
ko:K01689	paes:SCV20265_1420
ko:K05589	paes:SCV20265_1421
ko:K00991	paes:SCV20265_1422
ko:K07112	paes:SCV20265_1424
ko:K00121	paes:SCV20265_1426
ko:K01070	paes:SCV20265_1427
ko:K01770	paes:SCV20265_1428
ko:K06176	paes:SCV20265_1429
ko:K03787	paes:SCV20265_1430
ko:K00573	paes:SCV20265_1431
ko:K03087	paes:SCV20265_1433
ko:K05524	paes:SCV20265_1434
ko:K03555	paes:SCV20265_1435
ko:K03743	paes:SCV20265_1438
ko:K03565	paes:SCV20265_1440
ko:K06966	paes:SCV20265_1441
ko:K07576	paes:SCV20265_1442
ko:K09954	paes:SCV20265_1445
ko:K11069	paes:SCV20265_1447
ko:K11070	paes:SCV20265_1448
ko:K11071	paes:SCV20265_1449
ko:K03406	paes:SCV20265_2186
ko:K02015	paes:SCV20265_2192
ko:K02016	paes:SCV20265_2193
ko:K02013	paes:SCV20265_2194
ko:K02014	paes:SCV20265_2195
ko:K05895	paes:SCV20265_2197
ko:K02188	paes:SCV20265_2198
ko:K00595	paes:SCV20265_2199
ko:K02229	paes:SCV20265_2200
ko:K06042	paes:SCV20265_2201
ko:K03394	paes:SCV20265_2202
ko:K13541	paes:SCV20265_2203
ko:K02030	paes:SCV20265_2204
ko:K03088	paes:SCV20265_2210
ko:K13776	paes:SCV20265_2213
ko:K13777	paes:SCV20265_2215
ko:K13779	paes:SCV20265_2216
ko:K11731	paes:SCV20265_2217
ko:K13778	paes:SCV20265_2218
ko:K13774	paes:SCV20265_2219
ko:K07052	paes:SCV20265_2222
ko:K01591	paes:SCV20265_2230
ko:K03924	paes:SCV20265_2231
ko:K02014	paes:SCV20265_2986
ko:K02049	paes:SCV20265_2992
ko:K02051	paes:SCV20265_2993
ko:K02050	paes:SCV20265_2994
ko:K00131	paes:SCV20265_2998
ko:K03299	paes:SCV20265_3001
ko:K00851	paes:SCV20265_3002
ko:K06145	paes:SCV20265_3003
ko:K06995	paes:SCV20265_3004
ko:K09471	paes:SCV20265_3005
ko:K03119	paes:SCV20265_3013
ko:K02051	paes:SCV20265_3014
ko:K02049	paes:SCV20265_3015
ko:K02050	paes:SCV20265_3016
ko:K03710	paes:SCV20265_3024
ko:K02051	paes:SCV20265_3028
ko:K02050	paes:SCV20265_3029
ko:K02049	paes:SCV20265_3030
ko:K07267	paes:SCV20265_3033
ko:K00117	paes:SCV20265_3034
ko:K00074	paes:SCV20265_3784
ko:K03449	paes:SCV20265_3786
ko:K08296	paes:SCV20265_3796
ko:K00057	paes:SCV20265_3798
ko:K02014	paes:SCV20265_3799
ko:K01716	paes:SCV20265_3802
ko:K00647	paes:SCV20265_3803
ko:K03406	paes:SCV20265_3804
ko:K00606	paes:SCV20265_3814
ko:K04079	paes:SCV20265_3816
ko:K03311	paes:SCV20265_3822
ko:K01902	paes:SCV20265_3823
ko:K01903	paes:SCV20265_3824
ko:K00382	paes:SCV20265_3825
ko:K00658	paes:SCV20265_3826
ko:K00164	paes:SCV20265_3827
ko:K00240	paes:SCV20265_3828
ko:K00239	paes:SCV20265_3829
ko:K00242	paes:SCV20265_3830
ko:K11175	paes:SCV20265_4578
ko:K09912	paes:SCV20265_4586
ko:K04765	paes:SCV20265_4588
ko:K00951	paes:SCV20265_4589
ko:K03215	paes:SCV20265_4590
ko:K12339	paes:SCV20265_4591
ko:K07678	paes:SCV20265_4595
ko:K03778	paes:SCV20265_4596
ko:K07014	paes:SCV20265_4599
ko:K02346	paes:SCV20265_4600
ko:K14205	paes:SCV20265_4603
ko:K12262	paes:SCV20265_4605
ko:K03549	paes:SCV20265_4606
ko:K14441	paes:SCV20265_4608
ko:K06213	paes:SCV20265_4611
ko:K03563	paes:SCV20265_4619
ko:K00928	paes:SCV20265_4620
ko:K01872	paes:SCV20265_4621
ko:K01620	paes:SCV20265_4622
ko:K05526	paes:SCV20265_4623
ko:K02494	paes:SCV20265_5306
ko:K00919	paes:SCV20265_5307
ko:K00948	paes:SCV20265_5308
ko:K02897	paes:SCV20265_5309
ko:K01056	paes:SCV20265_5310
ko:K06942	paes:SCV20265_5311
ko:K02014	paes:SCV20265_5325
ko:K01673	paes:SCV20265_5326
ko:K03789	paes:SCV20265_5328
ko:K02012	paes:SCV20265_5337
ko:K02011	paes:SCV20265_5338
ko:K03808	paes:SCV20265_5340
ko:K03808	paes:SCV20265_5341
ko:K17247	paes:SCV20265_5342
ko:K17103	paes:SCV20265_5344
ko:K00053	paes:SCV20265_5345
ko:K01653	paes:SCV20265_5346
ko:K01652	paes:SCV20265_5347
ko:K03181	paes:SCV20265_6085
ko:K03179	paes:SCV20265_6086
ko:K07657	paes:SCV20265_6088
ko:K07636	paes:SCV20265_6089
ko:K02039	paes:SCV20265_6093
ko:K02036	paes:SCV20265_6094
ko:K02038	paes:SCV20265_6095
ko:K02037	paes:SCV20265_6096
ko:K02040	paes:SCV20265_6097
ko:K10806	paes:SCV20265_6099
ko:K02167	paes:SCV20265_6102
ko:K02168	paes:SCV20265_6104
ko:K02000	paes:SCV20265_6105
ko:K02001	paes:SCV20265_6106
ko:K02002	paes:SCV20265_6107
ko:K01752	paes:SCV20265_6109
ko:K07107	paes:SCV20265_6116
ko:K17735	paes:SCV20265_6117
ko:K02002	paes:SCV20265_6119
ko:K01438	paes:SCV20265_6120
ko:K06131	paes:SCV20265_6124
ko:K09958	paes:SCV20265_6125
ko:K01273	paes:SCV20265_6126
ko:K00766	paes:SCV20265_0662
ko:K01609	paes:SCV20265_0663
ko:K10914	paes:SCV20265_0664
ko:K07397	paes:SCV20265_0665
ko:K01611	paes:SCV20265_0666
ko:K06134	paes:SCV20265_0667
ko:K02503	paes:SCV20265_0668
ko:K07124	paes:SCV20265_0670
ko:K00459	paes:SCV20265_0672
ko:K08973	paes:SCV20265_0673
ko:K00145	paes:SCV20265_0674
ko:K15724	paes:SCV20265_0677
ko:K09001	paes:SCV20265_0678
ko:K01866	paes:SCV20265_0680
ko:K03524	paes:SCV20265_0681
ko:K03525	paes:SCV20265_0682
ko:K02358	paes:SCV20265_0684
ko:K03073	paes:SCV20265_0685
ko:K02601	paes:SCV20265_0686
ko:K02867	paes:SCV20265_0687
ko:K02863	paes:SCV20265_0688
ko:K02864	paes:SCV20265_0689
ko:K02935	paes:SCV20265_0690
ko:K03043	paes:SCV20265_0691
ko:K03046	paes:SCV20265_0692
ko:K02950	paes:SCV20265_0693
ko:K02992	paes:SCV20265_0694
ko:K02355	paes:SCV20265_0695
ko:K02946	paes:SCV20265_0697
ko:K02906	paes:SCV20265_0698
ko:K02926	paes:SCV20265_0699
ko:K02892	paes:SCV20265_0700
ko:K02886	paes:SCV20265_0701
ko:K02965	paes:SCV20265_0702
ko:K02890	paes:SCV20265_0703
ko:K02982	paes:SCV20265_0704
ko:K02878	paes:SCV20265_0705
ko:K11072	paes:SCV20265_1450
ko:K05812	paes:SCV20265_1451
ko:K00901	paes:SCV20265_1454
ko:K02909	paes:SCV20265_1456
ko:K02919	paes:SCV20265_1457
ko:K10778	paes:SCV20265_1461
ko:K00074	paes:SCV20265_1468
ko:K00626	paes:SCV20265_1469
ko:K03576	paes:SCV20265_1471
ko:K02442	paes:SCV20265_1473
ko:K00111	paes:SCV20265_1474
ko:K02444	paes:SCV20265_1476
ko:K00864	paes:SCV20265_1478
ko:K02440	paes:SCV20265_1479
ko:K00864	paes:SCV20265_1481
ko:K07213	paes:SCV20265_1486
ko:K07552	paes:SCV20265_1488
ko:K00140	paes:SCV20265_1491
ko:K01908	paes:SCV20265_1493
ko:K03424	paes:SCV20265_1498
ko:K03424	paes:SCV20265_2240
ko:K15977	paes:SCV20265_2243
ko:K01975	paes:SCV20265_2246
ko:K04760	paes:SCV20265_2248
ko:K02004	paes:SCV20265_2249
ko:K02003	paes:SCV20265_2250
ko:K10804	paes:SCV20265_2251
ko:K02356	paes:SCV20265_2256
ko:K07090	paes:SCV20265_2260
ko:K09927	paes:SCV20265_2263
ko:K01626	paes:SCV20265_2264
ko:K05592	paes:SCV20265_2269
ko:K03543	paes:SCV20265_2274
ko:K00569	paes:SCV20265_2278
ko:K03799	paes:SCV20265_2280
ko:K14260	paes:SCV20265_2282
ko:K07305	paes:SCV20265_2283
ko:K02014	paes:SCV20265_3036
ko:K03893	paes:SCV20265_3047
ko:K13979	paes:SCV20265_3050
ko:K13639	paes:SCV20265_3052
ko:K03587	paes:SCV20265_3053
ko:K06151	paes:SCV20265_3060
ko:K06152	paes:SCV20265_3061
ko:K00032	paes:SCV20265_3062
ko:K02525	paes:SCV20265_3066
ko:K01424	paes:SCV20265_3074
ko:K03310	paes:SCV20265_3075
ko:K00382	paes:SCV20265_3077
ko:K09699	paes:SCV20265_3078
ko:K00167	paes:SCV20265_3079
ko:K00166	paes:SCV20265_3080
ko:K03168	paes:SCV20265_3083
ko:K00241	paes:SCV20265_3831
ko:K01647	paes:SCV20265_3832
ko:K06940	paes:SCV20265_3834
ko:K09922	paes:SCV20265_3836
ko:K09913	paes:SCV20265_3839
ko:K09974	paes:SCV20265_3840
ko:K01915	paes:SCV20265_3849
ko:K04085	paes:SCV20265_3851
ko:K06968	paes:SCV20265_3852
ko:K01681	paes:SCV20265_3853
ko:K03776	paes:SCV20265_3854
ko:K07020	paes:SCV20265_3856
ko:K00404	paes:SCV20265_3858
ko:K00405	paes:SCV20265_3859
ko:K00407	paes:SCV20265_3860
ko:K00406	paes:SCV20265_3861
ko:K00404	paes:SCV20265_3862
ko:K00405	paes:SCV20265_3863
ko:K00407	paes:SCV20265_3864
ko:K00406	paes:SCV20265_3865
ko:K09926	paes:SCV20265_3867
ko:K09792	paes:SCV20265_3870
ko:K00759	paes:SCV20265_3874
ko:K07044	paes:SCV20265_3875
ko:K11743	paes:SCV20265_3876
ko:K03366	paes:SCV20265_0817
ko:K00004	paes:SCV20265_0812
ko:K09017	paes:SCV20265_0172
ko:K01800	paes:SCV20265_2837
ko:K14742	paes:SCV20265_1325
ko:K01659	paes:SCV20265_4728
ko:K18093	paes:SCV20265_4562
ko:K03719	paes:SCV20265_5136
ko:K00632	paes:SCV20265_1590
ko:K18029	paes:SCV20265_3810
ko:K03585	paes:SCV20265_4948
ko:K11917	paes:SCV20265_2960
ko:K00249	paes:SCV20265_4645
ko:K16011	paes:SCV20265_1511
ko:K00249	paes:SCV20265_3882
ko:K05600	paes:SCV20265_2796
ko:K00557	paes:SCV20265_5373
ko:K11441	paes:SCV20265_3064
ko:K18073	paes:SCV20265_3605
ko:K18072	paes:SCV20265_3606
ko:K07814	paes:SCV20265_5437
ko:K10014	paes:SCV20265_2183
ko:K07222	paes:SCV20265_6123
ko:K17850	paes:SCV20265_0859
ko:K04343	paes:SCV20265_3541
ko:K07782	paes:SCV20265_3497
ko:K11747	paes:SCV20265_4215
ko:K18100	paes:SCV20265_1563
ko:K18101	paes:SCV20265_1564
ko:K18099	paes:SCV20265_1565
ko:K00249	paes:SCV20265_5661
ko:K00146	paes:SCV20265_0899
ko:K18118	paes:SCV20265_6178
ko:K09472	paes:SCV20265_0223
ko:K00523	paes:SCV20265_5958
ko:K18235	paes:SCV20265_0492
ko:K18304	paes:SCV20265_3994
ko:K14219	paes:SCV20265_6354
ko:K14219	paes:SCV20265_6355
ko:K18296	paes:SCV20265_5230
ko:K18295	paes:SCV20265_5231
ko:K18294	paes:SCV20265_5232
ko:K18298	paes:SCV20265_2817
ko:K18299	paes:SCV20265_2816
ko:K18300	paes:SCV20265_2815
ko:K18305	paes:SCV20265_0757
ko:K18306	paes:SCV20265_0756
ko:K18307	paes:SCV20265_0755
ko:K18308	paes:SCV20265_0754
ko:K14224	paes:SCV20265_6329
ko:K14224	paes:SCV20265_6331
ko:K14224	paes:SCV20265_6337
ko:K14218	paes:SCV20265_6328
ko:K14218	paes:SCV20265_6330
ko:K14218	paes:SCV20265_6316
ko:K14218	paes:SCV20265_6384
ko:K14218	paes:SCV20265_6372
ko:K14218	paes:SCV20265_6360
ko:K14220	paes:SCV20265_6327
ko:K14220	paes:SCV20265_6366
ko:K14219	paes:SCV20265_6367
ko:K14219	paes:SCV20265_6312
ko:K14225	paes:SCV20265_6338
ko:K14225	paes:SCV20265_6343
ko:K14225	paes:SCV20265_6339
ko:K02487	paes:SCV20265_4482
ko:K07092	paes:SCV20265_5451
ko:K19586	paes:SCV20265_2323
ko:K14228	paes:SCV20265_6345
ko:K14228	paes:SCV20265_6323
ko:K14228	paes:SCV20265_6378
ko:K14228	paes:SCV20265_6379
ko:K14222	paes:SCV20265_6344
ko:K14225	paes:SCV20265_6320
ko:K14233	paes:SCV20265_6342
ko:K14233	paes:SCV20265_6336
ko:K14232	paes:SCV20265_6341
ko:K14232	paes:SCV20265_6335
ko:K14237	paes:SCV20265_6340
ko:K12538	paes:SCV20265_1641
ko:K12538	paes:SCV20265_4168
ko:K14237	paes:SCV20265_6325
ko:K14237	paes:SCV20265_6332
ko:K18289	paes:SCV20265_4642
ko:K07497	paes:SCV20265_0263
ko:K07165	paes:SCV20265_1636
ko:K07165	paes:SCV20265_5555
ko:K12943	paes:SCV20265_5584
ko:K07165	paes:SCV20265_4111
ko:K07165	paes:SCV20265_1095
ko:K07165	paes:SCV20265_3483
ko:K07165	paes:SCV20265_2929
ko:K18291	paes:SCV20265_4646
ko:K18292	paes:SCV20265_4641
ko:K18301	paes:SCV20265_1332
ko:K18303	paes:SCV20265_1334
ko:K14219	paes:SCV20265_6350
ko:K14235	paes:SCV20265_6322
ko:K14234	paes:SCV20265_6321
ko:K14234	paes:SCV20265_6363
ko:K14234	paes:SCV20265_6381
ko:K18346	paes:SCV20265_4778
ko:K14236	paes:SCV20265_6319
ko:K14227	paes:SCV20265_6315
ko:K14227	paes:SCV20265_6361
ko:K14227	paes:SCV20265_6373
ko:K14227	paes:SCV20265_6385
ko:K14229	paes:SCV20265_6352
ko:K14229	paes:SCV20265_6364
ko:K14223	paes:SCV20265_6368
ko:K14230	paes:SCV20265_6369
ko:K14230	paes:SCV20265_6375
ko:K14230	paes:SCV20265_6353
ko:K14230	paes:SCV20265_6313
ko:K14238	paes:SCV20265_6377
ko:K14231	paes:SCV20265_6380
ko:K14225	paes:SCV20265_6357
ko:K14233	paes:SCV20265_6356
ko:K14233	paes:SCV20265_6351
ko:K14226	paes:SCV20265_6347
ko:K14226	paes:SCV20265_6349
ko:K14228	paes:SCV20265_6348
ko:K14219	paes:SCV20265_6324
ko:K00138	paes:SCV20265_3408
ko:K00138	paes:SCV20265_0952
ko:K00138	paes:SCV20265_0953
ko:K08721	paes:SCV20265_5229
ko:K07665	paes:SCV20265_2310
ko:K11073	paes:SCV20265_4194
ko:K11073	paes:SCV20265_0306
ko:K12368	paes:SCV20265_5124
ko:K03704	paes:SCV20265_4478
ko:K11688	paes:SCV20265_5249
ko:K02338	paes:SCV20265_1356
ko:K06194	paes:SCV20265_1432
ko:K02358	paes:SCV20265_0696
ko:K04057	paes:SCV20265_3715
ko:K22589	paes:SCV20265_2566
ko:K10814	paes:SCV20265_3181
ko:K10816	paes:SCV20265_3179
ko:K00100	paes:SCV20265_4276
ko:K18473	paes:SCV20265_5892
ko:K16234	paes:SCV20265_5769
ko:K11904	paes:SCV20265_3909
ko:K11904	paes:SCV20265_5990
ko:K11914	paes:SCV20265_3748
ko:K11904	paes:SCV20265_0093
ko:K11904	paes:SCV20265_0097
