ko:K02495	ecoi:ECOPMV1_04229
ko:K01894	ecoi:ECOPMV1_00150
ko:K06204	ecoi:ECOPMV1_00151
ko:K06206	ecoi:ECOPMV1_00152
ko:K01975	ecoi:ECOPMV1_00153
ko:K03579	ecoi:ECOPMV1_00154
ko:K05365	ecoi:ECOPMV1_00155
ko:K02013	ecoi:ECOPMV1_00157
ko:K02016	ecoi:ECOPMV1_00158
ko:K02015	ecoi:ECOPMV1_00159
ko:K02518	ecoi:ECOPMV1_00923
ko:K00684	ecoi:ECOPMV1_00924
ko:K00384	ecoi:ECOPMV1_00927
ko:K03466	ecoi:ECOPMV1_00929
ko:K03634	ecoi:ECOPMV1_00930
ko:K07478	ecoi:ECOPMV1_00931
ko:K01875	ecoi:ECOPMV1_00932
ko:K07306	ecoi:ECOPMV1_00934
ko:K08219	ecoi:ECOPMV1_00938
ko:K04069	ecoi:ECOPMV1_00939
ko:K00656	ecoi:ECOPMV1_00940
ko:K09136	ecoi:ECOPMV1_00942
ko:K00831	ecoi:ECOPMV1_00944
ko:K00800	ecoi:ECOPMV1_00945
ko:K07387	ecoi:ECOPMV1_00946
ko:K00945	ecoi:ECOPMV1_00947
ko:K02945	ecoi:ECOPMV1_00948
ko:K05788	ecoi:ECOPMV1_00949
ko:K00912	ecoi:ECOPMV1_00952
ko:K09927	ecoi:ECOPMV1_00953
ko:K09791	ecoi:ECOPMV1_00954
ko:K00979	ecoi:ECOPMV1_00955
ko:K06219	ecoi:ECOPMV1_00958
ko:K03633	ecoi:ECOPMV1_00959
ko:K03804	ecoi:ECOPMV1_00960
ko:K03632	ecoi:ECOPMV1_00961
ko:K01893	ecoi:ECOPMV1_00967
ko:K00763	ecoi:ECOPMV1_00968
ko:K01256	ecoi:ECOPMV1_00969
ko:K10773	ecoi:ECOPMV1_01728
ko:K03305	ecoi:ECOPMV1_01729
ko:K00868	ecoi:ECOPMV1_01731
ko:K01866	ecoi:ECOPMV1_01732
ko:K00275	ecoi:ECOPMV1_01733
ko:K09001	ecoi:ECOPMV1_01735
ko:K06077	ecoi:ECOPMV1_01736
ko:K06938	ecoi:ECOPMV1_01743
ko:K16137	ecoi:ECOPMV1_01744
ko:K10680	ecoi:ECOPMV1_01745
ko:K03683	ecoi:ECOPMV1_01747
ko:K07390	ecoi:ECOPMV1_01748
ko:K04564	ecoi:ECOPMV1_01750
ko:K00574	ecoi:ECOPMV1_01756
ko:K00793	ecoi:ECOPMV1_01757
ko:K03327	ecoi:ECOPMV1_01758
ko:K08354	ecoi:ECOPMV1_01765
ko:K00873	ecoi:ECOPMV1_01772
ko:K01061	ecoi:ECOPMV1_03304
ko:K03561	ecoi:ECOPMV1_03309
ko:K08325	ecoi:ECOPMV1_03313
ko:K00655	ecoi:ECOPMV1_03326
ko:K02621	ecoi:ECOPMV1_03327
ko:K07471	ecoi:ECOPMV1_03329
ko:K03923	ecoi:ECOPMV1_03336
ko:K02016	ecoi:ECOPMV1_03339
ko:K02015	ecoi:ECOPMV1_03340
ko:K02015	ecoi:ECOPMV1_03341
ko:K02013	ecoi:ECOPMV1_03342
ko:K02622	ecoi:ECOPMV1_03344
ko:K07000	ecoi:ECOPMV1_03345
ko:K09902	ecoi:ECOPMV1_01302
ko:K09160	ecoi:ECOPMV1_01304
ko:K03611	ecoi:ECOPMV1_01309
ko:K03314	ecoi:ECOPMV1_01310
ko:K03603	ecoi:ECOPMV1_01311
ko:K00285	ecoi:ECOPMV1_01313
ko:K01775	ecoi:ECOPMV1_01314
ko:K08308	ecoi:ECOPMV1_01317
ko:K03813	ecoi:ECOPMV1_01321
ko:K05372	ecoi:ECOPMV1_02070
ko:K04784	ecoi:ECOPMV1_02071
ko:K04786	ecoi:ECOPMV1_02072
ko:K04785	ecoi:ECOPMV1_02073
ko:K05374	ecoi:ECOPMV1_02074
ko:K04783	ecoi:ECOPMV1_02075
ko:K15721	ecoi:ECOPMV1_02076
ko:K13735	ecoi:ECOPMV1_02078
ko:K01241	ecoi:ECOPMV1_02082
ko:K13635	ecoi:ECOPMV1_02086
ko:K00645	ecoi:ECOPMV1_02103
ko:K00074	ecoi:ECOPMV1_02106
ko:K06133	ecoi:ECOPMV1_02110
ko:K00768	ecoi:ECOPMV1_02114
ko:K02233	ecoi:ECOPMV1_02115
ko:K02231	ecoi:ECOPMV1_02116
ko:K16087	ecoi:ECOPMV1_02117
ko:K02461	ecoi:ECOPMV1_03644
ko:K02462	ecoi:ECOPMV1_03645
ko:K03594	ecoi:ECOPMV1_03647
ko:K02192	ecoi:ECOPMV1_03648
ko:K13381	ecoi:ECOPMV1_03649
ko:K02358	ecoi:ECOPMV1_03650
ko:K02355	ecoi:ECOPMV1_03651
ko:K02992	ecoi:ECOPMV1_03652
ko:K02950	ecoi:ECOPMV1_03653
ko:K07237	ecoi:ECOPMV1_03654
ko:K07236	ecoi:ECOPMV1_03655
ko:K07235	ecoi:ECOPMV1_03656
ko:K03745	ecoi:ECOPMV1_03659
ko:K03775	ecoi:ECOPMV1_03660
ko:K07070	ecoi:ECOPMV1_03661
ko:K06158	ecoi:ECOPMV1_03664
ko:K00855	ecoi:ECOPMV1_03667
ko:K07397	ecoi:ECOPMV1_03668
ko:K04095	ecoi:ECOPMV1_03673
ko:K06141	ecoi:ECOPMV1_03676
ko:K00362	ecoi:ECOPMV1_03677
ko:K00363	ecoi:ECOPMV1_03678
ko:K02598	ecoi:ECOPMV1_03679
ko:K02302	ecoi:ECOPMV1_03680
ko:K01867	ecoi:ECOPMV1_03690
ko:K01091	ecoi:ECOPMV1_03691
ko:K01783	ecoi:ECOPMV1_03692
ko:K05539	ecoi:ECOPMV1_04484
ko:K02529	ecoi:ECOPMV1_04491
ko:K14229	ecoi:ECOPMV1_00746
ko:K14229	ecoi:ECOPMV1_00750
ko:K14229	ecoi:ECOPMV1_02606
ko:K14229	ecoi:ECOPMV1_00751
ko:K14229	ecoi:ECOPMV1_00748
ko:K14229	ecoi:ECOPMV1_00752
ko:K14233	ecoi:ECOPMV1_02951
ko:K14230	ecoi:ECOPMV1_03073
ko:K14230	ecoi:ECOPMV1_03480
ko:K14230	ecoi:ECOPMV1_03074
ko:K14225	ecoi:ECOPMV1_03136
ko:K07042	ecoi:ECOPMV1_00669
ko:K06168	ecoi:ECOPMV1_00671
ko:K03184	ecoi:ECOPMV1_00672
ko:K01953	ecoi:ECOPMV1_00680
ko:K02565	ecoi:ECOPMV1_00682
ko:K01443	ecoi:ECOPMV1_00683
ko:K02802	ecoi:ECOPMV1_00685
ko:K02803	ecoi:ECOPMV1_00685
ko:K02804	ecoi:ECOPMV1_00685
ko:K01714	ecoi:ECOPMV1_00691
ko:K01886	ecoi:ECOPMV1_00696
ko:K03839	ecoi:ECOPMV1_00700
ko:K03645	ecoi:ECOPMV1_00703
ko:K01581	ecoi:ECOPMV1_00706
ko:K07667	ecoi:ECOPMV1_00707
ko:K07646	ecoi:ECOPMV1_00708
ko:K01548	ecoi:ECOPMV1_00709
ko:K01547	ecoi:ECOPMV1_00710
ko:K01546	ecoi:ECOPMV1_00711
ko:K01669	ecoi:ECOPMV1_00714
ko:K03305	ecoi:ECOPMV1_00715
ko:K07160	ecoi:ECOPMV1_00719
ko:K01591	ecoi:ECOPMV1_01479
ko:K03113	ecoi:ECOPMV1_01480
ko:K04062	ecoi:ECOPMV1_01481
ko:K14051	ecoi:ECOPMV1_01484
ko:K01147	ecoi:ECOPMV1_01485
ko:K00208	ecoi:ECOPMV1_01487
ko:K07552	ecoi:ECOPMV1_01492
ko:K03974	ecoi:ECOPMV1_01499
ko:K03969	ecoi:ECOPMV1_01500
ko:K03970	ecoi:ECOPMV1_01501
ko:K03971	ecoi:ECOPMV1_01503
ko:K14053	ecoi:ECOPMV1_01515
ko:K06918	ecoi:ECOPMV1_01517
ko:K08990	ecoi:ECOPMV1_01518
ko:K03721	ecoi:ECOPMV1_01519
ko:K11065	ecoi:ECOPMV1_01520
ko:K14054	ecoi:ECOPMV1_01522
ko:K15580	ecoi:ECOPMV1_01526
ko:K16052	ecoi:ECOPMV1_01527
ko:K07347	ecoi:ECOPMV1_02269
ko:K01874	ecoi:ECOPMV1_02274
ko:K02478	ecoi:ECOPMV1_02287
ko:K05846	ecoi:ECOPMV1_02290
ko:K05847	ecoi:ECOPMV1_02291
ko:K05846	ecoi:ECOPMV1_02292
ko:K05845	ecoi:ECOPMV1_02293
ko:K05349	ecoi:ECOPMV1_02294
ko:K03777	ecoi:ECOPMV1_02295
ko:K07262	ecoi:ECOPMV1_02296
ko:K05541	ecoi:ECOPMV1_02301
ko:K10542	ecoi:ECOPMV1_02310
ko:K02529	ecoi:ECOPMV1_02312
ko:K07148	ecoi:ECOPMV1_02313
ko:K01495	ecoi:ECOPMV1_02314
ko:K01752	ecoi:ECOPMV1_03054
ko:K01146	ecoi:ECOPMV1_03055
ko:K00048	ecoi:ECOPMV1_03056
ko:K01628	ecoi:ECOPMV1_03057
ko:K02429	ecoi:ECOPMV1_03058
ko:K01818	ecoi:ECOPMV1_03059
ko:K02431	ecoi:ECOPMV1_03061
ko:K02430	ecoi:ECOPMV1_03062
ko:K06968	ecoi:ECOPMV1_03063
ko:K01766	ecoi:ECOPMV1_03068
ko:K02426	ecoi:ECOPMV1_03069
ko:K08304	ecoi:ECOPMV1_03071
ko:K11901	ecoi:ECOPMV1_03075
ko:K11900	ecoi:ECOPMV1_03076
ko:K11893	ecoi:ECOPMV1_03077
ko:K11892	ecoi:ECOPMV1_03078
ko:K11903	ecoi:ECOPMV1_03080
ko:K11907	ecoi:ECOPMV1_03081
ko:K11891	ecoi:ECOPMV1_03088
ko:K11910	ecoi:ECOPMV1_03089
ko:K11896	ecoi:ECOPMV1_03093
ko:K11895	ecoi:ECOPMV1_03094
ko:K11906	ecoi:ECOPMV1_03095
ko:K11905	ecoi:ECOPMV1_03096
ko:K11911	ecoi:ECOPMV1_03097
ko:K14155	ecoi:ECOPMV1_03101
ko:K03651	ecoi:ECOPMV1_03346
ko:K09920	ecoi:ECOPMV1_03347
ko:K03549	ecoi:ECOPMV1_04085
ko:K06726	ecoi:ECOPMV1_04086
ko:K10441	ecoi:ECOPMV1_04087
ko:K02529	ecoi:ECOPMV1_04091
ko:K09897	ecoi:ECOPMV1_04102
ko:K07391	ecoi:ECOPMV1_04103
ko:K01652	ecoi:ECOPMV1_04104
ko:K11258	ecoi:ECOPMV1_04105
ko:K00826	ecoi:ECOPMV1_04106
ko:K01687	ecoi:ECOPMV1_04107
ko:K01754	ecoi:ECOPMV1_04108
ko:K02521	ecoi:ECOPMV1_04109
ko:K00053	ecoi:ECOPMV1_04110
ko:K03656	ecoi:ECOPMV1_04112
ko:K01524	ecoi:ECOPMV1_04113
ko:K03732	ecoi:ECOPMV1_04114
ko:K03671	ecoi:ECOPMV1_04115
ko:K03628	ecoi:ECOPMV1_04116
ko:K05790	ecoi:ECOPMV1_04118
ko:K02472	ecoi:ECOPMV1_04120
ko:K00973	ecoi:ECOPMV1_04122
ko:K16704	ecoi:ECOPMV1_04123
ko:K02805	ecoi:ECOPMV1_04124
ko:K16693	ecoi:ECOPMV1_04125
ko:K12582	ecoi:ECOPMV1_04126
ko:K02853	ecoi:ECOPMV1_04127
ko:K06871	ecoi:ECOPMV1_04134
ko:K07038	ecoi:ECOPMV1_00516
ko:K01491	ecoi:ECOPMV1_00518
ko:K02013	ecoi:ECOPMV1_01323
ko:K02015	ecoi:ECOPMV1_01324
ko:K02016	ecoi:ECOPMV1_01325
ko:K01194	ecoi:ECOPMV1_01326
ko:K05881	ecoi:ECOPMV1_01327
ko:K05879	ecoi:ECOPMV1_01328
ko:K05878	ecoi:ECOPMV1_01329
ko:K05880	ecoi:ECOPMV1_01330
ko:K06942	ecoi:ECOPMV1_01332
ko:K01056	ecoi:ECOPMV1_01333
ko:K03321	ecoi:ECOPMV1_01335
ko:K00948	ecoi:ECOPMV1_01336
ko:K00919	ecoi:ECOPMV1_01337
ko:K02494	ecoi:ECOPMV1_01338
ko:K02492	ecoi:ECOPMV1_01339
ko:K02835	ecoi:ECOPMV1_01340
ko:K02493	ecoi:ECOPMV1_01341
ko:K01627	ecoi:ECOPMV1_01344
ko:K07300	ecoi:ECOPMV1_01347
ko:K07673	ecoi:ECOPMV1_01353
ko:K02575	ecoi:ECOPMV1_01355
ko:K00370	ecoi:ECOPMV1_01356
ko:K00371	ecoi:ECOPMV1_01357
ko:K00373	ecoi:ECOPMV1_01358
ko:K01433	ecoi:ECOPMV1_01364
ko:K09858	ecoi:ECOPMV1_01365
ko:K07001	ecoi:ECOPMV1_01366
ko:K00963	ecoi:ECOPMV1_01368
ko:K09936	ecoi:ECOPMV1_02130
ko:K02013	ecoi:ECOPMV1_02144
ko:K02015	ecoi:ECOPMV1_02145
ko:K02016	ecoi:ECOPMV1_02146
ko:K07001	ecoi:ECOPMV1_02151
ko:K09802	ecoi:ECOPMV1_02162
ko:K07470	ecoi:ECOPMV1_02164
ko:K01141	ecoi:ECOPMV1_02166
ko:K15737	ecoi:ECOPMV1_02911
ko:K15736	ecoi:ECOPMV1_02912
ko:K11735	ecoi:ECOPMV1_02915
ko:K15735	ecoi:ECOPMV1_02916
ko:K00375	ecoi:ECOPMV1_02925
ko:K02000	ecoi:ECOPMV1_02931
ko:K02001	ecoi:ECOPMV1_02932
ko:K02002	ecoi:ECOPMV1_02933
ko:K15974	ecoi:ECOPMV1_02937
ko:K03543	ecoi:ECOPMV1_02938
ko:K03446	ecoi:ECOPMV1_02939
ko:K07173	ecoi:ECOPMV1_02943
ko:K01919	ecoi:ECOPMV1_02945
ko:K03563	ecoi:ECOPMV1_02952
ko:K01872	ecoi:ECOPMV1_02953
ko:K03565	ecoi:ECOPMV1_02954
ko:K03112	ecoi:ECOPMV1_03694
ko:K01735	ecoi:ECOPMV1_03695
ko:K00891	ecoi:ECOPMV1_03696
ko:K02507	ecoi:ECOPMV1_03697
ko:K12291	ecoi:ECOPMV1_03698
ko:K12290	ecoi:ECOPMV1_03699
ko:K01448	ecoi:ECOPMV1_03104
ko:K14682	ecoi:ECOPMV1_03105
ko:K03581	ecoi:ECOPMV1_03106
ko:K00428	ecoi:ECOPMV1_03850
ko:K01194	ecoi:ECOPMV1_03851
ko:K07058	ecoi:ECOPMV1_03854
ko:K07290	ecoi:ECOPMV1_03856
ko:K00874	ecoi:ECOPMV1_03858
ko:K11103	ecoi:ECOPMV1_03860
ko:K00694	ecoi:ECOPMV1_03865
ko:K12372	ecoi:ECOPMV1_03877
ko:K12371	ecoi:ECOPMV1_03878
ko:K12370	ecoi:ECOPMV1_03879
ko:K12369	ecoi:ECOPMV1_03880
ko:K12368	ecoi:ECOPMV1_03882
ko:K12975	ecoi:ECOPMV1_03884
ko:K08177	ecoi:ECOPMV1_03885
ko:K01246	ecoi:ECOPMV1_03887
ko:K03826	ecoi:ECOPMV1_03888
ko:K03424	ecoi:ECOPMV1_04838
ko:K01839	ecoi:ECOPMV1_04843
ko:K03800	ecoi:ECOPMV1_04846
ko:K01079	ecoi:ECOPMV1_04848
ko:K04485	ecoi:ECOPMV1_04849
ko:K06211	ecoi:ECOPMV1_04850
ko:K08309	ecoi:ECOPMV1_04854
ko:K03720	ecoi:ECOPMV1_04855
ko:K05804	ecoi:ECOPMV1_04858
ko:K05805	ecoi:ECOPMV1_04859
ko:K07663	ecoi:ECOPMV1_04860
ko:K07641	ecoi:ECOPMV1_04861
ko:K06143	ecoi:ECOPMV1_04862
ko:K07773	ecoi:ECOPMV1_04863
ko:K01845	ecoi:ECOPMV1_00160
ko:K03281	ecoi:ECOPMV1_00161
ko:K15724	ecoi:ECOPMV1_00162
ko:K01129	ecoi:ECOPMV1_00166
ko:K02647	ecoi:ECOPMV1_00168
ko:K00990	ecoi:ECOPMV1_00171
ko:K01265	ecoi:ECOPMV1_00172
ko:K02967	ecoi:ECOPMV1_00174
ko:K02357	ecoi:ECOPMV1_00175
ko:K09903	ecoi:ECOPMV1_00176
ko:K02838	ecoi:ECOPMV1_00177
ko:K00099	ecoi:ECOPMV1_00178
ko:K00806	ecoi:ECOPMV1_00179
ko:K00981	ecoi:ECOPMV1_00181
ko:K11749	ecoi:ECOPMV1_00182
ko:K07277	ecoi:ECOPMV1_00183
ko:K06142	ecoi:ECOPMV1_00184
ko:K02536	ecoi:ECOPMV1_00185
ko:K02372	ecoi:ECOPMV1_00186
ko:K00677	ecoi:ECOPMV1_00187
ko:K00748	ecoi:ECOPMV1_00188
ko:K03470	ecoi:ECOPMV1_00189
ko:K02337	ecoi:ECOPMV1_00190
ko:K01962	ecoi:ECOPMV1_00191
ko:K04075	ecoi:ECOPMV1_00194
ko:K15034	ecoi:ECOPMV1_00198
ko:K06079	ecoi:ECOPMV1_00199
ko:K01881	ecoi:ECOPMV1_00201
ko:K06080	ecoi:ECOPMV1_00203
ko:K02073	ecoi:ECOPMV1_00204
ko:K02072	ecoi:ECOPMV1_00205
ko:K02071	ecoi:ECOPMV1_00206
ko:K03273	ecoi:ECOPMV1_00207
ko:K15554	ecoi:ECOPMV1_00971
ko:K15553	ecoi:ECOPMV1_00973
ko:K00299	ecoi:ECOPMV1_00974
ko:K12289	ecoi:ECOPMV1_03700
ko:K12288	ecoi:ECOPMV1_03701
ko:K05366	ecoi:ECOPMV1_03702
ko:K08312	ecoi:ECOPMV1_03703
ko:K04762	ecoi:ECOPMV1_03706
ko:K04083	ecoi:ECOPMV1_03707
ko:K01610	ecoi:ECOPMV1_03709
ko:K07638	ecoi:ECOPMV1_03710
ko:K07659	ecoi:ECOPMV1_03711
ko:K04760	ecoi:ECOPMV1_03712
ko:K06959	ecoi:ECOPMV1_03713
ko:K04758	ecoi:ECOPMV1_03714
ko:K04759	ecoi:ECOPMV1_03715
ko:K07490	ecoi:ECOPMV1_03716
ko:K02170	ecoi:ECOPMV1_03719
ko:K07400	ecoi:ECOPMV1_03721
ko:K06155	ecoi:ECOPMV1_03722
ko:K00705	ecoi:ECOPMV1_03723
ko:K00688	ecoi:ECOPMV1_03724
ko:K03556	ecoi:ECOPMV1_03725
ko:K14415	ecoi:ECOPMV1_03727
ko:K14414	ecoi:ECOPMV1_03728
ko:K02444	ecoi:ECOPMV1_03729
ko:K02439	ecoi:ECOPMV1_03731
ko:K00111	ecoi:ECOPMV1_03732
ko:K07356	ecoi:ECOPMV1_03736
ko:K07347	ecoi:ECOPMV1_03741
ko:K01775	ecoi:ECOPMV1_04493
ko:K03811	ecoi:ECOPMV1_04494
ko:K00832	ecoi:ECOPMV1_04496
ko:K00164	ecoi:ECOPMV1_04497
ko:K00658	ecoi:ECOPMV1_04498
ko:K00382	ecoi:ECOPMV1_04499
ko:K01903	ecoi:ECOPMV1_04500
ko:K01902	ecoi:ECOPMV1_04501
ko:K10126	ecoi:ECOPMV1_04504
ko:K10125	ecoi:ECOPMV1_04505
ko:K03788	ecoi:ECOPMV1_04506
ko:K03701	ecoi:ECOPMV1_04509
ko:K13631	ecoi:ECOPMV1_04513
ko:K06901	ecoi:ECOPMV1_04515
ko:K14393	ecoi:ECOPMV1_04520
ko:K01895	ecoi:ECOPMV1_04522
ko:K03385	ecoi:ECOPMV1_04523
ko:K04013	ecoi:ECOPMV1_04524
ko:K04014	ecoi:ECOPMV1_04525
ko:K04016	ecoi:ECOPMV1_04527
ko:K11102	ecoi:ECOPMV1_04530
ko:K02034	ecoi:ECOPMV1_04534
ko:K15550	ecoi:ECOPMV1_04539
ko:K04567	ecoi:ECOPMV1_04589
ko:K03305	ecoi:ECOPMV1_04590
ko:K03765	ecoi:ECOPMV1_04593
ko:K04084	ecoi:ECOPMV1_04596
ko:K03926	ecoi:ECOPMV1_04597
ko:K07791	ecoi:ECOPMV1_04598
ko:K01744	ecoi:ECOPMV1_04599
ko:K07113	ecoi:ECOPMV1_04600
ko:K16263	ecoi:ECOPMV1_04601
ko:K04078	ecoi:ECOPMV1_04602
ko:K04077	ecoi:ECOPMV1_04603
ko:K02356	ecoi:ECOPMV1_04607
ko:K16347	ecoi:ECOPMV1_04608
ko:K16348	ecoi:ECOPMV1_04609
ko:K03098	ecoi:ECOPMV1_04612
ko:K00246	ecoi:ECOPMV1_04615
ko:K04568	ecoi:ECOPMV1_04618
ko:K01613	ecoi:ECOPMV1_04623
ko:K06949	ecoi:ECOPMV1_04624
ko:K13288	ecoi:ECOPMV1_04625
ko:K06925	ecoi:ECOPMV1_04632
ko:K01448	ecoi:ECOPMV1_04633
ko:K03572	ecoi:ECOPMV1_04634
ko:K00791	ecoi:ECOPMV1_04635
ko:K03666	ecoi:ECOPMV1_04636
ko:K03665	ecoi:ECOPMV1_04637
ko:K04088	ecoi:ECOPMV1_04638
ko:K00872	ecoi:ECOPMV1_00003
ko:K12524	ecoi:ECOPMV1_00002
ko:K04043	ecoi:ECOPMV1_00013
ko:K03686	ecoi:ECOPMV1_00015
ko:K01733	ecoi:ECOPMV1_00004
ko:K03831	ecoi:ECOPMV1_00009
ko:K09861	ecoi:ECOPMV1_00006
ko:K03310	ecoi:ECOPMV1_00007
ko:K11753	ecoi:ECOPMV1_00023
ko:K01870	ecoi:ECOPMV1_00024
ko:K03313	ecoi:ECOPMV1_00020
ko:K02968	ecoi:ECOPMV1_00022
ko:K03717	ecoi:ECOPMV1_00021
ko:K07140	ecoi:ECOPMV1_00977
ko:K12297	ecoi:ECOPMV1_00978
ko:K15738	ecoi:ECOPMV1_00979
ko:K03808	ecoi:ECOPMV1_00980
ko:K06192	ecoi:ECOPMV1_00981
ko:K09857	ecoi:ECOPMV1_00982
ko:K03812	ecoi:ECOPMV1_00983
ko:K01716	ecoi:ECOPMV1_00984
ko:K04770	ecoi:ECOPMV1_00985
ko:K09911	ecoi:ECOPMV1_00986
ko:K03658	ecoi:ECOPMV1_00992
ko:K01734	ecoi:ECOPMV1_00993
ko:K06929	ecoi:ECOPMV1_00995
ko:K11940	ecoi:ECOPMV1_00996
ko:K06969	ecoi:ECOPMV1_00997
ko:K01512	ecoi:ECOPMV1_00998
ko:K03620	ecoi:ECOPMV1_01004
ko:K03619	ecoi:ECOPMV1_01006
ko:K03618	ecoi:ECOPMV1_01007
ko:K00425	ecoi:ECOPMV1_01008
ko:K00426	ecoi:ECOPMV1_01009
ko:K01093	ecoi:ECOPMV1_01011
ko:K07647	ecoi:ECOPMV1_01015
ko:K11930	ecoi:ECOPMV1_01016
ko:K03532	ecoi:ECOPMV1_01018
ko:K07811	ecoi:ECOPMV1_01019
ko:K02426	ecoi:ECOPMV1_01776
ko:K11717	ecoi:ECOPMV1_01777
ko:K09015	ecoi:ECOPMV1_01778
ko:K09013	ecoi:ECOPMV1_01779
ko:K09014	ecoi:ECOPMV1_01780
ko:K05997	ecoi:ECOPMV1_01781
ko:K05887	ecoi:ECOPMV1_01791
ko:K03785	ecoi:ECOPMV1_01792
ko:K00313	ecoi:ECOPMV1_01798
ko:K12507	ecoi:ECOPMV1_01800
ko:K09773	ecoi:ECOPMV1_01802
ko:K01626	ecoi:ECOPMV1_01803
ko:K06074	ecoi:ECOPMV1_01808
ko:K00432	ecoi:ECOPMV1_01809
ko:K06073	ecoi:ECOPMV1_01810
ko:K01890	ecoi:ECOPMV1_01812
ko:K01889	ecoi:ECOPMV1_01813
ko:K02887	ecoi:ECOPMV1_01815
ko:K02916	ecoi:ECOPMV1_01816
ko:K02520	ecoi:ECOPMV1_01817
ko:K01868	ecoi:ECOPMV1_01818
ko:K13629	ecoi:ECOPMV1_02569
ko:K01753	ecoi:ECOPMV1_02570
ko:K07786	ecoi:ECOPMV1_02571
ko:K07797	ecoi:ECOPMV1_02572
ko:K07690	ecoi:ECOPMV1_02573
ko:K07679	ecoi:ECOPMV1_02574
ko:K07088	ecoi:ECOPMV1_02576
ko:K12974	ecoi:ECOPMV1_02582
ko:K14261	ecoi:ECOPMV1_02583
ko:K02478	ecoi:ECOPMV1_02584
ko:K08483	ecoi:ECOPMV1_02587
ko:K11189	ecoi:ECOPMV1_02587
ko:K11201	ecoi:ECOPMV1_02587
ko:K08326	ecoi:ECOPMV1_02589
ko:K11203	ecoi:ECOPMV1_02590
ko:K11202	ecoi:ECOPMV1_02591
ko:K03322	ecoi:ECOPMV1_02595
ko:K11535	ecoi:ECOPMV1_02596
ko:K12340	ecoi:ECOPMV1_03349
ko:K03673	ecoi:ECOPMV1_03353
ko:K03611	ecoi:ECOPMV1_03354
ko:K07238	ecoi:ECOPMV1_03356
ko:K03272	ecoi:ECOPMV1_03369
ko:K00982	ecoi:ECOPMV1_03370
ko:K07184	ecoi:ECOPMV1_03372
ko:K06153	ecoi:ECOPMV1_03374
ko:K01633	ecoi:ECOPMV1_03375
ko:K08591	ecoi:ECOPMV1_03376
ko:K03780	ecoi:ECOPMV1_03380
ko:K11106	ecoi:ECOPMV1_03381
ko:K02970	ecoi:ECOPMV1_03383
ko:K03086	ecoi:ECOPMV1_03385
ko:K07229	ecoi:ECOPMV1_03388
ko:K06878	ecoi:ECOPMV1_03392
ko:K12113	ecoi:ECOPMV1_03393
ko:K12111	ecoi:ECOPMV1_03394
ko:K12112	ecoi:ECOPMV1_03395
ko:K03931	ecoi:ECOPMV1_03398
ko:K02498	ecoi:ECOPMV1_04138
ko:K02496	ecoi:ECOPMV1_04139
ko:K01749	ecoi:ECOPMV1_04141
ko:K05851	ecoi:ECOPMV1_04142
ko:K06202	ecoi:ECOPMV1_04143
ko:K01778	ecoi:ECOPMV1_04147
ko:K09921	ecoi:ECOPMV1_04148
ko:K03733	ecoi:ECOPMV1_04149
ko:K03657	ecoi:ECOPMV1_04151
ko:K03284	ecoi:ECOPMV1_04154
ko:K05786	ecoi:ECOPMV1_04157
ko:K01058	ecoi:ECOPMV1_04159
ko:K03654	ecoi:ECOPMV1_04160
ko:K05835	ecoi:ECOPMV1_04161
ko:K05834	ecoi:ECOPMV1_04162
ko:K03576	ecoi:ECOPMV1_04166
ko:K00549	ecoi:ECOPMV1_04167
ko:K08094	ecoi:ECOPMV1_04171
ko:K00615	ecoi:ECOPMV1_04173
ko:K00926	ecoi:ECOPMV1_04178
ko:K01061	ecoi:ECOPMV1_04184
ko:K00757	ecoi:ECOPMV1_04185
ko:K01647	ecoi:ECOPMV1_00723
ko:K00242	ecoi:ECOPMV1_00726
ko:K00239	ecoi:ECOPMV1_00727
ko:K00240	ecoi:ECOPMV1_00728
ko:K00164	ecoi:ECOPMV1_00729
ko:K00658	ecoi:ECOPMV1_00730
ko:K01903	ecoi:ECOPMV1_00731
ko:K01902	ecoi:ECOPMV1_00732
ko:K00425	ecoi:ECOPMV1_00735
ko:K00426	ecoi:ECOPMV1_00736
ko:K07107	ecoi:ECOPMV1_00739
ko:K03562	ecoi:ECOPMV1_00740
ko:K03641	ecoi:ECOPMV1_00743
ko:K03640	ecoi:ECOPMV1_00744
ko:K03517	ecoi:ECOPMV1_00753
ko:K03811	ecoi:ECOPMV1_00754
ko:K16264	ecoi:ECOPMV1_00755
ko:K01626	ecoi:ECOPMV1_00757
ko:K00849	ecoi:ECOPMV1_00760
ko:K00965	ecoi:ECOPMV1_00761
ko:K05776	ecoi:ECOPMV1_00763
ko:K02019	ecoi:ECOPMV1_00764
ko:K02020	ecoi:ECOPMV1_00766
ko:K02018	ecoi:ECOPMV1_00767
ko:K14055	ecoi:ECOPMV1_01529
ko:K03543	ecoi:ECOPMV1_01534
ko:K16074	ecoi:ECOPMV1_01538
ko:K05591	ecoi:ECOPMV1_01541
ko:K14058	ecoi:ECOPMV1_01542
ko:K03737	ecoi:ECOPMV1_01547
ko:K03778	ecoi:ECOPMV1_01550
ko:K09978	ecoi:ECOPMV1_01553
ko:K12516	ecoi:ECOPMV1_01554
ko:K00981	ecoi:ECOPMV1_01557
ko:K01118	ecoi:ECOPMV1_01560
