ko:K15581	see:SNSL254_A1873
ko:K13292	see:SNSL254_A3229
ko:K01011	see:SNSL254_A2728
ko:K07005	see:SNSL254_A0759
ko:K11897	see:SNSL254_A0294
ko:K04772	see:SNSL254_A3611
ko:K11939	see:SNSL254_A0898
ko:K08477	see:SNSL254_A2584
ko:K09474	see:SNSL254_A4680
ko:K00558	see:SNSL254_p_0058
ko:K00626	see:SNSL254_A3251
ko:K11685	see:SNSL254_A2997
ko:K11930	see:SNSL254_A4108
ko:K04771	see:SNSL254_A0230
ko:K07126	see:SNSL254_A4629
ko:K07126	see:SNSL254_A1890
ko:K00884	see:SNSL254_A1320
ko:K01139	see:SNSL254_A4022
ko:K00060	see:SNSL254_A3988
ko:K11607	see:SNSL254_A3067
ko:K11605	see:SNSL254_A3068
ko:K01739	see:SNSL254_A4431
ko:K00568	see:SNSL254_A2461
ko:K03425	see:SNSL254_A0687
ko:K11891	see:SNSL254_A0311
ko:K11893	see:SNSL254_A0307
ko:K11907	see:SNSL254_A0298
ko:K11925	see:SNSL254_A0118
ko:K11926	see:SNSL254_A0358
ko:K11752	see:SNSL254_A0463
ko:K08154	see:SNSL254_A4079
ko:K00694	see:SNSL254_A3891
ko:K01766	see:SNSL254_A3210
ko:K11906	see:SNSL254_A0306
ko:K11901	see:SNSL254_A0299
ko:K11902	see:SNSL254_A0291
ko:K06957	see:SNSL254_A2678
ko:K00965	see:SNSL254_A0839
ko:K03417	see:SNSL254_A0408
ko:K12151	see:SNSL254_A1313
ko:K11928	see:SNSL254_A1220
ko:K11927	see:SNSL254_A0883
ko:K03524	see:SNSL254_A4471
ko:K11903	see:SNSL254_A0305
ko:K11895	see:SNSL254_A0292
ko:K10975	see:SNSL254_A0575
ko:K11933	see:SNSL254_A0971
ko:K11934	see:SNSL254_A0899
ko:K03768	see:SNSL254_A0589
ko:K04487	see:SNSL254_A2742
ko:K11717	see:SNSL254_A1486
ko:K11719	see:SNSL254_A3578
ko:K11924	see:SNSL254_A0903
ko:K01785	see:SNSL254_A0837
ko:K06168	see:SNSL254_A0729
ko:K08234	see:SNSL254_A0257
ko:K00029	see:SNSL254_A2664
ko:K11744	see:SNSL254_A1590
ko:K01720	see:SNSL254_A0410
ko:K01358	see:SNSL254_A0497
ko:K01710	see:SNSL254_A2279
ko:K01710	see:SNSL254_A4202
ko:K10038	see:SNSL254_A0892
ko:K02001	see:SNSL254_A3010
ko:K02000	see:SNSL254_A3009
ko:K11932	see:SNSL254_A0667
ko:K00647	see:SNSL254_A2567
ko:K01759	see:SNSL254_A1545
ko:K01119	see:SNSL254_A4766
ko:K01169	see:SNSL254_A0671
ko:K12066	see:SNSL254_p_0075
ko:K11890	see:SNSL254_A0312
ko:K01187	see:SNSL254_A0446
ko:K05799	see:SNSL254_A0164
ko:K00661	see:SNSL254_A0522
ko:K00024	see:SNSL254_A3622
ko:K10972	see:SNSL254_A0568
ko:K03472	see:SNSL254_A3310
ko:K00117	see:SNSL254_A0185
ko:K01185	see:SNSL254_A1150
ko:K07214	see:SNSL254_A0639
ko:K01089	see:SNSL254_A2253
ko:K00853	see:SNSL254_A0110
ko:K01659	see:SNSL254_A0409
ko:K07126	see:SNSL254_A2175
ko:K07726	see:SNSL254_A3928
ko:K02302	see:SNSL254_A3749
ko:K08297	see:SNSL254_A0077
ko:K03762	see:SNSL254_A4636
ko:K02362	see:SNSL254_A0637
ko:K03855	see:SNSL254_A0084
ko:K10973	see:SNSL254_A0570
ko:K08279	see:SNSL254_A0073
ko:K11751	see:SNSL254_A0547
ko:K02099	see:SNSL254_A0111
ko:K00042	see:SNSL254_A0573
ko:K00042	see:SNSL254_A3510
ko:K04755	see:SNSL254_A2737
ko:K11748	see:SNSL254_A3728
ko:K07757	see:SNSL254_A0910
ko:K07350	see:SNSL254_A0600
ko:K10036	see:SNSL254_A0894
ko:K10037	see:SNSL254_A0893
ko:K07346	see:SNSL254_A0598
ko:K11903	see:SNSL254_A0302
ko:K03386	see:SNSL254_A0447
ko:K03386	see:SNSL254_A0661
ko:K11940	see:SNSL254_A1120
ko:K01243	see:SNSL254_A0228
ko:K03286	see:SNSL254_A1111
ko:K07307	see:SNSL254_A0999
ko:K07347	see:SNSL254_A4951
ko:K01085	see:SNSL254_A1212
ko:K03767	see:SNSL254_A3742
ko:K02426	see:SNSL254_A3211
ko:K08195	see:SNSL254_A2369
ko:K06884	see:SNSL254_A1855
ko:K00971	see:SNSL254_A2287
ko:K05887	see:SNSL254_A1471
ko:K06905	see:SNSL254_A4547
ko:K11082	see:SNSL254_A0473
ko:K11083	see:SNSL254_A0474
ko:K11084	see:SNSL254_A0475
ko:K11081	see:SNSL254_A0476
ko:K00484	see:SNSL254_A1193
ko:K11720	see:SNSL254_A4828
ko:K08225	see:SNSL254_A0646
ko:K00137	see:SNSL254_A1712
ko:K06884	see:SNSL254_A1625
ko:K04063	see:SNSL254_A1677
ko:K08997	see:SNSL254_A1456
ko:K06159	see:SNSL254_A2447
ko:K11938	see:SNSL254_A0506
ko:K01092	see:SNSL254_A2746
ko:K12291	see:SNSL254_A3761
ko:K11743	see:SNSL254_A1592
ko:K02237	see:SNSL254_A0502
ko:K01854	see:SNSL254_A0779
ko:K05984	see:SNSL254_A1422
ko:K08299	see:SNSL254_A0074
ko:K03668	see:SNSL254_A1765
ko:K08173	see:SNSL254_A1618
ko:K00602	see:SNSL254_A4509
ko:K00974	see:SNSL254_A3464
ko:K08368	see:SNSL254_A0085
ko:K11534	see:SNSL254_A0936
ko:K11534	see:SNSL254_A4075
ko:K00065	see:SNSL254_A3248
ko:K01644	see:SNSL254_A0676
ko:K11606	see:SNSL254_A3069
ko:K08351	see:SNSL254_A3923
ko:K06895	see:SNSL254_A3305
ko:K03280	see:SNSL254_A3994
ko:K01058	see:SNSL254_A4237
ko:K01684	see:SNSL254_A4112
ko:K05812	see:SNSL254_A2862
ko:K04720	see:SNSL254_A0701
ko:K01524	see:SNSL254_A4194
ko:K06156	see:SNSL254_A3808
ko:K08194	see:SNSL254_A4111
ko:K07397	see:SNSL254_A3736
ko:K00675	see:SNSL254_A1697
ko:K01250	see:SNSL254_A0718
ko:K00956	see:SNSL254_A3140
ko:K01630	see:SNSL254_A3511
ko:K01708	see:SNSL254_A3513
ko:K13890	see:SNSL254_A0918
ko:K13892	see:SNSL254_A0916
ko:K05685	see:SNSL254_A0977
ko:K13889	see:SNSL254_A0917
ko:K13741	see:SNSL254_A1996
ko:K13637	see:SNSL254_A4861
ko:K02191	see:SNSL254_A2206
ko:K12943	see:SNSL254_A3272
ko:K01424	see:SNSL254_A3870
ko:K13256	see:SNSL254_A4568
ko:K03297	see:SNSL254_A1772
ko:K13255	see:SNSL254_A4906
ko:K06879	see:SNSL254_A3191
ko:K13283	see:SNSL254_A4390
ko:K13284	see:SNSL254_A3087
ko:K13378	see:SNSL254_A2510
ko:K08353	see:SNSL254_A2241
ko:K03973	see:SNSL254_A1812
ko:K02423	see:SNSL254_A2124
ko:K01424	see:SNSL254_A3353
ko:K00297	see:SNSL254_A4437
ko:K08349	see:SNSL254_A1683
ko:K03971	see:SNSL254_A1811
ko:K03087	see:SNSL254_A3129
ko:K09882	see:SNSL254_p_0106
ko:K12972	see:SNSL254_A1230
ko:K00215	see:SNSL254_A0069
ko:K12957	see:SNSL254_A4834
ko:K13926	see:SNSL254_A3855
ko:K02798	see:SNSL254_A3321
ko:K02799	see:SNSL254_A3320
ko:K02800	see:SNSL254_A3320
ko:K01699	see:SNSL254_A2217
ko:K13788	see:SNSL254_A2524
ko:K13735	see:SNSL254_A2711
ko:K13795	see:SNSL254_A0749
ko:K03288	see:SNSL254_A0748
ko:K05939	see:SNSL254_A3238
ko:K01488	see:SNSL254_A1573
ko:K02793	see:SNSL254_A0630
ko:K07348	see:SNSL254_A0601
ko:K05349	see:SNSL254_A2355
ko:K02508	see:SNSL254_A1203
ko:K01002	see:SNSL254_A4896
ko:K07213	see:SNSL254_A0394
ko:K01066	see:SNSL254_A0542
ko:K08088	see:SNSL254_A0603
ko:K00249	see:SNSL254_A0928
ko:K06714	see:SNSL254_A2549
ko:K02315	see:SNSL254_A4898
ko:K12368	see:SNSL254_A3906
ko:K08318	see:SNSL254_A4300
ko:K02173	see:SNSL254_A3316
ko:K12339	see:SNSL254_A2634
ko:K12371	see:SNSL254_A3903
ko:K02485	see:SNSL254_A1880
ko:K00951	see:SNSL254_A3178
ko:K03329	see:SNSL254_A0405
ko:K02468	see:SNSL254_A3039
ko:K02040	see:SNSL254_A3795
ko:K06518	see:SNSL254_A4617
ko:K04016	see:SNSL254_A4626
ko:K09994	see:SNSL254_A4633
ko:K03079	see:SNSL254_A4748
ko:K08352	see:SNSL254_A2242
ko:K02414	see:SNSL254_A2137
ko:K06157	see:SNSL254_A4830
ko:K12686	see:SNSL254_A0623
ko:K07017	see:SNSL254_A2971
ko:K05875	see:SNSL254_A2079
ko:K03321	see:SNSL254_A1914
ko:K02030	see:SNSL254_A1749
ko:K00657	see:SNSL254_A1613
ko:K05845	see:SNSL254_A1604
ko:K05847	see:SNSL254_A1602
ko:K01664	see:SNSL254_A3740
ko:K15548	see:SNSL254_A3628
ko:K13285	see:SNSL254_A3090
ko:K12573	see:SNSL254_A4729
ko:K10762	see:SNSL254_A1054
ko:K07793	see:SNSL254_A2984
ko:K03817	see:SNSL254_A1725
ko:K11382	see:SNSL254_A2588
ko:K03468	see:SNSL254_A3627
ko:K07314	see:SNSL254_A3110
ko:K03406	see:SNSL254_A3406
ko:K15830	see:SNSL254_A3052
ko:K05520	see:SNSL254_A3527
ko:K00885	see:SNSL254_A3599
ko:K09806	see:SNSL254_A3455
ko:K05845	see:SNSL254_A2354
ko:K05847	see:SNSL254_A2352
ko:K02850	see:SNSL254_A3996
ko:K11189	see:SNSL254_A4060
ko:K01048	see:SNSL254_A4241
ko:K01061	see:SNSL254_A4247
ko:K01271	see:SNSL254_A4263
ko:K00124	see:SNSL254_A4316
ko:K06148	see:SNSL254_A4607
ko:K13629	see:SNSL254_A4081
ko:K14062	see:SNSL254_A1582
ko:K14059	see:SNSL254_A1042
ko:K13888	see:SNSL254_A0976
ko:K14061	see:SNSL254_A1771
ko:K14055	see:SNSL254_A1784
ko:K01571	see:SNSL254_A3615
ko:K08364	see:SNSL254_p_0166
ko:K13919	see:SNSL254_A2218
ko:K02852	see:SNSL254_A4209
ko:K03406	see:SNSL254_A3846
ko:K12582	see:SNSL254_A4207
ko:K03272	see:SNSL254_A3460
ko:K14054	see:SNSL254_A1804
ko:K03292	see:SNSL254_A4293
ko:K14064	see:SNSL254_A2088
ko:K13922	see:SNSL254_A2228
ko:K06887	see:SNSL254_A4863
ko:K13921	see:SNSL254_A2229
ko:K01782	see:SNSL254_A2577
ko:K01825	see:SNSL254_A4262
ko:K14058	see:SNSL254_A1774
ko:K14051	see:SNSL254_A1826
ko:K06211	see:SNSL254_A4938
ko:K13628	see:SNSL254_A2740
ko:K13953	see:SNSL254_A1681
ko:K02224	see:SNSL254_A2211
ko:K13794	see:SNSL254_A0751
ko:K13796	see:SNSL254_A0750
ko:K12507	see:SNSL254_A1462
ko:K07245	see:SNSL254_A2033
ko:K00455	see:SNSL254_A1198
ko:K02062	see:SNSL254_A0113
ko:K04691	see:SNSL254_A3612
ko:K09982	see:SNSL254_A4853
ko:K03490	see:SNSL254_A1429
ko:K06956	see:SNSL254_A1434
ko:K12700	see:SNSL254_A0056
ko:K12524	see:SNSL254_A0002
ko:K02004	see:SNSL254_A0562
ko:K05789	see:SNSL254_A2258
ko:K12369	see:SNSL254_A3905
ko:K07038	see:SNSL254_A0593
ko:K07038	see:SNSL254_A1435
ko:K01297	see:SNSL254_A1938
ko:K01087	see:SNSL254_A2090
ko:K00854	see:SNSL254_A3938
ko:K06075	see:SNSL254_A1554
ko:K02477	see:SNSL254_A2348
ko:K04072	see:SNSL254_A1876
ko:K13895	see:SNSL254_A2412
ko:K03446	see:SNSL254_A3015
ko:K02069	see:SNSL254_A0557
ko:K02794	see:SNSL254_A0629
ko:K00094	see:SNSL254_A3519
ko:K11104	see:SNSL254_A4645
ko:K01150	see:SNSL254_A3340
ko:K02778	see:SNSL254_A1302
ko:K02779	see:SNSL254_A1302
ko:K08365	see:SNSL254_p_0168
ko:K01185	see:SNSL254_A1065
ko:K08970	see:SNSL254_A3256
ko:K01147	see:SNSL254_A1825
ko:K09961	see:SNSL254_A1155
ko:K08177	see:SNSL254_A2777
ko:K02255	see:SNSL254_A2093
ko:K04753	see:SNSL254_A3428
ko:K02226	see:SNSL254_A0700
ko:K03838	see:SNSL254_A3505
ko:K01156	see:SNSL254_A0398
ko:K02083	see:SNSL254_A0580
ko:K02847	see:SNSL254_A3993
ko:K04028	see:SNSL254_A2657
ko:K04020	see:SNSL254_A2659
ko:K04030	see:SNSL254_A2661
ko:K08305	see:SNSL254_A3033
ko:K01791	see:SNSL254_A4200
ko:K00520	see:SNSL254_p_0165
ko:K07357	see:SNSL254_A0776
ko:K12973	see:SNSL254_A0683
ko:K08087	see:SNSL254_A0605
ko:K00835	see:SNSL254_A3943
ko:K00996	see:SNSL254_A2261
ko:K01826	see:SNSL254_A1199
ko:K05921	see:SNSL254_A1196
ko:K13040	see:SNSL254_A1499
ko:K00146	see:SNSL254_A3379
ko:K01479	see:SNSL254_A0852
ko:K05834	see:SNSL254_A4240
ko:K06006	see:SNSL254_A4347
ko:K12660	see:SNSL254_A2474
ko:K12661	see:SNSL254_A2476
ko:K09612	see:SNSL254_A3142
ko:K12945	see:SNSL254_A2670
ko:K19595	see:SNSL254_A0391
ko:K03649	see:SNSL254_A3472
ko:K00121	see:SNSL254_A1741
ko:K01176	see:SNSL254_A3942
ko:K13652	see:SNSL254_A3431
ko:K13631	see:SNSL254_A4610
ko:K03782	see:SNSL254_A4438
ko:K13638	see:SNSL254_A3680
ko:K01792	see:SNSL254_A1400
ko:K13641	see:SNSL254_A4524
ko:K10778	see:SNSL254_A2449
ko:K13643	see:SNSL254_A2744
ko:K13634	see:SNSL254_A1840
ko:K01070	see:SNSL254_A2385
ko:K13694	see:SNSL254_A2408
ko:K01571	see:SNSL254_A0060
ko:K13821	see:SNSL254_A1218
ko:K14218	see:SNSL254_A2603
ko:K14218	see:SNSL254_A2604
ko:K00932	see:SNSL254_A3504
ko:K01671	see:SNSL254_A4299
ko:K00557	see:SNSL254_A4460
ko:K13918	see:SNSL254_A3183
ko:K06919	see:SNSL254_A2964
ko:K03292	see:SNSL254_A4030
ko:K13695	see:SNSL254_A1454
ko:K13894	see:SNSL254_A2411
ko:K13896	see:SNSL254_A2413
ko:K10906	see:SNSL254_A1046
ko:K13497	see:SNSL254_A1851
ko:K13639	see:SNSL254_A4611
ko:K13891	see:SNSL254_A0919
ko:K13893	see:SNSL254_A2410
ko:K13620	see:SNSL254_A2294
ko:K14220	see:SNSL254_A2167
ko:K14220	see:SNSL254_A2170
ko:K14220	see:SNSL254_A2184
ko:K14220	see:SNSL254_A2182
ko:K00344	see:SNSL254_A4588
ko:K07792	see:SNSL254_A3871
ko:K03292	see:SNSL254_A4294
ko:K14238	see:SNSL254_A4031
ko:K14237	see:SNSL254_A0815
ko:K14237	see:SNSL254_A2609
ko:K14237	see:SNSL254_A2608
ko:K14237	see:SNSL254_A2610
ko:K01977	see:SNSL254_A0272
ko:K01977	see:SNSL254_A4267
ko:K01977	see:SNSL254_A2874
ko:K01977	see:SNSL254_A4172
ko:K01977	see:SNSL254_A3666
ko:K01977	see:SNSL254_A4464
ko:K01977	see:SNSL254_A4511
ko:K00799	see:SNSL254_A4612
ko:K14232	see:SNSL254_A3912
ko:K01983	see:SNSL254_A0517
ko:K14221	see:SNSL254_A0279
ko:K14221	see:SNSL254_A4178
ko:K14221	see:SNSL254_A0290
ko:K14219	see:SNSL254_A0606
ko:K14229	see:SNSL254_A0814
ko:K14229	see:SNSL254_A0818
ko:K14229	see:SNSL254_A0817
ko:K14229	see:SNSL254_A2611
ko:K14229	see:SNSL254_A0816
ko:K14229	see:SNSL254_A0819
ko:K14228	see:SNSL254_A4835
ko:K14233	see:SNSL254_A3027
ko:K14228	see:SNSL254_A3551
ko:K14228	see:SNSL254_A0737
ko:K01185	see:SNSL254_A4372
ko:K13498	see:SNSL254_A1852
ko:K08281	see:SNSL254_A1404
ko:K13739	see:SNSL254_A3156
ko:K13740	see:SNSL254_A3083
ko:K13630	see:SNSL254_A1631
ko:K13632	see:SNSL254_A1632
ko:K13636	see:SNSL254_A4080
ko:K13684	see:SNSL254_A2295
ko:K13683	see:SNSL254_A2293
ko:K13654	see:SNSL254_A1703
ko:K13771	see:SNSL254_A4728
ko:K02358	see:SNSL254_A4478
ko:K00941	see:SNSL254_A2333
ko:K11734	see:SNSL254_A0163
ko:K14187	see:SNSL254_A2882
ko:K07250	see:SNSL254_A2989
ko:K14219	see:SNSL254_A1367
ko:K14219	see:SNSL254_A1350
ko:K14230	see:SNSL254_A0734
ko:K14230	see:SNSL254_A0738
ko:K14233	see:SNSL254_A2165
ko:K14233	see:SNSL254_A1128
ko:K14236	see:SNSL254_A1884
ko:K14236	see:SNSL254_A1886
ko:K14236	see:SNSL254_A4474
ko:K14347	see:SNSL254_A2618
ko:K14392	see:SNSL254_A3645
ko:K14260	see:SNSL254_A2516
ko:K01561	see:SNSL254_A0373
ko:K14228	see:SNSL254_A4213
ko:K14228	see:SNSL254_A4909
ko:K14228	see:SNSL254_A4911
ko:K14228	see:SNSL254_A4910
ko:K14219	see:SNSL254_A2823
ko:K07791	see:SNSL254_A4686
ko:K14232	see:SNSL254_A2423
ko:K05499	see:SNSL254_A4424
ko:K02029	see:SNSL254_A1750
ko:K02029	see:SNSL254_A1752
ko:K02028	see:SNSL254_A1751
ko:K02509	see:SNSL254_A1200
ko:K07771	see:SNSL254_A4638
ko:K14234	see:SNSL254_A4477
ko:K14234	see:SNSL254_A3660
ko:K14224	see:SNSL254_A2873
ko:K14224	see:SNSL254_A4173
ko:K14224	see:SNSL254_A4512
ko:K14224	see:SNSL254_A3665
ko:K14224	see:SNSL254_A4465
ko:K14228	see:SNSL254_A2105
ko:K14233	see:SNSL254_A0983
ko:K14233	see:SNSL254_A1229
ko:K14218	see:SNSL254_A0274
ko:K14218	see:SNSL254_A4269
ko:K14348	see:SNSL254_A3972
ko:K03605	see:SNSL254_A1927
ko:K03605	see:SNSL254_A1648
ko:K14219	see:SNSL254_A4211
ko:K14225	see:SNSL254_A4476
ko:K14393	see:SNSL254_A4619
ko:K14223	see:SNSL254_A0735
ko:K14223	see:SNSL254_A0736
ko:K14287	see:SNSL254_A0656
ko:K15034	see:SNSL254_A0262
ko:K14225	see:SNSL254_A2107
ko:K14225	see:SNSL254_A4713
ko:K14225	see:SNSL254_A4715
ko:K14225	see:SNSL254_A4714
ko:K00221	see:SNSL254_p_0164
ko:K04085	see:SNSL254_A3847
ko:K01990	see:SNSL254_A0880
ko:K14744	see:SNSL254_A1066
ko:K14235	see:SNSL254_A4179
ko:K14234	see:SNSL254_A4473
ko:K03293	see:SNSL254_A4210
ko:K02193	see:SNSL254_A4102
ko:K02510	see:SNSL254_A1201
ko:K14234	see:SNSL254_A0364
ko:K07308	see:SNSL254_A4653
ko:K15396	see:SNSL254_A2745
ko:K14231	see:SNSL254_A3366
ko:K14231	see:SNSL254_A4682
ko:K14441	see:SNSL254_A0920
ko:K14225	see:SNSL254_A3271
ko:K00674	see:SNSL254_A0234
ko:K01173	see:SNSL254_A1443
ko:K07733	see:SNSL254_A4842
ko:K01985	see:SNSL254_A0278
ko:K01985	see:SNSL254_A4516
ko:K01985	see:SNSL254_A4469
ko:K01985	see:SNSL254_A4177
ko:K01985	see:SNSL254_A2869
ko:K01985	see:SNSL254_A4273
ko:K01985	see:SNSL254_A3661
ko:K01985	see:SNSL254_A3659
ko:K14227	see:SNSL254_A0273
ko:K14227	see:SNSL254_A4268
ko:K14226	see:SNSL254_A4212
ko:K01978	see:SNSL254_A3508
ko:K14237	see:SNSL254_A1533
ko:K14237	see:SNSL254_A1534
ko:K14230	see:SNSL254_A3473
ko:K14219	see:SNSL254_A2583
ko:K14223	see:SNSL254_A0732
ko:K14223	see:SNSL254_A0733
ko:K14222	see:SNSL254_A2106
ko:K14170	see:SNSL254_A2880
ko:K14261	see:SNSL254_A2593
ko:K01980	see:SNSL254_A4174
ko:K01980	see:SNSL254_A3664
ko:K01980	see:SNSL254_A4466
ko:K01980	see:SNSL254_A4270
ko:K01980	see:SNSL254_A0275
ko:K01980	see:SNSL254_A2872
ko:K01980	see:SNSL254_A4513
ko:K14230	see:SNSL254_A3215
ko:K14230	see:SNSL254_A3216
ko:K14230	see:SNSL254_A3547
ko:K14232	see:SNSL254_A4214
ko:K06858	see:SNSL254_A0227
ko:K01571	see:SNSL254_A0831
ko:K01572	see:SNSL254_A0832
ko:K01051	see:SNSL254_A0850
ko:K00971	see:SNSL254_A2263
ko:K07497	see:SNSL254_A2702
ko:K01185	see:SNSL254_A2819
ko:K07713	see:SNSL254_A4507
ko:K14219	see:SNSL254_A3023
ko:K14219	see:SNSL254_A3025
ko:K14219	see:SNSL254_A3026
ko:K14219	see:SNSL254_A3024
ko:K14155	see:SNSL254_A1671
ko:K14979	see:SNSL254_A1504
ko:K14978	see:SNSL254_A1505
ko:K14588	see:SNSL254_A0184
ko:K14977	see:SNSL254_A0579
ko:K14682	see:SNSL254_A3218
ko:K14762	see:SNSL254_A3967
ko:K16013	see:SNSL254_A0990
ko:K01146	see:SNSL254_A3195
ko:K14591	see:SNSL254_A0433
ko:K15351	see:SNSL254_A1516
ko:K15352	see:SNSL254_A2974
ko:K14744	see:SNSL254_A1152
ko:K14744	see:SNSL254_A2818
ko:K07733	see:SNSL254_A2960
ko:K04095	see:SNSL254_A4358
ko:K03741	see:SNSL254_A2189
ko:K07497	see:SNSL254_A4033
ko:K06919	see:SNSL254_A4847
ko:K14587	see:SNSL254_A1731
ko:K14742	see:SNSL254_A1960
ko:K14761	see:SNSL254_A0594
ko:K16012	see:SNSL254_A0989
ko:K12543	see:SNSL254_A2905
ko:K15257	see:SNSL254_A2065
ko:K15256	see:SNSL254_A2064
ko:K15582	see:SNSL254_A1872
ko:K15353	see:SNSL254_A2425
ko:K15354	see:SNSL254_A1092
ko:K15346	see:SNSL254_A1512
ko:K15347	see:SNSL254_A1325
ko:K15349	see:SNSL254_A1747
ko:K15350	see:SNSL254_A1515
ko:K15368	see:SNSL254_A1510
ko:K15344	see:SNSL254_A1509
ko:K15345	see:SNSL254_A1511
ko:K15580	see:SNSL254_A1874
ko:K15580	see:SNSL254_A1803
ko:K15545	see:SNSL254_A1599
ko:K15461	see:SNSL254_A2568
ko:K15738	see:SNSL254_A1103
ko:K15539	see:SNSL254_A2719
ko:K01082	see:SNSL254_A4768
ko:K15532	see:SNSL254_A2071
ko:K02428	see:SNSL254_A3350
ko:K03929	see:SNSL254_A1737
ko:K15633	see:SNSL254_A3984
ko:K15735	see:SNSL254_A2991
ko:K15724	see:SNSL254_A0225
ko:K15722	see:SNSL254_A1433
ko:K15736	see:SNSL254_A2987
ko:K15737	see:SNSL254_A2986
ko:K04765	see:SNSL254_A3170
ko:K04093	see:SNSL254_A1374
ko:K15723	see:SNSL254_A3190
ko:K15833	see:SNSL254_A3057
ko:K15827	see:SNSL254_A3055
ko:K15828	see:SNSL254_A3054
ko:K15583	see:SNSL254_A1871
ko:K16347	see:SNSL254_A4696
ko:K15836	see:SNSL254_A3064
ko:K15536	see:SNSL254_A4784
ko:K15342	see:SNSL254_A3148
ko:K15832	see:SNSL254_A3050
ko:K15834	see:SNSL254_A3049
ko:K15831	see:SNSL254_A3051
ko:K15268	see:SNSL254_A1630
ko:K15829	see:SNSL254_A3053
ko:K03712	see:SNSL254_A1633
ko:K12542	see:SNSL254_A2907
ko:K12541	see:SNSL254_A2906
ko:K10716	see:SNSL254_A1869
ko:K15984	see:SNSL254_A3863
ko:K15974	see:SNSL254_A3013
ko:K15977	see:SNSL254_A3493
ko:K18968	see:SNSL254_A0427
ko:K15922	see:SNSL254_A4295
ko:K18552	see:SNSL254_p_0040
ko:K02200	see:SNSL254_A4095
ko:K02199	see:SNSL254_A4096
ko:K02198	see:SNSL254_A4097
ko:K02197	see:SNSL254_A4098
ko:K02196	see:SNSL254_A4099
ko:K02195	see:SNSL254_A4100
ko:K02194	see:SNSL254_A4101
ko:K03981	see:SNSL254_p_0094
ko:K03098	see:SNSL254_p_0091
ko:K16092	see:SNSL254_A4462
ko:K16088	see:SNSL254_A1303
ko:K16089	see:SNSL254_A2390
ko:K16345	see:SNSL254_A4027
ko:K19611	see:SNSL254_A2972
ko:K16137	see:SNSL254_A1547
ko:K16052	see:SNSL254_A1786
ko:K02495	see:SNSL254_A4286
ko:K19221	see:SNSL254_A1845
ko:K16053	see:SNSL254_A0621
ko:K07347	see:SNSL254_A2339
ko:K16076	see:SNSL254_A1687
ko:K10013	see:SNSL254_A2542
ko:K16066	see:SNSL254_A1623
ko:K16074	see:SNSL254_A1777
ko:K01801	see:SNSL254_A2366
ko:K00254	see:SNSL254_A1099
ko:K16370	see:SNSL254_A1440
ko:K03299	see:SNSL254_A2686
ko:K16322	see:SNSL254_A3859
ko:K16371	see:SNSL254_A3515
ko:K16291	see:SNSL254_A2191
ko:K16165	see:SNSL254_A2367
ko:K01223	see:SNSL254_A4055
ko:K10673	see:SNSL254_p_0046
ko:K04015	see:SNSL254_A4625
ko:K04014	see:SNSL254_A4624
ko:K16263	see:SNSL254_A4689
ko:K16264	see:SNSL254_A0822
ko:K16693	see:SNSL254_A4206
ko:K16703	see:SNSL254_A2282
ko:K16704	see:SNSL254_A4204
ko:K16711	see:SNSL254_A2281
ko:K16692	see:SNSL254_A2298
ko:K16710	see:SNSL254_A2283
ko:K16695	see:SNSL254_A2284
ko:K19230	see:SNSL254_A1820
ko:K16651	see:SNSL254_A2235
ko:K18828	see:SNSL254_A3267
ko:K18816	see:SNSL254_A1733
ko:K16950	see:SNSL254_A2748
ko:K16951	see:SNSL254_A2749
ko:K16850	see:SNSL254_A0707
ko:K16787	see:SNSL254_A3315
ko:K16786	see:SNSL254_A3314
ko:K16785	see:SNSL254_A3313
ko:K16923	see:SNSL254_A3312
ko:K16849	see:SNSL254_A0706
ko:K16868	see:SNSL254_A1722
ko:K17467	see:SNSL254_A4048
ko:K00371	see:SNSL254_A1693
ko:K00374	see:SNSL254_A1695
ko:K00373	see:SNSL254_A1694
ko:K02503	see:SNSL254_A1304
ko:K17247	see:SNSL254_A3641
ko:K19697	see:SNSL254_A2234
ko:K13923	see:SNSL254_A2224
ko:K00370	see:SNSL254_A1692
ko:K03585	see:SNSL254_A0526
ko:K07307	see:SNSL254_A2724
ko:K18139	see:SNSL254_A0389
ko:K15841	see:SNSL254_A2766
ko:K17713	see:SNSL254_A2714
ko:K17468	see:SNSL254_A4047
ko:K17463	see:SNSL254_A4046
ko:K17465	see:SNSL254_A4050
ko:K17464	see:SNSL254_A4051
ko:K17466	see:SNSL254_A4049
ko:K01990	see:SNSL254_A0188
ko:K17473	see:SNSL254_A4052
ko:K01992	see:SNSL254_A0189
ko:K05601	see:SNSL254_A0972
ko:K17686	see:SNSL254_A0552
ko:K19229	see:SNSL254_A1819
ko:K19789	see:SNSL254_A2417
ko:K19277	see:SNSL254_p_0145
ko:K17837	see:SNSL254_A4017
ko:K17722	see:SNSL254_A2376
ko:K17723	see:SNSL254_A2377
ko:K17758	see:SNSL254_A4716
ko:K17759	see:SNSL254_A4716
ko:K18140	see:SNSL254_A3653
ko:K18015	see:SNSL254_A2472
ko:K03292	see:SNSL254_A4394
ko:K17938	see:SNSL254_A0418
ko:K18325	see:SNSL254_A0634
ko:K18895	see:SNSL254_A2969
ko:K04343	see:SNSL254_p_0045
