ko:K02495	senc:SEET0819_03850
ko:K10555	senc:SEET0819_04230
ko:K08321	senc:SEET0819_04235
ko:K11530	senc:SEET0819_04240
ko:K01783	senc:SEET0819_04245
ko:K01803	senc:SEET0819_04250
ko:K00528	senc:SEET0819_04265
ko:K02446	senc:SEET0819_04270
ko:K00864	senc:SEET0819_04275
ko:K02440	senc:SEET0819_04280
ko:K09892	senc:SEET0819_04285
ko:K02553	senc:SEET0819_04290
ko:K02548	senc:SEET0819_04295
ko:K11904	senc:SEET0819_08395
ko:K11904	senc:SEET0819_08440
ko:K19048	senc:SEET0819_08470
ko:K19048	senc:SEET0819_08490
ko:K07347	senc:SEET0819_08515
ko:K06445	senc:SEET0819_08560
ko:K03271	senc:SEET0819_08565
ko:K02346	senc:SEET0819_08580
ko:K02839	senc:SEET0819_08590
ko:K01270	senc:SEET0819_08595
ko:K00769	senc:SEET0819_08600
ko:K11750	senc:SEET0819_08605
ko:K11926	senc:SEET0819_08610
ko:K11929	senc:SEET0819_08615
ko:K00931	senc:SEET0819_08620
ko:K00147	senc:SEET0819_08625
ko:K12151	senc:SEET0819_12715
ko:K19236	senc:SEET0819_12720
ko:K03723	senc:SEET0819_12725
ko:K09808	senc:SEET0819_12730
ko:K09810	senc:SEET0819_12735
ko:K09808	senc:SEET0819_12740
ko:K00884	senc:SEET0819_12745
ko:K12410	senc:SEET0819_12750
ko:K11069	senc:SEET0819_12755
ko:K11070	senc:SEET0819_12760
ko:K15347	senc:SEET0819_12765
ko:K11071	senc:SEET0819_12770
ko:K11072	senc:SEET0819_12775
ko:K01258	senc:SEET0819_12780
ko:K18850	senc:SEET0819_12790
ko:K07637	senc:SEET0819_12795
ko:K07660	senc:SEET0819_12800
ko:K01756	senc:SEET0819_12805
ko:K07153	senc:SEET0819_12810
ko:K00566	senc:SEET0819_12815
ko:K12152	senc:SEET0819_12820
ko:K06181	senc:SEET0819_12830
ko:K00031	senc:SEET0819_12835
ko:K07804	senc:SEET0819_12875
ko:K04080	senc:SEET0819_12900
ko:K02035	senc:SEET0819_12920
ko:K02033	senc:SEET0819_12925
ko:K02034	senc:SEET0819_12930
ko:K07724	senc:SEET0819_17040
ko:K07126	senc:SEET0819_17090
ko:K01241	senc:SEET0819_17115
ko:K03325	senc:SEET0819_17150
ko:K01551	senc:SEET0819_17155
ko:K00134	senc:SEET0819_17195
ko:K16291	senc:SEET0819_17220
ko:K00768	senc:SEET0819_17225
ko:K02233	senc:SEET0819_17230
ko:K02231	senc:SEET0819_17235
ko:K02232	senc:SEET0819_17240
ko:K02006	senc:SEET0819_17245
ko:K02008	senc:SEET0819_17250
ko:K02009	senc:SEET0819_17255
ko:K02007	senc:SEET0819_17260
ko:K03394	senc:SEET0819_17265
ko:K02190	senc:SEET0819_17270
ko:K05895	senc:SEET0819_17275
ko:K02189	senc:SEET0819_17285
ko:K05936	senc:SEET0819_17290
ko:K02191	senc:SEET0819_17295
ko:K03399	senc:SEET0819_17300
ko:K02188	senc:SEET0819_17305
ko:K06042	senc:SEET0819_17310
ko:K03230	senc:SEET0819_21300
ko:K07314	senc:SEET0819_21355
ko:K03555	senc:SEET0819_21380
ko:K03186	senc:SEET0819_21440
ko:K06194	senc:SEET0819_21460
ko:K00573	senc:SEET0819_21465
ko:K03787	senc:SEET0819_21470
ko:K06176	senc:SEET0819_21475
ko:K01770	senc:SEET0819_21480
ko:K00991	senc:SEET0819_21485
ko:K05589	senc:SEET0819_21490
ko:K00860	senc:SEET0819_21500
ko:K00956	senc:SEET0819_21505
ko:K00957	senc:SEET0819_21510
ko:K09612	senc:SEET0819_21515
ko:K09951	senc:SEET0819_21520
ko:K15342	senc:SEET0819_21525
ko:K19126	senc:SEET0819_21530
ko:K19125	senc:SEET0819_21535
ko:K19124	senc:SEET0819_21540
ko:K19046	senc:SEET0819_21545
ko:K19123	senc:SEET0819_21550
ko:K00265	senc:SEET0819_00260
ko:K00266	senc:SEET0819_00265
ko:K10974	senc:SEET0819_00275
ko:K01485	senc:SEET0819_00280
ko:K00885	senc:SEET0819_00290
ko:K01788	senc:SEET0819_00295
ko:K03290	senc:SEET0819_00300
ko:K01639	senc:SEET0819_00305
ko:K03600	senc:SEET0819_00315
ko:K03599	senc:SEET0819_00320
ko:K02996	senc:SEET0819_00325
ko:K02871	senc:SEET0819_00330
ko:K06916	senc:SEET0819_00335
ko:K09908	senc:SEET0819_00340
ko:K04691	senc:SEET0819_00350
ko:K01572	senc:SEET0819_00360
ko:K01571	senc:SEET0819_00365
ko:K01573	senc:SEET0819_00370
ko:K03780	senc:SEET0819_00375
ko:K03779	senc:SEET0819_00380
ko:K00024	senc:SEET0819_00400
ko:K03402	senc:SEET0819_00405
ko:K03623	senc:SEET0819_00420
ko:K03468	senc:SEET0819_00425
ko:K15548	senc:SEET0819_00430
ko:K03568	senc:SEET0819_00445
ko:K08301	senc:SEET0819_00455
ko:K06287	senc:SEET0819_00460
ko:K03571	senc:SEET0819_00465
ko:K03570	senc:SEET0819_00470
ko:K03569	senc:SEET0819_00475
ko:K18765	senc:SEET0819_00480
ko:K17247	senc:SEET0819_00495
ko:K02160	senc:SEET0819_00500
ko:K01961	senc:SEET0819_00505
ko:K14392	senc:SEET0819_00515
ko:K02687	senc:SEET0819_00520
ko:K05540	senc:SEET0819_00525
ko:K03043	senc:SEET0819_04565
ko:K03046	senc:SEET0819_04570
ko:K03150	senc:SEET0819_04590
ko:K03149	senc:SEET0819_04595
ko:K03154	senc:SEET0819_04600
ko:K03148	senc:SEET0819_04605
ko:K00788	senc:SEET0819_04610
ko:K03147	senc:SEET0819_04615
ko:K07740	senc:SEET0819_04620
ko:K03426	senc:SEET0819_04625
ko:K01599	senc:SEET0819_04630
ko:K05982	senc:SEET0819_04635
ko:K09891	senc:SEET0819_04640
ko:K05787	senc:SEET0819_04645
ko:K07803	senc:SEET0819_04655
ko:K07709	senc:SEET0819_04660
ko:K01945	senc:SEET0819_04670
ko:K00602	senc:SEET0819_04675
ko:K03827	senc:SEET0819_04700
ko:K00651	senc:SEET0819_04705
ko:K01638	senc:SEET0819_04710
ko:K01637	senc:SEET0819_04715
ko:K00906	senc:SEET0819_04720
ko:K13641	senc:SEET0819_04730
ko:K00548	senc:SEET0819_04740
ko:K03324	senc:SEET0819_04745
ko:K05995	senc:SEET0819_04750
ko:K09912	senc:SEET0819_04755
ko:K06182	senc:SEET0819_04760
ko:K03453	senc:SEET0819_04770
ko:K03547	senc:SEET0819_08940
ko:K07657	senc:SEET0819_08950
ko:K07636	senc:SEET0819_08955
ko:K03311	senc:SEET0819_08960
ko:K11736	senc:SEET0819_08965
ko:K01187	senc:SEET0819_08970
ko:K03386	senc:SEET0819_08975
ko:K08682	senc:SEET0819_08980
ko:K07568	senc:SEET0819_08985
ko:K00773	senc:SEET0819_08990
ko:K03210	senc:SEET0819_08995
ko:K03072	senc:SEET0819_09000
ko:K03074	senc:SEET0819_09005
ko:K18862	senc:SEET0819_09015
ko:K05517	senc:SEET0819_09020
ko:K07738	senc:SEET0819_09030
ko:K11752	senc:SEET0819_09035
ko:K00794	senc:SEET0819_09040
ko:K03625	senc:SEET0819_09045
ko:K00946	senc:SEET0819_09050
ko:K01095	senc:SEET0819_09055
ko:K01662	senc:SEET0819_09065
ko:K00795	senc:SEET0819_09070
ko:K03602	senc:SEET0819_09075
ko:K03151	senc:SEET0819_09080
ko:K11082	senc:SEET0819_09085
ko:K11083	senc:SEET0819_09090
ko:K11084	senc:SEET0819_09095
ko:K11081	senc:SEET0819_09100
ko:K03430	senc:SEET0819_09115
ko:K05306	senc:SEET0819_09120
ko:K03152	senc:SEET0819_09125
ko:K00077	senc:SEET0819_09130
ko:K09767	senc:SEET0819_09135
ko:K02300	senc:SEET0819_09160
ko:K02299	senc:SEET0819_09165
ko:K02298	senc:SEET0819_09170
ko:K02297	senc:SEET0819_09175
ko:K08218	senc:SEET0819_09180
ko:K07286	senc:SEET0819_09185
ko:K15722	senc:SEET0819_13245
ko:K06956	senc:SEET0819_13250
ko:K07038	senc:SEET0819_13255
ko:K16370	senc:SEET0819_13280
ko:K07283	senc:SEET0819_13285
ko:K09953	senc:SEET0819_13290
ko:K01173	senc:SEET0819_13300
ko:K01868	senc:SEET0819_13305
ko:K02520	senc:SEET0819_13310
ko:K02916	senc:SEET0819_13315
ko:K02887	senc:SEET0819_13320
ko:K01889	senc:SEET0819_13325
ko:K01890	senc:SEET0819_13330
ko:K04764	senc:SEET0819_13335
ko:K06073	senc:SEET0819_13340
ko:K00432	senc:SEET0819_13345
ko:K06074	senc:SEET0819_13350
ko:K08997	senc:SEET0819_13365
ko:K01626	senc:SEET0819_13375
ko:K09773	senc:SEET0819_13380
ko:K12507	senc:SEET0819_13395
ko:K00313	senc:SEET0819_13405
ko:K03785	senc:SEET0819_13435
ko:K05887	senc:SEET0819_13440
ko:K19222	senc:SEET0819_13470
ko:K06956	senc:SEET0819_13480
ko:K05997	senc:SEET0819_13485
ko:K09014	senc:SEET0819_13490
ko:K09013	senc:SEET0819_13495
ko:K09015	senc:SEET0819_13500
ko:K11717	senc:SEET0819_13505
ko:K02426	senc:SEET0819_13510
ko:K00963	senc:SEET0819_17585
ko:K16703	senc:SEET0819_17595
ko:K16710	senc:SEET0819_17600
ko:K16695	senc:SEET0819_17605
ko:K03606	senc:SEET0819_17610
ko:K01840	senc:SEET0819_17615
ko:K00971	senc:SEET0819_17620
ko:K03208	senc:SEET0819_17625
ko:K03207	senc:SEET0819_17630
ko:K02377	senc:SEET0819_17635
ko:K01711	senc:SEET0819_17640
ko:K03818	senc:SEET0819_17645
ko:K13683	senc:SEET0819_17650
ko:K13620	senc:SEET0819_17655
ko:K13684	senc:SEET0819_17660
ko:K03819	senc:SEET0819_17665
ko:K16692	senc:SEET0819_17675
ko:K01104	senc:SEET0819_17680
ko:K01991	senc:SEET0819_17685
ko:K07289	senc:SEET0819_17695
ko:K01494	senc:SEET0819_17700
ko:K00876	senc:SEET0819_17705
ko:K01247	senc:SEET0819_17720
ko:K04046	senc:SEET0819_17725
ko:K07799	senc:SEET0819_17730
ko:K07788	senc:SEET0819_17735
ko:K07789	senc:SEET0819_17740
ko:K18326	senc:SEET0819_17745
ko:K07642	senc:SEET0819_17750
ko:K07664	senc:SEET0819_17755
ko:K01448	senc:SEET0819_21820
ko:K14682	senc:SEET0819_21825
ko:K03581	senc:SEET0819_21830
ko:K03582	senc:SEET0819_21835
ko:K01407	senc:SEET0819_21840
ko:K03583	senc:SEET0819_21845
ko:K02681	senc:SEET0819_21850
ko:K02680	senc:SEET0819_21860
ko:K02679	senc:SEET0819_21865
ko:K13292	senc:SEET0819_21880
ko:K08484	senc:SEET0819_21885
ko:K08311	senc:SEET0819_21890
ko:K03573	senc:SEET0819_21895
ko:K08227	senc:SEET0819_21915
ko:K05939	senc:SEET0819_21920
ko:K02529	senc:SEET0819_21925
ko:K01586	senc:SEET0819_21935
ko:K02100	senc:SEET0819_21950
ko:K00065	senc:SEET0819_21955
ko:K01815	senc:SEET0819_21960
ko:K00626	senc:SEET0819_21965
ko:K02926	senc:SEET0819_00795
ko:K02906	senc:SEET0819_00800
ko:K02946	senc:SEET0819_00805
ko:K02506	senc:SEET0819_00810
ko:K03594	senc:SEET0819_00815
ko:K02192	senc:SEET0819_00820
ko:K02358	senc:SEET0819_00825
ko:K02355	senc:SEET0819_00830
ko:K02992	senc:SEET0819_00835
ko:K02950	senc:SEET0819_00840
ko:K07237	senc:SEET0819_00845
ko:K07236	senc:SEET0819_00850
ko:K07235	senc:SEET0819_00855
ko:K03745	senc:SEET0819_00870
ko:K03775	senc:SEET0819_00875
ko:K07070	senc:SEET0819_00880
ko:K11747	senc:SEET0819_00885
ko:K11748	senc:SEET0819_00890
ko:K06158	senc:SEET0819_00895
ko:K07019	senc:SEET0819_00910
ko:K09898	senc:SEET0819_00915
ko:K00855	senc:SEET0819_00920
ko:K07397	senc:SEET0819_00925
ko:K10914	senc:SEET0819_00930
ko:K01664	senc:SEET0819_00945
ko:K04095	senc:SEET0819_00950
ko:K03767	senc:SEET0819_00960
ko:K06141	senc:SEET0819_00965
ko:K00362	senc:SEET0819_00970
ko:K00363	senc:SEET0819_00975
ko:K02598	senc:SEET0819_00980
ko:K02302	senc:SEET0819_00985
ko:K01867	senc:SEET0819_01000
ko:K01091	senc:SEET0819_01005
ko:K01783	senc:SEET0819_01010
ko:K03112	senc:SEET0819_01020
ko:K01735	senc:SEET0819_01025
ko:K00891	senc:SEET0819_01030
ko:K02507	senc:SEET0819_01035
ko:K12291	senc:SEET0819_01040
ko:K12290	senc:SEET0819_01045
ko:K12289	senc:SEET0819_01050
ko:K12288	senc:SEET0819_01055
ko:K05366	senc:SEET0819_01060
ko:K13631	senc:SEET0819_05140
ko:K13639	senc:SEET0819_05145
ko:K00799	senc:SEET0819_05150
ko:K06901	senc:SEET0819_05155
ko:K03316	senc:SEET0819_05165
ko:K06518	senc:SEET0819_05175
ko:K14393	senc:SEET0819_05185
ko:K01895	senc:SEET0819_05195
ko:K03385	senc:SEET0819_05200
ko:K04013	senc:SEET0819_05205
ko:K04014	senc:SEET0819_05210
ko:K02913	senc:SEET0819_02395
ko:K02902	senc:SEET0819_02400
ko:K03630	senc:SEET0819_02405
ko:K13038	senc:SEET0819_02410
ko:K05501	senc:SEET0819_02420
ko:K00762	senc:SEET0819_02425
ko:K00989	senc:SEET0819_02430
ko:K17837	senc:SEET0819_02480
ko:K01972	senc:SEET0819_02490
ko:K00942	senc:SEET0819_02495
ko:K03060	senc:SEET0819_02500
ko:K00556	senc:SEET0819_02510
ko:K03655	senc:SEET0819_02515
ko:K03312	senc:SEET0819_02525
ko:K16345	senc:SEET0819_02530
ko:K01811	senc:SEET0819_02540
ko:K03292	senc:SEET0819_02545
ko:K12678	senc:SEET0819_02580
ko:K01531	senc:SEET0819_02635
ko:K07507	senc:SEET0819_02640
ko:K17463	senc:SEET0819_02655
ko:K17468	senc:SEET0819_02660
ko:K17467	senc:SEET0819_02665
ko:K17466	senc:SEET0819_02670
ko:K17465	senc:SEET0819_02675
ko:K17464	senc:SEET0819_02680
ko:K17473	senc:SEET0819_02685
ko:K04015	senc:SEET0819_05215
ko:K04016	senc:SEET0819_05220
ko:K04018	senc:SEET0819_05225
ko:K11102	senc:SEET0819_05230
ko:K07126	senc:SEET0819_05235
ko:K09994	senc:SEET0819_05255
ko:K04750	senc:SEET0819_05260
ko:K06193	senc:SEET0819_05265
ko:K03762	senc:SEET0819_05270
ko:K07643	senc:SEET0819_05280
ko:K07771	senc:SEET0819_05285
ko:K03760	senc:SEET0819_05290
ko:K03759	senc:SEET0819_05295
ko:K03755	senc:SEET0819_05300
ko:K01584	senc:SEET0819_05305
ko:K07406	senc:SEET0819_05315
ko:K11104	senc:SEET0819_05320
ko:K01676	senc:SEET0819_05325
ko:K07792	senc:SEET0819_05330
ko:K07703	senc:SEET0819_05335
ko:K07701	senc:SEET0819_05340
ko:K07306	senc:SEET0819_05345
ko:K07307	senc:SEET0819_05350
ko:K07308	senc:SEET0819_05355
ko:K02068	senc:SEET0819_09465
ko:K02069	senc:SEET0819_09470
ko:K05838	senc:SEET0819_09475
ko:K10804	senc:SEET0819_09485
ko:K02003	senc:SEET0819_09490
ko:K02004	senc:SEET0819_09495
ko:K02073	senc:SEET0819_09510
ko:K02071	senc:SEET0819_09515
ko:K02072	senc:SEET0819_09520
ko:K06917	senc:SEET0819_09525
ko:K10972	senc:SEET0819_09530
ko:K01483	senc:SEET0819_09535
ko:K10973	senc:SEET0819_09540
ko:K01608	senc:SEET0819_09545
ko:K10975	senc:SEET0819_09565
ko:K01466	senc:SEET0819_09570
ko:K00865	senc:SEET0819_09580
ko:K14977	senc:SEET0819_09585
ko:K02083	senc:SEET0819_09590
ko:K00073	senc:SEET0819_09595
ko:K02381	senc:SEET0819_09600
ko:K00926	senc:SEET0819_09615
ko:K01589	senc:SEET0819_09620
ko:K01588	senc:SEET0819_09625
ko:K03269	senc:SEET0819_09630
ko:K03768	senc:SEET0819_09635
ko:K01883	senc:SEET0819_09640
ko:K07038	senc:SEET0819_09655
ko:K14761	senc:SEET0819_09660
ko:K01491	senc:SEET0819_09665
ko:K07345	senc:SEET0819_09670
ko:K07351	senc:SEET0819_09675
ko:K07346	senc:SEET0819_09680
ko:K07347	senc:SEET0819_09685
ko:K07350	senc:SEET0819_09690
ko:K07348	senc:SEET0819_09695
ko:K07688	senc:SEET0819_09700
ko:K08088	senc:SEET0819_09705
ko:K08087	senc:SEET0819_09715
ko:K03327	senc:SEET0819_13780
ko:K00793	senc:SEET0819_13785
ko:K00574	senc:SEET0819_13790
ko:K03604	senc:SEET0819_13805
ko:K04564	senc:SEET0819_13815
ko:K07390	senc:SEET0819_13825
ko:K03683	senc:SEET0819_13830
ko:K01759	senc:SEET0819_13835
ko:K10680	senc:SEET0819_13840
ko:K16137	senc:SEET0819_13845
ko:K06938	senc:SEET0819_13850
ko:K04565	senc:SEET0819_13860
ko:K06075	senc:SEET0819_13880
ko:K06077	senc:SEET0819_13885
ko:K09001	senc:SEET0819_13890
ko:K00275	senc:SEET0819_13900
ko:K01866	senc:SEET0819_13905
ko:K00868	senc:SEET0819_13910
ko:K00799	senc:SEET0819_13915
ko:K03305	senc:SEET0819_13920
ko:K10773	senc:SEET0819_13925
ko:K03613	senc:SEET0819_13930
ko:K03612	senc:SEET0819_13935
ko:K03614	senc:SEET0819_13940
ko:K03615	senc:SEET0819_13945
ko:K03616	senc:SEET0819_13950
ko:K03617	senc:SEET0819_13955
ko:K01488	senc:SEET0819_13975
ko:K14155	senc:SEET0819_13980
ko:K16136	senc:SEET0819_13985
ko:K01809	senc:SEET0819_13995
ko:K01676	senc:SEET0819_14000
ko:K01679	senc:SEET0819_14005
ko:K10748	senc:SEET0819_14010
ko:K07639	senc:SEET0819_14015
ko:K14062	senc:SEET0819_14025
ko:K07661	senc:SEET0819_14035
ko:K10541	senc:SEET0819_18115
ko:K10542	senc:SEET0819_18120
ko:K10540	senc:SEET0819_18125
ko:K02529	senc:SEET0819_18130
ko:K07148	senc:SEET0819_18135
ko:K01495	senc:SEET0819_18140
ko:K01070	senc:SEET0819_18145
ko:K01752	senc:SEET0819_18155
ko:K07783	senc:SEET0819_18165
ko:K16089	senc:SEET0819_18170
ko:K11733	senc:SEET0819_18175
ko:K01151	senc:SEET0819_18190
ko:K02769	senc:SEET0819_18195
ko:K02770	senc:SEET0819_18195
ko:K00882	senc:SEET0819_18200
ko:K02768	senc:SEET0819_18205
ko:K11183	senc:SEET0819_18205
ko:K03291	senc:SEET0819_18215
ko:K06940	senc:SEET0819_18230
ko:K02356	senc:SEET0819_18235
ko:K13694	senc:SEET0819_18250
ko:K13893	senc:SEET0819_18260
ko:K13894	senc:SEET0819_18265
ko:K13895	senc:SEET0819_18270
ko:K13896	senc:SEET0819_18275
ko:K07552	senc:SEET0819_18285
ko:K06183	senc:SEET0819_18290
ko:K02897	senc:SEET0819_18300
ko:K06899	senc:SEET0819_18310
ko:K09904	senc:SEET0819_18315
ko:K07014	senc:SEET0819_18320
ko:K07685	senc:SEET0819_18340
ko:K02200	senc:SEET0819_18345
ko:K02199	senc:SEET0819_18350
ko:K02198	senc:SEET0819_18355
ko:K02197	senc:SEET0819_18360
ko:K02196	senc:SEET0819_18365
ko:K02195	senc:SEET0819_18370
ko:K02194	senc:SEET0819_18375
ko:K16785	senc:SEET0819_22345
ko:K16786	senc:SEET0819_22350
ko:K16787	senc:SEET0819_22355
ko:K00615	senc:SEET0819_22360
ko:K07387	senc:SEET0819_22365
ko:K01480	senc:SEET0819_22370
ko:K01585	senc:SEET0819_22415
ko:K00789	senc:SEET0819_22430
ko:K08137	senc:SEET0819_22435
ko:K02742	senc:SEET0819_22440
ko:K01150	senc:SEET0819_22445
ko:K09761	senc:SEET0819_22450
ko:K01920	senc:SEET0819_22455
ko:K07735	senc:SEET0819_22460
ko:K07447	senc:SEET0819_22465
ko:K02669	senc:SEET0819_22475
ko:K06997	senc:SEET0819_22480
ko:K02221	senc:SEET0819_22485
ko:K09131	senc:SEET0819_22490
ko:K02428	senc:SEET0819_22495
ko:K01424	senc:SEET0819_22510
ko:K09923	senc:SEET0819_22520
ko:K03439	senc:SEET0819_22525
ko:K03575	senc:SEET0819_22530
ko:K08306	senc:SEET0819_22540
ko:K03289	senc:SEET0819_22545
ko:K01581	senc:SEET0819_22550
ko:K07150	senc:SEET0819_22560
ko:K06995	senc:SEET0819_22640
ko:K09471	senc:SEET0819_22645
ko:K09936	senc:SEET0819_01335
ko:K07048	senc:SEET0819_01340
ko:K00681	senc:SEET0819_01345
ko:K01126	senc:SEET0819_01355
ko:K05816	senc:SEET0819_01360
ko:K05815	senc:SEET0819_01365
ko:K05814	senc:SEET0819_01370
ko:K05813	senc:SEET0819_01375
ko:K07341	senc:SEET0819_01380
ko:K19165	senc:SEET0819_01385
ko:K01996	senc:SEET0819_01390
ko:K01995	senc:SEET0819_01395
ko:K01998	senc:SEET0819_01400
ko:K01997	senc:SEET0819_01405
ko:K01999	senc:SEET0819_01410
ko:K01999	senc:SEET0819_01420
ko:K03089	senc:SEET0819_01425
ko:K09811	senc:SEET0819_01430
ko:K09812	senc:SEET0819_01435
ko:K03110	senc:SEET0819_01440
ko:K08316	senc:SEET0819_01445
ko:K08993	senc:SEET0819_01450
ko:K01534	senc:SEET0819_01465
ko:K03406	senc:SEET0819_01470
ko:K04085	senc:SEET0819_01475
ko:K09125	senc:SEET0819_01480
ko:K06133	senc:SEET0819_01500
ko:K07722	senc:SEET0819_01505
ko:K13926	senc:SEET0819_01515
ko:K01993	senc:SEET0819_01520
ko:K07644	senc:SEET0819_01530
ko:K07665	senc:SEET0819_01535
ko:K07245	senc:SEET0819_01540
ko:K07156	senc:SEET0819_01545
ko:K07233	senc:SEET0819_01550
ko:K17686	senc:SEET0819_01575
ko:K07787	senc:SEET0819_01585
ko:K07798	senc:SEET0819_01590
ko:K09937	senc:SEET0819_05700
ko:K01939	senc:SEET0819_05705
ko:K13771	senc:SEET0819_05710
ko:K12573	senc:SEET0819_05715
ko:K03218	senc:SEET0819_05720
ko:K09980	senc:SEET0819_05725
ko:K10716	senc:SEET0819_05735
ko:K08989	senc:SEET0819_05745
ko:K09456	senc:SEET0819_05760
ko:K06889	senc:SEET0819_05775
ko:K03477	senc:SEET0819_05780
ko:K03476	senc:SEET0819_05785
ko:K03475	senc:SEET0819_05790
ko:K02822	senc:SEET0819_05795
ko:K02821	senc:SEET0819_05800
ko:K03078	senc:SEET0819_05805
ko:K03079	senc:SEET0819_05810
ko:K03077	senc:SEET0819_05815
ko:K02990	senc:SEET0819_05825
ko:K02686	senc:SEET0819_05830
ko:K02963	senc:SEET0819_05835
ko:K02939	senc:SEET0819_05840
ko:K07269	senc:SEET0819_05850
ko:K03773	senc:SEET0819_05855
ko:K11737	senc:SEET0819_05860
ko:K07322	senc:SEET0819_05865
ko:K01119	senc:SEET0819_05885
ko:K01082	senc:SEET0819_05890
ko:K07109	senc:SEET0819_05895
ko:K07304	senc:SEET0819_05910
ko:K07278	senc:SEET0819_05915
ko:K09800	senc:SEET0819_05920
ko:K01507	senc:SEET0819_05940
ko:K03445	senc:SEET0819_02700
ko:K22044	senc:SEET0819_11095
ko:K04772	senc:SEET0819_00345
ko:K04771	senc:SEET0819_07975
ko:K01139	senc:SEET0819_02505
ko:K14219	senc:SEET0819_19070
ko:K19270	senc:SEET0819_18760
ko:K07497	senc:SEET0819_08495
ko:K07497	senc:SEET0819_08500
ko:K19265	senc:SEET0819_19475
ko:K14221	senc:SEET0819_03325
ko:K14221	senc:SEET0819_08200
ko:K14221	senc:SEET0819_08255
ko:K14228	senc:SEET0819_00060
ko:K01992	senc:SEET0819_01510
ko:K01992	senc:SEET0819_11010
ko:K01992	senc:SEET0819_11015
ko:K01066	senc:SEET0819_03985
ko:K08348	senc:SEET0819_14540
ko:K14237	senc:SEET0819_13770
ko:K01985	senc:SEET0819_00580
ko:K01985	senc:SEET0819_04695
ko:K01985	senc:SEET0819_03320
ko:K01985	senc:SEET0819_04490
ko:K01985	senc:SEET0819_20470
ko:K01985	senc:SEET0819_08195
ko:K01985	senc:SEET0819_03795
ko:K01985	senc:SEET0819_00570
ko:K03722	senc:SEET0819_15855
ko:K19416	senc:SEET0819_12085
ko:K14219	senc:SEET0819_03510
ko:K14238	senc:SEET0819_02550
ko:K07497	senc:SEET0819_02455
ko:K07497	senc:SEET0819_02465
ko:K07497	senc:SEET0819_02570
ko:K11645	senc:SEET0819_17875
ko:K11745	senc:SEET0819_07315
ko:K19335	senc:SEET0819_15070
ko:K03722	senc:SEET0819_11070
ko:K01582	senc:SEET0819_08100
ko:K14219	senc:SEET0819_09720
ko:K14219	senc:SEET0819_12955
ko:K14219	senc:SEET0819_12880
ko:K01978	senc:SEET0819_23400
ko:K19353	senc:SEET0819_04405
ko:K19267	senc:SEET0819_05875
ko:K19337	senc:SEET0819_16145
ko:K19304	senc:SEET0819_16160
ko:K19505	senc:SEET0819_06580
ko:K19334	senc:SEET0819_06210
ko:K19302	senc:SEET0819_11260
ko:K01175	senc:SEET0819_10450
ko:K19270	senc:SEET0819_13260
ko:K19354	senc:SEET0819_02295
ko:K19336	senc:SEET0819_15075
ko:K19333	senc:SEET0819_15955
ko:K21637	senc:SEET0819_22655
ko:K07713	senc:SEET0819_04665
ko:K02483	senc:SEET0819_12140
ko:K03293	senc:SEET0819_03505
ko:K07274	senc:SEET0819_13075
ko:K06884	senc:SEET0819_15380
ko:K06884	senc:SEET0819_14230
ko:K06884	senc:SEET0819_12255
ko:K00632	senc:SEET0819_19045
ko:K01785	senc:SEET0819_03925
ko:K01066	senc:SEET0819_09405
ko:K01980	senc:SEET0819_00585
ko:K01980	senc:SEET0819_04690
ko:K01980	senc:SEET0819_20475
ko:K01980	senc:SEET0819_08190
ko:K01980	senc:SEET0819_03790
ko:K01980	senc:SEET0819_04485
ko:K01980	senc:SEET0819_03315
ko:K14233	senc:SEET0819_17010
ko:K14222	senc:SEET0819_16725
ko:K18868	senc:SEET0819_23395
ko:K01977	senc:SEET0819_04680
ko:K19303	senc:SEET0819_13820
ko:K01096	senc:SEET0819_15285
ko:K05799	senc:SEET0819_07640
ko:K19510	senc:SEET0819_06610
ko:K19507	senc:SEET0819_06590
ko:K00042	senc:SEET0819_09555
ko:K19611	senc:SEET0819_09890
ko:K11209	senc:SEET0819_18840
ko:K19506	senc:SEET0819_06585
ko:K02257	senc:SEET0819_09155
ko:K19508	senc:SEET0819_06595
ko:K19509	senc:SEET0819_06600
ko:K19509	senc:SEET0819_09835
ko:K00525	senc:SEET0819_18475
ko:K18148	senc:SEET0819_08585
ko:K02796	senc:SEET0819_15905
ko:K19592	senc:SEET0819_08730
ko:K19594	senc:SEET0819_08715
ko:K19709	senc:SEET0819_13430
ko:K01977	senc:SEET0819_04470
ko:K19688	senc:SEET0819_11235
ko:K05875	senc:SEET0819_23090
ko:K05875	senc:SEET0819_16610
ko:K19745	senc:SEET0819_00485
ko:K19778	senc:SEET0819_14500
ko:K19776	senc:SEET0819_02995
ko:K00799	senc:SEET0819_11245
ko:K06131	senc:SEET0819_10995
ko:K00799	senc:SEET0819_18835
ko:K06132	senc:SEET0819_12385
ko:K07119	senc:SEET0819_14640
ko:K15777	senc:SEET0819_22955
ko:K07147	senc:SEET0819_00490
ko:K19784	senc:SEET0819_03095
ko:K19802	senc:SEET0819_15140
ko:K07662	senc:SEET0819_04140
ko:K01023	senc:SEET0819_22970
ko:K06148	senc:SEET0819_05120
ko:K19803	senc:SEET0819_18245
ko:K19804	senc:SEET0819_15275
ko:K00344	senc:SEET0819_05040
ko:K02031	senc:SEET0819_12935
