ko:K01212	bya:BANAU_3943
ko:K00857	bya:BANAU_3611
ko:K03546	bya:BANAU_0985
ko:K03553	bya:BANAU_1649
ko:K01520	bya:BANAU_1830
ko:K00560	bya:BANAU_1833
ko:K00287	bya:BANAU_1834
ko:K00287	bya:BANAU_2102
ko:K00560	bya:BANAU_2103
ko:K01520	bya:BANAU_1885
ko:K06904	bya:BANAU_2152
ko:K02316	bya:BANAU_2502
ko:K06217	bya:BANAU_2514
ko:K06904	bya:BANAU_2622
ko:K07451	bya:BANAU_2628
ko:K02315	bya:BANAU_2645
ko:K01493	bya:BANAU_2540
ko:K21285	bya:BANAU_3478
ko:K03328	bya:BANAU_0057
ko:K03293	bya:BANAU_0191
ko:K03293	bya:BANAU_2965
ko:K02483	bya:BANAU_2564
ko:K05375	bya:BANAU_3089
ko:K02031	bya:BANAU_0811
ko:K02335	bya:BANAU_2828
ko:K21416	bya:BANAU_0749
ko:K02483	bya:BANAU_3912
ko:K21417	bya:BANAU_0750
ko:K06607	bya:BANAU_3864
ko:K03293	bya:BANAU_3314
ko:K21405	bya:BANAU_0753
ko:K21464	bya:BANAU_3646
ko:K21481	bya:BANAU_0938
ko:K21465	bya:BANAU_2482
ko:K21467	bya:BANAU_0374
ko:K21468	bya:BANAU_2599
ko:K21567	bya:BANAU_0290
ko:K21487	bya:BANAU_2004
ko:K21487	bya:BANAU_1869
ko:K21494	bya:BANAU_3523
ko:K21601	bya:BANAU_0357
ko:K21600	bya:BANAU_3260
ko:K21567	bya:BANAU_3105
ko:K21488	bya:BANAU_2003
ko:K21489	bya:BANAU_1710
ko:K21490	bya:BANAU_1711
ko:K21488	bya:BANAU_1870
ko:K21745	bya:BANAU_0494
ko:K11923	bya:BANAU_0884
ko:K21701	bya:BANAU_0168
ko:K21802	bya:BANAU_0674
ko:K21902	bya:BANAU_0679
ko:K21935	bya:BANAU_2077
ko:K21959	bya:BANAU_1983
ko:K18244	bya:BANAU_2395
ko:K00680	bya:BANAU_3271
ko:K06299	bya:BANAU_3075
ko:K22043	bya:BANAU_2010
ko:K21960	bya:BANAU_3272
ko:K21993	bya:BANAU_2588
ko:K00754	bya:BANAU_2212
ko:K01463	bya:BANAU_2213
ko:K22135	bya:BANAU_2045
ko:K22136	bya:BANAU_1466
ko:K03595	bya:BANAU_2509
ko:K14274	bya:BANAU_3222
ko:K22132	bya:BANAU_2674
ko:K22109	bya:BANAU_3005
ko:K01932	bya:BANAU_3493
ko:K22116	bya:BANAU_3492
ko:K22230	bya:BANAU_3014
ko:K03547	bya:BANAU_0919
ko:K22278	bya:BANAU_2553
ko:K03077	bya:BANAU_2799
ko:K22301	bya:BANAU_3293
ko:K22299	bya:BANAU_3282
ko:K01486	bya:BANAU_1362
ko:K02257	bya:BANAU_0762
ko:K02257	bya:BANAU_1442
ko:K15665	bya:BANAU_1971
ko:K22299	bya:BANAU_3281
ko:K15654	bya:BANAU_3422
ko:K22301	bya:BANAU_3298
ko:K03574	bya:BANAU_0392
ko:K09988	bya:BANAU_0379
ko:K13566	bya:BANAU_1271
ko:K18672	bya:BANAU_2042
ko:K22441	bya:BANAU_3347
ko:K22579	bya:BANAU_1861
