ko:K01488	ect:ECIAI39_1434
ko:K07659	ect:ECIAI39_3885
ko:K03759	ect:ECIAI39_4539
ko:K03755	ect:ECIAI39_4540
ko:K06157	ect:ECIAI39_4738
ko:K04065	ect:ECIAI39_4904
ko:K09017	ect:ECIAI39_2142
ko:K01580	ect:ECIAI39_1758
ko:K11745	ect:ECIAI39_0048
ko:K11720	ect:ECIAI39_3474
ko:K03457	ect:ECIAI39_0689
ko:K11752	ect:ECIAI39_0262
ko:K11753	ect:ECIAI39_0026
ko:K11735	ect:ECIAI39_2851
ko:K11072	ect:ECIAI39_2034
ko:K04018	ect:ECIAI39_4498
ko:K01580	ect:ECIAI39_4020
ko:K05881	ect:ECIAI39_1534
ko:K04025	ect:ECIAI39_2583
ko:K03482	ect:ECIAI39_1834
ko:K06079	ect:ECIAI39_0455
ko:K03765	ect:ECIAI39_4562
ko:K09020	ect:ECIAI39_2144
ko:K07311	ect:ECIAI39_1469
ko:K00104	ect:ECIAI39_3467
ko:K12297	ect:ECIAI39_2199
ko:K12290	ect:ECIAI39_3871
ko:K00632	ect:ECIAI39_3150
ko:K12288	ect:ECIAI39_3873
ko:K11732	ect:ECIAI39_0551
ko:K11739	ect:ECIAI39_0542
ko:K00748	ect:ECIAI39_0185
ko:K06146	ect:ECIAI39_4737
ko:K07309	ect:ECIAI39_1471
ko:K07724	ect:ECIAI39_3683
ko:K04021	ect:ECIAI39_2592
ko:K11749	ect:ECIAI39_0179
ko:K12410	ect:ECIAI39_2040
ko:K07675	ect:ECIAI39_4268
ko:K08092	ect:ECIAI39_4087
ko:K00835	ect:ECIAI39_4084
ko:K11264	ect:ECIAI39_3333
ko:K02173	ect:ECIAI39_3347
ko:K02798	ect:ECIAI39_3352
ko:K01061	ect:ECIAI39_3496
ko:K01002	ect:ECIAI39_4832
ko:K01130	ect:ECIAI39_2989
ko:K01061	ect:ECIAI39_3172
ko:K03292	ect:ECIAI39_3124
ko:K03292	ect:ECIAI39_3123
ko:K00124	ect:ECIAI39_3106
ko:K05711	ect:ECIAI39_2742
ko:K11736	ect:ECIAI39_0280
ko:K07473	ect:ECIAI39_0424
ko:K11737	ect:ECIAI39_4678
ko:K01491	ect:ECIAI39_0494
ko:K02790	ect:ECIAI39_1436
ko:K02791	ect:ECIAI39_1436
ko:K06889	ect:ECIAI39_0392
ko:K12372	ect:ECIAI39_4049
ko:K07263	ect:ECIAI39_1759
ko:K00564	ect:ECIAI39_4842
ko:K13053	ect:ECIAI39_2188
ko:K05984	ect:ECIAI39_1313
ko:K02455	ect:ECIAI39_3454
ko:K07351	ect:ECIAI39_4788
ko:K04336	ect:ECIAI39_2120
ko:K04783	ect:ECIAI39_1071
ko:K05595	ect:ECIAI39_1825
ko:K00537	ect:ECIAI39_3995
ko:K00537	ect:ECIAI39_2636
ko:K05368	ect:ECIAI39_3153
ko:K12525	ect:ECIAI39_3054
ko:K00881	ect:ECIAI39_4508
ko:K12500	ect:ECIAI39_0230
ko:K07027	ect:ECIAI39_0764
ko:K02478	ect:ECIAI39_2524
ko:K08992	ect:ECIAI39_1620
ko:K03970	ect:ECIAI39_1656
ko:K03971	ect:ECIAI39_1658
ko:K01582	ect:ECIAI39_0189
ko:K01150	ect:ECIAI39_3363
ko:K02478	ect:ECIAI39_0887
ko:K04774	ect:ECIAI39_1611
ko:K01497	ect:ECIAI39_1618
ko:K04020	ect:ECIAI39_2595
ko:K03819	ect:ECIAI39_0957
ko:K13051	ect:ECIAI39_0805
ko:K13292	ect:ECIAI39_3247
ko:K12961	ect:ECIAI39_3646
ko:K12963	ect:ECIAI39_2406
ko:K00247	ect:ECIAI39_4618
ko:K02681	ect:ECIAI39_3242
ko:K12985	ect:ECIAI39_4144
ko:K13014	ect:ECIAI39_2403
ko:K06889	ect:ECIAI39_2735
ko:K01011	ect:ECIAI39_2722
ko:K00626	ect:ECIAI39_2362
ko:K00626	ect:ECIAI39_3264
ko:K04772	ect:ECIAI39_3724
ko:K07642	ect:ECIAI39_0936
ko:K11939	ect:ECIAI39_0791
ko:K02099	ect:ECIAI39_0067
ko:K09476	ect:ECIAI39_2218
ko:K11685	ect:ECIAI39_2857
ko:K03760	ect:ECIAI39_4538
ko:K08314	ect:ECIAI39_3042
ko:K11930	ect:ECIAI39_2160
ko:K04771	ect:ECIAI39_0165
ko:K00884	ect:ECIAI39_2041
ko:K01139	ect:ECIAI39_4172
ko:K02058	ect:ECIAI39_2751
ko:K01048	ect:ECIAI39_3184
ko:K01271	ect:ECIAI39_3148
ko:K00060	ect:ECIAI39_4137
ko:K01739	ect:ECIAI39_3055
ko:K00821	ect:ECIAI39_3843
ko:K00568	ect:ECIAI39_2373
ko:K11920	ect:ECIAI39_0540
ko:K03425	ect:ECIAI39_0602
ko:K02017	ect:ECIAI39_0733
ko:K03574	ect:ECIAI39_0102
ko:K11925	ect:ECIAI39_0075
ko:K11935	ect:ECIAI39_2132
ko:K11926	ect:ECIAI39_0411
ko:K00694	ect:ECIAI39_4036
ko:K10551	ect:ECIAI39_4511
ko:K01766	ect:ECIAI39_3232
ko:K01185	ect:ECIAI39_1808
ko:K11931	ect:ECIAI39_2133
ko:K11139	ect:ECIAI39_1891
ko:K06957	ect:ECIAI39_2613
ko:K02426	ect:ECIAI39_3233
ko:K10213	ect:ECIAI39_2302
ko:K03417	ect:ECIAI39_0348
ko:K11927	ect:ECIAI39_0773
ko:K12143	ect:ECIAI39_2627
ko:K12151	ect:ECIAI39_2048
ko:K11936	ect:ECIAI39_2134
ko:K11928	ect:ECIAI39_2140
ko:K03459	ect:ECIAI39_2632
ko:K03524	ect:ECIAI39_4362
ko:K01069	ect:ECIAI39_0437
ko:K11933	ect:ECIAI39_0853
ko:K11934	ect:ECIAI39_0792
ko:K03768	ect:ECIAI39_0488
ko:K06887	ect:ECIAI39_3524
ko:K04487	ect:ECIAI39_2731
ko:K11717	ect:ECIAI39_1378
ko:K03472	ect:ECIAI39_3341
ko:K11719	ect:ECIAI39_3694
ko:K05713	ect:ECIAI39_0330
ko:K01077	ect:ECIAI39_0298
ko:K11924	ect:ECIAI39_0794
ko:K06168	ect:ECIAI39_0628
ko:K08234	ect:ECIAI39_0190
ko:K06970	ect:ECIAI39_0785
ko:K07757	ect:ECIAI39_0799
ko:K08163	ect:ECIAI39_4314
ko:K11932	ect:ECIAI39_0585
ko:K01720	ect:ECIAI39_0346
ko:K01358	ect:ECIAI39_0236
ko:K01710	ect:ECIAI39_0974
ko:K01710	ect:ECIAI39_2999
ko:K08317	ect:ECIAI39_0577
ko:K01250	ect:ECIAI39_0619
ko:K03297	ect:ECIAI39_4216
ko:K03297	ect:ECIAI39_4217
ko:K10038	ect:ECIAI39_0787
ko:K07356	ect:ECIAI39_0498
ko:K07355	ect:ECIAI39_0499
ko:K07591	ect:ECIAI39_3620
ko:K02001	ect:ECIAI39_2868
ko:K02000	ect:ECIAI39_2867
ko:K00652	ect:ECIAI39_0752
ko:K01169	ect:ECIAI39_0587
ko:K05966	ect:ECIAI39_0589
ko:K06212	ect:ECIAI39_2244
ko:K03836	ect:ECIAI39_4313
ko:K04786	ect:ECIAI39_1074
ko:K04784	ect:ECIAI39_1075
ko:K01187	ect:ECIAI39_0279
ko:K05799	ect:ECIAI39_0113
ko:K00661	ect:ECIAI39_0215
ko:K08278	ect:ECIAI39_4936
ko:K00024	ect:ECIAI39_3727
ko:K00130	ect:ECIAI39_0374
ko:K08297	ect:ECIAI39_0040
ko:K03762	ect:ECIAI39_4534
ko:K07796	ect:ECIAI39_0547
ko:K07787	ect:ECIAI39_0550
ko:K00117	ect:ECIAI39_0124
ko:K05714	ect:ECIAI39_0329
ko:K05806	ect:ECIAI39_4937
ko:K01659	ect:ECIAI39_0347
ko:K01190	ect:ECIAI39_0334
ko:K01089	ect:ECIAI39_0996
ko:K00853	ect:ECIAI39_0066
ko:K05818	ect:ECIAI39_0332
ko:K01185	ect:ECIAI39_1503
ko:K01185	ect:ECIAI39_4875
ko:K12152	ect:ECIAI39_2003
ko:K07726	ect:ECIAI39_4063
ko:K02302	ect:ECIAI39_3852
ko:K02362	ect:ECIAI39_0557
ko:K01840	ect:ECIAI39_0988
ko:K03855	ect:ECIAI39_0045
ko:K02532	ect:ECIAI39_0335
ko:K00042	ect:ECIAI39_3624
ko:K03148	ect:ECIAI39_4382
ko:K08313	ect:ECIAI39_0802
ko:K11748	ect:ECIAI39_3833
ko:K10716	ect:ECIAI39_1586
ko:K03329	ect:ECIAI39_0351
ko:K07459	ect:ECIAI39_2276
ko:K09016	ect:ECIAI39_2149
ko:K10036	ect:ECIAI39_0789
ko:K10037	ect:ECIAI39_0788
ko:K04755	ect:ECIAI39_2726
ko:K02852	ect:ECIAI39_2992
ko:K09974	ect:ECIAI39_3044
ko:K03078	ect:ECIAI39_4661
ko:K07352	ect:ECIAI39_0495
ko:K07353	ect:ECIAI39_0496
ko:K07354	ect:ECIAI39_0497
ko:K03386	ect:ECIAI39_0583
ko:K01243	ect:ECIAI39_0163
ko:K09024	ect:ECIAI39_2148
ko:K03286	ect:ECIAI39_2190
ko:K11940	ect:ECIAI39_2179
ko:K07343	ect:ECIAI39_2187
ko:K08154	ect:ECIAI39_4277
ko:K01085	ect:ECIAI39_2152
ko:K01119	ect:ECIAI39_4685
ko:K00971	ect:ECIAI39_0966
ko:K05887	ect:ECIAI39_1366
ko:K00633	ect:ECIAI39_0336
ko:K00970	ect:ECIAI39_0147
ko:K11720	ect:ECIAI39_4735
ko:K01630	ect:ECIAI39_3625
ko:K07810	ect:ECIAI39_0548
ko:K08225	ect:ECIAI39_0568
ko:K05880	ect:ECIAI39_1537
ko:K06884	ect:ECIAI39_1596
ko:K01784	ect:ECIAI39_0727
ko:K03482	ect:ECIAI39_4286
ko:K08997	ect:ECIAI39_1347
ko:K07781	ect:ECIAI39_1105
ko:K06159	ect:ECIAI39_2348
ko:K11938	ect:ECIAI39_0227
ko:K01092	ect:ECIAI39_2734
ko:K12291	ect:ECIAI39_3870
ko:K08279	ect:ECIAI39_0036
ko:K02237	ect:ECIAI39_0231
ko:K08299	ect:ECIAI39_0037
ko:K05712	ect:ECIAI39_0331
ko:K08277	ect:ECIAI39_0035
ko:K05845	ect:ECIAI39_0865
ko:K03668	ect:ECIAI39_1700
ko:K08324	ect:ECIAI39_1789
ko:K08173	ect:ECIAI39_1846
ko:K00602	ect:ECIAI39_4396
ko:K00974	ect:ECIAI39_3552
ko:K03931	ect:ECIAI39_3578
ko:K03757	ect:ECIAI39_4561
ko:K07491	ect:ECIAI39_0422
ko:K08368	ect:ECIAI39_0046
ko:K07214	ect:ECIAI39_0561
ko:K11607	ect:ECIAI39_1920
ko:K05373	ect:ECIAI39_1079
ko:K02504	ect:ECIAI39_0107
ko:K02505	ect:ECIAI39_0106
ko:K07114	ect:ECIAI39_2418
ko:K12246	ect:ECIAI39_3439
ko:K10550	ect:ECIAI39_4510
ko:K05778	ect:ECIAI39_1299
ko:K03445	ect:ECIAI39_4259
ko:K06895	ect:ECIAI39_3337
ko:K01058	ect:ECIAI39_3188
ko:K08349	ect:ECIAI39_1738
ko:K05834	ect:ECIAI39_3185
ko:K01684	ect:ECIAI39_4294
ko:K01631	ect:ECIAI39_4295
ko:K08194	ect:ECIAI39_4293
ko:K09979	ect:ECIAI39_3651
ko:K04691	ect:ECIAI39_3725
ko:K05540	ect:ECIAI39_3760
ko:K07397	ect:ECIAI39_3839
ko:K00675	ect:ECIAI39_1725
ko:K00371	ect:ECIAI39_1729
ko:K02769	ect:ECIAI39_4183
ko:K03897	ect:ECIAI39_3426
ko:K04844	ect:ECIAI39_1668
ko:K02768	ect:ECIAI39_4184
ko:K00956	ect:ECIAI39_2940
ko:K01664	ect:ECIAI39_3844
ko:K07172	ect:ECIAI39_3202
ko:K10985	ect:ECIAI39_3640
ko:K13890	ect:ECIAI39_0808
ko:K06887	ect:ECIAI39_3924
ko:K11201	ect:ECIAI39_3098
ko:K04017	ect:ECIAI39_4497
ko:K13892	ect:ECIAI39_0806
ko:K02057	ect:ECIAI39_2749
ko:K07733	ect:ECIAI39_2701
ko:K05685	ect:ECIAI39_2273
ko:K02799	ect:ECIAI39_3351
ko:K02800	ect:ECIAI39_3351
ko:K13889	ect:ECIAI39_0807
ko:K05817	ect:ECIAI39_2738
ko:K13637	ect:ECIAI39_4797
ko:K12940	ect:ECIAI39_1688
ko:K12943	ect:ECIAI39_3280
ko:K13287	ect:ECIAI39_4256
ko:K01424	ect:ECIAI39_3381
ko:K13256	ect:ECIAI39_4452
ko:K13038	ect:ECIAI39_4157
ko:K12945	ect:ECIAI39_2604
ko:K13255	ect:ECIAI39_4840
ko:K02116	ect:ECIAI39_4343
ko:K06879	ect:ECIAI39_3216
ko:K09477	ect:ECIAI39_0588
ko:K07357	ect:ECIAI39_4784
ko:K13283	ect:ECIAI39_3081
ko:K13378	ect:ECIAI39_2433
ko:K00297	ect:ECIAI39_3047
ko:K03973	ect:ECIAI39_1657
ko:K13244	ect:ECIAI39_0371
ko:K02423	ect:ECIAI39_1129
ko:K13285	ect:ECIAI39_4254
ko:K12972	ect:ECIAI39_2130
ko:K12957	ect:ECIAI39_4742
ko:K03316	ect:ECIAI39_4829
ko:K07246	ect:ECIAI39_1253
ko:K13788	ect:ECIAI39_2444
ko:K13480	ect:ECIAI39_3283
ko:K06867	ect:ECIAI39_0368
ko:K00029	ect:ECIAI39_2600
ko:K05939	ect:ECIAI39_3256
ko:K07404	ect:ECIAI39_0735
ko:K00758	ect:ECIAI39_4914
ko:K02058	ect:ECIAI39_0360
ko:K02056	ect:ECIAI39_0359
ko:K08177	ect:ECIAI39_4055
ko:K05349	ect:ECIAI39_0864
ko:K01066	ect:ECIAI39_0195
ko:K03779	ect:ECIAI39_3557
ko:K02083	ect:ECIAI39_0479
ko:K01175	ect:ECIAI39_0644
ko:K01838	ect:ECIAI39_1669
ko:K02057	ect:ECIAI39_0358
ko:K02057	ect:ECIAI39_0357
ko:K02315	ect:ECIAI39_4834
ko:K12368	ect:ECIAI39_4053
ko:K12339	ect:ECIAI39_2566
ko:K12371	ect:ECIAI39_4050
ko:K00951	ect:ECIAI39_3203
ko:K11189	ect:ECIAI39_3968
ko:K07347	ect:ECIAI39_4330
ko:K11202	ect:ECIAI39_3099
ko:K11203	ect:ECIAI39_3099
ko:K10986	ect:ECIAI39_3641
ko:K01193	ect:ECIAI39_2966
ko:K16371	ect:ECIAI39_3631
ko:K03487	ect:ECIAI39_2900
ko:K09612	ect:ECIAI39_2942
ko:K08325	ect:ECIAI39_3505
ko:K03087	ect:ECIAI39_2929
ko:K03077	ect:ECIAI39_4663
ko:K01104	ect:ECIAI39_0954
ko:K12528	ect:ECIAI39_3296
ko:K12529	ect:ECIAI39_3295
ko:K00065	ect:ECIAI39_3262
ko:K15548	ect:ECIAI39_3732
ko:K04835	ect:ECIAI39_0701
ko:K01708	ect:ECIAI39_3627
ko:K12521	ect:ECIAI39_4594
ko:K12519	ect:ECIAI39_4590
ko:K12520	ect:ECIAI39_3401
ko:K07684	ect:ECIAI39_1559
ko:K00219	ect:ECIAI39_3579
ko:K07232	ect:ECIAI39_1556
ko:K12573	ect:ECIAI39_4644
ko:K07491	ect:ECIAI39_2545
ko:K02770	ect:ECIAI39_4182
ko:K03468	ect:ECIAI39_3731
ko:K02414	ect:ECIAI39_1113
ko:K03772	ect:ECIAI39_3827
ko:K02058	ect:ECIAI39_4698
ko:K07314	ect:ECIAI39_2924
ko:K07666	ect:ECIAI39_3520
ko:K00529	ect:ECIAI39_2743
ko:K01515	ect:ECIAI39_3531
ko:K09968	ect:ECIAI39_2826
ko:K06221	ect:ECIAI39_0388
ko:K13629	ect:ECIAI39_2508
ko:K13735	ect:ECIAI39_4258
ko:K14057	ect:ECIAI39_1689
ko:K14062	ect:ECIAI39_1697
ko:K14059	ect:ECIAI39_1479
ko:K14064	ect:ECIAI39_1157
ko:K14061	ect:ECIAI39_1696
ko:K14056	ect:ECIAI39_1650
ko:K14055	ect:ECIAI39_1682
ko:K13650	ect:ECIAI39_0784
ko:K03896	ect:ECIAI39_3424
ko:K02506	ect:ECIAI39_3816
ko:K12369	ect:ECIAI39_4052
ko:K12582	ect:ECIAI39_2994
ko:K02815	ect:ECIAI39_4413
ko:K03272	ect:ECIAI39_3548
ko:K14054	ect:ECIAI39_1678
ko:K07279	ect:ECIAI39_2374
ko:K14065	ect:ECIAI39_3073
ko:K01782	ect:ECIAI39_2493
ko:K01825	ect:ECIAI39_3149
ko:K14058	ect:ECIAI39_1695
ko:K14052	ect:ECIAI39_1647
ko:K14053	ect:ECIAI39_1671
ko:K14051	ect:ECIAI39_1627
ko:K06211	ect:ECIAI39_4922
ko:K13628	ect:ECIAI39_2729
ko:K07483	ect:ECIAI39_4066
ko:K07749	ect:ECIAI39_2517
ko:K12507	ect:ECIAI39_1356
ko:K07245	ect:ECIAI39_1210
ko:K08172	ect:ECIAI39_1064
ko:K04030	ect:ECIAI39_2597
ko:K11106	ect:ECIAI39_3559
ko:K00215	ect:ECIAI39_0032
ko:K02068	ect:ECIAI39_0463
ko:K08137	ect:ECIAI39_3361
ko:K02062	ect:ECIAI39_0071
ko:K02100	ect:ECIAI39_3261
ko:K07358	ect:ECIAI39_4785
ko:K07346	ect:ECIAI39_4789
ko:K03490	ect:ECIAI39_1319
ko:K06956	ect:ECIAI39_1325
ko:K07677	ect:ECIAI39_2356
ko:K09934	ect:ECIAI39_2367
ko:K09806	ect:ECIAI39_3539
ko:K12700	ect:ECIAI39_0031
ko:K02069	ect:ECIAI39_0462
ko:K01654	ect:ECIAI39_3443
ko:K06156	ect:ECIAI39_3918
ko:K02226	ect:ECIAI39_0613
ko:K12524	ect:ECIAI39_0001
ko:K03767	ect:ECIAI39_3847
ko:K05789	ect:ECIAI39_0991
ko:K07310	ect:ECIAI39_1470
ko:K16693	ect:ECIAI39_2995
ko:K07038	ect:ECIAI39_0492
ko:K07038	ect:ECIAI39_1326
ko:K12523	ect:ECIAI39_4592
ko:K08326	ect:ECIAI39_2530
ko:K01297	ect:ECIAI39_1523
ko:K01897	ect:ECIAI39_1248
ko:K03321	ect:ECIAI39_1542
ko:K03791	ect:ECIAI39_2655
ko:K01087	ect:ECIAI39_1155
ko:K01176	ect:ECIAI39_1128
ko:K00854	ect:ECIAI39_4076
ko:K03079	ect:ECIAI39_4662
ko:K06075	ect:ECIAI39_1413
ko:K13069	ect:ECIAI39_1259
ko:K02477	ect:ECIAI39_0888
ko:K04027	ect:ECIAI39_2594
ko:K01487	ect:ECIAI39_3298
ko:K04072	ect:ECIAI39_1575
ko:K02462	ect:ECIAI39_3447
ko:K07480	ect:ECIAI39_3394
ko:K04085	ect:ECIAI39_3951
ko:K07165	ect:ECIAI39_4770
ko:K00281	ect:ECIAI39_3318
ko:K00885	ect:ECIAI39_3711
ko:K00087	ect:ECIAI39_3281
ko:K01479	ect:ECIAI39_0692
ko:K07812	ect:ECIAI39_1177
ko:K02485	ect:ECIAI39_1570
ko:K01147	ect:ECIAI39_1628
ko:K07126	ect:ECIAI39_4500
ko:K08970	ect:ECIAI39_0911
ko:K09994	ect:ECIAI39_4517
ko:K02850	ect:ECIAI39_4145
ko:K06518	ect:ECIAI39_2280
ko:K11104	ect:ECIAI39_4544
ko:K01355	ect:ECIAI39_0539
ko:K02255	ect:ECIAI39_1151
ko:K03275	ect:ECIAI39_4147
ko:K03446	ect:ECIAI39_2876
ko:K05520	ect:ECIAI39_3650
ko:K03838	ect:ECIAI39_3617
ko:K07679	ect:ECIAI39_2513
ko:K04063	ect:ECIAI39_1746
ko:K12527	ect:ECIAI39_3293
ko:K05819	ect:ECIAI39_0325
ko:K12517	ect:ECIAI39_4587
ko:K12518	ect:ECIAI39_4589
ko:K01582	ect:ECIAI39_4560
ko:K07274	ect:ECIAI39_1271
ko:K02847	ect:ECIAI39_4142
ko:K08305	ect:ECIAI39_2887
ko:K08351	ect:ECIAI39_4059
ko:K01791	ect:ECIAI39_3001
ko:K01791	ect:ECIAI39_3441
ko:K07821	ect:ECIAI39_1176
ko:K02814	ect:ECIAI39_4414
ko:K02813	ect:ECIAI39_4415
ko:K02812	ect:ECIAI39_4416
ko:K07349	ect:ECIAI39_4792
ko:K00344	ect:ECIAI39_4471
ko:K12522	ect:ECIAI39_4595
ko:K01846	ect:ECIAI39_0704
ko:K06006	ect:ECIAI39_3082
ko:K01524	ect:ECIAI39_3008
ko:K12660	ect:ECIAI39_2389
ko:K04751	ect:ECIAI39_2757
ko:K00879	ect:ECIAI39_3225
ko:K12942	ect:ECIAI39_1685
ko:K07348	ect:ECIAI39_4791
ko:K07350	ect:ECIAI39_4793
ko:K02468	ect:ECIAI39_2893
ko:K00076	ect:ECIAI39_1439
ko:K03649	ect:ECIAI39_3565
ko:K00138	ect:ECIAI39_4105
ko:K07471	ect:ECIAI39_3518
ko:K13631	ect:ECIAI39_4483
ko:K03782	ect:ECIAI39_3046
ko:K03895	ect:ECIAI39_3425
ko:K01466	ect:ECIAI39_0475
ko:K13638	ect:ECIAI39_3787
ko:K01792	ect:ECIAI39_1273
ko:K13641	ect:ECIAI39_4405
ko:K00046	ect:ECIAI39_0671
ko:K10778	ect:ECIAI39_2350
ko:K10939	ect:ECIAI39_3460
ko:K13479	ect:ECIAI39_3282
ko:K13643	ect:ECIAI39_2732
ko:K13694	ect:ECIAI39_2316
ko:K13634	ect:ECIAI39_1614
ko:K01070	ect:ECIAI39_2293
ko:K01916	ect:ECIAI39_1314
ko:K07714	ect:ECIAI39_2358
ko:K13821	ect:ECIAI39_2141
ko:K01051	ect:ECIAI39_0740
ko:K10549	ect:ECIAI39_4512
ko:K02027	ect:ECIAI39_1662
ko:K14218	ect:ECIAI39_tRNA67
ko:K14218	ect:ECIAI39_tRNA68
ko:K13938	ect:ECIAI39_1452
ko:K00557	ect:ECIAI39_3024
ko:K13953	ect:ECIAI39_1742
ko:K13954	ect:ECIAI39_4107
ko:K10124	ect:ECIAI39_1830
ko:K02550	ect:ECIAI39_3462
ko:K02056	ect:ECIAI39_4699
ko:K11535	ect:ECIAI39_2539
ko:K13918	ect:ECIAI39_3210
ko:K01467	ect:ECIAI39_4617
ko:K07186	ect:ECIAI39_4919
ko:K07483	ect:ECIAI39_0453
ko:K13695	ect:ECIAI39_1345
ko:K11477	ect:ECIAI39_3464
ko:K02081	ect:ECIAI39_3630
ko:K10984	ect:ECIAI39_3639
ko:K02080	ect:ECIAI39_3642
ko:K13497	ect:ECIAI39_1600
ko:K13894	ect:ECIAI39_2319
ko:K13896	ect:ECIAI39_2321
ko:K13639	ect:ECIAI39_4484
ko:K13893	ect:ECIAI39_2318
ko:K03894	ect:ECIAI39_3423
ko:K13891	ect:ECIAI39_0809
ko:K00121	ect:ECIAI39_0322
ko:K13620	ect:ECIAI39_0959
ko:K02056	ect:ECIAI39_2750
ko:K03293	ect:ECIAI39_2991
ko:K02477	ect:ECIAI39_2525
ko:K14220	ect:ECIAI39_tRNA73
ko:K14220	ect:ECIAI39_tRNA74
ko:K14220	ect:ECIAI39_tRNA9
ko:K14220	ect:ECIAI39_tRNA75
ko:K00965	ect:ECIAI39_0726
ko:K14238	ect:ECIAI39_tRNA29
ko:K14237	ect:ECIAI39_tRNA19
ko:K14237	ect:ECIAI39_tRNA21
ko:K14237	ect:ECIAI39_tRNA22
ko:K14237	ect:ECIAI39_tRNA20
ko:K14237	ect:ECIAI39_tRNA3
ko:K14237	ect:ECIAI39_tRNA5
ko:K05847	ect:ECIAI39_0867
ko:K14232	ect:ECIAI39_tRNA44
ko:K01983	ect:ECIAI39_miscRNA9
ko:K14221	ect:ECIAI39_tRNA54
ko:K14221	ect:ECIAI39_tRNA86
ko:K14221	ect:ECIAI39_tRNA85
ko:K14219	ect:ECIAI39_tRNA1
ko:K14229	ect:ECIAI39_tRNA2
ko:K14229	ect:ECIAI39_tRNA6
ko:K14229	ect:ECIAI39_tRNA4
ko:K14229	ect:ECIAI39_tRNA23
ko:K14229	ect:ECIAI39_tRNA7
ko:K14229	ect:ECIAI39_tRNA8
ko:K14228	ect:ECIAI39_tRNA39
ko:K14233	ect:ECIAI39_tRNA60
ko:K14228	ect:ECIAI39_tRNA48
ko:K14228	ect:ECIAI39_tRNA77
ko:K01070	ect:ECIAI39_0323
ko:K13636	ect:ECIAI39_2507
ko:K13498	ect:ECIAI39_1599
ko:K08281	ect:ECIAI39_1287
ko:K13635	ect:ECIAI39_1060
ko:K13630	ect:ECIAI39_1828
ko:K13632	ect:ECIAI39_1827
ko:K13633	ect:ECIAI39_1838
ko:K13636	ect:ECIAI39_4219
ko:K13684	ect:ECIAI39_0958
ko:K13574	ect:ECIAI39_0778
ko:K13683	ect:ECIAI39_0960
ko:K07797	ect:ECIAI39_2511
ko:K07786	ect:ECIAI39_2510
ko:K13651	ect:ECIAI39_3517
ko:K13655	ect:ECIAI39_3516
ko:K13771	ect:ECIAI39_4643
ko:K03292	ect:ECIAI39_4187
ko:K06221	ect:ECIAI39_3506
ko:K01934	ect:ECIAI39_3327
ko:K01977	ect:ECIAI39_16S_1
ko:K01977	ect:ECIAI39_16S_6
ko:K01977	ect:ECIAI39_16S_7
ko:K01977	ect:ECIAI39_16S_3
ko:K01977	ect:ECIAI39_16S_5
ko:K01977	ect:ECIAI39_16S_4
ko:K01977	ect:ECIAI39_16S_2
ko:K00941	ect:ECIAI39_0914
ko:K03605	ect:ECIAI39_2171
ko:K14187	ect:ECIAI39_2804
ko:K07250	ect:ECIAI39_2848
ko:K07496	ect:ECIAI39_0265
ko:K03077	ect:ECIAI39_0064
ko:K14230	ect:ECIAI39_tRNA76
ko:K14230	ect:ECIAI39_tRNA80
ko:K14233	ect:ECIAI39_tRNA10
ko:K07713	ect:ECIAI39_4394
ko:K01990	ect:ECIAI39_0770
ko:K14347	ect:ECIAI39_2554
ko:K14392	ect:ECIAI39_3758
ko:K14233	ect:ECIAI39_tRNA15
ko:K14236	ect:ECIAI39_tRNA69
ko:K14236	ect:ECIAI39_tRNA70
ko:K14236	ect:ECIAI39_tRNA32
ko:K14260	ect:ECIAI39_2437
ko:K14228	ect:ECIAI39_tRNA40
ko:K14228	ect:ECIAI39_tRNA42
ko:K14228	ect:ECIAI39_tRNA58
ko:K14228	ect:ECIAI39_tRNA41
ko:K14219	ect:ECIAI39_tRNA24
ko:K19162	ect:ECIAI39_0213
ko:K21901	ect:ECIAI39_4000
ko:K07741	ect:ECIAI39_2659
ko:K07771	ect:ECIAI39_4537
ko:K07791	ect:ECIAI39_4603
ko:K21907	ect:ECIAI39_4014
ko:K05499	ect:ECIAI39_3060
ko:K14232	ect:ECIAI39_tRNA17
ko:K14234	ect:ECIAI39_tRNA34
ko:K14234	ect:ECIAI39_tRNA47
ko:K14224	ect:ECIAI39_tRNA30
ko:K14224	ect:ECIAI39_tRNA66
ko:K14224	ect:ECIAI39_tRNA53
ko:K14224	ect:ECIAI39_tRNA35
ko:K14223	ect:ECIAI39_tRNA81
ko:K14223	ect:ECIAI39_tRNA82
ko:K14228	ect:ECIAI39_tRNA13
ko:K14233	ect:ECIAI39_tRNA14
ko:K14233	ect:ECIAI39_tRNA16
ko:K14218	ect:ECIAI39_tRNA46
ko:K14218	ect:ECIAI39_tRNA52
ko:K14218	ect:ECIAI39_tRNA84
ko:K14348	ect:ECIAI39_4125
ko:K21908	ect:ECIAI39_4013
ko:K03315	ect:ECIAI39_2452
ko:K14219	ect:ECIAI39_tRNA56
ko:K14225	ect:ECIAI39_tRNA33
ko:K14393	ect:ECIAI39_4487
ko:K14155	ect:ECIAI39_1435
ko:K14223	ect:ECIAI39_tRNA78
ko:K14223	ect:ECIAI39_tRNA79
ko:K14155	ect:ECIAI39_4196
ko:K14230	ect:ECIAI39_tRNA65
