ko:K01139	kpq:KPR0928_25190
ko:K03402	kpq:KPR0928_23285
ko:K03623	kpq:KPR0928_23300
ko:K03468	kpq:KPR0928_23305
ko:K15548	kpq:KPR0928_23310
ko:K03568	kpq:KPR0928_23325
ko:K08301	kpq:KPR0928_23335
ko:K03571	kpq:KPR0928_23345
ko:K03570	kpq:KPR0928_23350
ko:K03569	kpq:KPR0928_23355
ko:K17247	kpq:KPR0928_23370
ko:K03786	kpq:KPR0928_23375
ko:K02160	kpq:KPR0928_23380
ko:K01961	kpq:KPR0928_23385
ko:K14392	kpq:KPR0928_23395
ko:K18699	kpq:KPR0928_12605
ko:K02336	kpq:KPR0928_03930
ko:K01804	kpq:KPR0928_03940
ko:K00853	kpq:KPR0928_03945
ko:K02099	kpq:KPR0928_03950
ko:K02062	kpq:KPR0928_03960
ko:K02063	kpq:KPR0928_03965
ko:K02064	kpq:KPR0928_03970
ko:K11925	kpq:KPR0928_03975
ko:K03291	kpq:KPR0928_03985
ko:K08194	kpq:KPR0928_03990
ko:K03785	kpq:KPR0928_04000
ko:K00014	kpq:KPR0928_04010
ko:K01704	kpq:KPR0928_04020
ko:K01703	kpq:KPR0928_04025
ko:K00052	kpq:KPR0928_04030
ko:K01649	kpq:KPR0928_04035
ko:K05798	kpq:KPR0928_04040
ko:K01652	kpq:KPR0928_04045
ko:K01653	kpq:KPR0928_04050
ko:K03435	kpq:KPR0928_04055
ko:K03925	kpq:KPR0928_04060
ko:K03438	kpq:KPR0928_04065
ko:K03586	kpq:KPR0928_04070
ko:K03587	kpq:KPR0928_04075
ko:K01928	kpq:KPR0928_04080
ko:K01929	kpq:KPR0928_04085
ko:K01000	kpq:KPR0928_04090
ko:K01925	kpq:KPR0928_04095
ko:K03588	kpq:KPR0928_04100
ko:K02563	kpq:KPR0928_04105
ko:K01924	kpq:KPR0928_04110
ko:K01921	kpq:KPR0928_04115
ko:K03589	kpq:KPR0928_04120
ko:K03590	kpq:KPR0928_04125
ko:K03531	kpq:KPR0928_04130
ko:K02535	kpq:KPR0928_04135
ko:K13301	kpq:KPR0928_04140
ko:K03070	kpq:KPR0928_04145
ko:K03574	kpq:KPR0928_04150
ko:K09862	kpq:KPR0928_04155
ko:K00859	kpq:KPR0928_04165
ko:K00364	kpq:KPR0928_04170
ko:K02505	kpq:KPR0928_04175
ko:K02504	kpq:KPR0928_04180
ko:K02682	kpq:KPR0928_04185
ko:K00656	kpq:KPR0928_08375
ko:K04069	kpq:KPR0928_08380
ko:K03750	kpq:KPR0928_08390
ko:K13051	kpq:KPR0928_08395
ko:K13892	kpq:KPR0928_08400
ko:K13889	kpq:KPR0928_08405
ko:K13890	kpq:KPR0928_08410
ko:K13891	kpq:KPR0928_08415
ko:K14441	kpq:KPR0928_08420
ko:K07258	kpq:KPR0928_08450
ko:K11534	kpq:KPR0928_08455
ko:K08160	kpq:KPR0928_08465
ko:K16839	kpq:KPR0928_12960
ko:K16345	kpq:KPR0928_12965
ko:K16840	kpq:KPR0928_12970
ko:K07127	kpq:KPR0928_12975
ko:K07154	kpq:KPR0928_12985
ko:K01265	kpq:KPR0928_13020
ko:K07017	kpq:KPR0928_13040
ko:K01232	kpq:KPR0928_13065
ko:K02749	kpq:KPR0928_13070
ko:K02750	kpq:KPR0928_13070
ko:K03482	kpq:KPR0928_13075
ko:K07090	kpq:KPR0928_13080
ko:K00626	kpq:KPR0928_13120
ko:K00059	kpq:KPR0928_13125
ko:K01026	kpq:KPR0928_13130
ko:K01759	kpq:KPR0928_13140
ko:K02429	kpq:KPR0928_13145
ko:K17195	kpq:KPR0928_13155
ko:K02430	kpq:KPR0928_13160
ko:K01619	kpq:KPR0928_13165
ko:K03436	kpq:KPR0928_13175
ko:K06889	kpq:KPR0928_13190
ko:K00134	kpq:KPR0928_13205
ko:K02352	kpq:KPR0928_13235
ko:K03606	kpq:KPR0928_17405
ko:K16695	kpq:KPR0928_17415
ko:K16692	kpq:KPR0928_17460
ko:K01104	kpq:KPR0928_17465
ko:K01991	kpq:KPR0928_17470
ko:K00963	kpq:KPR0928_17485
ko:K07289	kpq:KPR0928_17495
ko:K01494	kpq:KPR0928_17500
ko:K00876	kpq:KPR0928_17505
ko:K01247	kpq:KPR0928_17510
ko:K04046	kpq:KPR0928_17515
ko:K07660	kpq:KPR0928_17525
ko:K07799	kpq:KPR0928_17540
ko:K07788	kpq:KPR0928_17545
ko:K07789	kpq:KPR0928_17550
ko:K10562	kpq:KPR0928_00320
ko:K10559	kpq:KPR0928_00325
ko:K01629	kpq:KPR0928_00330
ko:K01813	kpq:KPR0928_00335
ko:K00848	kpq:KPR0928_00340
ko:K02855	kpq:KPR0928_00345
ko:K02854	kpq:KPR0928_00350
ko:K02856	kpq:KPR0928_00355
ko:K04564	kpq:KPR0928_00360
ko:K07640	kpq:KPR0928_00370
ko:K06006	kpq:KPR0928_00380
ko:K13283	kpq:KPR0928_00385
ko:K00850	kpq:KPR0928_00390
ko:K02553	kpq:KPR0928_00395
ko:K02548	kpq:KPR0928_00400
ko:K03667	kpq:KPR0928_00405
ko:K01419	kpq:KPR0928_00410
ko:K03591	kpq:KPR0928_00415
ko:K05499	kpq:KPR0928_00420
ko:K04066	kpq:KPR0928_00425
ko:K02909	kpq:KPR0928_00430
ko:K03764	kpq:KPR0928_00435
ko:K01739	kpq:KPR0928_00440
ko:K12525	kpq:KPR0928_00445
ko:K01607	kpq:KPR0928_00460
ko:K00297	kpq:KPR0928_00470
ko:K00005	kpq:KPR0928_00480
ko:K08314	kpq:KPR0928_00485
ko:K01595	kpq:KPR0928_00500
ko:K01438	kpq:KPR0928_00505
ko:K00145	kpq:KPR0928_00510
ko:K00930	kpq:KPR0928_00515
ko:K01755	kpq:KPR0928_00520
ko:K04761	kpq:KPR0928_00525
ko:K00322	kpq:KPR0928_00530
ko:K16092	kpq:KPR0928_00555
ko:K01776	kpq:KPR0928_00560
ko:K02072	kpq:KPR0928_04720
ko:K02071	kpq:KPR0928_04725
ko:K03273	kpq:KPR0928_04730
ko:K06222	kpq:KPR0928_04770
ko:K08307	kpq:KPR0928_04795
ko:K01069	kpq:KPR0928_04800
ko:K03469	kpq:KPR0928_04810
ko:K02342	kpq:KPR0928_04815
ko:K11249	kpq:KPR0928_04830
ko:K06445	kpq:KPR0928_04840
ko:K03271	kpq:KPR0928_04845
ko:K00346	kpq:KPR0928_04860
ko:K00347	kpq:KPR0928_04865
ko:K00348	kpq:KPR0928_04870
ko:K00349	kpq:KPR0928_04875
ko:K00350	kpq:KPR0928_04880
ko:K00351	kpq:KPR0928_04885
ko:K05952	kpq:KPR0928_04890
ko:K02346	kpq:KPR0928_04900
ko:K03830	kpq:KPR0928_04905
ko:K01270	kpq:KPR0928_04910
ko:K00769	kpq:KPR0928_04915
ko:K11750	kpq:KPR0928_04920
ko:K11926	kpq:KPR0928_04925
ko:K15735	kpq:KPR0928_04930
ko:K11735	kpq:KPR0928_04935
ko:K07250	kpq:KPR0928_04940
ko:K00135	kpq:KPR0928_04945
ko:K15736	kpq:KPR0928_04950
ko:K15737	kpq:KPR0928_04955
ko:K09982	kpq:KPR0928_04960
ko:K02775	kpq:KPR0928_04975
ko:K00058	kpq:KPR0928_04980
ko:K00059	kpq:KPR0928_04985
ko:K04770	kpq:KPR0928_09225
ko:K09911	kpq:KPR0928_09230
ko:K03286	kpq:KPR0928_09235
ko:K13053	kpq:KPR0928_09240
ko:K07343	kpq:KPR0928_09245
ko:K03658	kpq:KPR0928_09260
ko:K01734	kpq:KPR0928_09265
ko:K06929	kpq:KPR0928_09270
ko:K11940	kpq:KPR0928_09275
ko:K06969	kpq:KPR0928_09280
ko:K06910	kpq:KPR0928_09285
ko:K01512	kpq:KPR0928_09295
ko:K11179	kpq:KPR0928_09300
ko:K15580	kpq:KPR0928_09315
ko:K01951	kpq:KPR0928_13795
ko:K05515	kpq:KPR0928_13800
ko:K09936	kpq:KPR0928_13805
ko:K09936	kpq:KPR0928_13810
ko:K03782	kpq:KPR0928_13820
ko:K06916	kpq:KPR0928_13825
ko:K07507	kpq:KPR0928_13830
ko:K08369	kpq:KPR0928_13835
ko:K02030	kpq:KPR0928_13860
ko:K04063	kpq:KPR0928_13870
ko:K02972	kpq:KPR0928_13910
ko:K00027	kpq:KPR0928_13915
ko:K01507	kpq:KPR0928_13935
ko:K13953	kpq:KPR0928_13940
ko:K02035	kpq:KPR0928_13945
ko:K02033	kpq:KPR0928_13950
ko:K02034	kpq:KPR0928_13955
ko:K02031	kpq:KPR0928_13960
ko:K02032	kpq:KPR0928_13960
ko:K08350	kpq:KPR0928_13995
ko:K08349	kpq:KPR0928_14000
ko:K05783	kpq:KPR0928_14020
ko:K05784	kpq:KPR0928_14025
ko:K05550	kpq:KPR0928_14030
ko:K05549	kpq:KPR0928_14035
ko:K03381	kpq:KPR0928_14040
ko:K03464	kpq:KPR0928_14045
ko:K02624	kpq:KPR0928_14055
ko:K08167	kpq:KPR0928_14060
ko:K01661	kpq:KPR0928_18210
ko:K08680	kpq:KPR0928_18215
ko:K02551	kpq:KPR0928_18220
ko:K02552	kpq:KPR0928_18225
ko:K02348	kpq:KPR0928_18230
ko:K00784	kpq:KPR0928_18235
ko:K00343	kpq:KPR0928_18240
ko:K00342	kpq:KPR0928_18245
ko:K00341	kpq:KPR0928_18250
ko:K00340	kpq:KPR0928_18255
ko:K00339	kpq:KPR0928_18260
ko:K00338	kpq:KPR0928_18265
ko:K00337	kpq:KPR0928_18270
ko:K00334	kpq:KPR0928_18285
ko:K13378	kpq:KPR0928_18290
ko:K00331	kpq:KPR0928_18295
ko:K00330	kpq:KPR0928_18300
ko:K14260	kpq:KPR0928_18310
ko:K09161	kpq:KPR0928_18330
ko:K09899	kpq:KPR0928_18335
ko:K00925	kpq:KPR0928_18340
ko:K13788	kpq:KPR0928_18345
ko:K07095	kpq:KPR0928_18355
ko:K07589	kpq:KPR0928_18370
ko:K07071	kpq:KPR0928_18375
ko:K10017	kpq:KPR0928_18385
ko:K10015	kpq:KPR0928_18390
ko:K10016	kpq:KPR0928_18395
ko:K10014	kpq:KPR0928_18400
ko:K10013	kpq:KPR0928_18405
ko:K03186	kpq:KPR0928_18410
ko:K00764	kpq:KPR0928_18415
ko:K03558	kpq:KPR0928_18420
ko:K03749	kpq:KPR0928_18425
ko:K11754	kpq:KPR0928_18430
ko:K01963	kpq:KPR0928_18435
ko:K03975	kpq:KPR0928_18440
ko:K06173	kpq:KPR0928_18445
ko:K03473	kpq:KPR0928_18455
ko:K07229	kpq:KPR0928_22585
ko:K09251	kpq:KPR0928_22595
ko:K11530	kpq:KPR0928_22600
ko:K08321	kpq:KPR0928_22605
ko:K10555	kpq:KPR0928_22610
ko:K10557	kpq:KPR0928_22615
ko:K10556	kpq:KPR0928_22620
ko:K10558	kpq:KPR0928_22625
ko:K11531	kpq:KPR0928_22630
ko:K11216	kpq:KPR0928_22635
ko:K00219	kpq:KPR0928_22640
ko:K11391	kpq:KPR0928_22645
ko:K07043	kpq:KPR0928_22660
ko:K18326	kpq:KPR0928_17555
ko:K07642	kpq:KPR0928_17560
ko:K07664	kpq:KPR0928_17565
ko:K08303	kpq:KPR0928_17570
ko:K02034	kpq:KPR0928_17590
ko:K02033	kpq:KPR0928_17595
ko:K02035	kpq:KPR0928_17600
ko:K00854	kpq:KPR0928_17620
ko:K00007	kpq:KPR0928_17625
ko:K03435	kpq:KPR0928_17635
ko:K00039	kpq:KPR0928_17640
ko:K00941	kpq:KPR0928_17660
ko:K00878	kpq:KPR0928_17665
ko:K02428	kpq:KPR0928_21710
ko:K09923	kpq:KPR0928_21725
ko:K03439	kpq:KPR0928_21730
ko:K03575	kpq:KPR0928_21735
ko:K08306	kpq:KPR0928_21745
ko:K03289	kpq:KPR0928_21750
ko:K01581	kpq:KPR0928_21755
ko:K07150	kpq:KPR0928_21760
ko:K03704	kpq:KPR0928_21840
ko:K01153	kpq:KPR0928_26255
ko:K01154	kpq:KPR0928_26260
ko:K03427	kpq:KPR0928_26265
ko:K07862	kpq:KPR0928_22675
ko:K01685	kpq:KPR0928_22685
ko:K01812	kpq:KPR0928_22690
ko:K08191	kpq:KPR0928_22700
ko:K15977	kpq:KPR0928_22740
ko:K07393	kpq:KPR0928_22745
ko:K06911	kpq:KPR0928_22760
ko:K00865	kpq:KPR0928_22780
ko:K01630	kpq:KPR0928_22790
ko:K12299	kpq:KPR0928_22795
ko:K01708	kpq:KPR0928_22805
ko:K08302	kpq:KPR0928_22820
ko:K16370	kpq:KPR0928_22825
ko:K02769	kpq:KPR0928_22830
ko:K02770	kpq:KPR0928_22830
ko:K11189	kpq:KPR0928_22835
ko:K16371	kpq:KPR0928_22840
ko:K02773	kpq:KPR0928_22845
ko:K02774	kpq:KPR0928_22850
ko:K02775	kpq:KPR0928_22855
ko:K00094	kpq:KPR0928_22860
ko:K09861	kpq:KPR0928_03655
ko:K03310	kpq:KPR0928_03660
ko:K00616	kpq:KPR0928_03665
ko:K03831	kpq:KPR0928_03670
ko:K07034	kpq:KPR0928_03680
ko:K04043	kpq:KPR0928_03695
ko:K03686	kpq:KPR0928_03700
ko:K03313	kpq:KPR0928_03705
ko:K03717	kpq:KPR0928_03710
ko:K02968	kpq:KPR0928_03715
ko:K11753	kpq:KPR0928_03720
ko:K01870	kpq:KPR0928_03725
ko:K03101	kpq:KPR0928_03730
ko:K03774	kpq:KPR0928_03735
ko:K03527	kpq:KPR0928_03740
ko:K12700	kpq:KPR0928_03745
ko:K07702	kpq:KPR0928_03765
ko:K07700	kpq:KPR0928_03770
ko:K01572	kpq:KPR0928_03775
ko:K01571	kpq:KPR0928_03780
ko:K01573	kpq:KPR0928_03785
ko:K01910	kpq:KPR0928_03795
ko:K01646	kpq:KPR0928_03800
ko:K01644	kpq:KPR0928_03805
ko:K01643	kpq:KPR0928_03810
ko:K05966	kpq:KPR0928_03815
ko:K00215	kpq:KPR0928_03820
ko:K01956	kpq:KPR0928_03830
ko:K01955	kpq:KPR0928_03835
ko:K11746	kpq:KPR0928_03845
ko:K01525	kpq:KPR0928_03860
ko:K06195	kpq:KPR0928_03865
ko:K02528	kpq:KPR0928_03870
ko:K00097	kpq:KPR0928_03875
ko:K03771	kpq:KPR0928_03880
ko:K04744	kpq:KPR0928_03885
ko:K05801	kpq:KPR0928_03890
ko:K07702	kpq:KPR0928_03895
ko:K07700	kpq:KPR0928_03900
ko:K05964	kpq:KPR0928_03915
ko:K06177	kpq:KPR0928_03920
ko:K03580	kpq:KPR0928_03925
ko:K03702	kpq:KPR0928_08085
ko:K07643	kpq:KPR0928_08095
ko:K07771	kpq:KPR0928_08100
ko:K03760	kpq:KPR0928_08105
ko:K03639	kpq:KPR0928_08115
ko:K03638	kpq:KPR0928_08120
ko:K03637	kpq:KPR0928_08125
ko:K03636	kpq:KPR0928_08130
ko:K03635	kpq:KPR0928_08135
ko:K06890	kpq:KPR0928_08140
ko:K07027	kpq:KPR0928_08145
ko:K01993	kpq:KPR0928_08180
ko:K00615	kpq:KPR0928_08205
ko:K00615	kpq:KPR0928_08210
ko:K11927	kpq:KPR0928_08215
ko:K06726	kpq:KPR0928_00035
ko:K10441	kpq:KPR0928_00040
ko:K10440	kpq:KPR0928_00045
ko:K10439	kpq:KPR0928_00050
ko:K00852	kpq:KPR0928_00055
ko:K02529	kpq:KPR0928_00060
ko:K03753	kpq:KPR0928_00095
ko:K03752	kpq:KPR0928_00100
ko:K09896	kpq:KPR0928_00105
ko:K03673	kpq:KPR0928_00115
ko:K03978	kpq:KPR0928_00130
ko:K09894	kpq:KPR0928_00135
ko:K07712	kpq:KPR0928_00145
ko:K07708	kpq:KPR0928_00150
ko:K01915	kpq:KPR0928_00155
ko:K06207	kpq:KPR0928_00160
ko:K07058	kpq:KPR0928_00170
ko:K07560	kpq:KPR0928_00175
ko:K02380	kpq:KPR0928_00200
ko:K00127	kpq:KPR0928_00205
ko:K00124	kpq:KPR0928_00210
ko:K00123	kpq:KPR0928_00215
ko:K00123	kpq:KPR0928_00220
ko:K02379	kpq:KPR0928_00225
ko:K00850	kpq:KPR0928_00235
ko:K02822	kpq:KPR0928_00240
ko:K03475	kpq:KPR0928_00245
ko:K01624	kpq:KPR0928_00250
ko:K02821	kpq:KPR0928_00260
ko:K02529	kpq:KPR0928_00285
ko:K07407	kpq:KPR0928_00290
ko:K02532	kpq:KPR0928_00295
ko:K03534	kpq:KPR0928_00300
ko:K10561	kpq:KPR0928_00310
ko:K10560	kpq:KPR0928_00315
ko:K02453	kpq:KPR0928_04450
ko:K02452	kpq:KPR0928_04455
ko:K02451	kpq:KPR0928_04465
ko:K02465	kpq:KPR0928_04470
ko:K05365	kpq:KPR0928_04480
ko:K02014	kpq:KPR0928_04485
ko:K02013	kpq:KPR0928_04490
ko:K02016	kpq:KPR0928_04495
ko:K02015	kpq:KPR0928_04500
ko:K01845	kpq:KPR0928_04505
ko:K03281	kpq:KPR0928_04510
ko:K15724	kpq:KPR0928_04515
ko:K06858	kpq:KPR0928_04525
ko:K01243	kpq:KPR0928_04530
ko:K01129	kpq:KPR0928_04535
ko:K02647	kpq:KPR0928_04545
ko:K00674	kpq:KPR0928_04555
ko:K00990	kpq:KPR0928_04560
ko:K01265	kpq:KPR0928_04565
ko:K02967	kpq:KPR0928_04570
ko:K02357	kpq:KPR0928_04575
ko:K09903	kpq:KPR0928_04580
ko:K02838	kpq:KPR0928_04585
ko:K00099	kpq:KPR0928_04590
ko:K00806	kpq:KPR0928_04595
ko:K00981	kpq:KPR0928_04600
ko:K11749	kpq:KPR0928_04605
ko:K07277	kpq:KPR0928_04610
ko:K06142	kpq:KPR0928_04615
ko:K02536	kpq:KPR0928_04620
ko:K02372	kpq:KPR0928_04625
ko:K00677	kpq:KPR0928_04630
ko:K00748	kpq:KPR0928_04635
ko:K03470	kpq:KPR0928_04640
ko:K02337	kpq:KPR0928_04645
ko:K01962	kpq:KPR0928_04650
ko:K08234	kpq:KPR0928_04660
ko:K04075	kpq:KPR0928_04665
ko:K15034	kpq:KPR0928_04685
ko:K06079	kpq:KPR0928_04690
ko:K01881	kpq:KPR0928_04700
ko:K06080	kpq:KPR0928_04710
ko:K02073	kpq:KPR0928_04715
ko:K07306	kpq:KPR0928_08955
ko:K07307	kpq:KPR0928_08960
ko:K07308	kpq:KPR0928_08965
ko:K08219	kpq:KPR0928_08970
ko:K04069	kpq:KPR0928_08975
ko:K00656	kpq:KPR0928_08980
ko:K06212	kpq:KPR0928_08985
ko:K09136	kpq:KPR0928_08990
ko:K00831	kpq:KPR0928_09000
ko:K00800	kpq:KPR0928_09005
ko:K00945	kpq:KPR0928_09010
ko:K02945	kpq:KPR0928_09015
ko:K05788	kpq:KPR0928_09020
ko:K02238	kpq:KPR0928_09025
ko:K11085	kpq:KPR0928_09030
ko:K00912	kpq:KPR0928_09035
ko:K09927	kpq:KPR0928_09040
ko:K09791	kpq:KPR0928_09045
ko:K00979	kpq:KPR0928_09050
ko:K06219	kpq:KPR0928_09065
ko:K03633	kpq:KPR0928_09070
ko:K03804	kpq:KPR0928_09075
ko:K03632	kpq:KPR0928_09080
ko:K00813	kpq:KPR0928_09100
ko:K09476	kpq:KPR0928_09105
ko:K01893	kpq:KPR0928_09110
ko:K01751	kpq:KPR0928_09120
ko:K03837	kpq:KPR0928_09125
ko:K06016	kpq:KPR0928_09130
ko:K00763	kpq:KPR0928_09140
ko:K01256	kpq:KPR0928_09145
ko:K15555	kpq:KPR0928_09150
ko:K15554	kpq:KPR0928_09155
ko:K04091	kpq:KPR0928_09160
ko:K15553	kpq:KPR0928_09165
ko:K00299	kpq:KPR0928_09170
ko:K00254	kpq:KPR0928_09175
ko:K07140	kpq:KPR0928_09185
ko:K12297	kpq:KPR0928_09190
ko:K15738	kpq:KPR0928_09195
ko:K03808	kpq:KPR0928_09200
ko:K06192	kpq:KPR0928_09205
ko:K09857	kpq:KPR0928_09210
ko:K03812	kpq:KPR0928_09215
ko:K01716	kpq:KPR0928_09220
ko:K02030	kpq:KPR0928_13515
ko:K00133	kpq:KPR0928_13550
ko:K03543	kpq:KPR0928_13560
ko:K09458	kpq:KPR0928_13570
ko:K09936	kpq:KPR0928_13575
ko:K09936	kpq:KPR0928_13580
ko:K01951	kpq:KPR0928_13605
ko:K01118	kpq:KPR0928_13615
ko:K07090	kpq:KPR0928_13645
ko:K16842	kpq:KPR0928_13650
ko:K16841	kpq:KPR0928_13655
ko:K03457	kpq:KPR0928_13665
ko:K01487	kpq:KPR0928_13670
ko:K02529	kpq:KPR0928_13680
ko:K03335	kpq:KPR0928_13685
ko:K03707	kpq:KPR0928_13705
ko:K15600	kpq:KPR0928_13710
ko:K15599	kpq:KPR0928_13715
ko:K15598	kpq:KPR0928_13720
ko:K00836	kpq:KPR0928_13725
ko:K13745	kpq:KPR0928_13730
ko:K01273	kpq:KPR0928_13760
ko:K06136	kpq:KPR0928_13770
ko:K06137	kpq:KPR0928_13775
ko:K06138	kpq:KPR0928_13780
ko:K06139	kpq:KPR0928_13785
ko:K13694	kpq:KPR0928_17950
ko:K13893	kpq:KPR0928_17960
ko:K13894	kpq:KPR0928_17965
ko:K13895	kpq:KPR0928_17970
ko:K13896	kpq:KPR0928_17975
ko:K07552	kpq:KPR0928_17985
ko:K06183	kpq:KPR0928_17990
ko:K02897	kpq:KPR0928_18000
ko:K06899	kpq:KPR0928_18025
ko:K09904	kpq:KPR0928_18030
ko:K07014	kpq:KPR0928_18035
ko:K08276	kpq:KPR0928_18050
ko:K00116	kpq:KPR0928_18055
ko:K03321	kpq:KPR0928_18060
ko:K06213	kpq:KPR0928_18065
ko:K06159	kpq:KPR0928_18070
ko:K03919	kpq:KPR0928_18075
ko:K10778	kpq:KPR0928_18080
ko:K03734	kpq:KPR0928_18085
ko:K09475	kpq:KPR0928_18090
ko:K07676	kpq:KPR0928_18095
ko:K07687	kpq:KPR0928_18100
ko:K07677	kpq:KPR0928_18105
ko:K02469	kpq:KPR0928_18110
ko:K00568	kpq:KPR0928_18115
ko:K11107	kpq:KPR0928_18130
ko:K01126	kpq:KPR0928_18135
ko:K02445	kpq:KPR0928_18140
ko:K00111	kpq:KPR0928_18145
ko:K00112	kpq:KPR0928_18150
ko:K00113	kpq:KPR0928_18155
ko:K12660	kpq:KPR0928_18160
ko:K12944	kpq:KPR0928_18195
ko:K01911	kpq:KPR0928_18200
ko:K02549	kpq:KPR0928_18205
ko:K01515	kpq:KPR0928_22300
ko:K12340	kpq:KPR0928_22305
ko:K07238	kpq:KPR0928_22325
ko:K02858	kpq:KPR0928_22330
ko:K09806	kpq:KPR0928_22335
ko:K03272	kpq:KPR0928_22345
ko:K00982	kpq:KPR0928_22350
ko:K18446	kpq:KPR0928_22355
ko:K07184	kpq:KPR0928_22360
ko:K00974	kpq:KPR0928_22365
ko:K06153	kpq:KPR0928_22370
ko:K01633	kpq:KPR0928_22375
ko:K08591	kpq:KPR0928_22380
ko:K03190	kpq:KPR0928_22390
ko:K01430	kpq:KPR0928_22395
ko:K01429	kpq:KPR0928_22400
ko:K13650	kpq:KPR0928_08245
ko:K06970	kpq:KPR0928_08255
ko:K10038	kpq:KPR0928_08265
ko:K10037	kpq:KPR0928_08270
ko:K10036	kpq:KPR0928_08275
ko:K04047	kpq:KPR0928_08280
ko:K11939	kpq:KPR0928_08285
ko:K11934	kpq:KPR0928_08290
ko:K11924	kpq:KPR0928_08310
ko:K01223	kpq:KPR0928_08320
ko:K03492	kpq:KPR0928_08325
ko:K01187	kpq:KPR0928_08350
ko:K08191	kpq:KPR0928_08355
ko:K07757	kpq:KPR0928_08370
ko:K11960	kpq:KPR0928_12665
ko:K11961	kpq:KPR0928_12670
ko:K11962	kpq:KPR0928_12675
ko:K11963	kpq:KPR0928_12680
ko:K15268	kpq:KPR0928_12695
ko:K13630	kpq:KPR0928_12700
ko:K13632	kpq:KPR0928_12705
ko:K03712	kpq:KPR0928_12710
ko:K05595	kpq:KPR0928_12720
ko:K08159	kpq:KPR0928_12725
ko:K03307	kpq:KPR0928_12750
ko:K01714	kpq:KPR0928_12755
ko:K00016	kpq:KPR0928_12780
ko:K03829	kpq:KPR0928_12785
ko:K08324	kpq:KPR0928_12795
ko:K01425	kpq:KPR0928_12800
ko:K00041	kpq:KPR0928_12820
ko:K11903	kpq:KPR0928_12850
ko:K01607	kpq:KPR0928_12860
ko:K00598	kpq:KPR0928_12865
ko:K00459	kpq:KPR0928_12895
ko:K02072	kpq:KPR0928_12900
ko:K02073	kpq:KPR0928_12910
ko:K07733	kpq:KPR0928_17135
ko:K03566	kpq:KPR0928_17165
ko:K07168	kpq:KPR0928_17215
ko:K01251	kpq:KPR0928_17220
ko:K00768	kpq:KPR0928_17225
ko:K02233	kpq:KPR0928_17230
ko:K09802	kpq:KPR0928_17235
ko:K07470	kpq:KPR0928_17245
ko:K07258	kpq:KPR0928_17255
ko:K01141	kpq:KPR0928_17260
ko:K02355	kpq:KPR0928_17275
ko:K00765	kpq:KPR0928_17300
ko:K00013	kpq:KPR0928_17305
ko:K00817	kpq:KPR0928_17310
ko:K01089	kpq:KPR0928_17315
ko:K02501	kpq:KPR0928_17320
ko:K01814	kpq:KPR0928_17325
ko:K02500	kpq:KPR0928_17330
ko:K11755	kpq:KPR0928_17335
ko:K01854	kpq:KPR0928_17370
ko:K08679	kpq:KPR0928_17390
ko:K00012	kpq:KPR0928_17395
ko:K00033	kpq:KPR0928_17400
ko:K00281	kpq:KPR0928_21450
ko:K02437	kpq:KPR0928_21455
ko:K00605	kpq:KPR0928_21460
ko:K03185	kpq:KPR0928_21470
ko:K01262	kpq:KPR0928_21475
ko:K09895	kpq:KPR0928_21480
ko:K09888	kpq:KPR0928_21485
ko:K01934	kpq:KPR0928_21490
ko:K00058	kpq:KPR0928_21495
ko:K01807	kpq:KPR0928_21500
ko:K05596	kpq:KPR0928_21505
ko:K09807	kpq:KPR0928_21510
ko:K06895	kpq:KPR0928_21515
ko:K03442	kpq:KPR0928_21520
ko:K01624	kpq:KPR0928_21525
ko:K00927	kpq:KPR0928_21530
ko:K03472	kpq:KPR0928_21535
ko:K00615	kpq:KPR0928_21540
ko:K07387	kpq:KPR0928_21545
ko:K01652	kpq:KPR0928_21555
ko:K06989	kpq:KPR0928_21565
ko:K01480	kpq:KPR0928_21630
ko:K01585	kpq:KPR0928_21635
ko:K00789	kpq:KPR0928_21645
ko:K08137	kpq:KPR0928_21650
ko:K02742	kpq:KPR0928_21655
ko:K01150	kpq:KPR0928_21660
ko:K09761	kpq:KPR0928_21665
ko:K01920	kpq:KPR0928_21670
ko:K07735	kpq:KPR0928_21675
ko:K07447	kpq:KPR0928_21680
ko:K02669	kpq:KPR0928_21690
ko:K06997	kpq:KPR0928_21695
ko:K02221	kpq:KPR0928_21700
ko:K09131	kpq:KPR0928_21705
ko:K10124	kpq:KPR0928_25810
ko:K02039	kpq:KPR0928_25815
ko:K02036	kpq:KPR0928_25820
ko:K02038	kpq:KPR0928_25825
ko:K02037	kpq:KPR0928_25830
ko:K02040	kpq:KPR0928_25835
ko:K00820	kpq:KPR0928_25840
ko:K04042	kpq:KPR0928_25845
ko:K02114	kpq:KPR0928_25850
ko:K02112	kpq:KPR0928_25855
ko:K02115	kpq:KPR0928_25860
ko:K02111	kpq:KPR0928_25865
ko:K02113	kpq:KPR0928_25870
ko:K02109	kpq:KPR0928_25875
ko:K02110	kpq:KPR0928_25880
ko:K02108	kpq:KPR0928_25885
ko:K02116	kpq:KPR0928_25890
ko:K03501	kpq:KPR0928_25895
ko:K03495	kpq:KPR0928_25900
ko:K03607	kpq:KPR0928_26050
ko:K01428	kpq:KPR0928_22405
ko:K03187	kpq:KPR0928_22410
ko:K03188	kpq:KPR0928_22415
ko:K03189	kpq:KPR0928_22420
