ko:K19744	pdk:PADK2_05005
ko:K00684	pdk:PADK2_11575
ko:K00384	pdk:PADK2_11580
ko:K03466	pdk:PADK2_11585
ko:K03634	pdk:PADK2_11590
ko:K07478	pdk:PADK2_11595
ko:K01875	pdk:PADK2_11600
ko:K02302	pdk:PADK2_11605
ko:K01679	pdk:PADK2_21435
ko:K06995	pdk:PADK2_13680
ko:K00380	pdk:PADK2_23495
ko:K07126	pdk:PADK2_23510
ko:K07032	pdk:PADK2_23520
ko:K03119	pdk:PADK2_13720
ko:K03406	pdk:PADK2_23530
ko:K02653	pdk:PADK2_23585
ko:K03710	pdk:PADK2_13775
ko:K02014	pdk:PADK2_25670
ko:K01585	pdk:PADK2_25680
ko:K07267	pdk:PADK2_13820
ko:K02529	pdk:PADK2_15910
ko:K10441	pdk:PADK2_15920
ko:K03790	pdk:PADK2_15995
ko:K00549	pdk:PADK2_16000
ko:K09136	pdk:PADK2_16005
ko:K02230	pdk:PADK2_16020
ko:K16089	pdk:PADK2_16025
ko:K03528	pdk:PADK2_18085
ko:K03529	pdk:PADK2_18090
ko:K00496	pdk:PADK2_18100
ko:K13481	pdk:PADK2_18105
ko:K07402	pdk:PADK2_18110
ko:K06901	pdk:PADK2_18125
ko:K07127	pdk:PADK2_18130
ko:K01477	pdk:PADK2_18145
ko:K01483	pdk:PADK2_18150
ko:K03639	pdk:PADK2_18195
ko:K01608	pdk:PADK2_18210
ko:K02396	pdk:PADK2_20250
ko:K02395	pdk:PADK2_20255
ko:K02394	pdk:PADK2_20260
ko:K02393	pdk:PADK2_20265
ko:K02392	pdk:PADK2_20270
ko:K02391	pdk:PADK2_20275
ko:K02390	pdk:PADK2_20280
ko:K02389	pdk:PADK2_20285
ko:K02388	pdk:PADK2_20290
ko:K02387	pdk:PADK2_20295
ko:K01999	pdk:PADK2_20310
ko:K01997	pdk:PADK2_20315
ko:K01998	pdk:PADK2_20320
ko:K01995	pdk:PADK2_20325
ko:K01996	pdk:PADK2_20330
ko:K04079	pdk:PADK2_20340
ko:K08985	pdk:PADK2_20360
ko:K01738	pdk:PADK2_20375
ko:K14161	pdk:PADK2_22300
ko:K03547	pdk:PADK2_22310
ko:K03581	pdk:PADK2_22320
ko:K03582	pdk:PADK2_22325
ko:K03583	pdk:PADK2_22330
ko:K07240	pdk:PADK2_22350
ko:K02278	pdk:PADK2_22380
ko:K00600	pdk:PADK2_24445
ko:K06200	pdk:PADK2_24465
ko:K04485	pdk:PADK2_24480
ko:K09794	pdk:PADK2_24490
ko:K03781	pdk:PADK2_24500
ko:K03282	pdk:PADK2_24510
ko:K00528	pdk:PADK2_24515
ko:K07141	pdk:PADK2_24530
ko:K07402	pdk:PADK2_24535
ko:K03758	pdk:PADK2_27355
ko:K00611	pdk:PADK2_27365
ko:K00926	pdk:PADK2_27370
ko:K08312	pdk:PADK2_27390
ko:K02379	pdk:PADK2_27410
ko:K07107	pdk:PADK2_27440
ko:K04083	pdk:PADK2_27485
ko:K04762	pdk:PADK2_27495
ko:K07638	pdk:PADK2_27515
ko:K07659	pdk:PADK2_27520
ko:K06959	pdk:PADK2_27525
ko:K01919	pdk:PADK2_27535
ko:K14682	pdk:PADK2_27540
ko:K01438	pdk:PADK2_27550
ko:K03306	pdk:PADK2_27555
ko:K07220	pdk:PADK2_27560
ko:K07340	pdk:PADK2_27575
ko:K00281	pdk:PADK2_27585
ko:K02437	pdk:PADK2_27590
ko:K00605	pdk:PADK2_27595
ko:K02011	pdk:PADK2_27600
ko:K02012	pdk:PADK2_27605
ko:K06147	pdk:PADK2_03560
ko:K00666	pdk:PADK2_03680
ko:K00657	pdk:PADK2_03745
ko:K05599	pdk:PADK2_12685
ko:K05600	pdk:PADK2_12680
ko:K02313	pdk:PADK2_00005
ko:K02338	pdk:PADK2_00010
ko:K03629	pdk:PADK2_00015
ko:K02470	pdk:PADK2_00020
ko:K00655	pdk:PADK2_00025
ko:K03273	pdk:PADK2_00030
ko:K01879	pdk:PADK2_00040
ko:K01878	pdk:PADK2_00045
ko:K01246	pdk:PADK2_00050
ko:K02517	pdk:PADK2_00055
ko:K09125	pdk:PADK2_00065
ko:K03500	pdk:PADK2_00085
ko:K00604	pdk:PADK2_00090
ko:K01462	pdk:PADK2_00095
ko:K04096	pdk:PADK2_00105
ko:K07566	pdk:PADK2_00110
ko:K00228	pdk:PADK2_00120
ko:K00014	pdk:PADK2_00125
ko:K02002	pdk:PADK2_00150
ko:K10253	pdk:PADK2_00165
ko:K07690	pdk:PADK2_00175
ko:K01695	pdk:PADK2_00180
ko:K01696	pdk:PADK2_00185
ko:K09165	pdk:PADK2_00195
ko:K15125	pdk:PADK2_00210
ko:K00134	pdk:PADK2_08355
ko:K01690	pdk:PADK2_08360
ko:K07267	pdk:PADK2_08405
ko:K00036	pdk:PADK2_08420
ko:K01057	pdk:PADK2_08425
ko:K01625	pdk:PADK2_08430
ko:K06178	pdk:PADK2_08440
ko:K03312	pdk:PADK2_08455
ko:K07223	pdk:PADK2_10625
ko:K03464	pdk:PADK2_12705
ko:K03381	pdk:PADK2_12710
ko:K03449	pdk:PADK2_12745
ko:K00688	pdk:PADK2_14945
ko:K08995	pdk:PADK2_15005
ko:K07347	pdk:PADK2_15025
ko:K07345	pdk:PADK2_15035
ko:K03223	pdk:PADK2_17070
ko:K03230	pdk:PADK2_17185
ko:K04058	pdk:PADK2_17210
ko:K03224	pdk:PADK2_17215
ko:K03225	pdk:PADK2_17230
ko:K03226	pdk:PADK2_17235
ko:K03228	pdk:PADK2_17245
ko:K16092	pdk:PADK2_19290
ko:K12658	pdk:PADK2_19305
ko:K10974	pdk:PADK2_02210
ko:K01464	pdk:PADK2_02225
ko:K00252	pdk:PADK2_02245
ko:K03306	pdk:PADK2_02260
ko:K07403	pdk:PADK2_02265
ko:K05591	pdk:PADK2_02285
ko:K03704	pdk:PADK2_02290
ko:K03696	pdk:PADK2_02305
ko:K07663	pdk:PADK2_02325
ko:K07641	pdk:PADK2_02330
ko:K06143	pdk:PADK2_02335
ko:K03088	pdk:PADK2_02375
ko:K01055	pdk:PADK2_02415
ko:K01638	pdk:PADK2_02425
ko:K05786	pdk:PADK2_02440
ko:K02019	pdk:PADK2_02450
ko:K05811	pdk:PADK2_02455
ko:K09928	pdk:PADK2_09430
ko:K03561	pdk:PADK2_09440
ko:K00912	pdk:PADK2_09450
ko:K09791	pdk:PADK2_09455
ko:K00979	pdk:PADK2_09460
ko:K00075	pdk:PADK2_09470
ko:K08300	pdk:PADK2_09475
ko:K01091	pdk:PADK2_09485
ko:K04773	pdk:PADK2_09490
ko:K07040	pdk:PADK2_09500
ko:K02911	pdk:PADK2_09505
ko:K03621	pdk:PADK2_09510
ko:K00645	pdk:PADK2_09515
ko:K02078	pdk:PADK2_09525
ko:K09458	pdk:PADK2_09530
ko:K07082	pdk:PADK2_09540
ko:K00943	pdk:PADK2_09545
ko:K02341	pdk:PADK2_09550
ko:K02676	pdk:PADK2_09555
ko:K03424	pdk:PADK2_09560
ko:K07237	pdk:PADK2_11625
ko:K07236	pdk:PADK2_11630
ko:K07235	pdk:PADK2_11635
ko:K15553	pdk:PADK2_11685
ko:K00575	pdk:PADK2_00880
ko:K03406	pdk:PADK2_00885
ko:K03406	pdk:PADK2_00905
ko:K00059	pdk:PADK2_00915
ko:K02014	pdk:PADK2_00965
ko:K08086	pdk:PADK2_08760
ko:K02454	pdk:PADK2_08820
ko:K09815	pdk:PADK2_13235
ko:K06177	pdk:PADK2_15435
ko:K02014	pdk:PADK2_17645
ko:K07660	pdk:PADK2_19750
ko:K02571	pdk:PADK2_19760
ko:K02569	pdk:PADK2_19785
ko:K01439	pdk:PADK2_19835
ko:K02014	pdk:PADK2_21785
ko:K01515	pdk:PADK2_26345
ko:K02055	pdk:PADK2_26420
ko:K11085	pdk:PADK2_26480
ko:K02843	pdk:PADK2_26555
ko:K02004	pdk:PADK2_24395
ko:K07052	pdk:PADK2_27155
ko:K11688	pdk:PADK2_27340
ko:K03406	pdk:PADK2_09770
ko:K02014	pdk:PADK2_09815
ko:K00595	pdk:PADK2_09835
ko:K02017	pdk:PADK2_16350
ko:K00548	pdk:PADK2_16440
ko:K02414	pdk:PADK2_18520
ko:K07665	pdk:PADK2_18540
ko:K03406	pdk:PADK2_18595
ko:K00484	pdk:PADK2_03865
ko:K00059	pdk:PADK2_03880
ko:K07729	pdk:PADK2_03940
ko:K01784	pdk:PADK2_03985
ko:K02004	pdk:PADK2_04005
ko:K07221	pdk:PADK2_07900
ko:K07221	pdk:PADK2_07905
ko:K02029	pdk:PADK2_19360
ko:K02029	pdk:PADK2_19365
ko:K12537	pdk:PADK2_19415
ko:K12536	pdk:PADK2_19420
ko:K03721	pdk:PADK2_21335
ko:K00500	pdk:PADK2_21340
ko:K00832	pdk:PADK2_21350
ko:K07262	pdk:PADK2_21355
ko:K15034	pdk:PADK2_21360
ko:K00457	pdk:PADK2_21375
ko:K07396	pdk:PADK2_21410
ko:K07146	pdk:PADK2_21415
ko:K05527	pdk:PADK2_21420
ko:K09924	pdk:PADK2_21425
ko:K12369	pdk:PADK2_23445
ko:K16090	pdk:PADK2_23500
ko:K01581	pdk:PADK2_23525
ko:K03807	pdk:PADK2_23535
ko:K03806	pdk:PADK2_23540
ko:K00767	pdk:PADK2_23550
ko:K02652	pdk:PADK2_23565
ko:K02654	pdk:PADK2_23590
ko:K00859	pdk:PADK2_23595
ko:K09862	pdk:PADK2_23600
ko:K01531	pdk:PADK2_25610
ko:K00675	pdk:PADK2_25620
ko:K08983	pdk:PADK2_25625
ko:K00382	pdk:PADK2_25630
ko:K07124	pdk:PADK2_25645
ko:K11068	pdk:PADK2_25650
ko:K03113	pdk:PADK2_25685
ko:K04084	pdk:PADK2_25710
ko:K03786	pdk:PADK2_25715
ko:K02160	pdk:PADK2_25720
ko:K01961	pdk:PADK2_25725
ko:K02687	pdk:PADK2_25735
ko:K03557	pdk:PADK2_25750
ko:K00602	pdk:PADK2_25755
ko:K01945	pdk:PADK2_25760
ko:K15553	pdk:PADK2_11690
ko:K11073	pdk:PADK2_11700
ko:K03703	pdk:PADK2_11735
ko:K00117	pdk:PADK2_13825
ko:K03893	pdk:PADK2_13885
ko:K13979	pdk:PADK2_13900
ko:K13639	pdk:PADK2_13910
ko:K03587	pdk:PADK2_13915
ko:K06151	pdk:PADK2_13950
ko:K06152	pdk:PADK2_13955
ko:K06995	pdk:PADK2_16055
ko:K03088	pdk:PADK2_16080
ko:K01434	pdk:PADK2_16185
ko:K01972	pdk:PADK2_18080
ko:K00873	pdk:PADK2_18230
ko:K08717	pdk:PADK2_18235
ko:K10716	pdk:PADK2_18240
ko:K02048	pdk:PADK2_18255
ko:K04023	pdk:PADK2_18265
ko:K02444	pdk:PADK2_18270
ko:K00864	pdk:PADK2_18285
ko:K01266	pdk:PADK2_18290
ko:K02199	pdk:PADK2_18320
ko:K02198	pdk:PADK2_18325
ko:K02197	pdk:PADK2_18330
ko:K02196	pdk:PADK2_18335
ko:K02195	pdk:PADK2_18340
ko:K02194	pdk:PADK2_18345
ko:K05564	pdk:PADK2_20385
ko:K05563	pdk:PADK2_20390
ko:K05562	pdk:PADK2_20395
ko:K05561	pdk:PADK2_20400
ko:K05560	pdk:PADK2_20405
ko:K05559	pdk:PADK2_20410
ko:K06077	pdk:PADK2_20415
ko:K00865	pdk:PADK2_20425
ko:K02647	pdk:PADK2_20435
ko:K00275	pdk:PADK2_20440
ko:K08993	pdk:PADK2_20475
ko:K09858	pdk:PADK2_20490
ko:K12511	pdk:PADK2_22405
ko:K12510	pdk:PADK2_22410
ko:K02283	pdk:PADK2_22415
ko:K02282	pdk:PADK2_22420
ko:K02280	pdk:PADK2_22425
ko:K02279	pdk:PADK2_22430
ko:K02651	pdk:PADK2_22435
ko:K06915	pdk:PADK2_22450
ko:K01433	pdk:PADK2_22485
ko:K01141	pdk:PADK2_22495
ko:K03924	pdk:PADK2_22525
ko:K07507	pdk:PADK2_24620
ko:K07286	pdk:PADK2_24650
ko:K00116	pdk:PADK2_24655
ko:K00760	pdk:PADK2_24680
ko:K00761	pdk:PADK2_24685
ko:K03185	pdk:PADK2_27635
ko:K09895	pdk:PADK2_27645
ko:K09888	pdk:PADK2_27655
ko:K13926	pdk:PADK2_27680
ko:K01993	pdk:PADK2_27685
ko:K02415	pdk:PADK2_27690
ko:K02445	pdk:PADK2_27700
ko:K03182	pdk:PADK2_27710
ko:K03628	pdk:PADK2_27720
ko:K03671	pdk:PADK2_27725
ko:K01524	pdk:PADK2_27730
ko:K00937	pdk:PADK2_27735
ko:K01698	pdk:PADK2_27740
ko:K09768	pdk:PADK2_27760
ko:K07243	pdk:PADK2_27765
ko:K05834	pdk:PADK2_27770
ko:K06158	pdk:PADK2_27785
ko:K03773	pdk:PADK2_27800
ko:K07740	pdk:PADK2_27805
ko:K03611	pdk:PADK2_27810
ko:K02498	pdk:PADK2_27815
ko:K02496	pdk:PADK2_27820
ko:K01749	pdk:PADK2_27830
ko:K08083	pdk:PADK2_27835
ko:K08082	pdk:PADK2_27840
ko:K01755	pdk:PADK2_27845
ko:K03284	pdk:PADK2_27870
ko:K05851	pdk:PADK2_27890
ko:K00374	pdk:PADK2_04975
ko:K03769	pdk:PADK2_04980
ko:K00666	pdk:PADK2_05015
ko:K05833	pdk:PADK2_05130
ko:K05832	pdk:PADK2_05135
ko:K01989	pdk:PADK2_05140
ko:K06889	pdk:PADK2_05175
ko:K01092	pdk:PADK2_05235
ko:K04488	pdk:PADK2_05260
ko:K13628	pdk:PADK2_05265
ko:K02014	pdk:PADK2_05375
ko:K00088	pdk:PADK2_05480
ko:K04763	pdk:PADK2_05645
ko:K16264	pdk:PADK2_02000
ko:K04782	pdk:PADK2_03520
ko:K01487	pdk:PADK2_18115
ko:K03321	pdk:PADK2_12405
ko:K11959	pdk:PADK2_25780
ko:K11960	pdk:PADK2_25785
ko:K02525	pdk:PADK2_13980
ko:K11961	pdk:PADK2_25790
ko:K07684	pdk:PADK2_04940
ko:K14219	pdk:PADK2_t29597
ko:K14230	pdk:PADK2_t29599
ko:K14218	pdk:PADK2_t29603
ko:K01985	pdk:PADK2_r29727
ko:K01985	pdk:PADK2_r29725
ko:K14236	pdk:PADK2_t29605
ko:K14234	pdk:PADK2_t29609
ko:K14235	pdk:PADK2_t29611
ko:K14228	pdk:PADK2_t29613
ko:K14219	pdk:PADK2_t29615
ko:K14237	pdk:PADK2_t29617
ko:K14221	pdk:PADK2_t29619
ko:K14220	pdk:PADK2_t29621
ko:K14237	pdk:PADK2_t29647
ko:K14233	pdk:PADK2_t29651
ko:K14222	pdk:PADK2_t29655
ko:K14228	pdk:PADK2_t29657
ko:K14228	pdk:PADK2_t29663
ko:K14221	pdk:PADK2_t29659
ko:K14226	pdk:PADK2_t29661
ko:K14226	pdk:PADK2_t29665
ko:K14219	pdk:PADK2_t29667
ko:K14219	pdk:PADK2_t29675
ko:K14219	pdk:PADK2_t29677
ko:K14219	pdk:PADK2_t29697
ko:K14233	pdk:PADK2_t29669
ko:K14230	pdk:PADK2_t29673
ko:K00090	pdk:PADK2_04845
ko:K11189	pdk:PADK2_05535
ko:K00253	pdk:PADK2_15575
ko:K16636	pdk:PADK2_00240
ko:K16635	pdk:PADK2_05115
ko:K15555	pdk:PADK2_07025
ko:K11894	pdk:PADK2_17380
ko:K14233	pdk:PADK2_t29679
ko:K11020	pdk:PADK2_19920
ko:K15554	pdk:PADK2_00930
ko:K15553	pdk:PADK2_00935
ko:K16637	pdk:PADK2_14705
ko:K07122	pdk:PADK2_23190
ko:K00130	pdk:PADK2_28600
ko:K01426	pdk:PADK2_07440
ko:K02768	pdk:PADK2_06555
ko:K08483	pdk:PADK2_06555
ko:K11183	pdk:PADK2_06555
ko:K14230	pdk:PADK2_t29707
ko:K14218	pdk:PADK2_t29623
ko:K14218	pdk:PADK2_t29627
ko:K14224	pdk:PADK2_t29625
ko:K14224	pdk:PADK2_t29629
ko:K14224	pdk:PADK2_t29641
ko:K14237	pdk:PADK2_t29631
ko:K14221	pdk:PADK2_t29633
ko:K14221	pdk:PADK2_t29635
ko:K14232	pdk:PADK2_t29637
ko:K14232	pdk:PADK2_t29649
ko:K14233	pdk:PADK2_t29639
ko:K14225	pdk:PADK2_t29645
ko:K14225	pdk:PADK2_t29653
ko:K12368	pdk:PADK2_23440
ko:K14228	pdk:PADK2_t29713
ko:K14228	pdk:PADK2_t29715
ko:K14238	pdk:PADK2_t29711
ko:K14231	pdk:PADK2_t29717
ko:K00483	pdk:PADK2_03870
ko:K11962	pdk:PADK2_25795
ko:K11963	pdk:PADK2_25800
ko:K10025	pdk:PADK2_21240
ko:K00537	pdk:PADK2_20945
ko:K07090	pdk:PADK2_01705
ko:K14475	pdk:PADK2_21800
ko:K11914	pdk:PADK2_17390
ko:K11912	pdk:PADK2_00390
ko:K02625	pdk:PADK2_01130
ko:K11913	pdk:PADK2_00425
ko:K01851	pdk:PADK2_03515
ko:K12242	pdk:PADK2_03525
ko:K12254	pdk:PADK2_28295
ko:K00128	pdk:PADK2_25985
ko:K11384	pdk:PADK2_29155
ko:K13490	pdk:PADK2_05820
ko:K01729	pdk:PADK2_06630
ko:K12538	pdk:PADK2_07245
ko:K06970	pdk:PADK2_05120
ko:K09472	pdk:PADK2_01080
ko:K10001	pdk:PADK2_26905
ko:K02030	pdk:PADK2_02275
ko:K02030	pdk:PADK2_14635
ko:K02030	pdk:PADK2_27270
ko:K02030	pdk:PADK2_04190
ko:K06016	pdk:PADK2_02235
ko:K00114	pdk:PADK2_15740
ko:K01139	pdk:PADK2_28425
ko:K01485	pdk:PADK2_02205
ko:K01758	pdk:PADK2_02015
ko:K00020	pdk:PADK2_06505
ko:K00020	pdk:PADK2_07710
ko:K14268	pdk:PADK2_01320
ko:K01426	pdk:PADK2_22125
ko:K07645	pdk:PADK2_25355
ko:K01271	pdk:PADK2_23420
ko:K06599	pdk:PADK2_02095
ko:K07506	pdk:PADK2_04835
ko:K03566	pdk:PADK2_05090
ko:K03566	pdk:PADK2_19720
ko:K05799	pdk:PADK2_00615
ko:K09017	pdk:PADK2_00840
ko:K09017	pdk:PADK2_02200
ko:K09017	pdk:PADK2_18200
ko:K03719	pdk:PADK2_04500
ko:K12239	pdk:PADK2_03540
ko:K03719	pdk:PADK2_28275
ko:K00316	pdk:PADK2_05775
ko:K15864	pdk:PADK2_02610
ko:K08721	pdk:PADK2_24420
ko:K09810	pdk:PADK2_09420
ko:K08316	pdk:PADK2_01860
ko:K15977	pdk:PADK2_03800
ko:K03559	pdk:PADK2_09445
ko:K07245	pdk:PADK2_11810
ko:K06075	pdk:PADK2_07565
ko:K03559	pdk:PADK2_22180
ko:K00265	pdk:PADK2_26675
ko:K11383	pdk:PADK2_29160
ko:K12243	pdk:PADK2_03535
ko:K07794	pdk:PADK2_21935
ko:K00131	pdk:PADK2_13655
ko:K01959	pdk:PADK2_28915
ko:K11441	pdk:PADK2_13970
ko:K00032	pdk:PADK2_13960
ko:K00632	pdk:PADK2_09280
ko:K00632	pdk:PADK2_09660
ko:K01046	pdk:PADK2_10065
ko:K01487	pdk:PADK2_00685
ko:K01426	pdk:PADK2_22625
ko:K03574	pdk:PADK2_08435
ko:K03574	pdk:PADK2_22930
ko:K00100	pdk:PADK2_19930
ko:K02803	pdk:PADK2_05530
ko:K02804	pdk:PADK2_05530
ko:K00523	pdk:PADK2_27705
ko:K00042	pdk:PADK2_18220
ko:K00018	pdk:PADK2_24575
ko:K00249	pdk:PADK2_12480
ko:K00249	pdk:PADK2_18045
ko:K00249	pdk:PADK2_19705
ko:K00249	pdk:PADK2_21305
ko:K00249	pdk:PADK2_23105
ko:K00249	pdk:PADK2_26465
ko:K01505	pdk:PADK2_08885
ko:K00248	pdk:PADK2_26595
ko:K01239	pdk:PADK2_00725
ko:K11917	pdk:PADK2_13475
ko:K00108	pdk:PADK2_05790
ko:K00108	pdk:PADK2_15060
ko:K00108	pdk:PADK2_28595
ko:K00128	pdk:PADK2_20550
ko:K16872	pdk:PADK2_07865
ko:K09472	pdk:PADK2_03725
ko:K05603	pdk:PADK2_27025
ko:K02303	pdk:PADK2_02565
ko:K00355	pdk:PADK2_19515
ko:K00355	pdk:PADK2_19520
ko:K00355	pdk:PADK2_26365
ko:K14742	pdk:PADK2_05915
ko:K03719	pdk:PADK2_12345
ko:K03719	pdk:PADK2_25395
ko:K03892	pdk:PADK2_13890
ko:K03892	pdk:PADK2_28115
ko:K03088	pdk:PADK2_19140
ko:K05540	pdk:PADK2_25745
ko:K00557	pdk:PADK2_25070
ko:K03767	pdk:PADK2_08190
ko:K06148	pdk:PADK2_21405
ko:K02052	pdk:PADK2_03040
ko:K02030	pdk:PADK2_03695
ko:K02030	pdk:PADK2_19350
ko:K06600	pdk:PADK2_02100
ko:K04056	pdk:PADK2_17220
ko:K04057	pdk:PADK2_17225
ko:K04059	pdk:PADK2_17195
ko:K11904	pdk:PADK2_01305
ko:K11904	pdk:PADK2_07815
ko:K11904	pdk:PADK2_18165
ko:K11904	pdk:PADK2_27860
ko:K12538	pdk:PADK2_19410
ko:K02650	pdk:PADK2_23560
ko:K04049	pdk:PADK2_17120
ko:K04051	pdk:PADK2_17095
ko:K04052	pdk:PADK2_17090
ko:K04060	pdk:PADK2_17190
ko:K02487	pdk:PADK2_23790
ko:K02483	pdk:PADK2_03815
ko:K02675	pdk:PADK2_24205
ko:K01003	pdk:PADK2_25850
ko:K00344	pdk:PADK2_00115
ko:K00344	pdk:PADK2_11250
ko:K00344	pdk:PADK2_27695
ko:K07749	pdk:PADK2_05675
ko:K00091	pdk:PADK2_24600
ko:K00433	pdk:PADK2_11065
ko:K00537	pdk:PADK2_11875
ko:K03741	pdk:PADK2_13880
ko:K03741	pdk:PADK2_28120
ko:K01802	pdk:PADK2_05755
ko:K01802	pdk:PADK2_22155
ko:K07481	pdk:PADK2_14470
ko:K07483	pdk:PADK2_08565
ko:K07483	pdk:PADK2_10835
ko:K07483	pdk:PADK2_10885
ko:K07483	pdk:PADK2_13160
ko:K07483	pdk:PADK2_19880
ko:K07483	pdk:PADK2_21585
ko:K07483	pdk:PADK2_23575
ko:K07497	pdk:PADK2_08570
ko:K07497	pdk:PADK2_10840
ko:K07497	pdk:PADK2_10880
ko:K07497	pdk:PADK2_13155
ko:K07497	pdk:PADK2_19875
ko:K07497	pdk:PADK2_21580
ko:K07497	pdk:PADK2_23570
ko:K03293	pdk:PADK2_21735
ko:K03307	pdk:PADK2_01425
ko:K03307	pdk:PADK2_18620
ko:K03457	pdk:PADK2_02230
ko:K03457	pdk:PADK2_02395
ko:K03457	pdk:PADK2_26990
ko:K03458	pdk:PADK2_18185
ko:K01133	pdk:PADK2_00155
ko:K07216	pdk:PADK2_17340
ko:K07222	pdk:PADK2_28700
ko:K07165	pdk:PADK2_07220
ko:K04065	pdk:PADK2_25165
ko:K06867	pdk:PADK2_07860
ko:K06867	pdk:PADK2_12755
ko:K06867	pdk:PADK2_24495
ko:K06884	pdk:PADK2_14710
ko:K06884	pdk:PADK2_14935
ko:K06893	pdk:PADK2_16580
ko:K06992	pdk:PADK2_15890
ko:K06992	pdk:PADK2_16875
ko:K07017	pdk:PADK2_11200
ko:K16011	pdk:PADK2_06610
ko:K11919	pdk:PADK2_13430
ko:K12255	pdk:PADK2_18605
ko:K16081	pdk:PADK2_06645
ko:K12976	pdk:PADK2_24760
ko:K07215	pdk:PADK2_22290
ko:K12253	pdk:PADK2_26375
ko:K02661	pdk:PADK2_02075
ko:K10814	pdk:PADK2_14690
ko:K10815	pdk:PADK2_14685
ko:K10816	pdk:PADK2_14680
ko:K12987	pdk:PADK2_22110
ko:K12993	pdk:PADK2_28990
ko:K11916	pdk:PADK2_17350
ko:K12988	pdk:PADK2_26495
ko:K12240	pdk:PADK2_03545
ko:K12241	pdk:PADK2_03550
ko:K08194	pdk:PADK2_14605
ko:K01800	pdk:PADK2_15615
ko:K12238	pdk:PADK2_03530
ko:K08365	pdk:PADK2_12185
ko:K11918	pdk:PADK2_13450
ko:K02029	pdk:PADK2_26870
ko:K03417	pdk:PADK2_21700
ko:K02030	pdk:PADK2_26405
ko:K02030	pdk:PADK2_21805
ko:K02428	pdk:PADK2_28020
ko:K11070	pdk:PADK2_06295
ko:K18150	pdk:PADK2_05745
ko:K01800	pdk:PADK2_12880
ko:K07679	pdk:PADK2_12315
ko:K02030	pdk:PADK2_27190
ko:K02030	pdk:PADK2_27880
ko:K17316	pdk:PADK2_08390
ko:K02030	pdk:PADK2_26875
ko:K17315	pdk:PADK2_08385
ko:K01992	pdk:PADK2_04135
ko:K02058	pdk:PADK2_00740
ko:K11209	pdk:PADK2_17595
ko:K19609	pdk:PADK2_11210
ko:K04091	pdk:PADK2_07040
ko:K11209	pdk:PADK2_20520
ko:K08738	pdk:PADK2_02605
ko:K02028	pdk:PADK2_19370
ko:K02028	pdk:PADK2_27265
ko:K17060	pdk:PADK2_18960
ko:K17061	pdk:PADK2_18965
ko:K17247	pdk:PADK2_24920
ko:K17103	pdk:PADK2_24930
ko:K17218	pdk:PADK2_13545
ko:K00951	pdk:PADK2_21035
ko:K01897	pdk:PADK2_07785
ko:K01897	pdk:PADK2_07790
ko:K18456	pdk:PADK2_00720
ko:K17713	pdk:PADK2_05325
ko:K04091	pdk:PADK2_13490
ko:K15555	pdk:PADK2_07050
ko:K02028	pdk:PADK2_03710
ko:K01992	pdk:PADK2_05985
ko:K17228	pdk:PADK2_04555
ko:K17317	pdk:PADK2_08395
ko:K10112	pdk:PADK2_08400
ko:K10439	pdk:PADK2_15925
ko:K01399	pdk:PADK2_05720
ko:K01990	pdk:PADK2_10355
ko:K00681	pdk:PADK2_00825
ko:K01992	pdk:PADK2_07265
ko:K01992	pdk:PADK2_10360
ko:K07576	pdk:PADK2_06270
ko:K17686	pdk:PADK2_04725
ko:K01990	pdk:PADK2_05980
ko:K01990	pdk:PADK2_04140
ko:K17686	pdk:PADK2_11820
ko:K10111	pdk:PADK2_13565
ko:K01533	pdk:PADK2_17975
ko:K18139	pdk:PADK2_02155
ko:K09788	pdk:PADK2_21715
ko:K17723	pdk:PADK2_02215
ko:K06518	pdk:PADK2_07100
ko:K01658	pdk:PADK2_03170
ko:K11928	pdk:PADK2_21775
ko:K03574	pdk:PADK2_10600
ko:K19746	pdk:PADK2_05000
ko:K01791	pdk:PADK2_08545
ko:K07263	pdk:PADK2_01870
ko:K07263	pdk:PADK2_01865
ko:K01658	pdk:PADK2_20730
ko:K15856	pdk:PADK2_29015
ko:K17758	pdk:PADK2_26235
ko:K17759	pdk:PADK2_26235
ko:K01130	pdk:PADK2_00920
ko:K00138	pdk:PADK2_15730
ko:K17735	pdk:PADK2_28665
ko:K00135	pdk:PADK2_01315
ko:K01497	pdk:PADK2_04090
ko:K17737	pdk:PADK2_15660
ko:K17736	pdk:PADK2_28680
ko:K18001	pdk:PADK2_20755
ko:K18000	pdk:PADK2_20760
ko:K18002	pdk:PADK2_20750
ko:K18003	pdk:PADK2_20745
ko:K18004	pdk:PADK2_03720
ko:K01007	pdk:PADK2_16830
ko:K02614	pdk:PADK2_27530
ko:K07068	pdk:PADK2_20620
ko:K17940	pdk:PADK2_11725
ko:K00004	pdk:PADK2_03840
ko:K01267	pdk:PADK2_08090
ko:K07003	pdk:PADK2_08940
ko:K18148	pdk:PADK2_29100
ko:K18138	pdk:PADK2_22795
ko:K09017	pdk:PADK2_16335
ko:K22589	pdk:PADK2_11235
ko:K18093	pdk:PADK2_20900
ko:K03719	pdk:PADK2_23470
ko:K00632	pdk:PADK2_06990
ko:K18029	pdk:PADK2_17700
ko:K03585	pdk:PADK2_22790
ko:K18073	pdk:PADK2_16670
ko:K18072	pdk:PADK2_16675
