ko:K02495	sej:STMUK_3987
ko:K01977	sej:STMUK_2695
ko:K01977	sej:STMUK_3878
ko:K12262	sej:STMUK_1608
ko:K03566	sej:STMUK_2970
ko:K02062	sej:STMUK_0107
ko:K10823	sej:STMUK_1715
ko:K04027	sej:STMUK_2497
ko:K00879	sej:STMUK_2965
ko:K16263	sej:STMUK_4313
ko:K03445	sej:STMUK_3762
ko:K11391	sej:STMUK_3209
ko:K16264	sej:STMUK_0764
ko:K12455	sej:STMUK_2119
ko:K00537	sej:STMUK_2527
ko:K16693	sej:STMUK_3912
ko:K03772	sej:STMUK_3439
ko:K00090	sej:STMUK_3633
ko:K07459	sej:STMUK_0907
ko:K07214	sej:STMUK_0591
ko:K01708	sej:STMUK_3238
ko:K16703	sej:STMUK_2130
ko:K16704	sej:STMUK_3910
ko:K08598	sej:STMUK_2854
ko:K03776	sej:STMUK_3206
ko:K08234	sej:STMUK_0237
ko:K16692	sej:STMUK_2146
ko:K16711	sej:STMUK_2129
ko:K07662	sej:STMUK_4044
ko:K00065	sej:STMUK_3005
ko:K16710	sej:STMUK_2131
ko:K03605	sej:STMUK_1761
ko:K14742	sej:STMUK_1793
ko:K02778	sej:STMUK_1171
ko:K02779	sej:STMUK_1171
ko:K16695	sej:STMUK_2132
ko:K00042	sej:STMUK_0526
ko:K02484	sej:STMUK_1064
ko:K13654	sej:STMUK_1557
ko:K05812	sej:STMUK_2686
ko:K01985	sej:STMUK_0255
ko:K01985	sej:STMUK_3976
ko:K01985	sej:STMUK_4120
ko:K01985	sej:STMUK_3881
ko:K01985	sej:STMUK_2692
ko:K01985	sej:STMUK_3381
ko:K01985	sej:STMUK_3379
ko:K01985	sej:STMUK_4164
ko:K14227	sej:STMUK_0252
ko:K14221	sej:STMUK_0256
ko:K14219	sej:STMUK_0560
ko:K14233	sej:STMUK_0917
ko:K14233	sej:STMUK_1102
ko:K14219	sej:STMUK_1229
ko:K14237	sej:STMUK_1389
ko:K14237	sej:STMUK_1390
ko:K14232	sej:STMUK_2259
ko:K14233	sej:STMUK_2814
ko:K00483	sej:STMUK_1068
ko:K19230	sej:STMUK_1665
ko:K16651	sej:STMUK_2088
ko:K10111	sej:STMUK_4215
ko:K18828	sej:STMUK_3021
ko:K18828	sej:STMUK_p075
ko:K00042	sej:STMUK_3236
ko:K01002	sej:STMUK_4528
ko:K01096	sej:STMUK_1681
ko:K00821	sej:STMUK_3454
ko:K01664	sej:STMUK_3455
ko:K04772	sej:STMUK_3334
ko:K05499	sej:STMUK_4079
ko:K09017	sej:STMUK_1090
ko:K03973	sej:STMUK_1657
ko:K05540	sej:STMUK_3370
ko:K14761	sej:STMUK_0548
ko:K18816	sej:STMUK_1588
ko:K04771	sej:STMUK_0211
ko:K07012	sej:STMUK_2933
ko:K02849	sej:STMUK_3709
ko:K15460	sej:STMUK_2678
ko:K00557	sej:STMUK_4113
ko:K01160	sej:STMUK_2013
ko:K04028	sej:STMUK_2496
ko:K16950	sej:STMUK_2580
ko:K02030	sej:STMUK_1602
ko:K16951	sej:STMUK_2581
ko:K08088	sej:STMUK_0557
ko:K13041	sej:STMUK_1353
ko:K02006	sej:STMUK_2050
ko:K16850	sej:STMUK_0655
ko:K16787	sej:STMUK_3063
ko:K16786	sej:STMUK_3062
ko:K16785	sej:STMUK_3061
ko:K09810	sej:STMUK_1186
ko:K13739	sej:STMUK_2934
ko:K16923	sej:STMUK_3060
ko:K01420	sej:STMUK_1629
ko:K09477	sej:STMUK_0623
ko:K03559	sej:STMUK_3146
ko:K03779	sej:STMUK_3341
ko:K00040	sej:STMUK_3124
ko:K00151	sej:STMUK_1071
ko:K00265	sej:STMUK_3316
ko:K00951	sej:STMUK_2945
ko:K03604	sej:STMUK_1396
ko:K07794	sej:STMUK_2775
ko:K16849	sej:STMUK_0654
ko:K15368	sej:STMUK_1365
ko:K01485	sej:STMUK_3320
ko:K16370	sej:STMUK_3242
ko:K16868	sej:STMUK_1577
ko:K15353	sej:STMUK_2272
ko:K15367	sej:STMUK_1363
ko:K07805	sej:STMUK_1213
ko:K15352	sej:STMUK_2767
ko:K15347	sej:STMUK_1192
ko:K15351	sej:STMUK_1371
ko:K02008	sej:STMUK_2051
ko:K03278	sej:STMUK_3704
ko:K08087	sej:STMUK_0559
ko:K13005	sej:STMUK_2117
ko:K03280	sej:STMUK_3700
ko:K15350	sej:STMUK_1370
ko:K15344	sej:STMUK_1364
ko:K06970	sej:STMUK_0830
ko:K15346	sej:STMUK_1367
ko:K15345	sej:STMUK_1366
ko:K11382	sej:STMUK_2429
ko:K02194	sej:STMUK_3805
ko:K07274	sej:STMUK_1253
ko:K06075	sej:STMUK_1410
ko:K07245	sej:STMUK_1854
ko:K08302	sej:STMUK_3241
ko:K00010	sej:STMUK_4418
ko:K01226	sej:STMUK_4438
ko:K09022	sej:STMUK_4444
ko:K01478	sej:STMUK_4453
ko:K00046	sej:STMUK_4469
ko:K02100	sej:STMUK_3004
ko:K00626	sej:STMUK_3007
ko:K12943	sej:STMUK_3026
ko:K01823	sej:STMUK_3027
ko:K04763	sej:STMUK_3032
ko:K01262	sej:STMUK_3046
ko:K01934	sej:STMUK_3049
ko:K00058	sej:STMUK_3050
ko:K03442	sej:STMUK_3055
ko:K06934	sej:STMUK_3059
ko:K01480	sej:STMUK_3066
ko:K01585	sej:STMUK_3074
ko:K06281	sej:STMUK_3135
ko:K06282	sej:STMUK_3138
ko:K03406	sej:STMUK_3140
ko:K01760	sej:STMUK_3149
ko:K02858	sej:STMUK_3184
ko:K09806	sej:STMUK_3185
ko:K01515	sej:STMUK_3174
ko:K00247	sej:STMUK_4325
ko:K00245	sej:STMUK_4327
ko:K00244	sej:STMUK_4328
ko:K13283	sej:STMUK_4046
ko:K11530	sej:STMUK_4064
ko:K02446	sej:STMUK_4070
ko:K03148	sej:STMUK_4146
ko:K07709	sej:STMUK_4157
ko:K13641	sej:STMUK_4171
ko:K00548	sej:STMUK_4172
ko:K10440	sej:STMUK_3872
ko:K00852	sej:STMUK_3874
ko:K06889	sej:STMUK_4365
ko:K03476	sej:STMUK_4367
ko:K03475	sej:STMUK_4368
ko:K02822	sej:STMUK_4369
ko:K02821	sej:STMUK_4370
ko:K01119	sej:STMUK_4388
ko:K01082	sej:STMUK_4389
ko:K07304	sej:STMUK_4393
ko:K01507	sej:STMUK_4399
ko:K00010	sej:STMUK_4411
ko:K03769	sej:STMUK_3897
ko:K02851	sej:STMUK_3904
ko:K02852	sej:STMUK_3915
ko:K01719	sej:STMUK_3923
ko:K07640	sej:STMUK_4043
ko:K00851	sej:STMUK_4471
ko:K13637	sej:STMUK_4494
ko:K06887	sej:STMUK_4496
ko:K00135	sej:STMUK_4506
ko:K00564	sej:STMUK_4543
ko:K01619	sej:STMUK_4554
ko:K00758	sej:STMUK_4555
ko:K03784	sej:STMUK_4557
ko:K07186	sej:STMUK_4564
ko:K07491	sej:STMUK_p011
ko:K17467	sej:STMUK_3755
ko:K00371	sej:STMUK_1547
ko:K00374	sej:STMUK_1549
ko:K00373	sej:STMUK_1548
ko:K02428	sej:STMUK_3091
ko:K01424	sej:STMUK_3094
ko:K09471	sej:STMUK_3116
ko:K11209	sej:STMUK_3128
ko:K02116	sej:STMUK_3861
ko:K03718	sej:STMUK_3865
ko:K03498	sej:STMUK_3970
ko:K00230	sej:STMUK_3971
ko:K02028	sej:STMUK_1604
ko:K02503	sej:STMUK_1173
ko:K00127	sej:STMUK_4019
ko:K00124	sej:STMUK_4020
ko:K01629	sej:STMUK_4030
ko:K01813	sej:STMUK_4031
ko:K02855	sej:STMUK_4033
ko:K08314	sej:STMUK_4095
ko:K00867	sej:STMUK_4123
ko:K00799	sej:STMUK_4252
ko:K03316	sej:STMUK_4254
ko:K04018	sej:STMUK_4267
ko:K07126	sej:STMUK_4269
ko:K04750	sej:STMUK_4273
ko:K11104	sej:STMUK_4284
ko:K07792	sej:STMUK_4286
ko:K07307	sej:STMUK_4291
ko:K07308	sej:STMUK_4292
ko:K17247	sej:STMUK_3364
ko:K03292	sej:STMUK_4000
ko:K03292	sej:STMUK_3736
ko:K19697	sej:STMUK_2087
ko:K03293	sej:STMUK_3916
ko:K12062	sej:STMUK_p059
ko:K12064	sej:STMUK_p055
ko:K13450	sej:STMUK_p013
ko:K15354	sej:STMUK_1020
ko:K13923	sej:STMUK_2077
ko:K11209	sej:STMUK_2379
ko:K15366	sej:STMUK_p014
ko:K00370	sej:STMUK_1546
ko:K07307	sej:STMUK_2561
ko:K10038	sej:STMUK_0832
ko:K00146	sej:STMUK_3117
ko:K09953	sej:STMUK_1295
ko:K01582	sej:STMUK_2591
ko:K12678	sej:STMUK_3743
ko:K01897	sej:STMUK_1791
ko:K18139	sej:STMUK_0356
ko:K10439	sej:STMUK_3873
ko:K06218	sej:STMUK_4435
ko:K15349	sej:STMUK_1600
ko:K00040	sej:STMUK_1472
ko:K17713	sej:STMUK_2552
ko:K08316	sej:STMUK_3557
ko:K01582	sej:STMUK_0236
ko:K17468	sej:STMUK_3754
ko:K17463	sej:STMUK_3753
ko:K17465	sej:STMUK_3757
ko:K17464	sej:STMUK_3758
ko:K17466	sej:STMUK_3756
ko:K01990	sej:STMUK_0174
ko:K17473	sej:STMUK_3759
ko:K01992	sej:STMUK_0175
ko:K11070	sej:STMUK_1191
ko:K00813	sej:STMUK_0964
ko:K05601	sej:STMUK_0905
ko:K00974	sej:STMUK_3193
ko:K01409	sej:STMUK_3197
ko:K03649	sej:STMUK_3201
ko:K09251	sej:STMUK_3207
ko:K00219	sej:STMUK_3208
ko:K07393	sej:STMUK_3222
ko:K02004	sej:STMUK_0515
ko:K01466	sej:STMUK_0530
ko:K02381	sej:STMUK_0536
ko:K03768	sej:STMUK_0543
ko:K03227	sej:STMUK_1386
ko:K01759	sej:STMUK_1401
ko:K00799	sej:STMUK_1417
ko:K03613	sej:STMUK_1420
ko:K03612	sej:STMUK_1421
ko:K03614	sej:STMUK_1422
ko:K03615	sej:STMUK_1423
ko:K03616	sej:STMUK_1424
ko:K03617	sej:STMUK_1425
ko:K01488	sej:STMUK_1429
ko:K01679	sej:STMUK_1433
ko:K06183	sej:STMUK_2252
ko:K02200	sej:STMUK_2278
ko:K02193	sej:STMUK_2285
ko:K02569	sej:STMUK_2286
ko:K02574	sej:STMUK_2288
ko:K02795	sej:STMUK_0580
ko:K02793	sej:STMUK_0582
ko:K03386	sej:STMUK_0613
ko:K07312	sej:STMUK_1459
ko:K00657	sej:STMUK_1465
ko:K05595	sej:STMUK_1486
ko:K05966	sej:STMUK_0624
ko:K03326	sej:STMUK_0632
ko:K07258	sej:STMUK_0642
ko:K04720	sej:STMUK_0649
ko:K07126	sej:STMUK_0659
ko:K06281	sej:STMUK_1503
ko:K06282	sej:STMUK_1504
ko:K04063	sej:STMUK_1532
ko:K00027	sej:STMUK_1535
ko:K13953	sej:STMUK_1536
ko:K08350	sej:STMUK_1537
ko:K08167	sej:STMUK_1543
ko:K02566	sej:STMUK_0686
ko:K02564	sej:STMUK_0689
ko:K03711	sej:STMUK_0698
ko:K01835	sej:STMUK_0703
ko:K03756	sej:STMUK_0705
ko:K01854	sej:STMUK_0725
ko:K02014	sej:STMUK_1556
ko:K02775	sej:STMUK_1583
ko:K06971	sej:STMUK_1584
ko:K14587	sej:STMUK_1586
ko:K03929	sej:STMUK_1592
ko:K00121	sej:STMUK_1596
ko:K05522	sej:STMUK_0734
ko:K07120	sej:STMUK_0735
ko:K00241	sej:STMUK_0738
ko:K03560	sej:STMUK_0752
ko:K01572	sej:STMUK_0773
ko:K01785	sej:STMUK_0778
ko:K01784	sej:STMUK_0781
ko:K14061	sej:STMUK_1621
ko:K00567	sej:STMUK_1628
ko:K00094	sej:STMUK_3245
ko:K02436	sej:STMUK_3246
ko:K12961	sej:STMUK_3250
ko:K03177	sej:STMUK_3268
ko:K02427	sej:STMUK_3282
ko:K03747	sej:STMUK_3390
ko:K03499	sej:STMUK_3395
ko:K09898	sej:STMUK_3449
ko:K10914	sej:STMUK_3452
ko:K02017	sej:STMUK_0788
ko:K07404	sej:STMUK_0790
ko:K01479	sej:STMUK_0793
ko:K06910	sej:STMUK_0797
ko:K00652	sej:STMUK_0800
ko:K03635	sej:STMUK_0811
ko:K07027	sej:STMUK_0816
ko:K08992	sej:STMUK_1680
ko:K04774	sej:STMUK_1688
ko:K08278	sej:STMUK_0001
ko:K00616	sej:STMUK_0007
ko:K07034	sej:STMUK_0009
ko:K07757	sej:STMUK_0845
ko:K07757	sej:STMUK_0847
ko:K07258	sej:STMUK_0869
ko:K05844	sej:STMUK_0881
ko:K03475	sej:STMUK_0889
ko:K02822	sej:STMUK_0890
ko:K09998	sej:STMUK_0893
ko:K15582	sej:STMUK_1717
ko:K07126	sej:STMUK_1732
ko:K00374	sej:STMUK_1733
ko:K06039	sej:STMUK_1741
ko:K06282	sej:STMUK_1758
ko:K06281	sej:STMUK_1759
ko:K01572	sej:STMUK_0055
ko:K01571	sej:STMUK_0056
ko:K05966	sej:STMUK_0064
ko:K08299	sej:STMUK_0071
ko:K10000	sej:STMUK_0896
ko:K07307	sej:STMUK_0932
ko:K07308	sej:STMUK_0933
ko:K06212	sej:STMUK_0940
ko:K01297	sej:STMUK_1772
ko:K11105	sej:STMUK_1773
ko:K02793	sej:STMUK_1803
ko:K02794	sej:STMUK_1803
ko:K02795	sej:STMUK_1804
ko:K01974	sej:STMUK_3504
ko:K02441	sej:STMUK_3509
ko:K00700	sej:STMUK_3523
ko:K00851	sej:STMUK_3527
ko:K03825	sej:STMUK_3531
ko:K07048	sej:STMUK_3535
ko:K05816	sej:STMUK_3539
ko:K05815	sej:STMUK_3540
ko:K05814	sej:STMUK_3541
ko:K03406	sej:STMUK_3562
ko:K04085	sej:STMUK_3563
ko:K06149	sej:STMUK_3576
ko:K00383	sej:STMUK_3582
ko:K01424	sej:STMUK_3583
ko:K07792	sej:STMUK_3584
ko:K03830	sej:STMUK_3640
ko:K00854	sej:STMUK_3646
ko:K03796	sej:STMUK_3649
ko:K01176	sej:STMUK_3650
ko:K03855	sej:STMUK_0079
ko:K01525	sej:STMUK_0089
ko:K06177	sej:STMUK_0096
ko:K00853	sej:STMUK_0104
ko:K05806	sej:STMUK_0116
ko:K02238	sej:STMUK_0949
ko:K11085	sej:STMUK_0950
ko:K10762	sej:STMUK_0981
ko:K11392	sej:STMUK_1823
ko:K13741	sej:STMUK_1829
ko:K03286	sej:STMUK_1039
ko:K07343	sej:STMUK_1041
ko:K09909	sej:STMUK_1046
ko:K06910	sej:STMUK_1050
ko:K11179	sej:STMUK_1053
ko:K09815	sej:STMUK_1871
ko:K06201	sej:STMUK_1887
ko:K00575	sej:STMUK_1898
ko:K00970	sej:STMUK_0186
ko:K01243	sej:STMUK_0209
ko:K00674	sej:STMUK_0215
ko:K01826	sej:STMUK_1073
ko:K02510	sej:STMUK_1075
ko:K03307	sej:STMUK_1096
ko:K01788	sej:STMUK_1097
ko:K04477	sej:STMUK_1104
ko:K01176	sej:STMUK_1942
ko:K02414	sej:STMUK_1953
ko:K03469	sej:STMUK_0265
ko:K02342	sej:STMUK_0266
ko:K08161	sej:STMUK_1122
ko:K03810	sej:STMUK_1137
ko:K06179	sej:STMUK_1154
ko:K00059	sej:STMUK_1163
ko:K02619	sej:STMUK_1166
ko:K06445	sej:STMUK_0315
ko:K02067	sej:STMUK_3297
ko:K02806	sej:STMUK_3308
ko:K01788	sej:STMUK_3323
ko:K01639	sej:STMUK_3325
ko:K01572	sej:STMUK_3337
ko:K02506	sej:STMUK_3428
ko:K07019	sej:STMUK_3448
ko:K02798	sej:STMUK_3671
ko:K02799	sej:STMUK_3671
ko:K02800	sej:STMUK_3671
ko:K00101	sej:STMUK_3680
ko:K03535	sej:STMUK_3684
ko:K00639	sej:STMUK_3695
ko:K02843	sej:STMUK_3697
ko:K03279	sej:STMUK_3703
ko:K10563	sej:STMUK_3712
ko:K11189	sej:STMUK_3765
ko:K02775	sej:STMUK_3768
ko:K07784	sej:STMUK_3773
ko:K00852	sej:STMUK_3779
ko:K13636	sej:STMUK_3788
ko:K00389	sej:STMUK_3793
ko:K07772	sej:STMUK_3811
ko:K00769	sej:STMUK_0324
ko:K01561	sej:STMUK_0338
ko:K11069	sej:STMUK_1190
ko:K11071	sej:STMUK_1193
ko:K11072	sej:STMUK_1194
ko:K01258	sej:STMUK_1195
ko:K07660	sej:STMUK_1199
ko:K02033	sej:STMUK_1223
ko:K07126	sej:STMUK_2036
ko:K02009	sej:STMUK_2052
ko:K02190	sej:STMUK_2055
ko:K03399	sej:STMUK_2061
ko:K13921	sej:STMUK_2082
ko:K07213	sej:STMUK_0361
ko:K08178	sej:STMUK_0362
ko:K07316	sej:STMUK_0363
ko:K01156	sej:STMUK_0364
ko:K02014	sej:STMUK_0370
ko:K08161	sej:STMUK_0388
ko:K07657	sej:STMUK_0403
ko:K04093	sej:STMUK_1236
ko:K07305	sej:STMUK_1258
ko:K01424	sej:STMUK_1261
ko:K01916	sej:STMUK_1277
ko:K07258	sej:STMUK_2092
ko:K08352	sej:STMUK_2095
ko:K00033	sej:STMUK_2111
ko:K12992	sej:STMUK_2115
ko:K03606	sej:STMUK_2133
ko:K03386	sej:STMUK_0408
ko:K01222	sej:STMUK_1283
ko:K03478	sej:STMUK_1284
ko:K07283	sej:STMUK_1294
ko:K08997	sej:STMUK_1312
ko:K01104	sej:STMUK_2147
ko:K03593	sej:STMUK_2183
ko:K07491	sej:STMUK_0465
ko:K04067	sej:STMUK_0488
ko:K00939	sej:STMUK_0495
ko:K03455	sej:STMUK_0499
ko:K11751	sej:STMUK_0501
ko:K06078	sej:STMUK_1342
ko:K06078	sej:STMUK_1343
ko:K01259	sej:STMUK_1346
ko:K08357	sej:STMUK_1349
ko:K08359	sej:STMUK_1350
ko:K08358	sej:STMUK_1351
ko:K13040	sej:STMUK_1352
ko:K14979	sej:STMUK_1357
ko:K14978	sej:STMUK_1358
ko:K01489	sej:STMUK_2213
ko:K03748	sej:STMUK_2214
ko:K10541	sej:STMUK_2218
ko:K10540	sej:STMUK_2220
ko:K00882	sej:STMUK_2235
ko:K17686	sej:STMUK_0505
ko:K19789	sej:STMUK_2253
ko:K03292	sej:STMUK_4001
ko:K17837	sej:STMUK_3723
ko:K00971	sej:STMUK_2114
ko:K01497	sej:STMUK_1682
ko:K17722	sej:STMUK_2216
ko:K17723	sej:STMUK_2217
ko:K13638	sej:STMUK_3398
ko:K06518	sej:STMUK_4256
ko:K08173	sej:STMUK_1470
ko:K02477	sej:STMUK_2188
ko:K00661	sej:STMUK_0479
ko:K01187	sej:STMUK_0407
ko:K00632	sej:STMUK_3966
ko:K01130	sej:STMUK_3110
ko:K14059	sej:STMUK_0971
ko:K08485	sej:STMUK_3310
ko:K01791	sej:STMUK_3906
ko:K06518	sej:STMUK_2211
ko:K02483	sej:STMUK_1065
ko:K02809	sej:STMUK_2602
ko:K02810	sej:STMUK_2602
ko:K17758	sej:STMUK_4341
ko:K17759	sej:STMUK_4341
ko:K11928	sej:STMUK_1093
ko:K00344	sej:STMUK_4230
ko:K13695	sej:STMUK_1310
ko:K18140	sej:STMUK_3375
ko:K03585	sej:STMUK_0483
ko:K18015	sej:STMUK_2317
ko:K12979	sej:STMUK_4271
ko:K07494	sej:STMUK_p017
ko:K03292	sej:STMUK_4050
ko:K17938	sej:STMUK_0382
ko:K00996	sej:STMUK_2112
ko:K18325	sej:STMUK_0586
ko:K07483	sej:STMUK_2756
ko:K18895	sej:STMUK_2762
ko:K01066	sej:STMUK_0497
ko:K00249	sej:STMUK_0863
ko:K04103	sej:STMUK_2436
ko:K18141	sej:STMUK_3376
ko:K00001	sej:STMUK_4029
ko:K18142	sej:STMUK_3377
ko:K17948	sej:STMUK_1098
ko:K02794	sej:STMUK_0581
ko:K02783	sej:STMUK_2738
ko:K05396	sej:STMUK_1932
ko:K01007	sej:STMUK_1316
ko:K21469	sej:STMUK_2510
ko:K03605	sej:STMUK_3134
ko:K03605	sej:STMUK_1501
ko:K00523	sej:STMUK_2123
ko:K18292	sej:STMUK_3108
ko:K18290	sej:STMUK_3107
ko:K18288	sej:STMUK_3106
ko:K08156	sej:STMUK_0400
ko:K10678	sej:STMUK_0880
ko:K21905	sej:STMUK_p087
ko:K03761	sej:STMUK_2690
ko:K21430	sej:STMUK_0867
ko:K22486	sej:STMUK_2865
ko:K19597	sej:STMUK_0359
ko:K07005	sej:STMUK_0704
ko:K03811	sej:STMUK_3898
ko:K01521	sej:STMUK_4055
ko:K07804	sej:STMUK_p088
ko:K01571	sej:STMUK_3338
ko:K19164	sej:STMUK_p003
ko:K05875	sej:STMUK_3205
ko:K18324	sej:STMUK_2513
ko:K18326	sej:STMUK_2159
ko:K21637	sej:STMUK_3118
ko:K04333	sej:STMUK_1110
ko:K07307	sej:STMUK_1460
ko:K08173	sej:STMUK_1471
ko:K00984	sej:STMUK_1231
ko:K01023	sej:STMUK_3181
ko:K11904	sej:STMUK_0292
ko:K18479	sej:STMUK_4004
ko:K18478	sej:STMUK_4007
ko:K18446	sej:STMUK_3191
ko:K18475	sej:STMUK_1937
ko:K00681	sej:STMUK_3536
ko:K04095	sej:STMUK_4485
ko:K00335	sej:STMUK_2354
ko:K18691	sej:STMUK_2599
ko:K03791	sej:STMUK_1849
ko:K18697	sej:STMUK_2601
ko:K18765	sej:STMUK_3361
ko:K01185	sej:STMUK_2646
ko:K08138	sej:STMUK_4404
ko:K18850	sej:STMUK_1197
ko:K18889	sej:STMUK_0468
ko:K18862	sej:STMUK_3610
ko:K21645	sej:STMUK_4498
ko:K11741	sej:STMUK_4323
ko:K09691	sej:STMUK_0729
ko:K20861	sej:STMUK_0873
ko:K18829	sej:STMUK_p076
ko:K20866	sej:STMUK_4009
ko:K20881	sej:STMUK_3482
ko:K08968	sej:STMUK_1820
ko:K20862	sej:STMUK_3935
ko:K07319	sej:STMUK_3372
ko:K18800	sej:STMUK_3044
ko:K18778	sej:STMUK_0141
ko:K18829	sej:STMUK_3022
ko:K18831	sej:STMUK_4013
ko:K08722	sej:STMUK_2362
ko:K11685	sej:STMUK_2788
ko:K18657	sej:STMUK_1028
ko:K18890	sej:STMUK_0469
ko:K07724	sej:STMUK_2737
ko:K07448	sej:STMUK_4514
ko:K06218	sej:STMUK_1516
ko:K03553	sej:STMUK_2818
ko:K18918	sej:STMUK_4434
ko:K04565	sej:STMUK_1406
ko:K10748	sej:STMUK_1434
ko:K03503	sej:STMUK_2260
ko:K03646	sej:STMUK_0753
ko:K03674	sej:STMUK_0878
ko:K03746	sej:STMUK_1724
ko:K07790	sej:STMUK_1838
ko:K04565	sej:STMUK_1012
ko:K03502	sej:STMUK_1975
ko:K03503	sej:STMUK_1976
ko:K03169	sej:STMUK_1265
ko:K05839	sej:STMUK_0480
ko:K05785	sej:STMUK_3962
ko:K03497	sej:STMUK_p028
ko:K03502	sej:STMUK_p029
ko:K03503	sej:STMUK_p030
ko:K02345	sej:STMUK_p038
ko:K03497	sej:STMUK_p041
ko:K12068	sej:STMUK_p049
ko:K12067	sej:STMUK_p050
ko:K12066	sej:STMUK_p051
ko:K12065	sej:STMUK_p052
ko:K12063	sej:STMUK_p058
ko:K12061	sej:STMUK_p060
ko:K12060	sej:STMUK_p061
ko:K12059	sej:STMUK_p063
ko:K12058	sej:STMUK_p064
ko:K12057	sej:STMUK_p066
ko:K12072	sej:STMUK_p069
ko:K12056	sej:STMUK_p070
ko:K07473	sej:STMUK_3503
ko:K07724	sej:STMUK_3292
ko:K07497	sej:STMUK_2753
ko:K03976	sej:STMUK_0502
ko:K07483	sej:STMUK_0562
ko:K01699	sej:STMUK_2070
ko:K19055	sej:STMUK_1249
ko:K03526	sej:STMUK_2555
ko:K18979	sej:STMUK_4340
ko:K18988	sej:STMUK_0381
ko:K18997	sej:STMUK_1080
ko:K19048	sej:STMUK_0300
ko:K19048	sej:STMUK_4510
ko:K19048	sej:STMUK_0302
ko:K19046	sej:STMUK_2931
ko:K19000	sej:STMUK_0239
ko:K07801	sej:STMUK_2618
ko:K19227	sej:STMUK_1662
ko:K19229	sej:STMUK_1664
ko:K07746	sej:STMUK_2944
ko:K19157	sej:STMUK_3502
ko:K19222	sej:STMUK_1332
ko:K19165	sej:STMUK_3544
ko:K19166	sej:STMUK_4014
ko:K19226	sej:STMUK_1661
ko:K19123	sej:STMUK_2932
ko:K19235	sej:STMUK_0842
ko:K19236	sej:STMUK_1183
ko:K07448	sej:STMUK_4476
ko:K19163	sej:STMUK_p004
ko:K19238	sej:STMUK_2334
ko:K19124	sej:STMUK_2930
ko:K02777	sej:STMUK_2465
ko:K01710	sej:STMUK_3908
ko:K01710	sej:STMUK_2127
ko:K19148	sej:STMUK_3784
ko:K19125	sej:STMUK_2929
ko:K19228	sej:STMUK_1663
ko:K19126	sej:STMUK_2928
ko:K19234	sej:STMUK_1341
ko:K19162	sej:STMUK_0481
ko:K19168	sej:STMUK_3034
ko:K09951	sej:STMUK_2926
ko:K00336	sej:STMUK_2353
ko:K19270	sej:STMUK_2364
ko:K07497	sej:STMUK_0303
ko:K07497	sej:STMUK_0304
ko:K19265	sej:STMUK_2437
ko:K01992	sej:STMUK_0820
ko:K01992	sej:STMUK_0821
ko:K01992	sej:STMUK_3570
ko:K01066	sej:STMUK_4015
ko:K03722	sej:STMUK_1794
ko:K19416	sej:STMUK_1054
ko:K07801	sej:STMUK_1844
ko:K03722	sej:STMUK_0826
ko:K07497	sej:STMUK_2752
ko:K07497	sej:STMUK_2541
ko:K19335	sej:STMUK_1642
ko:K19353	sej:STMUK_4103
ko:K19267	sej:STMUK_4386
ko:K19337	sej:STMUK_1867
ko:K19304	sej:STMUK_1870
ko:K19505	sej:STMUK_4521
ko:K19334	sej:STMUK_4454
ko:K19302	sej:STMUK_0871
ko:K07496	sej:STMUK_2633
ko:K19270	sej:STMUK_1289
ko:K19354	sej:STMUK_3693
ko:K19336	sej:STMUK_1643
ko:K19333	sej:STMUK_1815
ko:K01785	sej:STMUK_4003
ko:K06884	sej:STMUK_1700
ko:K06884	sej:STMUK_1477
ko:K06884	sej:STMUK_1089
ko:K19303	sej:STMUK_1398
ko:K19510	sej:STMUK_4527
ko:K19556	sej:STMUK_p015
ko:K19507	sej:STMUK_4523
ko:K19611	sej:STMUK_0590
ko:K19509	sej:STMUK_0579
ko:K19506	sej:STMUK_4522
ko:K19508	sej:STMUK_4524
ko:K19509	sej:STMUK_4525
ko:K02257	sej:STMUK_0446
ko:K00525	sej:STMUK_2307
ko:K02796	sej:STMUK_1805
ko:K19557	sej:STMUK_p012
ko:K19592	sej:STMUK_0360
ko:K19594	sej:STMUK_0357
ko:K19709	sej:STMUK_1324
ko:K19688	sej:STMUK_0858
ko:K03687	sej:STMUK_2716
ko:K19745	sej:STMUK_3362
ko:K19778	sej:STMUK_1531
ko:K18148	sej:STMUK_0320
ko:K18148	sej:STMUK_0321
ko:K19776	sej:STMUK_3818
ko:K07119	sej:STMUK_1558
ko:K00799	sej:STMUK_0868
ko:K06131	sej:STMUK_0817
ko:K00799	sej:STMUK_2378
ko:K06132	sej:STMUK_1116
ko:K07147	sej:STMUK_3363
ko:K15777	sej:STMUK_3178
ko:K19784	sej:STMUK_3839
ko:K19802	sej:STMUK_1649
ko:K01185	sej:STMUK_0995
ko:K19803	sej:STMUK_2243
ko:K21636	sej:STMUK_4437
ko:K19804	sej:STMUK_1679
ko:K19810	sej:STMUK_4318
ko:K07453	sej:STMUK_0161
ko:K07497	sej:STMUK_0332
ko:K07497	sej:STMUK_0915
ko:K07126	sej:STMUK_0445
ko:K07126	sej:STMUK_0444
ko:K07493	sej:STMUK_1836
ko:K07011	sej:STMUK_0726
ko:K09709	sej:STMUK_0862
