ko:K07591	ebd:ECBD_0621
ko:K13632	ebd:ECBD_2109
ko:K13630	ebd:ECBD_2108
ko:K06157	ebd:ECBD_3771
ko:K13684	ebd:ECBD_1598
ko:K08138	ebd:ECBD_4005
ko:K13683	ebd:ECBD_1600
ko:K13574	ebd:ECBD_2822
ko:K07786	ebd:ECBD_1305
ko:K07797	ebd:ECBD_1304
ko:K07483	ebd:ECBD_0058
ko:K13651	ebd:ECBD_0717
ko:K13654	ebd:ECBD_2189
ko:K13655	ebd:ECBD_0718
ko:K13771	ebd:ECBD_3856
ko:K21901	ebd:ECBD_0234
ko:K03772	ebd:ECBD_0402
ko:K03292	ebd:ECBD_0067
ko:K06221	ebd:ECBD_0728
ko:K00941	ebd:ECBD_1554
ko:K03605	ebd:ECBD_2620
ko:K01977	ebd:ECBD_R0003
ko:K01977	ebd:ECBD_R0102
ko:K01977	ebd:ECBD_R0097
ko:K01977	ebd:ECBD_R0026
ko:K01977	ebd:ECBD_R0089
ko:K01977	ebd:ECBD_R0112
ko:K01977	ebd:ECBD_R0077
ko:K07675	ebd:ECBD_0035
ko:K07250	ebd:ECBD_1057
ko:K14187	ebd:ECBD_1086
ko:K03077	ebd:ECBD_3556
ko:K14230	ebd:ECBD_R0060
ko:K14230	ebd:ECBD_R0064
ko:K14233	ebd:ECBD_R0042
ko:K01990	ebd:ECBD_2829
ko:K14347	ebd:ECBD_1273
ko:K14392	ebd:ECBD_0487
ko:K14233	ebd:ECBD_R0051
ko:K14236	ebd:ECBD_R0048
ko:K14236	ebd:ECBD_R0049
ko:K14236	ebd:ECBD_R0092
ko:K14260	ebd:ECBD_1369
ko:K14228	ebd:ECBD_R0078
ko:K14228	ebd:ECBD_R0104
ko:K14228	ebd:ECBD_R0080
ko:K14228	ebd:ECBD_R0079
ko:K19162	ebd:ECBD_3195
ko:K07771	ebd:ECBD_3918
ko:K07791	ebd:ECBD_3893
ko:K21907	ebd:ECBD_0229
ko:K05499	ebd:ECBD_4090
ko:K14232	ebd:ECBD_R0037
ko:K14234	ebd:ECBD_R0090
ko:K07483	ebd:ECBD_3754
ko:K07214	ebd:ECBD_3071
ko:K14234	ebd:ECBD_R0008
ko:K14224	ebd:ECBD_R0027
ko:K14224	ebd:ECBD_R0088
ko:K14224	ebd:ECBD_R0111
ko:K14224	ebd:ECBD_R0096
ko:K14223	ebd:ECBD_R0065
ko:K14223	ebd:ECBD_R0066
ko:K14228	ebd:ECBD_R0045
ko:K14233	ebd:ECBD_R0050
ko:K14233	ebd:ECBD_R0052
ko:K14218	ebd:ECBD_R0005
ko:K14218	ebd:ECBD_R0075
ko:K14218	ebd:ECBD_R0100
ko:K14348	ebd:ECBD_0121
ko:K21908	ebd:ECBD_0230
ko:K14219	ebd:ECBD_R0106
ko:K14393	ebd:ECBD_3965
ko:K14155	ebd:ECBD_2023
ko:K14223	ebd:ECBD_R0062
ko:K14223	ebd:ECBD_R0063
ko:K14287	ebd:ECBD_3053
ko:K15034	ebd:ECBD_3427
ko:K07448	ebd:ECBD_3679
ko:K14415	ebd:ECBD_0321
ko:K06858	ebd:ECBD_3460
ko:K01985	ebd:ECBD_R0029
ko:K01985	ebd:ECBD_R0094
ko:K01985	ebd:ECBD_R0098
ko:K01985	ebd:ECBD_R0109
ko:K01985	ebd:ECBD_R0073
ko:K01985	ebd:ECBD_R0086
ko:K01985	ebd:ECBD_R0007
ko:K01985	ebd:ECBD_R0009
ko:K14414	ebd:ECBD_0320
ko:K14744	ebd:ECBD_2879
ko:K14235	ebd:ECBD_R0107
ko:K02509	ebd:ECBD_3670
ko:K02510	ebd:ECBD_3671
ko:K14234	ebd:ECBD_R0070
ko:K14234	ebd:ECBD_R0093
ko:K14231	ebd:ECBD_R0014
ko:K14231	ebd:ECBD_R0085
ko:K15396	ebd:ECBD_1152
ko:K14441	ebd:ECBD_2788
ko:K14225	ebd:ECBD_R0016
ko:K00674	ebd:ECBD_3453
ko:K11751	ebd:ECBD_3176
ko:K03455	ebd:ECBD_3178
ko:K00939	ebd:ECBD_3182
ko:K04067	ebd:ECBD_3189
ko:K03635	ebd:ECBD_2838
ko:K06910	ebd:ECBD_2850
ko:K00374	ebd:ECBD_2391
ko:K06039	ebd:ECBD_2400
ko:K11105	ebd:ECBD_2431
ko:K07660	ebd:ECBD_2469
ko:K01258	ebd:ECBD_2472
ko:K11071	ebd:ECBD_2474
ko:K11069	ebd:ECBD_2476
ko:K02619	ebd:ECBD_2505
ko:K00059	ebd:ECBD_2508
ko:K06179	ebd:ECBD_2515
ko:K03810	ebd:ECBD_2532
ko:K08161	ebd:ECBD_2547
ko:K04477	ebd:ECBD_2565
ko:K07772	ebd:ECBD_2599
ko:K00027	ebd:ECBD_2160
ko:K08350	ebd:ECBD_2163
ko:K06281	ebd:ECBD_2622
ko:K06282	ebd:ECBD_2623
ko:K11179	ebd:ECBD_2625
ko:K09909	ebd:ECBD_2630
ko:K03286	ebd:ECBD_2638
ko:K02014	ebd:ECBD_2188
ko:K00567	ebd:ECBD_2282
ko:K06889	ebd:ECBD_2289
ko:K02381	ebd:ECBD_3140
ko:K02238	ebd:ECBD_2682
ko:K07308	ebd:ECBD_2699
ko:K07307	ebd:ECBD_2700
ko:K10000	ebd:ECBD_2730
ko:K09998	ebd:ECBD_2733
ko:K05844	ebd:ECBD_2742
ko:K07258	ebd:ECBD_2784
ko:K02025	ebd:ECBD_2306
ko:K07757	ebd:ECBD_2801
ko:K07027	ebd:ECBD_2835
ko:K05806	ebd:ECBD_3541
ko:K00853	ebd:ECBD_3554
ko:K06177	ebd:ECBD_3559
ko:K01525	ebd:ECBD_3566
ko:K03855	ebd:ECBD_3571
ko:K08299	ebd:ECBD_3579
ko:K07657	ebd:ECBD_3262
ko:K03560	ebd:ECBD_2922
ko:K00241	ebd:ECBD_2939
ko:K07034	ebd:ECBD_3608
ko:K00616	ebd:ECBD_3610
ko:K03784	ebd:ECBD_3636
ko:K01619	ebd:ECBD_3639
ko:K07120	ebd:ECBD_2946
ko:K05522	ebd:ECBD_2947
ko:K03756	ebd:ECBD_2969
ko:K03711	ebd:ECBD_2978
ko:K07126	ebd:ECBD_3007
ko:K02564	ebd:ECBD_2984
ko:K02566	ebd:ECBD_2987
ko:K04073	ebd:ECBD_3306
ko:K05713	ebd:ECBD_3309
ko:K07258	ebd:ECBD_3019
ko:K03326	ebd:ECBD_3029
ko:K05966	ebd:ECBD_3039
ko:K02342	ebd:ECBD_3409
ko:K03469	ebd:ECBD_3410
ko:K00769	ebd:ECBD_3383
ko:K03830	ebd:ECBD_3387
ko:K06445	ebd:ECBD_3401
ko:K07098	ebd:ECBD_3454
ko:K01243	ebd:ECBD_3459
ko:K02775	ebd:ECBD_3735
ko:K06971	ebd:ECBD_3736
ko:K07665	ebd:ECBD_3091
ko:K06910	ebd:ECBD_3113
ko:K12139	ebd:ECBD_1204
ko:K21906	ebd:ECBD_0225
ko:K14623	ebd:ECBD_0080
ko:K15035	ebd:ECBD_R0025
ko:K03307	ebd:ECBD_0023
ko:K07483	ebd:ECBD_0053
ko:K14227	ebd:ECBD_R0004
ko:K14227	ebd:ECBD_R0101
ko:K14227	ebd:ECBD_R0076
ko:K01760	ebd:ECBD_0732
ko:K14226	ebd:ECBD_R0105
ko:K14237	ebd:ECBD_R0046
ko:K14237	ebd:ECBD_R0047
ko:K14230	ebd:ECBD_R0013
ko:K14219	ebd:ECBD_R0036
ko:K01980	ebd:ECBD_R0099
ko:K01980	ebd:ECBD_R0110
ko:K01980	ebd:ECBD_R0028
ko:K01980	ebd:ECBD_R0087
ko:K01980	ebd:ECBD_R0006
ko:K01980	ebd:ECBD_R0074
ko:K01980	ebd:ECBD_R0095
ko:K21029	ebd:ECBD_2797
ko:K14222	ebd:ECBD_R0044
ko:K14170	ebd:ECBD_1087
ko:K14261	ebd:ECBD_1293
ko:K01978	ebd:ECBD_R0012
ko:K14230	ebd:ECBD_R0011
ko:K14230	ebd:ECBD_R0017
ko:K14230	ebd:ECBD_R0018
ko:K14230	ebd:ECBD_R0019
ko:K00094	ebd:ECBD_1566
ko:K01175	ebd:ECBD_2975
ko:K14232	ebd:ECBD_R0103
ko:K14219	ebd:ECBD_R0021
ko:K14219	ebd:ECBD_R0024
ko:K14219	ebd:ECBD_R0022
ko:K14219	ebd:ECBD_R0023
ko:K07273	ebd:ECBD_1555
ko:K08279	ebd:ECBD_3580
ko:K14225	ebd:ECBD_R0043
ko:K14225	ebd:ECBD_R0083
ko:K14225	ebd:ECBD_R0082
ko:K14225	ebd:ECBD_R0084
ko:K03722	ebd:ECBD_1834
ko:K03604	ebd:ECBD_1985
ko:K06212	ebd:ECBD_2691
ko:K13381	ebd:ECBD_0412
ko:K00813	ebd:ECBD_2667
ko:K00483	ebd:ECBD_3674
ko:K14591	ebd:ECBD_3274
ko:K14977	ebd:ECBD_3143
ko:K00851	ebd:ECBD_3768
ko:K00046	ebd:ECBD_3770
ko:K08316	ebd:ECBD_0276
ko:K03324	ebd:ECBD_4017
ko:K02364	ebd:ECBD_3069
ko:K14682	ebd:ECBD_0907
ko:K01138	ebd:ECBD_2141
ko:K11904	ebd:ECBD_2182
ko:K08314	ebd:ECBD_4077
ko:K16013	ebd:ECBD_2708
ko:K02446	ebd:ECBD_4099
ko:K01146	ebd:ECBD_0930
ko:K01671	ebd:ECBD_4146
ko:K07792	ebd:ECBD_3908
ko:K04018	ebd:ECBD_3956
ko:K00548	ebd:ECBD_4018
ko:K07709	ebd:ECBD_4029
ko:K03148	ebd:ECBD_4040
ko:K09022	ebd:ECBD_3790
ko:K01226	ebd:ECBD_3794
ko:K01507	ebd:ECBD_3807
ko:K07304	ebd:ECBD_3811
ko:K02821	ebd:ECBD_3839
ko:K02822	ebd:ECBD_3840
ko:K03475	ebd:ECBD_3841
ko:K03476	ebd:ECBD_3842
ko:K06889	ebd:ECBD_3844
ko:K00245	ebd:ECBD_3876
ko:K03757	ebd:ECBD_3898
ko:K00867	ebd:ECBD_4054
ko:K01185	ebd:ECBD_2257
ko:K14588	ebd:ECBD_3496
ko:K00852	ebd:ECBD_4278
ko:K10440	ebd:ECBD_4280
ko:K03718	ebd:ECBD_4289
ko:K00127	ebd:ECBD_4133
ko:K00230	ebd:ECBD_4175
ko:K03498	ebd:ECBD_4176
ko:K01719	ebd:ECBD_4238
ko:K02852	ebd:ECBD_4244
ko:K03769	ebd:ECBD_4264
ko:K03488	ebd:ECBD_4309
ko:K02755	ebd:ECBD_4310
ko:K02756	ebd:ECBD_4310
ko:K02757	ebd:ECBD_4310
ko:K07678	ebd:ECBD_0943
ko:K07645	ebd:ECBD_0713
ko:K02345	ebd:ECBD_1798
ko:K07640	ebd:ECBD_4112
ko:K02855	ebd:ECBD_4118
ko:K01629	ebd:ECBD_4122
ko:K07452	ebd:ECBD_3686
ko:K03535	ebd:ECBD_0940
ko:K01035	ebd:ECBD_1437
ko:K14587	ebd:ECBD_3738
ko:K01138	ebd:ECBD_0024
ko:K14742	ebd:ECBD_1835
ko:K00090	ebd:ECBD_0184
ko:K07355	ebd:ECBD_3124
ko:K14762	ebd:ECBD_0125
ko:K14761	ebd:ECBD_3130
ko:K03566	ebd:ECBD_0914
ko:K19354	ebd:ECBD_0110
ko:K16012	ebd:ECBD_2709
ko:K07214	ebd:ECBD_4313
ko:K15256	ebd:ECBD_1768
ko:K15257	ebd:ECBD_1767
ko:K15582	ebd:ECBD_2377
ko:K01066	ebd:ECBD_3180
ko:K11991	ebd:ECBD_1123
ko:K11748	ebd:ECBD_0397
ko:K15584	ebd:ECBD_0265
ko:K15587	ebd:ECBD_0262
ko:K15580	ebd:ECBD_2287
ko:K15586	ebd:ECBD_0263
ko:K10824	ebd:ECBD_0261
ko:K15580	ebd:ECBD_2379
ko:K15547	ebd:ECBD_3950
ko:K15549	ebd:ECBD_3949
ko:K15550	ebd:ECBD_3951
ko:K15545	ebd:ECBD_2052
ko:K15552	ebd:ECBD_3294
ko:K15461	ebd:ECBD_1335
ko:K16301	ebd:ECBD_2575
ko:K15738	ebd:ECBD_2646
ko:K15554	ebd:ECBD_2661
ko:K07713	ebd:ECBD_4028
ko:K15540	ebd:ECBD_3479
ko:K15553	ebd:ECBD_2659
ko:K02428	ebd:ECBD_0786
ko:K15633	ebd:ECBD_0113
ko:K15773	ebd:ECBD_2130
ko:K15551	ebd:ECBD_3296
ko:K10831	ebd:ECBD_3295
ko:K15724	ebd:ECBD_3462
ko:K15722	ebd:ECBD_1914
ko:K01252	ebd:ECBD_3059
ko:K15735	ebd:ECBD_1055
ko:K04765	ebd:ECBD_0948
ko:K15736	ebd:ECBD_1059
ko:K15737	ebd:ECBD_1060
ko:K00254	ebd:ECBD_2650
ko:K07483	ebd:ECBD_3080
ko:K07483	ebd:ECBD_3001
ko:K18140	ebd:ECBD_0481
ko:K08151	ebd:ECBD_0325
ko:K15723	ebd:ECBD_0936
ko:K15835	ebd:ECBD_1254
ko:K15833	ebd:ECBD_1000
ko:K15827	ebd:ECBD_1001
ko:K15460	ebd:ECBD_1105
ko:K15585	ebd:ECBD_0264
ko:K15828	ebd:ECBD_1002
ko:K15583	ebd:ECBD_2376
ko:K15836	ebd:ECBD_0994
ko:K15539	ebd:ECBD_1170
ko:K16348	ebd:ECBD_3882
ko:K15536	ebd:ECBD_3798
ko:K01082	ebd:ECBD_3815
ko:K15832	ebd:ECBD_1006
ko:K15830	ebd:ECBD_1004
ko:K15834	ebd:ECBD_1007
ko:K15268	ebd:ECBD_2107
ko:K15829	ebd:ECBD_1003
ko:K15977	ebd:ECBD_1141
ko:K03712	ebd:ECBD_2110
ko:K00971	ebd:ECBD_1628
ko:K15984	ebd:ECBD_0244
ko:K15974	ebd:ECBD_1036
ko:K15977	ebd:ECBD_0638
ko:K18843	ebd:ECBD_2201
ko:K18968	ebd:ECBD_3279
ko:K03553	ebd:ECBD_1026
ko:K15922	ebd:ECBD_4149
ko:K07480	ebd:ECBD_3741
ko:K07480	ebd:ECBD_3724
ko:K07480	ebd:ECBD_3689
ko:K07480	ebd:ECBD_2481
ko:K07480	ebd:ECBD_1568
ko:K07480	ebd:ECBD_1547
ko:K07480	ebd:ECBD_0928
ko:K07480	ebd:ECBD_3406
ko:K07480	ebd:ECBD_1314
ko:K07480	ebd:ECBD_1061
ko:K07480	ebd:ECBD_3379
ko:K07480	ebd:ECBD_3684
ko:K07480	ebd:ECBD_3595
ko:K07480	ebd:ECBD_3104
ko:K07480	ebd:ECBD_3079
ko:K07480	ebd:ECBD_2355
ko:K07480	ebd:ECBD_2222
ko:K16135	ebd:ECBD_1843
ko:K16138	ebd:ECBD_2027
ko:K16139	ebd:ECBD_2029
ko:K16091	ebd:ECBD_3747
ko:K16088	ebd:ECBD_2499
ko:K02503	ebd:ECBD_2498
ko:K16089	ebd:ECBD_1503
ko:K16090	ebd:ECBD_2818
ko:K16136	ebd:ECBD_2025
ko:K16140	ebd:ECBD_2030
ko:K16137	ebd:ECBD_1994
ko:K07347	ebd:ECBD_3480
ko:K00526	ebd:ECBD_1425
ko:K00287	ebd:ECBD_3567
ko:K16052	ebd:ECBD_2286
ko:K03111	ebd:ECBD_3973
ko:K02874	ebd:ECBD_0441
ko:K02895	ebd:ECBD_0442
ko:K02931	ebd:ECBD_0443
ko:K02954	ebd:ECBD_0444
ko:K02994	ebd:ECBD_0445
ko:K02933	ebd:ECBD_0446
ko:K02881	ebd:ECBD_0447
ko:K02988	ebd:ECBD_0448
ko:K02907	ebd:ECBD_0449
ko:K02876	ebd:ECBD_0450
ko:K03076	ebd:ECBD_0451
ko:K02919	ebd:ECBD_0452
ko:K02952	ebd:ECBD_0453
ko:K02948	ebd:ECBD_0454
ko:K02878	ebd:ECBD_0438
ko:K02961	ebd:ECBD_0440
ko:K07483	ebd:ECBD_1164
ko:K02986	ebd:ECBD_0455
ko:K03040	ebd:ECBD_0456
ko:K02879	ebd:ECBD_0457
ko:K09890	ebd:ECBD_0460
ko:K16053	ebd:ECBD_3085
ko:K10013	ebd:ECBD_1349
ko:K16066	ebd:ECBD_2100
ko:K16074	ebd:ECBD_2275
ko:K11929	ebd:ECBD_3378
ko:K05709	ebd:ECBD_1145
ko:K05708	ebd:ECBD_1146
ko:K09471	ebd:ECBD_2316
ko:K02035	ebd:ECBD_0719
ko:K02035	ebd:ECBD_2152
ko:K16346	ebd:ECBD_0855
ko:K02031	ebd:ECBD_2155
ko:K01834	ebd:ECBD_2912
ko:K16321	ebd:ECBD_3714
ko:K16322	ebd:ECBD_0751
ko:K16324	ebd:ECBD_1494
ko:K11747	ebd:ECBD_0398
ko:K11645	ebd:ECBD_1560
ko:K02533	ebd:ECBD_3617
ko:K07812	ebd:ECBD_1766
ko:K16370	ebd:ECBD_1922
ko:K16322	ebd:ECBD_0248
ko:K16371	ebd:ECBD_1562
ko:K16329	ebd:ECBD_1493
ko:K16325	ebd:ECBD_1497
ko:K04015	ebd:ECBD_3959
ko:K16326	ebd:ECBD_1495
ko:K16328	ebd:ECBD_1492
ko:K04014	ebd:ECBD_3960
ko:K16263	ebd:ECBD_3890
ko:K16291	ebd:ECBD_1659
ko:K16264	ebd:ECBD_2915
ko:K16703	ebd:ECBD_1611
ko:K16704	ebd:ECBD_4249
ko:K03776	ebd:ECBD_0670
ko:K16692	ebd:ECBD_1595
ko:K16711	ebd:ECBD_1612
ko:K07662	ebd:ECBD_4111
ko:K16710	ebd:ECBD_1610
ko:K16695	ebd:ECBD_1609
ko:K14744	ebd:ECBD_2256
ko:K19234	ebd:ECBD_1967
ko:K19230	ebd:ECBD_2327
ko:K16692	ebd:ECBD_2613
ko:K10111	ebd:ECBD_4000
ko:K10108	ebd:ECBD_4002
ko:K10014	ebd:ECBD_1350
ko:K09472	ebd:ECBD_2317
ko:K18446	ebd:ECBD_0687
ko:K18922	ebd:ECBD_0968
ko:K02849	ebd:ECBD_0094
ko:K10110	ebd:ECBD_4004
ko:K18141	ebd:ECBD_0480
ko:K19235	ebd:ECBD_2804
ko:K08485	ebd:ECBD_0536
ko:K03559	ebd:ECBD_0734
ko:K00040	ebd:ECBD_3712
ko:K00151	ebd:ECBD_3667
ko:K08302	ebd:ECBD_0603
ko:K00265	ebd:ECBD_0530
ko:K16868	ebd:ECBD_2210
ko:K15634	ebd:ECBD_3625
ko:K06970	ebd:ECBD_2816
ko:K03585	ebd:ECBD_3193
ko:K12678	ebd:ECBD_2128
ko:K08302	ebd:ECBD_1561
ko:K01990	ebd:ECBD_3492
ko:K17195	ebd:ECBD_3945
ko:K00370	ebd:ECBD_2170
ko:K00374	ebd:ECBD_2173
ko:K00373	ebd:ECBD_2172
ko:K19353	ebd:ECBD_4069
ko:K19227	ebd:ECBD_2324
ko:K03526	ebd:ECBD_1171
ko:K17247	ebd:ECBD_1675
ko:K11209	ebd:ECBD_1357
ko:K12678	ebd:ECBD_0054
ko:K10439	ebd:ECBD_4279
ko:K08313	ebd:ECBD_2798
ko:K17713	ebd:ECBD_1174
ko:K10112	ebd:ECBD_2299
ko:K01992	ebd:ECBD_3491
ko:K11070	ebd:ECBD_2475
ko:K05601	ebd:ECBD_2721
ko:K19221	ebd:ECBD_2352
ko:K17686	ebd:ECBD_3172
ko:K19789	ebd:ECBD_1473
ko:K02032	ebd:ECBD_2156
ko:K06518	ebd:ECBD_1517
ko:K17722	ebd:ECBD_1512
ko:K11928	ebd:ECBD_2578
ko:K17723	ebd:ECBD_1511
ko:K02026	ebd:ECBD_2305
ko:K01791	ebd:ECBD_4253
ko:K03275	ebd:ECBD_0097
ko:K17758	ebd:ECBD_3867
ko:K17759	ebd:ECBD_3867
ko:K00661	ebd:ECBD_3197
ko:K03111	ebd:ECBD_0060
ko:K18015	ebd:ECBD_1389
ko:K07481	ebd:ECBD_0756
ko:K21379	ebd:ECBD_1620
ko:K17938	ebd:ECBD_3287
ko:K22597	ebd:ECBD_2308
ko:K18142	ebd:ECBD_0479
ko:K17948	ebd:ECBD_3727
ko:K21430	ebd:ECBD_2786
ko:K01007	ebd:ECBD_1944
ko:K03605	ebd:ECBD_0745
ko:K21695	ebd:ECBD_0504
ko:K05710	ebd:ECBD_1144
ko:K01190	ebd:ECBD_2907
ko:K08156	ebd:ECBD_3265
ko:K02621	ebd:ECBD_0720
ko:K00655	ebd:ECBD_0722
ko:K08325	ebd:ECBD_0729
ko:K03561	ebd:ECBD_0733
ko:K07345	ebd:ECBD_2132
ko:K10678	ebd:ECBD_2743
ko:K18324	ebd:ECBD_1220
ko:K18326	ebd:ECBD_1576
ko:K18997	ebd:ECBD_2595
ko:K08306	ebd:ECBD_0776
ko:K03575	ebd:ECBD_0778
ko:K03439	ebd:ECBD_0779
ko:K01424	ebd:ECBD_0783
ko:K09131	ebd:ECBD_0787
ko:K02221	ebd:ECBD_0788
ko:K06997	ebd:ECBD_0789
ko:K02669	ebd:ECBD_0790
ko:K07447	ebd:ECBD_0791
ko:K21637	ebd:ECBD_3705
ko:K19540	ebd:ECBD_0378
ko:K21313	ebd:ECBD_2906
ko:K18476	ebd:ECBD_0326
ko:K18471	ebd:ECBD_1873
ko:K18479	ebd:ECBD_4147
ko:K18478	ebd:ECBD_4144
ko:K18531	ebd:ECBD_4128
ko:K18530	ebd:ECBD_4127
ko:K19591	ebd:ECBD_3169
ko:K00335	ebd:ECBD_1377
ko:K18691	ebd:ECBD_1126
ko:K08968	ebd:ECBD_1808
ko:K09761	ebd:ECBD_0794
ko:K02742	ebd:ECBD_0796
ko:K08137	ebd:ECBD_0797
ko:K00789	ebd:ECBD_0798
ko:K01585	ebd:ECBD_0800
ko:K01480	ebd:ECBD_0801
ko:K07387	ebd:ECBD_0802
ko:K00615	ebd:ECBD_0803
ko:K02173	ebd:ECBD_0810
ko:K03472	ebd:ECBD_0811
ko:K00927	ebd:ECBD_0812
ko:K01624	ebd:ECBD_0813
ko:K03442	ebd:ECBD_0814
ko:K07592	ebd:ECBD_0622
ko:K01754	ebd:ECBD_0623
ko:K03838	ebd:ECBD_0624
ko:K00656	ebd:ECBD_0626
ko:K01752	ebd:ECBD_0628
ko:K06911	ebd:ECBD_0632
ko:K07393	ebd:ECBD_0637
ko:K06041	ebd:ECBD_0545
ko:K07301	ebd:ECBD_0546
ko:K02065	ebd:ECBD_0547
ko:K02066	ebd:ECBD_0548
ko:K02067	ebd:ECBD_0549
ko:K07323	ebd:ECBD_0550
ko:K03075	ebd:ECBD_0567
ko:K01940	ebd:ECBD_0569
ko:K09748	ebd:ECBD_0570
ko:K02600	ebd:ECBD_0571
ko:K02519	ebd:ECBD_0572
ko:K02834	ebd:ECBD_0573
ko:K03177	ebd:ECBD_0574
ko:K02956	ebd:ECBD_0575
ko:K00962	ebd:ECBD_0576
ko:K05803	ebd:ECBD_0577
ko:K05592	ebd:ECBD_0578
ko:K03835	ebd:ECBD_0579
ko:K08303	ebd:ECBD_0582
ko:K03824	ebd:ECBD_0584
ko:K07461	ebd:ECBD_0585
ko:K09979	ebd:ECBD_0586
ko:K07089	ebd:ECBD_0589
ko:K07460	ebd:ECBD_0592
ko:K07121	ebd:ECBD_0593
ko:K07056	ebd:ECBD_0594
ko:K03282	ebd:ECBD_0461
ko:K03499	ebd:ECBD_0462
ko:K03500	ebd:ECBD_0463
ko:K00604	ebd:ECBD_0464
ko:K01462	ebd:ECBD_0465
ko:K04096	ebd:ECBD_0466
ko:K03747	ebd:ECBD_0467
ko:K02970	ebd:ECBD_0676
ko:K01409	ebd:ECBD_0677
ko:K07479	ebd:ECBD_0468
ko:K07566	ebd:ECBD_0469
ko:K11106	ebd:ECBD_0678
ko:K00014	ebd:ECBD_0470
ko:K09972	ebd:ECBD_0473
ko:K09971	ebd:ECBD_0474
ko:K09970	ebd:ECBD_0475
ko:K09969	ebd:ECBD_0476
ko:K03780	ebd:ECBD_0679
ko:K08591	ebd:ECBD_0682
ko:K01807	ebd:ECBD_0824
ko:K01934	ebd:ECBD_0826
ko:K06282	ebd:ECBD_0741
ko:K06281	ebd:ECBD_0744
ko:K04651	ebd:ECBD_0747
ko:K04653	ebd:ECBD_0748
ko:K11209	ebd:ECBD_0749
ko:K00865	ebd:ECBD_0618
ko:K03402	ebd:ECBD_0509
ko:K04691	ebd:ECBD_0512
ko:K09908	ebd:ECBD_0514
ko:K06916	ebd:ECBD_0515
ko:K02871	ebd:ECBD_0516
ko:K02996	ebd:ECBD_0517
ko:K03599	ebd:ECBD_0518
ko:K03600	ebd:ECBD_0519
ko:K03326	ebd:ECBD_0520
ko:K01639	ebd:ECBD_0522
ko:K03290	ebd:ECBD_0523
ko:K01788	ebd:ECBD_0524
ko:K00266	ebd:ECBD_0529
ko:K01633	ebd:ECBD_0683
ko:K07139	ebd:ECBD_0531
ko:K07648	ebd:ECBD_0532
ko:K03814	ebd:ECBD_0534
ko:K06958	ebd:ECBD_0537
ko:K02806	ebd:ECBD_0538
ko:K05808	ebd:ECBD_0539
ko:K03092	ebd:ECBD_0540
ko:K06861	ebd:ECBD_0541
ko:K09774	ebd:ECBD_0542
ko:K11719	ebd:ECBD_0543
ko:K03270	ebd:ECBD_0544
ko:K08191	ebd:ECBD_0647
ko:K01812	ebd:ECBD_0648
ko:K01685	ebd:ECBD_0649
ko:K07862	ebd:ECBD_0651
ko:K07043	ebd:ECBD_0657
ko:K11391	ebd:ECBD_0658
ko:K03931	ebd:ECBD_0662
ko:K12112	ebd:ECBD_0665
ko:K12111	ebd:ECBD_0666
ko:K12113	ebd:ECBD_0667
ko:K06878	ebd:ECBD_0668
ko:K09251	ebd:ECBD_0669
ko:K03086	ebd:ECBD_0674
ko:K03557	ebd:ECBD_0484
ko:K06153	ebd:ECBD_0684
ko:K07184	ebd:ECBD_0686
ko:K00982	ebd:ECBD_0688
ko:K02858	ebd:ECBD_0698
ko:K07238	ebd:ECBD_0700
ko:K09920	ebd:ECBD_0706
ko:K03651	ebd:ECBD_0707
ko:K07000	ebd:ECBD_0708
ko:K02622	ebd:ECBD_0709
ko:K03923	ebd:ECBD_0711
ko:K02082	ebd:ECBD_0604
ko:K02079	ebd:ECBD_0605
ko:K02744	ebd:ECBD_0606
ko:K02747	ebd:ECBD_0607
ko:K02746	ebd:ECBD_0608
ko:K02745	ebd:ECBD_0609
ko:K12299	ebd:ECBD_0615
ko:K03979	ebd:ECBD_0559
ko:K07259	ebd:ECBD_0560
ko:K03624	ebd:ECBD_0561
ko:K07574	ebd:ECBD_0562
ko:K02427	ebd:ECBD_0563
ko:K03798	ebd:ECBD_0564
ko:K02687	ebd:ECBD_0486
ko:K02160	ebd:ECBD_0490
ko:K03569	ebd:ECBD_0496
ko:K03570	ebd:ECBD_0497
ko:K03571	ebd:ECBD_0498
ko:K06287	ebd:ECBD_0499
ko:K08301	ebd:ECBD_0500
ko:K03568	ebd:ECBD_0502
ko:K03623	ebd:ECBD_0507
ko:K07122	ebd:ECBD_0551
ko:K00790	ebd:ECBD_0553
ko:K02523	ebd:ECBD_0555
ko:K02888	ebd:ECBD_0556
ko:K00796	ebd:ECBD_0565
ko:K03431	ebd:ECBD_0566
ko:K07141	ebd:ECBD_0860
ko:K07402	ebd:ECBD_0862
ko:K00926	ebd:ECBD_0863
ko:K01464	ebd:ECBD_0864
ko:K01751	ebd:ECBD_0866
ko:K06895	ebd:ECBD_0815
ko:K09807	ebd:ECBD_0816
ko:K07588	ebd:ECBD_0820
ko:K01847	ebd:ECBD_0821
ko:K05596	ebd:ECBD_0822
ko:K02899	ebd:ECBD_0557
ko:K09888	ebd:ECBD_0827
ko:K09895	ebd:ECBD_0828
ko:K01262	ebd:ECBD_0829
ko:K03185	ebd:ECBD_0830
ko:K00605	ebd:ECBD_0832
ko:K02437	ebd:ECBD_0833
ko:K01223	ebd:ECBD_0836
ko:K09900	ebd:ECBD_0837
