ko:K02548	ypg:YpAngola_A0111
ko:K00602	ypg:YpAngola_A0465
ko:K05373	ypg:YpAngola_A2102
ko:K01593	ypg:YpAngola_A1334
ko:K12251	ypg:YpAngola_A3339
ko:K11534	ypg:YpAngola_A1555
ko:K05791	ypg:YpAngola_A0662
ko:K00065	ypg:YpAngola_A2643
ko:K01058	ypg:YpAngola_A0554
ko:K11892	ypg:YpAngola_A0173
ko:K11901	ypg:YpAngola_A2978
ko:K11900	ypg:YpAngola_A0762
ko:K11903	ypg:YpAngola_A0761
ko:K11897	ypg:YpAngola_A0760
ko:K11896	ypg:YpAngola_A0759
ko:K11895	ypg:YpAngola_A0758
ko:K01524	ypg:YpAngola_A0508
ko:K09979	ypg:YpAngola_A4021
ko:K08485	ypg:YpAngola_A1157
ko:K07397	ypg:YpAngola_A3701
ko:K00557	ypg:YpAngola_A0122
ko:K00839	ypg:YpAngola_A3446
ko:K09806	ypg:YpAngola_A0290
ko:K08961	ypg:YpAngola_A3277
ko:K05685	ypg:YpAngola_A2755
ko:K07486	ypg:YpAngola_0114
ko:K13637	ypg:YpAngola_A1506
ko:K01424	ypg:YpAngola_A1949
ko:K03321	ypg:YpAngola_A2454
ko:K08566	ypg:YpAngola_0009
ko:K13038	ypg:YpAngola_A0054
ko:K13256	ypg:YpAngola_A3917
ko:K13288	ypg:YpAngola_A0708
ko:K13255	ypg:YpAngola_A3191
ko:K06879	ypg:YpAngola_A3157
ko:K01728	ypg:YpAngola_A4065
ko:K13283	ypg:YpAngola_A0087
ko:K13378	ypg:YpAngola_A1814
ko:K00297	ypg:YpAngola_A3805
ko:K01271	ypg:YpAngola_A1913
ko:K07246	ypg:YpAngola_A1756
ko:K00007	ypg:YpAngola_A2216
ko:K06887	ypg:YpAngola_A1885
ko:K01934	ypg:YpAngola_A3824
ko:K05939	ypg:YpAngola_A3246
ko:K13788	ypg:YpAngola_A1826
ko:K03406	ypg:YpAngola_A1776
ko:K12410	ypg:YpAngola_A2859
ko:K00854	ypg:YpAngola_A1517
ko:K12368	ypg:YpAngola_A4056
ko:K12371	ypg:YpAngola_A4059
ko:K00951	ypg:YpAngola_A0983
ko:K12339	ypg:YpAngola_A2765
ko:K07270	ypg:YpAngola_A1619
ko:K12512	ypg:YpAngola_A0263
ko:K12513	ypg:YpAngola_A0264
ko:K12515	ypg:YpAngola_A0266
ko:K06221	ypg:YpAngola_A1901
ko:K00835	ypg:YpAngola_A3792
ko:K15548	ypg:YpAngola_A1176
ko:K12573	ypg:YpAngola_A0692
ko:K12511	ypg:YpAngola_A0262
ko:K12510	ypg:YpAngola_A0261
ko:K13735	ypg:YpAngola_A4116
ko:K13888	ypg:YpAngola_A1597
ko:K13628	ypg:YpAngola_A0433
ko:K03896	ypg:YpAngola_A0191
ko:K07186	ypg:YpAngola_A0827
ko:K03406	ypg:YpAngola_A1452
ko:K12582	ypg:YpAngola_A0521
ko:K00124	ypg:YpAngola_A3769
ko:K06415	ypg:YpAngola_A2362
ko:K03272	ypg:YpAngola_A0292
ko:K01051	ypg:YpAngola_A0844
ko:K14059	ypg:YpAngola_A2393
ko:K05847	ypg:YpAngola_A1329
ko:K01782	ypg:YpAngola_A0382
ko:K01825	ypg:YpAngola_A1912
ko:K14058	ypg:YpAngola_A2206
ko:K06211	ypg:YpAngola_A0824
ko:K07497	ypg:YpAngola_A0132
ko:K00297	ypg:YpAngola_A0655
ko:K07245	ypg:YpAngola_A1622
ko:K12536	ypg:YpAngola_A3892
ko:K12537	ypg:YpAngola_A3891
ko:K12545	ypg:YpAngola_A3893
ko:K01534	ypg:YpAngola_A0571
ko:K00455	ypg:YpAngola_A1645
ko:K02062	ypg:YpAngola_A2945
ko:K04691	ypg:YpAngola_A1139
ko:K10194	ypg:YpAngola_A2646
ko:K06956	ypg:YpAngola_A2651
ko:K02414	ypg:YpAngola_A2008
ko:K02414	ypg:YpAngola_A0204
ko:K01479	ypg:YpAngola_A2513
ko:K07038	ypg:YpAngola_A3150
ko:K07038	ypg:YpAngola_A2650
ko:K08351	ypg:YpAngola_A3247
ko:K12524	ypg:YpAngola_A0808
ko:K00854	ypg:YpAngola_A4162
ko:K03457	ypg:YpAngola_A2680
ko:K02477	ypg:YpAngola_A3485
ko:K04072	ypg:YpAngola_A2165
ko:K13895	ypg:YpAngola_A1495
ko:K07497	ypg:YpAngola_B0001
ko:K01779	ypg:YpAngola_A0370
ko:K06895	ypg:YpAngola_A3819
ko:K09880	ypg:YpAngola_A3330
ko:K01077	ypg:YpAngola_A2291
ko:K02778	ypg:YpAngola_A3355
ko:K06518	ypg:YpAngola_A3025
ko:K01147	ypg:YpAngola_A2244
ko:K12514	ypg:YpAngola_A0265
ko:K01791	ypg:YpAngola_A0514
ko:K12973	ypg:YpAngola_A1664
ko:K13000	ypg:YpAngola_A1248
ko:K13001	ypg:YpAngola_A1250
ko:K13002	ypg:YpAngola_A1255
ko:K01826	ypg:YpAngola_A1644
ko:K06006	ypg:YpAngola_A0082
ko:K05812	ypg:YpAngola_A3464
ko:K03971	ypg:YpAngola_A2534
ko:K03297	ypg:YpAngola_A2208
ko:K13745	ypg:YpAngola_A3190
ko:K00121	ypg:YpAngola_A3011
ko:K01187	ypg:YpAngola_A3360
ko:K07483	ypg:YpAngola_B0012
ko:K01176	ypg:YpAngola_A3790
ko:K03782	ypg:YpAngola_A0916
ko:K03895	ypg:YpAngola_A0192
ko:K13638	ypg:YpAngola_A0608
ko:K01813	ypg:YpAngola_A0744
ko:K01792	ypg:YpAngola_A2352
ko:K13641	ypg:YpAngola_A3924
ko:K10778	ypg:YpAngola_A0076
ko:K07114	ypg:YpAngola_A2761
ko:K13643	ypg:YpAngola_A0436
ko:K13634	ypg:YpAngola_A2228
ko:K01070	ypg:YpAngola_A3010
ko:K13694	ypg:YpAngola_A1501
ko:K13821	ypg:YpAngola_A2037
ko:K02010	ypg:YpAngola_A2712
ko:K02004	ypg:YpAngola_A1273
ko:K02004	ypg:YpAngola_A2135
ko:K02004	ypg:YpAngola_A3006
ko:K03317	ypg:YpAngola_A0832
ko:K06147	ypg:YpAngola_A1866
ko:K01120	ypg:YpAngola_A3587
ko:K01175	ypg:YpAngola_A0319
ko:K13695	ypg:YpAngola_A2605
ko:K07497	ypg:YpAngola_B0065
ko:K13894	ypg:YpAngola_A1496
ko:K13896	ypg:YpAngola_A1494
ko:K13888	ypg:YpAngola_A2754
ko:K13893	ypg:YpAngola_A1497
ko:K08978	ypg:YpAngola_A3577
ko:K14233	ypg:YpAngola_A3212
ko:K14228	ypg:YpAngola_A3989
ko:K14219	ypg:YpAngola_A1282
ko:K14220	ypg:YpAngola_A1678
ko:K14220	ypg:YpAngola_A2105
ko:K14220	ypg:YpAngola_A1689
ko:K00065	ypg:YpAngola_A3369
ko:K14155	ypg:YpAngola_A2760
ko:K02055	ypg:YpAngola_A3107
ko:K14238	ypg:YpAngola_A4154
ko:K02027	ypg:YpAngola_A2082
ko:K02027	ypg:YpAngola_A4016
ko:K01977	ypg:YpAngola_A0013
ko:K01977	ypg:YpAngola_A0126
ko:K01977	ypg:YpAngola_A1918
ko:K01977	ypg:YpAngola_A0625
ko:K01977	ypg:YpAngola_A0467
ko:K01977	ypg:YpAngola_A3402
ko:K01977	ypg:YpAngola_A3473
ko:K14232	ypg:YpAngola_A0528
ko:K14232	ypg:YpAngola_A4129
ko:K14221	ypg:YpAngola_A0473
ko:K14221	ypg:YpAngola_A1924
ko:K02027	ypg:YpAngola_A1068
ko:K01983	ypg:YpAngola_A4232
ko:K14229	ypg:YpAngola_A1400
ko:K14229	ypg:YpAngola_A2736
ko:K14229	ypg:YpAngola_A2046
ko:K14233	ypg:YpAngola_A0897
ko:K14228	ypg:YpAngola_A0331
ko:K14228	ypg:YpAngola_A4050
ko:K09882	ypg:YpAngola_0108
ko:K13498	ypg:YpAngola_A2315
ko:K08281	ypg:YpAngola_A2348
ko:K00058	ypg:YpAngola_A1514
ko:K07733	ypg:YpAngola_A3863
ko:K13655	ypg:YpAngola_A3859
ko:K13771	ypg:YpAngola_A0693
ko:K02057	ypg:YpAngola_A0929
ko:K00941	ypg:YpAngola_A3091
ko:K14187	ypg:YpAngola_A3483
ko:K02058	ypg:YpAngola_A0927
ko:K13060	ypg:YpAngola_A1716
ko:K02010	ypg:YpAngola_A3147
ko:K02052	ypg:YpAngola_A3104
ko:K02029	ypg:YpAngola_A4189
ko:K02029	ypg:YpAngola_A4190
ko:K02029	ypg:YpAngola_A3447
ko:K02029	ypg:YpAngola_A3448
ko:K14236	ypg:YpAngola_A2336
ko:K14236	ypg:YpAngola_A2800
ko:K14347	ypg:YpAngola_A2266
ko:K02053	ypg:YpAngola_A2450
ko:K14392	ypg:YpAngola_A1209
ko:K14233	ypg:YpAngola_A1445
ko:K14260	ypg:YpAngola_A1819
ko:K16371	ypg:YpAngola_A3376
ko:K14228	ypg:YpAngola_A0527
ko:K14228	ypg:YpAngola_A0841
ko:K14232	ypg:YpAngola_A1483
ko:K02053	ypg:YpAngola_A3109
ko:K14234	ypg:YpAngola_A2802
ko:K14224	ypg:YpAngola_A0014
ko:K14224	ypg:YpAngola_A3472
ko:K14224	ypg:YpAngola_A1919
ko:K14224	ypg:YpAngola_A3401
ko:K14287	ypg:YpAngola_A3332
ko:K14233	ypg:YpAngola_A2453
ko:K14234	ypg:YpAngola_A0631
ko:K14228	ypg:YpAngola_A2057
ko:K14218	ypg:YpAngola_A0128
ko:K14218	ypg:YpAngola_A0469
ko:K14218	ypg:YpAngola_A0627
ko:K14230	ypg:YpAngola_A0329
ko:K14230	ypg:YpAngola_A0332
ko:K11604	ypg:YpAngola_A2630
ko:K11605	ypg:YpAngola_A2632
ko:K14218	ypg:YpAngola_A2740
ko:K11737	ypg:YpAngola_A2045
ko:K07480	ypg:YpAngola_A0165
ko:K14219	ypg:YpAngola_A0525
ko:K14225	ypg:YpAngola_A2801
ko:K14393	ypg:YpAngola_A3949
ko:K14237	ypg:YpAngola_A2737
ko:K14237	ypg:YpAngola_A2738
ko:K14223	ypg:YpAngola_A0330
ko:K06147	ypg:YpAngola_A2101
ko:K06147	ypg:YpAngola_A2100
ko:K06147	ypg:YpAngola_A1674
ko:K15034	ypg:YpAngola_A3412
ko:K02005	ypg:YpAngola_A3005
ko:K00344	ypg:YpAngola_A0756
ko:K05374	ypg:YpAngola_A2095
ko:K04093	ypg:YpAngola_A1584
ko:K01985	ypg:YpAngola_A0016
ko:K01985	ypg:YpAngola_A0472
ko:K01985	ypg:YpAngola_A3398
ko:K01985	ypg:YpAngola_A0630
ko:K01985	ypg:YpAngola_A3468
ko:K01985	ypg:YpAngola_A1923
ko:K01985	ypg:YpAngola_A0131
ko:K01985	ypg:YpAngola_A0632
ko:K08723	ypg:YpAngola_A2289
ko:K02054	ypg:YpAngola_A3108
ko:K03307	ypg:YpAngola_A2757
ko:K14235	ypg:YpAngola_A0474
ko:K14744	ypg:YpAngola_A2181
ko:K14234	ypg:YpAngola_A1446
ko:K14234	ypg:YpAngola_A2799
ko:K12308	ypg:YpAngola_A3354
ko:K07308	ypg:YpAngola_A2718
ko:K15396	ypg:YpAngola_A0437
ko:K14231	ypg:YpAngola_A0161
ko:K14231	ypg:YpAngola_A0733
ko:K11606	ypg:YpAngola_A2633
ko:K14227	ypg:YpAngola_A0127
ko:K14227	ypg:YpAngola_A0626
ko:K14227	ypg:YpAngola_A0468
ko:K14225	ypg:YpAngola_A3852
ko:K00674	ypg:YpAngola_A3438
ko:K14225	ypg:YpAngola_A0706
ko:K14225	ypg:YpAngola_A2055
ko:K14225	ypg:YpAngola_A0707
ko:K01524	ypg:YpAngola_A3112
ko:K06867	ypg:YpAngola_A0937
ko:K00008	ypg:YpAngola_A1762
ko:K05372	ypg:YpAngola_A2099
ko:K02030	ypg:YpAngola_A3449
ko:K02030	ypg:YpAngola_A4191
ko:K07346	ypg:YpAngola_A0502
ko:K07346	ypg:YpAngola_A2656
ko:K07346	ypg:YpAngola_A2670
ko:K07128	ypg:YpAngola_0073
ko:K15125	ypg:YpAngola_A1750
ko:K11902	ypg:YpAngola_A2699
ko:K15035	ypg:YpAngola_A4223
ko:K14226	ypg:YpAngola_A0526
ko:K10713	ypg:YpAngola_A1721
ko:K01978	ypg:YpAngola_A4220
ko:K14237	ypg:YpAngola_A2580
ko:K14237	ypg:YpAngola_A2581
ko:K14230	ypg:YpAngola_A0304
ko:K14219	ypg:YpAngola_A0397
ko:K14223	ypg:YpAngola_A0328
ko:K10218	ypg:YpAngola_A0092
ko:K14222	ypg:YpAngola_A2056
ko:K21029	ypg:YpAngola_A3001
ko:K14170	ypg:YpAngola_A3482
ko:K14230	ypg:YpAngola_A3226
ko:K14230	ypg:YpAngola_A3227
ko:K14230	ypg:YpAngola_A3990
ko:K14261	ypg:YpAngola_A2726
ko:K01980	ypg:YpAngola_A0130
ko:K01980	ypg:YpAngola_A3399
ko:K01980	ypg:YpAngola_A1922
ko:K01980	ypg:YpAngola_A4245
ko:K01980	ypg:YpAngola_A0629
ko:K01980	ypg:YpAngola_A0471
ko:K01980	ypg:YpAngola_A3469
ko:K14221	ypg:YpAngola_A2681
ko:K11607	ypg:YpAngola_A2631
ko:K14219	ypg:YpAngola_A0895
ko:K14219	ypg:YpAngola_A0896
ko:K14219	ypg:YpAngola_A0894
ko:K03897	ypg:YpAngola_A3189
ko:K01607	ypg:YpAngola_A2482
ko:K06858	ypg:YpAngola_A0990
ko:K01607	ypg:YpAngola_A1216
ko:K07497	ypg:YpAngola_B0069
ko:K07491	ypg:YpAngola_A0103
ko:K14979	ypg:YpAngola_A3945
ko:K07733	ypg:YpAngola_A1363
ko:K07497	ypg:YpAngola_B0094
ko:K07497	ypg:YpAngola_A0133
ko:K02083	ypg:YpAngola_A3334
ko:K14978	ypg:YpAngola_A3944
ko:K03293	ypg:YpAngola_A0524
ko:K02056	ypg:YpAngola_A0928
ko:K01731	ypg:YpAngola_A2644
ko:K02058	ypg:YpAngola_A3029
ko:K01138	ypg:YpAngola_A3148
ko:K05874	ypg:YpAngola_A3254
ko:K01138	ypg:YpAngola_A3366
ko:K05499	ypg:YpAngola_A0115
ko:K07497	ypg:YpAngola_A0317
ko:K06887	ypg:YpAngola_A0406
ko:K07497	ypg:YpAngola_A1241
ko:K07128	ypg:YpAngola_0071
ko:K14588	ypg:YpAngola_A1021
ko:K14682	ypg:YpAngola_A3229
ko:K11016	ypg:YpAngola_A2437
ko:K14762	ypg:YpAngola_A3777
ko:K01146	ypg:YpAngola_A3155
ko:K16013	ypg:YpAngola_A1607
ko:K13409	ypg:YpAngola_A0105
ko:K13408	ypg:YpAngola_A0106
ko:K07497	ypg:YpAngola_B0081
ko:K11939	ypg:YpAngola_A1768
ko:K15721	ypg:YpAngola_A2093
ko:K10823	ypg:YpAngola_A2159
ko:K06919	ypg:YpAngola_A3860
ko:K06867	ypg:YpAngola_A3599
ko:K14761	ypg:YpAngola_A1280
ko:K14742	ypg:YpAngola_A2405
ko:K07491	ypg:YpAngola_A0029
ko:K07491	ypg:YpAngola_0057
ko:K16012	ypg:YpAngola_A1606
ko:K12531	ypg:YpAngola_A2258
ko:K15257	ypg:YpAngola_A2430
ko:K15256	ypg:YpAngola_A2429
ko:K15580	ypg:YpAngola_A2163
ko:K15580	ypg:YpAngola_A2389
ko:K03468	ypg:YpAngola_A1175
ko:K15549	ypg:YpAngola_A1061
ko:K15552	ypg:YpAngola_A3693
ko:K15738	ypg:YpAngola_A1988
ko:K15461	ypg:YpAngola_A0372
ko:K01082	ypg:YpAngola_A3957
ko:K15536	ypg:YpAngola_A1166
ko:K15634	ypg:YpAngola_A0813
ko:K15771	ypg:YpAngola_A3884
ko:K15540	ypg:YpAngola_A2659
ko:K15633	ypg:YpAngola_A0069
ko:K15772	ypg:YpAngola_A3885
ko:K15551	ypg:YpAngola_A3695
ko:K10831	ypg:YpAngola_A3694
ko:K02428	ypg:YpAngola_A0142
ko:K15582	ypg:YpAngola_A2161
ko:K04765	ypg:YpAngola_A0982
ko:K03585	ypg:YpAngola_A4006
ko:K15460	ypg:YpAngola_A3602
ko:K15723	ypg:YpAngola_A3158
ko:K15583	ypg:YpAngola_A2160
ko:K15539	ypg:YpAngola_A0419
ko:K15536	ypg:YpAngola_A0917
ko:K15724	ypg:YpAngola_A0992
ko:K15342	ypg:YpAngola_A1728
ko:K01713	ypg:YpAngola_A0941
ko:K18138	ypg:YpAngola_A2879
ko:K18446	ypg:YpAngola_A0294
ko:K18139	ypg:YpAngola_A4008
ko:K18138	ypg:YpAngola_A4007
ko:K15974	ypg:YpAngola_A3458
ko:K15977	ypg:YpAngola_A1115
ko:K19734	ypg:YpAngola_A1715
ko:K19734	ypg:YpAngola_A0182
ko:K16152	ypg:YpAngola_A3894
ko:K16135	ypg:YpAngola_A1757
ko:K16089	ypg:YpAngola_A0938
ko:K16092	ypg:YpAngola_A0123
ko:K16088	ypg:YpAngola_A3182
ko:K16089	ypg:YpAngola_A1541
ko:K16137	ypg:YpAngola_A2564
ko:K08566	ypg:YpAngola_0023
ko:K07491	ypg:YpAngola_0104
ko:K07491	ypg:YpAngola_A3359
ko:K07491	ypg:YpAngola_A3124
ko:K07491	ypg:YpAngola_A3065
ko:K07491	ypg:YpAngola_A3031
ko:K07491	ypg:YpAngola_A3020
ko:K07491	ypg:YpAngola_A2930
ko:K07491	ypg:YpAngola_A2812
ko:K07491	ypg:YpAngola_A2613
ko:K07491	ypg:YpAngola_A2576
ko:K07491	ypg:YpAngola_A2539
ko:K07491	ypg:YpAngola_A2455
ko:K07491	ypg:YpAngola_A2283
ko:K07491	ypg:YpAngola_A1993
ko:K07491	ypg:YpAngola_A1827
ko:K07491	ypg:YpAngola_A1297
ko:K07491	ypg:YpAngola_A1138
ko:K07491	ypg:YpAngola_A1100
ko:K07491	ypg:YpAngola_A1029
ko:K07491	ypg:YpAngola_A0793
ko:K07491	ypg:YpAngola_A0786
ko:K07491	ypg:YpAngola_A0680
ko:K07491	ypg:YpAngola_A0581
ko:K07491	ypg:YpAngola_A0407
ko:K07491	ypg:YpAngola_A0363
ko:K07491	ypg:YpAngola_A0116
ko:K07491	ypg:YpAngola_A0050
ko:K07491	ypg:YpAngola_A4092
ko:K07491	ypg:YpAngola_A3977
ko:K07491	ypg:YpAngola_A3888
ko:K07491	ypg:YpAngola_A3626
ko:K07491	ypg:YpAngola_A3616
ko:K07491	ypg:YpAngola_A3496
ko:K07491	ypg:YpAngola_A3489
ko:K07491	ypg:YpAngola_A3380
ko:K07491	ypg:YpAngola_A3353
ko:K07491	ypg:YpAngola_A3198
ko:K07491	ypg:YpAngola_A3168
ko:K07491	ypg:YpAngola_A3159
ko:K07491	ypg:YpAngola_A3134
ko:K07491	ypg:YpAngola_A3050
ko:K07491	ypg:YpAngola_A2949
ko:K07491	ypg:YpAngola_A2935
ko:K07491	ypg:YpAngola_A2751
ko:K07491	ypg:YpAngola_A2661
ko:K07491	ypg:YpAngola_A2618
ko:K07491	ypg:YpAngola_A2598
ko:K07491	ypg:YpAngola_A2584
ko:K07491	ypg:YpAngola_A2559
ko:K07491	ypg:YpAngola_A2528
ko:K07491	ypg:YpAngola_A2469
ko:K07491	ypg:YpAngola_A2332
ko:K07491	ypg:YpAngola_A2303
ko:K07491	ypg:YpAngola_A2202
ko:K07491	ypg:YpAngola_A2168
ko:K07491	ypg:YpAngola_A1992
ko:K07491	ypg:YpAngola_A1978
ko:K07491	ypg:YpAngola_A1836
ko:K07491	ypg:YpAngola_A1620
ko:K07491	ypg:YpAngola_A1610
ko:K07491	ypg:YpAngola_A1609
ko:K07491	ypg:YpAngola_A1602
ko:K07491	ypg:YpAngola_A1487
ko:K07491	ypg:YpAngola_A1439
ko:K07491	ypg:YpAngola_A1357
ko:K07491	ypg:YpAngola_A1279
ko:K07491	ypg:YpAngola_A1020
ko:K07491	ypg:YpAngola_A0847
ko:K07491	ypg:YpAngola_A0809
ko:K07491	ypg:YpAngola_A0668
ko:K07491	ypg:YpAngola_A0340
ko:K07491	ypg:YpAngola_A0285
ko:K07491	ypg:YpAngola_A0253
ko:K07497	ypg:YpAngola_B0093
ko:K11903	ypg:YpAngola_A2981
ko:K07483	ypg:YpAngola_B0082
ko:K02014	ypg:YpAngola_A0194
ko:K14229	ypg:YpAngola_A1401
ko:K14229	ypg:YpAngola_A1402
ko:K16087	ypg:YpAngola_A0650
ko:K16053	ypg:YpAngola_A1729
ko:K16078	ypg:YpAngola_A0444
ko:K07347	ypg:YpAngola_A2108
ko:K16074	ypg:YpAngola_A2390
ko:K02049	ypg:YpAngola_A2274
ko:K11736	ypg:YpAngola_A3282
ko:K09476	ypg:YpAngola_A1979
ko:K16210	ypg:YpAngola_A1449
ko:K00209	ypg:YpAngola_A4184
ko:K16515	ypg:YpAngola_A0093
ko:K16516	ypg:YpAngola_A0094
ko:K03299	ypg:YpAngola_A4082
ko:K16322	ypg:YpAngola_A4093
ko:K11734	ypg:YpAngola_A1037
ko:K11734	ypg:YpAngola_A1665
ko:K16263	ypg:YpAngola_A0291
ko:K16264	ypg:YpAngola_A1405
ko:K11959	ypg:YpAngola_A1340
ko:K11960	ypg:YpAngola_A1339
ko:K16693	ypg:YpAngola_A0520
ko:K02071	ypg:YpAngola_A1547
ko:K16704	ypg:YpAngola_A0518
ko:K08598	ypg:YpAngola_B0070
ko:K19230	ypg:YpAngola_A2544
ko:K11961	ypg:YpAngola_A1338
ko:K11962	ypg:YpAngola_A1337
ko:K11963	ypg:YpAngola_A1336
ko:K02055	ypg:YpAngola_A2451
ko:K16842	ypg:YpAngola_A3533
ko:K11901	ypg:YpAngola_A0176
ko:K16868	ypg:YpAngola_A2139
ko:K19227	ypg:YpAngola_A2541
ko:K18334	ypg:YpAngola_A1697
ko:K02503	ypg:YpAngola_A2814
ko:K17202	ypg:YpAngola_A0915
ko:K17206	ypg:YpAngola_A3880
ko:K17210	ypg:YpAngola_A1873
ko:K17209	ypg:YpAngola_A1872
ko:K17247	ypg:YpAngola_A1202
ko:K15841	ypg:YpAngola_A4240
ko:K17713	ypg:YpAngola_A0415
ko:K17203	ypg:YpAngola_A0912
ko:K17204	ypg:YpAngola_A0913
ko:K17205	ypg:YpAngola_A3878
ko:K17207	ypg:YpAngola_A3881
ko:K17208	ypg:YpAngola_A1874
ko:K01990	ypg:YpAngola_A1017
ko:K05601	ypg:YpAngola_A1591
ko:K07493	ypg:YpAngola_0113
ko:K07493	ypg:YpAngola_A0017
ko:K07493	ypg:YpAngola_A0144
ko:K07493	ypg:YpAngola_A0184
ko:K07493	ypg:YpAngola_A0209
ko:K07493	ypg:YpAngola_A0400
ko:K07493	ypg:YpAngola_A0404
ko:K07493	ypg:YpAngola_A0563
ko:K07493	ypg:YpAngola_A0610
ko:K07493	ypg:YpAngola_A0878
ko:K07493	ypg:YpAngola_A0899
ko:K07493	ypg:YpAngola_A1244
ko:K07493	ypg:YpAngola_A1704
ko:K07493	ypg:YpAngola_A1891
ko:K07493	ypg:YpAngola_A1925
ko:K07493	ypg:YpAngola_A1936
ko:K07493	ypg:YpAngola_A2146
ko:K07493	ypg:YpAngola_A2169
ko:K07493	ypg:YpAngola_A2188
ko:K07493	ypg:YpAngola_A2328
ko:K07493	ypg:YpAngola_A2337
ko:K07493	ypg:YpAngola_A2370
ko:K01992	ypg:YpAngola_A1016
ko:K10112	ypg:YpAngola_A1071
ko:K10111	ypg:YpAngola_A1739
ko:K10112	ypg:YpAngola_A4019
ko:K07493	ypg:YpAngola_A2551
ko:K17686	ypg:YpAngola_A1265
ko:K20866	ypg:YpAngola_A0033
ko:K02495	ypg:YpAngola_A0026
ko:K10111	ypg:YpAngola_A3882
ko:K19229	ypg:YpAngola_A2543
ko:K19789	ypg:YpAngola_A1489
ko:K17758	ypg:YpAngola_A0704
ko:K17759	ypg:YpAngola_A0704
ko:K00254	ypg:YpAngola_A1984
ko:K17733	ypg:YpAngola_A1185
ko:K03585	ypg:YpAngola_A2880
ko:K07347	ypg:YpAngola_A2693
ko:K17948	ypg:YpAngola_A2044
ko:K18290	ypg:YpAngola_A2117
ko:K18335	ypg:YpAngola_A1699
ko:K21908	ypg:YpAngola_A1092
ko:K07483	ypg:YpAngola_A0909
ko:K18288	ypg:YpAngola_A2116
ko:K18292	ypg:YpAngola_A2118
ko:K18324	ypg:YpAngola_A2796
ko:K18326	ypg:YpAngola_A3100
ko:K16234	ypg:YpAngola_A4136
ko:K11904	ypg:YpAngola_A0169
ko:K11904	ypg:YpAngola_A1934
ko:K11892	ypg:YpAngola_A2952
ko:K11906	ypg:YpAngola_A2954
ko:K11904	ypg:YpAngola_A2959
ko:K11901	ypg:YpAngola_A0763
ko:K11902	ypg:YpAngola_A0764
ko:K18507	ypg:YpAngola_A4244
ko:K01696	ypg:YpAngola_A2321
ko:K18522	ypg:YpAngola_A4237
ko:K18521	ypg:YpAngola_A4236
ko:K07497	ypg:YpAngola_A2471
ko:K18518	ypg:YpAngola_A4230
ko:K18504	ypg:YpAngola_A4221
ko:K18511	ypg:YpAngola_A4219
ko:K18508	ypg:YpAngola_A4226
ko:K18520	ypg:YpAngola_A4234
ko:K18503	ypg:YpAngola_A4222
ko:K18515	ypg:YpAngola_A4235
ko:K18516	ypg:YpAngola_A4214
ko:K18527	ypg:YpAngola_A4213
ko:K18691	ypg:YpAngola_A3622
ko:K18697	ypg:YpAngola_A3620
ko:K18765	ypg:YpAngola_A1199
ko:K18889	ypg:YpAngola_A3041
ko:K18507	ypg:YpAngola_A4229
ko:K20881	ypg:YpAngola_A3736
ko:K20862	ypg:YpAngola_A0544
ko:K18800	ypg:YpAngola_A3829
ko:K18778	ypg:YpAngola_A1046
ko:K18657	ypg:YpAngola_A1985
ko:K18890	ypg:YpAngola_A3040
ko:K18843	ypg:YpAngola_A2724
ko:K18850	ypg:YpAngola_A2857
ko:K07493	ypg:YpAngola_A2640
ko:K07493	ypg:YpAngola_A2690
ko:K07493	ypg:YpAngola_A2692
ko:K07493	ypg:YpAngola_A2822
ko:K07493	ypg:YpAngola_A2868
ko:K07493	ypg:YpAngola_A2902
ko:K07493	ypg:YpAngola_A3007
ko:K07493	ypg:YpAngola_A3508
ko:K07493	ypg:YpAngola_A4091
ko:K07493	ypg:YpAngola_A4124
ko:K03496	ypg:YpAngola_B0009
ko:K07497	ypg:YpAngola_A0908
ko:K07497	ypg:YpAngola_A3122
ko:K07497	ypg:YpAngola_A3759
ko:K03976	ypg:YpAngola_A1263
ko:K07497	ypg:YpAngola_A3804
ko:K07497	ypg:YpAngola_A3902
ko:K03526	ypg:YpAngola_A0418
ko:K18984	ypg:YpAngola_A3941
ko:K07497	ypg:YpAngola_A0196
ko:K07497	ypg:YpAngola_A3998
ko:K07497	ypg:YpAngola_A4172
ko:K07483	ypg:YpAngola_A0197
ko:K07483	ypg:YpAngola_A3123
ko:K07483	ypg:YpAngola_A3901
ko:K07483	ypg:YpAngola_A3997
ko:K18979	ypg:YpAngola_A0705
ko:K18988	ypg:YpAngola_A1447
ko:K19000	ypg:YpAngola_A3415
ko:K07746	ypg:YpAngola_B0005
ko:K07452	ypg:YpAngola_A1239
ko:K19129	ypg:YpAngola_A1724
ko:K19221	ypg:YpAngola_A2308
ko:K19222	ypg:YpAngola_A2595
ko:K19226	ypg:YpAngola_A2540
ko:K19236	ypg:YpAngola_A2588
ko:K19147	ypg:YpAngola_A1240
ko:K19127	ypg:YpAngola_A1726
ko:K19130	ypg:YpAngola_A1723
ko:K19228	ypg:YpAngola_A2542
ko:K01406	ypg:YpAngola_A4088
ko:K19128	ypg:YpAngola_A1725
ko:K19168	ypg:YpAngola_A3842
ko:K19270	ypg:YpAngola_A1822
ko:K19265	ypg:YpAngola_A2731
ko:K07497	ypg:YpAngola_A2063
