ko:K12132	btn:BTF1_17605
ko:K01759	btn:BTF1_24470
ko:K08168	btn:BTF1_21030
ko:K00632	btn:BTF1_23555
ko:K02809	btn:BTF1_01785
ko:K02810	btn:BTF1_01785
ko:K21379	btn:BTF1_07115
ko:K18220	btn:BTF1_12615
ko:K00102	btn:BTF1_14805
ko:K08221	btn:BTF1_25340
ko:K01286	btn:BTF1_23570
ko:K00004	btn:BTF1_01080
ko:K05303	btn:BTF1_03775
ko:K01046	btn:BTF1_10260
ko:K01046	btn:BTF1_22945
ko:K17910	btn:BTF1_04595
ko:K00663	btn:BTF1_12280
ko:K07222	btn:BTF1_14525
ko:K03206	btn:BTF1_08650
ko:K05396	btn:BTF1_13540
ko:K05281	btn:BTF1_12635
ko:K07145	btn:BTF1_21250
ko:K07145	btn:BTF1_12380
ko:K21472	btn:BTF1_23420
ko:K03719	btn:BTF1_04515
ko:K03719	btn:BTF1_23970
ko:K01286	btn:BTF1_04090
ko:K01286	btn:BTF1_13145
ko:K13010	btn:BTF1_09710
ko:K06880	btn:BTF1_13470
ko:K18118	btn:BTF1_06705
ko:K21993	btn:BTF1_16680
ko:K18234	btn:BTF1_10345
ko:K19302	btn:BTF1_10780
ko:K06418	btn:BTF1_12990
ko:K02003	btn:BTF1_02620
ko:K07729	btn:BTF1_19935
ko:K07729	btn:BTF1_15880
ko:K03698	btn:BTF1_28862
ko:K03095	btn:BTF1_28942
ko:K00123	btn:BTF1_15905
ko:K07533	btn:BTF1_11840
ko:K01972	btn:BTF1_29392
ko:K11636	btn:BTF1_07370
ko:K07729	btn:BTF1_25170
ko:K03611	btn:BTF1_25180
ko:K02469	btn:BTF1_29647
ko:K02470	btn:BTF1_29652
ko:K03466	btn:BTF1_29802
ko:K09607	btn:BTF1_12450
ko:K02343	btn:BTF1_29892
ko:K06411	btn:BTF1_17055
ko:K00943	btn:BTF1_25900
ko:K07462	btn:BTF1_30322
ko:K08987	btn:BTF1_13025
ko:K03657	btn:BTF1_30442
ko:K19449	btn:BTF1_04115
ko:K06880	btn:BTF1_13150
ko:K13853	btn:BTF1_21935
ko:K13853	btn:BTF1_21940
ko:K00974	btn:BTF1_30957
ko:K06412	btn:BTF1_30992
ko:K16509	btn:BTF1_31017
ko:K07729	btn:BTF1_13370
ko:K02004	btn:BTF1_13490
ko:K02003	btn:BTF1_13495
ko:K02337	btn:BTF1_31082
ko:K02337	btn:BTF1_31092
ko:K03657	btn:BTF1_31317
ko:K00951	btn:BTF1_31432
ko:K05795	btn:BTF1_31622
ko:K03647	btn:BTF1_31682
ko:K06284	btn:BTF1_09575
ko:K03530	btn:BTF1_31966
ko:K00375	btn:BTF1_27445
ko:K02005	btn:BTF1_32271
ko:K02003	btn:BTF1_32276
ko:K02004	btn:BTF1_32281
ko:K06319	btn:BTF1_14830
ko:K07257	btn:BTF1_14875
ko:K11032	btn:BTF1_15035
ko:K00382	btn:BTF1_10495
ko:K01669	btn:BTF1_10575
ko:K07071	btn:BTF1_10615
ko:K16924	btn:BTF1_10660
ko:K03719	btn:BTF1_23960
ko:K01673	btn:BTF1_23975
ko:K02395	btn:BTF1_32921
ko:K06372	btn:BTF1_04120
ko:K21113	btn:BTF1_10360
ko:K07260	btn:BTF1_21115
ko:K18346	btn:BTF1_12455
ko:K22579	btn:BTF1_12965
ko:K02475	btn:BTF1_00510
ko:K03742	btn:BTF1_16955
ko:K03462	btn:BTF1_31597
ko:K01200	btn:BTF1_22070
ko:K01200	btn:BTF1_11180
ko:K02031	btn:BTF1_27115
ko:K02032	btn:BTF1_27120
ko:K15640	btn:BTF1_17970
ko:K03293	btn:BTF1_14565
ko:K03296	btn:BTF1_25670
ko:K04749	btn:BTF1_02730
ko:K06380	btn:BTF1_20885
ko:K06384	btn:BTF1_18785
ko:K12555	btn:BTF1_04975
ko:K12555	btn:BTF1_03095
ko:K18640	btn:BTF1_11235
ko:K06896	btn:BTF1_27985
ko:K18672	btn:BTF1_26805
ko:K18707	btn:BTF1_20165
ko:K18692	btn:BTF1_20040
ko:K18928	btn:BTF1_04220
ko:K18929	btn:BTF1_04225
ko:K18924	btn:BTF1_19470
ko:K18925	btn:BTF1_19475
ko:K03790	btn:BTF1_12490
ko:K18907	btn:BTF1_10880
ko:K03790	btn:BTF1_12740
ko:K03790	btn:BTF1_09250
ko:K01777	btn:BTF1_02080
ko:K06147	btn:BTF1_09320
ko:K03789	btn:BTF1_05525
ko:K07171	btn:BTF1_27210
ko:K18967	btn:BTF1_25555
ko:K03790	btn:BTF1_06730
ko:K03790	btn:BTF1_11015
ko:K05593	btn:BTF1_07200
ko:K00662	btn:BTF1_12130
ko:K03111	btn:BTF1_08265
ko:K03111	btn:BTF1_25975
ko:K03497	btn:BTF1_26005
ko:K03496	btn:BTF1_26010
ko:K03497	btn:BTF1_26015
ko:K03111	btn:BTF1_31252
ko:K08151	btn:BTF1_09465
ko:K04565	btn:BTF1_23065
ko:K03169	btn:BTF1_06920
ko:K03169	btn:BTF1_27995
ko:K03761	btn:BTF1_02305
ko:K19055	btn:BTF1_23410
ko:K03466	btn:BTF1_19755
ko:K19005	btn:BTF1_12215
ko:K09145	btn:BTF1_04870
ko:K01872	btn:BTF1_16160
ko:K01872	btn:BTF1_32001
ko:K07029	btn:BTF1_27665
ko:K03526	btn:BTF1_20005
ko:K18979	btn:BTF1_00440
ko:K03741	btn:BTF1_13300
ko:K03466	btn:BTF1_15050
ko:K07816	btn:BTF1_20335
ko:K14742	btn:BTF1_27235
ko:K03466	btn:BTF1_15635
ko:K03466	btn:BTF1_32811
ko:K07498	btn:BTF1_31911
ko:K07498	btn:BTF1_31956
ko:K07498	btn:BTF1_32471
ko:K01239	btn:BTF1_09140
ko:K05799	btn:BTF1_04215
ko:K01090	btn:BTF1_12720
ko:K03892	btn:BTF1_13315
ko:K07448	btn:BTF1_19775
ko:K00354	btn:BTF1_07510
ko:K02777	btn:BTF1_24980
ko:K01239	btn:BTF1_11970
ko:K01239	btn:BTF1_24055
ko:K00001	btn:BTF1_14775
ko:K01239	btn:BTF1_15510
ko:K02032	btn:BTF1_26925
ko:K11615	btn:BTF1_00600
ko:K01090	btn:BTF1_03755
ko:K03296	btn:BTF1_01315
ko:K01271	btn:BTF1_17675
ko:K06308	btn:BTF1_22230
ko:K01081	btn:BTF1_23435
ko:K03328	btn:BTF1_26300
ko:K00798	btn:BTF1_05095
ko:K01239	btn:BTF1_10895
ko:K01239	btn:BTF1_12770
ko:K06308	btn:BTF1_13030
ko:K00344	btn:BTF1_14660
ko:K00571	btn:BTF1_21740
ko:K00433	btn:BTF1_22445
ko:K01897	btn:BTF1_16180
ko:K01710	btn:BTF1_03820
ko:K01447	btn:BTF1_01995
ko:K06345	btn:BTF1_20735
ko:K01447	btn:BTF1_05170
ko:K03293	btn:BTF1_01180
ko:K02032	btn:BTF1_02110
ko:K00344	btn:BTF1_08030
ko:K21900	btn:BTF1_24255
ko:K01073	btn:BTF1_07585
ko:K01117	btn:BTF1_01095
ko:K06893	btn:BTF1_01800
ko:K07451	btn:BTF1_29302
ko:K07451	btn:BTF1_02350
ko:K08651	btn:BTF1_09085
ko:K01777	btn:BTF1_11705
ko:K01436	btn:BTF1_04570
ko:K11638	btn:BTF1_02315
ko:K00020	btn:BTF1_08965
ko:K00020	btn:BTF1_18525
ko:K19271	btn:BTF1_09200
ko:K03722	btn:BTF1_05415
ko:K03722	btn:BTF1_05515
ko:K01567	btn:BTF1_00145
ko:K01992	btn:BTF1_06430
ko:K07496	btn:BTF1_02915
ko:K07496	btn:BTF1_16365
ko:K19302	btn:BTF1_04155
ko:K00638	btn:BTF1_09590
ko:K01992	btn:BTF1_25480
ko:K02031	btn:BTF1_02105
ko:K19405	btn:BTF1_26425
ko:K08217	btn:BTF1_23925
ko:K01990	btn:BTF1_25485
ko:K01990	btn:BTF1_16360
ko:K19411	btn:BTF1_26420
ko:K19350	btn:BTF1_15025
ko:K06419	btn:BTF1_01925
ko:K06867	btn:BTF1_21890
ko:K06867	btn:BTF1_00530
ko:K03574	btn:BTF1_22510
ko:K07149	btn:BTF1_13610
ko:K01436	btn:BTF1_01245
ko:K07496	btn:BTF1_02800
ko:K19302	btn:BTF1_22335
ko:K02476	btn:BTF1_00505
ko:K18567	btn:BTF1_23605
ko:K06881	btn:BTF1_21580
ko:K00887	btn:BTF1_20120
ko:K19689	btn:BTF1_21965
ko:K19689	btn:BTF1_06795
ko:K19701	btn:BTF1_25285
ko:K19701	btn:BTF1_09745
ko:K07315	btn:BTF1_02750
ko:K01258	btn:BTF1_19055
ko:K20480	btn:BTF1_00710
ko:K20481	btn:BTF1_00715
ko:K00547	btn:BTF1_19645
ko:K00297	btn:BTF1_19645
ko:K15777	btn:BTF1_06685
ko:K19802	btn:BTF1_11785
ko:K19955	btn:BTF1_16640
ko:K21636	btn:BTF1_16065
ko:K05770	btn:BTF1_10580
ko:K05770	btn:BTF1_13230
ko:K19976	btn:BTF1_13280
ko:K20074	btn:BTF1_17610
ko:K10680	btn:BTF1_16270
ko:K20201	btn:BTF1_24975
ko:K20116	btn:BTF1_18565
ko:K20117	btn:BTF1_18565
ko:K20118	btn:BTF1_18565
ko:K20390	btn:BTF1_25240
ko:K20391	btn:BTF1_25245
ko:K00526	btn:BTF1_04475
ko:K20418	btn:BTF1_03065
ko:K18889	btn:BTF1_01900
ko:K08884	btn:BTF1_08795
ko:K18889	btn:BTF1_16435
ko:K18890	btn:BTF1_01905
ko:K18890	btn:BTF1_16430
ko:K20534	btn:BTF1_25645
ko:K00302	btn:BTF1_11725
ko:K00302	btn:BTF1_11730
ko:K20742	btn:BTF1_11780
ko:K11751	btn:BTF1_13155
ko:K01208	btn:BTF1_18375
ko:K21029	btn:BTF1_15590
ko:K20895	btn:BTF1_00190
ko:K21029	btn:BTF1_08115
ko:K00525	btn:BTF1_04470
ko:K21029	btn:BTF1_22180
ko:K21064	btn:BTF1_03575
ko:K08968	btn:BTF1_21815
ko:K00821	btn:BTF1_12545
ko:K00821	btn:BTF1_18965
ko:K00435	btn:BTF1_25425
ko:K06919	btn:BTF1_19885
ko:K02316	btn:BTF1_28682
ko:K01286	btn:BTF1_11070
ko:K07455	btn:BTF1_15845
ko:K02316	btn:BTF1_20075
ko:K06217	btn:BTF1_20135
ko:K02335	btn:BTF1_28972
ko:K04068	btn:BTF1_16060
ko:K01493	btn:BTF1_20245
ko:K01286	btn:BTF1_07145
ko:K00857	btn:BTF1_25050
ko:K02316	btn:BTF1_29577
ko:K01286	btn:BTF1_07675
ko:K03553	btn:BTF1_16950
ko:K01286	btn:BTF1_25430
ko:K01286	btn:BTF1_12565
ko:K02314	btn:BTF1_17235
ko:K02335	btn:BTF1_30177
ko:K02314	btn:BTF1_25950
ko:K00560	btn:BTF1_08465
ko:K00287	btn:BTF1_08470
ko:K02314	btn:BTF1_30797
ko:K07313	btn:BTF1_00565
ko:K00857	btn:BTF1_31242
ko:K03553	btn:BTF1_31262
ko:K03546	btn:BTF1_09000
ko:K00560	btn:BTF1_31292
ko:K00287	btn:BTF1_31297
ko:K01520	btn:BTF1_31322
ko:K02314	btn:BTF1_31572
ko:K00525	btn:BTF1_31687
ko:K00526	btn:BTF1_31692
ko:K01286	btn:BTF1_06190
ko:K06904	btn:BTF1_27325
ko:K01286	btn:BTF1_09990
ko:K07313	btn:BTF1_27410
ko:K07451	btn:BTF1_02330
ko:K00558	btn:BTF1_02340
ko:K02314	btn:BTF1_02380
ko:K07451	btn:BTF1_15175
ko:K07258	btn:BTF1_05050
ko:K05375	btn:BTF1_09050
ko:K02031	btn:BTF1_26920
ko:K02335	btn:BTF1_21475
ko:K07097	btn:BTF1_31637
ko:K21416	btn:BTF1_11395
ko:K21417	btn:BTF1_11390
ko:K21405	btn:BTF1_11330
ko:K21481	btn:BTF1_03090
ko:K21464	btn:BTF1_25360
ko:K21465	btn:BTF1_19740
ko:K21465	btn:BTF1_09885
ko:K21465	btn:BTF1_12845
ko:K21471	btn:BTF1_04860
ko:K21467	btn:BTF1_08475
ko:K21467	btn:BTF1_09855
ko:K21468	btn:BTF1_20495
ko:K22044	btn:BTF1_25995
ko:K21471	btn:BTF1_24350
ko:K21567	btn:BTF1_27830
ko:K21494	btn:BTF1_13825
ko:K21613	btn:BTF1_16350
ko:K21567	btn:BTF1_23160
ko:K21490	btn:BTF1_12575
ko:K21600	btn:BTF1_16705
ko:K00863	btn:BTF1_02590
ko:K00863	btn:BTF1_02600
ko:K21493	btn:BTF1_13830
ko:K21713	btn:BTF1_11665
ko:K21828	btn:BTF1_27960
ko:K21929	btn:BTF1_05350
ko:K21935	btn:BTF1_08750
ko:K21902	btn:BTF1_25345
ko:K11923	btn:BTF1_14230
ko:K18244	btn:BTF1_25115
ko:K21993	btn:BTF1_15595
ko:K21903	btn:BTF1_00695
ko:K00754	btn:BTF1_05380
ko:K01463	btn:BTF1_05375
ko:K22135	btn:BTF1_14595
ko:K22136	btn:BTF1_17895
ko:K01585	btn:BTF1_18110
ko:K14274	btn:BTF1_10185
ko:K03595	btn:BTF1_20110
ko:K02116	btn:BTF1_02570
ko:K22112	btn:BTF1_25730
ko:K22132	btn:BTF1_20615
ko:K22106	btn:BTF1_12230
ko:K03547	btn:BTF1_28667
ko:K03547	btn:BTF1_02830
ko:K07456	btn:BTF1_14675
ko:K22278	btn:BTF1_07205
ko:K22278	btn:BTF1_16130
ko:K02257	btn:BTF1_18025
ko:K13566	btn:BTF1_18485
ko:K01551	btn:BTF1_27635
ko:K18672	btn:BTF1_23130
ko:K00590	btn:BTF1_25840
ko:K00590	btn:BTF1_25845
ko:K22441	btn:BTF1_13620
ko:K22491	btn:BTF1_05145
