ko:K02495	eih:ECOK1_4338
ko:K00655	eih:ECOK1_3441
ko:K02621	eih:ECOK1_3442
ko:K07471	eih:ECOK1_3444
ko:K09897	eih:ECOK1_4212
ko:K07391	eih:ECOK1_4213
ko:K01652	eih:ECOK1_4215
ko:K11258	eih:ECOK1_4216
ko:K00826	eih:ECOK1_4217
ko:K01687	eih:ECOK1_4218
ko:K01754	eih:ECOK1_4220
ko:K02521	eih:ECOK1_4219
ko:K00053	eih:ECOK1_4221
ko:K03656	eih:ECOK1_4223
ko:K01524	eih:ECOK1_4224
ko:K03732	eih:ECOK1_4225
ko:K03671	eih:ECOK1_4226
ko:K03628	eih:ECOK1_4228
ko:K05790	eih:ECOK1_4231
ko:K02472	eih:ECOK1_4233
ko:K00973	eih:ECOK1_4235
ko:K02805	eih:ECOK1_4237
ko:K12582	eih:ECOK1_4239
ko:K02853	eih:ECOK1_4240
ko:K06871	eih:ECOK1_4247
ko:K02498	eih:ECOK1_4249
ko:K02496	eih:ECOK1_4250
ko:K01749	eih:ECOK1_4252
ko:K05851	eih:ECOK1_4253
ko:K06202	eih:ECOK1_4254
ko:K01778	eih:ECOK1_4258
ko:K09921	eih:ECOK1_4259
ko:K10108	eih:ECOK1_4520
ko:K16052	eih:ECOK1_1546
ko:K14228	eih:ECOK1_4787
ko:K14237	eih:ECOK1_0744
ko:K14237	eih:ECOK1_0746
ko:K14237	eih:ECOK1_2716
ko:K14237	eih:ECOK1_2718
ko:K14237	eih:ECOK1_2717
ko:K14229	eih:ECOK1_0743
ko:K14229	eih:ECOK1_0747
ko:K14229	eih:ECOK1_0748
ko:K14229	eih:ECOK1_0749
ko:K14229	eih:ECOK1_0745
ko:K14229	eih:ECOK1_2719
ko:K14228	eih:ECOK1_2026
ko:K14227	eih:ECOK1_0204
ko:K14227	eih:ECOK1_3697
ko:K14227	eih:ECOK1_4321
ko:K00104	eih:ECOK1_3391
ko:K14238	eih:ECOK1_4108
ko:K14234	eih:ECOK1_2119
ko:K14234	eih:ECOK1_4452
ko:K14234	eih:ECOK1_4908
ko:K03767	eih:ECOK1_3782
ko:K03111	eih:ECOK1_4560
ko:K14225	eih:ECOK1_2118
ko:K14225	eih:ECOK1_4454
ko:K14225	eih:ECOK1_4909
ko:K14237	eih:ECOK1_1785
ko:K14237	eih:ECOK1_1786
ko:K14230	eih:ECOK1_1430
ko:K14230	eih:ECOK1_4907
ko:K14230	eih:ECOK1_2121
ko:K14222	eih:ECOK1_2027
ko:K16087	eih:ECOK1_3938
ko:K14225	eih:ECOK1_2028
ko:K14225	eih:ECOK1_4677
ko:K14225	eih:ECOK1_4679
ko:K14225	eih:ECOK1_4678
ko:K14233	eih:ECOK1_1137
ko:K14233	eih:ECOK1_0907
ko:K14230	eih:ECOK1_0669
ko:K14230	eih:ECOK1_0673
ko:K16087	eih:ECOK1_2195
ko:K14223	eih:ECOK1_0667
ko:K14223	eih:ECOK1_0668
ko:K14234	eih:ECOK1_0267
ko:K14221	eih:ECOK1_0208
ko:K14221	eih:ECOK1_0218
ko:K14221	eih:ECOK1_4209
ko:K01985	eih:ECOK1_0207
ko:K01985	eih:ECOK1_4208
ko:K01985	eih:ECOK1_2933
ko:K01985	eih:ECOK1_4487
ko:K01985	eih:ECOK1_4324
ko:K01985	eih:ECOK1_3694
ko:K01985	eih:ECOK1_4447
ko:K14218	eih:ECOK1_0205
ko:K14218	eih:ECOK1_3696
ko:K14218	eih:ECOK1_4322
ko:K07279	eih:ECOK1_2467
ko:K12516	eih:ECOK1_1571
ko:K07645	eih:ECOK1_3447
ko:K04065	eih:ECOK1_4940
ko:K10109	eih:ECOK1_4519
ko:K10110	eih:ECOK1_4518
ko:K16053	eih:ECOK1_0586
ko:K14223	eih:ECOK1_0670
ko:K14223	eih:ECOK1_0671
ko:K14228	eih:ECOK1_4245
ko:K14228	eih:ECOK1_4880
ko:K14228	eih:ECOK1_4878
ko:K14228	eih:ECOK1_4879
ko:K07347	eih:ECOK1_2339
ko:K07666	eih:ECOK1_3446
ko:K14219	eih:ECOK1_0514
ko:K14232	eih:ECOK1_4246
ko:K16076	eih:ECOK1_2050
ko:K16076	eih:ECOK1_1271
ko:K14233	eih:ECOK1_2140
ko:K07347	eih:ECOK1_1101
ko:K10013	eih:ECOK1_2543
ko:K16066	eih:ECOK1_1692
ko:K16074	eih:ECOK1_1557
ko:K14235	eih:ECOK1_4210
ko:K07665	eih:ECOK1_0580
ko:K01104	eih:ECOK1_2289
ko:K02436	eih:ECOK1_2319
ko:K00094	eih:ECOK1_2320
ko:K02775	eih:ECOK1_2321
ko:K00380	eih:ECOK1_3135
ko:K04765	eih:ECOK1_3155
ko:K01580	eih:ECOK1_3956
ko:K13637	eih:ECOK1_4823
ko:K03451	eih:ECOK1_4831
ko:K00956	eih:ECOK1_3130
ko:K11929	eih:ECOK1_0264
ko:K01250	eih:ECOK1_0654
ko:K03386	eih:ECOK1_0618
ko:K05966	eih:ECOK1_0624
ko:K03326	eih:ECOK1_0632
ko:K07258	eih:ECOK1_0641
ko:K04774	eih:ECOK1_1485
ko:K08992	eih:ECOK1_1494
ko:K03593	eih:ECOK1_2343
ko:K01489	eih:ECOK1_2373
ko:K03748	eih:ECOK1_2374
ko:K10541	eih:ECOK1_2379
ko:K10540	eih:ECOK1_2381
ko:K00058	eih:ECOK1_3215
ko:K03488	eih:ECOK1_3219
ko:K00854	eih:ECOK1_4011
ko:K03796	eih:ECOK1_4017
ko:K01176	eih:ECOK1_4018
ko:K02798	eih:ECOK1_4040
ko:K02799	eih:ECOK1_4040
ko:K02800	eih:ECOK1_4040
ko:K00101	eih:ECOK1_4049
ko:K03316	eih:ECOK1_4865
ko:K00564	eih:ECOK1_4882
ko:K00568	eih:ECOK1_2466
ko:K07346	eih:ECOK1_1660
ko:K07346	eih:ECOK1_3851
ko:K08278	eih:ECOK1_0001
ko:K00616	eih:ECOK1_0008
ko:K07034	eih:ECOK1_0010
ko:K07491	eih:ECOK1_0032
ko:K08299	eih:ECOK1_0035
ko:K03855	eih:ECOK1_0043
ko:K01525	eih:ECOK1_0049
ko:K10000	eih:ECOK1_0866
ko:K16012	eih:ECOK1_0910
ko:K16013	eih:ECOK1_0911
ko:K07307	eih:ECOK1_0920
ko:K01488	eih:ECOK1_1741
ko:K03617	eih:ECOK1_1745
ko:K03616	eih:ECOK1_1746
ko:K03615	eih:ECOK1_1747
ko:K03614	eih:ECOK1_1748
ko:K03612	eih:ECOK1_1749
ko:K03613	eih:ECOK1_1750
ko:K00799	eih:ECOK1_1753
ko:K01759	eih:ECOK1_1770
ko:K00647	eih:ECOK1_2605
ko:K01782	eih:ECOK1_2622
ko:K02014	eih:ECOK1_3457
ko:K01515	eih:ECOK1_3462
ko:K07793	eih:ECOK1_4297
ko:K02566	eih:ECOK1_0675
ko:K02564	eih:ECOK1_0678
ko:K03711	eih:ECOK1_0694
ko:K01835	eih:ECOK1_0699
ko:K03756	eih:ECOK1_0700
ko:K02025	eih:ECOK1_1526
ko:K04844	eih:ECOK1_1531
ko:K06889	eih:ECOK1_1543
ko:K00567	eih:ECOK1_1550
ko:K14061	eih:ECOK1_1561
ko:K14062	eih:ECOK1_1562
ko:K00882	eih:ECOK1_2400
ko:K06183	eih:ECOK1_2418
ko:K02200	eih:ECOK1_2428
ko:K02193	eih:ECOK1_2435
ko:K02569	eih:ECOK1_2436
ko:K02100	eih:ECOK1_3245
ko:K00626	eih:ECOK1_3248
ko:K12943	eih:ECOK1_3251
ko:K01823	eih:ECOK1_3275
ko:K04763	eih:ECOK1_3281
ko:K00639	eih:ECOK1_4061
ko:K02843	eih:ECOK1_4063
ko:K10563	eih:ECOK1_4076
ko:K01619	eih:ECOK1_4947
ko:K00758	eih:ECOK1_4948
ko:K03784	eih:ECOK1_4950
ko:K07186	eih:ECOK1_4954
ko:K07771	eih:ECOK1_4625
ko:K07345	eih:ECOK1_1098
ko:K07351	eih:ECOK1_1099
ko:K07675	eih:ECOK1_4121
ko:K06177	eih:ECOK1_0057
ko:K00853	eih:ECOK1_0062
ko:K05806	eih:ECOK1_0076
ko:K07308	eih:ECOK1_0921
ko:K06212	eih:ECOK1_0971
ko:K06078	eih:ECOK1_1797
ko:K08997	eih:ECOK1_1826
ko:K07283	eih:ECOK1_1843
ko:K13636	eih:ECOK1_2680
ko:K01577	eih:ECOK1_2689
ko:K02858	eih:ECOK1_3477
ko:K09806	eih:ECOK1_3478
ko:K00974	eih:ECOK1_3487
ko:K01409	eih:ECOK1_3495
ko:K03649	eih:ECOK1_3500
ko:K09251	eih:ECOK1_3505
ko:K00219	eih:ECOK1_3513
ko:K03498	eih:ECOK1_4318
ko:K00230	eih:ECOK1_4319
ko:K00127	eih:ECOK1_4360
ko:K00124	eih:ECOK1_4361
ko:K05522	eih:ECOK1_0718
ko:K07120	eih:ECOK1_0717
ko:K00241	eih:ECOK1_0721
ko:K03560	eih:ECOK1_0738
ko:K01785	eih:ECOK1_0756
ko:K01784	eih:ECOK1_0759
ko:K02014	eih:ECOK1_1613
ko:K08350	eih:ECOK1_1633
ko:K02574	eih:ECOK1_2438
ko:K00626	eih:ECOK1_2459
ko:K01262	eih:ECOK1_3295
ko:K01934	eih:ECOK1_3298
ko:K00058	eih:ECOK1_3299
ko:K03442	eih:ECOK1_3307
ko:K06934	eih:ECOK1_3311
ko:K02173	eih:ECOK1_3315
ko:K02799	eih:ECOK1_3320
ko:K02800	eih:ECOK1_3320
ko:K02798	eih:ECOK1_3321
ko:K01480	eih:ECOK1_3325
ko:K01585	eih:ECOK1_3327
ko:K02428	eih:ECOK1_3342
ko:K07784	eih:ECOK1_4119
ko:K00389	eih:ECOK1_4129
ko:K03307	eih:ECOK1_4132
ko:K01916	eih:ECOK1_1860
ko:K00970	eih:ECOK1_0145
ko:K11085	eih:ECOK1_0981
ko:K09476	eih:ECOK1_0996
ko:K03286	eih:ECOK1_1016
ko:K07343	eih:ECOK1_1020
ko:K09909	eih:ECOK1_1024
ko:K11179	eih:ECOK1_1029
ko:K03478	eih:ECOK1_1853
ko:K01222	eih:ECOK1_1854
ko:K02485	eih:ECOK1_1389
ko:K15773	eih:ECOK1_1665
ko:K01834	eih:ECOK1_0755
ko:K01838	eih:ECOK1_1532
ko:K01424	eih:ECOK1_1886
ko:K07305	eih:ECOK1_1897
ko:K00845	eih:ECOK1_2704
ko:K01885	eih:ECOK1_2714
ko:K02784	eih:ECOK1_2732
ko:K08483	eih:ECOK1_2733
ko:K07393	eih:ECOK1_3532
ko:K02745	eih:ECOK1_3555
ko:K02744	eih:ECOK1_3558
ko:K12961	eih:ECOK1_3569
ko:K01629	eih:ECOK1_4369
ko:K01813	eih:ECOK1_4370
ko:K02855	eih:ECOK1_4373
ko:K07640	eih:ECOK1_4380
ko:K13283	eih:ECOK1_4383
ko:K02446	eih:ECOK1_4393
ko:K08314	eih:ECOK1_4419
ko:K01243	eih:ECOK1_0162
ko:K00674	eih:ECOK1_0167
ko:K06282	eih:ECOK1_1033
ko:K06281	eih:ECOK1_1034
ko:K07772	eih:ECOK1_1047
ko:K02793	eih:ECOK1_1934
ko:K02794	eih:ECOK1_1934
ko:K02795	eih:ECOK1_1935
ko:K11392	eih:ECOK1_1952
ko:K00616	eih:ECOK1_2770
ko:K01439	eih:ECOK1_2779
ko:K07054	eih:ECOK1_2783
ko:K03548	eih:ECOK1_2789
ko:K02824	eih:ECOK1_2793
ko:K03177	eih:ECOK1_3587
ko:K02427	eih:ECOK1_3600
ko:K02067	eih:ECOK1_3614
ko:K02806	eih:ECOK1_3625
ko:K00867	eih:ECOK1_4450
ko:K03148	eih:ECOK1_4468
ko:K02017	eih:ECOK1_0766
ko:K07404	eih:ECOK1_0768
ko:K06910	eih:ECOK1_0775
ko:K00652	eih:ECOK1_0778
ko:K03635	eih:ECOK1_0787
ko:K07027	eih:ECOK1_0790
ko:K13953	eih:ECOK1_1635
ko:K00027	eih:ECOK1_1636
ko:K04063	eih:ECOK1_1642
ko:K01580	eih:ECOK1_1647
ko:K07263	eih:ECOK1_1649
ko:K00598	eih:ECOK1_1666
ko:K05595	eih:ECOK1_1677
ko:K02549	eih:ECOK1_2498
ko:K08680	eih:ECOK1_2500
ko:K02552	eih:ECOK1_2502
ko:K02348	eih:ECOK1_2504
ko:K00784	eih:ECOK1_2505
ko:K07114	eih:ECOK1_2506
ko:K01424	eih:ECOK1_3345
ko:K03289	eih:ECOK1_3353
ko:K02454	eih:ECOK1_3380
ko:K01659	eih:ECOK1_0329
ko:K01270	eih:ECOK1_0260
ko:K03469	eih:ECOK1_0215
ko:K02342	eih:ECOK1_0217
ko:K06887	eih:ECOK1_0221
ko:K06445	eih:ECOK1_0244
ko:K07491	eih:ECOK1_0250
ko:K03830	eih:ECOK1_0257
ko:K00769	eih:ECOK1_0261
ko:K07017	eih:ECOK1_1108
ko:K07126	eih:ECOK1_1122
ko:K04477	eih:ECOK1_1139
ko:K09815	eih:ECOK1_1976
ko:K06201	eih:ECOK1_1993
ko:K00575	eih:ECOK1_2002
ko:K00088	eih:ECOK1_2853
ko:K02755	eih:ECOK1_4170
ko:K02756	eih:ECOK1_4170
ko:K02757	eih:ECOK1_4170
ko:K03488	eih:ECOK1_4171
ko:K02116	eih:ECOK1_4188
ko:K03718	eih:ECOK1_4192
ko:K10440	eih:ECOK1_4199
ko:K00852	eih:ECOK1_4201
ko:K01185	eih:ECOK1_1273
ko:K01185	eih:ECOK1_4911
ko:K01788	eih:ECOK1_3637
ko:K01639	eih:ECOK1_3639
ko:K10440	eih:ECOK1_3671
ko:K10439	eih:ECOK1_3673
ko:K07709	eih:ECOK1_4479
ko:K13641	eih:ECOK1_4494
ko:K00548	eih:ECOK1_4496
ko:K00068	eih:ECOK1_4505
ko:K01185	eih:ECOK1_1437
ko:K01185	eih:ECOK1_2115
ko:K01185	eih:ECOK1_0540
ko:K06889	eih:ECOK1_0285
ko:K02056	eih:ECOK1_0320
ko:K08161	eih:ECOK1_1160
ko:K03810	eih:ECOK1_1176
ko:K06179	eih:ECOK1_1193
ko:K01176	eih:ECOK1_2045
ko:K01011	eih:ECOK1_2869
ko:K13628	eih:ECOK1_2877
ko:K04488	eih:ECOK1_2878
ko:K01092	eih:ECOK1_2882
ko:K06889	eih:ECOK1_2883
ko:K02056	eih:ECOK1_2891
ko:K03803	eih:ECOK1_2914
ko:K03747	eih:ECOK1_3704
ko:K03499	eih:ECOK1_3709
ko:K00016	eih:ECOK1_4554
ko:K03316	eih:ECOK1_4567
ko:K00121	eih:ECOK1_0340
ko:K01077	eih:ECOK1_0362
ko:K07657	eih:ECOK1_0379
ko:K00059	eih:ECOK1_1200
ko:K02619	eih:ECOK1_1203
ko:K11069	eih:ECOK1_1231
ko:K11071	eih:ECOK1_1233
ko:K11072	eih:ECOK1_1234
ko:K01258	eih:ECOK1_1235
ko:K07660	eih:ECOK1_1238
ko:K02414	eih:ECOK1_2060
ko:K09476	eih:ECOK1_2079
ko:K02450	eih:ECOK1_3741
ko:K02454	eih:ECOK1_3744
ko:K07019	eih:ECOK1_3773
ko:K09898	eih:ECOK1_3774
ko:K10914	eih:ECOK1_3777
ko:K04018	eih:ECOK1_4581
ko:K07126	eih:ECOK1_4584
ko:K02033	eih:ECOK1_4588
ko:K04750	eih:ECOK1_4619
ko:K15583	eih:ECOK1_1401
ko:K00073	eih:ECOK1_0499
ko:K12944	eih:ECOK1_2487
ko:K11607	eih:ECOK1_1303
ko:K11604	eih:ECOK1_1304
ko:K06147	eih:ECOK1_2146
ko:K06147	eih:ECOK1_2147
ko:K07048	eih:ECOK1_3792
ko:K01974	eih:ECOK1_3835
ko:K02441	eih:ECOK1_3839
ko:K07792	eih:ECOK1_4634
ko:K03757	eih:ECOK1_4644
ko:K00247	eih:ECOK1_4665
ko:K00245	eih:ECOK1_4667
ko:K00244	eih:ECOK1_4668
ko:K07757	eih:ECOK1_0824
ko:K07258	eih:ECOK1_0841
ko:K05844	eih:ECOK1_0854
ko:K09998	eih:ECOK1_0863
ko:K00657	eih:ECOK1_1701
ko:K07312	eih:ECOK1_1707
ko:K01679	eih:ECOK1_1728
ko:K00076	eih:ECOK1_1737
ko:K00666	eih:ECOK1_3394
ko:K00652	eih:ECOK1_3397
ko:K11209	eih:ECOK1_3408
ko:K06281	eih:ECOK1_3413
ko:K06282	eih:ECOK1_3416
ko:K01760	eih:ECOK1_3424
ko:K03769	eih:ECOK1_4222
ko:K02851	eih:ECOK1_4230
ko:K02852	eih:ECOK1_4241
ko:K01719	eih:ECOK1_4251
ko:K01160	eih:ECOK1_1268
ko:K08172	eih:ECOK1_2158
ko:K08225	eih:ECOK1_0603
ko:K03972	eih:ECOK1_1523
ko:K16346	eih:ECOK1_3268
ko:K04067	eih:ECOK1_0449
ko:K00939	eih:ECOK1_0456
ko:K03455	eih:ECOK1_0460
ko:K11751	eih:ECOK1_0462
ko:K02004	eih:ECOK1_0485
ko:K11105	eih:ECOK1_1337
ko:K01297	eih:ECOK1_1338
ko:K02014	eih:ECOK1_1342
ko:K01426	eih:ECOK1_2175
ko:K07048	eih:ECOK1_2207
ko:K00135	eih:ECOK1_3027
ko:K03647	eih:ECOK1_3042
ko:K03743	eih:ECOK1_3072
ko:K08305	eih:ECOK1_3073
ko:K02783	eih:ECOK1_3074
ko:K02782	eih:ECOK1_3075
ko:K02783	eih:ECOK1_3075
ko:K00068	eih:ECOK1_3077
ko:K02466	eih:ECOK1_3078
ko:K00700	eih:ECOK1_3857
ko:K00851	eih:ECOK1_3861
ko:K05815	eih:ECOK1_3873
ko:K05814	eih:ECOK1_3874
ko:K00058	eih:ECOK1_3888
ko:K03825	eih:ECOK1_3865
ko:K05816	eih:ECOK1_3872
ko:K02035	eih:ECOK1_3443
ko:K02035	eih:ECOK1_4589
ko:K02031	eih:ECOK1_4586
ko:K06889	eih:ECOK1_4705
ko:K03476	eih:ECOK1_4706
ko:K03475	eih:ECOK1_4707
ko:K02822	eih:ECOK1_4708
ko:K02821	eih:ECOK1_4709
ko:K01119	eih:ECOK1_4733
ko:K01082	eih:ECOK1_4735
ko:K07304	eih:ECOK1_4738
ko:K11139	eih:ECOK1_1328
ko:K10551	eih:ECOK1_4600
ko:K01466	eih:ECOK1_0494
ko:K02381	eih:ECOK1_0500
ko:K03768	eih:ECOK1_0508
ko:K06039	eih:ECOK1_1373
ko:K00374	eih:ECOK1_1382
ko:K15582	eih:ECOK1_1400
ko:K00033	eih:ECOK1_2259
ko:K12997	eih:ECOK1_2263
ko:K03606	eih:ECOK1_2275
ko:K04652	eih:ECOK1_3101
ko:K04655	eih:ECOK1_3104
ko:K03299	eih:ECOK1_3115
ko:K04085	eih:ECOK1_3899
ko:K02775	eih:ECOK1_3914
ko:K11189	eih:ECOK1_3916
ko:K06149	eih:ECOK1_3927
ko:K00383	eih:ECOK1_3932
ko:K07227	eih:ECOK1_3942
ko:K01507	eih:ECOK1_4742
ko:K02056	eih:ECOK1_4744
ko:K01226	eih:ECOK1_4756
ko:K09022	eih:ECOK1_4760
ko:K01478	eih:ECOK1_4768
ko:K00046	eih:ECOK1_4783
ko:K00851	eih:ECOK1_4785
ko:K08194	eih:ECOK1_4139
ko:K03535	eih:ECOK1_3164
ko:K01069	eih:ECOK1_0214
ko:K01980	eih:ECOK1_4207
ko:K01980	eih:ECOK1_4486
ko:K01980	eih:ECOK1_4446
ko:K01980	eih:ECOK1_4323
ko:K01980	eih:ECOK1_3695
ko:K01980	eih:ECOK1_0206
ko:K01980	eih:ECOK1_2934
ko:K07346	eih:ECOK1_1100
ko:K01048	eih:ECOK1_4275
ko:K00537	eih:ECOK1_3934
ko:K06858	eih:ECOK1_0161
ko:K08351	eih:ECOK1_3996
ko:K07749	eih:ECOK1_2690
ko:K16324	eih:ECOK1_2396
ko:K16322	eih:ECOK1_3406
ko:K02052	eih:ECOK1_1603
ko:K02055	eih:ECOK1_1602
ko:K06221	eih:ECOK1_0289
ko:K01840	eih:ECOK1_2276
ko:K08348	eih:ECOK1_1631
ko:K01739	eih:ECOK1_4407
ko:K01271	eih:ECOK1_4316
ko:K07346	eih:ECOK1_4815
ko:K01139	eih:ECOK1_4092
ko:K07232	eih:ECOK1_1372
ko:K06221	eih:ECOK1_3428
ko:K07684	eih:ECOK1_1375
ko:K07782	eih:ECOK1_2033
ko:K13053	eih:ECOK1_1017
ko:K03668	eih:ECOK1_1565
ko:K05874	eih:ECOK1_4861
ko:K01977	eih:ECOK1_0203
ko:K01977	eih:ECOK1_3698
ko:K01977	eih:ECOK1_2936
ko:K01977	eih:ECOK1_4444
ko:K01977	eih:ECOK1_4484
ko:K01977	eih:ECOK1_4205
ko:K01977	eih:ECOK1_4320
ko:K10831	eih:ECOK1_0348
ko:K01160	eih:ECOK1_2125
ko:K03079	eih:ECOK1_4711
ko:K08154	eih:ECOK1_4126
ko:K13479	eih:ECOK1_3253
ko:K15540	eih:ECOK1_0142
ko:K07250	eih:ECOK1_3028
ko:K02769	eih:ECOK1_4103
ko:K11748	eih:ECOK1_3771
ko:K11747	eih:ECOK1_3770
ko:K11645	eih:ECOK1_2326
ko:K14219	eih:ECOK1_1431
ko:K13244	eih:ECOK1_0309
ko:K09020	eih:ECOK1_1063
ko:K02533	eih:ECOK1_4972
ko:K03077	eih:ECOK1_4712
ko:K07812	eih:ECOK1_1991
ko:K04784	eih:ECOK1_2149
ko:K16370	eih:ECOK1_1844
ko:K16322	eih:ECOK1_3925
ko:K07713	eih:ECOK1_4481
ko:K02099	eih:ECOK1_0063
ko:K01630	eih:ECOK1_3549
ko:K16371	eih:ECOK1_2324
ko:K08970	eih:ECOK1_2336
ko:K04753	eih:ECOK1_3440
ko:K16329	eih:ECOK1_2397
ko:K13381	eih:ECOK1_3757
ko:K05799	eih:ECOK1_0115
ko:K04015	eih:ECOK1_4578
ko:K16326	eih:ECOK1_2395
ko:K16328	eih:ECOK1_2398
ko:K04014	eih:ECOK1_4577
ko:K01160	eih:ECOK1_1426
ko:K03566	eih:ECOK1_3184
ko:K02062	eih:ECOK1_0067
ko:K10823	eih:ECOK1_1402
ko:K02464	eih:ECOK1_3753
ko:K04027	eih:ECOK1_2763
ko:K07714	eih:ECOK1_2455
ko:K00087	eih:ECOK1_3252
ko:K00879	eih:ECOK1_3179
ko:K16263	eih:ECOK1_4653
ko:K16291	eih:ECOK1_2189
ko:K03445	eih:ECOK1_4115
ko:K16264	eih:ECOK1_0751
ko:K16328	eih:ECOK1_2392
ko:K11391	eih:ECOK1_3514
ko:K10544	eih:ECOK1_4015
ko:K01487	eih:ECOK1_3269
ko:K00537	eih:ECOK1_2791
ko:K07448	eih:ECOK1_4857
ko:K11014	eih:ECOK1_2088
ko:K11015	eih:ECOK1_2087
ko:K03772	eih:ECOK1_3766
ko:K03574	eih:ECOK1_0100
ko:K02058	eih:ECOK1_4743
ko:K09810	eih:ECOK1_1225
ko:K02768	eih:ECOK1_4825
ko:K08483	eih:ECOK1_4825
ko:K11183	eih:ECOK1_4825
ko:K07459	eih:ECOK1_0879
ko:K07214	eih:ECOK1_0596
ko:K01708	eih:ECOK1_3552
ko:K00932	eih:ECOK1_3542
ko:K14219	eih:ECOK1_2829
ko:K16703	eih:ECOK1_2272
ko:K16704	eih:ECOK1_4236
ko:K11894	eih:ECOK1_0230
ko:K03776	eih:ECOK1_3504
ko:K08234	eih:ECOK1_0188
ko:K00090	eih:ECOK1_3999
ko:K16692	eih:ECOK1_2288
ko:K16711	eih:ECOK1_2271
ko:K07662	eih:ECOK1_4381
ko:K16710	eih:ECOK1_2273
ko:K00065	eih:ECOK1_3246
ko:K02768	eih:ECOK1_4104
ko:K00042	eih:ECOK1_0492
ko:K03605	eih:ECOK1_1036
ko:K14742	eih:ECOK1_1924
ko:K02778	eih:ECOK1_1208
ko:K02779	eih:ECOK1_1208
ko:K16695	eih:ECOK1_2274
ko:K01190	eih:ECOK1_0336
ko:K02484	eih:ECOK1_2081
ko:K05812	eih:ECOK1_2927
ko:K19234	eih:ECOK1_1798
ko:K19230	eih:ECOK1_1511
ko:K14219	eih:ECOK1_1115
ko:K10111	eih:ECOK1_4521
ko:K07273	eih:ECOK1_2332
ko:K00042	eih:ECOK1_3548
ko:K00632	eih:ECOK1_2623
ko:K01002	eih:ECOK1_4868
ko:K01096	eih:ECOK1_1493
ko:K00821	eih:ECOK1_3779
ko:K01664	eih:ECOK1_3780
ko:K04772	eih:ECOK1_3647
ko:K02081	eih:ECOK1_3553
ko:K05499	eih:ECOK1_4402
ko:K09017	eih:ECOK1_1065
ko:K03719	eih:ECOK1_0914
ko:K03973	eih:ECOK1_1521
ko:K05540	eih:ECOK1_3681
ko:K14761	eih:ECOK1_0511
ko:K04771	eih:ECOK1_0164
ko:K11013	eih:ECOK1_2089
ko:K02849	eih:ECOK1_4073
ko:K15460	eih:ECOK1_2918
ko:K00557	eih:ECOK1_4441
ko:K08279	eih:ECOK1_0034
ko:K04028	eih:ECOK1_2762
ko:K07091	eih:ECOK1_3399
ko:K12983	eih:ECOK1_4066
ko:K19235	eih:ECOK1_0822
ko:K16787	eih:ECOK1_3316
ko:K16786	eih:ECOK1_3314
ko:K16785	eih:ECOK1_3313
ko:K01420	eih:ECOK1_1549
ko:K07358	eih:ECOK1_4811
ko:K01467	eih:ECOK1_4664
ko:K16923	eih:ECOK1_3312
ko:K09477	eih:ECOK1_0623
ko:K08302	eih:ECOK1_3674
ko:K03559	eih:ECOK1_3422
ko:K00040	eih:ECOK1_4822
ko:K08302	eih:ECOK1_3561
ko:K00265	eih:ECOK1_3633
ko:K03779	eih:ECOK1_3492
ko:K00951	eih:ECOK1_3158
ko:K03604	eih:ECOK1_1779
ko:K00042	eih:ECOK1_4833
ko:K01485	eih:ECOK1_0333
ko:K00108	eih:ECOK1_0305
ko:K16868	eih:ECOK1_1593
ko:K02226	eih:ECOK1_0648
ko:K06970	eih:ECOK1_0811
ko:K04783	eih:ECOK1_2153
ko:K18141	eih:ECOK1_3686
ko:K03417	eih:ECOK1_0328
ko:K06075	eih:ECOK1_1760
ko:K07245	eih:ECOK1_1958
ko:K08302	eih:ECOK1_2325
ko:K17466	eih:ECOK1_3886
ko:K17467	eih:ECOK1_3887
ko:K17195	eih:ECOK1_4598
ko:K00371	eih:ECOK1_1627
ko:K00374	eih:ECOK1_1625
ko:K00373	eih:ECOK1_1626
ko:K02503	eih:ECOK1_1211
ko:K19353	eih:ECOK1_4427
ko:K03526	eih:ECOK1_2863
ko:K17247	eih:ECOK1_2085
ko:K00884	eih:ECOK1_1227
ko:K03292	eih:ECOK1_4107
ko:K11209	eih:ECOK1_2535
ko:K00370	eih:ECOK1_1628
ko:K03585	eih:ECOK1_0445
ko:K04091	eih:ECOK1_1002
ko:K10038	eih:ECOK1_0812
ko:K01582	eih:ECOK1_4643
ko:K01897	eih:ECOK1_1922
ko:K00633	eih:ECOK1_0334
ko:K10439	eih:ECOK1_4200
ko:K04017	eih:ECOK1_4580
ko:K08313	eih:ECOK1_0827
ko:K08316	eih:ECOK1_3894
ko:K17713	eih:ECOK1_2860
ko:K15555	eih:ECOK1_1000
ko:K19416	eih:ECOK1_1031
ko:K17464	eih:ECOK1_3884
ko:K01990	eih:ECOK1_0129
ko:K10112	eih:ECOK1_1533
ko:K01992	eih:ECOK1_0130
ko:K11070	eih:ECOK1_1232
ko:K00813	eih:ECOK1_0995
ko:K05601	eih:ECOK1_0875
ko:K17686	eih:ECOK1_0468
ko:K19789	eih:ECOK1_2419
ko:K02770	eih:ECOK1_4102
ko:K02058	eih:ECOK1_0319
ko:K06518	eih:ECOK1_2371
ko:K02477	eih:ECOK1_2355
ko:K01497	eih:ECOK1_1492
ko:K06518	eih:ECOK1_4570
ko:K17722	eih:ECOK1_2376
