ko:K07497	seo:STM14_3336
ko:K14227	seo:STM14_0294
ko:K14227	seo:STM14_4968
ko:K14227	seo:STM14_4795
ko:K14229	seo:STM14_0874
ko:K14229	seo:STM14_0878
ko:K14229	seo:STM14_0876
ko:K14229	seo:STM14_2973
ko:K14229	seo:STM14_0877
ko:K14234	seo:STM14_4978
ko:K03767	seo:STM14_4179
ko:K07666	seo:STM14_3849
ko:K14225	seo:STM14_4980
ko:K14237	seo:STM14_1721
ko:K14222	seo:STM14_2361
ko:K14225	seo:STM14_5233
ko:K14225	seo:STM14_5235
ko:K14225	seo:STM14_5234
ko:K14225	seo:STM14_2362
ko:K14233	seo:STM14_1071
ko:K14233	seo:STM14_1297
ko:K14230	seo:STM14_0786
ko:K14230	seo:STM14_0790
ko:K14223	seo:STM14_0784
ko:K14223	seo:STM14_0785
ko:K14234	seo:STM14_0380
ko:K01985	seo:STM14_3254
ko:K01985	seo:STM14_5024
ko:K01985	seo:STM14_0298
ko:K01985	seo:STM14_4098
ko:K01985	seo:STM14_4972
ko:K01985	seo:STM14_4096
ko:K01985	seo:STM14_4690
ko:K01985	seo:STM14_4799
ko:K14218	seo:STM14_0295
ko:K14218	seo:STM14_4796
ko:K14218	seo:STM14_4969
ko:K12516	seo:STM14_4188
ko:K02495	seo:STM14_4815
ko:K19221	seo:STM14_2081
ko:K00484	seo:STM14_1246
ko:K07645	seo:STM14_3850
ko:K04065	seo:STM14_5480
ko:K10108	seo:STM14_5085
ko:K10109	seo:STM14_5082
ko:K10110	seo:STM14_5081
ko:K16053	seo:STM14_0664
ko:K10906	seo:STM14_1144
ko:K14223	seo:STM14_0787
ko:K14223	seo:STM14_0788
ko:K07347	seo:STM14_2653
ko:K14219	seo:STM14_0646
ko:K14228	seo:STM14_4731
ko:K14228	seo:STM14_5472
ko:K14228	seo:STM14_5470
ko:K14228	seo:STM14_5471
ko:K14232	seo:STM14_4732
ko:K16076	seo:STM14_1898
ko:K10013	seo:STM14_2901
ko:K16066	seo:STM14_1825
ko:K16074	seo:STM14_2002
ko:K14235	seo:STM14_4692
ko:K01801	seo:STM14_2683
ko:K00956	seo:STM14_3538
ko:K11929	seo:STM14_0376
ko:K01250	seo:STM14_0769
ko:K00568	seo:STM14_2810
ko:K00254	seo:STM14_1200
ko:K07346	seo:STM14_0637
ko:K07771	seo:STM14_5164
ko:K07675	seo:STM14_4570
ko:K02485	seo:STM14_2119
ko:K01671	seo:STM14_4835
ko:K13740	seo:STM14_3477
ko:K13085	seo:STM14_1237
ko:K01659	seo:STM14_0432
ko:K01270	seo:STM14_0372
ko:K01185	seo:STM14_1451
ko:K08344	seo:STM14_1267
ko:K15583	seo:STM14_2107
ko:K00073	seo:STM14_0618
ko:K12944	seo:STM14_2832
ko:K08225	seo:STM14_0691
ko:K03972	seo:STM14_2036
ko:K02035	seo:STM14_1515
ko:K02031	seo:STM14_1518
ko:K13654	seo:STM14_1921
ko:K08194	seo:STM14_4619
ko:K08477	seo:STM14_2946
ko:K03535	seo:STM14_3570
ko:K01069	seo:STM14_0306
ko:K01048	seo:STM14_4764
ko:K06858	seo:STM14_0246
ko:K08351	seo:STM14_4392
ko:K01545	seo:STM14_0826
ko:K01840	seo:STM14_2577
ko:K01840	seo:STM14_2598
ko:K08348	seo:STM14_1894
ko:K01739	seo:STM14_4928
ko:K01139	seo:STM14_4507
ko:K12981	seo:STM14_4476
ko:K06221	seo:STM14_3832
ko:K07684	seo:STM14_2137
ko:K07782	seo:STM14_2368
ko:K13053	seo:STM14_1215
ko:K13284	seo:STM14_3481
ko:K13286	seo:STM14_3483
ko:K03668	seo:STM14_1992
ko:K05874	seo:STM14_5446
ko:K01977	seo:STM14_4794
ko:K01977	seo:STM14_5021
ko:K01977	seo:STM14_4686
ko:K01977	seo:STM14_4967
ko:K01977	seo:STM14_4100
ko:K01977	seo:STM14_3258
ko:K01977	seo:STM14_0293
ko:K01175	seo:STM14_0813
ko:K03079	seo:STM14_5269
ko:K08154	seo:STM14_4586
ko:K08279	seo:STM14_0082
ko:K07250	seo:STM14_3368
ko:K11748	seo:STM14_4162
ko:K11747	seo:STM14_4161
ko:K11645	seo:STM14_2642
ko:K02533	seo:STM14_5521
ko:K03077	seo:STM14_5270
ko:K16370	seo:STM14_1610
ko:K07713	seo:STM14_5015
ko:K02099	seo:STM14_0123
ko:K01630	seo:STM14_3931
ko:K16322	seo:STM14_4318
ko:K16291	seo:STM14_2503
ko:K16165	seo:STM14_2684
ko:K08970	seo:STM14_3652
ko:K01223	seo:STM14_4554
ko:K01834	seo:STM14_0896
ko:K04753	seo:STM14_3844
ko:K05799	seo:STM14_0182
ko:K08353	seo:STM14_2554
ko:K04014	seo:STM14_5145
ko:K04015	seo:STM14_5146
ko:K01980	seo:STM14_0297
ko:K01980	seo:STM14_3256
ko:K01980	seo:STM14_4099
ko:K01980	seo:STM14_4688
ko:K01980	seo:STM14_5023
ko:K01980	seo:STM14_4798
ko:K01980	seo:STM14_4971
ko:K12262	seo:STM14_1983
ko:K03566	seo:STM14_3596
ko:K02062	seo:STM14_0125
ko:K10823	seo:STM14_2106
ko:K04027	seo:STM14_3023
ko:K00879	seo:STM14_3591
ko:K16263	seo:STM14_5205
ko:K03445	seo:STM14_4555
ko:K16264	seo:STM14_0882
ko:K11391	seo:STM14_3899
ko:K12455	seo:STM14_2583
ko:K00537	seo:STM14_3059
ko:K07784	seo:STM14_4568
ko:K00852	seo:STM14_4574
ko:K13636	seo:STM14_4588
ko:K00389	seo:STM14_4594
ko:K02200	seo:STM14_4604
ko:K02506	seo:STM14_4145
ko:K07019	seo:STM14_4168
ko:K09898	seo:STM14_4169
ko:K10914	seo:STM14_4173
ko:K16693	seo:STM14_4724
ko:K07772	seo:STM14_4616
ko:K01974	seo:STM14_4237
ko:K02441	seo:STM14_4244
ko:K00700	seo:STM14_4258
ko:K00851	seo:STM14_4265
ko:K03825	seo:STM14_4271
ko:K07048	seo:STM14_4275
ko:K05816	seo:STM14_4280
ko:K05815	seo:STM14_4281
ko:K05814	seo:STM14_4282
ko:K02116	seo:STM14_4668
ko:K03718	seo:STM14_4673
ko:K10440	seo:STM14_4680
ko:K00852	seo:STM14_4682
ko:K03769	seo:STM14_4707
ko:K02851	seo:STM14_4716
ko:K03406	seo:STM14_4305
ko:K04085	seo:STM14_4306
ko:K06149	seo:STM14_4320
ko:K00383	seo:STM14_4327
ko:K01424	seo:STM14_4328
ko:K07792	seo:STM14_4329
ko:K01639	seo:STM14_4030
ko:K02852	seo:STM14_4727
ko:K01719	seo:STM14_4736
ko:K03772	seo:STM14_4157
ko:K00090	seo:STM14_4396
ko:K03498	seo:STM14_4792
ko:K00230	seo:STM14_4793
ko:K07459	seo:STM14_1056
ko:K07214	seo:STM14_0684
ko:K01708	seo:STM14_3935
ko:K16703	seo:STM14_2594
ko:K16704	seo:STM14_4722
ko:K01572	seo:STM14_4043
ko:K03830	seo:STM14_4404
ko:K00854	seo:STM14_4413
ko:K03796	seo:STM14_4418
ko:K01176	seo:STM14_4420
ko:K02798	seo:STM14_4443
ko:K02799	seo:STM14_4443
ko:K02800	seo:STM14_4443
ko:K00101	seo:STM14_4453
ko:K03747	seo:STM14_4107
ko:K03499	seo:STM14_4112
ko:K03535	seo:STM14_4458
ko:K00639	seo:STM14_4470
ko:K02843	seo:STM14_4472
ko:K03279	seo:STM14_4478
ko:K10563	seo:STM14_4488
ko:K11189	seo:STM14_4558
ko:K02775	seo:STM14_4561
ko:K03649	seo:STM14_3889
ko:K09251	seo:STM14_3896
ko:K00219	seo:STM14_3898
ko:K00974	seo:STM14_3880
ko:K03776	seo:STM14_3894
ko:K08234	seo:STM14_0277
ko:K16692	seo:STM14_2611
ko:K16711	seo:STM14_2593
ko:K07662	seo:STM14_4882
ko:K01978	seo:STM14_3928
ko:K00065	seo:STM14_3643
ko:K16710	seo:STM14_2595
ko:K03605	seo:STM14_2164
ko:K14742	seo:STM14_2202
ko:K02778	seo:STM14_1377
ko:K02779	seo:STM14_1377
ko:K16695	seo:STM14_2596
ko:K00042	seo:STM14_0609
ko:K02484	seo:STM14_1241
ko:K05812	seo:STM14_3247
ko:K07393	seo:STM14_3915
ko:K14237	seo:STM14_1720
ko:K02858	seo:STM14_3869
ko:K09806	seo:STM14_3870
ko:K00483	seo:STM14_1247
ko:K01409	seo:STM14_3885
ko:K19230	seo:STM14_2046
ko:K16651	seo:STM14_2547
ko:K10111	seo:STM14_5086
ko:K18828	seo:STM14_3663
ko:K18828	seo:STM14_5624
ko:K00042	seo:STM14_3930
ko:K01002	seo:STM14_5456
ko:K01096	seo:STM14_2068
ko:K00821	seo:STM14_4175
ko:K01664	seo:STM14_4176
ko:K04772	seo:STM14_4040
ko:K05499	seo:STM14_4922
ko:K09017	seo:STM14_1276
ko:K03973	seo:STM14_2038
ko:K05540	seo:STM14_4082
ko:K14761	seo:STM14_0631
ko:K18816	seo:STM14_1958
ko:K04771	seo:STM14_0249
ko:K02067	seo:STM14_3999
ko:K07012	seo:STM14_3548
ko:K02849	seo:STM14_4484
ko:K00094	seo:STM14_3943
ko:K15460	seo:STM14_3238
ko:K00557	seo:STM14_4964
ko:K03177	seo:STM14_3967
ko:K02427	seo:STM14_3982
ko:K02436	seo:STM14_3944
ko:K12961	seo:STM14_3948
ko:K01160	seo:STM14_2466
ko:K04028	seo:STM14_3022
ko:K16950	seo:STM14_3126
ko:K02030	seo:STM14_1977
ko:K16951	seo:STM14_3127
ko:K08088	seo:STM14_0642
ko:K13041	seo:STM14_1681
ko:K02006	seo:STM14_2508
ko:K16850	seo:STM14_0758
ko:K16787	seo:STM14_3716
ko:K16786	seo:STM14_3715
ko:K16785	seo:STM14_3714
ko:K09810	seo:STM14_1393
ko:K03604	seo:STM14_1727
ko:K13739	seo:STM14_3550
ko:K16923	seo:STM14_3713
ko:K01420	seo:STM14_2007
ko:K09477	seo:STM14_0719
ko:K03779	seo:STM14_4047
ko:K03559	seo:STM14_3824
ko:K00040	seo:STM14_3796
ko:K00151	seo:STM14_1251
ko:K00265	seo:STM14_4020
ko:K00951	seo:STM14_3564
ko:K07794	seo:STM14_3362
ko:K16849	seo:STM14_0757
ko:K15368	seo:STM14_1695
ko:K01485	seo:STM14_4025
ko:K16370	seo:STM14_3940
ko:K16868	seo:STM14_1946
ko:K15353	seo:STM14_2769
ko:K15367	seo:STM14_1693
ko:K07805	seo:STM14_1497
ko:K15352	seo:STM14_3350
ko:K15347	seo:STM14_1400
ko:K15351	seo:STM14_1701
ko:K02008	seo:STM14_2509
ko:K03278	seo:STM14_4479
ko:K08087	seo:STM14_0644
ko:K13005	seo:STM14_2581
ko:K03280	seo:STM14_4475
ko:K15350	seo:STM14_1700
ko:K15344	seo:STM14_1694
ko:K06970	seo:STM14_959
ko:K09471	seo:STM14_3781
ko:K15346	seo:STM14_1697
ko:K15345	seo:STM14_1696
ko:K11382	seo:STM14_2950
ko:K19092	seo:STM14_3562
ko:K18292	seo:STM14_3769
ko:K07274	seo:STM14_1560
ko:K06075	seo:STM14_1742
ko:K07245	seo:STM14_2279
ko:K08302	seo:STM14_3939
ko:K17467	seo:STM14_4545
ko:K00371	seo:STM14_1906
ko:K00374	seo:STM14_1908
ko:K00373	seo:STM14_1907
ko:K02028	seo:STM14_1979
ko:K02503	seo:STM14_1379
ko:K17247	seo:STM14_4073
ko:K03292	seo:STM14_4830
ko:K19697	seo:STM14_2546
ko:K03292	seo:STM14_4516
ko:K03293	seo:STM14_4728
ko:K12062	seo:STM14_5608
ko:K12064	seo:STM14_5604
ko:K13450	seo:STM14_5561
ko:K15354	seo:STM14_1193
ko:K13923	seo:STM14_2536
ko:K15366	seo:STM14_5562
ko:K00370	seo:STM14_1905
ko:K07307	seo:STM14_3102
ko:K10038	seo:STM14_962
ko:K09953	seo:STM14_1612
ko:K01582	seo:STM14_3138
ko:K12678	seo:STM14_4527
ko:K01897	seo:STM14_2199
ko:K18139	seo:STM14_0408
ko:K10439	seo:STM14_4681
ko:K06218	seo:STM14_5341
ko:K15349	seo:STM14_1974
ko:K00040	seo:STM14_1822
ko:K17713	seo:STM14_3091
ko:K08316	seo:STM14_4300
ko:K01582	seo:STM14_0276
ko:K17468	seo:STM14_4544
ko:K17463	seo:STM14_4543
ko:K17465	seo:STM14_4547
ko:K17464	seo:STM14_4548
ko:K17466	seo:STM14_4546
ko:K01990	seo:STM14_0204
ko:K17473	seo:STM14_4550
ko:K01992	seo:STM14_0205
ko:K11070	seo:STM14_1398
ko:K00813	seo:STM14_1128
ko:K05601	seo:STM14_1052
ko:K17686	seo:STM14_0586
ko:K19789	seo:STM14_2748
ko:K03292	seo:STM14_4831
ko:K17837	seo:STM14_4500
ko:K00971	seo:STM14_2578
ko:K01497	seo:STM14_2069
ko:K17722	seo:STM14_2693
ko:K17723	seo:STM14_2694
ko:K13638	seo:STM14_4115
ko:K02477	seo:STM14_2662
ko:K00661	seo:STM14_0556
ko:K01187	seo:STM14_0475
ko:K06518	seo:STM14_5137
ko:K00146	seo:STM14_3782
ko:K00632	seo:STM14_4788
ko:K01130	seo:STM14_3771
ko:K14059	seo:STM14_1140
ko:K08485	seo:STM14_4012
ko:K01791	seo:STM14_4718
ko:K06518	seo:STM14_2688
ko:K02483	seo:STM14_1242
ko:K17758	seo:STM14_5237
ko:K17759	seo:STM14_5237
ko:K02809	seo:STM14_3150
ko:K02810	seo:STM14_3150
ko:K11928	seo:STM14_1281
ko:K00344	seo:STM14_5103
ko:K13695	seo:STM14_1630
ko:K18140	seo:STM14_4087
ko:K03585	seo:STM14_0560
ko:K18015	seo:STM14_2824
ko:K12979	seo:STM14_5156
ko:K07494	seo:STM14_5565
ko:K03292	seo:STM14_4889
ko:K17938	seo:STM14_0443
ko:K00996	seo:STM14_2576
ko:K18325	seo:STM14_0678
ko:K07483	seo:STM14_3335
ko:K18895	seo:STM14_3345
ko:K03605	seo:STM14_1854
ko:K01066	seo:STM14_0577
ko:K00249	seo:STM14_1005
ko:K04103	seo:STM14_2958
ko:K18141	seo:STM14_4090
ko:K00001	seo:STM14_4863
ko:K18142	seo:STM14_4091
ko:K17948	seo:STM14_1293
ko:K02794	seo:STM14_0672
ko:K02783	seo:STM14_3315
ko:K05396	seo:STM14_2371
ko:K01007	seo:STM14_1639
ko:K21469	seo:STM14_3039
ko:K03605	seo:STM14_3810
ko:K00523	seo:STM14_2587
ko:K18290	seo:STM14_3768
ko:K08156	seo:STM14_0466
ko:K21905	seo:STM14_5533
ko:K07307	seo:STM14_1808
ko:K00031	seo:STM14_1485
ko:K01521	seo:STM14_4894
ko:K22486	seo:STM14_3475
ko:K19597	seo:STM14_0412
ko:K07005	seo:STM14_0816
ko:K07804	seo:STM14_5534
ko:K03811	seo:STM14_4709
ko:K01571	seo:STM14_4044
ko:K03761	seo:STM14_3252
ko:K19164	seo:STM14_5550
ko:K18288	seo:STM14_3767
ko:K05875	seo:STM14_3893
ko:K18324	seo:STM14_3044
ko:K18326	seo:STM14_2627
ko:K21637	seo:STM14_3784
ko:K04333	seo:STM14_1306
ko:K00984	seo:STM14_1525
ko:K01023	seo:STM14_3866
ko:K11904	seo:STM14_0338
ko:K18479	seo:STM14_4834
ko:K18478	seo:STM14_4838
ko:K18446	seo:STM14_3878
ko:K18475	seo:STM14_2377
ko:K00681	seo:STM14_4276
ko:K18518	seo:STM14_1656
ko:K18513	seo:STM14_2799
ko:K18502	seo:STM14_2406
ko:K18515	seo:STM14_3575
ko:K18527	seo:STM14_4810
ko:K00335	seo:STM14_2865
ko:K18691	seo:STM14_3147
ko:K03791	seo:STM14_2273
ko:K18697	seo:STM14_3149
ko:K18765	seo:STM14_4070
ko:K08138	seo:STM14_5308
ko:K18850	seo:STM14_1407
ko:K18889	seo:STM14_0544
ko:K08598	seo:STM14_3462
ko:K21645	seo:STM14_5418
ko:K11741	seo:STM14_5218
ko:K09691	seo:STM14_0842
ko:K20861	seo:STM14_1017
ko:K18829	seo:STM14_5625
ko:K20866	seo:STM14_4840
ko:K20881	seo:STM14_4209
ko:K08968	seo:STM14_2234
ko:K20862	seo:STM14_4751
ko:K07319	seo:STM14_4084
ko:K18800	seo:STM14_3692
ko:K18778	seo:STM14_0167
ko:K18829	seo:STM14_3664
ko:K18831	seo:STM14_4844
ko:K18657	seo:STM14_1202
ko:K18890	seo:STM14_0545
ko:K07448	seo:STM14_5439
ko:K06218	seo:STM14_1870
ko:K03553	seo:STM14_3417
ko:K03674	seo:STM14_1023
ko:K04565	seo:STM14_1184
ko:K03169	seo:STM14_1576
ko:K04565	seo:STM14_1738
ko:K18918	seo:STM14_5340
ko:K03646	seo:STM14_0869
ko:K05839	seo:STM14_0557
ko:K07790	seo:STM14_2256
ko:K03502	seo:STM14_2422
ko:K03503	seo:STM14_2423
ko:K10748	seo:STM14_1773
ko:K03746	seo:STM14_2116
ko:K08722	seo:STM14_2875
ko:K07480	seo:STM14_3081
ko:K11685	seo:STM14_3377
ko:K03496	seo:STM14_3218
ko:K07724	seo:STM14_3314
ko:K07724	seo:STM14_3993
ko:K05785	seo:STM14_4783
ko:K07473	seo:STM14_4236
ko:K03497	seo:STM14_5576
ko:K03502	seo:STM14_5577
ko:K03503	seo:STM14_5578
ko:K02345	seo:STM14_5586
ko:K03497	seo:STM14_5589
ko:K12068	seo:STM14_5598
ko:K12067	seo:STM14_5599
ko:K12066	seo:STM14_5600
ko:K12065	seo:STM14_5601
ko:K12063	seo:STM14_5607
ko:K12061	seo:STM14_5609
ko:K12060	seo:STM14_5610
ko:K12059	seo:STM14_5612
ko:K12058	seo:STM14_5613
ko:K12057	seo:STM14_5615
ko:K12072	seo:STM14_5618
ko:K12056	seo:STM14_5619
ko:K03976	seo:STM14_0583
ko:K01699	seo:STM14_2529
ko:K19055	seo:STM14_1552
ko:K03526	seo:STM14_3094
ko:K18979	seo:STM14_5236
ko:K18988	seo:STM14_0440
ko:K18997	seo:STM14_1263
ko:K19048	seo:STM14_0346
ko:K19048	seo:STM14_5434
ko:K19046	seo:STM14_3546
ko:K19000	seo:STM14_0279
ko:K07497	seo:STM14_3332
ko:K19227	seo:STM14_2043
ko:K19229	seo:STM14_2045
ko:K07746	seo:STM14_3563
ko:K19157	seo:STM14_4235
ko:K19222	seo:STM14_1660
ko:K19165	seo:STM14_4285
ko:K19166	seo:STM14_4845
ko:K19226	seo:STM14_2042
ko:K19123	seo:STM14_3547
ko:K19236	seo:STM14_1389
ko:K07801	seo:STM14_3167
ko:K07448	seo:STM14_5387
ko:K19163	seo:STM14_5551
ko:K02777	seo:STM14_2991
ko:K19238	seo:STM14_2842
ko:K01710	seo:STM14_2591
ko:K19124	seo:STM14_3545
ko:K01710	seo:STM14_4720
ko:K19125	seo:STM14_3544
ko:K19228	seo:STM14_2044
ko:K19126	seo:STM14_3543
ko:K19234	seo:STM14_1669
ko:K19235	seo:STM14_977
ko:K19162	seo:STM14_0558
ko:K07451	seo:STM14_2454
ko:K19168	seo:STM14_3678
ko:K09951	seo:STM14_3541
ko:K00336	seo:STM14_2864
ko:K19270	seo:STM14_2877
ko:K19265	seo:STM14_2960
ko:K01992	seo:STM14_4313
ko:K01992	seo:STM14_945
ko:K01992	seo:STM14_947
ko:K01066	seo:STM14_4846
ko:K03722	seo:STM14_2203
ko:K19416	seo:STM14_1230
ko:K07801	seo:STM14_2265
ko:K07497	seo:STM14_0350
ko:K07497	seo:STM14_3074
ko:K07497	seo:STM14_3331
ko:K19335	seo:STM14_2021
ko:K19353	seo:STM14_4952
ko:K19267	seo:STM14_5285
ko:K19337	seo:STM14_2295
ko:K19304	seo:STM14_2299
ko:K19505	seo:STM14_5448
ko:K15343	seo:STM14_1483
ko:K19334	seo:STM14_5363
ko:K19302	seo:STM14_1015
ko:K19270	seo:STM14_1606
ko:K07496	seo:STM14_1465
ko:K19354	seo:STM14_4467
ko:K07496	seo:STM14_3182
ko:K19336	seo:STM14_2022
ko:K19333	seo:STM14_2228
ko:K01785	seo:STM14_4833
ko:K06884	seo:STM14_2091
ko:K06884	seo:STM14_1829
ko:K06884	seo:STM14_1275
ko:K03722	seo:STM14_953
ko:K19303	seo:STM14_1730
ko:K19510	seo:STM14_5454
ko:K19556	seo:STM14_5563
ko:K19507	seo:STM14_5450
ko:K19509	seo:STM14_0670
ko:K19611	seo:STM14_0682
ko:K11209	seo:STM14_2895
ko:K19506	seo:STM14_5449
ko:K19508	seo:STM14_5451
ko:K19509	seo:STM14_5452
ko:K02257	seo:STM14_0519
ko:K19557	seo:STM14_5560
ko:K19592	seo:STM14_0413
ko:K19594	seo:STM14_0409
ko:K02796	seo:STM14_2214
ko:K19709	seo:STM14_1648
ko:K19688	seo:STM14_998
ko:K19745	seo:STM14_4071
ko:K19778	seo:STM14_1885
ko:K19776	seo:STM14_4623
ko:K00799	seo:STM14_1012
ko:K06131	seo:STM14_942
ko:K00799	seo:STM14_2894
ko:K06132	seo:STM14_1314
ko:K15777	seo:STM14_3863
ko:K07147	seo:STM14_4072
ko:K07119	seo:STM14_1924
ko:K19784	seo:STM14_4645
ko:K19802	seo:STM14_2029
ko:K19803	seo:STM14_2735
ko:K21636	seo:STM14_5343
ko:K19804	seo:STM14_2066
ko:K19810	seo:STM14_5213
ko:K07453	seo:STM14_0191
ko:K07497	seo:STM14_0381
ko:K07497	seo:STM14_1068
ko:K07126	seo:STM14_0518
ko:K07126	seo:STM14_0517
ko:K01185	seo:STM14_1168
ko:K07011	seo:STM14_0839
ko:K21638	seo:STM14_1261
ko:K20023	seo:STM14_4457
ko:K07686	seo:STM14_4571
ko:K20265	seo:STM14_2906
ko:K19591	seo:STM14_0587
ko:K01612	seo:STM14_3524
ko:K01236	seo:STM14_1883
ko:K20542	seo:STM14_4356
ko:K20534	seo:STM14_5055
ko:K20543	seo:STM14_4355
ko:K20534	seo:STM14_0651
ko:K20541	seo:STM14_4357
ko:K21394	seo:STM14_4428
ko:K22132	seo:STM14_3602
ko:K20609	seo:STM14_1951
ko:K01214	seo:STM14_1881
ko:K02438	seo:STM14_4257
ko:K21029	seo:STM14_987
ko:K21023	seo:STM14_4086
ko:K21084	seo:STM14_2620
ko:K21021	seo:STM14_3275
ko:K03077	seo:STM14_0120
ko:K21085	seo:STM14_2408
ko:K21086	seo:STM14_4346
ko:K21087	seo:STM14_2174
ko:K21089	seo:STM14_2664
ko:K00525	seo:STM14_2812
ko:K21090	seo:STM14_2209
ko:K00525	seo:STM14_3389
ko:K06903	seo:STM14_5052
ko:K06905	seo:STM14_5059
ko:K06908	seo:STM14_5065
ko:K06907	seo:STM14_5066
ko:K02314	seo:STM14_5104
ko:K00526	seo:STM14_3390
ko:K07455	seo:STM14_1422
ko:K10906	seo:STM14_1423
ko:K10906	seo:STM14_1424
ko:K14744	seo:STM14_1169
ko:K14744	seo:STM14_1453
ko:K07313	seo:STM14_2241
ko:K00558	seo:STM14_2414
ko:K14059	seo:STM14_1999
ko:K00857	seo:STM14_2114
ko:K06197	seo:STM14_2140
ko:K14744	seo:STM14_3194
ko:K06919	seo:STM14_3308
ko:K06191	seo:STM14_3387
ko:K06866	seo:STM14_3243
ko:K00560	seo:STM14_3617
ko:K06904	seo:STM14_2449
ko:K03791	seo:STM14_2459
ko:K06952	seo:STM14_2477
ko:K06904	seo:STM14_2762
ko:K02335	seo:STM14_4809
ko:K03546	seo:STM14_0467
ko:K06217	seo:STM14_0779
ko:K04068	seo:STM14_5342
ko:K02315	seo:STM14_5458
ko:K02316	seo:STM14_3887
ko:K06223	seo:STM14_4196
ko:K11089	seo:STM14_4239
ko:K03676	seo:STM14_4462
ko:K01520	seo:STM14_4493
ko:K03292	seo:STM14_0178
ko:K05934	seo:STM14_2515
ko:K21393	seo:STM14_4429
ko:K21395	seo:STM14_4430
ko:K21449	seo:STM14_4450
ko:K21470	seo:STM14_1125
ko:K21602	seo:STM14_4423
ko:K21645	seo:STM14_0888
ko:K21739	seo:STM14_0658
ko:K21740	seo:STM14_0660
ko:K21741	seo:STM14_0661
ko:K21746	seo:STM14_0657
ko:K21698	seo:STM14_4061
ko:K21695	seo:STM14_4060
ko:K21759	seo:STM14_3525
ko:K21948	seo:STM14_3519
ko:K21990	seo:STM14_2944
ko:K22041	seo:STM14_1387
ko:K22015	seo:STM14_5155
ko:K22024	seo:STM14_0195
ko:K22044	seo:STM14_960
ko:K22025	seo:STM14_3516
ko:K22051	seo:STM14_5228
ko:K08319	seo:STM14_3520
ko:K22131	seo:STM14_3517
ko:K01816	seo:STM14_0608
ko:K14274	seo:STM14_3269
ko:K03595	seo:STM14_3160
ko:K22130	seo:STM14_3518
ko:K22129	seo:STM14_0194
ko:K22105	seo:STM14_4962
ko:K22104	seo:STM14_4031
ko:K22110	seo:STM14_4874
ko:K22110	seo:STM14_1294
ko:K22110	seo:STM14_4829
ko:K22270	seo:STM14_2682
ko:K03079	seo:STM14_4433
ko:K08994	seo:STM14_1845
ko:K03078	seo:STM14_4432
ko:K03077	seo:STM14_4434
ko:K15634	seo:STM14_5506
ko:K22397	seo:STM14_4252
ko:K22293	seo:STM14_1824
ko:K13566	seo:STM14_0364
ko:K11206	seo:STM14_0734
ko:K22488	seo:STM14_3473
ko:K22489	seo:STM14_3522
ko:K07319	seo:STM14_5581
ko:K22501	seo:STM14_2169
ko:K00424	seo:STM14_0863
ko:K22487	seo:STM14_3471
ko:K22505	seo:STM14_3470
ko:K22512	seo:STM14_3494
ko:K22506	seo:STM14_3493
ko:K22504	seo:STM14_3497
ko:K22508	seo:STM14_3488
ko:K22509	seo:STM14_3487
ko:K22510	seo:STM14_3486
ko:K22511	seo:STM14_3496
ko:K22513	seo:STM14_3492
ko:K22514	seo:STM14_3491
