ko:K21344	rsm:CMR15_20031
ko:K00647	rsm:CMR15_mp10337
ko:K02858	rsm:CMR15_mp20294
ko:K03776	rsm:CMR15_mp20327
ko:K09983	rsm:CMR15_mp30195
ko:K00845	rsm:CMR15_mp30204
ko:K02274	rsm:CMR15_mp30212
ko:K00852	rsm:CMR15_20128
ko:K10440	rsm:CMR15_20130
ko:K10439	rsm:CMR15_20132
ko:K04488	rsm:CMR15_20135
ko:K13628	rsm:CMR15_20136
ko:K03560	rsm:CMR15_30178
ko:K02674	rsm:CMR15_30187
ko:K02674	rsm:CMR15_30193
ko:K06910	rsm:CMR15_mp10025
ko:K03286	rsm:CMR15_mp10729
ko:K14162	rsm:CMR15_mp10766
ko:K05524	rsm:CMR15_mp10773
ko:K01533	rsm:CMR15_20480
ko:K00102	rsm:CMR15_10746
ko:K01659	rsm:CMR15_mp10090
ko:K10621	rsm:CMR15_mp10872
ko:K00042	rsm:CMR15_10183
ko:K00537	rsm:CMR15_10196
ko:K13543	rsm:CMR15_11021
ko:K19745	rsm:CMR15_10522
ko:K03566	rsm:CMR15_mp10249
ko:K07684	rsm:CMR15_mp20063
ko:K03566	rsm:CMR15_10655
ko:K07263	rsm:CMR15_30519
ko:K05540	rsm:CMR15_30398
ko:K06518	rsm:CMR15_10741
ko:K03767	rsm:CMR15_20371
ko:K03566	rsm:CMR15_30619
ko:K07263	rsm:CMR15_30518
ko:K01658	rsm:CMR15_10532
ko:K00128	rsm:CMR15_mp20125
ko:K00128	rsm:CMR15_30750
ko:K17838	rsm:CMR15_mp10032
ko:K02768	rsm:CMR15_10554
ko:K08483	rsm:CMR15_10554
ko:K11183	rsm:CMR15_10554
ko:K00128	rsm:CMR15_11027
ko:K00128	rsm:CMR15_mp30232
ko:K01183	rsm:CMR15_mp10251
ko:K00254	rsm:CMR15_11621
ko:K00821	rsm:CMR15_10943
ko:K02614	rsm:CMR15_10540
ko:K01069	rsm:CMR15_11469
ko:K17733	rsm:CMR15_mp10734
ko:K01187	rsm:CMR15_20200
ko:K18139	rsm:CMR15_mp10790
ko:K18139	rsm:CMR15_30904
ko:K03719	rsm:CMR15_10295
ko:K03719	rsm:CMR15_10616
ko:K01801	rsm:CMR15_30522
ko:K02031	rsm:CMR15_mp20119
ko:K02032	rsm:CMR15_mp20119
ko:K01505	rsm:CMR15_mp10599
ko:K00956	rsm:CMR15_10957
ko:K05973	rsm:CMR15_20124
ko:K01487	rsm:CMR15_11278
ko:K00104	rsm:CMR15_10744
ko:K15270	rsm:CMR15_11152
ko:K02809	rsm:CMR15_mp20388
ko:K02810	rsm:CMR15_mp20388
ko:K03719	rsm:CMR15_mp10621
ko:K01485	rsm:CMR15_11592
ko:K00632	rsm:CMR15_30431
ko:K17989	rsm:CMR15_mp20222
ko:K03772	rsm:CMR15_11563
ko:K03772	rsm:CMR15_30115
ko:K07506	rsm:CMR15_mp20260
ko:K17214	rsm:CMR15_20449
ko:K00108	rsm:CMR15_10122
ko:K05799	rsm:CMR15_11275
ko:K11745	rsm:CMR15_10302
ko:K00329	rsm:CMR15_30816
ko:K00356	rsm:CMR15_30816
ko:K22589	rsm:CMR15_mp30162
ko:K02058	rsm:CMR15_11202
ko:K21449	rsm:CMR15_20303
ko:K03520	rsm:CMR15_20677
ko:K03719	rsm:CMR15_20047
ko:K03719	rsm:CMR15_30782
ko:K00020	rsm:CMR15_mp10602
ko:K03719	rsm:CMR15_11218
ko:K00317	rsm:CMR15_mp10652
ko:K00001	rsm:CMR15_mp10243
ko:K18243	rsm:CMR15_20208
ko:K14581	rsm:CMR15_20210
ko:K18242	rsm:CMR15_20209
ko:K14578	rsm:CMR15_20207
ko:K07090	rsm:CMR15_mp20367
ko:K18235	rsm:CMR15_mp10118
ko:K18235	rsm:CMR15_10245
ko:K05874	rsm:CMR15_mp10483
ko:K05874	rsm:CMR15_mp30068
ko:K05874	rsm:CMR15_20440
ko:K03406	rsm:CMR15_mp20314
ko:K02078	rsm:CMR15_mp30304
ko:K06997	rsm:CMR15_mp10653
ko:K02160	rsm:CMR15_mp20018
ko:K09962	rsm:CMR15_mp30270
ko:K02029	rsm:CMR15_mp10187
ko:K07483	rsm:CMR15_mp30268
ko:K21345	rsm:CMR15_30637
ko:K19620	rsm:CMR15_10678
ko:K09005	rsm:CMR15_p0019
ko:K21949	rsm:CMR15_30213
ko:K18379	rsm:CMR15_mp10837
ko:K03406	rsm:CMR15_20669
ko:K18138	rsm:CMR15_30903
ko:K03406	rsm:CMR15_11430
ko:K18376	rsm:CMR15_mp30202
ko:K07165	rsm:CMR15_10493
ko:K18383	rsm:CMR15_mp10197
ko:K01617	rsm:CMR15_mp10876
ko:K02554	rsm:CMR15_mp10875
ko:K18373	rsm:CMR15_mp10845
ko:K00138	rsm:CMR15_10272
ko:K18374	rsm:CMR15_mp10846
ko:K08068	rsm:CMR15_mp10486
ko:K18381	rsm:CMR15_mp10842
ko:K08086	rsm:CMR15_mp10158
ko:K02420	rsm:CMR15_11510
ko:K02392	rsm:CMR15_11515
ko:K02417	rsm:CMR15_11532
ko:K09136	rsm:CMR15_11551
ko:K03338	rsm:CMR15_10834
ko:K03337	rsm:CMR15_10836
ko:K17321	rsm:CMR15_10348
ko:K14155	rsm:CMR15_11846
ko:K15125	rsm:CMR15_20001
ko:K09472	rsm:CMR15_11262
ko:K11904	rsm:CMR15_mp30083
ko:K03462	rsm:CMR15_mp10812
ko:K18480	rsm:CMR15_30630
ko:K11904	rsm:CMR15_mp20247
ko:K00505	rsm:CMR15_11457
ko:K00681	rsm:CMR15_10877
ko:K10537	rsm:CMR15_10658
ko:K10622	rsm:CMR15_mp10873
ko:K18650	rsm:CMR15_11765
ko:K18778	rsm:CMR15_10586
ko:K18850	rsm:CMR15_20353
ko:K18929	rsm:CMR15_11612
ko:K18928	rsm:CMR15_11611
ko:K18902	rsm:CMR15_mp20218
ko:K18138	rsm:CMR15_mp10791
ko:K07171	rsm:CMR15_10167
ko:K18900	rsm:CMR15_mp20215
ko:K18831	rsm:CMR15_30397
ko:K02847	rsm:CMR15_11174
ko:K03496	rsm:CMR15_p0001
ko:K03497	rsm:CMR15_p0002
ko:K03746	rsm:CMR15_mp20140
ko:K03746	rsm:CMR15_mp20203
ko:K03746	rsm:CMR15_mp10308
ko:K07389	rsm:CMR15_mp20180
ko:K15773	rsm:CMR15_mp20354
ko:K07278	rsm:CMR15_10992
ko:K18901	rsm:CMR15_mp20217
ko:K18903	rsm:CMR15_mp20219
ko:K03194	rsm:CMR15_p0029
ko:K03646	rsm:CMR15_30177
ko:K03111	rsm:CMR15_30484
ko:K03497	rsm:CMR15_10041
ko:K03496	rsm:CMR15_10139
ko:K03497	rsm:CMR15_10140
ko:K15269	rsm:CMR15_30759
ko:K03496	rsm:CMR15_10988
ko:K04565	rsm:CMR15_11008
ko:K15773	rsm:CMR15_20655
ko:K03169	rsm:CMR15_30836
ko:K03746	rsm:CMR15_30020
ko:K03496	rsm:CMR15_mp10004
ko:K03497	rsm:CMR15_mp10005
ko:K03746	rsm:CMR15_mp10030
ko:K03196	rsm:CMR15_p0030
ko:K03204	rsm:CMR15_p0032
ko:K03203	rsm:CMR15_p0033
ko:K03201	rsm:CMR15_p0034
ko:K02663	rsm:CMR15_10421
ko:K12240	rsm:CMR15_11817
ko:K03761	rsm:CMR15_mp10008
ko:K03761	rsm:CMR15_mp10057
ko:K19055	rsm:CMR15_10502
ko:K07050	rsm:CMR15_20095
ko:K03526	rsm:CMR15_20420
ko:K18979	rsm:CMR15_10820
ko:K16898	rsm:CMR15_20396
ko:K16899	rsm:CMR15_20395
ko:K18981	rsm:CMR15_mp10807
ko:K10954	rsm:CMR15_11048
ko:K18376	rsm:CMR15_mp10884
ko:K07483	rsm:CMR15_30580
ko:K00335	rsm:CMR15_11319
ko:K00336	rsm:CMR15_11320
ko:K02664	rsm:CMR15_10422
ko:K20074	rsm:CMR15_11226
ko:K06020	rsm:CMR15_10500
ko:K19155	rsm:CMR15_mp10797
ko:K19156	rsm:CMR15_mp10798
ko:K01167	rsm:CMR15_10650
ko:K08166	rsm:CMR15_11018
ko:K07326	rsm:CMR15_20005
ko:K00344	rsm:CMR15_11195
ko:K06992	rsm:CMR15_30460
ko:K19221	rsm:CMR15_mp10572
ko:K00344	rsm:CMR15_11311
ko:K12979	rsm:CMR15_11449
ko:K02032	rsm:CMR15_10549
ko:K07326	rsm:CMR15_mp10522
ko:K04772	rsm:CMR15_10464
ko:K00571	rsm:CMR15_11393
ko:K19166	rsm:CMR15_30396
ko:K01710	rsm:CMR15_30238
ko:K00499	rsm:CMR15_11153
ko:K02031	rsm:CMR15_10548
ko:K02031	rsm:CMR15_11440
ko:K03446	rsm:CMR15_mp10442
ko:K07448	rsm:CMR15_10047
ko:K07451	rsm:CMR15_11683
ko:K01066	rsm:CMR15_mp10204
ko:K19267	rsm:CMR15_mp10823
ko:K01066	rsm:CMR15_10153
ko:K10916	rsm:CMR15_10489
ko:K01066	rsm:CMR15_11781
ko:K01785	rsm:CMR15_20202
ko:K04771	rsm:CMR15_20176
ko:K01992	rsm:CMR15_30746
ko:K03722	rsm:CMR15_11628
ko:K07497	rsm:CMR15_mp30269
ko:K07497	rsm:CMR15_mp10389
ko:K07497	rsm:CMR15_10025
ko:K19338	rsm:CMR15_mp20023
ko:K19342	rsm:CMR15_mp30021
ko:K04771	rsm:CMR15_mp30199
ko:K19337	rsm:CMR15_mp30203
ko:K19339	rsm:CMR15_mp30017
ko:K19340	rsm:CMR15_mp30019
ko:K06867	rsm:CMR15_30690
ko:K06867	rsm:CMR15_11792
ko:K06867	rsm:CMR15_30117
ko:K19341	rsm:CMR15_mp30020
ko:K19302	rsm:CMR15_10256
ko:K02650	rsm:CMR15_30341
ko:K02650	rsm:CMR15_30343
ko:K16713	rsm:CMR15_mp20094
ko:K19622	rsm:CMR15_10676
ko:K16712	rsm:CMR15_mp20095
ko:K09386	rsm:CMR15_20673
ko:K00799	rsm:CMR15_30817
ko:K00525	rsm:CMR15_10610
ko:K00992	rsm:CMR15_30391
ko:K07165	rsm:CMR15_mp10829
ko:K19667	rsm:CMR15_mp20083
ko:K07666	rsm:CMR15_mp30201
ko:K07666	rsm:CMR15_mp10499
ko:K05875	rsm:CMR15_10264
ko:K19666	rsm:CMR15_10179
ko:K00799	rsm:CMR15_11801
ko:K19784	rsm:CMR15_mp30142
ko:K00799	rsm:CMR15_20091
ko:K06131	rsm:CMR15_30437
ko:K11904	rsm:CMR15_mp10707
ko:K02655	rsm:CMR15_30194
ko:K08084	rsm:CMR15_30195
ko:K04751	rsm:CMR15_mp10508
ko:K15777	rsm:CMR15_30897
ko:K08744	rsm:CMR15_20190
ko:K02480	rsm:CMR15_11067
ko:K07147	rsm:CMR15_10413
ko:K00505	rsm:CMR15_30607
ko:K15125	rsm:CMR15_mp20009
ko:K04487	rsm:CMR15_mp10143
ko:K07119	rsm:CMR15_11775
ko:K03710	rsm:CMR15_mp10309
ko:K03577	rsm:CMR15_mp10789
ko:K02029	rsm:CMR15_mp30223
ko:K16080	rsm:CMR15_20400
ko:K19804	rsm:CMR15_20029
ko:K08992	rsm:CMR15_20028
ko:K19813	rsm:CMR15_30127
ko:K17214	rsm:CMR15_10829
ko:K21636	rsm:CMR15_mp20046
ko:K14731	rsm:CMR15_30466
ko:K20034	rsm:CMR15_11758
ko:K09796	rsm:CMR15_30867
ko:K20035	rsm:CMR15_20042
ko:K20276	rsm:CMR15_mp20283
ko:K20277	rsm:CMR15_10178
ko:K13061	rsm:CMR15_10180
ko:K00507	rsm:CMR15_10927
ko:K00507	rsm:CMR15_mp10758
ko:K20455	rsm:CMR15_mp10089
ko:K09788	rsm:CMR15_mp10088
ko:K03200	rsm:CMR15_p0037
ko:K03198	rsm:CMR15_p0039
ko:K03197	rsm:CMR15_p0040
ko:K00788	rsm:CMR15_mp20067
ko:K20628	rsm:CMR15_30078
ko:K20712	rsm:CMR15_20464
ko:K01179	rsm:CMR15_mp10129
ko:K03195	rsm:CMR15_p0031
ko:K03199	rsm:CMR15_p0038
ko:K11529	rsm:CMR15_mp30097
ko:K20757	rsm:CMR15_10709
ko:K11529	rsm:CMR15_30418
ko:K07100	rsm:CMR15_mp10438
ko:K01214	rsm:CMR15_mp10211
ko:K19591	rsm:CMR15_10120
ko:K21008	rsm:CMR15_11105
ko:K21006	rsm:CMR15_11103
ko:K21007	rsm:CMR15_11104
ko:K21010	rsm:CMR15_11107
ko:K21011	rsm:CMR15_11108
ko:K13075	rsm:CMR15_mp10544
ko:K13877	rsm:CMR15_mp10803
ko:K21053	rsm:CMR15_11279
ko:K21023	rsm:CMR15_30392
ko:K21009	rsm:CMR15_11106
ko:K21006	rsm:CMR15_10263
ko:K21012	rsm:CMR15_11109
ko:K21029	rsm:CMR15_30556
ko:K00249	rsm:CMR15_11354
ko:K00248	rsm:CMR15_11771
ko:K00526	rsm:CMR15_10611
ko:K00558	rsm:CMR15_10478
ko:K01520	rsm:CMR15_10914
ko:K02316	rsm:CMR15_11161
ko:K00560	rsm:CMR15_20071
ko:K00287	rsm:CMR15_20072
ko:K06904	rsm:CMR15_11688
ko:K06907	rsm:CMR15_20288
ko:K03791	rsm:CMR15_20310
ko:K03553	rsm:CMR15_30349
ko:K06217	rsm:CMR15_30372
ko:K06903	rsm:CMR15_mp30262
ko:K00558	rsm:CMR15_p0021
ko:K02314	rsm:CMR15_20519
ko:K03676	rsm:CMR15_30552
ko:K01185	rsm:CMR15_30005
ko:K06919	rsm:CMR15_30047
ko:K13522	rsm:CMR15_mp10811
ko:K02335	rsm:CMR15_11146
ko:K01139	rsm:CMR15_11231
ko:K07005	rsm:CMR15_10278
ko:K05375	rsm:CMR15_mp10132
ko:K05375	rsm:CMR15_mp10592
ko:K02032	rsm:CMR15_11439
ko:K00249	rsm:CMR15_mp10038
ko:K03862	rsm:CMR15_mp10192
ko:K03293	rsm:CMR15_mp30067
ko:K02483	rsm:CMR15_10063
ko:K02483	rsm:CMR15_10335
ko:K21405	rsm:CMR15_10271
ko:K03458	rsm:CMR15_11247
ko:K03651	rsm:CMR15_11799
ko:K22044	rsm:CMR15_10331
ko:K21420	rsm:CMR15_11616
ko:K02483	rsm:CMR15_30350
ko:K01420	rsm:CMR15_20489
ko:K21563	rsm:CMR15_mp20049
ko:K21699	rsm:CMR15_mp30221
ko:K10026	rsm:CMR15_20657
ko:K10914	rsm:CMR15_mp10771
ko:K00344	rsm:CMR15_20408
ko:K07062	rsm:CMR15_30017
ko:K21645	rsm:CMR15_30427
ko:K00043	rsm:CMR15_11780
ko:K21815	rsm:CMR15_mp30178
ko:K21802	rsm:CMR15_mp10198
ko:K21795	rsm:CMR15_10247
ko:K21721	rsm:CMR15_mp10431
ko:K21929	rsm:CMR15_20579
ko:K21949	rsm:CMR15_mp10430
ko:K03892	rsm:CMR15_mp20236
ko:K00043	rsm:CMR15_mp20069
ko:K03741	rsm:CMR15_mp20235
ko:K22131	rsm:CMR15_30891
ko:K15576	rsm:CMR15_30526
ko:K01816	rsm:CMR15_10184
ko:K22132	rsm:CMR15_30124
ko:K05275	rsm:CMR15_mp20429
ko:K00090	rsm:CMR15_20151
ko:K07183	rsm:CMR15_30524
ko:K00304	rsm:CMR15_20220
ko:K00302	rsm:CMR15_20221
ko:K08994	rsm:CMR15_10049
ko:K22292	rsm:CMR15_20014
ko:K02257	rsm:CMR15_30535
ko:K03469	rsm:CMR15_11467
ko:K00611	rsm:CMR15_10806
ko:K13061	rsm:CMR15_mp10744
ko:K11206	rsm:CMR15_10753
ko:K22452	rsm:CMR15_mp10078
ko:K01007	rsm:CMR15_20633
