ko:K02495	seen:SE451236_00885
ko:K14225	seen:SE451236_04805
ko:K14225	seen:SE451236_04800
ko:K14225	seen:SE451236_15665
ko:K14228	seen:SE451236_05455
ko:K01980	seen:SE451236_07280
ko:K14234	seen:SE451236_07645
ko:K14230	seen:SE451236_09400
ko:K14230	seen:SE451236_09420
ko:K14229	seen:SE451236_09785
ko:K14229	seen:SE451236_18310
ko:K14229	seen:SE451236_09800
ko:K14229	seen:SE451236_09795
ko:K14229	seen:SE451236_09805
ko:K14237	seen:SE451236_09790
ko:K14237	seen:SE451236_18300
ko:K14237	seen:SE451236_18305
ko:K14237	seen:SE451236_18295
ko:K14233	seen:SE451236_10590
ko:K14233	seen:SE451236_11515
ko:K14233	seen:SE451236_11285
ko:K14219	seen:SE451236_12170
ko:K14237	seen:SE451236_12980
ko:K14237	seen:SE451236_12985
ko:K14228	seen:SE451236_15655
ko:K14222	seen:SE451236_15660
ko:K14233	seen:SE451236_16200
ko:K14220	seen:SE451236_16210
ko:K14220	seen:SE451236_16280
ko:K14220	seen:SE451236_16270
ko:K14220	seen:SE451236_16220
ko:K14232	seen:SE451236_17345
ko:K14219	seen:SE451236_18175
ko:K14218	seen:SE451236_18270
ko:K14218	seen:SE451236_18275
ko:K14219	seen:SE451236_19320
ko:K01980	seen:SE451236_19535
ko:K01977	seen:SE451236_19545
ko:K14219	seen:SE451236_20205
ko:K14219	seen:SE451236_20220
ko:K14219	seen:SE451236_20215
ko:K14219	seen:SE451236_20210
ko:K14230	seen:SE451236_21040
ko:K14230	seen:SE451236_21045
ko:K14230	seen:SE451236_22540
ko:K14225	seen:SE451236_21290
ko:K14230	seen:SE451236_22195
ko:K14228	seen:SE451236_22555
ko:K14234	seen:SE451236_23090
ko:K01980	seen:SE451236_23100
ko:K01977	seen:SE451236_23110
ko:K01250	seen:SE451236_09330
ko:K11070	seen:SE451236_11970
ko:K11069	seen:SE451236_11965
ko:K11071	seen:SE451236_11985
ko:K11072	seen:SE451236_11990
ko:K01258	seen:SE451236_11995
ko:K07491	seen:SE451236_12000
ko:K07660	seen:SE451236_12020
ko:K07126	seen:SE451236_16235
ko:K03743	seen:SE451236_20250
ko:K08305	seen:SE451236_20255
ko:K02783	seen:SE451236_20260
ko:K02782	seen:SE451236_20265
ko:K02783	seen:SE451236_20265
ko:K00068	seen:SE451236_20275
ko:K02466	seen:SE451236_20280
ko:K04652	seen:SE451236_20375
ko:K04655	seen:SE451236_20390
ko:K11604	seen:SE451236_20405
ko:K11607	seen:SE451236_20410
ko:K02779	seen:SE451236_11865
ko:K03560	seen:SE451236_09760
ko:K01571	seen:SE451236_09865
ko:K01572	seen:SE451236_09870
ko:K01834	seen:SE451236_09890
ko:K01785	seen:SE451236_09895
ko:K01784	seen:SE451236_09910
ko:K02017	seen:SE451236_09945
ko:K07404	seen:SE451236_09955
ko:K01479	seen:SE451236_09970
ko:K06910	seen:SE451236_09990
ko:K00652	seen:SE451236_10005
ko:K02775	seen:SE451236_13980
ko:K06971	seen:SE451236_13985
ko:K14587	seen:SE451236_13995
ko:K03929	seen:SE451236_14025
ko:K00121	seen:SE451236_14045
ko:K02030	seen:SE451236_14075
ko:K02028	seen:SE451236_14085
ko:K14061	seen:SE451236_14180
ko:K07052	seen:SE451236_18090
ko:K00647	seen:SE451236_18095
ko:K01782	seen:SE451236_18145
ko:K08477	seen:SE451236_18180
ko:K08476	seen:SE451236_18185
ko:K08475	seen:SE451236_18190
ko:K08478	seen:SE451236_18195
ko:K00845	seen:SE451236_18230
ko:K01885	seen:SE451236_18290
ko:K07393	seen:SE451236_22295
ko:K00932	seen:SE451236_22340
ko:K01630	seen:SE451236_22370
ko:K01708	seen:SE451236_22375
ko:K16370	seen:SE451236_22395
ko:K00094	seen:SE451236_22400
ko:K02436	seen:SE451236_22405
ko:K12961	seen:SE451236_22425
ko:K09476	seen:SE451236_10830
ko:K10762	seen:SE451236_10920
ko:K07491	seen:SE451236_15030
ko:K02793	seen:SE451236_15090
ko:K02794	seen:SE451236_15090
ko:K02795	seen:SE451236_15095
ko:K11392	seen:SE451236_15190
ko:K13741	seen:SE451236_15215
ko:K10762	seen:SE451236_19370
ko:K00813	seen:SE451236_10825
ko:K14228	seen:SE451236_09415
ko:K08161	seen:SE451236_07925
ko:K07657	seen:SE451236_08005
ko:K03386	seen:SE451236_08030
ko:K02035	seen:SE451236_12135
ko:K02033	seen:SE451236_12140
ko:K04093	seen:SE451236_12205
ko:K07305	seen:SE451236_12320
ko:K01424	seen:SE451236_12335
ko:K02009	seen:SE451236_16320
ko:K02190	seen:SE451236_16335
ko:K03399	seen:SE451236_16365
ko:K13923	seen:SE451236_16445
ko:K13921	seen:SE451236_16470
ko:K07258	seen:SE451236_16520
ko:K08353	seen:SE451236_16530
ko:K08352	seen:SE451236_16535
ko:K13284	seen:SE451236_20505
ko:K13287	seen:SE451236_20510
ko:K13286	seen:SE451236_20515
ko:K13285	seen:SE451236_20520
ko:K06858	seen:SE451236_07050
ko:K01243	seen:SE451236_07055
ko:K00674	seen:SE451236_07085
ko:K03286	seen:SE451236_11205
ko:K07343	seen:SE451236_11215
ko:K09909	seen:SE451236_11240
ko:K06910	seen:SE451236_11260
ko:K11179	seen:SE451236_11275
ko:K13085	seen:SE451236_11305
ko:K09815	seen:SE451236_15395
ko:K06201	seen:SE451236_15480
ko:K03803	seen:SE451236_19435
ko:K15460	seen:SE451236_19460
ko:K05812	seen:SE451236_19500
ko:K05601	seen:SE451236_10530
ko:K08234	seen:SE451236_07195
ko:K03469	seen:SE451236_07335
ko:K02342	seen:SE451236_07340
ko:K00484	seen:SE451236_11340
ko:K01826	seen:SE451236_11370
ko:K02510	seen:SE451236_11380
ko:K08344	seen:SE451236_11415
ko:K03307	seen:SE451236_11485
ko:K01788	seen:SE451236_11490
ko:K04477	seen:SE451236_11530
ko:K00575	seen:SE451236_15535
ko:K07491	seen:SE451236_15720
ko:K01176	seen:SE451236_15750
ko:K04067	seen:SE451236_08425
ko:K01916	seen:SE451236_12415
ko:K01222	seen:SE451236_12445
ko:K03478	seen:SE451236_12450
ko:K07491	seen:SE451236_12455
ko:K16370	seen:SE451236_12500
ko:K07283	seen:SE451236_12505
ko:K09953	seen:SE451236_12510
ko:K08997	seen:SE451236_12590
ko:K00033	seen:SE451236_16615
ko:K12992	seen:SE451236_16635
ko:K13005	seen:SE451236_16645
ko:K03606	seen:SE451236_16725
ko:K01104	seen:SE451236_16795
ko:K00380	seen:SE451236_20835
ko:K06897	seen:SE451236_20845
ko:K04765	seen:SE451236_20865
ko:K03535	seen:SE451236_20910
ko:K06445	seen:SE451236_07575
ko:K01270	seen:SE451236_07610
ko:K00769	seen:SE451236_07615
ko:K08161	seen:SE451236_11620
ko:K03810	seen:SE451236_11695
ko:K06179	seen:SE451236_11780
ko:K00059	seen:SE451236_11825
ko:K02619	seen:SE451236_11840
ko:K02414	seen:SE451236_15805
ko:K07017	seen:SE451236_19975
ko:K07793	seen:SE451236_20035
ko:K00135	seen:SE451236_20050
ko:K07250	seen:SE451236_20055
ko:K03647	seen:SE451236_20130
ko:K00939	seen:SE451236_08460
ko:K03455	seen:SE451236_08480
ko:K11751	seen:SE451236_08495
ko:K02004	seen:SE451236_08565
ko:K01466	seen:SE451236_08640
ko:K00073	seen:SE451236_08665
ko:K02381	seen:SE451236_08670
ko:K06078	seen:SE451236_12750
ko:K01259	seen:SE451236_12765
ko:K08357	seen:SE451236_12780
ko:K08359	seen:SE451236_12785
ko:K08358	seen:SE451236_12790
ko:K13040	seen:SE451236_12795
ko:K13041	seen:SE451236_12800
ko:K14979	seen:SE451236_12820
ko:K14978	seen:SE451236_12825
ko:K15344	seen:SE451236_12855
ko:K15368	seen:SE451236_12860
ko:K15345	seen:SE451236_12865
ko:K15346	seen:SE451236_12870
ko:K15350	seen:SE451236_12885
ko:K03593	seen:SE451236_16970
ko:K02100	seen:SE451236_21180
ko:K00065	seen:SE451236_21185
ko:K03768	seen:SE451236_08705
ko:K14761	seen:SE451236_08730
ko:K07346	seen:SE451236_08750
ko:K02795	seen:SE451236_08895
ko:K02793	seen:SE451236_08905
ko:K07214	seen:SE451236_08950
ko:K03227	seen:SE451236_12965
ko:K01759	seen:SE451236_13045
ko:K00799	seen:SE451236_13120
ko:K03613	seen:SE451236_13135
ko:K03612	seen:SE451236_13140
ko:K03614	seen:SE451236_13145
ko:K03615	seen:SE451236_13150
ko:K03616	seen:SE451236_13155
ko:K01489	seen:SE451236_17120
ko:K03748	seen:SE451236_17125
ko:K10541	seen:SE451236_17145
ko:K10540	seen:SE451236_17155
ko:K00882	seen:SE451236_17230
ko:K06183	seen:SE451236_17310
ko:K00626	seen:SE451236_21195
ko:K12943	seen:SE451236_21295
ko:K01823	seen:SE451236_21300
ko:K04763	seen:SE451236_21325
ko:K01262	seen:SE451236_21400
ko:K01934	seen:SE451236_21415
ko:K00058	seen:SE451236_21420
ko:K03442	seen:SE451236_21450
ko:K08225	seen:SE451236_08985
ko:K03386	seen:SE451236_09060
ko:K05966	seen:SE451236_09120
ko:K03326	seen:SE451236_09160
ko:K07258	seen:SE451236_09210
ko:K03617	seen:SE451236_13160
ko:K01488	seen:SE451236_13185
ko:K01679	seen:SE451236_13210
ko:K14062	seen:SE451236_13230
ko:K07312	seen:SE451236_13355
ko:K07307	seen:SE451236_13360
ko:K00657	seen:SE451236_13385
ko:K02200	seen:SE451236_17435
ko:K02569	seen:SE451236_17475
ko:K02574	seen:SE451236_17485
ko:K00568	seen:SE451236_17575
ko:K06934	seen:SE451236_21470
ko:K16923	seen:SE451236_21475
ko:K16786	seen:SE451236_21485
ko:K16787	seen:SE451236_21490
ko:K01480	seen:SE451236_21505
ko:K01585	seen:SE451236_21550
ko:K02428	seen:SE451236_21630
ko:K01424	seen:SE451236_21645
ko:K03635	seen:SE451236_10055
ko:K07027	seen:SE451236_10080
ko:K06970	seen:SE451236_10150
ko:K07757	seen:SE451236_10245
ko:K00567	seen:SE451236_14225
ko:K07491	seen:SE451236_14345
ko:K03972	seen:SE451236_14365
ko:K02784	seen:SE451236_18380
ko:K08483	seen:SE451236_18385
ko:K07491	seen:SE451236_18580
ko:K03177	seen:SE451236_22515
ko:K07491	seen:SE451236_22575
ko:K02427	seen:SE451236_22585
ko:K02067	seen:SE451236_22665
ko:K02806	seen:SE451236_22720
ko:K01048	seen:SE451236_01100
ko:K01719	seen:SE451236_01215
ko:K02852	seen:SE451236_01255
ko:K02851	seen:SE451236_01310
ko:K03769	seen:SE451236_01345
ko:K07772	seen:SE451236_01775
ko:K02193	seen:SE451236_01800
ko:K02200	seen:SE451236_01835
ko:K00389	seen:SE451236_01880
ko:K10563	seen:SE451236_02285
ko:K02849	seen:SE451236_02305
ko:K03278	seen:SE451236_02330
ko:K03279	seen:SE451236_02335
ko:K12981	seen:SE451236_02345
ko:K03280	seen:SE451236_02350
ko:K02843	seen:SE451236_02365
ko:K00639	seen:SE451236_02375
ko:K07258	seen:SE451236_10350
ko:K05844	seen:SE451236_10410
ko:K03475	seen:SE451236_10450
ko:K02822	seen:SE451236_10455
ko:K09998	seen:SE451236_10470
ko:K10000	seen:SE451236_10485
ko:K08992	seen:SE451236_14480
ko:K04774	seen:SE451236_14525
ko:K10823	seen:SE451236_14655
ko:K15583	seen:SE451236_14660
ko:K15582	seen:SE451236_14665
ko:K00616	seen:SE451236_18590
ko:K01439	seen:SE451236_18645
ko:K07054	seen:SE451236_18660
ko:K03548	seen:SE451236_18695
ko:K02824	seen:SE451236_18715
ko:K00088	seen:SE451236_18775
ko:K01788	seen:SE451236_22800
ko:K01639	seen:SE451236_22810
ko:K01572	seen:SE451236_22870
ko:K01507	seen:SE451236_05100
ko:K00010	seen:SE451236_05160
ko:K00010	seen:SE451236_05195
ko:K01226	seen:SE451236_05295
ko:K09022	seen:SE451236_05315
ko:K04720	seen:SE451236_09250
ko:K07126	seen:SE451236_09300
ko:K02566	seen:SE451236_09430
ko:K02564	seen:SE451236_09445
ko:K05595	seen:SE451236_13490
ko:K06281	seen:SE451236_13570
ko:K06282	seen:SE451236_13575
ko:K12944	seen:SE451236_17670
ko:K02549	seen:SE451236_17725
ko:K08680	seen:SE451236_17735
ko:K02552	seen:SE451236_17745
ko:K02348	seen:SE451236_17755
ko:K00784	seen:SE451236_17760
ko:K07114	seen:SE451236_17770
ko:K09471	seen:SE451236_21755
ko:K11209	seen:SE451236_21820
ko:K06281	seen:SE451236_21855
ko:K06282	seen:SE451236_21870
ko:K03406	seen:SE451236_21880
ko:K01760	seen:SE451236_21925
ko:K06221	seen:SE451236_21945
ko:K07491	seen:SE451236_10575
ko:K16012	seen:SE451236_10620
ko:K16013	seen:SE451236_10625
ko:K07308	seen:SE451236_10670
ko:K06212	seen:SE451236_10705
ko:K02238	seen:SE451236_10750
ko:K11085	seen:SE451236_10755
ko:K07126	seen:SE451236_14735
ko:K00374	seen:SE451236_14745
ko:K06039	seen:SE451236_14785
ko:K06282	seen:SE451236_14870
ko:K06281	seen:SE451236_14875
ko:K01297	seen:SE451236_14940
ko:K11105	seen:SE451236_14945
ko:K07308	seen:SE451236_18860
ko:K07307	seen:SE451236_18865
ko:K01011	seen:SE451236_18885
ko:K13628	seen:SE451236_18930
ko:K04488	seen:SE451236_18935
ko:K01092	seen:SE451236_18955
ko:K06889	seen:SE451236_18960
ko:K16950	seen:SE451236_18965
ko:K16951	seen:SE451236_18970
ko:K00385	seen:SE451236_18975
ko:K03757	seen:SE451236_19015
ko:K01561	seen:SE451236_07680
ko:K07213	seen:SE451236_07790
ko:K08178	seen:SE451236_07795
ko:K07316	seen:SE451236_07800
ko:K01156	seen:SE451236_07805
ko:K02014	seen:SE451236_07830
ko:K02778	seen:SE451236_11865
ko:K03711	seen:SE451236_09490
ko:K01835	seen:SE451236_09515
ko:K03756	seen:SE451236_09525
ko:K01545	seen:SE451236_09565
ko:K01854	seen:SE451236_09625
ko:K05522	seen:SE451236_09665
ko:K07120	seen:SE451236_09670
ko:K00241	seen:SE451236_09680
ko:K04063	seen:SE451236_13720
ko:K00027	seen:SE451236_13735
ko:K13953	seen:SE451236_13740
ko:K08350	seen:SE451236_13745
ko:K16076	seen:SE451236_13770
ko:K08167	seen:SE451236_13780
ko:K00374	seen:SE451236_13810
ko:K02014	seen:SE451236_13845
ko:K03475	seen:SE451236_17905
ko:K02822	seen:SE451236_17910
ko:K02821	seen:SE451236_17915
ko:K07666	seen:SE451236_22010
ko:K01515	seen:SE451236_22050
ko:K02858	seen:SE451236_22100
ko:K09806	seen:SE451236_22105
ko:K00974	seen:SE451236_22145
ko:K01409	seen:SE451236_22170
ko:K03649	seen:SE451236_22190
ko:K03776	seen:SE451236_22215
ko:K09251	seen:SE451236_22220
ko:K00219	seen:SE451236_22225
ko:K14233	seen:SE451236_20225
ko:K17686	seen:SE451236_08515
ko:K19789	seen:SE451236_17315
ko:K00483	seen:SE451236_11345
ko:K01096	seen:SE451236_14485
ko:K01659	seen:SE451236_07855
ko:K03292	seen:SE451236_00820
ko:K02226	seen:SE451236_09245
ko:K17837	seen:SE451236_02230
ko:K01840	seen:SE451236_16625
ko:K01840	seen:SE451236_16730
ko:K00971	seen:SE451236_16630
ko:K04772	seen:SE451236_22855
ko:K00042	seen:SE451236_08625
ko:K01497	seen:SE451236_14490
ko:K17722	seen:SE451236_17135
ko:K01485	seen:SE451236_22785
ko:K17723	seen:SE451236_17140
ko:K05799	seen:SE451236_06775
ko:K13638	seen:SE451236_03840
ko:K03566	seen:SE451236_21005
ko:K00042	seen:SE451236_22365
ko:K06518	seen:SE451236_04390
ko:K08194	seen:SE451236_01760
ko:K08173	seen:SE451236_13410
ko:K01069	seen:SE451236_07325
ko:K02477	seen:SE451236_16995
ko:K00661	seen:SE451236_08380
ko:K01187	seen:SE451236_08025
ko:K03772	seen:SE451236_03640
ko:K00146	seen:SE451236_21760
ko:K05540	seen:SE451236_23040
ko:K04771	seen:SE451236_07065
ko:K03292	seen:SE451236_02165
ko:K03292	seen:SE451236_00825
ko:K00632	seen:SE451236_00990
ko:K11747	seen:SE451236_03620
ko:K01130	seen:SE451236_21725
ko:K00971	seen:SE451236_16735
ko:K14059	seen:SE451236_10865
ko:K08485	seen:SE451236_22730
ko:K01791	seen:SE451236_01300
ko:K01739	seen:SE451236_00385
ko:K07459	seen:SE451236_10540
ko:K07684	seen:SE451236_14775
ko:K14742	seen:SE451236_15045
ko:K00884	seen:SE451236_11955
ko:K03767	seen:SE451236_03545
ko:K01271	seen:SE451236_00980
ko:K06518	seen:SE451236_17110
ko:K02483	seen:SE451236_11330
ko:K02809	seen:SE451236_19070
ko:K02810	seen:SE451236_19070
ko:K17758	seen:SE451236_04815
ko:K17759	seen:SE451236_04815
ko:K11928	seen:SE451236_11465
ko:K00344	seen:SE451236_04260
ko:K13695	seen:SE451236_12580
ko:K18140	seen:SE451236_23065
ko:K08351	seen:SE451236_02700
ko:K00879	seen:SE451236_20980
ko:K03973	seen:SE451236_14375
ko:K10038	seen:SE451236_10165
ko:K18015	seen:SE451236_17630
ko:K12979	seen:SE451236_04465
ko:K03292	seen:SE451236_00565
ko:K17938	seen:SE451236_07890
ko:K00996	seen:SE451236_16620
ko:K18325	seen:SE451236_08925
ko:K03719	seen:SE451236_10635
ko:K11645	seen:SE451236_16905
ko:K07645	seen:SE451236_22015
ko:K03445	seen:SE451236_02035
ko:K01801	seen:SE451236_17085
ko:K18895	seen:SE451236_19965
ko:K01582	seen:SE451236_19020
ko:K10014	seen:SE451236_17970
ko:K01066	seen:SE451236_08470
ko:K03668	seen:SE451236_14155
ko:K00249	seen:SE451236_10325
ko:K13053	seen:SE451236_11210
ko:K04103	seen:SE451236_18240
ko:K18141	seen:SE451236_23070
ko:K00001	seen:SE451236_00675
ko:K11745	seen:SE451236_06440
ko:K18142	seen:SE451236_23075
ko:K17948	seen:SE451236_11495
ko:K00956	seen:SE451236_20765
ko:K15347	seen:SE451236_11980
ko:K01582	seen:SE451236_07190
ko:K02794	seen:SE451236_08900
ko:K09017	seen:SE451236_11450
ko:K00557	seen:SE451236_00245
ko:K13739	seen:SE451236_20820
ko:K05396	seen:SE451236_15700
ko:K01007	seen:SE451236_12615
ko:K21469	seen:SE451236_18615
ko:K03605	seen:SE451236_21850
ko:K03605	seen:SE451236_14885
ko:K07782	seen:SE451236_15685
ko:K03605	seen:SE451236_13560
ko:K00523	seen:SE451236_16675
ko:K05875	seen:SE451236_15540
ko:K18288	seen:SE451236_21705
ko:K18290	seen:SE451236_21710
ko:K08156	seen:SE451236_07985
ko:K10678	seen:SE451236_10405
ko:K07713	seen:SE451236_00030
ko:K19597	seen:SE451236_07780
ko:K07005	seen:SE451236_09520
ko:K01521	seen:SE451236_00540
ko:K00123	seen:SE451236_00715
ko:K05875	seen:SE451236_22210
ko:K18324	seen:SE451236_18635
ko:K18326	seen:SE451236_16855
ko:K05874	seen:SE451236_05685
ko:K06078	seen:SE451236_12745
ko:K08173	seen:SE451236_13415
ko:K02193	seen:SE451236_17470
ko:K07757	seen:SE451236_10235
ko:K01571	seen:SE451236_22875
ko:K07307	seen:SE451236_10665
ko:K04333	seen:SE451236_11560
ko:K00984	seen:SE451236_12180
ko:K04753	seen:SE451236_21985
ko:K01023	seen:SE451236_22085
ko:K11904	seen:SE451236_07460
ko:K18479	seen:SE451236_00805
ko:K18478	seen:SE451236_00790
ko:K18446	seen:SE451236_22135
ko:K18475	seen:SE451236_15725
ko:K00681	seen:SE451236_03155
ko:K00335	seen:SE451236_17820
ko:K08087	seen:SE451236_08785
ko:K07794	seen:SE451236_20030
ko:K18691	seen:SE451236_19055
ko:K18697	seen:SE451236_19065
ko:K18765	seen:SE451236_22995
ko:K01185	seen:SE451236_19300
ko:K08138	seen:SE451236_05125
ko:K18850	seen:SE451236_12010
ko:K06218	seen:SE451236_05280
ko:K18889	seen:SE451236_08325
ko:K18862	seen:SE451236_02790
ko:K18862	seen:SE451236_08080
ko:K21645	seen:SE451236_05580
ko:K11741	seen:SE451236_04725
ko:K09691	seen:SE451236_09645
ko:K20861	seen:SE451236_10370
ko:K18829	seen:SE451236_21270
ko:K20866	seen:SE451236_00780
ko:K20881	seen:SE451236_03425
ko:K08968	seen:SE451236_15175
ko:K20862	seen:SE451236_01155
ko:K07319	seen:SE451236_23050
ko:K18800	seen:SE451236_21390
ko:K18778	seen:SE451236_06715
ko:K18831	seen:SE451236_00760
ko:K18657	seen:SE451236_11155
ko:K18890	seen:SE451236_08330
ko:K07448	seen:SE451236_05655
ko:K06218	seen:SE451236_13635
ko:K03553	seen:SE451236_20245
ko:K18918	seen:SE451236_05275
ko:K07790	seen:SE451236_15250
ko:K04565	seen:SE451236_11075
ko:K03502	seen:SE451236_15915
ko:K03503	seen:SE451236_15920
ko:K03502	seen:SE451236_19935
ko:K11685	seen:SE451236_20095
ko:K05785	seen:SE451236_01010
ko:K07473	seen:SE451236_03320
ko:K03169	seen:SE451236_12355
ko:K05839	seen:SE451236_08385
ko:K04565	seen:SE451236_13065
ko:K10748	seen:SE451236_13215
ko:K03503	seen:SE451236_17350
ko:K08722	seen:SE451236_17855
ko:K03646	seen:SE451236_09765
ko:K07724	seen:SE451236_22640
ko:K03674	seen:SE451236_10395
ko:K03746	seen:SE451236_14695
ko:K03761	seen:SE451236_19520
ko:K03976	seen:SE451236_08500
ko:K01699	seen:SE451236_16410
ko:K19055	seen:SE451236_12270
ko:K04028	seen:SE451236_18545
ko:K03526	seen:SE451236_18830
ko:K15367	seen:SE451236_12850
ko:K18979	seen:SE451236_04810
ko:K18997	seen:SE451236_11400
ko:K18988	seen:SE451236_07885
ko:K19048	seen:SE451236_07500
ko:K19048	seen:SE451236_05635
ko:K19046	seen:SE451236_20805
ko:K19000	seen:SE451236_07205
ko:K08970	seen:SE451236_21220
ko:K19227	seen:SE451236_14400
ko:K19229	seen:SE451236_14410
ko:K07746	seen:SE451236_20875
ko:K11748	seen:SE451236_03615
ko:K19222	seen:SE451236_12695
ko:K02777	seen:SE451236_18390
ko:K19165	seen:SE451236_03115
ko:K19166	seen:SE451236_00755
ko:K19226	seen:SE451236_14395
ko:K19123	seen:SE451236_20810
ko:K19235	seen:SE451236_10220
ko:K19236	seen:SE451236_11930
ko:K15349	seen:SE451236_14065
ko:K07448	seen:SE451236_05470
ko:K13740	seen:SE451236_20485
ko:K15352	seen:SE451236_19990
ko:K15351	seen:SE451236_12890
ko:K16291	seen:SE451236_16285
ko:K19238	seen:SE451236_17715
ko:K19124	seen:SE451236_20800
ko:K01710	seen:SE451236_01290
ko:K01710	seen:SE451236_16695
ko:K19148	seen:SE451236_01925
ko:K00336	seen:SE451236_17815
ko:K15354	seen:SE451236_11120
ko:K19125	seen:SE451236_20795
ko:K19228	seen:SE451236_14405
ko:K19126	seen:SE451236_20790
ko:K15353	seen:SE451236_17410
ko:K19234	seen:SE451236_12740
ko:K19162	seen:SE451236_08390
ko:K07451	seen:SE451236_16055
ko:K19168	seen:SE451236_21335
ko:K09951	seen:SE451236_20780
ko:K19270	seen:SE451236_17865
ko:K07497	seen:SE451236_18765
ko:K07497	seen:SE451236_07515
ko:K07497	seen:SE451236_07520
ko:K19265	seen:SE451236_18245
ko:K01992	seen:SE451236_02990
ko:K01992	seen:SE451236_10100
ko:K01992	seen:SE451236_10105
ko:K01066	seen:SE451236_00750
ko:K08348	seen:SE451236_13755
ko:K03722	seen:SE451236_15050
ko:K19416	seen:SE451236_11280
ko:K03722	seen:SE451236_10130
ko:K19335	seen:SE451236_14300
ko:K07496	seen:SE451236_19235
ko:K19353	seen:SE451236_00295
ko:K19267	seen:SE451236_05035
ko:K19337	seen:SE451236_15380
ko:K19304	seen:SE451236_15390
ko:K19505	seen:SE451236_05690
ko:K19334	seen:SE451236_05360
ko:K19302	seen:SE451236_10360
ko:K19270	seen:SE451236_12480
ko:K19354	seen:SE451236_02385
ko:K01785	seen:SE451236_00810
ko:K19336	seen:SE451236_14305
ko:K19333	seen:SE451236_15150
ko:K21637	seen:SE451236_21770
ko:K02485	seen:SE451236_14705
ko:K03293	seen:SE451236_01250
ko:K06884	seen:SE451236_14580
ko:K06884	seen:SE451236_13445
ko:K06884	seen:SE451236_11445
ko:K19303	seen:SE451236_13030
ko:K19510	seen:SE451236_05720
ko:K19507	seen:SE451236_05700
ko:K19611	seen:SE451236_08945
ko:K19509	seen:SE451236_08890
ko:K19506	seen:SE451236_05695
ko:K19508	seen:SE451236_05705
ko:K19509	seen:SE451236_05710
ko:K02257	seen:SE451236_08220
ko:K00525	seen:SE451236_17580
ko:K18148	seen:SE451236_07600
ko:K02796	seen:SE451236_15100
ko:K19592	seen:SE451236_07785
ko:K19594	seen:SE451236_07770
ko:K19709	seen:SE451236_12655
ko:K19688	seen:SE451236_10300
ko:K19745	seen:SE451236_23000
ko:K19778	seen:SE451236_13715
ko:K19776	seen:SE451236_01740
ko:K07119	seen:SE451236_13855
ko:K00799	seen:SE451236_10345
ko:K06131	seen:SE451236_10085
ko:K00799	seen:SE451236_17940
ko:K06132	seen:SE451236_11590
ko:K07147	seen:SE451236_23005
ko:K15777	seen:SE451236_22070
ko:K19784	seen:SE451236_01645
ko:K07662	seen:SE451236_00595
ko:K19802	seen:SE451236_14335
ko:K19803	seen:SE451236_17265
ko:K21636	seen:SE451236_05290
ko:K19804	seen:SE451236_14475
ko:K19810	seen:SE451236_04700
ko:K07453	seen:SE451236_06815
ko:K07497	seen:SE451236_07650
ko:K07497	seen:SE451236_10580
ko:K07126	seen:SE451236_08215
ko:K07126	seen:SE451236_08210
ko:K01185	seen:SE451236_10990
ko:K07011	seen:SE451236_09630
ko:K09709	seen:SE451236_10320
ko:K20023	seen:SE451236_02435
ko:K07686	seen:SE451236_01960
ko:K20265	seen:SE451236_17995
ko:K20276	seen:SE451236_19905
ko:K19591	seen:SE451236_08520
ko:K01612	seen:SE451236_20705
ko:K01236	seen:SE451236_13705
ko:K20542	seen:SE451236_02830
ko:K20534	seen:SE451236_04050
ko:K20543	seen:SE451236_02835
ko:K20534	seen:SE451236_08810
ko:K20541	seen:SE451236_02825
ko:K21394	seen:SE451236_02565
ko:K22132	seen:SE451236_21030
ko:K20609	seen:SE451236_13970
ko:K01214	seen:SE451236_13695
ko:K02438	seen:SE451236_03225
ko:K21029	seen:SE451236_10260
ko:K21021	seen:SE451236_19600
ko:K21023	seen:SE451236_23060
ko:K21084	seen:SE451236_16825
ko:K03077	seen:SE451236_06510
ko:K21085	seen:SE451236_15865
ko:K21086	seen:SE451236_02860
ko:K21087	seen:SE451236_14930
ko:K21089	seen:SE451236_17005
ko:K21090	seen:SE451236_15080
ko:K00525	seen:SE451236_20135
ko:K00526	seen:SE451236_20140
ko:K02335	seen:SE451236_00905
ko:K02315	seen:SE451236_05735
ko:K03791	seen:SE451236_16075
ko:K01160	seen:SE451236_16105
ko:K06952	seen:SE451236_16160
ko:K03546	seen:SE451236_07990
ko:K16711	seen:SE451236_16705
ko:K00560	seen:SE451236_21105
ko:K06904	seen:SE451236_17380
ko:K06217	seen:SE451236_09370
ko:K02316	seen:SE451236_22180
ko:K00857	seen:SE451236_14690
ko:K06197	seen:SE451236_14790
ko:K14744	seen:SE451236_10995
ko:K07313	seen:SE451236_15205
ko:K14744	seen:SE451236_19295
ko:K06866	seen:SE451236_19480
ko:K06217	seen:SE451236_11475
ko:K06903	seen:SE451236_19765
ko:K06907	seen:SE451236_19790
ko:K06908	seen:SE451236_19795
ko:K06906	seen:SE451236_19815
ko:K06905	seen:SE451236_19820
ko:K00558	seen:SE451236_15890
ko:K06904	seen:SE451236_16030
ko:K06191	seen:SE451236_20125
ko:K11089	seen:SE451236_03305
ko:K06223	seen:SE451236_03485
ko:K06903	seen:SE451236_04035
