ko:K10563	ecx:EcHS_A3844
ko:K11531	ecx:EcHS_A1594
ko:K02217	ecx:EcHS_A2003
ko:K07264	ecx:EcHS_A2402
ko:K08224	ecx:EcHS_A1670
ko:K00031	ecx:EcHS_A1256
ko:K11530	ecx:EcHS_A1600
ko:K00040	ecx:EcHS_A4549
ko:K10026	ecx:EcHS_A2918
ko:K01104	ecx:EcHS_A1091
ko:K03748	ecx:EcHS_A2278
ko:K11072	ecx:EcHS_A1246
ko:K11535	ecx:EcHS_A2530
ko:K03773	ecx:EcHS_A4457
ko:K07278	ecx:EcHS_A4474
ko:K09898	ecx:EcHS_A3551
ko:K07263	ecx:EcHS_A1579
ko:K11472	ecx:EcHS_A3151
ko:K02455	ecx:EcHS_A3521
ko:K11473	ecx:EcHS_A3150
ko:K03779	ecx:EcHS_A3241
ko:K11896	ecx:EcHS_A0235
ko:K00059	ecx:EcHS_A1215
ko:K07122	ecx:EcHS_A3385
ko:K09934	ecx:EcHS_A2369
ko:K07592	ecx:EcHS_A3306
ko:K03972	ecx:EcHS_A1423
ko:K11750	ecx:EcHS_A0266
ko:K01420	ecx:EcHS_A1450
ko:K09473	ecx:EcHS_A1413
ko:K01894	ecx:EcHS_A0147
ko:K07480	ecx:EcHS_A0333
ko:K10708	ecx:EcHS_A3567
ko:K02414	ecx:EcHS_A2043
ko:K11747	ecx:EcHS_A3547
ko:K11903	ecx:EcHS_A0241
ko:K01759	ecx:EcHS_A1728
ko:K07454	ecx:EcHS_A4533
ko:K09251	ecx:EcHS_A3255
ko:K02436	ecx:EcHS_A2226
ko:K06133	ecx:EcHS_A3674
ko:K05875	ecx:EcHS_A1982
ko:K04334	ecx:EcHS_A1161
ko:K09470	ecx:EcHS_A1412
ko:K00262	ecx:EcHS_A1845
ko:K04335	ecx:EcHS_A1160
ko:K11744	ecx:EcHS_A1675
ko:K08314	ecx:EcHS_A4181
ko:K09974	ecx:EcHS_A4178
ko:K07347	ecx:EcHS_A3336
ko:K07724	ecx:EcHS_A3381
ko:K01916	ecx:EcHS_A1822
ko:K11742	ecx:EcHS_A1673
ko:K11743	ecx:EcHS_A1674
ko:K04333	ecx:EcHS_A1158
ko:K08682	ecx:EcHS_A0474
ko:K07782	ecx:EcHS_A2015
ko:K11755	ecx:EcHS_A2165
ko:K11937	ecx:EcHS_A1136
ko:K12974	ecx:EcHS_A2514
ko:K12975	ecx:EcHS_A3747
ko:K09946	ecx:EcHS_A2222
ko:K02458	ecx:EcHS_A3524
ko:K13288	ecx:EcHS_A4403
ko:K12962	ecx:EcHS_A2403
ko:K13069	ecx:EcHS_A1575
ko:K05874	ecx:EcHS_A4586
ko:K00228	ecx:EcHS_A2573
ko:K02851	ecx:EcHS_A4001
ko:K01460	ecx:EcHS_A3168
ko:K12992	ecx:EcHS_A2189
ko:K00906	ecx:EcHS_A4251
ko:K01534	ecx:EcHS_A3668
ko:K00046	ecx:EcHS_A4522
ko:K03769	ecx:EcHS_A3992
ko:K02002	ecx:EcHS_A2815
ko:K08172	ecx:EcHS_A2104
ko:K04017	ecx:EcHS_A4320
ko:K01467	ecx:EcHS_A4394
ko:K12687	ecx:EcHS_A2139
ko:K08485	ecx:EcHS_A3399
ko:K12370	ecx:EcHS_A3741
ko:K00657	ecx:EcHS_A1657
ko:K03276	ecx:EcHS_A3837
ko:K08324	ecx:EcHS_A1607
ko:K06905	ecx:EcHS_A0948
ko:K12944	ecx:EcHS_A2396
ko:K13301	ecx:EcHS_A0103
ko:K12983	ecx:EcHS_A3834
ko:K01424	ecx:EcHS_A1851
ko:K13926	ecx:EcHS_A3685
ko:K00558	ecx:EcHS_A2063
ko:K07074	ecx:EcHS_A4261
ko:K00799	ecx:EcHS_A1711
ko:K01813	ecx:EcHS_A4132
ko:K00823	ecx:EcHS_A1417
ko:K03324	ecx:EcHS_A4256
ko:K12136	ecx:EcHS_A2613
ko:K01093	ecx:EcHS_A1089
ko:K11074	ecx:EcHS_A0960
ko:K00748	ecx:EcHS_A0184
ko:K04025	ecx:EcHS_A2575
ko:K11929	ecx:EcHS_A0268
ko:K03755	ecx:EcHS_A4356
ko:K06157	ecx:EcHS_A4521
ko:K04065	ecx:EcHS_A4610
ko:K11076	ecx:EcHS_A0958
ko:K01580	ecx:EcHS_A1578
ko:K06079	ecx:EcHS_A0195
ko:K03482	ecx:EcHS_A1621
ko:K03931	ecx:EcHS_A3262
ko:K08322	ecx:EcHS_A1653
ko:K04775	ecx:EcHS_A1672
ko:K11930	ecx:EcHS_A1105
ko:K03445	ecx:EcHS_A3875
ko:K11745	ecx:EcHS_A0053
ko:K11752	ecx:EcHS_A0485
ko:K11753	ecx:EcHS_A0027
ko:K11735	ecx:EcHS_A2798
ko:K11070	ecx:EcHS_A1244
ko:K04018	ecx:EcHS_A4321
ko:K04016	ecx:EcHS_A4319
ko:K01580	ecx:EcHS_A3720
ko:K01190	ecx:EcHS_A0408
ko:K07714	ecx:EcHS_A2361
ko:K12297	ecx:EcHS_A1057
ko:K12290	ecx:EcHS_A3588
ko:K00632	ecx:EcHS_A4068
ko:K12288	ecx:EcHS_A3590
ko:K00065	ecx:EcHS_A2989
ko:K11732	ecx:EcHS_A0623
ko:K01809	ecx:EcHS_A1688
ko:K03426	ecx:EcHS_A4230
ko:K06146	ecx:EcHS_A4520
ko:K07289	ecx:EcHS_A2204
ko:K04337	ecx:EcHS_A1157
ko:K03478	ecx:EcHS_A1815
ko:K01207	ecx:EcHS_A1230
ko:K04021	ecx:EcHS_A2584
ko:K11749	ecx:EcHS_A0178
ko:K12410	ecx:EcHS_A1242
ko:K09979	ecx:EcHS_A3346
ko:K00087	ecx:EcHS_A3026
ko:K00835	ecx:EcHS_A3775
ko:K01061	ecx:EcHS_A4054
ko:K11736	ecx:EcHS_A0472
ko:K07473	ecx:EcHS_A0254
ko:K11737	ecx:EcHS_A4458
ko:K07470	ecx:EcHS_A2147
ko:K08317	ecx:EcHS_A0651
ko:K13381	ecx:EcHS_A3533
ko:K01491	ecx:EcHS_A0603
ko:K06889	ecx:EcHS_A1443
ko:K03078	ecx:EcHS_A4440
ko:K12372	ecx:EcHS_A3739
ko:K13053	ecx:EcHS_A1067
ko:K04336	ecx:EcHS_A1162
ko:K01069	ecx:EcHS_A0216
ko:K05595	ecx:EcHS_A1611
ko:K05368	ecx:EcHS_A4066
ko:K07459	ecx:EcHS_A0980
ko:K12525	ecx:EcHS_A4174
ko:K12500	ecx:EcHS_A0520
ko:K07027	ecx:EcHS_A0842
ko:K02478	ecx:EcHS_A2517
ko:K01497	ecx:EcHS_A1388
ko:K03970	ecx:EcHS_A1420
ko:K02972	ecx:EcHS_A1565
ko:K02053	ecx:EcHS_A1527
ko:K02054	ecx:EcHS_A1526
ko:K02052	ecx:EcHS_A1525
ko:K02055	ecx:EcHS_A1524
ko:K06889	ecx:EcHS_A2686
ko:K01582	ecx:EcHS_A0188
ko:K02478	ecx:EcHS_A2260
ko:K13051	ecx:EcHS_A0886
ko:K13292	ecx:EcHS_A2974
ko:K12961	ecx:EcHS_A3341
ko:K12963	ecx:EcHS_A2404
ko:K12985	ecx:EcHS_A3835
ko:K13014	ecx:EcHS_A2401
ko:K10804	ecx:EcHS_A0574
ko:K05877	ecx:EcHS_A1981
ko:K01077	ecx:EcHS_A0451
ko:K01011	ecx:EcHS_A2672
ko:K01847	ecx:EcHS_A3075
ko:K00666	ecx:EcHS_A3155
ko:K04020	ecx:EcHS_A2587
ko:K00626	ecx:EcHS_A2365
ko:K11939	ecx:EcHS_A0870
ko:K09476	ecx:EcHS_A1037
ko:K11685	ecx:EcHS_A2804
ko:K12151	ecx:EcHS_A1235
ko:K00626	ecx:EcHS_A2991
ko:K04771	ecx:EcHS_A0165
ko:K07126	ecx:EcHS_A4323
ko:K00884	ecx:EcHS_A1241
ko:K02057	ecx:EcHS_A2698
ko:K01048	ecx:EcHS_A4049
ko:K01271	ecx:EcHS_A4070
ko:K00060	ecx:EcHS_A3828
ko:K00598	ecx:EcHS_A1601
ko:K01739	ecx:EcHS_A4172
ko:K00568	ecx:EcHS_A2372
ko:K03425	ecx:EcHS_A0678
ko:K02426	ecx:EcHS_A2955
ko:K11909	ecx:EcHS_A0228
ko:K11926	ecx:EcHS_A0267
ko:K11075	ecx:EcHS_A0959
ko:K01766	ecx:EcHS_A2954
ko:K01185	ecx:EcHS_A0931
ko:K11891	ecx:EcHS_A0226
ko:K11905	ecx:EcHS_A0236
ko:K11906	ecx:EcHS_A0232
ko:K06957	ecx:EcHS_A2605
ko:K00965	ecx:EcHS_A0812
ko:K11901	ecx:EcHS_A0239
ko:K11910	ecx:EcHS_A0227
ko:K10213	ecx:EcHS_A2298
ko:K03417	ecx:EcHS_A0397
ko:K11927	ecx:EcHS_A0851
ko:K12140	ecx:EcHS_A2619
ko:K12143	ecx:EcHS_A2622
ko:K11928	ecx:EcHS_A1131
ko:K03459	ecx:EcHS_A2626
ko:K11904	ecx:EcHS_A0243
ko:K03524	ecx:EcHS_A4207
ko:K11907	ecx:EcHS_A0229
ko:K08277	ecx:EcHS_A0038
ko:K11904	ecx:EcHS_A0616
ko:K11933	ecx:EcHS_A0976
ko:K11934	ecx:EcHS_A0871
ko:K03768	ecx:EcHS_A0600
ko:K04487	ecx:EcHS_A2681
ko:K11717	ecx:EcHS_A1761
ko:K11719	ecx:EcHS_A3392
ko:K11924	ecx:EcHS_A0874
ko:K11925	ecx:EcHS_A0074
ko:K11894	ecx:EcHS_A0233
ko:K11895	ecx:EcHS_A0234
ko:K08234	ecx:EcHS_A0189
ko:K00029	ecx:EcHS_A2592
ko:K11932	ecx:EcHS_A0659
ko:K01358	ecx:EcHS_A0514
ko:K01710	ecx:EcHS_A2182
ko:K01710	ecx:EcHS_A4005
ko:K03297	ecx:EcHS_A2036
ko:K11893	ecx:EcHS_A0231
ko:K10038	ecx:EcHS_A0865
ko:K07356	ecx:EcHS_A0608
ko:K07355	ecx:EcHS_A0609
ko:K00932	ecx:EcHS_A3303
ko:K07591	ecx:EcHS_A3307
ko:K11073	ecx:EcHS_A0957
ko:K02001	ecx:EcHS_A2814
ko:K02000	ecx:EcHS_A2813
ko:K01169	ecx:EcHS_A0662
ko:K03836	ecx:EcHS_A3923
ko:K00661	ecx:EcHS_A0535
ko:K16345	ecx:EcHS_A3865
ko:K00024	ecx:EcHS_A3425
ko:K00130	ecx:EcHS_A0371
ko:K03472	ecx:EcHS_A3085
ko:K00853	ecx:EcHS_A0067
ko:K11900	ecx:EcHS_A0237
ko:K00117	ecx:EcHS_A0128
ko:K05806	ecx:EcHS_A0080
ko:K01089	ecx:EcHS_A2161
ko:K02099	ecx:EcHS_A0068
ko:K05818	ecx:EcHS_A0410
ko:K05712	ecx:EcHS_A0411
ko:K01659	ecx:EcHS_A0398
ko:K01185	ecx:EcHS_A1644
ko:K12152	ecx:EcHS_A1254
ko:K07726	ecx:EcHS_A3756
ko:K07787	ecx:EcHS_A0622
ko:K02302	ecx:EcHS_A3564
ko:K07796	ecx:EcHS_A0619
ko:K03762	ecx:EcHS_A4351
ko:K02362	ecx:EcHS_A0631
ko:K03855	ecx:EcHS_A0050
ko:K01187	ecx:EcHS_A0473
ko:K08279	ecx:EcHS_A0039
ko:K11751	ecx:EcHS_A0557
ko:K08297	ecx:EcHS_A0043
ko:K00042	ecx:EcHS_A3314
ko:K11936	ecx:EcHS_A1137
ko:K11748	ecx:EcHS_A3548
ko:K10716	ecx:EcHS_A1359
ko:K07757	ecx:EcHS_A0880
ko:K10036	ecx:EcHS_A0867
ko:K10037	ecx:EcHS_A0866
ko:K08313	ecx:EcHS_A0883
ko:K07352	ecx:EcHS_A0604
ko:K07353	ecx:EcHS_A0606
ko:K07354	ecx:EcHS_A0607
ko:K04755	ecx:EcHS_A2676
ko:K03386	ecx:EcHS_A0657
ko:K01243	ecx:EcHS_A0163
ko:K01085	ecx:EcHS_A1115
ko:K03286	ecx:EcHS_A1066
ko:K11940	ecx:EcHS_A1075
ko:K07343	ecx:EcHS_A1068
ko:K00567	ecx:EcHS_A1451
ko:K08154	ecx:EcHS_A3886
ko:K03119	ecx:EcHS_A0432
ko:K01119	ecx:EcHS_A4467
ko:K04751	ecx:EcHS_A2706
ko:K00971	ecx:EcHS_A2173
ko:K05887	ecx:EcHS_A1773
ko:K11720	ecx:EcHS_A4518
ko:K07810	ecx:EcHS_A0620
ko:K08225	ecx:EcHS_A0642
ko:K00137	ecx:EcHS_A1528
ko:K05880	ecx:EcHS_A1305
ko:K03482	ecx:EcHS_A3895
ko:K08997	ecx:EcHS_A1786
ko:K07781	ecx:EcHS_A2051
ko:K06159	ecx:EcHS_A2350
ko:K11938	ecx:EcHS_A0523
ko:K01092	ecx:EcHS_A2685
ko:K02237	ecx:EcHS_A0519
ko:K05713	ecx:EcHS_A0412
ko:K02554	ecx:EcHS_A0414
ko:K00108	ecx:EcHS_A0370
ko:K05845	ecx:EcHS_A2266
ko:K05876	ecx:EcHS_A1503
ko:K08173	ecx:EcHS_A1633
ko:K00602	ecx:EcHS_A4240
ko:K03757	ecx:EcHS_A4373
ko:K08368	ecx:EcHS_A0051
ko:K07214	ecx:EcHS_A0634
ko:K00076	ecx:EcHS_A1694
ko:K11738	ecx:EcHS_A1540
ko:K07114	ecx:EcHS_A2419
ko:K05984	ecx:EcHS_A1823
ko:K11534	ecx:EcHS_A0901
ko:K05778	ecx:EcHS_A1839
ko:K01644	ecx:EcHS_A0667
ko:K01150	ecx:EcHS_A3103
ko:K01250	ecx:EcHS_A0696
ko:K11474	ecx:EcHS_A3153
ko:K01684	ecx:EcHS_A3904
ko:K01488	ecx:EcHS_A1698
ko:K01524	ecx:EcHS_A3995
ko:K08194	ecx:EcHS_A3903
ko:K05540	ecx:EcHS_A3453
ko:K07397	ecx:EcHS_A3553
ko:K07797	ecx:EcHS_A2505
ko:K00371	ecx:EcHS_A1551
ko:K00373	ecx:EcHS_A1550
ko:K00675	ecx:EcHS_A1547
ko:K07279	ecx:EcHS_A2373
ko:K04844	ecx:EcHS_A1431
ko:K00146	ecx:EcHS_A1472
ko:K10124	ecx:EcHS_A3934
ko:K07172	ecx:EcHS_A2927
ko:K10709	ecx:EcHS_A3568
ko:K13890	ecx:EcHS_A0889
ko:K06887	ecx:EcHS_A3641
ko:K09925	ecx:EcHS_A3931
ko:K13892	ecx:EcHS_A0887
ko:K00652	ecx:EcHS_A3158
ko:K05685	ecx:EcHS_A0983
ko:K13889	ecx:EcHS_A0888
ko:K13637	ecx:EcHS_A4550
ko:K12940	ecx:EcHS_A1454
ko:K12943	ecx:EcHS_A3025
ko:K03321	ecx:EcHS_A1311
ko:K13256	ecx:EcHS_A4270
ko:K13038	ecx:EcHS_A3848
ko:K13255	ecx:EcHS_A4600
ko:K02462	ecx:EcHS_A3528
ko:K06879	ecx:EcHS_A2938
ko:K01582	ecx:EcHS_A4372
ko:K07357	ecx:EcHS_A4538
ko:K13283	ecx:EcHS_A4145
ko:K13378	ecx:EcHS_A2435
ko:K00297	ecx:EcHS_A4175
ko:K13243	ecx:EcHS_A1574
ko:K13244	ecx:EcHS_A0375
ko:K11208	ecx:EcHS_A1541
ko:K01424	ecx:EcHS_A3117
ko:K12972	ecx:EcHS_A1151
ko:K12957	ecx:EcHS_A4525
ko:K07246	ecx:EcHS_A1888
ko:K13788	ecx:EcHS_A2447
ko:K13480	ecx:EcHS_A3028
ko:K07480	ecx:EcHS_A1163
ko:K07480	ecx:EcHS_A0739
ko:K07480	ecx:EcHS_A2701
ko:K05939	ecx:EcHS_A2983
ko:K05817	ecx:EcHS_A2689
ko:K02058	ecx:EcHS_A0386
ko:K02056	ecx:EcHS_A0387
ko:K02468	ecx:EcHS_A2843
ko:K01176	ecx:EcHS_A3774
ko:K06909	ecx:EcHS_A0309
ko:K10711	ecx:EcHS_A3570
ko:K02057	ecx:EcHS_A0388
ko:K02057	ecx:EcHS_A0389
ko:K12368	ecx:EcHS_A3744
ko:K12339	ecx:EcHS_A2557
ko:K12371	ecx:EcHS_A3740
ko:K02173	ecx:EcHS_A3086
ko:K08318	ecx:EcHS_A4104
ko:K03487	ecx:EcHS_A2850
ko:K09612	ecx:EcHS_A2891
ko:K16371	ecx:EcHS_A3322
ko:K07348	ecx:EcHS_A4544
ko:K08325	ecx:EcHS_A3188
ko:K08138	ecx:EcHS_A4271
ko:K01002	ecx:EcHS_A4591
ko:K05819	ecx:EcHS_A0417
ko:K00557	ecx:EcHS_A4199
ko:K12678	ecx:EcHS_A0374
ko:K12528	ecx:EcHS_A3041
ko:K12529	ecx:EcHS_A3040
ko:K15548	ecx:EcHS_A3430
ko:K01708	ecx:EcHS_A3318
ko:K07232	ecx:EcHS_A1326
ko:K12573	ecx:EcHS_A4422
ko:K03817	ecx:EcHS_A1508
ko:K03468	ecx:EcHS_A3429
ko:K07314	ecx:EcHS_A2872
ko:K15831	ecx:EcHS_A2856
ko:K00529	ecx:EcHS_A2694
ko:K13629	ecx:EcHS_A2502
ko:K14057	ecx:EcHS_A1455
ko:K14062	ecx:EcHS_A1463
ko:K14063	ecx:EcHS_A1471
ko:K14064	ecx:EcHS_A1992
ko:K14061	ecx:EcHS_A1462
ko:K14056	ecx:EcHS_A1414
ko:K14055	ecx:EcHS_A1449
ko:K13650	ecx:EcHS_A0861
ko:K13735	ecx:EcHS_A0351
ko:K02852	ecx:EcHS_A4012
ko:K12369	ecx:EcHS_A3742
ko:K12582	ecx:EcHS_A4010
ko:K07344	ecx:EcHS_A2646
ko:K07733	ecx:EcHS_A2652
ko:K03272	ecx:EcHS_A3229
ko:K14054	ecx:EcHS_A1442
ko:K14065	ecx:EcHS_A4154
ko:K01782	ecx:EcHS_A2492
ko:K01825	ecx:EcHS_A4069
ko:K14058	ecx:EcHS_A1461
ko:K14060	ecx:EcHS_A1635
ko:K14052	ecx:EcHS_A1411
ko:K14053	ecx:EcHS_A1434
ko:K14051	ecx:EcHS_A1398
ko:K06211	ecx:EcHS_A4625
ko:K13628	ecx:EcHS_A2679
ko:K07483	ecx:EcHS_A3759
ko:K07749	ecx:EcHS_A2511
ko:K12700	ecx:EcHS_A0032
ko:K00455	ecx:EcHS_A4582
ko:K00215	ecx:EcHS_A0033
ko:K02068	ecx:EcHS_A0569
ko:K08137	ecx:EcHS_A3101
ko:K02062	ecx:EcHS_A0070
ko:K04691	ecx:EcHS_A3424
ko:K06156	ecx:EcHS_A3635
ko:K03490	ecx:EcHS_A1817
ko:K06956	ecx:EcHS_A1810
ko:K09806	ecx:EcHS_A3220
ko:K02069	ecx:EcHS_A0570
ko:K12524	ecx:EcHS_A0003
ko:K02004	ecx:EcHS_A0575
ko:K03328	ecx:EcHS_A2184
ko:K16693	ecx:EcHS_A4009
ko:K07038	ecx:EcHS_A0602
ko:K07038	ecx:EcHS_A1809
ko:K08326	ecx:EcHS_A2522
ko:K01297	ecx:EcHS_A1296
ko:K01087	ecx:EcHS_A1994
ko:K01176	ecx:EcHS_A2027
ko:K01991	ecx:EcHS_A2193
ko:K02057	ecx:EcHS_A4484
ko:K06075	ecx:EcHS_A1718
ko:K13069	ecx:EcHS_A1880
ko:K02477	ecx:EcHS_A2259
ko:K04028	ecx:EcHS_A2585
ko:K04027	ecx:EcHS_A2586
ko:K04030	ecx:EcHS_A2589
ko:K01487	ecx:EcHS_A3043
ko:K04072	ecx:EcHS_A1350
ko:K00281	ecx:EcHS_A3062
ko:K02485	ecx:EcHS_A1343
ko:K01058	ecx:EcHS_A4045
ko:K06895	ecx:EcHS_A3081
ko:K03446	ecx:EcHS_A2822
ko:K07351	ecx:EcHS_A4541
ko:K08092	ecx:EcHS_A3779
ko:K08970	ecx:EcHS_A2242
ko:K01147	ecx:EcHS_A1399
ko:K07245	ecx:EcHS_A1931
ko:K02255	ecx:EcHS_A1998
ko:K08177	ecx:EcHS_A3748
ko:K03838	ecx:EcHS_A3304
ko:K00854	ecx:EcHS_A3767
ko:K12527	ecx:EcHS_A3038
ko:K07346	ecx:EcHS_A4542
ko:K06518	ecx:EcHS_A2275
ko:K09994	ecx:EcHS_A4334
ko:K07274	ecx:EcHS_A1867
ko:K02847	ecx:EcHS_A3833
ko:K03275	ecx:EcHS_A3838
ko:K08305	ecx:EcHS_A2837
ko:K01791	ecx:EcHS_A4003
ko:K07358	ecx:EcHS_A4539
ko:K02850	ecx:EcHS_A3836
ko:K07357	ecx:EcHS_A0366
ko:K07349	ecx:EcHS_A4545
ko:K01826	ecx:EcHS_A4581
ko:K05921	ecx:EcHS_A4584
ko:K00344	ecx:EcHS_A4291
ko:K00276	ecx:EcHS_A1473
ko:K06006	ecx:EcHS_A4144
ko:K12660	ecx:EcHS_A2387
ko:K12661	ecx:EcHS_A2389
ko:K05812	ecx:EcHS_A2740
ko:K00996	ecx:EcHS_A2190
ko:K00879	ecx:EcHS_A2947
ko:K11720	ecx:EcHS_A3159
ko:K03971	ecx:EcHS_A1422
ko:K12941	ecx:EcHS_A1453
ko:K12942	ecx:EcHS_A1452
ko:K12945	ecx:EcHS_A2596
ko:K13979	ecx:EcHS_A0390
ko:K02027	ecx:EcHS_A1425
ko:K01838	ecx:EcHS_A1432
ko:K00138	ecx:EcHS_A3793
ko:K07471	ecx:EcHS_A3201
ko:K07483	ecx:EcHS_A0142
ko:K13631	ecx:EcHS_A4304
ko:K06887	ecx:EcHS_A0224
ko:K06867	ecx:EcHS_A0379
ko:K03782	ecx:EcHS_A4176
ko:K13638	ecx:EcHS_A3486
ko:K13641	ecx:EcHS_A4254
ko:K01792	ecx:EcHS_A1865
ko:K10778	ecx:EcHS_A2352
ko:K13479	ecx:EcHS_A3027
ko:K13643	ecx:EcHS_A2682
ko:K13634	ecx:EcHS_A1384
ko:K01070	ecx:EcHS_A2288
ko:K13694	ecx:EcHS_A2313
ko:K13821	ecx:EcHS_A1129
ko:K01051	ecx:EcHS_A0826
ko:K14218	ecx:EcHS_A4679
ko:K14218	ecx:EcHS_A4680
ko:K07248	ecx:EcHS_A1498
ko:K13938	ecx:EcHS_A1681
ko:K13953	ecx:EcHS_A1563
ko:K13954	ecx:EcHS_A3794
ko:K02058	ecx:EcHS_A4481
ko:K02056	ecx:EcHS_A4482
ko:K13918	ecx:EcHS_A2932
ko:K02057	ecx:EcHS_A4483
ko:K07186	ecx:EcHS_A4622
ko:K07483	ecx:EcHS_A2121
ko:K13695	ecx:EcHS_A1788
ko:K02081	ecx:EcHS_A3321
ko:K13497	ecx:EcHS_A1372
ko:K13896	ecx:EcHS_A2318
ko:K13639	ecx:EcHS_A4305
ko:K13891	ecx:EcHS_A0890
ko:K13893	ecx:EcHS_A2315
ko:K02058	ecx:EcHS_A2700
ko:K13894	ecx:EcHS_A2316
ko:K00121	ecx:EcHS_A0421
ko:K10710	ecx:EcHS_A3569
ko:K02056	ecx:EcHS_A2699
ko:K14228	ecx:EcHS_A4701
ko:K07484	ecx:EcHS_A2123
ko:K02477	ecx:EcHS_A2518
ko:K14220	ecx:EcHS_A4673
ko:K14220	ecx:EcHS_A4675
ko:K14220	ecx:EcHS_A4674
ko:K14220	ecx:EcHS_A4676
ko:K14238	ecx:EcHS_A4706
ko:K14237	ecx:EcHS_A4656
ko:K14237	ecx:EcHS_A4683
ko:K14237	ecx:EcHS_A4682
ko:K14237	ecx:EcHS_A4658
ko:K14237	ecx:EcHS_A4681
ko:K05847	ecx:EcHS_A2264
ko:K14232	ecx:EcHS_A4705
ko:K01983	ecx:EcHS_A4735
ko:K14221	ecx:EcHS_A4643
ko:K14221	ecx:EcHS_A4708
ko:K14221	ecx:EcHS_A4644
ko:K14219	ecx:EcHS_A4647
ko:K14229	ecx:EcHS_A4655
ko:K14229	ecx:EcHS_A4660
ko:K14229	ecx:EcHS_A4684
ko:K14229	ecx:EcHS_A4657
ko:K14229	ecx:EcHS_A4661
ko:K14229	ecx:EcHS_A4659
ko:K14228	ecx:EcHS_A4726
ko:K14233	ecx:EcHS_A4692
ko:K14228	ecx:EcHS_A4653
ko:K01070	ecx:EcHS_A0420
ko:K13498	ecx:EcHS_A1371
ko:K08281	ecx:EcHS_A1852
ko:K13635	ecx:EcHS_A2110
ko:K13636	ecx:EcHS_A2501
ko:K07483	ecx:EcHS_A1146
ko:K13574	ecx:EcHS_A0856
ko:K07786	ecx:EcHS_A2504
ko:K13651	ecx:EcHS_A3200
ko:K13654	ecx:EcHS_A1536
ko:K13655	ecx:EcHS_A3199
ko:K13771	ecx:EcHS_A4421
ko:K03292	ecx:EcHS_A3868
ko:K07484	ecx:EcHS_A2122
ko:K01934	ecx:EcHS_A3070
ko:K00941	ecx:EcHS_A2239
ko:K03605	ecx:EcHS_A1083
ko:K01977	ecx:EcHS_A4763
ko:K01977	ecx:EcHS_A4789
ko:K01977	ecx:EcHS_A4793
ko:K01977	ecx:EcHS_A4732
ko:K01977	ecx:EcHS_A4785
ko:K01977	ecx:EcHS_A4805
ko:K01977	ecx:EcHS_A4800
ko:K07250	ecx:EcHS_A2797
ko:K14187	ecx:EcHS_A2757
ko:K03077	ecx:EcHS_A0065
ko:K14233	ecx:EcHS_A4672
ko:K01990	ecx:EcHS_A0848
ko:K14347	ecx:EcHS_A2544
ko:K14392	ecx:EcHS_A3450
ko:K14233	ecx:EcHS_A4663
ko:K14228	ecx:EcHS_A4712
ko:K14228	ecx:EcHS_A4727
ko:K14228	ecx:EcHS_A4729
ko:K14228	ecx:EcHS_A4728
ko:K14236	ecx:EcHS_A4665
ko:K14236	ecx:EcHS_A4666
ko:K14236	ecx:EcHS_A4718
ko:K14260	ecx:EcHS_A2439
ko:K19162	ecx:EcHS_A0537
ko:K21901	ecx:EcHS_A3709
ko:K07771	ecx:EcHS_A4353
ko:K07791	ecx:EcHS_A4379
ko:K14232	ecx:EcHS_A4677
ko:K21907	ecx:EcHS_A3714
ko:K05499	ecx:EcHS_A4166
ko:K14234	ecx:EcHS_A4720
ko:K14234	ecx:EcHS_A4702
ko:K14224	ecx:EcHS_A4686
ko:K14224	ecx:EcHS_A4716
ko:K14224	ecx:EcHS_A4707
ko:K14224	ecx:EcHS_A4721
ko:K14223	ecx:EcHS_A4648
ko:K14223	ecx:EcHS_A4649
ko:K14228	ecx:EcHS_A4669
ko:K14233	ecx:EcHS_A4662
ko:K14233	ecx:EcHS_A4664
ko:K09935	ecx:EcHS_A0854
ko:K14218	ecx:EcHS_A4642
ko:K14218	ecx:EcHS_A4715
ko:K14218	ecx:EcHS_A4703
ko:K14348	ecx:EcHS_A3816
ko:K14230	ecx:EcHS_A4650
ko:K14230	ecx:EcHS_A4654
ko:K21908	ecx:EcHS_A3713
ko:K14219	ecx:EcHS_A4710
ko:K14225	ecx:EcHS_A4719
ko:K14393	ecx:EcHS_A4311
ko:K14155	ecx:EcHS_A1697
ko:K14223	ecx:EcHS_A4651
ko:K14223	ecx:EcHS_A4652
ko:K14230	ecx:EcHS_A4687
ko:K14230	ecx:EcHS_A4699
ko:K14287	ecx:EcHS_A0652
ko:K15034	ecx:EcHS_A0194
ko:K14415	ecx:EcHS_A3618
ko:K07491	ecx:EcHS_A2032
ko:K03293	ecx:EcHS_A4014
ko:K01985	ecx:EcHS_A4783
ko:K01985	ecx:EcHS_A4791
ko:K01985	ecx:EcHS_A4807
ko:K01985	ecx:EcHS_A4734
ko:K01985	ecx:EcHS_A4802
ko:K01985	ecx:EcHS_A4761
ko:K01985	ecx:EcHS_A4795
ko:K01985	ecx:EcHS_A4782
ko:K14414	ecx:EcHS_A3619
ko:K14744	ecx:EcHS_A0305
ko:K14235	ecx:EcHS_A4709
ko:K14234	ecx:EcHS_A4717
ko:K14234	ecx:EcHS_A4645
ko:K15396	ecx:EcHS_A2684
ko:K14231	ecx:EcHS_A4698
ko:K14231	ecx:EcHS_A4722
ko:K14441	ecx:EcHS_A0895
