ko:K19744	paev:N297_3988
ko:K02860	paev:N297_3868
ko:K02959	paev:N297_3869
ko:K03106	paev:N297_3870
ko:K08289	paev:N297_3875
ko:K06938	paev:N297_3876
ko:K03710	paev:N297_3881
ko:K01443	paev:N297_3882
ko:K00820	paev:N297_3883
ko:K11189	paev:N297_3884
ko:K02803	paev:N297_3885
ko:K02804	paev:N297_3885
ko:K01952	paev:N297_3887
ko:K09965	paev:N297_3889
ko:K01951	paev:N297_3893
ko:K00088	paev:N297_3894
ko:K00612	paev:N297_5178
ko:K02848	paev:N297_5182
ko:K02844	paev:N297_5183
ko:K02841	paev:N297_5184
ko:K02843	paev:N297_5185
ko:K00826	paev:N297_5186
ko:K00982	paev:N297_5187
ko:K00163	paev:N297_5188
ko:K00627	paev:N297_5189
ko:K07304	paev:N297_5191
ko:K07115	paev:N297_5192
ko:K11105	paev:N297_5194
ko:K05802	paev:N297_5195
ko:K07090	paev:N297_5197
ko:K01740	paev:N297_5198
ko:K08224	paev:N297_5203
ko:K01599	paev:N297_5207
ko:K00266	paev:N297_5208
ko:K00265	paev:N297_5209
ko:K03112	paev:N297_5210
ko:K01735	paev:N297_5211
ko:K00891	paev:N297_5212
ko:K02666	paev:N297_5213
ko:K02665	paev:N297_5214
ko:K02662	paev:N297_5217
ko:K05366	paev:N297_5218
ko:K00029	paev:N297_5219
ko:K02909	paev:N297_5222
ko:K04066	paev:N297_5223
ko:K01887	paev:N297_5224
ko:K01419	paev:N297_5226
ko:K03667	paev:N297_5227
ko:K03821	paev:N297_5229
ko:K03821	paev:N297_5231
ko:K03183	paev:N297_5236
ko:K03690	paev:N297_5237
ko:K03688	paev:N297_5238
ko:K01496	paev:N297_5239
ko:K01523	paev:N297_5240
ko:K03116	paev:N297_5241
ko:K03117	paev:N297_5242
ko:K03118	paev:N297_5243
ko:K03406	paev:N297_5245
ko:K02028	paev:N297_5247
ko:K02029	paev:N297_5248
ko:K02030	paev:N297_5249
ko:K03669	paev:N297_5250
ko:K03670	paev:N297_5251
ko:K07560	paev:N297_5252
ko:K01259	paev:N297_5253
ko:K10001	paev:N297_5255
ko:K00285	paev:N297_5257
ko:K07126	paev:N297_5260
ko:K01479	paev:N297_5264
ko:K01468	paev:N297_5265
ko:K01745	paev:N297_5266
ko:K02000	paev:N297_5267
ko:K02001	paev:N297_5268
ko:K02002	paev:N297_5269
ko:K01745	paev:N297_5271
ko:K07127	paev:N297_1560
ko:K06901	paev:N297_1561
ko:K01487	paev:N297_1563
ko:K07402	paev:N297_1564
ko:K13482	paev:N297_1565
ko:K13481	paev:N297_1566
ko:K00496	paev:N297_1567
ko:K03529	paev:N297_1569
ko:K03528	paev:N297_1570
ko:K01972	paev:N297_1571
ko:K02343	paev:N297_1574
ko:K09747	paev:N297_1575
ko:K06187	paev:N297_1576
ko:K09925	paev:N297_1578
ko:K11742	paev:N297_1581
ko:K11743	paev:N297_1583
ko:K01915	paev:N297_1610
ko:K09974	paev:N297_1617
ko:K09913	paev:N297_1618
ko:K09922	paev:N297_1621
ko:K06940	paev:N297_1623
ko:K01647	paev:N297_1625
ko:K00241	paev:N297_1626
ko:K00242	paev:N297_1627
ko:K00239	paev:N297_1628
ko:K00240	paev:N297_1629
ko:K00164	paev:N297_1630
ko:K00658	paev:N297_1631
ko:K00382	paev:N297_1632
ko:K01008	paev:N297_1687
ko:K06917	paev:N297_1689
ko:K03406	paev:N297_1693
ko:K01903	paev:N297_1633
ko:K01902	paev:N297_1634
ko:K03311	paev:N297_1635
ko:K04079	paev:N297_1641
ko:K00606	paev:N297_1643
ko:K18029	paev:N297_1647
ko:K02014	paev:N297_1658
ko:K00057	paev:N297_1659
ko:K08296	paev:N297_1661
ko:K03449	paev:N297_1671
ko:K00407	paev:N297_1595
ko:K00405	paev:N297_1596
ko:K00404	paev:N297_1597
ko:K00406	paev:N297_1598
ko:K00407	paev:N297_1599
ko:K00405	paev:N297_1600
ko:K00404	paev:N297_1601
ko:K07020	paev:N297_1602
ko:K03776	paev:N297_1605
ko:K01681	paev:N297_1606
ko:K06968	paev:N297_1607
ko:K04085	paev:N297_1608
ko:K05782	paev:N297_1697
ko:K00799	paev:N297_1701
ko:K11910	paev:N297_1702
ko:K11901	paev:N297_1703
ko:K11900	paev:N297_1704
ko:K11905	paev:N297_1705
ko:K11896	paev:N297_1706
ko:K11895	paev:N297_1707
ko:K11907	paev:N297_1708
ko:K11906	paev:N297_1712
ko:K11893	paev:N297_1713
ko:K11892	paev:N297_1714
ko:K11891	paev:N297_1715
ko:K11915	paev:N297_1716
ko:K03453	paev:N297_1696
ko:K00074	paev:N297_1673
ko:K06446	paev:N297_1676
ko:K01545	paev:N297_1677
ko:K01546	paev:N297_1678
ko:K01547	paev:N297_1679
ko:K01548	paev:N297_1680
ko:K07646	paev:N297_1681
ko:K07667	paev:N297_1682
ko:K01425	paev:N297_1683
ko:K07001	paev:N297_1685
ko:K03406	paev:N297_1653
ko:K00647	paev:N297_1654
ko:K01716	paev:N297_1655
ko:K07044	paev:N297_1584
ko:K00759	paev:N297_1585
ko:K20258	paev:N297_2646
ko:K22589	paev:N297_2764
ko:K00100	paev:N297_1186
ko:K04057	paev:N297_1742
ko:K00114	paev:N297_2045
ko:K18473	paev:N297_5351
ko:K16234	paev:N297_5270
ko:K11904	paev:N297_97
ko:K11904	paev:N297_1553
ko:K11904	paev:N297_5446
ko:K11914	paev:N297_1709
ko:K11894	paev:N297_1711
ko:K07645	paev:N297_4942
ko:K11904	paev:N297_2446
ko:K11916	paev:N297_1717
ko:K18459	paev:N297_294
ko:K11904	paev:N297_3609
ko:K18480	paev:N297_3326
ko:K11912	paev:N297_80
ko:K11913	paev:N297_87
ko:K11904	paev:N297_101
ko:K11904	paev:N297_268
ko:K11904	paev:N297_2767
ko:K11904	paev:N297_3410
ko:K11904	paev:N297_5263
ko:K14230	paev:N297_589
ko:K14218	paev:N297_4419
ko:K14218	paev:N297_685
ko:K14218	paev:N297_4851
ko:K14218	paev:N297_5552
ko:K01980	paev:N297_686
ko:K01980	paev:N297_4850
ko:K01980	paev:N297_5551
ko:K01980	paev:N297_4418
ko:K14233	paev:N297_934
ko:K14233	paev:N297_2683
ko:K14233	paev:N297_2955
ko:K14226	paev:N297_1846
ko:K14226	paev:N297_1848
ko:K14228	paev:N297_1847
ko:K14228	paev:N297_3950
ko:K14228	paev:N297_4912
ko:K14222	paev:N297_2659
ko:K14232	paev:N297_3138
ko:K14232	paev:N297_4689
ko:K14234	paev:N297_4411
ko:K14223	paev:N297_4825
ko:K19291	paev:N297_3665
ko:K19296	paev:N297_3673
ko:K14219	paev:N297_270
ko:K14229	paev:N297_1011
ko:K14229	paev:N297_4688
ko:K14228	paev:N297_5108
ko:K14228	paev:N297_5109
ko:K14218	paev:N297_3244
ko:K14218	paev:N297_3246
ko:K14225	paev:N297_2662
ko:K14225	paev:N297_2920
ko:K14225	paev:N297_2919
ko:K14219	paev:N297_935
ko:K14219	paev:N297_936
ko:K14219	paev:N297_1845
ko:K14219	paev:N297_4732
ko:K14230	paev:N297_954
ko:K14230	paev:N297_4911
ko:K14230	paev:N297_4830
ko:K02664	paev:N297_5215
ko:K01977	paev:N297_683
ko:K01977	paev:N297_4421
ko:K01977	paev:N297_5554
ko:K01977	paev:N297_4853
ko:K14227	paev:N297_4420
ko:K14227	paev:N297_684
ko:K14227	paev:N297_5553
ko:K14227	paev:N297_4852
ko:K01985	paev:N297_687
ko:K01985	paev:N297_5550
ko:K01985	paev:N297_4849
ko:K01985	paev:N297_4417
ko:K14225	paev:N297_752
ko:K14221	paev:N297_1859
ko:K14221	paev:N297_3202
ko:K14221	paev:N297_3377
ko:K14221	paev:N297_3201
ko:K14232	paev:N297_2820
ko:K14237	paev:N297_2874
ko:K14237	paev:N297_3203
ko:K14237	paev:N297_3378
ko:K14224	paev:N297_2921
ko:K14224	paev:N297_3245
ko:K14224	paev:N297_3243
ko:K14220	paev:N297_3253
ko:K14220	paev:N297_4690
ko:K14235	paev:N297_4409
ko:K14225	paev:N297_4412
ko:K07794	paev:N297_778
ko:K13053	paev:N297_3114
ko:K02663	paev:N297_5216
ko:K09983	paev:N297_61
ko:K07341	paev:N297_59
ko:K01953	paev:N297_55
ko:K07559	paev:N297_60
ko:K18131	paev:N297_435
ko:K00249	paev:N297_1225
ko:K18691	paev:N297_3888
ko:K21645	paev:N297_5614
ko:K09690	paev:N297_2759
ko:K12994	paev:N297_5636
ko:K09690	paev:N297_5639
ko:K18800	paev:N297_5399
ko:K18893	paev:N297_3340
ko:K20862	paev:N297_5461
ko:K04056	paev:N297_1743
ko:K09892	paev:N297_5404
ko:K18954	paev:N297_255
ko:K08151	paev:N297_1171
ko:K03646	paev:N297_1005
ko:K13060	paev:N297_1473
ko:K03496	paev:N297_1503
ko:K07483	paev:N297_1013
ko:K18850	paev:N297_2710
ko:K04343	paev:N297_1916
ko:K11811	paev:N297_2353
ko:K04053	paev:N297_1769
ko:K04054	paev:N297_1771
ko:K01856	paev:N297_2580
ko:K05599	paev:N297_2583
ko:K09691	paev:N297_1427
ko:K18930	paev:N297_4937
ko:K01971	paev:N297_2205
ko:K17850	paev:N297_4241
ko:K03497	paev:N297_5750
ko:K03496	paev:N297_5751
ko:K03496	paev:N297_5201
ko:K18973	paev:N297_5702
ko:K07665	paev:N297_2909
ko:K07497	paev:N297_1019
ko:K19055	paev:N297_1898
ko:K03761	paev:N297_5718
ko:K03976	paev:N297_3704
ko:K18000	paev:N297_1029
ko:K18001	paev:N297_1030
ko:K18002	paev:N297_1031
ko:K18003	paev:N297_1032
ko:K18304	paev:N297_1472
ko:K00042	paev:N297_1542
ko:K18073	paev:N297_1853
ko:K03892	paev:N297_2350
ko:K11917	paev:N297_2433
ko:K02661	paev:N297_423
ko:K12545	paev:N297_3528
ko:K07050	paev:N297_2171
ko:K00130	paev:N297_5558
ko:K07215	paev:N297_691
ko:K12987	paev:N297_726
ko:K14742	paev:N297_3809
ko:K03526	paev:N297_3928
ko:K08642	paev:N297_1930
ko:K01800	paev:N297_2070
ko:K10814	paev:N297_2266
ko:K16635	paev:N297_3967
ko:K18308	paev:N297_4340
ko:K12241	paev:N297_4356
ko:K12240	paev:N297_4357
ko:K08085	paev:N297_4700
ko:K02675	paev:N297_4705
ko:K00557	paev:N297_4883
ko:K05799	paev:N297_4934
ko:K06599	paev:N297_427
ko:K04059	paev:N297_1748
ko:K04060	paev:N297_1749
ko:K04049	paev:N297_1762
ko:K04051	paev:N297_1767
ko:K04052	paev:N297_1768
ko:K01800	paev:N297_2544
ko:K00335	paev:N297_2721
ko:K00336	paev:N297_2722
ko:K00433	paev:N297_2799
ko:K00632	paev:N297_3119
ko:K18099	paev:N297_3600
ko:K18991	paev:N297_577
ko:K09472	paev:N297_225
ko:K07497	paev:N297_1020
ko:K18305	paev:N297_4337
ko:K12238	paev:N297_4360
ko:K06600	paev:N297_428
ko:K18004	paev:N297_4322
ko:K19048	paev:N297_2812
ko:K18130	paev:N297_3844
ko:K18072	paev:N297_1852
ko:K12993	paev:N297_5637
ko:K19000	paev:N297_972
ko:K11020	paev:N297_1188
ko:K00249	paev:N297_2623
ko:K02030	paev:N297_5311
ko:K00148	paev:N297_5607
ko:K07326	paev:N297_2534
ko:K11383	paev:N297_5672
ko:K06893	paev:N297_1872
ko:K00020	paev:N297_3693
ko:K03458	paev:N297_1549
ko:K12988	paev:N297_5173
ko:K00108	paev:N297_5557
ko:K12979	paev:N297_968
ko:K07326	paev:N297_41
ko:K05913	paev:N297_4225
ko:K12239	paev:N297_4358
ko:K09017	paev:N297_447
ko:K00091	paev:N297_4784
ko:K12976	paev:N297_4816
ko:K01802	paev:N297_719
ko:K03293	paev:N297_816
ko:K00249	paev:N297_907
ko:K03668	paev:N297_957
ko:K06858	paev:N297_4174
ko:K06867	paev:N297_2569
ko:K00020	paev:N297_3431
ko:K06992	paev:N297_2015
ko:K16291	paev:N297_2956
ko:K01239	paev:N297_149
ko:K04050	paev:N297_1765
ko:K11918	paev:N297_2438
ko:K11919	paev:N297_2442
ko:K00344	paev:N297_2761
ko:K01046	paev:N297_2964
ko:K00632	paev:N297_3044
ko:K01505	paev:N297_3196
ko:K00632	paev:N297_3577
ko:K01802	paev:N297_3841
ko:K07749	paev:N297_3856
ko:K06893	paev:N297_3451
ko:K05799	paev:N297_126
ko:K09017	paev:N297_1546
ko:K00249	paev:N297_1577
ko:K09017	paev:N297_172
ko:K17940	paev:N297_2666
ko:K00108	paev:N297_3834
ko:K07346	paev:N297_4215
ko:K01271	paev:N297_4644
ko:K01710	paev:N297_5338
ko:K06992	paev:N297_1810
ko:K00525	paev:N297_5685
ko:K22468	paev:N297_2500
ko:K00249	paev:N297_5167
ko:K00248	paev:N297_5193
ko:K02030	paev:N297_5310
ko:K00344	paev:N297_5413
ko:K01139	paev:N297_5518
ko:K01406	paev:N297_1288
ko:K12979	paev:N297_4658
ko:K19168	paev:N297_787
ko:K00146	paev:N297_4203
ko:K06884	paev:N297_2215
ko:K07216	paev:N297_1719
ko:K19221	paev:N297_1312
ko:K12349	paev:N297_872
ko:K19246	paev:N297_1207
ko:K19344	paev:N297_529
ko:K01066	paev:N297_5568
ko:K19290	paev:N297_3664
ko:K01992	paev:N297_3520
ko:K01992	paev:N297_5409
ko:K04771	paev:N297_792
ko:K19293	paev:N297_3669
ko:K19294	paev:N297_3671
ko:K19295	paev:N297_3672
ko:K19302	paev:N297_4140
ko:K07497	paev:N297_3256
ko:K19342	paev:N297_3516
ko:K19345	paev:N297_528
ko:K19353	paev:N297_4663
ko:K00249	paev:N297_4580
ko:K01795	paev:N297_3668
ko:K19337	paev:N297_5625
ko:K19337	paev:N297_3295
ko:K06867	paev:N297_3404
ko:K19300	paev:N297_4251
ko:K19339	paev:N297_3511
ko:K19416	paev:N297_2684
ko:K19340	paev:N297_3514
ko:K19341	paev:N297_3515
ko:K06867	paev:N297_4764
ko:K19292	paev:N297_3666
ko:K03722	paev:N297_1081
ko:K19577	paev:N297_4497
ko:K18567	paev:N297_2157
ko:K18567	paev:N297_3420
ko:K11690	paev:N297_5346
ko:K21699	paev:N297_139
ko:K07486	paev:N297_2392
ko:K07486	paev:N297_2772
ko:K07486	paev:N297_3556
ko:K07486	paev:N297_4122
ko:K07486	paev:N297_455
ko:K07486	paev:N297_4963
ko:K19610	paev:N297_961
ko:K19609	paev:N297_962
ko:K06884	paev:N297_2262
ko:K19610	paev:N297_2768
ko:K19611	paev:N297_2770
ko:K07487	paev:N297_711
ko:K07487	paev:N297_1409
ko:K02483	paev:N297_4232
ko:K18148	paev:N297_5659
ko:K10024	paev:N297_917
ko:K03446	paev:N297_1274
ko:K00799	paev:N297_4546
ko:K20261	paev:N297_1962
ko:K20257	paev:N297_1033
ko:K19594	paev:N297_3645
ko:K19713	paev:N297_2552
ko:K07165	paev:N297_2115
ko:K19713	paev:N297_4721
ko:K00992	paev:N297_612
ko:K19711	paev:N297_768
ko:K19696	paev:N297_3110
ko:K18300	paev:N297_2566
ko:K07666	paev:N297_4941
ko:K08305	paev:N297_4121
ko:K01003	paev:N297_5042
ko:K20260	paev:N297_1959
ko:K20260	paev:N297_4343
ko:K19784	paev:N297_1242
ko:K00799	paev:N297_2913
ko:K06131	paev:N297_2225
ko:K06132	paev:N297_5490
ko:K00995	paev:N297_2663
ko:K07147	paev:N297_4855
ko:K07119	paev:N297_1694
ko:K13877	paev:N297_1292
ko:K07119	paev:N297_2270
ko:K15777	paev:N297_2941
ko:K17722	paev:N297_451
ko:K13775	paev:N297_2995
ko:K07497	paev:N297_263
ko:K19803	paev:N297_5372
ko:K20260	paev:N297_1960
ko:K21636	paev:N297_1982
ko:K09471	paev:N297_5489
ko:K09796	paev:N297_3910
ko:K20971	paev:N297_4104
ko:K11915	paev:N297_81
ko:K20444	paev:N297_1128
ko:K20265	paev:N297_4971
ko:K20276	paev:N297_1933
ko:K20277	paev:N297_3480
ko:K20262	paev:N297_1965
ko:K13061	paev:N297_3599
ko:K20260	paev:N297_4342
ko:K20261	paev:N297_4345
ko:K20262	paev:N297_4348
ko:K20320	paev:N297_4242
ko:K20259	paev:N297_2645
ko:K20455	paev:N297_821
ko:K20534	paev:N297_4987
ko:K20972	paev:N297_5026
ko:K07076	paev:N297_1447
ko:K01214	paev:N297_2230
ko:K11529	paev:N297_1541
ko:K20881	paev:N297_5354
ko:K01046	paev:N297_4981
ko:K20987	paev:N297_2306
ko:K21008	paev:N297_3168
ko:K21006	paev:N297_3170
ko:K21007	paev:N297_3169
ko:K21010	paev:N297_3166
ko:K21011	paev:N297_3165
ko:K16011	paev:N297_2304
ko:K16011	paev:N297_5640
ko:K20997	paev:N297_2303
ko:K20998	paev:N297_2307
ko:K20999	paev:N297_2308
ko:K21000	paev:N297_2309
ko:K21001	paev:N297_2310
ko:K21002	paev:N297_2311
ko:K21003	paev:N297_2312
ko:K21004	paev:N297_2313
ko:K21005	paev:N297_2314
ko:K20940	paev:N297_4349
ko:K00821	paev:N297_543
ko:K21135	paev:N297_1476
ko:K21137	paev:N297_163
ko:K21061	paev:N297_1307
ko:K21021	paev:N297_1159
ko:K21019	paev:N297_4474
ko:K01768	paev:N297_3330
ko:K20973	paev:N297_2926
ko:K20974	paev:N297_1656
ko:K20975	paev:N297_2038
ko:K00840	paev:N297_923
ko:K21062	paev:N297_1293
ko:K20976	paev:N297_3464
ko:K20977	paev:N297_3465
ko:K20978	paev:N297_3466
ko:K07689	paev:N297_2665
ko:K21053	paev:N297_154
ko:K21020	paev:N297_174
ko:K21103	paev:N297_4341
ko:K13877	paev:N297_2290
ko:K21022	paev:N297_1144
ko:K21023	paev:N297_1774
ko:K21024	paev:N297_4512
ko:K21029	paev:N297_4818
ko:K21025	paev:N297_5131
ko:K21009	paev:N297_3167
ko:K08968	paev:N297_2924
ko:K21136	paev:N297_162
ko:K13609	paev:N297_1291
ko:K20968	paev:N297_1760
ko:K21133	paev:N297_1477
ko:K21134	paev:N297_164
ko:K21012	paev:N297_3164
ko:K21218	paev:N297_3649
ko:K00560	paev:N297_351
ko:K00287	paev:N297_359
ko:K06903	paev:N297_633
ko:K06907	paev:N297_637
ko:K06908	paev:N297_638
ko:K06906	paev:N297_641
ko:K06905	paev:N297_643
ko:K03791	paev:N297_644
ko:K02316	paev:N297_592
ko:K09935	paev:N297_4729
ko:K06217	paev:N297_4111
ko:K02314	paev:N297_5101
ko:K03546	paev:N297_4423
ko:K07336	paev:N297_4661
ko:K03553	paev:N297_3741
ko:K03676	paev:N297_5302
ko:K01520	paev:N297_5501
ko:K04068	paev:N297_2808
ko:K00525	paev:N297_1194
ko:K02335	paev:N297_5681
ko:K03863	paev:N297_5076
ko:K05375	paev:N297_2484
ko:K02482	paev:N297_2648
ko:K16637	paev:N297_2263
ko:K21253	paev:N297_1170
ko:K20938	paev:N297_2400
ko:K20938	paev:N297_2422
ko:K00526	paev:N297_1193
ko:K03862	paev:N297_5074
ko:K21416	paev:N297_4282
ko:K21417	paev:N297_4283
ko:K21405	paev:N297_4279
ko:K21472	paev:N297_5739
ko:K21420	paev:N297_2698
ko:K11690	paev:N297_914
ko:K21405	paev:N297_4150
ko:K22044	paev:N297_5293
ko:K01451	paev:N297_3025
ko:K21607	paev:N297_3621
ko:K01420	paev:N297_1586
ko:K01451	paev:N297_4486
ko:K21711	paev:N297_5624
ko:K10914	paev:N297_281
ko:K21563	paev:N297_539
ko:K21498	paev:N297_4831
ko:K21700	paev:N297_137
ko:K21757	paev:N297_2581
ko:K21825	paev:N297_921
ko:K21829	paev:N297_3990
ko:K21826	paev:N297_5565
ko:K21831	paev:N297_5091
ko:K21833	paev:N297_5583
ko:K21834	paev:N297_5584
ko:K21830	paev:N297_5472
ko:K21832	paev:N297_5598
ko:K21990	paev:N297_2876
ko:K05802	paev:N297_1449
ko:K03741	paev:N297_2352
ko:K01816	paev:N297_1543
ko:K22131	paev:N297_562
ko:K22132	paev:N297_1203
ko:K22067	paev:N297_1834
ko:K03595	paev:N297_797
ko:K07183	paev:N297_1833
ko:K00304	paev:N297_5603
ko:K00302	paev:N297_5604
ko:K22112	paev:N297_3481
ko:K22209	paev:N297_4170
ko:K12242	paev:N297_4361
ko:K22292	paev:N297_3283
ko:K22250	paev:N297_5230
ko:K22296	paev:N297_1648
ko:K01337	paev:N297_4307
ko:K22345	paev:N297_876
ko:K22303	paev:N297_198
ko:K02257	paev:N297_119
ko:K02257	paev:N297_1361
ko:K11391	paev:N297_4770
ko:K13566	paev:N297_3922
ko:K11206	paev:N297_4621
ko:K22491	paev:N297_4814
ko:K22452	paev:N297_2976
ko:K22468	paev:N297_147
ko:K22549	paev:N297_1304
ko:K22550	paev:N297_1306
ko:K09123	paev:N297_1298
ko:K22548	paev:N297_1294
