ko:K07497	ecr:ECIAI1_0380
ko:K08276	ecr:ECIAI1_2293
ko:K00116	ecr:ECIAI1_2294
ko:K03919	ecr:ECIAI1_2296
ko:K03734	ecr:ECIAI1_2298
ko:K09475	ecr:ECIAI1_2299
ko:K07676	ecr:ECIAI1_2300
ko:K06894	ecr:ECIAI1_2305
ko:K03561	ecr:ECIAI1_3154
ko:K00655	ecr:ECIAI1_3166
ko:K02621	ecr:ECIAI1_3168
ko:K07645	ecr:ECIAI1_3174
ko:K03923	ecr:ECIAI1_3176
ko:K02622	ecr:ECIAI1_3178
ko:K07000	ecr:ECIAI1_3179
ko:K03651	ecr:ECIAI1_3180
ko:K09920	ecr:ECIAI1_3181
ko:K07238	ecr:ECIAI1_3187
ko:K02858	ecr:ECIAI1_3189
ko:K00982	ecr:ECIAI1_3200
ko:K07184	ecr:ECIAI1_3203
ko:K06153	ecr:ECIAI1_3205
ko:K01633	ecr:ECIAI1_3206
ko:K08591	ecr:ECIAI1_3207
ko:K09760	ecr:ECIAI1_4027
ko:K03183	ecr:ECIAI1_4028
ko:K03690	ecr:ECIAI1_4029
ko:K03688	ecr:ECIAI1_4030
ko:K03116	ecr:ECIAI1_4031
ko:K03117	ecr:ECIAI1_4032
ko:K03118	ecr:ECIAI1_4033
ko:K03424	ecr:ECIAI1_4034
ko:K05785	ecr:ECIAI1_4035
ko:K03182	ecr:ECIAI1_4036
ko:K03498	ecr:ECIAI1_4042
ko:K00230	ecr:ECIAI1_4043
ko:K03753	ecr:ECIAI1_4055
ko:K03752	ecr:ECIAI1_4056
ko:K09896	ecr:ECIAI1_4057
ko:K03673	ecr:ECIAI1_4059
ko:K02335	ecr:ECIAI1_4062
ko:K03978	ecr:ECIAI1_4064
ko:K09894	ecr:ECIAI1_4065
ko:K07712	ecr:ECIAI1_4067
ko:K07708	ecr:ECIAI1_4068
ko:K01915	ecr:ECIAI1_4069
ko:K06207	ecr:ECIAI1_4071
ko:K07058	ecr:ECIAI1_4086
ko:K02344	ecr:ECIAI1_4594
ko:K03789	ecr:ECIAI1_4595
ko:K03735	ecr:ECIAI1_2498
ko:K04019	ecr:ECIAI1_2499
ko:K04023	ecr:ECIAI1_2500
ko:K04022	ecr:ECIAI1_2501
ko:K04024	ecr:ECIAI1_2502
ko:K04032	ecr:ECIAI1_2507
ko:K09902	ecr:ECIAI1_1195
ko:K09710	ecr:ECIAI1_0621
ko:K00969	ecr:ECIAI1_0623
ko:K02340	ecr:ECIAI1_0624
ko:K03643	ecr:ECIAI1_0625
ko:K01869	ecr:ECIAI1_0626
ko:K04045	ecr:ECIAI1_0634
ko:K10004	ecr:ECIAI1_0636
ko:K10002	ecr:ECIAI1_0637
ko:K10003	ecr:ECIAI1_0638
ko:K10001	ecr:ECIAI1_0639
ko:K03820	ecr:ECIAI1_0641
ko:K06189	ecr:ECIAI1_0642
ko:K07042	ecr:ECIAI1_0643
ko:K06217	ecr:ECIAI1_0644
ko:K03184	ecr:ECIAI1_0646
ko:K01953	ecr:ECIAI1_0651
ko:K02565	ecr:ECIAI1_0653
ko:K01443	ecr:ECIAI1_0655
ko:K02564	ecr:ECIAI1_0656
ko:K02802	ecr:ECIAI1_0657
ko:K02803	ecr:ECIAI1_0657
ko:K02804	ecr:ECIAI1_0657
ko:K01886	ecr:ECIAI1_0658
ko:K03839	ecr:ECIAI1_0663
ko:K04073	ecr:ECIAI1_0352
ko:K01666	ecr:ECIAI1_0353
ko:K09912	ecr:ECIAI1_0355
ko:K01698	ecr:ECIAI1_0368
ko:K01921	ecr:ECIAI1_0377
ko:K00286	ecr:ECIAI1_0386
ko:K09768	ecr:ECIAI1_0387
ko:K00891	ecr:ECIAI1_0388
ko:K09913	ecr:ECIAI1_0391
ko:K03554	ecr:ECIAI1_0393
ko:K00847	ecr:ECIAI1_0394
ko:K03546	ecr:ECIAI1_0396
ko:K03547	ecr:ECIAI1_0397
ko:K07657	ecr:ECIAI1_0398
ko:K07636	ecr:ECIAI1_0399
ko:K03311	ecr:ECIAI1_0401
ko:K07568	ecr:ECIAI1_0405
ko:K00773	ecr:ECIAI1_0406
ko:K03210	ecr:ECIAI1_0407
ko:K03072	ecr:ECIAI1_0408
ko:K03503	ecr:ECIAI1_1200
ko:K03502	ecr:ECIAI1_1201
ko:K03611	ecr:ECIAI1_1202
ko:K03314	ecr:ECIAI1_1203
ko:K03603	ecr:ECIAI1_1204
ko:K00285	ecr:ECIAI1_1206
ko:K01775	ecr:ECIAI1_1207
ko:K11105	ecr:ECIAI1_1209
ko:K08308	ecr:ECIAI1_1211
ko:K01194	ecr:ECIAI1_1216
ko:K05879	ecr:ECIAI1_1218
ko:K05878	ecr:ECIAI1_1219
ko:K06942	ecr:ECIAI1_1224
ko:K01056	ecr:ECIAI1_1225
ko:K00948	ecr:ECIAI1_1228
ko:K00919	ecr:ECIAI1_1229
ko:K02494	ecr:ECIAI1_1230
ko:K02492	ecr:ECIAI1_1231
ko:K02835	ecr:ECIAI1_1232
ko:K02493	ecr:ECIAI1_1233
ko:K01627	ecr:ECIAI1_1236
ko:K07300	ecr:ECIAI1_1238
ko:K06197	ecr:ECIAI1_1239
ko:K06039	ecr:ECIAI1_1241
ko:K07673	ecr:ECIAI1_1244
ko:K02575	ecr:ECIAI1_1246
ko:K00370	ecr:ECIAI1_1247
ko:K00371	ecr:ECIAI1_1248
ko:K00373	ecr:ECIAI1_1249
ko:K00374	ecr:ECIAI1_1250
ko:K01433	ecr:ECIAI1_1252
ko:K09858	ecr:ECIAI1_1253
ko:K07127	ecr:ECIAI1_2050
ko:K07147	ecr:ECIAI1_2051
ko:K09933	ecr:ECIAI1_2057
ko:K01241	ecr:ECIAI1_2064
ko:K00768	ecr:ECIAI1_2072
ko:K02233	ecr:ECIAI1_2073
ko:K02231	ecr:ECIAI1_2074
ko:K09802	ecr:ECIAI1_2077
ko:K07258	ecr:ECIAI1_2080
ko:K01141	ecr:ECIAI1_2081
ko:K07112	ecr:ECIAI1_2083
ko:K00765	ecr:ECIAI1_2089
ko:K00013	ecr:ECIAI1_2090
ko:K00817	ecr:ECIAI1_2091
ko:K02501	ecr:ECIAI1_2093
ko:K01814	ecr:ECIAI1_2094
ko:K02500	ecr:ECIAI1_2095
ko:K03573	ecr:ECIAI1_2940
ko:K08227	ecr:ECIAI1_2944
ko:K02529	ecr:ECIAI1_2947
ko:K01586	ecr:ECIAI1_2948
ko:K01815	ecr:ECIAI1_2953
ko:K00626	ecr:ECIAI1_2954
ko:K01751	ecr:ECIAI1_2991
ko:K01464	ecr:ECIAI1_2993
ko:K00926	ecr:ECIAI1_2994
ko:K07402	ecr:ECIAI1_2995
ko:K00954	ecr:ECIAI1_3804
ko:K10563	ecr:ECIAI1_3805
ko:K02913	ecr:ECIAI1_3806
ko:K02902	ecr:ECIAI1_3807
ko:K03630	ecr:ECIAI1_3809
ko:K01520	ecr:ECIAI1_3811
ko:K05501	ecr:ECIAI1_3812
ko:K00762	ecr:ECIAI1_3813
ko:K00989	ecr:ECIAI1_3814
ko:K01972	ecr:ECIAI1_3818
ko:K00942	ecr:ECIAI1_3820
ko:K03060	ecr:ECIAI1_3821
ko:K00556	ecr:ECIAI1_3823
ko:K03655	ecr:ECIAI1_3824
ko:K03312	ecr:ECIAI1_3826
ko:K01811	ecr:ECIAI1_3830
ko:K03291	ecr:ECIAI1_3833
ko:K02073	ecr:ECIAI1_3836
ko:K06901	ecr:ECIAI1_3840
ko:K01486	ecr:ECIAI1_3841
ko:K07784	ecr:ECIAI1_3842
ko:K07783	ecr:ECIAI1_3843
ko:K07686	ecr:ECIAI1_3845
ko:K01653	ecr:ECIAI1_3846
ko:K01652	ecr:ECIAI1_3847
ko:K06871	ecr:ECIAI1_3852
ko:K00389	ecr:ECIAI1_3854
ko:K03733	ecr:ECIAI1_4002
ko:K03657	ecr:ECIAI1_4004
ko:K03284	ecr:ECIAI1_4006
ko:K05786	ecr:ECIAI1_4012
ko:K03654	ecr:ECIAI1_4016
ko:K03576	ecr:ECIAI1_4023
ko:K00549	ecr:ECIAI1_4024
ko:K00757	ecr:ECIAI1_4026
ko:K07642	ecr:ECIAI1_2154
ko:K11939	ecr:ECIAI1_0851
ko:K02099	ecr:ECIAI1_0064
ko:K09476	ecr:ECIAI1_0970
ko:K11685	ecr:ECIAI1_2765
ko:K03760	ecr:ECIAI1_4344
ko:K08314	ecr:ECIAI1_4155
ko:K12151	ecr:ECIAI1_1149
ko:K00884	ecr:ECIAI1_1156
ko:K11930	ecr:ECIAI1_1037
ko:K04771	ecr:ECIAI1_0160
ko:K04772	ecr:ECIAI1_3376
ko:K01139	ecr:ECIAI1_3822
ko:K02057	ecr:ECIAI1_2599
ko:K01048	ecr:ECIAI1_4020
ko:K00060	ecr:ECIAI1_3789
ko:K01739	ecr:ECIAI1_4148
ko:K07470	ecr:ECIAI1_2079
ko:K00821	ecr:ECIAI1_3498
ko:K02173	ecr:ECIAI1_3053
ko:K00568	ecr:ECIAI1_2310
ko:K11920	ecr:ECIAI1_0539
ko:K03425	ecr:ECIAI1_0610
ko:K02017	ecr:ECIAI1_0733
ko:K11909	ecr:ECIAI1_0231
ko:K03574	ecr:ECIAI1_0099
ko:K11926	ecr:ECIAI1_0279
ko:K00694	ecr:ECIAI1_3684
ko:K01766	ecr:ECIAI1_2920
ko:K11891	ecr:ECIAI1_0229
ko:K11905	ecr:ECIAI1_0239
ko:K11906	ecr:ECIAI1_0235
ko:K02426	ecr:ECIAI1_2921
ko:K11901	ecr:ECIAI1_0242
ko:K11910	ecr:ECIAI1_0230
ko:K10213	ecr:ECIAI1_2242
ko:K03417	ecr:ECIAI1_0333
ko:K11927	ecr:ECIAI1_0833
ko:K12143	ecr:ECIAI1_2539
ko:K01085	ecr:ECIAI1_1046
ko:K11928	ecr:ECIAI1_1061
ko:K11904	ecr:ECIAI1_0245
ko:K03524	ecr:ECIAI1_4190
ko:K01069	ecr:ECIAI1_0220
ko:K11907	ecr:ECIAI1_0232
ko:K10975	ecr:ECIAI1_0513
ko:K11934	ecr:ECIAI1_0852
ko:K03768	ecr:ECIAI1_0527
ko:K12112	ecr:ECIAI1_3224
ko:K04487	ecr:ECIAI1_2582
ko:K11717	ecr:ECIAI1_1732
ko:K03472	ecr:ECIAI1_3047
ko:K11719	ecr:ECIAI1_3347
ko:K01077	ecr:ECIAI1_0382
ko:K11924	ecr:ECIAI1_0854
ko:K06168	ecr:ECIAI1_0645
ko:K11894	ecr:ECIAI1_0236
ko:K11895	ecr:ECIAI1_0237
ko:K08234	ecr:ECIAI1_0187
ko:K11925	ecr:ECIAI1_0069
ko:K06970	ecr:ECIAI1_0845
ko:K07757	ecr:ECIAI1_0861
ko:K11932	ecr:ECIAI1_0592
ko:K08318	ecr:ECIAI1_4082
ko:K01720	ecr:ECIAI1_0335
ko:K01358	ecr:ECIAI1_0441
ko:K01710	ecr:ECIAI1_3975
ko:K08317	ecr:ECIAI1_0584
ko:K01250	ecr:ECIAI1_0635
ko:K11893	ecr:ECIAI1_0234
ko:K07356	ecr:ECIAI1_0535
ko:K07355	ecr:ECIAI1_0536
ko:K06940	ecr:ECIAI1_2252
ko:K07591	ecr:ECIAI1_3268
ko:K02001	ecr:ECIAI1_2774
ko:K02000	ecr:ECIAI1_2773
ko:K00652	ecr:ECIAI1_0811
ko:K01169	ecr:ECIAI1_0595
ko:K05966	ecr:ECIAI1_0597
ko:K06212	ecr:ECIAI1_0944
ko:K03836	ecr:ECIAI1_3888
ko:K05799	ecr:ECIAI1_0110
ko:K00661	ecr:ECIAI1_0462
ko:K08278	ecr:ECIAI1_4628
ko:K16345	ecr:ECIAI1_3828
ko:K00024	ecr:ECIAI1_3378
ko:K00130	ecr:ECIAI1_0309
ko:K06957	ecr:ECIAI1_2523
ko:K07796	ecr:ECIAI1_0553
ko:K07787	ecr:ECIAI1_0556
ko:K10972	ecr:ECIAI1_0507
ko:K11900	ecr:ECIAI1_0240
ko:K00117	ecr:ECIAI1_0122
ko:K05714	ecr:ECIAI1_0350
ko:K05806	ecr:ECIAI1_4629
ko:K01659	ecr:ECIAI1_0334
ko:K01190	ecr:ECIAI1_0345
ko:K07214	ecr:ECIAI1_3899
ko:K01089	ecr:ECIAI1_2092
ko:K00853	ecr:ECIAI1_0063
ko:K05818	ecr:ECIAI1_0347
ko:K01160	ecr:ECIAI1_0773
ko:K01185	ecr:ECIAI1_1597
ko:K01185	ecr:ECIAI1_0777
ko:K12152	ecr:ECIAI1_1172
ko:K07726	ecr:ECIAI1_3720
ko:K02302	ecr:ECIAI1_3507
ko:K03762	ecr:ECIAI1_4340
ko:K02362	ecr:ECIAI1_0565
ko:K01840	ecr:ECIAI1_2103
ko:K03855	ecr:ECIAI1_0046
ko:K01187	ecr:ECIAI1_0403
ko:K10973	ecr:ECIAI1_0509
ko:K11751	ecr:ECIAI1_0483
ko:K08297	ecr:ECIAI1_0041
ko:K00042	ecr:ECIAI1_3273
ko:K00042	ecr:ECIAI1_0512
ko:K03148	ecr:ECIAI1_4207
ko:K08313	ecr:ECIAI1_0864
ko:K11904	ecr:ECIAI1_0549
ko:K11748	ecr:ECIAI1_3488
ko:K10716	ecr:ECIAI1_1270
ko:K03329	ecr:ECIAI1_0330
ko:K07459	ecr:ECIAI1_0916
ko:K09016	ecr:ECIAI1_1051
ko:K10036	ecr:ECIAI1_0849
ko:K10037	ecr:ECIAI1_0848
ko:K10038	ecr:ECIAI1_0847
ko:K04755	ecr:ECIAI1_2577
ko:K10709	ecr:ECIAI1_3511
ko:K10710	ecr:ECIAI1_3512
ko:K02852	ecr:ECIAI1_3982
ko:K09974	ecr:ECIAI1_4153
ko:K03078	ecr:ECIAI1_4429
ko:K07352	ecr:ECIAI1_0532
ko:K07353	ecr:ECIAI1_0533
ko:K07354	ecr:ECIAI1_0534
ko:K11911	ecr:ECIAI1_0228
ko:K03386	ecr:ECIAI1_0590
ko:K01243	ecr:ECIAI1_0158
ko:K09024	ecr:ECIAI1_1052
ko:K03286	ecr:ECIAI1_0998
ko:K11940	ecr:ECIAI1_1007
ko:K07343	ecr:ECIAI1_1000
ko:K08154	ecr:ECIAI1_3851
ko:K03119	ecr:ECIAI1_0367
ko:K01119	ecr:ECIAI1_4447
ko:K00971	ecr:ECIAI1_2124
ko:K00971	ecr:ECIAI1_2104
ko:K05887	ecr:ECIAI1_1745
ko:K00970	ecr:ECIAI1_0141
ko:K11720	ecr:ECIAI1_4493
ko:K01630	ecr:ECIAI1_3274
ko:K07810	ecr:ECIAI1_0554
ko:K08225	ecr:ECIAI1_0575
ko:K00137	ecr:ECIAI1_1440
ko:K05880	ecr:ECIAI1_1220
ko:K06884	ecr:ECIAI1_1279
ko:K07637	ecr:ECIAI1_1167
ko:K03482	ecr:ECIAI1_3862
ko:K07781	ecr:ECIAI1_2032
ko:K06159	ecr:ECIAI1_2295
ko:K11938	ecr:ECIAI1_0450
ko:K01092	ecr:ECIAI1_2585
ko:K12291	ecr:ECIAI1_3530
ko:K00484	ecr:ECIAI1_4566
ko:K08279	ecr:ECIAI1_0037
ko:K02237	ecr:ECIAI1_0446
ko:K02532	ecr:ECIAI1_2426
ko:K08299	ecr:ECIAI1_0038
ko:K05712	ecr:ECIAI1_0348
ko:K05713	ecr:ECIAI1_0349
ko:K08277	ecr:ECIAI1_0036
ko:K05845	ecr:ECIAI1_2209
ko:K03668	ecr:ECIAI1_1379
ko:K05876	ecr:ECIAI1_1415
ko:K08324	ecr:ECIAI1_1537
ko:K08173	ecr:ECIAI1_1562
ko:K00602	ecr:ECIAI1_4221
ko:K00974	ecr:ECIAI1_3204
ko:K03931	ecr:ECIAI1_3227
ko:K03757	ecr:ECIAI1_4365
ko:K08368	ecr:ECIAI1_0047
ko:K07214	ecr:ECIAI1_0568
ko:K02504	ecr:ECIAI1_0104
ko:K02505	ecr:ECIAI1_0103
ko:K11738	ecr:ECIAI1_1450
ko:K05984	ecr:ECIAI1_1802
ko:K05778	ecr:ECIAI1_1816
ko:K07347	ecr:ECIAI1_3294
ko:K01058	ecr:ECIAI1_4014
ko:K06895	ecr:ECIAI1_3043
ko:K03445	ecr:ECIAI1_3838
ko:K01684	ecr:ECIAI1_3870
ko:K01631	ecr:ECIAI1_3871
ko:K01488	ecr:ECIAI1_1674
ko:K00019	ecr:ECIAI1_1486
ko:K01524	ecr:ECIAI1_3965
ko:K01664	ecr:ECIAI1_3499
ko:K08194	ecr:ECIAI1_3869
ko:K05520	ecr:ECIAI1_3303
ko:K04691	ecr:ECIAI1_3377
ko:K05540	ecr:ECIAI1_3403
ko:K07397	ecr:ECIAI1_3494
ko:K01193	ecr:ECIAI1_2428
ko:K00675	ecr:ECIAI1_1466
ko:K00371	ecr:ECIAI1_1470
ko:K07279	ecr:ECIAI1_2311
ko:K10986	ecr:ECIAI1_3290
ko:K02506	ecr:ECIAI1_3472
ko:K04844	ecr:ECIAI1_1341
ko:K00956	ecr:ECIAI1_2853
ko:K00146	ecr:ECIAI1_1385
ko:K10124	ecr:ECIAI1_3900
ko:K01434	ecr:ECIAI1_4561
ko:K07172	ecr:ECIAI1_2891
ko:K13890	ecr:ECIAI1_0870
ko:K06887	ecr:ECIAI1_3587
ko:K09925	ecr:ECIAI1_3897
ko:K11201	ecr:ECIAI1_4105
ko:K13892	ecr:ECIAI1_0868
ko:K10985	ecr:ECIAI1_3289
ko:K05685	ecr:ECIAI1_0919
ko:K02798	ecr:ECIAI1_3059
ko:K13889	ecr:ECIAI1_0869
ko:K05817	ecr:ECIAI1_2589
ko:K13637	ecr:ECIAI1_4540
ko:K12940	ecr:ECIAI1_1367
ko:K12943	ecr:ECIAI1_2984
ko:K19124	ecr:ECIAI1_2861
ko:K01104	ecr:ECIAI1_1023
ko:K13256	ecr:ECIAI1_4258
ko:K13038	ecr:ECIAI1_3810
ko:K13255	ecr:ECIAI1_4589
ko:K02116	ecr:ECIAI1_3923
ko:K06879	ecr:ECIAI1_2903
ko:K09477	ecr:ECIAI1_0596
ko:K13283	ecr:ECIAI1_4120
ko:K13378	ecr:ECIAI1_2360
ko:K00297	ecr:ECIAI1_4150
ko:K03973	ecr:ECIAI1_1331
ko:K13243	ecr:ECIAI1_1499
ko:K13244	ecr:ECIAI1_0313
ko:K02423	ecr:ECIAI1_2012
ko:K01424	ecr:ECIAI1_3090
ko:K12972	ecr:ECIAI1_1067
ko:K01271	ecr:ECIAI1_4040
ko:K02462	ecr:ECIAI1_3101
ko:K07246	ecr:ECIAI1_1869
ko:K03077	ecr:ECIAI1_4431
ko:K13480	ecr:ECIAI1_2988
ko:K13735	ecr:ECIAI1_0297
ko:K05939	ecr:ECIAI1_2945
ko:K01916	ecr:ECIAI1_1801
ko:K07404	ecr:ECIAI1_0735
ko:K00758	ecr:ECIAI1_4605
ko:K06867	ecr:ECIAI1_0316
ko:K02058	ecr:ECIAI1_0323
ko:K02056	ecr:ECIAI1_0324
ko:K02468	ecr:ECIAI1_2799
ko:K05349	ecr:ECIAI1_2210
ko:K07348	ecr:ECIAI1_4534
ko:K07821	ecr:ECIAI1_1960
ko:K10711	ecr:ECIAI1_3513
ko:K02083	ecr:ECIAI1_0518
ko:K07126	ecr:ECIAI1_0631
ko:K01175	ecr:ECIAI1_0665
ko:K01051	ecr:ECIAI1_0742
ko:K02057	ecr:ECIAI1_0325
ko:K02057	ecr:ECIAI1_0326
ko:K02315	ecr:ECIAI1_4583
ko:K12368	ecr:ECIAI1_3703
ko:K12339	ecr:ECIAI1_2478
ko:K09612	ecr:ECIAI1_2856
ko:K12371	ecr:ECIAI1_3699
ko:K02485	ecr:ECIAI1_1255
ko:K00951	ecr:ECIAI1_2892
ko:K01466	ecr:ECIAI1_0514
ko:K07347	ecr:ECIAI1_3910
ko:K11264	ecr:ECIAI1_3039
ko:K16371	ecr:ECIAI1_3280
ko:K08138	ecr:ECIAI1_4259
ko:K05874	ecr:ECIAI1_4577
ko:K01002	ecr:ECIAI1_4581
ko:K00557	ecr:ECIAI1_4175
ko:K01104	ecr:ECIAI1_2137
ko:K12678	ecr:ECIAI1_0312
ko:K12528	ecr:ECIAI1_3001
ko:K12529	ecr:ECIAI1_3000
ko:K00065	ecr:ECIAI1_2952
ko:K15524	ecr:ECIAI1_0705
ko:K00104	ecr:ECIAI1_3121
ko:K01708	ecr:ECIAI1_3276
ko:K07684	ecr:ECIAI1_1243
ko:K15548	ecr:ECIAI1_3383
ko:K03468	ecr:ECIAI1_3382
ko:K07232	ecr:ECIAI1_1240
ko:K12573	ecr:ECIAI1_4412
ko:K02799	ecr:ECIAI1_3058
ko:K02800	ecr:ECIAI1_3058
ko:K02053	ecr:ECIAI1_1439
ko:K03772	ecr:ECIAI1_3483
ko:K07314	ecr:ECIAI1_2829
ko:K07666	ecr:ECIAI1_3173
ko:K05819	ecr:ECIAI1_0354
ko:K01515	ecr:ECIAI1_3182
ko:K14057	ecr:ECIAI1_1368
ko:K14062	ecr:ECIAI1_1376
ko:K14063	ecr:ECIAI1_1384
ko:K14059	ecr:ECIAI1_1628
ko:K14064	ecr:ECIAI1_1980
ko:K14056	ecr:ECIAI1_1324
ko:K14061	ecr:ECIAI1_1375
ko:K14055	ecr:ECIAI1_1361
ko:K13650	ecr:ECIAI1_0844
ko:K13735	ecr:ECIAI1_2059
ko:K12582	ecr:ECIAI1_3980
ko:K03272	ecr:ECIAI1_3199
ko:K14054	ecr:ECIAI1_1351
ko:K14065	ecr:ECIAI1_4128
ko:K01782	ecr:ECIAI1_2418
ko:K01825	ecr:ECIAI1_4039
ko:K14058	ecr:ECIAI1_1374
ko:K14060	ecr:ECIAI1_1564
ko:K14052	ecr:ECIAI1_1321
ko:K14053	ecr:ECIAI1_1344
ko:K14051	ecr:ECIAI1_1310
ko:K06211	ecr:ECIAI1_4613
ko:K13628	ecr:ECIAI1_2580
ko:K07483	ecr:ECIAI1_2061
ko:K07749	ecr:ECIAI1_2439
ko:K01191	ecr:ECIAI1_1941
ko:K12507	ecr:ECIAI1_1755
ko:K08172	ecr:ECIAI1_2063
ko:K11106	ecr:ECIAI1_3211
ko:K12700	ecr:ECIAI1_0031
ko:K00455	ecr:ECIAI1_4573
ko:K02068	ecr:ECIAI1_0493
ko:K00215	ecr:ECIAI1_0032
ko:K04753	ecr:ECIAI1_3165
ko:K07349	ecr:ECIAI1_4535
ko:K07350	ecr:ECIAI1_4536
ko:K08137	ecr:ECIAI1_3076
ko:K02062	ecr:ECIAI1_0066
ko:K03490	ecr:ECIAI1_1795
ko:K02100	ecr:ECIAI1_2951
ko:K07357	ecr:ECIAI1_4528
ko:K07358	ecr:ECIAI1_4529
ko:K07346	ecr:ECIAI1_4532
ko:K06956	ecr:ECIAI1_1788
ko:K09806	ecr:ECIAI1_3191
ko:K02069	ecr:ECIAI1_0494
ko:K02004	ecr:ECIAI1_0499
ko:K02226	ecr:ECIAI1_0622
ko:K12524	ecr:ECIAI1_0002
ko:K07677	ecr:ECIAI1_2302
ko:K07310	ecr:ECIAI1_1638
ko:K03767	ecr:ECIAI1_3502
ko:K05789	ecr:ECIAI1_2107
ko:K00138	ecr:ECIAI1_3756
ko:K16693	ecr:ECIAI1_3979
ko:K12369	ecr:ECIAI1_3701
ko:K06156	ecr:ECIAI1_3581
ko:K07038	ecr:ECIAI1_0529
ko:K07038	ecr:ECIAI1_1786
ko:K03275	ecr:ECIAI1_3799
ko:K01297	ecr:ECIAI1_1210
ko:K01897	ecr:ECIAI1_1874
ko:K03321	ecr:ECIAI1_1227
ko:K01087	ecr:ECIAI1_1982
ko:K01176	ecr:ECIAI1_2013
ko:K07496	ecr:ECIAI1_4439
ko:K02054	ecr:ECIAI1_1438
ko:K00632	ecr:ECIAI1_4038
ko:K06075	ecr:ECIAI1_1694
ko:K07245	ecr:ECIAI1_1912
ko:K13069	ecr:ECIAI1_1859
ko:K02477	ecr:ECIAI1_2201
ko:K04027	ecr:ECIAI1_2505
ko:K04030	ecr:ECIAI1_2508
ko:K04072	ecr:ECIAI1_1259
ko:K04085	ecr:ECIAI1_3617
ko:K00281	ecr:ECIAI1_3022
ko:K00087	ecr:ECIAI1_2986
ko:K07812	ecr:ECIAI1_1959
ko:K03446	ecr:ECIAI1_2781
ko:K09961	ecr:ECIAI1_2646
ko:K03823	ecr:ECIAI1_1445
ko:K07126	ecr:ECIAI1_4312
ko:K08970	ecr:ECIAI1_2181
ko:K11104	ecr:ECIAI1_4350
ko:K02255	ecr:ECIAI1_1986
ko:K08177	ecr:ECIAI1_3712
ko:K03838	ecr:ECIAI1_3265
ko:K04063	ecr:ECIAI1_1485
ko:K02614	ecr:ECIAI1_1396
ko:K12527	ecr:ECIAI1_2998
ko:K01147	ecr:ECIAI1_1311
ko:K01582	ecr:ECIAI1_4364
ko:K07274	ecr:ECIAI1_1846
ko:K02847	ecr:ECIAI1_3794
ko:K08305	ecr:ECIAI1_2793
ko:K12957	ecr:ECIAI1_4495
ko:K01791	ecr:ECIAI1_3973
ko:K08351	ecr:ECIAI1_3716
ko:K09994	ecr:ECIAI1_4323
ko:K06518	ecr:ECIAI1_2218
ko:K02850	ecr:ECIAI1_3797
ko:K01826	ecr:ECIAI1_4572
ko:K05921	ecr:ECIAI1_4575
ko:K00344	ecr:ECIAI1_4282
ko:K00276	ecr:ECIAI1_1386
ko:K05834	ecr:ECIAI1_4018
ko:K06006	ecr:ECIAI1_4119
ko:K04751	ecr:ECIAI1_2606
ko:K03487	ecr:ECIAI1_2806
ko:K00879	ecr:ECIAI1_2913
ko:K08349	ecr:ECIAI1_1479
ko:K12941	ecr:ECIAI1_1366
ko:K12942	ecr:ECIAI1_1364
ko:K12945	ecr:ECIAI1_2515
ko:K15771	ecr:ECIAI1_1933
ko:K13979	ecr:ECIAI1_0327
ko:K07496	ecr:ECIAI1_1862
ko:K02615	ecr:ECIAI1_1397
ko:K02617	ecr:ECIAI1_1400
ko:K07496	ecr:ECIAI1_1429
ko:K02052	ecr:ECIAI1_1437
ko:K00076	ecr:ECIAI1_1670
ko:K03649	ecr:ECIAI1_3216
ko:K02027	ecr:ECIAI1_1335
ko:K01838	ecr:ECIAI1_1342
ko:K07471	ecr:ECIAI1_3171
ko:K13631	ecr:ECIAI1_4294
ko:K13634	ecr:ECIAI1_1295
ko:K06887	ecr:ECIAI1_0227
ko:K03782	ecr:ECIAI1_4151
ko:K13638	ecr:ECIAI1_3442
ko:K01792	ecr:ECIAI1_1844
ko:K13641	ecr:ECIAI1_4240
ko:K10778	ecr:ECIAI1_2297
ko:K10939	ecr:ECIAI1_3114
ko:K13479	ecr:ECIAI1_2987
ko:K13643	ecr:ECIAI1_2583
ko:K13694	ecr:ECIAI1_2257
ko:K01070	ecr:ECIAI1_2233
ko:K13821	ecr:ECIAI1_1059
ko:K11198	ecr:ECIAI1_0704
ko:K11199	ecr:ECIAI1_0704
ko:K11200	ecr:ECIAI1_0704
ko:K11720	ecr:ECIAI1_3128
ko:K14218	ecr:ECIAI1_tRNA68
ko:K14218	ecr:ECIAI1_tRNA69
ko:K07248	ecr:ECIAI1_1410
ko:K13938	ecr:ECIAI1_1656
ko:K10112	ecr:ECIAI1_1938
ko:K13953	ecr:ECIAI1_1482
ko:K13954	ecr:ECIAI1_3757
ko:K02550	ecr:ECIAI1_3116
ko:K02058	ecr:ECIAI1_4460
ko:K02056	ecr:ECIAI1_4461
ko:K11535	ecr:ECIAI1_2458
ko:K13918	ecr:ECIAI1_2896
ko:K13483	ecr:ECIAI1_0287
ko:K02057	ecr:ECIAI1_4463
ko:K02057	ecr:ECIAI1_4462
ko:K03292	ecr:ECIAI1_4077
ko:K07186	ecr:ECIAI1_4610
ko:K13695	ecr:ECIAI1_1764
ko:K11477	ecr:ECIAI1_3118
ko:K02081	ecr:ECIAI1_3279
