ko:K16567	smer:DU99_28090
ko:K03684	smer:DU99_06170
ko:K06988	smer:DU99_10305
ko:K03406	smer:DU99_10320
ko:K00254	smer:DU99_02890
ko:K03282	smer:DU99_02915
ko:K01784	smer:DU99_02925
ko:K04782	smer:DU99_02930
ko:K00426	smer:DU99_02940
ko:K00425	smer:DU99_02945
ko:K02029	smer:DU99_02955
ko:K02029	smer:DU99_02960
ko:K02030	smer:DU99_02965
ko:K02028	smer:DU99_02970
ko:K12252	smer:DU99_02980
ko:K01652	smer:DU99_02985
ko:K12257	smer:DU99_02995
ko:K06041	smer:DU99_03010
ko:K07265	smer:DU99_03015
ko:K01991	smer:DU99_03040
ko:K08281	smer:DU99_03045
ko:K00763	smer:DU99_03050
ko:K00790	smer:DU99_03110
ko:K00013	smer:DU99_03120
ko:K02518	smer:DU99_03135
ko:K06287	smer:DU99_03140
ko:K09862	smer:DU99_03145
ko:K04765	smer:DU99_07695
ko:K02302	smer:DU99_07705
ko:K00381	smer:DU99_07715
ko:K00528	smer:DU99_07725
ko:K09972	smer:DU99_07740
ko:K09971	smer:DU99_07745
ko:K09970	smer:DU99_07750
ko:K09969	smer:DU99_07755
ko:K01760	smer:DU99_07760
ko:K00480	smer:DU99_07765
ko:K00640	smer:DU99_07780
ko:K06891	smer:DU99_07795
ko:K03694	smer:DU99_07800
ko:K02503	smer:DU99_07815
ko:K09919	smer:DU99_07820
ko:K02967	smer:DU99_07840
ko:K02357	smer:DU99_07845
ko:K09903	smer:DU99_07850
ko:K02838	smer:DU99_07855
ko:K00806	smer:DU99_07860
ko:K00981	smer:DU99_07865
ko:K11749	smer:DU99_07870
ko:K07277	smer:DU99_07875
ko:K02536	smer:DU99_07880
ko:K02372	smer:DU99_07885
ko:K00677	smer:DU99_07890
ko:K09949	smer:DU99_07895
ko:K00748	smer:DU99_07900
ko:K07461	smer:DU99_07905
ko:K01647	smer:DU99_07910
ko:K03561	smer:DU99_07920
ko:K03559	smer:DU99_07925
ko:K00573	smer:DU99_07930
ko:K12340	smer:DU99_07935
ko:K09991	smer:DU99_07940
ko:K01873	smer:DU99_07945
ko:K06076	smer:DU99_07950
ko:K07126	smer:DU99_07955
ko:K01142	smer:DU99_07960
ko:K06131	smer:DU99_07965
ko:K03098	smer:DU99_11235
ko:K06920	smer:DU99_11315
ko:K13583	smer:DU99_11335
ko:K01053	smer:DU99_31065
ko:K07315	smer:DU99_31080
ko:K01686	smer:DU99_31100
ko:K00098	smer:DU99_31105
ko:K02575	smer:DU99_31130
ko:K15784	smer:DU99_31135
ko:K15783	smer:DU99_31140
ko:K01754	smer:DU99_31150
ko:K01799	smer:DU99_31155
ko:K02029	smer:DU99_31160
ko:K02029	smer:DU99_31165
ko:K02030	smer:DU99_31170
ko:K02028	smer:DU99_31175
ko:K15782	smer:DU99_31185
ko:K15786	smer:DU99_31190
ko:K15785	smer:DU99_31195
ko:K00799	smer:DU99_31205
ko:K05816	smer:DU99_31210
ko:K05815	smer:DU99_31215
ko:K05814	smer:DU99_31220
ko:K05813	smer:DU99_31225
ko:K02002	smer:DU99_31250
ko:K10856	smer:DU99_31260
ko:K07080	smer:DU99_31905
ko:K07090	smer:DU99_31930
ko:K11069	smer:DU99_31945
ko:K11071	smer:DU99_31950
ko:K11070	smer:DU99_31955
ko:K11072	smer:DU99_31960
ko:K07397	smer:DU99_32015
ko:K12658	smer:DU99_32030
ko:K00285	smer:DU99_32035
ko:K02028	smer:DU99_32040
ko:K02029	smer:DU99_32045
ko:K02029	smer:DU99_32050
ko:K02030	smer:DU99_32055
ko:K01858	smer:DU99_32125
ko:K17947	smer:DU99_32145
ko:K12454	smer:DU99_32150
ko:K02031	smer:DU99_32735
ko:K02032	smer:DU99_32735
ko:K02034	smer:DU99_32740
ko:K02033	smer:DU99_32745
ko:K02035	smer:DU99_32750
ko:K07090	smer:DU99_32770
ko:K07222	smer:DU99_32775
ko:K15736	smer:DU99_32785
ko:K05343	smer:DU99_32795
ko:K00156	smer:DU99_32815
ko:K07027	smer:DU99_32825
ko:K07684	smer:DU99_32905
ko:K10439	smer:DU99_32935
ko:K03321	smer:DU99_32945
ko:K03310	smer:DU99_32950
ko:K09165	smer:DU99_32960
ko:K06934	smer:DU99_32965
ko:K02013	smer:DU99_33005
ko:K02025	smer:DU99_12550
ko:K02027	smer:DU99_12555
ko:K11072	smer:DU99_12570
ko:K11069	smer:DU99_12575
ko:K11071	smer:DU99_12580
ko:K02078	smer:DU99_12890
ko:K09807	smer:DU99_12920
ko:K03086	smer:DU99_12955
ko:K00060	smer:DU99_12960
ko:K00639	smer:DU99_12965
ko:K03654	smer:DU99_12970
ko:K09117	smer:DU99_12980
ko:K01956	smer:DU99_12985
ko:K00812	smer:DU99_13005
ko:K06886	smer:DU99_13485
ko:K03832	smer:DU99_13525
ko:K07225	smer:DU99_13540
ko:K02016	smer:DU99_13545
ko:K02015	smer:DU99_13550
ko:K02013	smer:DU99_13555
ko:K03088	smer:DU99_13575
ko:K00045	smer:DU99_13600
ko:K10111	smer:DU99_13610
ko:K10229	smer:DU99_13615
ko:K10228	smer:DU99_13620
ko:K10227	smer:DU99_13625
ko:K01619	smer:DU99_14205
ko:K00854	smer:DU99_14210
ko:K00854	smer:DU99_14215
ko:K10440	smer:DU99_14225
ko:K10441	smer:DU99_14230
ko:K10439	smer:DU99_14235
ko:K03710	smer:DU99_14245
ko:K00854	smer:DU99_14250
ko:K00615	smer:DU99_14255
ko:K15553	smer:DU99_14265
ko:K02050	smer:DU99_14270
ko:K02049	smer:DU99_14275
ko:K06886	smer:DU99_14295
ko:K01915	smer:DU99_14300
ko:K01999	smer:DU99_14320
ko:K01995	smer:DU99_14325
ko:K01996	smer:DU99_14330
ko:K01997	smer:DU99_14335
ko:K06180	smer:DU99_15095
ko:K03089	smer:DU99_15105
ko:K01939	smer:DU99_15115
ko:K00058	smer:DU99_15125
ko:K00831	smer:DU99_15130
ko:K03431	smer:DU99_15145
ko:K03798	smer:DU99_15150
ko:K04075	smer:DU99_15155
ko:K03640	smer:DU99_15165
ko:K03641	smer:DU99_15170
ko:K03560	smer:DU99_15180
ko:K03562	smer:DU99_15185
ko:K07107	smer:DU99_15195
ko:K06118	smer:DU99_15200
ko:K07098	smer:DU99_15215
ko:K03551	smer:DU99_15220
ko:K02020	smer:DU99_16125
ko:K02018	smer:DU99_16135
ko:K02017	smer:DU99_16140
ko:K02019	smer:DU99_16145
ko:K00166	smer:DU99_16160
ko:K00167	smer:DU99_16165
ko:K09699	smer:DU99_16170
ko:K00382	smer:DU99_16175
ko:K01433	smer:DU99_16180
ko:K16171	smer:DU99_16190
ko:K00451	smer:DU99_16195
ko:K00457	smer:DU99_16210
ko:K07552	smer:DU99_17330
ko:K01940	smer:DU99_17335
ko:K05833	smer:DU99_17345
ko:K05832	smer:DU99_17350
ko:K01989	smer:DU99_17355
ko:K06941	smer:DU99_17360
ko:K01724	smer:DU99_17375
ko:K01975	smer:DU99_17380
ko:K10804	smer:DU99_17385
ko:K02003	smer:DU99_17390
ko:K02004	smer:DU99_17395
ko:K06890	smer:DU99_17400
ko:K03823	smer:DU99_17405
ko:K01358	smer:DU99_17410
ko:K01681	smer:DU99_17435
ko:K02193	smer:DU99_17440
ko:K02194	smer:DU99_17445
ko:K02195	smer:DU99_17450
ko:K02196	smer:DU99_17455
ko:K02199	smer:DU99_17460
ko:K06988	smer:DU99_18655
ko:K06911	smer:DU99_18670
ko:K07052	smer:DU99_18720
ko:K02031	smer:DU99_18795
ko:K10806	smer:DU99_10325
ko:K03702	smer:DU99_10340
ko:K03704	smer:DU99_10355
ko:K05539	smer:DU99_10360
ko:K16165	smer:DU99_10385
ko:K09823	smer:DU99_10395
ko:K09816	smer:DU99_10400
ko:K09817	smer:DU99_10405
ko:K09815	smer:DU99_10410
ko:K01198	smer:DU99_10420
ko:K02433	smer:DU99_17020
ko:K02888	smer:DU99_17045
ko:K02899	smer:DU99_17050
ko:K03979	smer:DU99_17065
ko:K00931	smer:DU99_17070
ko:K00147	smer:DU99_17075
ko:K00969	smer:DU99_17080
ko:K09710	smer:DU99_17085
ko:K00783	smer:DU99_17090
ko:K03797	smer:DU99_17100
ko:K09798	smer:DU99_17110
ko:K08311	smer:DU99_17115
ko:K03594	smer:DU99_17120
ko:K14162	smer:DU99_17130
ko:K14161	smer:DU99_17135
ko:K14160	smer:DU99_17140
ko:K01644	smer:DU99_17155
ko:K01704	smer:DU99_17165
ko:K03657	smer:DU99_18190
ko:K01465	smer:DU99_18195
ko:K01997	smer:DU99_18200
ko:K01998	smer:DU99_18205
ko:K01995	smer:DU99_18210
ko:K01996	smer:DU99_18215
ko:K06988	smer:DU99_18220
ko:K12234	smer:DU99_18225
ko:K11212	smer:DU99_18230
ko:K14941	smer:DU99_18235
ko:K01039	smer:DU99_18245
ko:K01040	smer:DU99_18250
ko:K01438	smer:DU99_18260
ko:K00324	smer:DU99_18265
ko:K00324	smer:DU99_18270
ko:K00325	smer:DU99_18275
ko:K03520	smer:DU99_18280
ko:K03519	smer:DU99_18285
ko:K03518	smer:DU99_18290
ko:K01999	smer:DU99_18295
ko:K01751	smer:DU99_18300
ko:K03710	smer:DU99_18305
ko:K00799	smer:DU99_18310
ko:K10111	smer:DU99_18325
ko:K02026	smer:DU99_18330
ko:K02028	smer:DU99_19585
ko:K02029	smer:DU99_19590
ko:K02029	smer:DU99_19595
ko:K02030	smer:DU99_19600
ko:K01473	smer:DU99_19605
ko:K01474	smer:DU99_19610
ko:K00812	smer:DU99_19615
ko:K01707	smer:DU99_19620
ko:K09022	smer:DU99_19660
ko:K16079	smer:DU99_19690
ko:K02055	smer:DU99_21185
ko:K02052	smer:DU99_21190
ko:K02054	smer:DU99_21195
ko:K02053	smer:DU99_21200
ko:K02014	smer:DU99_21220
ko:K02016	smer:DU99_21225
ko:K02015	smer:DU99_21230
ko:K02015	smer:DU99_21235
ko:K02013	smer:DU99_21240
ko:K00406	smer:DU99_22750
ko:K01533	smer:DU99_22765
ko:K14166	smer:DU99_22790
ko:K07322	smer:DU99_22795
ko:K05916	smer:DU99_22810
ko:K03734	smer:DU99_22815
ko:K07218	smer:DU99_22835
ko:K00376	smer:DU99_22840
ko:K07303	smer:DU99_22870
ko:K00059	smer:DU99_22885
ko:K01821	smer:DU99_22890
ko:K05366	smer:DU99_00930
ko:K02342	smer:DU99_00025
ko:K07113	smer:DU99_00035
ko:K03071	smer:DU99_00030
ko:K08304	smer:DU99_00045
ko:K10439	smer:DU99_00095
ko:K01685	smer:DU99_00085
ko:K02470	smer:DU99_00060
ko:K00064	smer:DU99_00090
ko:K10440	smer:DU99_00105
ko:K10441	smer:DU99_00100
ko:K05973	smer:DU99_00115
ko:K07043	smer:DU99_00125
ko:K01695	smer:DU99_00140
ko:K01817	smer:DU99_00130
ko:K01696	smer:DU99_00135
ko:K01963	smer:DU99_00145
ko:K00135	smer:DU99_00070
ko:K00014	smer:DU99_00015
ko:K09773	smer:DU99_00005
ko:K00859	smer:DU99_00020
ko:K06287	smer:DU99_00010
ko:K10191	smer:DU99_25855
ko:K10191	smer:DU99_28190
ko:K18828	smer:DU99_17840
ko:K10747	smer:DU99_16030
ko:K21620	smer:DU99_13605
ko:K18901	smer:DU99_02265
ko:K18910	smer:DU99_22340
ko:K18910	smer:DU99_30880
ko:K18552	smer:DU99_14590
ko:K18829	smer:DU99_14895
ko:K01971	smer:DU99_30115
ko:K18831	smer:DU99_03965
ko:K18902	smer:DU99_02260
ko:K06218	smer:DU99_07735
ko:K01971	smer:DU99_15190
ko:K07171	smer:DU99_27035
ko:K18828	smer:DU99_13480
ko:K01971	smer:DU99_19515
ko:K18893	smer:DU99_09940
ko:K00335	smer:DU99_21855
ko:K00335	smer:DU99_06620
ko:K16898	smer:DU99_00165
ko:K03496	smer:DU99_26020
ko:K19055	smer:DU99_17195
ko:K19055	smer:DU99_02455
ko:K03976	smer:DU99_01650
ko:K07499	smer:DU99_00315
ko:K07499	smer:DU99_01560
ko:K07499	smer:DU99_04195
ko:K07499	smer:DU99_06905
ko:K07499	smer:DU99_07405
ko:K07499	smer:DU99_12065
ko:K07499	smer:DU99_14850
ko:K07499	smer:DU99_20070
ko:K07499	smer:DU99_21340
ko:K07499	smer:DU99_21630
ko:K07499	smer:DU99_24155
ko:K07499	smer:DU99_24325
ko:K07499	smer:DU99_25045
ko:K07495	smer:DU99_00770
ko:K07495	smer:DU99_03585
ko:K07495	smer:DU99_06565
ko:K07495	smer:DU99_12000
ko:K07495	smer:DU99_13345
ko:K07495	smer:DU99_14710
ko:K00334	smer:DU99_06625
ko:K07045	smer:DU99_21265
ko:K07050	smer:DU99_08840
ko:K18979	smer:DU99_01760
ko:K03526	smer:DU99_17645
ko:K14742	smer:DU99_02145
ko:K03496	smer:DU99_25470
ko:K07483	smer:DU99_23370
ko:K07483	smer:DU99_30385
ko:K03496	smer:DU99_12405
ko:K00662	smer:DU99_12805
ko:K14657	smer:DU99_23655
ko:K07473	smer:DU99_19015
ko:K07473	smer:DU99_19210
ko:K03194	smer:DU99_22445
ko:K11811	smer:DU99_05565
ko:K13060	smer:DU99_10035
ko:K03497	smer:DU99_17945
ko:K03496	smer:DU99_17950
ko:K03497	smer:DU99_17995
ko:K03201	smer:DU99_22475
ko:K03202	smer:DU99_22480
ko:K03203	smer:DU99_22485
ko:K03204	smer:DU99_22490
ko:K03196	smer:DU99_22500
ko:K04565	smer:DU99_05685
ko:K07389	smer:DU99_05705
ko:K15269	smer:DU99_01630
ko:K17850	smer:DU99_18385
ko:K11811	smer:DU99_19835
ko:K18829	smer:DU99_22925
ko:K13060	smer:DU99_23000
ko:K03205	smer:DU99_23115
ko:K03497	smer:DU99_25475
ko:K14657	smer:DU99_23285
ko:K14657	smer:DU99_23395
ko:K04940	smer:DU99_31935
ko:K03111	smer:DU99_08165
ko:K04343	smer:DU99_08190
ko:K16899	smer:DU99_00170
ko:K03497	smer:DU99_26015
ko:K01820	smer:DU99_03205
ko:K02483	smer:DU99_05295
ko:K18996	smer:DU99_25480
ko:K00611	smer:DU99_02730
ko:K18996	smer:DU99_18000
ko:K18997	smer:DU99_25145
ko:K02032	smer:DU99_14400
ko:K07746	smer:DU99_10685
ko:K07746	smer:DU99_14860
ko:K07746	smer:DU99_18425
ko:K07746	smer:DU99_19935
ko:K07746	smer:DU99_22150
ko:K07746	smer:DU99_26890
ko:K07746	smer:DU99_32985
ko:K19092	smer:DU99_14845
ko:K16564	smer:DU99_28070
ko:K00433	smer:DU99_13795
ko:K19221	smer:DU99_10625
ko:K01406	smer:DU99_25360
ko:K13581	smer:DU99_04775
ko:K07482	smer:DU99_28465
ko:K00042	smer:DU99_19320
ko:K12448	smer:DU99_31035
ko:K16554	smer:DU99_27995
ko:K00336	smer:DU99_21860
ko:K00433	smer:DU99_21015
ko:K00798	smer:DU99_14660
ko:K16568	smer:DU99_28095
ko:K01239	smer:DU99_19180
ko:K01621	smer:DU99_24180
ko:K01239	smer:DU99_02210
ko:K19191	smer:DU99_28565
ko:K19181	smer:DU99_17800
ko:K00102	smer:DU99_12010
ko:K16562	smer:DU99_28060
ko:K19166	smer:DU99_03960
ko:K19166	smer:DU99_22940
ko:K01710	smer:DU99_28905
ko:K22468	smer:DU99_02680
ko:K22468	smer:DU99_24965
ko:K22468	smer:DU99_23915
ko:K21498	smer:DU99_05450
ko:K16783	smer:DU99_04585
ko:K02031	smer:DU99_14395
ko:K01985	smer:DU99_00385
ko:K01985	smer:DU99_14440
ko:K01985	smer:DU99_16365
ko:K19191	smer:DU99_12725
ko:K16561	smer:DU99_28045
ko:K16559	smer:DU99_28025
ko:K01621	smer:DU99_00570
ko:K08678	smer:DU99_31040
ko:K08678	smer:DU99_32175
ko:K14661	smer:DU99_23345
ko:K01066	smer:DU99_12665
ko:K16560	smer:DU99_28030
ko:K19265	smer:DU99_10445
ko:K01785	smer:DU99_25270
ko:K00020	smer:DU99_10220
ko:K00020	smer:DU99_26320
ko:K02031	smer:DU99_16345
ko:K01992	smer:DU99_29055
ko:K01992	smer:DU99_29060
ko:K19342	smer:DU99_22820
ko:K07497	smer:DU99_18990
ko:K07497	smer:DU99_21380
ko:K07497	smer:DU99_21685
ko:K07497	smer:DU99_23390
ko:K07497	smer:DU99_23520
ko:K17214	smer:DU99_26440
ko:K04771	smer:DU99_11915
ko:K19267	smer:DU99_11730
ko:K00001	smer:DU99_05015
ko:K02031	smer:DU99_22270
ko:K00035	smer:DU99_06000
ko:K19339	smer:DU99_22845
ko:K19340	smer:DU99_22830
ko:K07100	smer:DU99_12050
ko:K07493	smer:DU99_11545
ko:K19341	smer:DU99_22825
ko:K06867	smer:DU99_01940
ko:K02031	smer:DU99_13435
ko:K02031	smer:DU99_25185
ko:K02031	smer:DU99_21540
ko:K19300	smer:DU99_16540
ko:K19510	smer:DU99_16270
ko:K09386	smer:DU99_02075
ko:K07516	smer:DU99_25815
ko:K10938	smer:DU99_02615
ko:K19577	smer:DU99_02590
ko:K00799	smer:DU99_17620
ko:K00663	smer:DU99_00280
ko:K17686	smer:DU99_28330
ko:K00992	smer:DU99_00175
ko:K07102	smer:DU99_00180
ko:K19670	smer:DU99_28545
ko:K19686	smer:DU99_04145
ko:K19687	smer:DU99_04150
ko:K19689	smer:DU99_01635
ko:K19687	smer:DU99_13275
ko:K19686	smer:DU99_13270
ko:K19713	smer:DU99_20775
ko:K19686	smer:DU99_15880
ko:K19687	smer:DU99_15885
ko:K07064	smer:DU99_31245
ko:K19732	smer:DU99_22955
ko:K17722	smer:DU99_13635
ko:K06132	smer:DU99_06510
ko:K08744	smer:DU99_06070
ko:K07147	smer:DU99_07225
ko:K19802	smer:DU99_10010
ko:K00632	smer:DU99_26060
ko:K09796	smer:DU99_22785
ko:K02022	smer:DU99_11070
ko:K19733	smer:DU99_23010
ko:K20807	smer:DU99_11840
ko:K21395	smer:DU99_09280
ko:K00525	smer:DU99_08150
ko:K20431	smer:DU99_22100
ko:K14218	smer:DU99_00370
ko:K14218	smer:DU99_16380
ko:K14218	smer:DU99_14455
ko:K14234	smer:DU99_03100
ko:K14223	smer:DU99_04830
ko:K01236	smer:DU99_27170
ko:K14228	smer:DU99_07295
ko:K14219	smer:DU99_02390
ko:K14219	smer:DU99_27435
ko:K14232	smer:DU99_06355
ko:K14232	smer:DU99_09390
ko:K14237	smer:DU99_06575
ko:K14229	smer:DU99_09150
ko:K20531	smer:DU99_01680
ko:K03197	smer:DU99_22450
ko:K03198	smer:DU99_22455
ko:K03200	smer:DU99_22465
ko:K00304	smer:DU99_00460
ko:K00302	smer:DU99_00455
ko:K22131	smer:DU99_26670
ko:K21394	smer:DU99_24750
ko:K03199	smer:DU99_22460
ko:K03195	smer:DU99_22495
ko:K02056	smer:DU99_14065
ko:K02021	smer:DU99_29535
ko:K02032	smer:DU99_13430
ko:K03296	smer:DU99_12020
ko:K11529	smer:DU99_26625
ko:K11529	smer:DU99_17745
ko:K11529	smer:DU99_22175
ko:K11751	smer:DU99_15490
ko:K14219	smer:DU99_16455
ko:K14221	smer:DU99_06580
ko:K14221	smer:DU99_06585
ko:K14235	smer:DU99_07015
ko:K01214	smer:DU99_27175
ko:K02438	smer:DU99_15725
ko:K19591	smer:DU99_28325
ko:K20966	smer:DU99_04430
ko:K16844	smer:DU99_22025
ko:K21054	smer:DU99_12515
ko:K21062	smer:DU99_32075
ko:K21014	smer:DU99_12855
ko:K14228	smer:DU99_01345
ko:K14230	smer:DU99_08720
ko:K14233	smer:DU99_17040
ko:K14225	smer:DU99_17190
ko:K01980	smer:DU99_16370
ko:K01768	smer:DU99_24410
ko:K14218	smer:DU99_08765
ko:K14228	smer:DU99_08095
ko:K14228	smer:DU99_08900
ko:K14228	smer:DU99_14620
ko:K14225	smer:DU99_02765
ko:K14226	smer:DU99_03705
ko:K14223	smer:DU99_03890
ko:K14232	smer:DU99_04850
ko:K14234	smer:DU99_06960
ko:K14236	smer:DU99_06990
ko:K14222	smer:DU99_08780
ko:K14220	smer:DU99_08800
ko:K14219	smer:DU99_09380
ko:K14224	smer:DU99_09415
ko:K14224	smer:DU99_09420
ko:K14224	smer:DU99_09430
ko:K14224	smer:DU99_09425
ko:K14229	smer:DU99_11490
ko:K01980	smer:DU99_14445
ko:K14237	smer:DU99_15620
ko:K00821	smer:DU99_02725
ko:K13877	smer:DU99_32060
ko:K01768	smer:DU99_13655
ko:K01768	smer:DU99_15325
ko:K01768	smer:DU99_15780
ko:K01768	smer:DU99_18095
ko:K01768	smer:DU99_06165
ko:K01768	smer:DU99_01415
ko:K01768	smer:DU99_10655
ko:K01768	smer:DU99_26200
ko:K01768	smer:DU99_26480
ko:K01768	smer:DU99_29585
ko:K01768	smer:DU99_02515
ko:K01768	smer:DU99_30630
ko:K01768	smer:DU99_03095
ko:K14218	smer:DU99_01305
ko:K14227	smer:DU99_16385
ko:K14227	smer:DU99_14460
ko:K14227	smer:DU99_00365
ko:K14230	smer:DU99_00390
ko:K14230	smer:DU99_14435
ko:K14230	smer:DU99_16360
ko:K14233	smer:DU99_01085
ko:K14233	smer:DU99_05440
ko:K14233	smer:DU99_08445
ko:K13609	smer:DU99_32065
ko:K14230	smer:DU99_12915
ko:K00529	smer:DU99_14025
ko:K06904	smer:DU99_08670
ko:K00857	smer:DU99_13370
ko:K02316	smer:DU99_12975
ko:K03553	smer:DU99_09835
ko:K03676	smer:DU99_14540
ko:K09882	smer:DU99_14815
ko:K01286	smer:DU99_14905
ko:K06952	smer:DU99_05720
ko:K02314	smer:DU99_05865
ko:K01520	smer:DU99_01855
ko:K06217	smer:DU99_02165
ko:K01286	smer:DU99_07385
ko:K03791	smer:DU99_11145
ko:K07313	smer:DU99_29015
ko:K09960	smer:DU99_11280
ko:K09961	smer:DU99_11290
ko:K07474	smer:DU99_11300
ko:K00558	smer:DU99_11370
ko:K00287	smer:DU99_11940
ko:K00560	smer:DU99_11950
ko:K02483	smer:DU99_05255
ko:K09806	smer:DU99_13090
ko:K07482	smer:DU99_08385
ko:K15270	smer:DU99_12370
ko:K00249	smer:DU99_12610
ko:K01271	smer:DU99_13110
ko:K01800	smer:DU99_16185
ko:K01768	smer:DU99_16515
ko:K01144	smer:DU99_11800
ko:K00108	smer:DU99_19145
ko:K05799	smer:DU99_03995
ko:K00108	smer:DU99_20190
ko:K00108	smer:DU99_20305
ko:K09017	smer:DU99_19135
ko:K00108	smer:DU99_30830
ko:K02335	smer:DU99_00895
ko:K02054	smer:DU99_31390
ko:K02057	smer:DU99_26655
ko:K02022	smer:DU99_28960
ko:K02031	smer:DU99_22290
ko:K02022	smer:DU99_16240
ko:K02032	smer:DU99_25180
ko:K02032	smer:DU99_22275
ko:K02032	smer:DU99_30925
ko:K01784	smer:DU99_01875
ko:K02032	smer:DU99_21545
ko:K02031	smer:DU99_24520
ko:K02032	smer:DU99_24515
ko:K02483	smer:DU99_26395
ko:K16565	smer:DU99_28075
ko:K05799	smer:DU99_32540
ko:K05710	smer:DU99_14040
ko:K05710	smer:DU99_24435
ko:K09017	smer:DU99_13660
ko:K00529	smer:DU99_04080
ko:K00529	smer:DU99_24445
ko:K00529	smer:DU99_30405
ko:K05710	smer:DU99_30410
ko:K02028	smer:DU99_19245
ko:K02029	smer:DU99_19250
ko:K02057	smer:DU99_24835
ko:K01139	smer:DU99_05520
ko:K07005	smer:DU99_22730
ko:K03651	smer:DU99_02500
ko:K21394	smer:DU99_25530
ko:K21395	smer:DU99_25520
ko:K03294	smer:DU99_23875
ko:K21393	smer:DU99_25525
ko:K21393	smer:DU99_24745
ko:K21395	smer:DU99_24740
ko:K22044	smer:DU99_29615
ko:K21420	smer:DU99_06225
ko:K02483	smer:DU99_32270
ko:K21405	smer:DU99_32780
ko:K21470	smer:DU99_06250
ko:K21470	smer:DU99_10125
ko:K21622	smer:DU99_28680
ko:K00344	smer:DU99_09120
ko:K10914	smer:DU99_02520
ko:K21495	smer:DU99_19405
ko:K02493	smer:DU99_26840
ko:K07334	smer:DU99_05455
ko:K21498	smer:DU99_16840
ko:K21603	smer:DU99_03465
ko:K01451	smer:DU99_02950
ko:K21645	smer:DU99_25210
ko:K21621	smer:DU99_28675
ko:K22081	smer:DU99_00475
ko:K07334	smer:DU99_16845
ko:K00344	smer:DU99_20085
ko:K00344	smer:DU99_18650
ko:K00344	smer:DU99_18675
ko:K00344	smer:DU99_18680
ko:K00344	smer:DU99_18025
ko:K00344	smer:DU99_24125
ko:K00344	smer:DU99_29430
ko:K00344	smer:DU99_31360
ko:K21703	smer:DU99_32350
ko:K21832	smer:DU99_23675
ko:K21829	smer:DU99_19265
ko:K21829	smer:DU99_10720
ko:K21832	smer:DU99_04490
ko:K21832	smer:DU99_20230
ko:K21948	smer:DU99_26665
ko:K21910	smer:DU99_12485
ko:K08365	smer:DU99_24660
ko:K21929	smer:DU99_05345
ko:K21929	smer:DU99_27165
ko:K22025	smer:DU99_24770
ko:K22044	smer:DU99_24230
ko:K22044	smer:DU99_23095
ko:K03741	smer:DU99_19820
ko:K22024	smer:DU99_32550
ko:K05802	smer:DU99_04840
ko:K05802	smer:DU99_10890
ko:K22044	smer:DU99_21440
ko:K22025	smer:DU99_26695
ko:K00302	smer:DU99_15750
ko:K00304	smer:DU99_15755
ko:K05275	smer:DU99_22905
ko:K22082	smer:DU99_00480
ko:K22067	smer:DU99_29900
ko:K08319	smer:DU99_09295
ko:K08319	smer:DU99_26675
ko:K22083	smer:DU99_00485
ko:K22130	smer:DU99_26685
ko:K00015	smer:DU99_00890
ko:K14274	smer:DU99_00590
ko:K22129	smer:DU99_32535
ko:K03595	smer:DU99_05560
ko:K07183	smer:DU99_29895
ko:K22104	smer:DU99_31895
ko:K22187	smer:DU99_19625
ko:K03892	smer:DU99_05580
ko:K03892	smer:DU99_19815
ko:K03892	smer:DU99_28345
ko:K22215	smer:DU99_04260
ko:K22217	smer:DU99_04245
ko:K22186	smer:DU99_24780
ko:K22216	smer:DU99_04240
ko:K01687	smer:DU99_32715
ko:K22293	smer:DU99_24820
ko:K22293	smer:DU99_25295
ko:K22310	smer:DU99_02100
ko:K11991	smer:DU99_04125
ko:K02257	smer:DU99_04670
ko:K22342	smer:DU99_00550
ko:K22344	smer:DU99_00540
ko:K22343	smer:DU99_00545
ko:K22348	smer:DU99_03080
ko:K11206	smer:DU99_14535
ko:K00590	smer:DU99_11360
ko:K09123	smer:DU99_32025
ko:K22551	smer:DU99_28375
ko:K22549	smer:DU99_22235
ko:K22548	smer:DU99_32020
