ko:K08153	bthi:BTK_04825
ko:K18967	bthi:BTK_28725
ko:K03790	bthi:BTK_10340
ko:K03790	bthi:BTK_16275
ko:K09145	bthi:BTK_08460
ko:K07496	bthi:BTK_29799
ko:K02315	bthi:BTK_02085
ko:K19055	bthi:BTK_26385
ko:K03466	bthi:BTK_11400
ko:K19005	bthi:BTK_15055
ko:K07496	bthi:BTK_19095
ko:K07496	bthi:BTK_35071
ko:K01872	bthi:BTK_19180
ko:K07029	bthi:BTK_01975
ko:K03526	bthi:BTK_22580
ko:K14742	bthi:BTK_01290
ko:K11991	bthi:BTK_14485
ko:K03169	bthi:BTK_02575
ko:K03111	bthi:BTK_12080
ko:K18231	bthi:BTK_16795
ko:K08151	bthi:BTK_13320
ko:K18220	bthi:BTK_14525
ko:K03169	bthi:BTK_10470
ko:K00662	bthi:BTK_15115
ko:K05593	bthi:BTK_10725
ko:K02171	bthi:BTK_06195
ko:K02172	bthi:BTK_06200
ko:K18231	bthi:BTK_27395
ko:K03205	bthi:BTK_33031
ko:K03169	bthi:BTK_33046
ko:K03169	bthi:BTK_33796
ko:K03761	bthi:BTK_05245
ko:K03111	bthi:BTK_29085
ko:K03497	bthi:BTK_29115
ko:K03497	bthi:BTK_29130
ko:K03205	bthi:BTK_34246
ko:K03169	bthi:BTK_34451
ko:K04565	bthi:BTK_25660
ko:K03502	bthi:BTK_30374
ko:K18979	bthi:BTK_03115
ko:K03502	bthi:BTK_31366
ko:K13052	bthi:BTK_00300
ko:K05396	bthi:BTK_13775
ko:K06595	bthi:BTK_28775
ko:K03741	bthi:BTK_13920
ko:K01174	bthi:BTK_32231
ko:K07816	bthi:BTK_22905
ko:K03466	bthi:BTK_03995
ko:K03466	bthi:BTK_25820
ko:K03429	bthi:BTK_02950
ko:K06415	bthi:BTK_04495
ko:K14220	bthi:BTK_t29298
ko:K14220	bthi:BTK_t29314
ko:K14220	bthi:BTK_t29246
ko:K14220	bthi:BTK_t29218
ko:K14233	bthi:BTK_t29248
ko:K14233	bthi:BTK_t29282
ko:K14233	bthi:BTK_t29328
ko:K14233	bthi:BTK_t29284
ko:K14233	bthi:BTK_t29176
ko:K01239	bthi:BTK_12980
ko:K05799	bthi:BTK_07805
ko:K01090	bthi:BTK_14435
ko:K03892	bthi:BTK_13905
ko:K00344	bthi:BTK_17910
ko:K19119	bthi:BTK_32091
ko:K02277	bthi:BTK_20805
ko:K00354	bthi:BTK_11110
ko:K06378	bthi:BTK_21540
ko:K01200	bthi:BTK_24705
ko:K01046	bthi:BTK_25545
ko:K00632	bthi:BTK_26540
ko:K02777	bthi:BTK_28160
ko:K11037	bthi:BTK_13605
ko:K01200	bthi:BTK_16145
ko:K01239	bthi:BTK_15315
ko:K01239	bthi:BTK_27080
ko:K00001	bthi:BTK_18450
ko:K01239	bthi:BTK_18805
ko:K11615	bthi:BTK_03280
ko:K01090	bthi:BTK_07325
ko:K03296	bthi:BTK_04225
ko:K01271	bthi:BTK_20480
ko:K06308	bthi:BTK_24880
ko:K01081	bthi:BTK_26410
ko:K03296	bthi:BTK_28835
ko:K03328	bthi:BTK_00275
ko:K00798	bthi:BTK_08680
ko:K00571	bthi:BTK_24345
ko:K11037	bthi:BTK_32386
ko:K00433	bthi:BTK_25095
ko:K01239	bthi:BTK_16405
ko:K06307	bthi:BTK_18925
ko:K01897	bthi:BTK_19200
ko:K01447	bthi:BTK_34651
ko:K01447	bthi:BTK_04995
ko:K06345	bthi:BTK_23325
ko:K01710	bthi:BTK_07385
ko:K01447	bthi:BTK_08755
ko:K01271	bthi:BTK_24205
ko:K03293	bthi:BTK_04095
ko:K02032	bthi:BTK_05120
ko:K00344	bthi:BTK_11675
ko:K19118	bthi:BTK_32106
ko:K19118	bthi:BTK_32111
ko:K19118	bthi:BTK_32116
ko:K19118	bthi:BTK_32121
ko:K19118	bthi:BTK_32126
ko:K19118	bthi:BTK_32131
ko:K21900	bthi:BTK_27380
ko:K19117	bthi:BTK_32096
ko:K12132	bthi:BTK_20410
ko:K01073	bthi:BTK_11190
ko:K19118	bthi:BTK_32101
ko:K01117	bthi:BTK_03840
ko:K06893	bthi:BTK_04775
ko:K07451	bthi:BTK_11890
ko:K15640	bthi:BTK_20770
ko:K00634	bthi:BTK_22000
ko:K06336	bthi:BTK_07690
ko:K16044	bthi:BTK_19040
ko:K02031	bthi:BTK_01135
ko:K02032	bthi:BTK_01140
ko:K08651	bthi:BTK_12915
ko:K11036	bthi:BTK_14140
ko:K11037	bthi:BTK_14145
ko:K01777	bthi:BTK_15595
ko:K01046	bthi:BTK_16765
ko:K03293	bthi:BTK_18215
ko:K00102	bthi:BTK_18480
ko:K19167	bthi:BTK_33781
ko:K00456	bthi:BTK_16890
ko:K12472	bthi:BTK_34121
ko:K15667	bthi:BTK_29474
ko:K19271	bthi:BTK_13050
ko:K00663	bthi:BTK_14975
ko:K00020	bthi:BTK_21370
ko:K00020	bthi:BTK_12790
ko:K07496	bthi:BTK_17370
ko:K07496	bthi:BTK_17375
ko:K07496	bthi:BTK_11065
ko:K07496	bthi:BTK_32351
ko:K07496	bthi:BTK_32466
ko:K07496	bthi:BTK_32516
ko:K07496	bthi:BTK_32521
ko:K07496	bthi:BTK_32661
ko:K07496	bthi:BTK_29819
ko:K07496	bthi:BTK_30349
ko:K07496	bthi:BTK_30479
ko:K07496	bthi:BTK_30714
ko:K07496	bthi:BTK_30854
ko:K01567	bthi:BTK_02830
ko:K01992	bthi:BTK_10015
ko:K03722	bthi:BTK_09020
ko:K03722	bthi:BTK_09120
ko:K11638	bthi:BTK_05255
ko:K19302	bthi:BTK_07745
ko:K00638	bthi:BTK_13470
ko:K04771	bthi:BTK_19060
ko:K01992	bthi:BTK_08095
ko:K02031	bthi:BTK_05115
ko:K19405	bthi:BTK_00400
ko:K08217	bthi:BTK_26915
ko:K01992	bthi:BTK_27965
ko:K01990	bthi:BTK_28650
ko:K19411	bthi:BTK_00395
ko:K19350	bthi:BTK_18665
ko:K06419	bthi:BTK_04925
ko:K01990	bthi:BTK_08090
ko:K03574	bthi:BTK_25150
ko:K06867	bthi:BTK_03205
ko:K06867	bthi:BTK_24515
ko:K01436	bthi:BTK_04160
ko:K07496	bthi:BTK_27675
ko:K07496	bthi:BTK_10830
ko:K19302	bthi:BTK_24995
ko:K18567	bthi:BTK_16465
ko:K18567	bthi:BTK_26590
ko:K06881	bthi:BTK_24175
ko:K00887	bthi:BTK_22695
ko:K02476	bthi:BTK_03180
ko:K14218	bthi:BTK_t29174
ko:K14218	bthi:BTK_t29202
ko:K14218	bthi:BTK_t29180
ko:K14218	bthi:BTK_t29280
ko:K14218	bthi:BTK_t29334
ko:K14222	bthi:BTK_t29256
ko:K14228	bthi:BTK_t29234
ko:K14228	bthi:BTK_t29258
ko:K14228	bthi:BTK_t29344
ko:K14228	bthi:BTK_t29270
ko:K14228	bthi:BTK_t29192
ko:K14228	bthi:BTK_t29196
ko:K14228	bthi:BTK_t29340
ko:K14228	bthi:BTK_t29274
ko:K14219	bthi:BTK_t29236
ko:K14219	bthi:BTK_t29338
ko:K14219	bthi:BTK_t29276
ko:K14219	bthi:BTK_t29198
ko:K14219	bthi:BTK_t29306
ko:K14232	bthi:BTK_t29238
ko:K14232	bthi:BTK_t29200
ko:K14232	bthi:BTK_t29278
ko:K14232	bthi:BTK_t29336
ko:K14225	bthi:BTK_t29240
ko:K14225	bthi:BTK_t29260
ko:K14225	bthi:BTK_t29308
ko:K14225	bthi:BTK_t29194
ko:K14225	bthi:BTK_t29272
ko:K14225	bthi:BTK_t29342
ko:K14225	bthi:BTK_t29254
ko:K14225	bthi:BTK_t29214
ko:K14231	bthi:BTK_t29290
ko:K14231	bthi:BTK_t29322
ko:K14231	bthi:BTK_t29356
ko:K14236	bthi:BTK_t29264
ko:K14236	bthi:BTK_t29208
ko:K14237	bthi:BTK_t29186
ko:K14237	bthi:BTK_t29262
ko:K14237	bthi:BTK_t29350
ko:K14237	bthi:BTK_t29206
ko:K14237	bthi:BTK_t29224
ko:K14237	bthi:BTK_t29302
ko:K14230	bthi:BTK_t29242
ko:K14230	bthi:BTK_t29326
ko:K14230	bthi:BTK_t29286
ko:K14230	bthi:BTK_t29226
ko:K14223	bthi:BTK_t29252
ko:K14223	bthi:BTK_t29266
ko:K14223	bthi:BTK_t29230
ko:K14223	bthi:BTK_t29210
ko:K14221	bthi:BTK_t29244
ko:K14221	bthi:BTK_t29324
ko:K14221	bthi:BTK_t29288
ko:K14221	bthi:BTK_t29358
ko:K19701	bthi:BTK_28440
ko:K19689	bthi:BTK_24600
ko:K07315	bthi:BTK_05810
ko:K01258	bthi:BTK_21900
ko:K14227	bthi:BTK_t29172
ko:K14227	bthi:BTK_t29296
ko:K14227	bthi:BTK_t29178
ko:K14227	bthi:BTK_t29316
ko:K14229	bthi:BTK_t29190
ko:K14229	bthi:BTK_t29268
ko:K14229	bthi:BTK_t29362
ko:K14229	bthi:BTK_t29318
ko:K14229	bthi:BTK_t29232
ko:K14229	bthi:BTK_t29212
ko:K14230	bthi:BTK_t29332
ko:K14230	bthi:BTK_t29182
ko:K14230	bthi:BTK_t29304
ko:K14230	bthi:BTK_t29330
ko:K14230	bthi:BTK_t31296
ko:K03205	bthi:BTK_33661
ko:K03417	bthi:BTK_12780
ko:K20480	bthi:BTK_03395
ko:K00547	bthi:BTK_22460
ko:K00297	bthi:BTK_22460
ko:K15777	bthi:BTK_10300
ko:K19802	bthi:BTK_15520
ko:K19955	bthi:BTK_19700
ko:K21636	bthi:BTK_19075
ko:K13075	bthi:BTK_18210
ko:K01091	bthi:BTK_25075
ko:K05770	bthi:BTK_14005
ko:K10680	bthi:BTK_19345
ko:K20074	bthi:BTK_20415
ko:K20201	bthi:BTK_28155
ko:K20116	bthi:BTK_21405
ko:K20117	bthi:BTK_21405
ko:K20118	bthi:BTK_21405
ko:K20459	bthi:BTK_29599
ko:K20390	bthi:BTK_28395
ko:K20391	bthi:BTK_28400
ko:K00526	bthi:BTK_08065
ko:K20486	bthi:BTK_29689
ko:K20418	bthi:BTK_06120
ko:K18889	bthi:BTK_04900
ko:K08884	bthi:BTK_12630
ko:K18889	bthi:BTK_19530
ko:K18890	bthi:BTK_04905
ko:K18890	bthi:BTK_19525
ko:K20534	bthi:BTK_28820
ko:K22112	bthi:BTK_28910
ko:K22103	bthi:BTK_25070
ko:K20742	bthi:BTK_15525
ko:K14230	bthi:BTK_t29352
ko:K11751	bthi:BTK_14120
ko:K01208	bthi:BTK_21170
ko:K21029	bthi:BTK_18885
ko:K14235	bthi:BTK_t29294
ko:K14224	bthi:BTK_t29300
ko:K14224	bthi:BTK_t29310
ko:K14224	bthi:BTK_t29204
ko:K14224	bthi:BTK_t29222
ko:K20895	bthi:BTK_02870
ko:K21029	bthi:BTK_11775
ko:K00525	bthi:BTK_08060
ko:K21029	bthi:BTK_24815
ko:K21064	bthi:BTK_07145
ko:K14234	bthi:BTK_t29188
ko:K14234	bthi:BTK_t29320
ko:K14234	bthi:BTK_t29348
ko:K14234	bthi:BTK_t29292
ko:K14233	bthi:BTK_t29220
ko:K14233	bthi:BTK_t29312
ko:K14221	bthi:BTK_t29228
ko:K14226	bthi:BTK_t29250
ko:K08968	bthi:BTK_24420
ko:K00821	bthi:BTK_14665
ko:K00821	bthi:BTK_21810
ko:K00435	bthi:BTK_28590
ko:K01286	bthi:BTK_11280
ko:K18640	bthi:BTK_16095
ko:K06904	bthi:BTK_06900
ko:K00560	bthi:BTK_12285
ko:K00287	bthi:BTK_12290
ko:K01286	bthi:BTK_17055
ko:K01286	bthi:BTK_07680
ko:K07313	bthi:BTK_03240
ko:K13730	bthi:BTK_07945
ko:K03546	bthi:BTK_12825
ko:K01286	bthi:BTK_14640
ko:K04068	bthi:BTK_19070
ko:K02314	bthi:BTK_05280
ko:K02314	bthi:BTK_05295
ko:K06904	bthi:BTK_01370
ko:K02315	bthi:BTK_01470
ko:K01286	bthi:BTK_10680
ko:K03553	bthi:BTK_19990
ko:K03553	bthi:BTK_01675
ko:K02316	bthi:BTK_22650
ko:K06217	bthi:BTK_22710
ko:K01493	bthi:BTK_22815
ko:K18640	bthi:BTK_33001
ko:K00857	bthi:BTK_28215
ko:K18640	bthi:BTK_33416
ko:K01286	bthi:BTK_28595
ko:K18640	bthi:BTK_33921
ko:K02314	bthi:BTK_29060
ko:K01174	bthi:BTK_29759
ko:K07474	bthi:BTK_34886
ko:K07451	bthi:BTK_25990
ko:K01286	bthi:BTK_26555
ko:K07258	bthi:BTK_08635
ko:K02335	bthi:BTK_24070
ko:K05375	bthi:BTK_12880
ko:K18814	bthi:BTK_27895
ko:K01101	bthi:BTK_26325
ko:K21416	bthi:BTK_15930
ko:K21417	bthi:BTK_15935
ko:K21405	bthi:BTK_15990
ko:K21481	bthi:BTK_06145
ko:K21464	bthi:BTK_28525
ko:K21465	bthi:BTK_22555
ko:K21465	bthi:BTK_17185
ko:K21465	bthi:BTK_16640
ko:K21467	bthi:BTK_12295
ko:K21467	bthi:BTK_17205
ko:K21471	bthi:BTK_30669
ko:K21468	bthi:BTK_23080
ko:K22044	bthi:BTK_29105
ko:K21471	bthi:BTK_27510
ko:K21471	bthi:BTK_08450
ko:K21567	bthi:BTK_02395
ko:K21497	bthi:BTK_05195
ko:K00863	bthi:BTK_05650
ko:K00863	bthi:BTK_05660
ko:K21496	bthi:BTK_05190
ko:K21613	bthi:BTK_19435
ko:K21567	bthi:BTK_25765
ko:K21600	bthi:BTK_19760
ko:K21721	bthi:BTK_29569
ko:K00344	bthi:BTK_18335
ko:K00344	bthi:BTK_18340
ko:K21713	bthi:BTK_15640
ko:K21828	bthi:BTK_02530
ko:K21929	bthi:BTK_08955
ko:K21949	bthi:BTK_29564
ko:K21902	bthi:BTK_28515
ko:K11923	bthi:BTK_17810
ko:K21935	bthi:BTK_12585
ko:K21960	bthi:BTK_16945
ko:K18244	bthi:BTK_28285
ko:K18244	bthi:BTK_28325
ko:K18244	bthi:BTK_28335
ko:K21993	bthi:BTK_18890
ko:K21903	bthi:BTK_03380
ko:K00754	bthi:BTK_08985
ko:K01463	bthi:BTK_08980
ko:K22135	bthi:BTK_18250
ko:K22136	bthi:BTK_20695
ko:K01585	bthi:BTK_20910
ko:K14274	bthi:BTK_16835
ko:K03595	bthi:BTK_22685
ko:K02116	bthi:BTK_05605
ko:K22112	bthi:BTK_28895
ko:K22112	bthi:BTK_28915
ko:K03191	bthi:BTK_19250
ko:K22132	bthi:BTK_23205
ko:K22106	bthi:BTK_15025
ko:K00302	bthi:BTK_15570
ko:K00302	bthi:BTK_15575
ko:K03547	bthi:BTK_05895
ko:K07456	bthi:BTK_18360
ko:K22278	bthi:BTK_10730
ko:K22278	bthi:BTK_19150
ko:K05592	bthi:BTK_28980
ko:K02257	bthi:BTK_20825
ko:K05592	bthi:BTK_28955
ko:K13566	bthi:BTK_21330
ko:K01551	bthi:BTK_01945
ko:K18672	bthi:BTK_25735
ko:K22491	bthi:BTK_08730
