ko:K18928	bpsh:DR55_5026
ko:K03226	bpsh:DR55_3871
ko:K03225	bpsh:DR55_3872
ko:K18381	bpsh:DR55_3873
ko:K03230	bpsh:DR55_3874
ko:K03229	bpsh:DR55_3875
ko:K03222	bpsh:DR55_3878
ko:K03223	bpsh:DR55_3880
ko:K03224	bpsh:DR55_3881
ko:K03228	bpsh:DR55_3883
ko:K03219	bpsh:DR55_3885
ko:K07507	bpsh:DR55_3896
ko:K00425	bpsh:DR55_3898
ko:K00426	bpsh:DR55_3899
ko:K00799	bpsh:DR55_3902
ko:K09915	bpsh:DR55_3903
ko:K01752	bpsh:DR55_3906
ko:K00303	bpsh:DR55_3907
ko:K00305	bpsh:DR55_3910
ko:K01633	bpsh:DR55_3911
ko:K03704	bpsh:DR55_3912
ko:K07675	bpsh:DR55_3920
ko:K08369	bpsh:DR55_3921
ko:K01425	bpsh:DR55_4724
ko:K01166	bpsh:DR55_4725
ko:K17228	bpsh:DR55_4726
ko:K13888	bpsh:DR55_4727
ko:K05685	bpsh:DR55_4728
ko:K00140	bpsh:DR55_4733
ko:K01895	bpsh:DR55_4734
ko:K07403	bpsh:DR55_4737
ko:K07044	bpsh:DR55_4741
ko:K01841	bpsh:DR55_4742
ko:K03119	bpsh:DR55_4744
ko:K07090	bpsh:DR55_4747
ko:K06901	bpsh:DR55_4751
ko:K16088	bpsh:DR55_4759
ko:K06147	bpsh:DR55_4760
ko:K12243	bpsh:DR55_4765
ko:K04782	bpsh:DR55_4768
ko:K01996	bpsh:DR55_4772
ko:K01995	bpsh:DR55_4773
ko:K01753	bpsh:DR55_5614
ko:K07169	bpsh:DR55_5623
ko:K11906	bpsh:DR55_5625
ko:K11893	bpsh:DR55_5626
ko:K11892	bpsh:DR55_5627
ko:K11891	bpsh:DR55_5628
ko:K11890	bpsh:DR55_5629
ko:K11902	bpsh:DR55_5631
ko:K11901	bpsh:DR55_5632
ko:K11900	bpsh:DR55_5633
ko:K06887	bpsh:DR55_5634
ko:K11897	bpsh:DR55_5635
ko:K11896	bpsh:DR55_5636
ko:K11907	bpsh:DR55_5638
ko:K11904	bpsh:DR55_5639
ko:K10111	bpsh:DR55_5648
ko:K02027	bpsh:DR55_5649
ko:K02025	bpsh:DR55_5650
ko:K02026	bpsh:DR55_5651
ko:K07407	bpsh:DR55_5652
ko:K01586	bpsh:DR55_5661
ko:K11904	bpsh:DR55_5666
ko:K10001	bpsh:DR55_5725
ko:K07243	bpsh:DR55_5729
ko:K07644	bpsh:DR55_5734
ko:K07665	bpsh:DR55_5735
ko:K14645	bpsh:DR55_5736
ko:K01281	bpsh:DR55_5737
ko:K01158	bpsh:DR55_5746
ko:K16692	bpsh:DR55_5752
ko:K00799	bpsh:DR55_5765
ko:K07006	bpsh:DR55_5767
ko:K03317	bpsh:DR55_5768
ko:K01619	bpsh:DR55_5769
ko:K00758	bpsh:DR55_5772
ko:K01489	bpsh:DR55_5773
ko:K16370	bpsh:DR55_5776
ko:K02014	bpsh:DR55_5888
ko:K07004	bpsh:DR55_5893
ko:K03606	bpsh:DR55_5904
ko:K00012	bpsh:DR55_5905
ko:K01104	bpsh:DR55_5906
ko:K01991	bpsh:DR55_5907
ko:K16692	bpsh:DR55_5908
ko:K03772	bpsh:DR55_5915
ko:K07044	bpsh:DR55_5917
ko:K00826	bpsh:DR55_5929
ko:K04073	bpsh:DR55_5931
ko:K01666	bpsh:DR55_5932
ko:K07127	bpsh:DR55_2473
ko:K09165	bpsh:DR55_2476
ko:K03282	bpsh:DR55_2479
ko:K03969	bpsh:DR55_2481
ko:K05366	bpsh:DR55_2482
ko:K01754	bpsh:DR55_2484
ko:K01438	bpsh:DR55_2485
ko:K03723	bpsh:DR55_2487
ko:K00991	bpsh:DR55_2488
ko:K01770	bpsh:DR55_2489
ko:K04756	bpsh:DR55_2490
ko:K03386	bpsh:DR55_2491
ko:K07638	bpsh:DR55_2492
ko:K07659	bpsh:DR55_2493
ko:K02291	bpsh:DR55_2497
ko:K02055	bpsh:DR55_3298
ko:K02053	bpsh:DR55_3299
ko:K02053	bpsh:DR55_3301
ko:K02052	bpsh:DR55_3302
ko:K03147	bpsh:DR55_3312
ko:K04062	bpsh:DR55_3313
ko:K15034	bpsh:DR55_3318
ko:K03581	bpsh:DR55_3319
ko:K03582	bpsh:DR55_3320
ko:K03583	bpsh:DR55_3321
ko:K16234	bpsh:DR55_3323
ko:K02012	bpsh:DR55_3325
ko:K02011	bpsh:DR55_3326
ko:K02010	bpsh:DR55_3327
ko:K05800	bpsh:DR55_3328
ko:K07118	bpsh:DR55_3330
ko:K07093	bpsh:DR55_3333
ko:K07799	bpsh:DR55_3335
ko:K07788	bpsh:DR55_3336
ko:K07789	bpsh:DR55_3337
ko:K02274	bpsh:DR55_3343
ko:K01414	bpsh:DR55_4152
ko:K03119	bpsh:DR55_4162
ko:K00370	bpsh:DR55_4168
ko:K00371	bpsh:DR55_4169
ko:K00373	bpsh:DR55_4170
ko:K00374	bpsh:DR55_4171
ko:K03769	bpsh:DR55_4172
ko:K02575	bpsh:DR55_4173
ko:K00797	bpsh:DR55_4176
ko:K11189	bpsh:DR55_4177
ko:K12140	bpsh:DR55_4182
ko:K12141	bpsh:DR55_4183
ko:K07088	bpsh:DR55_4190
ko:K00878	bpsh:DR55_4192
ko:K00219	bpsh:DR55_4194
ko:K07230	bpsh:DR55_4982
ko:K03702	bpsh:DR55_4983
ko:K00832	bpsh:DR55_4984
ko:K00019	bpsh:DR55_4985
ko:K07115	bpsh:DR55_4987
ko:K11082	bpsh:DR55_5000
ko:K11083	bpsh:DR55_5001
ko:K11084	bpsh:DR55_5002
ko:K11081	bpsh:DR55_5003
ko:K03430	bpsh:DR55_5004
ko:K08194	bpsh:DR55_5005
ko:K00014	bpsh:DR55_5006
ko:K03786	bpsh:DR55_5007
ko:K00457	bpsh:DR55_5008
ko:K12658	bpsh:DR55_5015
ko:K15977	bpsh:DR55_5022
ko:K03303	bpsh:DR55_5023
ko:K00782	bpsh:DR55_5024
ko:K02072	bpsh:DR55_5031
ko:K02071	bpsh:DR55_5032
ko:K02849	bpsh:DR55_11
ko:K11085	bpsh:DR55_16
ko:K02337	bpsh:DR55_17
ko:K07146	bpsh:DR55_18
ko:K01894	bpsh:DR55_19
ko:K08289	bpsh:DR55_23
ko:K03466	bpsh:DR55_25
ko:K05973	bpsh:DR55_28
ko:K03616	bpsh:DR55_30
ko:K10773	bpsh:DR55_31
ko:K09989	bpsh:DR55_37
ko:K05782	bpsh:DR55_38
ko:K00616	bpsh:DR55_39
ko:K04750	bpsh:DR55_40
ko:K03307	bpsh:DR55_41
ko:K03181	bpsh:DR55_45
ko:K04079	bpsh:DR55_46
ko:K05825	bpsh:DR55_50
ko:K07240	bpsh:DR55_54
ko:K06016	bpsh:DR55_56
ko:K02621	bpsh:DR55_62
ko:K08224	bpsh:DR55_871
ko:K00477	bpsh:DR55_876
ko:K00789	bpsh:DR55_878
ko:K02517	bpsh:DR55_879
ko:K01778	bpsh:DR55_880
ko:K09921	bpsh:DR55_881
ko:K03733	bpsh:DR55_882
ko:K06969	bpsh:DR55_883
ko:K06204	bpsh:DR55_885
ko:K01419	bpsh:DR55_886
ko:K03667	bpsh:DR55_887
ko:K15012	bpsh:DR55_888
ko:K15011	bpsh:DR55_889
ko:K00930	bpsh:DR55_891
ko:K05501	bpsh:DR55_893
ko:K00641	bpsh:DR55_894
ko:K08218	bpsh:DR55_896
ko:K13979	bpsh:DR55_899
ko:K01142	bpsh:DR55_901
ko:K02434	bpsh:DR55_903
ko:K02433	bpsh:DR55_904
ko:K02435	bpsh:DR55_905
ko:K03569	bpsh:DR55_906
ko:K03570	bpsh:DR55_907
ko:K03571	bpsh:DR55_908
ko:K05515	bpsh:DR55_909
ko:K05837	bpsh:DR55_910
ko:K01630	bpsh:DR55_912
ko:K01737	bpsh:DR55_913
ko:K06920	bpsh:DR55_915
ko:K03500	bpsh:DR55_920
ko:K03799	bpsh:DR55_921
ko:K01711	bpsh:DR55_1721
ko:K07031	bpsh:DR55_1722
ko:K03271	bpsh:DR55_1723
ko:K03273	bpsh:DR55_1725
ko:K07265	bpsh:DR55_1726
ko:K02535	bpsh:DR55_1730
ko:K01991	bpsh:DR55_1738
ko:K01104	bpsh:DR55_1739
ko:K16692	bpsh:DR55_1740
ko:K07265	bpsh:DR55_1742
ko:K03819	bpsh:DR55_1743
ko:K01627	bpsh:DR55_1746
ko:K03270	bpsh:DR55_1747
ko:K06041	bpsh:DR55_1748
ko:K00963	bpsh:DR55_1749
ko:K02403	bpsh:DR55_1750
ko:K03640	bpsh:DR55_1753
ko:K03641	bpsh:DR55_1754
ko:K03560	bpsh:DR55_1756
ko:K03562	bpsh:DR55_1757
ko:K07107	bpsh:DR55_1758
ko:K16066	bpsh:DR55_1759
ko:K00600	bpsh:DR55_1760
ko:K07738	bpsh:DR55_1761
ko:K08084	bpsh:DR55_1762
ko:K02672	bpsh:DR55_1764
ko:K02655	bpsh:DR55_1766
ko:K01424	bpsh:DR55_2563
ko:K01608	bpsh:DR55_2568
ko:K02275	bpsh:DR55_2570
ko:K03088	bpsh:DR55_2572
ko:K02990	bpsh:DR55_2574
ko:K02686	bpsh:DR55_2575
ko:K02963	bpsh:DR55_2576
ko:K02939	bpsh:DR55_2577
ko:K07220	bpsh:DR55_2579
ko:K03306	bpsh:DR55_2580
ko:K07175	bpsh:DR55_2582
ko:K03564	bpsh:DR55_2583
ko:K00604	bpsh:DR55_2586
ko:K10012	bpsh:DR55_2587
ko:K14260	bpsh:DR55_2592
ko:K00003	bpsh:DR55_2593
ko:K01733	bpsh:DR55_2594
ko:K03750	bpsh:DR55_2595
ko:K03636	bpsh:DR55_2596
ko:K03635	bpsh:DR55_2597
ko:K06886	bpsh:DR55_2598
ko:K13771	bpsh:DR55_2599
ko:K03695	bpsh:DR55_2600
ko:K01607	bpsh:DR55_2604
ko:K03327	bpsh:DR55_2605
ko:K02909	bpsh:DR55_2607
ko:K09933	bpsh:DR55_2608
ko:K03628	bpsh:DR55_2611
ko:K00331	bpsh:DR55_3396
ko:K00330	bpsh:DR55_3397
ko:K03075	bpsh:DR55_3399
ko:K01803	bpsh:DR55_3400
ko:K00962	bpsh:DR55_3402
ko:K02956	bpsh:DR55_3403
ko:K01999	bpsh:DR55_3404
ko:K01673	bpsh:DR55_3406
ko:K01649	bpsh:DR55_3408
ko:K17103	bpsh:DR55_3409
ko:K01613	bpsh:DR55_3410
ko:K00053	bpsh:DR55_3411
ko:K01653	bpsh:DR55_3412
ko:K01652	bpsh:DR55_3413
ko:K03088	bpsh:DR55_3414
ko:K00901	bpsh:DR55_3420
ko:K06966	bpsh:DR55_3422
ko:K01426	bpsh:DR55_3426
ko:K06886	bpsh:DR55_3429
ko:K02004	bpsh:DR55_3430
ko:K09712	bpsh:DR55_3433
ko:K07667	bpsh:DR55_3434
ko:K07646	bpsh:DR55_3435
ko:K01548	bpsh:DR55_3436
ko:K01547	bpsh:DR55_3437
ko:K01546	bpsh:DR55_3438
ko:K01734	bpsh:DR55_3441
ko:K00059	bpsh:DR55_3443
ko:K00761	bpsh:DR55_3444
ko:K09129	bpsh:DR55_4287
ko:K15725	bpsh:DR55_4290
ko:K15727	bpsh:DR55_4291
ko:K15726	bpsh:DR55_4292
ko:K07665	bpsh:DR55_4293
ko:K07644	bpsh:DR55_4294
ko:K10439	bpsh:DR55_4300
ko:K10441	bpsh:DR55_4301
ko:K10440	bpsh:DR55_4302
ko:K10013	bpsh:DR55_5087
ko:K06987	bpsh:DR55_5090
ko:K06518	bpsh:DR55_1049
ko:K03446	bpsh:DR55_1051
ko:K02463	bpsh:DR55_1055
ko:K02462	bpsh:DR55_1056
ko:K02461	bpsh:DR55_1057
ko:K02460	bpsh:DR55_1058
ko:K02459	bpsh:DR55_1059
ko:K02458	bpsh:DR55_1060
ko:K02457	bpsh:DR55_1061
ko:K02456	bpsh:DR55_1062
ko:K02452	bpsh:DR55_1063
ko:K02455	bpsh:DR55_1064
ko:K02454	bpsh:DR55_1065
ko:K02453	bpsh:DR55_1066
ko:K03530	bpsh:DR55_1069
ko:K15461	bpsh:DR55_1070
ko:K06048	bpsh:DR55_1072
ko:K01951	bpsh:DR55_1074
ko:K07117	bpsh:DR55_1076
ko:K01724	bpsh:DR55_1080
ko:K00500	bpsh:DR55_1081
ko:K06940	bpsh:DR55_1874
ko:K06153	bpsh:DR55_1876
ko:K03439	bpsh:DR55_1877
ko:K06199	bpsh:DR55_1882
ko:K02221	bpsh:DR55_1884
ko:K06895	bpsh:DR55_1888
ko:K03182	bpsh:DR55_1889
ko:K03625	bpsh:DR55_1892
ko:K00794	bpsh:DR55_1893
ko:K14652	bpsh:DR55_1894
ko:K00793	bpsh:DR55_1895
ko:K11752	bpsh:DR55_1896
ko:K01845	bpsh:DR55_1897
ko:K07552	bpsh:DR55_1900
ko:K02028	bpsh:DR55_1903
ko:K10009	bpsh:DR55_1904
ko:K02424	bpsh:DR55_1905
ko:K00845	bpsh:DR55_1906
ko:K01057	bpsh:DR55_1907
ko:K00036	bpsh:DR55_1908
ko:K17315	bpsh:DR55_1909
ko:K17316	bpsh:DR55_1910
ko:K17317	bpsh:DR55_1911
ko:K10112	bpsh:DR55_1912
ko:K00384	bpsh:DR55_1915
ko:K03466	bpsh:DR55_1916
ko:K03634	bpsh:DR55_1917
ko:K07478	bpsh:DR55_1918
ko:K01875	bpsh:DR55_1920
ko:K07218	bpsh:DR55_2721
ko:K00376	bpsh:DR55_2722
ko:K03734	bpsh:DR55_2723
ko:K01990	bpsh:DR55_2724
ko:K01992	bpsh:DR55_2725
ko:K03406	bpsh:DR55_2726
ko:K13954	bpsh:DR55_2734
ko:K07345	bpsh:DR55_2738
ko:K07347	bpsh:DR55_2740
ko:K07345	bpsh:DR55_2741
ko:K07687	bpsh:DR55_2748
ko:K07677	bpsh:DR55_2749
ko:K00128	bpsh:DR55_2762
ko:K02055	bpsh:DR55_2764
ko:K02054	bpsh:DR55_2765
ko:K02053	bpsh:DR55_2766
ko:K02052	bpsh:DR55_2767
ko:K00135	bpsh:DR55_2769
ko:K00163	bpsh:DR55_3557
ko:K01703	bpsh:DR55_3561
ko:K01704	bpsh:DR55_3563
ko:K00052	bpsh:DR55_3564
ko:K00133	bpsh:DR55_3566
ko:K06173	bpsh:DR55_3568
ko:K01817	bpsh:DR55_3569
ko:K01696	bpsh:DR55_3570
ko:K01695	bpsh:DR55_3572
ko:K01963	bpsh:DR55_3573
ko:K11754	bpsh:DR55_3574
ko:K03749	bpsh:DR55_3575
ko:K03558	bpsh:DR55_3576
ko:K00764	bpsh:DR55_3577
ko:K10764	bpsh:DR55_3578
ko:K01711	bpsh:DR55_3581
ko:K00963	bpsh:DR55_3588
ko:K07058	bpsh:DR55_3593
ko:K06987	bpsh:DR55_3595
ko:K02030	bpsh:DR55_3597
ko:K02028	bpsh:DR55_3600
ko:K02029	bpsh:DR55_3600
ko:K02030	bpsh:DR55_3602
ko:K00123	bpsh:DR55_3604
ko:K00123	bpsh:DR55_3605
ko:K03823	bpsh:DR55_4406
ko:K15553	bpsh:DR55_4408
ko:K07044	bpsh:DR55_4412
ko:K03762	bpsh:DR55_4414
ko:K09957	bpsh:DR55_4419
ko:K00675	bpsh:DR55_4420
ko:K01761	bpsh:DR55_4423
ko:K01426	bpsh:DR55_4425
ko:K06989	bpsh:DR55_4433
ko:K01652	bpsh:DR55_4434
ko:K09019	bpsh:DR55_4446
ko:K07098	bpsh:DR55_4447
ko:K07507	bpsh:DR55_4448
ko:K01497	bpsh:DR55_4452
ko:K06140	bpsh:DR55_4456
ko:K07687	bpsh:DR55_5241
ko:K07687	bpsh:DR55_5247
ko:K07677	bpsh:DR55_5249
ko:K11907	bpsh:DR55_5250
ko:K11898	bpsh:DR55_5252
ko:K11897	bpsh:DR55_5253
ko:K11896	bpsh:DR55_5254
ko:K11895	bpsh:DR55_5255
ko:K11902	bpsh:DR55_5256
ko:K11904	bpsh:DR55_5261
ko:K11891	bpsh:DR55_5263
ko:K11892	bpsh:DR55_5264
ko:K11893	bpsh:DR55_5265
ko:K11906	bpsh:DR55_5266
ko:K11903	bpsh:DR55_5267
ko:K11900	bpsh:DR55_5268
ko:K11901	bpsh:DR55_5269
ko:K11892	bpsh:DR55_5271
ko:K07345	bpsh:DR55_5272
ko:K07347	bpsh:DR55_5273
ko:K15540	bpsh:DR55_5274
ko:K07345	bpsh:DR55_5275
ko:K02274	bpsh:DR55_5282
ko:K03671	bpsh:DR55_5285
ko:K11069	bpsh:DR55_5291
ko:K11070	bpsh:DR55_5292
ko:K11071	bpsh:DR55_5293
ko:K18778	bpsh:DR55_1502
ko:K18850	bpsh:DR55_2266
ko:K14228	bpsh:DR55_3398
ko:K14228	bpsh:DR55_4563
ko:K14229	bpsh:DR55_1751
ko:K01980	bpsh:DR55_1473
ko:K01980	bpsh:DR55_4992
ko:K01980	bpsh:DR55_3358
ko:K01980	bpsh:DR55_1267
ko:K18928	bpsh:DR55_2227
ko:K18902	bpsh:DR55_5057
ko:K14229	bpsh:DR55_932
ko:K14232	bpsh:DR55_3044
ko:K14228	bpsh:DR55_2981
ko:K14228	bpsh:DR55_2980
ko:K14226	bpsh:DR55_2956
ko:K14236	bpsh:DR55_1269
ko:K14222	bpsh:DR55_4330
ko:K14219	bpsh:DR55_3211
ko:K09691	bpsh:DR55_1838
ko:K14219	bpsh:DR55_1153
ko:K14234	bpsh:DR55_1384
ko:K14218	bpsh:DR55_1231
ko:K14230	bpsh:DR55_348
ko:K14220	bpsh:DR55_2051
ko:K14220	bpsh:DR55_2052
ko:K01977	bpsh:DR55_1263
ko:K01977	bpsh:DR55_1469
ko:K01977	bpsh:DR55_4996
ko:K01977	bpsh:DR55_3362
ko:K18900	bpsh:DR55_5060
ko:K13611	bpsh:DR55_4325
ko:K14228	bpsh:DR55_177
ko:K01985	bpsh:DR55_1268
ko:K01985	bpsh:DR55_1474
ko:K01985	bpsh:DR55_4991
ko:K01985	bpsh:DR55_3357
ko:K14234	bpsh:DR55_1271
ko:K14233	bpsh:DR55_4961
ko:K14231	bpsh:DR55_916
ko:K14232	bpsh:DR55_1508
ko:K14223	bpsh:DR55_556
ko:K14219	bpsh:DR55_72
ko:K14225	bpsh:DR55_1878
ko:K14233	bpsh:DR55_1921
ko:K14233	bpsh:DR55_1936
ko:K14219	bpsh:DR55_1944
ko:K14219	bpsh:DR55_1945
ko:K14234	bpsh:DR55_1961
ko:K14225	bpsh:DR55_2098
ko:K14225	bpsh:DR55_2099
ko:K14222	bpsh:DR55_2100
ko:K14230	bpsh:DR55_2214
ko:K14230	bpsh:DR55_2967
ko:K14221	bpsh:DR55_2385
ko:K14221	bpsh:DR55_2524
ko:K14221	bpsh:DR55_2387
ko:K14237	bpsh:DR55_2517
ko:K14228	bpsh:DR55_2498
ko:K14224	bpsh:DR55_2384
ko:K14224	bpsh:DR55_2386
ko:K14218	bpsh:DR55_2383
ko:K14233	bpsh:DR55_2341
ko:K14237	bpsh:DR55_2189
ko:K14237	bpsh:DR55_3055
ko:K14237	bpsh:DR55_5706
ko:K14232	bpsh:DR55_3223
ko:K14218	bpsh:DR55_1265
ko:K14218	bpsh:DR55_3360
ko:K14218	bpsh:DR55_4994
ko:K14218	bpsh:DR55_1471
ko:K14227	bpsh:DR55_1264
ko:K14227	bpsh:DR55_3361
ko:K14227	bpsh:DR55_1470
ko:K14227	bpsh:DR55_4995
ko:K01046	bpsh:DR55_5406
ko:K14225	bpsh:DR55_1270
ko:K14230	bpsh:DR55_3510
ko:K07278	bpsh:DR55_138
ko:K01971	bpsh:DR55_5522
ko:K18929	bpsh:DR55_5025
ko:K18901	bpsh:DR55_5058
ko:K18903	bpsh:DR55_5055
ko:K02483	bpsh:DR55_3814
ko:K07050	bpsh:DR55_3428
ko:K18249	bpsh:DR55_5850
ko:K15650	bpsh:DR55_4144
ko:K07497	bpsh:DR55_351
ko:K07497	bpsh:DR55_4124
ko:K19055	bpsh:DR55_4286
ko:K08642	bpsh:DR55_4770
ko:K09472	bpsh:DR55_4878
ko:K05999	bpsh:DR55_5757
ko:K07485	bpsh:DR55_2026
ko:K07050	bpsh:DR55_3963
ko:K00344	bpsh:DR55_5198
ko:K03526	bpsh:DR55_2628
ko:K14742	bpsh:DR55_2399
ko:K07483	bpsh:DR55_516
ko:K07483	bpsh:DR55_5615
ko:K07483	bpsh:DR55_665
ko:K07483	bpsh:DR55_938
ko:K07483	bpsh:DR55_2116
ko:K00820	bpsh:DR55_583
ko:K12241	bpsh:DR55_4762
ko:K12240	bpsh:DR55_4763
ko:K12238	bpsh:DR55_4766
ko:K03761	bpsh:DR55_5304
ko:K03761	bpsh:DR55_3717
ko:K03761	bpsh:DR55_2927
ko:K18979	bpsh:DR55_259
ko:K18248	bpsh:DR55_5849
ko:K03746	bpsh:DR55_5597
ko:K14266	bpsh:DR55_5722
ko:K01856	bpsh:DR55_5844
ko:K03111	bpsh:DR55_530
ko:K03746	bpsh:DR55_3146
ko:K03746	bpsh:DR55_3181
ko:K08151	bpsh:DR55_4019
ko:K03746	bpsh:DR55_4236
ko:K03646	bpsh:DR55_1755
ko:K03496	bpsh:DR55_4274
ko:K03169	bpsh:DR55_927
ko:K04565	bpsh:DR55_130
ko:K03496	bpsh:DR55_143
ko:K03746	bpsh:DR55_2752
ko:K03746	bpsh:DR55_5240
ko:K03496	bpsh:DR55_1099
ko:K03497	bpsh:DR55_1100
ko:K03746	bpsh:DR55_4489
ko:K03746	bpsh:DR55_5305
ko:K15773	bpsh:DR55_3689
ko:K03746	bpsh:DR55_4543
ko:K03497	bpsh:DR55_5373
ko:K03496	bpsh:DR55_5374
ko:K03746	bpsh:DR55_1188
ko:K03746	bpsh:DR55_1220
ko:K03746	bpsh:DR55_3746
ko:K02663	bpsh:DR55_1330
ko:K05396	bpsh:DR55_4100
ko:K07498	bpsh:DR55_5673
ko:K18373	bpsh:DR55_3876
ko:K05874	bpsh:DR55_2154
ko:K01458	bpsh:DR55_2182
ko:K13543	bpsh:DR55_116
ko:K05396	bpsh:DR55_1902
ko:K01139	bpsh:DR55_1943
ko:K16011	bpsh:DR55_1708
ko:K00632	bpsh:DR55_443
ko:K00344	bpsh:DR55_3440
ko:K00335	bpsh:DR55_3392
ko:K00336	bpsh:DR55_3391
ko:K16319	bpsh:DR55_5847
ko:K18373	bpsh:DR55_3648
ko:K18373	bpsh:DR55_3663
ko:K00146	bpsh:DR55_4468
ko:K00130	bpsh:DR55_3925
ko:K01505	bpsh:DR55_3956
ko:K04772	bpsh:DR55_1377
ko:K06867	bpsh:DR55_2555
ko:K06020	bpsh:DR55_1437
ko:K00148	bpsh:DR55_4806
ko:K05913	bpsh:DR55_4607
ko:K05874	bpsh:DR55_2931
ko:K16011	bpsh:DR55_5903
ko:K07326	bpsh:DR55_5672
ko:K05874	bpsh:DR55_763
ko:K07326	bpsh:DR55_4136
ko:K07326	bpsh:DR55_4137
ko:K19221	bpsh:DR55_2870
ko:K00344	bpsh:DR55_3401
ko:K12239	bpsh:DR55_4764
ko:K01851	bpsh:DR55_4769
ko:K02650	bpsh:DR55_338
ko:K07749	bpsh:DR55_2616
ko:K00249	bpsh:DR55_480
ko:K00433	bpsh:DR55_4907
ko:K03309	bpsh:DR55_5054
ko:K09017	bpsh:DR55_5083
ko:K05874	bpsh:DR55_5157
ko:K01801	bpsh:DR55_565
ko:K00571	bpsh:DR55_3571
ko:K00020	bpsh:DR55_5467
ko:K00499	bpsh:DR55_3499
ko:K01046	bpsh:DR55_3524
ko:K06900	bpsh:DR55_3619
ko:K07100	bpsh:DR55_376
ko:K00476	bpsh:DR55_3854
ko:K07497	bpsh:DR55_4123
ko:K10811	bpsh:DR55_4224
ko:K02031	bpsh:DR55_4384
ko:K05875	bpsh:DR55_4614
ko:K02483	bpsh:DR55_4662
ko:K00020	bpsh:DR55_4732
ko:K00571	bpsh:DR55_4253
ko:K08678	bpsh:DR55_5486
ko:K05875	bpsh:DR55_5146
ko:K00249	bpsh:DR55_5692
ko:K01710	bpsh:DR55_1833
ko:K07326	bpsh:DR55_3540
ko:K10844	bpsh:DR55_4479
ko:K03293	bpsh:DR55_4491
ko:K10439	bpsh:DR55_4555
ko:K12242	bpsh:DR55_4767
ko:K22468	bpsh:DR55_4003
ko:K00249	bpsh:DR55_3375
ko:K03328	bpsh:DR55_1852
ko:K00146	bpsh:DR55_1021
ko:K01167	bpsh:DR55_1558
ko:K00102	bpsh:DR55_1676
ko:K07011	bpsh:DR55_1841
ko:K03285	bpsh:DR55_1947
ko:K02351	bpsh:DR55_2105
ko:K03296	bpsh:DR55_2345
ko:K05799	bpsh:DR55_5027
ko:K16011	bpsh:DR55_489
ko:K00249	bpsh:DR55_597
ko:K07326	bpsh:DR55_73
ko:K09459	bpsh:DR55_4743
ko:K19339	bpsh:DR55_2714
ko:K19265	bpsh:DR55_874
ko:K01066	bpsh:DR55_2546
ko:K01785	bpsh:DR55_1552
ko:K04771	bpsh:DR55_2083
ko:K01992	bpsh:DR55_5794
ko:K03722	bpsh:DR55_2645
ko:K06016	bpsh:DR55_4477
ko:K19337	bpsh:DR55_1583
ko:K19342	bpsh:DR55_2718
ko:K07497	bpsh:DR55_1387
ko:K07497	bpsh:DR55_3158
ko:K07497	bpsh:DR55_4118
ko:K07497	bpsh:DR55_4119
ko:K07497	bpsh:DR55_4133
ko:K07497	bpsh:DR55_4951
ko:K07497	bpsh:DR55_4952
ko:K07497	bpsh:DR55_352
ko:K00529	bpsh:DR55_4430
ko:K09690	bpsh:DR55_1837
ko:K09459	bpsh:DR55_4844
ko:K04771	bpsh:DR55_311
ko:K13790	bpsh:DR55_3752
ko:K00525	bpsh:DR55_1523
ko:K19302	bpsh:DR55_5352
ko:K00525	bpsh:DR55_5447
ko:K19416	bpsh:DR55_2624
ko:K19340	bpsh:DR55_2720
ko:K19341	bpsh:DR55_2719
ko:K15669	bpsh:DR55_1724
ko:K11209	bpsh:DR55_1610
ko:K00525	bpsh:DR55_4872
ko:K19577	bpsh:DR55_1782
ko:K19577	bpsh:DR55_417
ko:K00799	bpsh:DR55_825
ko:K20257	bpsh:DR55_4867
ko:K19713	bpsh:DR55_3538
ko:K19670	bpsh:DR55_4999
ko:K14235	bpsh:DR55_1273
ko:K00992	bpsh:DR55_437
ko:K19666	bpsh:DR55_4449
ko:K07666	bpsh:DR55_313
ko:K08172	bpsh:DR55_4142
ko:K16215	bpsh:DR55_2815
ko:K19743	bpsh:DR55_4394
ko:K19731	bpsh:DR55_3706
ko:K20250	bpsh:DR55_3705
ko:K06131	bpsh:DR55_447
ko:K19784	bpsh:DR55_5379
ko:K07119	bpsh:DR55_5886
ko:K07119	bpsh:DR55_4030
ko:K07119	bpsh:DR55_2545
ko:K06132	bpsh:DR55_5852
ko:K08744	bpsh:DR55_2097
ko:K07147	bpsh:DR55_1323
ko:K15777	bpsh:DR55_1426
ko:K08992	bpsh:DR55_1997
ko:K19804	bpsh:DR55_1998
ko:K19813	bpsh:DR55_4356
ko:K21636	bpsh:DR55_2165
ko:K14731	bpsh:DR55_469
ko:K19981	bpsh:DR55_5721
ko:K19982	bpsh:DR55_5719
ko:K09796	bpsh:DR55_2106
ko:K20034	bpsh:DR55_2538
ko:K20035	bpsh:DR55_2012
ko:K06016	bpsh:DR55_4476
ko:K20273	bpsh:DR55_3720
ko:K20274	bpsh:DR55_4787
ko:K11900	bpsh:DR55_5190
ko:K13061	bpsh:DR55_4451
ko:K18379	bpsh:DR55_3655
ko:K20329	bpsh:DR55_3334
ko:K20332	bpsh:DR55_4205
ko:K00507	bpsh:DR55_5681
ko:K00507	bpsh:DR55_5684
ko:K00507	bpsh:DR55_206
