ko:K19586	ecly:LI62_17630
ko:K01935	ecly:LI62_10755
ko:K03281	ecly:LI62_10760
ko:K05847	ecly:LI62_10765
ko:K05846	ecly:LI62_10770
ko:K05845	ecly:LI62_10775
ko:K05846	ecly:LI62_10780
ko:K06889	ecly:LI62_10795
ko:K09918	ecly:LI62_10815
ko:K07312	ecly:LI62_10825
ko:K07307	ecly:LI62_10830
ko:K07309	ecly:LI62_10835
ko:K07270	ecly:LI62_10845
ko:K00657	ecly:LI62_10855
ko:K09771	ecly:LI62_10865
ko:K08323	ecly:LI62_10870
ko:K08322	ecly:LI62_10875
ko:K08173	ecly:LI62_10880
ko:K01812	ecly:LI62_10885
ko:K00040	ecly:LI62_10895
ko:K11932	ecly:LI62_10905
ko:K16066	ecly:LI62_10915
ko:K01284	ecly:LI62_10920
ko:K16088	ecly:LI62_10930
ko:K15495	ecly:LI62_10945
ko:K15496	ecly:LI62_10950
ko:K03837	ecly:LI62_10960
ko:K00117	ecly:LI62_10970
ko:K08995	ecly:LI62_10975
ko:K03778	ecly:LI62_10990
ko:K09978	ecly:LI62_11005
ko:K14063	ecly:LI62_11010
ko:K01996	ecly:LI62_15280
ko:K00995	ecly:LI62_15320
ko:K03703	ecly:LI62_15325
ko:K07689	ecly:LI62_15330
ko:K07782	ecly:LI62_15340
ko:K10010	ecly:LI62_15345
ko:K10009	ecly:LI62_15350
ko:K05396	ecly:LI62_15355
ko:K02424	ecly:LI62_15360
ko:K02425	ecly:LI62_15365
ko:K02405	ecly:LI62_15370
ko:K02406	ecly:LI62_15375
ko:K02407	ecly:LI62_15380
ko:K02422	ecly:LI62_15385
ko:K02423	ecly:LI62_15390
ko:K01176	ecly:LI62_15395
ko:K02408	ecly:LI62_15405
ko:K02409	ecly:LI62_15410
ko:K02410	ecly:LI62_15415
ko:K02411	ecly:LI62_15420
ko:K02412	ecly:LI62_15425
ko:K02413	ecly:LI62_15430
ko:K02414	ecly:LI62_15435
ko:K02415	ecly:LI62_15440
ko:K02416	ecly:LI62_15445
ko:K02417	ecly:LI62_15450
ko:K02508	ecly:LI62_03495
ko:K02511	ecly:LI62_03500
ko:K02510	ecly:LI62_03505
ko:K02509	ecly:LI62_03510
ko:K01826	ecly:LI62_03515
ko:K00455	ecly:LI62_03520
ko:K00151	ecly:LI62_03525
ko:K05921	ecly:LI62_03530
ko:K01002	ecly:LI62_03550
ko:K02317	ecly:LI62_03565
ko:K02761	ecly:LI62_03605
ko:K13255	ecly:LI62_03610
ko:K00564	ecly:LI62_03640
ko:K02344	ecly:LI62_03645
ko:K03789	ecly:LI62_03650
ko:K08723	ecly:LI62_03655
ko:K02837	ecly:LI62_03660
ko:K04065	ecly:LI62_03665
ko:K03424	ecly:LI62_03680
ko:K01619	ecly:LI62_03695
ko:K00758	ecly:LI62_03700
ko:K01839	ecly:LI62_03705
ko:K03784	ecly:LI62_03710
ko:K03800	ecly:LI62_03715
ko:K07186	ecly:LI62_03720
ko:K01079	ecly:LI62_03725
ko:K04485	ecly:LI62_03730
ko:K06211	ecly:LI62_03735
ko:K08309	ecly:LI62_03755
ko:K03720	ecly:LI62_03760
ko:K09996	ecly:LI62_07950
ko:K09998	ecly:LI62_07955
ko:K09999	ecly:LI62_07960
ko:K09997	ecly:LI62_07965
ko:K10000	ecly:LI62_07970
ko:K00380	ecly:LI62_19350
ko:K01737	ecly:LI62_19355
ko:K08170	ecly:LI62_19370
ko:K10026	ecly:LI62_19375
ko:K07665	ecly:LI62_23540
ko:K07644	ecly:LI62_23545
ko:K15773	ecly:LI62_23570
ko:K07007	ecly:LI62_23600
ko:K16322	ecly:LI62_23605
ko:K06144	ecly:LI62_23610
ko:K06149	ecly:LI62_23615
ko:K15984	ecly:LI62_23620
ko:K01414	ecly:LI62_23625
ko:K07115	ecly:LI62_23630
ko:K00383	ecly:LI62_23635
ko:K01194	ecly:LI62_23645
ko:K07058	ecly:LI62_23680
ko:K07290	ecly:LI62_23690
ko:K00874	ecly:LI62_23700
ko:K11103	ecly:LI62_23710
ko:K00694	ecly:LI62_23735
ko:K03524	ecly:LI62_23765
ko:K00075	ecly:LI62_23770
ko:K00230	ecly:LI62_23800
ko:K03498	ecly:LI62_23805
ko:K02418	ecly:LI62_15455
ko:K02419	ecly:LI62_15460
ko:K02420	ecly:LI62_15465
ko:K02421	ecly:LI62_15470
ko:K07781	ecly:LI62_15475
ko:K07026	ecly:LI62_15490
ko:K09781	ecly:LI62_15505
ko:K07458	ecly:LI62_15515
ko:K06950	ecly:LI62_15525
ko:K14062	ecly:LI62_15530
ko:K07106	ecly:LI62_15535
ko:K07701	ecly:LI62_15540
ko:K07703	ecly:LI62_15545
ko:K03734	ecly:LI62_15550
ko:K13637	ecly:LI62_19655
ko:K05350	ecly:LI62_19660
ko:K02761	ecly:LI62_19665
ko:K01586	ecly:LI62_19675
ko:K10193	ecly:LI62_19700
ko:K10194	ecly:LI62_19705
ko:K10195	ecly:LI62_19710
ko:K10192	ecly:LI62_19715
ko:K02100	ecly:LI62_19720
ko:K00065	ecly:LI62_19725
ko:K01815	ecly:LI62_19730
ko:K01730	ecly:LI62_19735
ko:K00626	ecly:LI62_19745
ko:K06975	ecly:LI62_19765
ko:K07217	ecly:LI62_19790
ko:K00425	ecly:LI62_19795
ko:K00426	ecly:LI62_19800
ko:K05343	ecly:LI62_19805
ko:K03286	ecly:LI62_19850
ko:K06076	ecly:LI62_19860
ko:K12943	ecly:LI62_19885
ko:K01823	ecly:LI62_19890
ko:K04567	ecly:LI62_19895
ko:K02836	ecly:LI62_19900
ko:K07462	ecly:LI62_19910
ko:K03981	ecly:LI62_19915
ko:K04763	ecly:LI62_19920
ko:K03840	ecly:LI62_19925
ko:K19168	ecly:LI62_19930
ko:K07391	ecly:LI62_24090
ko:K09897	ecly:LI62_24095
ko:K01776	ecly:LI62_24140
ko:K16092	ecly:LI62_24145
ko:K00557	ecly:LI62_24150
ko:K00322	ecly:LI62_24165
ko:K04761	ecly:LI62_24170
ko:K01755	ecly:LI62_24175
ko:K00930	ecly:LI62_24180
ko:K00145	ecly:LI62_24185
ko:K01438	ecly:LI62_24190
ko:K01595	ecly:LI62_24195
ko:K00005	ecly:LI62_24205
ko:K03782	ecly:LI62_24210
ko:K00297	ecly:LI62_24215
ko:K12525	ecly:LI62_24220
ko:K01739	ecly:LI62_24225
ko:K03764	ecly:LI62_24230
ko:K02909	ecly:LI62_24235
ko:K04066	ecly:LI62_24240
ko:K05499	ecly:LI62_24245
ko:K03591	ecly:LI62_24250
ko:K01419	ecly:LI62_24255
ko:K03667	ecly:LI62_24260
ko:K02548	ecly:LI62_24265
ko:K02553	ecly:LI62_24270
ko:K09892	ecly:LI62_24280
ko:K02440	ecly:LI62_24285
ko:K00864	ecly:LI62_24290
ko:K02446	ecly:LI62_24295
ko:K00528	ecly:LI62_24300
ko:K01803	ecly:LI62_24315
ko:K01521	ecly:LI62_24325
ko:K02048	ecly:LI62_24330
ko:K00850	ecly:LI62_24335
ko:K13283	ecly:LI62_24340
ko:K11066	ecly:LI62_07985
ko:K02450	ecly:LI62_08000
ko:K02452	ecly:LI62_08005
ko:K02453	ecly:LI62_08010
ko:K02454	ecly:LI62_08015
ko:K02455	ecly:LI62_08020
ko:K02456	ecly:LI62_08025
ko:K02457	ecly:LI62_08030
ko:K02458	ecly:LI62_08035
ko:K02459	ecly:LI62_08040
ko:K02460	ecly:LI62_08045
ko:K02461	ecly:LI62_08050
ko:K02462	ecly:LI62_08055
ko:K01183	ecly:LI62_08065
ko:K01620	ecly:LI62_08090
ko:K00156	ecly:LI62_08095
ko:K11933	ecly:LI62_08100
ko:K05601	ecly:LI62_08105
ko:K06188	ecly:LI62_08115
ko:K07459	ecly:LI62_08120
ko:K09824	ecly:LI62_08125
ko:K13888	ecly:LI62_08130
ko:K05685	ecly:LI62_08135
ko:K03704	ecly:LI62_08140
ko:K06891	ecly:LI62_08145
ko:K03694	ecly:LI62_08150
ko:K02518	ecly:LI62_08155
ko:K00684	ecly:LI62_08160
ko:K16012	ecly:LI62_08165
ko:K16013	ecly:LI62_08170
ko:K00384	ecly:LI62_08175
ko:K03719	ecly:LI62_08180
ko:K03466	ecly:LI62_08185
ko:K03634	ecly:LI62_08190
ko:K07478	ecly:LI62_08195
ko:K01875	ecly:LI62_08200
ko:K07306	ecly:LI62_08205
ko:K07307	ecly:LI62_08210
ko:K07308	ecly:LI62_08215
ko:K03475	ecly:LI62_16915
ko:K02822	ecly:LI62_16920
ko:K02821	ecly:LI62_16925
ko:K07095	ecly:LI62_16940
ko:K07589	ecly:LI62_16955
ko:K07071	ecly:LI62_16960
ko:K10017	ecly:LI62_16970
ko:K10015	ecly:LI62_16975
ko:K10016	ecly:LI62_16980
ko:K10014	ecly:LI62_16985
ko:K10013	ecly:LI62_16990
ko:K03186	ecly:LI62_16995
ko:K00764	ecly:LI62_17000
ko:K03558	ecly:LI62_17005
ko:K03749	ecly:LI62_17010
ko:K11754	ecly:LI62_17015
ko:K01963	ecly:LI62_17020
ko:K03975	ecly:LI62_17025
ko:K06173	ecly:LI62_17030
ko:K03473	ecly:LI62_17040
ko:K00647	ecly:LI62_17055
ko:K15461	ecly:LI62_17060
ko:K09906	ecly:LI62_17070
ko:K07090	ecly:LI62_17075
ko:K07261	ecly:LI62_17080
ko:K01736	ecly:LI62_17085
ko:K07320	ecly:LI62_17090
ko:K08296	ecly:LI62_17100
ko:K01782	ecly:LI62_17105
ko:K06076	ecly:LI62_17120
ko:K04754	ecly:LI62_17125
ko:K12974	ecly:LI62_17145
ko:K14261	ecly:LI62_17155
ko:K02478	ecly:LI62_17160
ko:K02477	ecly:LI62_17165
ko:K00845	ecly:LI62_17170
ko:K03190	ecly:LI62_21355
ko:K01430	ecly:LI62_21360
ko:K01429	ecly:LI62_21365
ko:K01428	ecly:LI62_21370
ko:K03187	ecly:LI62_21375
ko:K03192	ecly:LI62_21380
ko:K03188	ecly:LI62_21385
ko:K03189	ecly:LI62_21390
ko:K01409	ecly:LI62_21395
ko:K02970	ecly:LI62_21400
ko:K03086	ecly:LI62_21410
ko:K03649	ecly:LI62_21415
ko:K07229	ecly:LI62_21430
ko:K03776	ecly:LI62_21445
ko:K09251	ecly:LI62_21450
ko:K07351	ecly:LI62_21460
ko:K07347	ecly:LI62_21470
ko:K11530	ecly:LI62_21505
ko:K08321	ecly:LI62_21510
ko:K10555	ecly:LI62_21515
ko:K10557	ecly:LI62_21520
ko:K10556	ecly:LI62_21525
ko:K10558	ecly:LI62_21530
ko:K11531	ecly:LI62_21535
ko:K11216	ecly:LI62_21540
ko:K00219	ecly:LI62_21545
ko:K11391	ecly:LI62_21550
ko:K07043	ecly:LI62_21555
ko:K07862	ecly:LI62_21570
ko:K01685	ecly:LI62_21575
ko:K01812	ecly:LI62_21580
ko:K08191	ecly:LI62_21585
ko:K15977	ecly:LI62_21625
ko:K07393	ecly:LI62_21630
ko:K01682	ecly:LI62_04325
ko:K09910	ecly:LI62_04330
ko:K01611	ecly:LI62_04335
ko:K00797	ecly:LI62_04340
ko:K14588	ecly:LI62_04350
ko:K00117	ecly:LI62_04355
ko:K00760	ecly:LI62_04360
ko:K01673	ecly:LI62_04365
ko:K01990	ecly:LI62_04370
ko:K01992	ecly:LI62_04375
ko:K07347	ecly:LI62_04410
ko:K15540	ecly:LI62_04415
ko:K01579	ecly:LI62_04425
ko:K01918	ecly:LI62_04430
ko:K00606	ecly:LI62_04435
ko:K00950	ecly:LI62_04440
ko:K00970	ecly:LI62_04445
ko:K01894	ecly:LI62_04450
ko:K06204	ecly:LI62_04455
ko:K06206	ecly:LI62_04460
ko:K01975	ecly:LI62_04465
ko:K03579	ecly:LI62_04470
ko:K05365	ecly:LI62_04475
ko:K07345	ecly:LI62_04480
ko:K07347	ecly:LI62_04490
ko:K02014	ecly:LI62_04500
ko:K02013	ecly:LI62_04505
ko:K02016	ecly:LI62_04510
ko:K02015	ecly:LI62_04515
ko:K01845	ecly:LI62_04520
ko:K03281	ecly:LI62_04525
ko:K15724	ecly:LI62_04530
ko:K06858	ecly:LI62_04540
ko:K01243	ecly:LI62_04545
ko:K01129	ecly:LI62_04550
ko:K02647	ecly:LI62_04560
ko:K00674	ecly:LI62_04570
ko:K00990	ecly:LI62_04575
ko:K01265	ecly:LI62_04580
ko:K06214	ecly:LI62_08785
ko:K04338	ecly:LI62_08790
ko:K04337	ecly:LI62_08795
ko:K04335	ecly:LI62_08805
ko:K04334	ecly:LI62_08810
ko:K04336	ecly:LI62_08815
ko:K11941	ecly:LI62_08830
ko:K03476	ecly:LI62_02640
ko:K03475	ecly:LI62_02645
ko:K02822	ecly:LI62_02650
ko:K02821	ecly:LI62_02655
ko:K03078	ecly:LI62_02660
ko:K03079	ecly:LI62_02665
ko:K03077	ecly:LI62_02670
ko:K02990	ecly:LI62_02680
ko:K02686	ecly:LI62_02685
ko:K02963	ecly:LI62_02690
ko:K02939	ecly:LI62_02695
ko:K07269	ecly:LI62_02705
ko:K03773	ecly:LI62_02710
ko:K11737	ecly:LI62_02715
ko:K07322	ecly:LI62_02720
ko:K01119	ecly:LI62_02750
ko:K01082	ecly:LI62_02755
ko:K07109	ecly:LI62_02760
ko:K07304	ecly:LI62_02785
ko:K07278	ecly:LI62_02790
ko:K09800	ecly:LI62_02795
ko:K01507	ecly:LI62_02805
ko:K02058	ecly:LI62_02810
ko:K02056	ecly:LI62_02815
ko:K02057	ecly:LI62_02820
ko:K02057	ecly:LI62_02825
ko:K03841	ecly:LI62_02835
ko:K02558	ecly:LI62_02840
ko:K09889	ecly:LI62_02845
ko:K03592	ecly:LI62_02850
ko:K15536	ecly:LI62_02855
ko:K01465	ecly:LI62_02890
ko:K01042	ecly:LI62_02895
ko:K07160	ecly:LI62_07120
ko:K05522	ecly:LI62_07125
ko:K01647	ecly:LI62_07130
ko:K00241	ecly:LI62_07135
ko:K00242	ecly:LI62_07140
ko:K00239	ecly:LI62_07145
ko:K00240	ecly:LI62_07150
ko:K00164	ecly:LI62_07155
ko:K00658	ecly:LI62_07160
ko:K01903	ecly:LI62_07165
ko:K01902	ecly:LI62_07170
ko:K11922	ecly:LI62_07175
ko:K11198	ecly:LI62_07180
ko:K11199	ecly:LI62_07180
ko:K11200	ecly:LI62_07180
ko:K15524	ecly:LI62_07185
ko:K00425	ecly:LI62_07190
ko:K00426	ecly:LI62_07195
ko:K07107	ecly:LI62_07210
ko:K03562	ecly:LI62_07215
ko:K03560	ecly:LI62_07220
ko:K03646	ecly:LI62_07225
ko:K03641	ecly:LI62_07230
ko:K03640	ecly:LI62_07235
ko:K03517	ecly:LI62_07270
ko:K03811	ecly:LI62_07275
ko:K16264	ecly:LI62_07280
ko:K01626	ecly:LI62_07290
ko:K01834	ecly:LI62_07295
ko:K01785	ecly:LI62_07300
ko:K00849	ecly:LI62_07305
ko:K00965	ecly:LI62_07310
ko:K01784	ecly:LI62_07315
ko:K05776	ecly:LI62_07320
ko:K02019	ecly:LI62_07325
ko:K02020	ecly:LI62_07335
ko:K02018	ecly:LI62_07340
ko:K02017	ecly:LI62_07345
ko:K07404	ecly:LI62_07355
ko:K01051	ecly:LI62_07360
ko:K01468	ecly:LI62_07365
ko:K01479	ecly:LI62_07370
ko:K05836	ecly:LI62_07375
ko:K01712	ecly:LI62_07380
ko:K01745	ecly:LI62_07385
ko:K06910	ecly:LI62_07390
ko:K00598	ecly:LI62_11605
ko:K08325	ecly:LI62_11640
ko:K03670	ecly:LI62_08835
ko:K03669	ecly:LI62_08840
ko:K12147	ecly:LI62_08850
ko:K08161	ecly:LI62_08855
ko:K02517	ecly:LI62_08860
ko:K07146	ecly:LI62_08865
ko:K02846	ecly:LI62_08885
ko:K12148	ecly:LI62_08890
ko:K12149	ecly:LI62_08895
ko:K01465	ecly:LI62_08900
ko:K08162	ecly:LI62_08910
ko:K03790	ecly:LI62_08915
ko:K09915	ecly:LI62_08920
ko:K03810	ecly:LI62_08925
ko:K03980	ecly:LI62_08930
ko:K02399	ecly:LI62_08935
ko:K02398	ecly:LI62_08940
ko:K02386	ecly:LI62_08945
ko:K02387	ecly:LI62_08950
ko:K02388	ecly:LI62_08955
ko:K02389	ecly:LI62_08960
ko:K02390	ecly:LI62_08965
ko:K02391	ecly:LI62_08970
ko:K02392	ecly:LI62_08975
ko:K02393	ecly:LI62_08980
ko:K02394	ecly:LI62_08985
ko:K02395	ecly:LI62_08990
ko:K02396	ecly:LI62_08995
ko:K02397	ecly:LI62_09000
ko:K08300	ecly:LI62_09015
ko:K06179	ecly:LI62_09020
ko:K07040	ecly:LI62_09030
ko:K02911	ecly:LI62_09035
ko:K03621	ecly:LI62_09040
ko:K00648	ecly:LI62_09045
ko:K02575	ecly:LI62_13345
ko:K00370	ecly:LI62_13350
ko:K00371	ecly:LI62_13355
ko:K00373	ecly:LI62_13360
ko:K00374	ecly:LI62_13365
ko:K00675	ecly:LI62_13370
ko:K02355	ecly:LI62_13390
ko:K02517	ecly:LI62_13405
ko:K01821	ecly:LI62_13410
ko:K11208	ecly:LI62_13415
ko:K02030	ecly:LI62_13420
ko:K02028	ecly:LI62_13425
ko:K02029	ecly:LI62_13430
ko:K02030	ecly:LI62_13440
ko:K11738	ecly:LI62_13475
ko:K02014	ecly:LI62_13485
ko:K13654	ecly:LI62_13490
ko:K03823	ecly:LI62_13505
ko:K09936	ecly:LI62_13510
ko:K00137	ecly:LI62_13565
ko:K00425	ecly:LI62_13580
ko:K00426	ecly:LI62_13585
ko:K03668	ecly:LI62_13595
ko:K03737	ecly:LI62_13605
ko:K14062	ecly:LI62_13615
ko:K01159	ecly:LI62_17815
ko:K07733	ecly:LI62_17860
ko:K01951	ecly:LI62_17890
ko:K00088	ecly:LI62_17895
ko:K03601	ecly:LI62_17900
ko:K03305	ecly:LI62_17925
ko:K03977	ecly:LI62_17930
ko:K17713	ecly:LI62_17935
ko:K01892	ecly:LI62_17945
ko:K03526	ecly:LI62_17950
ko:K15539	ecly:LI62_17955
ko:K06941	ecly:LI62_17960
ko:K00940	ecly:LI62_17965
ko:K07308	ecly:LI62_17975
ko:K07307	ecly:LI62_17980
ko:K07306	ecly:LI62_17985
ko:K05367	ecly:LI62_17990
ko:K06894	ecly:LI62_17995
ko:K01232	ecly:LI62_18005
ko:K01011	ecly:LI62_18010
ko:K01639	ecly:LI62_22180
ko:K03600	ecly:LI62_22190
ko:K03599	ecly:LI62_22195
ko:K02996	ecly:LI62_22200
ko:K02871	ecly:LI62_22205
ko:K06916	ecly:LI62_22210
ko:K09908	ecly:LI62_22215
ko:K04691	ecly:LI62_22225
ko:K00024	ecly:LI62_22230
ko:K03402	ecly:LI62_22235
ko:K03623	ecly:LI62_22245
ko:K00135	ecly:LI62_22250
ko:K03468	ecly:LI62_22255
ko:K15548	ecly:LI62_22260
ko:K03568	ecly:LI62_22275
ko:K08301	ecly:LI62_22285
ko:K06287	ecly:LI62_22290
ko:K03571	ecly:LI62_22295
ko:K03570	ecly:LI62_22300
ko:K03569	ecly:LI62_22305
ko:K18765	ecly:LI62_22310
ko:K17247	ecly:LI62_22325
ko:K03786	ecly:LI62_22330
ko:K02160	ecly:LI62_22335
ko:K01961	ecly:LI62_22340
ko:K14392	ecly:LI62_22350
ko:K02687	ecly:LI62_22355
ko:K01674	ecly:LI62_22360
ko:K05540	ecly:LI62_22365
ko:K03557	ecly:LI62_22370
ko:K18140	ecly:LI62_22385
ko:K18141	ecly:LI62_22390
ko:K18142	ecly:LI62_22395
ko:K00014	ecly:LI62_22445
ko:K07566	ecly:LI62_22450
ko:K07479	ecly:LI62_22455
ko:K13409	ecly:LI62_00665
ko:K13408	ecly:LI62_00675
ko:K07127	ecly:LI62_00700
ko:K03098	ecly:LI62_00710
ko:K07347	ecly:LI62_00725
ko:K07346	ecly:LI62_00730
ko:K03827	ecly:LI62_00760
ko:K19048	ecly:LI62_00770
ko:K18837	ecly:LI62_00790
ko:K18838	ecly:LI62_00795
ko:K03630	ecly:LI62_00805
ko:K03321	ecly:LI62_00840
ko:K11811	ecly:LI62_00860
ko:K03088	ecly:LI62_00865
ko:K01551	ecly:LI62_00875
ko:K03823	ecly:LI62_00880
ko:K00537	ecly:LI62_00885
ko:K03893	ecly:LI62_00890
ko:K01551	ecly:LI62_00895
ko:K07459	ecly:LI62_00910
ko:K03292	ecly:LI62_00930
ko:K01811	ecly:LI62_00935
ko:K16345	ecly:LI62_00945
ko:K03312	ecly:LI62_00950
ko:K03547	ecly:LI62_05155
ko:K07657	ecly:LI62_05160
ko:K07636	ecly:LI62_05165
ko:K03311	ecly:LI62_05170
ko:K11736	ecly:LI62_05175
ko:K01187	ecly:LI62_05180
ko:K03386	ecly:LI62_05195
ko:K08682	ecly:LI62_05200
ko:K07568	ecly:LI62_05205
ko:K00773	ecly:LI62_05210
ko:K03210	ecly:LI62_05215
ko:K03072	ecly:LI62_05220
ko:K03074	ecly:LI62_05225
ko:K06996	ecly:LI62_05230
ko:K05517	ecly:LI62_05240
ko:K07738	ecly:LI62_05250
ko:K11752	ecly:LI62_05255
ko:K00794	ecly:LI62_05260
ko:K03625	ecly:LI62_05265
ko:K00946	ecly:LI62_05270
ko:K01662	ecly:LI62_05280
ko:K00795	ecly:LI62_05285
ko:K03602	ecly:LI62_05290
ko:K03151	ecly:LI62_05295
ko:K21498	ecly:LI62_18825
ko:K04772	ecly:LI62_22220
ko:K04771	ecly:LI62_04555
ko:K14218	ecly:LI62_04755
ko:K14218	ecly:LI62_24125
ko:K14218	ecly:LI62_23785
ko:K14232	ecly:LI62_16590
ko:K14219	ecly:LI62_05880
ko:K01977	ecly:LI62_24135
ko:K14227	ecly:LI62_04750
ko:K14227	ecly:LI62_24130
ko:K14227	ecly:LI62_23790
ko:K14218	ecly:LI62_17210
ko:K14218	ecly:LI62_17215
ko:K14223	ecly:LI62_06950
ko:K19270	ecly:LI62_16880
ko:K07497	ecly:LI62_02110
ko:K19265	ecly:LI62_17185
ko:K19265	ecly:LI62_20905
ko:K14233	ecly:LI62_19015
ko:K14234	ecly:LI62_04965
ko:K14223	ecly:LI62_06960
ko:K14223	ecly:LI62_06965
ko:K14230	ecly:LI62_06955
ko:K14230	ecly:LI62_06975
ko:K14230	ecly:LI62_19535
ko:K14230	ecly:LI62_19545
ko:K14230	ecly:LI62_19540
ko:K14230	ecly:LI62_21895
ko:K14228	ecly:LI62_06970
ko:K14228	ecly:LI62_03625
ko:K14228	ecly:LI62_03635
ko:K14228	ecly:LI62_01305
ko:K14228	ecly:LI62_03630
ko:K14229	ecly:LI62_07245
ko:K14229	ecly:LI62_17255
ko:K14229	ecly:LI62_07260
ko:K14229	ecly:LI62_07255
ko:K14229	ecly:LI62_07265
ko:K01992	ecly:LI62_07485
ko:K01992	ecly:LI62_07490
ko:K01066	ecly:LI62_24560
ko:K14237	ecly:LI62_10265
ko:K14237	ecly:LI62_10260
ko:K14220	ecly:LI62_15630
ko:K14220	ecly:LI62_15715
ko:K14220	ecly:LI62_15655
ko:K14220	ecly:LI62_15705
ko:K14228	ecly:LI62_03080
ko:K14221	ecly:LI62_04770
ko:K14221	ecly:LI62_24110
ko:K14221	ecly:LI62_04825
ko:K14223	ecly:LI62_06945
ko:K14237	ecly:LI62_07250
ko:K14237	ecly:LI62_17240
ko:K14237	ecly:LI62_17250
ko:K14237	ecly:LI62_17245
ko:K14233	ecly:LI62_08540
ko:K14233	ecly:LI62_08570
ko:K14222	ecly:LI62_15310
ko:K03722	ecly:LI62_14730
ko:K19416	ecly:LI62_08530
ko:K14219	ecly:LI62_18995
ko:K14219	ecly:LI62_19005
ko:K14219	ecly:LI62_19000
ko:K14219	ecly:LI62_19010
ko:K14226	ecly:LI62_01300
ko:K19272	ecly:LI62_11650
ko:K11645	ecly:LI62_16140
ko:K11745	ecly:LI62_03970
ko:K03722	ecly:LI62_07515
ko:K00529	ecly:LI62_20130
ko:K14234	ecly:LI62_01620
ko:K14230	ecly:LI62_21420
ko:K19271	ecly:LI62_10805
ko:K14235	ecly:LI62_24105
ko:K01977	ecly:LI62_24720
ko:K19267	ecly:LI62_02740
ko:K19337	ecly:LI62_14955
ko:K19338	ecly:LI62_15650
ko:K19304	ecly:LI62_14970
ko:K19334	ecly:LI62_03020
ko:K19302	ecly:LI62_07820
ko:K01175	ecly:LI62_07040
ko:K19270	ecly:LI62_09880
ko:K14234	ecly:LI62_01635
ko:K14234	ecly:LI62_22410
ko:K14233	ecly:LI62_08740
ko:K14233	ecly:LI62_08760
ko:K14225	ecly:LI62_02515
ko:K14225	ecly:LI62_15315
ko:K14225	ecly:LI62_02520
ko:K14225	ecly:LI62_02525
ko:K19333	ecly:LI62_14830
ko:K06867	ecly:LI62_18870
ko:K02031	ecly:LI62_04835
ko:K01977	ecly:LI62_22430
ko:K01980	ecly:LI62_23780
ko:K01980	ecly:LI62_04760
ko:K01980	ecly:LI62_18305
ko:K01980	ecly:LI62_24710
ko:K01980	ecly:LI62_22420
ko:K01980	ecly:LI62_02325
ko:K01980	ecly:LI62_01785
ko:K01980	ecly:LI62_24120
ko:K01985	ecly:LI62_01790
ko:K01985	ecly:LI62_22415
ko:K01985	ecly:LI62_23775
ko:K01985	ecly:LI62_24115
ko:K01985	ecly:LI62_04765
ko:K01985	ecly:LI62_18300
ko:K01985	ecly:LI62_24705
ko:K01985	ecly:LI62_02330
ko:K01985	ecly:LI62_22405
ko:K14225	ecly:LI62_19880
ko:K14225	ecly:LI62_01630
ko:K14236	ecly:LI62_14250
ko:K14236	ecly:LI62_14255
ko:K14236	ecly:LI62_01625
ko:K14232	ecly:LI62_01310
ko:K14232	ecly:LI62_01585
ko:K14224	ecly:LI62_02320
ko:K14224	ecly:LI62_24715
ko:K14224	ecly:LI62_22425
ko:K14224	ecly:LI62_18310
ko:K14231	ecly:LI62_02340
ko:K14231	ecly:LI62_20350
ko:K01977	ecly:LI62_02315
ko:K14219	ecly:LI62_17135
ko:K14228	ecly:LI62_15305
ko:K19303	ecly:LI62_10315
ko:K01096	ecly:LI62_14005
ko:K19577	ecly:LI62_10305
ko:K06884	ecly:LI62_19775
ko:K06884	ecly:LI62_08630
ko:K19611	ecly:LI62_06535
ko:K11209	ecly:LI62_16950
ko:K19215	ecly:LI62_02455
ko:K22003	ecly:LI62_15585
ko:K02796	ecly:LI62_14780
ko:K19585	ecly:LI62_17625
ko:K19592	ecly:LI62_20555
ko:K19594	ecly:LI62_20590
ko:K19688	ecly:LI62_07795
ko:K05875	ecly:LI62_21440
ko:K07666	ecly:LI62_17610
ko:K05875	ecly:LI62_15110
ko:K19776	ecly:LI62_00320
ko:K19745	ecly:LI62_22315
ko:K19775	ecly:LI62_21590
ko:K07474	ecly:LI62_09530
ko:K00799	ecly:LI62_07805
ko:K06131	ecly:LI62_07470
ko:K00799	ecly:LI62_16945
ko:K10748	ecly:LI62_012160
ko:K05839	ecly:LI62_012140
ko:K07497	ecly:LI62_25305
ko:K05791	ecly:LI62_012055
ko:K05792	ecly:LI62_012050
ko:K05793	ecly:LI62_012045
ko:K05794	ecly:LI62_012040
ko:K05795	ecly:LI62_012035
ko:K05795	ecly:LI62_012030
ko:K18320	ecly:LI62_012020
ko:K07483	ecly:LI62_011950
ko:K07497	ecly:LI62_011945
ko:K18918	ecly:LI62_011915
ko:K06218	ecly:LI62_011910
ko:K04773	ecly:LI62_011825
ko:K12071	ecly:LI62_011810
ko:K12070	ecly:LI62_011805
ko:K12057	ecly:LI62_011780
ko:K12072	ecly:LI62_011775
ko:K12056	ecly:LI62_011770
ko:K03502	ecly:LI62_011720
ko:K03503	ecly:LI62_011715
ko:K07480	ecly:LI62_011710
ko:K19272	ecly:LI62_013010
ko:K08325	ecly:LI62_013000
ko:K11811	ecly:LI62_012980
