ko:K00805	bcer:BCK_00805
ko:K02554	bcer:BCK_24230
ko:K01436	bcer:BCK_01515
ko:K09607	bcer:BCK_19905
ko:K06422	bcer:BCK_05510
ko:K05786	bcer:BCK_25050
ko:K06372	bcer:BCK_01975
ko:K08963	bcer:BCK_06160
ko:K00899	bcer:BCK_06165
ko:K05337	bcer:BCK_16575
ko:K05916	bcer:BCK_26273
ko:K07052	bcer:BCK_12410
ko:K13653	bcer:BCK_26358
ko:K15580	bcer:BCK_26438
ko:K01953	bcer:BCK_26453
ko:K07734	bcer:BCK_26498
ko:K03530	bcer:BCK_26628
ko:K02004	bcer:BCK_09805
ko:K01448	bcer:BCK_22205
ko:K01874	bcer:BCK_10075
ko:K03611	bcer:BCK_27208
ko:K06304	bcer:BCK_22740
ko:K02004	bcer:BCK_27573
ko:K02003	bcer:BCK_27578
ko:K03530	bcer:BCK_23025
ko:K03321	bcer:BCK_04880
ko:K21113	bcer:BCK_21685
ko:K01243	bcer:BCK_18530
ko:K01617	bcer:BCK_24215
ko:K22579	bcer:BCK_19365
ko:K02475	bcer:BCK_05345
ko:K03742	bcer:BCK_16340
ko:K01200	bcer:BCK_11670
ko:K01200	bcer:BCK_21225
ko:K03296	bcer:BCK_08175
ko:K02031	bcer:BCK_06760
ko:K15640	bcer:BCK_15560
ko:K04749	bcer:BCK_03290
ko:K06380	bcer:BCK_12915
ko:K06384	bcer:BCK_14730
ko:K01585	bcer:BCK_15425
ko:K12555	bcer:BCK_01110
ko:K12555	bcer:BCK_02985
ko:K18640	bcer:BCK_21175
ko:K06896	bcer:BCK_05975
ko:K18672	bcer:BCK_07100
ko:K18707	bcer:BCK_13630
ko:K18692	bcer:BCK_13745
ko:K18929	bcer:BCK_01870
ko:K18928	bcer:BCK_01875
ko:K18924	bcer:BCK_14115
ko:K18925	bcer:BCK_14110
ko:K03790	bcer:BCK_19855
ko:K18928	bcer:BCK_18800
ko:K18907	bcer:BCK_21455
ko:K03790	bcer:BCK_19540
ko:K03790	bcer:BCK_20635
ko:K03790	bcer:BCK_22820
ko:K01777	bcer:BCK_03710
ko:K07171	bcer:BCK_06645
ko:K06147	bcer:BCK_22750
ko:K03789	bcer:BCK_00550
ko:K04940	bcer:BCK_09040
ko:K18967	bcer:BCK_08285
ko:K03790	bcer:BCK_25240
ko:K03790	bcer:BCK_21320
ko:K18929	bcer:BCK_18805
ko:K00662	bcer:BCK_20230
ko:K05593	bcer:BCK_24730
ko:K03169	bcer:BCK_25095
ko:K03169	bcer:BCK_05965
ko:K03502	bcer:BCK_26448
ko:K08151	bcer:BCK_22615
ko:K04565	bcer:BCK_10715
ko:K03497	bcer:BCK_07885
ko:K03496	bcer:BCK_07890
ko:K03497	bcer:BCK_07895
ko:K03111	bcer:BCK_07925
ko:K03502	bcer:BCK_19325
ko:K03111	bcer:BCK_23825
ko:K03761	bcer:BCK_03655
ko:K07496	bcer:BCK_26933
ko:K19055	bcer:BCK_10405
ko:K19005	bcer:BCK_20165
ko:K01174	bcer:BCK_27193
ko:K09145	bcer:BCK_01210
ko:K01872	bcer:BCK_17135
ko:K07029	bcer:BCK_06295
ko:K03526	bcer:BCK_13780
ko:K18979	bcer:BCK_05420
ko:K07816	bcer:BCK_13465
ko:K14742	bcer:BCK_06620
ko:K05799	bcer:BCK_01880
ko:K01090	bcer:BCK_19560
ko:K06344	bcer:BCK_02225
ko:K06320	bcer:BCK_24980
ko:K00354	bcer:BCK_24450
ko:K02777	bcer:BCK_08760
ko:K01239	bcer:BCK_20430
ko:K01239	bcer:BCK_09730
ko:K00001	bcer:BCK_17725
ko:K01239	bcer:BCK_17505
ko:K02032	bcer:BCK_06980
ko:K11615	bcer:BCK_05255
ko:K01090	bcer:BCK_02325
ko:K03296	bcer:BCK_04545
ko:K01271	bcer:BCK_15855
ko:K06308	bcer:BCK_11510
ko:K01081	bcer:BCK_10380
ko:K03328	bcer:BCK_07600
ko:K00798	bcer:BCK_00985
ko:K00344	bcer:BCK_17820
ko:K00571	bcer:BCK_12005
ko:K00433	bcer:BCK_11265
ko:K06307	bcer:BCK_17390
ko:K01897	bcer:BCK_17115
ko:K01710	bcer:BCK_02265
ko:K01447	bcer:BCK_03845
ko:K01447	bcer:BCK_16825
ko:K06345	bcer:BCK_13060
ko:K01447	bcer:BCK_00910
ko:K03293	bcer:BCK_04690
ko:K02032	bcer:BCK_03670
ko:K00344	bcer:BCK_24045
ko:K01239	bcer:BCK_26253
ko:K21900	bcer:BCK_09515
ko:K00525	bcer:BCK_01625
ko:K12132	bcer:BCK_15935
ko:K01073	bcer:BCK_24375
ko:K02476	bcer:BCK_05350
ko:K19055	bcer:BCK_19710
ko:K02032	bcer:BCK_04850
ko:K02031	bcer:BCK_04845
ko:K01117	bcer:BCK_04765
ko:K06893	bcer:BCK_04050
ko:K06336	bcer:BCK_01995
ko:K08651	bcer:BCK_23010
ko:K01777	bcer:BCK_20700
ko:K03293	bcer:BCK_17945
ko:K00020	bcer:BCK_14990
ko:K00020	bcer:BCK_23135
ko:K03722	bcer:BCK_00560
ko:K03722	bcer:BCK_00665
ko:K19294	bcer:BCK_03770
ko:K01990	bcer:BCK_08355
ko:K01567	bcer:BCK_05695
ko:K01992	bcer:BCK_25650
ko:K07496	bcer:BCK_24750
ko:K07496	bcer:BCK_16885
ko:K07496	bcer:BCK_22150
ko:K07496	bcer:BCK_14020
ko:K07497	bcer:BCK_03120
ko:K07497	bcer:BCK_26883
ko:K19310	bcer:BCK_14480
ko:K11638	bcer:BCK_03645
ko:K19302	bcer:BCK_01940
ko:K00638	bcer:BCK_22505
ko:K04771	bcer:BCK_17250
ko:K02031	bcer:BCK_03675
ko:K19405	bcer:BCK_07475
ko:K01990	bcer:BCK_01590
ko:K01990	bcer:BCK_16870
ko:K19271	bcer:BCK_22860
ko:K19294	bcer:BCK_08190
ko:K19302	bcer:BCK_11355
ko:K19411	bcer:BCK_07480
ko:K19350	bcer:BCK_25100
ko:K06419	bcer:BCK_03915
ko:K06867	bcer:BCK_05325
ko:K03574	bcer:BCK_11210
ko:K07149	bcer:BCK_26488
ko:K07149	bcer:BCK_08340
ko:K07149	bcer:BCK_18840
ko:K01436	bcer:BCK_04615
ko:K07496	bcer:BCK_17925
ko:K07496	bcer:BCK_15870
ko:K19302	bcer:BCK_21230
ko:K18567	bcer:BCK_10170
ko:K06881	bcer:BCK_12185
ko:K00887	bcer:BCK_13670
ko:K19689	bcer:BCK_11790
ko:K19701	bcer:BCK_08560
ko:K07315	bcer:BCK_03270
ko:K01258	bcer:BCK_14455
ko:K19689	bcer:BCK_18895
ko:K20480	bcer:BCK_05150
ko:K20459	bcer:BCK_27648
ko:K21755	bcer:BCK_18795
ko:K00547	bcer:BCK_13900
ko:K00297	bcer:BCK_13900
ko:K15777	bcer:BCK_25295
ko:K19802	bcer:BCK_20620
ko:K19955	bcer:BCK_16645
ko:K21636	bcer:BCK_17235
ko:K05770	bcer:BCK_19260
ko:K20074	bcer:BCK_15930
ko:K12132	bcer:BCK_08005
ko:K01400	bcer:BCK_05145
ko:K03392	bcer:BCK_24245
ko:K20201	bcer:BCK_08765
ko:K20116	bcer:BCK_14955
ko:K20117	bcer:BCK_14955
ko:K20118	bcer:BCK_14955
ko:K20391	bcer:BCK_08600
ko:K20390	bcer:BCK_08605
ko:K20461	bcer:BCK_27658
ko:K20460	bcer:BCK_27653
ko:K00526	bcer:BCK_01615
ko:K20486	bcer:BCK_27643
ko:K18889	bcer:BCK_03940
ko:K08884	bcer:BCK_23305
ko:K18889	bcer:BCK_16800
ko:K18890	bcer:BCK_03935
ko:K18890	bcer:BCK_16805
ko:K00302	bcer:BCK_20675
ko:K00302	bcer:BCK_20680
ko:K20742	bcer:BCK_20625
ko:K00001	bcer:BCK_23710
ko:K11751	bcer:BCK_19310
ko:K01208	bcer:BCK_15145
ko:K20895	bcer:BCK_05655
ko:K21029	bcer:BCK_23960
ko:K00525	bcer:BCK_01620
ko:K21011	bcer:BCK_08090
ko:K21029	bcer:BCK_11560
ko:K21012	bcer:BCK_08085
ko:K21029	bcer:BCK_17425
ko:K21064	bcer:BCK_02510
ko:K08968	bcer:BCK_11930
ko:K00821	bcer:BCK_14550
ko:K00821	bcer:BCK_19760
ko:K00435	bcer:BCK_08415
ko:K01286	bcer:BCK_19705
ko:K07313	bcer:BCK_05290
ko:K03553	bcer:BCK_16345
ko:K01286	bcer:BCK_25860
ko:K04068	bcer:BCK_17240
ko:K02314	bcer:BCK_03560
ko:K02314	bcer:BCK_03575
ko:K00558	bcer:BCK_03620
ko:K01286	bcer:BCK_22060
ko:K18640	bcer:BCK_27423
ko:K01493	bcer:BCK_13550
ko:K06217	bcer:BCK_13655
ko:K02316	bcer:BCK_13710
ko:K03546	bcer:BCK_23100
ko:K02314	bcer:BCK_07950
ko:K07474	bcer:BCK_23245
ko:K01286	bcer:BCK_08410
ko:K00287	bcer:BCK_23635
ko:K00560	bcer:BCK_23640
ko:K00857	bcer:BCK_08700
ko:K07258	bcer:BCK_01030
ko:K05375	bcer:BCK_23050
ko:K02335	bcer:BCK_12285
ko:K21416	bcer:BCK_21020
ko:K21417	bcer:BCK_21025
ko:K21405	bcer:BCK_21070
ko:K21481	bcer:BCK_02990
ko:K21464	bcer:BCK_08480
ko:K21465	bcer:BCK_13805
ko:K21465	bcer:BCK_21665
ko:K21465	bcer:BCK_19485
ko:K21465	bcer:BCK_22480
ko:K21467	bcer:BCK_23630
ko:K21467	bcer:BCK_22500
ko:K21468	bcer:BCK_13305
ko:K22044	bcer:BCK_07905
ko:K21471	bcer:BCK_09425
ko:K21471	bcer:BCK_01220
ko:K21567	bcer:BCK_06135
ko:K21613	bcer:BCK_16880
ko:K21567	bcer:BCK_10615
ko:K21494	bcer:BCK_21760
ko:K21600	bcer:BCK_16590
ko:K00863	bcer:BCK_03405
ko:K00863	bcer:BCK_03415
ko:K21493	bcer:BCK_21755
ko:K21713	bcer:BCK_20740
ko:K21828	bcer:BCK_06000
ko:K21929	bcer:BCK_00730
ko:K21935	bcer:BCK_23350
ko:K21902	bcer:BCK_08490
ko:K11923	bcer:BCK_18325
ko:K18244	bcer:BCK_08640
ko:K21993	bcer:BCK_17420
ko:K21903	bcer:BCK_05165
ko:K21903	bcer:BCK_16565
ko:K00754	bcer:BCK_00700
ko:K01463	bcer:BCK_00705
ko:K22135	bcer:BCK_17900
ko:K22136	bcer:BCK_15635
ko:K14274	bcer:BCK_21875
ko:K03595	bcer:BCK_13680
ko:K02116	bcer:BCK_03435
ko:K22112	bcer:BCK_08115
ko:K03191	bcer:BCK_17065
ko:K22132	bcer:BCK_13190
ko:K22106	bcer:BCK_20145
ko:K07456	bcer:BCK_17800
ko:K22278	bcer:BCK_24725
ko:K22278	bcer:BCK_17165
ko:K01046	bcer:BCK_21810
ko:K02257	bcer:BCK_15510
ko:K03574	bcer:BCK_18085
ko:K13566	bcer:BCK_15030
ko:K01551	bcer:BCK_06325
ko:K18672	bcer:BCK_10645
ko:K22441	bcer:BCK_26478
ko:K22441	bcer:BCK_18830
ko:K22491	bcer:BCK_00935
