ko:K13060	yet:CH48_48
ko:K14393	yet:CH48_1313
ko:K00014	yet:CH48_1324
ko:K07566	yet:CH48_1325
ko:K01531	yet:CH48_2138
ko:K03485	yet:CH48_2140
ko:K02818	yet:CH48_2141
ko:K02819	yet:CH48_2141
ko:K01226	yet:CH48_2142
ko:K07395	yet:CH48_2143
ko:K09022	yet:CH48_2147
ko:K00610	yet:CH48_2148
ko:K00609	yet:CH48_2149
ko:K08485	yet:CH48_2151
ko:K06958	yet:CH48_2152
ko:K02806	yet:CH48_2153
ko:K05808	yet:CH48_2154
ko:K03092	yet:CH48_2155
ko:K06861	yet:CH48_2156
ko:K09774	yet:CH48_2157
ko:K11719	yet:CH48_2158
ko:K03270	yet:CH48_2159
ko:K06041	yet:CH48_2160
ko:K07301	yet:CH48_2161
ko:K02065	yet:CH48_2162
ko:K02066	yet:CH48_2163
ko:K02067	yet:CH48_2164
ko:K07323	yet:CH48_2165
ko:K07122	yet:CH48_2166
ko:K00790	yet:CH48_2168
ko:K04691	yet:CH48_2169
ko:K09908	yet:CH48_2171
ko:K06916	yet:CH48_2172
ko:K02871	yet:CH48_2173
ko:K02996	yet:CH48_2174
ko:K03599	yet:CH48_2175
ko:K03600	yet:CH48_2176
ko:K00266	yet:CH48_2178
ko:K00265	yet:CH48_2179
ko:K07139	yet:CH48_2180
ko:K07648	yet:CH48_2181
ko:K03814	yet:CH48_2183
ko:K12961	yet:CH48_2185
ko:K11959	yet:CH48_2999
ko:K11960	yet:CH48_3000
ko:K11961	yet:CH48_3001
ko:K11962	yet:CH48_3002
ko:K11963	yet:CH48_3003
ko:K01011	yet:CH48_3004
ko:K05845	yet:CH48_3007
ko:K05846	yet:CH48_3008
ko:K05847	yet:CH48_3009
ko:K05846	yet:CH48_3010
ko:K06188	yet:CH48_3019
ko:K06970	yet:CH48_3024
ko:K03406	yet:CH48_3025
ko:K10038	yet:CH48_3026
ko:K10037	yet:CH48_3027
ko:K10036	yet:CH48_3028
ko:K04047	yet:CH48_3030
ko:K00598	yet:CH48_3031
ko:K03088	yet:CH48_3033
ko:K11939	yet:CH48_3036
ko:K11934	yet:CH48_3037
ko:K03750	yet:CH48_3044
ko:K06871	yet:CH48_3046
ko:K02003	yet:CH48_3047
ko:K02005	yet:CH48_3048
ko:K02004	yet:CH48_3049
ko:K03612	yet:CH48_3863
ko:K03613	yet:CH48_3864
ko:K10773	yet:CH48_3865
ko:K01147	yet:CH48_3872
ko:K06200	yet:CH48_3873
ko:K08313	yet:CH48_3875
ko:K04062	yet:CH48_3879
ko:K03113	yet:CH48_3881
ko:K01591	yet:CH48_3882
ko:K12151	yet:CH48_3883
ko:K05782	yet:CH48_3884
ko:K08992	yet:CH48_3888
ko:K01497	yet:CH48_3890
ko:K01681	yet:CH48_3892
ko:K13634	yet:CH48_3894
ko:K03168	yet:CH48_3895
ko:K04774	yet:CH48_3897
ko:K06178	yet:CH48_3901
ko:K07053	yet:CH48_3903
ko:K01657	yet:CH48_3904
ko:K01658	yet:CH48_3905
ko:K00766	yet:CH48_3906
ko:K13498	yet:CH48_3907
ko:K01696	yet:CH48_3908
ko:K01695	yet:CH48_3909
ko:K07275	yet:CH48_3911
ko:K06940	yet:CH48_3912
ko:K06190	yet:CH48_3915
ko:K10806	yet:CH48_3916
ko:K03832	yet:CH48_3917
ko:K07746	yet:CH48_4183
ko:K11748	yet:CH48_1383
ko:K19221	yet:CH48_3899
ko:K04050	yet:CH48_4198
ko:K19157	yet:CH48_3407
ko:K19162	yet:CH48_2722
ko:K19222	yet:CH48_3649
ko:K19226	yet:CH48_3703
ko:K19236	yet:CH48_3656
ko:K11023	yet:CH48_3704
ko:K16078	yet:CH48_464
ko:K09017	yet:CH48_3375
ko:K01120	yet:CH48_2868
ko:K12341	yet:CH48_4171
ko:K02777	yet:CH48_418
ko:K01710	yet:CH48_1866
ko:K19228	yet:CH48_3701
ko:K07334	yet:CH48_2137
ko:K01406	yet:CH48_1504
ko:K08599	yet:CH48_4234
ko:K11013	yet:CH48_4075
ko:K12979	yet:CH48_3239
ko:K19159	yet:CH48_1268
ko:K19168	yet:CH48_840
ko:K04772	yet:CH48_2170
ko:K04771	yet:CH48_865
ko:K04055	yet:CH48_4190
ko:K01139	yet:CH48_1726
ko:K00557	yet:CH48_1817
ko:K00336	yet:CH48_306
ko:K14235	yet:CH48_1827
ko:K19270	yet:CH48_317
ko:K07497	yet:CH48_4152
ko:K07497	yet:CH48_4156
ko:K07497	yet:CH48_4157
ko:K07497	yet:CH48_4160
ko:K07497	yet:CH48_4172
ko:K07497	yet:CH48_4175
ko:K07497	yet:CH48_4176
ko:K07497	yet:CH48_4177
ko:K07497	yet:CH48_4178
ko:K07497	yet:CH48_4187
ko:K07497	yet:CH48_4229
ko:K07497	yet:CH48_4230
ko:K07497	yet:CH48_4231
ko:K07497	yet:CH48_4232
ko:K07497	yet:CH48_3378
ko:K07497	yet:CH48_3425
ko:K07497	yet:CH48_236
ko:K07497	yet:CH48_4020
ko:K19265	yet:CH48_398
ko:K19265	yet:CH48_638
ko:K01992	yet:CH48_2978
ko:K01992	yet:CH48_2979
ko:K00839	yet:CH48_2601
ko:K19268	yet:CH48_1494
ko:K09691	yet:CH48_3101
ko:K03722	yet:CH48_3543
ko:K03722	yet:CH48_3018
ko:K19267	yet:CH48_4087
ko:K19337	yet:CH48_3537
ko:K19304	yet:CH48_3532
ko:K02031	yet:CH48_1109
ko:K02031	yet:CH48_654
ko:K00632	yet:CH48_380
ko:K01582	yet:CH48_717
ko:K19334	yet:CH48_1105
ko:K02464	yet:CH48_792
ko:K02485	yet:CH48_3935
ko:K01175	yet:CH48_2852
ko:K19270	yet:CH48_3597
ko:K19302	yet:CH48_169
ko:K19333	yet:CH48_3584
ko:K00525	yet:CH48_676
ko:K06867	yet:CH48_604
ko:K19303	yet:CH48_3670
ko:K01096	yet:CH48_3889
ko:K01007	yet:CH48_3645
ko:K19577	yet:CH48_783
ko:K06415	yet:CH48_3968
ko:K09690	yet:CH48_3100
ko:K14237	yet:CH48_3660
ko:K14237	yet:CH48_3661
ko:K14237	yet:CH48_3659
ko:K14237	yet:CH48_403
ko:K14237	yet:CH48_405
ko:K14237	yet:CH48_404
ko:K14232	yet:CH48_230
ko:K14228	yet:CH48_1039
ko:K14228	yet:CH48_1040
ko:K14228	yet:CH48_1877
ko:K14230	yet:CH48_2234
ko:K14233	yet:CH48_57
ko:K14233	yet:CH48_257
ko:K14219	yet:CH48_2543
ko:K14219	yet:CH48_2545
ko:K14219	yet:CH48_2544
ko:K14218	yet:CH48_407
ko:K14218	yet:CH48_408
ko:K02483	yet:CH48_420
ko:K02032	yet:CH48_1110
ko:K01185	yet:CH48_3437
ko:K14227	yet:CH48_1319
ko:K14227	yet:CH48_1822
ko:K14227	yet:CH48_2015
ko:K14228	yet:CH48_1158
ko:K14228	yet:CH48_2835
ko:K14233	yet:CH48_2542
ko:K10775	yet:CH48_2792
ko:K14238	yet:CH48_1579
ko:K14228	yet:CH48_3391
ko:K14230	yet:CH48_2832
ko:K14230	yet:CH48_2836
ko:K14219	yet:CH48_2782
ko:K14219	yet:CH48_1875
ko:K19611	yet:CH48_903
ko:K14218	yet:CH48_1318
ko:K14218	yet:CH48_1823
ko:K14218	yet:CH48_2016
ko:K20263	yet:CH48_3222
ko:K12545	yet:CH48_1805
ko:K12545	yet:CH48_1806
ko:K02796	yet:CH48_4049
ko:K04055	yet:CH48_4174
ko:K19697	yet:CH48_3134
ko:K01980	yet:CH48_2017
ko:K01985	yet:CH48_1314
ko:K14225	yet:CH48_830
ko:K01977	yet:CH48_2573
ko:K01977	yet:CH48_1692
ko:K01980	yet:CH48_1694
ko:K05875	yet:CH48_1600
ko:K07497	yet:CH48_3488
ko:K07497	yet:CH48_1089
ko:K19775	yet:CH48_2207
ko:K19745	yet:CH48_2089
ko:K19778	yet:CH48_4078
ko:K19778	yet:CH48_643
ko:K19784	yet:CH48_1646
ko:K00799	yet:CH48_3561
ko:K07147	yet:CH48_2088
ko:K00799	yet:CH48_185
ko:K07119	yet:CH48_3284
ko:K15777	yet:CH48_2251
ko:K02756	yet:CH48_241
ko:K02757	yet:CH48_241
ko:K13010	yet:CH48_3099
ko:K03892	yet:CH48_4163
ko:K12137	yet:CH48_3073
ko:K07662	yet:CH48_1769
ko:K19802	yet:CH48_3718
ko:K19803	yet:CH48_215
ko:K07497	yet:CH48_1697
ko:K07497	yet:CH48_3489
ko:K19804	yet:CH48_3887
ko:K19813	yet:CH48_524
ko:K19810	yet:CH48_1239
ko:K15540	yet:CH48_3190
ko:K19956	yet:CH48_2514
ko:K07263	yet:CH48_1517
ko:K07274	yet:CH48_3957
ko:K21636	yet:CH48_1111
ko:K14224	yet:CH48_1693
ko:K14224	yet:CH48_699
ko:K14224	yet:CH48_1974
ko:K14224	yet:CH48_2574
ko:K14229	yet:CH48_2900
ko:K14229	yet:CH48_402
ko:K14229	yet:CH48_2902
ko:K14229	yet:CH48_2901
ko:K14229	yet:CH48_3377
ko:K14233	yet:CH48_3459
ko:K14233	yet:CH48_3461
ko:K14222	yet:CH48_3390
ko:K14223	yet:CH48_2833
ko:K14223	yet:CH48_2831
ko:K14228	yet:CH48_1095
ko:K20265	yet:CH48_2226
ko:K07686	yet:CH48_1541
ko:K14221	yet:CH48_1826
ko:K14221	yet:CH48_696
ko:K20264	yet:CH48_3223
ko:K14221	yet:CH48_681
ko:K14226	yet:CH48_1876
ko:K14234	yet:CH48_1983
ko:K14234	yet:CH48_256
ko:K14234	yet:CH48_1986
ko:K14225	yet:CH48_1985
ko:K10953	yet:CH48_2865
ko:K20542	yet:CH48_1525
ko:K19591	yet:CH48_2767
ko:K20541	yet:CH48_1526
ko:K22132	yet:CH48_754
ko:K01980	yet:CH48_698
ko:K01980	yet:CH48_1824
ko:K14234	yet:CH48_1315
ko:K14230	yet:CH48_756
ko:K14230	yet:CH48_757
ko:K14230	yet:CH48_758
ko:K14230	yet:CH48_1157
ko:K14225	yet:CH48_1224
ko:K14225	yet:CH48_3389
ko:K14225	yet:CH48_1225
ko:K14220	yet:CH48_3217
ko:K14220	yet:CH48_3245
ko:K14220	yet:CH48_3253
ko:K02438	yet:CH48_1463
ko:K20881	yet:CH48_1427
ko:K20862	yet:CH48_1891
ko:K01977	yet:CH48_1821
ko:K01977	yet:CH48_1973
ko:K01977	yet:CH48_2014
ko:K01980	yet:CH48_1317
ko:K01980	yet:CH48_2575
ko:K20866	yet:CH48_1712
ko:K01977	yet:CH48_700
ko:K01980	yet:CH48_1975
ko:K02790	yet:CH48_3838
ko:K02791	yet:CH48_3838
ko:K21021	yet:CH48_1014
ko:K21086	yet:CH48_1513
ko:K21087	yet:CH48_2640
ko:K22025	yet:CH48_2307
ko:K21088	yet:CH48_812
ko:K21084	yet:CH48_497
ko:K08968	yet:CH48_3578
ko:K00821	yet:CH48_1399
ko:K20968	yet:CH48_4202
ko:K00526	yet:CH48_269
ko:K00526	yet:CH48_677
ko:K06866	yet:CH48_607
ko:K00558	yet:CH48_621
ko:K06191	yet:CH48_674
ko:K00560	yet:CH48_770
ko:K02335	yet:CH48_1703
ko:K03553	yet:CH48_2538
ko:K06905	yet:CH48_3394
ko:K06908	yet:CH48_3398
ko:K06907	yet:CH48_3399
ko:K06903	yet:CH48_3414
ko:K01520	yet:CH48_1742
ko:K03676	yet:CH48_1762
ko:K03546	yet:CH48_2653
ko:K00287	yet:CH48_977
ko:K07313	yet:CH48_2798
ko:K06217	yet:CH48_2828
ko:K04068	yet:CH48_1112
ko:K02314	yet:CH48_2052
ko:K17733	yet:CH48_2106
ko:K01185	yet:CH48_2958
ko:K14744	yet:CH48_2959
ko:K14744	yet:CH48_467
ko:K02316	yet:CH48_2237
ko:K00857	yet:CH48_3932
ko:K06223	yet:CH48_1415
ko:K06217	yet:CH48_3977
ko:K06906	yet:CH48_4022
ko:K06905	yet:CH48_4023
ko:K00050	yet:CH48_291
ko:K00525	yet:CH48_268
ko:K13695	yet:CH48_3636
ko:K21470	yet:CH48_96
ko:K22589	yet:CH48_2628
ko:K01420	yet:CH48_3746
ko:K21498	yet:CH48_2136
ko:K21698	yet:CH48_2114
ko:K21695	yet:CH48_2115
ko:K02334	yet:CH48_2927
ko:K21936	yet:CH48_1255
ko:K21948	yet:CH48_4002
ko:K13638	yet:CH48_1337
ko:K22015	yet:CH48_3062
ko:K22051	yet:CH48_1229
ko:K22131	yet:CH48_4000
ko:K22130	yet:CH48_4001
ko:K03595	yet:CH48_590
ko:K22105	yet:CH48_1814
ko:K22110	yet:CH48_1521
ko:K22110	yet:CH48_3588
ko:K22214	yet:CH48_3599
ko:K03077	yet:CH48_3878
ko:K22300	yet:CH48_3431
ko:K02257	yet:CH48_2691
ko:K11391	yet:CH48_2219
ko:K13566	yet:CH48_2603
ko:K00424	yet:CH48_2890
ko:K22601	yet:CH48_2594
