ko:K09796	vcf:IR04_00165
ko:K14233	vcf:IR04_15350
ko:K14233	vcf:IR04_07690
ko:K14233	vcf:IR04_07700
ko:K14219	vcf:IR04_05755
ko:K14219	vcf:IR04_07705
ko:K14219	vcf:IR04_07715
ko:K14219	vcf:IR04_07725
ko:K14219	vcf:IR04_07720
ko:K14219	vcf:IR04_07710
ko:K14219	vcf:IR04_14865
ko:K14232	vcf:IR04_05765
ko:K14232	vcf:IR04_05775
ko:K14232	vcf:IR04_16250
ko:K14232	vcf:IR04_15345
ko:K14218	vcf:IR04_06460
ko:K14218	vcf:IR04_06895
ko:K14218	vcf:IR04_17570
ko:K14234	vcf:IR04_06520
ko:K14236	vcf:IR04_06510
ko:K14236	vcf:IR04_09915
ko:K14236	vcf:IR04_09925
ko:K14236	vcf:IR04_09920
ko:K14228	vcf:IR04_16020
ko:K14228	vcf:IR04_16070
ko:K14228	vcf:IR04_16040
ko:K19591	vcf:IR04_10210
ko:K00632	vcf:IR04_18890
ko:K01980	vcf:IR04_06900
ko:K01980	vcf:IR04_17565
ko:K01214	vcf:IR04_04530
ko:K01200	vcf:IR04_18555
ko:K01980	vcf:IR04_08975
ko:K01980	vcf:IR04_18840
ko:K14219	vcf:IR04_07695
ko:K14218	vcf:IR04_18825
ko:K14221	vcf:IR04_05230
ko:K14221	vcf:IR04_08985
ko:K14221	vcf:IR04_06910
ko:K14221	vcf:IR04_06475
ko:K14221	vcf:IR04_18810
ko:K20922	vcf:IR04_09985
ko:K20947	vcf:IR04_09970
ko:K20920	vcf:IR04_10030
ko:K20963	vcf:IR04_13170
ko:K20988	vcf:IR04_10035
ko:K16554	vcf:IR04_10040
ko:K20954	vcf:IR04_13175
ko:K20953	vcf:IR04_10000
ko:K20955	vcf:IR04_10850
ko:K20956	vcf:IR04_00315
ko:K20957	vcf:IR04_10675
ko:K20958	vcf:IR04_16555
ko:K20960	vcf:IR04_04115
ko:K20959	vcf:IR04_12150
ko:K20961	vcf:IR04_17360
ko:K20966	vcf:IR04_08925
ko:K13246	vcf:IR04_13480
ko:K20921	vcf:IR04_09960
ko:K20978	vcf:IR04_04795
ko:K20918	vcf:IR04_04175
ko:K20945	vcf:IR04_09940
ko:K20946	vcf:IR04_09965
ko:K20948	vcf:IR04_09990
ko:K20950	vcf:IR04_10050
ko:K20951	vcf:IR04_14600
ko:K20952	vcf:IR04_10010
ko:K21029	vcf:IR04_02625
ko:K00821	vcf:IR04_18170
ko:K21217	vcf:IR04_18090
ko:K00971	vcf:IR04_06130
ko:K20919	vcf:IR04_08750
ko:K08968	vcf:IR04_12725
ko:K00424	vcf:IR04_14375
ko:K07181	vcf:IR04_05585
ko:K02495	vcf:IR04_05485
ko:K20964	vcf:IR04_05555
ko:K20965	vcf:IR04_08220
ko:K00632	vcf:IR04_10570
ko:K21218	vcf:IR04_10370
ko:K10954	vcf:IR04_12530
ko:K10747	vcf:IR04_12940
ko:K18640	vcf:IR04_08270
ko:K09882	vcf:IR04_08585
ko:K00560	vcf:IR04_08795
ko:K06223	vcf:IR04_18210
ko:K01493	vcf:IR04_03665
ko:K06217	vcf:IR04_10150
ko:K00558	vcf:IR04_00885
ko:K00857	vcf:IR04_11155
ko:K07451	vcf:IR04_01385
ko:K02314	vcf:IR04_06815
ko:K04068	vcf:IR04_02120
ko:K00287	vcf:IR04_07175
ko:K03546	vcf:IR04_02165
ko:K02316	vcf:IR04_07540
ko:K03553	vcf:IR04_07660
ko:K06866	vcf:IR04_16900
ko:K02335	vcf:IR04_05455
ko:K11894	vcf:IR04_00495
ko:K05799	vcf:IR04_17155
ko:K00525	vcf:IR04_11580
ko:K02032	vcf:IR04_08030
ko:K06900	vcf:IR04_05835
ko:K00526	vcf:IR04_11575
ko:K21405	vcf:IR04_14265
ko:K21420	vcf:IR04_13885
ko:K11690	vcf:IR04_14795
ko:K21470	vcf:IR04_11640
ko:K02483	vcf:IR04_13410
ko:K00344	vcf:IR04_07745
ko:K21606	vcf:IR04_10700
ko:K01420	vcf:IR04_12410
ko:K07334	vcf:IR04_01755
ko:K21606	vcf:IR04_03000
ko:K21712	vcf:IR04_03535
ko:K19285	vcf:IR04_08995
ko:K21936	vcf:IR04_03985
ko:K13638	vcf:IR04_06290
ko:K22132	vcf:IR04_16690
ko:K03595	vcf:IR04_17390
ko:K22105	vcf:IR04_05655
ko:K03892	vcf:IR04_10680
ko:K03079	vcf:IR04_01075
ko:K11391	vcf:IR04_16630
