ko:K13060	ypc:BZ23_2820
ko:K05515	ypc:BZ23_625
ko:K00783	ypc:BZ23_626
ko:K09710	ypc:BZ23_627
ko:K00969	ypc:BZ23_628
ko:K02340	ypc:BZ23_629
ko:K03643	ypc:BZ23_630
ko:K01869	ypc:BZ23_631
ko:K10004	ypc:BZ23_633
ko:K10002	ypc:BZ23_634
ko:K10003	ypc:BZ23_635
ko:K10001	ypc:BZ23_636
ko:K03820	ypc:BZ23_637
ko:K06189	ypc:BZ23_638
ko:K07042	ypc:BZ23_639
ko:K06168	ypc:BZ23_641
ko:K03184	ypc:BZ23_642
ko:K02386	ypc:BZ23_1303
ko:K01953	ypc:BZ23_649
ko:K02566	ypc:BZ23_650
ko:K02565	ypc:BZ23_651
ko:K01443	ypc:BZ23_652
ko:K02564	ypc:BZ23_653
ko:K02802	ypc:BZ23_654
ko:K02803	ypc:BZ23_654
ko:K02804	ypc:BZ23_654
ko:K01886	ypc:BZ23_655
ko:K12373	ypc:BZ23_657
ko:K03711	ypc:BZ23_658
ko:K03839	ypc:BZ23_659
ko:K03664	ypc:BZ23_721
ko:K09801	ypc:BZ23_723
ko:K06186	ypc:BZ23_724
ko:K03631	ypc:BZ23_725
ko:K00858	ypc:BZ23_726
ko:K03687	ypc:BZ23_727
ko:K01647	ypc:BZ23_728
ko:K00241	ypc:BZ23_729
ko:K00242	ypc:BZ23_730
ko:K00239	ypc:BZ23_731
ko:K00240	ypc:BZ23_732
ko:K00164	ypc:BZ23_733
ko:K00658	ypc:BZ23_734
ko:K01903	ypc:BZ23_735
ko:K01902	ypc:BZ23_736
ko:K00425	ypc:BZ23_737
ko:K00426	ypc:BZ23_738
ko:K07107	ypc:BZ23_741
ko:K03562	ypc:BZ23_742
ko:K03560	ypc:BZ23_743
ko:K03646	ypc:BZ23_744
ko:K03641	ypc:BZ23_745
ko:K03640	ypc:BZ23_746
ko:K03517	ypc:BZ23_753
ko:K03811	ypc:BZ23_754
ko:K16264	ypc:BZ23_755
ko:K01626	ypc:BZ23_757
ko:K01834	ypc:BZ23_758
ko:K01785	ypc:BZ23_760
ko:K00849	ypc:BZ23_761
ko:K00965	ypc:BZ23_762
ko:K01784	ypc:BZ23_763
ko:K07052	ypc:BZ23_764
ko:K05776	ypc:BZ23_766
ko:K02019	ypc:BZ23_767
ko:K02020	ypc:BZ23_769
ko:K02018	ypc:BZ23_770
ko:K02017	ypc:BZ23_771
ko:K07404	ypc:BZ23_773
ko:K00833	ypc:BZ23_774
ko:K01012	ypc:BZ23_775
ko:K00652	ypc:BZ23_776
ko:K02169	ypc:BZ23_777
ko:K01935	ypc:BZ23_778
ko:K03702	ypc:BZ23_780
ko:K03639	ypc:BZ23_784
ko:K03637	ypc:BZ23_785
ko:K03636	ypc:BZ23_786
ko:K03635	ypc:BZ23_787
ko:K06890	ypc:BZ23_788
ko:K02167	ypc:BZ23_791
ko:K02168	ypc:BZ23_792
ko:K03815	ypc:BZ23_795
ko:K11537	ypc:BZ23_796
ko:K07803	ypc:BZ23_797
ko:K07709	ypc:BZ23_798
ko:K01993	ypc:BZ23_806
ko:K11927	ypc:BZ23_808
ko:K05541	ypc:BZ23_814
ko:K07262	ypc:BZ23_816
ko:K03777	ypc:BZ23_817
ko:K05873	ypc:BZ23_818
ko:K02041	ypc:BZ23_822
ko:K02044	ypc:BZ23_823
ko:K02042	ypc:BZ23_824
ko:K02042	ypc:BZ23_825
ko:K11959	ypc:BZ23_827
ko:K11960	ypc:BZ23_828
ko:K11961	ypc:BZ23_829
ko:K11962	ypc:BZ23_830
ko:K11963	ypc:BZ23_831
ko:K01011	ypc:BZ23_834
ko:K05845	ypc:BZ23_835
ko:K05846	ypc:BZ23_836
ko:K05847	ypc:BZ23_837
ko:K05846	ypc:BZ23_838
ko:K03759	ypc:BZ23_839
ko:K01584	ypc:BZ23_840
ko:K03781	ypc:BZ23_846
ko:K07491	ypc:BZ23_848
ko:K03834	ypc:BZ23_849
ko:K08276	ypc:BZ23_851
ko:K11107	ypc:BZ23_852
ko:K00568	ypc:BZ23_855
ko:K02469	ypc:BZ23_856
ko:K07677	ypc:BZ23_857
ko:K07687	ypc:BZ23_858
ko:K07676	ypc:BZ23_859
ko:K09475	ypc:BZ23_862
ko:K18988	ypc:BZ23_865
ko:K16210	ypc:BZ23_866
ko:K03406	ypc:BZ23_868
ko:K01223	ypc:BZ23_894
ko:K07014	ypc:BZ23_902
ko:K09904	ypc:BZ23_903
ko:K06899	ypc:BZ23_904
ko:K02897	ypc:BZ23_905
ko:K06183	ypc:BZ23_907
ko:K07552	ypc:BZ23_908
ko:K13896	ypc:BZ23_910
ko:K13895	ypc:BZ23_911
ko:K13894	ypc:BZ23_912
ko:K13893	ypc:BZ23_913
ko:K13694	ypc:BZ23_915
ko:K13637	ypc:BZ23_919
ko:K00040	ypc:BZ23_920
ko:K01686	ypc:BZ23_921
ko:K02356	ypc:BZ23_922
ko:K03835	ypc:BZ23_923
ko:K06940	ypc:BZ23_924
ko:K00058	ypc:BZ23_926
ko:K00135	ypc:BZ23_928
ko:K00854	ypc:BZ23_929
ko:K05804	ypc:BZ23_73
ko:K05805	ypc:BZ23_76
ko:K07773	ypc:BZ23_77
ko:K12524	ypc:BZ23_79
ko:K00872	ypc:BZ23_80
ko:K01733	ypc:BZ23_81
ko:K09861	ypc:BZ23_83
ko:K00616	ypc:BZ23_84
ko:K03831	ypc:BZ23_85
ko:K07034	ypc:BZ23_88
ko:K04043	ypc:BZ23_89
ko:K03686	ypc:BZ23_90
ko:K03313	ypc:BZ23_91
ko:K03717	ypc:BZ23_92
ko:K02968	ypc:BZ23_93
ko:K11753	ypc:BZ23_94
ko:K01870	ypc:BZ23_95
ko:K01807	ypc:BZ23_930
ko:K02058	ypc:BZ23_931
ko:K02056	ypc:BZ23_932
ko:K02057	ypc:BZ23_933
ko:K02768	ypc:BZ23_935
ko:K11183	ypc:BZ23_935
ko:K00882	ypc:BZ23_936
ko:K02769	ypc:BZ23_937
ko:K02770	ypc:BZ23_937
ko:K07491	ypc:BZ23_938
ko:K07347	ypc:BZ23_943
ko:K01151	ypc:BZ23_944
ko:K11733	ypc:BZ23_948
ko:K02016	ypc:BZ23_949
ko:K02015	ypc:BZ23_950
ko:K02013	ypc:BZ23_951
ko:K16089	ypc:BZ23_952
ko:K02073	ypc:BZ23_957
ko:K02071	ypc:BZ23_958
ko:K02072	ypc:BZ23_959
ko:K07258	ypc:BZ23_960
ko:K03837	ypc:BZ23_961
ko:K07491	ypc:BZ23_962
ko:K11534	ypc:BZ23_963
ko:K01619	ypc:BZ23_964
ko:K07085	ypc:BZ23_967
ko:K03674	ypc:BZ23_968
ko:K11073	ypc:BZ23_971
ko:K11076	ypc:BZ23_972
ko:K11075	ypc:BZ23_973
ko:K11074	ypc:BZ23_974
ko:K03212	ypc:BZ23_976
ko:K09996	ypc:BZ23_977
ko:K02013	ypc:BZ23_981
ko:K03101	ypc:BZ23_96
ko:K03774	ypc:BZ23_97
ko:K03527	ypc:BZ23_98
ko:K00215	ypc:BZ23_99
ko:K01956	ypc:BZ23_100
ko:K01955	ypc:BZ23_101
ko:K01525	ypc:BZ23_107
ko:K06195	ypc:BZ23_108
ko:K02528	ypc:BZ23_109
ko:K00097	ypc:BZ23_110
ko:K03771	ypc:BZ23_111
ko:K04744	ypc:BZ23_112
ko:K05801	ypc:BZ23_113
ko:K06177	ypc:BZ23_114
ko:K11902	ypc:BZ23_116
ko:K11901	ypc:BZ23_117
ko:K11900	ypc:BZ23_118
ko:K11903	ypc:BZ23_119
ko:K11897	ypc:BZ23_120
ko:K11896	ypc:BZ23_121
ko:K11895	ypc:BZ23_122
ko:K11907	ypc:BZ23_123
ko:K11904	ypc:BZ23_124
ko:K11906	ypc:BZ23_129
ko:K11893	ypc:BZ23_130
ko:K11892	ypc:BZ23_131
ko:K11891	ypc:BZ23_132
ko:K03580	ypc:BZ23_134
ko:K02336	ypc:BZ23_135
ko:K02062	ypc:BZ23_137
ko:K02063	ypc:BZ23_138
ko:K02064	ypc:BZ23_139
ko:K11925	ypc:BZ23_143
ko:K03291	ypc:BZ23_144
ko:K01704	ypc:BZ23_145
ko:K01703	ypc:BZ23_146
ko:K00052	ypc:BZ23_147
ko:K01649	ypc:BZ23_148
ko:K05798	ypc:BZ23_150
ko:K09998	ypc:BZ23_985
ko:K09999	ypc:BZ23_986
ko:K09997	ypc:BZ23_987
ko:K10000	ypc:BZ23_988
ko:K04093	ypc:BZ23_989
ko:K01620	ypc:BZ23_993
ko:K00156	ypc:BZ23_994
ko:K11933	ypc:BZ23_995
ko:K05601	ypc:BZ23_996
ko:K07459	ypc:BZ23_998
ko:K09824	ypc:BZ23_999
ko:K13888	ypc:BZ23_1000
ko:K05685	ypc:BZ23_1001
ko:K03704	ypc:BZ23_1002
ko:K06891	ypc:BZ23_1003
ko:K03694	ypc:BZ23_1004
ko:K02518	ypc:BZ23_1005
ko:K00684	ypc:BZ23_1006
ko:K16012	ypc:BZ23_1007
ko:K16013	ypc:BZ23_1008
ko:K00384	ypc:BZ23_1009
ko:K03719	ypc:BZ23_1010
ko:K03466	ypc:BZ23_1011
ko:K03634	ypc:BZ23_1012
ko:K07478	ypc:BZ23_1014
ko:K01875	ypc:BZ23_1015
ko:K08219	ypc:BZ23_1016
ko:K04069	ypc:BZ23_1017
ko:K07270	ypc:BZ23_1018
ko:K00656	ypc:BZ23_1019
ko:K06212	ypc:BZ23_1020
ko:K09136	ypc:BZ23_1021
ko:K01424	ypc:BZ23_1022
ko:K12342	ypc:BZ23_1023
ko:K12342	ypc:BZ23_1024
ko:K00831	ypc:BZ23_1025
ko:K00800	ypc:BZ23_1026
ko:K00945	ypc:BZ23_1027
ko:K02945	ypc:BZ23_1028
ko:K05788	ypc:BZ23_1029
ko:K07491	ypc:BZ23_1030
ko:K02238	ypc:BZ23_1032
ko:K11085	ypc:BZ23_1033
ko:K00912	ypc:BZ23_1034
ko:K03704	ypc:BZ23_1036
ko:K01897	ypc:BZ23_151
ko:K01652	ypc:BZ23_152
ko:K01653	ypc:BZ23_153
ko:K03435	ypc:BZ23_154
ko:K03925	ypc:BZ23_156
ko:K03438	ypc:BZ23_157
ko:K03586	ypc:BZ23_158
ko:K03587	ypc:BZ23_159
ko:K01928	ypc:BZ23_160
ko:K01929	ypc:BZ23_161
ko:K01000	ypc:BZ23_162
ko:K01925	ypc:BZ23_163
ko:K03588	ypc:BZ23_164
ko:K02563	ypc:BZ23_165
ko:K01924	ypc:BZ23_166
ko:K01921	ypc:BZ23_167
ko:K03589	ypc:BZ23_168
ko:K03590	ypc:BZ23_169
ko:K03531	ypc:BZ23_170
ko:K02535	ypc:BZ23_171
ko:K13301	ypc:BZ23_173
ko:K03070	ypc:BZ23_174
ko:K03574	ypc:BZ23_175
ko:K07491	ypc:BZ23_176
ko:K09862	ypc:BZ23_177
ko:K18778	ypc:BZ23_178
ko:K00859	ypc:BZ23_179
ko:K00364	ypc:BZ23_180
ko:K02505	ypc:BZ23_182
ko:K02504	ypc:BZ23_183
ko:K02682	ypc:BZ23_184
ko:K00767	ypc:BZ23_185
ko:K03806	ypc:BZ23_186
ko:K03807	ypc:BZ23_187
ko:K11734	ypc:BZ23_188
ko:K00163	ypc:BZ23_190
ko:K00627	ypc:BZ23_191
ko:K00382	ypc:BZ23_192
ko:K01682	ypc:BZ23_193
ko:K09910	ypc:BZ23_194
ko:K01611	ypc:BZ23_196
ko:K00797	ypc:BZ23_197
ko:K14588	ypc:BZ23_199
ko:K00760	ypc:BZ23_200
ko:K01673	ypc:BZ23_201
ko:K01990	ypc:BZ23_202
ko:K01992	ypc:BZ23_203
ko:K09791	ypc:BZ23_1037
ko:K00979	ypc:BZ23_1038
ko:K06219	ypc:BZ23_1040
ko:K03633	ypc:BZ23_1041
ko:K03804	ypc:BZ23_1042
ko:K03632	ypc:BZ23_1043
ko:K00813	ypc:BZ23_1047
ko:K09476	ypc:BZ23_1048
ko:K01893	ypc:BZ23_1049
ko:K00763	ypc:BZ23_1050
ko:K01256	ypc:BZ23_1051
ko:K00254	ypc:BZ23_1052
ko:K18657	ypc:BZ23_1053
ko:K07140	ypc:BZ23_1054
ko:K12297	ypc:BZ23_1055
ko:K15738	ypc:BZ23_1056
ko:K03808	ypc:BZ23_1057
ko:K06192	ypc:BZ23_1058
ko:K09857	ypc:BZ23_1059
ko:K07491	ypc:BZ23_1060
ko:K09458	ypc:BZ23_1061
ko:K01716	ypc:BZ23_1063
ko:K04770	ypc:BZ23_1064
ko:K09911	ypc:BZ23_1065
ko:K03286	ypc:BZ23_1066
ko:K13053	ypc:BZ23_1067
ko:K07343	ypc:BZ23_1068
ko:K03658	ypc:BZ23_1071
ko:K01734	ypc:BZ23_1072
ko:K09909	ypc:BZ23_1073
ko:K06929	ypc:BZ23_1074
ko:K11940	ypc:BZ23_1075
ko:K06969	ypc:BZ23_1076
ko:K01512	ypc:BZ23_1077
ko:K11179	ypc:BZ23_1078
ko:K02372	ypc:BZ23_1087
ko:K00647	ypc:BZ23_1088
ko:K00059	ypc:BZ23_1089
ko:K01641	ypc:BZ23_1090
ko:K00557	ypc:BZ23_3743
ko:K00336	ypc:BZ23_2162
ko:K07012	ypc:BZ23_2090
ko:K19130	ypc:BZ23_2086
ko:K19228	ypc:BZ23_1843
ko:K01406	ypc:BZ23_3440
ko:K19128	ypc:BZ23_2088
ko:K04772	ypc:BZ23_3107
ko:K04771	ypc:BZ23_226
ko:K01139	ypc:BZ23_3651
ko:K19270	ypc:BZ23_2173
ko:K07497	ypc:BZ23_3945
ko:K07497	ypc:BZ23_3946
ko:K07497	ypc:BZ23_1434
ko:K07497	ypc:BZ23_1461
ko:K07497	ypc:BZ23_3403
ko:K07497	ypc:BZ23_2876
ko:K07497	ypc:BZ23_3725
ko:K07497	ypc:BZ23_2967
ko:K19265	ypc:BZ23_2285
ko:K00839	ypc:BZ23_392
ko:K01992	ypc:BZ23_803
ko:K01992	ypc:BZ23_804
ko:K07489	ypc:BZ23_2802
ko:K03722	ypc:BZ23_1616
ko:K00020	ypc:BZ23_3182
ko:K03722	ypc:BZ23_845
ko:K07497	ypc:BZ23_664
ko:K07497	ypc:BZ23_142
ko:K11904	ypc:BZ23_1107
ko:K19267	ypc:BZ23_2001
ko:K19337	ypc:BZ23_1609
ko:K07497	ypc:BZ23_1446
ko:K19304	ypc:BZ23_1606
ko:K19334	ypc:BZ23_3
ko:K02464	ypc:BZ23_2651
ko:K02485	ypc:BZ23_1664
ko:K01175	ypc:BZ23_662
ko:K19270	ypc:BZ23_1926
ko:K19302	ypc:BZ23_965
ko:K19333	ypc:BZ23_1939
ko:K00525	ypc:BZ23_2543
ko:K06867	ypc:BZ23_268
ko:K02031	ypc:BZ23_4168
ko:K02031	ypc:BZ23_2532
ko:K06867	ypc:BZ23_2485
ko:K06867	ypc:BZ23_2871
ko:K19303	ypc:BZ23_1868
ko:K01096	ypc:BZ23_1710
ko:K01007	ypc:BZ23_1892
ko:K19577	ypc:BZ23_2643
ko:K06415	ypc:BZ23_1636
ko:K14237	ypc:BZ23_1877
ko:K14237	ypc:BZ23_1878
ko:K14237	ypc:BZ23_1879
ko:K14237	ypc:BZ23_2290
ko:K14237	ypc:BZ23_2292
ko:K14237	ypc:BZ23_2291
ko:K14232	ypc:BZ23_901
ko:K14228	ypc:BZ23_44
ko:K14228	ypc:BZ23_45
ko:K14228	ypc:BZ23_46
ko:K14228	ypc:BZ23_3806
ko:K14230	ypc:BZ23_2991
ko:K14233	ypc:BZ23_1579
ko:K14233	ypc:BZ23_1571
ko:K14233	ypc:BZ23_1080
ko:K14233	ypc:BZ23_863
ko:K14219	ypc:BZ23_306
ko:K14219	ypc:BZ23_307
ko:K14218	ypc:BZ23_2294
ko:K14218	ypc:BZ23_2296
ko:K02483	ypc:BZ23_2308
ko:K14227	ypc:BZ23_3275
ko:K14227	ypc:BZ23_367
ko:K14227	ypc:BZ23_3902
ko:K14228	ypc:BZ23_4122
ko:K14228	ypc:BZ23_12
ko:K14228	ypc:BZ23_647
ko:K14233	ypc:BZ23_305
ko:K20866	ypc:BZ23_3642
ko:K14238	ypc:BZ23_3517
ko:K14228	ypc:BZ23_1376
ko:K14230	ypc:BZ23_644
ko:K14230	ypc:BZ23_648
ko:K14219	ypc:BZ23_561
ko:K14219	ypc:BZ23_3804
ko:K15669	ypc:BZ23_532
ko:K14219	ypc:BZ23_2231
ko:K14218	ypc:BZ23_3274
ko:K14218	ypc:BZ23_368
ko:K14218	ypc:BZ23_3903
ko:K02796	ypc:BZ23_1260
ko:K01980	ypc:BZ23_3904
ko:K01980	ypc:BZ23_3748
ko:K01980	ypc:BZ23_3943
ko:K01980	ypc:BZ23_3626
ko:K01980	ypc:BZ23_2561
ko:K01980	ypc:BZ23_3273
ko:K01980	ypc:BZ23_370
ko:K14226	ypc:BZ23_3805
ko:K01985	ypc:BZ23_3269
ko:K01985	ypc:BZ23_3627
ko:K01985	ypc:BZ23_3749
ko:K01985	ypc:BZ23_3905
ko:K01985	ypc:BZ23_2560
ko:K01985	ypc:BZ23_371
ko:K01985	ypc:BZ23_3271
ko:K01985	ypc:BZ23_3944
ko:K14225	ypc:BZ23_2727
ko:K01977	ypc:BZ23_3941
ko:K01977	ypc:BZ23_2564
ko:K01977	ypc:BZ23_3624
ko:K01977	ypc:BZ23_3276
ko:K01977	ypc:BZ23_366
ko:K01977	ypc:BZ23_3901
ko:K01977	ypc:BZ23_3746
ko:K05875	ypc:BZ23_3544
ko:K19775	ypc:BZ23_3076
ko:K19745	ypc:BZ23_3166
ko:K19778	ypc:BZ23_2520
ko:K13060	ypc:BZ23_2080
ko:K00799	ypc:BZ23_953
ko:K07147	ypc:BZ23_3167
ko:K15777	ypc:BZ23_2975
ko:K07662	ypc:BZ23_3685
ko:K19802	ypc:BZ23_1828
ko:K19803	ypc:BZ23_916
ko:K01138	ypc:BZ23_2357
ko:K19804	ypc:BZ23_1712
ko:K19810	ypc:BZ23_4047
ko:K02032	ypc:BZ23_4167
ko:K01138	ypc:BZ23_2670
ko:K15540	ypc:BZ23_2250
ko:K07263	ypc:BZ23_3459
ko:K07274	ypc:BZ23_1644
ko:K21636	ypc:BZ23_4166
ko:K14224	ypc:BZ23_2563
ko:K14224	ypc:BZ23_3747
ko:K14224	ypc:BZ23_3942
ko:K14224	ypc:BZ23_3625
ko:K14229	ypc:BZ23_2289
ko:K14229	ypc:BZ23_749
ko:K14229	ypc:BZ23_750
ko:K14229	ypc:BZ23_748
ko:K14229	ypc:BZ23_751
ko:K14229	ypc:BZ23_1366
ko:K14222	ypc:BZ23_1375
ko:K14223	ypc:BZ23_645
ko:K14223	ypc:BZ23_643
ko:K07686	ypc:BZ23_3480
ko:K20268	ypc:BZ23_2142
ko:K14221	ypc:BZ23_2559
ko:K14221	ypc:BZ23_3750
ko:K20264	ypc:BZ23_1226
ko:K14221	ypc:BZ23_2550
ko:K14234	ypc:BZ23_3910
ko:K14234	ypc:BZ23_864
ko:K14225	ypc:BZ23_3912
ko:K00526	ypc:BZ23_2544
ko:K20542	ypc:BZ23_3466
ko:K19591	ypc:BZ23_546
ko:K22443	ypc:BZ23_2111
ko:K22132	ypc:BZ23_2614
ko:K14235	ypc:BZ23_3751
ko:K14223	ypc:BZ23_646
ko:K14220	ypc:BZ23_1225
ko:K14220	ypc:BZ23_1236
ko:K14220	ypc:BZ23_1470
ko:K14236	ypc:BZ23_1659
ko:K14236	ypc:BZ23_1661
ko:K14236	ypc:BZ23_3911
ko:K14231	ypc:BZ23_2798
ko:K14231	ypc:BZ23_4034
ko:K14229	ypc:BZ23_752
ko:K02438	ypc:BZ23_3411
ko:K20885	ypc:BZ23_2096
ko:K14234	ypc:BZ23_3270
ko:K14234	ypc:BZ23_3913
ko:K20862	ypc:BZ23_3820
ko:K14232	ypc:BZ23_3477
ko:K14232	ypc:BZ23_3807
ko:K14219	ypc:BZ23_308
ko:K14225	ypc:BZ23_1374
ko:K14225	ypc:BZ23_4061
ko:K14225	ypc:BZ23_4060
ko:K14225	ypc:BZ23_4063
ko:K14230	ypc:BZ23_2616
ko:K14230	ypc:BZ23_4123
ko:K14230	ypc:BZ23_2618
ko:K14230	ypc:BZ23_2617
ko:K21021	ypc:BZ23_67
ko:K22025	ypc:BZ23_1724
ko:K21086	ypc:BZ23_3456
ko:K21087	ypc:BZ23_428
ko:K08968	ypc:BZ23_1951
ko:K00821	ypc:BZ23_3351
ko:K00526	ypc:BZ23_853
ko:K02335	ypc:BZ23_3634
ko:K03553	ypc:BZ23_298
ko:K06223	ypc:BZ23_335
ko:K03546	ypc:BZ23_436
ko:K06217	ypc:BZ23_640
ko:K14059	ypc:BZ23_666
ko:K06952	ypc:BZ23_673
ko:K03791	ypc:BZ23_692
ko:K00287	ypc:BZ23_105
ko:K06905	ypc:BZ23_1378
ko:K06906	ypc:BZ23_1379
ko:K06908	ypc:BZ23_1382
ko:K06907	ypc:BZ23_1383
ko:K06903	ypc:BZ23_1388
ko:K06223	ypc:BZ23_1410
ko:K06907	ypc:BZ23_1447
ko:K06903	ypc:BZ23_1451
ko:K17733	ypc:BZ23_3154
ko:K02314	ypc:BZ23_4015
ko:K06217	ypc:BZ23_1509
ko:K04068	ypc:BZ23_4165
ko:K00857	ypc:BZ23_1667
ko:K06866	ypc:BZ23_2488
ko:K06223	ypc:BZ23_3367
ko:K06191	ypc:BZ23_2541
ko:K00560	ypc:BZ23_2630
ko:K06919	ypc:BZ23_2720
ko:K01520	ypc:BZ23_3660
ko:K03676	ypc:BZ23_3678
ko:K02316	ypc:BZ23_2989
ko:K06919	ypc:BZ23_3002
ko:K07474	ypc:BZ23_3016
ko:K00050	ypc:BZ23_2148
ko:K00525	ypc:BZ23_854
ko:K00108	ypc:BZ23_789
ko:K13695	ypc:BZ23_1897
ko:K21405	ypc:BZ23_1764
ko:K21470	ypc:BZ23_1044
ko:K01420	ypc:BZ23_1790
ko:K02015	ypc:BZ23_980
ko:K21698	ypc:BZ23_3146
ko:K21695	ypc:BZ23_3145
ko:K21936	ypc:BZ23_3986
ko:K21948	ypc:BZ23_874
ko:K13638	ypc:BZ23_3290
ko:K22015	ypc:BZ23_4038
ko:K22051	ypc:BZ23_4055
ko:K22444	ypc:BZ23_2110
ko:K22130	ypc:BZ23_875
ko:K03595	ypc:BZ23_2472
ko:K22105	ypc:BZ23_3741
ko:K22131	ypc:BZ23_877
ko:K22110	ypc:BZ23_3464
ko:K22110	ypc:BZ23_1935
ko:K03079	ypc:BZ23_273
ko:K03077	ypc:BZ23_279
ko:K22278	ypc:BZ23_1201
ko:K03077	ypc:BZ23_1717
ko:K22302	ypc:BZ23_679
ko:K02257	ypc:BZ23_468
ko:K11391	ypc:BZ23_3066
ko:K13566	ypc:BZ23_394
ko:K00424	ypc:BZ23_739
ko:K22512	ypc:BZ23_1296
ko:K22601	ypc:BZ23_385
