ko:K19744	bcew:DM40_1511
ko:K00574	bcew:DM40_204
ko:K07304	bcew:DM40_206
ko:K17285	bcew:DM40_207
ko:K07130	bcew:DM40_211
ko:K01556	bcew:DM40_212
ko:K00453	bcew:DM40_213
ko:K08195	bcew:DM40_214
ko:K00077	bcew:DM40_215
ko:K00141	bcew:DM40_216
ko:K01576	bcew:DM40_217
ko:K00007	bcew:DM40_219
ko:K00854	bcew:DM40_220
ko:K10111	bcew:DM40_222
ko:K00762	bcew:DM40_1029
ko:K00029	bcew:DM40_1030
ko:K04090	bcew:DM40_1031
ko:K00457	bcew:DM40_1033
ko:K03719	bcew:DM40_1034
ko:K02613	bcew:DM40_1038
ko:K02612	bcew:DM40_1039
ko:K02611	bcew:DM40_1040
ko:K02610	bcew:DM40_1041
ko:K02609	bcew:DM40_1042
ko:K02358	bcew:DM40_1051
ko:K03073	bcew:DM40_1053
ko:K02601	bcew:DM40_1054
ko:K02867	bcew:DM40_1055
ko:K02863	bcew:DM40_1056
ko:K02864	bcew:DM40_1057
ko:K02935	bcew:DM40_1058
ko:K03043	bcew:DM40_1059
ko:K03046	bcew:DM40_1060
ko:K03654	bcew:DM40_1061
ko:K02950	bcew:DM40_1062
ko:K02992	bcew:DM40_1063
ko:K02355	bcew:DM40_1064
ko:K02358	bcew:DM40_1065
ko:K02946	bcew:DM40_1066
ko:K02906	bcew:DM40_1067
ko:K02926	bcew:DM40_1068
ko:K02892	bcew:DM40_1069
ko:K02886	bcew:DM40_1070
ko:K02965	bcew:DM40_1071
ko:K02890	bcew:DM40_1072
ko:K02982	bcew:DM40_1073
ko:K02878	bcew:DM40_1074
ko:K02904	bcew:DM40_1075
ko:K02961	bcew:DM40_1076
ko:K02874	bcew:DM40_1077
ko:K02895	bcew:DM40_1078
ko:K02931	bcew:DM40_1079
ko:K02954	bcew:DM40_1080
ko:K02994	bcew:DM40_1081
ko:K02933	bcew:DM40_1082
ko:K02881	bcew:DM40_1083
ko:K02988	bcew:DM40_1084
ko:K02907	bcew:DM40_1085
ko:K05800	bcew:DM40_1868
ko:K02010	bcew:DM40_1869
ko:K02011	bcew:DM40_1870
ko:K02012	bcew:DM40_1871
ko:K16234	bcew:DM40_1873
ko:K03583	bcew:DM40_1875
ko:K03582	bcew:DM40_1876
ko:K03581	bcew:DM40_1877
ko:K15034	bcew:DM40_1878
ko:K04062	bcew:DM40_1882
ko:K03147	bcew:DM40_1883
ko:K02052	bcew:DM40_1892
ko:K02053	bcew:DM40_1893
ko:K02053	bcew:DM40_1894
ko:K02055	bcew:DM40_1895
ko:K00166	bcew:DM40_1898
ko:K00167	bcew:DM40_1899
ko:K09699	bcew:DM40_1900
ko:K00382	bcew:DM40_1901
ko:K03457	bcew:DM40_1904
ko:K06016	bcew:DM40_1907
ko:K17989	bcew:DM40_1911
ko:K03717	bcew:DM40_1913
ko:K09981	bcew:DM40_1915
ko:K13896	bcew:DM40_2702
ko:K13895	bcew:DM40_2703
ko:K13894	bcew:DM40_2704
ko:K13893	bcew:DM40_2705
ko:K02300	bcew:DM40_2707
ko:K02299	bcew:DM40_2708
ko:K02298	bcew:DM40_2709
ko:K02297	bcew:DM40_2710
ko:K00342	bcew:DM40_2711
ko:K00928	bcew:DM40_2714
ko:K04075	bcew:DM40_2715
ko:K01962	bcew:DM40_2716
ko:K01247	bcew:DM40_2717
ko:K01883	bcew:DM40_2718
ko:K03767	bcew:DM40_2720
ko:K03768	bcew:DM40_2721
ko:K03269	bcew:DM40_2722
ko:K00640	bcew:DM40_2723
ko:K02533	bcew:DM40_2724
ko:K01092	bcew:DM40_2725
ko:K07137	bcew:DM40_2727
ko:K03555	bcew:DM40_2728
ko:K03775	bcew:DM40_2729
ko:K07287	bcew:DM40_2734
ko:K01714	bcew:DM40_2735
ko:K01867	bcew:DM40_2737
ko:K07053	bcew:DM40_2740
ko:K04083	bcew:DM40_2744
ko:K05589	bcew:DM40_2746
ko:K01689	bcew:DM40_2747
ko:K01627	bcew:DM40_2748
ko:K01937	bcew:DM40_2749
ko:K07677	bcew:DM40_3541
ko:K07687	bcew:DM40_3543
ko:K07677	bcew:DM40_3544
ko:K07345	bcew:DM40_3545
ko:K07347	bcew:DM40_3547
ko:K00156	bcew:DM40_3550
ko:K12255	bcew:DM40_3560
ko:K07301	bcew:DM40_3566
ko:K07004	bcew:DM40_3567
ko:K00600	bcew:DM40_3575
ko:K04487	bcew:DM40_3576
ko:K00799	bcew:DM40_3582
ko:K00820	bcew:DM40_3586
ko:K00567	bcew:DM40_3588
ko:K08191	bcew:DM40_3589
ko:K02529	bcew:DM40_3590
ko:K00457	bcew:DM40_4386
ko:K07154	bcew:DM40_4387
ko:K16137	bcew:DM40_4390
ko:K07302	bcew:DM40_4393
ko:K07303	bcew:DM40_4394
ko:K00135	bcew:DM40_4396
ko:K07645	bcew:DM40_4397
ko:K15536	bcew:DM40_4399
ko:K16370	bcew:DM40_4407
ko:K01993	bcew:DM40_4411
ko:K13926	bcew:DM40_4412
ko:K07576	bcew:DM40_4415
ko:K18369	bcew:DM40_4416
ko:K00625	bcew:DM40_4417
ko:K03821	bcew:DM40_4418
ko:K00023	bcew:DM40_4419
ko:K00925	bcew:DM40_4422
ko:K13953	bcew:DM40_4429
ko:K06966	bcew:DM40_4432
ko:K13993	bcew:DM40_4436
ko:K06147	bcew:DM40_5229
ko:K07223	bcew:DM40_5235
ko:K03696	bcew:DM40_5238
ko:K03457	bcew:DM40_5240
ko:K01438	bcew:DM40_5242
ko:K07222	bcew:DM40_5245
ko:K01867	bcew:DM40_5247
ko:K00426	bcew:DM40_5249
ko:K00425	bcew:DM40_5250
ko:K03639	bcew:DM40_5251
ko:K01682	bcew:DM40_5254
ko:K16137	bcew:DM40_5255
ko:K00285	bcew:DM40_5262
ko:K01999	bcew:DM40_5263
ko:K01785	bcew:DM40_5275
ko:K00077	bcew:DM40_5277
ko:K03781	bcew:DM40_5278
ko:K07152	bcew:DM40_438
ko:K02259	bcew:DM40_440
ko:K02276	bcew:DM40_444
ko:K02258	bcew:DM40_446
ko:K02274	bcew:DM40_448
ko:K02275	bcew:DM40_449
ko:K02169	bcew:DM40_451
ko:K03216	bcew:DM40_453
ko:K00057	bcew:DM40_455
ko:K03071	bcew:DM40_456
ko:K01834	bcew:DM40_459
ko:K03797	bcew:DM40_460
ko:K08483	bcew:DM40_462
ko:K11189	bcew:DM40_463
ko:K02821	bcew:DM40_464
ko:K01920	bcew:DM40_465
ko:K01919	bcew:DM40_466
ko:K03320	bcew:DM40_467
ko:K04752	bcew:DM40_468
ko:K09806	bcew:DM40_469
ko:K07391	bcew:DM40_470
ko:K10126	bcew:DM40_473
ko:K10125	bcew:DM40_474
ko:K11103	bcew:DM40_475
ko:K14393	bcew:DM40_476
ko:K07516	bcew:DM40_481
ko:K00681	bcew:DM40_483
ko:K15552	bcew:DM40_484
ko:K10831	bcew:DM40_485
ko:K15551	bcew:DM40_486
ko:K03644	bcew:DM40_487
ko:K03801	bcew:DM40_488
ko:K00760	bcew:DM40_1296
ko:K03106	bcew:DM40_1297
ko:K06950	bcew:DM40_1299
ko:K03806	bcew:DM40_1300
ko:K06077	bcew:DM40_1304
ko:K00856	bcew:DM40_1305
ko:K11065	bcew:DM40_1306
ko:K02687	bcew:DM40_1308
ko:K01961	bcew:DM40_1309
ko:K02160	bcew:DM40_1310
ko:K03786	bcew:DM40_1311
ko:K02558	bcew:DM40_1314
ko:K07000	bcew:DM40_1315
ko:K01147	bcew:DM40_1316
ko:K00014	bcew:DM40_1317
ko:K03814	bcew:DM40_1318
ko:K00883	bcew:DM40_1322
ko:K01631	bcew:DM40_1323
ko:K10537	bcew:DM40_1325
ko:K10539	bcew:DM40_1326
ko:K10538	bcew:DM40_1327
ko:K01591	bcew:DM40_1330
ko:K03743	bcew:DM40_1332
ko:K01095	bcew:DM40_1333
ko:K00946	bcew:DM40_1334
ko:K00029	bcew:DM40_1335
ko:K09761	bcew:DM40_1338
ko:K00797	bcew:DM40_1340
ko:K00615	bcew:DM40_1341
ko:K00134	bcew:DM40_1342
ko:K11103	bcew:DM40_1344
ko:K01477	bcew:DM40_1345
ko:K03543	bcew:DM40_2131
ko:K06207	bcew:DM40_2134
ko:K00164	bcew:DM40_2135
ko:K00658	bcew:DM40_2136
ko:K00382	bcew:DM40_2137
ko:K06916	bcew:DM40_2138
ko:K02651	bcew:DM40_2144
ko:K02279	bcew:DM40_2146
ko:K02280	bcew:DM40_2147
ko:K02282	bcew:DM40_2148
ko:K02283	bcew:DM40_2149
ko:K12510	bcew:DM40_2150
ko:K12511	bcew:DM40_2151
ko:K03666	bcew:DM40_2157
ko:K01897	bcew:DM40_2160
ko:K08178	bcew:DM40_2162
ko:K00847	bcew:DM40_2166
ko:K10439	bcew:DM40_2167
ko:K10440	bcew:DM40_2168
ko:K10441	bcew:DM40_2169
ko:K15553	bcew:DM40_2173
ko:K12573	bcew:DM40_2175
ko:K03218	bcew:DM40_2176
ko:K11066	bcew:DM40_2177
ko:K01807	bcew:DM40_2178
ko:K10009	bcew:DM40_2181
ko:K11085	bcew:DM40_2959
ko:K02847	bcew:DM40_2961
ko:K00737	bcew:DM40_2963
ko:K02849	bcew:DM40_2965
ko:K02337	bcew:DM40_2966
ko:K07146	bcew:DM40_2967
ko:K01894	bcew:DM40_2968
ko:K08289	bcew:DM40_2972
ko:K03466	bcew:DM40_2978
ko:K05973	bcew:DM40_2981
ko:K03616	bcew:DM40_2983
ko:K10773	bcew:DM40_2984
ko:K09989	bcew:DM40_2990
ko:K05782	bcew:DM40_2991
ko:K00616	bcew:DM40_2992
ko:K04750	bcew:DM40_2993
ko:K03307	bcew:DM40_2994
ko:K03181	bcew:DM40_2999
ko:K04079	bcew:DM40_3000
ko:K00479	bcew:DM40_3004
ko:K03521	bcew:DM40_3005
ko:K03522	bcew:DM40_3006
ko:K00012	bcew:DM40_3814
ko:K03322	bcew:DM40_3817
ko:K07004	bcew:DM40_3825
ko:K07032	bcew:DM40_3828
ko:K03606	bcew:DM40_3835
ko:K00012	bcew:DM40_3836
ko:K01104	bcew:DM40_3837
ko:K01991	bcew:DM40_3838
ko:K16692	bcew:DM40_3839
ko:K03772	bcew:DM40_3849
ko:K07044	bcew:DM40_3850
ko:K10013	bcew:DM40_3852
ko:K15256	bcew:DM40_3857
ko:K00788	bcew:DM40_3859
ko:K07044	bcew:DM40_4649
ko:K09957	bcew:DM40_4650
ko:K08717	bcew:DM40_4652
ko:K01821	bcew:DM40_4654
ko:K15371	bcew:DM40_4656
ko:K00675	bcew:DM40_4660
ko:K01426	bcew:DM40_4662
ko:K06934	bcew:DM40_4668
ko:K06989	bcew:DM40_4673
ko:K01652	bcew:DM40_4674
ko:K11892	bcew:DM40_4685
ko:K09019	bcew:DM40_4688
ko:K07098	bcew:DM40_4689
ko:K15549	bcew:DM40_4691
ko:K15547	bcew:DM40_4692
ko:K07507	bcew:DM40_4694
ko:K01497	bcew:DM40_4700
ko:K03406	bcew:DM40_5491
ko:K01895	bcew:DM40_5495
ko:K00626	bcew:DM40_5496
ko:K00059	bcew:DM40_5497
ko:K06446	bcew:DM40_5499
ko:K01958	bcew:DM40_5500
ko:K01692	bcew:DM40_5512
ko:K00128	bcew:DM40_5514
ko:K01644	bcew:DM40_5518
ko:K09709	bcew:DM40_5520
ko:K03522	bcew:DM40_5521
ko:K03521	bcew:DM40_5522
ko:K01644	bcew:DM40_5531
ko:K06889	bcew:DM40_5533
ko:K01473	bcew:DM40_5535
ko:K01474	bcew:DM40_5536
ko:K00128	bcew:DM40_5543
ko:K01505	bcew:DM40_3548
ko:K18893	bcew:DM40_5633
ko:K14228	bcew:DM40_116
ko:K01977	bcew:DM40_1044
ko:K01977	bcew:DM40_1248
ko:K01977	bcew:DM40_3143
ko:K01977	bcew:DM40_787
ko:K01977	bcew:DM40_5439
ko:K01977	bcew:DM40_2867
ko:K14234	bcew:DM40_1050
ko:K14232	bcew:DM40_1286
ko:K14219	bcew:DM40_14
ko:K14225	bcew:DM40_1587
ko:K14219	bcew:DM40_1657
ko:K14219	bcew:DM40_1659
ko:K14219	bcew:DM40_1658
ko:K14225	bcew:DM40_1807
ko:K14225	bcew:DM40_1809
ko:K14225	bcew:DM40_1808
ko:K14230	bcew:DM40_2187
ko:K14230	bcew:DM40_2784
ko:K14221	bcew:DM40_2521
ko:K14221	bcew:DM40_2692
ko:K14221	bcew:DM40_2696
ko:K14221	bcew:DM40_2694
ko:K14224	bcew:DM40_2693
ko:K14224	bcew:DM40_2697
ko:K14224	bcew:DM40_2695
ko:K14218	bcew:DM40_2698
ko:K14233	bcew:DM40_2713
ko:K14237	bcew:DM40_2807
ko:K14237	bcew:DM40_793
ko:K14237	bcew:DM40_2103
ko:K14218	bcew:DM40_1250
ko:K14218	bcew:DM40_5437
ko:K14218	bcew:DM40_785
ko:K14218	bcew:DM40_3141
ko:K14218	bcew:DM40_2865
ko:K14227	bcew:DM40_1249
ko:K14227	bcew:DM40_3142
ko:K14227	bcew:DM40_5438
ko:K14227	bcew:DM40_786
ko:K14227	bcew:DM40_2866
ko:K01985	bcew:DM40_1046
ko:K01985	bcew:DM40_1252
ko:K01985	bcew:DM40_5435
ko:K01985	bcew:DM40_3139
ko:K01985	bcew:DM40_783
ko:K01985	bcew:DM40_2863
ko:K14225	bcew:DM40_1049
ko:K07278	bcew:DM40_75
ko:K18928	bcew:DM40_5344
ko:K18929	bcew:DM40_5345
ko:K01971	bcew:DM40_5175
ko:K18901	bcew:DM40_3185
ko:K18903	bcew:DM40_3183
ko:K10020	bcew:DM40_5316
ko:K01729	bcew:DM40_5784
ko:K18991	bcew:DM40_5595
ko:K19055	bcew:DM40_2333
ko:K09472	bcew:DM40_587
ko:K19055	bcew:DM40_4471
ko:K07050	bcew:DM40_2928
ko:K03526	bcew:DM40_2410
ko:K14742	bcew:DM40_2681
ko:K03746	bcew:DM40_986
ko:K15773	bcew:DM40_4388
ko:K14060	bcew:DM40_1174
ko:K03496	bcew:DM40_376
ko:K03111	bcew:DM40_378
ko:K01856	bcew:DM40_3779
ko:K03497	bcew:DM40_5458
ko:K03496	bcew:DM40_5459
ko:K18979	bcew:DM40_196
ko:K03761	bcew:DM40_2250
ko:K03746	bcew:DM40_5646
ko:K03646	bcew:DM40_1464
ko:K03194	bcew:DM40_4806
ko:K04054	bcew:DM40_4813
ko:K03746	bcew:DM40_5699
ko:K17850	bcew:DM40_4884
ko:K03169	bcew:DM40_732
ko:K03497	bcew:DM40_779
ko:K03746	bcew:DM40_3298
ko:K03746	bcew:DM40_4215
ko:K03496	bcew:DM40_872
ko:K03497	bcew:DM40_873
ko:K18828	bcew:DM40_914
ko:K03496	bcew:DM40_3410
ko:K03497	bcew:DM40_3411
ko:K18248	bcew:DM40_3784
ko:K04565	bcew:DM40_70
ko:K03496	bcew:DM40_80
ko:K03746	bcew:DM40_952
ko:K01856	bcew:DM40_5138
ko:K11811	bcew:DM40_5161
ko:K18981	bcew:DM40_3591
ko:K10019	bcew:DM40_5315
ko:K02663	bcew:DM40_1108
ko:K18249	bcew:DM40_3785
ko:K18991	bcew:DM40_1459
ko:K01458	bcew:DM40_2811
ko:K13543	bcew:DM40_56
ko:K00632	bcew:DM40_336
ko:K00344	bcew:DM40_2941
ko:K00335	bcew:DM40_2894
ko:K00336	bcew:DM40_2893
ko:K16319	bcew:DM40_3782
ko:K18373	bcew:DM40_4043
ko:K18373	bcew:DM40_4007
ko:K01046	bcew:DM40_3924
ko:K00146	bcew:DM40_4738
ko:K00130	bcew:DM40_3025
ko:K10021	bcew:DM40_5314
ko:K04772	bcew:DM40_1156
ko:K06867	bcew:DM40_2486
ko:K06020	bcew:DM40_1223
ko:K05874	bcew:DM40_2246
ko:K16011	bcew:DM40_3834
ko:K07326	bcew:DM40_4619
ko:K00148	bcew:DM40_3016
ko:K19221	bcew:DM40_2284
ko:K08166	bcew:DM40_3847
ko:K00344	bcew:DM40_2903
ko:K07749	bcew:DM40_2422
ko:K00249	bcew:DM40_4238
ko:K09017	bcew:DM40_5430
ko:K05874	bcew:DM40_1634
ko:K01801	bcew:DM40_412
ko:K03458	bcew:DM40_237
ko:K00499	bcew:DM40_3885
ko:K06900	bcew:DM40_5074
ko:K00476	bcew:DM40_3067
ko:K05875	bcew:DM40_4309
ko:K02031	bcew:DM40_4592
ko:K02483	bcew:DM40_1989
ko:K00020	bcew:DM40_4922
ko:K00571	bcew:DM40_3961
ko:K08678	bcew:DM40_939
ko:K08678	bcew:DM40_5216
ko:K02650	bcew:DM40_272
ko:K05875	bcew:DM40_3283
ko:K16841	bcew:DM40_5542
ko:K01710	bcew:DM40_1537
ko:K10844	bcew:DM40_4382
ko:K22468	bcew:DM40_4214
ko:K03446	bcew:DM40_5023
ko:K07062	bcew:DM40_4488
ko:K02483	bcew:DM40_4891
ko:K01167	bcew:DM40_1336
ko:K00102	bcew:DM40_1427
ko:K19159	bcew:DM40_4832
ko:K03328	bcew:DM40_1563
ko:K03285	bcew:DM40_1661
ko:K02351	bcew:DM40_1819
ko:K00433	bcew:DM40_5024
ko:K16011	bcew:DM40_4231
ko:K01066	bcew:DM40_5570
ko:K19265	bcew:DM40_680
ko:K01066	bcew:DM40_2494
ko:K01066	bcew:DM40_5566
ko:K01785	bcew:DM40_1329
ko:K00020	bcew:DM40_5582
ko:K00020	bcew:DM40_4101
ko:K04771	bcew:DM40_247
ko:K04771	bcew:DM40_1792
ko:K01992	bcew:DM40_4413
ko:K19337	bcew:DM40_1357
ko:K03722	bcew:DM40_2393
ko:K03574	bcew:DM40_4071
ko:K07497	bcew:DM40_775
ko:K00529	bcew:DM40_4670
ko:K17214	bcew:DM40_2051
ko:K09459	bcew:DM40_4162
ko:K00001	bcew:DM40_2371
ko:K14237	bcew:DM40_2522
ko:K19416	bcew:DM40_2414
ko:K19302	bcew:DM40_3257
ko:K13876	bcew:DM40_3367
ko:K19302	bcew:DM40_3429
ko:K15669	bcew:DM40_4221
ko:K11209	bcew:DM40_2304
ko:K19577	bcew:DM40_1489
ko:K19577	bcew:DM40_1909
ko:K19577	bcew:DM40_308
ko:K00525	bcew:DM40_1301
ko:K00799	bcew:DM40_629
ko:K01457	bcew:DM40_5321
ko:K14222	bcew:DM40_1810
ko:K14228	bcew:DM40_2588
ko:K14219	bcew:DM40_1978
ko:K14234	bcew:DM40_1672
ko:K14233	bcew:DM40_1633
ko:K14233	bcew:DM40_2829
ko:K19670	bcew:DM40_3146
ko:K14235	bcew:DM40_1052
ko:K14223	bcew:DM40_403
ko:K00992	bcew:DM40_330
ko:K14229	bcew:DM40_1460
ko:K19666	bcew:DM40_4695
ko:K07666	bcew:DM40_249
ko:K11904	bcew:DM40_1004
ko:K11904	bcew:DM40_2830
ko:K08172	bcew:DM40_4385
ko:K19743	bcew:DM40_4351
ko:K00799	bcew:DM40_3750
ko:K06131	bcew:DM40_340
ko:K19784	bcew:DM40_3405
ko:K07119	bcew:DM40_4391
ko:K07119	bcew:DM40_3820
ko:K06132	bcew:DM40_3905
ko:K06132	bcew:DM40_366
ko:K07147	bcew:DM40_1102
ko:K15777	bcew:DM40_1212
ko:K00128	bcew:DM40_5489
ko:K17722	bcew:DM40_5428
ko:K00275	bcew:DM40_3622
ko:K19804	bcew:DM40_1711
ko:K08992	bcew:DM40_1710
ko:K19813	bcew:DM40_4560
ko:K01451	bcew:DM40_5774
ko:K00380	bcew:DM40_4518
ko:K01777	bcew:DM40_4354
ko:K14731	bcew:DM40_362
ko:K09796	bcew:DM40_1820
ko:K20034	bcew:DM40_2507
ko:K09796	bcew:DM40_4944
ko:K20035	bcew:DM40_5300
ko:K01139	bcew:DM40_1656
ko:K20274	bcew:DM40_5012
ko:K13061	bcew:DM40_4697
ko:K20329	bcew:DM40_1861
ko:K00507	bcew:DM40_143
ko:K20455	bcew:DM40_3288
ko:K14231	bcew:DM40_721
ko:K18373	bcew:DM40_4051
ko:K20534	bcew:DM40_4093
ko:K20543	bcew:DM40_2006
ko:K20534	bcew:DM40_5736
ko:K14232	bcew:DM40_1967
ko:K09788	bcew:DM40_3287
ko:K20541	bcew:DM40_2004
ko:K22131	bcew:DM40_3063
ko:K14233	bcew:DM40_1649
ko:K14230	bcew:DM40_3904
ko:K20757	bcew:DM40_3655
ko:K15540	bcew:DM40_3546
ko:K07100	bcew:DM40_1932
ko:K01214	bcew:DM40_5157
ko:K19591	bcew:DM40_2862
ko:K16011	bcew:DM40_1552
ko:K21062	bcew:DM40_5658
ko:K21105	bcew:DM40_3355
ko:K21021	bcew:DM40_4975
ko:K21061	bcew:DM40_4179
ko:K13877	bcew:DM40_5654
ko:K00821	bcew:DM40_127
ko:K00840	bcew:DM40_1844
ko:K21023	bcew:DM40_4616
ko:K08968	bcew:DM40_1815
ko:K13609	bcew:DM40_4175
ko:K21053	bcew:DM40_1679
ko:K13877	bcew:DM40_4176
ko:K13877	bcew:DM40_3166
ko:K00249	bcew:DM40_5529
ko:K21029	bcew:DM40_461
ko:K08261	bcew:DM40_229
ko:K00526	bcew:DM40_1302
ko:K01520	bcew:DM40_151
ko:K03553	bcew:DM40_278
ko:K06217	bcew:DM40_311
ko:K06919	bcew:DM40_1166
ko:K07451	bcew:DM40_1984
ko:K17733	bcew:DM40_1198
ko:K03676	bcew:DM40_457
ko:K07313	bcew:DM40_3855
ko:K02316	bcew:DM40_3902
ko:K07336	bcew:DM40_4779
ko:K13522	bcew:DM40_4847
ko:K02314	bcew:DM40_2466
ko:K06223	bcew:DM40_2543
ko:K00287	bcew:DM40_1743
ko:K00560	bcew:DM40_1746
ko:K06905	bcew:DM40_2547
ko:K06906	bcew:DM40_2549
ko:K06908	bcew:DM40_2552
ko:K06907	bcew:DM40_2553
ko:K06903	bcew:DM40_2558
ko:K22252	bcew:DM40_3969
ko:K00249	bcew:DM40_5523
ko:K07492	bcew:DM40_2121
ko:K05874	bcew:DM40_961
ko:K03863	bcew:DM40_3100
ko:K05799	bcew:DM40_367
ko:K00108	bcew:DM40_5488
ko:K00108	bcew:DM40_5563
ko:K02335	bcew:DM40_3881
ko:K02030	bcew:DM40_5671
ko:K10018	bcew:DM40_5317
ko:K21344	bcew:DM40_1544
ko:K05375	bcew:DM40_2266
ko:K02032	bcew:DM40_4593
ko:K08100	bcew:DM40_157
ko:K02483	bcew:DM40_279
ko:K03636	bcew:DM40_5253
ko:K09983	bcew:DM40_2293
ko:K05710	bcew:DM40_4682
ko:K01139	bcew:DM40_5442
ko:K03862	bcew:DM40_3099
ko:K21416	bcew:DM40_2437
ko:K21394	bcew:DM40_5663
ko:K21417	bcew:DM40_2436
ko:K21405	bcew:DM40_4006
ko:K03892	bcew:DM40_5164
ko:K21405	bcew:DM40_4940
ko:K21405	bcew:DM40_5675
ko:K21449	bcew:DM40_5707
ko:K21449	bcew:DM40_5717
ko:K03651	bcew:DM40_1891
ko:K21420	bcew:DM40_2184
ko:K02483	bcew:DM40_5340
ko:K02483	bcew:DM40_3108
ko:K21405	bcew:DM40_2439
ko:K22044	bcew:DM40_3911
ko:K01451	bcew:DM40_2282
ko:K01451	bcew:DM40_3202
ko:K01451	bcew:DM40_4554
ko:K01420	bcew:DM40_4349
ko:K01420	bcew:DM40_4428
ko:K01420	bcew:DM40_3442
ko:K21495	bcew:DM40_4489
ko:K21645	bcew:DM40_4150
ko:K21699	bcew:DM40_4321
ko:K21703	bcew:DM40_3505
ko:K10026	bcew:DM40_719
ko:K10914	bcew:DM40_175
ko:K21645	bcew:DM40_1365
ko:K00344	bcew:DM40_1986
ko:K00344	bcew:DM40_4640
ko:K00344	bcew:DM40_4900
ko:K21757	bcew:DM40_3737
ko:K21757	bcew:DM40_3780
ko:K21802	bcew:DM40_3359
ko:K21825	bcew:DM40_1843
ko:K21829	bcew:DM40_1510
ko:K21826	bcew:DM40_3012
ko:K21826	bcew:DM40_3073
ko:K21833	bcew:DM40_3008
ko:K21834	bcew:DM40_3007
ko:K21830	bcew:DM40_1331
ko:K21832	bcew:DM40_5022
ko:K21929	bcew:DM40_5206
ko:K21948	bcew:DM40_3060
ko:K21929	bcew:DM40_2679
ko:K00424	bcew:DM40_2336
ko:K05802	bcew:DM40_3117
ko:K22003	bcew:DM40_5202
ko:K03442	bcew:DM40_3516
ko:K22025	bcew:DM40_3064
ko:K22027	bcew:DM40_5613
ko:K03741	bcew:DM40_5163
ko:K01816	bcew:DM40_2475
ko:K22130	bcew:DM40_3061
ko:K22132	bcew:DM40_202
ko:K05275	bcew:DM40_5791
ko:K22294	bcew:DM40_5293
ko:K08319	bcew:DM40_3059
ko:K00090	bcew:DM40_1766
ko:K03595	bcew:DM40_1797
ko:K22067	bcew:DM40_4525
ko:K07183	bcew:DM40_4524
ko:K00304	bcew:DM40_3054
ko:K00302	bcew:DM40_3053
ko:K22185	bcew:DM40_1328
ko:K13875	bcew:DM40_3369
ko:K08994	bcew:DM40_5248
ko:K22186	bcew:DM40_5310
ko:K22209	bcew:DM40_1592
ko:K03392	bcew:DM40_5853
ko:K22252	bcew:DM40_1542
ko:K22292	bcew:DM40_1698
ko:K02257	bcew:DM40_439
ko:K00611	bcew:DM40_188
ko:K11206	bcew:DM40_1432
ko:K00424	bcew:DM40_421
ko:K22550	bcew:DM40_4180
ko:K01007	bcew:DM40_2639
ko:K22549	bcew:DM40_4181
