ko:K11893	ses:SARI_02631
ko:K01185	ses:SARI_02656
ko:K02010	ses:SARI_00894
ko:K01176	ses:SARI_00974
ko:K07346	ses:SARI_01024
ko:K03169	ses:SARI_01681
ko:K11811	ses:SARI_01922
ko:K13918	ses:SARI_00001
ko:K07806	ses:SARI_00600
ko:K07497	ses:SARI_00707
ko:K11021	ses:SARI_00875
ko:K06919	ses:SARI_03873
ko:K00001	ses:SARI_03603
ko:K01176	ses:SARI_03972
ko:K00090	ses:SARI_03993
ko:K02523	ses:SARI_04320
ko:K07483	ses:SARI_04393
ko:K07497	ses:SARI_00055
ko:K01130	ses:SARI_00412
ko:K04028	ses:SARI_00420
ko:K07497	ses:SARI_00706
ko:K07483	ses:SARI_02146
ko:K13695	ses:SARI_01626
ko:K13894	ses:SARI_00670
ko:K13896	ses:SARI_00668
ko:K13497	ses:SARI_01231
ko:K04750	ses:SARI_03370
ko:K13639	ses:SARI_03411
ko:K13891	ses:SARI_02073
ko:K13893	ses:SARI_00671
ko:K08326	ses:SARI_00484
ko:K06887	ses:SARI_03066
ko:K13620	ses:SARI_00786
ko:K14228	ses:SARI_04333
ko:K04021	ses:SARI_00421
ko:K14237	ses:SARI_00466
ko:K14237	ses:SARI_00468
ko:K14237	ses:SARI_00467
ko:K14237	ses:SARI_02184
ko:K01977	ses:SARI_02752
ko:K01977	ses:SARI_00267
ko:K01977	ses:SARI_03671
ko:K14221	ses:SARI_02737
ko:K14221	ses:SARI_03756
ko:K14221	ses:SARI_02746
ko:K14232	ses:SARI_04000
ko:K01983	ses:SARI_02466
ko:K14219	ses:SARI_02406
ko:K14229	ses:SARI_00465
ko:K14229	ses:SARI_02185
ko:K14229	ses:SARI_02181
ko:K14229	ses:SARI_02183
ko:K14229	ses:SARI_02182
ko:K14228	ses:SARI_03156
ko:K14233	ses:SARI_00148
ko:K14228	ses:SARI_02264
ko:K19555	ses:SARI_01478
ko:K14218	ses:SARI_00472
ko:K14218	ses:SARI_00473
ko:K13954	ses:SARI_03967
ko:K13498	ses:SARI_01230
ko:K08281	ses:SARI_01686
ko:K13739	ses:SARI_00017
ko:K13740	ses:SARI_00095
ko:K13632	ses:SARI_01456
ko:K13684	ses:SARI_00785
ko:K08138	ses:SARI_03455
ko:K13683	ses:SARI_00787
ko:K03811	ses:SARI_03741
ko:K13771	ses:SARI_03264
ko:K01175	ses:SARI_02246
ko:K02794	ses:SARI_02361
ko:K03292	ses:SARI_03648
ko:K03292	ses:SARI_03649
ko:K03292	ses:SARI_03889
ko:K00941	ses:SARI_00753
ko:K14187	ses:SARI_00258
ko:K01977	ses:SARI_04229
ko:K01977	ses:SARI_03760
ko:K01297	ses:SARI_01748
ko:K07250	ses:SARI_00181
ko:K14219	ses:SARI_01720
ko:K14219	ses:SARI_01736
ko:K14220	ses:SARI_00878
ko:K14220	ses:SARI_00880
ko:K14220	ses:SARI_00904
ko:K14220	ses:SARI_00885
ko:K14233	ses:SARI_00902
ko:K14236	ses:SARI_01195
ko:K14236	ses:SARI_01196
ko:K14236	ses:SARI_03521
ko:K14233	ses:SARI_01926
ko:K14347	ses:SARI_00463
ko:K14392	ses:SARI_04250
ko:K14260	ses:SARI_00569
ko:K14228	ses:SARI_03024
ko:K14228	ses:SARI_03720
ko:K14228	ses:SARI_03026
ko:K14228	ses:SARI_03025
ko:K14232	ses:SARI_00658
ko:K14234	ses:SARI_04235
ko:K14234	ses:SARI_03519
ko:K14224	ses:SARI_00268
ko:K14224	ses:SARI_03478
ko:K14224	ses:SARI_03670
ko:K14224	ses:SARI_03759
ko:K14228	ses:SARI_00995
ko:K14233	ses:SARI_01864
ko:K14233	ses:SARI_02014
ko:K14218	ses:SARI_02750
ko:K14218	ses:SARI_04231
ko:K14218	ses:SARI_03529
ko:K14348	ses:SARI_03949
ko:K14230	ses:SARI_02263
ko:K14230	ses:SARI_02268
ko:K14219	ses:SARI_03722
ko:K14393	ses:SARI_03402
ko:K14225	ses:SARI_03520
ko:K14155	ses:SARI_01515
ko:K14223	ses:SARI_02265
ko:K14223	ses:SARI_02266
ko:K14287	ses:SARI_02333
ko:K15034	ses:SARI_02761
ko:K07483	ses:SARI_00930
ko:K02533	ses:SARI_00331
ko:K04085	ses:SARI_04058
ko:K01985	ses:SARI_00269
ko:K01985	ses:SARI_04234
ko:K01985	ses:SARI_02747
ko:K01985	ses:SARI_03476
ko:K01985	ses:SARI_03668
ko:K01985	ses:SARI_04236
ko:K01985	ses:SARI_03757
ko:K01985	ses:SARI_03526
ko:K01355	ses:SARI_01746
ko:K14744	ses:SARI_02655
ko:K14235	ses:SARI_03755
ko:K14234	ses:SARI_03522
ko:K14231	ses:SARI_03311
ko:K14231	ses:SARI_04530
ko:K14234	ses:SARI_02689
ko:K07308	ses:SARI_03339
ko:K14225	ses:SARI_04613
ko:K14441	ses:SARI_02072
ko:K14227	ses:SARI_02751
ko:K14227	ses:SARI_03530
ko:K14227	ses:SARI_04230
ko:K04720	ses:SARI_02288
ko:K14225	ses:SARI_00993
ko:K14225	ses:SARI_03279
ko:K14225	ses:SARI_03277
ko:K14225	ses:SARI_03278
ko:K01524	ses:SARI_00378
ko:K01173	ses:SARI_01646
ko:K07733	ses:SARI_00214
ko:K18141	ses:SARI_04239
ko:K14226	ses:SARI_03721
ko:K14223	ses:SARI_02269
ko:K14223	ses:SARI_02270
ko:K01978	ses:SARI_04371
ko:K14237	ses:SARI_01558
ko:K14237	ses:SARI_01559
ko:K14230	ses:SARI_04416
ko:K01980	ses:SARI_03477
ko:K01980	ses:SARI_03758
ko:K01980	ses:SARI_03527
ko:K01980	ses:SARI_03669
ko:K14219	ses:SARI_00505
ko:K14222	ses:SARI_00994
ko:K14170	ses:SARI_00260
ko:K14261	ses:SARI_00488
ko:K14230	ses:SARI_04335
ko:K14230	ses:SARI_04670
ko:K14230	ses:SARI_04671
ko:K14232	ses:SARI_03719
ko:K14219	ses:SARI_00149
ko:K14219	ses:SARI_00151
ko:K14219	ses:SARI_00152
ko:K14219	ses:SARI_00150
ko:K14155	ses:SARI_01414
ko:K01990	ses:SARI_02110
ko:K14979	ses:SARI_01590
ko:K14978	ses:SARI_01589
ko:K07733	ses:SARI_03879
ko:K14588	ses:SARI_02826
ko:K14682	ses:SARI_04668
ko:K02487	ses:SARI_03103
ko:K14762	ses:SARI_03951
ko:K01146	ses:SARI_04690
ko:K16013	ses:SARI_02007
ko:K18288	ses:SARI_04513
ko:K13409	ses:SARI_03623
ko:K13408	ses:SARI_03622
ko:K14591	ses:SARI_02536
ko:K15351	ses:SARI_01576
ko:K15352	ses:SARI_00196
ko:K07733	ses:SARI_00926
ko:K00785	ses:SARI_03921
ko:K01138	ses:SARI_03842
ko:K14742	ses:SARI_01119
ko:K14761	ses:SARI_02413
ko:K16012	ses:SARI_02008
ko:K12543	ses:SARI_00237
ko:K15257	ses:SARI_01042
ko:K15256	ses:SARI_01043
ko:K15582	ses:SARI_01209
ko:K15353	ses:SARI_01080
ko:K15354	ses:SARI_02393
ko:K15346	ses:SARI_01580
ko:K15347	ses:SARI_01766
ko:K15349	ses:SARI_01350
ko:K15350	ses:SARI_01577
ko:K15368	ses:SARI_01582
ko:K15344	ses:SARI_01583
ko:K15345	ses:SARI_01581
ko:K12055	ses:SARI_03083
ko:K15547	ses:SARI_03388
ko:K15580	ses:SARI_01207
ko:K15580	ses:SARI_01306
ko:K15549	ses:SARI_03387
ko:K15550	ses:SARI_03389
ko:K15545	ses:SARI_01490
ko:K15724	ses:SARI_02800
ko:K15738	ses:SARI_01947
ko:K15461	ses:SARI_00521
ko:K15539	ses:SARI_00354
ko:K01082	ses:SARI_03226
ko:K15532	ses:SARI_01037
ko:K02428	ses:SARI_04542
ko:K15633	ses:SARI_03937
ko:K15735	ses:SARI_00179
ko:K03929	ses:SARI_01360
ko:K15722	ses:SARI_01657
ko:K15736	ses:SARI_00183
ko:K15737	ses:SARI_00184
ko:K04765	ses:SARI_00007
ko:K15366	ses:SARI_01481
ko:K15367	ses:SARI_01584
ko:K00254	ses:SARI_01951
ko:K15723	ses:SARI_04696
ko:K15835	ses:SARI_00442
ko:K15833	ses:SARI_00119
ko:K15827	ses:SARI_00120
ko:K15828	ses:SARI_00121
ko:K15583	ses:SARI_01210
ko:K15836	ses:SARI_00113
ko:K15536	ses:SARI_03208
ko:K15832	ses:SARI_00125
ko:K15834	ses:SARI_00126
ko:K15831	ses:SARI_00124
ko:K15829	ses:SARI_00122
ko:K15460	ses:SARI_00281
ko:K04093	ses:SARI_01713
ko:K03712	ses:SARI_01457
ko:K12542	ses:SARI_00235
ko:K12541	ses:SARI_00236
ko:K10716	ses:SARI_01212
ko:K15984	ses:SARI_04043
ko:K15974	ses:SARI_00160
ko:K15977	ses:SARI_04394
ko:K15922	ses:SARI_03647
ko:K07090	ses:SARI_03136
ko:K16092	ses:SARI_03533
ko:K07497	ses:SARI_02635
ko:K02195	ses:SARI_03827
ko:K02196	ses:SARI_03828
ko:K02197	ses:SARI_03829
ko:K16088	ses:SARI_01787
ko:K16089	ses:SARI_00690
ko:K16345	ses:SARI_03893
ko:K19611	ses:SARI_00200
ko:K16136	ses:SARI_01513
ko:K16137	ses:SARI_01544
ko:K02014	ses:SARI_02156
ko:K16052	ses:SARI_01319
ko:K03321	ses:SARI_00627
ko:K18138	ses:SARI_02459
ko:K19221	ses:SARI_02206
ko:K16053	ses:SARI_02369
ko:K07347	ses:SARI_00748
ko:K16076	ses:SARI_01396
ko:K10013	ses:SARI_00544
ko:K16066	ses:SARI_01448
ko:K16074	ses:SARI_01326
ko:K03478	ses:SARI_02170
ko:K16210	ses:SARI_01036
ko:K11645	ses:SARI_00756
ko:K16370	ses:SARI_01650
ko:K03299	ses:SARI_00389
ko:K16322	ses:SARI_04049
ko:K16325	ses:SARI_00684
ko:K16291	ses:SARI_00873
ko:K11734	ses:SARI_02844
ko:K16326	ses:SARI_00682
ko:K04014	ses:SARI_03397
ko:K04015	ses:SARI_03396
ko:K16263	ses:SARI_03304
ko:K16264	ses:SARI_02178
ko:K11014	ses:SARI_01303
ko:K11013	ses:SARI_01302
ko:K16693	ses:SARI_03727
ko:K16704	ses:SARI_03729
ko:K16692	ses:SARI_00782
ko:K16651	ses:SARI_00829
ko:K16950	ses:SARI_00329
ko:K16951	ses:SARI_00328
ko:K16787	ses:SARI_04569
ko:K16786	ses:SARI_04570
ko:K16785	ses:SARI_04571
ko:K16923	ses:SARI_04572
ko:K16936	ses:SARI_04622
ko:K16937	ses:SARI_04622
ko:K17716	ses:SARI_00798
ko:K16868	ses:SARI_01370
ko:K15035	ses:SARI_00234
ko:K12678	ses:SARI_02402
ko:K02503	ses:SARI_01786
ko:K19227	ses:SARI_01277
ko:K17247	ses:SARI_04255
ko:K13923	ses:SARI_00840
ko:K11209	ses:SARI_00550
ko:K07307	ses:SARI_00348
ko:K15841	ses:SARI_00311
ko:K17713	ses:SARI_00359
ko:K01990	ses:SARI_02822
ko:K01992	ses:SARI_02821
ko:K05601	ses:SARI_02025
ko:K17686	ses:SARI_02435
ko:K19221	ses:SARI_01242
ko:K19789	ses:SARI_00664
ko:K17837	ses:SARI_03904
ko:K17758	ses:SARI_03276
ko:K17759	ses:SARI_03276
ko:K18140	ses:SARI_04240
ko:K03585	ses:SARI_02458
ko:K03490	ses:SARI_02172
ko:K06146	ses:SARI_03161
ko:K11905	ses:SARI_02580
ko:K11905	ses:SARI_02587
ko:K11905	ses:SARI_02592
ko:K01185	ses:SARI_00646
ko:K07483	ses:SARI_00935
ko:K07483	ses:SARI_03326
ko:K07497	ses:SARI_00044
ko:K07497	ses:SARI_00054
ko:K07497	ses:SARI_00498
ko:K07497	ses:SARI_00889
ko:K07497	ses:SARI_00890
ko:K07497	ses:SARI_00891
ko:K07497	ses:SARI_00931
ko:K18015	ses:SARI_00605
ko:K07483	ses:SARI_00503
ko:K07483	ses:SARI_01750
ko:K01138	ses:SARI_01155
ko:K06956	ses:SARI_01611
ko:K03605	ses:SARI_04479
ko:K17938	ses:SARI_02550
ko:K18325	ses:SARI_02356
ko:K22597	ses:SARI_01284
ko:K18142	ses:SARI_04238
ko:K17948	ses:SARI_01870
ko:K21430	ses:SARI_02069
ko:K21469	ses:SARI_00437
ko:K18292	ses:SARI_04511
ko:K08156	ses:SARI_02532
ko:K03746	ses:SARI_00921
ko:K10538	ses:SARI_01011
ko:K07091	ses:SARI_03611
ko:K02193	ses:SARI_03825
ko:K02532	ses:SARI_03138
ko:K07497	ses:SARI_04392
ko:K07497	ses:SARI_02034
ko:K02768	ses:SARI_00679
ko:K11183	ses:SARI_00679
ko:K11021	ses:SARI_00653
ko:K07213	ses:SARI_02568
ko:K15353	ses:SARI_00212
ko:K15353	ses:SARI_00292
ko:K18290	ses:SARI_04512
ko:K18324	ses:SARI_00401
ko:K14744	ses:SARI_02401
ko:K18369	ses:SARI_03436
ko:K07497	ses:SARI_03075
ko:K07497	ses:SARI_02621
ko:K07497	ses:SARI_02578
ko:K07497	ses:SARI_01270
ko:K07497	ses:SARI_01269
ko:K07497	ses:SARI_02147
ko:K07497	ses:SARI_04387
ko:K14059	ses:SARI_02036
ko:K03893	ses:SARI_01921
ko:K11904	ses:SARI_02626
ko:K18446	ses:SARI_04427
ko:K18479	ses:SARI_03645
ko:K18478	ses:SARI_03642
ko:K18475	ses:SARI_00980
ko:K18507	ses:SARI_04083
ko:K18522	ses:SARI_04648
ko:K11201	ses:SARI_03608
ko:K02761	ses:SARI_02173
ko:K18521	ses:SARI_04679
ko:K18518	ses:SARI_01617
ko:K18504	ses:SARI_04297
ko:K18505	ses:SARI_03718
ko:K18511	ses:SARI_00156
ko:K18512	ses:SARI_01333
ko:K18508	ses:SARI_02061
ko:K18513	ses:SARI_00621
ko:K18523	ses:SARI_04647
ko:K15353	ses:SARI_00895
ko:K14051	ses:SARI_01261
ko:K18506	ses:SARI_02894
ko:K18520	ses:SARI_00759
ko:K18502	ses:SARI_00952
ko:K18503	ses:SARI_02437
ko:K18509	ses:SARI_01348
ko:K18515	ses:SARI_04697
ko:K18516	ses:SARI_03658
ko:K18528	ses:SARI_03540
ko:K18527	ses:SARI_03660
ko:K18691	ses:SARI_00308
ko:K18697	ses:SARI_00306
ko:K01934	ses:SARI_04589
ko:K11904	ses:SARI_00049
ko:K11904	ses:SARI_00050
ko:K11904	ses:SARI_00371
ko:K11904	ses:SARI_02590
ko:K11904	ses:SARI_02596
ko:K11904	ses:SARI_02599
ko:K11904	ses:SARI_02724
ko:K11903	ses:SARI_00061
ko:K11903	ses:SARI_00912
ko:K11903	ses:SARI_01363
ko:K11903	ses:SARI_03127
ko:K11903	ses:SARI_04500
ko:K18765	ses:SARI_04258
ko:K18842	ses:SARI_04523
ko:K18850	ses:SARI_01761
ko:K18889	ses:SARI_02474
ko:K18895	ses:SARI_00204
ko:K18864	ses:SARI_00767
ko:K18868	ses:SARI_04430
ko:K21645	ses:SARI_03064
ko:K11741	ses:SARI_03295
ko:K18841	ses:SARI_04525
ko:K20861	ses:SARI_02063
ko:K20866	ses:SARI_03640
ko:K20881	ses:SARI_04119
ko:K20862	ses:SARI_03707
ko:K07319	ses:SARI_04244
ko:K18800	ses:SARI_04595
ko:K18778	ses:SARI_02856
ko:K18657	ses:SARI_01950
ko:K18890	ses:SARI_02473
ko:K18918	ses:SARI_03204
ko:K07484	ses:SARI_00909
ko:K03976	ses:SARI_02438
ko:K19055	ses:SARI_01698
ko:K03526	ses:SARI_00355
ko:K18984	ses:SARI_01585
ko:K18979	ses:SARI_03275
ko:K18988	ses:SARI_02551
ko:K18997	ses:SARI_01890
ko:K19000	ses:SARI_02764
ko:K19229	ses:SARI_01267
ko:K19222	ses:SARI_01614
ko:K19165	ses:SARI_01418
ko:K19226	ses:SARI_01278
ko:K19230	ses:SARI_01266
ko:K19236	ses:SARI_01776
ko:K19163	ses:SARI_00709
ko:K19238	ses:SARI_00595
ko:K19228	ses:SARI_01268
ko:K19234	ses:SARI_01604
ko:K19235	ses:SARI_02087
ko:K19162	ses:SARI_02460
ko:K19168	ses:SARI_04604
ko:K19164	ses:SARI_00708
ko:K19270	ses:SARI_00566
ko:K19265	ses:SARI_00478
ko:K01992	ses:SARI_02111
ko:K01992	ses:SARI_02112
ko:K01066	ses:SARI_03636
ko:K19334	ses:SARI_03181
ko:K19268	ses:SARI_02200
ko:K03722	ses:SARI_01118
ko:K19416	ses:SARI_01927
ko:K19353	ses:SARI_03546
ko:K19267	ses:SARI_03230
ko:K19337	ses:SARI_01059
ko:K19298	ses:SARI_02390
ko:K19304	ses:SARI_01056
ko:K19505	ses:SARI_03045
ko:K19302	ses:SARI_02065
ko:K00046	ses:SARI_03160
ko:K14053	ses:SARI_03140
ko:K15268	ses:SARI_03864
ko:K15268	ses:SARI_03865
ko:K07792	ses:SARI_04037
ko:K19270	ses:SARI_01654
ko:K01785	ses:SARI_03646
ko:K19354	ses:SARI_03934
ko:K19333	ses:SARI_01099
ko:K21637	ses:SARI_04501
ko:K19303	ses:SARI_01550
ko:K19510	ses:SARI_03039
ko:K19556	ses:SARI_01480
ko:K19507	ses:SARI_03043
ko:K19611	ses:SARI_02351
ko:K19506	ses:SARI_03044
ko:K02257	ses:SARI_02495
ko:K19508	ses:SARI_03042
ko:K19509	ses:SARI_03041
ko:K19697	ses:SARI_00830
ko:K19688	ses:SARI_02070
ko:K19745	ses:SARI_04257
ko:K19778	ses:SARI_01409
ko:K00799	ses:SARI_02068
ko:K06131	ses:SARI_02116
ko:K00799	ses:SARI_00551
ko:K06132	ses:SARI_01850
ko:K19784	ses:SARI_03799
ko:K19802	ses:SARI_01300
ko:K19803	ses:SARI_00674
ko:K19804	ses:SARI_01254
ko:K19810	ses:SARI_03299
ko:K21636	ses:SARI_03201
ko:K19956	ses:SARI_04565
ko:K20023	ses:SARI_03944
ko:K20265	ses:SARI_00540
ko:K20276	ses:SARI_00238
ko:K19591	ses:SARI_02434
ko:K01612	ses:SARI_00035
ko:K01236	ses:SARI_01411
ko:K20542	ses:SARI_04017
ko:K20543	ses:SARI_04018
ko:K20541	ses:SARI_04016
ko:K22132	ses:SARI_04673
ko:K01214	ses:SARI_01413
ko:K21029	ses:SARI_02078
ko:K21084	ses:SARI_00771
ko:K21085	ses:SARI_00950
ko:K21086	ses:SARI_04023
ko:K21087	ses:SARI_01141
ko:K21089	ses:SARI_00738
ko:K02495	ses:SARI_03656
ko:K08968	ses:SARI_01094
ko:K21090	ses:SARI_01112
ko:K03292	ses:SARI_02846
ko:K21449	ses:SARI_03627
ko:K21470	ses:SARI_01965
ko:K21739	ses:SARI_02375
ko:K21740	ses:SARI_02373
ko:K21741	ses:SARI_02372
ko:K13931	ses:SARI_04159
ko:K21746	ses:SARI_02376
ko:K21698	ses:SARI_04266
ko:K21695	ses:SARI_04267
ko:K21759	ses:SARI_00034
ko:K21990	ses:SARI_00506
ko:K22041	ses:SARI_01778
ko:K22044	ses:SARI_02100
ko:K22051	ses:SARI_03284
ko:K14274	ses:SARI_00259
ko:K22105	ses:SARI_03536
ko:K22104	ses:SARI_04284
ko:K22110	ses:SARI_01869
ko:K22110	ses:SARI_03559
ko:K22110	ses:SARI_03650
ko:K22214	ses:SARI_04582
ko:K03077	ses:SARI_02904
ko:K15634	ses:SARI_02998
ko:K22293	ses:SARI_01447
ko:K11206	ses:SARI_02302
ko:K13566	ses:SARI_02702
ko:K22488	ses:SARI_00099
ko:K22486	ses:SARI_00097
ko:K22489	ses:SARI_00037
ko:K00424	ses:SARI_02194
ko:K22487	ses:SARI_00101
ko:K22505	ses:SARI_00102
ko:K22512	ses:SARI_00078
ko:K22504	ses:SARI_00075
ko:K22506	ses:SARI_00079
ko:K22507	ses:SARI_00083
ko:K22508	ses:SARI_00084
ko:K22509	ses:SARI_00085
ko:K22510	ses:SARI_00086
ko:K22511	ses:SARI_00076
ko:K22513	ses:SARI_00080
ko:K22514	ses:SARI_00081
