ko:K13060	ypu:BZ21_2539
ko:K09458	ypu:BZ21_726
ko:K01716	ypu:BZ21_728
ko:K04770	ypu:BZ21_729
ko:K09911	ypu:BZ21_730
ko:K03286	ypu:BZ21_731
ko:K13053	ypu:BZ21_732
ko:K07343	ypu:BZ21_733
ko:K03658	ypu:BZ21_736
ko:K01734	ypu:BZ21_737
ko:K09909	ypu:BZ21_738
ko:K06929	ypu:BZ21_739
ko:K11940	ypu:BZ21_740
ko:K06969	ypu:BZ21_741
ko:K16137	ypu:BZ21_1574
ko:K10680	ypu:BZ21_1575
ko:K11021	ypu:BZ21_1576
ko:K01759	ypu:BZ21_1577
ko:K03683	ypu:BZ21_1578
ko:K07390	ypu:BZ21_1579
ko:K04564	ypu:BZ21_1582
ko:K03604	ypu:BZ21_1584
ko:K00574	ypu:BZ21_1587
ko:K00793	ypu:BZ21_1588
ko:K03327	ypu:BZ21_1589
ko:K00873	ypu:BZ21_1594
ko:K06078	ypu:BZ21_1595
ko:K02426	ypu:BZ21_1597
ko:K11717	ypu:BZ21_1598
ko:K09015	ypu:BZ21_1599
ko:K09013	ypu:BZ21_1600
ko:K09014	ypu:BZ21_1601
ko:K05997	ypu:BZ21_1602
ko:K09773	ypu:BZ21_1607
ko:K01626	ypu:BZ21_1608
ko:K08997	ypu:BZ21_1609
ko:K03800	ypu:BZ21_1610
ko:K12963	ypu:BZ21_1612
ko:K12962	ypu:BZ21_1613
ko:K07264	ypu:BZ21_1614
ko:K13014	ypu:BZ21_1615
ko:K09158	ypu:BZ21_343
ko:K07258	ypu:BZ21_344
ko:K03642	ypu:BZ21_345
ko:K05837	ypu:BZ21_346
ko:K05515	ypu:BZ21_347
ko:K00783	ypu:BZ21_348
ko:K09710	ypu:BZ21_349
ko:K00969	ypu:BZ21_350
ko:K02340	ypu:BZ21_351
ko:K03643	ypu:BZ21_352
ko:K01869	ypu:BZ21_353
ko:K10004	ypu:BZ21_355
ko:K10002	ypu:BZ21_356
ko:K10003	ypu:BZ21_357
ko:K10001	ypu:BZ21_358
ko:K03820	ypu:BZ21_359
ko:K06189	ypu:BZ21_360
ko:K18292	ypu:BZ21_1197
ko:K00350	ypu:BZ21_1204
ko:K11738	ypu:BZ21_1206
ko:K01425	ypu:BZ21_1208
ko:K07243	ypu:BZ21_1210
ko:K07230	ypu:BZ21_1211
ko:K02004	ypu:BZ21_1213
ko:K02004	ypu:BZ21_1214
ko:K02003	ypu:BZ21_1215
ko:K16868	ypu:BZ21_1218
ko:K11935	ypu:BZ21_1220
ko:K11931	ypu:BZ21_1221
ko:K11936	ypu:BZ21_1222
ko:K11937	ypu:BZ21_1223
ko:K07300	ypu:BZ21_1227
ko:K07673	ypu:BZ21_1228
ko:K00840	ypu:BZ21_1232
ko:K00673	ypu:BZ21_1233
ko:K06447	ypu:BZ21_1234
ko:K01484	ypu:BZ21_1235
ko:K05526	ypu:BZ21_1236
ko:K01479	ypu:BZ21_1241
ko:K01468	ypu:BZ21_1242
ko:K05836	ypu:BZ21_1243
ko:K05603	ypu:BZ21_1244
ko:K09975	ypu:BZ21_1245
ko:K00648	ypu:BZ21_1247
ko:K00228	ypu:BZ21_2059
ko:K09768	ypu:BZ21_2060
ko:K00029	ypu:BZ21_2061
ko:K02569	ypu:BZ21_2063
ko:K02568	ypu:BZ21_2064
ko:K02567	ypu:BZ21_2065
ko:K02570	ypu:BZ21_2066
ko:K02572	ypu:BZ21_2067
ko:K07685	ypu:BZ21_2068
ko:K18324	ypu:BZ21_2070
ko:K07038	ypu:BZ21_2072
ko:K06871	ypu:BZ21_2073
ko:K02010	ypu:BZ21_2075
ko:K02011	ypu:BZ21_2076
ko:K02012	ypu:BZ21_2077
ko:K01439	ypu:BZ21_2080
ko:K06957	ypu:BZ21_2083
ko:K07054	ypu:BZ21_2085
ko:K01923	ypu:BZ21_2086
ko:K07287	ypu:BZ21_2087
ko:K01714	ypu:BZ21_2088
ko:K03567	ypu:BZ21_2089
ko:K03564	ypu:BZ21_2090
ko:K03548	ypu:BZ21_2093
ko:K00537	ypu:BZ21_2095
ko:K10763	ypu:BZ21_2096
ko:K02824	ypu:BZ21_2097
ko:K00761	ypu:BZ21_2098
ko:K01933	ypu:BZ21_2099
ko:K11175	ypu:BZ21_2100
ko:K00657	ypu:BZ21_2101
ko:K18475	ypu:BZ21_2102
ko:K02036	ypu:BZ21_2103
ko:K02038	ypu:BZ21_2104
ko:K02037	ypu:BZ21_2105
ko:K01607	ypu:BZ21_2909
ko:K03704	ypu:BZ21_2913
ko:K03704	ypu:BZ21_2914
ko:K03704	ypu:BZ21_2915
ko:K11209	ypu:BZ21_2918
ko:K02057	ypu:BZ21_2921
ko:K02057	ypu:BZ21_2922
ko:K02056	ypu:BZ21_2923
ko:K02058	ypu:BZ21_2924
ko:K12974	ypu:BZ21_2925
ko:K03316	ypu:BZ21_2927
ko:K06901	ypu:BZ21_2928
ko:K07473	ypu:BZ21_2929
ko:K15555	ypu:BZ21_2930
ko:K15554	ypu:BZ21_2931
ko:K04091	ypu:BZ21_2932
ko:K15553	ypu:BZ21_2933
ko:K00299	ypu:BZ21_2934
ko:K01619	ypu:BZ21_2935
ko:K00852	ypu:BZ21_2936
ko:K02057	ypu:BZ21_2937
ko:K11904	ypu:BZ21_2945
ko:K11911	ypu:BZ21_2946
ko:K11891	ypu:BZ21_2947
ko:K11910	ypu:BZ21_2948
ko:K11909	ypu:BZ21_2949
ko:K11907	ypu:BZ21_2951
ko:K11892	ypu:BZ21_2952
ko:K11893	ypu:BZ21_2953
ko:K11906	ypu:BZ21_2954
ko:K11895	ypu:BZ21_2956
ko:K11896	ypu:BZ21_2957
ko:K02856	ypu:BZ21_3760
ko:K05796	ypu:BZ21_3767
ko:K04084	ypu:BZ21_3769
ko:K03926	ypu:BZ21_3770
ko:K07791	ypu:BZ21_3771
ko:K01744	ypu:BZ21_3772
ko:K07113	ypu:BZ21_3773
ko:K04078	ypu:BZ21_3774
ko:K04077	ypu:BZ21_3775
ko:K02356	ypu:BZ21_3778
ko:K11741	ypu:BZ21_3779
ko:K00247	ypu:BZ21_3780
ko:K00246	ypu:BZ21_3781
ko:K00245	ypu:BZ21_3782
ko:K00244	ypu:BZ21_3783
ko:K04568	ypu:BZ21_3784
ko:K01613	ypu:BZ21_3786
ko:K06949	ypu:BZ21_3787
ko:K13288	ypu:BZ21_3788
ko:K18979	ypu:BZ21_3794
ko:K17758	ypu:BZ21_3795
ko:K17759	ypu:BZ21_3795
ko:K06925	ypu:BZ21_3796
ko:K01448	ypu:BZ21_3797
ko:K03572	ypu:BZ21_3798
ko:K00791	ypu:BZ21_3799
ko:K03666	ypu:BZ21_3800
ko:K03665	ypu:BZ21_3801
ko:K04088	ypu:BZ21_3802
ko:K04087	ypu:BZ21_3803
ko:K09937	ypu:BZ21_3804
ko:K01939	ypu:BZ21_3805
ko:K13771	ypu:BZ21_3806
ko:K12573	ypu:BZ21_3807
ko:K03218	ypu:BZ21_3808
ko:K09456	ypu:BZ21_3809
ko:K06889	ypu:BZ21_3811
ko:K02990	ypu:BZ21_3813
ko:K02963	ypu:BZ21_3814
ko:K02939	ypu:BZ21_3815
ko:K10011	ypu:BZ21_1616
ko:K10012	ypu:BZ21_1617
ko:K07806	ypu:BZ21_1618
ko:K06074	ypu:BZ21_1619
ko:K00432	ypu:BZ21_1620
ko:K06073	ypu:BZ21_1621
ko:K04764	ypu:BZ21_1623
ko:K01890	ypu:BZ21_1624
ko:K01889	ypu:BZ21_1625
ko:K02887	ypu:BZ21_1626
ko:K02916	ypu:BZ21_1627
ko:K17207	ypu:BZ21_2420
ko:K17206	ypu:BZ21_2421
ko:K17205	ypu:BZ21_2422
ko:K07733	ypu:BZ21_2439
ko:K13655	ypu:BZ21_2442
ko:K13651	ypu:BZ21_2443
ko:K04567	ypu:BZ21_2449
ko:K02836	ypu:BZ21_2450
ko:K07462	ypu:BZ21_2451
ko:K03981	ypu:BZ21_2452
ko:K04763	ypu:BZ21_2453
ko:K03840	ypu:BZ21_2454
ko:K06143	ypu:BZ21_2455
ko:K07641	ypu:BZ21_2456
ko:K07663	ypu:BZ21_2457
ko:K09159	ypu:BZ21_2458
ko:K06980	ypu:BZ21_2459
ko:K11068	ypu:BZ21_2461
ko:K00281	ypu:BZ21_2465
ko:K02437	ypu:BZ21_2466
ko:K00605	ypu:BZ21_2467
ko:K18800	ypu:BZ21_2468
ko:K03185	ypu:BZ21_2469
ko:K01262	ypu:BZ21_2470
ko:K09895	ypu:BZ21_2471
ko:K09888	ypu:BZ21_2472
ko:K01934	ypu:BZ21_2473
ko:K04564	ypu:BZ21_3283
ko:K02379	ypu:BZ21_3284
ko:K00123	ypu:BZ21_3285
ko:K00123	ypu:BZ21_3286
ko:K00124	ypu:BZ21_3287
ko:K00127	ypu:BZ21_3288
ko:K02380	ypu:BZ21_3289
ko:K01042	ypu:BZ21_3290
ko:K03833	ypu:BZ21_3291
ko:K08160	ypu:BZ21_3297
ko:K07483	ypu:BZ21_3300
ko:K02470	ypu:BZ21_3302
ko:K03629	ypu:BZ21_3303
ko:K02338	ypu:BZ21_3304
ko:K02313	ypu:BZ21_3305
ko:K02914	ypu:BZ21_3307
ko:K03536	ypu:BZ21_3308
ko:K08998	ypu:BZ21_3309
ko:K03217	ypu:BZ21_3310
ko:K03650	ypu:BZ21_3311
ko:K00209	ypu:BZ21_3312
ko:K06901	ypu:BZ21_3315
ko:K02029	ypu:BZ21_3316
ko:K02029	ypu:BZ21_3318
ko:K02030	ypu:BZ21_3319
ko:K02039	ypu:BZ21_3321
ko:K02036	ypu:BZ21_3322
ko:K02038	ypu:BZ21_3323
ko:K02037	ypu:BZ21_3324
ko:K02040	ypu:BZ21_3325
ko:K00820	ypu:BZ21_3327
ko:K04042	ypu:BZ21_3328
ko:K02114	ypu:BZ21_3329
ko:K04765	ypu:BZ21_4136
ko:K01937	ypu:BZ21_4137
ko:K01689	ypu:BZ21_4138
ko:K04565	ypu:BZ21_4139
ko:K10026	ypu:BZ21_4140
ko:K01737	ypu:BZ21_4141
ko:K00380	ypu:BZ21_4142
ko:K00381	ypu:BZ21_4143
ko:K00390	ypu:BZ21_4144
ko:K02302	ypu:BZ21_4147
ko:K00957	ypu:BZ21_4148
ko:K00956	ypu:BZ21_4149
ko:K00860	ypu:BZ21_4150
ko:K05589	ypu:BZ21_4152
ko:K00991	ypu:BZ21_4153
ko:K01770	ypu:BZ21_4154
ko:K06176	ypu:BZ21_4155
ko:K03787	ypu:BZ21_4156
ko:K00573	ypu:BZ21_4157
ko:K06194	ypu:BZ21_4158
ko:K03087	ypu:BZ21_4159
ko:K03555	ypu:BZ21_4160
ko:K01808	ypu:BZ21_4161
ko:K05878	ypu:BZ21_4164
ko:K05879	ypu:BZ21_4165
ko:K03893	ypu:BZ21_4167
ko:K01713	ypu:BZ21_4171
ko:K00428	ypu:BZ21_4172
ko:K16089	ypu:BZ21_4175
ko:K01265	ypu:BZ21_4177
ko:K01676	ypu:BZ21_4179
ko:K00880	ypu:BZ21_4180
ko:K07042	ypu:BZ21_361
ko:K06168	ypu:BZ21_363
ko:K03184	ypu:BZ21_364
ko:K01953	ypu:BZ21_371
ko:K02566	ypu:BZ21_372
ko:K02565	ypu:BZ21_373
ko:K01443	ypu:BZ21_374
ko:K02564	ypu:BZ21_375
ko:K02802	ypu:BZ21_376
ko:K02803	ypu:BZ21_376
ko:K02804	ypu:BZ21_376
ko:K01886	ypu:BZ21_377
ko:K12373	ypu:BZ21_379
ko:K03711	ypu:BZ21_380
ko:K03839	ypu:BZ21_381
ko:K03664	ypu:BZ21_388
ko:K09801	ypu:BZ21_390
ko:K06186	ypu:BZ21_391
ko:K07308	ypu:BZ21_10
ko:K12262	ypu:BZ21_12
ko:K03782	ypu:BZ21_14
ko:K15536	ypu:BZ21_13
ko:K17202	ypu:BZ21_15
ko:K02057	ypu:BZ21_2
ko:K02057	ypu:BZ21_3
ko:K17204	ypu:BZ21_17
ko:K02056	ypu:BZ21_4
ko:K02058	ypu:BZ21_5
ko:K02430	ypu:BZ21_6
ko:K17203	ypu:BZ21_18
ko:K00615	ypu:BZ21_19
ko:K00615	ypu:BZ21_20
ko:K07306	ypu:BZ21_8
ko:K00864	ypu:BZ21_21
ko:K07307	ypu:BZ21_9
ko:K00557	ypu:BZ21_3467
ko:K00336	ypu:BZ21_1878
ko:K07012	ypu:BZ21_1805
ko:K19130	ypu:BZ21_1801
ko:K19228	ypu:BZ21_1555
ko:K01406	ypu:BZ21_3166
ko:K19128	ypu:BZ21_1803
ko:K04772	ypu:BZ21_2837
ko:K04771	ypu:BZ21_4133
ko:K01139	ypu:BZ21_3378
ko:K19270	ypu:BZ21_1889
ko:K07497	ypu:BZ21_2591
ko:K07497	ypu:BZ21_3673
ko:K07497	ypu:BZ21_3674
ko:K07497	ypu:BZ21_1151
ko:K07497	ypu:BZ21_1179
ko:K07497	ypu:BZ21_386
ko:K07497	ypu:BZ21_4048
ko:K07497	ypu:BZ21_3256
ko:K07497	ypu:BZ21_3298
ko:K19265	ypu:BZ21_2001
ko:K01992	ypu:BZ21_472
ko:K01992	ypu:BZ21_473
ko:K00839	ypu:BZ21_115
ko:K07489	ypu:BZ21_2521
ko:K03722	ypu:BZ21_1334
ko:K00020	ypu:BZ21_2910
ko:K01138	ypu:BZ21_2391
ko:K03722	ypu:BZ21_514
ko:K11904	ypu:BZ21_829
ko:K19267	ypu:BZ21_1715
ko:K19337	ypu:BZ21_1327
ko:K07497	ypu:BZ21_1163
ko:K02031	ypu:BZ21_2252
ko:K19334	ypu:BZ21_3902
ko:K02464	ypu:BZ21_2372
ko:K02485	ypu:BZ21_1380
ko:K01175	ypu:BZ21_384
ko:K19270	ypu:BZ21_1640
ko:K19302	ypu:BZ21_631
ko:K19304	ypu:BZ21_1324
ko:K19333	ypu:BZ21_1653
ko:K00525	ypu:BZ21_2263
ko:K02031	ypu:BZ21_3898
ko:K06867	ypu:BZ21_2586
ko:K06867	ypu:BZ21_2203
ko:K06867	ypu:BZ21_4176
ko:K19303	ypu:BZ21_1581
ko:K01096	ypu:BZ21_1425
ko:K01007	ypu:BZ21_1606
ko:K19577	ypu:BZ21_2364
ko:K06415	ypu:BZ21_1353
ko:K14237	ypu:BZ21_1590
ko:K14237	ypu:BZ21_1591
ko:K14237	ypu:BZ21_1593
ko:K14237	ypu:BZ21_2006
ko:K14237	ypu:BZ21_2008
ko:K14237	ypu:BZ21_2007
ko:K14232	ypu:BZ21_569
ko:K14228	ypu:BZ21_3949
ko:K14228	ypu:BZ21_3951
ko:K14228	ypu:BZ21_3950
ko:K14228	ypu:BZ21_3535
ko:K14230	ypu:BZ21_2701
ko:K14233	ypu:BZ21_1297
ko:K14233	ypu:BZ21_1289
ko:K14233	ypu:BZ21_801
ko:K14233	ypu:BZ21_531
ko:K14219	ypu:BZ21_31
ko:K14219	ypu:BZ21_32
ko:K02483	ypu:BZ21_2024
ko:K14218	ypu:BZ21_2010
ko:K14218	ypu:BZ21_2012
ko:K14227	ypu:BZ21_2988
ko:K14227	ypu:BZ21_91
ko:K14227	ypu:BZ21_3630
ko:K14228	ypu:BZ21_3852
ko:K14228	ypu:BZ21_3911
ko:K14228	ypu:BZ21_369
ko:K14233	ypu:BZ21_30
ko:K15669	ypu:BZ21_256
ko:K14238	ypu:BZ21_3243
ko:K14228	ypu:BZ21_1095
ko:K14230	ypu:BZ21_366
ko:K14230	ypu:BZ21_370
ko:K14219	ypu:BZ21_284
ko:K14219	ypu:BZ21_3532
ko:K14219	ypu:BZ21_1947
ko:K14218	ypu:BZ21_2987
ko:K14218	ypu:BZ21_92
ko:K14218	ypu:BZ21_3631
ko:K02796	ypu:BZ21_982
ko:K00525	ypu:BZ21_522
ko:K01980	ypu:BZ21_3353
ko:K01980	ypu:BZ21_93
ko:K01980	ypu:BZ21_3671
ko:K01980	ypu:BZ21_3632
ko:K01980	ypu:BZ21_3472
ko:K01980	ypu:BZ21_2986
ko:K01980	ypu:BZ21_2281
ko:K01985	ypu:BZ21_2982
ko:K01985	ypu:BZ21_2280
ko:K01985	ypu:BZ21_3672
ko:K01985	ypu:BZ21_3354
ko:K01985	ypu:BZ21_94
ko:K01985	ypu:BZ21_3633
ko:K01985	ypu:BZ21_3473
ko:K01985	ypu:BZ21_2984
ko:K14225	ypu:BZ21_2448
ko:K01977	ypu:BZ21_3351
ko:K01977	ypu:BZ21_3669
ko:K01977	ypu:BZ21_2284
ko:K01977	ypu:BZ21_3470
ko:K01977	ypu:BZ21_3629
ko:K01977	ypu:BZ21_90
ko:K01977	ypu:BZ21_2989
ko:K05875	ypu:BZ21_3282
ko:K19775	ypu:BZ21_2803
ko:K19745	ypu:BZ21_2894
ko:K19778	ypu:BZ21_2240
ko:K13060	ypu:BZ21_1795
ko:K00799	ypu:BZ21_621
ko:K07147	ypu:BZ21_2895
ko:K15777	ypu:BZ21_2685
ko:K07493	ypu:BZ21_3355
ko:K07662	ypu:BZ21_3412
ko:K19802	ypu:BZ21_1541
ko:K19803	ypu:BZ21_584
ko:K15540	ypu:BZ21_1966
ko:K05874	ypu:BZ21_1691
ko:K01138	ypu:BZ21_2074
ko:K19804	ypu:BZ21_1427
ko:K19810	ypu:BZ21_3777
ko:K07263	ypu:BZ21_3184
ko:K07274	ypu:BZ21_1361
ko:K21636	ypu:BZ21_3896
ko:K14224	ypu:BZ21_2283
ko:K14224	ypu:BZ21_3670
ko:K14224	ypu:BZ21_3471
ko:K14224	ypu:BZ21_3352
ko:K14229	ypu:BZ21_2005
ko:K14229	ypu:BZ21_418
ko:K14229	ypu:BZ21_415
ko:K14229	ypu:BZ21_417
ko:K14229	ypu:BZ21_416
ko:K14229	ypu:BZ21_1085
ko:K14222	ypu:BZ21_1094
ko:K14223	ypu:BZ21_367
ko:K14223	ypu:BZ21_365
ko:K07686	ypu:BZ21_3205
ko:K20268	ypu:BZ21_1858
ko:K14221	ypu:BZ21_2279
ko:K14221	ypu:BZ21_3474
ko:K20264	ypu:BZ21_948
ko:K14221	ypu:BZ21_2270
ko:K14234	ypu:BZ21_3638
ko:K14234	ypu:BZ21_532
ko:K14225	ypu:BZ21_3640
ko:K14223	ypu:BZ21_368
ko:K14220	ypu:BZ21_1187
ko:K14220	ypu:BZ21_947
ko:K14220	ypu:BZ21_958
ko:K14225	ypu:BZ21_1093
ko:K14225	ypu:BZ21_3793
ko:K14225	ypu:BZ21_3790
ko:K14225	ypu:BZ21_3791
ko:K14236	ypu:BZ21_1376
ko:K14236	ypu:BZ21_1377
ko:K14236	ypu:BZ21_3639
ko:K14230	ypu:BZ21_2337
ko:K14230	ypu:BZ21_3853
ko:K14230	ypu:BZ21_2339
ko:K14230	ypu:BZ21_2338
ko:K14235	ypu:BZ21_3475
ko:K14226	ypu:BZ21_3533
ko:K14229	ypu:BZ21_421
ko:K19591	ypu:BZ21_269
ko:K20542	ypu:BZ21_3192
ko:K22443	ypu:BZ21_1827
ko:K22132	ypu:BZ21_2335
ko:K02438	ypu:BZ21_3120
ko:K20885	ypu:BZ21_1812
ko:K20862	ypu:BZ21_3550
ko:K21021	ypu:BZ21_3972
ko:K22025	ypu:BZ21_1439
ko:K21086	ypu:BZ21_3181
ko:K21087	ypu:BZ21_151
ko:K08968	ypu:BZ21_1665
ko:K00821	ypu:BZ21_3063
ko:K03636	ypu:BZ21_3939
ko:K00526	ypu:BZ21_521
ko:K00526	ypu:BZ21_2264
ko:K02335	ypu:BZ21_3361
ko:K21147	ypu:BZ21_3941
ko:K01520	ypu:BZ21_3387
ko:K03676	ypu:BZ21_3405
ko:K03553	ypu:BZ21_26
ko:K06223	ypu:BZ21_59
ko:K02316	ypu:BZ21_2699
ko:K07474	ypu:BZ21_2737
ko:K03546	ypu:BZ21_159
ko:K06905	ypu:BZ21_1097
ko:K06906	ypu:BZ21_1098
ko:K06908	ypu:BZ21_1101
ko:K06907	ypu:BZ21_1102
ko:K06903	ypu:BZ21_1107
ko:K06223	ypu:BZ21_1128
ko:K06907	ypu:BZ21_1165
ko:K06903	ypu:BZ21_1169
ko:K17733	ypu:BZ21_2882
ko:K02314	ypu:BZ21_3745
ko:K06217	ypu:BZ21_1226
ko:K06217	ypu:BZ21_362
ko:K06866	ypu:BZ21_2206
ko:K04068	ypu:BZ21_3895
ko:K00857	ypu:BZ21_1383
ko:K06191	ypu:BZ21_2261
ko:K06223	ypu:BZ21_3080
ko:K00287	ypu:BZ21_4011
ko:K00560	ypu:BZ21_2351
ko:K06919	ypu:BZ21_2441
ko:K02314	ypu:BZ21_755
ko:K00558	ypu:BZ21_758
ko:K17733	ypu:BZ21_766
ko:K14744	ypu:BZ21_767
ko:K07474	ypu:BZ21_771
ko:K09961	ypu:BZ21_775
ko:K09960	ypu:BZ21_777
ko:K00050	ypu:BZ21_1864
ko:K21527	ypu:BZ21_764
ko:K00108	ypu:BZ21_458
ko:K13695	ypu:BZ21_1611
ko:K21405	ypu:BZ21_1477
ko:K21470	ypu:BZ21_709
ko:K01420	ypu:BZ21_1503
ko:K02015	ypu:BZ21_646
ko:K21698	ypu:BZ21_2876
ko:K21695	ypu:BZ21_2875
ko:K21936	ypu:BZ21_3716
ko:K21948	ypu:BZ21_542
ko:K13638	ypu:BZ21_3003
ko:K22015	ypu:BZ21_3768
ko:K22051	ypu:BZ21_3785
ko:K22444	ypu:BZ21_1826
ko:K22130	ypu:BZ21_543
ko:K03595	ypu:BZ21_2190
ko:K22105	ypu:BZ21_3465
ko:K22131	ypu:BZ21_545
ko:K22110	ypu:BZ21_3189
ko:K22110	ypu:BZ21_1649
ko:K03079	ypu:BZ21_1
ko:K03077	ypu:BZ21_7
ko:K22278	ypu:BZ21_922
ko:K03077	ypu:BZ21_1432
ko:K02257	ypu:BZ21_192
ko:K11391	ypu:BZ21_2793
ko:K13566	ypu:BZ21_117
ko:K00424	ypu:BZ21_406
ko:K22601	ypu:BZ21_108
