ko:K12132	btht:H175_ch3922
ko:K17733	btht:H175_ch2705
ko:K01187	btht:H175_ch0357
ko:K14223	btht:H175_trna09
ko:K14223	btht:H175_trna19
ko:K14223	btht:H175_trna45
ko:K14223	btht:H175_trna38
ko:K14231	btht:H175_trna33
ko:K14231	btht:H175_trna73
ko:K14231	btht:H175_trna56
ko:K14231	btht:H175_trna82
ko:K02171	btht:H175_ch1042
ko:K18104	btht:H175_233p090
ko:K02479	btht:H175_ch2215
ko:K00104	btht:H175_ch1242
ko:K01759	btht:H175_ch5333
ko:K08168	btht:H175_ch4589
ko:K00632	btht:H175_ch5147
ko:K02809	btht:H175_ch0803
ko:K02810	btht:H175_ch0803
ko:K21379	btht:H175_ch1924
ko:K18220	btht:H175_ch3065
ko:K00102	btht:H175_ch3497
ko:K08221	btht:H175_ch5502
ko:K01286	btht:H175_ch5150
ko:K00004	btht:H175_ch0603
ko:K18104	btht:H175_ch1936
ko:K05303	btht:H175_ch1157
ko:K17910	btht:H175_ch1325
ko:K02172	btht:H175_ch1043
ko:K00663	btht:H175_ch2998
ko:K07222	btht:H175_ch3436
ko:K03206	btht:H175_ch2229
ko:K05396	btht:H175_ch3225
ko:K07145	btht:H175_ch4635
ko:K07145	btht:H175_ch3021
ko:K21472	btht:H175_ch5115
ko:K03719	btht:H175_ch5227
ko:K01286	btht:H175_ch1222
ko:K02809	btht:H175_ch0737
ko:K02810	btht:H175_ch0737
ko:K06880	btht:H175_ch3208
ko:K06880	btht:H175_ch3133
ko:K18118	btht:H175_ch1749
ko:K21993	btht:H175_ch3725
ko:K18234	btht:H175_ch2657
ko:K19302	btht:H175_ch2687
ko:K19449	btht:H175_ch1227
ko:K02003	btht:H175_ch4931
ko:K03455	btht:H175_63p07
ko:K03406	btht:H175_285p284
ko:K07228	btht:H175_285p285
ko:K03455	btht:H175_285p286
ko:K10536	btht:H175_ch2442
ko:K06284	btht:H175_ch2446
ko:K02283	btht:H175_63p40
ko:K07692	btht:H175_68p02
ko:K01834	btht:H175_328p007
ko:K03611	btht:H175_328p022
ko:K00382	btht:H175_328p038
ko:K00382	btht:H175_328p039
ko:K00164	btht:H175_328p041
ko:K07533	btht:H175_328p043
ko:K03666	btht:H175_68p24
ko:K02283	btht:H175_68p58
ko:K03574	btht:H175_328p056
ko:K07257	btht:H175_328p075
ko:K06319	btht:H175_328p085
ko:K06284	btht:H175_ch2604
ko:K03091	btht:H175_ch5058
ko:K09936	btht:H175_85p013
ko:K06284	btht:H175_85p031
ko:K13275	btht:H175_328p124
ko:K03588	btht:H175_328p134
ko:K00675	btht:H175_328p155
ko:K13275	btht:H175_328p174
ko:K01426	btht:H175_ch1812
ko:K03100	btht:H175_ch2665
ko:K02563	btht:H175_ch4339
ko:K06284	btht:H175_328p218
ko:K03530	btht:H175_328p220
ko:K00997	btht:H175_328p228
ko:K01434	btht:H175_328p233
ko:K03530	btht:H175_328p246
ko:K06284	btht:H175_ch1854
ko:K06284	btht:H175_107p037
ko:K06407	btht:H175_107p046
ko:K01953	btht:H175_328p272
ko:K01953	btht:H175_328p274
ko:K07052	btht:H175_328p301
ko:K00567	btht:H175_ch2006
ko:K04091	btht:H175_233p038
ko:K07533	btht:H175_ch2904
ko:K03406	btht:H175_233p084
ko:K06372	btht:H175_ch1228
ko:K06411	btht:H175_ch3803
ko:K03346	btht:H175_ch4577
ko:K06304	btht:H175_ch3839
ko:K03700	btht:H175_233p176
ko:K00675	btht:H175_285p007
ko:K00675	btht:H175_285p008
ko:K07491	btht:H175_285p016
ko:K00675	btht:H175_285p019
ko:K09607	btht:H175_ch3037
ko:K01387	btht:H175_ch3057
ko:K15580	btht:H175_285p052
ko:K06284	btht:H175_285p054
ko:K00639	btht:H175_ch0546
ko:K09607	btht:H175_ch3131
ko:K07729	btht:H175_ch0610
ko:K06889	btht:H175_ch3146
ko:K13853	btht:H175_ch4775
ko:K13853	btht:H175_ch4776
ko:K02004	btht:H175_ch3211
ko:K02003	btht:H175_ch3212
ko:K01455	btht:H175_ch4007
ko:K07491	btht:H175_16p12
ko:K03611	btht:H175_285p221
ko:K00675	btht:H175_285p231
ko:K07491	btht:H175_285p235
ko:K11031	btht:H175_ch3275
ko:K21113	btht:H175_ch2660
ko:K07260	btht:H175_ch4606
ko:K18346	btht:H175_ch3038
ko:K03742	btht:H175_ch3783
ko:K01200	btht:H175_ch2769
ko:K02031	btht:H175_ch0209
ko:K02032	btht:H175_ch0210
ko:K15640	btht:H175_ch3997
ko:K03296	btht:H175_ch5570
ko:K06384	btht:H175_ch4165
ko:K04749	btht:H175_ch0949
ko:K06380	btht:H175_ch4539
ko:K18653	btht:H175_233p030
ko:K12555	btht:H175_ch1400
ko:K18652	btht:H175_233p028
ko:K12555	btht:H175_ch1033
ko:K18640	btht:H175_85p096
ko:K06896	btht:H175_ch0359
ko:K18654	btht:H175_233p029
ko:K18640	btht:H175_68p86
ko:K18640	btht:H175_39p22
ko:K18672	btht:H175_ch0151
ko:K18707	btht:H175_ch4397
ko:K18692	btht:H175_ch4372
ko:K18928	btht:H175_ch1248
ko:K18929	btht:H175_ch1249
ko:K18924	btht:H175_ch4296
ko:K18925	btht:H175_ch4297
ko:K03790	btht:H175_ch3045
ko:K18907	btht:H175_ch2708
ko:K03790	btht:H175_ch3089
ko:K03790	btht:H175_ch2891
ko:K03790	btht:H175_ch2263
ko:K03790	btht:H175_ch2352
ko:K03790	btht:H175_328p191
ko:K06147	btht:H175_ch2368
ko:K03789	btht:H175_ch1509
ko:K07171	btht:H175_ch0229
ko:K18967	btht:H175_ch5546
ko:K03790	btht:H175_ch1757
ko:K03790	btht:H175_ch2736
ko:K04565	btht:H175_ch4993
ko:K03502	btht:H175_328p001
ko:K03169	btht:H175_68p29
ko:K03205	btht:H175_68p73
ko:K03502	btht:H175_85p010
ko:K03502	btht:H175_85p018
ko:K03169	btht:H175_ch1798
ko:K03205	btht:H175_107p060
ko:K03169	btht:H175_107p063
ko:K03502	btht:H175_328p271
ko:K05593	btht:H175_ch1942
ko:K03169	btht:H175_ch0361
ko:K00662	btht:H175_ch2968
ko:K03111	btht:H175_ch2132
ko:K03502	btht:H175_285p062
ko:K03111	btht:H175_ch5607
ko:K03497	btht:H175_ch5613
ko:K03496	btht:H175_ch5614
ko:K03497	btht:H175_ch5615
ko:K07467	btht:H175_11p06
ko:K08151	btht:H175_ch2416
ko:K03761	btht:H175_ch0887
ko:K07496	btht:H175_107p013
ko:K02315	btht:H175_ch2600
ko:K19055	btht:H175_ch5113
ko:K03466	btht:H175_ch5024
ko:K19005	btht:H175_ch2984
ko:K09145	btht:H175_ch1379
ko:K01872	btht:H175_ch3629
ko:K07029	btht:H175_ch0299
ko:K03526	btht:H175_ch4365
ko:K18979	btht:H175_ch0470
ko:K03466	btht:H175_ch1891
ko:K13052	btht:H175_ch0055
ko:K03741	btht:H175_ch3165
ko:K01174	btht:H175_285p218
ko:K07816	btht:H175_ch4431
ko:K14742	btht:H175_ch0234
ko:K03466	btht:H175_ch0656
ko:K03429	btht:H175_ch0435
ko:K07498	btht:H175_328p049
ko:K06595	btht:H175_ch5556
ko:K06415	btht:H175_ch0749
ko:K05799	btht:H175_ch1247
ko:K03892	btht:H175_ch3168
ko:K00344	btht:H175_ch3362
ko:K19119	btht:H175_285p189
ko:K00354	btht:H175_ch2005
ko:K02777	btht:H175_ch5449
ko:K00001	btht:H175_ch3489
ko:K01239	btht:H175_ch3553
ko:K02032	btht:H175_ch0176
ko:K11615	btht:H175_ch0502
ko:K01090	btht:H175_ch1153
ko:K03296	btht:H175_ch0704
ko:K06308	btht:H175_ch4834
ko:K01081	btht:H175_ch5118
ko:K03328	btht:H175_ch0050
ko:K00798	btht:H175_ch1423
ko:K11615	btht:H175_328p033
ko:K01239	btht:H175_ch2711
ko:K01239	btht:H175_ch3834
ko:K00571	btht:H175_ch4735
ko:K11037	btht:H175_285p244
ko:K00433	btht:H175_ch4883
ko:K06307	btht:H175_ch3576
ko:K01897	btht:H175_ch3633
ko:K01710	btht:H175_ch1165
ko:K01447	btht:H175_ch0852
ko:K06345	btht:H175_ch4510
ko:K01447	btht:H175_ch1438
ko:K03293	btht:H175_ch0676
ko:K02032	btht:H175_ch0877
ko:K00344	btht:H175_ch2087
ko:K21900	btht:H175_ch5287
ko:K19118	btht:H175_285p193
ko:K19118	btht:H175_285p194
ko:K19118	btht:H175_285p195
ko:K19118	btht:H175_285p196
ko:K19118	btht:H175_285p198
ko:K19117	btht:H175_285p190
ko:K01073	btht:H175_ch2021
ko:K19118	btht:H175_285p191
ko:K02032	btht:H175_ch0587
ko:K02031	btht:H175_ch0588
ko:K01117	btht:H175_ch0606
ko:K06893	btht:H175_ch0806
ko:K01777	btht:H175_ch2877
ko:K03293	btht:H175_ch3443
ko:K00456	btht:H175_ch2555
ko:K12472	btht:H175_63p16
ko:K00020	btht:H175_ch4114
ko:K00020	btht:H175_ch2288
ko:K19271	btht:H175_ch2342
ko:K03574	btht:H175_ch1712
ko:K03722	btht:H175_ch1487
ko:K03722	btht:H175_ch1507
ko:K01567	btht:H175_ch0412
ko:K01992	btht:H175_ch1693
ko:K07496	btht:H175_285p242
ko:K07496	btht:H175_285p263
ko:K07496	btht:H175_285p264
ko:K07496	btht:H175_285p277
ko:K07496	btht:H175_285p279
ko:K07496	btht:H175_ch3323
ko:K07496	btht:H175_328p199
ko:K07496	btht:H175_328p239
ko:K07496	btht:H175_233p024
ko:K07496	btht:H175_233p051
ko:K07496	btht:H175_285p015
ko:K07496	btht:H175_285p238
ko:K15667	btht:H175_233p048
ko:K02538	btht:H175_ch5387
ko:K19302	btht:H175_ch1235
ko:K00638	btht:H175_ch2449
ko:K01992	btht:H175_ch5530
ko:K02031	btht:H175_ch0876
ko:K19405	btht:H175_ch0077
ko:K07149	btht:H175_328p281
ko:K01992	btht:H175_ch5412
ko:K01990	btht:H175_ch5531
ko:K01990	btht:H175_ch1304
ko:K01990	btht:H175_ch3670
ko:K19411	btht:H175_ch0076
ko:K19350	btht:H175_ch3516
ko:K07496	btht:H175_ch0845
ko:K06419	btht:H175_ch0837
ko:K01447	btht:H175_ch2642
ko:K06867	btht:H175_ch0488
ko:K06867	btht:H175_ch4768
ko:K03574	btht:H175_ch4896
ko:K07496	btht:H175_ch4338
ko:K16654	btht:H175_ch1197
ko:K07496	btht:H175_ch4846
ko:K19302	btht:H175_ch4860
ko:K18567	btht:H175_ch5157
ko:K06881	btht:H175_ch4701
ko:K00887	btht:H175_ch4388
ko:K19689	btht:H175_ch4781
ko:K19689	btht:H175_ch1773
ko:K19701	btht:H175_ch5489
ko:K07315	btht:H175_ch0953
ko:K01258	btht:H175_ch4229
ko:K19689	btht:H175_ch3228
ko:K20483	btht:H175_233p093
ko:K03417	btht:H175_ch2286
ko:K20480	btht:H175_ch0523
ko:K20481	btht:H175_ch0524
ko:K20459	btht:H175_233p016
ko:K00547	btht:H175_ch4341
ko:K00297	btht:H175_ch4341
ko:K15777	btht:H175_ch1746
ko:K19802	btht:H175_ch2894
ko:K19955	btht:H175_ch3718
ko:K13075	btht:H175_ch3442
ko:K01259	btht:H175_ch1761
ko:K21636	btht:H175_ch3608
ko:K05770	btht:H175_ch3156
ko:K20074	btht:H175_ch3923
ko:K10680	btht:H175_ch3651
ko:K21349	btht:H175_107p025
ko:K07484	btht:H175_ch2478
ko:K07484	btht:H175_ch5218
ko:K20201	btht:H175_ch5448
ko:K20116	btht:H175_ch4122
ko:K20117	btht:H175_ch4122
ko:K20118	btht:H175_ch4122
ko:K20390	btht:H175_ch5480
ko:K20391	btht:H175_ch5481
ko:K20480	btht:H175_328p042
ko:K20486	btht:H175_85p043
ko:K00526	btht:H175_ch1300
ko:K20484	btht:H175_233p092
ko:K20486	btht:H175_85p044
ko:K20418	btht:H175_ch1027
ko:K06331	btht:H175_328p217
ko:K20486	btht:H175_233p094
ko:K18889	btht:H175_ch0832
ko:K08884	btht:H175_ch2258
ko:K18889	btht:H175_ch3684
ko:K18890	btht:H175_ch0833
ko:K18890	btht:H175_ch3683
ko:K20534	btht:H175_ch5565
ko:K00302	btht:H175_ch2881
ko:K00302	btht:H175_ch2882
ko:K21721	btht:H175_328p223
ko:K20742	btht:H175_ch2893
ko:K11751	btht:H175_ch3134
ko:K01208	btht:H175_ch4085
ko:K21029	btht:H175_ch3569
ko:K20895	btht:H175_ch0420
ko:K21029	btht:H175_ch2103
ko:K21029	btht:H175_ch4824
ko:K21064	btht:H175_ch1116
ko:K08968	btht:H175_ch4750
ko:K00821	btht:H175_ch3055
ko:K00821	btht:H175_ch4212
ko:K00435	btht:H175_ch5519
ko:K18640	btht:H175_63p58
ko:K01174	btht:H175_328p020
ko:K01286	btht:H175_ch1643
ko:K01286	btht:H175_ch2522
ko:K06904	btht:H175_ch5046
ko:K02315	btht:H175_ch5060
ko:K02314	btht:H175_ch0894
ko:K03546	btht:H175_ch1821
ko:K02316	btht:H175_ch4379
ko:K06217	btht:H175_ch4391
ko:K18640	btht:H175_107p053
ko:K01286	btht:H175_328p265
ko:K01286	btht:H175_ch1930
ko:K18640	btht:H175_ch2784
ko:K04068	btht:H175_ch3607
ko:K01493	btht:H175_ch4413
ko:K01286	btht:H175_ch2039
ko:K03553	btht:H175_ch3782
ko:K00857	btht:H175_ch5459
ko:K13730	btht:H175_ch1275
ko:K02314	btht:H175_ch3847
ko:K07313	btht:H175_ch0495
ko:K00560	btht:H175_ch2188
ko:K00287	btht:H175_ch2189
ko:K01286	btht:H175_ch3060
ko:K01286	btht:H175_ch5520
ko:K01286	btht:H175_ch3132
ko:K02314	btht:H175_ch5602
ko:K07455	btht:H175_ch0617
ko:K02315	btht:H175_ch0619
ko:K03546	btht:H175_ch2295
ko:K01286	btht:H175_ch3195
ko:K07258	btht:H175_ch1414
ko:K02335	btht:H175_ch4680
ko:K02031	btht:H175_ch0175
ko:K05375	btht:H175_ch2306
ko:K00525	btht:H175_ch1299
ko:K02335	btht:H175_ch1834
ko:K21416	btht:H175_ch2817
ko:K21417	btht:H175_ch2816
ko:K21405	btht:H175_ch2804
ko:K21481	btht:H175_ch1032
ko:K21464	btht:H175_ch5506
ko:K21465	btht:H175_ch4359
ko:K21465	btht:H175_ch2498
ko:K21465	btht:H175_ch3103
ko:K21471	btht:H175_ch1377
ko:K21467	btht:H175_ch2190
ko:K21467	btht:H175_ch2494
ko:K21468	btht:H175_ch4464
ko:K22044	btht:H175_ch5611
ko:K21471	btht:H175_ch5307
ko:K21567	btht:H175_ch0330
ko:K21613	btht:H175_ch3668
ko:K21493	btht:H175_ch2646
ko:K21567	btht:H175_ch5016
ko:K21600	btht:H175_ch3730
ko:K00863	btht:H175_ch0923
ko:K00863	btht:H175_ch0925
ko:K06160	btht:H175_233p037
ko:K21493	btht:H175_ch0244
ko:K21721	btht:H175_233p022
ko:K21713	btht:H175_ch2869
ko:K21828	btht:H175_ch0354
ko:K21929	btht:H175_ch1474
ko:K21949	btht:H175_233p023
ko:K21902	btht:H175_ch5503
ko:K21949	btht:H175_233p025
ko:K11923	btht:H175_ch3340
ko:K21935	btht:H175_ch2249
ko:K21949	btht:H175_328p224
ko:K18244	btht:H175_ch5471
ko:K21993	btht:H175_ch3570
ko:K21903	btht:H175_ch0520
ko:K00754	btht:H175_ch1480
ko:K01463	btht:H175_ch1479
ko:K22135	btht:H175_ch3451
ko:K22136	btht:H175_ch3982
ko:K02116	btht:H175_ch0917
ko:K01585	btht:H175_ch4030
ko:K14274	btht:H175_ch2563
ko:K03595	btht:H175_ch4386
ko:K22112	btht:H175_ch5582
ko:K22132	btht:H175_ch4487
ko:K22106	btht:H175_ch2988
ko:K08994	btht:H175_ch3477
ko:K03547	btht:H175_ch0971
ko:K07456	btht:H175_ch3469
ko:K22278	btht:H175_ch1943
ko:K22278	btht:H175_ch3623
ko:K02257	btht:H175_ch4013
ko:K13566	btht:H175_ch4106
ko:K01551	btht:H175_ch0293
ko:K18672	btht:H175_ch5006
ko:K00590	btht:H175_ch1844
ko:K22441	btht:H175_328p279
ko:K22491	btht:H175_ch1433
