ko:K07591	ebw:BWG_2827
ko:K13771	ebw:BWG_3890
ko:K21901	ebw:BWG_3196
ko:K03772	ebw:BWG_3038
ko:K03292	ebw:BWG_3348
ko:K06221	ebw:BWG_2726
ko:K00941	ebw:BWG_1889
ko:K03605	ebw:BWG_0826
ko:K01977	ebw:BWG_4096
ko:K01977	ebw:BWG_4115
ko:K01977	ebw:BWG_4112
ko:K01977	ebw:BWG_4109
ko:K01977	ebw:BWG_4106
ko:K01977	ebw:BWG_4105
ko:K01977	ebw:BWG_4101
ko:K14187	ebw:BWG_2359
ko:K07250	ebw:BWG_2405
ko:K17247	ebw:BWG_1773
ko:K14230	ebw:BWG_4127
ko:K14230	ebw:BWG_4131
ko:K14233	ebw:BWG_4150
ko:K01990	ebw:BWG_0647
ko:K14347	ebw:BWG_2171
ko:K14392	ebw:BWG_2957
ko:K14233	ebw:BWG_4141
ko:K14236	ebw:BWG_4143
ko:K14236	ebw:BWG_4144
ko:K14236	ebw:BWG_4196
ko:K14260	ebw:BWG_2064
ko:K14228	ebw:BWG_4190
ko:K14228	ebw:BWG_4207
ko:K14228	ebw:BWG_4205
ko:K14228	ebw:BWG_4206
ko:K19162	ebw:BWG_0342
ko:K07771	ebw:BWG_3826
ko:K07791	ebw:BWG_3851
ko:K21907	ebw:BWG_3201
ko:K05499	ebw:BWG_3603
ko:K14232	ebw:BWG_4155
ko:K14234	ebw:BWG_4198
ko:K14234	ebw:BWG_4179
ko:K14224	ebw:BWG_4164
ko:K14224	ebw:BWG_4185
ko:K14224	ebw:BWG_4199
ko:K14223	ebw:BWG_4125
ko:K14223	ebw:BWG_4126
ko:K14228	ebw:BWG_4147
ko:K14233	ebw:BWG_4140
ko:K14233	ebw:BWG_4142
ko:K14218	ebw:BWG_4119
ko:K14218	ebw:BWG_4193
ko:K14218	ebw:BWG_4180
ko:K14348	ebw:BWG_3295
ko:K21908	ebw:BWG_3200
ko:K14219	ebw:BWG_4188
ko:K14393	ebw:BWG_3781
ko:K14155	ebw:BWG_1436
ko:K14223	ebw:BWG_4128
ko:K14223	ebw:BWG_4129
ko:K14230	ebw:BWG_4165
ko:K14230	ebw:BWG_4176
ko:K14287	ebw:BWG_0474
ko:K15034	ebw:BWG_0184
ko:K15035	ebw:BWG_4266
ko:K07448	ebw:BWG_4044
ko:K00094	ebw:BWG_1877
ko:K14415	ebw:BWG_3114
ko:K03293	ebw:BWG_3478
ko:K01985	ebw:BWG_4098
ko:K01985	ebw:BWG_4103
ko:K01985	ebw:BWG_4108
ko:K01985	ebw:BWG_4099
ko:K01985	ebw:BWG_4114
ko:K01985	ebw:BWG_4117
ko:K01985	ebw:BWG_4111
ko:K01985	ebw:BWG_4102
ko:K06858	ebw:BWG_0151
ko:K14414	ebw:BWG_3115
ko:K14744	ebw:BWG_0428
ko:K14235	ebw:BWG_4187
ko:K14234	ebw:BWG_4122
ko:K14234	ebw:BWG_4195
ko:K15396	ebw:BWG_2296
ko:K14231	ebw:BWG_4175
ko:K14231	ebw:BWG_4200
ko:K14441	ebw:BWG_0688
ko:K14225	ebw:BWG_4174
ko:K00674	ebw:BWG_0158
ko:K07258	ebw:BWG_1800
ko:K09815	ebw:BWG_1671
ko:K07657	ebw:BWG_0281
ko:K04067	ebw:BWG_0348
ko:K06149	ebw:BWG_3184
ko:K00383	ebw:BWG_3189
ko:K05814	ebw:BWG_3143
ko:K06281	ebw:BWG_2712
ko:K06282	ebw:BWG_2715
ko:K00939	ebw:BWG_0355
ko:K03455	ebw:BWG_0359
ko:K03756	ebw:BWG_0551
ko:K02381	ebw:BWG_0394
ko:K02798	ebw:BWG_3289
ko:K02799	ebw:BWG_3289
ko:K02800	ebw:BWG_3289
ko:K00101	ebw:BWG_3296
ko:K01585	ebw:BWG_2660
ko:K01424	ebw:BWG_2679
ko:K03289	ebw:BWG_2686
ko:K03747	ebw:BWG_2975
ko:K03499	ebw:BWG_2980
ko:K11209	ebw:BWG_2707
ko:K21906	ebw:BWG_3204
ko:K18141	ebw:BWG_2964
ko:K04488	ebw:BWG_2293
ko:K01092	ebw:BWG_2297
ko:K06889	ebw:BWG_2298
ko:K04652	ebw:BWG_2463
ko:K04655	ebw:BWG_2466
ko:K03830	ebw:BWG_0218
ko:K00769	ebw:BWG_0220
ko:K04073	ebw:BWG_0240
ko:K05522	ebw:BWG_0573
ko:K07120	ebw:BWG_0574
ko:K00241	ebw:BWG_0580
ko:K03560	ebw:BWG_0597
ko:K01785	ebw:BWG_0608
ko:K03286	ebw:BWG_0809
ko:K09909	ebw:BWG_0816
ko:K11179	ebw:BWG_0821
ko:K00851	ebw:BWG_3128
ko:K03825	ebw:BWG_3132
ko:K05816	ebw:BWG_3141
ko:K05815	ebw:BWG_3142
ko:K03299	ebw:BWG_2476
ko:K03087	ebw:BWG_2477
ko:K00380	ebw:BWG_2500
ko:K06910	ebw:BWG_0416
ko:K05966	ebw:BWG_0486
ko:K02566	ebw:BWG_0535
ko:K02564	ebw:BWG_0538
ko:K07307	ebw:BWG_0747
ko:K07308	ebw:BWG_0748
ko:K02238	ebw:BWG_0765
ko:K02017	ebw:BWG_0617
ko:K06910	ebw:BWG_0625
ko:K07665	ebw:BWG_0442
ko:K03326	ebw:BWG_0494
ko:K07258	ebw:BWG_0503
ko:K07258	ebw:BWG_0692
ko:K05844	ebw:BWG_0705
ko:K09998	ebw:BWG_0714
ko:K03635	ebw:BWG_0638
ko:K07757	ebw:BWG_0675
ko:K10000	ebw:BWG_0717
ko:K06282	ebw:BWG_0823
ko:K06281	ebw:BWG_0824
ko:K10914	ebw:BWG_3049
ko:K07048	ebw:BWG_3070
ko:K01974	ebw:BWG_3113
ko:K02441	ebw:BWG_3117
ko:K00700	ebw:BWG_3124
ko:K03796	ebw:BWG_3260
ko:K14623	ebw:BWG_3336
ko:K07283	ebw:BWG_1535
ko:K03478	ebw:BWG_1546
ko:K01222	ebw:BWG_1547
ko:K02793	ebw:BWG_1630
ko:K02794	ebw:BWG_1630
ko:K02795	ebw:BWG_1631
ko:K00033	ebw:BWG_1820
ko:K06201	ebw:BWG_1688
ko:K00575	ebw:BWG_1698
ko:K03606	ebw:BWG_1837
ko:K02775	ebw:BWG_1878
ko:K03593	ebw:BWG_1899
ko:K01489	ebw:BWG_1925
ko:K03748	ebw:BWG_1926
ko:K10541	ebw:BWG_1930
ko:K10540	ebw:BWG_1932
ko:K02552	ebw:BWG_2039
ko:K02348	ebw:BWG_2041
ko:K00784	ebw:BWG_2042
ko:K02200	ebw:BWG_1967
ko:K03469	ebw:BWG_0201
ko:K02342	ebw:BWG_0202
ko:K06445	ebw:BWG_0207
ko:K02193	ebw:BWG_1974
ko:K02569	ebw:BWG_1975
ko:K00647	ebw:BWG_2097
ko:K02574	ebw:BWG_1977
ko:K00626	ebw:BWG_1998
ko:K02549	ebw:BWG_2035
ko:K08680	ebw:BWG_2037
ko:K01577	ebw:BWG_2141
ko:K01439	ebw:BWG_2235
ko:K07054	ebw:BWG_2239
ko:K03548	ebw:BWG_2257
ko:K00626	ebw:BWG_2580
ko:K01823	ebw:BWG_2614
ko:K04763	ebw:BWG_2619
ko:K01262	ebw:BWG_2633
ko:K01847	ebw:BWG_2640
ko:K07588	ebw:BWG_2641
ko:K03442	ebw:BWG_2647
ko:K02173	ebw:BWG_2651
ko:K01480	ebw:BWG_2659
ko:K02806	ebw:BWG_2906
ko:K00639	ebw:BWG_3308
ko:K02843	ebw:BWG_3311
ko:K07171	ebw:BWG_2517
ko:K07393	ebw:BWG_2812
ko:K03177	ebw:BWG_2870
ko:K02427	ebw:BWG_2881
ko:K02067	ebw:BWG_2895
ko:K01788	ebw:BWG_2924
ko:K01639	ebw:BWG_2926
ko:K03326	ebw:BWG_2928
ko:K02035	ebw:BWG_2733
ko:K02858	ebw:BWG_2753
ko:K01409	ebw:BWG_2775
ko:K09251	ebw:BWG_2783
ko:K02745	ebw:BWG_2839
ko:K11105	ebw:BWG_1016
ko:K06039	ebw:BWG_1047
ko:K00374	ebw:BWG_1055
ko:K00845	ebw:BWG_2156
ko:K01885	ebw:BWG_2165
ko:K02784	ebw:BWG_2177
ko:K08483	ebw:BWG_2178
ko:K00616	ebw:BWG_2226
ko:K03743	ebw:BWG_2436
ko:K02783	ebw:BWG_2438
ko:K02782	ebw:BWG_2439
ko:K02783	ebw:BWG_2439
ko:K00088	ebw:BWG_2272
ko:K11069	ebw:BWG_0971
ko:K11071	ebw:BWG_0973
ko:K01258	ebw:BWG_0975
ko:K07660	ebw:BWG_0978
ko:K00059	ebw:BWG_0941
ko:K02619	ebw:BWG_0944
ko:K02025	ebw:BWG_1143
ko:K00567	ebw:BWG_1169
ko:K08350	ebw:BWG_1297
ko:K07772	ebw:BWG_0849
ko:K04477	ebw:BWG_0883
ko:K08161	ebw:BWG_0901
ko:K03810	ebw:BWG_0916
ko:K06889	ebw:BWG_1158
ko:K02014	ebw:BWG_1277
ko:K00027	ebw:BWG_1300
ko:K03616	ebw:BWG_1443
ko:K03615	ebw:BWG_1444
ko:K03614	ebw:BWG_1445
ko:K03612	ebw:BWG_1446
ko:K03613	ebw:BWG_1447
ko:K02450	ebw:BWG_3014
ko:K02454	ebw:BWG_3017
ko:K07019	ebw:BWG_3045
ko:K09898	ebw:BWG_3046
ko:K06179	ebw:BWG_0934
ko:K02033	ebw:BWG_1307
ko:K02035	ebw:BWG_1308
ko:K11530	ebw:BWG_1337
ko:K00598	ebw:BWG_1338
ko:K05595	ebw:BWG_1348
ko:K00657	ebw:BWG_1398
ko:K07312	ebw:BWG_1404
ko:K01679	ebw:BWG_1426
ko:K03617	ebw:BWG_1442
ko:K06078	ebw:BWG_1491
ko:K07305	ebw:BWG_1591
ko:K03451	ebw:BWG_1614
ko:K11392	ebw:BWG_1649
ko:K03803	ebw:BWG_2334
ko:K00135	ebw:BWG_2404
ko:K03647	ebw:BWG_2417
ko:K00068	ebw:BWG_2441
ko:K02466	ebw:BWG_2442
ko:K11751	ebw:BWG_0361
ko:K03307	ebw:BWG_3372
ko:K14227	ebw:BWG_4118
ko:K14227	ebw:BWG_4192
ko:K14227	ebw:BWG_4181
ko:K14226	ebw:BWG_4189
ko:K14219	ebw:BWG_4156
ko:K07273	ebw:BWG_1888
ko:K14237	ebw:BWG_4145
ko:K14237	ebw:BWG_4146
ko:K21029	ebw:BWG_0679
ko:K01980	ebw:BWG_4104
ko:K01980	ebw:BWG_4113
ko:K01980	ebw:BWG_4097
ko:K01980	ebw:BWG_4100
ko:K01980	ebw:BWG_4107
ko:K01980	ebw:BWG_4110
ko:K01980	ebw:BWG_4116
ko:K14222	ebw:BWG_4148
ko:K14170	ebw:BWG_2358
ko:K14261	ebw:BWG_2147
ko:K01978	ebw:BWG_4252
ko:K14230	ebw:BWG_4171
ko:K14230	ebw:BWG_4172
ko:K14230	ebw:BWG_4173
ko:K14230	ebw:BWG_4177
ko:K01175	ebw:BWG_0547
ko:K14232	ebw:BWG_4191
ko:K14219	ebw:BWG_4166
ko:K14219	ebw:BWG_4168
ko:K14219	ebw:BWG_4167
ko:K14219	ebw:BWG_4169
ko:K08279	ebw:BWG_0033
ko:K14225	ebw:BWG_4149
ko:K14225	ebw:BWG_4203
ko:K14225	ebw:BWG_4201
ko:K14225	ebw:BWG_4202
ko:K03604	ebw:BWG_1474
ko:K06212	ebw:BWG_0756
ko:K00813	ebw:BWG_0780
ko:K06946	ebw:BWG_0235
ko:K14588	ebw:BWG_0116
ko:K14591	ebw:BWG_0274
ko:K03718	ebw:BWG_3434
ko:K14977	ebw:BWG_0391
ko:K08316	ebw:BWG_3156
ko:K10563	ebw:BWG_3326
ko:K03324	ebw:BWG_3676
ko:K02364	ebw:BWG_0459
ko:K14682	ebw:BWG_2553
ko:K01138	ebw:BWG_1319
ko:K00090	ebw:BWG_3241
ko:K07355	ebw:BWG_0409
ko:K01185	ebw:BWG_1373
ko:K07481	ebw:BWG_1199
ko:K06867	ebw:BWG_3673
ko:K02755	ebw:BWG_3413
ko:K02756	ebw:BWG_3413
ko:K02757	ebw:BWG_3413
ko:K03488	ebw:BWG_3414
ko:K07784	ebw:BWG_3357
ko:K00245	ebw:BWG_3868
ko:K07709	ebw:BWG_3663
ko:K00548	ebw:BWG_3675
ko:K04018	ebw:BWG_3790
ko:K03498	ebw:BWG_3525
ko:K00230	ebw:BWG_3526
ko:K16013	ebw:BWG_0739
ko:K01146	ebw:BWG_2536
ko:K00867	ebw:BWG_3638
ko:K03148	ebw:BWG_3652
ko:K01619	ebw:BWG_4073
ko:K03784	ebw:BWG_4076
ko:K02533	ebw:BWG_4095
ko:K07792	ebw:BWG_3836
ko:K03757	ebw:BWG_3846
ko:K08314	ebw:BWG_3615
ko:K03299	ebw:BWG_3993
ko:K06971	ebw:BWG_4000
ko:K02775	ebw:BWG_4001
ko:K01629	ebw:BWG_3572
ko:K02855	ebw:BWG_3575
ko:K07640	ebw:BWG_3581
ko:K02446	ebw:BWG_3594
ko:K03535	ebw:BWG_2527
ko:K01226	ebw:BWG_3947
ko:K09022	ebw:BWG_3951
ko:K00046	ebw:BWG_3972
ko:K00851	ebw:BWG_3974
ko:K01671	ebw:BWG_3551
ko:K00127	ebw:BWG_3562
ko:K06889	ebw:BWG_3902
ko:K03476	ebw:BWG_3904
ko:K03475	ebw:BWG_3905
ko:K02822	ebw:BWG_3906
ko:K02821	ebw:BWG_3907
ko:K07304	ebw:BWG_3930
ko:K01507	ebw:BWG_3936
ko:K01719	ebw:BWG_3483
ko:K03769	ebw:BWG_3460
ko:K00389	ebw:BWG_3369
ko:K10440	ebw:BWG_3441
ko:K00852	ebw:BWG_3443
ko:K07678	ebw:BWG_2524
ko:K03526	ebw:BWG_2279
ko:K02345	ebw:BWG_1656
ko:K07452	ebw:BWG_4039
ko:K01035	ebw:BWG_1996
ko:K07780	ebw:BWG_0435
ko:K14587	ebw:BWG_3998
ko:K01138	ebw:BWG_3371
ko:K14742	ebw:BWG_1620
ko:K14761	ebw:BWG_0403
ko:K03566	ebw:BWG_2546
ko:K16012	ebw:BWG_0738
ko:K15256	ebw:BWG_1684
ko:K15257	ebw:BWG_1685
ko:K15582	ebw:BWG_1073
ko:K11748	ebw:BWG_3043
ko:K02554	ebw:BWG_0239
ko:K15584	ebw:BWG_3167
ko:K15587	ebw:BWG_3170
ko:K15580	ebw:BWG_1160
ko:K15586	ebw:BWG_3169
ko:K10824	ebw:BWG_3171
ko:K15580	ebw:BWG_1068
ko:K15547	ebw:BWG_3795
ko:K15549	ebw:BWG_3796
ko:K15550	ebw:BWG_3794
ko:K15545	ebw:BWG_1408
ko:K15552	ebw:BWG_0254
ko:K16301	ebw:BWG_0871
ko:K15738	ebw:BWG_0801
ko:K15554	ebw:BWG_0786
ko:K15461	ebw:BWG_2098
ko:K15540	ebw:BWG_0133
ko:K15553	ebw:BWG_0788
ko:K02428	ebw:BWG_2676
ko:K15633	ebw:BWG_3303
ko:K15773	ebw:BWG_1327
ko:K15551	ebw:BWG_0252
ko:K15724	ebw:BWG_0149
ko:K15722	ebw:BWG_1544
ko:K10831	ebw:BWG_0253
ko:K01252	ebw:BWG_0468
ko:K15735	ebw:BWG_2407
ko:K04765	ebw:BWG_2516
ko:K15736	ebw:BWG_2403
ko:K15737	ebw:BWG_2402
ko:K00254	ebw:BWG_0797
ko:K01692	ebw:BWG_1222
ko:K18140	ebw:BWG_2963
ko:K15723	ebw:BWG_2531
ko:K15833	ebw:BWG_2461
ko:K15827	ebw:BWG_2460
ko:K15460	ebw:BWG_2339
ko:K15585	ebw:BWG_3168
ko:K15828	ebw:BWG_2459
ko:K15583	ebw:BWG_1074
ko:K15836	ebw:BWG_2467
ko:K15539	ebw:BWG_2280
ko:K16348	ebw:BWG_3862
ko:K15835	ebw:BWG_2189
ko:K16347	ebw:BWG_3861
ko:K01082	ebw:BWG_3925
ko:K15342	ebw:BWG_2491
ko:K15841	ebw:BWG_4238
ko:K15830	ebw:BWG_2457
ko:K15832	ebw:BWG_2455
ko:K15834	ebw:BWG_2454
ko:K03276	ebw:BWG_3317
ko:K15268	ebw:BWG_1352
ko:K15829	ebw:BWG_2458
ko:K18142	ebw:BWG_2965
ko:K07481	ebw:BWG_1707
ko:K07481	ebw:BWG_0425
ko:K07481	ebw:BWG_0527
ko:K07481	ebw:BWG_1162
ko:K07481	ebw:BWG_1821
ko:K07481	ebw:BWG_1965
ko:K07481	ebw:BWG_2700
ko:K07481	ebw:BWG_2919
ko:K07481	ebw:BWG_3194
ko:K15866	ebw:BWG_1223
ko:K15977	ebw:BWG_2307
ko:K03712	ebw:BWG_1349
ko:K15984	ebw:BWG_3186
ko:K15974	ebw:BWG_2425
ko:K15977	ebw:BWG_2811
ko:K18872	ebw:BWG_4240
ko:K18843	ebw:BWG_1263
ko:K18968	ebw:BWG_0269
ko:K03553	ebw:BWG_2435
ko:K15922	ebw:BWG_3548
ko:K16135	ebw:BWG_1612
ko:K16092	ebw:BWG_3634
ko:K16138	ebw:BWG_1432
ko:K16091	ebw:BWG_3988
ko:K16089	ebw:BWG_1937
ko:K16088	ebw:BWG_0950
ko:K02503	ebw:BWG_0951
ko:K16090	ebw:BWG_0658
ko:K07480	ebw:BWG_4010
ko:K07480	ebw:BWG_3135
ko:K07480	ebw:BWG_1061
ko:K07480	ebw:BWG_0877
ko:K01696	ebw:BWG_3745
ko:K16136	ebw:BWG_1434
ko:K16140	ebw:BWG_1430
ko:K16137	ebw:BWG_1464
ko:K07347	ebw:BWG_0132
ko:K00526	ebw:BWG_2008
ko:K00287	ebw:BWG_0046
ko:K16052	ebw:BWG_1161
ko:K07483	ebw:BWG_1231
ko:K07483	ebw:BWG_1790
ko:K07483	ebw:BWG_2521
ko:K07483	ebw:BWG_3445
ko:K07483	ebw:BWG_3976
ko:K07483	ebw:BWG_2590
ko:K07483	ebw:BWG_2756
ko:K07483	ebw:BWG_3106
ko:K03111	ebw:BWG_3773
ko:K16053	ebw:BWG_0448
ko:K07347	ebw:BWG_1895
ko:K10013	ebw:BWG_2084
ko:K16066	ebw:BWG_1359
ko:K16074	ebw:BWG_1176
ko:K05708	ebw:BWG_2302
ko:K09471	ebw:BWG_1133
ko:K16346	ebw:BWG_2608
ko:K01834	ebw:BWG_0607
ko:K16321	ebw:BWG_4019
ko:K16322	ebw:BWG_2705
ko:K16324	ebw:BWG_1946
ko:K05709	ebw:BWG_2303
ko:K11747	ebw:BWG_3042
ko:K11645	ebw:BWG_1883
ko:K16370	ebw:BWG_1536
ko:K16322	ebw:BWG_3182
ko:K16371	ebw:BWG_1881
ko:K16329	ebw:BWG_1947
ko:K18842	ebw:BWG_3934
ko:K16325	ebw:BWG_1943
ko:K04015	ebw:BWG_3787
ko:K16326	ebw:BWG_1945
ko:K16328	ebw:BWG_1948
ko:K04014	ebw:BWG_3786
ko:K16263	ebw:BWG_3854
ko:K16291	ebw:BWG_1784
ko:K16264	ebw:BWG_0604
ko:K10544	ebw:BWG_3258
ko:K11391	ebw:BWG_2794
ko:K07645	ebw:BWG_2739
ko:K16703	ebw:BWG_1834
ko:K16704	ebw:BWG_3472
ko:K03776	ebw:BWG_2782
ko:K16692	ebw:BWG_1850
ko:K16711	ebw:BWG_1833
ko:K07662	ebw:BWG_3582
ko:K16710	ebw:BWG_1835
ko:K16695	ebw:BWG_1836
ko:K00370	ebw:BWG_1291
ko:K19234	ebw:BWG_1492
ko:K19230	ebw:BWG_1122
ko:K16692	ebw:BWG_0833
ko:K18831	ebw:BWG_2792
ko:K10111	ebw:BWG_3749
ko:K10108	ebw:BWG_3748
ko:K10014	ebw:BWG_2083
ko:K09472	ebw:BWG_1132
ko:K18446	ebw:BWG_2765
ko:K07012	ebw:BWG_2497
ko:K02849	ebw:BWG_3323
ko:K10110	ebw:BWG_4271
ko:K19235	ebw:BWG_0672
ko:K03559	ebw:BWG_2720
ko:K00040	ebw:BWG_4021
ko:K08302	ebw:BWG_2841
ko:K00265	ebw:BWG_2914
ko:K00681	ebw:BWG_3138
ko:K16868	ebw:BWG_1255
ko:K15634	ebw:BWG_4087
ko:K06970	ebw:BWG_0660
ko:K03585	ebw:BWG_0344
ko:K08302	ebw:BWG_1882
ko:K01990	ebw:BWG_0120
ko:K17195	ebw:BWG_3800
ko:K19353	ebw:BWG_3623
ko:K11209	ebw:BWG_2076
ko:K19227	ebw:BWG_1125
ko:K12678	ebw:BWG_1328
ko:K10439	ebw:BWG_3442
ko:K12678	ebw:BWG_1329
ko:K17713	ebw:BWG_2276
ko:K08313	ebw:BWG_0678
ko:K19416	ebw:BWG_0822
ko:K01992	ebw:BWG_0121
ko:K01992	ebw:BWG_0645
ko:K01992	ebw:BWG_0646
ko:K01992	ebw:BWG_3176
ko:K11070	ebw:BWG_0972
ko:K05601	ebw:BWG_0726
ko:K07497	ebw:BWG_0249
ko:K07497	ebw:BWG_1230
ko:K07497	ebw:BWG_1789
ko:K07497	ebw:BWG_2520
ko:K07497	ebw:BWG_2589
ko:K07497	ebw:BWG_2757
ko:K07497	ebw:BWG_3446
ko:K07497	ebw:BWG_3977
ko:K19221	ebw:BWG_1099
ko:K17686	ebw:BWG_0365
ko:K19789	ebw:BWG_1960
ko:K06518	ebw:BWG_1923
ko:K17722	ebw:BWG_1928
ko:K11928	ebw:BWG_0869
ko:K17723	ebw:BWG_1929
ko:K02026	ebw:BWG_1144
ko:K02032	ebw:BWG_1304
ko:K02031	ebw:BWG_1305
ko:K01791	ebw:BWG_3468
ko:K17758	ebw:BWG_3879
ko:K17759	ebw:BWG_3879
ko:K00661	ebw:BWG_0340
ko:K07483	ebw:BWG_0248
ko:K18015	ebw:BWG_2043
ko:K08348	ebw:BWG_1295
ko:K07481	ebw:BWG_0238
ko:K07481	ebw:BWG_1788
ko:K17938	ebw:BWG_0261
ko:K22597	ebw:BWG_1141
ko:K17948	ebw:BWG_4008
ko:K21430	ebw:BWG_0690
ko:K21469	ebw:BWG_2192
ko:K01007	ebw:BWG_1516
ko:K03605	ebw:BWG_2711
ko:K21695	ebw:BWG_2943
ko:K05710	ebw:BWG_2304
ko:K02014	ebw:BWG_0143
ko:K01993	ebw:BWG_0648
ko:K11927	ebw:BWG_0650
ko:K08156	ebw:BWG_0278
ko:K10678	ebw:BWG_0704
ko:K18324	ebw:BWG_2232
ko:K18326	ebw:BWG_1867
ko:K18997	ebw:BWG_0853
ko:K19540	ebw:BWG_3062
ko:K21637	ebw:BWG_4024
ko:K19577	ebw:BWG_1472
ko:K01934	ebw:BWG_2636
ko:K18471	ebw:BWG_1584
ko:K18479	ebw:BWG_3550
ko:K18478	ebw:BWG_3553
ko:K18507	ebw:BWG_4255
ko:K18522	ebw:BWG_4245
ko:K18531	ebw:BWG_3567
ko:K18525	ebw:BWG_4256
ko:K18526	ebw:BWG_4258
ko:K18521	ebw:BWG_4244
ko:K18518	ebw:BWG_4226
ko:K18504	ebw:BWG_4254
ko:K18505	ebw:BWG_4259
ko:K18519	ebw:BWG_4231
ko:K18511	ebw:BWG_4242
ko:K18512	ebw:BWG_4221
ko:K18530	ebw:BWG_3568
ko:K18508	ebw:BWG_4214
ko:K18513	ebw:BWG_4236
ko:K18517	ebw:BWG_4224
ko:K18523	ebw:BWG_4246
ko:K18524	ebw:BWG_4265
ko:K18506	ebw:BWG_4209
ko:K18520	ebw:BWG_4235
ko:K19591	ebw:BWG_0368
ko:K18502	ebw:BWG_4230
ko:K18503	ebw:BWG_4212
ko:K18509	ebw:BWG_4222
ko:K18515	ebw:BWG_4243
ko:K18516	ebw:BWG_4261
ko:K18528	ebw:BWG_4262
ko:K18527	ebw:BWG_4260
ko:K00335	ebw:BWG_2058
ko:K18691	ebw:BWG_2322
ko:K08968	ebw:BWG_1646
ko:K18697	ebw:BWG_2324
ko:K18702	ebw:BWG_2139
ko:K18765	ebw:BWG_2952
ko:K18850	ebw:BWG_0976
ko:K18837	ebw:BWG_1796
ko:K18889	ebw:BWG_0330
ko:K18862	ebw:BWG_1041
ko:K18862	ebw:BWG_1042
ko:K18862	ebw:BWG_1043
ko:K18862	ebw:BWG_3227
ko:K18864	ebw:BWG_4233
ko:K18838	ebw:BWG_1795
ko:K03630	ebw:BWG_2397
ko:K07172	ebw:BWG_2518
ko:K18865	ebw:BWG_4234
ko:K18867	ebw:BWG_4248
ko:K18868	ebw:BWG_4249
ko:K21645	ebw:BWG_4025
ko:K18920	ebw:BWG_3245
ko:K18921	ebw:BWG_1245
ko:K11741	ebw:BWG_3863
ko:K18841	ebw:BWG_3935
ko:K18869	ebw:BWG_4250
ko:K18899	ebw:BWG_3203
ko:K20861	ebw:BWG_0697
ko:K20866	ebw:BWG_3555
ko:K20881	ebw:BWG_3090
ko:K20862	ebw:BWG_3491
ko:K18800	ebw:BWG_2631
ko:K18778	ebw:BWG_0096
ko:K18799	ebw:BWG_1827
ko:K18657	ebw:BWG_0798
ko:K18890	ebw:BWG_0331
ko:K18870	ebw:BWG_4223
ko:K18871	ebw:BWG_4208
ko:K18863	ebw:BWG_4217
ko:K18863	ebw:BWG_4218
ko:K07339	ebw:BWG_1262
ko:K03630	ebw:BWG_1793
ko:K03630	ebw:BWG_0229
ko:K03746	ebw:BWG_1064
ko:K14060	ebw:BWG_1364
ko:K03169	ebw:BWG_1576
ko:K11685	ebw:BWG_2412
ko:K10748	ebw:BWG_1425
ko:K08722	ebw:BWG_2065
ko:K07724	ebw:BWG_2890
ko:K04565	ebw:BWG_1461
ko:K03503	ebw:BWG_1008
ko:K03502	ebw:BWG_1009
ko:K05785	ebw:BWG_3518
ko:K05839	ebw:BWG_0341
ko:K18898	ebw:BWG_3202
ko:K07796	ebw:BWG_0443
ko:K03646	ebw:BWG_0598
ko:K07473	ebw:BWG_0212
ko:K03674	ebw:BWG_0702
ko:K18863	ebw:BWG_4216
ko:K18863	ebw:BWG_4257
ko:K18918	ebw:BWG_1383
ko:K22044	ebw:BWG_0661
ko:K18838	ebw:BWG_0227
ko:K18839	ebw:BWG_3842
ko:K18840	ebw:BWG_3841
ko:K03976	ebw:BWG_0362
ko:K19055	ebw:BWG_1600
ko:K07483	ebw:BWG_0412
ko:K07483	ebw:BWG_0880
ko:K07483	ebw:BWG_1875
ko:K18838	ebw:BWG_2399
ko:K18979	ebw:BWG_3878
ko:K18988	ebw:BWG_0260
ko:K18837	ebw:BWG_0226
ko:K18837	ebw:BWG_2400
ko:K19048	ebw:BWG_4040
ko:K19046	ebw:BWG_2495
ko:K07497	ebw:BWG_3247
ko:K19000	ebw:BWG_0181
ko:K19229	ebw:BWG_1123
ko:K19155	ebw:BWG_2836
ko:K19156	ebw:BWG_2835
ko:K19157	ebw:BWG_0211
ko:K19222	ebw:BWG_1500
ko:K19161	ebw:BWG_0216
ko:K19166	ebw:BWG_2793
ko:K19226	ebw:BWG_1126
ko:K19123	ebw:BWG_2496
ko:K19236	ebw:BWG_0961
ko:K02777	ebw:BWG_2179
ko:K07495	ebw:BWG_3979
ko:K19147	ebw:BWG_4038
ko:K19158	ebw:BWG_1807
ko:K01710	ebw:BWG_1831
ko:K01710	ebw:BWG_3470
ko:K19160	ebw:BWG_0217
ko:K19238	ebw:BWG_2033
ko:K22444	ebw:BWG_1616
ko:K19148	ebw:BWG_3365
ko:K19124	ebw:BWG_2494
ko:K19228	ebw:BWG_1124
ko:K19125	ebw:BWG_2493
ko:K19126	ebw:BWG_2492
ko:K21498	ebw:BWG_0364
ko:K19159	ebw:BWG_1808
ko:K19168	ebw:BWG_2621
ko:K09951	ebw:BWG_2490
ko:K00336	ebw:BWG_2057
ko:K19270	ebw:BWG_2067
ko:K19265	ebw:BWG_2717
ko:K07497	ebw:BWG_3107
ko:K07497	ebw:BWG_3108
ko:K19335	ebw:BWG_3957
ko:K19267	ebw:BWG_3922
