ko:K22317	sbs:Sbal117_1657
ko:K14233	sbs:Sbal117_R0039
ko:K14225	sbs:Sbal117_R0015
ko:K14225	sbs:Sbal117_R0016
ko:K14225	sbs:Sbal117_R0046
ko:K14225	sbs:Sbal117_R0057
ko:K14222	sbs:Sbal117_R0045
ko:K14222	sbs:Sbal117_R0056
ko:K14228	sbs:Sbal117_R0044
ko:K14228	sbs:Sbal117_R0055
ko:K14228	sbs:Sbal117_R0054
ko:K14233	sbs:Sbal117_R0058
ko:K14233	sbs:Sbal117_R0060
ko:K14237	sbs:Sbal117_R0041
ko:K14237	sbs:Sbal117_R0042
ko:K14232	sbs:Sbal117_R0053
ko:K14230	sbs:Sbal117_R0061
ko:K14230	sbs:Sbal117_R0062
ko:K14230	sbs:Sbal117_R0064
ko:K14230	sbs:Sbal117_R0063
ko:K14230	sbs:Sbal117_R0092
ko:K14224	sbs:Sbal117_R0070
ko:K14224	sbs:Sbal117_R0072
ko:K14224	sbs:Sbal117_R0075
ko:K14224	sbs:Sbal117_R0071
ko:K14224	sbs:Sbal117_R0074
ko:K14218	sbs:Sbal117_R0073
ko:K14218	sbs:Sbal117_R0076
ko:K14237	sbs:Sbal117_R0077
ko:K14237	sbs:Sbal117_R0078
ko:K14219	sbs:Sbal117_R0079
ko:K14233	sbs:Sbal117_R0085
ko:K14233	sbs:Sbal117_R0091
ko:K14219	sbs:Sbal117_R0090
ko:K14219	sbs:Sbal117_R0089
ko:K14219	sbs:Sbal117_R0088
ko:K14219	sbs:Sbal117_R0087
ko:K14219	sbs:Sbal117_R0086
ko:K14228	sbs:Sbal117_R0093
ko:K14223	sbs:Sbal117_R0094
ko:K14223	sbs:Sbal117_R0098
ko:K14228	sbs:Sbal117_R0095
ko:K14228	sbs:Sbal117_R0099
ko:K14230	sbs:Sbal117_R0096
ko:K14230	sbs:Sbal117_R0100
ko:K14235	sbs:Sbal117_R0101
ko:K14219	sbs:Sbal117_R0113
ko:K05350	sbs:Sbal117_1229
ko:K14233	sbs:Sbal117_R0043
ko:K14233	sbs:Sbal117_R0059
ko:K18842	sbs:Sbal117_4724
ko:K02778	sbs:Sbal117_1553
ko:K02779	sbs:Sbal117_1553
ko:K00254	sbs:Sbal117_2575
ko:K07662	sbs:Sbal117_0362
ko:K00537	sbs:Sbal117_1906
ko:K18918	sbs:Sbal117_4822
ko:K09472	sbs:Sbal117_1196
ko:K02030	sbs:Sbal117_0151
ko:K16786	sbs:Sbal117_0090
ko:K16787	sbs:Sbal117_0090
ko:K16785	sbs:Sbal117_0091
ko:K09810	sbs:Sbal117_2537
ko:K03417	sbs:Sbal117_4204
ko:K03559	sbs:Sbal117_0141
ko:K03559	sbs:Sbal117_0142
ko:K03559	sbs:Sbal117_1756
ko:K08316	sbs:Sbal117_0269
ko:K06075	sbs:Sbal117_3928
ko:K15368	sbs:Sbal117_2067
ko:K01485	sbs:Sbal117_3217
ko:K00108	sbs:Sbal117_1429
ko:K01426	sbs:Sbal117_3272
ko:K01467	sbs:Sbal117_2175
ko:K14742	sbs:Sbal117_1977
ko:K15344	sbs:Sbal117_2065
ko:K15346	sbs:Sbal117_2069
ko:K15345	sbs:Sbal117_2068
ko:K02030	sbs:Sbal117_3307
ko:K14220	sbs:Sbal117_R0049
ko:K14220	sbs:Sbal117_R0051
ko:K14220	sbs:Sbal117_R0050
ko:K14220	sbs:Sbal117_R0052
ko:K00956	sbs:Sbal117_3547
ko:K02030	sbs:Sbal117_1445
ko:K02030	sbs:Sbal117_3327
ko:K02030	sbs:Sbal117_0313
ko:K01802	sbs:Sbal117_0531
ko:K01802	sbs:Sbal117_3222
ko:K02030	sbs:Sbal117_1332
ko:K02030	sbs:Sbal117_4016
ko:K02030	sbs:Sbal117_4193
ko:K02503	sbs:Sbal117_1915
ko:K02030	sbs:Sbal117_3531
ko:K01175	sbs:Sbal117_2350
ko:K17247	sbs:Sbal117_2394
ko:K07284	sbs:Sbal117_1962
ko:K06218	sbs:Sbal117_4821
ko:K12064	sbs:Sbal117_4563
ko:K08282	sbs:Sbal117_0641
ko:K11209	sbs:Sbal117_1501
ko:K03574	sbs:Sbal117_4084
ko:K15349	sbs:Sbal117_0231
ko:K01897	sbs:Sbal117_1982
ko:K17103	sbs:Sbal117_1124
ko:K00951	sbs:Sbal117_3284
ko:K00265	sbs:Sbal117_1279
ko:K01897	sbs:Sbal117_1055
ko:K01897	sbs:Sbal117_4443
ko:K17713	sbs:Sbal117_3127
ko:K02029	sbs:Sbal117_3532
ko:K01990	sbs:Sbal117_0863
ko:K01992	sbs:Sbal117_0864
ko:K01992	sbs:Sbal117_3970
ko:K17686	sbs:Sbal117_1615
ko:K05601	sbs:Sbal117_1317
ko:K00813	sbs:Sbal117_2157
ko:K01533	sbs:Sbal117_2329
ko:K19789	sbs:Sbal117_1868
ko:K03767	sbs:Sbal117_0854
ko:K06518	sbs:Sbal117_3528
ko:K03767	sbs:Sbal117_1433
ko:K03566	sbs:Sbal117_2391
ko:K13638	sbs:Sbal117_0524
ko:K19745	sbs:Sbal117_0352
ko:K05540	sbs:Sbal117_4098
ko:K01791	sbs:Sbal117_0067
ko:K02477	sbs:Sbal117_1786
ko:K01658	sbs:Sbal117_2835
ko:K11928	sbs:Sbal117_2909
ko:K00018	sbs:Sbal117_1085
ko:K17758	sbs:Sbal117_0655
ko:K17759	sbs:Sbal117_0655
ko:K00632	sbs:Sbal117_0020
ko:K08485	sbs:Sbal117_3822
ko:K07979	sbs:Sbal117_4446
ko:K00661	sbs:Sbal117_2754
ko:K00661	sbs:Sbal117_0826
ko:K01497	sbs:Sbal117_1781
ko:K02477	sbs:Sbal117_4466
ko:K01187	sbs:Sbal117_2461
ko:K01187	sbs:Sbal117_2411
ko:K03585	sbs:Sbal117_2687
ko:K12991	sbs:Sbal117_3017
ko:K18138	sbs:Sbal117_2686
ko:K07814	sbs:Sbal117_3646
ko:K07003	sbs:Sbal117_2577
ko:K05922	sbs:Sbal117_2006
ko:K03719	sbs:Sbal117_2269
ko:K03973	sbs:Sbal117_1732
ko:K01096	sbs:Sbal117_4177
ko:K07645	sbs:Sbal117_2013
ko:K00020	sbs:Sbal117_1610
ko:K05927	sbs:Sbal117_2007
ko:K00042	sbs:Sbal117_1839
ko:K01007	sbs:Sbal117_2624
ko:K03719	sbs:Sbal117_4179
ko:K14940	sbs:Sbal117_1966
ko:K21430	sbs:Sbal117_2979
ko:K03772	sbs:Sbal117_0985
ko:K00557	sbs:Sbal117_4346
ko:K03605	sbs:Sbal117_2004
ko:K18234	sbs:Sbal117_1676
ko:K18298	sbs:Sbal117_3320
ko:K18299	sbs:Sbal117_3319
ko:K03742	sbs:Sbal117_4283
ko:K03406	sbs:Sbal117_0294
ko:K03640	sbs:Sbal117_4607
ko:K07666	sbs:Sbal117_2012
ko:K00138	sbs:Sbal117_0350
ko:K18475	sbs:Sbal117_4021
ko:K02226	sbs:Sbal117_3506
ko:K18454	sbs:Sbal117_1519
ko:K00681	sbs:Sbal117_2757
ko:K00681	sbs:Sbal117_0741
ko:K07794	sbs:Sbal117_3577
ko:K18676	sbs:Sbal117_1187
ko:K18640	sbs:Sbal117_4598
ko:K18691	sbs:Sbal117_3121
ko:K18765	sbs:Sbal117_3998
ko:K07316	sbs:Sbal117_1690
ko:K18927	sbs:Sbal117_3289
ko:K20881	sbs:Sbal117_4363
ko:K18800	sbs:Sbal117_0754
ko:K18778	sbs:Sbal117_4082
ko:K20862	sbs:Sbal117_4150
ko:K18831	sbs:Sbal117_4634
ko:K18841	sbs:Sbal117_4725
ko:K18657	sbs:Sbal117_2574
ko:K13040	sbs:Sbal117_4019
ko:K13041	sbs:Sbal117_4020
ko:K12066	sbs:Sbal117_4589
ko:K18850	sbs:Sbal117_2617
ko:K18850	sbs:Sbal117_2485
ko:K18929	sbs:Sbal117_1458
ko:K10747	sbs:Sbal117_1970
ko:K18930	sbs:Sbal117_1460
ko:K18893	sbs:Sbal117_2941
ko:K03503	sbs:Sbal117_2483
ko:K03502	sbs:Sbal117_2484
ko:K03497	sbs:Sbal117_4765
ko:K03169	sbs:Sbal117_4782
ko:K03111	sbs:Sbal117_4784
ko:K03496	sbs:Sbal117_4852
ko:K18920	sbs:Sbal117_4855
ko:K03496	sbs:Sbal117_1790
ko:K03646	sbs:Sbal117_1862
ko:K03674	sbs:Sbal117_1867
ko:K14266	sbs:Sbal117_1180
ko:K14266	sbs:Sbal117_1181
ko:K14266	sbs:Sbal117_1222
ko:K03169	sbs:Sbal117_2872
ko:K14060	sbs:Sbal117_2173
ko:K09797	sbs:Sbal117_2912
ko:K03502	sbs:Sbal117_3694
ko:K03503	sbs:Sbal117_3695
ko:K03746	sbs:Sbal117_2989
ko:K03497	sbs:Sbal117_4536
ko:K03496	sbs:Sbal117_4537
ko:K05785	sbs:Sbal117_3032
ko:K03496	sbs:Sbal117_3041
ko:K12058	sbs:Sbal117_4550
ko:K12060	sbs:Sbal117_4551
ko:K12063	sbs:Sbal117_4562
ko:K03497	sbs:Sbal117_4575
ko:K03111	sbs:Sbal117_4579
ko:K12065	sbs:Sbal117_4588
ko:K12067	sbs:Sbal117_4590
ko:K12071	sbs:Sbal117_4594
ko:K12070	sbs:Sbal117_4595
ko:K12057	sbs:Sbal117_4600
ko:K12072	sbs:Sbal117_4601
ko:K03746	sbs:Sbal117_4637
ko:K08722	sbs:Sbal117_2359
ko:K03496	sbs:Sbal117_3144
ko:K08363	sbs:Sbal117_3200
ko:K03111	sbs:Sbal117_4704
ko:K03169	sbs:Sbal117_4706
ko:K07484	sbs:Sbal117_2800
ko:K07484	sbs:Sbal117_3850
ko:K07484	sbs:Sbal117_4644
ko:K03976	sbs:Sbal117_3458
ko:K03892	sbs:Sbal117_0593
ko:K03526	sbs:Sbal117_3130
ko:K02663	sbs:Sbal117_4273
ko:K18979	sbs:Sbal117_0809
ko:K10954	sbs:Sbal117_2318
ko:K02664	sbs:Sbal117_4272
ko:K19000	sbs:Sbal117_4211
ko:K02777	sbs:Sbal117_2493
ko:K06893	sbs:Sbal117_3305
ko:K19166	sbs:Sbal117_4635
ko:K19159	sbs:Sbal117_4793
ko:K19226	sbs:Sbal117_1728
ko:K19158	sbs:Sbal117_4792
ko:K01710	sbs:Sbal117_3028
ko:K19228	sbs:Sbal117_1726
ko:K01621	sbs:Sbal117_1150
ko:K00525	sbs:Sbal117_2149
ko:K19229	sbs:Sbal117_1725
ko:K19227	sbs:Sbal117_1727
ko:K19230	sbs:Sbal117_1724
ko:K19235	sbs:Sbal117_3569
ko:K19221	sbs:Sbal117_3499
ko:K01066	sbs:Sbal117_0789
ko:K03722	sbs:Sbal117_1742
ko:K03722	sbs:Sbal117_2560
ko:K01992	sbs:Sbal117_1631
ko:K01992	sbs:Sbal117_3969
ko:K07497	sbs:Sbal117_0866
ko:K07497	sbs:Sbal117_3452
ko:K07497	sbs:Sbal117_4196
ko:K07497	sbs:Sbal117_2052
ko:K07497	sbs:Sbal117_4460
ko:K07497	sbs:Sbal117_1455
ko:K08604	sbs:Sbal117_4032
ko:K19416	sbs:Sbal117_2280
ko:K00638	sbs:Sbal117_0155
ko:K02476	sbs:Sbal117_3575
ko:K19337	sbs:Sbal117_2365
ko:K19270	sbs:Sbal117_4065
ko:K19302	sbs:Sbal117_4050
ko:K19304	sbs:Sbal117_1769
ko:K02495	sbs:Sbal117_0047
ko:K02030	sbs:Sbal117_3466
ko:K07216	sbs:Sbal117_3707
ko:K02650	sbs:Sbal117_4077
ko:K19577	sbs:Sbal117_0570
ko:K00992	sbs:Sbal117_1082
ko:K19715	sbs:Sbal117_2505
ko:K19714	sbs:Sbal117_2506
ko:K00799	sbs:Sbal117_0006
ko:K07274	sbs:Sbal117_1105
ko:K07274	sbs:Sbal117_0888
ko:K07147	sbs:Sbal117_2395
ko:K07119	sbs:Sbal117_1775
ko:K19804	sbs:Sbal117_2163
ko:K21636	sbs:Sbal117_1778
ko:K08723	sbs:Sbal117_0467
ko:K09796	sbs:Sbal117_3724
ko:K00507	sbs:Sbal117_4349
ko:K20455	sbs:Sbal117_4206
ko:K09788	sbs:Sbal117_4207
ko:K22320	sbs:Sbal117_1660
ko:K01768	sbs:Sbal117_1283
ko:K01214	sbs:Sbal117_1436
ko:K02487	sbs:Sbal117_4714
ko:K22332	sbs:Sbal117_3663
ko:K21014	sbs:Sbal117_1812
ko:K00821	sbs:Sbal117_0673
ko:K21217	sbs:Sbal117_3798
ko:K20962	sbs:Sbal117_3832
ko:K08968	sbs:Sbal117_2585
ko:K21218	sbs:Sbal117_1856
ko:K01185	sbs:Sbal117_3750
ko:K00287	sbs:Sbal117_1071
ko:K02316	sbs:Sbal117_1245
ko:K00857	sbs:Sbal117_2983
ko:K06217	sbs:Sbal117_3399
ko:K07336	sbs:Sbal117_3784
ko:K02314	sbs:Sbal117_3788
ko:K01520	sbs:Sbal117_0478
ko:K00560	sbs:Sbal117_1289
ko:K03546	sbs:Sbal117_1768
ko:K04068	sbs:Sbal117_1779
ko:K06223	sbs:Sbal117_4266
ko:K01185	sbs:Sbal117_1399
ko:K01493	sbs:Sbal117_4572
ko:K02335	sbs:Sbal117_0053
ko:K07455	sbs:Sbal117_4657
ko:K02483	sbs:Sbal117_1103
ko:K00980	sbs:Sbal117_2451
ko:K01139	sbs:Sbal117_0456
ko:K02482	sbs:Sbal117_0084
ko:K02483	sbs:Sbal117_1957
ko:K02483	sbs:Sbal117_0396
ko:K21405	sbs:Sbal117_0351
ko:K21420	sbs:Sbal117_2606
ko:K21472	sbs:Sbal117_0403
ko:K11690	sbs:Sbal117_2948
ko:K21470	sbs:Sbal117_2016
ko:K01420	sbs:Sbal117_2332
ko:K21512	sbs:Sbal117_3746
ko:K21703	sbs:Sbal117_3584
ko:K21575	sbs:Sbal117_2413
ko:K21606	sbs:Sbal117_2627
ko:K21712	sbs:Sbal117_0992
ko:K13638	sbs:Sbal117_2057
ko:K22051	sbs:Sbal117_0649
ko:K03595	sbs:Sbal117_1303
ko:K22105	sbs:Sbal117_4348
ko:K22132	sbs:Sbal117_3711
ko:K22042	sbs:Sbal117_1154
ko:K22292	sbs:Sbal117_2150
ko:K22319	sbs:Sbal117_1659
ko:K02257	sbs:Sbal117_0162
ko:K02257	sbs:Sbal117_0245
ko:K22318	sbs:Sbal117_1658
ko:K22302	sbs:Sbal117_3761
ko:K11391	sbs:Sbal117_1017
ko:K22452	sbs:Sbal117_2401
ko:K18672	sbs:Sbal117_4640
ko:K00424	sbs:Sbal117_3117
