ko:K13613	bmp:NG74_01767
ko:K21959	bmp:NG74_01934
ko:K18244	bmp:NG74_02348
ko:K00680	bmp:NG74_03250
ko:K22043	bmp:NG74_01963
ko:K21960	bmp:NG74_03251
ko:K21993	bmp:NG74_02552
ko:K00754	bmp:NG74_02160
ko:K01463	bmp:NG74_02161
ko:K22135	bmp:NG74_02001
ko:K22136	bmp:NG74_01555
ko:K14274	bmp:NG74_03182
ko:K03595	bmp:NG74_02465
ko:K22132	bmp:NG74_02589
ko:K22109	bmp:NG74_02961
ko:K01932	bmp:NG74_03480
ko:K22116	bmp:NG74_03479
ko:K03547	bmp:NG74_01023
ko:K22230	bmp:NG74_02972
ko:K22278	bmp:NG74_02507
ko:K03077	bmp:NG74_02724
ko:K22301	bmp:NG74_03274
ko:K22299	bmp:NG74_03263
ko:K01486	bmp:NG74_01484
ko:K02257	bmp:NG74_00840
ko:K02257	bmp:NG74_01530
ko:K22299	bmp:NG74_03262
ko:K15654	bmp:NG74_03407
ko:K22301	bmp:NG74_03279
ko:K03574	bmp:NG74_00435
ko:K09988	bmp:NG74_00420
ko:K13566	bmp:NG74_01390
ko:K18672	bmp:NG74_01997
ko:K22441	bmp:NG74_03332
ko:K22579	bmp:NG74_01810
