ko:K15581	ecl:EcolC_2384
ko:K05881	ecl:EcolC_2428
ko:K02436	ecl:EcolC_1557
ko:K06133	ecl:EcolC_0241
ko:K03208	ecl:EcolC_1591
ko:K04775	ecl:EcolC_2032
ko:K08322	ecl:EcolC_2050
ko:K04025	ecl:EcolC_1241
ko:K03931	ecl:EcolC_0620
ko:K04335	ecl:EcolC_2558
ko:K04333	ecl:EcolC_2559
ko:K06079	ecl:EcolC_3467
ko:K07781	ecl:EcolC_1691
ko:K03755	ecl:EcolC_3911
ko:K01093	ecl:EcolC_2616
ko:K00748	ecl:EcolC_3478
ko:K11929	ecl:EcolC_3340
ko:K11930	ecl:EcolC_2601
ko:K11745	ecl:EcolC_3608
ko:K00108	ecl:EcolC_3312
ko:K11752	ecl:EcolC_3219
ko:K11753	ecl:EcolC_3630
ko:K11735	ecl:EcolC_1043
ko:K09017	ecl:EcolC_2582
ko:K12137	ecl:EcolC_1194
ko:K01190	ecl:EcolC_3281
ko:K07710	ecl:EcolC_1431
ko:K07714	ecl:EcolC_1430
ko:K02002	ecl:EcolC_1027
ko:K07289	ecl:EcolC_1577
ko:K07665	ecl:EcolC_3412
ko:K07665	ecl:EcolC_3426
ko:K03478	ecl:EcolC_1899
ko:K01207	ecl:EcolC_2494
ko:K04337	ecl:EcolC_2560
ko:K04477	ecl:EcolC_2565
ko:K04045	ecl:EcolC_2995
ko:K12297	ecl:EcolC_2648
ko:K12290	ecl:EcolC_0320
ko:K01784	ecl:EcolC_3183
ko:K12288	ecl:EcolC_0318
ko:K00065	ecl:EcolC_0873
ko:K11732	ecl:EcolC_3070
ko:K11739	ecl:EcolC_3084
ko:K07787	ecl:EcolC_3422
ko:K03769	ecl:EcolC_4227
ko:K01809	ecl:EcolC_2017
ko:K03426	ecl:EcolC_4029
ko:K10716	ecl:EcolC_2377
ko:K07724	ecl:EcolC_0512
ko:K07470	ecl:EcolC_1631
ko:K08317	ecl:EcolC_3044
ko:K11749	ecl:EcolC_3484
ko:K12410	ecl:EcolC_2481
ko:K08970	ecl:EcolC_1541
ko:K09979	ecl:EcolC_0544
ko:K00087	ecl:EcolC_0842
ko:K01487	ecl:EcolC_0825
ko:K01271	ecl:EcolC_4163
ko:K05711	ecl:EcolC_1136
ko:K02001	ecl:EcolC_1028
ko:K11736	ecl:EcolC_3231
ko:K07473	ecl:EcolC_3394
ko:K11737	ecl:EcolC_3798
ko:K13381	ecl:EcolC_0375
ko:K02226	ecl:EcolC_3007
ko:K06889	ecl:EcolC_1143
ko:K01491	ecl:EcolC_3093
ko:K08094	ecl:EcolC_1650
ko:K06889	ecl:EcolC_2297
ko:K03078	ecl:EcolC_3817
ko:K12372	ecl:EcolC_0175
ko:K04020	ecl:EcolC_1219
ko:K13053	ecl:EcolC_2638
ko:K04336	ecl:EcolC_2556
ko:K01069	ecl:EcolC_3453
ko:K05595	ecl:EcolC_2129
ko:K05368	ecl:EcolC_4166
ko:K07459	ecl:EcolC_2720
ko:K12525	ecl:EcolC_4075
ko:K00881	ecl:EcolC_3942
ko:K12500	ecl:EcolC_3189
ko:K07027	ecl:EcolC_2855
ko:K02478	ecl:EcolC_1289
ko:K02478	ecl:EcolC_1521
ko:K01497	ecl:EcolC_2349
ko:K03970	ecl:EcolC_2320
ko:K03819	ecl:EcolC_1583
ko:K13051	ecl:EcolC_2816
ko:K00879	ecl:EcolC_0909
ko:K13292	ecl:EcolC_0887
ko:K12961	ecl:EcolC_0549
ko:K12963	ecl:EcolC_1390
ko:K12985	ecl:EcolC_0085
ko:K13014	ecl:EcolC_1393
ko:K10804	ecl:EcolC_3122
ko:K05877	ecl:EcolC_1747
ko:K01011	ecl:EcolC_1156
ko:K01847	ecl:EcolC_0793
ko:K00666	ecl:EcolC_0718
ko:K00626	ecl:EcolC_1426
ko:K00626	ecl:EcolC_0871
ko:K04772	ecl:EcolC_0472
ko:K11939	ecl:EcolC_2830
ko:K09476	ecl:EcolC_2667
ko:K11685	ecl:EcolC_1037
ko:K03760	ecl:EcolC_3913
ko:K12151	ecl:EcolC_2489
ko:K04771	ecl:EcolC_3498
ko:K07126	ecl:EcolC_3001
ko:K07126	ecl:EcolC_3949
ko:K07126	ecl:EcolC_2998
ko:K00884	ecl:EcolC_2482
ko:K01048	ecl:EcolC_4183
ko:K00060	ecl:EcolC_0092
ko:K00598	ecl:EcolC_2139
ko:K00568	ecl:EcolC_1419
ko:K11920	ecl:EcolC_3086
ko:K03425	ecl:EcolC_3018
ko:K11922	ecl:EcolC_2926
ko:K02426	ecl:EcolC_0901
ko:K11935	ecl:EcolC_2572
ko:K11926	ecl:EcolC_3341
ko:K00694	ecl:EcolC_0184
ko:K01766	ecl:EcolC_0902
ko:K06957	ecl:EcolC_1202
ko:K10037	ecl:EcolC_2833
ko:K00965	ecl:EcolC_2904
ko:K10213	ecl:EcolC_1486
ko:K03417	ecl:EcolC_3293
ko:K11927	ecl:EcolC_2846
ko:K12139	ecl:EcolC_1192
ko:K12143	ecl:EcolC_1188
ko:K11936	ecl:EcolC_2574
ko:K11928	ecl:EcolC_2580
ko:K03459	ecl:EcolC_1184
ko:K03524	ecl:EcolC_4047
ko:K11904	ecl:EcolC_3077
ko:K10026	ecl:EcolC_0935
ko:K11933	ecl:EcolC_2724
ko:K11934	ecl:EcolC_2829
ko:K03768	ecl:EcolC_3097
ko:K03472	ecl:EcolC_0783
ko:K04487	ecl:EcolC_1147
ko:K11717	ecl:EcolC_1951
ko:K11719	ecl:EcolC_0501
ko:K11924	ecl:EcolC_2826
ko:K11925	ecl:EcolC_3588
ko:K06168	ecl:EcolC_2984
ko:K05713	ecl:EcolC_3277
ko:K08234	ecl:EcolC_3473
ko:K07757	ecl:EcolC_2822
ko:K11931	ecl:EcolC_2573
ko:K11932	ecl:EcolC_3036
ko:K01358	ecl:EcolC_3195
ko:K01710	ecl:EcolC_4215
ko:K01710	ecl:EcolC_1601
ko:K07356	ecl:EcolC_3089
ko:K07355	ecl:EcolC_3088
ko:K07591	ecl:EcolC_0579
ko:K00647	ecl:EcolC_1329
ko:K01169	ecl:EcolC_3033
ko:K03836	ecl:EcolC_4285
ko:K05799	ecl:EcolC_3546
ko:K00661	ecl:EcolC_3157
ko:K16345	ecl:EcolC_0057
ko:K00024	ecl:EcolC_0470
ko:K00130	ecl:EcolC_3311
ko:K03762	ecl:EcolC_3916
ko:K10038	ecl:EcolC_2834
ko:K00117	ecl:EcolC_3535
ko:K05714	ecl:EcolC_3276
ko:K05806	ecl:EcolC_3582
ko:K07214	ecl:EcolC_4275
ko:K01089	ecl:EcolC_1620
ko:K00853	ecl:EcolC_3594
ko:K02099	ecl:EcolC_3593
ko:K05818	ecl:EcolC_3279
ko:K01659	ecl:EcolC_3292
ko:K12152	ecl:EcolC_2469
ko:K07726	ecl:EcolC_0161
ko:K07787	ecl:EcolC_3071
ko:K07810	ecl:EcolC_3424
ko:K02302	ecl:EcolC_0344
ko:K07796	ecl:EcolC_3425
ko:K07796	ecl:EcolC_3074
ko:K02362	ecl:EcolC_3062
ko:K10036	ecl:EcolC_2832
ko:K03855	ecl:EcolC_3611
ko:K01187	ecl:EcolC_3230
ko:K08277	ecl:EcolC_3621
ko:K00633	ecl:EcolC_3283
ko:K08279	ecl:EcolC_3620
ko:K02532	ecl:EcolC_3282
ko:K11751	ecl:EcolC_3136
ko:K08297	ecl:EcolC_3616
ko:K00042	ecl:EcolC_3113
ko:K00042	ecl:EcolC_0575
ko:K08313	ecl:EcolC_2819
ko:K11748	ecl:EcolC_0361
ko:K04755	ecl:EcolC_1152
ko:K09974	ecl:EcolC_4071
ko:K07352	ecl:EcolC_3092
ko:K07353	ecl:EcolC_3091
ko:K07354	ecl:EcolC_3090
ko:K03386	ecl:EcolC_3038
ko:K01243	ecl:EcolC_3500
ko:K03286	ecl:EcolC_2639
ko:K11940	ecl:EcolC_2630
ko:K07343	ecl:EcolC_2637
ko:K08154	ecl:EcolC_0027
ko:K03767	ecl:EcolC_0349
ko:K03119	ecl:EcolC_3260
ko:K01119	ecl:EcolC_3793
ko:K00971	ecl:EcolC_1592
ko:K05887	ecl:EcolC_1939
ko:K01185	ecl:EcolC_2083
ko:K11720	ecl:EcolC_3750
ko:K07810	ecl:EcolC_3073
ko:K08225	ecl:EcolC_3053
ko:K00137	ecl:EcolC_2215
ko:K05880	ecl:EcolC_2425
ko:K06884	ecl:EcolC_2368
ko:K01808	ecl:EcolC_1643
ko:K03482	ecl:EcolC_0019
ko:K08997	ecl:EcolC_1925
ko:K06159	ecl:EcolC_1439
ko:K11938	ecl:EcolC_3169
ko:K01092	ecl:EcolC_1144
ko:K12291	ecl:EcolC_0321
ko:K02237	ecl:EcolC_3190
ko:K08299	ecl:EcolC_3619
ko:K05712	ecl:EcolC_3278
ko:K02554	ecl:EcolC_3275
ko:K05845	ecl:EcolC_1516
ko:K00602	ecl:EcolC_4019
ko:K00974	ecl:EcolC_0643
ko:K03757	ecl:EcolC_3895
ko:K07491	ecl:EcolC_3392
ko:K08368	ecl:EcolC_3610
ko:K07214	ecl:EcolC_3060
ko:K00076	ecl:EcolC_2011
ko:K11738	ecl:EcolC_2206
ko:K05984	ecl:EcolC_1891
ko:K11534	ecl:EcolC_2802
ko:K10550	ecl:EcolC_3940
ko:K07347	ecl:EcolC_0554
ko:K05778	ecl:EcolC_1877
ko:K00537	ecl:EcolC_0213
ko:K00537	ecl:EcolC_1181
ko:K01644	ecl:EcolC_3028
ko:K08137	ecl:EcolC_0771
ko:K01150	ecl:EcolC_0769
ko:K02972	ecl:EcolC_2177
ko:K06075	ecl:EcolC_1987
ko:K03445	ecl:EcolC_0037
ko:K11474	ecl:EcolC_0720
ko:K01058	ecl:EcolC_4187
ko:K06895	ecl:EcolC_0787
ko:K11208	ecl:EcolC_2205
ko:K03971	ecl:EcolC_2318
ko:K05834	ecl:EcolC_4184
ko:K01684	ecl:EcolC_0011
ko:K01524	ecl:EcolC_4224
ko:K08194	ecl:EcolC_0012
ko:K05540	ecl:EcolC_0446
ko:K07397	ecl:EcolC_0356
ko:K07797	ecl:EcolC_1301
ko:K00675	ecl:EcolC_2193
ko:K00371	ecl:EcolC_2189
ko:K01250	ecl:EcolC_2994
ko:K07279	ecl:EcolC_1418
ko:K02000	ecl:EcolC_1029
ko:K04844	ecl:EcolC_2309
ko:K00956	ecl:EcolC_0961
ko:K00146	ecl:EcolC_2270
ko:K10124	ecl:EcolC_4274
ko:K07172	ecl:EcolC_0929
ko:K01051	ecl:EcolC_2890
ko:K10708	ecl:EcolC_0341
ko:K10709	ecl:EcolC_0340
ko:K10711	ecl:EcolC_0338
ko:K13890	ecl:EcolC_2813
ko:K09925	ecl:EcolC_4277
ko:K00124	ecl:EcolC_4125
ko:K00344	ecl:EcolC_3977
ko:K13892	ecl:EcolC_2815
ko:K02057	ecl:EcolC_1131
ko:K05685	ecl:EcolC_2717
ko:K13889	ecl:EcolC_2814
ko:K05817	ecl:EcolC_1140
ko:K13637	ecl:EcolC_3740
ko:K12940	ecl:EcolC_2287
ko:K12943	ecl:EcolC_0843
ko:K03321	ecl:EcolC_2420
ko:K13256	ecl:EcolC_3999
ko:K13038	ecl:EcolC_0072
ko:K13255	ecl:EcolC_3688
ko:K06879	ecl:EcolC_0918
ko:K13283	ecl:EcolC_4103
ko:K13378	ecl:EcolC_1366
ko:K03973	ecl:EcolC_2319
ko:K13243	ecl:EcolC_2168
ko:K13244	ecl:EcolC_3308
ko:K02423	ecl:EcolC_1713
ko:K00885	ecl:EcolC_0484
ko:K12972	ecl:EcolC_2566
ko:K12957	ecl:EcolC_3748
ko:K01916	ecl:EcolC_1892
ko:K07246	ecl:EcolC_1833
ko:K13788	ecl:EcolC_1355
ko:K13480	ecl:EcolC_0840
ko:K00029	ecl:EcolC_1214
ko:K05939	ecl:EcolC_0879
ko:K05349	ecl:EcolC_1515
ko:K02468	ecl:EcolC_1005
ko:K04018	ecl:EcolC_3951
ko:K07821	ecl:EcolC_1759
ko:K12368	ecl:EcolC_0171
ko:K12339	ecl:EcolC_1258
ko:K12371	ecl:EcolC_0174
ko:K02173	ecl:EcolC_0782
ko:K08318	ecl:EcolC_4139
ko:K16371	ecl:EcolC_0568
ko:K09612	ecl:EcolC_0959
ko:K05874	ecl:EcolC_3700
ko:K00557	ecl:EcolC_4051
ko:K12528	ecl:EcolC_0827
ko:K12529	ecl:EcolC_0828
ko:K15524	ecl:EcolC_2924
ko:K01791	ecl:EcolC_4217
ko:K05875	ecl:EcolC_1746
ko:K00835	ecl:EcolC_0142
ko:K01664	ecl:EcolC_0352
ko:K15548	ecl:EcolC_0465
ko:K01708	ecl:EcolC_0572
ko:K03468	ecl:EcolC_0466
ko:K07232	ecl:EcolC_2405
ko:K12573	ecl:EcolC_3834
ko:K03817	ecl:EcolC_2233
ko:K02414	ecl:EcolC_1699
ko:K15831	ecl:EcolC_0992
ko:K00529	ecl:EcolC_1135
ko:K05819	ecl:EcolC_3272
ko:K13629	ecl:EcolC_1304
ko:K14057	ecl:EcolC_2286
ko:K14062	ecl:EcolC_2279
ko:K14063	ecl:EcolC_2271
ko:K14059	ecl:EcolC_2052
ko:K14064	ecl:EcolC_1739
ko:K14061	ecl:EcolC_2280
ko:K14056	ecl:EcolC_2326
ko:K14055	ecl:EcolC_2292
ko:K13650	ecl:EcolC_2837
ko:K10549	ecl:EcolC_3938
ko:K13735	ecl:EcolC_3322
ko:K02852	ecl:EcolC_4208
ko:K12369	ecl:EcolC_0172
ko:K12582	ecl:EcolC_4210
ko:K03272	ecl:EcolC_0647
ko:K00968	ecl:EcolC_3377
ko:K14054	ecl:EcolC_2299
ko:K14065	ecl:EcolC_4095
ko:K01782	ecl:EcolC_1312
ko:K01825	ecl:EcolC_4164
ko:K14058	ecl:EcolC_2281
ko:K07644	ecl:EcolC_3411
ko:K14060	ecl:EcolC_2113
ko:K14052	ecl:EcolC_2329
ko:K14053	ecl:EcolC_2306
ko:K14051	ecl:EcolC_2340
ko:K06211	ecl:EcolC_3666
ko:K13628	ecl:EcolC_1149
ko:K01176	ecl:EcolC_0143
ko:K07483	ecl:EcolC_2569
ko:K07749	ecl:EcolC_1295
ko:K12507	ecl:EcolC_1930
ko:K07245	ecl:EcolC_3413
ko:K00455	ecl:EcolC_3704
ko:K02068	ecl:EcolC_3126
ko:K02069	ecl:EcolC_3125
ko:K08173	ecl:EcolC_2115
ko:K02062	ecl:EcolC_3591
ko:K03490	ecl:EcolC_1897
ko:K04691	ecl:EcolC_0471
ko:K06156	ecl:EcolC_0277
ko:K06956	ecl:EcolC_1903
ko:K07782	ecl:EcolC_1723
ko:K09806	ecl:EcolC_0655
ko:K12524	ecl:EcolC_3653
ko:K02004	ecl:EcolC_3120
ko:K05789	ecl:EcolC_1615
ko:K00138	ecl:EcolC_0125
ko:K16693	ecl:EcolC_4211
ko:K01297	ecl:EcolC_2433
ko:K07038	ecl:EcolC_3095
ko:K07038	ecl:EcolC_1904
ko:K06218	ecl:EcolC_2072
ko:K01087	ecl:EcolC_1737
ko:K01176	ecl:EcolC_1712
ko:K04065	ecl:EcolC_3681
ko:K00632	ecl:EcolC_4165
ko:K13069	ecl:EcolC_1839
ko:K02477	ecl:EcolC_1522
ko:K04028	ecl:EcolC_1221
ko:K04030	ecl:EcolC_1217
ko:K04072	ecl:EcolC_2387
ko:K04085	ecl:EcolC_0246
ko:K00281	ecl:EcolC_0806
ko:K07165	ecl:EcolC_0744
ko:K08092	ecl:EcolC_0139
ko:K07812	ecl:EcolC_1760
ko:K02485	ecl:EcolC_2392
ko:K03446	ecl:EcolC_1021
ko:K08325	ecl:EcolC_0685
ko:K06518	ecl:EcolC_1507
ko:K05876	ecl:EcolC_2238
ko:K02100	ecl:EcolC_0874
ko:K02850	ecl:EcolC_0084
ko:K09994	ecl:EcolC_3933
ko:K07245	ecl:EcolC_1792
ko:K02255	ecl:EcolC_1733
ko:K08177	ecl:EcolC_0169
ko:K03838	ecl:EcolC_0582
ko:K12527	ecl:EcolC_0830
ko:K01077	ecl:EcolC_3249
ko:K07274	ecl:EcolC_1850
ko:K02847	ecl:EcolC_0087
ko:K03275	ecl:EcolC_0082
ko:K08305	ecl:EcolC_1011
ko:K08351	ecl:EcolC_0165
ko:K01826	ecl:EcolC_3705
ko:K05921	ecl:EcolC_3702
ko:K00276	ecl:EcolC_2269
ko:K06006	ecl:EcolC_4104
ko:K12660	ecl:EcolC_1404
ko:K12661	ecl:EcolC_1402
ko:K05812	ecl:EcolC_1094
ko:K03487	ecl:EcolC_0998
ko:K12941	ecl:EcolC_2288
ko:K12942	ecl:EcolC_2289
ko:K12945	ecl:EcolC_1210
ko:K12990	ecl:EcolC_1610
ko:K13979	ecl:EcolC_3298
ko:K02027	ecl:EcolC_2315
ko:K01838	ecl:EcolC_2308
ko:K02414	ecl:EcolC_3354
ko:K07471	ecl:EcolC_0674
ko:K13631	ecl:EcolC_3965
ko:K06867	ecl:EcolC_3305
ko:K03782	ecl:EcolC_4073
ko:K13638	ecl:EcolC_0421
ko:K13641	ecl:EcolC_4012
ko:K01792	ecl:EcolC_1852
ko:K10778	ecl:EcolC_1437
ko:K13479	ecl:EcolC_0841
ko:K13643	ecl:EcolC_1146
ko:K13634	ecl:EcolC_2353
ko:K01070	ecl:EcolC_1494
ko:K13694	ecl:EcolC_1472
ko:K13821	ecl:EcolC_2581
ko:K14218	ecl:EcolC_R0040
ko:K14218	ecl:EcolC_R0041
ko:K07248	ecl:EcolC_2243
ko:K13938	ecl:EcolC_2024
ko:K13953	ecl:EcolC_2179
ko:K13954	ecl:EcolC_0124
ko:K10939	ecl:EcolC_0727
ko:K02058	ecl:EcolC_3783
ko:K02056	ecl:EcolC_3782
ko:K13918	ecl:EcolC_0924
ko:K13483	ecl:EcolC_3333
ko:K02057	ecl:EcolC_3780
ko:K01002	ecl:EcolC_3696
ko:K07186	ecl:EcolC_3669
ko:K13695	ecl:EcolC_1923
ko:K02081	ecl:EcolC_0569
ko:K13497	ecl:EcolC_2364
ko:K08326	ecl:EcolC_1284
ko:K04027	ecl:EcolC_1220
ko:K13894	ecl:EcolC_1469
ko:K13896	ecl:EcolC_1467
ko:K13639	ecl:EcolC_3964
ko:K02058	ecl:EcolC_1129
ko:K13893	ecl:EcolC_1470
ko:K13891	ecl:EcolC_2812
ko:K04750	ecl:EcolC_3920
ko:K00121	ecl:EcolC_3269
ko:K13620	ecl:EcolC_1585
ko:K10710	ecl:EcolC_0339
ko:K02056	ecl:EcolC_1130
ko:K14228	ecl:EcolC_R0012
ko:K02477	ecl:EcolC_1288
ko:K04021	ecl:EcolC_1222
ko:K14220	ecl:EcolC_R0044
ko:K14220	ecl:EcolC_R0047
ko:K14220	ecl:EcolC_R0045
ko:K14220	ecl:EcolC_R0046
ko:K14238	ecl:EcolC_R0001
ko:K05847	ecl:EcolC_1518
ko:K14237	ecl:EcolC_R0037
ko:K14237	ecl:EcolC_R0039
ko:K14237	ecl:EcolC_R0038
ko:K14237	ecl:EcolC_R0072
ko:K14237	ecl:EcolC_R0070
ko:K14232	ecl:EcolC_R0002
ko:K14221	ecl:EcolC_R0085
ko:K14221	ecl:EcolC_R0086
ko:K14221	ecl:EcolC_R0126
ko:K14219	ecl:EcolC_R0081
ko:K14229	ecl:EcolC_R0036
ko:K14229	ecl:EcolC_R0068
ko:K14229	ecl:EcolC_R0073
ko:K14229	ecl:EcolC_R0067
ko:K14229	ecl:EcolC_R0069
ko:K14229	ecl:EcolC_R0071
ko:K14228	ecl:EcolC_R0097
ko:K14233	ecl:EcolC_R0024
ko:K14228	ecl:EcolC_R0075
ko:K01070	ecl:EcolC_3270
ko:K02055	ecl:EcolC_2219
ko:K10551	ecl:EcolC_3939
ko:K13498	ecl:EcolC_2365
ko:K08281	ecl:EcolC_1864
ko:K13635	ecl:EcolC_1658
ko:K13636	ecl:EcolC_1305
ko:K13630	ecl:EcolC_2126
ko:K13632	ecl:EcolC_2127
ko:K13684	ecl:EcolC_1584
ko:K08138	ecl:EcolC_3998
ko:K13683	ecl:EcolC_1586
ko:K13574	ecl:EcolC_2842
ko:K11720	ecl:EcolC_0714
ko:K07786	ecl:EcolC_1302
ko:K13651	ecl:EcolC_0675
ko:K13654	ecl:EcolC_2209
ko:K13655	ecl:EcolC_0676
ko:K13771	ecl:EcolC_3835
ko:K21901	ecl:EcolC_0210
ko:K03292	ecl:EcolC_0054
ko:K00941	ecl:EcolC_1544
ko:K03605	ecl:EcolC_2621
ko:K01977	ecl:EcolC_R0031
ko:K01977	ecl:EcolC_R0113
ko:K01977	ecl:EcolC_R0105
ko:K01977	ecl:EcolC_R0091
ko:K01977	ecl:EcolC_R0130
ko:K01977	ecl:EcolC_R0120
ko:K01977	ecl:EcolC_R0005
ko:K07250	ecl:EcolC_1044
ko:K14187	ecl:EcolC_1083
ko:K03077	ecl:EcolC_3596
ko:K07713	ecl:EcolC_4021
ko:K14233	ecl:EcolC_R0048
ko:K01990	ecl:EcolC_2849
ko:K14347	ecl:EcolC_1269
ko:K14392	ecl:EcolC_0448
ko:K14233	ecl:EcolC_R0065
ko:K14236	ecl:EcolC_R0056
ko:K14236	ecl:EcolC_R0058
ko:K14236	ecl:EcolC_R0108
ko:K14228	ecl:EcolC_R0094
ko:K14228	ecl:EcolC_R0096
ko:K14228	ecl:EcolC_R0122
ko:K14228	ecl:EcolC_R0095
ko:K14260	ecl:EcolC_1362
ko:K19162	ecl:EcolC_3155
ko:K07771	ecl:EcolC_3914
ko:K07791	ecl:EcolC_3874
ko:K21907	ecl:EcolC_0205
ko:K14232	ecl:EcolC_R0043
ko:K05499	ecl:EcolC_4084
ko:K01934	ecl:EcolC_0798
ko:K14234	ecl:EcolC_R0106
ko:K14234	ecl:EcolC_R0010
ko:K14224	ecl:EcolC_R0032
ko:K14224	ecl:EcolC_R0104
ko:K14224	ecl:EcolC_R0129
ko:K14224	ecl:EcolC_R0112
ko:K14223	ecl:EcolC_R0079
ko:K14223	ecl:EcolC_R0080
ko:K14228	ecl:EcolC_R0051
ko:K14233	ecl:EcolC_R0064
ko:K14233	ecl:EcolC_R0066
ko:K09935	ecl:EcolC_2845
ko:K14218	ecl:EcolC_R0007
ko:K14218	ecl:EcolC_R0118
ko:K14218	ecl:EcolC_R0089
ko:K02773	ecl:EcolC_1645
ko:K14348	ecl:EcolC_0104
ko:K14230	ecl:EcolC_R0074
ko:K14230	ecl:EcolC_R0078
ko:K21908	ecl:EcolC_0206
ko:K14219	ecl:EcolC_R0124
ko:K14225	ecl:EcolC_R0107
ko:K14393	ecl:EcolC_3960
ko:K14155	ecl:EcolC_2008
ko:K14223	ecl:EcolC_R0076
ko:K14223	ecl:EcolC_R0077
ko:K02054	ecl:EcolC_2217
ko:K14230	ecl:EcolC_R0029
ko:K14230	ecl:EcolC_R0015
ko:K02053	ecl:EcolC_2216
ko:K02052	ecl:EcolC_2218
ko:K14287	ecl:EcolC_3043
ko:K15034	ecl:EcolC_3468
ko:K14415	ecl:EcolC_0293
ko:K03293	ecl:EcolC_4207
ko:K06858	ecl:EcolC_3501
ko:K01985	ecl:EcolC_R0009
ko:K01985	ecl:EcolC_R0110
ko:K01985	ecl:EcolC_R0116
ko:K01985	ecl:EcolC_R0087
ko:K01985	ecl:EcolC_R0127
ko:K01985	ecl:EcolC_R0102
ko:K01985	ecl:EcolC_R0034
ko:K01985	ecl:EcolC_R0011
ko:K14414	ecl:EcolC_0292
ko:K14235	ecl:EcolC_R0125
ko:K14234	ecl:EcolC_R0109
ko:K14234	ecl:EcolC_R0084
ko:K15396	ecl:EcolC_1145
ko:K14231	ecl:EcolC_R0016
ko:K14231	ecl:EcolC_R0101
ko:K14441	ecl:EcolC_2807
ko:K14225	ecl:EcolC_R0018
ko:K14225	ecl:EcolC_R0049
ko:K14225	ecl:EcolC_R0098
ko:K14225	ecl:EcolC_R0099
ko:K14225	ecl:EcolC_R0100
ko:K21906	ecl:EcolC_0202
ko:K14623	ecl:EcolC_0066
ko:K07483	ecl:EcolC_3407
ko:K14227	ecl:EcolC_R0006
ko:K14227	ecl:EcolC_R0119
ko:K14227	ecl:EcolC_R0090
ko:K14226	ecl:EcolC_R0123
ko:K14237	ecl:EcolC_R0053
ko:K14237	ecl:EcolC_R0054
ko:K01978	ecl:EcolC_R0014
ko:K14219	ecl:EcolC_R0042
ko:K07273	ecl:EcolC_1545
ko:K21029	ecl:EcolC_2818
ko:K01980	ecl:EcolC_R0103
ko:K01980	ecl:EcolC_R0111
ko:K01980	ecl:EcolC_R0117
ko:K01980	ecl:EcolC_R0008
ko:K01980	ecl:EcolC_R0088
ko:K01980	ecl:EcolC_R0033
ko:K01980	ecl:EcolC_R0128
ko:K14222	ecl:EcolC_R0050
ko:K14170	ecl:EcolC_1084
ko:K18141	ecl:EcolC_0441
ko:K14261	ecl:EcolC_1290
ko:K14230	ecl:EcolC_R0013
ko:K14230	ecl:EcolC_R0019
ko:K14230	ecl:EcolC_R0020
ko:K14230	ecl:EcolC_R0021
ko:K00094	ecl:EcolC_1556
ko:K01175	ecl:EcolC_2970
ko:K14232	ecl:EcolC_R0121
ko:K14219	ecl:EcolC_R0025
ko:K14219	ecl:EcolC_R0026
ko:K14219	ecl:EcolC_R0027
ko:K14219	ecl:EcolC_R0028
ko:K07733	ecl:EcolC_0048
ko:K07733	ecl:EcolC_1058
ko:K03722	ecl:EcolC_1825
ko:K14588	ecl:EcolC_3536
ko:K06946	ecl:EcolC_3433
ko:K14591	ecl:EcolC_3242
ko:K07480	ecl:EcolC_3170
ko:K07497	ecl:EcolC_0157
ko:K06867	ecl:EcolC_4013
ko:K14977	ecl:EcolC_3108
ko:K08316	ecl:EcolC_0251
ko:K07481	ecl:EcolC_3892
ko:K07483	ecl:EcolC_0158
ko:K14682	ecl:EcolC_0897
ko:K01138	ecl:EcolC_2159
ko:K01185	ecl:EcolC_2770
ko:K16013	ecl:EcolC_2709
ko:K01146	ecl:EcolC_0914
ko:K09476	ecl:EcolC_1679
ko:K07497	ecl:EcolC_3406
ko:K10823	ecl:EcolC_2381
ko:K01066	ecl:EcolC_3140
ko:K01035	ecl:EcolC_1428
ko:K06919	ecl:EcolC_0043
ko:K06919	ecl:EcolC_1053
ko:K14742	ecl:EcolC_1826
ko:K14762	ecl:EcolC_0109
ko:K14761	ecl:EcolC_3094
ko:K16012	ecl:EcolC_2710
ko:K15256	ecl:EcolC_1762
ko:K15257	ecl:EcolC_1761
ko:K15584	ecl:EcolC_0240
ko:K15587	ecl:EcolC_0237
ko:K15580	ecl:EcolC_2295
ko:K15586	ecl:EcolC_0238
ko:K10824	ecl:EcolC_0236
ko:K15580	ecl:EcolC_2385
ko:K15547	ecl:EcolC_3946
ko:K15549	ecl:EcolC_3945
ko:K15550	ecl:EcolC_3947
ko:K15545	ecl:EcolC_2036
ko:K15552	ecl:EcolC_3261
ko:K15461	ecl:EcolC_1328
ko:K16301	ecl:EcolC_2577
ko:K15738	ecl:EcolC_2647
ko:K15540	ecl:EcolC_3519
ko:K15554	ecl:EcolC_2662
ko:K15553	ecl:EcolC_2660
ko:K02428	ecl:EcolC_0760
ko:K15633	ecl:EcolC_0096
ko:K15773	ecl:EcolC_2149
ko:K15551	ecl:EcolC_3263
ko:K10831	ecl:EcolC_3262
ko:K15724	ecl:EcolC_3503
ko:K15722	ecl:EcolC_1901
ko:K15735	ecl:EcolC_1042
ko:K15582	ecl:EcolC_2383
ko:K04765	ecl:EcolC_0931
ko:K15736	ecl:EcolC_1046
ko:K15737	ecl:EcolC_1047
ko:K00254	ecl:EcolC_2651
ko:K01692	ecl:EcolC_2262
ko:K18140	ecl:EcolC_0442
ko:K15723	ecl:EcolC_0919
ko:K15835	ecl:EcolC_1252
ko:K15833	ecl:EcolC_0987
