ko:K03722	ecok:ECMDS42_1482
ko:K05982	ecok:ECMDS42_3436
ko:K09891	ecok:ECMDS42_3437
ko:K05787	ecok:ECMDS42_3438
ko:K07803	ecok:ECMDS42_3440
ko:K01945	ecok:ECMDS42_3443
ko:K00602	ecok:ECMDS42_3444
ko:K03827	ecok:ECMDS42_3450
ko:K00651	ecok:ECMDS42_3451
ko:K01638	ecok:ECMDS42_3452
ko:K01637	ecok:ECMDS42_3453
ko:K00906	ecok:ECMDS42_3454
ko:K03828	ecok:ECMDS42_3695
ko:K01873	ecok:ECMDS42_3697
ko:K02339	ecok:ECMDS42_3698
ko:K01255	ecok:ECMDS42_3699
ko:K07091	ecok:ECMDS42_3700
ko:K11720	ecok:ECMDS42_3701
ko:K06915	ecok:ECMDS42_3702
ko:K06146	ecok:ECMDS42_3703
ko:K06157	ecok:ECMDS42_3704
ko:K00926	ecok:ECMDS42_0246
ko:K13979	ecok:ECMDS42_0248
ko:K03329	ecok:ECMDS42_0251
ko:K02688	ecok:ECMDS42_0253
ko:K01720	ecok:ECMDS42_0256
ko:K01908	ecok:ECMDS42_0257
ko:K10974	ecok:ECMDS42_0258
ko:K11921	ecok:ECMDS42_0260
ko:K01673	ecok:ECMDS42_0261
ko:K01725	ecok:ECMDS42_0262
ko:K03449	ecok:ECMDS42_0263
ko:K02532	ecok:ECMDS42_0265
ko:K05818	ecok:ECMDS42_0268
ko:K01666	ecok:ECMDS42_0274
ko:K05819	ecok:ECMDS42_0275
ko:K09912	ecok:ECMDS42_0276
ko:K03801	ecok:ECMDS42_0491
ko:K09158	ecok:ECMDS42_0492
ko:K03642	ecok:ECMDS42_0494
ko:K05837	ecok:ECMDS42_0495
ko:K05515	ecok:ECMDS42_0496
ko:K00783	ecok:ECMDS42_0497
ko:K09710	ecok:ECMDS42_0498
ko:K00969	ecok:ECMDS42_0500
ko:K02340	ecok:ECMDS42_0501
ko:K03643	ecok:ECMDS42_0502
ko:K01869	ecok:ECMDS42_0503
ko:K04045	ecok:ECMDS42_0511
ko:K10004	ecok:ECMDS42_0513
ko:K10002	ecok:ECMDS42_0514
ko:K10003	ecok:ECMDS42_0515
ko:K10001	ecok:ECMDS42_0516
ko:K03820	ecok:ECMDS42_0517
ko:K06189	ecok:ECMDS42_0518
ko:K07042	ecok:ECMDS42_0519
ko:K03604	ecok:ECMDS42_1329
ko:K08219	ecok:ECMDS42_0750
ko:K04069	ecok:ECMDS42_0754
ko:K00656	ecok:ECMDS42_0755
ko:K09136	ecok:ECMDS42_0757
ko:K00831	ecok:ECMDS42_0759
ko:K00800	ecok:ECMDS42_0760
ko:K07387	ecok:ECMDS42_0761
ko:K00945	ecok:ECMDS42_0762
ko:K02945	ecok:ECMDS42_0763
ko:K05788	ecok:ECMDS42_0764
ko:K00912	ecok:ECMDS42_0767
ko:K09927	ecok:ECMDS42_0768
ko:K09791	ecok:ECMDS42_0769
ko:K00979	ecok:ECMDS42_0770
ko:K06219	ecok:ECMDS42_0773
ko:K03633	ecok:ECMDS42_0774
ko:K03804	ecok:ECMDS42_0775
ko:K03632	ecok:ECMDS42_0776
ko:K01893	ecok:ECMDS42_0782
ko:K00763	ecok:ECMDS42_0783
ko:K01256	ecok:ECMDS42_0784
ko:K15554	ecok:ECMDS42_0786
ko:K15553	ecok:ECMDS42_0788
ko:K00299	ecok:ECMDS42_0789
ko:K07347	ecok:ECMDS42_0792
ko:K02255	ecok:ECMDS42_1561
ko:K02217	ecok:ECMDS42_1565
ko:K03834	ecok:ECMDS42_1567
ko:K07039	ecok:ECMDS42_1568
ko:K00995	ecok:ECMDS42_1572
ko:K03703	ecok:ECMDS42_1573
ko:K07689	ecok:ECMDS42_1574
ko:K07781	ecok:ECMDS42_1577
ko:K07026	ecok:ECMDS42_1581
ko:K09781	ecok:ECMDS42_1584
ko:K07458	ecok:ECMDS42_1586
ko:K06950	ecok:ECMDS42_1588
ko:K05523	ecok:ECMDS42_1594
ko:K07127	ecok:ECMDS42_1597
ko:K09933	ecok:ECMDS42_1603
ko:K13735	ecok:ECMDS42_1605
ko:K01241	ecok:ECMDS42_1610
ko:K13480	ecok:ECMDS42_2368
ko:K01751	ecok:ECMDS42_2371
ko:K01464	ecok:ECMDS42_2373
ko:K00926	ecok:ECMDS42_2374
ko:K07402	ecok:ECMDS42_2375
ko:K07141	ecok:ECMDS42_2377
ko:K12527	ecok:ECMDS42_2378
ko:K12529	ecok:ECMDS42_2380
ko:K12528	ecok:ECMDS42_2381
ko:K16346	ecok:ECMDS42_2382
ko:K06901	ecok:ECMDS42_2384
ko:K04567	ecok:ECMDS42_2389
ko:K07462	ecok:ECMDS42_2391
ko:K03981	ecok:ECMDS42_2392
ko:K03840	ecok:ECMDS42_2394
ko:K09159	ecok:ECMDS42_2396
ko:K06980	ecok:ECMDS42_2397
ko:K11068	ecok:ECMDS42_2398
ko:K15634	ecok:ECMDS42_3752
ko:K03585	ecok:ECMDS42_0362
ko:K14227	ecok:ECMDS42_0190
ko:K14227	ecok:ECMDS42_2739
ko:K14227	ecok:ECMDS42_3290
ko:K14218	ecok:ECMDS42_0191
ko:K14218	ecok:ECMDS42_3291
ko:K14218	ecok:ECMDS42_2738
ko:K01985	ecok:ECMDS42_0193
ko:K01985	ecok:ECMDS42_2133
ko:K01985	ecok:ECMDS42_2736
ko:K01985	ecok:ECMDS42_3197
ko:K01985	ecok:ECMDS42_3448
ko:K01985	ecok:ECMDS42_3409
ko:K01985	ecok:ECMDS42_3293
ko:K01985	ecok:ECMDS42_2734
ko:K14220	ecok:ECMDS42_1604
ko:K14220	ecok:ECMDS42_1617
ko:K14220	ecok:ECMDS42_1614
ko:K14220	ecok:ECMDS42_1612
ko:K14219	ecok:ECMDS42_1919
ko:K14231	ecok:ECMDS42_2465
ko:K14231	ecok:ECMDS42_3574
ko:K01978	ecok:ECMDS42_2590
ko:K14228	ecok:ECMDS42_3709
ko:K01069	ecok:ECMDS42_0200
ko:K03417	ecok:ECMDS42_0254
ko:K06075	ecok:ECMDS42_1313
ko:K07245	ecok:ECMDS42_1517
ko:K01980	ecok:ECMDS42_0192
ko:K01980	ecok:ECMDS42_2737
ko:K01980	ecok:ECMDS42_3196
ko:K01980	ecok:ECMDS42_3292
ko:K01980	ecok:ECMDS42_3447
ko:K01980	ecok:ECMDS42_3408
ko:K01980	ecok:ECMDS42_2134
ko:K14228	ecok:ECMDS42_0528
ko:K01990	ecok:ECMDS42_0118
ko:K00633	ecok:ECMDS42_0264
ko:K17195	ecok:ECMDS42_3524
ko:K19353	ecok:ECMDS42_3392
ko:K03292	ecok:ECMDS42_3315
ko:K03292	ecok:ECMDS42_3091
ko:K03293	ecok:ECMDS42_3234
ko:K11209	ecok:ECMDS42_1873
ko:K04091	ecok:ECMDS42_0787
ko:K19227	ecok:ECMDS42_1091
ko:K01664	ecok:ECMDS42_2807
ko:K10038	ecok:ECMDS42_0659
ko:K01582	ecok:ECMDS42_0173
ko:K01897	ecok:ECMDS42_1479
ko:K10439	ecok:ECMDS42_3189
ko:K00073	ecok:ECMDS42_0410
ko:K12678	ecok:ECMDS42_1221
ko:K04017	ecok:ECMDS42_3514
ko:K17713	ecok:ECMDS42_2055
ko:K08313	ecok:ECMDS42_0676
ko:K08316	ecok:ECMDS42_2904
ko:K02484	ecok:ECMDS42_1595
ko:K00956	ecok:ECMDS42_2256
ko:K14229	ecok:ECMDS42_0593
ko:K14229	ecok:ECMDS42_0597
ko:K14229	ecok:ECMDS42_0595
ko:K14229	ecok:ECMDS42_1954
ko:K14229	ecok:ECMDS42_0599
ko:K14229	ecok:ECMDS42_0598
ko:K14237	ecok:ECMDS42_0594
ko:K14237	ecok:ECMDS42_0596
ko:K14237	ecok:ECMDS42_1951
ko:K14237	ecok:ECMDS42_1953
ko:K14237	ecok:ECMDS42_1952
ko:K14233	ecok:ECMDS42_0735
ko:K14233	ecok:ECMDS42_0867
ko:K14233	ecok:ECMDS42_0823
ko:K14236	ecok:ECMDS42_1024
ko:K14236	ecok:ECMDS42_1025
ko:K14236	ecok:ECMDS42_3414
ko:K14237	ecok:ECMDS42_1336
ko:K14237	ecok:ECMDS42_1337
ko:K14228	ecok:ECMDS42_1569
ko:K14222	ecok:ECMDS42_1570
ko:K14233	ecok:ECMDS42_1602
ko:K14218	ecok:ECMDS42_1946
ko:K14218	ecok:ECMDS42_1947
ko:K15841	ecok:ECMDS42_2101
ko:K14224	ecok:ECMDS42_2135
ko:K14224	ecok:ECMDS42_3195
ko:K14224	ecok:ECMDS42_3446
ko:K14224	ecok:ECMDS42_3407
ko:K14219	ecok:ECMDS42_2196
ko:K14219	ecok:ECMDS42_2199
ko:K14219	ecok:ECMDS42_2197
ko:K14219	ecok:ECMDS42_2198
ko:K14233	ecok:ECMDS42_2200
ko:K14230	ecok:ECMDS42_2320
ko:K14230	ecok:ECMDS42_2322
ko:K14230	ecok:ECMDS42_2321
ko:K14230	ecok:ECMDS42_2639
ko:K14225	ecok:ECMDS42_2364
ko:K14234	ecok:ECMDS42_2735
ko:K14232	ecok:ECMDS42_2982
ko:K14238	ecok:ECMDS42_3092
ko:K14235	ecok:ECMDS42_3199
ko:K14219	ecok:ECMDS42_3235
ko:K14226	ecok:ECMDS42_3236
ko:K14228	ecok:ECMDS42_3237
ko:K14228	ecok:ECMDS42_3724
ko:K14228	ecok:ECMDS42_3726
ko:K14228	ecok:ECMDS42_3725
ko:K14234	ecok:ECMDS42_3413
ko:K14225	ecok:ECMDS42_3415
ko:K19416	ecok:ECMDS42_0822
ko:K01467	ecok:ECMDS42_3592
ko:K01834	ecok:ECMDS42_0605
ko:K01785	ecok:ECMDS42_0606
ko:K01784	ecok:ECMDS42_0609
ko:K02017	ecok:ECMDS42_0615
ko:K07404	ecok:ECMDS42_0617
ko:K06910	ecok:ECMDS42_0623
ko:K00652	ecok:ECMDS42_0626
ko:K03635	ecok:ECMDS42_0635
ko:K07027	ecok:ECMDS42_0638
ko:K03478	ecok:ECMDS42_1408
ko:K01222	ecok:ECMDS42_1409
ko:K01916	ecok:ECMDS42_1415
ko:K01424	ecok:ECMDS42_1442
ko:K07305	ecok:ECMDS42_1453
ko:K03743	ecok:ECMDS42_2205
ko:K08305	ecok:ECMDS42_2206
ko:K02783	ecok:ECMDS42_2207
ko:K02782	ecok:ECMDS42_2208
ko:K02783	ecok:ECMDS42_2208
ko:K00068	ecok:ECMDS42_2210
ko:K02466	ecok:ECMDS42_2211
ko:K04652	ecok:ECMDS42_2232
ko:K04655	ecok:ECMDS42_2235
ko:K03299	ecok:ECMDS42_2245
ko:K03087	ecok:ECMDS42_2246
ko:K03796	ecok:ECMDS42_3007
ko:K01176	ecok:ECMDS42_3008
ko:K02798	ecok:ECMDS42_3032
ko:K02799	ecok:ECMDS42_3032
ko:K02800	ecok:ECMDS42_3032
ko:K00101	ecok:ECMDS42_3039
ko:K00639	ecok:ECMDS42_3051
ko:K02843	ecok:ECMDS42_3054
ko:K03855	ecok:ECMDS42_0037
ko:K01525	ecok:ECMDS42_0042
ko:K06177	ecok:ECMDS42_0051
ko:K00853	ecok:ECMDS42_0056
ko:K02099	ecok:ECMDS42_0057
ko:K05806	ecok:ECMDS42_0069
ko:K09020	ecok:ECMDS42_0856
ko:K04477	ecok:ECMDS42_0869
ko:K08161	ecok:ECMDS42_0887
ko:K03810	ecok:ECMDS42_0902
ko:K03593	ecok:ECMDS42_1679
ko:K01489	ecok:ECMDS42_1712
ko:K03748	ecok:ECMDS42_1713
ko:K01424	ecok:ECMDS42_2455
ko:K03289	ecok:ECMDS42_2462
ko:K11209	ecok:ECMDS42_2467
ko:K06281	ecok:ECMDS42_2472
ko:K06282	ecok:ECMDS42_2475
ko:K01760	ecok:ECMDS42_2484
ko:K06221	ecok:ECMDS42_2488
ko:K02035	ecok:ECMDS42_2495
ko:K07666	ecok:ECMDS42_2500
ko:K01048	ecok:ECMDS42_3265
ko:K03498	ecok:ECMDS42_3287
ko:K00230	ecok:ECMDS42_3288
ko:K04067	ecok:ECMDS42_0366
ko:K00939	ecok:ECMDS42_0373
ko:K03455	ecok:ECMDS42_0377
ko:K11751	ecok:ECMDS42_0379
ko:K02055	ecok:ECMDS42_1159
ko:K02052	ecok:ECMDS42_1160
ko:K02014	ecok:ECMDS42_1170
ko:K08350	ecok:ECMDS42_1188
ko:K13953	ecok:ECMDS42_1190
ko:K00027	ecok:ECMDS42_1191
ko:K04063	ecok:ECMDS42_1194
ko:K02033	ecok:ECMDS42_1198
ko:K02035	ecok:ECMDS42_1199
ko:K02784	ecok:ECMDS42_1966
ko:K08483	ecok:ECMDS42_1967
ko:K07019	ecok:ECMDS42_2800
ko:K09898	ecok:ECMDS42_2801
ko:K11104	ecok:ECMDS42_3559
ko:K07792	ecok:ECMDS42_3562
ko:K03757	ecok:ECMDS42_3572
ko:K00247	ecok:ECMDS42_3593
ko:K00245	ecok:ECMDS42_3595
ko:K00244	ecok:ECMDS42_3596
ko:K03574	ecok:ECMDS42_0092
ko:K00970	ecok:ECMDS42_0134
ko:K06179	ecok:ECMDS42_0906
ko:K00059	ecok:ECMDS42_0914
ko:K02619	ecok:ECMDS42_0917
ko:K02778	ecok:ECMDS42_0922
ko:K02779	ecok:ECMDS42_0922
ko:K11069	ecok:ECMDS42_0944
ko:K11071	ecok:ECMDS42_0946
ko:K11072	ecok:ECMDS42_0947
ko:K01258	ecok:ECMDS42_0948
ko:K07660	ecok:ECMDS42_0951
ko:K10541	ecok:ECMDS42_1717
ko:K10540	ecok:ECMDS42_1719
ko:K16329	ecok:ECMDS42_1734
ko:K16328	ecok:ECMDS42_1735
ko:K00882	ecok:ECMDS42_1737
ko:K06183	ecok:ECMDS42_1753
ko:K02200	ecok:ECMDS42_1761
ko:K01515	ecok:ECMDS42_2509
ko:K02858	ecok:ECMDS42_2516
ko:K00974	ecok:ECMDS42_2525
ko:K01409	ecok:ECMDS42_2533
ko:K03649	ecok:ECMDS42_2537
ko:K03776	ecok:ECMDS42_2541
ko:K09251	ecok:ECMDS42_2542
ko:K00219	ecok:ECMDS42_2550
ko:K00127	ecok:ECMDS42_3331
ko:K00124	ecok:ECMDS42_3332
ko:K01629	ecok:ECMDS42_3341
ko:K01813	ecok:ECMDS42_3342
ko:K02855	ecok:ECMDS42_3344
ko:K07640	ecok:ECMDS42_3350
ko:K13283	ecok:ECMDS42_3353
ko:K02004	ecok:ECMDS42_0395
ko:K01466	ecok:ECMDS42_0405
ko:K02381	ecok:ECMDS42_0411
ko:K03768	ecok:ECMDS42_0420
ko:K14761	ecok:ECMDS42_0423
ko:K07665	ecok:ECMDS42_0437
ko:K01580	ecok:ECMDS42_1205
ko:K07263	ecok:ECMDS42_1206
ko:K11530	ecok:ECMDS42_1229
ko:K00598	ecok:ECMDS42_1230
ko:K05595	ecok:ECMDS42_1240
ko:K00657	ecok:ECMDS42_1254
ko:K00616	ecok:ECMDS42_2006
ko:K01439	ecok:ECMDS42_2014
ko:K07054	ecok:ECMDS42_2018
ko:K03548	ecok:ECMDS42_2036
ko:K02824	ecok:ECMDS42_2040
ko:K00088	ecok:ECMDS42_2051
ko:K10914	ecok:ECMDS42_2804
ko:K07048	ecok:ECMDS42_2825
ko:K06889	ecok:ECMDS42_3632
ko:K03476	ecok:ECMDS42_3634
ko:K03475	ecok:ECMDS42_3635
ko:K02822	ecok:ECMDS42_3636
ko:K02821	ecok:ECMDS42_3637
ko:K03079	ecok:ECMDS42_3639
ko:K01119	ecok:ECMDS42_3655
ko:K06858	ecok:ECMDS42_0145
ko:K01243	ecok:ECMDS42_0146
ko:K07098	ecok:ECMDS42_0151
ko:K00674	ecok:ECMDS42_0152
ko:K08234	ecok:ECMDS42_0174
ko:K11105	ecok:ECMDS42_0978
ko:K01297	ecok:ECMDS42_0979
ko:K02193	ecok:ECMDS42_1768
ko:K02569	ecok:ECMDS42_1769
ko:K02574	ecok:ECMDS42_1771
ko:K00626	ecok:ECMDS42_1792
ko:K00568	ecok:ECMDS42_1801
ko:K07393	ecok:ECMDS42_2572
ko:K00932	ecok:ECMDS42_2583
ko:K01630	ecok:ECMDS42_2593
ko:K01708	ecok:ECMDS42_2595
ko:K02745	ecok:ECMDS42_2600
ko:K02446	ecok:ECMDS42_3363
ko:K05499	ecok:ECMDS42_3372
ko:K08314	ecok:ECMDS42_3384
ko:K06970	ecok:ECMDS42_0657
ko:K07757	ecok:ECMDS42_0673
ko:K07258	ecok:ECMDS42_0690
ko:K03451	ecok:ECMDS42_1475
ko:K02793	ecok:ECMDS42_1491
ko:K02794	ecok:ECMDS42_1491
ko:K02795	ecok:ECMDS42_1492
ko:K00380	ecok:ECMDS42_2269
ko:K04765	ecok:ECMDS42_2285
ko:K07171	ecok:ECMDS42_2286
ko:K03535	ecok:ECMDS42_2293
ko:K12981	ecok:ECMDS42_3058
ko:K02849	ecok:ECMDS42_3066
ko:K10563	ecok:ECMDS42_3069
ko:K07784	ecok:ECMDS42_3101
ko:K07214	ecok:ECMDS42_0445
ko:K08225	ecok:ECMDS42_0452
ko:K03386	ecok:ECMDS42_0467
ko:K05966	ecok:ECMDS42_0474
ko:K03326	ecok:ECMDS42_0482
ko:K07312	ecok:ECMDS42_1260
ko:K01679	ecok:ECMDS42_1281
ko:K00076	ecok:ECMDS42_1289
ko:K01488	ecok:ECMDS42_1293
ko:K03617	ecok:ECMDS42_1298
ko:K03616	ecok:ECMDS42_1299
ko:K03615	ecok:ECMDS42_1300
ko:K03614	ecok:ECMDS42_1301
ko:K03612	ecok:ECMDS42_1302
ko:K03613	ecok:ECMDS42_1303
ko:K01011	ecok:ECMDS42_2064
ko:K13628	ecok:ECMDS42_2072
ko:K04488	ecok:ECMDS42_2073
ko:K01092	ecok:ECMDS42_2077
ko:K06889	ecok:ECMDS42_2078
ko:K02056	ecok:ECMDS42_2091
ko:K01974	ecok:ECMDS42_2865
ko:K02441	ecok:ECMDS42_2869
ko:K00700	ecok:ECMDS42_2877
ko:K00851	ecok:ECMDS42_2881
ko:K05816	ecok:ECMDS42_2889
ko:K05815	ecok:ECMDS42_2890
ko:K05814	ecok:ECMDS42_2891
ko:K01082	ecok:ECMDS42_3656
ko:K07304	ecok:ECMDS42_3661
ko:K01507	ecok:ECMDS42_3668
ko:K02056	ecok:ECMDS42_3670
ko:K01226	ecok:ECMDS42_3680
ko:K09022	ecok:ECMDS42_3684
ko:K03469	ecok:ECMDS42_0202
ko:K02342	ecok:ECMDS42_0203
ko:K06445	ecok:ECMDS42_0210
ko:K07491	ecok:ECMDS42_0217
ko:K03830	ecok:ECMDS42_0223
ko:K01270	ecok:ECMDS42_0226
ko:K00769	ecok:ECMDS42_0227
ko:K07232	ecok:ECMDS42_1011
ko:K06039	ecok:ECMDS42_1012
ko:K00374	ecok:ECMDS42_1020
ko:K15582	ecok:ECMDS42_1040
ko:K15583	ecok:ECMDS42_1041
ko:K10823	ecok:ECMDS42_1042
ko:K12944	ecok:ECMDS42_1821
ko:K02549	ecok:ECMDS42_1832
ko:K08680	ecok:ECMDS42_1834
ko:K02552	ecok:ECMDS42_1836
ko:K02348	ecok:ECMDS42_1838
ko:K00784	ecok:ECMDS42_1839
ko:K07114	ecok:ECMDS42_1841
ko:K12961	ecok:ECMDS42_2616
ko:K03177	ecok:ECMDS42_2634
ko:K02427	ecok:ECMDS42_2647
ko:K00867	ecok:ECMDS42_3412
ko:K03148	ecok:ECMDS42_3430
ko:K07709	ecok:ECMDS42_3441
ko:K13641	ecok:ECMDS42_3456
ko:K00548	ecok:ECMDS42_3457
ko:K05844	ecok:ECMDS42_0704
ko:K09998	ecok:ECMDS42_0713
ko:K10000	ecok:ECMDS42_0716
ko:K16012	ecok:ECMDS42_0738
ko:K16013	ecok:ECMDS42_0739
ko:K11392	ecok:ECMDS42_1510
ko:K09815	ecok:ECMDS42_1534
ko:K06201	ecok:ECMDS42_1551
ko:K02100	ecok:ECMDS42_2349
ko:K00065	ecok:ECMDS42_2350
ko:K00626	ecok:ECMDS42_2352
ko:K00389	ecok:ECMDS42_3111
ko:K03307	ecok:ECMDS42_3114
ko:K07258	ecok:ECMDS42_0493
ko:K07126	ecok:ECMDS42_0505
ko:K07126	ecok:ECMDS42_0508
ko:K02566	ecok:ECMDS42_0531
ko:K02564	ecok:ECMDS42_0534
ko:K03711	ecok:ECMDS42_0539
ko:K00799	ecok:ECMDS42_1306
ko:K01759	ecok:ECMDS42_1322
ko:K06078	ecok:ECMDS42_1348
ko:K03803	ecok:ECMDS42_2115
ko:K15460	ecok:ECMDS42_2120
ko:K05812	ecok:ECMDS42_2128
ko:K04085	ecok:ECMDS42_2909
ko:K06149	ecok:ECMDS42_2931
ko:K00383	ecok:ECMDS42_2936
ko:K01580	ecok:ECMDS42_2952
ko:K00046	ecok:ECMDS42_3705
ko:K00851	ecok:ECMDS42_3707
ko:K13637	ecok:ECMDS42_3713
ko:K01002	ecok:ECMDS42_3714
ko:K00564	ecok:ECMDS42_3727
ko:K01619	ecok:ECMDS42_3738
ko:K00758	ecok:ECMDS42_3739
ko:K03784	ecok:ECMDS42_3741
ko:K07186	ecok:ECMDS42_3744
ko:K10112	ecok:ECMDS42_1116
ko:K05712	ecok:ECMDS42_0269
ko:K05713	ecok:ECMDS42_0270
ko:K04073	ecok:ECMDS42_0273
ko:K00121	ecok:ECMDS42_0278
ko:K01077	ecok:ECMDS42_0283
ko:K04774	ecok:ECMDS42_1067
ko:K08992	ecok:ECMDS42_1077
ko:K09471	ecok:ECMDS42_1099
ko:K00647	ecok:ECMDS42_1894
ko:K02067	ecok:ECMDS42_2661
ko:K02806	ecok:ECMDS42_2672
ko:K01788	ecok:ECMDS42_2687
ko:K01639	ecok:ECMDS42_2689
ko:K03326	ecok:ECMDS42_2691
ko:K03316	ecok:ECMDS42_3504
ko:K07307	ecok:ECMDS42_0747
ko:K07308	ecok:ECMDS42_0748
ko:K06212	ecok:ECMDS42_0756
ko:K02238	ecok:ECMDS42_0765
ko:K11085	ecok:ECMDS42_0766
ko:K09476	ecok:ECMDS42_0781
ko:K12943	ecok:ECMDS42_2365
ko:K13479	ecok:ECMDS42_2367
ko:K01823	ecok:ECMDS42_2388
ko:K04763	ecok:ECMDS42_2393
ko:K07214	ecok:ECMDS42_3156
ko:K02755	ecok:ECMDS42_3159
ko:K02756	ecok:ECMDS42_3159
ko:K02757	ecok:ECMDS42_3159
ko:K03488	ecok:ECMDS42_3160
ko:K02116	ecok:ECMDS42_3176
ko:K03718	ecok:ECMDS42_3181
ko:K10440	ecok:ECMDS42_3188
ko:K00852	ecok:ECMDS42_3190
ko:K01835	ecok:ECMDS42_0544
ko:K03756	ecok:ECMDS42_0548
ko:K01545	ecok:ECMDS42_0555
ko:K05522	ecok:ECMDS42_0564
ko:K07120	ecok:ECMDS42_0565
ko:K00241	ecok:ECMDS42_0571
ko:K15524	ecok:ECMDS42_0581
ko:K03560	ecok:ECMDS42_0588
ko:K08997	ecok:ECMDS42_1379
ko:K07283	ecok:ECMDS42_1397
ko:K16370	ecok:ECMDS42_1398
ko:K00135	ecok:ECMDS42_2165
ko:K07250	ecok:ECMDS42_2166
ko:K03647	ecok:ECMDS42_2178
ko:K00090	ecok:ECMDS42_2990
ko:K00854	ecok:ECMDS42_3001
ko:K02533	ecok:ECMDS42_3760
ko:K08278	ecok:ECMDS42_0001
ko:K00616	ecok:ECMDS42_0008
ko:K07034	ecok:ECMDS42_0010
ko:K08299	ecok:ECMDS42_0029
ko:K03286	ecok:ECMDS42_0809
ko:K07343	ecok:ECMDS42_0811
ko:K09909	ecok:ECMDS42_0816
ko:K11179	ecok:ECMDS42_0821
ko:K06282	ecok:ECMDS42_0824
ko:K06281	ecok:ECMDS42_0825
ko:K07772	ecok:ECMDS42_0840
ko:K07258	ecok:ECMDS42_1623
ko:K00033	ecok:ECMDS42_1643
ko:K01262	ecok:ECMDS42_2407
ko:K00058	ecok:ECMDS42_2413
ko:K01847	ecok:ECMDS42_2417
ko:K07588	ecok:ECMDS42_2418
ko:K03442	ecok:ECMDS42_2424
ko:K02173	ecok:ECMDS42_2428
ko:K02799	ecok:ECMDS42_2432
ko:K02800	ecok:ECMDS42_2432
ko:K02798	ecok:ECMDS42_2433
ko:K01480	ecok:ECMDS42_2436
ko:K01585	ecok:ECMDS42_2437
ko:K02428	ecok:ECMDS42_2452
ko:K03769	ecok:ECMDS42_3213
ko:K02851	ecok:ECMDS42_3222
ko:K02852	ecok:ECMDS42_3233
ko:K01719	ecok:ECMDS42_3244
ko:K07657	ecok:ECMDS42_0298
ko:K03972	ecok:ECMDS42_1106
ko:K02025	ecok:ECMDS42_1109
ko:K04844	ecok:ECMDS42_1114
ko:K00567	ecok:ECMDS42_1125
ko:K01782	ecok:ECMDS42_1912
ko:K13636	ecok:ECMDS42_1921
ko:K01577	ecok:ECMDS42_1930
ko:K00845	ecok:ECMDS42_1945
ko:K01885	ecok:ECMDS42_1950
ko:K03747	ecok:ECMDS42_2746
ko:K03499	ecok:ECMDS42_2751
ko:K04015	ecok:ECMDS42_3512
ko:K04018	ecok:ECMDS42_3515
ko:K07126	ecok:ECMDS42_3517
ko:K04750	ecok:ECMDS42_3546
ko:K01992	ecok:ECMDS42_0119
ko:K01992	ecok:ECMDS42_0642
ko:K01992	ecok:ECMDS42_0643
ko:K01992	ecok:ECMDS42_2921
ko:K01250	ecok:ECMDS42_0512
ko:K15555	ecok:ECMDS42_0785
ko:K11070	ecok:ECMDS42_0945
ko:K00813	ecok:ECMDS42_0780
ko:K05601	ecok:ECMDS42_0725
ko:K01739	ecok:ECMDS42_3377
ko:K19221	ecok:ECMDS42_1065
ko:K17686	ecok:ECMDS42_0383
ko:K00130	ecok:ECMDS42_0235
ko:K19789	ecok:ECMDS42_1754
ko:K02032	ecok:ECMDS42_1195
ko:K05799	ecok:ECMDS42_0104
ko:K03292	ecok:ECMDS42_3316
ko:K01485	ecok:ECMDS42_0259
ko:K07319	ecok:ECMDS42_2724
ko:K03772	ecok:ECMDS42_2793
ko:K12986	ecok:ECMDS42_3063
ko:K06518	ecok:ECMDS42_1710
ko:K00108	ecok:ECMDS42_0234
ko:K03892	ecok:ECMDS42_2937
ko:K02477	ecok:ECMDS42_1693
ko:K12146	ecok:ECMDS42_2034
ko:K01271	ecok:ECMDS42_3285
ko:K17722	ecok:ECMDS42_1715
ko:K11928	ecok:ECMDS42_0860
ko:K17723	ecok:ECMDS42_1716
ko:K06867	ecok:ECMDS42_0241
ko:K01138	ecok:ECMDS42_3113
ko:K13638	ecok:ECMDS42_2754
ko:K07684	ecok:ECMDS42_1014
ko:K14742	ecok:ECMDS42_1481
ko:K07749	ecok:ECMDS42_1931
ko:K01487	ecok:ECMDS42_2383
ko:K02081	ecok:ECMDS42_2598
ko:K05540	ecok:ECMDS42_2722
ko:K02226	ecok:ECMDS42_0499
ko:K00042	ecok:ECMDS42_2592
ko:K00537	ecok:ECMDS42_2939
ko:K03277	ecok:ECMDS42_3057
ko:K02477	ecok:ECMDS42_1938
ko:K07274	ecok:ECMDS42_1457
ko:K02058	ecok:ECMDS42_2092
ko:K09017	ecok:ECMDS42_0858
ko:K02031	ecok:ECMDS42_1196
ko:K00042	ecok:ECMDS42_0402
ko:K02026	ecok:ECMDS42_1110
ko:K11747	ecok:ECMDS42_2797
ko:K02749	ecok:ECMDS42_3118
ko:K01791	ecok:ECMDS42_3224
ko:K12136	ecok:ECMDS42_2024
ko:K01130	ecok:ECMDS42_3240
ko:K01659	ecok:ECMDS42_0255
ko:K07459	ecok:ECMDS42_0728
ko:K03566	ecok:ECMDS42_2313
ko:K03275	ecok:ECMDS42_3061
ko:K03767	ecok:ECMDS42_2810
ko:K01497	ecok:ECMDS42_1075
ko:K00632	ecok:ECMDS42_3283
