ko:K02495	sfe:SFxv_4293
ko:K03615	sfe:SFxv_1856
ko:K03614	sfe:SFxv_1857
ko:K03612	sfe:SFxv_1858
ko:K03613	sfe:SFxv_1859
ko:K00799	sfe:SFxv_1862
ko:K01759	sfe:SFxv_1883
ko:K07491	sfe:SFxv_1888
ko:K00616	sfe:SFxv_2760
ko:K01439	sfe:SFxv_2769
ko:K07054	sfe:SFxv_2772
ko:K03548	sfe:SFxv_2791
ko:K02824	sfe:SFxv_2795
ko:K00088	sfe:SFxv_2809
ko:K07019	sfe:SFxv_3683
ko:K09898	sfe:SFxv_3684
ko:K10914	sfe:SFxv_3687
ko:K07048	sfe:SFxv_3708
ko:K13637	sfe:SFxv_4579
ko:K09022	sfe:SFxv_4630
ko:K07495	sfe:SFxv_0823
ko:K01785	sfe:SFxv_0604
ko:K03560	sfe:SFxv_0615
ko:K15524	sfe:SFxv_0623
ko:K00241	sfe:SFxv_0635
ko:K07120	sfe:SFxv_0642
ko:K05522	sfe:SFxv_0643
ko:K11607	sfe:SFxv_1548
ko:K11604	sfe:SFxv_1549
ko:K02795	sfe:SFxv_1597
ko:K10540	sfe:SFxv_2467
ko:K00882	sfe:SFxv_2486
ko:K06183	sfe:SFxv_2505
ko:K02200	sfe:SFxv_2513
ko:K02193	sfe:SFxv_2519
ko:K02569	sfe:SFxv_2520
ko:K02574	sfe:SFxv_2522
ko:K09806	sfe:SFxv_3383
ko:K00974	sfe:SFxv_3401
ko:K01409	sfe:SFxv_3410
ko:K03649	sfe:SFxv_3415
ko:K09251	sfe:SFxv_3420
ko:K00219	sfe:SFxv_3428
ko:K00127	sfe:SFxv_4325
ko:K00124	sfe:SFxv_4326
ko:K01629	sfe:SFxv_4336
ko:K01813	sfe:SFxv_4338
ko:K02855	sfe:SFxv_4341
ko:K07772	sfe:SFxv_1081
ko:K14062	sfe:SFxv_2039
ko:K14061	sfe:SFxv_2040
ko:K03647	sfe:SFxv_2964
ko:K06149	sfe:SFxv_3842
ko:K00383	sfe:SFxv_3848
ko:K02510	sfe:SFxv_4773
ko:K01826	sfe:SFxv_4775
ko:K00564	sfe:SFxv_4795
ko:K11011	sfe:SFxv_3257
ko:K01525	sfe:SFxv_0048
ko:K06177	sfe:SFxv_0055
ko:K00853	sfe:SFxv_0060
ko:K06910	sfe:SFxv_0788
ko:K00652	sfe:SFxv_0791
ko:K03635	sfe:SFxv_0801
ko:K07027	sfe:SFxv_0804
ko:K05595	sfe:SFxv_1755
ko:K00647	sfe:SFxv_2644
ko:K01782	sfe:SFxv_2664
ko:K01577	sfe:SFxv_2685
ko:K02806	sfe:SFxv_3557
ko:K01788	sfe:SFxv_3571
ko:K01639	sfe:SFxv_3573
ko:K03326	sfe:SFxv_3577
ko:K00068	sfe:SFxv_4463
ko:K07792	sfe:SFxv_4474
ko:K11104	sfe:SFxv_4477
ko:K04750	sfe:SFxv_4490
ko:K03316	sfe:SFxv_4502
ko:K04018	sfe:SFxv_4512
ko:K07126	sfe:SFxv_4515
ko:K00970	sfe:SFxv_0142
ko:K07404	sfe:SFxv_0963
ko:K06212	sfe:SFxv_0974
ko:K11085	sfe:SFxv_0985
ko:K09476	sfe:SFxv_1001
ko:K06078	sfe:SFxv_1914
ko:K07263	sfe:SFxv_1938
ko:K00484	sfe:SFxv_4767
ko:K01011	sfe:SFxv_2823
ko:K13628	sfe:SFxv_2831
ko:K04488	sfe:SFxv_2832
ko:K01092	sfe:SFxv_2836
ko:K06889	sfe:SFxv_2837
ko:K01580	sfe:SFxv_1942
ko:K02056	sfe:SFxv_2850
ko:K01974	sfe:SFxv_3758
ko:K02441	sfe:SFxv_3762
ko:K00700	sfe:SFxv_3772
ko:K00851	sfe:SFxv_3776
ko:K01226	sfe:SFxv_4634
ko:K02056	sfe:SFxv_4647
ko:K01507	sfe:SFxv_4649
ko:K07304	sfe:SFxv_4656
ko:K01082	sfe:SFxv_4661
ko:K01119	sfe:SFxv_4662
ko:K03757	sfe:SFxv_4675
ko:K03469	sfe:SFxv_0213
ko:K02342	sfe:SFxv_0212
ko:K01077	sfe:SFxv_0243
ko:K04477	sfe:SFxv_1172
ko:K09815	sfe:SFxv_2091
ko:K03743	sfe:SFxv_2988
ko:K08305	sfe:SFxv_2989
ko:K02782	sfe:SFxv_2990
ko:K02783	sfe:SFxv_2990
ko:K00068	sfe:SFxv_2992
ko:K02466	sfe:SFxv_2993
ko:K04652	sfe:SFxv_3010
ko:K04655	sfe:SFxv_3013
ko:K01580	sfe:SFxv_3919
ko:K00854	sfe:SFxv_3932
ko:K03796	sfe:SFxv_3938
ko:K01176	sfe:SFxv_3939
ko:K01619	sfe:SFxv_4806
ko:K00758	sfe:SFxv_4807
ko:K03784	sfe:SFxv_4809
ko:K07186	sfe:SFxv_4812
ko:K00616	sfe:SFxv_0007
ko:K07034	sfe:SFxv_0009
ko:K03756	sfe:SFxv_0666
ko:K01835	sfe:SFxv_0667
ko:K03711	sfe:SFxv_0673
ko:K02564	sfe:SFxv_0680
ko:K07126	sfe:SFxv_0701
ko:K07126	sfe:SFxv_0704
ko:K02793	sfe:SFxv_1598
ko:K02794	sfe:SFxv_1598
ko:K07305	sfe:SFxv_1631
ko:K01424	sfe:SFxv_1642
ko:K02549	sfe:SFxv_2584
ko:K07393	sfe:SFxv_3452
ko:K02745	sfe:SFxv_3479
ko:K02744	sfe:SFxv_3481
ko:K07640	sfe:SFxv_4351
ko:K13283	sfe:SFxv_4354
ko:K02446	sfe:SFxv_4364
ko:K07645	sfe:SFxv_3367
ko:K04065	sfe:SFxv_4800
ko:K03855	sfe:SFxv_0042
ko:K07757	sfe:SFxv_0842
ko:K05844	sfe:SFxv_0874
ko:K09998	sfe:SFxv_0883
ko:K00598	sfe:SFxv_1769
ko:K11530	sfe:SFxv_1770
ko:K00657	sfe:SFxv_1792
ko:K07312	sfe:SFxv_1807
ko:K00845	sfe:SFxv_2701
ko:K01885	sfe:SFxv_2710
ko:K02784	sfe:SFxv_2719
ko:K08483	sfe:SFxv_2720
ko:K03747	sfe:SFxv_3632
ko:K03499	sfe:SFxv_3637
ko:K01243	sfe:SFxv_0159
ko:K00674	sfe:SFxv_0165
ko:K03286	sfe:SFxv_1037
ko:K07343	sfe:SFxv_1039
ko:K09909	sfe:SFxv_1048
ko:K11179	sfe:SFxv_1054
ko:K06282	sfe:SFxv_1056
ko:K06281	sfe:SFxv_1057
ko:K01104	sfe:SFxv_1066
ko:K04063	sfe:SFxv_1951
ko:K13953	sfe:SFxv_1955
ko:K08350	sfe:SFxv_1957
ko:K03803	sfe:SFxv_2889
ko:K03825	sfe:SFxv_3780
ko:K05816	sfe:SFxv_3784
ko:K05815	sfe:SFxv_3785
ko:K05814	sfe:SFxv_3786
ko:K04085	sfe:SFxv_3804
ko:K00247	sfe:SFxv_4698
ko:K00245	sfe:SFxv_4700
ko:K00244	sfe:SFxv_4701
ko:K06889	sfe:SFxv_4736
ko:K03476	sfe:SFxv_4738
ko:K03475	sfe:SFxv_4739
ko:K02822	sfe:SFxv_4740
ko:K02821	sfe:SFxv_4741
ko:K08299	sfe:SFxv_0034
ko:K07258	sfe:SFxv_0716
ko:K03326	sfe:SFxv_0726
ko:K01916	sfe:SFxv_1676
ko:K07283	sfe:SFxv_1691
ko:K08997	sfe:SFxv_1708
ko:K08680	sfe:SFxv_2586
ko:K02552	sfe:SFxv_2588
ko:K02348	sfe:SFxv_2590
ko:K00784	sfe:SFxv_2591
ko:K12961	sfe:SFxv_3502
ko:K03177	sfe:SFxv_3520
ko:K02427	sfe:SFxv_3532
ko:K02067	sfe:SFxv_3546
ko:K00867	sfe:SFxv_4418
ko:K03148	sfe:SFxv_4431
ko:K07709	sfe:SFxv_4442
ko:K13641	sfe:SFxv_4454
ko:K00548	sfe:SFxv_4455
ko:K10109	sfe:SFxv_4548
ko:K10110	sfe:SFxv_4549
ko:K16053	sfe:SFxv_0536
ko:K14219	sfe:SFxv_5236
ko:K14219	sfe:SFxv_5244
ko:K14219	sfe:SFxv_5240
ko:K14219	sfe:SFxv_5309
ko:K07347	sfe:SFxv_2399
ko:K14219	sfe:SFxv_5227
ko:K14236	sfe:SFxv_5314
ko:K14236	sfe:SFxv_5273
ko:K14219	sfe:SFxv_5313
ko:K16076	sfe:SFxv_2206
ko:K16076	sfe:SFxv_1961
ko:K01977	sfe:SFxv_5200
ko:K01977	sfe:SFxv_5203
ko:K01977	sfe:SFxv_5202
ko:K01977	sfe:SFxv_5201
ko:K01977	sfe:SFxv_5205
ko:K01977	sfe:SFxv_5204
ko:K01977	sfe:SFxv_5206
ko:K14227	sfe:SFxv_5222
ko:K14227	sfe:SFxv_5287
ko:K14227	sfe:SFxv_5269
ko:K14218	sfe:SFxv_5223
ko:K14218	sfe:SFxv_5270
ko:K14218	sfe:SFxv_5288
ko:K01980	sfe:SFxv_5207
ko:K01980	sfe:SFxv_5209
ko:K01980	sfe:SFxv_5208
ko:K01980	sfe:SFxv_5210
ko:K01980	sfe:SFxv_5212
ko:K01980	sfe:SFxv_5211
ko:K01980	sfe:SFxv_5213
ko:K14234	sfe:SFxv_5226
ko:K14229	sfe:SFxv_5256
ko:K14229	sfe:SFxv_5318
ko:K14229	sfe:SFxv_5320
ko:K14229	sfe:SFxv_5322
ko:K14230	sfe:SFxv_5228
ko:K14230	sfe:SFxv_5232
ko:K14228	sfe:SFxv_5229
ko:K14223	sfe:SFxv_5233
ko:K14223	sfe:SFxv_5234
ko:K14225	sfe:SFxv_5238
ko:K14225	sfe:SFxv_5311
ko:K14225	sfe:SFxv_5242
ko:K14225	sfe:SFxv_5246
ko:K14225	sfe:SFxv_5304
ko:K14225	sfe:SFxv_5274
ko:K14233	sfe:SFxv_5316
ko:K14228	sfe:SFxv_5307
ko:K14222	sfe:SFxv_5306
ko:K14225	sfe:SFxv_5305
ko:K14225	sfe:SFxv_5278
ko:K14225	sfe:SFxv_5277
ko:K14225	sfe:SFxv_5279
ko:K14225	sfe:SFxv_5280
ko:K14233	sfe:SFxv_5301
ko:K14220	sfe:SFxv_5249
ko:K14220	sfe:SFxv_5250
ko:K14220	sfe:SFxv_5251
ko:K14220	sfe:SFxv_5300
ko:K14232	sfe:SFxv_5252
ko:K14219	sfe:SFxv_5253
ko:K14218	sfe:SFxv_5298
ko:K14218	sfe:SFxv_5299
ko:K14224	sfe:SFxv_5262
ko:K14224	sfe:SFxv_5297
ko:K14224	sfe:SFxv_5271
ko:K14219	sfe:SFxv_5295
ko:K14219	sfe:SFxv_5294
ko:K14233	sfe:SFxv_5293
ko:K14230	sfe:SFxv_5257
ko:K14230	sfe:SFxv_5291
ko:K14230	sfe:SFxv_5258
ko:K14219	sfe:SFxv_5265
ko:K14226	sfe:SFxv_5266
ko:K14228	sfe:SFxv_5267
ko:K14228	sfe:SFxv_5281
ko:K14228	sfe:SFxv_5283
ko:K14228	sfe:SFxv_5282
ko:K14232	sfe:SFxv_5268
ko:K10013	sfe:SFxv_2631
ko:K00971	sfe:SFxv_2349
ko:K16066	sfe:SFxv_1744
ko:K16074	sfe:SFxv_2043
ko:K00956	sfe:SFxv_3042
ko:K11929	sfe:SFxv_0306
ko:K00568	sfe:SFxv_2550
ko:K05709	sfe:SFxv_2842
ko:K05708	sfe:SFxv_2841
ko:K12136	sfe:SFxv_2779
ko:K12145	sfe:SFxv_2788
ko:K07771	sfe:SFxv_4484
ko:K07675	sfe:SFxv_4125
ko:K13654	sfe:SFxv_1972
ko:K02485	sfe:SFxv_1408
ko:K01834	sfe:SFxv_0605
ko:K01671	sfe:SFxv_4307
ko:K01838	sfe:SFxv_1498
ko:K01139	sfe:SFxv_4018
ko:K09471	sfe:SFxv_1479
ko:K13742	sfe:SFxv_4973
ko:K13790	sfe:SFxv_4975
ko:K13085	sfe:SFxv_4976
ko:K01270	sfe:SFxv_0302
ko:K01271	sfe:SFxv_4276
ko:K01185	sfe:SFxv_0762
ko:K15583	sfe:SFxv_1420
ko:K12944	sfe:SFxv_2572
ko:K08225	sfe:SFxv_0558
ko:K03972	sfe:SFxv_1486
ko:K02031	sfe:SFxv_1949
ko:K07352	sfe:SFxv_0508
ko:K14063	sfe:SFxv_2035
ko:K01250	sfe:SFxv_0697
ko:K08194	sfe:SFxv_4101
ko:K03535	sfe:SFxv_3074
ko:K01048	sfe:SFxv_4254
ko:K01069	sfe:SFxv_0210
ko:K00537	sfe:SFxv_3852
ko:K00529	sfe:SFxv_2845
ko:K08351	sfe:SFxv_3909
ko:K16321	sfe:SFxv_4582
ko:K16324	sfe:SFxv_2482
ko:K16322	sfe:SFxv_3330
ko:K01840	sfe:SFxv_2347
ko:K01739	sfe:SFxv_4378
ko:K07346	sfe:SFxv_4589
ko:K07232	sfe:SFxv_1393
ko:K06221	sfe:SFxv_3355
ko:K07684	sfe:SFxv_1396
ko:K07782	sfe:SFxv_2188
ko:K13053	sfe:SFxv_1038
ko:K13284	sfe:SFxv_4968
ko:K13286	sfe:SFxv_4970
ko:K03668	sfe:SFxv_2030
ko:K05874	sfe:SFxv_4780
ko:K10831	sfe:SFxv_0266
ko:K03079	sfe:SFxv_4743
ko:K08154	sfe:SFxv_4118
ko:K02054	sfe:SFxv_1983
ko:K06858	sfe:SFxv_0158
ko:K13479	sfe:SFxv_3142
ko:K08279	sfe:SFxv_0033
ko:K07250	sfe:SFxv_2948
ko:K11747	sfe:SFxv_3680
ko:K11748	sfe:SFxv_3681
ko:K11645	sfe:SFxv_2388
ko:K09020	sfe:SFxv_1100
ko:K02533	sfe:SFxv_4829
ko:K03077	sfe:SFxv_4744
ko:K07812	sfe:SFxv_2137
ko:K16137	sfe:SFxv_1129
ko:K16370	sfe:SFxv_1690
ko:K07713	sfe:SFxv_4443
ko:K02099	sfe:SFxv_0061
ko:K16322	sfe:SFxv_3840
ko:K12144	sfe:SFxv_2787
ko:K10710	sfe:SFxv_3703
ko:K10708	sfe:SFxv_3701
ko:K11920	sfe:SFxv_0514
ko:K04753	sfe:SFxv_3360
ko:K16329	sfe:SFxv_2483
ko:K12143	sfe:SFxv_2786
ko:K07353	sfe:SFxv_0509
ko:K10673	sfe:SFxv_5149
ko:K16325	sfe:SFxv_2479
ko:K05799	sfe:SFxv_0116
ko:K16328	sfe:SFxv_2484
ko:K16326	sfe:SFxv_2481
ko:K04014	sfe:SFxv_4509
ko:K04015	sfe:SFxv_4510
ko:K03566	sfe:SFxv_3095
ko:K07749	sfe:SFxv_2686
ko:K02062	sfe:SFxv_0063
ko:K10823	sfe:SFxv_1421
ko:K16263	sfe:SFxv_4684
ko:K16291	sfe:SFxv_2292
ko:K03445	sfe:SFxv_4131
ko:K16264	sfe:SFxv_0608
ko:K11391	sfe:SFxv_3432
ko:K10544	sfe:SFxv_3936
ko:K00537	sfe:SFxv_2793
ko:K16693	sfe:SFxv_4212
ko:K03772	sfe:SFxv_3677
ko:K03574	sfe:SFxv_0101
ko:K00090	sfe:SFxv_3911
ko:K07459	sfe:SFxv_0906
ko:K07214	sfe:SFxv_0550
ko:K01708	sfe:SFxv_3476
ko:K00932	sfe:SFxv_3462
ko:K03896	sfe:SFxv_4049
ko:K16703	sfe:SFxv_2343
ko:K16704	sfe:SFxv_4210
ko:K08234	sfe:SFxv_0187
ko:K12785	sfe:SFxv_5026
ko:K16711	sfe:SFxv_2342
ko:K07662	sfe:SFxv_4352
ko:K16710	sfe:SFxv_2344
ko:K00065	sfe:SFxv_3126
ko:K16692	sfe:SFxv_2361
ko:K03605	sfe:SFxv_1059
ko:K14742	sfe:SFxv_1609
ko:K16695	sfe:SFxv_2345
ko:K00042	sfe:SFxv_3472
ko:K02484	sfe:SFxv_2247
ko:K05812	sfe:SFxv_2902
ko:K07274	sfe:SFxv_1627
ko:K19234	sfe:SFxv_1915
ko:K16692	sfe:SFxv_1065
ko:K10111	sfe:SFxv_4546
ko:K10108	sfe:SFxv_4547
ko:K07273	sfe:SFxv_2392
ko:K00632	sfe:SFxv_2665
ko:K01002	sfe:SFxv_4784
ko:K01096	sfe:SFxv_1453
ko:K18828	sfe:SFxv_5097
ko:K00821	sfe:SFxv_3689
ko:K01664	sfe:SFxv_3690
ko:K02081	sfe:SFxv_3477
ko:K05499	sfe:SFxv_4373
ko:K09017	sfe:SFxv_1102
ko:K03719	sfe:SFxv_0918
ko:K03973	sfe:SFxv_1484
ko:K05540	sfe:SFxv_3611
ko:K04771	sfe:SFxv_0161
ko:K02778	sfe:SFxv_1257
ko:K02779	sfe:SFxv_1257
ko:K02849	sfe:SFxv_3998
ko:K15460	sfe:SFxv_2894
ko:K00557	sfe:SFxv_4410
ko:K01160	sfe:SFxv_0331
ko:K07091	sfe:SFxv_3322
ko:K00713	sfe:SFxv_3992
ko:K09472	sfe:SFxv_1478
ko:K16787	sfe:SFxv_3196
ko:K16786	sfe:SFxv_3195
ko:K09810	sfe:SFxv_1274
ko:K07358	sfe:SFxv_4592
ko:K16923	sfe:SFxv_3193
ko:K01420	sfe:SFxv_2056
ko:K03559	sfe:SFxv_3347
ko:K00040	sfe:SFxv_4580
ko:K00151	sfe:SFxv_4777
ko:K00265	sfe:SFxv_3565
ko:K03779	sfe:SFxv_3407
ko:K00951	sfe:SFxv_3068
ko:K03604	sfe:SFxv_1894
ko:K16868	sfe:SFxv_1993
ko:K01467	sfe:SFxv_4697
ko:K02226	sfe:SFxv_0710
ko:K06970	sfe:SFxv_0826
ko:K06218	sfe:SFxv_1737
ko:K13743	sfe:SFxv_4858
ko:K17247	sfe:SFxv_2251
ko:K12678	sfe:SFxv_1323
ko:K06075	sfe:SFxv_1872
ko:K08302	sfe:SFxv_2387
ko:K19353	sfe:SFxv_4395
ko:K00884	sfe:SFxv_1276
ko:K11209	sfe:SFxv_2623
ko:K03292	sfe:SFxv_4303
ko:K13450	sfe:SFxv_4841
ko:K03585	sfe:SFxv_0453
ko:K04091	sfe:SFxv_1012
ko:K10038	sfe:SFxv_0828
ko:K01582	sfe:SFxv_0186
ko:K01897	sfe:SFxv_1611
ko:K01985	sfe:SFxv_5221
ko:K08313	sfe:SFxv_0845
ko:K08316	sfe:SFxv_3799
ko:K17713	sfe:SFxv_2813
ko:K15555	sfe:SFxv_1005
ko:K01990	sfe:SFxv_0130
ko:K10112	sfe:SFxv_1499
ko:K01992	sfe:SFxv_0131
ko:K11070	sfe:SFxv_1279
ko:K00813	sfe:SFxv_1000
ko:K05601	sfe:SFxv_0897
ko:K17680	sfe:SFxv_0753
ko:K07497	sfe:SFxv_0258
ko:K07497	sfe:SFxv_0742
ko:K07497	sfe:SFxv_1199
ko:K07497	sfe:SFxv_1650
ko:K07497	sfe:SFxv_1784
ko:K07497	sfe:SFxv_1868
ko:K07497	sfe:SFxv_2007
ko:K07497	sfe:SFxv_2300
ko:K07497	sfe:SFxv_3746
ko:K07497	sfe:SFxv_4038
ko:K07497	sfe:SFxv_4057
ko:K17686	sfe:SFxv_0474
ko:K19789	sfe:SFxv_2506
ko:K01138	sfe:SFxv_1933
ko:K06518	sfe:SFxv_2459
ko:K02477	sfe:SFxv_2425
ko:K08485	sfe:SFxv_3559
ko:K17722	sfe:SFxv_2463
ko:K02026	sfe:SFxv_1493
ko:K01187	sfe:SFxv_0380
ko:K03722	sfe:SFxv_1608
ko:K14059	sfe:SFxv_1550
ko:K01791	sfe:SFxv_4206
ko:K01497	sfe:SFxv_1452
ko:K00632	sfe:SFxv_4274
ko:K17758	sfe:SFxv_4710
ko:K17759	sfe:SFxv_4710
ko:K02483	sfe:SFxv_2248
ko:K00344	sfe:SFxv_4530
ko:K13695	sfe:SFxv_1706
ko:K08173	sfe:SFxv_1740
ko:K02477	sfe:SFxv_2694
ko:K07483	sfe:SFxv_0743
ko:K07496	sfe:SFxv_1887
ko:K07496	sfe:SFxv_2203
ko:K07483	sfe:SFxv_0542
ko:K07483	sfe:SFxv_2003
ko:K07483	sfe:SFxv_3916
ko:K07483	sfe:SFxv_4882
ko:K18015	sfe:SFxv_2592
ko:K07483	sfe:SFxv_1112
ko:K17938	sfe:SFxv_0249
ko:K07483	sfe:SFxv_1555
ko:K13791	sfe:SFxv_5076
ko:K13792	sfe:SFxv_5079
ko:K13793	sfe:SFxv_4885
ko:K01066	sfe:SFxv_0466
ko:K04343	sfe:SFxv_5148
ko:K13520	sfe:SFxv_5131
ko:K12991	sfe:SFxv_2334
ko:K18148	sfe:SFxv_0300
ko:K03446	sfe:SFxv_2046
ko:K07483	sfe:SFxv_0573
ko:K17948	sfe:SFxv_4595
ko:K13793	sfe:SFxv_5119
ko:K06867	sfe:SFxv_1693
ko:K06867	sfe:SFxv_4453
ko:K07483	sfe:SFxv_2269
ko:K07483	sfe:SFxv_2304
ko:K07483	sfe:SFxv_4956
ko:K07484	sfe:SFxv_0418
ko:K07484	sfe:SFxv_5062
ko:K07483	sfe:SFxv_1130
ko:K07483	sfe:SFxv_1338
ko:K07483	sfe:SFxv_2941
ko:K07483	sfe:SFxv_3130
ko:K07483	sfe:SFxv_3301
ko:K07483	sfe:SFxv_4030
ko:K05711	sfe:SFxv_2844
ko:K22597	sfe:SFxv_1487
ko:K21430	sfe:SFxv_0857
ko:K01007	sfe:SFxv_1712
ko:K03605	sfe:SFxv_3336
ko:K05710	sfe:SFxv_2843
ko:K08156	sfe:SFxv_0372
ko:K07495	sfe:SFxv_1661
ko:K07495	sfe:SFxv_3870
ko:K07491	sfe:SFxv_2204
ko:K10441	sfe:SFxv_4173
ko:K10441	sfe:SFxv_4177
ko:K10804	sfe:SFxv_0485
ko:K07354	sfe:SFxv_0510
ko:K07798	sfe:SFxv_0533
ko:K09780	sfe:SFxv_1427
ko:K02746	sfe:SFxv_3480
ko:K10984	sfe:SFxv_3484
ko:K09974	sfe:SFxv_4384
ko:K07483	sfe:SFxv_4034
ko:K07483	sfe:SFxv_4926
ko:K07483	sfe:SFxv_5030
ko:K07483	sfe:SFxv_5083
ko:K07483	sfe:SFxv_0527
ko:K07483	sfe:SFxv_3266
ko:K07483	sfe:SFxv_2437
ko:K07483	sfe:SFxv_1127
ko:K07483	sfe:SFxv_2070
ko:K01580	sfe:SFxv_2751
ko:K00656	sfe:SFxv_0973
ko:K02967	sfe:SFxv_0168
ko:K01246	sfe:SFxv_3906
ko:K10678	sfe:SFxv_0873
ko:K07495	sfe:SFxv_3414
ko:K07483	sfe:SFxv_1195
ko:K07483	sfe:SFxv_1202
ko:K07483	sfe:SFxv_2145
ko:K07483	sfe:SFxv_4876
ko:K07483	sfe:SFxv_0360
ko:K21948	sfe:SFxv_3022
ko:K18324	sfe:SFxv_2767
ko:K18326	sfe:SFxv_2372
ko:K07495	sfe:SFxv_0979
ko:K07495	sfe:SFxv_4170
ko:K00984	sfe:SFxv_1143
ko:K18476	sfe:SFxv_1141
ko:K01612	sfe:SFxv_3028
ko:K11904	sfe:SFxv_0279
ko:K18471	sfe:SFxv_1638
ko:K18479	sfe:SFxv_4306
ko:K18478	sfe:SFxv_4309
ko:K18446	sfe:SFxv_3399
ko:K18531	sfe:SFxv_4331
ko:K00681	sfe:SFxv_3781
ko:K18530	sfe:SFxv_4332
ko:K18589	sfe:SFxv_4142a
ko:K00335	sfe:SFxv_2604
ko:K18691	sfe:SFxv_2861
ko:K18640	sfe:SFxv_5042
ko:K18697	sfe:SFxv_2863
ko:K18702	sfe:SFxv_2683
ko:K18765	sfe:SFxv_3602
ko:K11741	sfe:SFxv_4695
ko:K18850	sfe:SFxv_1283
ko:K18837	sfe:SFxv_1164
ko:K18837	sfe:SFxv_3296
ko:K18889	sfe:SFxv_0437
ko:K18862	sfe:SFxv_3893
ko:K18862	sfe:SFxv_3894
ko:K03630	sfe:SFxv_1160
ko:K21645	sfe:SFxv_4572
ko:K18898	sfe:SFxv_3866
ko:K18898	sfe:SFxv_3923
ko:K18920	sfe:SFxv_3914
ko:K18842	sfe:SFxv_3749
ko:K18838	sfe:SFxv_1163
ko:K20861	sfe:SFxv_0866
ko:K18829	sfe:SFxv_5098
ko:K18841	sfe:SFxv_3750
ko:K20866	sfe:SFxv_4311
ko:K20881	sfe:SFxv_3729
ko:K20862	sfe:SFxv_4237
ko:K18800	sfe:SFxv_3171
ko:K18778	sfe:SFxv_0104
ko:K18831	sfe:SFxv_3429
ko:K18657	sfe:SFxv_1026
ko:K18890	sfe:SFxv_0438
ko:K18790	sfe:SFxv_1144
ko:K18824	sfe:SFxv_5150
ko:K07319	sfe:SFxv_3613
ko:K03630	sfe:SFxv_3293
ko:K07480	sfe:SFxv_0834
ko:K03553	sfe:SFxv_2987
ko:K18929	sfe:SFxv_0274
ko:K18918	sfe:SFxv_1738
ko:K07480	sfe:SFxv_0260
ko:K07480	sfe:SFxv_3965
ko:K07480	sfe:SFxv_3999
ko:K07480	sfe:SFxv_4864
ko:K03497	sfe:SFxv_4867
ko:K07480	sfe:SFxv_4901
ko:K12684	sfe:SFxv_4906
ko:K07480	sfe:SFxv_4914
ko:K03894	sfe:SFxv_4048
ko:K03895	sfe:SFxv_4050
ko:K03497	sfe:SFxv_4966
ko:K07480	sfe:SFxv_1318
ko:K03503	sfe:SFxv_1346
ko:K03502	sfe:SFxv_1347
ko:K07480	sfe:SFxv_3146
ko:K05839	sfe:SFxv_0450
ko:K03746	sfe:SFxv_1410
ko:K07480	sfe:SFxv_1415
ko:K12684	sfe:SFxv_3250
ko:K12684	sfe:SFxv_3258
ko:K12684	sfe:SFxv_4134
ko:K07480	sfe:SFxv_5070
ko:K07480	sfe:SFxv_0494
ko:K07796	sfe:SFxv_0521
ko:K07810	sfe:SFxv_0522
ko:K07480	sfe:SFxv_3281
ko:K07480	sfe:SFxv_4229
ko:K07480	sfe:SFxv_5120
ko:K07480	sfe:SFxv_1489
ko:K07480	sfe:SFxv_2435
ko:K05785	sfe:SFxv_4271
ko:K03646	sfe:SFxv_0614
ko:K07480	sfe:SFxv_1541
ko:K07480	sfe:SFxv_1571
ko:K07480	sfe:SFxv_1593
ko:K07480	sfe:SFxv_3393
ko:K07480	sfe:SFxv_4301
ko:K07480	sfe:SFxv_4315
ko:K07480	sfe:SFxv_4317
ko:K03169	sfe:SFxv_1646
ko:K07480	sfe:SFxv_3483
ko:K07480	sfe:SFxv_3488
ko:K08323	sfe:SFxv_4402
ko:K07480	sfe:SFxv_4404
ko:K07480	sfe:SFxv_0019
ko:K07724	sfe:SFxv_0729
ko:K07480	sfe:SFxv_2593
ko:K08722	sfe:SFxv_2612
ko:K07724	sfe:SFxv_3541
ko:K07480	sfe:SFxv_1726
ko:K07480	sfe:SFxv_4494
ko:K07480	sfe:SFxv_0081
ko:K03674	sfe:SFxv_0871
ko:K07480	sfe:SFxv_3615
ko:K07480	sfe:SFxv_4521
ko:K10748	sfe:SFxv_1829
ko:K04565	sfe:SFxv_1876
ko:K07480	sfe:SFxv_2755
ko:K07480	sfe:SFxv_4597
ko:K07480	sfe:SFxv_4604
ko:K07480	sfe:SFxv_1016
ko:K07480	sfe:SFxv_1018
ko:K07480	sfe:SFxv_1964
ko:K07480	sfe:SFxv_1073
ko:K07480	sfe:SFxv_2036
ko:K07480	sfe:SFxv_2940
ko:K11685	sfe:SFxv_2959
ko:K07480	sfe:SFxv_1151
ko:K18476	sfe:SFxv_1152
ko:K07724	sfe:SFxv_3026
ko:K07497	sfe:SFxv_0901
ko:K07483	sfe:SFxv_4890
ko:K07483	sfe:SFxv_4902
ko:K07483	sfe:SFxv_4918
ko:K07483	sfe:SFxv_4948
ko:K07483	sfe:SFxv_0419
ko:K07483	sfe:SFxv_2237
ko:K07483	sfe:SFxv_5009
ko:K07483	sfe:SFxv_5017
ko:K07483	sfe:SFxv_5025
ko:K07483	sfe:SFxv_5056
ko:K07483	sfe:SFxv_5058
ko:K07483	sfe:SFxv_5061
ko:K07483	sfe:SFxv_0532
